[00:00:11.160] ひしひ
[01:56:37.760] [音楽]
[01:56:44.599] えっとね、刃物っていうのはナイフの材料要はクラフトしなきゃいけねえんだよ。アルコールだの布だのいっぱい落ちてんじゃん。
[01:56:45.679] これで
[01:56:48.119] こナイフ今ナイフねんのに刃物とテムが
[01:56:51.360] テープが必要なの
[01:56:53.679] 。
[01:56:54.719] 爆弾はハモとばあの火薬が必要。で、火炎瓶はアルコールと布が必要。布持ってねえんだよな。布ぐらいありそうだけどね。
[01:57:04.079] 分かりやすい。
[01:57:07.560] あり。ああ、布発見。おい、おい、いっぺ落ちた。いっぺ。洗い。あ、これ何の玉?両銃の玉か。
[01:57:17.520] 両銃の玉か。コレクター気持ちえ。
[01:57:23.199] あ、なんかこれ。
[01:57:24.320] あ、オッケー。この薬がさっき拾ったこの薬が自分を強化するのに必要なのよ。て
[01:57:30.679] なんぼあってもいいですか?
[01:57:37.840] そうですよね。全裸で行けばいいのに。全部火炎瓶にして服。全部火炎瓶にして今これ
[01:57:38.840] 55ね。この50
[01:57:40.119] とかこの薬を使うとこう体力最大とかこう自分の工作の速度とかこれ自分を強化することできる。
[01:57:46.840] 噛まれ放題。
[01:57:47.880] 噛まれ放題でこナイフで反撃が欲しいから今貯めてる。
[01:58:04.040] 子供部屋おじさんサービスじゃん。あるぞ。
[01:58:05.040] 10月4
[01:58:16.840] 日学校が永久に閉鎖することが決まった。永久閉鎖。学校の永久閉鎖。アウトブレイキのおかげでいいことがある。え、学校がないってのは宿題もないってこと。やっとね暇になってし何にな、何にしようかな。最初はそう思うんだよな。え、
[01:58:17.840] 10月、え、5
[01:58:19.360] 日お母さんとお父さんが喧嘩してた。
[01:58:20.480] ひそひそ話してたと思えばお互いに隣鳴り
[01:58:22.960] 散らしたりお母さんはここを離れておば
[01:58:24.920] さんのとこに行きたいらしい。お父さんは
[01:58:26.599] ここは安全だと言ってる。感染金はこの町
[01:58:28.560] には届かないからだって。え、5月、あえ
[01:58:31.159] 、10月6日ラジオを聞いてたらお父さん
[01:58:32.880] に閉られた。こんなニュースばっか
[01:58:34.199] バカバカしいって。母さんは平気そうな顔
[01:58:35.920] でお父さんの言う通りだって言ったけど
[01:58:37.280] 本当は2人とも怖がってるんだと思う
[01:58:39.719] 。ん、これもっと見れないの?これ
[01:58:43.199] 。あ、スクロール。こっちか。え、10月
[01:58:46.400] 7日。えー、昨日のことお父さんは悪いと
[01:58:49.159] 思ってたみたいだ。僕が犬をベッドに寝か
[01:58:51.199] せても、え、何も言わなかった。部屋に
[01:58:53.119] 入ってきて家犬の頭を撫てため息きついて
[01:58:55.440] 出ていった。あな父さん初めて見た。え、
[01:58:58.000] 10月10日、え、昨夜お父さんが
[01:59:00.000] お母さんを慰めてた。カレーおばさんが
[01:59:01.800] 死んだって。そう聞こえた。朝ご飯の用意
[01:59:03.800] 寄せても何事もなかったかのように静か
[01:59:05.480] だった。僕はいつもと同に同じにした。え
[01:59:09.000] 、10月15日、え、ジョーンズけ、
[01:59:11.800] ジョーンズ警官がうちに来てお父さんと恋
[01:59:14.400] を潜めて話してた。
[01:59:15.400] こことこ内緒話ばっかりだ。話が終わってお父さんが街を出ると言った。新しい家に行くんだって。そこでは軍が守ってくれるとかしんどいって。
[01:59:24.040] え、荷物はバック1
[01:59:27.880] 個だけしか持ってっちゃだめなんだって。母さんはただってた。
[01:59:28.880] 10月16
[01:59:29.599] 日。これから行くところはベッド禁止らしい。犬を連れて待ち外れまで車で行った。首輪を外してほあああ。首輪を外して話した。え、帰りの道の中で父さんはあいつなら大丈夫ってずっと言ってた。いつか野生に帰らなきゃいけなかったんだよって。もう知らない。
[01:59:45.920] え、10月17
[01:59:46.760] 日町を離れる時が来た。お父さんはすぐに戻れるって言ってたけど、そんなの嘘に決まってる。子供の日記とかそういうのはね、びっくりした。このロボットあれに見えたわ。
[01:59:59.920] てるね。あの鬼畜ロボット。今
[02:00:01.719] Twitter
[02:00:02.040] で流行ってるさ。鬼畜ロボット。犬逃すんなら最初から買わなきゃいいのにみたいな。
[02:00:07.679] てほしい。ウインク
[02:00:09.320] 踏めば助かるのにロボットかと思ったわ。
[02:00:12.719] ラスアス2
[02:00:16.040] もやるに決まってんだろ。マーブルお疲れ。ア
[02:00:17.040] 2も
[02:00:18.920] あります。ラスア2も
[02:00:21.280] あのロボンま壊したい論から気になってる。
[02:00:24.370] [音楽]
[02:00:26.880] そう。それ俺も気になってる。どうなんのか。
[02:00:28.560] 後にしてくれ。
[02:00:30.400] 分かった。
[02:00:33.360] もうこんなもんか。もうこんなもんですか。あ、終わりました。
[02:00:49.960] 行くぜ。え、どうしよう。1
[02:00:51.159] クリアしたらそのまま2
[02:00:52.199] やっちゃおうかな。これ作るわ。
[02:00:55.079] あ、ね。ポリコレにめっちゃ振り回されてるらしい。
[02:00:57.679] こんな子さっさと捨てちゃえばいいのに。はリメイクを今作ってなかったかな?
[02:01:03.920] あ、そうなんだ。プレステ
[02:01:05.560] 5。プレステ5買おうかな。
[02:01:10.239] 今年はさ、イベントのために金さ、あんま使えねえからさ。
[02:01:14.880] そのままにやった方がいい。
[02:01:16.760] そのまま2
[02:01:18.159] やった方がいいか。開けない方がいいよね。これ
[02:01:19.159] 1クリアしたらそのまま2
[02:01:20.119] やるわ。これ布ちゃうんか、これ。
[02:01:24.960] どうせなら走り抜けちゃおうぜ。
[02:01:27.280] ドリンク1000円で売ろう。
[02:01:29.480] そうだね。50人来たらそれで俺プレステ
[02:01:31.880] 5
[02:01:34.480] 買えるから。ドネルで買ったのかな。
[02:01:35.560] なんかみんなにあんなに俺暑いこと言って、あんなに、
[02:01:39.520] あんなに暑いこと言ってさ、あの、いや、マジでさ、本当に
[02:01:43.920] 大丈夫?俺が面白いイベントにするからさとかって言って言ったのに。それで買ったろかな?
[02:01:51.840] 誰もるよ。
[02:01:53.280] クソ嫌われそう。クソ嫌われそうとか嫌われるだろうな。
[02:01:57.599] いや、絶対バれんことしねえよ。んなことしないです。
[02:02:07.159] 見えるな。あのトラックだ。学校に突っ込む。
[02:02:10.599] またいいっぱいいんじゃん。
[02:02:13.320] 経理がしっかり管理してるよ。おい、もう音を立てるなよ。
[02:02:19.000] 何が何に巻き込まれたくないって。ちょっとまた人いっぱいいる。
[02:02:31.360] それなら素直にカウンターに茶まげのプレステ
[02:02:32.360] 5募金が正集まりそう。笑
[02:02:36.679] やろうかそれ。じゃあそれ本当にやろうかな。じゃあ
[02:02:41.079] とりあえず入れ派する。
[02:02:42.480] これさ、今戻れる?
[02:02:43.719] マジで集まりそう。笑笑
[02:02:46.320] あ、戻れないんだな。
[02:02:53.040] コダック設置。あ、いいね。コダック踊らせく。こうやってコダック踊らさせよう。プレステ
[02:02:54.040] 5よせってなあ。
[02:02:56.400] でもあな、これプレステ5
[02:02:58.560] よせって。これにそしたらこれ置いとく。こうやってカウンターに当日持ってくわ。これ
[02:03:05.040] プレステ5
[02:03:05.719] 買わせろって。これ書いてす。が踊ったら集まる。
[02:03:12.159] あ、俺が俺がうちのバンドでカバーすっかな、この曲。
[02:03:18.079] パわパワパワーパワパワパワパワわパワパワ
[02:03:35.800] えあばれたやんやねちゃんに踊らせてほしいプレステ
[02:03:36.800] 5あんま使ってないんよな
[02:03:39.840] きそう逆ええぐい
[02:03:42.119] 逆がえぐくてわかんなかった
[02:03:46.400] とあいつは後ろから確2
[02:03:47.559] つ取るわ。ど、どうやって動いてんの、あいつ?あ
[02:03:52.280] あ、でもあいつばれ、あれ、あのバカにバレるな。
[02:03:57.239] あのブにはいないんだな。いや、どうすっかな?あの、あのゾンビもう一周してくるでしょ、多分。あいつ、こいつな、この怖いな。お前なんだよ、お前。じじ
[02:04:09.920] り返りそう。
[02:04:14.239] ま、プレステ5
[02:04:15.000] 正直俺もそんなにやりたいゲームないんだけど。
[02:04:19.840] あ、あ、あいつにバレそうなんやな。あの奥の柵の向こうのやつに。あいつギンなくしるでしょ、多分。
[02:04:31.239] なめんな。なめんな。なめんな。よいしょ。ドりゃ。
[02:04:35.840] なあ、バレてる、バレてる。くそ。
[02:04:37.480] [音楽]
[02:04:38.840] どけどけ、どけ。くそ。だめだ。
[02:04:41.960] 笑。もうめっちゃバれてるんじゃねえかよ。笑笑。何?こ、
[02:04:57.239] こいつをなんとかしろ。
[02:04:58.760] ちょ、お前。
[02:05:04.599] ちょっと待って。ちょっと待て。て、ちょっと待て。
[02:05:10.390] [拍手]
[02:05:11.880] もうなんでつもこうなんだよ。俺の俺がか俺俺こんなゲームなんでつもこうなるんだ。
[02:05:21.639] 俺が考え下手くそ。
[02:05:28.000] なんでつもこうなんだよ。結局全員殺しちゃった。
[02:05:32.430] [笑い]
[02:05:35.679] 結局結局結局こうなるんだろ
[02:05:39.360] [音楽]
[02:05:41.440] だっけ?より強い。
[02:05:45.520] あ、俺かっこよくラスアスやりてえのにな。
[02:05:48.800] いや、無双オロチ
[02:05:59.079] かっこよくやりてえのに結局こうなんだよな。誰もいねえよな、もうな。じゃあもう
[02:06:00.079] 1個使う。
[02:06:00.679] これまだいっか。なんだよ。もう隠密行動を取ってやりたかったのに。
[02:06:19.719] 弓矢で行くべきだったってこと。
[02:06:22.000] どうなんだろうね。弓矢はうどがわかんねえよ。
[02:06:29.100] [拍手]
[02:06:30.370] [音楽]
[02:06:33.400] 気をつけて。
[02:06:35.719] めっちゃいるし。もうまためっちゃうざ。
[02:06:41.480] めちゃめちゃいるじゃねえかよ。もう
[02:06:50.920] やべ、死にそう。やべ、やべ、やば、やべ、
[02:06:55.239] やばい。待て、待って。
[02:06:56.320] こんなにいるの?ちょっと待銃とか銃とか使えん。銃とか使えん。銃とか使えん。銃とか使えん。
[02:07:08.159] 全然ステルスせやん。
[02:07:09.760] 結思ったより楽だった。
[02:07:11.520] どこが楽なんだ?バカたがどっかに
[02:07:13.520] どこが楽なんだよ。もうこれ死ぬわ。
[02:07:15.400] 慎重に行こう。どうやって中に入る?
[02:07:17.960] 何が思ったより楽や?
[02:07:19.320] バの上にはしごがある。
[02:07:21.360] あ、100ドレありがとう。
[02:07:24.679] チソチャソりおめらもあれだよ。見習って投げろよ。
[02:07:31.159] そなめて草。
[02:07:32.920] ありがとう。イベントの
[02:07:35.400] プレステ5買えるね。
[02:07:36.559] うん。買える。ありがとう。いやいや、買わねえけどな。イベントのために。いや、でもね、本当に結構いろんな人がね、配信外でも投げてくれて本当ありがとうございます。
[02:07:49.159] 助かります。
[02:07:50.960] マジでイベント、あの、本当配信外でも投げてくれててさ。ありがとうございます。本当にね。
[02:08:00.079] 積み立て貯金してるから。
[02:08:03.360] 積み立て貯金だよ。マジで。ドネルに
[02:08:05.880] ありがとう。どっから来たの?あいつら。
[02:08:19.280] 結構な、結構な、あの、がっつり殴っても大丈夫だな。どこ行くの?これ
[02:08:30.280] 配信外で投げてくれた人に俺礼い会ってもいいな。
[02:08:33.880] ああ、そうだね。も、その人がいないと、ま、中間報告じゃないけど、その辺はまたやるよ。うん。
[02:08:43.880] で、何にお金使いましたとかも全部あの報告してくつもりだから。
[02:08:53.079] あれ、明日って金曜だよな。明日の夜7
[02:08:54.280] 時にあのチケットの情報が出ますんで。
[02:08:57.800] トネルURL
[02:08:58.840] 貼ってないの?でもそういうの言われたくないから配信外で入れてる人もいるかもね。
[02:09:04.280] ま、それもあるかもね。
[02:09:08.440] ドレルのURL。
[02:09:12.719] ドネルのURLのURLかな?
[02:09:15.760] 上で殺されんなよ。
[02:09:17.280] どうも貼って
[02:09:20.400] 貼って誰か
[02:09:25.040] ピン止めしとく。
[02:09:27.119] ああ、大丈夫だ。
[02:09:28.800] ネットのとこまで行ければいい。
[02:09:36.119] くそ。またかよ。急げ。ほら。
[02:09:40.239] よし。
[02:09:41.239] 全速力だ。バッテリーを手に入れたらすぐら。
[02:09:45.159] まずいよ。あいつらを超えようとしてる。
[02:09:48.360] ロックされてる。
[02:09:49.159] ちょっと待って。ちょっと待って。ちょっとちょどドネルよりも。え、嘘でしょ?
[02:09:54.159] なんとか中に入ってバッテリーを取るんだ。来いベル。
[02:09:58.440] よし。窓が開いたぞ。
[02:10:00.679] ちょっと早く
[02:10:02.520] 早く早く早く早く早く早く。
[02:10:03.830] [拍手]
[02:10:05.480] 危な。痛い。ちょ待。ああ、まずい。自爆。
[02:10:09.840] くそ早くしろ。うわ、
[02:10:15.360] まずい。
[02:10:18.079] すぐ入られちゃう。ビル急げ。
[02:10:23.880] こんな窓割られるだろ。
[02:10:28.599] もう終わったか。だ。
[02:10:32.960] 何もない。ちょっと
[02:10:34.480] どうする?あ、どうするんだ?とにかく逃げる。おい、逃げるぞ。来い。
[02:10:40.920] 入ってきたぞ。い
[02:10:51.280] いや、いるやん。なんかほら
[02:10:53.639] 裏から出よう。
[02:10:55.400] 2人といて俺が動た
[02:11:03.250] [拍手]
[02:11:05.639] なんで?うわ、もうなカーまずい。
[02:11:18.639] 怖い。
[02:11:23.920] あ、走ったからバレちったんだ。走っちゃだめなのね。ここ
[02:11:27.920] バれてるならライフルの方が火力高い。もうないっけ?
[02:11:34.599] カ1
[02:11:43.639] 個だけしかない。ここはでも使わねえ方がいいと思うな。多分だって狙えば倒せるでしょ。
[02:11:44.679] 多分うまいこと狙れただね。
[02:11:48.990] [拍手]
[02:11:50.679] いや、頭当たんないよ、これ。あ、普通のゾンビもいいんや。ああ、もうバカ。普通のゾンビにバれた。もう
[02:12:01.639] こちだ。やっんだよ。
[02:12:07.400] がるだ。
[02:12:10.010] [音楽]
[02:12:12.360] まずまずまずまず待何?何?もうなんでつもこうなるんだよ。なんでつもこう殴るの?笑乱
[02:12:15.640] [拍手]
[02:12:26.360] [笑い]
[02:12:30.000] クリちょっとだけ殴ったな。
[02:12:31.260] [笑い]
[02:12:33.360] クリッカーやん。笑笑
[02:12:39.480] だってさ、普通のゾンビにバレちゃったらどうしようもなくね。
[02:12:43.960] 笑笑
[02:12:45.440] もうナイフで殺してくか。もうクリッカーもう分つくし。
[02:12:50.000] てこ。お祭り騒ぎになってた。笑。
[02:12:54.960] お祭り騒ぎ。
[02:12:56.960] お祭り騒ぎになってたよ。もうショットガンにしとくか、もう。
[02:13:02.239] ここら一体吹き飛ばしたい
[02:13:04.040] なあ。わっしょい。わっしょい。
[02:13:07.119] ああ、じゃあクリッカーはちょっともう後回しだな。クリッカーはあいつに触れなければ大丈夫だよ。あの普通のゾンビをぶっ倒す。まずは
[02:13:10.510] [拍手]
[02:13:17.840] 普通のゾンビっ倒すわ。まずはだから普通のゾンビっ倒す時にギャーギャー言われたらそれはそれで困るんだよな。
[02:13:25.240] [音楽]
[02:13:29.390] [拍手]
[02:13:31.199] 省略もう読む。
[02:13:32.840] あ、ありがとう。チャありがとう。
[02:13:38.360] 怖かったね。
[02:13:39.639] よしよしよし。とりあえずな、これ上にもいるんだな。あれは普通のゾンビだな。あんじゃクリッカー仕カとするか。もう別にいらねえだろ、あいつら倒す必要。
[02:13:53.199] そそ、クリッカーは無視でいい。
[02:13:55.159] なるほどね。
[02:13:57.920] 上にいんだよな。1匹な。
[02:14:05.480] あれ?普通のあ、来た。う、びっくりした。そこから来た。もうびっくりする。もうびっくりし。
[02:14:16.040] これはひどい。笑。笑笑。
[02:14:18.719] ここから来た。笑笑。くそ。
[02:14:24.079] そこから。
[02:14:25.320] そこから来るとは思わんかったね。おめの声の方がびっくりするわ。ほんまに
[02:14:31.079] おめも一緒に、おめも一緒にびっくりすんだよ。みんなでびっくりすんだよ。
[02:14:35.000] でっくりする。
[02:14:36.840] [笑い]
[02:14:39.119] おめらもう全員びっくりすんだよ。道連れだ。
[02:14:43.960] 声のびっくりしたよ。笑。
[02:14:47.800] 分かった。分かった。じゃちっちゃくするよ。じゃあ
[02:14:51.079] の上がり用がえぐいねんて。
[02:14:52.639] 1人でゆっくり怖かった。
[02:15:07.559] 旅は道れよ。げ
[02:15:11.159] 張り振り切れてんのよ。笑
[02:15:13.440] え、なんで死んでねえんだ、クそ。今ので。
[02:15:22.559] ま、いいや。
[02:15:24.000] ま、いいや。じゃあ、あいつ、あの、中にもいるからな。気をつけろよ。中にもいるし。そうやね。そこにもそいつがおんねんな。
[02:15:34.490] [音楽]
[02:15:55.320] ああ、もうやっちゃった。やっちゃった。やっちゃった。みなもやっちゃった。始めた。おら、おら、おら、おら。
[02:16:05.520] 結局こうなるんだな、
[02:16:08.920] こいつ。
[02:16:10.559] でもさ、これショットガンさ、ショットガンに変えるのめっちゃ大変なんだよ。こうなるんだな。
[02:16:20.480] やっぱりやっぱり俺の
[02:16:21.530] [拍手]
[02:16:25.400] 危ないて殴る。笑。
[02:16:31.800] きっと教室を抜けられる。勝たしか拳。
[02:16:37.679] くそ。
[02:16:39.519] これが俺のラストオブアスだよ。これが俺のラストオブアスだよ。覚えとけや。誰が行ったんだよ。
[02:16:51.439] トガに変えて速攻で殴り始めて笑ったするのい怖いな。夢に出るわ。
[02:16:54.250] [笑い]
[02:16:58.920] 手がある。待
[02:17:00.639] 奴らの脇を抜けよう。
[02:17:03.240] ここからは一応ここからは一応。
[02:17:04.319] あ、普通だってさ、こんなもん普通の奴らがいたらどうすんだよ。どうしもねえぞ。これ
[02:17:17.000] クリッカーなんかどうしようがよ。わあ、れた。くそ。
[02:17:23.570] [拍手]
[02:17:29.240] [音楽]
[02:17:35.399] レガとかあんは
[02:17:37.439] 出口がある。
[02:17:38.359] クリカス本の声出して対抗しよう。すぐ殴る。ダブル。
[02:17:42.150] [音楽]
[02:17:46.040] このゲームのが高いのって純粋にクリッカーの即攻撃にあるよね。
[02:17:51.280] 笑。怖い。やめ。なあ。もうわかんない。
[02:17:58.490] [拍手]
[02:18:03.439] もうどうすんの?これ手がある。奴らの脇を抜けよう。
[02:18:08.389] [拍手]
[02:18:12.519] 笑笑
[02:18:15.920] 笑笑。
[02:18:19.379] [拍手]
[02:18:21.760] バカ死ね。
[02:18:27.639] バカ。これが人間の強さだよ。お前らと違うんだよ、俺は。あれ?
[02:18:42.559] 人間様なめんな。なめんじゃね。
[02:18:44.719] が人間。
[02:18:47.599] これがヒューマン。人と字は人と人が支え合ってヒューマン。もう何も資ないよね。
[02:19:00.399] 笑笑。クロックタワーの
[02:19:12.439] クロックタワーのパツさんパツがパツも見てます。あざす。パツも
[02:19:13.439] 100ビ。
[02:19:14.960] あ、パツありがとう。ルー芝の新ネタやめてね。
[02:19:23.120] これは深く腰を落とした。この廊の先
[02:19:25.359] 深く腰を落として政剣好き。普通のやらが一番厄介だよな。
[02:19:40.679] 普通のやつらが1番厄介まであるぞ。
[02:19:46.439] ただあいつらは後ろから襲えば絶対勝てるから。
[02:19:50.280] ナイフも使わないでも。
[02:19:53.359] もうショット。いや、待って。どこまで来んのお前?まさかまさか来んだ、来んだ、来ん。おい、じい、お前バレるぞ。そこいると。おい、じ、
[02:20:00.960] じ、バカ、お前。そこなんでバレねえんだよ。
[02:20:05.000] マジで
[02:20:07.200] バカ、ばっか、バカ、バカ、バカ。なんでバレねえんだよ。なんでバレねえんだよ。意味わかんねえな。
[02:20:14.640] いや、バれ、
[02:20:16.439] バレるだろ、これ。
[02:20:19.800] ふざけやがった。バレてねえんだ、これ。
[02:20:23.520] やばい、
[02:20:24.640] やばい、やばい。早く、早く、早く、早、早く、早く、早く、早く。危ない、危ない、危ない、危ない、危ない、危ない。この机が、この机、おい、おい、おい。ちょっとどんだけ来んだよ。
[02:20:40.440] [拍手]
[02:20:43.640] ナイス。そいつはよろしく。頼んだ。
[02:20:46.439] そいつはやるよ。俺がもうバカ。
[02:20:48.120] 噛まれてない。無事だ。
[02:20:50.600] 聞いてねえな。よしよし。まあまあまあま結果おらだろ。
[02:20:59.520] 面倒に良くていいね。
[02:21:01.000] よしよしよしよしよし。
[02:21:09.399] よしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよし
[02:21:20.080] 手を貸してくれよし行くぞ
[02:21:28.280] よしま来るぞごう
[02:21:36.319] よし長く
[02:21:40.080] おお。
[02:21:43.280] ええ、
[02:21:46.319] まずい。あれ一体なんだ?
[02:21:48.920] あれ?クリッカーやばいぞ。ブローターだ。
[02:21:50.760] なんだそれ?ブローターって
[02:21:52.000] エリ隠れてろ。何?ブローターやる。
[02:21:56.120] なんだそれ?
[02:22:02.840] 何それ?何それ?投げて。
[02:22:04.560] 何投げてんのこれ?いいから離れろ。
[02:22:10.240] やっぱ死ぬ、死ぬ。待何?何やられてんの?これ
[02:22:13.000] わかんねえって。この雑魚誰か
[02:22:21.720] 上に行かないと。何?何?上に登るぞ。
[02:22:25.080] 何?何?何?何?何?え?何?何やられてんの?これ。
[02:22:36.840] 痛いよ、それ。
[02:22:46.319] 爆弾が爆発しないんだけど。
[02:22:54.800] え、くそ。
[02:23:04.680] 何これ?何これ?やばい。やばい。やばい。
[02:23:11.840] え、
[02:23:21.840] よし。よくわかんねえよ。
[02:23:26.960] 全く何?あのでかいのは何?本当だよ。
[02:23:30.120] 感染して時間が経ったやつだ。ブローターって呼んでる。
[02:23:35.600] ブローターね。なるほど。分かった。
[02:23:36.840] 生物の授業を邪魔してすまないがさっさとここから出ないかな。
[02:23:42.439] 何だったの?クリッカーの上位
[02:23:44.720] 観客席に登ろう。
[02:23:46.399] あんなの今からあんなのこれからがデフォで出てきたらどうしようもねえぞ。だってあんなさ、あんななんかあの花粉みていの吸って大丈夫なの?こいつめっちゃ吸ってたけど。
[02:24:03.399] 今感染してないの?
[02:24:14.080] クリスカーがまちでブローターがぶリね。
[02:24:18.350] [笑い]
[02:24:20.080] 出世王なんだ。あ、出世王ね。うん。分かりやすいわ。
[02:24:26.680] 笑笑。
[02:24:29.240] あ、いっぱら、いっぱら、いっぱらっぺやら。
[02:24:33.680] とりあえずこれ作れ。
[02:24:35.279] 元気に育てよ。
[02:24:49.720] くそ。いっぱい使っちまったよ。いっぺ使っちった。いや、火炎瓶
[02:24:50.720] 3
[02:24:50.920] つ持っててえよな。やっぱな。普通のピストルの使い勝手が悪い。
[02:25:00.680] さっさと登ろう。よし。
[02:25:01.760] お前や無理があるぞ。
[02:25:06.840] いっぺ使っちゃったね。よし、来い。俺は
[02:25:09.800] 笑笑。
[02:25:12.120] ジョエル後ろまだいるのか。
[02:25:14.279] もうおいおい。
[02:25:19.319] ダめだ。草。おら、おら、おら、おら。だ、
[02:25:27.279] 俺に、俺に銃は似合わねえ。
[02:25:32.040] おい、上から撃ってよ。上から撃て。なんで見てんだよ。
[02:25:37.080] お、ジの鉄骨当たりみたいにな楽しんでやがる。おい、
[02:25:42.160] お前、お前何見てる?バカだれ。
[02:25:44.600] こいつら大嫌。
[02:25:45.600] お前らのことが嫌いだよ、俺は。なんでお前らジの鉄骨あたりみたい。
[02:25:51.200] なんでおめらのなんかお遊みてなふざけんな。
[02:25:57.000] う、してて草。
[02:26:01.000] 金持ちの遊びなくなってんじゃねえかよ。やべえ。死ぬ。いやさ、銃マジで使い勝手が悪すぎるわ。こだ、こっちはいい。まだい
[02:26:13.560] やべえ。回復ねえの。こっちだ。
[02:26:20.560] さっさと行こう。うわ、ま、いるし。
[02:26:22.080] こっちにまたはしごがあった。
[02:26:25.240] 進め。俺も
[02:26:27.640] 当たんねよ。
[02:26:46.760] 家の中に入れ。
[02:26:52.720] 大成功だったね。
[02:26:56.720] うん。ああ、ちょっとあっちの方調べてくれよ。
[02:27:01.640] ビル、同じことを考えてるやつがいたってことだな。別の手はあるんだろ。
[02:27:06.479] 命が助かっただけ感謝しろ。別の手なんてない。さっきので出尽くした。テスに伝えろ。
[02:27:12.560] こんな仕事をつけて何様の話するな。
[02:27:18.520] これは
[02:27:21.840] なんだ?知り合いか?
[02:27:25.080] フランク
[02:27:27.000] 誰だそいつ?
[02:27:29.680] 俺のパートナーだ。
[02:27:35.319] え?
[02:27:35.800] あんな打性を切るのはあいつしかいない。
[02:27:44.950] [音楽]
[02:27:47.880] 噛まれてる。こことあとじゃあ
[02:27:57.359] シャツで反対
[02:27:58.080] きっと自分じゃなくなる前に。
[02:28:00.920] ああ、そうだな。バカなやつだ。
[02:28:16.520] こんなのがあった。ガソリンもある。
[02:28:19.920] マジか。
[02:28:21.120] 俺のバッテリーじゃねえか、あの野郎。降りろ。早く降りろ。
[02:28:31.279] なんだよ、たく。
[02:28:39.840] バッテリーは消耗してるか、まだ使えるか。つまり
[02:28:44.319] 押してスタートさせればオルタネーターがバッテリーを充電する。
[02:28:49.319] 本気か?
[02:28:50.600] 別の手がいるんだろ?これがそうだ。
[02:28:56.520] どうする?
[02:28:58.840] 乗るしかないだろ。押すからお前が運転しろ。
[02:29:01.880] え、じゃ、お前が運転して
[02:29:06.479] これ無理やろ。笑。俺のじゃねえか。
[02:29:10.160] いや、無理だろ。デスマーチ来ちゃ
[02:29:13.439] 無理だろ。何歳だよ、あいつ。
[02:29:16.200] じゃあお前俺のものを取って逃げたのか。え、フランク
[02:29:21.000] ちょ待って。
[02:29:21.359] 借り上げ部分だんだん広くなってる。
[02:29:23.680] 調べて使えるがあるはずだ。
[02:29:26.600] そうしよう。
[02:29:27.479] じゃ、そっちが終わったら教えてくれ。
[02:29:29.479] もちろんだ。
[02:29:37.720] 確かにちょっと広くなった気がす。
[02:29:40.560] いやいやいや、そんなことないよ。
[02:29:49.640] そのうち坊主になる。
[02:29:52.040] どんどんどんどん広がっちゃって
[02:30:02.600] 。フランクのメモ
[02:30:06.560] 。ビル。お前はこの町の当たり。このん、
[02:30:09.640] この町のこの辺りを恐れた近があったから
[02:30:12.399] この手紙を見つけることはないだろう。だ
[02:30:14.120] けど万が一これを読むことがあるならこれ
[02:30:15.560] だけ伝えておきたい。俺はおめのことが
[02:30:17.600] 大嫌いだった。
[02:30:18.479] 俺はこの街とお前の何これなん何たなんてこなんて言うのこれわかんない。なんとかな態度にずっと焼けがさせてたんだ。
[02:30:29.160] 傲
[02:30:45.760] 傲な態度にずっとけがさせてたんだ。俺は人生に最も意味を見い出した。うん。人生にもっと意味を見い出したかった。だからだがお前と至ってそれは決して叶わないだろう。お前がいつもうるさく話しかけてたあのバッテリー俺が頂いたよ。結局お前はんだけど結局はお前が正しかったみたいな。
[02:30:46.760] この町から出ようとすれば命を落とすこと
[02:30:48.279] になってるってな。ま、それでもてめえと
[02:30:49.960] 一緒にいればずっとマだ。アばよ、
[02:30:51.279] フランク
[02:31:02.880] 。今
[02:31:07.160] 60布がねえな。布
[02:31:12.520] が結構最近なのかフランク死んだのうん。
[02:31:17.160] いいか?
[02:31:19.640] なんかあるやん。いただき大丈夫そうか?
[02:31:29.040] うん、大丈夫。
[02:31:30.080] 本当かよ。お前車の運転ってるぞ。それだけは言っとく。
[02:31:38.040] 心配しないで。
[02:31:42.080] なんかこんな子供に車の運転なんかできるか?
[02:31:46.200] 本当だよな。よし、始めよう。
[02:31:56.200] よし、一速に入れろ。
[02:31:58.359] しかもマニュアルなんだ。終わりだ。
[02:31:59.960] もうやったよ。じゃあ、
[02:32:03.240] マニュアルだ。終わり。走
[02:32:04.880] い出したら
[02:32:05.520] そんなやり方ぐらい知ってるって。
[02:32:07.720] なんで知ってる?ま、どうでもいい。
[02:32:10.000] ちくじるなよ。エリし。
[02:32:11.880] ニュアルは無理でしょ。
[02:32:13.720] 今だ。やれできない。
[02:32:15.640] 早くねか。
[02:32:24.840] おい、さすがだな。ビルやめろ。エリー、もう
[02:32:25.840] 1
[02:32:25.960] 回やるから気を抜くな。なんとか丘まで行けば
[02:32:31.840] おい、いるぞ。反対側左。
[02:32:37.520] あ、くそ。
[02:32:55.160] ナイス、ナイス。
[02:32:56.399] よし、いいぞ。トラックに戻れ。
[02:32:59.840] ああ、もう弾がねえんだ。弾がねえんす。
[02:33:05.120] 弾落ちてねえか。ないか。
[02:33:13.279] 頼むよ。速度を上げて。
[02:33:16.920] 押せ。押すんだ。右にいる。
