[00:00:05.319] おはちゃま防人1チルド
[01:32:55.320] 寒さが厳しかったろ薬まだ何週間されてる
[01:33:00.840] 本当だよ食料を探しに仲間たちを町へ送っ
[01:33:07.480] た戻ったのは数人ジョエルがいいもん
[01:33:10.560] ジョエル生きてるでしょまだ他の仲間は
[01:33:14.159] 全員行かれた男にやられたそう
[01:33:20.040] だそいつにはな1人連れがいたらし
[01:33:24.960] 女の子
[01:33:26.080] だえ待っ
[01:33:28.239] てほらなえええは運命ええ
[01:33:35.719] え応するなよお前は悪く
[01:33:40.600] ないガキなだけだちょっと結局敵じゃねえ
[01:33:45.159] かよ
[01:33:46.440] 銃おいおいおい嫌だるそいつはかせない
[01:33:51.159] いいから
[01:33:56.560] えあの町にいたやつらの仲間薬を渡して
[01:34:00.440] やれあでももう誰も信じられないみんな
[01:34:04.199] 納得しないぞお前は心配しなくて
[01:34:09.040] いいえでも鹿をさ渡したことは事実なんだ
[01:34:13.679] い邪まだ
[01:34:15.600] どけくばれ冬の寒さは厳しいエリーの
[01:34:19.159] バックについてるあのキーホルダー可愛
[01:34:20.880] すぎでしょ猫ちゃん守ってやろだな
[01:34:25.040] 余計なお
[01:34:42.000] 世話さあもう
[01:34:48.159] 行こうほら
[01:34:51.480] ええしょうがないでしょこっちだって生き
[01:34:54.800] なきゃだもんそうだよなんか立派な家持っ
[01:34:58.080] てんじゃんうまいてよかっ
[01:35:02.000] たいやでもううさぎ1匹じゃお腹空く
[01:35:07.480] でシャコにしまうん
[01:35:09.880] だまま車みたいなもんやしな馬食べるか
[01:35:14.800] 最悪ね馬刺し
[01:35:17.000] 食べおー
[01:35:19.960] ジョエルジョエルジョエルJL
[01:35:24.320] 馬の足跡ってしっかり残るよね食べ物は
[01:35:27.679] ちょっとしかなかった
[01:35:29.719] JLで
[01:35:32.119] もて
[01:35:37.360] た動かせ
[01:35:40.159] よあ塗ったんだちゃんとでもちゃんとあれ
[01:35:45.280] したん
[01:35:46.050] [音楽]
[01:35:50.880] だ行くよ
[01:35:55.239] 報
[01:35:56.719] でき
[01:35:58.239] ごめんすこれで大丈夫
[01:36:09.719] 助かる
[01:36:16.840] よ
[01:36:19.719] もう冬ってことはだいぶ立ってない
[01:36:23.080] ちゃんとってるエリーえいし可能しない
[01:36:25.760] ジョエルの免疫
[01:36:28.400] つついい子すぎるだろうこの子悲しくなっ
[01:36:31.719] てき
[01:36:45.960] た
[01:36:48.239] くそけられたんだ直にませんかつら
[01:36:56.239] 私が何とかする
[01:36:58.400] から待っててやっぱりあいつら敵だったん
[01:37:07.159] か
[01:37:10.119] えこの子本当に
[01:37:16.639] 高きバレるやろこんな馬な馬なんか乗って
[01:37:20.239] たら
[01:37:24.280] 本当にここかの足跡がったるぜれる
[01:37:40.000] だろ
[01:37:48.119] えなんだお前は
[01:37:56.639] ほらかかってきなよあんまり挑発し
[01:38:00.880] ないこの好き
[01:38:04.719] だ弓とか何もないね
[01:38:07.360] 今逃げられたえでもこんな逃げてさ
[01:38:11.719] ジョエルジョエルが見つかっちまえ
[01:38:17.520] よさ
[01:38:20.280] こんばんはジョエルにが見つかっちまうよ
[01:38:23.040] これじゃ
[01:38:36.510] [音楽]
[01:38:38.320] やばい
[01:38:40.960] たこ
[01:38:42.599] あらタコ
[01:38:45.920] うわあうまいか
[01:38:49.239] ああこの上がったせタコがあこのタコ
[01:38:55.599] かわいそうに向こうだ馬のそば
[01:38:59.199] あ当たんないよ
[01:39:03.199] これまじか野郎覚えて待って待って待って
[01:39:06.960] 死ぬ死ぬ死ぬ死ぬうませめて
[01:39:13.280] おいしくきえあき弓矢はちゃんとうまい
[01:39:18.119] 笑笑いやあ
[01:39:21.440] ちょっと物資物資物資がないと死ぬ
[01:39:33.350] [音楽]
[01:39:36.960] ぞいやあんなに弾とかあったのどこ行っ
[01:39:40.040] ちまったんだよ俺めちゃめちゃ貯めてたの
[01:39:41.800] にもったい
[01:39:50.960] ねえその権はない話じゃ大学にいた女
[01:39:54.800] らしいで仲間が何人殺されたと
[01:39:58.639] 思うあの女落としたんかなみんなジョエル
[01:40:02.360] のために置いてきたんだよちゃまく久し
[01:40:05.840] ぶりに見たら痩せちゃっ
[01:40:09.040] た痩せたかな
[01:40:11.440] ありがとうお
[01:40:18.639] あのお腹ペコペコだよ
[01:40:23.600] [音楽]
[01:40:25.920] びお前気づかない
[01:40:28.800] よ
[01:40:31.800] の笑笑お前も死に
[01:40:41.880] やがるしてスルス下手くそですかうるせえ
[01:40:47.599] のあショ来た
[01:40:56.360] シガン来たシガン来
[01:41:01.560] た
[01:41:03.560] おおうま笑
[01:41:08.040] うまいかっこいい弓矢の命中精度高いの
[01:41:12.719] おもろい笑笑
[01:41:27.119] 勝つ端子か弓
[01:41:32.560] やさすがにうま
[01:41:41.679] すぎる
[01:41:47.880] おお拾えねえか
[01:41:53.960] やるじゃない
[01:41:55.480] かなめんじゃねえぞ覚醒しちゃった
[01:42:09.560] ねよしよよし
[01:42:13.360] よしよしいやこうなること分かってたら
[01:42:16.960] ジョエルの時にさもうさこのライフル
[01:42:19.159] めっちゃ強化してたの
[01:42:22.159] に武器の強化は多分これ引き継いてる
[01:42:27.320] ね全然強化してなかったライフル使って
[01:42:29.960] なかった
[01:42:38.639] から引き継いでてよかったアマゾネスなっ
[01:42:42.840] てたから
[01:42:43.880] なシンプル下手だっただけ
[01:42:46.880] かアマゾネスだ
[01:43:06.599] まだいる
[01:43:10.960] の
[01:43:13.960] ドキドキんもういなく
[01:43:16.480] ない弓矢の邪魔あバーガー屋さんだ
[01:43:33.800] 今見られてた気がしたな今
[01:43:40.599] な
[01:43:42.440] ん一旦ハバが食べる
[01:43:45.760] かかいなかった
[01:43:54.480] おいおいおいおい今日はハンバーガーやな
[01:44:00.199] おおびっくりした
[01:44:04.490] [音楽]
[01:44:09.119] 笑笑いるんかい
[01:44:11.719] しかもこれ聞き耳の精度めっちゃ落ちてる
[01:44:15.119] 痛い
[01:44:17.800] 痛いええ何壁をああああああおああ
[01:44:29.040] あか股間
[01:44:37.000] にやべえ
[01:44:42.639] アルコールね
[01:44:45.639] くそあしかな
[01:44:55.170] [音楽]
[01:44:56.840] なん聞き耳の精度絶対落ちてる全然敵写ん
[01:44:59.760] ないもんこれなのになんかほらだって
[01:45:02.560] わかんな遠い遠い
[01:45:05.239] な遠いとこおるで
[01:45:15.199] あいつ出てこいよ遠いな耳は距離が離れる
[01:45:19.440] と効果ございません赤いショットジョエル
[01:45:23.639] めっちゃ耳良かった
[01:45:30.820] [音楽]
[01:45:34.840] 説なんでここまで来てるお前だよ
[01:45:42.639] お前
[01:45:46.400] 笑笑意外と近かった笑力より昼間のの方が
[01:45:51.800] 上に決まっとろう
[01:45:54.080] が
[01:46:00.599] おおガンできてた
[01:46:05.840] なあちょ男子理失礼し
[01:46:11.440] ます何も
[01:46:16.159] なしトイレ
[01:46:18.719] 配信アルコールありがてえ
[01:46:22.920] 汚ねえや
[01:46:27.119] なレ汚いなよしよし
[01:46:34.040] よしえ
[01:46:42.199] けジョエルならなあ
[01:46:53.000] の道にこれを行けば出られる
[01:46:57.599] はず
[01:47:00.159] 行けるでもさこんなとこまで来たて
[01:47:02.520] ジョエルはさ水には落ちちゃだめジョエル
[01:47:07.440] は
[01:47:10.320] よし待っててねジョエル置いてきちゃった
[01:47:13.599] しな
[01:47:16.520] なジョエルがあの構成物質1本で
[01:47:19.520] めちゃめちゃ回復して1人で追っかけてき
[01:47:21.280] てくればいいんだけど
[01:47:27.040] 脱出経路確保してから連れてくるんかね
[01:47:30.400] いやそんな悠なことしてる暇ある帰ってき
[01:47:33.800] たジエルみたいどうやってするのかな帰っ
[01:47:38.320] なそれはそれでもはや人成物質もう入れた
[01:47:43.000] んだっけあ駐車撃って
[01:47:46.360] たはよジョエル元気になれ
[01:47:54.080] 俺らのこれが邪魔ねえ邪魔だよ
[01:47:58.440] え邪魔あ外側からやんのか
[01:48:05.840] なんかおいこれ行くぞ引けるあ
[01:48:12.040] ける
[01:48:13.719] オ鉄のジエル無敵のジョエルこれでいける
[01:48:18.480] かよしよしよしよし
[01:48:24.599] 人1
[01:48:28.239] ニエ
[01:48:31.880] チニあそこから
[01:48:34.080] 戻れるジョエル頑張ってなるほど
[01:48:38.000] ねい
[01:48:40.040] すぎ名前がいいそのスタンプの名前プンチ
[01:48:47.400] ニメちゃまプンニメも
[01:48:50.080] 作るいるんだな
[01:48:53.520] 聞き待っ
[01:48:56.199] てエリー強化できない
[01:49:02.040] ンエリーもジョエルも頑張ってパンチ
[01:49:05.639] アニメがンチアニメになるのかパンしてみ
[01:49:12.540] [音楽]
[01:49:19.639] てくそ来てんな
[01:49:48.440] この近くにいるはずここは俺が
[01:49:57.159] そっちにもいるんだよ
[01:50:00.400] [音楽]
[01:50:02.000] なちくし弓があれば
[01:50:14.159] くそ1
[01:50:17.950] [音楽]
[01:50:19.400] か女がいたぞえうう
[01:50:23.360] 目良すぎだろ
[01:50:24.650] [拍手]
[01:50:28.320] それやるしかねえ
[01:50:35.400] かれ
[01:50:38.360] くばれ子供になや
[01:50:52.880] 俺の獲もだや強い
[01:51:01.199] ようわもう無理無理うわもう難しいって
[01:51:05.800] もう痛い
[01:51:08.540] [音楽]
[01:51:10.800] うわ弾幕だらけの普通
[01:51:14.920] にパンチアニメがちゃかもういいよちゃの
[01:51:19.920] 話
[01:51:21.560] はすさんこんばんは笑笑もうプンチアニメ
[01:51:25.599] はもういい
[01:51:32.000] 笑笑ここむずい
[01:51:35.560] ぞここ完全にステルスしていけ行くこと
[01:51:39.079] できんの
[01:51:40.400] これぷんちゃ
[01:51:43.000] ニメンパとプンちゃニメは時代を
[01:51:46.670] [笑い]
[01:51:48.440] くれいやこ弓矢があればちくし
[01:51:55.000] だってこれさ後ろからさ近づいてナイフ
[01:51:57.760] やってもさバレんだ
[01:52:06.280] もんもっと静かにやっ
[01:52:10.800] て危ねえ危ねえ危ねえ
[01:52:13.639] 危ねえおびき出すんやで1人ずつ
[01:52:26.639] なんてこと
[01:52:31.480] だレが持ってたっけたくさんある
[01:52:38.840] なおい
[01:52:42.760] てガはどこだ
[01:52:53.000] くばれくばれ全員集めて燃やしたい
[01:52:59.840] おお間違えた間違えたばれくばってる笑笑
[01:53:07.760] ありゃ笑笑笑笑かち
[01:53:14.639] たれ
[01:53:16.520] あそり来るよね来たやんネタバレ休むは
[01:53:20.639] いいと思います危な
[01:53:29.639] ちゃま
[01:53:39.440] くたばれ
[01:53:42.400] あ
[01:53:45.280] あナイスステルスあ
[01:53:49.040] かんあかかかかかかカあよしあかかか
[01:53:55.239] かかか
[01:53:58.199] おお吹っ飛んでった
[01:54:07.760] 笑笑野郎うまあまり俺をなめるなよ神
[01:54:14.199] エムバカども
[01:54:16.560] か今のはグっ
[01:54:19.480] キルナイスヒッチふマネスの
[01:54:24.960] 力まだいんの
[01:54:28.480] かもうい
[01:54:32.320] ないもうい
[01:54:36.599] ないもういない
[01:54:45.639] かもういないのねオね
[01:54:54.599] 弾とか取り逃してそう
[01:54:56.440] な弾とか取り逃してそうな感じするけど
[01:55:00.440] いやこの不穏な音するとこはまだいるよ
[01:55:07.520] なあスノーモビル発見どこじゃこれじゃ
[01:55:11.560] 捕まっ
[01:55:19.400] ちゃうこれどこに飲むのあそっから入
[01:55:21.880] るっこ
[01:55:27.079] お疲れあさん
[01:55:29.990] [音楽]
[01:55:34.280] こんばんはここ
[01:55:37.599] だろスノーモービルにジョエルのせて
[01:55:41.040] ちょっと待ってこっちはここはこの下発見
[01:55:43.960] ということはスノーモービルがあるという
[01:55:46.079] ことねこっちは何
[01:55:54.119] どうやって出よう下もありますとあ
[01:55:58.920] おしっこしたい
[01:56:01.199] なおしっこし
[01:56:03.400] たいおしっこしたい
[01:56:06.520] けどおしっこしたい
[01:56:10.400] 慢チールしたいけど我慢エリだって我慢し
[01:56:14.480] てん
[01:56:19.159] だりいだ我慢してん
[01:56:22.920] エリーは普通に漏らすよエエリ外でしてる
[01:56:26.639] よしてるんだじゃあしてこようかな俺も
[01:56:30.280] じゃしてこようかな俺もおしっこは我慢し
[01:56:33.199] てないと思います
[01:56:34.760] よい
[01:56:36.280] よあおしっこ我慢してないのかなじゃあ
[01:56:40.079] 行ってこようかなエリーが我慢してねえん
[01:56:41.920] だったら俺も行こうか
[01:56:45.119] なハモいぺやんなこれさナイフしかも
[01:56:49.239] こいつ壊れなくなったよナイフ今気づいた
[01:56:51.719] けど
[01:56:53.000] めっちゃええやん行った方いいよ我慢して
[01:56:56.159] ないだろうし行くかじゃあちょっとえ待っ
[01:56:59.719] てシンプル今ゲームがおもろくて行きたく
[01:57:01.760] ねってのあるプレイを止めたく
[01:57:05.079] ないここでしていいペットボトルにてくれ
[01:57:08.280] ても
[01:57:09.920] 構わペットボトルにゲーム配信みたいな
[01:57:13.599] 感じで
[01:57:14.990] [音楽]
[01:57:17.599] ねいるならいるって言ってよね
[01:57:22.280] ナイフ無限なんかアサシンし放題でござる
[01:57:25.400] でもさアサシンがこのアサシン行為が派手
[01:57:27.880] すぎてバレるんよ
[01:57:30.280] ねアサシン行為が
[01:57:34.199] ねねえ
[01:57:40.639] なもしボトラーになるなら画面と音はけし
[01:57:44.119] てくれ
[01:57:45.159] ボトラーボトラーっていうのそういうそう
[01:57:48.000] いう人たちののアサシンってさアサシン
[01:57:50.360] する気ないよねもう笑笑ぶち殺しに言っ
[01:57:53.400] てるからボトラ笑ボトラーって言うんだ
[01:57:56.440] そういう人たちの
[01:57:58.040] こと知らなかったボトラーにはなりたく
[01:58:02.280] ねえ完全に
[01:58:07.440] バーサークマジでボトラーって言うんすよ
[01:58:10.599] ボトラー
[01:58:13.000] 好きうわびっくりしたもふざけんなよもう
[01:58:19.239] しこ笑笑もうおしっこ行ってきます
[01:58:24.800] おしっこ
[01:58:26.000] ますい
[01:58:27.840] てらもう8時になんのこまだ5時ぐらい
[01:58:31.079] じゃねっこゆてら
[01:59:18.159] 防人1を眠れ
[01:59:42.040] えいやるべ
[01:59:44.880] 続きチドプンチ
[01:59:48.280] ニメはきゃ
[01:59:53.079] もうたゲームが楽しい時はおしっこも早い
[01:59:56.920] です誰かこれ切り抜いてスタンプ作っとい
[01:59:59.679] てジフにしといてちゃまプンチニメにする
[02:00:06.840] から枠あるの枠
[02:00:10.199] ない枠ないやってる枠ないわごめん枠
[02:00:14.000] なかった草よくよく考えたら俺もう枠
[02:00:18.960] ないおらがもればサブスクポイントが解放
[02:00:23.000] されて増えんだよサブスクしろじゃん
[02:00:26.119] パートナー行くしかないパートナー行く
[02:00:28.040] しかねパートナーでもいい
[02:00:34.119] よ自分でサブジし
[02:00:36.800] [笑い]
[02:00:43.639] まくれいるならいるって言ってよ
[02:00:49.239] ねごめんもうしてるから
[02:00:53.320] ありがとうありがとうしてくれてたちゃま
[02:00:56.320] プンちゃニメちゃまプンちゃ
[02:01:00.040] ニメいいよなチマプンチ
[02:01:03.560] ニメ名前がいいプンチニメあいつがいるん
[02:01:08.639] だなどうすっかな
[02:01:13.320] あいつなんでこれでバレるんだ目が良
[02:01:17.000] すぎるだろう
[02:01:39.840] くばれなめんじゃねえ
[02:01:50.320] ぞもライフの弾が少しずつなくなってき
[02:02:10.199] てるせてやるく
[02:02:14.119] た
[02:02:16.920] なんに
[02:02:18.599] おらばれナイス
[02:02:24.079] ナイフ左打ちすげえ
[02:02:28.560] なナイフ
[02:02:41.000] ナイスもうこれあの自分で好きな
[02:02:44.599] タイミングで四角ボタンでナイフできんの
[02:02:47.040] いいね興奮
[02:02:49.440] のぶあいつ
[02:02:52.040] できるんだこうやっ
[02:02:57.360] てそり癖も受け継い
[02:03:04.159] でるこの14歳強
[02:03:07.520] すぎああったあったあったあったあっ
[02:03:11.800] た助かる助かる助かる助かる助かる助かる
[02:03:15.599] 助かる
[02:03:18.360] 助かるいやしかもこれHPやっぱ戻った
[02:03:25.790] [音楽]
[02:03:29.000] ちゃんこの14歳ナイフペロペロしてそう
[02:03:32.480] そうかティアあげることもできるのか
[02:03:36.480] ちゃティアあげることそうだティア上げる
[02:03:39.159] こともできるようんちゃ
[02:03:43.079] ニメうんちゃニメ来たうんちゃん
[02:03:49.280] こんばんはえどっから
[02:03:52.400] どっからどっから入ってきた
[02:03:55.760] のちゃまうんちゃニメどっから入ってきた
[02:03:59.119] んだあいつら出口どこ
[02:04:03.920] ブスああそこ
[02:04:06.719] か待ってまいるかもしんねえぞいない
[02:04:11.360] か
[02:04:12.960] あれどこ行った
[02:04:17.360] んんどっから
[02:04:22.960] んここから入ってきたんだよな俺はな奴ら
[02:04:25.239] はどっから入ってきたん
[02:04:28.679] だあっちだよね多分あっちから来てたよ
[02:04:34.719] なえどっから入ってきたんだあいてなく
[02:04:39.599] ねあここかああ普通あ普ああれだあの不法
[02:04:44.960] 侵入しかこの子生まれてこの方不侵入しか
[02:04:47.840] してねえから普通のドアから入るのあ
[02:04:52.159] 頼むよ殺したくないん
[02:04:55.280] だお前
[02:04:57.800] そうそうそうだよかよあやばまたこいつか
[02:05:02.119] お結局こいつ敵なんじゃねえかよ可い
[02:05:08.079] 可い終わっためられたあやばいえああ
[02:05:13.280] あれえ何あれジョエルジョエル解体され
[02:05:15.960] てるもしかして
[02:05:22.960] エええぐいこと言うな
[02:05:29.639] や
[02:05:35.210] [音楽]
[02:05:38.239] ジョエルここも海外版があるらしいね海外
[02:05:41.840] 版なんの海外版って気分はどうだ最悪だ
[02:05:47.079] よ
[02:05:48.599] 最高アメリカジほら
[02:05:53.800] 食べなさいえ何そのもっと生々しいだお腹
[02:05:58.360] が空いたろだいぶ時間が経っ
[02:06:02.880] てる何の肉何の肉よ鹿だ本当
[02:06:09.400] か他の肉も混ざってるでしょおいまさか
[02:06:13.360] 本当に約束するよまさか本当にこれ
[02:06:17.880] ジョエルどうせ混この物
[02:06:22.199] あでもお腹空いてんのは事実なんだ
[02:06:23.960] 決めつけるのは早いぞ腹減ってるよな俺も
[02:06:27.040] 腹減ってるよじちゃんに飯行こって言われ
[02:06:28.840] た1010時頃に来るとかってから俺腹
[02:06:31.440] 減ってるわざんなあいつ方がなかったにな
[02:06:35.119] 俺ただ同さだろこいつの目的がわからない
[02:06:40.040] 笑笑殺すから生きられるまそうだ
[02:06:43.880] ねハンバーグ生けるためには何でもやって
[02:06:47.639] いくしかないんだ
[02:06:49.920] よだか
[02:06:54.199] 生きるために私を
[02:06:56.000] 切り刻むいややめて
[02:06:59.360] おこう名前を教えてくれや
[02:07:03.679] じゃあんたは最低の人間
[02:07:08.040] だそれは誤解だ
[02:07:10.960] よ俺
[02:07:13.880] は正直なだけ
[02:07:17.760] だそっちも正直に
[02:07:20.520] なれよ他の奴らを説得できなくなるまあ
[02:07:25.239] 説得って何仲間にな
[02:07:28.440] るって分からせる君
[02:07:32.040] は分からせライフル打ち込ん特別だ
[02:07:35.800] と触るなえあ何そうんえちょっとお前お前
[02:07:43.360] もちょっとなんかまんざらでもないみたい
[02:07:44.920] なええ何
[02:07:48.079] えだよなだよなだよな
[02:07:52.199] やるよな俺たのエリーは
[02:07:59.280] なやっこのバカなクソ
[02:08:04.520] がめお前を生かしておくのが実に難しく
[02:08:07.719] なった
[02:08:08.440] ぞ仲間になんて言えばいいん
[02:08:11.520] だま指落っちゃったからエリあえ教える何
[02:08:17.960] こう言って逆に56たる
[02:08:22.360] がある指をぶちおられたって
[02:08:28.040] ねなんて言ったかな
[02:08:31.880] そう切り刻むだ
[02:08:35.480] え下すぎるあさをやばいやんああ終わった
[02:08:41.440] わああ終わっ
[02:08:43.880] たああああおおじゃ
[02:08:51.599] 生きてるジビエ
[02:08:58.440] お
[02:09:02.079] ジョエルエリーヒーロー復活
[02:09:07.480] か
[02:09:09.719] JJくしくも俺俺と今日夜ご飯行く約束し
[02:09:14.079] たあいつもJ
[02:09:17.040] だあいつもJだしあいつもあいつも体中傷
[02:09:20.960] だらけおいたよあありがとう
[02:09:25.199] おお帰ってき
[02:09:28.599] た本当にぷんちゃに目できてこれよな天
[02:09:32.880] とちのさJの石嘘ぷんチミに目できてる
[02:09:36.880] ちょぷんちゃ見ていいプンちゃ見ていい
[02:09:38.679] ぷん
[02:09:41.159] ちゃ弓の
[02:09:44.360] 邪ちゃまぷんちゃニメできてんじゃんぷん
[02:09:48.679] ちゃんちゃまぷんチニメできてる
[02:09:52.840] ありがとうちょっとニヤニヤしてるのが
[02:09:55.440] またいい仕事早いね速度早くもできるよ
[02:09:59.280] いやこれでいいちょうどいいじゃあ交互
[02:10:02.480] 期待後でスタンプに追加する
[02:10:05.079] わ1番いらないアニメーションタンプって
[02:10:14.159] 何
[02:10:16.199] あそんなもんはないどこにいるん
[02:10:20.320] だあアねレッドアリマ痩せて見え嘘痩せて
[02:10:24.880] 見えるか
[02:10:28.480] パクパクパックパク可愛いだろうが
[02:10:32.119] よよしよしよしああよかったよかった
[02:10:35.119] よかっ
[02:10:36.239] た仕事早い仕事早
[02:10:41.159] すぎ
[02:10:43.960] うジョエルはどこまで記憶してるんだろう
[02:10:47.079] これ
[02:10:47.840] やろいるやろふざけんな
[02:10:53.679] この中だとピースかなピースもいるだろう
[02:10:56.559] がで回復したんけそうだ
[02:11:03.159] よ使用率再開を見るかまあ多分アリーマー
[02:11:07.040] が1番いらないだろうな茶モモキ
[02:11:09.719] アリーマーが多分一番いらないと思うもう
[02:11:12.920] 俺が大魔村やってた頃の記憶なんてみな
[02:11:15.800] ない
[02:11:16.370] [音楽]
[02:11:19.880] だろの
[02:11:22.159] ですあり
[02:11:25.599] きりきりそれの俺番作るかそれ俺
[02:11:29.280] [笑い]
[02:11:35.480] 番ども
[02:11:39.350] [音楽]
[02:11:40.679] あああいい
[02:11:45.320] ねっっ
[02:11:48.360] てるで
[02:12:00.679] 坊ちゃんのスタンプなんなのそれめっちゃ
[02:12:03.639] いいのいっぱいあん
[02:12:06.440] なあちょっと走んのってん
[02:12:10.520] ななんでそんないぺあんだ
[02:12:14.800] よセンスすぎる跡のコラボ
[02:12:22.440] わもうちょなんもない何もない待ってよ
[02:12:26.400] もうあん痛い痛い痛い痛い痛い
[02:12:30.599] 援護あ銃なくなってんなやっぱなどこだ
[02:12:36.199] すぐ
[02:12:38.599] ドンパチ何何危ねえ何ってのお待って待っ
[02:12:42.520] て待って危ねえ
[02:12:47.639] な病人だからやめたげてよ
[02:12:54.600] [音楽]
[02:13:06.239] あれあ当たんない
[02:13:10.920] かこ
[02:13:20.119] だ病人にマジでやめてくれ
[02:13:29.760] よどこ行ったもう1匹あそこ
[02:13:40.800] かあほらもうこの聞き耳がすごい聞いてあ
[02:13:45.480] 逃げてるあいつら
[02:13:51.320] ありそうなんだよなこれ住んでいいのかな
[02:13:53.599] やっぱ全然ちゃうな全然聞き耳の範囲が
[02:13:56.480] 全然
[02:13:57.840] 違う成剤でも後はならん
[02:14:02.840] やろ耳めっちゃいいよやっぱ強化やっぱ
[02:14:07.159] キャラクター変わるとこれ見えんだもん
[02:14:09.719] すげえだろどんだどんだけ耳いいんだ
[02:14:12.000] あいつジエル吸いすぎてクリッカーなり
[02:14:14.719] かけてない耳が異常に発達しちゃっ
[02:14:19.159] た笑笑
[02:14:21.800] 何もないお前の方は同じだもっと探すぞ逆
[02:14:25.880] に強化された説何もないこっちはどうだ
[02:14:28.920] こっちもない続けろこっちを調べるぞ人間
[02:14:32.280] ワンキルできるからいい
[02:14:42.960] じゃん
[02:14:47.639] バカざ
[02:14:51.440] じゃ
[02:14:52.599] ない
[02:14:54.840] 天才いい
[02:15:00.559] ねなんで人間が割れた瓶のとこに行くんだ
[02:15:04.119] よ笑笑バカ
[02:15:08.119] すぎる気になるやろんなん
[02:15:12.280] だメタルギアスリットのゲノム兵と一緒だ
[02:15:15.920] よこいつ
[02:15:17.880] らただなんかまだ物資取り逃してる気が
[02:15:20.719] する
[02:15:23.400] だん人
[02:15:27.320] かメタルギアソリッド12ツス4なんか
[02:15:31.360] メタルギア
[02:15:32.599] ソリッドの6枚組LPボックスが出る
[02:15:35.840] らしくてめちゃめちゃ欲しい価格見たら
[02:15:39.199] 3万だった
[02:15:41.079] わ買うか迷って
[02:15:43.520] ますレコードのボックスセットが出るん
[02:15:46.639] だって6枚組
[02:15:48.480] のただ値段
[02:15:52.320] 悩んでんだ今の
[02:15:55.679] 何か見
[02:16:01.840] たあの裏に1匹いるよ
[02:16:05.639] なプレステるねうんこないだドラクエの
[02:16:10.559] ドラクエ3のあれ予約したべドラクエ3の
[02:16:13.599] あれてきしてるし
[02:16:16.480] たべあれで2万
[02:16:19.920] でしょアソリッドのボックスセットで3万
[02:16:22.119] だべうんプレステ4買えるねんプレステ
[02:16:25.000] 5よプレステ5たけえたけえ言ってるけど
[02:16:27.800] そんくらいのもん普通に買おうとしてるん
[02:16:29.239] だよ
[02:16:29.960] なそんだけプレステ5は俺ん中で重要度が
[02:16:33.080] 低いってことなんだ
[02:16:37.800] なや回収できねえか
[02:16:46.679] なだってさプレステ5はいつでも買える
[02:16:50.000] けどそのレコードは多分さ買うの逃したら
[02:16:52.240] 2度と買えないから
[02:16:56.359] ねしかも全部カラーバイナル欲しい名誉
[02:17:01.399] ドラク名誉ドラチクだよそうだよ買おう
[02:17:05.800] レコードワ人だから俺プレミアの違いよな
[02:17:08.800] 値段上がる一方だろうねそうそう値段
[02:17:11.359] 上がる一方しかもそのカラーバイナルなの
[02:17:13.960] はあの予約限定にどうせプレステ6出ると
[02:17:18.800] かで騒いでるだろうしねそうだ
[02:17:21.420] [音楽]
[02:17:27.559] ねプレスファばいつでも買えるからね正直
[02:17:33.040] ね任天の新ハードもあるそうなんよそっち
[02:17:36.639] はもう予約するけどね任天任天堂中だから
[02:17:39.920] 俺
[02:17:40.920] は任天堂中膝クゲだから
[02:17:46.559] ね逃げられねえぞ終わった殺ししまえ
[02:17:53.800] てこのがなめるな
[02:18:01.719] おえなん
[02:18:05.200] でしお金もっとやれ珍しく
[02:18:09.319] ないなん何珍しいジョエルどうした
[02:18:12.719] のやめジョエルがこんなことするの珍しく
[02:18:16.760] ないエリーをまさかあれかそこにろ
[02:18:19.960] 引き出すんか切れ
[02:18:23.200] ジョエル
[02:18:25.599] さて女の子だ生きてるか
[02:18:30.200] 女の子そんなの知らねえ
[02:18:32.559] よ
[02:18:35.000] おえいいかよく聞くん
[02:18:37.840] だこのままお前の膝を割るどう
[02:18:42.399] だいい
[02:18:45.439] ぞ生きてるデビッドのペットにれてる何
[02:18:50.160] ペット
[02:18:54.800] マだ町に
[02:18:59.559] いるどこにいるかさすんだ仲間にも同じ
[02:19:03.479] ことをさせるからそのつもりでな
[02:19:06.840] させここだよあいつにも引け間違い
[02:19:11.519] ない早く本当だって嘘じゃねえ嘘じゃ
[02:19:23.080] あらもうもうわもなんなんだよちゃんと
[02:19:27.960] 教えたじゃねえか俺は喋らねえ
[02:19:31.719] ぞそうなの
[02:19:33.960] かしょうがないな復讐の鬼だあさよなら
[02:19:39.120] ジョエル壊れちゃったおい
[02:19:42.760] 起きろやばい話し
[02:19:45.399] てだ静
[02:19:48.600] にあやばい
[02:19:52.439] うわもう
[02:19:54.000] ほらだから言ったろ感染してる感染者な
[02:20:01.120] のそう
[02:20:03.160] かあんたも
[02:20:07.000] ねフだよそれめくっ
[02:20:10.359] て見な
[02:20:12.439] よ
[02:20:15.640] 面白いあそっか噛んでるじゃん
[02:20:21.520] なんだっ
[02:20:22.760] け全ての出来事は運命
[02:20:27.040] だなんだよそれ嘘だもう発するはずだろ
[02:20:31.920] どう見ても本物
[02:20:48.560] だろさんこんばんは
[02:20:57.399] やばい一体何なのあいつら逃げても無駄だ
[02:21:07.880] のジエル
[02:21:11.000] 早く悠にこんな
[02:21:23.080] うわいる銃
[02:21:32.040] があの子は
