[00:00:25.480] 会館ちゃまきちゃグググ
[03:02:35.680] 壊したら行けるんちゃうのってことでしょ
[03:02:37.800] だなんだよこうこれだとここにしか行か
[03:02:40.000] ないからそうすっとここに置けないんだよ
[03:02:42.160] ブロック
[03:02:44.560] をあっちまで回ってこなきゃいけない
[03:02:46.880] わざわざ
[03:02:56.000] 1マスは飛べないのか飛べ
[03:03:01.319] ないこれしったか実は裏技的な攻略法あり
[03:03:06.880] ますあそうなん
[03:03:09.800] だもうこいつだるいよ
[03:03:31.920] あのひマスを壊すのにこんな時間かけ
[03:03:34.399] なきゃいないんだよ
[03:03:49.439] よしよしよしよしよしあっちまで戻らなあ
[03:03:53.239] かんから
[03:03:55.560] な普通にだるま落としした方が楽そうやな
[03:04:15.960] ん41もワープあるのか
[03:04:19.960] なうんどうなんだろう
[03:04:25.680] ねいやないんじゃないよしよしよしよし
[03:04:30.359] よしよしよしよしよしよしよしよしよし
[03:04:33.640] よしよし
[03:04:35.600] よしただもう残機0だからこれ死んだら
[03:04:38.399] また最初からだぞ帰ってきた
[03:04:42.920] よし残気ないよ
[03:04:45.279] もうでなんだっっけえこれあれリザード
[03:04:48.160] マンが来るだろそんな難しくなさそうな
[03:04:51.080] 感じするけど
[03:04:56.160] ねちょっと1回安全いや待って待って
[03:04:59.080] ちょっと1回安全なとこまでいや何それ
[03:05:08.359] 最悪や最悪
[03:05:13.680] やあれあれ鍵ないやん
[03:05:18.720] あれ鍵
[03:05:20.040] はここも
[03:05:23.000] 左下あ左下かあ増したかまたあいやいや
[03:05:27.960] いやいや
[03:05:29.880] いやいやいやいやいやいや
[03:05:33.160] もう
[03:05:36.640] セーフ帰ってきたアウいやもここで1回
[03:05:42.200] 死ぬんだったらも1回ここもう1回ゲーム
[03:05:43.640] オーバーなったずっと待なんだけど
[03:06:06.800] なんかワンナップアイテムとかねえのかよ
[03:06:09.080] あてかこのブロックの中にワンナップとか
[03:06:11.319] ないのワン
[03:06:15.359] チャン1回今度探してみるかな
[03:06:19.840] 確かにねあってもいいよねこれ3期じゃん
[03:06:23.000] にただ難しいアクションゲーになってて
[03:06:25.760] いやでもこのステージなんか結構本当頭
[03:06:28.439] 使うからねもうもう答えしちゃった
[03:06:36.160] けどここに来るまでに残機やファイア
[03:06:39.000] ボール貯めてくるのは十分ありですねそう
[03:06:41.760] いう
[03:06:44.720] ことここにるまではもうなんもうそんな
[03:06:49.560] もう何達人レベルになんだきゃいけないん
[03:06:54.120] だあま確かにねファイヤーボールとかあっ
[03:06:58.720] たらま楽っちゃ楽だよ
[03:07:03.479] なここがマジだるいもんなここはもう
[03:07:07.319] ファイヤーボールがあろうがなかろうがだ
[03:07:09.239] もんね
[03:07:10.800] 正直ここほんましんどいよこのステージ
[03:07:33.800] あ
[03:07:50.760] 顔死んでるよ
[03:07:54.520] 笑笑レオルこんばんはうんちょむずすぎて
[03:07:59.880] さあ表情筋に咲くあれがない脳みそが
[03:08:15.680] 今あ慣れたねこのステージも慣れたもん
[03:08:28.359] や
[03:08:30.640] オケーいや長いんだよこのステージなマジ
[03:08:34.120] で
[03:08:36.680] なそん
[03:08:38.760] でもはや朝まで終わるかもわからんレベル
[03:08:42.560] ここむそうう
[03:08:57.319] こういう面の方
[03:09:15.200] がそこから撃ってくんな
[03:09:19.960] やそんなとこから撃ってこないで
[03:09:23.600] よ
[03:09:29.319] 笑笑んなハマうハマ前から撃ってくんなよ
[03:09:35.399] ええ
[03:09:51.960] いやしもう無理だ
[03:09:54.960] あ
[03:09:58.560] うわむずくねめちゃめちゃむずい
[03:10:02.600] わ折れそうめめちゃめちゃむ
[03:10:15.399] ずいいねえかな
[03:10:23.160] ワンナップねえよ
[03:10:31.560] なアクション全押しステージもありますと
[03:10:35.200] あれ無理だよ
[03:10:38.279] なくそ
[03:10:48.840] なせえ
[03:10:51.840] やせめて3機持っていきたいあそこ
[03:11:03.439] までやべマジで頭使う
[03:11:11.160] なあそそうこの上は別に最後でいいよね鍵
[03:11:15.319] 取ったりすんのは
[03:11:39.439] いやこのステージってこれが成功法だよね
[03:11:43.680] 多分なんかこれ周りくいことやってんのか
[03:11:46.520] な
[03:11:48.920] もこれしかないよねでも
[03:11:51.920] ね成功法ですだよね多裏技的なのはあるん
[03:11:55.760] かもしんない
[03:12:02.840] けどここしんどいよねマジ
[03:12:06.040] で毎回この長えステージま分まだあるん
[03:12:09.920] だろうなこれ以上に長いの
[03:12:12.080] が死ぬたびにここやらされるのやだ
[03:12:16.160] な地味にあとここが難しいこのあほらほら
[03:12:20.399] ほらこういうことになん
[03:12:27.560] ねんおしよしよしよしよしここまでくれば
[03:12:35.040] オッケー
[03:12:40.359] よーしあーん壊してないここここもやって
[03:12:44.479] ないんかいはい
[03:12:51.239] ま慣れたもん
[03:12:54.160] よはいはい
[03:12:59.439] オちょっともうこさせてもらいますよここ
[03:13:02.840] 次余裕ここ余裕になったねおエビが痛い
[03:13:08.200] 十字キーめっちゃ使うからジャンプも十字
[03:13:10.920] キーだからさ
[03:13:23.520] ちょむいってもうお化けと一緒のスピード
[03:13:26.760] で来られたら無理だ
[03:13:29.560] よ鍵は取りまし
[03:13:35.040] たちょっともうちょっとちょっとさ考える
[03:13:40.560] 時間くれ
[03:13:42.239] ていやもう最悪これだめだ
[03:13:49.239] 無に溶けて
[03:13:51.800] いくもうやめ
[03:13:58.160] ちゃえ
[03:14:02.600] くそ悲しい配送
[03:14:17.479] になりそうでたまらん
[03:14:20.040] 笑たまらんチゲチゲの苦しむ顔が見れ
[03:14:31.640] てこれ
[03:14:35.479] 死地獄配信たまらん俺たち幸せだよ地獄
[03:14:41.960] でマジで地獄これ
[03:14:47.680] いやこれはしんどいぞ配信者が苦しんでる
[03:14:51.920] のがいちゃん幸せなんだ
[03:14:56.200] からりこれしんどい
[03:15:06.359] ぞ
[03:15:09.279] いや勘弁して欲しいですねこれねこの
[03:15:12.840] ステージの裏技確実にやるがりますがえ
[03:15:17.279] ますかここのステージここここ早くクリア
[03:15:20.120] できんのちょっと欲しい
[03:15:22.600] なちょっとここ早くクリアすんのはもう
[03:15:25.640] いいでしょ正直トになります正直もうここ
[03:15:28.800] 別にここ別にいい
[03:15:32.880] でしょいや教えてもらおうかな何ぬいこと
[03:15:36.279] 言っているのやだよ
[03:15:41.319] もうもいいんだよそういうあの
[03:15:44.960] 笑笑あのね日本の悪い風潮なんかそのあれ
[03:15:49.800] だよ出産であのお腹痛めて産まないのは悪
[03:15:53.520] だって言ってるのて一緒だからねあそれ
[03:15:56.439] 出産であのお腹痛めて赤ちゃん産まないと
[03:15:59.680] 意味がないって言ってるようなね意味
[03:16:01.080] わかんないやつなと一緒だからねだっ無痛
[03:16:04.199] 分娩だっていいじゃ
[03:16:06.800] ない無痛分娩だっていいと思いますよ僕
[03:16:11.319] は腹ためて産んだってネグレクトするやつ
[03:16:14.279] なんか5万といいんだからよ関係ねえから
[03:16:16.960] そんなもな関係ねえよコミルで育ったって
[03:16:20.600] いいじゃないのよなあいいだろうがくが
[03:16:25.479] 納得してるならいいいいよいいよ
[03:16:28.600] いい俺はもう無痛分娩俺自分の嫁さんに
[03:16:32.199] 言うもお別にいいよてそんなわざわざ
[03:16:35.239] 苦しむ必要はないよ
[03:16:38.080] 破壊スタート同ジャンプすることができて
[03:16:40.960] そのプライが許さないよスタートと同時に
[03:16:44.359] ジャンプすることができてそのままのロ
[03:16:52.319] 何何ちょっとそれ覚えとくわちょにだけの
[03:16:56.319] 液ミルがあるよピン止めしとくわピン止め
[03:16:59.560] しとこう次のために何何何最近は哺乳瓶に
[03:17:04.080] 所だけの液体ミルクがあるあいいじゃん
[03:17:07.239] 全然使えばいいよそういう
[03:17:10.199] の古みたいのよくないからレトロゲーって
[03:17:14.359] いい言ねえ古と
[03:17:18.479] 古とかない
[03:17:20.359] から笑笑コーヒーポーションみたいなやつ
[03:17:23.960] かミルメークみたいななミルメークみたい
[03:17:26.880] なやつ
[03:17:28.120] かお来んなって便利になって何が悪いん
[03:17:32.359] だろうそうだよ
[03:17:42.920] なこれで上がれたらどんだけ楽か
[03:17:50.239] だから俺はレトフを使う
[03:17:52.720] よ便利だからね俺も使うよレトフリは便利
[03:17:56.680] だもんとかで便利って言ってたコリンク1
[03:18:00.800] 発さなるほど
[03:18:03.120] ねちょっとちょっとちょこれどうすんねん
[03:18:08.080] これどうすんのこれ
[03:18:19.680] 前に進めねえそれは自分で考え
[03:18:29.399] てこれなんだよこれむ
[03:18:34.199] 笑笑クリアしてない面はダメだよ何がああ
[03:18:40.359] なんで
[03:18:41.680] くそ何クリアしてない目はなめて何がもう
[03:18:44.640] これからハレと振りのセーブ機能ますか
[03:18:48.080] それはダメダメ聞いちゃダメ
[03:18:51.279] それ聞かない聞いてない聞かない効か
[03:18:56.479] ないワンチャンここでなんか炎とか出ね
[03:18:59.560] ねえ
[03:19:03.120] かさすがにうんクリアしてない面は痛です
[03:19:07.040] ねさんやんな凄まじい陣痛何
[03:19:12.960] が凄まじい陣痛だよマジこれ
[03:19:20.359] 妊娠しとるんしてるし
[03:19:24.600] てるそなかあのあんまりでもなんかその
[03:19:27.439] 妊娠してなんかそのデブだからさ今妊娠何
[03:19:31.120] ヶ月目なんですみたいなネタを
[03:19:36.920] されて
[03:19:40.680] たれてたよ
[03:19:47.680] 笑笑ジャンプできんの開始同時にで
[03:19:50.399] ジャンプで左右
[03:19:54.000] の待ボタン間違えたごめんもう1回やらせ
[03:19:57.800] て練習させボタン間違えボタン上ね
[03:20:00.640] ジャンプボタン上ね笑笑笑笑間違えた笑
[03:20:05.279] 下手じゃん下手
[03:20:13.080] 笑なるなるなるほどね
[03:20:21.239] 快感快感快感もうチートやろ
[03:20:30.479] これうわこれ革命だないこれはでも許して
[03:20:37.199] よめんどいもんだってここ別にみんなも別
[03:20:39.840] にそんな面白くないや見ててももう答え
[03:20:41.840] 分かってるしどうせやればクリアできんだ
[03:20:44.880] からいいよいいよねこれ
[03:20:47.279] ここはもう頼むこどいとは思こはどくいめ
[03:20:51.800] クしたもんねで功にたどり着けましたもう
[03:20:56.000] ねこれはいいよねあこれはいいもう
[03:20:58.080] ちょっと頼むわしんどいここ長い
[03:21:02.560] もんよし画然やる気出てきた
[03:21:07.359] ぜ問題はここよそうなんだ
[03:21:15.560] よまずいまずい
[03:21:20.199] まずいええでもどうすんの
[03:21:26.319] これちょいお前マジで
[03:21:30.199] さ臭いの
[03:21:33.439] お前なんやあいつマジで
[03:21:36.760] 笑びっっくりしたくさあいつ臭い
[03:21:45.520] わ笑臭すぎあいつ臭いマジ
[03:21:49.760] で君臭い
[03:21:53.960] の君臭い
[03:21:57.199] のあ上ボタン連んだな上ボタン連んだ笑笑
[03:22:01.720] どんなにいするの
[03:22:04.279] なんか
[03:22:08.199] なカレーの匂いいやめっちゃいい匂い
[03:22:10.800] じゃんめちゃめちゃいい匂いだった
[03:22:16.720] できないしできない時もあるんかよいい
[03:22:20.720] 匂い
[03:22:21.840] じゃん
[03:22:23.399] 笑笑笑笑笑笑
[03:22:29.680] 笑笑でき
[03:22:32.279] ね笑笑えでき
[03:22:35.640] ねえはあちゃまくが下手なだけかも笑笑
[03:22:41.239] めっちゃ連す
[03:22:49.880] さっきできたのは何だったのか
[03:22:56.800] 草できねえ
[03:22:59.040] し何なんだよ
[03:23:01.880] これアプデ入った
[03:23:04.319] な修正されたダメダメアプデで修正され
[03:23:12.000] た
[03:23:14.359] 笑笑ええアプデ入っちゃっ
[03:23:19.720] たアプデ草
[03:23:23.120] 笑修正パッチ当てられた
[03:23:26.120] わシーズン3まではえたんやけど
[03:23:31.560] なこれ
[03:23:34.720] むい
[03:23:38.920] えええ頼まこれ頼ま頼まシン4からナフさ
[03:23:46.960] れたのか頼ま安の時ドキドキしちゃう泣い
[03:23:53.359] たえ
[03:23:55.880] えレダあんまり頑張りすぎない方がいいか
[03:24:03.279] も
[03:24:06.720] 笑笑もうなんか普通にやろっかな普通に
[03:24:10.199] やろか
[03:24:11.399] な普通にやった方がいいんじゃないの
[03:24:14.640] これてもを作れないんじゃな諦めちまおう
[03:24:19.279] 感確かに
[03:24:21.720] な粉ミルクせっかく教えてもらっても作り
[03:24:24.600] 方わかんなかったらだめだよならラッキー
[03:24:26.439] くらいがいいかもですねああそうかもね
[03:24:29.199] あんまりそれに頼りすぎんのも良くない
[03:24:31.399] やっぱり無痛分娩ダメかもやっぱお腹を
[03:24:34.960] 痛めて産まないとダメか
[03:24:39.399] も笑笑やっぱお腹痛めて産まないとじゃん
[03:24:43.359] ダメかもんな笑笑ずやめな笑笑笑笑あと
[03:24:49.319] お腹炒めて産んでなんぼかもな子供はな
[03:24:52.920] ちょっとお腹炒めるわちょっと時代に
[03:24:55.600] 逆らってく
[03:24:57.199] スタイルお腹痛めることにし
[03:25:03.040] ます勝も出された
[03:25:09.399] 笑やでもこれ考えたらさ本当にどんだけ
[03:25:15.319] どんだけ
[03:25:16.920] が素晴らしいか本当分かる
[03:25:19.600] でしょこの俺の
[03:25:22.399] このこのゲームの配信を通じてさどれだけ
[03:25:26.520] 無痛分娩が素晴らしいかを解きたいみんな
[03:25:29.560] に1回成功したから余計にな笑いやもう
[03:25:35.399] 分かりやすい表現があると
[03:25:38.640] はジャ
[03:25:42.439] えマジでできなくなったんだけど
[03:25:54.120] え1回成功しちまったらもうさダメだよ
[03:25:58.800] もうそれがでそれがないとだあれじゃ
[03:26:01.560] なきゃいけない体になっちゃったよ俺も
[03:26:04.720] おい覚えちまった体
[03:26:08.399] があれじゃなけもう満足できなくなっ
[03:26:11.520] ちゃった俺
[03:26:17.760] はに
[03:26:19.040] せきうわだる頑張ってだるい
[03:26:41.479] これ風俗に1度行くと金の使い道に風俗が
[03:26:45.560] 加わる
[03:26:49.160] 絶て行かねえように
[03:26:52.399] しようクソ無駄
[03:26:57.880] だろだ絶対さうわ風俗生きてて思ってもさ
[03:27:01.720] 絶対さ自分で1回ででも絶対自分で1回
[03:27:06.319] 抜いたらやっぱいいやてなる
[03:27:09.680] じゃん1回抜いてもまた更に行きてて思
[03:27:12.840] だったら行けばいいと思う
[03:27:15.160] けど1回抜いたらあやっぱいいやってなる
[03:27:17.560] じゃんそれで1万円ぐらい浮くんでしょ
[03:27:20.359] 全然全然行く意味ない
[03:27:23.279] じゃんあやべあそこ壊して
[03:27:29.199] みやそらさ1回自分でさぱ1回自分でシっ
[03:27:34.319] てそれでもまだ行きたいんだったら行くよ
[03:27:37.160] 全然そんなこと絶対先輩に誘われて片に
[03:27:40.000] 断って良かったと思ってるあ本当行たこと
[03:27:43.600] ないんだ俺もないなおしかないな地獄だっ
[03:27:48.479] たけどね2度とか
[03:27:50.840] ね膝死するかと思ったわ俺より体重重いの
[03:27:55.439] が俺の膝乗りするかと思った膝がマジ
[03:28:01.479] で両足になるとだった必ねからな笑笑地獄
[03:28:07.120] の中の地獄だ
[03:28:09.000] よ笑笑両足になるとだった
[03:28:21.439] いやこれ
[03:28:25.880] どどうすんのこれだってだってさあまりに
[03:28:31.560] も無理だよ問
[03:28:44.199] すぎるああとここにそうだ
[03:28:49.640] ね
[03:28:52.680] あーちょっと待ってえーまだできること
[03:28:56.239] あるよ
[03:28:58.080] な
[03:29:12.080] うああでもそこだめかそこあそっか超えれ
[03:29:15.439] なくなっちゃう
[03:29:17.000] ちょっともちょわかんねえよちょっと
[03:29:19.720] わかんないっ
[03:29:43.000] てなんねねね行けるようになりたいなうん
[03:29:48.880] まそう
[03:29:54.560] ね40前半はすの風俗の話かと思った
[03:29:58.439] 一瞬40前半になったら風俗ぐらいすっ
[03:30:02.120] 行ける大人になんだけみたいなそういう
[03:30:03.920] こと言ってんのかなと思った笑笑笑笑
[03:30:09.960] 笑笑そういうことじゃなくてね嫌だろ笑笑
[03:30:13.800] そんな
[03:30:14.960] わけ前半ぐらいああもからさ忘れてた無痛
[03:30:21.479] 分娩したいの
[03:30:25.439] に
[03:30:27.840] 笑笑
[03:30:29.600] もうめんどいな
[03:30:32.479] これ本日3度目のコメントに気をるいや
[03:30:36.560] やっぱ俺優しいからさコメント見見ちゃう
[03:30:39.680] のよね優しいからやっぱりみんなの
[03:30:42.520] コメント読まなきゃって思うでしょ
[03:30:52.120] 優しいさんコメント読んでくれて嬉しいな
[03:30:55.600] そうでしょごめんね反省しないよ
[03:30:59.840] ありがとう
[03:31:03.960] ありがとうなんか地味に俺ちょっと心配し
[03:31:06.359] てのがさっき1番最初に戻し作業やってる
[03:31:08.640] 時にさランディのコメントに聞い取られて
[03:31:12.239] あコンティニューミスしたのランディ結構
[03:31:14.000] ガチで気にしてそうだなと思ってる
[03:31:17.359] 全然気にしないでいいからね気にしいだ
[03:31:20.319] からなランディ
[03:31:22.439] はランディ気にしだからなあいつ全然いい
[03:31:26.560] よそんな
[03:31:28.000] のいいやいやなんか
[03:31:31.080] そのあごめんガハはっていうコメントも
[03:31:34.560] なかったからあガチでガチで気に気にし
[03:31:37.279] てるかもなと思っ
[03:31:41.640] て笑笑
[03:31:50.399] 全然全然いいけどねこんな
[03:31:56.319] のよしなんかまここも慣れてきた
[03:32:00.960] わ無痛分娩じゃなくてもいいかも
[03:32:07.279] な
[03:32:08.960] オ
[03:32:12.920] 鍵やま誰かコンビニ行ってきてくれ渡す
[03:32:16.199] から笑笑ごめん気にしてなかったああそう
[03:32:19.319] や嘘でも嘘で
[03:32:22.239] もう俺俺の株あげろよ嘘でも嘘でも持っ
[03:32:28.399] とけや笑ジャンプいいだろ別にお猫の方が
[03:32:32.000] 気にしてた確か
[03:32:35.760] に確かに笑さあここなんです本題
[03:32:41.160] はどうすんねんっていうとこだよね問題は
[03:32:44.880] ね
[03:32:57.040] 何やってんだもう
[03:33:06.399] どやだやだえも嫌な気持ちにさせたろう
[03:33:10.600] じゃんけ
[03:33:13.560] もうジャンプの技の
[03:33:16.479] 私はあなたを嫌な気持ちにさせたいんです
[03:33:22.760] 私はあなたを嫌な気持ちにさせ
[03:33:29.279] たいもう飽きたこれあもうジャンプ
[03:33:32.160] ジャンプジャンプジャンプジャンプ
[03:33:34.960] ジャンプジャンプの技んところってどこ
[03:33:37.199] ジャンプジャン
[03:33:38.399] 行ける
[03:33:40.080] いけるじ絶対嘘だろ嘘だったんだなあれ
[03:33:44.640] あの技って
[03:33:46.680] 1回できたの何だったんだよ奇跡的に一番
[03:33:49.080] 最初
[03:33:56.960] にあれが逆に不思議なんだったんだあの
[03:34:00.520] あのすっと行けた
[03:34:05.680] の001秒終すごかったよね一発だ
[03:34:10.720] なしかもタイミング最悪やこいつこいつ
[03:34:13.840] のろくとだよな振り向く
[03:34:20.359] の連打じゃなくて長しとかは笑笑それだ草
[03:34:27.000] 長押でもいいんだえ長押行けるやんえ押し
[03:34:32.680] 行けるやんえ長押行けるやんそれ
[03:34:39.479] だあでも待っていてしまっ
[03:34:44.640] は
[03:34:46.439] さ長押ですかほほ長押ですかほほ長押です
[03:34:53.399] かこれだいぶかめいた
[03:35:00.920] ねだいぶ革命だ
[03:35:06.160] ぜいこさんの株上がった爆上がり
[03:35:16.199] 動価値観が2点3点する
[03:35:20.640] 笑これはもう無痛分娩最高ですこれこれ
[03:35:24.960] 無痛分娩最高あわざわざ別に腹痛める必要
[03:35:29.359] ない
[03:35:33.479] からいや最高これマジ
[03:35:38.319] 最高最強だマジで最強これ
[03:35:45.840] 粉ミルクで育ててもいいです皆さん粉
[03:35:48.640] ミルクで育児をし
[03:35:50.560] ましょう
[03:35:53.640] 笑笑こミルクで子供育てらゃええやんけ別
[03:35:56.920] に何が悪いねん無痛分娩でいいだろ別に
[03:36:02.160] 苦しまなくて済むんだったら
[03:36:05.840] な無痛分娩で産んでも愛注げますからなあ
[03:36:15.880] 重要ならその後だお弁当が冷凍食品
[03:36:19.399] ばっかりで何が悪いんだよ
[03:36:22.239] おう別にいいよ
[03:36:27.279] なちゃまくはまだ子育てするチャンスが
[03:36:30.680] あるんだよな
[03:36:34.840] 何何何何言ってんのどうしたらランディえ
[03:36:39.279] 笑笑どうしたどうしたのどったのやんでる
[03:36:44.600] みんなあるでしょ
[03:36:47.160] おみんなあるよなどうしたのったったった
[03:36:51.439] のかな話し聞こ
[03:36:59.439] かちゃの俺がやりたいことなくむ
[03:37:08.000] です俺のやりたいこと見て
[03:37:14.520] て
[03:37:21.520] あ笑笑音を立てたら死ぬって言われてます
[03:37:26.479] 笑笑見てた
[03:37:30.920] ぞ腹立つのこのゲームな
[03:37:36.000] ダブルやかましいはさんが5ドルで
[03:37:38.800] サブスクりましたしっかり見ましたなさん
[03:37:43.080] やんなさんわ
[03:37:47.319] 優しいうわうお笑笑
[03:37:54.000] サブスクギフトありがとう
[03:37:57.239] パチパチパチパチパチま帰ってこれれない
[03:38:00.479] んだけどねむあCM見てるって言ったから
[03:38:05.040] ねあり
[03:38:08.720] ございやまでまいいや戻し作業だいぶ楽に
[03:38:12.279] なったからまいいわまだ
[03:38:16.040] なったのにありがとうございますよかった
[03:38:24.439] やん良かったや
[03:38:27.560] んなんでは結構すかれるタイプのリスナー
[03:38:31.840] だからながもれないタイプのリスナーが
[03:38:34.520] いるみたいないるみたいな言い方しちゃい
[03:38:36.960] ましたけどハッピーだ
[03:38:45.680] 忘れちゃった
[03:38:50.239] よ笑笑みんな好きだよみ俺はみんな好き俺
[03:38:54.720] は
[03:39:01.000] な
[03:39:03.920] えへへ俺もみんな好きだよ
[03:39:10.080] ああ覚えてればばっちり決めるじゃんおう
[03:39:13.199] だばっちり決めるよ当たり前だろ
[03:39:27.880] でもラちゃんは特別好きだからいいんだ
[03:39:32.080] よやなんかその俺も俺も悪いんだけど
[03:39:37.920] さごめんも悪いんだけどもは負けるよれ
[03:39:43.880] なんか
[03:39:47.600] 笑出ちゃうんすよね俺ね笑笑笑笑しょうが
[03:39:52.080] ない
[03:39:53.600] や笑笑それはもうごめんなさいまそう
[03:39:57.439] ダブルしょうがないやんそれ
[03:40:00.800] は顔にも声にも出てるよ
[03:40:08.399] あなた許してえやだってそりしゃあない
[03:40:11.680] ねん
[03:40:13.000] て下し
[03:40:15.600] にも出てる空気もテンションも違う
[03:40:19.800] よしょうがないやん
[03:40:27.279] けニコニコしちゃう
[03:40:32.040] よいや待ってこれどうするいやちゃうねん
[03:40:35.680] てここ全然わかんない考える時間がないん
[03:40:39.239] だ
[03:40:41.319] よ俺たちはちゃまくの素直なところが好き
[03:40:44.920] だニコニコそうでしょも嘘つけないねんな
[03:40:54.040] 俺ないもん嘘とか本当にNGない
[03:41:02.880] ですアも食いてえ
[03:41:08.319] な全てが
[03:41:10.359] リアルえ押ししてたのにできないじゃん
[03:41:22.000] めっちゃめっちゃ指先ぶつけたまたか何
[03:41:25.199] その言い方笑笑なんだっ
[03:41:29.159] てできるできた
[03:41:33.199] あ判決もリアル
[03:41:36.199] 笑判決もリアルできるやん
[03:41:40.159] けやんけ
[03:41:47.040] 甘いも食いて
[03:41:49.840] あおかしくいい考ですか無痛分娩は無痛
[03:41:55.000] 分娩はやっぱダメだと思い
[03:42:01.080] ますやっぱあのお腹痛めてこそ
[03:42:05.960] のだと思うんですよねやっぱりあの
[03:42:10.560] あんまり
[03:42:12.080] そのダメだと思います
[03:42:18.000] だめだめだめ
[03:42:22.319] だめて痛いらしいよねあままあでも痛いよ
[03:42:26.439] なそりゃ
[03:42:28.800] な男には想像できねえよ男がなんか
[03:42:35.080] そのにれ悪忘れたボタン押す
[03:42:40.479] の話しかけんじゃねえよ俺におお前
[03:42:44.120] ら俺に話かけん
[03:42:49.640] なお腹炒めてないお父さんは無分娩だと
[03:42:53.560] 思うのです
[03:42:59.520] がルーム42を忘れるな笑忘れちゃんだよ
[03:43:10.199] これよしよしよしよしいややっぱいいわ
[03:43:13.840] 早いわこれいや無分娩最高だ
[03:43:19.359] わ無分娩だよなやっぱな時代一瞬押した
[03:43:23.880] だけでもクリップされちゃう仕様改善され
[03:43:26.439] てるかもあ
[03:43:31.239] 本当やっぱ分娩は無痛よ男はっ
[03:43:42.800] てもちねなねんこれほんまもう
[03:44:15.359] 今日いいことあったの聞いてくれる
[03:44:20.319] 何できひんのか
[03:44:26.399] いまかないがエビフライだ最高か
[03:44:32.279] よすげえ4本もいもうやる気しないもん
[03:44:36.359] もうこれやっぱ
[03:44:39.479] もう幸せガキ見てな4本笑笑
[03:44:48.239] 食べたくなったもう俺腹減った腹も減った
[03:44:52.199] し甘いも食いた
[03:44:57.359] 笑笑笑できたでき
[03:45:00.000] たエビフにうエビ
[03:45:06.040] フリエビフ買い
[03:45:08.800] にのったったよね食いながらやりという
[03:45:14.239] かかかつまみながらやってぐらいここ数年
[03:45:16.960] 食ってね買っておいで
[03:45:20.279] 嘘マジで栃木この周辺に住んでるリスナー
[03:45:23.680] 本当にいないマジで住所教えるから本当に
[03:45:26.720] 俺の配信の時になんか買ってくるかりが
[03:45:29.640] 欲しいマジ
[03:45:32.720] でマジで頼む
[03:45:40.960] わお菓子つまんでるちゃまくからし得られ
[03:45:44.319] ない栄養
[03:45:46.239] あるできないわがままボデバーがいればね
[03:45:50.319] 群の時だったら軽にいいよって言ったけど
[03:45:53.960] 宅配盗もうとしたやつなら知ってるんじゃ
[03:45:56.640] ないマジで怖いからやめてるその
[03:46:01.000] 話マジで1回本当にマジで怖い目は見てる
[03:46:04.640] から
[03:46:05.439] 俺あの宅配瓶が届なんだっけなの
[03:46:13.920] あの連絡が来
[03:46:16.840] てその
[03:46:18.840] なんか今日お荷物を届ける予定があるん
[03:46:22.120] ですけどっていう連絡があっ
[03:46:24.359] て先ほど明らかに橋本さんではない方から
[03:46:28.640] 代理で受け取るように頼まれてるという
[03:46:31.399] 電話があったんですけどこれって心当たり
[03:46:33.600] ありまって言われて全然こ心当たりないん
[03:46:36.520] だよ怖すぎるでしょ何それこっぱ笑笑怖
[03:46:42.040] すぎるんよマジで怖すぎ怖すぎあ分娩忘れ
[03:46:49.479] てるそのなんかいつもさここ黒猫本当に
[03:46:53.319] 怖い黒猫ヤ来てくれる人一緒の人なんだよ
[03:46:56.159] の時何勝ったか覚えてるえ普通になんか
[03:46:58.840] ゲームだったと思うただそんな別になんか
[03:47:00.880] その盗むようなもんでもない
[03:47:04.239] しガチホラーじゃんガチホラーだ
[03:47:09.560] よなんか先ほどなんかあの
[03:47:15.080] 橋本様から代理で
[03:47:18.479] えっと荷物を受け取りたい受け取るように
[03:47:21.120] 言われてるからそれを知ってるのが怖
[03:47:24.319] すぎるよなそう怖いよ
[03:47:26.399] ねっていう連絡があったんですけど
[03:47:28.880] 心当たりありますかつないないないです
[03:47:31.159] ないですみたいな怖
[03:47:36.760] すぎその日何が届くなんて誰にも言って
[03:47:39.880] ないし
[03:47:45.080] 有能な宅配さんま顔見知りというかし
[03:47:49.560] 危ねえしいつも一緒であれな人だからね見
[03:47:53.600] てるとしか考えられ
[03:47:56.239] ない配信
[03:48:00.040] を多分その部屋に住んでるよマジ怖いから
[03:48:03.720] やめてくれる本当にやめてそれは本当に
[03:48:05.680] やめよ笑笑ああなんだあいつバグっちゃっ
[03:48:08.520] たよにたって怖い
[03:48:12.319] 笑笑西下たって怖えよ本当に
[03:48:20.600] ああちょっと待って本当に怖い
[03:48:26.560] よちょっともうこれ頭回ん
[03:48:35.720] ねえいつか刺されそうえマジやめて本当
[03:48:39.359] 怖い
[03:48:41.399] からすスリ
[03:48:44.840] でじこで
[03:48:50.279] 島
[03:48:53.760] い
[03:49:01.560] ギエギエピー
[03:49:05.000] えギエピー
[03:49:07.840] しん便をなんでしべをしべしたしべをです
[03:49:16.520] おしっこしたい
[03:49:19.840] なおしっこも我慢おし満足におしっこにも
[03:49:24.239] 行けんとこんなゲームやっ
[03:49:27.600] てついでにアイス買おうてうちトイレねえ
[03:49:30.520] と思われてんのおしっこおしっこすんのに
