[00:00:00.000] DET
[01:54:45.760] 行きま解放しさい
[01:54:49.200] [音楽]
[01:54:56.320] おおいいねままままままままここはここは
[01:55:00.920] いいのよここはあとは宿屋でどうなるか
[01:55:03.960] ですよねここにいるの
[01:55:05.679] はさん
[01:55:07.440] ないチェリーって誰私は一体どうしたの
[01:55:12.760] なんか
[01:55:14.159] 知り合いそうなの私がモンスターになって
[01:55:18.159] これあれか魔法使の弟子か場合は
[01:55:23.079] モンスターというより魔法使だな魔法使い
[01:55:26.119] の弟子かな魔法使いですって私が魔法使っ
[01:55:30.599] ていたのうんそう今でも使えるかしら
[01:55:35.800] えいダメだわそうよね魔法の弟子だわうん
[01:55:41.520] 私たら才能がないんですものそんなことな
[01:55:45.079] いって現に今まで強烈な魔法攻撃をしてい
[01:55:48.719] たんだからそれじゃに帰るわね帰って宿で
[01:55:54.440] 待ってるぜ宿屋で待ってる気をつけて
[01:55:57.760] なあとはバーサーカーかここは
[01:56:01.360] バーサーカーバーサーカーも行き
[01:56:08.900] [音楽]
[01:56:13.000] ますチェリーボーイが41人い
[01:56:19.560] ます42人やここで
[01:56:25.239] はいバーサーカーはいバーサーカー
[01:56:31.280] 怪獣もうおおいいです
[01:56:34.199] ねおいお前
[01:56:37.719] たち不思議の海のナディアやそうだよ他に
[01:56:42.239] 誰がいるんだよなかなかいいよこういう
[01:56:44.199] 口調かけるあた任せたぜちょっと待て
[01:56:48.760] よ逃げようだってそうはいかないじゃこの
[01:56:52.920] ナディアお姉さんにこんな真似しておいて
[01:56:54.880] よちょっと待て俺の話を聞けって
[01:56:59.480] ばそれがモンスターにうわ俺っこだそんな
[01:57:03.320] 嘘言ったってダメさ俺っこ
[01:57:06.679] かじゃあどうして君は魔女の塔にいるんだ
[01:57:12.079] そりゃ
[01:57:14.320] あれどうせだだから俺たちが話したことが
[01:57:19.639] 本当なんだってそうか
[01:57:23.079] 俺がモンスターになってあんたたちをって
[01:57:25.199] たの
[01:57:26.760] かホだあんたた負けたことれっこの
[01:57:33.920] 夜れっこの夜ほギャップえあま確かになま
[01:57:39.480] いいかとりあえず街に帰ってやるよ
[01:57:42.400] ギャップを楽しむためのっていうとこでも
[01:57:44.960] あるわ確かに
[01:57:48.199] なあと誰いるんだっけえ
[01:57:52.920] あと誰解放すればいいん
[01:58:00.239] だえバーサエルフあリザードパピーと
[01:58:03.960] エビルプリストあこれ全部4回じゃない
[01:58:05.800] 全部ここじゃない全部5回リザードパピー
[01:58:09.040] とえエビルプリストねここだ全部
[01:58:16.440] [音楽]
[01:58:26.360] ボスじゃないと満足できませんボスっぽい
[01:58:30.280] 魔女の
[01:58:32.360] 子行きますよこれ
[01:58:35.560] はいエロソクの
[01:58:40.239] 子あいいですねメルもいいですね大丈夫か
[01:58:45.159] 生きてるかいいですよ私は何をあなたたち
[01:58:50.760] は誰
[01:58:52.400] 心配することはない俺たちは方だちょっと
[01:58:55.400] ビアンカっぽいよなドラクエ5の味方って
[01:58:58.360] 何の味方な
[01:59:00.520] のななんてことでしょうサーニャがそんな
[01:59:04.679] ことをしていたなんてあわからない何も
[01:59:08.079] 思い出せない君の名前は取り乱してごめん
[01:59:12.320] なさい私の名前はメルモ神に使えるです嘘
[01:59:17.000] つけその体でフックスの町の悪い噂を聞い
[01:59:19.719] てこの町にたことまではえてあメサにャね
[01:59:23.719] 早く町に戻った方がいいなメルモでポン
[01:59:26.880] そうですわね早く町に戻って恐怖において
[01:59:30.719] いる人たちに勇気を与えないそんなに恐怖
[01:59:33.239] においてないけどなみんなあなたたちも
[01:59:35.960] 頑張ってください邪悪なものに負けては
[01:59:38.599] なりまあることとあもちゃん死んだ
[01:59:43.760] よあもちゃんは去年死ん
[01:59:47.119] だろ去年だか今年だか忘れちゃったけど
[01:59:52.440] そうなんだアちゃんなくなりまし
[01:59:56.760] た
[02:00:00.840] はいなくなったのなくなったよ去年だった
[02:00:03.960] かなおおい大丈夫か
[02:00:08.199] およく
[02:00:10.440] ないよささげさげいいよ誰お兄ちゃんは
[02:00:15.400] ちょっとロリはるっこだね去年か私はリム
[02:00:22.320] ここはどこ魔女の塔の中ツインテ女子ど私
[02:00:27.719] がこんなところ
[02:00:31.760] にフェニックスの街がそんなことになっ
[02:00:35.000] ちゃったなんていいっすよ心配しなくて
[02:00:37.800] いい俺たちが救ってやるぜ本当お兄ちゃん
[02:00:42.719] かっこいいじゃおっぱいせろねサーニャの
[02:00:45.960] ことを知っているかいうん昔は優しい
[02:00:49.880] お姉さんで今は
[02:00:52.560] お姉さんじゃあ塔の中でサーニャとあった
[02:00:57.400] うんわからない何も覚えていないの私お家
[02:01:04.119] に帰りたい帰ろう帰ろ送って行こうかうん
[02:01:08.119] 大丈夫1人で
[02:01:09.920] 帰れるじゃあたるさん
[02:01:13.040] ありがとうパパにもたるさんのこと言っ
[02:01:15.800] とくあれこれ誰かの娘
[02:01:18.800] かよし宿屋行くぞお前ら
[02:01:22.480] 5連かと思ったら4連だ多分4連エエ
[02:01:25.040] シーン来るや1人ぐらいおっぱい見せて
[02:01:27.280] くれ頼む
[02:01:30.159] 帰ろこれ助けた女の子が夜宿屋に来て
[02:01:35.119] エッチなことしてくれる可能性があると
[02:01:36.840] いうたるさん一度セブをさせてください
[02:01:39.719] 一度セブをさせてくれ頼む頼むキエド頼む
[02:01:45.560] 頼むこんばんは頼む1人だけでいいエッチ
[02:01:49.040] な
[02:01:50.079] くださいエチなけりお帰り
[02:01:54.679] なさい
[02:01:56.639] 頼まエロ見せておおバーサかバーサーカー
[02:02:02.360] 来
[02:02:04.320] たよいか来てやったぜいいななん
[02:02:09.960] だなんだじゃねえよ来てやったんだよいい
[02:02:13.480] やんけいいよ来なくてまいいねおいや守で
[02:02:17.040] はなさそうだな今度あった時は1対1の
[02:02:18.960] 勝負って1対1の勝負かこいうのは勝手
[02:02:22.040] けど剣言ってぜ剣道だよめよつきつきつき
[02:02:27.880] だを倒した後にゆっくり相手をしてやるよ
[02:02:31.119] 昼夜を問わずね昼夜を問わずせっかく来て
[02:02:33.760] やったのに笑笑待て
[02:02:38.040] おい
[02:02:41.599] バカいや薄イベントなんやねんこれもっと
[02:02:45.360] くれよしもままとりあえずいいとりあえず
[02:02:48.280] まま誰か1人かかればええねん誰か1人
[02:02:51.239] かかればいいたるさんそう
[02:02:54.599] だまだ3人いるからな大丈夫あ間違えたお
[02:02:58.079] 墓行っちゃっ
[02:02:59.800] たピクシブで調べてうん変そうやっぱ
[02:03:05.599] ピクシブだよ
[02:03:08.040] なそうだなでもそれ不思議の海のナディア
[02:03:11.800] 出てきそう普通にそっちじゃないのもっと
[02:03:14.000] 有名な方のナディア
[02:03:16.320] が頼むもうちょっとエチなしにください
[02:03:20.679] 頼みますしてさんだ謎なんだ
[02:03:24.290] [音楽]
[02:03:26.599] な
[02:03:29.800] むこれ誰だっ
[02:03:34.719] けあれ誰だったさん
[02:03:37.840] えうんと明治あ気がないななんとか明治
[02:03:43.320] 師匠は死じあ死んじゃったね本やっぱり
[02:03:46.639] 魔法は使えないしこの目がエロいんだよな
[02:03:51.000] うん
[02:03:52.239] 急には無理だ
[02:03:54.559] けどそれにしてもここって綺麗な部屋ね
[02:03:58.079] うんいや君ほど綺麗じゃないよたるさんっ
[02:04:02.719] たらそんなことばっかり言ってるんでしょ
[02:04:05.320] いい雰囲気じゃないチェリーが元気になる
[02:04:07.480] のなら何でも言うよ俺は脱げありがとう
[02:04:11.480] たるさんって本当に優しいのねおかげで
[02:04:15.159] 少し元気が出たわ
[02:04:18.040] ありがとういやちょ薄い薄い薄い
[02:04:23.040] ういおっぱい出してくれ
[02:04:26.480] よ頼む
[02:04:28.719] よおっぱい見せてくださいたるさん
[02:04:31.599] ありがとうそうだななんでありがとうっ
[02:04:34.920] て今ので良かった
[02:04:38.920] 頼む1人どエロいの来いたるさんおかりな
[02:04:43.000] いや1匹ぐらいいると思う4人もい
[02:04:46.320] たらあと2人下あちょっと待よこれは来る
[02:04:50.480] ぞおこれはあるかもしれないぞかの押し
[02:04:53.920] だろたるお兄ちゃんベッドですあれれ無事
[02:04:58.400] に町に帰れたんだベッドですうんパパが
[02:05:02.320] お兄ちゃんのところに行ってこいって
[02:05:04.159] ベッドですパパがこんな夜中に何考えてる
[02:05:10.000] んだパパ通隣の街までお出かけなのそれで
[02:05:15.840] この街の中でたさんのとろが一番安全だ
[02:05:18.719] から止めてもらい
[02:05:20.639] なさい人かいいでしょねねましょうがない
[02:05:28.679] なあるかこれこれあるかこれあるかない
[02:05:33.760] ちょっともうちょっと
[02:05:37.040] ちょっとちょっと
[02:05:39.480] 配送ちょっとたるさんそうだなまあない
[02:05:44.239] やろなままないやな確かに倫理的にな未年
[02:05:48.159] だもん多分ましょうがないねリッじゃあ何
[02:05:52.040] あれPC版だったらあれもあの子もやれん
[02:05:54.400] のお帰りなさドスケベゲーム
[02:05:59.040] が頼むでラストプリースと来い
[02:06:03.480] よありそう待ってあるぞこれあるあるぞ
[02:06:06.840] これ疲れたなこれ絶対ある絶対ある絶対
[02:06:09.400] 来る絶対来るおい衝撃に
[02:06:13.880] 備えろ衝撃に備えろくくくるくる
[02:06:19.880] うおおく
[02:06:22.320] えなんだ来るぞお前
[02:06:26.320] ら正に備えるなんだか寝つけないあ布団の
[02:06:32.639] 中に何かあるぞくむ来たわだ誰だ
[02:06:41.840] あどどど私は
[02:06:45.400] 隣町チャラス
[02:06:49.400] チャラス広告やめれ
[02:06:52.040] それがんでこんなに神様にえる方がこんサ
[02:06:56.599] してやつらざしかしなんと申しましょう私
[02:07:01.320] でよければサクしてねざ今今ちょ今
[02:07:06.719] ちょうどCM入っ
[02:07:09.199] てるそこでご主人にご無理お願いしたらま
[02:07:12.920] どの部屋でも良いから休んでください
[02:07:18.119] てんのした
[02:07:22.119] いやあたでは私は休ませていただきますわ
[02:07:27.040] よもやとは思います神に使えるこの私に
[02:07:30.840] 対して心を抱きませようによく言う辛い
[02:07:35.760] これは目いっぱい辛いモンスターと戦って
[02:07:39.679] いた方
[02:07:42.239] がもいいの正直露出が少ないとかそうこう
[02:07:46.360] いうことに発展したという事実がエロいの
[02:07:49.199] よいいのこれで十分なんです僕
[02:07:53.320] は最高だねいいもん見れましたありがとう
[02:07:57.159] ございますなんか思ったあのさ各フロアに
[02:08:01.719] 4人ずつ女の子いるじゃん重要なのは事実
[02:08:04.639] そう事実重要なのは各フロアに4人ずつ
[02:08:07.559] 女の子がいて必ず1人はエッチだな1人は
[02:08:11.119] エッチだと思ういやまだまだまだ全じゃ
[02:08:13.079] ないよラばどこに行くのですそうだな1人
[02:08:16.760] はエッチだ
[02:08:19.199] わでももう行くとこないぜ
[02:08:22.800] これちょっと長老の行ってみるかもうだっ
[02:08:24.639] て拠点もないしねお尻
[02:08:28.559] かゆまだえ
[02:08:31.960] 点封じてみようかよ墓キャラもう終わっ
[02:08:35.599] てる
[02:08:37.079] や失敗したら取り返しが使全員作ってない
[02:08:42.520] のいや全員は救ってないよだって比べたら
[02:08:46.040] リカちゃんのエあったたるさんどこに行く
[02:08:48.960] のですかさすがそうだな戻ろう6階の奥
[02:08:53.800] だって6階の奥つってもよあるかまいいや
[02:08:58.159] 行ってみるますか行ってみる
[02:09:01.679] ますまただいぶエロシーン見たぜ
[02:09:07.119] 今日だいぶ
[02:09:14.079] エロアイテム持ってないん
[02:09:16.800] でしょうんー
[02:09:24.400] CM来た人いいよサブスクしてねえやつら
[02:09:27.599] にエロシーンなんか見せねえからいいんだ
[02:09:29.480] よそんなそんなクリップ作んなくていいよ
[02:09:32.880] サブスクしてねのが悪いんだから笑笑
[02:09:35.520] サブスクしてね今さっきエシンでたまたま
[02:09:37.880] サブスクが来てさあのCMが来てサブスク
[02:09:41.280] してないやつらがあ見れねえてなっざ
[02:09:46.480] 見ろいいよそんなサブスクしてねやらの
[02:09:49.639] ためになんかのあれが作んなく
[02:09:54.000] てこういう時のためにサブスクがあん
[02:09:58.400] [音楽]
[02:10:02.000] の
[02:10:04.639] えと戻る
[02:10:07.310] [音楽]
[02:10:08.960] かアーカイブサブ切りにするのやめ
[02:10:12.599] て俺どうしよっかなこのこのゲームだけ
[02:10:15.760] アーカイブサブゲにしようか
[02:10:18.199] なこのゲームだけ笑笑
[02:10:23.159] このゲームのアーカイブだけサブゲに
[02:10:24.840] しようか
[02:10:26.180] [音楽]
[02:10:30.159] なえそうじゃないだっ
[02:10:33.239] てサに
[02:10:37.000] しよう自分でサブスクしてるからってこ
[02:10:39.800] 強気ですミーちゃん
[02:10:42.160] [音楽]
[02:10:44.360] も抜
[02:10:46.559] ありがとにってや忍者エロ
[02:10:53.440] よしエッチ確認
[02:10:56.760] よし0歳で行こう
[02:11:01.159] よし
[02:11:04.690] [音楽]
[02:11:08.520] よし1人1人掛け替えのない人
[02:11:17.199] よし次は覚悟なさい
[02:11:21.520] 俺レベル30の大台に乗りましたかHP
[02:11:24.400] HP60も上がんの1レベでめっちゃ
[02:11:27.800] 上がるや
[02:11:29.570] [音楽]
[02:11:37.599] ん一応6階の奥行ってみますよもう1回
[02:11:41.559] じゃあ
[02:11:42.920] [音楽]
[02:11:51.880] あれもうこれ6回以外のモンスターって
[02:11:54.599] みんな解放してんのか
[02:11:56.960] な私のポチをいじめない
[02:12:03.720] [音楽]
[02:12:12.760] でもう点も全部いってんのんな
[02:12:20.750] [音楽]
[02:12:25.520] 次めちゃレベル上がるや
[02:12:30.440] んなんかもうでもクリアだと思うんだよね
[02:12:33.760] そろそろ
[02:12:35.040] ねここも全部覗いたしなここも
[02:12:39.420] [音楽]
[02:12:44.679] な入って左や
[02:12:48.440] ね入って左
[02:12:51.280] [音楽]
[02:12:56.119] いえ
[02:12:58.320] なここわかる
[02:13:03.000] かえこれさっきなかったやんこれだこ
[02:13:07.360] マップマップ埋まってるってことはさここ
[02:13:10.360] 通ってるじゃんなかったよなこんなのな
[02:13:14.520] フラグねケイトの原があるた時に何か床に
[02:13:18.800] 落ちる音がしたこいや分かるかこんなもん
[02:13:22.400] あ金の鍵
[02:13:24.520] だフラグ理フラグだったんだ昔の昔のある
[02:13:31.559] ある昔のゲームあるあるですねこれ
[02:13:35.000] ね1階に金の鍵やりましたよね行き
[02:13:39.000] ましょう行きます1回これもしか地下とか
[02:13:42.320] な違うかそう
[02:13:44.480] だ1回ちょっと宿屋止まって宿屋止まって
[02:13:51.199] けるおかり
[02:13:54.260] [音楽]
[02:13:56.520] なやややどややどややどややずやなそうだ
[02:14:03.040] やずやややでしょ
[02:14:06.079] それ
[02:14:08.599] おおじゃねえその大した大したあれじゃ
[02:14:12.159] ねえ
[02:14:15.079] だろばあちゃんの
[02:14:17.960] 口癖うがいて洗いニンニクら
[02:14:21.800] あそれと違うんだっけややややややってな
[02:14:24.679] んだっ
[02:14:26.400] けなんかクズクズのあれだよ
[02:14:32.520] な中に入ろ
[02:14:36.320] ぜ
[02:14:38.559] あレッドリザード来た
[02:14:43.719] ねあ一の会社な
[02:14:46.440] のレッドリザードいやこれはいいんだけど
[02:14:49.800] さでもなくにやる
[02:14:51.880] ことレッドリザード来たあとまだ開かない
[02:14:55.040] とこあったっ
[02:14:56.040] け端っこ開かないっけあここも開かないわ
[02:15:00.199] ここも開かないっ
[02:15:04.280] す
[02:15:06.159] おおいおいおい大番ブルメだな今日も
[02:15:12.440] なはいケンタウロスこれ多分6回の
[02:15:16.360] モンスターだな6回のモンスターをこれ
[02:15:19.960] で全員救助すればいいん
[02:15:22.760] だということはこっちにもあるぞほら
[02:15:31.880] な
[02:15:32.890] [音楽]
[02:15:35.480] う忍者のよしよし
[02:15:39.520] よしオッケーじゃこれでまたもう1回6回
[02:15:42.520] に行ってもう1回6回に行って全員をれ感
[02:15:48.760] エチ確認よし
[02:15:53.410] [音楽]
[02:15:56.079] なるほどねこれで全員女の子を助けること
[02:15:58.199] ができたってことかやべマジで
[02:16:00.000] エンディングあるぞ
[02:16:03.400] 今日いや忍者エロいよ絶対忍者絶対
[02:16:08.559] エロい俺はエッチできると思ってる
[02:16:11.080] [音楽]
[02:16:13.199] 正直忍者とはやれると思ってる正直
[02:16:19.079] ねよは属性入ってるから
[02:16:23.500] [音楽]
[02:16:26.320] な
[02:16:28.119] やり目
[02:16:31.920] ホックああはいレッドリザードねはいはい
[02:16:35.319] はいはい
[02:16:39.679] はいああいいですよあララじゃんあララだ
[02:16:44.399] ララ来ましたララララクロフトまあ鼻が
[02:16:48.679] 垂れているぜラララべんここはどこララ俺
[02:16:55.120] だよたるだたるさんですってどうして私と
[02:16:59.319] 一緒にいるのララちゃんランドセルラ私が
[02:17:02.760] モンスターにまさかララちゃんランドセ
[02:17:05.319] ルって何本当さわかんねでっかいリザート
[02:17:09.280] を連れてたリザートじゃなくてリザート
[02:17:11.599] じゃないのやだ私の売りが大嫌いな何ラ
[02:17:15.559] ちゃんする知らない怖たるさんイブはイヴ
[02:17:18.399] はもう助かってるよ心配いらないよの女
[02:17:22.719] そうなんだかんだモンスターとしては
[02:17:24.880] マミーエロかったよねそう無なのねよかっ
[02:17:29.000] た
[02:17:31.000] ランドセル
[02:17:32.090] [拍手]
[02:17:33.319] はてランドセルカチが出てくるあれ
[02:17:37.679] 何かしらこれはおっとあらそれは点の一部
[02:17:42.399] じゃないか
[02:17:44.139] [音楽]
[02:17:45.200] あ第28エビル
[02:17:51.479] だこれで全員分
[02:17:54.800] だもうエロエロもうええもうエロの
[02:18:04.200] えこれじゃエンカウントしねんかつまら来
[02:18:07.639] て
[02:18:09.920] くれららら来たやんはいケンタウロス
[02:18:14.599] ケンタロスもやったロース
[02:18:19.559] [音楽]
[02:18:21.160] やだ助けて近寄らないでそれ以上近づい
[02:18:26.519] たらおいおい俺はモンスターじゃないぜ隣
[02:18:31.359] のこの男は熊の子孫かもしれないねうん
[02:18:35.840] これは
[02:18:37.070] [音楽]
[02:18:40.639] エロうになっちゃってなさんみたい
[02:18:44.280] じゃになっちゃってさんみたいだね
[02:18:48.559] [音楽]
[02:18:50.960] もみと同じ
[02:18:52.880] か私は君じゃないわアミーっていう名前が
[02:18:57.800] ある可愛い
[02:18:59.280] 名前じゃあアミ町に戻って家の人を安心さ
[02:19:03.760] せた方が
[02:19:04.900] [笑い]
[02:19:07.439] いい動物のようなうん動物みてなエッチっ
[02:19:12.719] てことなは
[02:19:13.960] なえ尾かもしれん俺たちは凶のサーニャに
[02:19:19.639] 合わないとな
[02:19:22.559] 分かったじゃどうもありがとうありがとう
[02:19:25.960] ございますまた待で会いましょうマジここ
[02:19:29.399] 数日間女の子のリスナーが1人もおら
[02:19:33.240] [音楽]
[02:19:33.650] [笑い]
[02:19:35.160] んやっぱ受け悪いんだな女の子にマジで
[02:19:40.439] 1人もいなく
[02:19:42.559] ない今日はガチでいないねえやばいよやっ
[02:19:47.719] 受け悪いんだな下ネタってなエロゲって
[02:19:51.280] 女の子にはいエビルプリストも行き
[02:19:54.760] ます
[02:19:57.840] 絶滅やべえじゃんもう子孫反映できなかっ
[02:20:00.680] ちまったあなたたは私はどうしちゃったの
[02:20:04.560] 結ここはまさかけしかいねえから
[02:20:08.560] な
[02:20:10.120] ごと私は
[02:20:12.120] メシアあなたたちは誰
[02:20:15.680] です私が魔女ですってそをいえば自分の体
[02:20:21.479] が自分のものじゃないみたい何か気味が
[02:20:24.439] 悪いわ早く街に帰って休みたいああ気を
[02:20:29.000] つけてね最ももうモンスターも残り少ない
[02:20:32.560] から出くわすこともないだろうけど
[02:20:36.040] ありがとうあなたたちも気をつけてオん
[02:20:41.920] であともう1人だよなあと忍者だラスト
[02:20:45.200] ラスト忍者忍者忍者忍者出てこい1番を大
[02:20:49.200] 本命
[02:20:51.040] 大本命忍者出て
[02:20:53.830] [音楽]
[02:20:57.600] こい忍者が一番エロいんだ
[02:21:02.060] [音楽]
[02:21:04.040] からあいい
[02:21:07.160] ねお前ら見えるかあのお尻のお尻のこのお
[02:21:11.520] 尻のこのちょっとちょっとプリンとした
[02:21:13.479] ところおいこれお尻のこのちょ
[02:21:16.479] ちょっと尻肉がこう乗っちゃってるところ
[02:21:19.960] あの肉変よ分かってるなお前とはいい酒が
[02:21:24.439] 飲めそうだどうしたんだいきなり
[02:21:27.920] 男の人って嫌いなのなのままたまたまた
[02:21:31.840] またまた嘘をつくんじゃないよちへ行って
[02:21:35.280] よまたまた
[02:21:36.680] ああちゃんと町に帰るんだぜじゃあねいや
[02:21:41.840] 平にはかわんかもなここどこなのここは
[02:21:45.920] 魔女の塔の中さ魔女の塔ですってそこには
[02:21:51.000] 入ってはいけないはずだわいいんだよ君
[02:21:54.080] たちはフリーパシだったんだ
[02:21:56.520] からそうあなたたちが助けてくれたのね私
[02:22:01.359] の名前はターニャちょちょっと近づかない
[02:22:04.399] でえなんだよ本当に男嫌いなんかこういう
[02:22:10.680] やつが夜になったら積極的なだ教てくれれ
[02:22:13.680] ば1人で街に帰れるから待ってるよ
[02:22:18.000] あっち
[02:22:19.520] そう
[02:22:21.840] さよならよしよしや行くぞよしこれ1人は
[02:22:26.200] 絶対エッチですよ言っときますけど言っ
[02:22:28.760] とくけど絶対1人はエッチだと思います
[02:22:31.280] いやもうラストだからもう全員エッチでも
[02:22:33.280] いいんだけど
[02:22:37.560] なさああケトもなあこれで全員救ったんだ
[02:22:43.760] 長老のところに行って相談した方がいいん
[02:22:46.600] じゃないかしらか忍者来たら今日します
[02:22:58.280] あたるララのイベント来じゃないかと思っ
[02:23:01.720] たけどんだからな違ごめんねここで
[02:23:04.560] イベントがあってもう宿屋来ますふんふん
[02:23:07.000] これもジがそうだったからさっきは助けて
[02:23:09.680] くれたのにお礼も言わないでいいって気に
[02:23:13.399] してないよとこれがまたパターン通り
[02:23:17.080] ありがとうたるさんも怪我をしないように
[02:23:19.720] 頑張ってね
[02:23:21.000] ほんでもって手も握らないうちに変えられ
[02:23:23.520] てしまうってとこもパターン通りつれえな
[02:23:26.640] 大丈夫だよその後パターン破ってくる
[02:23:30.600] からこれ宿はまだあるよまだ悲観するのは
[02:23:34.520] 早い1回セーブしよう1回セーブを挟み
[02:23:38.920] はい宿屋行きますよろしくお願いします
[02:23:42.120] 多分ラストですよねこれが多分ねさんだお
[02:23:46.279] 帰り
[02:23:48.230] [音楽]
[02:23:49.439] なさい来る
[02:23:52.040] ぞあえ誰えめっちゃ
[02:23:55.600] [音楽]
[02:23:56.920] 可愛いあれ誰だっけアミーか私の方から来
[02:24:02.600] ちゃった可愛い君は確かケンタウルスだ
[02:24:06.520] いいですね
[02:24:08.319] ケンタウルスエ何のことあいや別にいいん
[02:24:12.200] だもんノーブラや乳首浮いてらどうも
[02:24:14.359] ありがとう助けてくれてどういたしまして
[02:24:18.080] 街の女の子からあなたのこと聞いたのあな
[02:24:21.920] たてもう街の有名人よま有名にも色々と
[02:24:26.359] あるからなロラぽいあなたのファンになっ
[02:24:29.600] ちゃった俺たちがメサーニャを倒して
[02:24:33.080] 元通り若い男たちが住むようになった時に
[02:24:36.319] 同じことを言ってくれたら嬉しいね言うわ
[02:24:40.040] 絶対に私はほんじゃそうなった時を楽しみ
[02:24:44.520] にしているよ
[02:24:47.520] うんうんまエロはないですか可愛いけどね
[02:24:53.080] エロはなかったないやでも絶対1人はある
[02:24:55.840] ワンフロアワンエロワンフロアワン
[02:25:02.439] エロなんや
[02:25:05.319] ねん誰や誰えっとあたるさんあのうんうん
[02:25:12.399] あの強いやつねあこんなところで何をして
[02:25:14.680] いるのほらいい天気
[02:25:17.960] でしょあんまり気持ちがいいんで
[02:25:20.880] 日向ぼっこしているの人の部屋で
[02:25:23.800] 日向ぼっこか人の部屋なのこれまでも体の
[02:25:27.720] 調子もだいぶ良くなったみたいだな
[02:25:31.279] ありがとうこうしてお話ができるのもたる
[02:25:34.600] さんのおかげね俺1人の力じゃないさ
[02:25:38.359] こっちは日です見えてそういう謙虚な
[02:25:41.720] ところが母性本能をくすぐるわあらじゃあ
[02:25:45.240] 今度俺がに慰めてくれよるぞいいわよ
[02:25:50.560] たけるさんだったらいつでも元気づけて
[02:25:56.760] あげるだってさ
[02:25:59.720] みんな元気を沈めてほしいぐらいなんです
[02:26:02.520] けどもねどちらかと言うとおやれどちらか
[02:26:06.319] と言うと
[02:26:10.160] ねまだあるぞたるさんだお帰りなさいまだ
[02:26:15.359] ある
[02:26:16.640] ぞまだあるぞ
[02:26:22.479] オ待ってこれはエロエロそうエロそうエロ
[02:26:25.880] そうエロそうエロそう
[02:26:29.200] ですえびっくりした何も言わないで立っ
[02:26:33.279] てるからこれはあだってさっきは驚いて
[02:26:37.439] ちゃんと礼も言わなかったししかもこれ
[02:26:40.439] 待って忍者だわざわざ来てくれたんだ忍者
[02:26:43.240] です無理しなくていいのにだけどいつまで
[02:26:47.359] もこんなじゃいけないと思ってっあるぞ
[02:26:50.840] なんでまたそんなに男が嫌いなんだだって
[02:26:54.680] 不潔で毛が体中に生れているし骨だって
[02:26:57.520] ゴツゴツしているしすぐ女の子を騙すし
[02:27:00.720] いやらしいし変なところばかりじろじろ
[02:27:03.000] 見るしだボロボロに言われてるな私の胸と
[02:27:07.560] か足とかすぐに見るんだもんまそれはそう
[02:27:10.200] うんでもまそれは君が魅力的だってことだ
[02:27:13.960] ラまとにかく君の男嫌いのわは分かったよ
[02:27:17.920] だからもう家に帰んなさいまでやなある
[02:27:21.040] まだあるまどうしたんだダて
[02:27:25.359] あこのままじゃいけないなどどういう涙の
[02:27:29.840] 吹き方なのそれに若い男の子がいないから
[02:27:32.680] どういう涙の吹き方なんだよお前下全部
[02:27:35.760] 出してこうやってくか俺がそれでけばいい
[02:27:39.120] じゃんおかしいだろだから長老に相談し
[02:27:42.920] たらたさんだったらなんとかしてくれる
[02:27:46.240] だろうだけはわからない笑笑だねないおけ
[02:27:51.800] に雷が怖くて1人じゃ眠れないしエだね
[02:27:55.960] 分かったよ分かったから泣き止んでくれっ
[02:27:58.720] てエだ
[02:28:01.080] ね朝まで一緒にいてあげるからそうして
[02:28:04.760] いれば君の男嫌いなんて一晩で治っちまう
[02:28:07.960] よ本当におエチするやんこれなもちろん
[02:28:11.319] 本当
[02:28:12.399] さしかしまたこのパターンか末前置かれて
[02:28:18.040] も食えないんだもんなお前がうか
[02:28:23.880] それゲーム側がそう末然置かれても食え
[02:28:27.359] ないんだよなまあまあまあでもまあ
[02:28:30.760] まあまあまあまあまあいいか以上です以上
[02:28:35.479] ですはい以上となりますこれもうないよね
[02:28:39.160] 食えなかった
[02:28:42.279] かたけるさんだもうないよ
[02:28:46.840] ねさすがにもうパコ
[02:28:51.640] セリフ違うどころが全員エッチできるよ
[02:28:54.040] パソコン版
[02:28:55.439] はそう
[02:28:58.319] かなるほどなあとはあのあれだなあのなん
[02:29:02.040] だっけえっとケイトだなケイトとあれだけ
[02:29:04.160] だなあとはなうんまあまあまあまあまあ
[02:29:08.319] まあまあまままままメサにャまかメサにと
[02:29:12.720] エッチ
[02:29:13.680] するまさかのメサにエッルートかパソコン
[02:29:19.359] 版にする皮肉で差し替えられたんだろうね
[02:29:22.439] どうだろう
[02:29:27.760] ね大本命来た大
[02:29:32.640] 本命ま長老の家行きますか全員助けた
[02:29:38.340] [音楽]
[02:29:43.200] よままだケイトがいるからるたちかどう
[02:29:47.560] やらケイト以外の女の子そうだねは街に
[02:29:50.800] 戻ったようじゃの助けましたよ町中のもの
[02:29:54.640] がお前たちの力を称え感謝しておるがトの
[02:29:59.319] 乳首が最まだ心の底から言わえんのじゃよ
[02:30:04.560] そうさーにャはメサにャどこ行っちゃった
[02:30:08.200] の奴がこの町から出ていったとはとて思え
[02:30:13.359] んそうなるとケトが言ったことが余計に
[02:30:18.960] 引っかかるのいやそうだケイトは確かに
[02:30:23.279] 言った私を探すためには何かが必要だと
[02:30:28.640] そうそして俺たちはそれが何かを知って
