[00:00:04.720] 1コメ検討1
[01:50:28.520] ない配信ゴーストとかやってみてえけどさ
[01:50:32.040] よ笑見せられないよねあれさすがにな人に
[01:50:35.040] は
[01:50:41.719] なやってみたいけど
[01:50:46.000] ねやったことあるんだえやったことあんの
[01:50:49.480] 見せて
[01:50:51.040] みろでも笑うよあれ本痛い痛いやっぱり
[01:50:55.400] あれ痛い痛かっ
[01:51:02.119] たゴスやってみてんだよな気持ちいい
[01:51:06.400] でしょあれ
[01:51:07.560] 絶対痛いけどやっぱ痛いんよ
[01:51:11.599] ね鼻毛なんて痛くて抜けないよ痛いより
[01:51:15.599] おもろい俺ちょっと俺でもね痛いの
[01:51:17.840] ちょっと好きだからこうちょっと痛い
[01:51:20.560] ぐらいが
[01:51:23.239] 何を言ってん
[01:51:24.800] の何を言ってん
[01:51:32.920] のああやってみようかなゴス女の子にだっ
[01:51:37.159] たら踏また瞬笑まま確になドなだけある
[01:51:41.199] そうなんですよねいやでもね違う俺ドMは
[01:51:44.119] ドMでもそういうドMじゃねえんだって何
[01:51:46.119] 回も言ってるけど痛い
[01:51:48.920] の好き嫌いじゃないじゃないだよ
[01:51:54.320] なお前らにはわかんねえだろうなこの尋常
[01:51:57.360] な気持ちそういうんじゃねえんだよい俺は
[01:52:00.040] 神的ドMだもん精神的ドMそういうこと
[01:52:02.760] です
[01:52:03.960] あのそういうこと
[01:52:06.159] ですうんそういうことそういうことだね
[01:52:09.719] なんかその攻されたそういうことだね
[01:52:12.679] 分かってるねなあの鞭とかロソとかで
[01:52:15.440] なんかやられたいとかじゃないんだよね
[01:52:16.800] なんか
[01:52:17.719] そのぎっ
[01:52:20.800] てうってなりたいんだよ分かる分かるや
[01:52:24.840] 分かるよなこれ分かるやついるよねやっぱ
[01:52:26.520] ね俺もそうそうだねだよねだよね男って
[01:52:29.960] 割とそうのはいるよな赤い
[01:52:32.639] ぞなんか
[01:52:36.000] こうぎゅってなりたいんだよ
[01:52:42.920] ねあいいやでうんちゃんのその反応もいい
[01:52:46.360] ですね攻めてもあまりにひいやそうそう
[01:52:48.679] そうそういやもうそうそうなんですよ
[01:52:50.760] みんながお前分かってんなそうあまりにも
[01:52:53.480] なん人格否定とかやめてほしいなんかそん
[01:52:57.560] のはやだそんなはちょっとやだ
[01:53:03.079] ねなんか
[01:53:05.119] こう持てそばれたいんですよね落ち込ん
[01:53:08.679] じゃうもんねそう落ち込んじゃう普通に
[01:53:10.920] 本当ごめんねってなっ
[01:53:13.719] ちゃうそのね微妙な加減
[01:53:19.639] がでもSにもMにもなれる
[01:53:23.159] かみんか先輩までの扱いわかってらいや
[01:53:27.320] わかあいつはちょっとやっぱ俺と同じ感性
[01:53:29.719] を持ってるねさすがだ
[01:53:32.239] わ弱何それジャイロボールって
[01:53:37.639] 何ああもうレベル上げもしんどくなってき
[01:53:41.360] たしもう行っちゃおっかなほほほほほほ
[01:53:45.040] 笑sにもMにもなれるの特だよな
[01:53:50.119] えどちらか一方にこう突き抜けたヘビー
[01:53:53.800] ボンバー何ヘビーボンバーっ
[01:53:57.159] て重たい体にぶつかって攻撃する自分が
[01:54:00.199] 相手より重いほど威力がかかるふなんか
[01:54:02.840] ジャイルボールだのヘビーボンバーだの
[01:54:04.719] なんか難しい技が多いな鋼技って
[01:54:07.599] なあ巨ンって体重何キロこいつ何キロ
[01:54:11.400] ぐらいあんの500kmぐらいある相手に
[01:54:13.800] 合わせて気づいたらどっちにも慣れて
[01:54:17.440] たいいですねお得ですねこれどっちこれ
[01:54:21.880] これ
[01:54:23.119] これこいつって体重重いよ
[01:54:26.159] な相手の反応見て対応変えても自分も
[01:54:29.840] 楽しめいやまあでも俺は
[01:54:34.079] やっぱいいかな時間見れば分かるよだて
[01:54:38.400] 図鑑見れないじゃんだって今図鑑見れない
[01:54:41.159] もんだってこれ図鑑見るたびに覚えるか
[01:54:43.000] 覚えないか選ばなきゃいけないや
[01:54:45.639] んいやでもジャイロボールよりはいっか
[01:54:49.320] ジャイロボールよりは俺ヘビーボンバーの
[01:54:51.239] 方がいい気がするな
[01:55:01.079] うんジャイロボールよりヘビーボンバーの
[01:55:03.000] 方がいいでしょ
[01:55:07.840] 多分これ多分おいただその人を好きなだけ
[01:55:12.320] やねん何を言っとんねんさっき
[01:55:15.520] から何を言ってんだよリスナーの政治情
[01:55:19.119] 興味ねえ
[01:55:21.320] よ
[01:55:24.800] えっとえっとね体重が見
[01:55:34.960] たいあれどこ
[01:55:37.560] だ
[01:55:42.480] 痛いああ意外と軽いな187kgかま言う
[01:55:47.800] てもほとんどのポケモンよりは重いよね
[01:55:49.840] 多分ね
[01:55:52.639] もうこれ行っちゃうか
[01:55:55.920] な治語りたまに聞くとおもろいなたまにな
[01:56:00.599] でもなんか最近なんかそんなんばっかな気
[01:56:03.040] がする茶1人分じゃないふざけんな2人分
[01:56:05.520] ぐらいある
[01:56:06.679] わが番重いのかホルが一番でかくて思あ
[01:56:10.960] 重いのはグラードンだったはず重い
[01:56:14.000] 950kg調べてみてこれ当たったら
[01:56:16.639] すごくないどんだけポケモンなんだ
[01:56:21.239] よ50でグラードンが1番重かった
[01:56:25.960] はず昔までは950kg
[01:56:30.000] そうグラードンって確か1番重いんじゃ
[01:56:33.280] なかったかなあ止まっ
[01:56:35.880] たちょもうちょっとレベル上げしたら行き
[01:56:38.280] ますか
[01:56:43.599] ねグラードンってどんな顔してたっ
[01:56:48.199] けこれだよこれ
[01:56:55.119] 筆箱耐えれる重さ何筆箱耐えれるそんな顔
[01:57:02.599] だ当たってやがる当たってやがる泣き声だ
[01:57:06.840] 泣き声だけじゃない鳴き声だけじゃ体重も
[01:57:10.119] 行けますとどんだけだよ自分でも
[01:57:13.040] やんそんなことにな脳みその容量どんだけ
[01:57:16.280] 使ってんねん
[01:57:17.440] ポケモン説明は
[01:57:22.480] ったポケモン
[01:57:24.000] みたいなんなんだっけ大地をえ昔大大昔に
[01:57:31.280] 第一を広げて戦ったポケモンああじゃねえ
[01:57:34.239] こうじゃねえどうのこうのみたいなそんな
[01:57:35.960] 感じなかったポケモン説明逆に説明文言っ
[01:57:40.719] てくれたら俺言えるよポケモン当てると
[01:57:43.000] 思う逆にそっちもあるよ説明文を今
[01:57:46.239] コメントで書いてもらったら当てれと思う
[01:57:48.239] 大体
[01:57:53.639] その遊びいいな新たな遊び出てきたなたら
[01:57:56.719] グラードンが番重そうだよねそうでしょ
[01:57:59.280] そうそうそう最新はわかんないけど原子
[01:58:02.440] グラードンがわかんないもんそのなんか
[01:58:04.239] アルファサファイアだのアジャカジャ
[01:58:05.920] でしょ多分
[01:58:07.800] それまやってみたいけど
[01:58:11.360] ねバハ長くて鋭い一生伸び続けるので硬い
[01:58:17.960] もをかじって削るそれラッタがコラッただ
[01:58:21.599] それが更に発達しスーパーコンピューター
[01:58:25.040] それあれそれ
[01:58:27.000] あれれ
[01:58:32.199] メタス絶対メロスマンそれラッタだっけ
[01:58:37.520] コラッタかいて
[01:58:39.440] たいや書いてない書いてない書いてないえ
[01:58:42.520] フーディじゃないしだって置いた
[01:58:45.840] フーディえの草
[01:58:52.480] という美しい羽を広げて相手を威嚇する
[01:58:55.840] 真っで空を
[01:58:57.920] 飛び回るえピジョット
[01:59:01.199] マッハ2で空を飛ぶってピジョットとか
[01:59:03.639] じゃない違ったかな
[01:59:06.520] おそすごくない当たんだぜ解でしょ当たん
[01:59:14.440] ねんえ別名歩きメですってい手足を持つ生
[01:59:19.880] とした姿に暗闇で遭難した人の命を狙い影
[01:59:24.280] に潜り込んでチャンスを伺うまた周りの熱
[01:59:27.320] を奪う質でありがつもう読むの疲れたえ
[01:59:32.880] ガーあゲンガーだなそれ全然ゲンガーだわ
[01:59:35.920] ガーガー
[01:59:37.280] ガえそれ何の説明文読んだことない今まで
[01:59:42.000] の今までの俺の始めたがポケモンの配信を
[01:59:45.719] 見たいがた出中をりし休みをす
[01:59:52.400] それそれはんでしょ
[02:00:03.159] バタフライリンクの
[02:00:24.239] 模型式が少ないため幻のポケモンと呼ばれ
[02:00:26.079] ていた脱皮した川が見つかっている
[02:00:29.639] えなんだべじゃないよゴルダックじゃない
[02:00:33.320] ん
[02:00:35.520] だあと1レベあと1上げたらもう行こうあ
[02:00:40.079] ニョロボン
[02:00:41.280] ねこれパの説明分
[02:00:47.360] あ
[02:00:49.159] え脱皮した川が見つかってる
[02:00:53.520] えなんだろうわかんねえ
[02:00:58.560] な
[02:01:01.840] 縄
[02:01:03.360] しし
[02:01:05.239] 容赦えれ
[02:01:08.320] ボスゴドラ
[02:01:11.520] ボスゴドラかバンギラスだとあミニかあ
[02:01:16.320] ミニねあ確かに確かに確かにあ言われて
[02:01:19.560] みればそうか
[02:01:20.920] もギラスゴードラカギラスだよ
[02:01:25.560] ねまあゴドラだと思うなゴードラだと思う
[02:01:29.280] えっとねゴ
[02:01:31.520] ドラバラはね山をね寝床にしてるんじゃ
[02:01:34.480] なくて山を食うんだよ山を1個食べるとか
[02:01:38.119] そういう説明だった気がするドラ3Mある
[02:01:41.960] そうバンギラスは山を1個食うんだよ確か
[02:01:45.880] ギラスだったかなんだか忘れて枕
[02:01:53.040] 欲しい販売するべえかな俺のチマゲーム
[02:01:56.520] 抱き枕
[02:01:58.239] 可愛いチマゲーム抱き枕はどうチマゲーム
[02:02:01.440] 抱き枕はグッズとしてあのよくなんかあん
[02:02:04.400] じゃんなんかあのエッチなエッチなさあの
[02:02:07.880] アニメとかのさなんかこうやってやってる
[02:02:12.040] 作るべよ俺の抱き枕なです作るべ俺がこう
[02:02:16.079] やってやってるの枕てたようなぷよぷよし
[02:02:20.239] てそう長6.6m体重
[02:02:24.560] 8kgサンドバッグにするわ作るべえよ俺
[02:02:28.520] のエロ抱き枕すげえセクシーなえ鼻が硬く
[02:02:33.920] なる前に強い衝撃を受けると中身がしまう
[02:02:38.960] ので注意トルトランセル
[02:02:42.199] なサンドバックにするね伝説の鳥ポケモン
[02:02:46.280] 空気中
[02:02:47.679] の作り出すことができる需要需要ある
[02:02:51.320] でしょて裏脱いでるやつ裏は脱いでるやつ
[02:02:55.480] 裏裏が裏がちょっとあの裏がちょっと裸の
[02:02:58.920] やつね
[02:03:01.840] うん長身出ちゃうんだよそうそう
[02:03:04.719] そうもう行こっかなしてんのマジ
[02:03:10.239] でも行けるやろ走り出したら止まらないが
[02:03:15.800] 小さいので走っている理由を忘れてしまう
[02:03:19.400] ほど頭が悪いのだプリントされただ枕
[02:03:23.159] なんて恥ずかしくて使えないよね笑笑おお
[02:03:26.440] 使ってるやついるかもしんねえだろうがよ
[02:03:28.880] も
[02:03:29.560] ひどいあじゃないかごめんにでの枝に
[02:03:35.400] 絡みついたり自の体をぐぐるて休んで
[02:03:40.000] いるをしたにに頭をけて威嚇を行えるよう
[02:03:44.639] もうのれがプリントされたの
[02:03:51.960] にすアボ
[02:03:57.239] アーボこらじゃ解あアーボかやだ
[02:04:01.480] 恥ずかしい笑使え
[02:04:04.079] よやったぜちゃまゲー抱き枕発売中
[02:04:08.559] 1万円全身に素直まともういいってもう
[02:04:12.760] いいやもういいもういいもういいもういい
[02:04:15.480] もういいポケモン説明分クイズもいいよ手
[02:04:18.159] うん水砂をまこでえバキから体
[02:04:22.400] ポポあヒポポタス
[02:04:26.960] ね視聴者増え
[02:04:29.360] た増えてねえ
[02:04:31.599] よ増えてない
[02:04:34.880] です1000円じゃ売れねえ
[02:04:37.639] な笑え増えてなくない増えてねえよ元々
[02:04:42.679] 30人ぐらい見てたべ見てなかった
[02:04:46.639] かより一緒に寝てくれよあそういうこと
[02:04:49.679] 言っちゃう
[02:04:52.000] そういうこと言っちゃうあら大胆なんだ
[02:04:55.280] ね大胆なんだねいいですね大胆な子はいい
[02:05:00.920] です
[02:05:02.520] よ大胆な子はいいと思い
[02:05:06.880] ますネポ500万でやるかじゃあチネポの
[02:05:10.440] 死を数えてますの
[02:05:12.679] ねチネポ500万であれしよっかな
[02:05:19.159] じゃあ女の子にそんなこと言われちゃうと
[02:05:21.440] な
[02:05:22.400] 需要なんで需要あるだろはい60レベを
[02:05:26.360] 転がす悪いやつだよほ悪い女だよるとこ
[02:05:29.880] 間違えた
[02:05:31.800] わよしよし行こうよし行こうぜもうもう俺
[02:05:35.360] もう行くよ長でその人の道拳
[02:05:39.280] 行こうそれきついよ俺仕事なんだもんやり
[02:05:42.960] たいけどねそういうことねそういうこと
[02:05:45.559] やりたいけど連続し100じゃ無理だほぼ
[02:05:48.000] みんなこ達成してるよやまた呼ぶよやだよ
[02:05:50.800] 行かねえや姿で生まれ人間になりたいと
[02:05:54.079] 願いながらと戦う自分茨です茨だって
[02:05:58.719] いけるな確かに
[02:06:05.079] な妖怪人間妖怪人間
[02:06:10.280] 笑闇に紛れて
[02:06:14.880] 生きる俺たち妖怪人間なのさ懐かしい
[02:06:21.960] あれアニメめっちゃ怖かったよ
[02:06:24.400] ね世代が分かる視聴者俺世代じゃないけど
[02:06:28.480] 知ってるドラマもやってたよな昔な君の
[02:06:32.360] 叫びで僕は
[02:06:33.920] 目覚めるそれは妖怪君だろお妖怪じゃねえ
[02:06:38.280] それ妖怪君のしかもドラマの方だろうがよ
[02:06:40.639] かわかん
[02:06:42.280] ないそれあれだあれだ嵐のモンスターだろ
[02:06:45.480] が野君のやつ妖怪君だって怪君だ怪君だ
[02:06:50.440] 妖怪君じゃねえやごちゃごちゃだよ忘れた
[02:06:53.840] 妖怪君く妖怪君じゃない怪物君ね野君の破
[02:06:57.159] 物怪物君かねみんな行く
[02:07:00.520] よまリザポは置いてかなきゃいけねえ死ん
[02:07:03.520] じまったからな怪君見てた君は見てたんだ
[02:07:07.800] 無理だっ
[02:07:08.880] て
[02:07:10.719] あれがいる無理だってね間持って方がいい
[02:07:14.520] よレベルけばっかしてるやつ持った方が
[02:07:17.159] いいよにわからんす霊にはわかんねえよな
[02:07:20.679] 妖怪人間なんて
[02:07:23.119] な明日もポケモンだねいやもうこれで無理
[02:07:27.639] だったら
[02:07:28.719] 無理もうだってこれもうリザードン連れて
[02:07:31.639] いけないのやばい
[02:07:34.119] でしょおめえらのために俺が連れて俺が
[02:07:37.559] やってくるお墓見てお墓昔のブリーチとか
[02:07:40.159] 黒とかしかわからん昔じゃないねん
[02:07:43.000] ブリーチも黒羊
[02:07:44.800] もブリーチと黒執って昔じゃないからね
[02:07:49.400] こないだだよ
[02:07:52.320] 昔じゃねえんだよ全然60になったよ
[02:07:55.280] 懐かしいな黒羊とかね全然昔じゃねえよな
[02:07:57.840] それ最近だよなルン対面でリザードン
[02:08:01.320] 突っ張るのま悪かったなめてたわそんな
[02:08:03.800] 強いと思わんかったワイルドボルトって
[02:08:05.480] そんなやばいんだねそんなやばいと思わ
[02:08:07.920] なかった鈴宮はるとか俺の姉ちゃんがだっ
[02:08:10.520] て高校生の時に踊ってたもんん違う鈴宮は
[02:08:14.079] じゃないか
[02:08:16.320] 昔霊が生まれる前22000年前じゃない
[02:08:20.280] と昔って言わないあでもまあでも2000
[02:08:22.360] 年初期は俺も昔かなまだガキだったから
[02:08:25.520] な201何年ダメだってそれブリーチとか
[02:08:29.079] あまブリーチは2000年だかでも
[02:08:32.040] アスタリスクとかな1万年と2000年
[02:08:35.119] うわあなんだっけ
[02:08:36.920] それエクセリオンみたいなやつね忘れ
[02:08:39.559] ちゃったけど俺も見てないからわかんね
[02:08:40.920] 行くかおいみんな行くぞじゃん笑見上げた
[02:08:44.320] よ空に見上げたよ空の星たちの光どうだか
[02:08:48.520] どうだかどうだかどうだかなんとかでなん
[02:08:50.719] とかだぜなんとかなんとかるんるんなんと
[02:08:53.559] かなんとか2004だも2004年か
[02:08:56.199] 生まれる前じゃんアクエリオンか創生の
[02:08:58.880] アクエリオンねちょっとエッチだよねあれ
[02:09:01.199] あのアニメねなんか気持ちいい合体して
[02:09:04.280] 気持ちいっていうやつでしょあれちょっと
[02:09:06.079] エロいよせななんとかぜのやつ笑よしゃ
[02:09:10.480] みんな行くぞもう泣ても笑っても前だから
[02:09:13.719] ブリーチ昔の確かにブリーチ懐かしい
[02:09:16.880] なでも俺小学校の時にさなんか死んねえ
[02:09:19.719] けどさブリーチが流行っててすごくなんか
[02:09:23.400] なんかわかんねえけどそんだけ友達がい
[02:09:25.239] なかったんかわかんないけどそのなんか俺
[02:09:28.119] アスタリスクそのアスタあのオレンジ
[02:09:30.639] オレンジレンジだよなアスタリスクってね
[02:09:33.599] オレンジレンジのアスタリスクだよねあ
[02:09:36.400] アスタリスクのCD持ってるぜっていう嘘
[02:09:38.880] をなんかついちゃっ
[02:09:40.559] てそやでボンゴレリングボンゴレリングっ
[02:09:43.800] てなんだっけ
[02:09:45.920] ああリボンね懐かしい教師ヒットマンレボ
[02:09:50.320] レボンリボーン
[02:09:53.000] だ嘘ついちゃってさでもなんか嘘って
[02:09:56.159] 突きつける突き続けるしかないじゃん
[02:09:58.480] すごいだからお前持ってこいよCDうん
[02:10:00.719] 明日持ってくる明日持ってくるってD
[02:10:02.840] グレイマンDグレ
[02:10:05.559] 懐かしいやべえ懐かしアニメ見てえな昔の
[02:10:08.480] リング争奪戦が1番面リング争奪戦
[02:10:10.920] おもろかったねでもね初期のあのタワもも
[02:10:14.119] 面白かったよ初期の1は完結の頃あれも
[02:10:17.119] おもろかったリーグに挑むなよしもう行く
[02:10:19.719] ぞみんな泣ても笑っても
[02:10:22.360] 行くぜ女人気すごかすごかったねあのなん
[02:10:24.920] だっけあの暴いレンジじゃなくてあの緑色
[02:10:27.320] の
[02:10:29.159] 人ついに始まるんですねここを見に来た
[02:10:34.040] 行くぞ行く
[02:10:38.199] よ8の歌がきだっ
[02:10:46.119] たこ何タイプかて
[02:10:51.559] かこれ判断できるのあできるなこれ何タイ
[02:10:56.119] わかわかんね何タイプださっきのは
[02:10:58.239] ゴーストかな分かんない初見だから何
[02:11:00.440] タイプだかわかんないあ教えなくていいよ
[02:11:01.840] 教えなくていい何タイプなんだろうこれさ
[02:11:06.760] ええタイプこれ何タイプだろうじゃないや
[02:11:10.679] んえ初見だよえ変わってるんじゃないの
[02:11:14.119] もう出れないもう出れ
[02:11:15.440] ない変わってるでしょブラック1と変わっ
[02:11:18.199] てないんかなだとしても覚えてねえいや
[02:11:21.559] 覚えてねえ
[02:11:23.360] よ覚えてねえ
[02:11:25.840] ないいも行く
[02:11:29.280] だけうわわわわすごいすごいすごい行って
[02:11:33.199] みるか判断できないよ判断できないん
[02:11:36.639] だうわどうなってんだ
[02:11:40.199] これえ誰
[02:11:43.360] あなんかこつ見たことある
[02:11:46.760] ぞ雪虎だ雪虎じまったれ
[02:11:53.000] これ格闘だろこんなに階段登れない疲れ
[02:11:55.800] ちゃうねこれもしかして帰れのあ帰れない
[02:11:59.360] これ多分格闘
[02:12:00.960] だろこれブレイキングダウンに出てきそう
[02:12:03.679] なお前はネジ山であったっけかなるほど
[02:12:06.679] あの時より走てる強さは段違い挑戦者よ私
[02:12:10.599] の名前はレ俺もレって言うんだよ師匠
[02:12:13.880] アデクの1番です格闘のやっぱ格闘ねオ
[02:12:17.199] 格闘だったらいけるかっこよくなってるん
[02:12:18.840] だこれあ犬ないしゃお
[02:12:24.320] 座りかっこいいこの
[02:12:26.880] レジくそかっこいいこの
[02:12:30.480] 曲ああ意外と
[02:12:33.520] デブめっちゃBGMかっけ
[02:12:39.119] なあこれ
[02:12:50.119] ね
[02:12:52.760] デデデデデデデ引かねえよバカたがかっけ
[02:12:57.679] BGM
[02:13:05.639] でうーはのしばさん
[02:13:09.159] ねまず1匹まず1
[02:13:13.520] 匹男みたいなコジョンドだ巻けねえだろ
[02:13:18.079] メガたけしメガたけしって何
[02:13:24.079] あこんくらいのレベルだったら当たんのか
[02:13:26.159] いいや頼るやろ頼るええだなんでだ
[02:13:36.480] よはい来たあチン発っもう終わったやん
[02:13:42.360] ダブルちゃまびっくりちゃまびっくり
[02:13:45.679] ちゃまびっくりドジ1けるドシドウ1ける
[02:13:56.000] 笑笑4体無理あるしかもこのレベル
[02:14:00.000] でああこいつバカだレベル上げたの
[02:14:05.880] に邪魔の音が折れた
[02:14:25.480] あもうあと4体しかいねえぞポケモンがよ
[02:14:29.239] ない
[02:14:31.040] か4体しかいねえかな
[02:14:37.199] ポケモンあえるちゃんこんばんはえちゃん
[02:14:39.239] ごめんねでかいこし
[02:14:40.599] てなんで盆のみなんか持ってんだ
[02:14:54.480] 落とす激で落とす落ちるべう落ちないんだ
[02:14:58.599] ね落ちないねさすがに
[02:15:04.280] 強いお前マジか
[02:15:08.599] よ
[02:15:10.880] 怖いあこれ落ちねえや
[02:15:16.559] な回復したよね回復じゃないこしたよね
[02:15:24.599] ただアハン耐えねえだろトマンウナちゃん
[02:15:26.920] も耐えない天も耐えねえよ
[02:15:30.159] なごめんこ回復入れる
[02:15:35.440] われると混乱ちゃうそうなんだよ強い
[02:15:38.639] めちゃめちゃ強いんだけどね命中100で
[02:15:40.760] 威力130ってバカ強技なんだけど疲れる
[02:15:44.920] 混乱しちゃうん
[02:15:47.559] ですムハンが強すぎる
[02:15:54.199] いやムハンアハン地獄
[02:15:58.880] すぎるS負けてるからこれは大丈夫だこれ
[02:16:01.440] いけるこれ
[02:16:02.719] はけるやけるいける
[02:16:05.040] いける
[02:16:11.119] よし
[02:16:13.040] オいい
[02:16:16.679] ね回復入れてえけど
[02:16:28.840] 回復入れた方がいいな入れ替えるより回復
[02:16:30.320] 入れた方がいいと
[02:16:31.960] 思うラス1かこいついや1回出方見るわ1
[02:16:36.080] 回出方見ますこいつ回復入れて何やって
[02:16:38.519] くる
[02:16:39.439] か
[02:16:41.000] えーコ死ぬの
[02:16:44.120] かエスパいなくなるのでかい
[02:16:47.479] なしまだてるな俺のあ全然俺の投手は消え
[02:16:53.519] てねえ
[02:16:58.719] ぞBGMバカかけんだけどわえんのそれえ
[02:17:03.599] 失しこれ大丈夫耐耐えろよしよし
[02:17:06.920] ありがとうありありがとうこれ耐えるんか
[02:17:09.800] よ
[02:17:11.559] こ
[02:17:13.840] おらまずは
[02:17:16.040] 1人まずは1
[02:17:18.399] 匹そんなもんかよ
[02:17:22.319] よしまずは1人1匹失っ
[02:17:25.599] たこっちも1匹
[02:17:29.760] くそさんこんばんはさんこんばんはああ6
[02:17:33.160] 匹連れてくるべきだったやっぱ
[02:17:37.280] なくそまあまあままままままままでも
[02:17:40.880] まあまあまあ大店じゃないですか匹減らし
[02:17:44.719] て
[02:17:46.160] たたで死ぬいやそやったら最後やばいこと
[02:17:51.080] なんだ無理だぜさすが
[02:17:54.679] によっしゃ次行こう
[02:17:58.040] かわかんねえからなこれ多分ゴーストとか
[02:18:02.840] だと思うんだよ
[02:18:04.840] ねこれゴーストタイプでしょ多分この感じ
[02:18:07.760] これは分かるわさすがに多分ゴーストだと
[02:18:11.080] 思うだからウナちゃんで行くこいつ神砕く
[02:18:14.200] 持ってるから
[02:18:16.719] ゴースゴースゴースゴースゴース
[02:18:22.120] 2人目行く
[02:18:24.240] ぜ何これ可愛いこの人
[02:18:30.439] 多分こんなやついたか
[02:18:34.120] な理想を追い求め黒木ドラゴンポケモンと
[02:18:37.319] とに世界を巡るものあり蹴り今呼んでるの
[02:18:40.439] は書きかけの私の小説なんですあの日の
[02:18:43.319] 出来事を記憶にめたくてで関係ない話でし
[02:18:45.800] たね挑戦者の方ゴーストポケモン使いのし
[02:18:48.679] てのみお相手いたします人変わってないん
[02:18:51.760] だ覚えてねえやあれこんな人
[02:19:01.319] 可愛いめっちゃきちBGMいいどうなって
[02:19:04.920] んだあいつ髪型うわ
[02:19:07.719] デカン
[02:19:15.719] ンンンン耐えるよな多分1発じゃ落ちねえ
[02:19:18.920] でしょだよね落ちないと思った何ミイラっ
[02:19:22.719] てえだる特性ミーラにされたあそれは
[02:19:27.319] だるい地震過剰じゃないウナちゃんなんで
[02:19:29.519] ウナちゃんじゃねえよどっかのタイミング
[02:19:31.679] で入れ替えなきゃミーラって何ポケモンの
[02:19:35.679] 人物デザインが色々とぶ確かにでもなんか
[02:19:38.559] 可愛いデザイン多いよねなかなか2さん
[02:19:41.000] こんばんは天王BGMはルビサファが1番
[02:19:43.840] と思ってBGMもめちゃめちゃいいよ
[02:19:47.720] ねゴルーグってエスパーだよね確かね
[02:19:50.880] わかるかなり好きえゴルーグってエスパー
[02:19:54.600] だよ
[02:19:55.760] な1回売りかるかちのろ1回入れ替え
[02:20:00.280] てウナちゃんの特性戻さないとああもう
[02:20:03.640] なんだそれあそうな特性が消え
[02:20:05.760] るってことね特性が消えるってことね
[02:20:07.200] ごめんまた消えちゃったちょ待っぐぐる
[02:20:09.040] ちゃまスタンプにしようそれのチマド
[02:20:13.040] ダンシングまあドラクロでいいやろ
[02:20:21.439] やぱレベル高え
[02:20:23.280] なうん自信持ちね
[02:20:30.680] オッケーいやドラゴンクロ
[02:20:34.200] 強いやっぱガブっすよ
[02:20:36.960] ね安心と信頼
[02:20:39.560] のフアラドこれ確か飛行タイプも持ってた
[02:20:43.319] ず飛行ゴーストだよなワンチャンテチムに
[02:20:46.520] 任せらんねえか
[02:20:49.640] なウナ温存しときたいちょっと
[02:20:55.760] ここ任せた多分飛行持ってるからね
[02:20:58.600] フライドはねボンボンボンボンボン
[02:21:02.760] マンボで行けべう
[02:21:06.960] 素早いただこの子あんま耐久ないからね
[02:21:10.280] 撃たれ弱いからなの顔てそうでしょ本当は
[02:21:14.680] もっと大きくで頼れるやつがいたんだけど
[02:21:16.479] 死んじまったんだよさっきあつええ
[02:21:21.319] 一発
[02:21:23.319] じゃんシャンでら炎シャンでら炎だよな
[02:21:29.000] じゃとまん
[02:21:32.479] でいいねここに来てお前ら活躍してるじゃ
[02:21:35.920] ねえかよいいぞいいぞいいぞここは
[02:21:38.439] ちょっと誰も失いたくない
[02:21:42.720] なりでいやとまの背中の方が楽しいわとま
[02:21:47.880] の背中めっちゃ頼もしいマジで
[02:21:51.600] いやつええな大文字1発でこれ半分削られ
[02:21:55.680] んかえぐいな落とせ
[02:21:59.359] ナイスこれで2人目だよ任せろ行けるな
[02:22:04.000] これ
[02:22:06.760] よし
[02:22:09.000] ややの蝶特攻がバケモンだからかとんでも
[02:22:13.560] ないねとま半分以上削る
[02:22:16.280] って
[02:22:18.760] よしよしよしよしよしよしいいですよ順調
[02:22:22.840] 順調準だ
[02:22:27.439] ね回復は入れてあげようねたくさんね
[02:22:30.080] みんな
[02:22:33.439] ねいやなかなかいいんじゃないですかこれ
[02:22:36.800] だったら行けそうな気がしてきたこの4匹
[02:22:38.479] だったらなんだかんだカバーできるしね
[02:22:39.960] どんなタイプで
[02:22:43.640] もさ次はどっち行こっかなありますこれ
[02:22:47.680] クリアあるぞ
[02:22:51.399] これ何タイプこれ何これ鋼か何これかっけ
[02:22:54.720] 伝説以外だと一番あそうなのそんなに
[02:22:58.560] 何これ鋼えなんだろう虫えライバルじゃ
[02:23:04.200] ないこれえなかライバルがいるえ誰
[02:23:06.520] ライバルこれなんだこいつ悪悪とかかな
[02:23:11.880] これはえこれ何タイプだ
[02:23:18.279] べ悪タイプぽいけどああな戻れなくなっ
[02:23:23.279] ちゃっ
[02:23:24.040] たえこれ何タイプですかこいつ開くか
[02:23:29.399] ななんか見ても水えどこが水なんだよ水で
[02:23:35.200] はねえだろどう考えても行く
[02:23:38.200] かここで決めるのはどちらかが相手の光を
[02:23:41.720] 得て輝くのかそれを決めるのは誰かこれは
[02:23:44.560] それはこの四天のキマ役割に高いお相手
[02:23:48.160] するまでえ教えてよ
[02:23:51.600] え何タイプだこいつわかんねえなどういう
[02:23:57.359] 髪型何タイプ
[02:23:59.800] これアだ悪だアだレパルス
[02:24:03.200] アオBGMエグかっけ
[02:24:10.520] これなうぜえ
[02:24:14.680] なかっこよすぎかっこよすぎるねBGMね
