[00:00:08.559] ハリボテクレイが済むハリボテクレイが
[02:25:46.570] [音楽]
[02:25:52.200] そりゃそうだよだって死んだらまた1から
[02:25:54.000] 育成してんだもんポケモンが1人死ぬたび
[02:25:56.640] に3時間はかかってんだ
[02:25:58.310] [音楽]
[02:25:59.840] からまたそこまで育て直さなきゃいけねえ
[02:26:02.399] んだもん
[02:26:05.720] [音楽]
[02:26:36.399] よし
[02:26:38.200] [拍手]
[02:26:40.560] 49あと1レベ上げよう
[02:26:53.830] [音楽]
[02:26:55.240] 鈴木造
[02:26:56.640] リスペクト鈴木ぞの高が今よく知ってんな
[02:27:01.399] 鈴木ぞ
[02:27:04.550] [音楽]
[02:27:08.040] なんてあ変りなくなってるやべえ飛びで
[02:27:12.120] 当てろよよし
[02:27:18.900] [音楽]
[02:27:20.399] あと1匹かちょっと待ってね回復入れ
[02:27:23.960] とこう飛び膝蹴り怖いんだよな外したら
[02:27:27.319] 自分にもダメージがあるんですよ飛びひげ
[02:27:29.240] りっていう技はめちゃめちゃ強いんだけど
[02:27:31.680] その代わり外したら自分にダメージが来
[02:27:33.520] るっていう結構もろハの剣なんだよな
[02:27:43.650] [音楽]
[02:27:52.600] ちゃんと寝れたようで良かったうん割と
[02:27:55.520] がっつり寝たね割とがっつり寝
[02:27:59.080] た7時ぐらいまで結局配信やっててその後
[02:28:03.160] ま7時半ぐらいに寝
[02:28:05.720] てま12時ぐらいで1回起きたんだよその
[02:28:09.399] 後打とうとして2時ぐらいになって
[02:28:12.960] ちょっと起きてちょっと適当に飯食って
[02:28:15.120] 昼飯と朝飯剣食っ
[02:28:17.720] て3時ぐらいから配信つけようかな思った
[02:28:20.560] んだけど昼飯と一緒に見てたダンジョン飯
[02:28:22.880] に今度はまっちゃっ
[02:28:24.279] てダンジョン飯おもしれえと思って
[02:28:27.720] ちょっと見てたらジって自炊してるの自炊
[02:28:31.000] じゃね自炊自炊ってほでもないぜ普通に
[02:28:35.560] なんか肉買ってき買っておいてある肉を
[02:28:38.720] なんか適当にじって焼いて食うとかそんな
[02:28:41.279] んだよ自炊って言わないわざわざ手のんだ
[02:28:43.520] 料理なんかしないよわかるなあそんなもん
[02:28:47.120] だろ男の1人暮らしなんで
[02:28:53.800] 洗いもん出すのめんどくせえから
[02:28:55.040] フライパンでやってそのまんまキッチンで
[02:28:56.840] 立って食っちゃうご飯よってキッチンで
[02:29:00.600] そのまま立ってもう洗い物出すのめんど
[02:29:02.920] くせえし片付けのめどくさい
[02:29:06.300] [音楽]
[02:29:08.520] から冬はでもたまに鍋とかやるけどね野菜
[02:29:12.160] あるじゃん鍋一袋買えばそれだけでいい
[02:29:14.279] みたいななかなかやなめんどくさいやん
[02:29:16.520] だってわざわざ運んで皿に持って運んでと
[02:29:18.439] か洗い物増えるし
[02:29:21.400] [音楽]
[02:29:24.960] でスマホであのダンジョン飯を見ながら
[02:29:28.600] 食ったんだけどダンジョン飯ってアニメが
[02:29:30.319] おもろくて鍋は楽だしめっちゃ
[02:29:32.560] めちゃめちゃ楽だしね簡単にお腹いっぱい
[02:29:35.319] になるし
[02:29:37.720] ねだってさ鍋の元ぶっこんで
[02:29:41.319] さ鍋の元ぶっこんで火にかけてそれだけ
[02:29:46.080] いいもんねそれだ待つだけだもんね何も別
[02:29:48.279] に切ったりしないし肉ぶっこんで超簡単だ
[02:29:52.240] よねねご飯があったらご飯ぶっ込んでも
[02:29:55.200] いいしね締めに
[02:29:57.470] [音楽]
[02:30:09.439] ねえ1人暮らしの男いる今こん中
[02:30:13.640] に1人暮らしの男か1人暮らしだった男今
[02:30:18.560] 結婚してるけどみたいなのえ何食うの夜と
[02:30:23.200] かいるよえななんかさどういう飯食ってん
[02:30:29.600] のあ捨てない捨てない捨て
[02:30:32.840] ない今日おでんよああいいねあおでんいい
[02:30:37.640] ないいな俺もおでんやろうおでん食べたい
[02:30:43.200] わなかなか1人だとねなかなかやるのも
[02:30:46.520] あれだけどさラーメン食べた後に白あ全然
[02:30:50.600] いいよねそれでも全然うまいよね袋
[02:30:52.720] ラーメンは俺も置いてあるわきしてある
[02:30:55.040] 気持あいいねいいなお前らなんかいいもん
[02:30:59.040] 食ってんなやべおでん食いたくなってきた
[02:31:01.840] おでん買って
[02:31:03.319] こよおでんも楽っちゃ楽だもん
[02:31:08.960] ね1人暮らしの時はほとんど夕飯食って
[02:31:12.520] なかった夕飯食わないみいな顔して
[02:31:15.160] うるせえな確かおでん君みたいな顔してる
[02:31:18.359] けど
[02:31:21.319] 夕飯食ってないってなんだ
[02:31:23.160] よじゃ何昼朝朝昼しか食わないってこと俺
[02:31:28.080] 朝は食わねえ
[02:31:30.240] けど夜は食わなきゃ死んじゃう
[02:31:33.200] [音楽]
[02:31:39.359] ねわおでんいいねおでんいいね夜食わない
[02:31:43.880] のはすごい
[02:31:45.040] な1番腹減るやんだって朝昼我慢しわたら
[02:31:50.479] 買ってきてしてたいやそんなんで十分
[02:31:54.760] でしょなんかあるじゃんなんかもうおでん
[02:31:57.800] てでも買ってきて入れるだけだからね
[02:31:59.479] おでんの元とコンビニおでん食べてないや
[02:32:01.760] いいよね俺コンビニおでん毎年いいなって
[02:32:04.120] 思うんだけどなかなか買う勇気がなくてさ
[02:32:06.080] 変えねんだよだけとかああ本当あんまり何
[02:32:10.160] リビさんあんまりあれなん食に興味ないの
[02:32:12.680] めちゃくちゃ痩せてたそうだよな痩せるよ
[02:32:15.880] ねそんな
[02:32:18.840] の面だけとか惣菜パン1個だけマジ
[02:32:23.080] か俺なんかお前あれだよ惣菜パン1個だけ
[02:32:26.600] じゃあの逆に腹が減るよ俺腹があのなん
[02:32:30.319] つうのあのエンジンがかかエンジンかける
[02:32:32.880] ぐらいのあれにしかなんねえよ被爆
[02:32:34.960] 剤それで止めらんないと思うそこからだと
[02:32:37.640] 思うなあ商材パン1個なんかで止められる
[02:32:40.880] わけないよ
[02:32:42.520] なエンジンがかかるだけ嫁に胃袋つまれ
[02:32:47.080] ていいねいいねい嫁さん捕まえたじゃん
[02:32:51.880] 今日夜ご飯なんなのだけだと3時間後に
[02:32:54.680] お腹空ちゃ全そうだよねブクブクやいい
[02:32:58.120] じゃねえかよ何作ってくれてんの今日は嫁
[02:33:00.760] さん嫁さんの得意料理
[02:33:03.760] は料理できる嫁さんはいいさ
[02:33:08.279] ね胃袋を掴むとはよく言ったもんだよなお
[02:33:12.120] おさえお疲れちゃんおさえお疲れ1ヶ月目
[02:33:14.479] ですおさお
[02:33:17.040] 疲れえ逆にそうだよあさ女の子で
[02:33:20.479] 1人暮らしとかしてる子は何食べるの今日
[02:33:23.439] は魚おつおつこのゲーム難しすぎる今日は
[02:33:27.040] 魚魚なんて男の1人暮らしじゃ絶対に
[02:33:30.640] たどり着けないよねそこまで欲しいもマジ
[02:33:34.880] かよマジで欲しいも食ってん
[02:33:38.840] のマジか
[02:33:42.319] よ1人ぐらしじゃ魚料理考えらんない魚
[02:33:46.240] 料理なんて絶対しないよね特に男じゃ絶対
[02:33:49.319] しない
[02:33:50.600] めどくさいもんなんか色々焼くのどいよ魚
[02:33:53.640] なんてめどくさいあの俺魚焼きグリル1回
[02:33:56.120] も使ったことないもんコンビニ弁当えでも
[02:33:59.600] さにんコンビニ弁当高くないいいとこ
[02:34:02.120] 焼き魚くらいコンビニ弁当なんて毎晩食え
[02:34:05.359] ないでしょ高くて魚は生ぜ作で買ってきた
[02:34:10.439] 刺身とかああそうだよ
[02:34:12.670] [音楽]
[02:34:14.479] ねスーパーの半額を狙うんやあああなんか
[02:34:18.920] あるからとして買うばかりだな石石腹に
[02:34:24.319] たまんねえよなえ何これポケモンだっ
[02:34:27.720] ただって今なああれだよな
[02:34:33.340] [音楽]
[02:34:34.479] あのコンビニ弁当なんて全部結構な値段
[02:34:40.080] でしょまあたまに食いたくなるまあまあ
[02:34:43.840] ねつよ
[02:34:51.190] [音楽]
[02:34:59.760] おでんいいなおでん食いたったわ今年食っ
[02:35:02.240] てねえもん
[02:35:03.520] なコンビニのおでんはなんか買う勇気が
[02:35:06.680] ないんだよなお客さんいっぱいいる中でさ
[02:35:09.319] レジの前で選ばなきゃいけねえじゃん後ろ
[02:35:12.080] に並んでるお客さんからなんてなんて思わ
[02:35:14.240] れてんのかなと思うと怖くて買え
[02:35:17.000] ない誰もいない時だったらいいんかもしん
[02:35:19.399] ないけど
[02:35:19.750] [音楽]
[02:35:32.000] おでんも大量に自分で作る時あるわいい
[02:35:36.160] ねおでんなんてさ3日目2日目が
[02:35:39.560] めちゃくちゃおいしいからなレジの近く
[02:35:42.680] うろちょろして決めてからならべあ
[02:35:44.800] なるほどねなるほどいや分かるよ分かるん
[02:35:46.920] だけどなんかおでんおでんて
[02:35:51.080] ねなんか買えねえんだよなんかで俺あの
[02:35:55.720] これ元々コンビニ店員3年間やってたこと
[02:35:58.279] あるからあれなんだけど
[02:36:01.520] あのそんごめんねそん時の感想ねおでん
[02:36:05.000] 買うやつ全員しねって思ってた
[02:36:08.080] もんめちゃめちゃ忙しい時におでん買う
[02:36:10.720] やつもうくばれこいつって思ってたも俺
[02:36:13.600] ふざけんなよめんどくせえなと思ったから
[02:36:16.160] 俺それがあるから買えないのなんかあいや
[02:36:18.359] めんどくさいっすよねそうっすよねくいね
[02:36:20.600] すいませ
[02:36:23.120] ん夕方のさあの忙しい時にさおでん買って
[02:36:27.319] くる客マジ勘弁してくれよと思っちゃうも
[02:36:30.279] 優しいな笑それが俺はそうやって思ってた
[02:36:33.319] からいや申し訳ないっすつって変えない
[02:36:36.800] てるに行そうだねあ皆さんは気にする必要
[02:36:39.640] ないです僕が私ものそうだよねそうだよね
[02:36:44.439] 結構気使うよなおでんて
[02:36:49.720] には買えねえよコンビニのおでんあれ
[02:36:52.200] なんかセルフサービスにした方が良くねえ
[02:36:54.319] かなんかうまいことできねんかね今ホット
[02:36:57.080] スナックもローソンとかセルフ
[02:37:00.399] じゃんまそっかでもあれか何を買ったかあ
[02:37:04.319] そっかそうだそうだツンツンしちゃうから
[02:37:06.000] な
[02:37:08.439] 腹あミニストップもねうそうだおでん
[02:37:12.920] ちょんちょんそっかそっかそうだよね
[02:37:17.040] おでん食いてえなだよなコビでおで買う
[02:37:21.240] 選択しないなちなみに台湾のコンビニは
[02:37:24.439] ホットスナック天国だけど全部セルフうん
[02:37:27.840] の中に
[02:37:30.279] いるそうなんだよ
[02:37:35.600] ねん来
[02:37:48.000] た分でソーセージ選んでレジに持って買う
[02:37:51.680] から楽しい
[02:37:53.960] ふまあでも今ローソンもそうじゃ
[02:37:56.750] [音楽]
[02:38:08.439] ない何の話したっけ忘れちったよおでんな
[02:38:13.240] なかなか買えないよね1番早くて楽なんだ
[02:38:16.359] けど
[02:38:17.279] ねでも昔だてそのバイトしてたさおばあ
[02:38:21.160] ちゃんおばあちゃんだったから許したけど
[02:38:23.439] おおしねとは言って
[02:38:25.439] ねえおばあちゃんがさこんなここんな鍋で
[02:38:29.359] さこんな鍋でさちょっとおでんくださいっ
[02:38:32.399] て言ってくる時あっからさまおばあちゃん
[02:38:34.479] だから許すけどマジかよってあおつ
[02:38:37.880] たくさん入れてねと
[02:38:39.319] かマジかよてあおつたくさん入れてあその
[02:38:44.600] 大きい方入れてくれるとかあるあるある
[02:38:47.800] あるレベルシレレベルだよ本当に全部買っ
[02:38:51.520] てかれるもん
[02:38:52.880] な笑笑しかもまためんどくせえんだあれ
[02:38:56.359] なんかハペ何個とかさ全部入力しなきゃ
[02:39:00.080] いけないから自分でめんどくせえめんど
[02:39:03.520] くせえめんどくせえめんどくせえさど
[02:39:07.960] めんどいんだよでしかもホットスナックと
[02:39:09.920] かそういうのってマジでだるそうマジで
[02:39:12.359] その買った後に変ななんかA4の髪に何が
[02:39:15.800] 何個履けましたっての書かなきゃいけねん
[02:39:17.680] だよ個数ずれなんか言われんだマジでめど
[02:39:21.399] くせえんだよ北海道はカレ屋に鍋持って
[02:39:23.880] くって聞いたけどあそうなんだルーもらい
[02:39:26.479] にってこと
[02:39:28.520] ダそんなめどくさいんだだるだるだから俺
[02:39:32.720] くそ忙しい時にさそんなことやられたらさ
[02:39:35.240] それ終わった後書かなきゃいけないじゃん
[02:39:36.720] でも他のお客さんもいる
[02:39:38.319] しお前勘弁してくれよと思った
[02:39:41.890] [音楽]
[02:39:43.800] ねそんなん書いたら下ろしなんてなんでし
[02:39:47.240] てんねんてなるよなバーにあだつけてた
[02:39:50.760] おでんババーだったようわおでんババー来
[02:39:54.040] たもう鍋でもうもうわかんのよお外お外
[02:39:57.359] 歩いてる時にもうこうでこうだからうわ来
[02:40:01.080] た頼む
[02:40:03.279] 妖怪やブロッコリーサラダとかエビエビ
[02:40:06.880] アカ4サむやつなんめどくさいの用はけ
[02:40:11.399] がちよなどくさいのええブロッコリと
[02:40:14.359] エビエビアボカドドってめどくさいの
[02:40:17.720] いっぱい頼んだやろ
[02:40:20.560] いっぱい頼んだ
[02:40:22.360] [音楽]
[02:40:26.520] やろアボカド滑りそうなかなかなかなかい
[02:40:30.600] ねえよな豪が多いとれそうにあそうなんだ
[02:40:35.439] でもなかなかそんなん頼むやついねえだろ
[02:40:38.120] 他のあだ名なんかいたか
[02:40:41.760] なあとは飲酒運転GG飲酒運転じじ
[02:40:46.960] となんだろうえっとハハおじ
[02:40:51.800] といっぱいいたなあとマザコンおじもいた
[02:40:56.040] お母さんと一緒に来るんだよおもうほと
[02:40:58.800] 40とか多分50ぐらい
[02:41:00.920] の40とか50ぐらいのおじおじさん超
[02:41:04.840] 太ったおじさんともう7080のお母さん
[02:41:07.720] 2人で来てお母さんのお母さんアイス買っ
[02:41:10.840] ていいブロッコリーサラダ12から
[02:41:14.319] 頼もうそんなの寿司屋じゃなくて
[02:41:16.600] ブロッコリー屋行けよもさん
[02:41:19.560] アーモンドさんアーモンドチョコありえ
[02:41:21.800] ない数買ってくおっさんいたわやっいるよ
[02:41:24.040] ね変な変な買い物する客
[02:41:27.640] ね給料日さんとか見たね給料日毎月25日
[02:41:31.840] になると死ぬほど買ってく
[02:41:33.960] 人25日になる
[02:41:36.600] とお弁当とかもう10個とか買ってくの
[02:41:39.880] それでもさでもそういうのってさだってお
[02:41:42.080] 弁当なんかその日で腐っちゃうじゃんんだ
[02:41:45.720] どうなどうなそんなんだって買ってっ
[02:41:47.920] たってしょうがなくない笑エロ大量のエロ
[02:41:51.520] ホン
[02:41:53.040] とお弁当10個とかもうほと2かごぐらい
[02:41:57.040] こうやって買ってくのよダブル何万円分
[02:42:00.439] みたいないやそ買ってもだってそれだって
[02:42:03.560] 置いとけねえだろうってブロッコリー
[02:42:06.319] サラダすあ終わってるんだコンビニで
[02:42:09.720] 買い物するの怖えよ笑全部あつつけるから
[02:42:13.160] な俺が
[02:42:16.210] [音楽]
[02:42:33.399] トドマンもレベル50目指しですレベル
[02:42:35.880] 50
[02:42:37.190] [音楽]
[02:42:43.399] 目指しうわあ待ってくずの石澤が
[02:42:47.600] レーシングは
[02:42:49.800] てくれセゴこのパーティにさこの
[02:42:54.200] パーティーにメタグロスいたら完璧だよ
[02:42:58.160] なこのパーティーにメタグロスいたら完璧
[02:43:01.720] だよな迷うどうしよう捕まえようか
[02:43:06.479] なッ迷う
[02:43:08.600] ないやでもダメだよなダメだと
[02:43:15.080] 思うルカリオいてくれたら助かる
[02:43:19.760] ルカリオもまあないてくれたら助かるでも
[02:43:23.200] 格闘被るよそれずるくと被る格闘とかぶっ
[02:43:26.960] ちゃう最近マイバックに商品入れて
[02:43:30.000] あげようとしたら虫とかゴミとか入って
[02:43:32.479] たって見て絶対働きたくなくなっマイ
[02:43:35.399] バックに
[02:43:36.600] え最悪だねそれあしかもでも出てくるんだ
[02:43:39.960] メタングってわどうしよう捕まえるかな
[02:43:43.240] もう1匹どうしよう迷う
[02:43:45.000] などここに出てくるんだメタンがわしよ
[02:43:49.120] える
[02:43:50.399] か正直ありだ
[02:43:57.130] [音楽]
[02:43:58.439] なでも俺もさあのゴミえめちゃめちゃ
[02:44:03.600] ごめんご飯食べてる人いたらごめんね
[02:44:05.200] めちゃめちゃ汚い話するよ今から
[02:44:07.160] めちゃめちゃ汚い話していい捕獲率低い
[02:44:09.800] から切れるででも俺めちゃくちゃ簡単に
[02:44:11.760] 捕まえれたよハイパーボール2個で捕まえ
[02:44:13.640] て
[02:44:15.740] [音楽]
[02:44:17.240] こないめちゃめちゃ汚い話していい1回俺
[02:44:21.080] さゴミ上がる人がねゴミをねその瞬間に
[02:44:24.080] 汚いごめんごめんごめん巻きそのまま出て
[02:44:27.000] ごめんごめんごめんじゃ
[02:44:29.800] あのあの
[02:44:31.600] ね本当にねもうこれ店長さんに言って出金
[02:44:35.279] にしてもらったんだけどあのね介護多分
[02:44:39.439] 介護なんだろうななんかその50歳ぐらい
[02:44:42.200] の女の人が毎回俺のそのコンビニのところ
[02:44:46.479] におばあちゃんのおむつを捨てにくるのよ
[02:44:49.920] それを片付けなきゃいけなくて
[02:44:52.399] めちゃめちゃ地獄なのね
[02:44:54.279] そのいややめようかこれ以上はあの
[02:44:57.920] ちゃんと綺麗にまとまってんだったらまだ
[02:45:00.080] いいんだ
[02:45:01.600] よ袋にあ袋に入ってんだけどもうなんかそ
[02:45:07.160] 中身みたいなのが普通に出て
[02:45:09.200] てちょっとこれはたそんな人いるのねいる
[02:45:13.920] んだやっぱいるんだそ自分地で捨てたく
[02:45:15.800] ないんじゃないそういうの汚いからそれ
[02:45:18.319] 警察でもいいレベルうんで店長に言って
[02:45:21.160] もうそれはもうあの人はもうちょっと本当
[02:45:23.200] にもうダメです今度やったら警察呼びま
[02:45:25.160] すっていうの言ってもう来なくなったけど
[02:45:27.200] 分違うとこに捨て行ってんだろうね自分ち
[02:45:29.920] で捨てたくないんじゃないそういう
[02:45:31.600] のコンビニにわざわざ捨てに行くんだよ
[02:45:34.040] そういうのコ取られてるニュースあったよ
[02:45:36.040] ねあああそんなあったいや取られるべき
[02:45:39.200] でしょさすがにそれ
[02:45:41.399] は俺が片付けんだそれさすがにちょっとさ
[02:45:45.760] やで
[02:45:47.920] さ汚い
[02:45:50.200] よ自分の家に捨てたくないものをと本当だ
[02:45:54.160] よなさんこんばんはそうだよねきついマジ
[02:45:57.279] できつかった俺だけじゃないけどみんな嫌
[02:46:00.200] がってたけどね要は自分が上がる時にま
[02:46:02.840] 高校生のバイトはやっても8時までなんだ
[02:46:05.920] よ5時から8時3時間とかなんだけどその
[02:46:09.000] 8時の時に片付けなきゃいけなくてその
[02:46:11.359] その番の高校生が
[02:46:13.760] ねだからそうコンビニゴミ内のと多いから
[02:46:16.800] そういうのだろうね多分でマジでそうだと
[02:46:18.439] 思うんでも捨てられる
[02:46:20.560] からいるよな本当に商量施設とかで働いて
[02:46:24.840] ても手洗いじゃなくてその辺にあるゴミ箱
[02:46:27.560] にそういうの捨ててくやつとかもいたわ
[02:46:29.760] いやでもさお手洗いんとこでもそういうの
[02:46:32.720] 捨てちゃだめだろ持ち込み込みはダメだよ
[02:46:35.760] マジでいやそりはさなんかさその辺で買っ
[02:46:38.479] て飲み終わったペットボトルちょっと
[02:46:39.800] 捨てるぐらいだったら全然いいけどさそう
[02:46:42.520] いうのは捨てちゃあかんわ
[02:46:51.359] 家庭ゴミ持ち込むやつは化けマジで化け物
[02:46:54.040] だよねトイレに財布も捨てないで捨てて
[02:46:57.399] ないよ捨ててねえわあれ忘れちゃったのわ
[02:47:02.600] 全然勝てない
[02:47:04.880] [音楽]
[02:47:14.600] これこれトドマンてあれかこいつ特殊系
[02:47:19.000] こつ自分も小さい頃トイレで財布拾った時
[02:47:22.160] あるな俺もねあのトライアルのねトライア
[02:47:25.720] ルってお前らに伝わんねえかもしんんだ
[02:47:27.080] けど24時間やってるスーパーがあるんだ
[02:47:28.439] よ業務用スーパーみたいなトライアルでね
[02:47:31.200] 財布拾ったことあるねトイレ
[02:47:34.279] でトライアルねトライアルトライアルあ
[02:47:37.479] そうそうそうお行ったかな最近トライアル
[02:47:40.399] 味方トライアルいいよトライアルめっちゃ
[02:47:42.279] いいよねトライアルめっちゃいいよ
[02:47:45.240] ねトライアルトライアルな
[02:47:50.560] ホームセンタースーパー
[02:47:54.600] みたいそこのトイレで俺も拾ってさすがに
[02:47:58.040] 絶対知らないだろお前もあるにもあるんだ
[02:48:01.279] へ全国展開なのかあれってみたい
[02:48:07.040] なやこれワハがわかんねえけどトライアル
[02:48:10.840] めちゃめちゃ便利だよ
[02:48:12.600] 知24時間やってんだけどそこで俺5万
[02:48:15.920] ぐらい入ってる財布
[02:48:19.840] 学生の見たけどんだけどそやっぱあるんだ
[02:48:24.319] ね便利だよ
[02:48:27.680] あれこないだ渡がうち遊び来た時も
[02:48:30.840] さじちゃんがさえちゃんの近くのスー
[02:48:34.880] パーってさまだやってるでしょとかて10
[02:48:37.359] 時ぐらいにやってねえよ9時前に全部
[02:48:40.240] 閉まるわつってトライアル行ってこいつっ
[02:48:42.240] てターンさせ
[02:48:44.479] ていや俺ちゃんさ絶対ま言ってもわかん
[02:48:49.439] ねえと思うんだけど山小山っていうとこ
[02:48:51.000] 小山駅っていうのがあんだけど小山駅から
[02:48:53.359] うちに来る途中つったら絶対トライアル
[02:48:55.240] よるしかねえだろって俺は思ってたから
[02:48:56.560] 言わなかったんだけどあいつ全然考えて
[02:48:58.800] ねえんだよいや普通トライアルあるんだ
[02:49:01.439] からそこ揃えるべっ
[02:49:03.720] てワにしか通じてないから安心していやじ
[02:49:08.000] ちゃんでも絶対地元だから分かってると
[02:49:09.680] 思ったんだけど分かってなかったねあの
[02:49:12.279] 電話から1時間経ってちゃ本当だよな本当
[02:49:15.800] だよ分かるよ新幹線止まるやんああ新幹線
[02:49:19.080] 止まるそうそうそう山ねはいはいずる絶対
[02:49:23.160] 知らない
[02:49:24.200] だろ新幹線止まるんだよそうそうそう小山
[02:49:27.640] 駅
[02:49:31.040] ねなんかさ食べ物とかさチマンチの近くで
[02:49:34.960] 揃えればいいよねとかつっていや別にいい
[02:49:37.760] けど俺んち何時で着くの10時過ぎるよと
[02:49:40.239] かつっていやいやいやじゃじゃあ無理だろ
[02:49:42.600] つってもうやってねえよどこもっ
[02:49:44.960] てコンビニぐらいしかないけどコンビニ
[02:49:47.399] じゃ料理のあれ変えない
[02:49:50.439] か魚くんさんみたいなけどすん
[02:49:53.580] [音楽]
[02:49:57.880] じゃんあのじちゃんはそこがねいや
[02:50:01.560] めちゃめちゃ似てるから言っとくけどふ
[02:50:04.239] ちゃちの近くでも終わってんのお疲れあ
[02:50:06.760] MXさんお疲れちゃんお疲れお
[02:50:09.479] 疲れじちゃんの真似なら任せてみんな
[02:50:13.399] みんなみんなみんな自分が1番だと思っ
[02:50:16.080] てるつきだから
[02:50:19.160] あじちゃんの息子なじゅちゃんの息子ね
[02:50:23.760] じんちゃんの息子も配信してるから
[02:50:26.200] なそっちのジじゃないけど
[02:50:29.000] なパパだやば言わ
[02:50:35.070] [音楽]
[02:50:38.080] た
[02:50:41.680] ああうわどうしよう今日雪山人狼配信
[02:50:45.880] つけるか
[02:50:47.640] 迷う結婚してるよ息子と娘いるよ息子は
[02:50:52.200] 中学
[02:50:54.500] [音楽]
[02:50:56.880] 生なよいや迷うよベリちゃんえベリちゃん
[02:51:02.080] はつつけるでしょさすがにベリちゃんは
[02:51:04.439] つけるべベリちゃんにレイドして終わりで
[02:51:07.560] もいいな正直なんなら息子さんスめっちゃ
[02:51:10.319] うまいというめちゃめちゃうまいねあいつ
[02:51:12.000] ね
[02:51:18.840] いやあの雪山人狼はね本当にね配信で
[02:51:22.600] リスナーと喋りながらこっちと喋りながら
[02:51:24.760] だとねわけわかんなくなってゲル壊してく
[02:51:26.920] んだ
[02:51:27.640] [音楽]
[02:51:30.800] よプッシュトゥトークにしなきゃいけねえ
[02:51:33.359] し
[02:51:34.460] [音楽]
[02:51:35.960] なで自分がインポスターってか鬼だったら
[02:51:38.840] そのみんけないならつけようかと思った
[02:51:41.399] けど何人かするみたいかな思ってたリ
[02:51:45.279] ちゃんつけないのだめだ
[02:51:47.520] よベリ一応これベリちゃん主催やんなえ
[02:51:51.640] 違うのこれベリちゃんつけな
[02:51:55.239] よでもそうすると本当に
[02:51:57.920] プッシュトゥトークにしなきゃいけなく
[02:52:00.120] てであのインポスポス鬼になったらその鬼
[02:52:06.239] 専用のそのトランシーバーもあるじゃんだ
[02:52:08.800] 3つ使わなきゃいけないわけリスナーの
[02:52:11.000] ために喋る時
[02:52:13.200] はが声たけどま別になんかそのイベントっ
[02:52:17.239] て感じじゃないもんね別配信とかじゃない
[02:52:19.319] もんねただ普通に遊ぼうぜっていうだけだ
[02:52:22.600] からそうなんだよな別になんかそのなんか
[02:52:26.200] なんつうの配信のイベントでコラボします
[02:52:28.600] とかじゃないねんこれそういうテンション
[02:52:30.319] じゃないよね分かるわかるわかるそういう
[02:52:33.160] テンションじゃないんだなんか暇だしやる
[02:52:35.720] べみたいな最初ちゃんがやりたい
[02:52:38.800] ねんやろになってそうそうこなの
[02:52:43.680] めちゃめちゃ面白かったかなでも何時まで
[02:52:46.319] やるんだろうてもねないと明仕事だ
[02:52:50.760] からでやっぱ雪山1回30分ぐらいかかる
[02:52:54.239] からてるのか笑笑けちゃん多分こないだの
[02:52:58.080] 殺戮が多分忘れらんねんだろうなこないの
[02:53:00.920] でけちゃんが
[02:53:03.680] はまっあおもろけちゃんめちゃめちゃ
[02:53:06.279] 強かったし
[02:53:10.880] ねこないだのおもろかったよなあれ
[02:53:14.120] なこないだのめちゃめちゃおもろかった
[02:53:16.600] もん
[02:53:20.690] [音楽]
[02:53:22.600] あっちでちるんかい笑笑届け
[02:53:37.850] [音楽]
[02:53:41.800] よしどうしよう配信つけようかな時くらい
[02:53:45.880] までって言ってるし時くらいうんってた
[02:53:49.520] けどのそうなんだよ結局やってたら楽しく
[02:53:52.600] て2時までになると思うよ俺も12時
[02:53:55.359] ぐらいで閉めるんだったら俺こっち戻この
[02:53:57.120] ゲーム戻ってきてレベル上げしようと思っ
[02:53:58.800] てたけど多分閉まらないと思うなやって
[02:54:02.080] たらおもろく
[02:54:02.860] [音楽]
[02:54:06.279] て明日仕事明日仕事だから
[02:54:10.000] な割とやること今月土日絶対そういう
[02:54:13.960] コラボ入ってんだよな来週はだってあれ
[02:54:17.399] でしょ来週はチャラ丸のなあチャラ丸のさ
[02:54:22.640] あのレイドリレでしょでその次はアホあの
[02:54:26.479] アホンガスでしょてかアホンガス18日に
[02:54:29.880] なるだて初めて知ったんだけどあいつマジ
[02:54:32.920] でさあのさ告知するまで誰にも言わないの
[02:54:35.640] やめろ
[02:54:37.160] よ普通
[02:54:39.200] さ普通なんか一言さ全体連絡でさ18日で
[02:54:43.840] いいですかていう確認あるやんねえんだよ
[02:54:46.760] 俺初めてあのツイートで知ったもんえ18
[02:54:48.640] 日なったのっててたよ笑笑あれえそれどっ
[02:54:51.760] かで言ってたどっかで言って
[02:54:55.479] た18日になるって言ってたっけそれ
[02:54:58.279] ごめん俺が見逃してんのかいつも演者への
[02:55:00.600] 連絡が遅い笑笑そういうのきついよなうん
[02:55:04.399] 笑や君毎回知らされてないからえ18日に
[02:55:09.040] なるって誰が言ってた俺今日あの昨日の
[02:55:11.160] ツイートで知ったよなんかやけに通知来る
[02:55:13.319] なと思ったらさやけになんか
[02:55:15.640] Twitterの通知来るなっつったら
[02:55:17.080] ツイートが来てて
[02:55:18.920] え18日なの別いいんだけど18日でもて
[02:55:23.160] たえなんで俺には来てねんだよ意味が
[02:55:26.680] わかん
[02:55:28.920] ねあいつそういうとこあっかんなマジでな
[02:55:32.840] あありがとう
[02:55:35.319] ありがとあいつマジそういうとこあっかん
[02:55:39.479] な言われてあ画像貸しては言われたけどは
[02:55:43.720] 言われてないよせ
