[00:00:04.920] おはちゃまスピリテールおはちゃまスピリ
[02:53:38.760] だ登ってきたら面白かっ
[02:53:42.479] たさすがに切れるわ
[02:53:50.680] 笑笑あれで普通に登ってきたらビビる
[02:53:55.800] ので敵はい
[02:54:07.040] たいや登ってきてくれても全然いいんだ
[02:54:09.840] けどなそのが楽なんだけど
[02:54:16.319] なおんだ
[02:54:19.160] どんだけメの
[02:54:21.319] あいつおかしいだろさすがに人間のあれ
[02:54:26.720] じゃねえよピストルだろ
[02:54:31.479] 相手全然当たんねえ
[02:54:35.760] よ敵みんな名なのおかしいやろ笑あっち
[02:54:40.479] ピストルと当ててくるから
[02:54:43.720] ねしかもこれ手ぶれがすごくてさこれ
[02:54:47.000] エリーののむいんだよ
[02:55:00.239] ねなんだよぴょこぴょこしやがってよ
[02:55:18.720] 潰すんだどこにいん
[02:55:22.120] のこ中にもいんの
[02:55:27.600] か疲れるんだよなこのあれ
[02:55:35.680] がなんだよ
[02:55:43.640] もうやり直すわ
[02:55:48.359] あ疲れるほんまさマジで疲れるこの
[02:55:54.080] ゲームどこから見られてんだよどっから見
[02:55:57.800] られてんのこれわかんなくね見られてんの
[02:56:00.120] もいやグアグア言ってっけどさどっから見
[02:56:04.000] られてん
[02:56:09.000] の何これマジでどうしろっつん
[02:56:16.359] ね女がでもいるステルスゲーだと見られ
[02:56:19.720] てる方向分かるの多いの
[02:56:30.560] には
[02:56:43.880] やっぱりくわってない
[02:56:56.960] どっから見られ
[02:56:58.439] てるどっから見られてるえ誰にばれた
[02:57:02.960] のき耳の範囲もさめっちゃ狭いし
[02:57:08.239] ねばってなてさかれたい
[02:57:13.880] ですめっちゃ敵いるしなあ奥にもるかもう
[02:57:19.279] 疲れたよ俺ずっと殺し合いや
[02:57:54.040] バカバカ
[02:58:00.160] くばれバーカ
[02:58:03.920] バーカ敵いすぎ
[02:58:09.120] だろバカがよ嘘だろ
[02:58:34.080] 犬は勘弁し
[02:58:37.359] て
[02:58:41.880] きやべえ
[02:58:44.560] マギー殺されてる誰かいるぞここを調べろ
[02:58:51.359] 急げや何やってんのお
[02:58:55.560] ば開けちゃったよ
[02:58:58.479] 引き出し引き出し開けちゃいまし
[02:59:01.160] た引き出し笑笑物欲が
[02:59:06.520] 笑笑
[02:59:08.720] 笑笑笑笑ああ
[02:59:14.760] もう普通に考えてさそこで引き出し開ける
[02:59:19.120] モーションに挙動不審者
[02:59:22.880] 笑笑さすがに何やってんのだった
[02:59:45.479] ねだからコントローラー
[02:59:49.279] です
[03:00:05.600] あー犬どうすっかな
[03:00:29.600] や
[03:00:38.800] べシャーロット誰かに殺されたト近く来い
[03:00:42.560] や誰かがいる捜索開始だ
[03:01:13.479] 犬が怖いんだよなあつ匂いで追っかけて
[03:01:16.120] くるからさ
[03:01:23.000] また殺されてるぞなんとかしないとまずい
[03:01:27.960] ぞそこにも来てん
[03:01:35.880] だどなっ
[03:01:41.960] て
[03:01:43.640] 犬犬どうやって殺そう犬だけ殺しときたい
[03:01:47.160] な
[03:01:50.239] まやらちゃったまたやられちゃっ
[03:01:58.399] たんで今走ってきたんだあいつマジ意味
[03:02:01.560] わかん
[03:02:06.920] ねえなんで今
[03:02:14.319] あいつなんかすっげえ走ってきてたよね今
[03:02:17.040] ね
[03:02:20.880] ありれ
[03:02:24.840] ない結果オラでは
[03:02:28.080] ある犬だけ殺したいマジで邪魔だ
[03:02:32.600] からファンかなどうし
[03:02:37.279] たメタルギア中よし行け
[03:02:48.160] マジ犬だり
[03:02:50.960] 本当当たんね早すぎて当たんないんだ
[03:02:55.840] よもうだるいマジ
[03:03:05.520] で強いな犬ほんまかし
[03:03:11.040] そうやめてよ
[03:03:13.720] 犬ない
[03:03:16.560] でつだ
[03:03:25.239] 犬に罪
[03:03:29.479] やんおら
[03:03:31.760] 犬殺し縛りで
[03:03:38.000] やれ
[03:03:39.840] 犬縛りでやれじゃあ犬犬殺し縛りあ初見
[03:03:45.439] さんあざどうもこんばんはチマゲームと
[03:03:48.359] 申しますならこのゲームやらないもんそれ
[03:03:51.439] は無理マジで犬超うざいからねこのゲーム
[03:03:54.840] メラニアンだったら打てないホメラニアン
[03:03:56.840] なったら撃たないけど
[03:03:58.479] ねホメラニアンあみこ
[03:04:01.359] こんばんは初見さんあざすノイさんどうも
[03:04:05.319] こんばんはちゃまゲームと申します普段は
[03:04:09.000] ファミコンとかレトロゲームばっかやっ
[03:04:11.160] てるんすけどちょっとやりたいなと思って
[03:04:14.160] こういうゲームを久々にやったんだけど
[03:04:19.920] てるそうなんよ犬をその出さないでほしい
[03:04:23.800] この殺さなきゃ犬を殺さなきゃいけないっ
[03:04:26.920] ていう俺も罪悪感があるからさ出さないで
[03:04:30.640] 欲しい犬使うのは卑怯だよ俺の両親に
[03:04:36.279] こう訴えかけてくるじゃんちょダメじゃん
[03:04:39.080] それ
[03:04:39.920] は犬をさよな犬殺しゲームとか出ないのか
[03:04:44.399] なはうざいし犬やめて
[03:04:50.640] 犬がいだけのーで
[03:04:53.880] いち犬オモ
[03:04:58.880] え犬オフモードが
[03:05:02.720] いいあんた
[03:05:07.520] なもう正直ストーリーもよく分かってない
[03:05:10.560] 野良てんなんだっっけ
[03:05:14.040] 犬とは
[03:05:17.800] 猫殺すことあんまねけど
[03:05:19.960] なころわから
[03:05:24.120] ん
[03:05:26.920] あんまいるよ誰
[03:05:30.319] かアビ逃げられ逃げたアビがいたて馬に
[03:05:36.520] すんなよあいつがどこに行ったか
[03:05:39.399] アイックに何か聞かれたら私は思ってる
[03:05:43.080] こと伝えるからいい加にして
[03:05:48.279] ノら添はごめんだからな猫は音機能強すぎ
[03:05:52.760] て気づいたら後ろにいそうで怖い
[03:05:56.080] なガチばれるぞいいの
[03:06:02.399] に朝し
[03:06:06.239] 猫ばれるよお前そんなとこやっ
[03:06:10.800] たらちゃんと開けたね
[03:06:18.479] えさっき人いたやんいっぱいあ全員いなく
[03:06:22.600] なってる
[03:06:26.399] し使っちゃおっ
[03:06:33.160] か何のかのゲーム進ん
[03:06:36.399] でる私なら画だからもっと雑に開ける
[03:06:45.720] ねもう
[03:06:48.080] 当分人との戦闘
[03:06:52.560] はあらあらあら静か
[03:06:56.680] にあそれ置い
[03:06:59.960] て人のちゃっ
[03:07:03.680] たみんなかと思った確かにネクも認めた男
[03:07:08.840] ついにストーリーか久しぶり久しぶり本当
[03:07:12.359] にあのあれだよムービー久しぶりねこれ
[03:07:15.960] 小屋にいたやつだねこれでしょ
[03:07:19.000] 何のよ誰だっ
[03:07:21.880] けアビーがいたよねわしじゃよどこに行っ
[03:07:26.640] た
[03:07:28.960] われ知らない撃ったら誰やこいつ銃声で
[03:07:34.279] みんなが集まってくるでもあんたは
[03:07:38.080] 殺せるサイレンサーけやつの居場所を言う
[03:07:40.920] なら逃がしてやっても
[03:07:43.640] いい見逃してあげたでしょ
[03:07:47.600] そもそも初め
[03:07:49.080] からジャクソンに近づかなきゃよかったん
[03:07:53.319] だアビーは
[03:07:59.479] どこ叫び声にうされる叫ばれたらばれる
[03:08:07.800] 何毎晩を
[03:08:12.319] 思い出すそうああいつは殺されて当然の
[03:08:16.520] クズだろぶっ殺し誰か死お何やってんだ
[03:08:24.479] よマジか
[03:08:26.840] よ野良逃すもん
[03:08:34.120] かさすがにわな死
[03:08:57.960] 待て俺も撃った方がいいんか
[03:09:01.120] これ撃てねえなでこれ見え
[03:09:05.359] あるぐらい外せ
[03:09:13.160] よ待ちない
[03:09:31.000] よし何やってる何やっ
[03:09:44.160] てるもういいって
[03:09:49.800] 来ない
[03:09:50.760] でこれがやめ
[03:09:54.640] て銃せ願見逃してあげる黙って両手をげろ
[03:10:00.439] 下がっ
[03:10:01.520] て逃げ場はない
[03:10:04.319] ぞ
[03:10:15.520] 眩しいあ仕じゃないこれまずいんじゃない
[03:10:20.239] お前
[03:10:21.399] それ
[03:10:23.399] せ
[03:10:28.600] けろえもうここからはいどうぞパターンは
[03:10:32.040] やめてよどうでもいい侵入者を探し
[03:10:37.040] なくりか
[03:10:39.960] な野はマスクをつけてなかったなんで
[03:10:43.880] こんなことどうだっていここに危な奴らを
[03:10:49.239] 空する
[03:10:50.640] だ今のだよここだ
[03:10:54.479] よなんでクリッカー俺俺だけ狙ってくんだ
[03:10:58.279] よふざけんななんでクリッカー俺だけを
[03:11:01.479] 狙ってくるおい俺ばっか狙ってくんじゃね
[03:11:04.640] えってん
[03:11:18.080] あいつらんと行けのふざけん
[03:11:22.520] ななんで俺だけなんだ狙ってくんな
[03:11:26.399] よお等だよな平等パンチこれが平等平等
[03:11:31.479] パンチ来たお前
[03:11:46.239] は
[03:11:57.439] う
[03:12:15.640] 今発やります
[03:12:19.279] ね意外にパスがうまいんだ
[03:12:22.760] なうまないでもうこれめちゃめちゃ死ん
[03:12:26.880] でるからねやはり埋まっ
[03:12:30.319] た流れるようにアイテム
[03:12:36.200] 回収ほんとこのゲーム1個何色切り抜ける
[03:12:39.880] とためいきしか
[03:12:44.040] てん疲れた
[03:12:49.200] クソで
[03:12:50.680] 固めクソで固めだよね本当に疲れちゃうん
[03:12:55.319] だね疲れちゃう
[03:12:58.000] よ疲れちゃうよ疲れちゃうよこれもずっと
[03:13:02.319] 殺すんだ
[03:13:04.200] もん今ださっきのムービーシーンだって
[03:13:07.040] 久しぶりや
[03:13:08.399] ぞやっとストーリーすんだと思ったら
[03:13:17.560] もうあの女は
[03:13:23.239] 多分クリッカーおかしかったよ
[03:13:26.720] ねクリッカーさなんであいつさデフォルト
[03:13:30.200] 俺しか狙わんのおかしいやんー1の半分も
[03:13:34.840] ないがするこのゲームは心臓に
[03:13:38.279] 悪いゲーム最高の瞬間またこれるだろ
[03:13:45.479] どうせまあれだよ
[03:13:49.920] これまたざどうせ感染者いっぱいいるん
[03:13:53.000] でしょもう疲れたよパトラが好きなんだよ
[03:13:56.239] 多分パトラ俺はもう疲れ
[03:14:08.000] たほおじいさんのとろに行く
[03:14:12.080] かおじいさんのとでどこでおじさんのこ
[03:14:17.920] さっき売った犬がパトラッシュです人気者
[03:14:21.040] も辛いもんやな
[03:14:23.680] 笑笑急におじいさん出てきたけど誰おじい
[03:14:26.720] さん
[03:14:28.279] ああちげえあの女がいいんじゃねこの
[03:14:31.479] ゲーム展開
[03:14:32.880] 変あの女がいるんちゃう
[03:14:36.279] のあいつバカだからマスクしねえでここ
[03:14:39.840] 転がれ落ちたから
[03:14:44.800] なざまねえな
[03:14:50.880] マが当たったん
[03:14:53.439] だエリー1人でよくやってるよ前王
[03:14:58.720] ゲームざ気持ちよく殺せるね苦しい
[03:15:06.040] ねもう邪魔わざてない誰にも
[03:15:11.640] ああ苦しいね
[03:15:33.000] は
[03:15:34.479] エリーちゃんは交代を持ってるんで
[03:15:38.160] ねってる
[03:15:40.199] の平気よ私
[03:15:44.720] はあの
[03:15:49.520] あ知ってん
[03:15:51.600] のあんたファイアフライファイアフライだ
[03:15:54.160] も
[03:15:55.199] こいつファイヤフライなんてもういない
[03:15:58.040] こいつもっとファイヤフライだだから知っ
[03:16:00.600] てるん
[03:16:06.160] だファイヤフライなのかアビーは
[03:16:12.640] どこったとでどうせ私を殺すんでしょじゃ
[03:16:19.439] お前言えば楽に死ねるよ
[03:16:22.840] 笑笑それとも苦しんで死にたい冷静に言わ
[03:16:28.160] ないで笑アビを
[03:16:32.199] 出せあの男がしたことで一体何死んだか
[03:16:37.279] 分かってん
[03:16:39.040] のそれがジョエルのことねでどうするの
[03:16:43.040] 強くなった
[03:16:44.359] なんでつ
[03:16:47.120] だっ友達売るつもりはないねジョエ
[03:16:49.960] ジョエルのことをさこんな恨んでんのか
[03:16:52.920] 分かん
[03:16:57.840] ないやるしかないん
[03:17:00.680] だなんか四角って出たけどなんか四角って
[03:17:05.600] 出た
[03:17:14.319] よあそういうことか
[03:17:27.319] 音
[03:17:29.840] はい
[03:17:34.239] はいはいあ帰ってきたの手震えてるや
[03:17:40.520] んどうしたのどった
[03:17:44.520] の帰ってきたよ劇場にせなかったの
[03:17:49.520] か
[03:17:55.439] 私アンクルトミいたアンクルトミーい
[03:18:02.120] ない大丈夫お前それクの回数えぐい
[03:18:10.520] 笑無事でよかっ
[03:18:14.000] たあいつ見つけた
[03:18:17.720] この作
[03:18:19.960] 感そう手震えてんのなんでどうしたのす
[03:18:23.560] 寸前の人のノッ
[03:18:26.160] ンンンン体寒いん
[03:18:31.199] か3回まででって言った
[03:18:38.640] だろうどうたんかなじゃなかったか人殺し
[03:18:43.399] たくらいで震えるわない
[03:18:54.479] 雑ぶりじゃん腕を上げ
[03:19:00.199] て殺すのシックまさかあら
[03:19:04.840] あららららあらららら今更1人2人変わら
[03:19:08.800] んわ
[03:19:12.399] な傷
[03:19:14.359] だらけ傷が
[03:19:19.199] ありがとうござい
[03:19:22.199] ますこれエリー
[03:19:26.000] が超巨乳だっ
[03:19:31.640] たけめちゃめちゃ巨乳ですげえ谷とか見え
[03:19:34.960] て
[03:19:35.920] たら逆に困る
[03:19:47.880] 泣いてら口を終わらせ
[03:19:52.560] た
[03:19:55.319] ビブレ
[03:19:56.920] ほらエリーの成長を感じる瞬間だねもう
[03:20:00.640] 大丈夫
[03:20:06.239] このゲームポリこれれ味方につけてるから
[03:20:09.479] ありえないでしょ笑どこにも行かないで
[03:20:18.760] とりあえず顔吹けばいいの
[03:20:28.399] に冷静なんやめ
[03:20:31.359] てとりあえず体よりだ顔だ代金すごいよ2
[03:20:35.600] 年あびっくりした2年前か2年前何2年前
[03:20:42.239] って2年前ちょいちょい正論パンチ笑
[03:20:47.359] あのつかないで治療して2年前になんで
[03:20:51.520] ここにいるのこいつ
[03:20:52.880] がん2年前ってだって別にこんなとこ来て
[03:20:57.520] ないでしょ
[03:21:00.040] む2年前にこの病院に来てるのなん
[03:21:05.239] でシアトルでしょ
[03:21:09.560] ここえアニメフラッシュバックいろんな
[03:21:13.000] もの置いてったんだえ2年前
[03:21:21.680] どこここえこれあれじゃないのなくなった
[03:21:26.359] の何前だってるはず
[03:21:28.960] でしょをお知らせしますはい
[03:21:32.279] えっとジョエルいなくなったらまだ1年と
[03:21:35.160] か全然経ってないよそんなに全然立って
[03:21:38.520] ないええあえんかびっくりしたえ何今
[03:21:44.120] の今なんか
[03:21:46.920] おかしかったななんか今なんでいなくなっ
[03:21:50.080] た
[03:21:53.800] のそしたら関係ない
[03:21:57.640] かファイアフライの研究病院ですあ
[03:22:01.319] ファイアフライの研究病院なんだあじゃ
[03:22:03.359] あの捕まってた場所これ捕まってた場所か
[03:22:06.840] あのワンの最後で
[03:22:09.600] あははあシアトルじゃないのねそうああ
[03:22:13.239] はあ
[03:22:14.920] はなるほど
[03:22:16.920] なあこれもしかして
[03:22:19.479] さもしかして真実を知っちゃうんじゃない
[03:22:22.399] のこれお真実知っちゃうんじゃないのこれ
[03:22:26.479] 本当はファイアフライあのまだこの子って
[03:22:29.479] ファイヤフライがなんての自分を殺そうと
[03:22:33.359] してたことを知らないんだよ
[03:22:36.800] ねああでので本当はファイヤフライはこの
[03:22:41.120] 女の子を使っての脳みそを使って薬を
[03:22:44.279] 作ろうとしてたんだよ
[03:22:46.760] それをジョエルは優しいから嘘ついて騙し
[03:22:49.760] てる
[03:22:52.560] のそれを知っちゃうんじゃない何これほら
[03:22:55.760] 絶対そうだよ真実を知るために1人で来た
[03:22:59.560] んかそういうことでしょ
[03:23:01.520] これを明らかに変してる実験で我々の仮説
[03:23:04.760] を裏付ける確かめができる大きな一歩が
[03:23:08.640] うんジョエルはこの女の子はそのファイア
[03:23:12.680] フライに育てられたからファイアフライの
[03:23:15.199] こと好きなのよ好きな好きっっていうか
[03:23:18.040] ひらめいちゃった
[03:23:20.040] ねまなんていうかファイアフライのあの
[03:23:23.160] リーダーの女ねのことは好きなんだよね
[03:23:26.040] なんだけど本当はその女もこの子を利用し
[03:23:29.640] てるだけででもそれを伝えるとこの子が
[03:23:31.800] ショック受けるからつってジョエルは嘘
[03:23:34.359] ついてたわけ
[03:23:35.960] よそれをこいつは1人で来ちゃったんだ
[03:23:38.760] ここに目録作ってしかもこれだけの貴重な
[03:23:41.760] 医療企業を集められて良かったと思ってる
[03:23:43.399] よけどせか終わった途にもう必要ないって
[03:23:45.439] さ解散する方にに手上げたなんてマジで
[03:23:47.239] ありえないだろ確かに奇跡を起こす
[03:23:48.640] ちゃんちゃんのしかもしれないえ最悪な
[03:23:50.720] 状況だよなでもどうせ世界中最悪なんだ
[03:23:52.920] こんな風に諦めるなんてありえないこれが
[03:23:55.840] どうするシアトルの確地域かったのか
[03:23:59.279] そうそうマーリーンのマーリーン
[03:24:01.720] な俺はごめんだね誰かがやらなくちゃ俺は
[03:24:04.600] 一をかけてでも彼らを探すつもりだたえ
[03:24:07.359] この家庭で命を渡したとしても
[03:24:09.880] なこらファイヤフライのマークや
[03:24:18.640] え俺の俺のそのストーリーの考察合ってる
[03:24:21.840] よねそういうことでいいんだよ
[03:24:25.520] ね多分ここで真実知っちゃうんだと思うん
[03:24:28.760] だよ
[03:24:32.640] なあここ手術室じゃんここだよここであの
[03:24:39.120] ワンの最後ここでこうでも2人でよくここ
[03:24:42.000] 来たな本当だよかなり遠いだろここだって
[03:24:50.600] ここあの部屋だよねここ
[03:24:52.840] ねそうだよ
[03:25:04.880] ね何これ
[03:25:11.199] みんなもういなくなっ
[03:25:13.880] た私はまだどっちに加わるか決めてない誰
[03:25:19.920] マリン私はあの男と女の子を追うって意見
[03:25:23.600] に賛成した
[03:25:27.120] けど万が一あの子や他にも免疫のある人を
[03:25:32.120] これから見つけたところだどうしようもな
[03:25:35.479] いってワクチンを開発できる人はもう
[03:25:38.319] この世にいないの
[03:25:41.080] は免疫のある人をこれから見つけたところ
[03:25:44.439] だどうしよも
[03:25:47.080] こういうムーシンをみけ
[03:25:50.279] たどうしようもないってワクチンを希望は
[03:25:55.720] ないのか
[03:25:57.399] あ
[03:25:59.640] おジョエルジョエカス来
[03:26:03.840] たジョエ
[03:26:06.640] カスよかったあ
[03:26:09.279] ジョカ何考えてるんだいや追っただてた
[03:26:16.880] なぜ黙っていっ
[03:26:18.760] たかき置きだけ残され
[03:26:21.439] たらアリシのジョエル油汚れにジエル
[03:26:26.399] 油汚れに
[03:26:29.199] ジョエ若いの顔はまだ優しい顔してるここ
[03:26:34.160] で何があったか真実をなそろそろ
[03:26:44.920] なまた嘘をつくなら私
[03:26:49.000] は出て
[03:26:52.439] いくもう2度とせない戻らないもう子供
[03:26:57.600] じゃないからねでも本当のことを言う
[03:27:03.640] ならそれがどんなことで
[03:27:10.239] もジソやか
[03:27:13.319] だ優しい顔してるよねもう今とんでもねえ
[03:27:17.600] 顔してるからねマジ
[03:27:27.680] でねえ言ってよエリーは
[03:27:31.680] 偉いエリは偉い
[03:27:35.279] ジョエル言ったれやジョエル
[03:27:43.520] もうワクチンを作っていたら
[03:27:52.239] お前は死んでた
[03:28:04.439] うんだから止め
[03:28:09.640] たあそうかだからえジョエルの独断で全部
[03:28:15.160] 止め逃げたからあいつらを追っかけてんだ
[03:28:19.479] あの男のせいで
[03:28:21.479] と待ってよなん
[03:28:26.640] でああそういうこと
[03:28:33.520] かなるほど
[03:28:37.000] 私に指一本触れない
[03:28:43.880] で恨みはってるよジャクソンには
[03:28:48.399] 帰るでももう
[03:28:52.680] 終わりなんででもさお前助けてやったんだ
[03:28:59.640] よ死な方が良かったって言うん
[03:29:04.239] かまこのここのゲームさマジで赤木かよ
[03:29:10.640] まだ3日しか経って
[03:29:12.640] ね赤じゃい言い方しないでまだ3日しか
[03:29:17.080] 経ってないのかよ俺の実況今日で4日目な
[03:29:19.720] のに笑笑
[03:29:21.960] 濃厚赤木かようわスタイルいいおお
[03:29:26.000] ちょっと待って
[03:29:28.239] おかしいまだ3
[03:29:35.000] 日
[03:29:38.160] ボロンありがとうございます
[03:29:42.319] ほほ筋肉エグ
[03:29:46.199] ちゃまびっくりまだ3日しか経ってないの
[03:29:48.840] かほほ
[03:29:51.640] 笑でもムキムキよなめっちゃムキムキだ
[03:29:56.720] ね
[03:29:58.640] デナ
[03:30:03.279] ジェシーエリーは死ぬ覚悟だったのかな
[03:30:06.760] 大胆無敵どうなそうなのかなジョエル
[03:30:10.760] お気に入り
[03:30:12.239] でしょ何こすごいじゃん
[03:30:28.520] リーナジェシーいきなりどんおフォローあ
[03:30:32.560] ありがとう
[03:30:33.880] フォロー2人はどこだろうだいぶ吟味した
[03:30:37.880] ねだいぶ吟味したねコロするかどうか
[03:30:42.720] 間違ってないぜ笑笑笑
[03:30:47.040] まあまあなまずは様子からだよな笑笑
[03:30:51.080] わかるだいぶ
[03:30:53.560] ね言うなよ
[03:30:56.319] 笑笑
[03:30:58.199] あめっちゃ面白かったのでフォローおい
[03:31:04.640] ほらノイも認めた色変わってる言うて俺も
[03:31:08.520] 吟味した
[03:31:12.840] よん寝
[03:31:14.920] てら寝
[03:31:20.120] てら靴こえマジ外人って靴履いてねんのか
[03:31:24.120] よ臭そう
[03:31:33.040] 足あいつ
[03:31:36.120] 夕べずっとつらそうにしててさに似てて
[03:31:39.040] タイヤのゴムかもしれんからねったら起し
[03:31:42.080] てよ
[03:31:48.920] 妊娠してるお気づい
[03:31:54.120] たえ誰との子なのお前心当たりあんのか
[03:31:59.920] まさかまコンドームないからなこの世界
[03:32:03.720] 多分多分もうこんな世界コンドームなんて
[03:32:06.600] ないやろ多分しょうがないお前の気持ちは
[03:32:09.000] 分かるまさかお前が父親けど連れ帰ら
[03:32:12.359] なきゃまそうだねこちゃんと
[03:32:16.000] 回村返した方がいいよ絶対分かっ
[03:32:22.560] てるでも富を放ておけないも1人でやる
[03:32:26.479] しかないんじゃん私のせいなんだよ知らん
[03:32:29.600] 人間にやられる世界だからねちょえあんた
[03:32:33.520] が連れて帰ってあそうだよお前抜きじゃ
[03:32:36.920] 帰らないよなん
[03:32:41.000] それだねし
[03:32:46.960] しゃあ
[03:32:49.560] ねえジョナサントミー探すぞ
[03:32:53.479] ジョナサン誰の水族館に行って
[03:32:56.920] みようトミーはアビーを見つけてない水族
[03:33:00.359] だから先回りするん
[03:33:04.800] だここにディナを置いてって平気なの2人
[03:33:08.160] で行くそうしろっ
[03:33:12.160] てそっ
[03:33:13.880] かじゃあ行くてたよ俺は外で待ってる首に
[03:33:18.880] 星の技がある感じ分かったえ首に星の
[03:33:28.439] 技うわしんど
[03:33:31.160] そう生まれるんちゃう
[03:33:38.880] もうあれなわけねえだろ笑笑おはようなで
[03:33:43.760] なんでなわけねえのわからへん生れかも
[03:33:46.040] しれお腹痛いよね鍵かけに来て
[03:33:52.160] くれる分かっ
[03:34:00.199] たでこの時生まれたのが俺って
[03:34:04.279] わけそれで3に繋がったら熱い
[03:34:07.399] な出発だいやこれなんでさ族感は海岸沿い
[03:34:12.680] だろちょっと薄味に見えるかと思うと
[03:34:14.880] ずっとル
[03:34:17.880] だこの町にいると濡れてばっかずっとこの
[03:34:21.319] なんか緑の街にいる
[03:34:24.080] からな手確かにほらいいよお前普通これ女
[03:34:30.359] お前お前さ普通これ女をあげてやんだろが
[03:34:34.239] バカだな笑笑こいつ待クズだ
[03:34:37.640] わっ
[03:34:40.000] た
[03:34:42.120] 普通女の子あげてやろだろうがバカたが
[03:34:48.560] 手伝え
[03:34:50.080] ありがと
[03:34:51.960] 俺リーナに行ったのか引っ張る方が族館に
[03:34:55.840] 富探しに行くことそれともなんかなんか今
[03:34:59.680] いあたがそあてヒト
[03:35:03.680] 参加こいつさは持てねえなこのゲームは
[03:35:07.520] 極力女性を男性扱する水族館が当多分違う
[03:35:12.239] と思うアビーの隠れがだって野良が言って
[03:35:15.319] た
[03:35:16.479] 同機は聞き出せたのか
[03:35:21.359] うんジョエルはファイアフライト対立して
[03:35:25.840] た元ファイア
[03:35:28.800] フライトって
[03:35:31.520] エルは元業者で
[03:35:34.239] さ品の扱いで奴らと揉めて争いになって
[03:35:39.720] 死人が出たその復讐でしょ
[03:35:46.479] 何この
[03:35:50.399] でっかいなんで
[03:36:00.640] お前いやまたなんか
[03:36:04.080] 敵敵が
[03:36:07.040] さ敵さんがいそうです
[03:36:11.880] よ開かない
[03:36:15.800] とりあえず弾はもらってく
[03:36:18.960] ぜまあまだ2人だったらまだいいや出てき
[03:36:22.560] そうやなバーンはやめろほんまにいきなり
[03:36:26.359] バーン考え直す展開
[03:36:29.960] あるだめだ無理そうだろやってみただけ
[03:36:36.640] あいつらまたジャクソンに戻ってくるかも
[03:36:38.680] な
[03:36:49.120] 何どうして俺たち大勢殺してきただろらの
[03:36:56.080] こっちだって殺されたアビたもにたんじゃ
[03:37:00.479] なかったかここはジャクソンとは
[03:37:04.000] 違うジョエルとトミーはアビを助けたけど
[03:37:08.040] 奴らは手当たり次第殺してる出会いに撃た
[03:37:11.520] れた
[03:37:13.000] でしょだな
[03:37:26.160] テーナはいつ倒れたんだ23日前かなここ
[03:37:30.640] に着いた時ウルフをぶっ殺したんだけど
[03:37:34.680] しかも大勢やろうないいねだいっぱいだ
[03:37:58.199] なんか普通のゾンビとさ
[03:38:01.080] あ普通のゾンビと
[03:38:03.880] さクリッカーだけだったら全然いいんだ
[03:38:07.840] よあのなんか厄介なのやめてほしいあの
[03:38:11.319] ストーカーだのあーだのかーだのさ
[03:38:18.479] 34しかないどれもそう強化できないねお
[03:38:22.120] 金がなくて残念でし
[03:38:37.800] たまあでもこんなの絶対敵いるよな
[03:38:56.920] 今日朝
[03:38:58.080] まで明日さスタジオ練習なんだよねまここ
[03:39:03.359] からだからまあうん眠眠くなるまでやろう
[03:39:07.560] かなもでももう2時過ぎてんのか
[03:39:19.840] こっちディナの
[03:39:22.720] やありがとうもうチケットもう半分ぐらい
[03:39:26.199] けてるみたいだから
[03:39:29.399] ね半分ぐらいは
[03:39:40.800] ちいちょっと敵さ
[03:39:46.600] でもこの間をこの間のようにはなら
[03:39:52.399] ない気持ちするこれだって奴は海岸を固め
[03:39:57.680] てる水で狙うつもりなんだ
[03:40:01.040] よ希望を持てまで
[03:40:04.600] 一言選士はねえんだうまくやめ
[03:40:15.439] どう
[03:40:20.359] するえどうすん
[03:40:25.080] のえなあいつずっとあそこにいんか
[03:40:34.399] いとりあえず撃っとく笑おっとほらこっち
[03:40:41.080] たおいおいなんでバレたの今ので
[03:40:47.560] 挨拶がらねもうだったらさだったらもうさ
[03:40:52.560] 撃てばよくない誰
[03:40:57.239] たの部との合がん
[03:41:00.640] だ
[03:41:02.479] をるでもこの間はこの間のようにはなら
[03:41:09.239] ない緊張する
[03:41:14.239] だえんこんなにました増えて
[03:41:18.640] ないい増え
[03:41:21.239] てるの選択肢ねえだうまくのことを考え
[03:41:30.399] たなんで増えたの意味がわから
[03:41:34.080] んさっき2人しかおらんかったやろ意味が
[03:41:37.479] わからんマジで
[03:41:41.760] これ誰から聞いた
[03:41:46.080] 他の部隊との合流が進ん
[03:41:48.279] だらに戦いを
[03:41:50.560] 仕掛けるでもこの間をこの間のようには
[03:41:54.279] なら
[03:41:55.439] ない重なってたんじゃ
[03:41:59.279] ね
[03:42:00.800] だ海岸を固めてるで狙うつもりなん
[03:42:06.399] だ
[03:42:07.960] を聞いたか任せろ油断するなよ
[03:42:18.479] ギャビン異常は問題なしいやこれさ
[03:42:21.960] なかなか全員固まること難しいんだよ
[03:42:31.199] ね敵中あっちの方から
[03:42:38.439] だに
[03:42:42.120] いる殺すんだ
[03:42:47.920] ちょっと
[03:42:53.720] うくそ
[03:43:01.760] もうあっちに逃げたはずどこにいんの
[03:43:09.720] たうん結局こうなるんだよな建物に逃げた
[03:43:14.000] ぞ
[03:43:15.560] たみんな反対ほら絶対
[03:43:27.720] 殺す
[03:43:34.159] バカああめちゃめちゃいるんだな
[03:43:50.600] 1でも出てきたマップやねやろあ1でも出
