[00:00:04.960] ドラゲナイきちゃブロード
[01:45:25.800] はずじゃ炎のための水のためのどちらが1
[01:45:28.760] つでいいここに持ってきてみなさいもも
[01:45:30.920] あの玉がまだ魔力を保っているとすれば
[01:45:32.679] あの玉を取るのは必厄介ちゃがのえ君の
[01:45:36.280] 悪い笑い方をするババーだなそんな年で言
[01:45:38.800] ことなんか聞かないで構わず奥に進もうぜ
[01:45:40.760] このローバを殺してですかそんなことして
[01:45:42.760] いけませんそうでいけないよなたるそれに
[01:45:46.239] このローバの魔女魔力だぜどんな魔力を
[01:45:48.679] 持ってるかわからんぜていう
[01:45:51.119] なそうです取った魔女ほど恐ろしいものは
[01:45:54.599] いませんローバの言う通りこの玉とやらを
[01:45:57.239] 持っていきましょうどっかにあるらしい
[01:45:59.800] ですね玉が
[01:46:02.199] ね弾を持つものがいるんだなどっかに
[01:46:06.239] なあとこの奥かじゃ行てないとこ
[01:46:16.719] はこの子
[01:46:21.119] 可愛いの派な弾じゃだめかい何言ってだ
[01:46:25.159] 確か炎と炎と氷だけど確か
[01:46:29.119] に2つ弾あるけど確かに
[01:46:35.840] なわあ複雑だ
[01:46:41.520] なあ複雑だよ
[01:46:44.280] だいぶはてなじゃないよ
[01:47:01.199] 氷の玉ってどこにあん
[01:47:03.440] のあここ繋がるのねオ
[01:47:10.000] オドラ壁にドラゴンナイト族を塔の奥に
[01:47:14.000] 入れないためリフトは3回までとするああ
[01:47:16.520] なるほど
[01:47:19.960] ねそうか戦いドラゴとこのの奥に入れない
[01:47:24.080] ようにソフィアえリストを3回までにした
[01:47:27.480] んですね本当だ床に穴を塞いだ後がある
[01:47:30.440] なるほど
[01:47:32.239] な扉いっぱいだね扉いっぱいだ
[01:47:35.840] ねこれ本当これオートマッピングで助かっ
[01:47:39.320] たわこれ自分でやんなきゃいけなかったら
[01:47:40.960] 絶対無理や
[01:47:45.239] ぜ加減暮らしてよねあい
[01:47:53.280] だったねこれ多分終わんなかっただろうね
[01:47:56.080] 一生ねエロにノイズが入るとこだっ
[01:48:00.719] たさすがだねこのえ実直にエロを追求し
[01:48:05.040] てるあまりゲームゲーム側が結構親切
[01:48:08.320] っって
[01:48:09.679] いうエロにノイズが入る
[01:48:13.360] ないやセクシーパの最中だったのにあ
[01:48:17.599] パックねあびっくりパパックねびっくりし
[01:48:19.880] たあパックかびっくりした
[01:48:23.560] 何言ってん
[01:48:26.639] だここ入らんのこれなんだと思った
[01:48:31.280] えねマッピングしてたら色とかもういいよ
[01:48:36.040] 言い出すよそうだね
[01:48:53.000] って何なの元ネタといあんまり
[01:48:59.080] だ可愛いねなんこういうポケモンいるよね
[01:49:01.679] 新しいポケモンねデカぬちゃんだっけデカ
[01:49:05.239] ぬちゃん見たくて可愛いくない
[01:49:07.800] あれうわあこれ広いね
[01:49:11.800] これあお疲れお疲れラジオお疲れやっぱ
[01:49:15.719] エロゲーなんややっぱエペじゃなくてでか
[01:49:19.320] ちゃんべんことするのでかちゃんキで
[01:49:23.400] ちゃんめっちゃ好きでっかいなエウロペ
[01:49:26.960] エウロペって何
[01:49:34.239] な知らんけど元ネタヨーロッパじゃねあ
[01:49:37.679] そうなのあヨーロッパいやヨーロッパ
[01:49:40.080] エウロペ確かにヨーロッパ
[01:49:43.760] かサッカー
[01:49:46.000] 選手ヨーロッパってこ
[01:49:57.960] こんばんは痛わちょっとあエミさん
[01:50:03.719] こんばんはちょっともうあのあれになって
[01:50:06.280] きたなあのなんていうかさっさとエロい
[01:50:10.040] シーンえーユニコーン声高いな思ったより
[01:50:16.040] ね
[01:50:18.159] 落とし穴ってこれにおいては脳のウスを
[01:50:23.159] 一目惚れさせるほどの美貌の
[01:50:26.040] うだと思うよ
[01:50:35.159] エウロペうわこれあれだなうわ
[01:50:39.320] だるどこ
[01:50:44.280] これあれこれ
[01:50:47.320] どこ結構戻されたよねこれね
[01:50:54.079] うわめんど
[01:50:56.400] くさあああちょっとやっちゃうかあ
[01:51:02.520] じゃついでに行きますか
[01:51:10.679] はいいい
[01:51:13.239] ねいい
[01:51:17.639] よ結構いいじゃないすか結構いいすね
[01:51:23.159] なんて学校だたさんああ君は確か魔法使の
[01:51:30.560] 弟子だったそうみよ可愛いじゃ
[01:51:34.800] ない街の女の子が全員消えたのじゃ
[01:51:39.000] シェリーもああみんなさ師匠はどうして
[01:51:43.960] いるだよ私たちがいなくなっ師匠は死んだ
[01:51:47.520] ついさっきに帰れば分かるさが
[01:51:52.639] またで会いましょう
[01:51:55.599] が
[01:51:58.880] よしえこれ帰るいやいいや行こう行こう
[01:52:02.280] 行こう行こまた帰ると時間かかるから
[01:52:21.520] なただこれ上までもののだいぶめんどい
[01:52:25.840] だいぶめんどいっすよ
[01:52:28.440] これ
[01:52:42.320] いじめんどくさい
[01:52:44.960] なちょっとめどくさいな
[01:52:56.000] あの街に戻んのはそっかリレミトがあるん
[01:52:58.199] か俺今ソフィアが覚えてるんだよ
[01:53:04.840] ねこれさ魔法を使うってあるじゃんもよあ
[01:53:10.199] 装備ねなんかもうそのなんかこのゲームに
[01:53:14.320] おいて装備品ってそんな大して役割ないん
[01:53:16.679] だよ
[01:53:17.599] ねえとね
[01:53:21.440] 魔法魔法について何も書いてね魔法につい
[01:53:24.920] て何も書いてねえからさ何が何なんだか
[01:53:26.760] わかんねえんだよ
[01:53:40.880] な魔法魔法の効果が乗ってねえからさあ
[01:53:45.000] ソフィア魔法リスト前に化けて拉してしに
[01:53:48.880] 連れてパコンパコンされてしまったのが
[01:53:51.800] だった
[01:53:54.320] おかみちゃんこんばんは詳しいなもうあの
[01:53:58.360] ソフィアが覚える魔法っていうかソフィア
[01:54:00.760] が使える魔法を全部乗ってるわここにこれ
[01:54:04.079] だけ6個しかない多分レベルをこれから
[01:54:07.920] どんだけあげても多分これしかないだろう
[01:54:10.079] な多分なも本当になんかもうあれなん
[01:54:14.760] だろう
[01:54:16.560] な軽くあ軽く軽く軽くこれが回復系
[01:54:25.119] ですHP50回復100回復全
[01:54:29.000] 回復ざっくりしてん
[01:54:33.400] なあで
[01:54:35.920] もいいっす
[01:54:45.840] ねよし帰ってきた落とし穴だるいね
[01:54:56.719] BGMええねんな
[01:55:12.079] 毎回なんてことするの
[01:55:24.840] マップ埋めつつなさっきあの変な四角い
[01:55:27.679] とこ入ったらやマップ広いよえ炎の魔法の
[01:55:34.400] 練習上魔女の皆さん魔法は日々の中が大切
[01:55:37.639] です炎の魔法の練習学校見ただぜ本当に
[01:55:41.079] 一流の魔法使いになるためには過酷な修行
[01:55:43.239] が必要なんですここはその修行の場所だっ
[01:55:45.679] たので
[01:55:47.040] はちょっとこれだいぶこのなんていうの
[01:55:50.599] マップのも
[01:56:00.639] ぞ手加減ぐらしてよね結構この子好きかも
[01:56:04.960] な俺この子結構好きかもなああレベル
[01:56:07.760] アップいい
[01:56:17.159] よ
[01:56:19.000] えー氷の魔法の練習場はいはいはいこれが
[01:56:22.599] 炎と氷
[01:56:24.400] ね炎と氷かなるほどどっちかに入ればいい
[01:56:28.079] のかこれうわまたなんか
[01:56:32.840] あうわ寒いは歯がガチガチ
[01:56:38.599] ガチこんな部屋にずっといったら体が凍て
[01:56:41.520] しまうわソフィア部屋の真ん中を見ろん弾
[01:56:44.320] が空中にこの部屋のレキはあの玉から発せ
[01:56:46.920] られてるようですわあのおばあさんが言た
[01:56:49.239] 氷の玉ってあれのことじゃない
[01:56:52.480] あれなんか書いてあるぜ氷の魔法の練習上
[01:56:56.000] ボルモットを使用する場合は許可を得る
[01:56:57.800] こととにかく出よ体が動かなくなりそうだ
[01:57:00.440] 弾取れた
[01:57:01.760] の弾は取れたの
[01:57:06.880] か取れてないや
[01:57:10.920] んあなたどうやって取るんだ手が凍りつい
[01:57:14.000] ちまうぜああなるほど取れないのねオオて
[01:57:16.920] ことは多分炎の弾も取れないんでしょう
[01:57:19.079] 多分ね
[01:57:23.440] ああはいはいこうなってんの
[01:57:34.239] ねパックの最中だったの
[01:57:47.440] にそしたらここはただ開いてるだああそう
[01:57:50.520] いうことねはいはいはいはいはいはいで
[01:57:52.520] 反対がも一緒と
[01:57:57.920] はいベンガルタイガーなんか全然エッチ
[01:58:01.159] じゃないなあんまりエッチじゃない
[01:58:05.199] な
[01:58:06.920] パ同じ同じだよ俺俺も同じこと思ったよ
[01:58:11.000] うん大丈夫ランディ俺も同じこと思った
[01:58:13.679] から笑笑パック
[01:58:16.440] か2回ぐらい確認したあパックね
[01:58:22.480] うわ熱いあ汗が
[01:58:25.079] ダラダラというぐらいに熱いこんな部屋に
[01:58:28.040] ついたら体がどんどん痩せそうだわあら
[01:58:30.079] いいなるねずこの
[01:58:38.239] にて思った
[01:58:41.400] なんて
[01:58:43.760] 笑笑ここにあるのが炎の玉で氷の部屋の
[01:58:46.760] 練習にあるのが氷のあれこのになんか
[01:58:51.040] てる場モルモを通用する場合は許可を得る
[01:58:54.599] ことと書いてあるとにかくでこんな辺でと
[01:58:56.840] 火力奪われそうだこれどう取るねんていう
[01:59:00.639] とこっすよねどう取るねんっていうとこ
[01:59:03.040] これを結局はなだからなどう取るんですか
[01:59:06.520] と
[01:59:23.760] ひどい
[01:59:25.280] ああちょっとでもあれだ
[01:59:27.880] なダンジョンもだからさ長いねそのなんて
[01:59:32.400] 言うのかなこのイベント1個1個の間が
[01:59:36.119] 長いなと思っ
[01:59:41.159] ちゃうえでももうなくない
[02:00:02.960] 他になんか部屋がなんかあんのかな
[02:00:25.280] このゲームでもあれなんだよな
[02:00:27.920] あのいつエロいシーン来るかわかんねえ
[02:00:30.800] からなマジでこれまた落とし穴だったら
[02:00:32.800] だるいけどね入りたくねえけど落とし穴
[02:00:36.040] じゃなけりゃ
[02:00:37.520] やまケト結構ケト良かったやなさっきのな
[02:00:42.360] ケトの急なエロシーン良かった
[02:00:47.599] わ
[02:00:49.800] 加減良かったねよねあれねエロかったよ
[02:00:55.719] ねあ来たよしよしよし
[02:00:59.119] よしグレートソードだぜなんだエまた武器
[02:01:03.040] かたまにはカレとか銀とか入ってないのか
[02:01:06.360] よグレソ来たわグレート
[02:01:09.679] ソードあんま嬉しくないなこのゲームこの
[02:01:12.560] ゲームでなんかその新しい武器とか
[02:01:14.320] ドラクエとかだったら嬉しいんだろうけど
[02:01:16.880] このゲームでその新しい装備とかなんか
[02:01:19.960] そんなそんなどうでもいいなみたいな
[02:01:23.880] あ結構攻撃上がったな今
[02:01:27.880] のえどこ行くの
[02:01:31.800] これ新しいモンスター上がる新しい
[02:01:35.159] モンスターはね気になるんだけどこれ
[02:01:40.800] さベンガルエロ
[02:01:48.360] ないあよし
[02:01:55.560] マップ引きでみてえな新しい武器
[02:02:00.800] かふん
[02:02:04.440] て図書室だっ
[02:02:09.199] てマップを引きて
[02:02:12.599] みる機能があったらいい
[02:02:27.679] またでかいな
[02:02:42.000] ここ無加減ぐらしてよ
[02:02:46.520] ねおしっこし
[02:02:50.840] て書
[02:02:56.800] 入り口まあなるほどねはいあなんかあり
[02:03:01.119] ますね図書館ってぐらいだ
[02:03:03.400] からしかしいろんな本があるな魔女って
[02:03:07.159] 読書が好きなのかしらなんだこの書は悪の
[02:03:10.040] 魂を吸い取る金属についてああなんか最初
[02:03:12.840] の方に言ってたね金属がどうのこうのって
[02:03:15.719] チュンリーみたいな知ってるけどおいバン
[02:03:17.760] フェニックスの別の金属の話は知ってる
[02:03:19.920] だろああ聞いたことがあるなその金属に
[02:03:23.520] ついて書いてある本があるぜ長いから1度
[02:03:26.520] しか読まないからなしっかり聞いてろよ誰
[02:03:28.719] にて言うんだバーンだよ何々フェニックス
[02:03:31.719] という街でのみ取れるこの金属は不思議な
[02:03:34.239] 力を持っており悪ものの魂を奪い取る力を
[02:03:37.119] 持っているただしこの金属は意思を持って
[02:03:39.440] いると言われており取り扱いには十分注意
[02:03:41.520] されたいこの金属で作られた鎧はどんなま
[02:03:44.599] 邪悪なま魔法も跳ね返すまたこの金属で
[02:03:48.040] 作られた剣はえ邪悪な心の持ち主の核を
[02:03:51.079] 破壊するたえそれが不味の体だっても後方
[02:03:55.079] もなく消え去るであろうよって悪の一族
[02:03:57.880] 特に邪悪な魔法を使う魔女の一族からは
[02:04:00.000] 恐れられているというしかしこの金属で
[02:04:02.520] 作られた武器多くにも欠点がないわけでは
[02:04:04.800] ない邪悪な力を消さるパワーを得るために
[02:04:07.440] はここでこの書物は焼きあここでこの書物
[02:04:11.000] は焼き切れているなんだよ大事なところで
[02:04:13.639] 切れてるじゃないかしかし魔女のとこに
[02:04:15.920] こんなものがあるなんてマジつか本当に
[02:04:18.079] この金属を恐れていて証拠だなとこの本
[02:04:20.840] 以外に役に立ちそうもはないようだ
[02:04:26.239] 出よ他にもいっぱいこの部屋がある
[02:04:37.760] けどパックの最中だったの
[02:04:45.520] に何もなしか
[02:04:52.040] これまた穴とあったとだったらだるい
[02:04:56.480] ぞしかしま図書館って言ってもね俺たち
[02:04:59.280] 本来え俺たち人間にのわけのわかんない本
[02:05:01.400] ばっかりだあれこんなとこに誰でも読める
[02:05:03.040] ものが落ちてるぞおし来
[02:05:05.679] たエンジェル来ましたよと下半身部門1位
[02:05:10.480] のあのエンジェルさんの来ましたね点がね
[02:05:16.400] 期待期待
[02:05:18.719] 大下半身部門第1位ですから
[02:05:23.000] はいはいはいはいはい来ましたはい来まし
[02:05:25.239] たエンジェルさんです下半身部門は草下
[02:05:28.440] 半身部門第1位なんですよココこだ魔法の
[02:05:32.360] 本もあるのらたるここに炎の玉ああ氷の玉
[02:05:36.440] と炎の玉について書かれた本があるぞ本当
[02:05:38.360] か
[02:05:40.559] いまた同じじゃねどんなことが書いてある
[02:05:43.639] んですかな炎の玉は炎の魔法を使うための
[02:05:46.400] 増機であるこの玉を持ち運ぶには
[02:05:49.719] 袋を使うことまた一番簡単な方法は水を
[02:05:52.800] かけることあさんこんばんはただし人間の
[02:05:56.679] 水を使ってはならないあくまでも魔法の水
[02:05:58.840] を使うこと魔女の水あシャワーの水ねそう
[02:06:02.920] ですねま魔女の塔に流れる水が魔女の水な
[02:06:05.960] んでしょう魔女の水はジレ300年の歌の
[02:06:08.719] 木で作られた容器を使用すること歌の木
[02:06:11.559] 樹霊300年だって待てよ確かジョゼペ
[02:06:13.880] ジスあジョゼペじさんが持ってたツトは
[02:06:17.440] 歌詞の木だったようななんだか木何
[02:06:22.079] 霧だらけなんてなんと
[02:06:24.480] か
[02:06:26.320] えっと何氷の玉は大蛇の顔の袋大蛇の顔の
[02:06:32.400] 天袋これ以外のもので氷のために触れれば
[02:06:35.880] 立ちに体が凍ってしまう大蛇の顔の手袋
[02:06:39.599] そうだこの会にある牢獄の中にそんなもの
[02:06:41.480] があったとあとは関係ないことが書いて
[02:06:44.040] あるなんだが頭が混乱してきたゼペじさん
[02:06:48.040] て誰だっ
[02:06:50.520] けじさんて誰だっ
[02:06:53.719] けジョセぺじさんて誰
[02:07:01.360] だいや1回なんかどっかで出てきたどっか
[02:07:05.719] で出てきたんよな加減ぐらしてよねジョゼ
[02:07:09.559] じさんって誰だっけどこで出てきたっけ
[02:07:11.960] ジョゼペじさんなんか1回出てきたよ
[02:07:17.960] ねに出てきた
[02:07:20.159] じじもまそれそうなんだけどこのゲームに
[02:07:23.559] も1回出てきたん
[02:07:35.280] だ今日のところは許してあげる
[02:07:40.960] わどこに出てきたっけな覚えてねえ
[02:07:48.520] なああまだ行くとこは
[02:07:55.800] 広め全然エロないこれなんかやっぱ裸って
[02:08:00.599] エロないよね裸ってエロ暗くないすかいや
[02:08:05.520] ちょっと服着てくんねえとだめだわ今に見
[02:08:08.679] ててね裸ってあんまくないよなやっぱり
[02:08:22.520] 広いよこれ行くとこ
[02:08:35.679] が
[02:08:40.880] あごめんでかいことしちゃった
[02:09:02.400] どうすかエンジェル解放しに
[02:09:06.079] 行くそろそろお前らも進展なくて飽きてき
[02:09:09.719] た頃だろそろそろエッチなとこ見たいよ
[02:09:13.840] なっちゃいます
[02:09:16.000] かっちゃうかに
[02:09:20.360] ハピあれハーピーってどうなったんだっ
[02:09:23.639] けハーピーって解除しただけあ解除した
[02:09:27.760] だけかああじゃあハーピー見ないと
[02:09:30.800] ねあそっか今解除しただけかハーピーああ
[02:09:36.239] なるほどね加お前いこ本当に本当に真剣に
[02:09:41.880] 見てる
[02:09:43.040] ねこのゲームに対してのその真剣さが
[02:09:47.079] すごいわ
[02:09:48.960] 笑笑ちゃんと見てんじゃん
[02:09:57.440] メカ
[02:10:04.239] トイそっかじゃあ1回も戻1回戻るつって
[02:10:09.199] もそうなんだよななんかむ無意味に戻って
[02:10:12.920] もしゃあないから
[02:10:16.599] さおどうした金か銀かプラチナかこりゃあ
[02:10:21.400] プレートアーマーだぜフェニックス見てっ
[02:10:23.119] てないなんだよでも丈夫な鎧ですねもう
[02:10:25.880] もう正直
[02:10:27.520] あの鎧とかいらんねんけど
[02:10:33.079] な鎧とかいらない
[02:10:36.040] よプレートアーマーだってさ
[02:11:00.360] ねジョゼペじーさんってどこに出てきたっ
[02:11:02.920] けそれだけ教えて
[02:11:04.559] ほしいジョゼップじーさんてどっかで出て
[02:11:07.840] きたよ
[02:11:15.400] な
[02:11:17.639] ああそうだ森のだ
[02:11:22.679] 墓森のじじだわあじゃあ墓行こうぜあ
[02:11:27.159] じゃったらもうもう
[02:11:31.280] 帰ろ
[02:11:34.119] リタンいたっけそんな人い
[02:11:37.760] たあ便利たるさんどこに行くのですか便利
[02:11:42.719] そうだな近くて
[02:11:46.400] 便利ああらお尻
[02:11:52.000] なこのたるさんおなんだミミか相変わらず
[02:11:57.239] 元気だなあれあのハーピーねねえたるさん
[02:12:00.400] シェリーはもう見つかったいやまだなんだ
[02:12:04.360] あんまくないなやっぱなシェリーとは
[02:12:06.559] あまり仲が良くなかったけどいなくなると
[02:12:09.400] なんだか寂しくて違うよこれ助けたから
[02:12:12.239] ここで何をしていたの冷たいこと言わない
[02:12:15.599] でよたるさんとお話をしに来てやったん
[02:12:18.719] じゃないしに来てやった
[02:12:23.520] 冗談よたるさんのなんとなく見たくなっ
[02:12:27.679] ちゃそりゃはこだああいい風だわ気持ち
[02:12:34.679] いい早くこの街が素敵な街になるといいな
[02:12:38.920] エロ見せ
[02:12:40.639] かいエロ見せん
[02:12:47.400] かいエロ見せんかい
[02:12:53.400] 全然や
[02:12:54.880] 笑笑これはあれその女の人はそうそう
[02:12:59.760] そろそろ我慢できなくなってきたお前らな
[02:13:02.480] もうこれはおきれ
[02:13:04.559] なたる様の奥様ですか違いますの方が
[02:13:11.040] エロい違うに決まっているわおいおいバ
[02:13:15.920] まで無きになるな
[02:13:18.800] よまリカこの子がコボルトだからなこの子
[02:13:23.840] は元コボルトですえソフィアですお世話に
[02:13:28.599] なりますいやあなたのような女性がこの街
[02:13:33.599] のために働いてくださるなんて感激ですね
[02:13:37.520] 部屋は全部開けてありますからご自由にお
[02:13:40.400] 使い
[02:13:46.159] ください回復して普通に回復入れてじゃの
[02:13:51.079] ぺじさんのとこに行きましょうかあったね
[02:13:54.520] 墓場はもうモンスター出てこないからすぐ
[02:13:57.079] 終わりよ全部回復して解放してあるから
[02:13:59.960] たけるさん元気もう元気かああ元気さどう
[02:14:04.639] 宿屋で話したあれ試してみた何をやや
[02:14:10.760] 試すたるお前このこと何を話したんだあ何
[02:14:13.920] の話したんだっけさあ何のことでしょうか
[02:14:17.320] ね何話たんだっ
[02:14:19.119] けこの街にもああ
[02:14:23.000] しああでもどこにいるか覚えてないなあの
[02:14:26.679] じじなわどこにいたっけ
[02:14:30.280] なモンスターはいねえからなでも
[02:14:39.440] などっかにねなんかじじがいたんだよ
[02:14:46.159] ね
[02:14:48.719] うああ思い出したあそこだカードだ
[02:14:56.320] このCSさんがサブスクしましありがと
[02:15:00.239] 10か月目ですさんこんばんはありがとう
[02:15:03.199] パチパチパチパチパチパチだこなサブス
[02:15:07.440] ありがとうお疲れお疲れ来たあジョゼぺ来
[02:15:10.719] たなんじゃ3人でぞろぞろとあなんだと
[02:15:13.960] スイトを貸し欲し
[02:15:15.679] ぞこんなもん何に使うんじゃ何どうしても
[02:15:18.840] 必要だとなには紫取ってきもらったしな
[02:15:22.119] そうじゃ貸してやってもいいが1つだけ
[02:15:23.639] 条件があるぞなんでも言う何とも言うじゃ
[02:15:25.960] がわしは人間が嫌いなんじゃもう2度と
[02:15:27.599] ここに来ないて約束すんなこ貸してやって
[02:15:29.159] もいいぞツト以外でこのじさんになんか
[02:15:31.400] 用語あるかいや別によし決まりたいいぜじ
[02:15:33.920] さん約束するよ表しなれば貸してやろほら
[02:15:37.040] 貸してやろうっても返しこれないやん水筒
[02:15:40.159] ありがとうございますあ絵が細かいね絵
[02:15:42.440] からちゃんとあれが消え
[02:15:44.360] てる水筒がいいか貸してやるんだから大事
[02:15:48.239] に使えよ
[02:15:58.840] 結構MP使うなこれ70も使うんかい62
[02:16:02.599] も使うんかたさんいやもう1回回復してく
[02:16:05.800] かじゃあ一応ね一応何があるかわかんない
[02:16:08.280] から回復してこわあてか普通にセーブ
[02:16:10.520] しようぜ1
[02:16:11.480] 回
[02:16:17.360] 部屋2度と会うことがないのにカどういう
[02:16:21.400] ことなんそれたけるさん
[02:16:28.679] そうあマジどこの街のためにそんなに一生
[02:16:32.800] 懸命になれるのえええエッチなことが
[02:16:36.319] できるからねそどうすっかなえっとあれ
[02:16:41.280] セーブしたセーブワンセーブしてワン
[02:16:44.319] セーブ入れて
[02:16:48.200] えー塔の入口も1回行きます
[02:16:52.960] 塔の入り口だぜそんなことは見りゃ
[02:16:58.359] わかなんか今日エッチシーン来ない
[02:17:07.800] なだけどまさかあのスライム1匹ってこと
[02:17:11.399] はねえだろエロいのが
[02:17:14.240] なまさかあイジだやっぱヘジなんだよな
[02:17:21.280] いやいい私貧血気味なんでセクシーっすわ
[02:17:25.080] やっぱりこの曲線日エロいよね全体的に
[02:17:29.479] 完成度が高いわペジは本当
[02:17:34.040] エロい芸術芸術だよね
[02:17:37.719] これ君はね芸術だよ
[02:17:41.880] 芸術エロい目で見てない俺は術テを見る
[02:17:45.840] ような目で見てる俺はあいつの
[02:17:49.200] ことしかもね
[02:17:52.439] 公式の推しなんか
[02:17:55.559] なえっとエンジェルちょっとこれでここで
[02:17:59.080] エンジェルあれエンジェルって3
[02:18:01.359] 回あれエンジェルって何回にいた3回
[02:18:06.120] かエンジェルをじゃあ解放していきますか
[02:18:09.599] エンジェルをついでに解放して下半身部門
[02:18:13.000] 第1位ですからちょっと期待台
[02:18:17.559] ですあれエッチだからなエンジェル
[02:18:21.800] なかなかエロいっすよ肉感
[02:18:25.519] が
[02:18:29.479] あの
[02:18:31.359] かなりかなり
[02:18:35.639] でかいエンジェルはエロいよ
[02:18:39.760] 多分いいよ太ももとあのお腹がちょ
[02:18:43.040] ちょっとちょっとお腹出てる感じかな
[02:18:46.080] ちょっとエロいっすよね
[02:18:57.920] 来いエンジェル
[02:19:02.399] 来いあこの子も可愛いけどねほらつけて
[02:19:07.679] ある可愛い性格が可愛い性格部1
[02:19:21.519] 内面
[02:19:23.519] まで内面内面
[02:19:29.559] まで
[02:19:31.679] エンジェル早く出てこいエンジェル
[02:19:34.439] なかなかエンジェル出てこない出てこない
[02:19:44.439] ねあれ炎上はエンジェエンジェエンジェ
[02:20:05.840] 来た行く
[02:20:08.760] ぞ来い見せて
[02:20:14.920] みろなんだかいい気持ちうんまセリフ
[02:20:22.479] セリフ部門1位あ表情部門1
[02:20:27.680] 位まかこの目いいよねなんなんていうの
[02:20:32.479] これ自目じゃないけどなんかエッチですね
[02:20:36.880] もう翼なんかいよいよ
[02:20:40.319] いいあなんだこの子はえ可愛い可愛いあれ
[02:20:47.319] ですよね若い男とクが誘ってる目ですよね
[02:20:52.920] え誘ってるよね君よねだよ感たまらんよね
[02:20:57.080] 誘ってるよね誰がくだ
[02:20:59.640] と君の名前は私の名前はランフェニックス
[02:21:04.920] 1の美人自分で言うんだもうサーニャの
[02:21:09.040] おかげで私の精神がめちゃくちゃだわこの
[02:21:12.479] まま恋もしなず退屈しながら年をこれいい
[02:21:15.880] ねエンジェルねそうだあなたたちと一緒に
[02:21:20.600] モンスターたちをやっつけようかしら長間
[02:21:22.479] なってくれんのおいおい俺たち遊んでる
[02:21:25.640] わけじゃないんだ
[02:21:27.720] ぜつまんないよ可愛いなしょうがないわち
[02:21:32.399] に帰るわね君は宿屋に来なさい退屈だけど
[02:21:36.040] 戻るところは君は宿屋に来なさいあサフの
[02:21:40.720] チェンジまた会える日を楽しみにしてるわ
[02:21:43.479] うん宿屋に来いお前はいやいいいい
[02:21:46.280] ちょっと表情といい感じですたねうん
[02:21:49.359] ちょっと
[02:21:50.880] の声優のせいでリキッドが絡んでるように
[02:21:53.479] 見えてしまうリキッドの声だ
[02:22:06.240] かまでななんでな俺何しになんであれなん
[02:22:10.240] だっけなんであのじじのスイート取り行っ
[02:22:12.600] たんだっ
[02:22:18.240] け氷の弾が取れねえから
[02:22:21.319] 炎の弾が取れねえからそんな
[02:22:23.600] 感じ火の玉取るただっ
[02:22:29.000] け今日
[02:22:36.720] のあシャワー室で水を飛んなきゃいけねん
[02:22:40.520] だそう
[02:22:42.760] だそのためにツイートを持ってき
[02:22:46.240] た火の玉が取れるようになった
[02:22:55.200] どこにあんだっけ火の玉とか覚えてないよ
[02:23:14.560] もう今に見ててあんまエロくないんだよな
[02:23:17.640] これエスパーまみみたいな髪型してっかな
[02:23:19.880] なんかの
[02:23:23.319] 違うここじゃねええあれどこだっ
[02:23:41.920] け痛
[02:23:44.560] わもうなんかレベルアップとかそういう
[02:23:48.560] そういう概念
[02:23:51.160] いらないよねこの
[02:23:52.680] ゲーム別
[02:23:56.000] そのあここだここここここはいはいはい
[02:23:59.800] ここ
[02:24:00.760] ねで炎の弾は確かこっちだったと思うんだ
[02:24:04.279] よねあ
[02:24:23.319] この子も可愛いよね結構え
[02:24:30.200] エウロパ
[02:24:35.359] よしじゲホゲホひどい匂いだたまらないわ
[02:24:39.359] う息を止めてとよそうだ
[02:24:41.720] ぜおおやったぜたる炎の弾が鉄の弾になっ
[02:24:47.399] ちまった鉄の玉になっちゃっていいの
[02:24:50.920] これで認めてくれん
[02:24:54.319] のよしこれはあのばあさんとこ持ってけば
[02:24:57.840] 鉄の玉じゃあかんのじゃちゃうんか
[02:25:00.920] いいいのかなめちゃ硬そう確か
[02:25:06.680] にであのババーんとこ持ってく
[02:25:10.240] とちょっと単調なお使いが多い
[02:25:18.600] なてんてんてん
[02:25:23.960] ぐやそうそうそうそうそうあの内容の薄さ
[02:25:27.720] をなんかその往復で時間を稼ぐレトロ
[02:25:32.399] ゲーム上等
[02:25:35.040] 手段今さら墓場とか行くと思わなかった
[02:25:42.000] もんこれでまたいやなんだかんだ理由つけ
[02:25:45.279] られて氷の玉も取ってこいってくわれたら
[02:25:47.760] マジめんどくせえぞありそう
[02:25:50.960] ありそうなんだかんだなくせつけられて
[02:25:53.760] これは炎の弾ではない鉄の弾じゃこの弾
[02:25:57.439] 持ってこんかい言われるだろうな多分なで
[02:26:00.200] また
[02:26:02.240] 往復それの繰り返しなん
[02:26:04.920] ですん炎の弾を持ってきたちゃともう
[02:26:08.040] 怪しいやんもどれどれ見せてみなんじゃ
[02:26:10.600] これこだもこの展開だやっぱりその展開だ
[02:26:14.040] これただの鉄のではないかだから元々は炎
[02:26:17.920] のだったんです
[02:26:19.240] よえてるはずじゃだから魔女の水をかけ
[02:26:23.359] たら鉄の玉にだったらこれがこの玉だチコ
[02:26:26.479] 見せたる話つた無駄だ証拠があればわしは
[02:26:30.520] 戦いが終わったと仕事して魔女の国に帰る
[02:26:32.760] ことしようぞ証拠はないじゃあ信じるわけ
[02:26:35.439] にはいかんな大体ドラゴンにあの弾が
