[00:00:05.520] ひひひおはちゃま人1
[02:19:01.240] なおいレールがあるぞこれ動くんじゃない
[02:19:09.000] かいやこれさだめだ発電機だあれな
[02:19:36.160] うーんそこで待ってろ上がれんの
[02:19:42.679] これ届かない
[02:19:52.160] うんなんかある
[02:19:56.000] ここなんだわかんねえ
[02:20:01.920] などうしたもん
[02:20:19.640] かうーんなんだろうね
[02:21:00.399] う何もない
[02:21:03.200] ねあなん
[02:21:11.800] だ何これで上がるようになった
[02:21:20.760] て
[02:21:22.920] みろ
[02:21:27.359] よし
[02:21:30.200] だえよしこい
[02:21:39.120] たちょっと見てくる見張ってて
[02:21:43.080] くれ結局僕ですか行くのは
[02:22:19.200] あ
[02:22:23.720] ええええええ不穏な音やめ
[02:22:29.920] ておるや
[02:22:33.160] んうわしかも開けられるのこれちょっと
[02:22:36.120] 待って久しぶりの久しぶりだな確かに
[02:22:46.399] なえでもさこれあればあっちあっちでさ別
[02:22:50.760] 行く必要ないじゃんなんかあるんかこれ
[02:22:52.479] もしかしてこっち
[02:22:54.760] になんかあるん
[02:22:59.000] だろうすごい勢いをかける
[02:23:07.640] なこれクリッカーだよなこれなあるんか
[02:23:11.080] これクリッカーだよなこいつなもうナイフ
[02:23:14.160] で殺す
[02:23:18.200] かがちょっとナイは今めっちゃあるから
[02:23:23.399] クリッカーごきだったら俺が
[02:23:30.200] 倒すしかもナイフそんな壊れないんだ今あ
[02:23:33.920] もうめちゃめちゃあるもうめちゃめちゃ
[02:23:36.160] 全部全部全部全部全部
[02:23:39.279] 全部もはや敵じゃないもはや敵じゃないな
[02:23:42.319] クリッカー
[02:23:45.920] は昨日人にあった出会いにってこない
[02:23:49.359] なんて驚いた物資の交換に降りてくれて
[02:23:51.560] 有効的だった子供もいたためかひどく怯え
[02:23:53.840] てるようだったこの場所のことを教えて
[02:23:55.520] おこと思ったでももしあの人たちも他の奴
[02:23:58.040] らと同だったらいや1人で生き残った
[02:24:00.359] なんてつまらんジに笑ってくれる人がい
[02:24:02.000] なければ生きている意味なんてない明日彼
[02:24:04.160] らを探しに行く一緒にここに住んで
[02:24:05.640] くくれるか聞いてみよう一種あ一種って
[02:24:07.200] さっきの
[02:24:14.359] ですよしよしよしよしよし
[02:24:27.040] いいいかま物資いいたんでとりあえず
[02:24:31.200] オッケー
[02:24:35.120] ですなんだあなんとか
[02:24:47.800] なおれ持ってきたぞああまたこれねなんだ
[02:24:52.960] またこれねっ
[02:24:55.439] てほらほら乗っていいアイデアだなさすが
[02:25:03.359] だああ早くこげ
[02:25:10.479] たい
[02:25:16.800] これよしまだ動くか確かめろ
[02:25:21.240] やって
[02:25:28.120] みるお前らなんでお前ら乗ってんだ
[02:25:31.640] よやおい俺
[02:25:35.279] はふざけんなよお前ら俺何もお前ら何も
[02:25:38.880] やってねえ
[02:25:42.000] だろ絶対ダメだと思った笑笑馬鹿なこと
[02:25:46.720] 言う
[02:25:48.319] ないやなんやねあいつらマジ
[02:25:52.120] であの2人組マジでどうしようもねえな
[02:25:55.960] おいほんにあの
[02:25:59.640] がけいやおい
[02:26:02.920] えあいや俺いや俺もそのリフト使わせて
[02:26:08.000] くれよなんで俺だけ水浸しになっていか
[02:26:09.880] なきゃいけねえんだよお前は泳いで来い
[02:26:12.120] みたい
[02:26:17.040] な俺にもそのリフト使えされる驚いたぜ
[02:26:22.000] でしょ私たちプロだ
[02:26:27.800] からこういうところでなこういうところで
[02:26:31.840] ナチュラルにこういうなんか仲間たちへの
[02:26:34.200] 不満とかが溜まってくんねんこういうとこ
[02:26:36.439] やねんバンドとかでうまくなるうまくいか
[02:26:40.080] なくなんのこういうのこうちょっとした
[02:26:42.080] ところなこいつ筋肉わねんだよなこういう
[02:26:44.800] とこていうのが誰いると思うたまるともう
[02:26:48.240] ダメすね本当にここに入るのしかだろ音楽
[02:26:51.920] の違い理論小さな不満がコツコツそうそう
[02:26:55.160] そうそうそう小さな不満が今もうジョエル
[02:26:57.279] の中でも
[02:26:59.760] 小さな
[02:27:01.880] サトラップ一種の報だ一体どういうこと誰
[02:27:06.319] か住んでたんだ
[02:27:07.760] な今はもういないみたいだ音楽性の違い誰
[02:27:13.000] が住んでたんだ一種だろここが安全だ思っ
[02:27:18.319] たお
[02:27:25.680] 何これ
[02:27:29.560] 何これミニショットガン来
[02:27:33.800] た
[02:27:36.479] おおこいつは一体最強じゃん
[02:27:42.080] 最強ミニショットガンいいねエリおいあ
[02:27:46.680] 大丈夫あ爆弾強化よしね寒い
[02:27:52.359] なんだお前らお今の見たもうやめるんだ
[02:27:56.160] いいな微笑ましいおいおい遊ば遊ばせて
[02:27:59.560] やろうぜいいよちょっと遊んで
[02:28:06.920] て弾が欲しいな
[02:28:31.040] このゲームボス戦みたいなのなげだけど
[02:28:33.600] ラストはやっぱそんなのいるんかいや
[02:28:35.840] なんかねいやいるよボス戦なんかでっかい
[02:28:40.680] やつでっかいなんか気持ち悪いの中ボス
[02:28:44.560] みたいな
[02:28:59.319] 気を
[02:29:02.040] つけろあと3人こっちに
[02:29:11.439] 来るく撃て撃て
[02:29:14.160] 撃てあこれあれあれなのか
[02:29:18.200] これ危ない危ない危ない
[02:29:25.880] 危ねえここにいた人がどうなったか分かっ
[02:29:28.560] たクリカてことは感染して長いとにかく
[02:29:33.080] 進もうこれ以上いないことを祈るしかない
[02:29:36.160] これあれ
[02:29:37.279] だミニミニショットガンまいっかミニ
[02:29:40.560] ショットガンミニショットガンの弾って
[02:29:42.560] また別なんだよね多分ねあんま使いたく
[02:29:45.880] ないんだよなでもさピストルと同じ扱いだ
[02:29:49.840] からああホルスターホルスター作る作れば
[02:29:53.200] いいの
[02:29:54.399] かホルスターがないからさ気軽に持ち帰れ
[02:29:57.840] ないわざとこうやってこうやって持ち替え
[02:29:59.399] なきゃいけ
[02:30:00.680] ない作っとくべきだった
[02:30:04.600] かどんくらいのブなんだろうどうだろう
[02:30:08.120] まだ1回も使ってないちょっと使ってみる
[02:30:09.680] か次1回使って
[02:30:12.399] みようアウの
[02:30:17.479] メモ甘受のアイデアはすごくいいと思う
[02:30:20.000] 地上には出ずに水を確保できるなんて最高
[02:30:22.120] だよ実は子供たちに水鉄砲を開けたんだ
[02:30:24.200] 当然僕は1日中された水鉄砲遊びに賛成的
[02:30:28.040] ないから止めさせるからそう言ってくれで
[02:30:30.000] はまた夕食で警告書けど今夜もカイルが
[02:30:33.120] スペシャルなミートロフを作ってくれるん
[02:30:34.640] だってさ一何言ってこいつおかしくなっ
[02:30:37.200] ちまったんかここに子供もお前お前まか
[02:30:41.399] お前が一種か馬かゆ馬状態になっちゃっ
[02:30:48.920] たも一丁前に生活してたと見えるここ
[02:30:58.040] はイシュ
[02:31:11.399] ビブレ待て
[02:31:23.200] 追い詰められたものの目
[02:31:26.520] も一種じゃない閉じ込められたみんな死ん
[02:31:29.840] だと思う子供が何人か一緒だ感染者が扉に
[02:31:33.680] 当たりしてるいつまで持ちこえられるか
[02:31:35.520] わからないたちが生きてるなら来てくれる
[02:31:37.600] かもしれないお願いだから来てくれもし
[02:31:39.399] その時が来たら子供たちに痛みは味わせ
[02:31:42.040] ない
[02:31:43.920] 帰る鹿
[02:31:47.279] な子供たち子供たちで痛みは味わわせな
[02:31:51.800] いってどういうこと
[02:31:57.399] だ何したのあ待っ
[02:32:01.000] てなんかサーベルおいサーベルみたいな手
[02:32:04.880] に入たよほらナイフ
[02:32:18.319] 剣白いののは
[02:32:23.720] えあマチェット的な
[02:32:28.560] ああああよく見たらこれ
[02:32:32.640] ああジョエルが武器証人みたいになってき
[02:32:36.000] たなみんなよく見たらこれ
[02:32:40.000] あ
[02:32:43.000] ああたま絶望ああ
[02:32:48.319] ああ見なきゃよかっ
[02:33:03.640] たとことん救いのない外に繋がってるかな
[02:33:10.760] でもちょっと高すぎるとことん救いのない
[02:33:13.560] 世界だな他にも出口はあるだろ
[02:33:28.800] せめて身近な人だけ
[02:33:32.399] はそうだ
[02:33:38.240] ね
[02:33:39.880] ここここ開けんの
[02:33:46.720] こっちおーお
[02:33:50.399] あ
[02:33:52.680] ええああ大丈夫俺が非常置か何かを起動さ
[02:33:58.359] せたんだごめんエンリ持ち上げてみよう
[02:34:01.680] いや無理
[02:34:03.279] だろうわこなんか気まずいか困った
[02:34:10.720] ねいつもと
[02:34:13.800] クリカおいこれ動かせねえぞ逃げろ
[02:34:17.240] さっさとけ
[02:34:20.240] ヘリ早く逃げなきゃちょ頼むぞ行け
[02:34:27.120] 気まずいうわかなりいる
[02:34:32.720] かなり最悪その最そいつ見せて逃げていい
[02:34:36.960] ぞエリ一度やられてるんだからこちら
[02:34:39.720] はかったこちらは一度やられてるんだから
[02:34:42.800] じゃ行くぞここを出るじ
[02:34:54.000] 足をに
[02:34:56.840] しろ最悪の場合
[02:35:01.399] なうわ多いて
[02:35:07.359] また
[02:35:09.720] つ待っ
[02:35:17.319] て笑笑
[02:35:20.640] ぴ笑笑ただめちゃめちゃ強いこれ笑笑ただ
[02:35:24.399] めちゃめちゃ強いことが分かっ
[02:35:33.120] たここに弾ある
[02:35:35.840] から弾あるんだったガンガン使ってこうぜ
[02:35:38.920] これもうむかつくからなガンガン使ってく
[02:35:42.040] わこれおい来いよおら
[02:35:47.439] 来い引き寄せ引き寄せて引き寄せて
[02:35:50.800] 引き寄せ引き寄せ引き寄せこ行くんだバカ
[02:36:04.479] 野郎才
[02:36:07.160] 笑笑完成者だガキ危ねえ
[02:36:11.680] ぞガキ死にたくなかったら下がっとけ
[02:36:35.600] やべ
[02:36:37.960] やばいくそなんだよ
[02:36:41.520] くそリロードがくそ長いこいつよしよし
[02:36:45.640] よしよしよしよし
[02:36:54.439] うるさいリロードがめちゃめちゃ長えわ
[02:36:57.319] これ2発しか送電できねえしこれ強化し
[02:37:00.279] ねえと
[02:37:01.240] な剣めっちゃ強い
[02:37:06.600] けどめっちゃ強いんだけど剣は確か
[02:37:16.680] に限あるデビルメくらてる気分になってき
[02:37:23.800] たデビルメくらいやったことないいやある
[02:37:29.040] わ1個
[02:37:34.120] だけめちゃめちゃ元気に走ら
[02:38:03.160] あらぶ
[02:38:12.680] のなんだのこの元気マンは
[02:38:29.359] や
[02:38:39.080] もう弾なくなっ
[02:38:46.319] ちゃうあとあの1匹か
[02:38:55.760] よしよよしやったねよしよしよしよしよし
[02:38:59.160] よしいいな
[02:39:08.760] は疲れたもう2時かいやでも2時だけど
[02:39:14.560] やるよまだ今日は
[02:39:21.000] ゴキブりだらけ
[02:39:26.319] やまさかモーニング
[02:39:29.640] までモーニングまでも視野だよただ眠たく
[02:39:33.920] なったら
[02:39:35.880] 終了眠たくなったら即
[02:39:45.479] 終了弾くる弾たた
[02:39:52.479] あきっとたくさんいたんだな工具レベル
[02:39:56.920] みたいだ工具レベルレベル3来
[02:39:59.720] たらお腹ちょっと空いたなんか食べ
[02:40:08.359] たいピザ
[02:40:11.720] 食べよ田舎にはこの時間にピザを食べ
[02:40:14.560] るっていう選択肢ねえんだおらみてな育
[02:40:18.160] じゃねえからいつたって2時ぐらいまで
[02:40:21.200] ピザ配達してくれるんでしょ恐ろしいだろ
[02:40:24.279] なんでそれで太ってないのお前ら太るだろ
[02:40:26.880] そんなことされたら普通
[02:40:29.720] にマジマジまじ2時ぐらいまでピザ配達し
[02:40:33.720] てくれるらしいぜ低くよな普通にマジで
[02:40:37.720] なんでそれで痩せられるの土けんのかこの
[02:40:41.840] 場所見て何何なんて読むのそれスみたいだ
[02:40:46.040] なぜ襲われたん
[02:40:47.520] だろうさあなよくわからんまけだったって
[02:40:51.279] ことマックの新しいやつ気になるドミノか
[02:40:55.399] あマックのヨーロッパバーガーねミケは
[02:41:00.279] 全部は食べてないっすでも美味しいっす
[02:41:01.880] ありがとうございますデブだよ虹にピザ
[02:41:04.840] 食ったらいや8時にピザ食ったってデブだ
[02:41:07.760] よ何時に食ったってデブだろピザ食っ
[02:41:12.960] た
[02:41:14.640] あこれよくあるよくあるなんか子供の書く
[02:41:17.840] 怖い絵じゃないのこれダディアンマミーア
[02:41:21.120] フレンズっていう真っ黒い真っ黒い
[02:41:23.160] ぐちゃぐちゃのフレンズっていうよくある
[02:41:26.520] 子供の怖い絵じゃないのこれ違うのこれ
[02:41:29.960] ダニーと種守ってくれる人あ
[02:41:33.640] いいあの柱を下ろせる
[02:41:39.880] かただのいいただのいい家でしたほら行け
[02:41:53.359] やっぱりこの時間のケーキは罪か
[02:41:58.920] 笑できたよよくやっ
[02:42:08.560] たこ焼きたくなってきた
[02:42:14.279] たこ焼きどうしたどうした2人だ
[02:42:19.720] 止まっちゃだめだよあこアだ
[02:42:28.080] よす
[02:42:30.560] よしのから
[02:42:32.479] 離れ一に押してみよう何何
[02:42:42.640] がた
[02:42:49.279] なら
[02:42:50.880] 急げサムが行きましたサムが行きました
[02:42:55.160] さあ早く
[02:42:59.080] 笑笑桜塚ヤックも見てますはいサムが行き
[02:43:03.200] まし
[02:43:07.800] たどこ行けねえの
[02:43:10.279] これ
[02:43:12.560] あわなかいっぺいあんのにくそ
[02:43:21.120] 待てなんかあるぞ
[02:43:23.960] ここ
[02:43:28.080] だて色々あるだろ
[02:43:33.359] まだ俺らしで進めるな
[02:43:38.200] お兄大丈夫
[02:43:40.399] ださ行けれ
[02:43:49.439] 何戦うの来るぞえ戦う
[02:43:55.000] のいやだめ
[02:44:12.399] ださやるしかねえんだな
[02:44:22.319] 爆弾
[02:44:39.120] ナイスドアが開いた行くぞ
[02:44:45.359] 待てやべナイフめっちゃ使っちゃった強い
[02:44:50.840] 行こ
[02:44:54.680] 分反撃ナイフは一発なんだもったい
[02:45:00.160] ねえなさおもろいっす
[02:45:05.040] よ空気
[02:45:07.279] だ空気
[02:45:10.160] だ見て
[02:45:12.399] よもう私をからかってる
[02:45:15.760] の警告なんて恐れいる
[02:45:19.680] 通信島はどこ
[02:45:22.640] だ近い
[02:45:24.840] ぞさあ
[02:45:34.080] 行こうおい大丈夫
[02:45:37.920] か危なかった
[02:45:40.200] ねあ簡単じゃなかったけどななんとかなっ
[02:45:45.720] た
[02:45:56.359] おい見ろよなあ言った通りだろうまずは道
[02:46:02.000] を探そうやっと人安心
[02:46:04.880] ああお前は大丈夫
[02:46:07.600] かもう慣れちゃってああ久々のなんかこの
[02:46:11.479] 急速私のけ
[02:46:14.800] た久々の休息来たなそうか疲れた俺も疲れ
[02:46:20.840] たあの地下
[02:46:36.279] 道路ライフルの弾とか結構余ってんだよな
[02:46:39.479] 確かにな
[02:46:51.279] ライフルなかなか使いとないな難しい
[02:46:54.240] ライフルは距離がないとさ撃てないから
[02:46:58.720] ね言うて
[02:47:00.760] さ言うてみんなめちゃめちゃ資金距離いる
[02:47:04.760] から
[02:47:07.920] さ布も余っちゃってん
[02:47:13.960] な生き残るのも大変だっただろそうだねお
[02:47:18.040] お前ら本当
[02:47:19.920] にどこでジョエルと会ったのああ
[02:47:24.920] えっと友達の周りんが私のことを頼んだの
[02:47:29.920] うまくいってるよねうんまあなんかね今は
[02:47:33.279] 顎で使ってるおいおい何
[02:47:37.880] エル何が顎で使ってるだこの
[02:47:45.960] 野郎確かにいい雰囲気だな
[02:48:02.840] いやあ布とかいっぱいあるんだけど
[02:48:12.160] なあんまり仲良くなるとフラグ立つから
[02:48:15.520] やめろ許さねえよ俺
[02:48:22.359] しかも一度見捨ててるからなこいつ
[02:48:26.200] はベタだがやはり娘と重ねて染者がいやま
[02:48:30.840] そうでしょう
[02:48:32.760] 絶対想像もつかない嫌でも重なっちゃうん
[02:48:36.960] じゃない
[02:48:48.880] この家は感染が始まった時には娘が生きて
[02:48:52.600] たら今頃ビブレ5歳ぐらいだった
[02:48:55.920] かこんな町に住んでた気がするな弾がない
[02:48:59.680] んだよねあのなか覚えてるクラフトの道具
[02:49:02.520] はめっちゃあんだけどバーベキューかな弾
[02:49:05.240] がないな両親が大勢呼んで景気よく
[02:49:07.920] バーベキューやってた今でも匂いを覚え
[02:49:11.680] てるよ不思議だ
[02:49:24.080] もう当分犬だえ犬に近づきすぎるなよ
[02:49:28.319] 変われてるのとは違う凶暴だ
[02:49:32.800] 犬
[02:49:35.040] 犬これ何
[02:49:37.720] なあアイスクリーム屋さんだよアイス
[02:49:40.760] クリーム屋さんうん兄貴に聞いたんだ
[02:49:44.040] トラックでアイスを売るって
[02:49:46.560] おえジョエル本当
[02:49:50.239] 本当さトラックが街を回って変な音楽を
[02:49:54.479] ガンガン流してると子供が買いにくるね
[02:49:57.439] 子供の頃あったよね俺ら俺らの俺らの地元
[02:50:01.120] お前らに言ってわかんねけどうちの地元も
[02:50:03.439] あったんだ
[02:50:04.479] よっただ今なくなったよなちっちゃい時
[02:50:08.040] あったわえあったよねマジでえあったろ変
[02:50:12.560] ななんかすごい賑やかな音楽流しながら
[02:50:15.600] イスアイスが売りきてたよ地元でお母さん
[02:50:19.239] にああれ愛ささん来たつって買ってもらっ
[02:50:22.760] てた気がするうちの近くまで通るからさ
[02:50:26.720] あれいつからなくなったんだろうね
[02:50:33.560] おあったよな昔な餅とか焼き芋はまだある
[02:50:37.439] ねび餅だわえわらび餅なんかのあんの
[02:50:40.880] そんな訪問販売っていうか訪問販売じゃ
[02:50:43.399] ねえななんていうのわびもちながあんの
[02:50:46.800] アイスクリームさんあったよ街のアイス
[02:50:48.760] クリーム屋さんみたいなないのないそっち
[02:50:53.200] はないなアイスクリーム屋さんあったよま
[02:50:55.760] うち都会育ちだからみんなと違ってごめん
[02:50:58.520] ねみんないいとこわび持ちだろうけど逆に
[02:51:01.960] アイスないなうんま都会だからね栃木
[02:51:05.680] は栃木は都会だからみんなと違ってあ弾
[02:51:12.120] ださっき田舎言うてたやん屋台系と焼き芋
[02:51:16.399] しか知らんえマジ
[02:51:21.520] 変パパがいない間お前は一番上1番上と
[02:51:25.399] 1番年上として弟の面倒をしっかり見るん
[02:51:27.439] だぞ食料と物資を確保するために数日間
[02:51:30.399] だけスにするもしも1週間ってもパパが
[02:51:32.560] 帰らない場合は弟を連れてピッツバーグの
[02:51:34.800] 陸地に行くんだパパ以外の誰が来ても絶対
[02:51:37.920] にドア開けるんじゃないぞ弾を節約して
[02:51:39.920] もしも外に出る場合は姿勢を低くして
[02:51:41.800] 素早く動くんだの小ささを利用しようじゃ
[02:51:44.640] すぐるから
[02:51:46.040] なにん
[02:51:49.040] のも悲しいよ
[02:51:59.680] ね子供に弾は節略しろ
[02:52:04.200] なんてそんなこと書きたくないよ
[02:52:10.439] ねひどい世界だなあ
[02:52:29.880] もう世界中こんな感じななおかなそうじゃ
[02:52:32.640] ない
[02:52:51.920] ああれないかなワークベンチないかなもう
[02:52:55.720] 多分だいぶ強化できると思うんだよ
[02:52:58.640] ねで空屋が多いここに来てめちゃめちゃ
[02:53:02.600] 物資を回収して
[02:53:07.680] いる弾もあるじゃん
[02:53:11.880] ほらこりこの後また人ドンパチあるだろう
[02:53:15.040] な
[02:53:19.399] 2回も行けんでしょこれ
[02:53:21.279] おこんなに行けんの
[02:53:28.920] これ生存者の
[02:53:32.359] メモたった1枚の扉それを締め忘れただけ
[02:53:35.560] なのに怪物の大軍がキャンプに押し寄せた
[02:53:38.080] 奴らを中に閉じ込めて外の壁に注意書きを
[02:53:40.680] 書いたスーザンと子供の何人かを連れて
[02:53:42.880] いる生き残りは多分俺たちだけだスーザン
[02:53:45.840] が戻ろうとしたがなんとか止めた危険
[02:53:47.640] すぎる彼女は自分の子供子供をなくした
[02:53:50.479] かける言葉が見つからない何もかも諦めて
[02:53:52.640] 投げ出したいこの世におさばするのは簡単
[02:53:54.640] だからそれはできない俺は人間を信じてる
[02:53:56.960] 人間にはまだ両親がある大丈夫なんとか
[02:53:59.239] なる強くならなければああ一種だ一種
[02:54:08.840] だそうかそれで子供たちと一緒に地下に
[02:54:11.960] 潜ったのお前が読んでた漫画があるぞ第2
[02:54:14.840] 巻だ
[02:54:18.479] まだまだこの家でかい
[02:54:23.680] な洗濯して綺麗な服着たいよね防人1ヘベ
[02:54:28.439] 風呂入りてなんだ
[02:54:31.560] これはハリキハリカン
[02:54:42.399] ドロップス神マッチ
[02:54:46.560] あ82
[02:54:49.600] 136なんだ
[02:54:54.880] これなんかの暗証番号だな多分
[02:55:00.200] なあああああああああ弓だ結局使ったこと
[02:55:06.319] あ
[02:55:07.319] るっけなんだっけこないだなんか出たやつ
[02:55:09.920] 使ったんだっけあれ
[02:55:11.840] 結局使ったような使ってないよう
[02:55:16.160] なやっとやあ来たよ
[02:55:21.479] エリこれ見
[02:55:23.520] てこう思って何これ何し
[02:55:27.479] てえおい
[02:55:30.840] サブ気をつけろよなあいいよ僕が先ね
[02:55:36.800] ちょっと見ててやる
[02:55:39.000] かああくそああやってみてオ投げるようん
[02:55:46.399] うん私天才えだなんで違うよラッキーだっ
[02:55:53.960] た何その態度
[02:55:56.960] むかつく行く
[02:55:58.800] よ何を最悪じゃあ引き分け違う違うこれは
[02:56:04.920] そっちの負けだよなんで私の負けなわけ
[02:56:07.960] どう見ても引き分けでしょあ分かった
[02:56:12.279] よ何仲良くなりやがって仲良くなったのか
[02:56:17.479] なんかくなったけどな今の
[02:56:24.439] でさっきの暗証番号何なんだろうどこに
[02:56:27.960] 使うん
[02:56:30.319] ださっきの暗証番号どこに使うんだろう
[02:56:34.000] なそれらしいものは正直ない
[02:56:39.120] ぞでもこの家のさマッチに書いてあった
[02:56:42.319] から絶対このこの家のなんかだよな多分な
[02:56:51.560] なんかない
[02:56:54.279] かないよ
[02:56:58.479] ねわせるだけわせる
[02:57:02.600] あごめん普通にあった
[02:57:06.600] わあしかもこれあれだこれ多分番号さえ
[02:57:11.640] 取っちゃえば勝手に開けてくれるんだ対応
[02:57:14.800] したところ
[02:57:15.800] をだからなんか号使った気になってない
[02:57:18.800] けど多分これ普通開かないんでしょ多分
[02:57:24.680] うん近接設計うんませっかくなんだったら
[02:57:29.319] メモ取らせてやればいいと思うけどまま楽
[02:57:33.000] かこっちの方
[02:57:39.439] が覚える必要がないってわけ
[02:57:43.040] たせろ
[02:57:45.600] くそそのスナイパーだ
[02:57:48.800] どっからっスナイパー
[02:57:51.720] だ今はここを動くなだよ動く前にやを休ま
[02:57:57.880] せないようにしろ俺は回り込んで別の角度
[02:58:02.640] から攻めるいいわねまたる気をけて逆に
[02:58:08.640] 覚えてても番号手に入れないと開かないの
[02:58:11.359] かあ逆にねだ2周目とかで開かないよう
[02:58:14.200] なって
[02:58:20.040] またドンパチ始まんのかよ
[02:58:23.319] これこ兵物に隠れ
[02:58:26.399] て
[02:58:36.560] んなんか犬に襲われるとかやだぜ
[02:58:43.359] 俺じ同じ距離で弓矢で抜いてやるぜ
[02:58:59.359] うわなんだよこんな近いんの
[02:59:11.439] かどなもうなんだ何にいるんだよ見えない
[02:59:16.840] 見えない何がどうなってんの
[02:59:22.160] こんなにいたのすごくないこのゲーム
[02:59:25.720] なんかさ俺が行く場所に全員来るじゃん
[02:59:29.760] あんな資金距離で4人もい
[02:59:37.319] た気配消し
[02:59:44.640] すぎここは俺らのりだぞうわびなんだよ
[02:59:49.880] もう一直線じゃねえかよ意味わから
[02:59:53.080] んどっから来んだよ
[03:00:02.920] こいつなんでわかるねん
[03:00:22.800] だって全然写んないじゃんねこれに
[03:00:32.920] ねの家に帰り
[03:00:42.120] なうわなんかめっちゃ来てるなんでんでん
[03:00:48.080] も一気くん
[03:01:07.080] のもうまたここめんどくさ
[03:01:13.200] そう難しいよこれ
[03:01:39.960] し燃え
[03:01:44.479] たこいつ
[03:01:49.160] た
[03:02:28.000] あやっぱあいつだけ
[03:02:32.560] かどこに来たか分の
[03:02:51.960] いないよ
[03:03:04.239] ねやっちまえてどこにんのえーまたなんで
[03:03:10.000] こんなめちゃめちゃいるんだよ何これ
[03:03:23.359] よく探せこの辺にいるはずヘリー
[03:03:28.880] 手伝えいるのは分かっ
[03:03:33.000] てるバは分かってるからな
[03:04:07.880] なんだ見え
[03:04:11.239] ねそれ当てたら神いや当たんない多分ね
[03:04:15.000] 当たんないようにできてると思うなんか
[03:04:16.680] あいつ動かねからなんかさ固定放題みたい
[03:04:19.600] な感じになってるここに隠れやがったこの
[03:04:21.760] クソ
[03:04:39.960] 野郎トイレ疲れたああ疲れた草う難しい
[03:04:47.279] もう
[03:04:51.880] おトイレ行ってきます疲れた
[03:04:55.040] ね疲れちゃったな面白いのは面白いんだ
[03:04:58.560] けど疲れるこれ
[03:05:01.920] う疲労感
[03:05:04.200] わかるちょっと待っせちょっと戦闘多い
[03:05:22.439] 資格と聴覚の情報が多いよ
[03:05:38.120] ねしかも
[03:05:45.680] 難しいこのゲームのさんは出ないんかな
[03:11:42.800] よしひ
[03:11:52.800] 疲れたね
[03:11:55.279] マシュマロ
[03:11:57.520] マシュマロ今んなってマシュマロしたかっ
[03:12:00.479] たの忘れて
[03:12:03.399] たさてこれをどうすっか
[03:12:11.239] なこれ無限脇なの
[03:12:16.160] かこもか
[03:12:18.640] さいやもうなんだよ
[03:12:24.760] もうもうもう難しいっ
[03:12:39.200] て難しい
[03:12:43.840] よ簡単なステージがない
[03:12:57.120] おいどこ行くつもりだったん
[03:13:03.040] だここ行ったらばれるよ
[03:13:06.680] ないやもうもう今のは隠れてる扱いここれ
[03:13:11.840] で当てていくんだよこれでもう無理だよ
[03:13:15.680] まだちゃんと見えてるぞ
[03:13:24.120] 相手が名すぎる本当だよこなんかゴロつき
[03:13:28.840] の腕じゃ
[03:13:33.800] ねえ俺行くとどうせあれだろまた4人
[03:13:36.760] ぐらいのバーって出てきてさ大乱闘になる
[03:13:40.080] んでしょまた
[03:13:47.200] 浮気だろあれえこれどうすんの
[03:13:52.640] これ焼けた建物の中
[03:13:58.720] だ焼けた建物の中だえ1人じゃ無理
[03:14:07.200] やつけたちょっともう無理かもわこれ
[03:14:24.680] うん最初こ
[03:14:31.160] ちここは俺ら
[03:14:37.239] のああもう当
[03:14:50.800] ああ家に隠れてろ無駄だが
[03:15:02.000] な
[03:15:12.319] ええいやこの家ん中まで撃ってくんのどん
[03:15:16.439] だけよえどんだけ名手なんだ
[03:15:33.120] あいつ
[03:15:36.800] いやここは俺らの縄張りだぞ
[03:15:56.800] 起動完璧
[03:15:59.720] すぎるどこに来たか分から
[03:16:10.040] ないどうすんの
[03:16:12.199] これちょっとこれちょっとおいだお
[03:16:15.040] ランディいるよこれどうやってクリアすん
[03:16:16.479] のここむつ無理
[03:16:21.439] だろどこ行くんだどこ行くき
[03:16:28.800] だ
[03:16:30.399] ええランおじおいどこ行くりだったん
[03:16:42.160] ださがに攻略法あるか
[03:16:48.160] スナイパーのに
[03:16:49.920] 回り込むそれそれはわいやそれをそれどう
[03:16:52.840] やって回り込むかっての
[03:16:55.080] を聞いてるんです
[03:17:02.439] けどなあもう
[03:17:22.880] これ見つかった状態でセーブ
[03:17:26.239] されいや多分ね普通にねこれやり直しして
[03:17:31.040] もね最初からもう見つかってる撃たれてる
[03:17:41.359] からえこれ見つかってない状態とかない
[03:17:44.359] でしょあんのだとしたらも積んでるな
[03:17:48.120] 見つかった状態でセーブされてると思かに
[03:17:53.479] しようあいつら何もしねえかん
[03:17:57.479] ないやだってこれで撃たれたらどうしよう
[03:18:01.520] もないやどうやって行くんだよ
[03:18:04.239] ここいやもう何それ
[03:18:08.120] この距離で笑
[03:18:17.840] やってることがしも
[03:18:28.080] へをうまくていく感じか
[03:18:49.960] お前は
[03:18:51.479] マリアこの
[03:19:02.840] 野郎なあも
[03:19:22.560] も力技で行くしかねえよ
[03:19:24.840] ここおいどこ行く
[03:19:34.520] つもり多いな
[03:19:51.720] いやあ
[03:19:58.120] もういや無理俺もうわけわからん
[03:20:18.720] どうすんのが正解なんだねこれ
[03:20:52.279] は手伝ってくれ
[03:21:13.760] やくそう
