[00:00:17.760] おいおいイスピソソソソSおいおいスピー
[02:50:05.520] くるもう待っててあもう疲れたな休憩
[02:50:10.080] しようかな工具まとめておきな
[02:50:41.960] ナイスタックナイスタックだナイスタック
[02:50:46.560] よし
[02:50:52.040] いや工具まとめておきまとめてるはずなん
[02:50:54.760] だけどバラバラになるよねなんか気づい
[02:50:58.720] たナイスタックを持ってきまし
[02:51:09.560] たいやでもいい感じじゃないいい感じだと
[02:51:13.279] 思うよこれ
[02:51:37.359] よしはいはいはいはいはいはいと
[02:51:51.800] 側が変わると一気に完成に近づいた印象
[02:51:55.520] まあ
[02:51:58.319] ねあれこれさもしかしてタッゲーム機開け
[02:52:01.960] た時に中のリボンケーブルがペラペラし
[02:52:04.520] てるの見たら取れちゃいそうで怖いそう
[02:52:07.520] そうそうそうそうだからリボンケーブルを
[02:52:09.880] もうこれもう怖いから俺もさりたくない
[02:52:12.160] から
[02:52:30.560] これタッチセンサーだなこれ固定しとこう
[02:52:33.040] タッチセンサーを
[02:52:34.600] もこのねゲームボーアドバンスのタッチ
[02:52:37.720] センサーは
[02:52:40.439] ねちょっとあんまりこれよくMODでよく
[02:52:43.319] 使われるんだよ気動調整とかをタッチで
[02:52:45.600] 変えれるみたいなよく結構あるんだけどね
[02:52:48.920] あんま信用ならないねんな
[02:52:51.760] これあんまり良くないんだよねあんまこれ
[02:52:54.760] 好きじゃないんだけどねこれはちょっとね
[02:52:58.439] 世間は許してくれませんようん
[02:53:03.920] 本よいしょまこれで前提パっとけば大丈夫
[02:53:07.960] でしょここがタッチセンサーになってんだ
[02:53:12.880] なほんでできましたよここまで行ったよ
[02:53:19.960] あらもうボタンはめてくの早いんじゃ
[02:53:22.840] ないじゃボタンも行きますかボタンも行き
[02:53:26.439] ます
[02:53:28.200] せえボタン類ボタン類あてましたこれです
[02:53:35.800] ね透明よいい
[02:53:42.720] ね十字ボタンとあれはめていくかじゃあ指
[02:53:46.279] ボタンを
[02:53:52.840] はめていき
[02:53:56.080] ますこういうことやってる時は楽しいや
[02:54:05.560] ねあとパットもつけなきゃいけねんかD
[02:54:08.800] パパDパッドじゃこのこれなこの
[02:54:24.840] これはスタートボタンだなスタート
[02:54:40.200] ボタンここのゴムをしっかりやっとかない
[02:54:43.200] と後々押し心地が変になってくるから
[02:55:03.800] 使い込むと切れてくるやつうんまこん
[02:55:06.960] くらいのリペアは全然簡単にできるから
[02:55:22.080] よしよしよしよしおおどんなもんでしょう
[02:55:27.239] かこれねどんなもんでしょうか
[02:55:31.040] え1回動作確認したいけどねこれ
[02:55:58.920] お
[02:56:05.319] ありがとうううあなんや
[02:56:12.239] これえ何これちょっと待っ
[02:56:15.239] てこのシェルえなんだよこれ
[02:56:19.200] おえちょっと待てなんだよ
[02:56:23.200] これこうシェル飛んなきゃダメみたい自分
[02:56:26.359] でこのここなんかプラモの切り残しみたい
[02:56:29.160] なのあるわなんだ
[02:56:38.000] よちょ待ってよ本当だ
[02:56:45.920] よよし
[02:56:50.640] ちょっと軽くやすりかけて
[02:56:53.520] いいこだわる
[02:57:03.319] ぜちょっとやすりがけ
[02:57:09.399] するこだわり大事綺麗に仕上げないとね
[02:57:33.200] オよしよしよしよし
[02:57:39.479] よしめちゃめちゃ大変な作業だろこれ
[02:57:43.680] なめっちゃ大変なんだよこういうのは
[02:57:48.200] DET
[02:58:30.680] H
[02:58:51.000] うんうんうんうんうんちょっと画面がずれ
[02:58:54.279] てる
[02:59:11.520] ななんかこれいまい閉まりが悪い
[02:59:15.920] なこうか
[02:59:31.720] これもしかしてこれ貼ったらまずかっ
[02:59:39.200] たあこれ貼らない方が良かったか
[02:59:42.880] もこいつ結構シビアだ
[02:59:48.920] わまずいなどうしようかなこれ
[02:59:52.560] うーなんだよ貼らない方がいいんかい
[03:00:07.640] これ1なさって結構がっつり張っちゃった
[03:00:11.840] な
[03:00:42.160] もうごめん全然配信ついてること忘れてる
[03:00:44.479] 俺
[03:00:51.880] よし取り除きましたよしよし
[03:00:55.279] よし許せねえ
[03:00:58.520] よ許してえな今日は許してえ作業配信ある
[03:01:03.359] あるもうこっちに夢中やで邪魔笑笑集中し
[03:01:08.200] ておけよ申し訳ねえ
[03:01:47.239] 要はこんな感じになるわけですねこんな
[03:01:49.359] 感じになるわけですよ要ははいはいはい
[03:01:51.920] はい
[03:01:53.800] はいいいねかっこいいあねかっこいいね
[03:01:57.279] これ
[03:01:59.479] ねはいはいはいこんな感じ
[03:02:05.399] ねなるわけなんやがなんだ
[03:02:13.680] けどこれがうまいことさ
[03:02:31.120] よしでこっ
[03:02:33.800] からこっから
[03:02:40.239] ねいい
[03:02:42.160] ねまだ半田付けがあるんよ
[03:02:53.560] いやでもこれやばい地獄だ
[03:03:00.239] な
[03:03:02.960] えっと今度はこいつをつけなきゃいけない
[03:03:05.640] のねこいつ
[03:03:19.880] いやこんなもんけるあれないでもうそれが
[03:03:23.560] 歯そうそう
[03:03:27.439] そうこんなもんここに実装しなきゃいけ
[03:03:30.239] ないのか
[03:03:32.319] よかなりの時刻だね
[03:03:35.279] これ
[03:03:37.960] ハミハミが
[03:03:42.040] ねハミを
[03:03:44.600] ねこれをね実装しろっていうんですよ
[03:03:48.359] こいつらは言うのは簡単だよ
[03:04:01.000] ね波見なる基盤の
[03:04:04.399] 実装こういうこと
[03:04:08.040] かこういうことなんだな多分
[03:04:10.960] なはいはいはいはいはいこうねこうなんだ
[03:04:15.200] よこうねこうなんだよね
[03:04:19.880] こうなんだよ
[03:04:23.600] なむずすぎるよ
[03:04:35.680] これ
[03:04:38.399] ああああこれ違うん
[03:04:44.000] だHDMIってことはこ繋がない
[03:04:50.160] な
[03:04:55.000] えっとちょっと待って
[03:05:03.880] ねどうってんの
[03:05:08.439] これこいつはもうここにつつけるん
[03:05:11.760] だそうだ
[03:05:14.040] ねちなみにそれって全部合わせてけれるや
[03:05:18.080] なの
[03:05:19.840] 笑いやそうだよあのあのIPSエションに
[03:05:23.479] も対応してるから取り付けれるはずなんす
[03:05:30.920] よいやでもこれ相当
[03:05:36.960] きついめちゃめちゃきついよねこれ多分ね
[03:05:56.680] 見せてくれや
[03:06:04.840] えなるほどこいつを史上最強のグバとやら
[03:06:08.840] をこいつをですねここに入れるんですよ
[03:06:12.359] ステベこんばんは
[03:06:20.800] いやこれがねも基盤に入れんのが大変なん
[03:06:24.239] だよねこのリボンケーブルを
[03:06:26.760] ね入んねえんだよ
[03:06:40.800] これ入んねえなこれ
[03:07:03.600] こんなんでいいのか
[03:07:15.800] な入った片っぽ入るんだ
[03:07:23.239] なオオ
[03:07:27.319] なでこっち側に出しますと
[03:07:32.840] はいはいはいはいんでんんでよんで
[03:07:36.439] こっち側に出したやつ
[03:07:39.120] を出したやつを本体の方に刺すんだろ多分
[03:07:44.279] なそうなんだよこれは回やってるからね
[03:07:49.720] 俺すまんね見てる人間は何やってるか
[03:07:52.640] わかんないねそうだよねわかんないですよ
[03:07:55.920] ね特に説明もしないもん
[03:07:59.560] ね特に説明もないしね
[03:08:18.680] こういうことやん
[03:08:21.640] な昨年のキャンプで落として液晶ずれた
[03:08:25.120] やつを作った時にやったんだっけそうだね
[03:08:28.680] あれ
[03:08:29.920] そうそうだねであん時はまだHDMIつい
[03:08:33.840] てなかった
[03:08:34.920] からこれガチでついてるやつ
[03:08:41.160] ねいやもう俺これこそテープで止めちゃい
[03:08:44.359] たいなこれな仮止めするか
[03:08:48.439] ちょっと仮止めしますわこれちょっとこの
[03:08:50.520] この液晶この
[03:08:56.800] 基盤いやあべめっちゃ神経使うこれ
[03:09:22.359] この位置だ
[03:09:24.600] なもう1固定
[03:09:28.840] でそん
[03:09:38.200] でそんで
[03:09:52.279] ああこいつらを入れるのかここに
[03:09:56.399] うわあこれ地獄だよこのねま見えないよね
[03:10:01.000] ちょ持ち上げることもできないんだけど
[03:10:10.080] さここのリボンケーブルをさんこんばんは
[03:10:14.439] めちゃめちゃきつい
[03:10:16.319] これここのリボンケーブルここに入れるん
[03:10:19.200] だってさここにこのここのコネクターに
[03:10:22.920] もう俺の指が太くて見えねえやこういうな
[03:10:25.359] ここここに入れるんだってどう入れんねん
[03:10:28.439] ちゅう話なよ
[03:10:30.760] これすごいそれワンタッチでズームできる
[03:10:33.840] んだと思ったらiPhoneか笑視聴者
[03:10:36.960] プレゼントのために頑張ってんねえだろ
[03:10:55.000] 意外と入る
[03:11:01.200] なこれは入らん
[03:11:05.279] よこれは入らんよこれ
[03:11:20.000] いやこれは入らんのとちゃ
[03:12:07.560] うんなんとか入りましたねなんとか入り
[03:12:10.520] ましたねこんな感じでございますこんな
[03:12:13.680] 感じでございますて言わてもわかんねけど
[03:12:15.279] なこんな感じでございます言わてわかん
[03:12:17.520] けどなはいあと
[03:12:20.640] はあとは
[03:12:22.800] 何あとは何だ
[03:12:26.560] えっとうなんだっけあとはえあと何やんだ
[03:12:30.359] これえっと
[03:12:35.040] ねもう今はそれがつくかどうかに思いはせ
[03:12:38.640] てるディノダンセディノダンセノダ
[03:12:47.359] 1本足りなく
[03:12:48.560] ねおいおい
[03:12:57.600] おいなんだ1本足んねえんだけどなん
[03:13:02.000] でなくても別に代用があるからいいけど
[03:13:05.760] これ不良品か3本溶接しなきゃいけないの
[03:13:08.680] に2本しか入って
[03:13:10.359] ないいやまあ別になあるけどさ半田線は
[03:13:15.000] いくらでも細いやつがいいねん
[03:13:18.479] なまあ半田線1個す
[03:13:22.160] か
[03:13:24.439] ああったスポンジ
[03:13:27.399] もうスポンジあったよちゃまゲーム恒例も
[03:13:32.319] なくし笑笑わろた笑笑笑笑ほらど
[03:13:40.600] びっくりスポンジあったぷぷ
[03:13:48.760] 笑笑何に使うやつそれちゃまゲーム恒例後
[03:13:52.680] で出これ買にこれを買いに行ったんだよ
[03:13:55.439] さっき5000円らして変なセットにしか
[03:13:58.800] 入ってねえから笑笑った
[03:14:13.560] よこいで何どこに溶接するつってんのこれ
[03:14:19.920] どこに半裸付けすんの
[03:14:22.640] これ去年初めのニスと一緒
[03:14:26.760] 笑ニスというからあれなノリ
[03:14:30.279] な邪魔ゲームそうなんだ結局見つかるんだ
[03:14:33.160] よな
[03:14:49.279] 絶対ちゃまあれだよねADHDだよ
[03:14:56.600] ね毎年おみくじ引いて
[03:15:05.000] も探し物いずれ見つかるだよね我慢でき
[03:15:10.439] ないから買っちゃうんですけど笑笑
[03:15:19.120] 恒例行事後で出てくる大事なものそうなん
[03:15:22.680] だ顔
[03:15:28.120] とおいだらどことどこ繋げちゅうんじゃ
[03:15:32.000] やったる
[03:15:37.439] わF0を加のりなくして自分が嫌にな
[03:15:42.319] るって言ってたのがもう1年前かおに物
[03:15:46.120] 見つかるいてましたが髪の毛はどこですか
[03:15:49.439] こんにちはこんにちはよしおさんあけまし
[03:15:51.920] ておめでとう言ったっけよろしくね今年
[03:15:56.199] はくうとしてたら叫び声で起きたよお18
[03:16:01.960] コスモス1よしお18コスモス2よしお
[03:16:05.520] 18コスモス
[03:16:07.840] 3いいもこ笑笑いい
[03:16:12.040] もこ今日はゲームボイアドバンスの最強
[03:16:16.199] 配信をやってます最強のゲームボイ
[03:16:18.600] アドバンス作る配信なめててやってんねや
[03:16:22.359] けど1なさってまた1なこれ動く気がせ
[03:16:26.279] 動くんのかなこれ怖くなってきたなハダ
[03:16:29.080] 盛りま盛りしましますもりもり判断します
[03:16:32.160] ここ
[03:16:33.880] にあらかじめここに半田を盛るんです
[03:16:39.880] よら食べてまた一覧太るよ何それ
[03:16:52.319] いら食べたいら食べたことないね
[03:16:57.800] 俺
[03:17:01.279] ええもしかして
[03:17:06.359] 栃ねえよ一覧なんてもはおやつだよ化けが
[03:17:12.520] 俺も1回しか食ったことねえ
[03:17:15.040] やしいね
[03:17:17.399] あるのに山岡屋なんかあるよどこにで
[03:17:20.479] も
[03:17:22.319] えっとグランドここにつけんのなんで
[03:17:26.680] こんなとこにつけんの
[03:17:28.760] よな日一覧食べに行こう
[03:17:32.279] ぜ1らねえつって
[03:17:35.199] んねえつって
[03:17:38.120] ト
[03:17:43.399] 笑笑ちょっと遠でして
[03:17:47.760] いや7日は7日は宇都宮のBQグルメ配信
[03:17:51.880] 回1品でもいい
[03:17:54.279] よわるんが用意してくれるよ
[03:17:57.600] 一覧
[03:17:59.439] おやった外
[03:18:03.560] 配信配信かめどくさかったら動画撮る動画
[03:18:07.040] 撮った後で
[03:18:13.560] 見せるおお
[03:18:18.199] 石田屋の焼きそばっていう有名なのがある
[03:18:20.439] んでBQグそこ行ったりあとま餃子行っ
[03:18:23.399] たり
[03:18:25.960] な楽しみにしてるで
[03:18:30.720] おおよだも車じゃ車がないといけないとこ
[03:18:34.080] 行こうじちゃんの運転
[03:18:45.720] でJA
[03:19:23.720] ああもうこれハダやだもうめちゃくちゃ
[03:19:26.439] 神経使う細かすぎんねん
[03:19:41.160] これでこれはどこF0違う
[03:19:47.080] こっち
[03:19:57.080] かオあと1
[03:20:00.600] 本あと1本がこれ相当ここむずいぞ
[03:20:16.840] T
[03:20:50.239] ここつくかな
[03:21:40.600] 来た
[03:21:43.199] ふよし着きました
[03:21:53.880] ついたけどこれ
[03:21:57.080] さこんなんでさ大丈夫
[03:22:04.279] なんここの間通せつってんか
[03:22:16.960] いや地獄のようなこれあれだなマジで
[03:22:22.279] えっとあと何やあと何すん
[03:22:27.960] ねちやまげの好きなはだしこお姉さん離婚
[03:22:31.680] したよ俺そんなこと言ったっけハド証拠好
[03:22:34.199] きっ
[03:22:36.399] て
[03:22:38.279] ええなん離婚したん
[03:22:42.399] だこれ合ってるよね合ってるねオッケー
[03:22:45.880] オッケーオッケー
[03:22:48.920] えとハダこってあの歌の
[03:22:54.800] お姉さん
[03:22:57.680] そうIPSは取り付けるスペーサーを外し
[03:23:00.800] てください絵がすごい人
[03:23:04.279] ああスプーの人ねあの人離婚したんだ
[03:23:08.520] めちゃめちゃ下手な歌のお姉さんあ離婚し
[03:23:11.160] たんだそうそう結婚してたんだっていうか
[03:23:18.359] なんで離婚したの絵が下手だ
[03:23:27.680] からコロナですれ違いだっってよ
[03:23:32.199] ええコロナ離婚嘘やん音楽性のフッチ
[03:23:38.880] バンドじゃねえか
[03:23:43.640] よごこれどやんでこっか
[03:23:49.000] だうわあうまいボケだ
[03:23:53.479] 悔しいコロナのすれ違いてどんな感じなん
[03:23:58.800] だろうえ待ってこれどうすんのこっ
[03:24:03.080] からえこダメじゃん
[03:24:08.920] おい一緒に家にいることが増えたのかも
[03:24:13.040] それで離婚するんかいだったら離婚して
[03:24:15.239] 正解だよ一緒にいたくねだ
[03:24:23.319] 一緒にいてストレスなんだったら結婚した
[03:24:25.160] 方がいいよ
[03:24:29.479] なまあ1人の時間が必要なんだろうけどね
[03:24:33.080] めちゃめちゃ分かる俺もめちゃくちゃ必要
[03:24:37.680] から確かに確かに確かに確かに
[03:24:46.720] コロナに対しての考え方もマジで人
[03:24:49.319] それぞれだからそこで考え方が全然違うく
[03:24:52.439] て喧嘩多かったとかもありそう
[03:24:59.040] うんワクチンとか
[03:25:01.920] ね半ワだっうの用心はコロナわいずっと
[03:25:05.520] 喧嘩してたええなんでワクチン1つとって
[03:25:09.000] もそうやもんなセンシティブ
[03:25:12.199] だそういやなんでグ作ってるのなんでって
[03:25:17.640] 理由なんかねえ
[03:25:20.120] よ理由なんかねえよワクワクするからさ
[03:25:25.399] ワクワクティンティン
[03:25:27.720] かけワクワクするから
[03:25:37.040] ささすが
[03:25:43.600] やでこれをどうすんの
[03:25:47.920] 親父はボと正月ぐらいは兄貴とか俺に帰っ
[03:25:50.920] てこいって言ってたんだけどおかは感染
[03:25:53.680] 広がったらあかんから帰ってこんなって
[03:25:56.000] 言ってたりしてたなるほど
[03:26:07.279] ね気持ちも分かる
[03:26:29.640] どっちの気持ちも分かる兄弟全員
[03:26:34.439] 困惑帰ったのそれ
[03:26:40.279] 結局あれげコロナなったっけなったなった
[03:26:44.640] なったよすしかない
[03:26:47.680] な可愛いなそのめ
[03:26:52.960] 方勘弁してくれこれ地獄
[03:26:56.720] や勘弁してくださいよ
[03:27:11.960] これ兄貴は最初ホテルに止まってたな俺は
[03:27:15.640] ばあちゃんに行かないことを条件に実家
[03:27:18.239] 帰ってたお何か作ってるあずまこちわんこ
[03:27:22.319] かずあこんばんもう地獄配信よおずっと
[03:27:25.680] ムスとして
[03:27:28.080] たねえこれ入んないんだよ
[03:27:32.319] 笑笑入んないよ
[03:27:34.960] これどうやって入れんだよ
[03:27:47.800] 優しくしてねうん優しくしないといけない
[03:27:50.399] んだ
[03:27:51.479] けど壊すなよ壊すなよねね
[03:28:09.160] ねごめ1回外すわ
[03:28:12.239] ここ使うのこれがついてると気使うわ
[03:28:19.840] スイッチライト2台がもらえるかそのまま
[03:28:22.399] 解けるかだぞ焦るなよ焦るな
[03:28:35.120] よはやっべこれ全然ささんないここ
[03:28:58.920] よ入った入った入っ入ったよし入ったよし
[03:29:02.560] よしよしよしよしよしよしよしオ
[03:29:05.640] オオオ
[03:29:07.319] ふう
[03:29:09.319] ふう地獄だぜセーフセーフ地獄だぜもう
[03:29:16.359] あれだねあまさん何作ってくか全くわかん
[03:29:19.279] ないよねしかも俺も説明しないし今日はね
[03:29:23.120] ゲームボーイアドバンスってゲーム機が
[03:29:24.840] あるじゃないですかそれを最強にしてるん
[03:29:27.920] だよ最強
[03:29:30.160] にとんでもねもを作ってるんだ化け物を俺
[03:29:34.279] たちは化け物を作ってるん
[03:29:38.479] だまさか火炎放射機とかが
[03:29:42.800] つくアホすぎて好きそれ
[03:29:46.640] アホすぎてそのまさかですそうだよ笑笑各
[03:29:50.600] 発射ボタンつけ
[03:29:59.560] てるいや格弾頭がつきます
[03:30:04.680] うんスネークが止めに来るだろうな多分な
[03:30:07.439] メタルギア波にちょろい起動ボタンだ
[03:30:11.960] な火炎放射機スタンガンサバイバルがつき
[03:30:16.600] ますそうだよみんな
[03:30:21.680] 大好き
[03:30:23.880] 欲しいちょっともう疲れたよおじちゃん
[03:30:27.399] おじちゃん疲れ
[03:30:42.120] たもうちょっとここ両面テーブル止め
[03:30:44.800] ちゃおう
[03:30:46.800] 形状記憶合金の解除気並みにざるな
[03:30:50.640] ボタン
[03:31:14.199] パルキうんまこんな感じなんじゃない
[03:31:18.319] こんな感じなんじゃないこんな感じこいで
[03:31:22.760] こいでなこっち
[03:31:25.960] をこうしてこうやねんな度ここ入れなかん
[03:31:34.520] ねんあ1回入ったら簡単に入る
[03:31:42.080] な最初だけなんよないやいや言ってんのは
[03:31:45.319] うん1回入っちゃえばもう
[03:31:54.080] すぐはいできましたこれ
[03:32:02.120] でこれで本当
[03:32:05.120] にいけんのかなちょっと待って
[03:32:08.399] ねえっとえっとこういうことやなこういう
[03:32:12.520] ことやなこうだなこうで液晶をここに
[03:32:17.239] はめ込み
[03:32:24.080] ます
[03:32:41.640] よいしょこれがシェルに収まるってんだ
[03:32:44.560] もんななあ信じらんねえよ
[03:33:02.479] なあれと一緒やな旅行カおばんは確確かに
[03:33:09.399] 旅行カバみたいなもん
[03:33:11.399] などうやって入ってたんだよってエさん
[03:33:14.520] こんばんは
[03:33:17.160] どうやって入ってたんこれっていう
[03:33:21.439] ねキャリーケース中身見てるとやばいかな
[03:33:24.880] いけるかな思うけど案外しまるよなそう
[03:33:36.880] ね超改造
[03:33:42.080] グあはは
[03:33:46.080] はいはいはいここを削らなきゃいけないの
[03:33:48.120] ねそうだこのHDMI出力のための穴を
[03:33:52.279] 開けなきゃいけないんだああやべえペン
[03:33:55.359] ペンペンあもうペン持ってくるくそ
[03:33:58.960] あああだめ
[03:34:10.920] だロガンには辛い作用笑
[03:34:21.880] やだやだやだやだやだや
[03:34:29.600] だ
[03:34:36.479] よいしょ
[03:34:38.000] くそもうちょいやでももうちょい
[03:34:45.800] ボタンとかやらなあかんのちゃん
[03:34:51.319] これあれ待ってLRボタンのバネみたいな
[03:34:54.640] やつと俺使い回しするつもりなんだけど
[03:34:56.319] これこっちから止めきだめ
[03:35:00.080] かあ違う新品があるこれ
[03:35:10.319] かmrrボタンのしかこれってどうなっ
[03:35:13.760] てんのこれ
[03:35:16.840] ああ刺さってるだけなん
[03:35:21.640] だこういうことか
[03:35:51.000] うんこういうことねはいはい
[03:35:56.479] はいすいませんねちょっと無言が無言がち
[03:35:59.640] もうガチ真剣で無言がちでごめん
[03:36:09.560] ね許さないえ
[03:36:17.040] しりとりを要求する
[03:36:21.120] えちょっと待っ
[03:36:23.199] てあれ俺さっき
[03:36:26.880] さあれどこやったかなあったあっ
[03:36:32.359] たり
[03:36:35.399] とりリだ
[03:36:38.600] より
[03:36:40.479] りんご
[03:36:42.399] ゴリラくそクソてつけた
[03:36:52.080] ラッパちょっと待っ
[03:36:54.760] てちょっと待ってねああれ
[03:37:00.760] 笑笑ここじゃないの
[03:37:04.279] これ肉よりホタの方を美味しそうに食べて
[03:37:07.800] た人こんばんはやって
[03:37:12.840] こんばんはああ入った入った入ったっ
[03:37:23.640] ええな若干バリ出てんねんなやっぱ
[03:37:29.560] これバリをさ飛んねえとさ綺麗に入んない
[03:37:36.720] わヤりでちょっとバリ削るない
[03:37:43.439] と普通のアドバイスとどう変わるの
[03:37:47.040] アドバンス
[03:37:53.080] な
[03:37:58.479] アドバンスんめちゃめちゃ
[03:38:13.199] 変わるかっこよさが
[03:38:17.399] 上がるこれちょっと
[03:38:31.720] きつい
[03:38:34.680] うーんこれなんかここ止めちゃいたいんだ
[03:38:37.640] よねずれないよう
[03:38:41.279] にどうすっかな
[03:38:55.920] 本当は
[03:38:57.760] ねこの画面を固定するスペーサーがあるん
[03:39:01.840] だけどこのね基盤を入れちゃうとねしまん
[03:39:04.560] ないからそれ使えないんだよ
[03:39:08.040] ねめちゃうしかねえか
[03:39:27.720] せめて動かないように
[03:39:59.920] H
[03:40:20.040] もうもう喋ら
[03:40:23.000] ん全然喋んないじゃん
[03:40:51.199] 初夢見れたかい初夢あ見てないかもあどう
[03:40:57.399] だろう覚えてないいや見てないなみんな見
[03:41:00.319] ました初夢ってどんな夢見たエチの夢見た
[03:41:04.600] いいね初夢がエチだったらいいね
[03:41:12.600] よいしょ行ったらバされる個人情報
[03:41:16.279] ばらまかれる夢でした見てない人情る分見
[03:41:20.840] てない見たような気するけど毎回忘れるん
[03:41:23.800] だ
[03:41:25.000] よ見た初夢リスナーに切れる夢だった夢
[03:41:29.120] じゃないんじゃ
[03:41:35.439] ないマジかよ
[03:41:47.439] しかも去年揉めたリスナーだった
[03:41:52.359] よあこれ最初にシェル削っとくべきだった
[03:41:56.199] か
[03:41:57.880] 笑最初にシェルを消べきだったかもしれ
[03:42:03.439] ない
[03:42:06.359] ですそれはよちむで
[03:42:13.600] は去年揉めたリスナーって何どうもめんの
[03:42:20.439] リスナーなんで過去の記憶だなんで揉めん
[03:42:26.560] のはいこシェル削ってきますうぜえ
[03:42:30.600] コメントしてくるから注意し
[03:42:35.600] た例えばどんな
[03:42:40.880] コメントおは言えないえ
[03:42:46.239] セ
[03:42:56.000] コメセクハくらいじゃ怒らない大だ
[03:43:12.560] ね今ちょっとシェルを削ってますから
[03:43:16.040] ね私は怒らないけど運営には怒られた子も
[03:43:20.000] いる
[03:43:51.720] まだ煙り足んないよに多分これ
[03:43:54.000] ねあ全然ちゃんのと見てセク多くないって
[03:43:59.720] 言ったんだっけ松本
[03:44:04.279] にっこりセ多くうんそうセ多くないって
[03:44:08.319] 言った多いねなんか
[03:44:11.279] そのごめんなてるリスナーにたら改めるよ
[03:44:15.800] なんかニコとかの作ニコとかそうそうそう
[03:44:19.720] ニコとかイハと俺んところに来てる女の子
[03:44:22.840] に対してせからしてもオッケーと思ってる
[03:44:24.760] やつらマジ痛いからやめた方がいい
[03:44:28.359] よなんか痛いからやめた方がいいマジで
[03:44:32.680] それはそう
[03:44:36.040] マジレス
[03:44:38.880] マジレス男特に男だめだめうん
[03:44:52.239] うちに来てコメントするとさまねハだって
[03:44:55.520] 下ネタ言うことあるしさ下ネタ的な話俺も
[03:45:00.479] するからさおこの前言ってたやつ組んどる
[03:45:03.680] んかなあそうそうそうさビチビチ
[03:45:10.680] それあくまで俺だから俺の配信だから
[03:45:13.680] セクハなんてあるあれれだけ
[03:45:16.560] であくまでここの枠の色であるからねそう
[03:45:20.239] いう
[03:45:39.560] こと言ってる女の子に気持ち悪がられる
[03:45:42.960] ことより周りで見てる男に気持ち悪て
[03:45:47.880] 思わここ以外では言いませんこんばんは
[03:45:51.880] それはのみさん
[03:45:54.359] こんばんは下ネタってもろハの剣なんよ
[03:45:58.239] 両方容量をた守ってここざってタイミング
[03:46:01.640] でぶち込んだら死ぬほど面白いことなにっ
[03:46:04.479] てないのねれなってないなってないあの
[03:46:07.159] それを外すと死ぬほどダント見てるから
[03:46:11.920] ねこんばんはやだやだ
[03:46:18.120] もうちょい削るかもうちょい削ろう
[03:46:28.479] しさんこんばんはやって
[03:46:35.120] ませんこのシェル加工がだるいよな
[03:46:47.359] ちょ横とか削らん
[03:47:11.640] とちょっとカメラ入れてごめんね
[03:47:24.800] エッチ何
[03:47:29.279] が
[03:47:31.720] おろカメラ呼びしちゃっ
[03:47:34.279] たよしよしよしよしよしよしよしみんな
[03:47:38.000] 自信大丈夫だっ
[03:47:41.199] た結構でかい自信が目からあったみたいだ
[03:47:47.080] けど栃木どうだたんんこっちはそんな
[03:47:51.159] 大したことなかったようん起きたら揺れ
[03:47:53.479] 終わってたこっちも大したことがなかっ
[03:48:05.800] た新幹線が影響くらいましたまだどうなる
[03:48:09.840] かわからないああ新幹線ね大阪で震度4
[03:48:13.319] だったから怖かった地震の時寝てまし
[03:48:17.080] た新幹線の時は確かに新幹線とかやばそう
[03:48:21.439] だよね結構止まってたみたい
[03:48:29.000] ね上越使うから最悪ルート変えないとなら
[03:48:32.760] ないあ
[03:48:44.840] 新幹線大阪方面は全然だったよ
[03:48:48.359] 遅れマジ
[03:48:52.199] で年末年始だからみんな新幹線使うんか
[03:48:55.840] 規制とか
[03:49:01.600] でいやなんかここのスペーサーっていうか
[03:49:05.600] なんかこれどうすっかな
[03:49:34.760] えこれさどうやってここ入れんの
[03:49:41.279] これい入らんやろこれ
[03:49:55.000] でも正月3日間ですごい色々あった
[03:49:58.640] ねうん
[03:50:16.000] 自信あって飛行機燃えて無差別殺人でしょ
[03:50:19.439] 無差別殺人って
[03:50:21.800] 何そんなことあった
[03:50:25.199] の新年早々物騒ですね
[03:50:34.760] うん昨日秋葉原でなんかあった死ではない
[03:50:38.319] かもマジ
[03:50:41.199] かなんか多いなそういうのな
[03:50:50.040] 秋葉原駅で20代女性が刃物振り回した
[03:50:54.359] 女の子が女の子っていうのもおかしいけど
[03:50:58.080] 女の方
[03:51:02.520] が女性か4人が支障されたとかなんとか
[03:51:07.399] マジか死人派出てないと
[03:51:10.600] 思う情報が作してるね
[03:51:22.680] 秋葉原の無差別といえばあいつ思い出すな
[03:51:31.239] うん基盤1個ねじ止めするわだめだこれ
[03:51:34.080] 浮いてきちゃって全で作業ができ
[03:52:07.000] 大なりしなりこんちゃ大なりしなりこん
[03:52:10.800] ちゃずべちゃんこんばんは
[03:52:27.000] うーんやれることはやりましたけどこれ
[03:52:30.080] どうなんでしょう
[03:52:36.720] かちょっと基盤仮止めするねちょっとこれ
[03:52:39.840] もう疲れ
[03:52:42.439] たこんにちはやって
[03:52:45.159] やってますせまみ
[03:52:48.279] さんやってるんだ
[03:52:51.159] けどちょっとあまりにもいろんなものを
[03:52:53.840] 詰め込みすぎてこれ本当動くんでかって
[03:53:06.560] いう今年もよろしくですこなさんあこ
[03:53:10.560] ちゃんこんばんは年もよろしくな
[03:53:15.000] ちょっと待ってどこだこれ
[03:53:20.520] えっと
[03:53:24.680] えっとこう
