[00:00:05.080] 1個メ会館ハリボテクレイが済むハリボテ
[02:44:08.720] けどな俺もいつも髪切ったらツブロだ
[02:44:12.439] から来れんなよ俺によ俺に触ると被れるぜ
[02:44:20.880] おリザフィックバレーがレベル上がって
[02:44:23.960] ね今ちょっとピアスはあれだしてんなて
[02:44:27.760] っ褒めろ褒めろ褒めろもっともっと
[02:44:31.040] 褒めろ俺に触ると被れるぜれちゃうかも
[02:44:34.160] どうしようおよしいいぞいいぞれると
[02:44:38.560] か女ファン乱しちゃったけどれてない
[02:44:45.800] よかれんねん俺に触ると
[02:44:49.920] 幕いら
[02:44:51.630] [音楽]
[02:44:53.760] ないガンガンレベル上がっていいよこの
[02:44:56.960] 調子でどんどん上がっ
[02:44:59.680] てけそんなに育成かかんないかもしかし
[02:45:04.240] たらま竜の怒りぐらい覚えといてもいい
[02:45:09.640] [音楽]
[02:45:14.560] かまだ
[02:45:16.760] 上がる超上がるや
[02:45:26.520] うわ超上がるレベル嘘まだ上がん
[02:45:31.640] の22まで上がっていきなり
[02:45:35.399] いいねそんなに育成時間かかんないかも
[02:45:39.680] みんなそんなに育成時間かからないかもな
[02:45:44.240] うお
[02:45:49.600] もう22だ
[02:45:55.240] もんリザポよいい
[02:46:03.080] ねいいじゃんめちゃめちゃレベル上がった
[02:46:05.640] ちりは子供寝かしたのでちゃまくのからも
[02:46:08.720] やめて寝ますよおおおおおほっち
[02:46:12.600] りんお疲れちゃんママや
[02:46:16.040] ね毎日ママ大変そうやな
[02:46:19.130] [音楽]
[02:46:20.960] 子供育ててるやつうんからかってんねそう
[02:46:24.399] いう風におやみ女の子に慣れてない男を
[02:46:29.080] そういう風
[02:46:30.439] にからかってんねんおちんお休み
[02:46:34.040] ありがとうなまた遊びこい
[02:46:36.600] よ
[02:46:39.160] よしレベル40これは戦い外がゆっくりね
[02:46:43.720] そうだよ
[02:46:45.560] な米パン
[02:46:50.640] これ割と早く育成終わるかもねジくのお
[02:46:53.920] 休みの言い方がかっこつけてた何がだよ何
[02:46:57.120] がやねんはなんどうやって言ったんだよ
[02:46:59.760] 言ってみろどうやって言ってた何格好つけ
[02:47:02.960] てねえだろ別普通だった
[02:47:05.359] べ審査が厳しや耳元でそいするまにて言っ
[02:47:12.560] てあげようねありがとうございます
[02:47:16.399] ありがとうございます助かります
[02:47:19.520] 草助かり
[02:47:23.399] ます
[02:47:25.359] お止まん
[02:47:27.439] ねえでも茶はおはようの時いつも優しいよ
[02:47:31.479] 笑笑
[02:47:33.279] 何何何何何何おはようの時ってなんだよ
[02:47:39.319] どりゃ俺が一番好きな
[02:47:44.600] ポケモンああ仁あそうだってズビねいつも
[02:47:48.680] ねも好きおはようおはようラインしてもん
[02:47:51.319] ね毎日配信朝までやってる時の話違
[02:47:55.359] おはようラインしてるからいつもロスが
[02:47:58.720] メタグロスなメタグロスめっちゃ
[02:48:01.180] [音楽]
[02:48:04.880] 好き
[02:48:06.600] かしてくんな
[02:48:10.479] 笑笑やめな匂わせ
[02:48:13.399] はわやめようねも好きよありがとう
[02:48:19.880] おやみ配信やってるといいよな女の子に
[02:48:22.520] 簡単に好きって言ってもらえる
[02:48:23.940] [音楽]
[02:48:24.160] [笑い]
[02:48:26.120] からそのちゃんは俺しとし
[02:48:31.319] てるてかマジで明日誰か起こしてくんねに
[02:48:36.840] はれリスナ
[02:48:39.240] に当たりだろ当たり
[02:48:43.240] だろお前男がに男がよ
[02:48:52.399] ようるせえなだこのさうるせえな当たりめ
[02:48:57.279] だろがは俺ずっと言ってるよね男リスナー
[02:49:00.920] と女リスナーどっちが大切かたら女
[02:49:02.479] リスナーが決まってんだろか当たり前だろ
[02:49:04.760] 普通にに送りつけてやるいやマジいら
[02:49:07.680] ないマジでいらないやめてねはいや当たり
[02:49:12.080] めえだろ普通にこれずっと言ってるからね
[02:49:13.880] 俺YouTube時代から言ってるよだ
[02:49:16.279] から必死すぎてって言われるんだよ必死と
[02:49:19.399] かじゃねえからのそうだよなニコたな普通
[02:49:23.640] にそうだろ
[02:49:25.000] が男女どのぐいなのえわかんねえ男女品
[02:49:28.680] 見れなくないだろ平等じゃないえ全然俺
[02:49:32.000] 女のこリスナのが大切だよ当たり前
[02:49:35.710] [音楽]
[02:49:37.040] じゃんいや俺はだってちっちゃい時から
[02:49:39.880] だって言われたもん男は女のことを守んの
[02:49:42.120] がねって好きえ芋秘あ全然好きだけどなら
[02:49:45.840] 5くらいいや全然どこが
[02:49:49.200] なんだよどこがなそんなに女の子いねえ
[02:49:51.880] だろどこがなんだよ
[02:49:55.640] 笑笑どう見えてんだよお前は91だろ91
[02:50:01.399] もいいとこじゃないごめん持った
[02:50:03.090] [音楽]
[02:50:04.720] 91いやリアルな話マジで7382とか
[02:50:09.279] じゃない91までは行かないかもしんない
[02:50:12.960] けどよりはいると思う
[02:50:15.880] けど少ねえよ特にゲーン
[02:50:19.600] 男でごめんよ全然いいよ全然いいいや男が
[02:50:23.640] やだって言ってんじゃないよただ女の子の
[02:50:25.319] 方が第1って言っ
[02:50:27.279] てるそうやんだってだって俺そうやって
[02:50:30.720] そういう風にだって教育されてきたもん
[02:50:34.080] うんそういう風に教育されてお母さんに
[02:50:35.800] 言われたもん
[02:50:37.120] ちゃんえどこが女やね
[02:50:41.080] あれあれのと
[02:50:43.040] かどこが女やねん
[02:50:47.930] [音楽]
[02:50:50.840] うちだって女の子少ない
[02:50:54.399] だろう数えるぐらいしかいんじゃ
[02:50:59.750] [音楽]
[02:51:01.720] ない他の配信とか見たらめっちゃ多いやん
[02:51:04.680] 女の子なんかキャピキャピキャピキャピさ
[02:51:06.760] れやがったあいつら調子飲ん
[02:51:09.479] な多いよな多い多いマジで多いと
[02:51:14.840] 思ういや別にあのひがんだり
[02:51:19.319] みみちゃん男だよみーちゃん男だ
[02:51:22.840] よマーブル一番多そうマーブルは多い
[02:51:25.960] マーブルは多い
[02:51:27.520] よマーブルは多いねんちゃんはゆのどこ
[02:51:32.800] かいや俺ゆが女だったら結婚するわいなく
[02:51:36.960] なっちゃうのよねいなくなっちゃうのよね
[02:51:40.560] 笑笑森が女だった結婚する
[02:51:44.040] よあんなに好きになってくれる女いねえ
[02:51:46.880] だろ
[02:51:48.640] マジか結婚しようお前男だもんやだ
[02:51:51.479] よお前女だったら
[02:51:57.840] な官最じゃガチでなげねえだろお前なんだ
[02:52:03.160] 森本ユダってお前本名お前言ってたじゃ
[02:52:05.760] ねえかよTwitterの方本名だよと
[02:52:07.399] ガチ男じゃねえか
[02:52:09.000] よゆもだって最高じゃん女で俺の1コメ
[02:52:14.120] 取れなくて怒怒ってコメントしなくなる女
[02:52:16.880] とかめっちゃくちゃ可愛いじゃん
[02:52:20.120] めちゃめちゃ可愛いもうあれ昨日だよいよ
[02:52:23.600] めちゃめちゃ
[02:52:24.760] なそれ笑笑そ男だったらめちゃめちゃなん
[02:52:30.000] やこいつと思った
[02:52:31.640] けど女だったらめっちゃ可愛いけどな1
[02:52:35.600] コメ取れなくてすねてコメントしなくなる
[02:52:38.279] 女めちゃめちゃ可愛いけど男だから
[02:52:43.080] な森の残念なところ男のところ
[02:52:48.040] [音楽]
[02:52:55.520] いいね結構今日たくさんぶんね出ます
[02:52:58.950] [音楽]
[02:53:00.120] ね確かにいやあのごめんその通りあの
[02:53:04.880] ちゃうねこれま俺こう言ってるけど実際
[02:53:08.080] 自分の彼女がそうだったらめっちゃやだ
[02:53:11.560] わ俺多分無理だと
[02:53:14.359] 思う無理だ
[02:53:18.600] その配信とか見ないでほしいもん自分が
[02:53:21.359] 自分の彼女だてやだよなやだ絶対やだ
[02:53:26.000] 申し訳ないけどちょっと本当にやめてって
[02:53:29.720] いう分の彼がそれだったら最悪だ
[02:53:36.520] なほっといてほしいよねそうねまそのね
[02:53:41.239] そのなんつうかさ族には見られてるんだ
[02:53:43.880] から彼女も許に見られてのなんだよ
[02:53:48.600] お母さんに見られてもやなのに見るんだ
[02:53:50.680] もんだって笑笑それ止められねえだろだっ
[02:53:54.600] てそれは
[02:53:56.120] よお母様見てる見てんだよいいんだよお俺
[02:54:01.200] は別にいんだよ最悪見られてもたお母さん
[02:54:03.279] がショック受けるじゃん俺がネットでさあ
[02:54:05.840] おっぱいがあれだねとかって言ってんの
[02:54:08.359] どういう気持ちで聞いてるわけ俺お母さん
[02:54:11.000] の前でそんなキャラ今まで1かすたこと
[02:54:12.720] ないのに
[02:54:15.080] さお母さんいつもお世話になっております
[02:54:19.840] どういう気持ちで聞いてんだよ
[02:54:22.279] それ苦笑いだよなっており
[02:54:28.680] ますメンタルめっちゃ強わ1日帰った時に
[02:54:32.000] 聞いてみてよさん見てるおい言うな言うな
[02:54:35.080] 言うなおいお母さんの名前は言うないい
[02:54:38.600] けど言っても良くねえよ良くねえ
[02:54:42.260] [音楽]
[02:54:45.680] けどそういうこと言ってるのど
[02:54:49.210] [音楽]
[02:54:51.399] 思うで挨拶させてメンタル強いのはいいね
[02:54:55.920] またなんかリアイベあ12月のリア来るん
[02:54:58.960] だったら絶対会えるよ絶対呼ぶもお母さん
[02:55:01.120] お母さん絶対呼ぶ
[02:55:02.600] もてか早く言われたんじゃなかったこの前
[02:55:06.720] はだから魔村クリアおめでとうって言われ
[02:55:09.359] た大晦
[02:55:12.040] に村クリアおめでとうで明日何時に来るの
[02:55:18.960] 土産渡すわあマジでえてかさリアルな話さ
[02:55:23.439] いや別にまだまだ先の話だけど俺がさあの
[02:55:26.560] 12月にリイやるって言うじゃんお前ら
[02:55:28.920] 来るよ
[02:55:29.340] [音楽]
[02:55:30.479] ねあ駅前で取ればいいんじゃないだけさせ
[02:55:34.399] てもらった程どこでうん宇都宮宇都宮と
[02:55:42.279] とでもねこれねいやこんなこと言ったら
[02:55:45.720] あれだけど俺これをね今年1年かけて
[02:55:47.920] すごい準備してあの今すごい計画いや
[02:55:53.239] 申し上げいいよハグ会しようぜ茶けハグ会
[02:55:58.960] あのこれみんな超驚くと思うもごめんね
[02:56:02.040] もうハドル自分で上げてく
[02:56:05.840] けどすごいと思う
[02:56:09.720] な多分みんな来たくなると思ういやもう
[02:56:13.319] 全然期待してもらっていいと思うマジで
[02:56:16.359] 読んでくれたらいクのイベントじゃねえか
[02:56:22.040] お前まあだから今だ場所とさ12月に宮
[02:56:26.800] うーんて思うかもしんないけどどんどん
[02:56:29.080] これから情報解禁されていくのか俺楽しみ
[02:56:31.319] 本当は言いたいもん今本当は今全部言い
[02:56:33.560] たいでも言わ
[02:56:35.120] ないでも言わない楽しみすぎておたまりで
[02:56:39.200] 使えそうなグッズあとろいいねいいねなん
[02:56:42.520] だそんな思い立ったのうつのみいやあの車
[02:56:46.960] で時間かきついなありだなホテルとって前
[02:56:50.640] 乗りしてさうるみ観光と合わせてだったら
[02:56:53.279] いいんじゃないなんでそんな思い立ったの
[02:56:55.880] これは俺が俺とじんちゃんが一緒にやるん
[02:57:00.479] だ
[02:57:01.560] けど来るなら電車の方がいい新幹線だっ
[02:57:05.680] たらうのみ止まるし
[02:57:09.279] ねで会場があるんだけどま僕会場借りるん
[02:57:12.600] だけどリアイベだからまそれも詳しくいけ
[02:57:14.680] ないけど会場のが何なのかは言わないけど
[02:57:17.120] 会場はもう駅のめちゃめちゃ近く宇都宮駅
[02:57:20.840] の徒歩1分ぐらいのとこだからもう宇都宮
[02:57:24.000] 駅周辺で宿取っ
[02:57:26.720] たらのそう前乗りしてさえ前乗りしてさ
[02:57:30.560] じゃあさ俺のあの俺の
[02:57:33.000] リスナーえ俺のリスナーでさ飲み会やんね
[02:57:36.640] 前のりし
[02:57:38.040] て14日土曜日だから14日だっけ12月
[02:57:42.319] 14たっけいいねねうちのリスナーだけで
[02:57:47.080] 待て待て待て
[02:57:49.479] よくない飲み会しよう
[02:57:52.080] よ全野菜全
[02:57:54.800] 野菜それぞれホテル泊まってもらって次の
[02:57:57.520] 日イベント来てもらうって
[02:58:01.760] いうまあまだちょっと詳細はねまだ発表し
[02:58:06.040] ません
[02:58:07.359] けどそんじそこらのオイじゃねえぞって
[02:58:10.000] いう13日前乗
[02:58:13.319] りってことで仕事探さなきゃ仕事終わり
[02:58:16.439] からでィ
[02:58:19.120] ラディいいじゃんも今年別に大丈夫だよ
[02:58:21.600] 仕事なんか探さなくて宿の探せえランディ
[02:58:25.200] 来てほしいんだ
[02:58:27.439] けど仕事終わりから行ったら間に合わない
[02:58:29.800] 嘘何時までいやいやチ間に合うだろ別に1
[02:58:32.520] 時間ぐらいでってみて乗り換え6回6回
[02:58:36.399] いや新幹線だったらそんなじゃないんじゃ
[02:58:39.720] ない無理に急がなくても大丈夫だよそうだ
[02:58:45.279] よまなに言われてものあれはその職の時の
[02:58:51.359] え1時間でつ
[02:58:53.319] ねいやでもこ分かるでもランディこうやっ
[02:58:55.880] て言われてもやっぱさ自分の中の問題だ
[02:58:58.479] からな1回か岡山行かないともんっ大変だ
[02:59:01.560] よ
[02:59:03.560] なだからその働いてないやつとかの心境
[02:59:08.479] って俺たちが何言おうとして
[02:59:10.479] も永遠にその毎日宿題をやってない宿題を
[02:59:16.399] 全くつけてない31日状態だもんねそれは
[02:59:20.399] それで辛いよな1時間じゃ無理があるだろ
[02:59:23.520] 無理か群馬からでも宮は1時間は無理だ
[02:59:28.640] しかも電車新幹線でも7時間とかその例え
[02:59:32.560] 考えたやつすこの例え考えたガチでそうな
[02:59:35.359] んじゃないのだから新幹線でも7時間とか
[02:59:38.880] じゃきついよなでも来てほしいんだよ
[02:59:43.600] もちろん配信もつつけるんだよその
[02:59:45.239] イベントはね
[02:59:48.279] だ
[02:59:49.319] けどリアルにできた方が楽しいそれでも
[02:59:52.359] やっぱり無理して身体とか壊したり気持ち
[02:59:55.000] 疲れちゃったら私は悲しいよそう
[02:59:57.380] [音楽]
[02:59:58.720] ねやんで見た方がいいと思うだありがとう
[03:00:04.080] 高きいいよ別に俺は別に俺のも俺もう勝手
[03:00:08.160] にもランディがどうこうとか関係なく言う
[03:00:09.840] けどランディが働いてるか働いてなかろう
[03:00:12.080] が別に変わんない
[03:00:13.210] [音楽]
[03:00:13.500] [笑い]
[03:00:15.200] もんだから別大丈夫だから
[03:00:20.200] いいんだよでにした新とのが楽か別にだ
[03:00:27.640] からね優しい何この心心温まりチャンネル
[03:00:32.520] は何この心温ランディ泣いてそうランディ
[03:00:37.760] 泣いてそう駐車料金考えたらそういや駐車
[03:00:40.960] 料金めちゃめちゃ安いからねこっち1日
[03:00:42.680] 300円とかだ
[03:00:44.840] よえんで泣いてるだろうな多分今頃
[03:00:48.530] [音楽]
[03:00:53.000] い
[03:00:53.950] [音楽]
[03:00:55.399] 働けよおい
[03:00:59.620] [音楽]
[03:01:03.319] てめえしろしろしろおいこいつバ
[03:01:08.080] しろ何言ってんだ
[03:01:11.880] [音楽]
[03:01:14.439] てめえ首はねろ首はねろ
[03:01:18.279] いいじゃんでもだってさなんとかなってん
[03:01:20.600] じゃんだってなんとかなってねえかもしん
[03:01:22.359] ねえけどさでも死な死んで生きてるじゃん
[03:01:25.279] どうにかて配信も見れてんじゃん別に焦る
[03:01:28.479] 必要ねえだろだ
[03:01:29.400] [音楽]
[03:01:31.359] お前俺もねニートだった時代あるから笑笑
[03:01:34.920] 俺もニートだった自体ありますから生さえ
[03:01:36.840] いればね生きてさえいればなんとかなるよ
[03:01:39.239] 本当に金なんてねなくたって死なないんだ
[03:01:42.359] からもあるよなあニートもあるよなあ
[03:01:46.120] ニートだった時代なんかいくらでもあるよ
[03:01:48.120] ある
[03:01:48.500] [音楽]
[03:01:52.040] あるだから別にその長さなんて関係ねえ
[03:01:57.260] [音楽]
[03:01:58.800] だろバイトから始めればええねんいい
[03:02:04.000] ねでもランディは接客とかむずそうだな
[03:02:07.560] なんとなくわかんねえ
[03:02:10.399] けどだって可愛い女の人に接できない
[03:02:13.359] じゃんだっなさんに話しかけらんないんだ
[03:02:16.359] でも俺には話かけて
[03:02:18.010] [音楽]
[03:02:19.760] 笑笑だなんか俺客がなんか俺みたいなやつ
[03:02:23.520] しかいねえとこに行ったらいいんじゃ
[03:02:25.060] [音楽]
[03:02:29.399] ない俺も接客は無理だなだから大丈夫
[03:02:34.880] よの荷物出すやとか
[03:02:38.040] そうま人に合わないやつ
[03:02:41.800] ねえ俺カードショップにいそうマジでジ
[03:02:48.040] ちゃまたんにまたひっついといたら
[03:02:49.920] ランディ君現れそうやねランディに
[03:02:52.359] くっついたけて笑笑くそうく
[03:02:56.560] そういやマジででもさなんでカードショッ
[03:02:59.439] プって臭いのみんなえなんで遊戯王やっ
[03:03:02.479] てる人ってお風呂入んないのていいの
[03:03:05.319] くっついて俺が許可するついでに俺にも
[03:03:07.640] くっついてほしい
[03:03:08.960] けどなんでつは遊戯王やってる人ってお
[03:03:11.840] 風呂入んないのお風呂入ればよくない普通
[03:03:14.840] に別に遊戯王もやってやった戯
[03:03:18.720] がたくさ集まるところで想像しちゃった
[03:03:21.399] せめてレトロゲーム屋さんとかって言っ
[03:03:22.920] 欲しかったねレトロ言ったけどレトロ
[03:03:25.920] ゲーム屋は臭くないからねあカード塗れ
[03:03:28.960] ちゃうからだろそんなにえもう粋の
[03:03:32.200] デュエリストなんだそんなもう花火鼻
[03:03:35.000] デッキなんだらしそういうことなんでマジ
[03:03:39.479] ででも本当にているけど洋服何枚も持って
[03:03:42.560] ないんだそういうこと笑笑いやあのね
[03:03:46.359] 申し訳ないけど本にカードショップは臭い
[03:03:51.239] マジで臭いなんなんだろうねこれねあの
[03:03:54.319] なんかその馬鹿にして言ってるとかじゃ
[03:03:55.840] ないね本当に臭いんだよマジであの秋原の
[03:04:01.600] トレカのトレカの洞窟とか臭いんガチで
[03:04:06.279] なんでなのいや風呂入るやん
[03:04:09.120] 普通なんなんだろうねあれなんでカード
[03:04:13.479] 触ってると人って臭くなんのか
[03:04:16.720] ねみな風呂入ってない
[03:04:19.760] かだってネタとか煽りとかじゃなくて本当
[03:04:23.200] に注意書きでさじゃない人もいるんだよう
[03:04:28.120] まよくさうつ病とかでさそうマジでネタと
[03:04:31.680] か煽りじゃなくてそういう張り紙あるから
[03:04:33.120] ねお風呂に入ってから来てくださいみたい
[03:04:34.600] なそれか汗をかかなくて臭くなるのかも
[03:04:38.160] こんばんは臭い感え普通になんか汗臭いで
[03:04:42.040] あまりにも臭すぎて臭い人会
[03:04:46.640] にん打つとかでお風呂入れなくなっちゃ
[03:04:49.840] うってのよくあるからそういうのはしょう
[03:04:51.640] がないけどあいつら打つじゃないだろ別に
[03:04:53.840] 遊戯遊戯王遊戯王あんなやってんもんな
[03:04:58.439] わかんねけどいつもいるかもいるかもし
[03:05:00.479] ないけど全員が全員じゃないしなだけ関係
[03:05:02.359] 持った子がカードショップの店員さんだっ
[03:05:04.640] たけどおおいお前何さらっとお前おい
[03:05:08.600] さらっと一夜だけ関係持ったってお前それ
[03:05:11.160] 言う必要あったねおいさらっとなんか自慢
[03:05:14.920] してんじゃねえぞおい
[03:05:19.560] まださらっとちゃだけそれはどういう関係
[03:05:22.319] なんだよなんでそれでなんでお前だけ関係
[03:05:26.800] 持てたんだそこを知りて俺はその後連絡
[03:05:30.120] 取れなくなったからな
[03:05:32.479] カードのちじゃ満足できなかったん
[03:05:38.080] かえのちんちんじゃちょっとちょっと
[03:05:40.840] ちょっとさん
[03:05:43.359] どう
[03:05:46.640] いう言ってんのエリチに言ってんの俺とも
[03:05:49.880] 俺とも関係持てよって言ってんのエリチ
[03:05:52.600] にいや自由だけどさら
[03:05:56.239] せろ本当か
[03:05:57.980] [音楽]
[03:05:59.640] よどういうあれで何出会い系とかで会うの
[03:06:03.479] それどういうあれで1夜だけど関係って何
[03:06:07.319] 何1やだけど関係ってどうやって慣れるん
[03:06:09.640] だよ慣れるんだよってな俺がなりたい
[03:06:12.120] みたいな言い方してるけどそんなことねえ
[03:06:13.640] けどさなんかふざけんなきっかけがわから
[03:06:16.600] ん何1夜だけの
[03:06:19.080] [音楽]
[03:06:24.239] 関係だよのりえノリでそういうことし
[03:06:28.399] ちゃうんですか僕わかんないっす
[03:06:32.600] わノでそういうことしただフィーリングと
[03:06:35.760] しかりはなかったなフィーリングもノりも
[03:06:39.560] 一緒だろうがよフィノのノリを英語に訳し
[03:06:45.160] たらフィーリングになるんじゃない違う
[03:06:48.000] 違うんだよなあそうなんですかそうそう
[03:06:50.760] そそうそそうそそっ
[03:06:53.399] か私は夜なんてできないメンタルなのでし
[03:06:57.239] ませんけどそうだよしない方がいいよそそ
[03:07:00.720] そっか本当に好きな人とそれで幸せならオ
[03:07:04.080] ですよ幸せじゃないですそうな好きな人と
[03:07:07.399] ねしなきゃダメなん
[03:07:10.200] です幸せになれなかったです好きな人とし
[03:07:14.239] なきいけ負けだもんだめだめ
[03:07:18.300] [音楽]
[03:07:20.880] ゲメンタルも言ってるわ
[03:07:24.720] だめあれトムブラウンみたいじゃんトム
[03:07:28.080] ブラウン
[03:07:29.720] みたいメンタルの鳴き声がトムブラウンに
[03:07:32.239] 聞こえてきた
[03:07:33.640] わなんでだ
[03:07:35.880] よどこがだよふざけんな
[03:07:39.239] よどこがこんな順調な少年のどこがそんな
[03:07:45.040] 風に見えますか僕が
[03:07:48.439] ショック俺はショックだよ
[03:07:51.760] だめだめ童貞だぞちゃは童貞だよそうだよ
[03:07:57.399] お母さんに言われたもん結婚するまでそう
[03:07:59.479] いうことやっちゃだめてだめてこのこの
[03:08:04.000] メンタル鳴き声聞いてて
[03:08:08.520] 鳴き声飛ぶブラウンじゃんだめじゃんママ
[03:08:13.560] だったんだそれ笑戻すけどあいつらの
[03:08:17.680] 酸っぱいに行って長時間店内にこって帰っ
[03:08:20.800] てきてそのままネルを繰り返してるから
[03:08:22.920] らしい風呂入ろうよブラウンじゃんお風呂
[03:08:26.960] 気持ちいいじゃ
[03:08:28.200] ないお風呂気持ちいい
[03:08:33.880] じゃんトムブラウンだ鳴き声がブラウンは
[03:08:36.680] 雑くらい面白くないけど雑はしれだろとか
[03:08:40.279] いいよねお旅行行きてえな俺配信者になる
[03:08:44.600] 前毎年絶対友達と旅行行ってたもん
[03:08:47.960] でこ俺大好きなんだお風呂が俺朝早くに
[03:08:51.120] またカードショップに行くからに入らない
[03:08:53.399] らってい汚いね
[03:08:58.239] のDやってる人って割と女性から声かけ
[03:09:02.040] られるイメージがあるそんなことないいや
[03:09:05.680] 俺今までだからさバンドとかり入ってねえ
[03:09:08.840] だろふざけ入ってね
[03:09:12.439] よDJもそうだしバンドマもそう配信者も
[03:09:15.640] そうだけど人の前に立つことを趣味として
[03:09:18.200] やってるからさ女の子と話す機会はあるか
[03:09:21.279] もしんないけどそういう関係にはならない
[03:09:23.920] 山の
[03:09:25.760] 銀230年後にはチマもここにいる人たも
[03:09:28.720] いなくなると思うと寂しいどういうこと
[03:09:30.479] バマンのも持てるはずなんだけどな書きで
[03:09:33.920] なにのタ入れてるからあ入り乳首開いてる
[03:09:38.160] 乳首に俺乳首乳首にピアス開いてるしね
[03:09:41.120] 網かうん
[03:09:45.479] 草ピ開いてる
[03:09:50.120] 嘘だよ無理無理無理絶対無理いてえだろ
[03:09:53.680] あんなの嘘嘘嘘相相て見せれる
[03:09:57.600] かちょっとけちゃったごめん笑笑え開いて
[03:10:01.760] たら
[03:10:03.319] 引く何を聞いてんだ俺は開いてたら引くか
[03:10:07.600] あリザポ進化きそう来るあ
[03:10:14.760] だかないよ笑
[03:10:18.279] ハムみたいにいる
[03:10:21.640] なやの笑笑肘のにピアス開けてよあ全然
[03:10:27.160] 余裕じゃないそないけど引っかかりそう
[03:10:29.720] です痛いよねここのピアスだって引っかか
[03:10:32.720] んだ
[03:10:34.479] から俺1回前仕事前の前工場で働てたんだ
[03:10:38.760] けど夜勤やってる時にめちゃめちゃかっこ
[03:10:41.040] いいねあげたいとっったよ
[03:10:44.200] あのこういうのこういうのこういうのうの
[03:10:46.880] 俺だからドキッとしちゃうからそういう
[03:10:48.200] ことなれると俺じゃじゃあ開けようかな
[03:10:50.239] たいそう俺夜勤の時に工場でね働いてた時
[03:10:53.200] にが昔ねあったんだけどここに俺あの
[03:10:56.680] アンテナっていうピアスつけてたの今
[03:10:58.880] 輪っかなんだけどなんで輪っかにしてる
[03:11:00.319] かって言うとこれ引っかかんないからなん
[03:11:01.600] だけどアンテナって言ってここに三角形の
[03:11:04.720] なんてのコーンみたいなのを立ててたのね
[03:11:06.600] で俺が仕事やっててなんか物を拾って
[03:11:09.560] 立ち上がった時になんか工場のなんか物を
[03:11:13.239] 入れる箱があるんだけど鉄のそこの蓋に
[03:11:15.720] 引っかかってバって立ち上がっちゃって
[03:11:19.120] そのなんつうのピアスがピチっつってうん
[03:11:24.319] であの血がぶわって出てうわやべえやっ
[03:11:27.800] ちったつってで血めっちゃ出ててで俺完全
[03:11:31.520] に俺ここ要はさ穴あげてるけどさぶち切れ
[03:11:34.279] たと思ったんだけどぶち切れてなくて今も
[03:11:36.960] けられてるんだけどなんでぶち切れてない
[03:11:38.760] かって言うと俺未だに信じられないんだ
[03:11:41.080] けど要はこっち側がさあの外がーになって
[03:11:46.600] てが丸いようにだからそれで挟んで抜け
[03:11:49.680] なくなってんだけどそれが抜けたのよだ
[03:11:52.319] その耳の軟骨骨に穴開いてんだけどそれが
[03:11:55.880] だから広がったってことでしょ一瞬だけで
[03:11:58.319] も意味わかんないよね骨って広がるんだと
[03:12:02.520] 思って
[03:12:03.800] 笑笑翼で撃ついら
[03:12:06.479] ない死ぬほど痛くて避けたってことではて
[03:12:11.920] そう通り越したの意味わかんないよね本俺
[03:12:15.479] も信じられなか完にれっだけどちれてなく
[03:12:18.279] て怖え話だ怖えよな人間って神秘だよね
[03:12:21.439] ごごごかごだねエボンの物です
[03:12:26.340] [音楽]
[03:12:34.000] 笑笑ピアサ危ないよだからコーンとかつっ
[03:12:37.279] てるとがあらんこと今日
[03:12:40.120] おったエボコメセンあるよなエボンコメね
[03:12:49.520] ちなみに私もコーンにしてるんだけどこの
[03:12:52.279] いやいや引っかかるからやめた方がいい
[03:12:53.840] コーンはっててそのなんかそのどっかお
[03:12:57.040] 出かけする時だけとかはいいかもしんない
[03:12:59.120] けど普段からそれつけてるとマジで
[03:13:01.920] 引っかかるからあの抜くと引っかかるの
[03:13:05.000] こえ引っかかるうんマジでやめた方が
[03:13:12.000] いいリザポよもうめちゃめちゃ強なってる
[03:13:16.000] 耳がる想像よくしちゃういやもうだって
[03:13:19.960] 平気で避けると思う
[03:13:21.840] よこっちのこのだからこのさこれとかさピ
[03:13:25.479] ちぎれそうになってやばかった下しヘソピ
[03:13:28.040] 開いてんのやばヘソピとかめちゃめちゃ
[03:13:30.840] 痛いらしいよね開ける勇気ないわもう今更
[03:13:35.000] プイアス開けないけどねもうちょっとこけ
[03:13:38.200] てい縮まっちゃう痛いのへそピいいなへそ
[03:13:43.439] ピ開けたい痛いから開けなかったのの
[03:13:47.640] 真ん中に行けばいいことピアスって痛くな
[03:13:49.399] んだよこうま体から真ん中鼻とかおへそと
[03:13:53.520] か下とかは痛い外側の耳とかいたくねえん
[03:13:57.040] だ
[03:13:57.880] よそのでっかい穴どうやって開けたん成や
[03:14:02.239] ね最初はこういうちっちゃい穴に見して
[03:14:06.239] やるよお前らの地獄の拷問機械みたいなの
[03:14:09.399] 拡張器っていうのあんだよそれを入れてく
[03:14:12.279] んだけどまず地獄みたいなやでってみた
[03:14:15.720] もんね地獄の
[03:14:24.520] まさか今ケツ出てなかった笑笑とうと
[03:14:31.439] 笑笑
[03:14:34.920] 笑笑久々に出した
[03:14:38.200] これ俺はこれで大きくした出てたこういう
[03:14:42.960] ので大きくすんねん
[03:14:48.359] 今ケツた出てねえだろ出てたま出てても
[03:14:52.399] いい
[03:14:55.560] わこれで大きくすんだ
