[00:00:05.319] 一応1コメ譲るか一行しました1コメ
[01:54:05.400] これうわでも
[01:54:07.599] どうお前もいいよえーでもさ炎タイプい
[01:54:14.040] なくなったのどう
[01:54:15.840] するサンドスならできるのでキンキンクシ
[01:54:19.159] 編待ってますよでも4月で終わるらしいね
[01:54:22.520] そう考えたら早くやんなきゃまずい
[01:54:28.560] ぜ
[01:54:30.480] うわーデラきらん最悪ちゃまくが炎箱確か
[01:54:36.159] にそれが一番早いかもうシャンデリー
[01:54:45.400] なシャンありか
[01:54:50.360] もパーティが最近すぎるのでクならみ
[01:54:55.520] たい卵こいつにこいつはどこいつはどどう
[01:55:00.480] なもうすぐ生まれるってさおい向きおわい
[01:55:05.360] 向きで助かるなもうすぐ生まれるって
[01:55:09.320] 笑笑
[01:55:11.360] 助かる完全に深ありじゃん
[01:55:15.840] これていうかていうかてか死んだのか
[01:55:22.560] ていうかあいつ死んだ
[01:55:24.840] の
[01:55:27.639] ほ来た
[01:55:31.400] ね卵何が出てくるにしてもあ死ぬそうだね
[01:55:35.800] 何が出てくるん
[01:55:37.880] だろうマ
[01:55:40.520] てるルナンはめちゃめちゃ
[01:55:43.920] ララからあなるほどね
[01:55:56.040] えーまシャンデラはありっちゃありです
[01:56:00.079] けどねで今日やべえ今日バッチ1個も手に
[01:56:04.400] 入ってねえじゃんよ多めに2000もらっ
[01:56:07.760] た今多めに2000俺200しかもらって
[01:56:10.119] ないのにもらいすぎじゃ
[01:56:20.280] ないどうすっか
[01:56:22.920] なん
[01:56:24.599] だろいやどうしよう炎
[01:56:31.520] タイプえシンラの
[01:56:35.400] タイプもう生まれるよ皆さんもう生まれ
[01:56:38.840] ますなんてなんて配信のことをって
[01:56:42.480] おもろいな配信のことを
[01:56:45.639] さ炎ゴーストねオオッケー行く
[01:56:50.360] ぜ来いさあ何が生まれるんだ来い彩かの卵
[01:56:55.599] だよこれ
[01:56:57.280] がママジで何生まれんのオップ
[01:57:01.320] ビップ
[01:57:03.079] おおーおおいいんじゃないいいんじゃない
[01:57:08.159] おお快感快感快感あやかのタっていうの
[01:57:12.880] やめてね嘘だろう
[01:57:16.560] 笑笑えいいんじゃないのこれかなりいい
[01:57:20.119] でしょ深まるいいですねまさかの笑何これ
[01:57:24.960] は強いこいつ600族だよ前に説明して
[01:57:27.800] 600族600族だよ600
[01:57:31.520] 族これくまにするわ
[01:57:35.000] こいつこいつ
[01:57:38.000] くまおこいつくまね深まるのくま配送配送
[01:57:43.800] まさかあかちゃんもttchに自分の
[01:57:45.880] データがたどり着くとは予想しえクカ出た
[01:57:48.880] んだけどタイプ被るから逃がそうかル
[01:57:52.520] こいつは今日えぞあやかじゃないああやか
[01:57:55.400] はこっちじゃないあやかは
[01:57:57.239] こっちあそっかでもこいつとかぶんの
[01:58:01.239] かドラゴンタイプですよドラゴンタイプ
[01:58:05.520] ああでもタイプかぶってん
[01:58:09.239] なあータイプかぶってん
[01:58:13.800] なたま
[01:58:15.719] パチパチパチ丸可愛い
[01:58:18.719] ねタイプかぶっててク
[01:58:22.360] ドラゴンタイプちゃまびっくりこれ600
[01:58:25.880] 族ってやつですよだからそのポケモンの
[01:58:28.040] 個体値がすごい高いんですよねり4倍の
[01:58:30.119] くせに雑魚じゃないやつでもこの時代
[01:58:32.760] ドラゴンタイプの弱点がドラゴンとこしか
[01:58:35.560] ないから持っておくのありたださこいつを
[01:58:40.040] この配信が終わるまでにガブリアスまで
[01:58:43.239] 進化させれるかだよねこ空石大丈夫具合
[01:58:46.520] 悪くなさっきさっきあのだるが死んでから
[01:58:49.920] なんかすごい喉の調子悪くなってきちゃっ
[01:58:51.719] たなんか
[01:58:53.599] だるまが死んでから
[01:58:56.000] よ
[01:58:59.119] ええ何レベで進化すんのこれガブリアスに
[01:59:03.760] 深まる特性次第では変えてもいいかも特性
[01:59:06.880] 何特性何がいいの特性特性見てみる俺が
[01:59:09.679] 名付けた音わっかが音わか死んじゃった
[01:59:17.280] ありがとうゴミ特性だ
[01:59:19.920] ねはいゴミ特性で
[01:59:23.880] ゴミ特性でした持たざるものだったこいつ
[01:59:27.159] はうわ次ドラゴンクロー覚えてん
[01:59:33.520] じゃん気まぐれて何かわかんの
[01:59:35.760] 24.48491979827138,124.23073768615723
[01:59:54.599] 多分ね出てこい多分
[01:59:58.000] ね多分ねがりする
[02:00:03.280] わそうですか完全にこれ深まりと考えて
[02:00:08.280] 差し使えないでしょう
[02:00:10.719] ねいやでもあのだるま死んだのきつい
[02:00:17.400] なやば
[02:00:30.400] ィこれ出てくんのウィンディと
[02:00:33.599] かや
[02:00:36.280] うざガーディが出てこくないガーディが
[02:00:39.719] これどっか出てくんのか
[02:00:44.639] なに
[02:00:46.840] なるてる
[02:00:52.159] えみたい
[02:00:55.000] な鈴木健がやってんべ鈴木健がに経験鈴ぞ
[02:01:00.360] の高校が今破裂しそう破裂しちゃっている
[02:01:06.320] だ鈴木造がやってんべ多分
[02:01:14.440] それうん麻痺直しない
[02:01:18.159] の麻痺直しがない
[02:01:24.760] 直しも持ってねえのかお前は
[02:01:28.520] よあさんこんばんはさん
[02:01:32.560] こんばんは今久しぶりにさポケモン交換し
[02:01:35.800] たよ1人で1人でなDS2台用意して
[02:01:40.440] あやかちゃんていうこのデータから
[02:01:42.920] YouTubeでのの古のデータで遊ぶの
[02:01:46.679] たまにやってる人いるあそれ面白そう
[02:01:50.440] RPGのを遊ぶの面白そうだねいろんな
[02:01:53.360] 名作隠れて
[02:01:55.040] そうそれおもろい
[02:01:59.800] ね面白そう面白そうそれまだ見ぬなんか
[02:02:05.360] あれがあり
[02:02:09.679] そうこれ多分ね多分ね出てこんないの多分
[02:02:14.320] ね
[02:02:21.960] どこでレベル上げんのがいいんだろう
[02:02:25.800] なここら辺こっちの方がいっか多分ね出て
[02:02:29.480] きそうじゃないこの
[02:02:32.840] 辺
[02:02:35.599] うわ出るの
[02:02:38.440] お前男の子大好きシステムじゃんこれ
[02:02:42.599] ヘラクロスだういるんだ
[02:02:47.239] ねこんなもう男の子好きでしょ
[02:02:55.560] コウヘラクロスしたコンゼヘラクロス
[02:03:01.480] 好きだけどねヘラクロスも
[02:03:09.719] ね多めに1500もらってんじゃん自己さ
[02:03:14.320] 来
[02:03:15.000] た自己さ来たで自己再生HP回復技ね
[02:03:22.520] 甘えるとかいらん
[02:03:30.239] やろ
[02:03:32.599] うーなんかパーティーどうだろパーティー
[02:03:35.599] これ固まったのかな今俺これでどう思う
[02:03:38.760] このパーティーいやでもひ行枠だよね
[02:03:41.280] シャンデール
[02:03:43.040] やっぱりシャンデールか俺炎の石持ってた
[02:03:46.040] よな
[02:03:56.679] あれ持ってないんだっけか一応ウルガモス
[02:03:59.159] もいるのかウルガモスって
[02:04:02.760] 何あれ俺炎の石持ってなあ持ってるほら炎
[02:04:07.239] の石持ってる
[02:04:15.760] よま炎タイプじゃなくてもいいんだけどね
[02:04:19.440] 別になんかのタイプでもいいんだけどでも
[02:04:23.880] 炎タイプは結構ロマンだよなやっぱな
[02:04:27.920] 男の子は使いたい
[02:04:30.360] でしょ伝説と勘違いされがちな炎虫の
[02:04:34.400] ポケモンへえそ炎虫のポケモンなんかいる
[02:04:38.159] んだ
[02:04:53.159] 素早さ勝ってないんだね負けてんだね
[02:04:56.239] えー強く
[02:05:04.119] ないいやこんなとこで死ぬわけにゃいか
[02:05:10.520] ねえサイコショックいいねエスパータイプ
[02:05:13.880] らしい技いっぱい覚えてく
[02:05:17.360] ねオ
[02:05:22.440] やろパいら
[02:05:26.599] ん何俺死にそうなんだけどうわレベル
[02:05:30.079] めっちゃ上がるやんなんやえ何レベル進化
[02:05:33.280] なんだろうもう進化するか
[02:05:35.800] な来ない
[02:05:38.199] か急所に当たると危ないね落ちる全然余裕
[02:05:42.480] で落ちると思力120あるからね強いよね
[02:05:46.520] しかもタイプ1だもんなあいつ格闘思っ
[02:05:48.440] てるもんね
[02:05:57.679] やっぱミックスオレが1番のコスパの回復
[02:06:00.320] だからね
[02:06:02.679] これいやあどうしようか
[02:06:09.119] なちょっとあれ出てきて欲しいんだよなあ
[02:06:13.079] 来た来た来たた来た来た来たよしよしよし
[02:06:16.320] 多分ねり
[02:06:18.280] 開始なんだよ誰だよお前
[02:06:22.320] の来た
[02:06:24.920] の土のこポケモンの
[02:06:30.040] のレアなのかなこれうわもう穴掘るやだや
[02:06:34.079] だ怖い怖い怖い怖い怖い進化すると体のえ
[02:06:37.840] のっちて進化すんのえのっちって進化し
[02:06:42.159] ない
[02:06:42.880] でしょのっきたえのちて進化する
[02:06:50.520] のあ死んじゃったのちになるでのここっち
[02:06:54.840] のこっちなんと進化しますえーもう最近の
[02:06:58.040] ポケモンついていけねえのこっちは進化し
[02:07:00.000] ちゃだめ
[02:07:02.320] だろう浮きさんに似てるよねちょっとね
[02:07:04.760] 残っちっ
[02:07:06.679] てちょっと似てなすかのこっちに浮
[02:07:12.559] さん笑笑普通にいい技覚えますのここっち
[02:07:16.679] 君自蔵器のこっちじゃんほらえ進化系です
[02:07:20.840] かもしかしてあ蔵あのっちって自蔵浮きに
[02:07:25.480] 進化するんだそういうポケモン
[02:07:29.639] に
[02:07:32.159] うえ来
[02:07:36.520] たうわBクインも出てくんのやせいでうわ
[02:07:40.159] ちい
[02:07:44.159] なかけ捕まえようか
[02:07:47.360] な無視タイプだけどね
[02:07:52.199] いやビークインかっこいいっす
[02:07:55.119] ね耐えたら捕まえるお捕まえよう
[02:08:02.880] 捕まえますこいつかっこいい
[02:08:08.719] からBクインま使うほどでもねえかで
[02:08:14.679] もんだよ
[02:08:22.159] オスのみには進化しねえからなもういいら
[02:08:24.159] ないやっぱりいらないお前弱いBクイン
[02:08:27.760] なんていら
[02:08:33.119] ないあやかガンガンレベル上がるや
[02:08:37.159] ん
[02:08:39.239] ビークインまあでも
[02:08:45.520] ないやていうかこっち側のレベルが低
[02:08:48.480] すぎるなだもう野生のポケモンて大差ない
[02:08:51.280] ぜ
[02:08:53.520] もずっとこのゲームやりながら言ってる
[02:08:55.400] けど野生のポケモンと大差ねえんだよ
[02:09:03.280] ずっと多分寝て
[02:09:15.559] こい次の待多分ジムだよないや今日ジム
[02:09:20.320] バチ1個取っときたい
[02:09:22.280] なあやっぱ1パートで1個はジム取らない
[02:09:25.320] と
[02:09:28.079] な全然多分で出ないんです
[02:09:31.679] けど1回ここで乱数をリセット
[02:09:37.920] しようもう品切れもう品切れ俺が借り
[02:09:41.599] 尽くし
[02:09:45.199] た1回1回これわざとちょいエかちょい下
[02:09:49.199] はずう
[02:09:51.480] もっとヘラクロスってレアなポケモンかと
[02:09:53.040] 思ったけど見したねポケモン全部らしてる
[02:09:57.040] と思ってたからまだまだこれからまだまだ
[02:09:59.800] これだってブラックホワイト以降は全く
[02:10:01.760] やったことないよほぼヘラクロス
[02:10:04.440] ヘラクロス
[02:10:06.639] こいつはヘラクロスって泣いてるな確かに
[02:10:09.480] なあと張り手山もハテ山あとペラップもな
[02:10:15.000] ペラップているねんたまに本当にそうやっ
[02:10:18.480] て泣いてるやつ
[02:10:21.599] ゲームのあれでもね俺がよくものまねする
[02:10:23.840] ゲームの方の鳴き声でもガ本当にそういう
[02:10:27.199] 風に泣いてるやつがおるねんたまにはな
[02:10:30.440] ヘラクロスとえハテ山と
[02:10:35.079] ペラップ草村揺れへん
[02:10:41.000] のニっすってなくポケモンはいないのかね
[02:10:44.880] い
[02:10:47.920] ねえニっすって泣くのはニコニコニコニコ
[02:10:52.040] かれだけでしょあ来たもういい加減
[02:10:55.639] ちょっとあの多分ねらせてくれ多分ねもう
[02:10:58.320] いいねその変なやつはもうな多分で出ない
[02:11:01.520] かここここ多分で出ないの
[02:11:15.360] ここならってく
[02:11:20.239] よ
[02:11:28.320] つ
[02:11:35.400] うもう1かこれ先進むか
[02:11:39.320] な先進んじゃったらさもうさ先進みながら
[02:11:44.440] レベル上げてくかなんか草村が揺れても
[02:11:47.040] 多分根が出る確率は低いのかなんかねここ
[02:11:51.440] の出てくるねなんかねここねいろんなの出
[02:11:54.360] てくるねま要は場所によって変わるん
[02:11:57.760] だろう
[02:11:58.920] なうーどうするべえか
[02:12:09.440] なおすごい
[02:12:19.400] なんかちょっとレベル
[02:12:22.119] 低いのが不安です
[02:12:28.760] ねいやであれあれ捕まえてくるわやっぱ
[02:12:32.280] あのなんだっけかあいつ捕まえてきていい
[02:12:35.239] 1日目か2日目の方が多分ね出てたよね
[02:12:38.159] あそこめちゃめちゃ出るね多分ここは
[02:12:40.239] なんかいろんなポケモン出てくんだろうな
[02:12:42.320] この辺の草村はなんかもう最後の方だ
[02:12:46.840] から結構出てくるポケモン全部レアレアな
[02:12:49.480] ポケモンなんだよなんか見たことない
[02:12:51.199] ポケモンが出てきてる進化系の
[02:12:53.400] ねBクイなんて野生で出んだもん
[02:12:58.679] なここじゃねえとこの方がいいのかもしん
[02:13:01.480] ねえなは固定シンボルでレベル35らしい
[02:13:04.559] え固定シンボルなのこれ伝説のポケモン
[02:13:06.920] じゃないんだそれなのにえーどこにいんの
[02:13:09.960] それ
[02:13:26.960] タイボー結局俺隠し穴てま1個も見つけて
[02:13:30.559] ないんだ
[02:13:36.320] けど草村も揺れねえし
[02:13:39.880] なえどうなんかてだて書いてあるチス
[02:13:47.480] pwtおいチースお
[02:13:50.040] 疲れベルちゃんお疲れちゃん
[02:13:53.639] いらっしゃいだるまが死んだだるまが死に
[02:13:57.480] ましたやったとこちゃまくこのパーカ
[02:14:00.639] 可愛いあそうオレンジパーカーですわっか
[02:14:04.800] おわっかそうそうそうそうそう音わっか
[02:14:07.520] 死んだでさっき音わっかが死んだ
[02:14:13.159] から新しくねくまを捕まえました捕まえ
[02:14:17.159] たっていうかねあのDSを2台用意して
[02:14:21.639] あのDSを2台用意してねこちら俺
[02:14:24.639] ブラック2やってんだけどホワイト2を
[02:14:26.719] 持ってきて中古のデーター中古のデータを
[02:14:31.559] 漁ってなんかこのあやかちゃんて
[02:14:34.320] いうあやかちゃんていう
[02:14:36.840] データちゃんこんばんはこんばんは
[02:14:39.719] いらっしゃいいらっしゃいあのあやか
[02:14:42.960] ちゃんていうやつのデータが残ってたねん
[02:14:45.880] からをパってきまし
[02:14:50.040] たんってきたで卵もパクったそしたらふま
[02:14:55.360] が生まれるっていう図鑑ナンバーはてない
[02:14:58.559] なあかありがとうあやかありがとう本当に
[02:15:01.480] あやかありがとうなんですあかちゃんが勢
[02:15:03.360] でたあやか助かるぜあ来
[02:15:06.880] たよし色違い来い色違い
[02:15:11.800] もういい
[02:15:14.320] よお門が
[02:15:16.920] ばってかこれ何気にやばくない電気タイプ
[02:15:19.679] でしょ
[02:15:21.320] クソよ笑笑アナオールで1発ででられたん
[02:15:25.280] だよ
[02:15:31.239] なえーだから今ねユニランをねレベル上げ
[02:15:36.159] してるんだけどなんかここ多分ね全然出
[02:15:38.040] ないんだよねいやもういいやちょっと先
[02:15:41.400] 進んでみます
[02:15:43.000] か先進みますからここでうろうろしてても
[02:15:45.880] しょうがないよねなんかね先進みます
[02:15:49.239] かただなその穴を掘るで1発でやられたの
[02:15:52.920] 見るともう怖くて進めねえんだよ
[02:15:55.440] な怖くて進めないのあるよ
[02:16:01.400] なちょあとボール買っとくわなんか色違い
[02:16:04.520] とか出た時にボールなかったら泣けるから
[02:16:09.760] な技マシン売り場があるやんえーうえこれ
[02:16:14.760] 買えんのこれマスボがありますやんるる
[02:16:18.360] いや一応あるけどなマスなんか使わない
[02:16:21.920] だろういやでもはでも吹雪7万円だ
[02:16:25.159] 7万円どう7万円
[02:16:29.159] ってこんだけら十分だ
[02:16:35.200] なあ7万はちょっとが変える悪魔城変え
[02:16:39.479] ちゃうね悪魔城ドラキュラ変えるなそん
[02:16:41.719] くらいレアなのか
[02:16:43.519] なちょっと先進むわいいよ
[02:16:47.639] 決していつまでもこんなとこでくすぶって
[02:16:50.040] ちゃいけねえよ俺は
[02:16:51.479] 俺は先に進む
[02:16:58.719] ぜなんなのここすごいBGMいいんだけど
[02:17:01.920] 道を聞こうと話しかけたらポケモン
[02:17:03.800] トレナーでしたよあなたも気をつけなさい
[02:17:05.840] よお疲れちゃんMDさん
[02:17:08.920] こんばんは何
[02:17:10.800] ここ何ここテニス
[02:17:14.000] コーツくそ怒られだろなテニスコードこれ
[02:17:16.719] チャリンコ入ってきたらバカ怒られるぜ
[02:17:19.840] 多分構えなしだ
[02:17:22.559] よ
[02:17:24.240] ええトレーナーな
[02:17:26.519] のトレーナーなのか
[02:17:32.760] よ
[02:17:36.280] エミそういう撮影かな今日
[02:17:39.080] はテニスプレイヤーのエだった
[02:17:42.840] かそういうのだろうな今日はな44レベ高
[02:17:47.960] すぎるってばよえみ
[02:17:51.439] エミだってトレーナの
[02:17:53.559] 名前いやいやいや可愛いポケモン可愛い
[02:17:57.439] ポケモン連れてんだけど
[02:17:59.719] さハグハグか行きて俺
[02:18:04.439] も超の
[02:18:09.439] マえ何それリマみたいな草リマしてるんだ
[02:18:14.679] けど
[02:18:16.920] こいつやってたなハグ24時間笑何ハグ
[02:18:21.599] 24時間
[02:18:25.719] えナイス
[02:18:30.800] リベンジてか強い
[02:18:34.840] こいつうてかみんなこれちょっとやば炎い
[02:18:38.679] なくなったの超痛い
[02:18:41.800] なこう草タイプ倒せなくなっちゃったよ
[02:18:45.040] やっぱ炎タイプ必要だ
[02:18:48.679] なかめにってえぐいでしょこれなんか進化
[02:18:52.920] 来そうな気がするんだけど朝から晩まで何
[02:18:56.000] 回戦でもオッケーなんだけどだっ
[02:18:58.559] てバカ野郎バカ野郎お前お前が一番言っ
[02:19:03.679] ちゃいけないセリフだろお前それすお前
[02:19:06.800] それこれ分かってやってるだろスタッフ
[02:19:09.040] これやめとけ笑お笑笑タフネス分かって
[02:19:14.399] やってねこのスタッフえてか待って進化し
[02:19:16.679] ない
[02:19:17.920] じゃん笑笑ねこれこれはさこれいつ進化
[02:19:22.960] すんのこいつ何レベで進化すんの彩
[02:19:25.559] はまだ1段階も進化しないのこれなんか
[02:19:29.960] ナキとかだったら結構しんどいぜこっちも
[02:19:32.800] 行く
[02:19:36.120] か時速200kgのサーブえナキの可能性
[02:19:40.599] あんの嘘
[02:19:43.000] でしょじゃ絶対無理じゃん人からもらった
[02:19:45.719] ポケモンて全然懐か
[02:19:47.280] ないうわ可愛い
[02:19:51.640] 前回これ使ったあレベルなん
[02:19:58.120] だやばいメガ
[02:20:06.240] ドレやべえこれポケモン入れ替えよう
[02:20:12.080] じゃ結構これ2段階進化遅いねまさかこれ
[02:20:16.520] 多分多分進化するの遅いだろうねこれだっ
[02:20:20.399] て30で1段階も進化してないんだ
[02:20:23.760] よ35とかで進化したと次40なんとか
[02:20:27.640] じゃない
[02:20:42.080] 多分なんかこの辺で多分レベル50ぐらい
[02:20:45.600] になっとかないといけないような気がする
[02:20:47.520] な
[02:21:00.520] エルフとかいう悪ポケモン早く倒してくれ
[02:21:03.680] これ悪なの
[02:21:06.640] こいつになり
[02:21:12.359] たいあかこれ何レベで進化すんで未来よや
[02:21:15.720] んいやん覚えさせよう
[02:21:20.840] 入ったらまた雪来るかもとニュースあった
[02:21:23.359] から体調気をつけてね
[02:21:25.800] ね皆さんもねわりと種まいて永遠に耐久し
[02:21:29.920] たい身代わりから宿りしてくれ同じこと
[02:21:32.920] 言ってる同じこと言ってるそそれが何て
[02:21:35.880] あれなのそのエルフーンのあるあるなん
[02:21:39.520] だポケモンのそのなんかお約束みたいのも
[02:21:42.560] よくわかんねえからな
[02:21:44.240] ええお前トレーナなんかよハイレベルな
[02:21:48.280] 工房はまさに芸術です
[02:21:53.319] ごめんねにん
[02:21:57.160] さんなんかこいつら草タイプばっか出して
[02:22:00.240] きやがってよ俺が炎タイプいなくなったと
[02:22:02.560] 思ったらよ草タイプのポケモンばっか出し
[02:22:05.359] てきやがって
[02:22:11.200] ようわこいつラビやってくんのかよ
[02:22:21.160] ラビ持ち回り
[02:22:22.840] ラビだ
[02:22:30.040] ラビてる
[02:22:33.479] 名古屋催24時間
[02:22:36.840] テレビ
[02:22:39.120] フリーク見てるよ
[02:22:41.520] な確認
[02:22:43.840] し名古屋名古屋催2時間は地球を救う世界
[02:22:48.840] で一番抱かれる女
[02:22:54.000] それそれそれそれが何あの深大意味の何
[02:22:57.560] ハグハグ会の
[02:23:06.359] 名前絶対あれハグにさドサに紛れてエッチ
[02:23:10.720] なことするやついる絶対あなんだあいつ何
[02:23:14.520] こいつだけが目的じゃないだろ何あいつ
[02:23:17.600] なんか踊ってる歌ってるやついる
[02:23:26.240] けどいやてか敵が
[02:23:29.000] 強い敵が強いななんかずっとやら
[02:23:32.840] れっぱなしだねダメージめっちゃ
[02:23:36.279] 食う田んぼピピといいよ
[02:23:40.240] こいつ心に染みるは優しい色懐に染みるは
[02:23:44.279] 詰めて夜風って
[02:23:46.520] ね口にするのはこの色とうまくいかね毎の
[02:23:49.960] 愚ばかりねそんなやらの吹きだまりがこの
[02:23:52.439] 橋さエのハグ耐久屋が確かお客さん女性が
[02:23:55.960] 多かったイメージへえなななんな
[02:24:00.399] こいつ不思議な雨やっとここに来て1個手
[02:24:04.240] に入ったよあるんだな不思議なめって
[02:24:07.560] 話しかけると音楽追加されるえそうなの
[02:24:15.000] どれあ本当だ雨助かる
[02:24:21.279] だあ本当
[02:24:26.319] だいい
[02:24:29.560] ねあいい
[02:24:33.840] じゃんどんだけ遠くまで聞こえてんだあつ
[02:24:36.439] の
[02:24:37.600] 草笛あめちゃめちゃいい
[02:24:43.399] なんか
[02:24:46.720] え何何何これこれれボイパ
[02:24:51.120] ボイパしてくれんの
[02:24:56.560] これ何ここ
[02:25:10.359] だできてない
[02:25:13.359] よ何これなんでこんなことやってくれんの
[02:25:16.720] これもっといるのかな
[02:25:21.960] あお前はわ
[02:25:25.880] すげえギターのネルが入っ
[02:25:31.840] たなんなのこのこのこのサービス
[02:25:36.399] は他にもいるの
[02:25:41.720] かドジ
[02:25:46.000] ドジ他にもいるの
[02:25:51.439] なかなかいいですねここ
[02:25:59.399] ねレブたな
[02:26:02.920] なんか早くない
[02:26:09.520] 今日か忘れてたけど忘れてたけどよまだ時
[02:26:15.399] 半いや忘れてたんだけど
[02:26:21.479] 忘れてたんだけど
[02:26:32.640] あいつ
[02:26:34.800] おいももは森本ユダはちょっと森本ユダは
[02:26:40.640] 森本
[02:26:42.920] ユダまだ0時半なにしも眠きたな早えなあ
[02:26:47.479] 来た
[02:26:51.080] まだ怒って
[02:26:52.279] いるあれから何も呟いてないふて寝したか
[02:26:56.399] もしれ
[02:26:58.240] ないなんだよまたポケモンかてこんばんは
[02:27:02.399] こんばんは
[02:27:03.359] こんばんはかわいそうに
[02:27:06.560] もダブラに進化彩佳はダブラに進化して
[02:27:10.120] やった
[02:27:11.600] ぜドシジムドム
[02:27:17.399] ドムこのBGMがまったりしてきちまう
[02:27:20.359] 32レベ早いなもうでも32まで来た
[02:27:30.640] かまあ攻撃以外ではダメージを浮かない
[02:27:34.680] どういうことマジックカード攻撃以外では
[02:27:36.760] ダメージを受けないこれどういうことあ
[02:27:40.279] すごい強そうな特性だけど
[02:27:55.160] パポ毒とかつかないってこえめちゃめちゃ
[02:27:58.640] 強くないそしたらウンター
[02:28:01.200] ミラコめ
[02:28:06.640] ダメ鬼強くないそれ鬼強い
[02:28:14.479] じゃんお前はじん
[02:28:27.439] ていい
[02:28:30.040] なお前は
[02:28:34.399] ブったに動の
[02:28:42.080] 森練習中出てった
[02:28:44.760] よ歌が入ったなんのこれ
[02:28:53.680] めちゃ作ってラディ今日
[02:28:57.760] さあの森がまた
[02:29:01.279] ね
[02:29:02.960] あの9時10分から俺のチャンネルでね
[02:29:06.359] 待機してたんだよ今日だけは何がなんでも
[02:29:09.520] 取りますみたい
[02:29:12.640] なで配信始まる
[02:29:14.920] じゃん変われなくてん
[02:29:20.279] 俺のTwitter見たりしたけどぶれ
[02:29:26.600] てるぶち切れてるから見
[02:29:29.560] てそして
[02:29:31.479] 今日今日そしてこいつあいつ今日1コメも
[02:29:34.439] コメントしてないそれ以来相当ショック
[02:29:37.600] だったんだ
[02:29:42.359] なちゃった
[02:29:47.479] 件だっ
[02:29:50.279] 悪くないよしょうがないな本当かわいそう
[02:29:53.840] 僕なら2
[02:29:56.520] ないなんで譲ってあげない
[02:30:00.800] のやかまし色はだも譲られてもなんだかな
[02:30:06.600] そうだよな実力で取らないと
[02:30:09.479] ねそれはそれこれは
[02:30:13.600] これあいつ今日コメントしてねえんだだ
[02:30:16.319] からあれから
[02:30:21.920] から待機してるのかそうで9時10分から
[02:30:25.960] お9時10分から座待機だよ座待機あって
[02:30:31.479] 見てるよってねコメント知らよ何何いじけ
[02:30:36.040] てんだ
[02:30:37.359] よないじけてんだ
[02:30:41.399] よじゃ今から配信し直してもう1回
[02:30:44.920] チャンス上げればいいやだ
[02:30:56.600] よしチルタリスですかそうですかチルタリ
[02:31:01.960] スってドラゴンタイプ持ってたっけ電池
[02:31:04.279] 効かないかそしたらいややっぱ氷タイプと
[02:31:08.080] かも欲しいよなそうなってくるとなお
[02:31:11.720] 可愛い飛んでないタイプなんだ空飛んで
[02:31:15.240] ない地面に座ってるんだチルタリス可愛い
[02:31:17.800] ね
[02:31:22.319] わ
[02:31:30.800] おいや
[02:31:33.040] 強ラスカので入るか
[02:31:37.720] なチルタレス可愛いな
[02:31:45.120] これ強いなラスターカノン強い
[02:31:48.840] ねチャットリストには名前あったよじゃ
[02:31:52.600] いる
[02:31:54.120] じゃんおい森お前ちょっとコメントしろ
[02:31:57.479] なんかどうしたまだまだ次があるだろうか
[02:32:01.680] よ逆にじゃあさ逆にねお前お前1コメ取っ
[02:32:07.680] たらさんに日1コメ取ったらもうお前さ1
[02:32:12.960] コメ取っちゃったらさ終わり
[02:32:16.560] じゃんお前が1コメ取れないから次がある
[02:32:21.080] んだよそもそも今
[02:32:23.200] いるいるちうわこいつまさかそういう感じ
[02:32:28.240] うわだるこいつマジ
[02:32:31.479] かこいつあれだあれタイプだ
[02:32:36.040] こいつ通るたびに喧嘩売ってくるタイプだ
[02:32:39.040] これめんどくさい
[02:32:45.439] なこ元気かなヤコだよこれやこ
[02:32:53.960] 普段見ねえけどチャットリスト見るかじゃ
[02:32:55.880] ない森本ユダがいるかどう
[02:33:00.880] かわかん
[02:33:03.840] ねえちょわかん
[02:33:08.600] ねえ森本ユダのあれがわかんねえもんだっ
[02:33:11.600] て俺チャットリストってどれくらいの制度
[02:33:14.080] なんだろうね岩から始まる制度
[02:33:22.720] いるなしょうがねえじゃ俺フォロー返し
[02:33:25.439] ちゃっか俺リスナーはあんま別にフォロー
[02:33:27.520] 返さねんだけどフロ返しちゃっ
[02:33:30.399] かかだんな
[02:33:37.160] 優しい分はいら
[02:33:45.920] ないこれこの度ってどんなもなのこ本当に
[02:33:50.160] この人た見てんのこのチャット内のユー
[02:33:52.800] ザーっ
[02:33:54.920] て森本記念日がね今日森元記念日痛みは
[02:33:59.200] 切ら
[02:34:05.040] ない今日はもう先進んじゃかよくわから
[02:34:08.600] ない海外の人いるのが怖いんだよねあま
[02:34:12.680] いるよ
[02:34:15.240] ねそういうのって多分だからそれこそ
[02:34:18.160] なんかあれなんじゃないのッともしかし
[02:34:20.479] たら運営パトロールしてる運営とかな
[02:34:23.640] わかんない
[02:34:26.760] けど全配信同じ名前なんよボみなんかだ
[02:34:31.600] からなんかボットなんじゃない
[02:34:33.800] のわかんない
[02:34:38.640] けど今日こそは1個メとると言ったから
[02:34:42.160] 今日は森元記念日おタワラ待ちじゃん
[02:34:46.000] タワラマ確かにたけどさあ
[02:34:49.880] と思う自分の画面やと1コメってなるやつ
[02:34:53.479] ボットとかなんじゃないのかなうちも配信
[02:34:56.120] 前から数人いたりするよ全然知らない海外
