[00:00:06.080] ハリボテあげだねハリボテあげだね針ボテ
[03:59:12.479] あるすぎる
[03:59:14.920] だるいの大してかっこいいポケモン出てこ
[03:59:17.840] ない
[03:59:19.560] しえちょっと待ってもうこちょっと虫をケ
[03:59:23.880] スプレべ虫オケスプレも誰ここ抜けたい
[03:59:28.280] [音楽]
[03:59:30.239] 早く虫よけスプレー俺持ってなかったゴミ
[03:59:34.239] 卵ゴミ卵キラキラと測る純金性の大きな玉
[03:59:38.479] マニアが高く買う別にマニアじゃなくた高
[03:59:40.760] 買うだからあれなんだけど今中盤
[03:59:44.359] ないねバッチは何個目4個目5個目あった
[03:59:49.960] あっ
[03:59:50.520] [音楽]
[03:59:54.479] た抜けたいここ5個目か折り返しくらい
[03:59:59.000] か折り返しちょいだね折り返し
[04:00:01.920] ちょいえどここれさっきここ来たよね
[04:00:05.960] にっすお疲れちくら
[04:00:08.359] こんばんはちもポケモンガチか終わったう
[04:00:11.800] てたからあそっかそじゃ5個5個手に入れ
[04:00:15.120] たんだ
[04:00:16.199] 俺あ優しいこれ助かるて8個よね確かガチ
[04:00:21.159] ではないガチではないじゃあ人中ほどじゃ
[04:00:23.840] ないんだなえこれどここれ合ってるこっち
[04:00:27.239] でこれル60ぐらいでストーリーは終わる
[04:00:30.120] んかな60まで行かないんじゃない行か
[04:00:33.279] ないと思う
[04:00:35.080] よ100ワが40で進化やなももう1
[04:00:39.319] 進化これは楽しみですよ頑丈だ発こいつ
[04:00:45.040] レベルカストっていくなん100150
[04:00:48.000] 後半くらいやろ
[04:00:49.560] なレベルカスト100100で
[04:00:52.880] 終わり50うん50とかじゃないいいとこ
[04:00:55.880] 行っても多分100にあげたら死ぬぞなん
[04:00:59.000] でねあ100100ワだからしてて嬉しい
[04:01:03.040] 100ワ超強いよめちゃめちゃ
[04:01:06.479] 強い100レベルで死ぬ
[04:01:09.359] ワニあ100ワってそっちなんだ100日
[04:01:12.840] 5に死ぬワニじゃなくて100レベルで
[04:01:15.000] 死ぬわなん
[04:01:16.439] だになったら死ぬの悲し
[04:01:20.359] すぎちょっと生き物用意しとけ
[04:01:24.040] よどかっこいいじゃねか生き物がかり用意
[04:01:27.199] しとけお
[04:01:28.520] らでも4で30でしょ単純に8個で60
[04:01:33.359] くらいとかで70くまでそんな行かないん
[04:01:37.760] じゃない菊の呪いこれ菊って名前が良かっ
[04:01:41.520] たんだけど入んねんだよな
[04:01:44.319] やっと抜けれるでまだねポケモンが2枠
[04:01:46.479] 余ってんすよちくらパーティー見てくれ今
[04:01:49.319] んとこ俺
[04:01:50.960] のありがとうて伝えたくありがとうて伝え
[04:01:56.239] たく
[04:01:57.760] てあなた
[04:02:03.640] があいるいるいるそのたくさん経験値
[04:02:06.439] くれるレベル上げに最適なのいるよ話に今
[04:02:08.960] 1番強いのこいつねこ40で進化って言っ
[04:02:11.279] たよな技はこんな感じねで見て見てじゃ
[04:02:16.120] ないまだいいや音かこいつも今日進化させ
[04:02:18.319] てえな35って言ったっけあと6レベ結構
[04:02:21.159] 遠いなおい菊なんだがそうなの菊勇って
[04:02:26.239] いうのるの図鑑ナンバー100なの面白
[04:02:29.640] すぎえすご100割の図鑑ダは100
[04:02:34.920] じゃんすご笑笑すげえや今日すごい
[04:02:40.640] な今日すごいな
[04:02:46.520] 知らなかったんだけどあのさなんだっけ
[04:02:50.159] あのえこのさ彼氏がいてさなんかケって
[04:02:53.040] いうやつがいてエなこりんっていう
[04:02:54.479] ポケモン使ってたじゃんで俺もうエなこや
[04:02:56.640] だわこいつケとかいう彼氏いるんだろもう
[04:02:58.720] 2度と使わねえわて思ったらこいつミヒが
[04:03:01.680] 進化したら名前大剣気なのそんなことある
[04:03:04.640] 俺知らんかったよ
[04:03:06.880] 大俺知らず知らずに今度大気使ってるわ
[04:03:11.199] 笑笑今日すごくない
[04:03:14.560] 今日すごくねまこんな感じですねこんな
[04:03:17.920] 感じでジはどうでもいいこれとノンでーと
[04:03:20.159] ジはなんかパーティに入れてるだけでこの
[04:03:22.479] 4匹はちょっとスタメンというか大との
[04:03:26.840] ありもうもい
[04:03:29.120] ないいるけどさいるけどさもう使わないよ
[04:03:32.960] やだよやだよ俺パーティーにあいつら揃え
[04:03:35.159] たらなんかやだよなんかおっっちゃいそう
[04:03:36.920] でやだ
[04:03:37.880] よやだよ入れねえよ俺ふざけんな引き離す
[04:03:41.359] よ俺はやっと出口あれ違う出口じゃ
[04:03:45.560] ねえ伏線
[04:03:47.840] 回収えどこなの出口はもう長いわ
[04:03:53.520] ここ知らない卵があります知らあれなんか
[04:03:57.279] 卵できてん
[04:03:58.800] ななんか卵できてんなお前らな笑笑あ
[04:04:02.960] やっと出れ
[04:04:04.439] たやっと出長ここ雨降ってる
[04:04:12.720] あ難しいここBGM知っ
[04:04:16.600] てるここもジムあったと思うでワニワニが
[04:04:19.680] 進化するとワニワニパニックになるん
[04:04:22.560] たまにゲ
[04:04:23.880] でるとやりたくなるワニワニが進化すると
[04:04:26.920] もっとでかいワニワニになる
[04:04:30.800] よよしシンプルにドラゴンタイプ当たり
[04:04:35.120] 欲しいなドラゴン飛行飛行タイプと
[04:04:37.359] エスパーが欲しい空を飛ぶが欲しくてさ今
[04:04:39.880] 空を飛ぶ技持ってんだけど誰も空飛べない
[04:04:41.960] からさ
[04:04:43.760] なんかそ飛行タイプああシビルドンて何
[04:04:48.040] あネタおばさんだやばいおい今日けろ食わ
[04:04:52.359] れるぞやっとライブキャスターを使うとお
[04:04:54.479] 話がであ初対面かエアームドとかああいい
[04:04:57.920] ね改めまして私があららぎです私のお願い
[04:05:01.239] を聞いてポケモン図鑑を受け取り
[04:05:02.520] パートナーとしたポケモンとここまで来て
[04:05:04.239] くれたんだよねじゃあ早速だけど評価させ
[04:05:06.439] てもらうわねレンが今までに見たポケモン
[04:05:08.399] 989匹あなるほどねありがとうこれは
[04:05:11.040] 感謝の気持ちようえこんな感にくれんの
[04:05:14.600] マスターボールマスターボールっていうの
[04:05:16.640] はもうポケモンに投げたら100%捕まる
[04:05:19.399] ポケモンモンスターボールねだ伝説の
[04:05:21.359] ポケモンとかに投げてもいい
[04:05:23.960] のマスターボールはどんなポケモンでも
[04:05:26.319] 絶対に捕まえられる最高のボール鳩みたい
[04:05:29.159] なポケモンはぶ使えるの使ハイパーのパの
[04:05:35.760] だいやでも使い道これ結構大変だよ難しい
[04:05:39.120] よさなくてもそう絶対絶対
[04:05:43.800] 伝説のポケモンでも絶対でも1個しか手に
[04:05:46.880] 入んない多分ストーリー中に1個しか手に
[04:05:49.319] 入んない基本ねだから結構ねどこで使うか
[04:05:52.080] なんだよしかしポケモンの分布って2年で
[04:05:55.080] 大きく変わるよねだからこそ研究は終わら
[04:05:56.880] ないし面白いと言えるんだけど大体みんな
[04:06:00.319] うんあらら博士王朝レアポケモンとかに
[04:06:04.159] そういうことそういうこと
[04:06:07.080] うん誰だっけこれクロあジムリーダーだっ
[04:06:11.359] けああこちらはフロ吹き寄せのジム
[04:06:14.960] リーダーなのに最悪あらじゃないですよ今
[04:06:19.239] は徒歩で電池山を超えて竜シティに行け
[04:06:21.319] ないから飛行機に乗せてねって頼んできた
[04:06:23.359] の荒博士です
[04:06:24.880] よそうだったわねだけどその前にお願い
[04:06:27.720] タワーオブヘブンを調べたいのどこで
[04:06:29.359] タワーオブヘンでだからそれまで待ってて
[04:06:32.640] それじゃあねねどんな時でもどんな
[04:06:34.439] ポケモンとも仲良くよスマン
[04:06:38.520] フロフロもなんかなそうエロい絵多いよね
[04:06:44.800] どうやってどこがどこか適当っていうと
[04:06:46.920] 親子ってやっぱり似ちゃうのねえ親子って
[04:06:49.239] 何あらギって何子供いるのさてとあなた
[04:06:52.319] ポケモンジムに来て私に挑戦するそれとも
[04:06:54.920] 博士が向かったポケモンタワーオブヘブン
[04:06:57.359] で鍛えます私としてはついトレないと高
[04:07:00.239] どっちもままも口が回りませ
[04:07:05.580] [音楽]
[04:07:10.479] ん吹き寄せシティがを集める街いいです
[04:07:19.239] ねブローインブローインフロお姉ちゃんの
[04:07:23.120] ジムは強い風が吹くの
[04:07:25.680] よなんでカロのなんでエボななんでで
[04:07:30.920] 始まるともうわっかが出てくるからもう
[04:07:32.560] やめて
[04:07:33.800] くれなんでカストルの周りにビニール
[04:07:36.359] ハウスがあるんだよ教えはどうなってんだ
[04:07:38.359] よ教えはもう全もうここまで来たら俺もう
[04:07:42.199] FFてやんだきゃなんねよな
[04:07:45.159] ここまでこすってたらFF10やんなきゃ
[04:07:49.279] なんね喉ガラガラなです無法エボのエボの
[04:07:53.680] 物です
[04:07:55.000] 使うカが悪くなってきちゃった
[04:07:57.960] よなんで路にビニールハウスがあるんだ
[04:08:02.040] よ教えはどうなってんだよ教え
[04:08:06.600] はトレーナーさんが吹き寄せの陣を持って
[04:08:09.439] いたらすごくいいことを教えてあげる
[04:08:13.960] お前の物語
[04:08:17.159] だ回復したっけ
[04:08:19.960] かしてるねいやもうこの辺からジムも相当
[04:08:23.720] 強いだろう
[04:08:25.000] ね出てくんのかなこれカ
[04:08:31.000] ってのファイナルファンタジー10みたい
[04:08:33.720] ないややありだねFF10ありだねでも
[04:08:37.080] あれ長いでしょ多分あ多分ねよしここまた
[04:08:40.159] レベル上げてレベル30はなかなかレベル
[04:08:45.159] 上げになります
[04:08:46.700] [音楽]
[04:08:50.680] ね長いねやっぱ長いよねFF10って
[04:08:55.840] ねなんか長期連休の時とかにやりたい
[04:09:01.640] ね長期連んじゃないたださこれさ
[04:09:06.439] ストーリーで55まで育てられる
[04:09:09.560] かやある
[04:09:13.960] ないんだけどゲームて社畜だから長期連休
[04:09:17.680] ないです確か
[04:09:19.239] に長いけれどクリアしたらもう終わり
[04:09:22.279] かようとなる名作あ本当
[04:09:25.000] に長期連休ないもういい長期連休
[04:09:30.840] ないポケモン同士が遊んでるの眺めてくる
[04:09:33.439] だけ幸せ早になって専業になってくれ専業
[04:09:36.520] にさせてくれよじゃあおめえらが
[04:09:39.319] ギガイアスて何やです
[04:09:47.319] 早く有名にさせてくんねえか俺のことをな
[04:09:50.720] いつになったらちゃあれだよ
[04:09:53.040] あのTパートナーなれんだ
[04:10:01.920] よ明日仕事やからもう寝ますあら明日
[04:10:06.359] 仕事マジでてか明日仕事でよくこんな時間
[04:10:09.960] まで起きてたなお前大丈夫か起きれるか
[04:10:13.319] 頑張れよ最終武器コンピするのに普通に
[04:10:16.399] 100時間かかる
[04:10:18.020] [音楽]
[04:10:25.439] マジ戦ってみます
[04:10:28.279] か君にお願いがありますそう勝負です足お
[04:10:32.319] 大事
[04:10:34.560] に
[04:10:36.279] ヘイグスお疲れちゃんありがとうねま明日
[04:10:40.119] も見に来いよ明日あるかわかんねえけど
[04:10:42.279] 月曜かもしんない
[04:10:48.680] 痛めてたのおな足グねった
[04:10:53.120] [音楽]
[04:11:01.840] らしいなんか俺がやってないさるの腹立つ
[04:11:05.600] よ
[04:11:06.720] ね俺がやってない超名作ゲームってあと何
[04:11:10.119] があるFFXやってない
[04:11:14.640] えーくそまた止まったよこれなダメだこれ
[04:11:18.119] なやっぱなケーブルじゃねえ
[04:11:21.040] なテルズ
[04:11:24.279] あこれもう完全にうん食わず嫌いだね全部
[04:11:27.760] やっドラクエは全部やったドラクは全部
[04:11:29.760] やってるあ10はやってないけど10以外
[04:11:32.319] は全部やってる配信ではやってないけどね
[04:11:34.560] デジモン系やってほしい
[04:11:37.119] デジモンデジモン俺わかんねえでもやった
[04:11:41.239] ことないね
[04:11:45.800] デジモンのゲームって何よ何が出てんの
[04:11:49.319] デジモンのゲームって何で出てる
[04:11:52.159] スマホゲー出た
[04:11:53.840] よ面白いよああ幻想水
[04:11:57.920] かコミのRPGねあれもレコードとか出
[04:12:01.840] てるから欲しいんだけどね曲もいいらしい
[04:12:04.159] しねマジでゴミだった即あそうなんだマジ
[04:12:07.600] でゴミなん
[04:12:09.800] だああ幻水か
[04:12:14.640] 昔持ってたデジモンのゲームハードは何
[04:12:17.600] ハードプレステ有名どころでやってない
[04:12:21.119] やつデビルくらいのナンバリング見たこと
[04:12:24.520] ないなデビル名くらい
[04:12:28.340] [音楽]
[04:12:32.640] な微妙な
[04:12:35.640] 反応やったよDMCプレステだったはず
[04:12:40.560] ちょっとやったよなちょっとやった全然
[04:12:43.640] 合わなかっ
[04:12:44.720] た全然合わかっびってさん何ぴよぴよ知ら
[04:12:48.840] ねえ何ビヨびよって絶対俺がやってない
[04:12:52.159] 有名どって絶対有名じゃないだろそんな
[04:12:54.560] なんだビビってあ違うん
[04:12:57.580] [音楽]
[04:13:02.680] だえ知らない何それ
[04:13:07.040] [音楽]
[04:13:15.159] 音枠かちょっとやばい
[04:13:17.399] 水メタルギアソリッドはやったよメタル
[04:13:20.080] ギアメタルギア2メタルギアソリット
[04:13:22.159] メタルギアソリット2は途中でやめたけど
[04:13:25.199] メタルギアソリット2は途中でやめたでも
[04:13:26.920] 俺も元々メタルギアシリーズは全部やっ
[04:13:28.560] てるからねやってたか全部やってるうん
[04:13:30.920] あの配信外でねメタルギアめちゃ好きだよ
[04:13:33.399] 俺めちゃめちゃ好きめっちゃ
[04:13:37.640] 大好きバイオワツ3かあバイオ確かに
[04:13:42.119] バイオもありな
[04:13:45.560] ねダクソ
[04:13:48.560] ブラボ俺にできる
[04:13:51.680] か続きリクエスト入れよ
[04:13:54.720] [音楽]
[04:13:56.279] か
[04:13:58.640] サイレントあえ強くないメトロもやった
[04:14:07.880] [音楽]
[04:14:13.319] おいおいおいおいなんでなんで3匹でおい
[04:14:17.199] 3人に勝てるわけない
[04:14:21.600] だろえ待ってこれやばい
[04:14:24.540] [音楽]
[04:14:27.040] なジクッションする
[04:14:29.960] かわっかじゃ多分無理だよ
[04:14:33.520] ねいや
[04:14:35.530] [音楽]
[04:14:37.840] 見るないドンキーどうですか元
[04:14:43.760] ドンキーコングのドンキーコングはでも
[04:14:45.880] ありだよね確かにやってないしいやまやっ
[04:14:47.880] たことはあるけどねもやったことはある
[04:14:49.560] けど
[04:14:51.319] ノシ触あ触ってないやったことない
[04:14:55.199] ディノクライシス
[04:14:56.119] プレステのやつだよねやったことないか
[04:15:04.279] もやん
[04:15:06.439] ねえやねあんでやってけ
[04:15:14.000] 笑笑
[04:15:16.800] 笑笑絶対やら
[04:15:23.439] ないマラナ使えるぞ知らねとあ金ね
[04:15:29.680] サッカーをれて
[04:15:32.760] た
[04:15:34.800] 人その後の話って何
[04:15:47.359] よし
[04:15:48.479] 危ねえこのさこのトリプルバトルきつい
[04:15:53.319] なさんスーパーフォーメーション
[04:15:55.460] [笑い]
[04:15:59.239] サッカーレベル30レベやらない腹いら
[04:16:07.160] [音楽]
[04:16:10.040] ないよし
[04:16:14.040] ダメ
[04:16:14.600] [音楽]
[04:16:15.840] だめよいしょ回復して
[04:16:20.159] くれ回復ないかここ
[04:16:22.710] [音楽]
[04:16:30.119] はまFF10はやりたいなまキングダム
[04:16:33.600] ハーツも俺ワツはもうクリアしてるからね
[04:16:35.840] ご系はジャッジだけうんごともやったこと
[04:16:40.159] ないやっぱ表言われるとなんかあれだな
[04:16:43.119] 食わず嫌い多いね俺ね竜がごともやった
[04:16:46.040] ことない
[04:16:47.520] ねキングダムハーツはワツはクリアしてる
[04:16:50.680] なはいいぞごとなら面白いん
[04:16:58.319] だあとなんだろうね面白いゲームシリー
[04:17:01.319] ズっ
[04:17:06.720] てキングダムハーツってさムービー流せる
[04:17:10.399] のかなえ流せるでしょ別にああの何あれの
[04:17:15.040] キャラクターってこといやそれは大丈夫
[04:17:16.560] じゃ
[04:17:17.479] ないそれは大丈夫でしょ多分その
[04:17:21.159] ディズニーのキャラクターってことコナミ
[04:17:23.159] なら五衛門
[04:17:26.319] ああ五衛門シリーズね
[04:17:30.560] か五衛門シリーズ
[04:17:34.040] なあ大丈夫でしょうんあの多分それその
[04:17:38.080] 理論で言ったらポケモンもポケモンで
[04:17:40.000] アウトになっちゃうのプレイ見ておもろ
[04:17:41.880] いって思ったズなあれも途中までやったん
[04:17:44.560] だけど
[04:17:45.560] な衛門かむずいんだよなスファミはやった
[04:17:49.800] んだよ
[04:17:51.239] えっと雪姫救出えきむずすぎ
[04:17:56.020] [音楽]
[04:18:00.720] た円があり
[04:18:02.680] [音楽]
[04:18:04.359] すぎるHP100だ本当だに体力100だ
[04:18:08.119] 本当だ高いゲームなんだ高いね
[04:18:17.640] てか結構HP削られるね
[04:18:22.080] オむいあれむずいよねやっぱりね衛やって
[04:18:25.840] たよねえあファミコンの衛やってたよく
[04:18:28.040] 知ってんだ超昔じゃんあれやったの
[04:18:30.180] [音楽]
[04:18:33.439] 俺41ちゃうそうか
[04:18:38.279] 41ドラゴンスレイヤーやったことないね
[04:18:41.119] えあやだ
[04:18:45.880] YYワールドかな俺が見たのああYY
[04:18:48.640] ワールドでしょやってたのうんそれよりも
[04:18:50.720] 前にえっとるの何何何パルワールドしよや
[04:18:55.760] だよバルちゃこんばんはやってんのパル
[04:18:59.199] ワールドまさかおいおいあれなんだっけ
[04:19:02.239] タイトルが出てこない何何何あれってえ
[04:19:06.040] パルワールドやってんのやらないよ笑
[04:19:09.040] 良かったいややってもやってもいいんだ
[04:19:10.720] けどプリンセスメーカープリメねプリメの
[04:19:13.720] 新作というかプリメのシリーズはやってく
[04:19:15.560] よ
[04:19:16.199] うん俺バルちゃんが別のゲームやってると
[04:19:18.800] うるさいからポンポコさんです
[04:19:21.359] ポンポンポンポコミポンポミはおっさん
[04:19:23.960] ですねあれはそうあれは
[04:19:26.920] えっとコナミYYワールドだねコナミYY
[04:19:30.840] ワールドおもろかったよなもう2あるんで
[04:19:33.520] やろうかな2コナミYYワールド2あれ
[04:19:36.119] 絶対おもろい
[04:19:37.500] [音楽]
[04:19:47.279] 自販機ないのか自販機ちょっと
[04:19:51.040] ミックスオレが切れたんだけどなんか空を
[04:19:54.040] 飛ぶ覚えてるポケモン覚えれるポケモンい
[04:19:55.840] ねえか
[04:19:57.840] なちょっと買に戻りたいミックスオレねえ
[04:20:03.040] がワールドってキングコングそうそうそう
[04:20:06.119] そうそうあのコナミのキャラクターが
[04:20:07.600] いっぱい出てくるやあれめちゃめちゃ
[04:20:09.279] 面白い2もあるから2やりたいんだけど
[04:20:13.000] だったらその元ネタになるゲーム全部
[04:20:14.399] クリアしてからにしようと思ってまだやっ
[04:20:15.720] てないん
[04:20:16.560] だポポとか空を飛ぶ覚えないの覚えるやろ
[04:20:20.000] 覚えるんだけど捕まえてないかもしんない
[04:20:21.680] 誰か持ってなかったかななんか空飛びそう
[04:20:23.439] なのあいないっすね全然ポケモン捕まえて
[04:20:27.080] ねえ
[04:20:28.960] じゃんキングコングって海外映画との
[04:20:31.800] コラボあそうそうそうそうキングコング2
[04:20:33.920] ねそうそうそう怒りのメガトンパンチね
[04:20:37.159] うんだから今だとあのコナミYYワールド
[04:20:41.279] はなんか結あの案がめどくさくてねあの
[04:20:44.080] 移植とかできねえんだ
[04:20:46.000] よ英語映画のキャラクターだからあとあれ
[04:20:48.800] もそうあのえうわこいつそういうタイプか
[04:20:52.319] 超兄貴はやったことあるこいつそういう
[04:20:54.520] タイプかめどくせえこいつ通るたびだ超
[04:20:59.080] 兄貴やったことない高くて買えない超兄貴
[04:21:02.080] 高いんだ
[04:21:03.520] もん面白そうなんだけど高くて全部
[04:21:07.760] 5000円とか6000円とかするでしょ
[04:21:09.920] 高いよ欲しいんだけどさ
[04:21:16.500] [音楽]
[04:21:20.600] 映画カムと今の権利関係そうそうそうだ
[04:21:23.680] からコナミYYワールドはあと他にもあれ
[04:21:25.600] もいるからねあのグーニーズの
[04:21:27.119] キャラクターもいるからグーニーズも映画
[04:21:29.279] のキャラだ
[04:21:29.980] [音楽]
[04:21:31.640] からそんな高いのか高い超兄貴は高い
[04:21:35.560] シリーズだねなんかレアだ
[04:21:40.159] ねだからあのね高いな高いそうかグー
[04:21:45.119] ニーズもありましたそうグニもあそうそう
[04:21:47.040] そうそうあのコナミって昔は結構映画のか
[04:21:50.159] ああパロディウスもやりたいけど高いんだ
[04:21:54.319] よ高いんだよパロディウスも箱節付きに
[04:21:58.000] なると買えないんだいや買えなくはないん
[04:22:00.560] だけどそんな高くないんだけど同じ値段で
[04:22:03.680] 他の欲しいゲーム買っちゃうんだよな
[04:22:05.199] なかなか回んないねパドデウスまで
[04:22:07.920] カセットだけだったらそんな高くないよ
[04:22:09.359] 多分そんな高くないんだけど俺はもう箱説
[04:22:11.000] 付きで買わなきゃいけないからそうなると
[04:22:13.000] 高いです系高い印象ある高いね
[04:22:15.680] グラディウスとかも高いもん
[04:22:19.399] ねてか俺シューティングくそ下手だから
[04:22:22.800] やるけどさめちゃめちゃ下手野球ミリはよ
[04:22:26.720] なん野球ミリあ冠ね確かに冠はちょっと
[04:22:31.880] やりたいんだよな冠ナ
[04:22:36.399] ねあバブ感じるおギリ
[04:22:41.439] て俺のシューティングはマジで地獄配信だ
[04:22:50.920] よ可愛い可愛いねぎりたいまみ感じてるよ
[04:22:55.439] 今
[04:22:56.439] 俺何ピーってえピピッピの進化前エカナ
[04:23:01.239] ちゃま監督がリスナーをこき使う配信エカ
[04:23:04.479] ナやりたいねシルバーさ下略シルバー
[04:23:08.239] サーファーあれもリクエスト入ってんねな
[04:23:11.080] 超弱でしかも超弱で地獄や
[04:23:15.119] でやるんか俺あれ1
[04:23:19.159] 週間いつかクリア耐久でやろう24
[04:23:30.890] [音楽]
[04:23:34.239] 時間こいつ本当に40レベで進化するの
[04:23:37.560] 100に
[04:23:42.840] あなんでちょっとあげてよすんさせたされ
[04:23:47.159] たこのお姉さん
[04:23:49.159] にすめさせられちゃっ
[04:23:51.940] [音楽]
[04:23:58.479] た
[04:24:01.359] あ捕まえるか別に使わないけどこいつ
[04:24:05.279] ソラト部要員で持っとくか別に使わない
[04:24:08.600] けどこいつはレベル30って高いね出てき
[04:24:12.880] ちゃうもん
[04:24:14.560] [音楽]
[04:24:18.319] な捕まえるかこいつ捕まえとくわ空をとぶ
[04:24:21.279] ないの低めだから
[04:24:22.900] [音楽]
[04:24:34.479] ねなんやねん別にそのいいよそういうの別
[04:24:38.319] にお前にそんなないいて俺そんな
[04:24:44.780] [音楽]
[04:25:00.080] よしよしよよしいらない
[04:25:02.800] けど空を飛ぶそろそろ使えないとしんどい
[04:25:05.720] なって
[04:25:07.479] いう波ノバとポケモンノバとポケモンは
[04:25:11.600] もうノバだやもうそれはノバポケモンは
[04:25:14.560] もう鳩だろ世界のどこにいても自分の角の
[04:25:17.479] 場所は分かってるのにトレーナーともはれ
[04:25:18.880] たりしない
[04:25:21.279] うんこいつにもニックネームつつける
[04:25:24.199] かなんだろう
[04:25:25.720] [音楽]
[04:25:28.319] なノバートババでもいいよあ入んでいいか
[04:25:32.920] ノバートババにしたかった
[04:25:35.199] なノバートババにしたかったらちくし入ん
[04:25:38.399] ねえかノバートババはひゆ
[04:25:43.359] 雪にしよっかじゃあ鳩見てだかな
[04:25:48.640] あいつ雪に
[04:25:52.279] しよ
[04:25:56.359] 笑笑
[04:25:59.000] [音楽]
[04:26:01.359] 雪どこ
[04:26:03.470] [音楽]
[04:26:07.080] ゆはパソコンボックス1に転された
[04:26:12.479] されるんですかあリーフの石だっ
[04:26:16.960] て愛着はかそうわかんね別に使わねえ
[04:26:23.600] もん嘘めっちゃ好きめっちゃ好きうわ懐い
[04:26:30.239] なザングース
[04:26:33.600] かっけかっこええかっけな俺超好きザン
[04:26:39.040] グースめちゃめちゃ捕まえようグースマで
[04:26:42.479] かっこいかっこ
[04:26:44.520] いい欲しいこいつ
[04:26:47.210] [音楽]
[04:26:53.600] ちょっとニックネームちゃんあ危ねえ
[04:26:56.439] ナイス私ニックネームつけない派なの
[04:26:59.600] でニックネーム豆いや配信だからね俺も
[04:27:03.000] 普段あんまつけない
[04:27:04.380] [音楽]
[04:27:08.399] けどやばいやばいやばいやばいや何やって
[04:27:10.920] のやばいやばいやばいやばいやばいバカ
[04:27:12.439] バカバカバカバカバカバカ危ねえ危ねえ
[04:27:14.479] 危ねえ100話に死んだらやばいってやっ
[04:27:20.520] たうわザングースいいなマスターボール
[04:27:24.560] 投げてもええないないないないない
[04:27:28.000] ないそれってジムの感想ですよねなんか
[04:27:32.040] そういうえあるんです
[04:27:37.319] かよし配信だとし
[04:27:40.239] てからの仲熱熱い熱い
[04:27:44.920] 熱いザングース猫いちポケモン高さ
[04:27:48.520] 1.3m重さ4.3kgハブネークとは遠
[04:27:53.119] の間え縁
[04:27:55.319] ので出会うとささず前足の爪を広げて威嚇
[04:27:59.319] するのかってあはだからマングースと
[04:28:02.640] マングースとハブってことだよな沖縄やん
[04:28:06.040] 沖縄の話かこれニックネーム募集します
[04:28:13.319] ザングース
[04:28:14.800] しょハブとマングースか沖縄沖縄安直だな
[04:28:20.520] 君
[04:28:21.880] たちメソにしるザースソレにしよメソ森あ
[04:28:29.520] 森も可愛いな安だな直だな琉ね文字入ん
[04:28:35.399] ねえ
[04:28:39.980] [音楽]
[04:28:42.399] 沖縄の
[04:28:43.640] なんかなえ
[04:28:46.080] シモンチュウあーちょっと沖縄っぽい
[04:28:51.040] パンパスパンパスはない
[04:28:54.270] [音楽]
[04:28:59.520] なうん
[04:29:02.560] じゃあどうすっか
[04:29:07.119] などうしようか
[04:29:09.640] なえ
[04:29:12.439] ここで時間使うとねここで時間ここでこう
[04:29:15.239] やって時間使うとなんかどんどんどんどん
[04:29:17.239] ハードル上がんねんハドハードルが上がっ
[04:29:19.800] てくるねリスナーのおなんかおもろいこと
[04:29:22.720] おこんな時間使ったんだからおもろいの
[04:29:25.439] つけなあかんやろみたいな空気がじわじわ
[04:29:28.479] 感じん
[04:29:30.239] ねんシーサシーサーっぽいけど
[04:29:33.050] [音楽]
[04:29:34.560] ね
[04:29:37.840] チンプルうチャンプルにしようか可愛いし
[04:29:43.399] チャンプルでしようかじゃ可愛いから
[04:29:46.239] ザブースっ
[04:29:47.920] てなんだりでみがちょっと猫っぽいとグワ
[04:29:53.600] やらチャンプルにし
[04:29:58.080] ます可愛いからね
[04:30:01.050] [音楽]
[04:30:02.680] わいルどこル
[04:30:05.840] チャンプルえーどうしよう
[04:30:08.760] 使うかっこいいわあいつだいぶだいぶ
[04:30:12.520] かっこいいよイ踏ん
[04:30:14.239] でるえイン踏んでたイン踏んでるザン
[04:30:18.760] グースチャンプールチャンプールあチャン
[04:30:23.279] プールあいねえ
[04:30:27.520] わワが死ぬ
[04:30:29.900] [音楽]
[04:30:36.479] ね回復
[04:30:38.920] 回復もみ使うもみ
[04:30:44.920] ワが死にそうが死んだだいぶ
[04:30:49.970] [音楽]
[04:30:51.319] やばいが死んだらだいぶやばいよいやに
[04:30:54.760] 面白いムを考え
[04:30:58.370] [音楽]
[04:31:02.880] てえ
[04:31:05.530] [音楽]
[04:31:07.520] あるもつノーマタイプ
[04:31:10.920] ねノーマルタイプってどうよ使うキャラ的
[04:31:16.960] にどうな相進化とかもしないしね
[04:31:21.600] あー難しいなあと一枠あるから
[04:31:25.840] ねま進化しないポケモンってもう字が強い
[04:31:29.279] からねそのまま使っても強いんだ
[04:31:30.980] [音楽]
[04:31:35.159] けどお100万にレベルアップやん
[04:31:41.960] これまさか進化進化
[04:31:44.159] 来る尺に新しくイカ様を覚えたいうわ40
[04:31:48.600] 歳からイカ様かよ終わってんなこいつイカ
[04:31:51.640] 様って何イカ様ってなんでえ強わ攻撃技
[04:31:57.040] なんかい相手の力を利用する戦ってる相手
[04:31:59.239] の攻撃が高いほダメージがあがるえ強
[04:32:01.000] ノーマルタイプよりドタイプ欲強いね威力
[04:32:05.159] 95で相手の投が高いほどダメージがる
[04:32:08.840] へえ覚えたい覚えたい覚えよ覚えよを覚え
