[00:00:05.839] 1コメ剣闘1
[01:57:27.960] 止まるねやっぱDS止まる
[01:57:29.719] ねすぐでもすぐ映るから大丈夫あれ回復し
[01:57:33.800] てる
[01:57:34.480] ななんか回復し
[01:57:40.400] とる頭冷やしてきたお前絶対ギャンブル
[01:57:43.679] やんね方がいいよお前多分店の前でつて
[01:57:47.040] 倒れてるようなやお前みたなタイプだ多分
[01:57:49.079] 俺の6万やるよえ何持ってんのマ君は何何
[01:57:52.760] ポイント持ってんの今大丈夫だよその
[01:57:55.599] 6000も解けるよにポイントあげ
[01:58:00.000] たい森本優太ね森本ユダって森本優太ね
[01:58:04.880] ジャンブルかな18ぐらい
[01:58:08.400] 18万ねえ何こいつだるいよいつまで自己
[01:58:11.960] さすんだよマレ44炊機
[01:58:17.199] 3800ありますドだYで1ぐらい30万
[01:58:23.920] ね待ってこいつマジだるいんだけどきしい
[01:58:26.199] な
[01:58:27.520] お前ガチきし侍いなんだけど
[01:58:31.119] こいつ早くちびまるこちゃんリクエスト
[01:58:34.079] 無理無理無理無理買えねえよ400万だぞ
[01:58:37.280] 400万460まおめえらから借りるぞ
[01:58:41.280] じゃ何メソってきちいの
[01:58:45.639] お前めちゃめちゃ積んでるじゃん
[01:58:49.920] こいつ来たあちょっとちょ何何何だ無理
[01:58:55.719] だっつうのえそれ無理だよ普通においどう
[01:58:58.239] す知らねえぞおどうすんだ
[01:59:00.199] それ無理だよちびまかちゃんの
[01:59:04.000] 何ネオジオのやつはマジで無理600万
[01:59:06.679] するいやいや無理だよいネタで入れられて
[01:59:09.719] も困るってそんな
[01:59:12.960] の
[01:59:15.360] よしいやちびまこちゃんでもいろんな
[01:59:17.679] ゲームあるからね他のゲームだったらいい
[01:59:19.840] けどえどうすったよ
[01:59:22.639] 20万もすんのにんとかなるなるわねえ
[01:59:25.360] だろできない
[01:59:27.639] ですちゃんゲーボのあったねお小遣い大
[01:59:31.159] 作戦クソゲーじゃねえかよ無理だよやだよ
[01:59:35.800] ダビやらねえよ
[01:59:37.280] 絶対あなたは強いトレーナーだそこで尋ね
[01:59:40.159] ますポケモントレーナーは分かり合いこと
[01:59:41.840] でサラダの高みを目指せると考えています
[01:59:43.719] か当たり前だろ百万とそうそう460古で
[01:59:49.119] あなたのは私にとっての理想
[01:59:52.239] を持ってポケモンと向き合い力を引き出し
[01:59:53.920] てる繰り返しますが私はポケモン強くする
[01:59:56.400] なら手段は何でもいいのです人とポケモン
[01:59:58.599] では交流は届かない高みがあるのならのや
[02:00:02.520] 無理だろやだよそんな金ねえさ俺今年年末
[02:00:06.520] にマジでイベントあるからさそこで
[02:00:08.719] めちゃくちゃ金使うんよマジで今ねあの
[02:00:12.079] みんなからのその来てもらった人とかな
[02:00:14.239] グッズとか作る収支とか考えずに出てく金
[02:00:17.199] 考えたらこのイベント40万ぐらいかかん
[02:00:18.960] だよマジ
[02:00:20.280] でこイベントマジで40万ぐらいかかんの
[02:00:22.920] ね普通に金俺が今12月にやろうとしてる
[02:00:26.480] イベントね冷したよあつありがとうので
[02:00:31.400] どう
[02:00:33.119] ね全然足りないもらっといてんだ
[02:00:37.880] けどえどうすんのよそのそのそれどうすん
[02:00:42.520] だよそれけちびまるこちゃん入んない
[02:00:50.920] よかっいどうすんのこれええネタじゃなく
[02:00:55.719] ガチでやれって言ってんのそ450万の
[02:00:58.920] 変えって本当に本気で言ってるとしたら
[02:01:00.840] ちょっと考え直した方がいい無理で決まっ
[02:01:03.599] とるやんいやネタでしょえどうすんのこれ
[02:01:06.920] 返そっか20万返せるよ450万無理だよ
[02:01:10.079] 普通に
[02:01:12.119] 笑笑本気で言われたら一番怖いけどなで
[02:01:15.960] ちょさすがにえどうすんのこの
[02:01:20.000] リクエストえで言ってんの怖い怖い怖い
[02:01:23.880] 怖い怖い
[02:01:28.920] 怖い覚悟を無にするのいいどっちの俺の
[02:01:33.880] 覚悟の方が人が冗談言うわけないじゃない
[02:01:36.440] ですか無理で決まってるだろうがてみる
[02:01:40.199] いやいや聞かねえよいや本気で言ってんの
[02:01:43.400] が怖いわおいややめてマジで無理に決まっ
[02:01:47.880] てんだろ普通
[02:01:50.320] にそれで無理申し訳ない
[02:01:55.400] けど怖えわ本気でやろうとしてっ
[02:01:59.320] からいや買ってくれんだったらいいよ
[02:02:02.320] 笑笑シズルさんが買ってくれんだったら
[02:02:04.480] いいマジ
[02:02:07.480] でこここんなんだったっけ全然覚えてない
[02:02:11.000] わこれもう次ラストか
[02:02:14.880] ななんかガチで言ってっからこうポに入れ
[02:02:17.920] てくる
[02:02:22.480] はは別知らねからな
[02:02:24.880] ア
[02:02:26.679] ああやつは科学者として無駄に純粋すぎる
[02:02:30.440] プラズマ団のボスにしてやったのに我々
[02:02:33.079] 一種の制服とかいう崇高な使命よりも個人
[02:02:36.040] の知心を優させるとは多分離婚するやめ
[02:02:40.440] なってじゃ20万返すよこれだそのネタで
[02:02:44.440] リクエスト入れんなつ
[02:02:47.320] の返す返す返すこれ20万返しますよ
[02:02:52.199] 何やってんだよ本当にどうしようもねえ
[02:02:56.400] なそれか別のリクエストがあるんだったら
[02:02:58.880] 別のリクエスト入れてもいいけどコリンク
[02:03:00.880] 1パチコリンク1パチコリンク1パチ勘弁
[02:03:05.520] してくれよ本当
[02:03:08.480] に待ってリクエストどれだっ
[02:03:18.520] けだと顔シューティングとかおすめです
[02:03:21.840] いやもうとりあえず返したとりあえず返し
[02:03:23.920] てとりあえず返したよこれ何あのゲーチス
[02:03:27.679] だっ
[02:03:28.440] け私ゲーチスの演説をたった1人で拝聴
[02:03:32.119] できるんですからドラグ11時間30分
[02:03:35.760] 切りどうそれいやもう20万返した
[02:03:40.280] とりあえずえ何ちょさわからん本気で
[02:03:43.360] リクエストしたいのそれ本気なのか本気
[02:03:45.400] じゃないのかわかんないいや本気だってら
[02:03:48.280] もう1回ポイント使ってったらVIか迷う
[02:03:53.559] いやリの方がいいんじゃない
[02:03:56.480] ポケモンプラズマダの実力あれで限界まで
[02:04:01.320] 引き一を効にします恐怖にれた一のた
[02:04:04.199] ポケモンはプラズマダのいや私の足元にす
[02:04:06.639] の
[02:04:09.880] ですポケモンリクエストしたいから
[02:04:12.639] ポイント貯め
[02:04:14.159] てるやっとるやんこは
[02:04:22.280] 見てる大丈夫レムは
[02:04:23.920] 虚とあるポケモンがレシラムとゼクロムに
[02:04:26.559] 分断した時のありブルードラゴンか
[02:04:28.960] ポケモンレンジャーブルードラゴンや
[02:04:32.239] ばいいポケモンいっぱい言ってくるねたら
[02:04:35.400] すやってもらああまそういうのもありだよ
[02:04:37.440] ねえこりんちゃんはポケモン何リクエスト
[02:04:39.920] したいのあの別にあのナンバリングは
[02:04:42.840] リクエストしなくてもやってくよどんどん
[02:04:44.880] この次は俺XYやろうと思ってる
[02:04:48.880] しそうですキュレムというやあソソード
[02:04:53.480] シールドだっけえSVって何わしには孫が
[02:04:57.199] おっての孫がドラクエ好きでよく見てたん
[02:05:00.280] じゃマジでドラクエいやリクエスト枠で
[02:05:04.800] そのスカイスカレットバイオレットか
[02:05:07.639] リクエスト枠でそのRTA1分半切りって
[02:05:10.440] なかなかやできるもんなの後の後の後の後
[02:05:14.320] ドラクエ11Sのハードモードでもいいな
[02:05:16.920] ああいいね11はもう1回やりたいんだよ
[02:05:20.199] なそうですという歌に私に欲望を注ぐの
[02:05:23.239] ですあゲス様キュレムの搬送が完了しまし
[02:05:27.480] たいよいよわしいよいよ私が一種を完全に
[02:05:32.000] 支配する素晴らしい時が来ましたでは
[02:05:34.960] あなたたち後は任せます
[02:05:41.000] よ待てお前がダークトリーティだな儀で
[02:05:44.760] 奪われたチロ猫のこと教えなトラクはね
[02:05:47.760] なんか縛りプレイみたいなが中に入ってん
[02:05:49.520] だよ本当にそれならこいつのことかもな
[02:05:53.159] あでも大事に持ってたんだ5年前儀で奪っ
[02:05:57.040] たポケモンだだからお前の言うポケモンは
[02:05:59.119] きっとこいつだろうだが今は私の命令しか
[02:06:02.079] 聞かないそれがモンスターボールに囚われ
[02:06:04.000] たポケモンの運命だなんだとふざけるなよ
[02:06:08.559] 人のポケモンだぞ今リプが帰ってきたのか
[02:06:11.199] と思って見ちゃったダクトリッティやれ
[02:06:13.559] やれポケモンは哀れたなモンスターボール
[02:06:16.159] 支配されトレーナーのいいなりゲ様は野望
[02:06:18.920] のためポケモン解放を歌われたが2年前の
[02:06:21.840] 作戦が成功だったならば実際に救われた
[02:06:24.440] ポケモンも多かっただろうそのレパルダス
[02:06:27.000] いやお前にとってはチョロネコかボール
[02:06:29.639] からつ放たれればお前の元に戻っていたか
[02:06:32.000] もなえモンスターズってスイッチの
[02:06:40.559] やつそこのお前チスタの邪魔はさせ
[02:06:45.960] んどうしようか
[02:06:48.400] などうしようかなって感じですルてやら
[02:06:53.360] うざいうざいうざいうざい
[02:06:56.199] それ他のモンスターズはやるかも他の
[02:06:59.360] モンスターズだっ
[02:07:00.920] たらなんかちょっと違ったんよなあれ
[02:07:03.520] クリアしたのラコマ
[02:07:05.159] 君マジBGMカビ
[02:07:12.440] ね1一鳩このBGMマジでかっけジシジム
[02:07:19.159] ジシジムジシジム
[02:07:23.119] やっぱいろんなポケモン育てといて正解
[02:07:24.840] だった弱点つつけるの楽でいいわあクリア
[02:07:27.320] したんだなんかでもさ思ってたのと違った
[02:07:30.880] んだよ
[02:07:39.760] な
[02:07:44.599] よーしうちゃん素早さ低いんだよなな
[02:07:47.920] ポケモンだアブソルこのBGMできそう
[02:07:51.840] てる世代毎回言ってる気が
[02:08:01.800] するこたなって悪鋼
[02:08:06.520] か飛びひり当てるの相当偉相当偉いよう
[02:08:10.239] ちゃんいいよさん格闘4倍の雑魚です確か
[02:08:14.360] に色々と思うことはあったがまあまあまあ
[02:08:17.239] 確かにそうだ
[02:08:18.599] ねまだいる簡単に6万まやん
[02:08:23.199] の簡単そうだ簡単に6万なんかかけてダメ
[02:08:27.239] だってそういうのは
[02:08:30.360] ね迷ってんだよどうすっかなと思っててさ
[02:08:34.480] もう1回メタグロス行くか迷ってんだよ
[02:08:37.599] ねいややっぱエスパータイプ必要だもんな
[02:08:40.960] 絶対
[02:08:44.520] なこれ3匹戦う
[02:08:48.199] のバトル多いな今回なレベル上げしといて
[02:08:52.159] よかったかっけ抜けなんで3連戦です3
[02:08:56.480] 連戦かまでもこいつらだったら別に
[02:09:14.520] 全然本当このゲームストーリーでレベル
[02:09:17.960] 75へとか平気でいっちゃうねすげえな
[02:09:29.920] アギルダーて
[02:09:31.400] 何何アギルダー
[02:09:35.079] てえ何タイプだろうアギルダーて
[02:09:39.079] 何虫オ何アギルダー
[02:09:43.280] てんだこいつ虫はね炎4倍の雑魚じゃん
[02:09:47.040] さんこんばんはこれあれか巻の進化系かぼ
[02:09:51.599] まの進化系だろこれ多分配信シオンちゃん
[02:09:55.559] シオンちゃんはねリフも帰ってきてないね
[02:09:59.360] あいいねしか帰ってこなかったありがとう
[02:10:01.079] ございますいいねしか帰ってこフォローも
[02:10:03.000] 帰ってきてねちくしフォローしたのに
[02:10:05.520] よフォローしたのに帰ってきてねそうです
[02:10:09.559] か僕ごときブロック案件やな僕ごときダメ
[02:10:13.960] だったか誕生日のお祝いしとけばなじゃ片
[02:10:17.760] リプするオイリプ
[02:10:21.800] 笑笑バカだ
[02:10:24.800] ねオイリプするべえオイリプ虫こ派被るも
[02:10:28.880] 進化じゃなかった被れも進化かダーク
[02:10:31.679] トリニティ俺が負けてもゲージ様が勝てば
[02:10:36.520] いい負けが鋼やったシュバルゴってどれ
[02:10:41.920] 露骨露骨も必死必死も必死いや今これ配信
[02:10:46.760] 見てる人これいいけどこれT俺の配信今見
[02:10:49.599] てないでTwitterだけ見たら俺うわ
[02:10:51.480] えあアイカップアイドルにしかリプ返して
[02:10:54.159] へんやんこいつって思われてんだろうなや
[02:10:55.800] だ
[02:10:57.760] なネタだから
[02:11:01.599] おいこいつきしょって思われたぞ実そう
[02:11:06.800] だろあ事実そうなんだけどま事実そうなん
[02:11:10.639] だけどうんごめんなあとJKうん事実そう
[02:11:15.440] なんだ
[02:11:16.480] けど最高ですありがとうございます裏の
[02:11:20.119] ドムはだよ女の子からのDMは
[02:11:26.280] 即ジュペッタだっって
[02:11:32.639] 懐かしいしょうがねえな他のリプも返すよ
[02:11:40.840] じゃあしぶしぶね
[02:11:52.040] ちょリプ返してるから待ってごちゃごちゃ
[02:11:54.000] うるさい
[02:12:00.360] からちなみにこの後大切な戦闘が待ってる
[02:12:04.559] からしっかり備えてるわかりました分かり
[02:12:07.840] まし
[02:12:10.239] たちょっと今リリプ返しリプ返し
[02:12:14.400] ますどういたしましてとかおさん鍵つい
[02:12:18.760] てるから届いてねえよ
[02:12:21.719] なええないいよな31アイカッアイカッ
[02:12:25.960] プってどんくらいなんだよ埋もれちゃう
[02:12:31.440] じゃんどうしよう死し
[02:12:34.840] たら不安になってきたら今
[02:12:37.760] からな今から今から不安になってきた俺
[02:12:41.520] どうしよう窒息したら
[02:12:43.320] 3600イングいらん
[02:12:50.119] らろがよ危険余地よしおっぱいよしサイズ
[02:12:54.520] 1あたりにケルつけてくべケルつけてこう
[02:12:58.280] ケルサイズ1つあたり2.5cmどういう
[02:13:01.360] こと何2.5cm
[02:13:04.159] ってシュノーケルつけてかねえとダメだ
[02:13:07.159] なお疲れえはいはいはいはいはいそいつは
[02:13:11.639] 済帰ってきたじゃん帰ってきたよあわのお
[02:13:14.800] 疲れ誰死んでない誰も死んでない帰ってき
[02:13:17.079] たじゃんなあレあいつらプラズマ団の思い
[02:13:20.679] にさせたらレチロ猫やキレみたいに悲しい
[02:13:23.639] ポケモンが増えるよなえこれどうすんの
[02:13:29.239] グルーなれんえこのこいつどうぞ持ち帰ん
[02:13:33.000] の
[02:13:35.199] か次ボス戦ですかおいけけしよう
[02:13:41.840] ぜかけしよう
[02:13:44.040] ぜ愛は9番目だから簡単に言うと胸板た
[02:13:47.880] から
[02:13:48.880] 22cmある
[02:13:51.719] やばモランマ
[02:13:53.880] じゃんチモランマじゃんやば登山登山の
[02:13:57.719] 準備しないと登山の準備しないどうせ死な
[02:14:00.239] ねえよでもそれそれで死ぬのがこのゲーム
[02:14:01.920] なんすよ
[02:14:04.480] ねちょランマ
[02:14:08.559] かえこれ何こっち
[02:14:13.639] か夢が詰まってる
[02:14:18.559] なえこの芸
[02:14:21.760] さあお待ちかですよ
[02:14:29.199] 行くわ来そう
[02:14:33.480] くくく
[02:14:35.000] あデリバードやんけ
[02:14:39.000] 好きただもう今更お前を使う余裕はない
[02:14:42.320] ごめんなせめて焼き鳥にして
[02:14:47.280] やろう
[02:14:50.040] シキ
[02:14:59.559] 所に当たるとからんですなん
[02:15:06.040] でし詳しい分かるやいたんだすごいな
[02:15:10.520] 詳しい
[02:15:13.079] なってやばいちやれ
[02:15:21.199] 曲しか知らん可い歌っやばっちゃったここ
[02:15:26.719] こそがキュレムのパワースポットここで
[02:15:29.480] ならキュレムは最大限のパワーを発揮し
[02:15:32.639] 一種全土を意もすく氷けにでき
[02:15:37.520] ます行くの早すぎや行けるべあもキュレム
[02:15:42.360] と戦うぐらいだったら余裕だ
[02:15:46.360] よ私には許せない記憶があるんですよ構え
[02:15:51.480] てね
[02:15:53.520] すげえわっかだこいつ60くらいだわっか
[02:15:57.480] え
[02:15:58.639] 60
[02:16:00.840] 笑笑ぷにぷにわっか
[02:16:04.599] さんぷにぷにわっかさんキモぷにぷに
[02:16:10.000] わっか
[02:16:12.000] さんぷにぷにわっかさんき
[02:16:17.119] も言葉を包め
[02:16:21.159] よお願いがあるんだ
[02:16:24.480] なあなたはそれを思い出する不愉快な目を
[02:16:27.559] していますですがそれもここまで来たこと
[02:16:29.840] です経を表紙プレゼントMさんこんばんは
[02:16:32.760] すげて終わりだからマスボ投げて一発で
[02:16:35.800] 終わりすんべおおマスボこ
[02:16:38.719] しようキュレムここの世界です
[02:16:47.760] ひいやこれ捕まえられないか捕まえらん
[02:16:51.399] ないのあそうな
[02:16:56.800] の何何何物理的に俺の殺そうとしてるあ
[02:17:00.040] 死ぬた氷だからなゼクロクさん
[02:17:05.080] だ何ブニエアプがバレるブニエアプお前
[02:17:10.760] まさかエアプなの来たわね人の心をもたぬ
[02:17:15.120] 化け物NよあNか前作の主人公はどうなっ
[02:17:18.559] たのおお
[02:17:21.679] そこに乗るん
[02:17:22.880] だあの尻尾の部分乗るのあれってそこかけ
[02:17:27.319] かけ来た
[02:17:28.679] ねゼクロムが教えてくれたキュレムが
[02:17:31.599] 苦しんでると僕はポケモンを苦しめる
[02:17:33.800] 身勝手な人を許さないそれに僕は一種が
[02:17:36.479] 好きこれはね前作のブラック1に出てきた
[02:17:39.359] ま要はキーマン敵だったんだけど最後は
[02:17:41.200] 味方になったみたいな成してめちゃくちゃ
[02:17:43.280] いいやになりあそうなんだ僕にそして人の
[02:17:47.080] 生き方をポケモンと人がにるで奏でる
[02:17:51.760] ハーモニーがあると熱いねでもこれ前作の
[02:17:55.120] 主人公できたらもっと熱いんだけどなそこ
[02:17:57.080] に食ポケモン僕は守る
[02:18:00.280] 捕えて
[02:18:02.080] たあそっかそ俺がレシラムだったもん
[02:18:05.880] なってどっそう最後どっか行ったなんか
[02:18:08.960] しかもあの終り方めっちゃびっくりしたん
[02:18:10.599] だけどなんかの9.9割が好きなこんなの
[02:18:13.280] 全員好きだよ男の子ワクワクシステム
[02:18:15.840] バリバリバリすげえななんだこいつギみて
[02:18:18.760] な言葉じゃん
[02:18:24.719] 伝のポケモンだもんだ私が施した王として
[02:18:28.000] の教育決して無駄ではなかったかとはいえ
[02:18:30.840] 森の中ポケモンと暮らしてたあなたを
[02:18:33.240] 探し出し面倒を見てやったのに最後に好き
[02:18:35.359] 勝てにい私の画を狂わすたこと未だに忘れ
[02:18:38.479] ていませんよあなたの能力を利用して一を
[02:18:41.280] 支配するはずだったのにがそれあれなあの
[02:18:50.840] できたポゼクロムなら氷を砕けるの
[02:18:53.120] ポケモン映画なんとゼクロムレシラム
[02:18:55.639] バージョンで2本へえ2本立てなんだ
[02:18:59.280] すごい
[02:19:00.160] なルナンて誰ルナンて誰え探す手が省けた
[02:19:05.319] というもの元々竜に氷を打ち込めば異変を
[02:19:08.120] 察し姿を表すと呼んでいましたが美しく
[02:19:11.280] ない数式です僕は認めない認めますと認め
[02:19:15.000] させますともこの遺伝のくをってなレジの
[02:19:19.639] 時のの鳴き声そうなんだこれが遺伝子の
[02:19:30.080] く
[02:19:31.639] お何これすごいじゃんが実況中にれがれて
[02:19:36.200] コメント
[02:19:37.679] 映画だと伝説互いの姫
[02:19:44.040] 抱あなんかムービーシ来
[02:19:47.800] た何何
[02:19:53.960] うるさ何が起きん
[02:19:56.479] の気持ち悪
[02:19:59.160] なんかな何これどうした
[02:20:09.840] のごめん上画面と下画面がごめんな分れて
[02:20:16.080] てえ何をしてんのこれ戦ってんだ
[02:20:21.600] 耳
[02:20:24.960] かゆう
[02:20:27.240] あら
[02:20:32.520] あららららえちっちゃくなったよ
[02:20:39.840] え何ラーの欲心龍みてじゃん
[02:20:45.160] 何ゼクロム可愛いキュレムよゼクロムを
[02:20:49.600] 取り込みなさいえ吸収
[02:20:53.040] 合体ポケモンかこれ本当にえ本当に吸収
[02:20:57.040] 合体すん
[02:20:59.960] のえ男の子ワクワクシステムじゃん
[02:21:03.600] ペルソナかめちゃんこんばんはえポケモン
[02:21:07.319] じゃとは考えられねえポケモンとは考え
[02:21:10.240] られねえなこんなのあん
[02:21:15.240] のさあいよいよですよタイトル画面の回収
[02:21:19.200] ですここで
[02:21:21.160] とみいですねえタイトル画面ってこいつ
[02:21:24.680] じゃなかったっけ吸収して大丈夫なのかね
[02:21:28.280] 知らないえタイトル画面こいつあこいつだ
[02:21:31.840] わあそういうことあ確かにタイトル画面
[02:21:35.600] こいつだったわ言われなきゃ気づかねえわ
[02:21:38.479] あそれでこれ合体してこれになるん
[02:21:41.479] だくわしゃくれてるしゃれだかっこよ
[02:21:46.920] ブラックキュレムあこれブラック
[02:21:50.720] こんばんはでもしゃくれてるむさん
[02:21:54.840] こんばんはポケモンだあそうなんだ
[02:21:59.319] おいおいおいおいおいおいおいどうなっ
[02:22:03.160] ちゃう
[02:22:04.640] のすげえかっけえこれレシラムが止めに
[02:22:08.960] くるんじゃうのこれまさかポケモンが合体
[02:22:11.600] なんてそんな数式あるものかムキムキやん
[02:22:14.240] オガもめ前回はお前を使い民のの心を食べ
[02:22:17.840] なかし巨悪するはずだった掌握するはず
[02:22:20.319] だった
[02:22:21.040] だが今回は圧倒的なパワーそれで一を支配
[02:22:24.040] するわかるかお前が王になっていれば一は
[02:22:26.399] 美しいままだったさてトレーナーよ今度は
[02:22:29.600] 誰も助けてはくれぬだがもう一度同じこと
[02:22:31.840] を繰り返すにはおしみにかけるなホワ
[02:22:35.120] おしみ
[02:22:36.280] くださいそこでだあなたがこのキュレムを
[02:22:38.960] 止められるかどうか見せてしまいましょう
[02:22:41.880] このGに育てられたからねれ
[02:22:50.800] ますねもしかしてあたのポケモンは怒りに
[02:22:52.359] 震えてると
[02:22:54.720] かいなそんなことがあるわけだそういう
[02:22:59.880] こと俺にしか分かんないネタ高か道具感情
[02:23:04.040] や悪がきだと思うなムキムキムキムキ
[02:23:08.439] ムキムキムキムキムキムキ私のステキから
[02:23:11.680] ジャマいわゆるモンスターボールの機能を
[02:23:13.840] 封じる妨害電波を出してますから何それ
[02:23:16.000] そんなんされたらかわんでそんなこと
[02:23:19.600] できるの
[02:23:21.399] ちゃんとグロール入れ
[02:23:24.200] てきででどうすんのこれ何すんのこれ戦う
[02:23:31.120] のうしたかが友達のゼクロの声が聞こえる
[02:23:35.840] まだ分離できるとそうなんだお願いだ僕の
[02:23:38.960] 友達を助けてくれそして一種のポケモンも
[02:23:41.040] 人もレイドありがとう
[02:23:45.240] グポ疲れありがとねありがと
[02:23:52.240] いさ私はあなたの絶望する瞬間の顔が見
[02:23:55.840] たいんだ一守るため戦うあなたのような役
[02:24:00.040] にはもっないとっておきの部を用意して
[02:24:03.040] あげたんです負けて
[02:24:05.880] フォローさせていただきましたずっと
[02:24:09.600] ゲスからあれすればいい
[02:24:12.279] のずっとずっとポキンポケモンも終わる
[02:24:15.600] から大丈夫だよ
[02:24:21.000] バリババリーバ
[02:24:26.080] だっ戦えばいいの
[02:24:33.279] これレベル55何タイプこれ氷タイプテラ
[02:24:40.040] ボルテージえこれ捕まえま捕まえどうすか
[02:24:43.200] な捕まえるように捕まえるムーでく
[02:24:51.240] やばいかこれ大丈夫これ何それ何それ
[02:24:53.520] 何それ
[02:24:54.600] それやめてよねそれ止まる止まる止まる
[02:24:57.240] 止まる止まる止まる
[02:25:00.560] やあれ霊おかしいぞ笑笑惜しいえでも氷技
[02:25:06.200] 持ってるもんねレ44炊機マレ44炊機
[02:25:11.000] マレ44炊機危ねえ伝説だからなあね
[02:25:18.200] 恐ろしリザどう
[02:25:21.439] するあと少しだったのにドラゴン持ちだ
[02:25:25.359] からこうなる
[02:25:33.319] 笑あぶねえなバカ
[02:25:38.960] やあだめだなや水持ってるごめん間違えた
[02:25:43.399] 水持ってたごめんね耐えるよね耐えるよね
[02:25:46.479] 耐える全然全然全然よしよしよしよし何を
[02:25:49.240] やってる何をやってるえでもガブリアス
[02:25:54.120] えーどうすんのこれ
[02:26:00.520] 地面
[02:26:02.080] 呼吸してちょっと待ってこんばんはあり
[02:26:05.680] ちゃん
[02:26:07.399] こんばんはなんで都合よくそうやっておい
[02:26:10.680] 交換読み
[02:26:12.800] まずパよ交換読み器
[02:26:17.439] マジボ投げても投げべもこれなまも
[02:26:21.680] 投げよう投げるわあ雑なんだよ賢いねなん
[02:26:28.040] なんだよこの芸術を作った
[02:26:36.319] バカだから捕まえれないって言ったわ笑笑
[02:26:52.319] に
[02:26:54.640] させよJKは俺が
[02:26:57.120] 守るもうカの1
[02:27:00.359] つたら殺さにる
[02:27:15.880] よれのれた
[02:27:20.800] 何何手行く
[02:27:24.800] ぞ面白くなってきまし
[02:27:27.880] た何フリーズボルトっ
[02:27:33.479] て耐える耐える耐える耐える耐えるよた
[02:27:37.000] レイビえ一
[02:27:40.880] 発
[02:27:42.600] 笑笑
[02:27:44.560] レイミー笑笑はい一泊ほらねああレム
[02:27:51.640] ああえ
[02:27:55.600] ああビブレビブレブレム私の予言通り強
[02:28:02.840] えぐいんだよなこいつやだやだ守れぞ
[02:28:09.479] やまずくないえこれ殺せばいいのこいつ
[02:28:13.399] 殺すしかないな
[02:28:20.600] ちょっと待ってちょっと待ってちょっと
[02:28:22.600] 待ってちょっと待ってさんが見る旅に絶望
[02:28:25.399] してる
[02:28:29.840] ビブレうわこれ飛びで当てろよお前絶対
[02:28:34.399] 当てろよ体で挑んで残り1体えで絶対
[02:28:38.160] 当てろ
[02:28:39.200] よ絶対当てろよ当てる当てる当てるから
[02:28:41.720] きつい笑笑はいこれ絶対これ絶対何やって
[02:28:46.160] んだお前バカもう何やってんだよこいつ
[02:28:50.720] バカだからバカだからもう終わりだもう
[02:28:54.960] 終わるんだもう終わりなんだあ終わるんだ
[02:28:59.520] な本当にど死んだ時のちゃんと一緒じゃ
[02:29:03.160] ねえかよふざけんなよ
[02:29:06.200] お前きいのお前ほんまに終っ
[02:29:13.560] たごめん
[02:29:26.520] キュレムさん俺ビってます
[02:29:42.160] よこれやべえこれがマジでやばい全滅もや
[02:29:56.359] これ多分食らったら落ちる
[02:29:58.920] なフリーズボルトって何どっちタイプ
[02:30:02.960] 電気フリーズボルトって多分電気だよ
[02:30:07.040] ないやうなちゃんいやトドマンで耐えれる
[02:30:11.120] か
[02:30:12.560] なフリーズボルトっ
[02:30:17.040] てちなみにここ使人縛りが崩れる恐れある
[02:30:21.560] んだよなこの後スケットでつるさん
[02:30:31.120] 呼べっぽいに今1つからそうだドマンで
[02:30:36.279] 行く
[02:30:37.680] か多分ウナ死ぬウナは死ぬから
[02:30:40.680] 絶対ただこいつ絶対次電気撃ってくるから
[02:30:52.240] オケーナイスめちゃ効やんで急所引くんだ
[02:30:55.319] そこ
[02:31:04.960] で馬鹿に
[02:31:06.840] し耐えるる絶対耐対なんだよ
[02:31:23.240] よし
[02:31:28.760] 行けいやこいつドラゴン氷だから電タイプ
[02:31:32.640] ではない
[02:31:36.240] はず耐える耐える耐える耐える耐える
[02:31:39.040] 耐えるお前なら耐えれる耐えれるぞ行こう
[02:31:42.840] 耐えろ耐えろ
[02:31:47.760] 耐えろよし
[02:31:53.880] よし
[02:31:55.479] パチパチパチ笑笑あららパチパチパチ
[02:32:00.840] パチパチパチまレミは死んだ
[02:32:03.920] けど
[02:32:05.439] パチパチパチパチパチとんでもない強だっ
[02:32:09.960] たとんでもなく強えな
[02:32:12.359] こいつ
[02:32:14.640] レミまさかせっかく用意したブラック
[02:32:17.120] キュレムがなんと言まし
[02:32:20.240] をまた確保すればならんではないか目覚れ
[02:32:22.319] た55でこれはえぐかっ
[02:32:25.439] たやめてよ何は頭おかしい頭おかしいえ
[02:32:32.399] 無理無理無理無理だよ無理で決まってん
[02:32:36.040] だろ
[02:32:37.479] えー
[02:32:39.200] 笑笑
[02:32:45.359] 笑笑体笑笑滅
[02:32:53.319] ですかん笑笑やっぱ笑笑ああいやいやいや
[02:32:57.319] いやよかったよかったよかっああ良かった
[02:32:58.760] よかったよかった危ねえ怖良かったよかっ
[02:33:00.880] たいいやならなならいいよならいいよなら
[02:33:03.080] いいよならいいよいやいやいやあならいい
[02:33:06.560] ならいいならいなわ怖何何を言うてんの
[02:33:09.439] こいつレミはダメだよねまレミはあそうだ
[02:33:11.960] レミダメだレミはダメだわレミア使わ
[02:33:17.520] ないこれなデスか
[02:33:20.600] レベル差あるね言っても言うてもまだ50
[02:33:23.920] じゃ大丈夫だ
