[00:00:06.040] 1コメは俺
[02:40:13.200] だすごいな
[02:40:15.200] それ結構閉じちゃうけど
[02:40:18.319] ねさすがに何年も開いてたら大丈夫だとは
[02:40:22.240] 思うけど開けたてだと全然軟骨でもふうん
[02:40:25.640] うんうんうん
[02:40:27.920] うんワハ再生能力
[02:40:36.120] かけるこの辺ちょっと草むらないかな
[02:40:38.880] なんかこの辺で
[02:40:40.240] さ多分ネも出あちょっと分布見ればいいん
[02:40:43.479] じゃない
[02:40:46.240] 分布多分ねってどこあたたお前のさ
[02:40:50.640] 生息値あいるねほらやどこにでもいるんだ
[02:40:54.479] この街の横にもいるからそこでレベル上げ
[02:40:56.560] しようそこでレベル上げしよっか多分でも
[02:41:00.040] そこだったら野生のポケモン強いから
[02:41:01.600] ちょっとレベル上げなんじゃ
[02:41:03.359] ない賢い
[02:41:05.479] ねここいるいるってさ多分ねここでレベル
[02:41:08.600] 上げしよっ
[02:41:10.920] かあえ何やだなんだよ
[02:41:15.319] おい何バトルじゃないよさすがにないい
[02:41:19.560] ところで出会ってよねこれあげようと思っ
[02:41:21.040] てあおあざす誰もまだ覚えれねえけどな誰
[02:41:26.000] もまだ覚えらんないけどジじー空を飛ぶの
[02:41:28.040] 比例マシンです戦ってない時にその技を
[02:41:30.040] 使うと行きたいポケモンセンターなどに
[02:41:31.520] 行けるよねねねん君隠し穴って知ってる
[02:41:34.040] 知りませんえ知らな
[02:41:36.760] いっすすごいじゃあすぐに見つかるかもえ
[02:41:40.160] 何
[02:41:41.479] が待っ
[02:41:44.000] て
[02:41:46.120] 何何何あっちあっちから何か聞こえた私耳
[02:41:49.160] ががいいのね一緒に来てよの穴の話俺今
[02:41:51.800] とんでもない下ネタ言おうとしちゃった
[02:41:52.960] ごめん危なかったセーフだったねグっと来
[02:41:55.240] られたとんでもない下ネタ言うこだった
[02:41:58.120] 危ないベルは俺そういう目で見てるからね
[02:42:01.520] 何隠し穴ってでやめて
[02:42:05.920] ね見つけちゃったなってこんなとこに隠し
[02:42:09.120] 穴がないねうんそれしかないすうん報
[02:42:11.680] ボタンは右下になり
[02:42:13.840] ますうわここ入れそうな隙間があるよ
[02:42:18.080] 下ネタいつでもですよポミこんばんは
[02:42:20.960] ごめんなさっき来てくれてたのに何これ
[02:42:23.680] 隠し穴ってえ何これ何これ何これポケモン
[02:42:28.000] だあ結構あポケモントレーナー3年目4年
[02:42:32.520] 目のこいつでも言うことあるんだな
[02:42:34.319] ポケモンセンターポケモンポケモン
[02:42:36.479] トレーナーポケモントレーナー
[02:42:38.560] めちゃくちゃやってるベテランでこいつで
[02:42:40.520] もこういうこと言うんだポケモンだこんな
[02:42:43.200] とこに隠れてるなんてすごいポケモンなの
[02:42:44.680] かもえ何これ伝説のポケモンじゃない
[02:42:47.200] でしょこれちんだっけ
[02:42:49.840] ええ何これ見たことないえ何これえ
[02:42:52.800] ブラックホワイトはなかったよねこんなの
[02:42:55.160] ね他にも隠し穴があるかいろんな木を調べ
[02:42:58.120] てみてねえなんなんこれちゃまくんだ
[02:43:02.120] コメントチラあみチラあみどせチラあみ
[02:43:05.920] おい俺のことどせチラーミって呼んでいい
[02:43:08.000] よこれどせ見てるからこの目線の
[02:43:11.240] 時可愛い
[02:43:13.439] じゃん行ってみるあ普通にバトルになるん
[02:43:16.640] だ色違いとかじゃないよな
[02:43:21.080] あ強いなレベル20だって
[02:43:24.399] え捕まえる繁コメ
[02:43:29.800] コメコメちら
[02:43:34.680] 捕まえる電磁波ぶしてピエラ
[02:43:41.120] ピエラいやまでも捕まえてもちょっと
[02:43:44.080] 使い道ないなこいつ
[02:43:47.160] なノーマルだからねどうなんだろうね
[02:43:52.439] ノーマルタイプだからなま強え強いのこれ
[02:43:55.640] チラーミっ
[02:43:57.920] てなんか結局秘伝要因になりそうだな
[02:44:01.160] こいつな捕まえても
[02:44:05.760] なえでもなんかこれレアなポケモン出てき
[02:44:08.840] そうじゃないこの隠し穴
[02:44:12.479] ってチラってダイパでいうところの
[02:44:15.479] パチリスなんかなうんなんか可愛い可愛い
[02:44:18.439] 枠だよねなんかよくポケモンで必ず
[02:44:22.279] いるあのミミッキュミミッキュじゃねえ
[02:44:25.720] なんだっけえっとパチリスとかあとあれ
[02:44:29.319] じゃないあのなんだっけミミロルとか
[02:44:32.080] そっちじゃないどっちかというとエネコと
[02:44:33.720] かそっちでしょノーマルタイプの可愛い
[02:44:36.319] やつらみたいな当たるな5回5回も当たん
[02:44:39.399] のかよこれいやこれいら
[02:44:42.359] ないしょいらないしエネなえこも可愛い枠
[02:44:46.520] だ
[02:44:47.120] けどええねんもうその
[02:44:54.359] 音わっか元気もうええねんてそれタイプか
[02:44:59.240] うんなんかでもこれなんかありそうな感じ
[02:45:01.800] するねなんかなんていうか元気だえこれは
[02:45:04.640] どういう風に分かるのあ場所決まってんの
[02:45:08.479] かなこれ多分場所決まってんのかこれ多分
[02:45:11.319] ランダムじゃなくて多分こういう風に
[02:45:13.880] なんかなってるところがあるんだ多分ああ
[02:45:16.760] そうねなるほど
[02:45:17.960] ねま注意部ちょっと見てみます
[02:45:23.359] かちょっとここでレベル上げすか
[02:45:26.319] ねどんくらいのポケモンが出ん
[02:45:29.680] だろうもう多分俺の手持ちあなんだこいつ
[02:45:32.720] えなんだっけなんだっけ
[02:45:35.680] 穴なんだっけこいつごゴチムゴゴチム
[02:45:39.240] ゴゴゴチムみたいなくてなゴチルゼル
[02:45:41.000] ゴチルゼルだっけこいつ進化
[02:45:44.319] 系ああエスパータイプだよね確かこいつ
[02:45:49.439] ちみ
[02:45:54.080] チチブか俺ち嫌いだな俺テチ嫌いだから
[02:45:58.520] やめようこれエスパータイプこいつこれ
[02:46:01.600] エスパーエスパー欲しいけど
[02:46:04.399] ねエスパ
[02:46:08.640] 伊エスパタンエスパタンなんだしエスパ
[02:46:12.960] 単体か悪じゃったよねなくなったねエパね
[02:46:20.240] はいなんか今日今日今日俺のトークに出て
[02:46:23.479] くる芸人全部ギャグがはいなんだけどヤコ
[02:46:26.680] もさはいじゃんかぶってるんだ
[02:46:31.040] けどかぶってる
[02:46:36.040] な
[02:46:38.279] うー5
[02:46:40.319] チーム5チーム5チーム5チムどう5チム
[02:46:46.240] どうですか5チムう
[02:46:48.960] ごちむね騒ぐ威力90
[02:46:54.680] 強怒りいらないんじゃ
[02:46:58.560] ないうーんエスパータイプ欲しいね確かに
[02:47:02.600] ねなんでなんでんいいいいねやめてなんか
[02:47:05.640] そのブログのことでなんか色々言われるの
[02:47:07.319] 恥ずかしいんだけどってる技やん怒り
[02:47:13.399] おレパルダス
[02:47:16.840] レパルダスはどうみんなレパルダス
[02:47:20.279] 履いてるズボンと同じ絵のブランケット
[02:47:22.359] 持っ
[02:47:24.240] てるチェックのなあれ可愛いよね完全に上
[02:47:28.479] のジャケットはもう細くあしになってく
[02:47:30.359] レパルダスの総な美しさ好きレパルダスま
[02:47:34.600] 悪くないか
[02:47:39.120] 可愛い経験値くれそうだね捕まえよう
[02:47:43.439] うてか強いな敵やばいねこれ
[02:47:49.439] いや敵強いよこれ何タイプこいつこいつも
[02:47:51.960] エスパーじゃないレパルダスて開くか
[02:47:57.439] なてか死にそうなんだ
[02:48:01.240] けどレパルダスて何タイプこれ
[02:48:05.439] 悪ていうかこれえこの進化系もしかし
[02:48:12.880] てえこれえこの進化系じゃないよ
[02:48:17.720] ねた悪単体なんだやべやべややべいやま
[02:48:22.399] 大丈夫だけど大丈夫だけどやばいやばい
[02:48:30.160] やばいいや強いもうだってもう俺のさ
[02:48:33.560] 手持ちより強えモンスターがバンバン出て
[02:48:35.359] くるんだよえこの進化だよあこれエなこの
[02:48:38.200] 進化なんだエなこの進化なのかこれやっ
[02:48:41.720] 回復入れる
[02:48:44.760] かえこの進化なのかこれああじゃあ微妙か
[02:48:48.520] もな
[02:48:55.840] あいや捕まえない捕まえない別に興味ない
[02:48:58.760] わ目の子興味ないから
[02:49:03.840] 俺ちょっとマジで俺レベル低すぎるねこれ
[02:49:07.000] 野生のポケモンにもこんな手こずってんだ
[02:49:09.040] よやばく
[02:49:10.800] ないえなコロロエなコロロエネコロロ
[02:49:14.600] みたい
[02:49:16.239] なただここレベル上げになるね
[02:49:21.800] 100話に出すか100話
[02:49:29.040] に進化前が死んだ時野生で進化が出てきた
[02:49:33.520] とあどうかねそれはどうか
[02:49:37.960] なそうだねそれどうだろう
[02:49:42.439] ねそれどうか
[02:49:47.640] なうわきつ全然ダダメージ入ん
[02:49:59.000] ねそれ迷うねそのその
[02:50:05.319] 時要はだからルカリオが野生で出ること
[02:50:09.000] ないだろうけどルカリオが出たら捕まえる
[02:50:10.479] のかってことだよねまあでもその頃には俺
[02:50:13.439] パーティーもだいぶ固まってると思うんだ
[02:50:15.479] よな地震過剰いいね
[02:50:23.800] 音わかって何レベで進化あってさん
[02:50:27.279] こんばんはロ
[02:50:34.359] ありがとう嘘だろそんな嘘だそれ嘘
[02:50:39.640] だろあちゃありがとう
[02:50:46.800] こんばんはありがとう
[02:50:52.399] そんなに僕ピカいやそれないないないない
[02:50:56.040] 僕
[02:50:57.239] ピカチュポケモン2匹死にまし
[02:50:59.880] たポケモン2匹死んだあんなに手に育てて
[02:51:03.760] テシにかけて育てたリオルとロザリオと
[02:51:07.520] えっとブーちゃんが死にました最悪もうね
[02:51:11.479] もうあまりにも敵が強いから今レベル上げ
[02:51:13.359] たレベル上げタイムねあんなあっさり行く
[02:51:16.160] とはなかったちゃんねこれもでもこれもで
[02:51:20.120] もだいぶやばい
[02:51:23.080] ぜこれもだいぶや
[02:51:26.239] 3535かそんな先なん
[02:51:29.439] だちょっと全然こいつら進化先すぎて
[02:51:32.960] きついな
[02:51:35.040] ちょっとちょっとごめんこれ
[02:51:38.640] さ音わっかから取るわ
[02:51:42.200] これ預かる預かるちょっとちょっと無理
[02:51:44.800] 無理
[02:51:45.560] 無理お前も預かるわ
[02:51:48.920] いい傷薬いい
[02:52:03.560] ねいやこれレベル上げ
[02:52:09.160] しんどちこれワニはワニは何レベ進化この
[02:52:13.040] ワニワニは何レベあいや出るやん普通に
[02:52:17.520] 29なんかまたなんかまた高いよレベル
[02:52:21.720] 上げ29481番早く進化するポケモンは
[02:52:25.640] どれなんや多分ワニだと思う29だと思う
[02:52:28.200] えーれでもまだこんなん7レベ上げんので
[02:52:32.560] こいつ2段階進化すんだよワニがワニ
[02:52:35.640] ワニワニになってワニワニワニに
[02:52:38.239] なるそれ
[02:52:40.399] 48これ配信でそこまでたどり着くか
[02:52:44.359] な48
[02:52:50.120] まあでもこいつ29まであげよっ
[02:52:53.239] か次のボス電気だ
[02:52:56.080] から地面タイプ欲しいから
[02:53:01.800] ググググググなんだもう3段階目やあいつ
[02:53:06.000] 進化
[02:53:07.120] 系待って待って待ってやめ
[02:53:09.640] てちょっともうさきつい40かオオオ
[02:53:15.200] 2940ね
[02:53:19.040] 名前けられたい敵が強え
[02:53:23.960] よ名前つつけるでもね今回ねリスナーの
[02:53:27.200] 名前をつけてないんだよ実
[02:53:29.439] はまけけるつけ
[02:53:38.359] てく
[02:53:40.040] とりあえず多分でぶっ殺すけないからけ
[02:53:43.399] ないでもいいよ死なせたらでもなんか死な
[02:53:46.960] せたらわれ
[02:53:49.800] 多分ねレベル22ねこれはいいよ捻挫
[02:53:53.160] ポケモン俺やん
[02:53:55.239] それ俺だよそれ
[02:53:58.200] えっとダメ押しやってみるかいるわけない
[02:54:01.279] やろ何ねポケモンにん捻挫したの俺も
[02:54:06.160] イベント
[02:54:07.479] で待って待って強くないこちょっと待って
[02:54:10.600] 待って待って待って待って待って待っ待
[02:54:11.760] 強くない強い強い強い強い強い待って待っ
[02:54:14.920] て待って待ってお強いんだよボケ
[02:54:18.880] が
[02:54:19.840] いちいちなんでこんな強えんだ
[02:54:23.880] よ勝てないよ
[02:54:32.720] これじゃん
[02:54:49.359] つよ全然削れ
[02:54:55.120] ねえいやまずいな
[02:54:58.680] これ
[02:55:01.880] おおいなんなんだよ何が言いてんだ抜け
[02:55:05.439] ましたそれだけ
[02:55:06.720] だろお前
[02:55:14.479] スパークスNGでもんでもないんですけど
[02:55:18.560] だよね
[02:55:23.279] うんもう誰も何も言わないのやめておい
[02:55:27.640] おい誰も何も言わないのやめろよなんか
[02:55:29.520] 本当になんかそういう感じになるやん
[02:55:33.319] おいなか気まずなっとるやんなんかなんか
[02:55:37.960] 気まずなっとるやんおい何があんまりくれ
[02:55:42.000] ないでんでたもた
[02:55:52.000] ちょ多分ね強すぎるわ
[02:55:56.600] これここコイルがいるからなんとかなる
[02:55:59.120] けどこれちょっとワルビアルジグラジオ
[02:56:05.760] なよしよしよしどんくらいもらえんのこれ
[02:56:08.920] 経験
[02:56:09.880] 値めちゃもらえるすげえもらえるマジで
[02:56:13.680] メタルメタルスライムじゃねえか
[02:56:19.600] 100割もそんなもらえんのかこれすげえ
[02:56:23.120] もらえるな経験
[02:56:24.760] 値2000ぐらいもらえるってことうま
[02:56:28.160] すぎ
[02:56:29.319] やろ経験値2000ももらえんのかこれ
[02:56:33.080] ちょっとレベル上げ巧妙何このお前かっこ
[02:56:35.239] いいなお前なんだお前掲示板のニュースっ
[02:56:37.439] て実は誰かのつぶやきとか何それ
[02:56:51.200] 2チャンネルかな2ちゃん
[02:56:54.520] かちょっとでも
[02:56:57.239] なきつくなってきた
[02:57:01.319] よ1ビありがとう
[02:57:05.239] なこれなレベルどんくらいなったらいいん
[02:57:09.000] だろう
[02:57:11.439] なもっと
[02:57:13.720] ガンガンあれが出てくるんだったらいい
[02:57:15.800] けどねあの多分ねがね
[02:57:26.840] 敵強いてか俺レベル低いなこんなに俺
[02:57:29.680] ポケモンでレベル低くて苦戦したの初めて
[02:57:31.760] かもしれん大体ポケモンなんて
[02:57:34.880] さ言うてもさこんな苦戦するようなの
[02:57:39.880] 思い出したせいで最近ずっと脳内んだっけ
[02:57:44.680] 恥ずかしくもあり
[02:57:49.120] も
[02:57:50.239] あり
[02:57:53.399] なそれが
[02:57:55.880] さと
[02:57:58.120] でしょあゴチムいいっすねこういうの借り
[02:58:01.160] やすいよエスパータイプだからそれが
[02:58:06.960] さと
[02:58:09.000] よしうわゴチム捕まえるか悩むなっていい
[02:58:14.160] の強いすかも
[02:58:18.239] まだいると思うんだよ
[02:58:21.080] なまだ俺いると思ってるよ使える
[02:58:30.160] ポケモンええ
[02:58:34.800] だるこれ
[02:58:39.520] 勝てる芸術家の
[02:58:42.279] ジョナサンあシボラ
[02:58:45.840] やわレベル高いほ敵のポケモンのレベルが
[02:58:50.359] めちゃめちゃ高いんだよもうこれだいぶ
[02:58:52.279] きついよねこの辺でレベル上げ入れないと
[02:58:56.760] 本当にだいぶしんどいうわ吹き飛ばしか
[02:58:59.520] だるいな誰出す
[02:59:02.319] のあままままこれだっ
[02:59:05.680] たらバだっけなんか雲いたよねああ電気
[02:59:09.800] タイプ
[02:59:11.640] ねちょっとなもうちょっともうちょっと強
[02:59:16.040] ちょっと強すぎる敵がマジ
[02:59:19.319] で敵が強すぎる
[02:59:23.479] よこんなの無理
[02:59:26.399] やろ敵ちょっと強すぎないレベル差痛
[02:59:30.760] すぎる
[02:59:33.439] ねえきついな死んでた全然死んでたいや今
[02:59:37.319] の急所だけどね今の急所だけどこれマジ
[02:59:40.520] レベル上げしないとやばいわちょっと
[02:59:42.359] 申し訳ないけどここレベル上げタイムだ
[02:59:44.000] マジで無理だわ進まんくな積む
[02:59:49.000] なんだよ今日がっつりストーリー進め
[02:59:50.760] られるかなと思ったんだけど
[02:59:55.600] ねこれ無理だ
[03:00:03.040] な
[03:00:09.720] ポまょ話にはちょっとここで29まで
[03:00:13.200] あげるわちょっと時間かかるから申し訳
[03:00:15.800] ないけど
[03:00:18.160] 大事うんちょっとこれちょっと肝冷えるわ
[03:00:20.880] マジでわ多分ね出ねえななかなか
[03:00:28.200] なだって全然事故ったらまだまだ死ぬもん
[03:00:31.880] あいい
[03:00:40.520] ねカ
[03:00:52.640] もう2時過ぎたんか早え
[03:00:55.399] なまとりあえずでも朝までやるわ
[03:00:59.880] 今日やっとレベル24かしいやこいつ最終
[03:01:05.040] 形態見たいよ
[03:01:07.640] な最終形態までマジ生き残ってほしいただ
[03:01:11.640] これマジ多分の5回当たって急だったら
[03:01:14.640] 死ぬ
[03:01:15.800] ぞの全然落ちる圏内だからね全然死亡
[03:01:21.880] 圏内怖いなあでもここでレベル上げんのが
[03:01:25.840] 1番早いんだよ
[03:01:27.680] な早いんだよ
[03:01:31.720] なもう今日はちょっと仲間失いたくねもう
[03:01:35.080] 2匹死んでるから別れは突然来るマジで
[03:01:38.960] なさすがにもう
[03:01:42.040] ちょっとまレベル上がってけばねだいぶ
[03:01:45.040] あれになってくるけどさ
[03:01:51.000] あ来た来た来たダねダブねよしよしよし
[03:01:55.000] これうまうまだから2000もらえるから
[03:01:56.840] な経験値できればこのメグロコで倒したい
[03:02:00.439] けどね無理だろな多分無理だろね勝てない
[03:02:03.000] ねこれ多分
[03:02:04.560] ね1回1
[03:02:07.239] 回1
[03:02:10.080] 回噛みつい
[03:02:13.239] とくこれしか削れねえもんな
[03:02:19.000] 昼昼
[03:02:20.319] ひめああやばいか
[03:02:24.239] もあ良かったよかったよかったったああ
[03:02:27.399] 良かったよかったかった
[03:02:30.160] つよ
[03:02:33.120] あれ秘密の力って
[03:02:36.080] さえ秘密の力ってどういう技だっけなんか
[03:02:39.840] ランダムで技出るみたいなやつだよなえ今
[03:02:43.319] の技だって草タイプじゃないのあれ
[03:02:44.600] ニードルアームじゃないの今のまだ立って
[03:02:48.399] ないからいける
[03:02:49.600] ける100日立たなければな100日以内
[03:02:52.359] にクリアしない
[03:02:55.160] とランダムではないえっと出す場所によっ
[03:02:59.000] てだっけなんだけど今のって草タイプの技
[03:03:01.520] じゃないのだってあいつ地面だから死ぬん
[03:03:03.399] じゃないと思ったからやばいかなと思った
[03:03:05.479] んだけどそんなことなかった
[03:03:07.200] ねく瀬戸内スパークやこれが瀬戸内
[03:03:11.399] スパーク
[03:03:15.000] よしあ何杯
[03:03:18.640] タブタブ扱いしなくていいよ全然別に
[03:03:21.560] なんか何悪いことしてねえだろ別に固定
[03:03:25.399] だっけあ固定時代
[03:03:29.040] なそれ目覚めるパワーじゃなかったっけ
[03:03:32.960] それは目覚めるパワーじゃねメザパーじゃ
[03:03:40.160] ない
[03:03:42.520] よしうめえマジ経験値うますぎう
[03:03:51.640] うまういいねめちゃめちゃいいねちょっと
[03:03:54.800] 1回変えろあそっちかもごめん多分そうだ
[03:03:58.680] よね秘密の力ってどういうルールだったか
[03:04:01.800] 忘れたなうわあやべえまた来たかこれカっ
[03:04:05.080] ときたい
[03:04:07.600] な回復入れる
[03:04:10.319] わ回復使っちゃえどんどんな使わな意味
[03:04:14.640] ないねん回復なんて
[03:04:26.960] オよしよしよしよし多分で行き
[03:04:30.560] ますここかなりレベル上げ助かる
[03:04:34.840] なできれば入れうわどんどんレベル上がっ
[03:04:37.560] てあいつ24回今度はそれ相当強いぞ
[03:04:42.520] 多分まかかしてうわ全然全然減らねえ
[03:04:49.800] 一発攻撃食らったら交代でいやこれ12回
[03:04:54.359] とかなったらいいんだけど5回当たんな
[03:04:56.640] よオオオこ回だっていいやまだいけるまだ
[03:04:59.760] いけるまだ
[03:05:02.120] 行けるうわだる
[03:05:07.720] お前
[03:05:11.960] よし勝てるかもあいいぞいいぞ勝てるぞ
[03:05:19.880] あいいよいいよいいよいいいいねいいね
[03:05:22.200] いいねいいねいいねいいねいいねいいね
[03:05:24.720] よしよしよよよしこれ100割にかなり
[03:05:27.720] いいんじゃ
[03:05:29.160] ないかなりもらえんじゃない1800
[03:05:32.600] めちゃめちゃもらえんなうまこれ割と早く
[03:05:36.319] 行きそうっすねイバルえイバルって何
[03:05:41.239] イバル覚えたいってなんだイバルって相手
[03:05:45.080] を怒らせて混乱させるああ混乱させるけど
[03:05:48.760] 攻撃力上がっちゃうのねいらないイバはら
[03:05:51.000] ないよイバいらんやろ相手の攻撃ぐ2段階
[03:05:55.479] 上がっちゃうんだよいらないいらないいら
[03:05:57.439] ない怖い怖い怖いこの縛りにおいて
[03:05:59.120] ちょっとこれはちょっと怖
[03:06:04.880] すぎるうわもうほぼ2レベ上がるやん1匹
[03:06:07.720] 倒した経験値いいよね2000近く
[03:06:10.160] もらえる
[03:06:11.080] からうううでしょ
[03:06:17.760] も高いけど
[03:06:19.680] ね今のうちに命の優先
[03:06:23.080] 順位ないよ命に優先順位なんかねえんだよ
[03:06:26.840] ふざけんなよおい平等なんだよ命は何言っ
[03:06:31.520] てん
[03:06:37.359] だあでも強なったなこう見る
[03:06:42.319] とじゃあ強いやっぱ強いなでも
[03:06:47.680] タイプ1だからなノーマルタイプで
[03:06:49.640] ノーマルタイプの技打ってきてるからな
[03:06:51.399] こいつらなだから痛いんだよ
[03:06:54.560] こんなオうーいいね
[03:06:59.760] 26いいよいい
[03:07:02.080] よこれ回復ガンガン使っ
[03:07:05.439] ちゃおうポケモンって本当にやりこみ要素
[03:07:08.439] すごいですよねポケットモンスター
[03:07:10.800] プラチナだいぶ前にクリアしているのに
[03:07:13.000] アイテム取り忘れがないか去年探索し直し
[03:07:15.840] ていたら目探索もう読まあねそういうの
[03:07:19.000] 結構あるよね実は気づいてない場所
[03:07:22.319] ねちょっとなんかねえか
[03:07:25.760] な古い立てる強いなこれ自分を古い立てて
[03:07:29.160] 攻撃と特攻どっち曲がるんだこれ強い
[03:07:32.399] ねなんか技マシンで技覚えさせてやっても
[03:07:36.680] いいけどねベノムショックとか65だ強い
[03:07:39.439] じゃん
[03:07:41.000] これ見つけた時の喜び半端なさびっくりあ
[03:07:47.080] もねえなないな今んとこ
[03:07:58.760] な
[03:08:05.319] うーもう1レベ上がったらごめんタバコ
[03:08:08.120] 吸ってきて
[03:08:09.760] いいヤが切れてきたよあ
[03:08:14.439] 今今ああほらほらほら結構これ気づかねえ
[03:08:18.880] なもう1レベだけ上げたらヤの時時間です
[03:08:23.160] すいませんなんでだいいだろ一服させろよ
[03:08:27.160] パーラメントなんかパーラメントお
[03:08:29.359] パーラメントなんか吸ってるのじじだけだ
[03:08:31.279] ぞなパーラ吸ってるやつなんてまじじだよ
[03:08:36.319] 全員ああ強くなったねやっぱレベル上がる
[03:08:39.399] と強くなるね休憩ちょっと休憩本当はこの
[03:08:42.080] 部屋で吸いたいんだけどそれさすがにやだ
[03:08:43.560] からじじだけだねじじだけだらパラ吸っ
[03:08:45.680] てんの
[03:08:46.439] なんてポケモンもバイオハザードも複数の
[03:08:49.359] ソフと同時進行しているので全然終わり
[03:08:52.359] ああでもいいねそんなやりたいゲームが
[03:08:54.680] いっぱいあんのあねだから結構これ死ぬな
[03:08:58.200] マジ
[03:09:01.399] ででも俺配信とかでしかゲームやんない
[03:09:04.800] けど俺同時進行できねえんだよ配信で同時
[03:09:07.920] 進行できる人マジで尊敬するもん今日は何
[03:09:10.920] やってじゃ次の配信は何やってってやるの
[03:09:13.560] あれてすごくないできるの俺絶対無理1個
[03:09:16.359] これって決めたらそれ諦めるかクリアする
[03:09:18.359] までは絶対それしかやら
[03:09:21.080] ない見てるみんなもそっちの方がいいと
[03:09:23.439] 思うんだよな見てるみんなもそっちの方が
[03:09:26.080] 良く
[03:09:27.160] ない
[03:09:29.359] え何はてなってなんで言ってることわかん
[03:09:32.120] ねえんだよえ変なこと言ってる
[03:09:38.439] 俺なんだお前
[03:09:41.399] らのを諦めるかクリアするまでよだ
[03:09:46.319] からるかクリアするまでその普通になんか
[03:09:49.479] 計画的にだから両方やってくのってすごい
[03:09:51.920] ねって言っ
[03:09:52.960] て無理無理俺絶対
[03:09:57.080] にこれやばいかもうわいてでも全然いい
[03:10:02.439] ですよかけ持ちはちょっとなま毎日やれる
[03:10:06.239] 人がね毎日やれる人はいいけどねどこまで
[03:10:09.840] したっけととか忘れちゃいますしねも最初
[03:10:14.720] はそう思ってたけど曜日とかで決めれば
[03:10:18.920] う俺マルチタスク無理なんだよ平日はえ
[03:10:22.680] 休日派Bみたいなああまあ
[03:10:30.800] ね
[03:10:33.160] オこの多分でかなり攻撃的だな
[03:10:35.960] めちゃめちゃ攻撃打ってくん
[03:10:39.080] ねやっぱでも俺は1個のゲームを乗り越え
[03:10:42.239] てから次行くタイプだな乗り越え
[03:10:44.880] るっていうか並行3個がゲってやばく
[03:10:55.439] ねリフレッシュってすごいベストう俺は1
[03:11:00.239] 個だ
[03:11:06.040] ね熱量がさでるかまあね熱量が違ってくる
[03:11:12.880] なんか失われちゃうよねそれやると俺俺的
[03:11:15.960] には面白い方優先したくなっちゃううん
[03:11:20.200] 面白い方を多分優先しちゃう俺はてか
[03:11:22.520] やばくない死ぬんじゃない危ない危ない
[03:11:24.600] 危ない何やってる気をつけてあらやばい
[03:11:26.920] やばいやばいよやばいよやばいよやばいよ
[03:11:30.279] やばいよやばお前寝るんかコイルってお前
[03:11:33.200] 機械だろ
[03:11:35.080] お前回復入れる
[03:11:44.160] かこれは
[03:11:47.479] でヒワイスだねこれ買っといてよかった
[03:11:58.279] な
[03:12:01.640] オ素さ負けてるもんねだって
[03:12:06.359] これ倒れないんか
[03:12:09.080] いオ
[03:12:13.120] 終わりこれ2000もらえんでしょこれで
[03:12:15.640] うますぎるでしょこれ
[03:12:17.800] うめえ経験値マジでもう100割にあと2
[03:12:21.720] レベルで進化だぜすぐだよすぐ割とすぐだ
[03:12:25.439] よ
[03:12:34.520] これこれは1回回復に戻った方がいい
[03:12:39.200] か戻るかね1回ねこれ
[03:12:44.760] ねいやでここになブーバあのブビがいたら
[03:12:49.520] もう進化たできてただろうな20レベル
[03:12:52.760] 25ぐらいはできたから
[03:12:54.560] ねどんだけどんだけ失ったものに対して
[03:12:59.399] 言うんだよな俺多分恋愛もそうかも
[03:13:04.319] なずっと元カノのこと言うかもな配信で俺
[03:13:08.840] が元カノのことネタにしてるのってそう
[03:13:10.520] いうことかもなみんな同じゲーム最近し
[03:13:13.680] てるからさレトロとかやってもらえると
[03:13:16.239] ありがたい急に急
[03:13:19.880] にロドマンそうでしょみんなパルワールド
[03:13:23.880] だのあーだのかーだのばやってっからよ
[03:13:26.760] いい作るかあれおマッキーさんありがとう
[03:13:28.960] レト
[03:13:30.760] センキュー人がやらんゲームやるのがいっ
[03:13:33.239] ちゃいいんだよ俺も俺も興味あるしねレド
[03:13:36.160] ありがとうマッキーさんお疲れちゃん
[03:13:37.800] マッキーレドありがとねちゃん
[03:13:41.040] こんばんはさんからこんちゃんこん
[03:13:47.160] なちゃんあれのなんだっけえっとチームね
[03:13:50.000] あのあマッキーありがとねマキありがとう
[03:13:53.399] ね瀬戸スパークスねあのお世話なりました
[03:13:56.479] わお世話なりましたななちゃんね俺抜けた
[03:13:58.880] けどま別に何も変わらずね仲良くするんで
[03:14:01.680] ねま何も変わらないんですよ何も変わん
[03:14:03.160] ないんでうんそう僕スパークス今回抜けた
[03:14:06.479] んでね私何もしてないけどお世話になり
[03:14:09.160] ましいやいやいやこちらこぞま別に何も
[03:14:11.560] 変わらずね普段と変わらず何も変わらず
[03:14:13.760] 接するけどね
[03:14:17.399] レドありがとねレド
[03:14:19.760] ありがとうつさんも
[03:14:24.200] こんばんはね
[03:14:26.840] そうそう
[03:14:28.720] ドラクエありがとうポッティさん
[03:14:30.880] こんばんはレトロゲーマーのチマゲーム
[03:14:33.160] です今日はですねこんなゲームやってます
[03:14:35.439] ポケモンポケモン地獄のレベル上げ中ね
[03:14:39.760] 人生プレイだから死んだポケモン縛りやっ
[03:14:42.319] てんだけどもう今死んでんのね怖くなって
[03:14:45.439] レベル上げ
[03:14:48.399] そうそうあのなんだっけあれあれ
[03:14:52.000] あのなんかチャラ丸のドラクエ
