[00:00:08.480] ういお疲れレドカードレドカードレド
[01:25:14.679] じゃいてつく波動
[01:25:18.040] メガンカードこれが俺のカードだよ
[01:25:23.060] [音楽]
[01:25:28.040] してよいい話ないいい話ないなあでも
[01:25:33.040] そんな400万の借金作って
[01:25:38.239] おういそんな400万の借金作って逃げた
[01:25:42.280] お父さんが唯一残したスーパーファミコン
[01:25:44.560] で遊んでたから今僕はレトロゲーマーとし
[01:25:46.480] てやってますありがとうお父さん
[01:25:56.119] にし驚かせたようだ
[01:26:00.040] 我が
[01:26:01.760] 塚闇の世界を支配する塚なこのがいる限り
[01:26:09.320] やがてこの世界も闇に閉ざされるであろう
[01:26:17.639] さしみが止まりのはわのび
[01:26:24.800] 命あるもの全てを我が贄としめちゃ黒く
[01:26:30.119] ないで世界をめっちゃ黒くないどした
[01:26:35.040] あいつめっちゃ黒い
[01:26:37.840] けどかい
[01:26:40.440] ねが
[01:26:43.320] はてを
[01:26:45.600] 滅すあれ
[01:26:51.480] みみして
[01:26:54.880] 生たけの
[01:26:59.280] 生卵ごめ全然話聞いてなかったごめん
[01:27:02.280] ごめん全然ごめん全然話聞いてなかったわ
[01:27:04.920] なんだっ
[01:27:06.239] てごめん剣なに持ちだったやかまし無理し
[01:27:10.320] ないでごめん無理うん今同多くなっちゃっ
[01:27:12.920] たから無理してるすっごい無理してる今日
[01:27:15.239] その日じゃないの
[01:27:18.159] な何も言ってないよ今もうあの皆様ゴブ
[01:27:22.679] ですか今すごい
[01:27:25.239] 大変一体今のはなんとしたこと
[01:27:30.679] じゃやっと平和を取り戻せたと思ったの
[01:27:35.920] にこの世界が闇に閉ざされるこれまだやっ
[01:27:40.480] ていいんだよなゾーマまでやっていいんだ
[01:27:42.119] よ
[01:27:43.719] なよいか皆の
[01:27:47.000] もよく聞いてくれ大魔王ゾマのこと決して
[01:27:54.880] 民に知らせてはならうえくれぐれも肝にじ
[01:28:00.679] てほしなんだう倒してからてかそうを
[01:28:04.760] やっつけたまで大丈夫ゾをやっつけたまで
[01:28:08.679] いいんだそのメッセージまで破りで見せて
[01:28:12.639] 英雄になるあもうな俺が俺が先人を
[01:28:16.240] [音楽]
[01:28:18.920] 切ろにした勇者の前に突として現れた大
[01:28:23.000] 魔王アリアハをが命令した通り人々にその
[01:28:26.960] 存在は知られず知らされず城のものとチマ
[01:28:30.280] たちだけの秘密となった皆に皆早々にとに
[01:28:34.040] ついたその日の迷の
[01:28:48.800] かおお母さんはいマム元気
[01:28:55.980] [音楽]
[01:28:58.560] あら眠れないの絶対美人だ
[01:29:04.480] よ中でも牽制売ってんのか仕方ないわよね
[01:29:09.800] あんなことがあったんだものめっちゃ
[01:29:12.040] なんかすっごいいい声だねお母さんねママ
[01:29:15.840] 稽古声あるあけ俺のお母さんの名前ね
[01:29:18.880] けい子ねけちゃんねえ笑さりさんさを知ら
[01:29:24.920] なかったので配信ガイドラインでゾってみ
[01:29:27.679] てネタバされましたとても恐ろしかったわ
[01:29:31.360] あるよななんかそういうの知ってて当然
[01:29:33.639] だろうみたいなネタバレ知らないよね笑笑
[01:29:36.719] 知らないよ
[01:29:38.560] ね
[01:29:40.560] ねあなたはどうする
[01:29:44.000] のこれはい家で答える質問じゃねえけどな
[01:29:48.159] はいいつの間にか本当にたくましくなった
[01:29:51.719] のねすごいいい声せっかくあなたが帰って
[01:29:55.520] これれたのにASMR聞いてるみたいゆり
[01:29:58.679] いやなんか条件反射で興奮してきちゃた
[01:30:01.360] なんかなんかすごいなんかバイノーラル
[01:30:04.280] 録音めなんかななんかなんかえなんか
[01:30:09.199] エロいマイクに向かって喋ってるこれ
[01:30:10.679] なんか耳の形
[01:30:14.040] の
[01:30:15.800] えこの声優さんテイルズで像まみれの
[01:30:19.440] キャラやってたんだぞえ興奮してんの笑
[01:30:23.119] じゃあちゃんと
[01:30:24.600] あの人がアリアを失礼バラモス討伐のた
[01:30:28.560] これASMR
[01:30:30.440] やろお友達の方たちが立派なカブトを
[01:30:34.840] 贈り物だって用意してくれてみんなが
[01:30:38.719] 旅立ちを祝ってくれていた
[01:30:41.040] けど私は言って欲しくなかったわすごい
[01:30:46.360] いい
[01:30:47.760] 声立派なカブが下ネタに
[01:30:51.880] 聞こえるなんで
[01:30:54.600] そんなことないでしょ何言ってん
[01:30:57.840] のここは声ないん
[01:31:03.760] かまここは声ないかねせめてこの子がもう
[01:31:08.199] 少し大きくなる
[01:31:14.440] まで
[01:31:16.320] もう大切な家族を失うのはあなんかやめて
[01:31:26.600] ごめんなさい大丈夫
[01:31:29.000] よもう遅いものねすごく疲れている
[01:31:33.960] でしょう朝までゆっくりお休み
[01:31:38.920] なさい
[01:31:42.840] え本当は寂しいんだな
[01:31:47.080] ママああそんでそこに行くのまた家族を
[01:31:52.080] 失うのはねね寂しいよ
[01:32:10.199] ねそして夜が開け
[01:32:13.140] [音楽]
[01:32:19.679] た
[01:32:22.840] え
[01:32:26.960] ああれ仲間いなくなっちゃっ
[01:32:30.239] じゃ仲間いない
[01:32:35.920] じゃんじいちゃんはまじいちゃんはいいよ
[01:32:38.960] けどぼけてるし
[01:32:41.199] おはようもうお寝坊さんじゃないのねあ
[01:32:44.119] ちょっと寂しいねねち息子の成長に
[01:32:48.280] ちょっと嬉しい反面
[01:32:56.040] また出かけるのね出かけるとかそういう
[01:33:01.280] 分かった
[01:33:02.639] わあなたならもう心配はいらないのかも
[01:33:06.199] しれないけど気をつけていくのよ母さんは
[01:33:11.400] この家でずっと待ってるからね行ってくる
[01:33:15.280] よママあ
[01:33:19.880] ママかわいそうバカもっとぎゅってして
[01:33:22.840] バカ
[01:33:24.880] それじゃ行ってらっしゃいフェイルスビ
[01:33:28.119] 疲れたらいつでも帰ってきていいから
[01:33:32.040] ねほらママの薄い本がはかどる
[01:33:39.920] ねあれ枕が濡れてる絶対ない絶対
[01:33:46.320] なくなっちまっ
[01:33:48.719] たえでほんでどこ行くの
[01:33:56.000] あ夢で見たあはいはいはいはいえなんか
[01:34:01.000] さこのこのパーティー弱ないなんか
[01:34:06.239] バラモス弱い気がするんです
[01:34:11.760] けど
[01:34:13.719] どこどこだっけさ1回行ったとこだよ
[01:34:22.719] ねこちゃうこれた信しますかじゃこれあれ
[01:34:25.840] ちゃうねこれ多分多分これこいつで飛ん
[01:34:29.239] でくより普通にルーラでルーラで近くまで
[01:34:32.840] 行った方が早い絶対
[01:34:37.719] に
[01:34:42.700] [音楽]
[01:34:44.800] ああ遅いねんこいつったたらたら
[01:34:48.960] 一新しようかな転職しようかなジャンプが
[01:34:53.840] の重きが遅いよな遅いマジで
[01:34:57.800] これマジで
[01:35:00.679] 遅い転職しようぜレベル上げなせなかち
[01:35:06.960] な弱いねんな確か
[01:35:09.719] にもう1人賢者作ろうかなる
[01:35:14.400] のああ見れないんか今この時見れないんか
[01:35:19.280] い
[01:35:20.119] パーティーえっとねえなんだっけえ勇者え
[01:35:24.840] 魔物
[01:35:25.880] 使い勇者魔物使い
[01:35:31.679] えー舞踏か
[01:35:35.000] えー賢者賢者もう1人欲しい
[01:35:39.239] わデバフがかけれるやつ欲しいんだよな
[01:35:42.820] [音楽]
[01:35:45.840] ほけ悟り書もう1個あったよな確か
[01:35:49.440] な悟りのもう1個あんだよね多分
[01:35:54.520] エッチな
[01:35:55.390] [音楽]
[01:36:01.159] 方なかったかなないか悟の人なんかってた
[01:36:04.760] 気がするだ
[01:36:10.639] よあないかもあれなかったっ
[01:36:16.639] け
[01:36:18.600] [音楽]
[01:36:21.080] ないあないのあれ
[01:36:24.320] のコも使わなかったやえ遊び人でやった
[01:36:28.719] 遊び人からやったん
[01:36:31.870] [音楽]
[01:36:33.840] だやった遊び1回遊びにで転職する
[01:36:39.679] しんどいなあ何ここ地獄だっ
[01:36:45.239] た
[01:36:47.639] あこの要素忘れてた
[01:36:50.520] わこの要素あったっけ確かにあったな久し
[01:36:53.840] ぶりすぎ
[01:36:55.320] て
[01:36:56.840] お終った終わっ
[01:37:01.639] たほりん名前ダサ
[01:37:09.560] ああ1時まではい今日1時まで今決めた
[01:37:14.920] しんどい
[01:37:17.040] 今日しんどいんで1時までです
[01:37:19.350] [音楽]
[01:37:21.199] えなんかしんどいもうなんかなんか今日
[01:37:25.440] しんどいわあと13時間まじか何がやね1
[01:37:30.080] 時間
[01:37:31.320] や何これどここ何これ
[01:37:36.620] [音楽]
[01:37:37.760] あエエエルフ
[01:37:41.040] 発見王様は最後の時までご自身の役目を
[01:37:44.280] 果たそうとされているのです
[01:37:48.200] [音楽]
[01:37:55.520] ここは展開に最も近しろもし誠に勇者の
[01:37:58.679] 称号を得たものがいたならその光の中で
[01:38:00.679] 展開に導かれるそうですわ
[01:38:03.500] [音楽]
[01:38:31.280] 何だっけ
[01:38:32.480] こ竜の魔王みたいのが竜の女王みたいの
[01:38:36.080] がる
[01:38:43.080] ん
[01:38:48.199] あなんかなんか私
[01:38:52.440] は
[01:38:54.599] 女王神の使いですよくぞここまで来てくれ
[01:38:59.920] ましたすでに
[01:39:02.360] 城の誰かから聞いたかもしれません
[01:39:07.679] が私に残された時間はド少ないいやマドラ
[01:39:13.520] ではないでしょ勇者の血を引くものよ私の
[01:39:18.000] 命が尽きる前にかの魔につい声が合わない
[01:39:23.560] 私の知る限りを教え
[01:39:26.880] ましょうそして必ずや大魔王を
[01:39:33.480] 打ち倒し世界に平和をもたらしてほしいの
[01:39:40.040] です任せなさいします勇者の血を引くもの
[01:39:48.760] よ大魔王ゾマははか深い
[01:39:54.040] 地の底の世界にい
[01:39:56.679] ますまず
[01:39:58.639] は魔王バラモスの城の
[01:40:02.560] 東湖の島の洞窟に向かいなさいギがの大穴
[01:40:10.599] なあ死んじゃったあえ
[01:40:16.679] 死ぬ心配はいりませ
[01:40:20.599] ん私の役目が
[01:40:24.080] 終わろうとしている
[01:40:27.679] だけ新たな時代
[01:40:30.400] は新たな竜が作る
[01:40:34.700] [音楽]
[01:40:37.960] でしょう勇者の血を引くもの
[01:40:42.199] よ大魔王ゾマの力は計り知れないほど深く
[01:40:48.880] なかなかし大
[01:40:50.760] です志村みたいな倒す
[01:40:54.960] ああまだまだ死にはしないよみたいなを
[01:40:59.000] もたらすためにえ志村け者これを笑笑持っ
[01:41:04.159] て笑笑草こいつもやってんだろうな多分な
[01:41:09.040] ずっと笑笑おさんおさん死んじゃやな
[01:41:15.360] よまだまだ死にやってんだろうなこいつも
[01:41:19.440] 多分城の中でずっと
[01:41:23.440] てんだろうなこいつも志村けだったん
[01:41:29.040] だ何これ
[01:41:31.840] [音楽]
[01:41:37.880] ドラクエって弾好きだよなドラクエって弾
[01:41:42.440] めっちゃ光る弾めっちゃ好きじゃ
[01:41:45.679] ないドラクエもとりあえず光る弾集めるよ
[01:41:50.480] ね弾だのオブだのオブのあなたの前
[01:41:56.880] にの力が立ち弾しか出てこねえ本当にその
[01:42:02.320] 光の弾をドラ鳥山が弾好きなのかも
[01:42:07.320] ドラゴンボール的な
[01:42:08.920] なもうもういいもうそろそろ死ぬフりて前
[01:42:12.400] どうせまたどうせまた様どうせまたあれ
[01:42:15.320] でしょあえあ本当に死じゃ本当に死ん
[01:42:19.840] じゃうの私の子
[01:42:25.520] あ本当に死んじゃい
[01:42:27.080] そうやっと死ぬかまだまだ死んしない言っ
[01:42:31.400] てほしいなここでまだまだ死にしないよ
[01:42:36.599] あ
[01:42:38.670] [音楽]
[01:42:41.000] ああ
[01:42:43.960] あ卵になっちゃった
[01:42:47.760] 女竜の女王は光の玉をにし次の世代を担う
[01:42:51.560] 卵を見落として
[01:42:53.760] 終わりましょう死にましたブエルファイア
[01:42:56.880] 乗ってる人くらい玉が好きリステア430
[01:43:00.440] なえはどいうことベルファイア乗ってる人
[01:43:02.679] って弾好きなのベルファイア乗ってるやつ
[01:43:05.760] て弾好きなのなん
[01:43:07.360] でベルファイア乗ってるや地元が好きなん
[01:43:10.239] だよ地元がなベルファイア乗ってるやつは
[01:43:13.840] もう全然知らない全然知らない後輩のけど
[01:43:17.599] 全然知らない後輩のあの成人式に
[01:43:21.280] めちゃめちゃドヤ顔で顔出す誰この
[01:43:24.280] 人なんかおめでとうみたいな花送って全然
[01:43:27.840] 知らない人なんかもうなんか学年かぶって
[01:43:31.639] た先輩でもなんでもないて
[01:43:33.840] 追加で大物っぽい
[01:43:38.490] [音楽]
[01:43:40.679] そしても追加で申し訳ございませ
[01:43:45.040] ん私にもっと力があれ
[01:43:49.500] [音楽]
[01:43:52.040] ば悪べ
[01:43:56.140] [音楽]
[01:43:58.840] これこの卵から何が生まれるんだ
[01:44:03.000] よおなんか絶対考察あるよなこの次に
[01:44:07.520] 生まれたのが今度なんかドラゴンなんか
[01:44:09.679] 竜王のあれだよ何そのなんか深い
[01:44:13.880] な深いななんかそのパンドラの箱みたい
[01:44:17.880] レスターも追加でバカポレスター乗ってる
[01:44:21.199] やつは一番えのバンプ感これえこれは考察
[01:44:26.679] だとワンのラスボスである竜王が実は
[01:44:30.199] 生まれるんじゃないかっていうまさかの無
[01:44:33.880] あ卵かけご飯にするタイプだった竜王
[01:44:36.599] まさかのいやでもそれはまさかのそれ竜王
[01:44:40.520] いや竜王はそれそういうないよそういう
[01:44:43.920] 説明はないけどそうなんじゃないかって
[01:44:46.800] 言われ
[01:44:47.840] てるで勇者が光の弾もらっちゃったから
[01:44:51.880] こうなんつうの説心心なんつうの闇闇に
[01:44:56.639] ばっちゃってワンで悪いことしちゃう
[01:44:58.599] みたいなそういう説があり
[01:45:00.340] [音楽]
[01:45:03.119] ますワンピースの考察中みたいなもんそう
[01:45:06.760] あの一ちゃんきしやつねあの
[01:45:08.639] ラッドウィンプスのMVの
[01:45:11.000] ラッドウィンプスのMVにいる
[01:45:12.639] めちゃめちゃきしょいファンみたい
[01:45:14.760] なここで次郎が南歩歩いているのは何月何
[01:45:18.960] 日を表していてその日自信があった日で
[01:45:21.719] これはどいね1番あれ一番きしょいわ
[01:45:26.080] あれいちゃんきいきつきついねんな
[01:45:29.440] ラッドウィンプスのラントウップスのMV
[01:45:32.320] にいるあの考察ファンやめてマジである重
[01:45:35.719] きしょいな
[01:45:37.239] あれあとあの俺も自分も大好きだから
[01:45:40.920] あんまあれだけどエヴァンゲリオンの
[01:45:42.840] ファン
[01:45:44.400] ね5秒ぐらいのなんか映画の予告シーンの
[01:45:48.599] この木は生命の木でかお君が何周もしてあ
[01:45:52.400] もくし来来来た鉄くらいがちょうどいい鉄
[01:45:55.599] が1枚全部ネタバレするけどアーテルも
[01:45:57.800] 追加アテも
[01:45:59.800] 臭い
[01:46:01.639] ねファンがファンがあんま好きじゃないん
[01:46:05.080] だよな全部好きなんだけどなラッビップも
[01:46:09.239] 別に普通にいい曲書くと思うしあのなんだ
[01:46:13.440] あれも好きよラッドTシャラッドも好きだ
[01:46:16.920] しンダーテールも好きだしがあのエヴも
[01:46:21.440] 大好きなんだけど
[01:46:23.440] ファンがきいよねいそんな俺もファンなん
[01:46:27.080] ですけどね笑笑俺もそんなファンなんです
[01:46:29.800] けどインディーズの一緒なんですけど同族
[01:46:32.360] 王なんですけど同族王なんです
[01:46:39.639] けどゆゆゆゆJPさんこんばんはどうも
[01:46:49.880] こんばんはまそういう人から見たら一緒だ
[01:46:52.440] よな
[01:46:52.880] [音楽]
[01:46:55.199] 全員一緒
[01:46:56.210] [音楽]
[01:46:58.000] だ1もやってほしいやてかまあ多分こいい
[01:47:01.960] そうキモくていいのよファンなんてキモく
[01:47:04.480] ていい嫌われるぐらい人人に嫌われる
[01:47:07.440] ぐらい何かが好きって素晴らしいことだと
[01:47:09.320] 思うからうんでも画すぎてるそんくらいで
[01:47:12.760] いいのよ画すぎてなんぼなの人にこいつ
[01:47:15.239] きめえなって思われたら勝ちよ俺もレトロ
[01:47:17.920] ゲームに対してそんくらいだからうん
[01:47:20.360] こないだの
[01:47:24.280] なんか夜中のテンションで
[01:47:25.840] メトロイドリターンズ
[01:47:28.720] [音楽]
[01:47:54.480] 正直今ドラクエ1をさ敵が1からそう
[01:47:58.199] ドラクエ1をさいくらリメイクしたって
[01:48:00.560] 結構きついとこあるよな今の時代
[01:48:06.639] 正直原作のまんまリメイクしたら結構
[01:48:09.599] きついと思うなだってパーティー横
[01:48:13.080] スクロールアクション
[01:48:15.000] に絶対絶対鍵とかそのままなのか
[01:48:19.960] な話す南とかやんのかな
[01:48:23.840] 調べる来と
[01:48:25.240] [音楽]
[01:48:27.000] かそこまでやって振り切ってたらま逆に
[01:48:29.960] 面白え
[01:48:35.400] けどガチ初代の話してますガチ代ガチ初代
[01:48:39.560] そうそう松とか今更感あるよな3やっ
[01:48:42.840] ちゃった後に4人パーティーでキャラクリ
[01:48:45.679] もあってさワツないじゃんキャラクもない
[01:48:48.280] しパーティーもないしま2はあるけどちょ
[01:48:51.280] しんどいどうすあれ後に出してどうすん
[01:48:53.920] だろうねどうやってやるんだろう光の
[01:48:58.380] [音楽]
[01:49:12.250] [拍手]
[01:49:13.440] [音楽]
[01:49:20.639] タ賢者可愛いな神賢者可愛く
[01:49:24.360] [音楽]
[01:49:34.040] ないめちゃめちゃ勇気ある
[01:49:37.400] [音楽]
[01:49:46.679] じゃん恐怖感バグりすぎ
[01:49:50.440] ダブルすごい死ぬやんそんな
[01:49:56.000] お前普通に怖くて
[01:49:59.040] 無理この表現
[01:50:00.820] [音楽]
[01:50:03.280] サイヤ人なんか喋れや俺仲間会話システム
[01:50:08.239] あってもよかったよなこれ原作も同じ感じ
[01:50:12.159] なのまあのこういう落ちるなかビュ
[01:50:15.639] みたい描写はないけどその穴に落ちて
[01:50:18.840] こっちに来んのあるあるっていうか一緒
[01:50:21.560] ああいうなんかそのシみたいないけどただ
[01:50:24.520] 穴にピューンと落ちてここに落ちてくる
[01:50:27.040] 随分疲れた顔をしている
[01:50:29.400] ぞ家の中に入りな何があったのか聞かせて
[01:50:34.520] ぐちゃんはワンやってないもんねあんま
[01:50:36.560] 言わない方がいいよ
[01:50:38.080] ね
[01:50:42.940] [音楽]
[01:50:44.480] うんこれリア衝撃的だったやろなあね
[01:50:49.280] ドラクエ1つもやってないあえだからこの
[01:50:53.520] なんて言ったらいいんだろえなうんが
[01:50:57.920] 初めてがなかったを倒すために旅をして
[01:51:01.599] いるだっていやそれだからえただでもさ
[01:51:06.320] それえでもこれこれってどうなんこれだっ
[01:51:10.520] てま3からやったらどうなんだ気づくんか
[01:51:14.840] なま言わないない方がいいだけもいやでも
[01:51:18.599] 自もやってるからねこれこれやってるから
[01:51:21.040] ねこれねたちアレフガルドの人間はアレガ
[01:51:25.119] 大魔王を恐れて倒すだなんてとても言え
[01:51:28.560] ないからなアレフガルド
[01:51:31.199] ねお前さんが目指す場所ははっきりしてる
[01:51:35.440] ぜまずはここから東にあるラダトームに
[01:51:38.960] ラダトームねラダトームの街から海を挟ん
[01:51:42.159] で南に島が
[01:51:44.159] 見える3はいくらでも見れるんだけどって
[01:51:47.880] とこだ
[01:51:49.719] なでこれ山言うとなんかが3から出してき
[01:51:53.760] てるからそうなんだよなだけどもそこは魔
[01:51:57.000] の島って呼ばれていてその島の鉄そちらが
[01:52:00.280] いるねそ
[01:52:03.159] ただ1人賛否がいる
[01:52:06.199] な1人賛否が
[01:52:08.260] [音楽]
[01:52:11.000] 笑笑そうだこの地図を持っていけ
[01:52:15.660] [音楽]
[01:52:19.840] なまこれアレフガルドっちゃうのがまま
[01:52:23.639] アリフがある表にある船も好きに使って
[01:52:25.880] くれ俺にできる手助けはそのくらいだから
[01:52:29.480] なお前さんたちのことを応援してるよそれ
[01:52:33.800] じゃ気をつけて
[01:52:37.000] な
[01:52:40.520] [音楽]
[01:52:43.360] そのまやったことねえんじゃなま知らない
[01:52:47.400] 方がいい
[01:52:48.440] かまこれアレフガルドってのが実はみたい
[01:52:51.760] のがあんのよあなんかわみたい
[01:52:54.639] あん
[01:52:58.599] あんあんまり言うとガルドっての似たやつ
[01:53:01.760] があるんだねそうそうそうなんよそうなん
[01:53:04.480] そうな似たの似たと
[01:53:06.880] [音楽]
[01:53:10.360] いうドムでこっそり教えてえみーちゃんも
[01:53:14.840] 知らない
[01:53:18.320] しみまそうなの
[01:53:22.760] いやだからこれ3からやるとそうなっ
[01:53:24.920] ちゃうよねいやワンツースっていう順番で
[01:53:28.119] 発売順にやるとここでうわーって思う
[01:53:34.000] ね3からだとちょっと変な感じになるよ
[01:53:37.790] [音楽]
[01:53:40.520] ね船乗ってけばいいの
[01:53:45.800] かワンツいつんだろうな
[01:53:49.910] [音楽]
[01:53:54.000] この子供見てはからやれって言ってたのは
[01:53:56.840] そういうことなんかな
[01:53:58.920] まあだ今回のこのH2Dリメイクは3から
[01:54:02.840] やることに意味があるみたいな言ってる
[01:54:04.960] からよできてんなうんこれ使っていってさ
[01:54:09.560] この
[01:54:10.480] やっぱあの変なちっちゃな子供見て
[01:54:12.880] 思い出したけど思い出したけど
[01:54:15.480] Amazonプライムで推しのこの先日
[01:54:18.159] 123でみ遊んだ人がうわなましたメ
[01:54:25.119] に新しい点から何か見えるかもね押しのこ
[01:54:28.960] の実写版見たんだけどさちょっときつかっ
[01:54:31.760] た
[01:54:33.599] な実写版叩きあんま好きじゃないんだけど
[01:54:36.480] ちょっときつかったなダブル1と2って
[01:54:39.239] 同時に出るわけじゃないんだよい同時同時
[01:54:41.520] 同時ワツセット1ア2だから1ア2だから
[01:54:45.280] 一緒だよ
[01:54:46.900] [音楽]
[01:54:56.920] が来年来年って書いてあるうん来年そのね
[01:55:01.520] ワ&amp;2ってなんでまとまってるかっていう
[01:55:04.800] と昔からそうなんよこれ1回スーパー
[01:55:07.000] ファミコン元々ワツ3ってファミコンで出
[01:55:09.920] たのねでその数年後にスーパーファミコン
[01:55:12.239] でもリメイクされてんだけどそん時も1&amp;
[01:55:14.880] 2と3で出てるだよまボリューム的に1と
[01:55:18.760] 2は一緒にしないと33と同じぐらいに
[01:55:21.400] ならないから1つのゲームとして売る時に
[01:55:23.760] やっぱそういう売り方すんだろうね神
[01:55:29.320] 局あそういうなんだそうそう
[01:55:34.239] そうでもそうだもんまあまあそういうこと
[01:55:37.960] だ
[01:55:38.400] [音楽]
[01:55:45.520] なま1と2に比べたらねそういうこそう
[01:55:49.159] いうま多分そうだと思うんだよね
[01:55:53.920] うわスライムやんほら曲がたまんねえよね
[01:55:57.920] 曲がたまらんのよな曲がたまらんのよな
[01:56:06.880] はあ
[01:56:11.880] はちょっとやりすぎかもな
[01:56:20.520] スライムよしゃねえ
[01:56:23.800] ましちゃんとりあえずドラクエ11やって
[01:56:25.880] こらんよもっとドラクエ好きになると思う
[01:56:28.280] わ11初見でできんの羨ましいもん配信
[01:56:32.280] で
[01:56:34.920] あらやっぱこの曲もいい
[01:56:38.650] [音楽]
[01:56:40.880] な初でも1回やってほしい初見でドラクエ
[01:56:44.760] 11配信でできるってめっちゃ羨ましいわ
[01:56:53.679] 忘れたいドラクエ全部初見で
[01:56:57.239] 遊
[01:56:59.400] はかったやっちゃったんだ発売当時にもう
[01:57:05.520] なもし11やって他のドラクエやりてなっ
[01:57:08.840] たらまたす
[01:57:10.880] から他のドラクエやりたまた
[01:57:14.400] [音楽]
[01:57:17.639] ラクエラクエ
[01:57:24.599] じゃ人生はドラクエが教えてくれたん
[01:57:28.119] だ
[01:57:29.490] [音楽]
[01:57:32.079] ルドラクエと進撃は記憶消し
[01:57:36.040] たいあ進撃はもう1回記憶消してみたいね
[01:57:41.159] あれたまんなかった最初見た
[01:57:43.599] 時たまんなかったやなあのあのさあの兵長
[01:57:49.599] のさあの
[01:57:53.079] 片腕片腕ちぎられながらさ進めもう1回見
[01:57:57.719] たいわあれも超ボロ泣きねあの石投げて
[01:58:02.800] くる猿みてなやつの
[01:58:04.480] さ笑笑あそこクソ泣けるよ
[01:58:08.440] なこ
[01:58:10.320] もここ食われてんねんでもうないのよ
[01:58:14.599] つてあれ泣けたねあそこよなやっぱ
[01:58:20.960] なののあとどこだろう感動した真どこ
[01:58:24.520] だろうな生の鏡あと感動したとこどこ
[01:58:27.719] だろう
[01:58:29.280] なアルミンアルミンのあの巨大化した
[01:58:32.800] エレン庇うとこもいいね一番最初の方だ
[01:58:34.719] けどめちゃめちゃいいあそこでっかい声て
[01:58:37.599] さまだ俺現実にアルミンいたらめっちゃ
[01:58:40.960] 嫌いだ
[01:58:41.880] けど俺現実にアルミンいたら一ちゃん嫌い
[01:58:45.079] やなんねこいつきしょい
[01:58:47.920] なうじうじめてる側だなんでいじめてな
[01:58:52.440] いじめてる側っていじめてる側
[01:58:55.400] ちゃうああいう系苦手なん
[01:58:59.679] だあいやいやあなた様は久しぶり私です神
[01:59:06.320] ですこあれ本当に声さ藤原刑事みてだよ
[01:59:10.960] な本当声藤原刑事みてじゃ
[01:59:14.610] [音楽]
[01:59:16.719] ない悪いことはできませんな
[01:59:22.360] のにいいを教えましょうラダトームのお城
[01:59:25.719] の食堂の奥に太陽の石ってやつがある
[01:59:29.360] らしいですくそ可愛いんだけどそれにして
[01:59:32.880] も古どもは一体どこへ落ちたの
[01:59:39.760] やら汚ねえなこいつテコ
[01:59:44.280] パンツやたらモーションが可愛いこいつ
[01:59:50.770] [音楽]
[01:59:52.719] や
[01:59:55.639] このこのBGMいいよねやっぱね
[02:00:00.560] ダブこのBGM好きやねん
[02:00:03.900] [音楽]
[02:00:11.360] ないやいい曲ですねいい曲だよ
[02:00:15.580] [音楽]
[02:00:20.960] ねをとく勉強してるんだよみんなが呪に
[02:00:24.239] かかったら僕が解いてあげるんだこれ
[02:00:25.719] まさかあれなんかなこのこいつがおじい
[02:00:28.280] ちゃんになったやつがさ
[02:00:31.599] なあえそういうことなんかこいつがおじい
[02:00:34.560] ちゃんになったのがおるやん
[02:00:37.599] ね
[02:00:42.360] ラ呪いといてくれるおじいちゃんいるんだ
[02:00:44.960] よな12もどうなることやら12どうなん
[02:00:48.920] ねん12出るんか本当に作ってんのかな
[02:00:53.610] [音楽]
[02:00:58.560] ちゃまはおじいちゃんになったらなんとい
[02:01:00.960] てくれる2026に出ればいい方来年再来
[02:01:05.719] 年そうだね再来いや2027年だな早くて
[02:01:10.880] もうプレステ5が
[02:01:14.239] プレステ新型プレステ5が出るとこじゃ
[02:01:16.920] ない薄型プレステ
[02:01:19.280] 511で終わりでいいんねが
[02:01:23.000] 世ね
[02:01:25.000] ぶっちゃけぶっちゃけドラクエ11で
[02:01:27.760] 終わりなんで良かったんじゃない
[02:01:30.760] のむにゃむにゃ
[02:01:36.400] [音楽]
[02:01:45.040] かかかバナナバナナなバナバナナメイクで
[02:01:50.800] 食いで欲しい気持ちでもさ
[02:01:54.639] リメイクつっても
[02:01:57.480] さあちょ白行って
[02:02:00.360] ないリメイクつっても
[02:02:04.159] さドラクエなじゃ今度4とかで食いつう
[02:02:08.480] ともう4とかもう正直いじんなくていいと
[02:02:12.360] 思うんだよなワツースは正直ファミコンと
[02:02:15.280] かでさもうちょっと今やんのはしんどいか
[02:02:17.719] もなっていう感じじゃん
[02:02:22.880] もう4とかはもうDSとかのや完成され
[02:02:25.560] てるしねあの
[02:02:27.800] システムあ
[02:02:29.580] [音楽]
[02:02:31.760] ガガン腐るほどやって
[02:02:38.119] ね
[02:02:42.280] ンンンン1のオープンワールド頼ま
[02:02:47.480] なおドラクエのドラクエのオープン
[02:02:50.360] ワールド
[02:02:52.199] まあまあまあままままままままままなわて
[02:02:56.679] かあれだあのオープンワールドの
[02:03:00.119] あ
[02:03:03.119] ヒロズヒローズオープンワールド
[02:03:06.119] 最初我が王に謁見して
[02:03:09.190] [音楽]
[02:03:20.760] もらおう旅のものよかっこいい声見張の兵
[02:03:24.639] から話は聞かっこいい急に驚かせて済ま
[02:03:28.880] なかったがまず1つお主に尋ねたいこと
