[00:00:04.839] おはちゃま
[01:28:47.760] 明らかに薬やって頭おかしくなってなんか
[01:28:51.119] 変ななっちゃってるのがなんかそれ多くて
[01:28:55.199] なんかTwitterにミッキーダディザ
[01:28:56.679] ダーティザいらないてみちてるみな
[01:29:09.199] ていいね
[01:29:11.440] 悪ダディダーティ聞かれたかな大丈夫
[01:29:19.199] でしょほらこっち来
[01:29:22.440] てこの配信で元ネタ分かっ
[01:29:26.600] た元ネタ分かったことないあこれ
[01:29:32.440] だめこれが邪魔なんだ
[01:29:42.000] けどぶっ倒れて病院送りなった人えもの声
[01:29:46.600] のおばちゃんは分かるよねこのさポリ
[01:29:49.840] バケツが邪魔なんだけど
[01:30:02.600] えそっからあ違うこっちを超えんのどこ
[01:30:05.760] 超えんの
[01:30:08.400] これあここを超えるのか
[01:30:11.840] なおい
[01:30:14.080] 笑えるおい笑えるあトイレ行きたい
[01:30:33.400] 博物行ってるのは見たよ
[01:30:37.679] た
[01:30:39.239] チープボトラになろうかな
[01:30:42.119] 俺ナイスナイスよしよしよしよしよ
[01:30:45.920] よしよし
[01:30:47.840] よしよいしょすませんトイレちょっとチー
[01:30:52.360] プルしてくらチープ
[01:30:55.080] チープしてくるからちょっとあれ見てで
[01:31:02.040] えて俺のやこちゃまで見といてく
[01:31:15.159] じゃもう12時間早
[01:31:19.840] な違和感ない
[01:31:22.920] じゃんバンの方にしないのちゃま
[01:31:27.230] [音楽]
[01:31:29.639] 笑笑とんでもない技術
[01:31:32.360] [音楽]
[01:32:01.320] 自衛隊員でこんな服な人いない
[01:32:09.670] [音楽]
[01:32:21.159] だろただのやこやん
[01:32:27.440] 結構体基準厳しいとは
[01:32:32.040] [音楽]
[01:32:52.840] つく
[01:32:56.870] [音楽]
[01:33:22.760] OGDET
[01:33:34.170] [音楽]
[01:34:11.719] はい
[01:34:13.690] [音楽]
[01:34:26.400] ただいまはいやる
[01:34:30.080] かバの方の画像も見せてうんあだな
[01:34:37.600] あのあれにある
[01:34:39.880] からデスコにあるよやった
[01:34:44.679] よしうわまたこれかよ
[01:34:55.119] 45じゃ何もできないよね連射速度
[01:34:59.000] 上げようかでも連射しないんだよね
[01:35:03.320] 正直連射しないんだよね1発1発大切に
[01:35:07.360] 打つタイプだからさ
[01:35:13.840] 俺まショットガン連射する
[01:35:17.440] か何が何が意味しいん
[01:35:20.960] や連しない1発1発を大事にするタイプ
[01:35:25.040] です僕はえっと何がや
[01:35:30.320] ね狙いを定めていくんだよ
[01:35:34.320] こう一発1発こう大事な弾なんだから
[01:35:40.080] よ大事な玉なんだから
[01:35:46.679] 草何が銃の話してんだピストルの
[01:35:58.080] どこのピストル何が
[01:36:01.800] よ男はピストルぐらい持ってんだろうがよ
[01:36:05.000] 心に常にな戦体制で方がおさ何がピストル
[01:36:11.639] だろう
[01:36:13.199] がなんて言うんだよじゃあおめえ鉄砲が
[01:36:17.920] 鉄砲なんて言うのじゃあ今の本物のタ
[01:36:22.199] ショップ
[01:36:23.960] ガン
[01:36:25.639] はきヤザじゃねえか
[01:36:28.560] よ
[01:36:30.119] はき
[01:36:32.880] チカ笑笑ハグ
[01:36:36.440] じかウーリ私たちは心私のこはいつもこの
[01:36:40.679] ヒルクレストとにあだからソフィアの一見
[01:36:42.520] の後私に他ののスタジアム行くと決めたよ
[01:36:44.719] 子供たちを危険に探せ
[01:36:48.040] ない
[01:36:49.679] チカ
[01:36:51.679] 鉄砲はき
[01:36:54.679] HGって
[01:37:09.000] 何ハンド
[01:37:11.840] グハンド
[01:37:17.840] ガンちょっとあれだな
[01:37:23.800] 食べたくないなんで急に略して
[01:37:27.480] ハグあハンドガンでHGなるほど
[01:37:33.480] ねバブリシャスて何
[01:37:37.960] ガム食いたくねえ
[01:37:41.159] な俺ガム嫌いなんだよねたガムあ今ないの
[01:37:46.280] バブルシャスってガムあすげGA
[01:37:51.360] 夢今ないの
[01:37:54.239] あの風船ガムがすげえやつだよなたね確か
[01:37:58.400] あそうなん
[01:38:00.880] だま俺ガム嫌いだから
[01:38:04.400] やガム嫌いだからどうでもいいけど俺ガム
[01:38:07.080] 食ってるやつ頭おかしいと思ってからね
[01:38:08.599] お腹いっぱいならないや
[01:38:10.639] あれ何噛むだけってなんでお腹いっぱい
[01:38:15.119] なんないから笑笑飲み込めないからうん
[01:38:18.360] お腹いっぱいなんないじゃん噛むだけ噛ん
[01:38:20.400] でもったいなくねなんか損した気分
[01:38:29.080] チューイングキャンディの方がああ
[01:38:30.880] チューイングキャンディだったらまだいい
[01:38:32.280] ねあの待ってラム顔痩せるよちょ待って
[01:38:37.440] ダイエットに優勝だとは思ってる
[01:38:42.440] いるあいるやんなんやねんえ待ってやな
[01:38:47.320] 予感するいやなんでここにあいつがいるん
[01:38:51.800] だよ
[01:38:54.560] なんでここにあいつがいん
[01:39:02.679] の何がのあなんだっけあいつ名前忘れ
[01:39:06.880] たのたに
[01:39:10.679] なるとデブじゃないデブじゃなくてまデブ
[01:39:14.040] なんだけどあの汚ねえ
[01:39:17.639] デブ汚ねえデブ汚ねえデブはマジで嫌わ
[01:39:21.599] れる
[01:39:22.360] からリシャスみたいな名前だったよね
[01:39:25.639] 汚ねえデブはマジで嫌われるからデブは人
[01:39:27.880] 1倍綺麗じゃなきゃだめだ
[01:39:31.560] ぞそれは俺に聞く汚くねえだろ別
[01:39:35.199] キャンデラリオ
[01:39:56.320] いや普通の人もいるんか
[01:39:59.480] いうるさいねん
[01:40:03.880] あいつそあいつは仕方するよ俺これだるい
[01:40:08.000] こいつはちょっとマジ
[01:40:15.320] でこいつはさすがに
[01:40:19.239] ダゼシャンゼリゼ
[01:40:22.690] [音楽]
[01:40:24.480] おしどこまでどこ
[01:40:27.080] までいやこっち来んのか
[01:40:31.920] い
[01:40:40.639] いやいやばこ1発じゃ死なねえから
[01:40:47.920] された
[01:40:50.640] [音楽]
[01:40:54.760] れてんだよもなんでだよもう何がもう
[01:40:59.400] わからんなんでばれ
[01:41:11.960] たま倒そうと思ったらそんなにまそんなに
[01:41:15.840] まそんななんだ
[01:41:19.199] ないやだるいて
[01:41:26.159] いやもうだるい
[01:41:28.800] て
[01:41:30.320] デュエリストこれデュエリストだろこれだ
[01:41:33.480] からカードショップくせえんだよこれ
[01:41:35.840] カードショップにいますこういうの
[01:41:37.080] いっぱいマジでくさい
[01:41:39.119] のあれデュエリストって呼ぶ
[01:41:43.159] わやめなさい笑なんでカードカード好きの
[01:41:47.960] やつて風呂入んねえのマジで意味がわかん
[01:41:49.760] なくないた怒られそう
[01:41:53.560] 怒られるもそ風呂入んねえ方が悪いだろ
[01:41:55.440] どう考えて
[01:41:56.520] も風呂入ってねえで臭くてくせえって言わ
[01:41:59.239] れて切れるやつ頭おかしいよなんでデュエ
[01:42:02.239] リストって風呂入んないの普通に理由が
[01:42:05.199] 分からんだってゲーム好きなやつもカード
[01:42:08.000] 好きなやつも一緒や
[01:42:09.599] んなあアイドル好きなやつも全員一緒
[01:42:12.560] オタクじゃんみんななんでカードカードの
[01:42:14.440] 人たちだけ臭いんだろうね謎だよ
[01:42:17.199] ねなデールが来たら金庫の番号聞かれると
[01:42:19.920] 思うけどあ出ただけ言われてるのにねねえ
[01:42:23.639] 30826はいこれコメントして
[01:42:26.000] 308263082630826白デッキ
[01:42:30.840] 考えてる
[01:42:33.440] 377
[01:42:40.159] 956の6
[01:42:44.080] のの6の6の
[01:42:47.960] 6だいぶ来たねだいぶ来た笑笑
[01:42:54.440] あ6の6の6の6
[01:42:57.840] のみんなバラバラの
[01:43:03.159] 数字俺ムートン好きだったのになマジ
[01:43:09.679] でムートン好きだったの
[01:43:13.679] に6の6の6のあれなんなんムートン
[01:43:18.159] ムートンていうラッパーがいるんだけど
[01:43:23.360] があのリッキーの射程みたくなっちゃって
[01:43:26.920] で色々なんかなんかよわかんねえんだよな
[01:43:28.800] なんかなどっちが言ってることが本当なん
[01:43:30.480] だ
[01:43:31.560] かリッキーに利用されちゃったんいや
[01:43:34.760] なんか
[01:43:36.119] ねリッキーは表ではそのムートンを助けた
[01:43:40.199] いつってやってんだけどムートンがこの
[01:43:43.960] 今度なんかいや俺はあいつに利用されてる
[01:43:46.840] あ待ってこれもっとこ弓がないじゃんでも
[01:43:50.599] これほえ
[01:43:53.199] なんかあれなんか
[01:43:55.400] ねまとりあえずもうねムートンはね
[01:43:58.199] 落ちぶれちゃったんだよあいつ超かっこ
[01:44:01.440] よかったの
[01:44:03.560] にうわ今の
[01:44:10.960] 何薬絡んでるし役わからんねうんどっちが
[01:44:15.119] 本当なのかわから
[01:44:16.639] ないうわやば今のってトミーだよ
[01:44:22.040] ねや声
[01:44:27.280] が待っているじゃん普通に
[01:44:33.440] 人何人
[01:44:36.239] いる2人はいるなあん中かまあいつだけで
[01:44:41.800] も殺しとくか
[01:44:56.599] や
[01:45:03.000] ばちょっとあんまあんまり行きすぎん
[01:45:16.199] なよしもう1匹いるなやったもう1匹は
[01:45:22.119] あの裏
[01:45:25.679] 可愛いスタンプ
[01:45:32.960] それ
[01:45:34.430] [音楽]
[01:45:35.560] ざす別によりのゾンビないね確かに全部
[01:45:40.560] 死んじまったん
[01:45:48.320] かああれ
[01:45:51.119] 笑うよいしょ
[01:45:55.199] ナイ無限だけどうーまこっちの方がいいよ
[01:45:59.000] ねナイフ無限ってのはマジでいいと思うま
[01:46:02.679] 別にワンワンの時もナイフじゃなくて締め
[01:46:06.159] 殺すがあったからね無限にそんな変わん
[01:46:09.320] ないんだけどねでもこっちの方がいいなま
[01:46:12.679] 俺が慣れたってのもあるかもしん
[01:46:16.480] ないも操作はもう板についてきたよ
[01:46:21.560] ねただなんかその絶対1回は初見で殺して
[01:46:26.239] くるみたいなのあるやん犬とかさなんか変
[01:46:29.119] なデブとか出てきたりさそうすると怖い
[01:46:32.599] からさわーってなっ
[01:46:45.679] ちゃうだいぶスマートになってるよね
[01:46:48.440] ちゃまの操そうでしょしかもさ俺さなん
[01:46:51.320] その
[01:46:52.960] 映画見たいか何これ
[01:46:54.880] えシルバニアファミリーやんうわあったな
[01:46:58.560] 昔こういう
[01:47:01.480] の昔こういう家あったよね子供の家みたい
[01:47:05.119] な欲しかったわうちあったよ姉ちゃんの
[01:47:08.520] やつやつあった
[01:47:11.440] これ
[01:47:15.080] 懐かしい子供の家みたいのあったよ
[01:47:21.119] なここはいない
[01:47:24.320] ラおじ今から買おうぜ今もいつかマイ
[01:47:27.560] ホームをそういういつかマイホームをそう
[01:47:30.679] いうおもちゃって今ないんだろうな高いん
[01:47:33.639] だよね意外とあそうなのじちゃんお疲れ
[01:47:37.280] 入らねえや確か
[01:47:50.360] にそしてそこに人閉じ込んで遊んだね
[01:47:56.040] えなんか音してるよ
[01:48:05.800] 笑笑もアイテムも潤沢だから
[01:48:13.800] なセール25%オフ事しながらプラコップ
[01:48:18.040] で人殴って怒られたことある何それ怖
[01:48:28.360] ちょっとブンブン言ってん
[01:48:38.880] なもそういうのはマジで
[01:48:47.360] やめろもうそういうのはマジでやめろて
[01:48:52.000] もうさそういうのはマジでやめろてもうだ
[01:48:58.040] もう急に出てくんだマジでやめろそんな
[01:49:02.199] もんやられたら絶対びっくりするだろ
[01:49:04.880] ほんま
[01:49:10.480] ビビる弓もらえるよ弓弓もらえたからいい
[01:49:13.520] かよし使えそうま弓もらえたからいい
[01:49:18.599] か弓
[01:49:21.719] ちゃ
[01:49:25.480] いやこジャンプスケアっていうのやめて
[01:49:29.080] マジ
[01:49:47.400] で弓矢の練習でもしろって
[01:49:50.320] きこういう使い方もあるかえRR長押で
[01:49:57.880] 構えるあ
[01:50:05.320] なんかぶれるななんだこれすげえ
[01:50:09.960] ぶれるオッケーなるほど
[01:50:19.840] ねこれ戻れなくなっちゃったんかなわ戻れ
[01:50:23.639] なくなってるまだ家ん中見たかったの
[01:50:28.639] に家見たかったのにこんくらいならどか
[01:50:32.520] せる
[01:50:32.920] [音楽]
[01:50:36.880] だろうああもう入れねえ
[01:50:43.560] なま俺に射撃の練習なんかいらねえ
[01:50:47.520] よ待って人いる人いる待て待って待って待
[01:50:51.360] ねの何かいるってあの男じゃないかいいだ
[01:50:56.800] 近くださっきトラック吹き飛ばされた確か
[01:51:00.159] かいもう犬だよ広がれ敵は1人じゃないか
[01:51:04.440] もしれね犬ほんま
[01:51:08.199] にもう
[01:51:26.360] サイレンサーで打とう
[01:51:29.440] サイレンサーだ
[01:51:38.719] なあなるほど
[01:51:41.520] 作れるんだこれでま矢もあるからね
[01:51:54.400] うわあおるあのその外側にいんの
[01:51:59.960] かでここのやつら犬釣れてんだよマジ
[01:52:03.280] きしょい
[01:52:04.520] な道の店まここは旧道部やってもいい
[01:52:08.960] でしょ
[01:52:15.330] [音楽]
[01:52:27.679] えなんだよ
[01:52:33.040] もうくそ
[01:52:44.400] 笑笑道
[01:52:47.920] 見せるなくなっ
[01:52:50.679] ただよ
[01:52:53.000] いなくなってはないけど
[01:53:07.880] ねら逃
[01:53:16.440] だくえもうやだり
[01:53:24.599] うんそんなっていうなごめん
[01:53:28.520] ねあいつやっ
[01:53:39.119] てうわほら殺してやるよ来い
[01:53:44.199] ほら全員ここでやらいいだろここで仕
[01:53:47.639] とめろ
[01:53:50.560] よ何
[01:53:53.840] どこ
[01:53:56.040] ない
[01:54:03.800] た
[01:54:09.010] [音楽]
[01:54:16.679] やれくそ
[01:54:22.560] いやあの家ん中来んのか
[01:54:37.360] よあそこいたんだねそこにねも次は大丈夫
[01:54:41.360] だよ次は大丈夫
[01:54:46.090] [音楽]
[01:54:47.440] はいはいはいはい
[01:54:50.199] あざはいあざ
[01:54:54.159] はいどう
[01:54:59.599] も1匹1匹ここに犬はサイレンサーで殺す
[01:55:04.480] しかねえ
[01:55:19.800] なうわあのおどうしたんだ近接の絶なさ
[01:55:24.000] えぐいもん
[01:55:26.320] なやっべ犬来た
[01:55:35.760] よどう犬来るだろ
[01:55:40.239] これここは人来ない
[01:55:48.119] から犬来んのかな
[01:56:07.719] そのままを散歩して帰ってくれたらどれ
[01:56:10.239] だけいいかあれ犬
[01:56:20.000] わ帰った
[01:56:28.320] くそ
[01:56:55.400] うわあの屋根の上にもいんのか
[01:56:59.199] よあいつ屋根の上だるいなあれ
[01:57:10.079] な届くの
[01:57:13.440] これ届かないでしょ
[01:57:18.800] これしょうがねこれでやるか
[01:57:24.159] たえこれでばれんのかこんなんじゃバレ
[01:57:28.119] ねえと思うけどな普通
[01:57:31.719] な敵の察ノルムが後
[01:57:36.280] 狙えちょ
[01:57:42.719] 待て
[01:57:50.320] 難しいどすんだよ
[01:58:05.470] [音楽]
[01:58:16.520] これれ
[01:58:19.239] たやだちょっとてこれむずい
[01:58:30.880] [音楽]
[01:58:32.760] よちょたた
[01:58:37.820] [音楽]
[01:58:57.000] ええもうこれしんどいよ
[01:59:46.040] ね
[01:59:52.760] こっから撃ったらバレるもんな
[01:59:57.159] まかうわ来てるしマジか
[02:00:02.120] [音楽]
[02:00:05.280] よお
[02:00:08.239] ちたぞなんでバレんのこれでどうしろっ
[02:00:13.679] つんだよ
[02:00:25.679] ちょごめんちょっとこれさ難易度イージに
[02:00:28.159] しようか
[02:00:40.599] な帰れるのわかん
[02:00:44.520] ねえ無理だろ
[02:00:47.159] これあ
[02:00:52.239] これさむずすぎるよ
[02:00:54.920] これむずすぎ無理ああるじゃんほらもうも
[02:01:00.520] イージーです全部もうイージーイージー
[02:01:04.400] イージーベリーイージーもある
[02:01:07.960] じゃんちょっとイージーする
[02:01:19.320] わち
[02:01:26.760] ああ
[02:01:32.040] 難しいこの家に入んのが間違ってんのかな
[02:01:34.960] でも入んねえと何もできねえよな結局犬が
[02:01:39.199] さ強すぎるから
[02:01:47.760] さ嘘だろくそ
[02:02:01.079] ナイスちょっと順番変えてみるわまき
[02:02:05.040] ちゃんこんばんはちょこむずすぎてもう
[02:02:07.239] ちょっとやばいこれ
[02:02:10.200] [音楽]
[02:02:23.719] ちゃまくの見ててやりたくなって1と2
[02:02:26.239] 買っちゃっマジかよフルで買ってんじゃん
[02:02:30.440] 初見やったこと
[02:02:35.320] ある初見これはねマジでめちゃくちゃ
[02:02:39.480] おもろいだだ死ぬほどむずいマジ
[02:02:43.400] でこれ届くんかな
[02:02:47.300] [音楽]
[02:02:53.159] これ弓偏差撃ちなくなったの
[02:02:59.079] これていうか散歩モードないかなお散歩
[02:03:04.639] モードベリーイージーとかでやらいいん
[02:03:07.159] じゃ
[02:03:18.000] ね犬がうざすぎるマジで
[02:03:26.800] どっから見られてんのああっちにもいるん
[02:03:32.119] だ
[02:03:33.480] [音楽]
[02:03:36.760] うこれであっちの家行ってみる
[02:03:43.199] かあいつ処理しちゃうかここで
[02:03:47.079] なサイレンサーついてんだから
[02:03:49.800] さあ
[02:03:56.320] かいやこれ無理これあれは狙えねえわ無理
[02:04:00.400] さすがに今のは
[02:04:09.639] 無理リボルバーの弾いらないんだよな
[02:04:25.719] もうここ1匹あ来た来た来たこいつは
[02:04:28.920] とりあえずいいよ普通に殺してだここも裏
[02:04:32.440] から出ると屋根のやつに見つかる
[02:04:36.660] [音楽]
[02:04:40.199] からよしよしよし
[02:04:44.400] よし屋根のやつなんだ問題はな
[02:04:53.280] あーこう裏から出ると見見られるからな
[02:04:56.320] 絶対バレてる
[02:04:58.760] からたここから出てもさいやそこにいるん
[02:05:02.320] だよ
[02:05:03.880] ねそこにおんねんな
[02:05:22.599] この建物ああいつなんだ邪魔なの
[02:05:35.119] があこいつ俺がやったんかあいやあいや
[02:05:39.119] 壊れちゃってる
[02:05:45.920] かそこにも1匹いるはずなんだよなあいる
[02:05:49.360] いるいるいるいるああの裏にいるんだ
[02:05:53.639] えしかも犬釣れてるだるいマジ
[02:05:57.960] で犬禁止にしねなんか殺しづらいし
[02:06:08.360] なんか犬は禁止動物はなしにしてよこの辺
[02:06:14.239] に1人いたよなさっき
[02:06:16.199] ないねいなくなっ
[02:06:19.440] てる邪魔するぜおババ
[02:06:24.280] こんばんはこの屋根の上にもいるんだよ
[02:06:27.280] 確か
[02:06:45.719] な誰に見れてんのこれ誰誰に見られて
[02:06:54.280] そいつかああちげえやつだこっち来んな
[02:07:00.480] よ
[02:07:02.360] よしちげえやつもいんの
[02:07:06.559] かこれはきつい
[02:07:13.880] ぜまそいつはいいやそいつは裏からちょ
[02:07:17.480] ピってやれば殺せっから
[02:07:24.119] 男はどこだ7そっちはこの近くにいるはず
[02:07:28.559] 奴がいたら犬の餌にして
[02:07:35.800] やる犬の餌なんの
[02:07:38.679] はお前じゃ
[02:07:41.719] 僕30告始まった
[02:07:45.199] のしなし
[02:07:51.920] よしよしよしいい感じいい感じいい
[02:07:56.000] 感じ待っておいこちだおいそんな分かるか
[02:08:00.679] よくそわかるかっつじゃボケこ
[02:08:05.760] な
[02:08:07.320] くそワルかありがとうドあっちに行った
[02:08:11.320] なん分かるわけねえ
[02:08:14.119] だろどこいるよなこな
[02:08:19.480] 1人ちだぞ
[02:08:22.360] 奴を
[02:08:28.800] 見あら
[02:08:35.920] 進めやったくそ犬犬だマジ犬だるいっ
[02:08:46.599] てあだめか
[02:08:50.440] もスしましたヶ月目お疲れおいおいおいお
[02:08:55.840] 最初からか
[02:08:57.280] これ
[02:09:00.079] きついスクありがとうサブスクあきさんお
[02:09:03.840] 疲れ犬
[02:09:05.920] はちょっとこれきつい
[02:09:11.440] ここどっ
[02:09:13.440] からあこの女やったところからねこの家人
[02:09:18.400] 入ってくんの
[02:09:19.760] かええもうちょ待ってよないなかった
[02:09:25.159] じゃん
[02:09:26.880] さめんどくさい
[02:09:32.400] マジここむすぎるマジ
[02:09:45.320] でだるいマジで
[02:09:51.880] いやこれ死ぬ
[02:10:01.760] だろ奴の後を追えけ分かっ
[02:10:12.880] たきついここ
[02:10:16.800] マジ笑笑
[02:10:23.719] 静かすぎて
[02:10:26.360] 笑萎えてるだいぶいやちゃうなここねマギ
[02:10:30.040] ちゃんとか来るずっと前からここにいるん
[02:10:31.920] だよもうむずすぎてここやばいよ
[02:10:38.719] ここ誰に見られてんねんだ誰もいないじゃ
[02:10:41.599] ないマジ
[02:10:46.000] かここえぐいマジで
[02:11:07.559] 犬やべえいるんか
[02:11:11.679] 人なんでんでばれんだよ
[02:11:18.000] それいやもう1回ちょっともう死にたい
[02:11:28.360] すごい
[02:11:30.360] 顔
[02:11:33.960] 多いいやここやばすぎるマジで
[02:11:52.360] 手榴弾とか投げ込んじゃいたいだ音立てる
[02:11:55.639] と全員寄ってくるからさ音も立てらんない
[02:11:58.320] んだよや
[02:12:00.760] ばやつだぞあここだ
[02:12:04.320] ぞあそっかああきついなでもこれやる
[02:12:08.840] ちゃうと最初からになっちゃうんだよ
[02:12:12.840] ねあチェックポイントだとこっから
[02:12:20.159] ねリスタート地のうんこしてる時のような
[02:12:32.719] 顔初見ですお
[02:12:37.520] ガなんか知ってんなおめえお前もしかして
[02:12:41.559] ニナじゃ
[02:12:43.159] ないああ間違えたもう
[02:12:51.280] すぎる
[02:12:56.700] [音楽]
[02:13:02.360] これなんでこれでバレるんだよ誰も見て
[02:13:05.639] ねえだろ
[02:13:09.119] これみんながまたバンされたのなんであ
[02:13:13.440] ざっ
[02:13:14.320] すまたバンされたの
[02:13:18.559] お前こいつの声がでかいんだ
[02:13:21.880] ないやでもうさ許せねえよおいなん
[02:13:33.960] で
[02:13:49.119] 黙れこの屋根も見
[02:14:09.930] [音楽]
[02:14:18.119] あ
[02:14:23.040] よしよしよしよしよしで言たのが
[02:14:26.199] 引っかかったくマジでそんなんでもう目
[02:14:30.040] つけられてんじゃん
[02:14:35.719] お前そんなんで普通パンされねえ
[02:14:38.840] だろそんなこと言ってうちのリスナみんな
[02:14:41.639] たまきたまき言ってるぞ
[02:14:47.960] えだめだ
[02:14:52.960] とほほ目つけられてんなそで引っかかると
[02:14:56.040] かおかしいやろもっと引っかかるやついる
[02:14:58.599] やいるよ
[02:14:59.760] なうちのリスナーなんかデフォルトでたま
[02:15:02.719] 金なんて言うだろ
[02:15:25.079] くそまた犬連れだ
[02:15:34.639] よ何行けやべ間違えた番されたのは
[02:15:40.079] たまたまだよ弾だけに危ない危ない危ない
[02:15:44.800] 何ういお疲れ犬犬ごめんね犬ごめんねご
[02:15:51.239] だよね犬
[02:15:53.320] ねMDさん
[02:15:56.960] こんばんは犬殺すのやだしさでも殺さない
[02:16:00.400] と犬めっちゃうざいしさ犬好きには無理だ
[02:16:04.040] なこのノーティドッグとかいうメーカーの
[02:16:06.480] くせに犬殺させんじゃねえ
[02:16:09.480] よ犬好きにはきついわこのゲーム
[02:16:14.119] 山犬好きにはだいぶきつい犬俺も犬大好き
[02:16:18.000] なんよ俺でもさ犬殺さないと何もできねえ
[02:16:29.040] よのどってことかしょうがないのよ生きる
[02:16:34.000] ためなんだごめんな犬
[02:16:39.559] まげあい
[02:16:43.479] たしょが
[02:16:48.280] ねうま何
[02:16:56.960] だくんクンて言ってる
[02:17:01.240] うま相変わらずうまい旧道部の邪魔だから
[02:17:05.920] なそんな待て近くで声が
[02:17:17.080] する誰の仕だ敵が
[02:17:29.040] ぞ見えないんだ
[02:17:32.960] けどあとどこにいん
[02:17:38.599] のまた殺され
[02:17:40.960] てる建物の中を全部探してってなんで
[02:17:44.880] 気づかなかった
[02:17:45.920] [音楽]
[02:17:48.240] わけあれはさすがに何かいる調べて
[02:17:54.240] くるああくそ当たんねえだめ
[02:17:57.559] だ援護してうわくそ近くに来
[02:18:03.439] てるたぞ
[02:18:10.000] 殺し家の中にいる
[02:18:18.960] くそ来るな
[02:18:29.200] みんなこの家に来ようとしてんなどうだ
[02:18:32.639] 収穫はどうだマジで何もない
[02:18:37.760] よカ静かにじゃ
[02:18:43.519] な
[02:18:46.359] 来いパート来る
[02:18:49.719] かし全員この家来いよ1回1人1人
[02:19:05.800] なあと何人いるのかしら結構いる
[02:19:11.319] 12状況
[02:19:13.479] はなんかねった3人はいるな多分これ何も
[02:19:18.359] ないけどあ4人だね
[02:19:25.160] 12ここまでは来ないか
[02:19:36.519] な何か見つけたか何もない
[02:19:40.840] わけ何も見つからないこの家までは来ない
[02:19:45.479] かああそうだなこの辺りにいるはずだ
[02:19:51.200] いや犬だよまたコゴ
[02:19:54.120] [音楽]
[02:19:59.399] 1うんちゃんありがとう
[02:20:13.120] こんばんはえ何なんでバレたばれたりなん
[02:20:18.359] でバレた意味がわからんなんでバレた
[02:20:23.640] 何
[02:20:28.720] えバル
[02:20:31.200] た了解
[02:20:39.880] だ
[02:20:44.479] くそけんなこのクソ犬おら
[02:21:07.600] ジしょうがないねバレちまってもはしょう
[02:21:10.920] がねえやるしかねえほ来い
[02:21:16.319] よ
[02:21:18.439] ナイスあと何人いんの
[02:21:24.399] るなんでばれたんやわからんなんでばれた
[02:21:27.680] んだろうあこおちゃこんにちこんばんは犬
[02:21:30.640] めっちゃ好きなんだけどさ族とは思えない
[02:21:35.200] 感じクソ犬がって言っちゃった
[02:21:40.520] ね犬好きなんだよくそじそんな犬にねこの
[02:21:47.560] 人分かるからいいよ正体表したね犬好きな
[02:21:51.200] んだけどでもしょうがないだってしょうが
[02:21:53.280] なくない犬にそういうことさせる人間が
[02:21:55.960] くずだわ人間が
[02:21:59.319] クズお人間どこ行った犬好きいい犬は好き
[02:22:04.359] うんないそういうことそういうこと殺して
[02:22:07.080] 殺しに俺のこと殺としる犬は好きじゃ
[02:22:10.280] ない悪い
[02:22:13.000] 犬あ何まだ何にもない2人かあと2人
[02:22:18.800] っぽいな集中見つけて
[02:22:31.280] やるこれさ動いてっから当たんないよね
[02:22:35.640] 痕跡ねえのかやはど行たえな待って何人
[02:22:44.710] [音楽]
[02:22:46.960] いる4
[02:22:48.880] 人屋上になんでバレてるあいつ頭当なかっ
[02:22:53.520] た何や何いるじゃん
[02:23:01.560] くそしょうが
[02:23:05.319] ねえしょうがねえのなやるしかねえよな
[02:23:09.980] [音楽]
[02:23:14.319] オ落ち着いて落ち着け落ち着け大丈夫
[02:23:27.399] 俺ここにいるぞ
[02:23:29.080] 来い俺はここにいる
[02:23:47.800] ぞどうすっかな作るかな
[02:23:52.439] 誰かあいつを見たか誰かやつ見てねえのか
[02:23:57.160] よ意味ないってなんでこの家に来ないの
[02:24:01.319] あいつ
[02:24:14.200] らくそ俺ここにいるの
[02:24:17.200] に来てくれた方が手とればやいのに
[02:24:26.240] あの女はあの女どこに行ったわけ何も
[02:24:37.780] [音楽]
[02:24:44.399] ねえあとどこにいるん
[02:24:48.720] だふ
[02:24:53.240] くそ行くかじゃあもうこの家から出る
[02:24:57.359] か人影が見えねえんだよ
[02:25:10.279] な足音してん
[02:25:15.050] [音楽]
[02:25:17.800] だえどこにいるのまだつかんないあそこ
[02:25:25.359] かそこと
[02:25:32.040] そこやばまたやられてるませどこかでお
[02:25:36.520] 会したことがありますでしょう
[02:25:41.640] か1mて
[02:25:56.000] たねやべ犬釣れてんじゃん
[02:26:01.120] だるやめて
[02:26:04.080] ね犬だるいっ
[02:26:12.479] て来んのかここあ来そうだな
[02:26:19.240] こいつじュちゃんのバイオのエムもブー
[02:26:22.000] ちゃん波にフガフガしてたよえバイオやす
[02:26:45.040] ぞ
[02:26:48.760] た相てしてやん
[02:26:51.680] ぜ
[02:26:53.200] やたあ当たんでだめだ回収しに行きたい
[02:26:58.319] いやだるいもういいやくそこっちが行く
[02:27:01.319] しかねえな
[02:27:06.680] もうこれ倒したらアイテム全回収すれば
[02:27:10.080] いい
[02:27:10.760] やこの辺弓落ちてないかな
[02:27:21.479] 犬なんすよねだるいのは
[02:27:34.840] ねバットで殴っ
[02:27:36.960] [音楽]
[02:27:40.760] とこう必然的に2対1になるやん犬
[02:27:48.240] ってやすぐ
[02:27:55.960] あんま近すぎすぎると匂いで追っかけて
[02:27:57.880] くるし
