[00:00:04.799] 1個目2日目検討1波と2検討1波と来
[01:57:35.000] てんのら
[01:57:36.210] [音楽]
[01:57:37.960] ね威力威力なし命中30絶対レドの詰させ
[01:57:43.560] で相手を攻撃す当てれば一撃に一撃で
[01:57:46.000] 殺せるんだよこれロマンじゃない一撃だよ
[01:57:49.320] 一撃ロマンの塊
[01:57:52.880] 持っ
[01:57:59.730] [音楽]
[01:58:05.719] とく止まるんだりか眠る滝登りは消せない
[01:58:09.719] あれだからあの秘伝技だ
[01:58:14.560] [音楽]
[01:58:16.800] から眠るいらないでしょ
[01:58:24.980] [音楽]
[01:58:26.079] ただ絶対レイドなんかうう絶対レイドって
[01:58:30.480] さ自分よりレベル低い相手にしか効かない
[01:58:33.400] よ確か
[01:58:35.280] ねいらねえか多分視点のレベル70とか
[01:58:39.079] 出してくるから多分これ使えないと思う
[01:58:41.679] 自分よりレベル低いやつだ多分出てこない
[01:58:43.480] んじゃない多分同じかその辺だもんね多分
[01:58:48.400] ね配信終わったら絶対レド絶対レイド絶対
[01:58:52.679] レドね涙さん
[01:58:58.000] 涙絶対レイドうんいらないねいらないいら
[01:59:01.360] ないもうもダメじゃん全然もうやめべえか
[01:59:06.440] なこれ腹立つからこれ全然映んねえよこれ
[01:59:11.520] イライラするのイライラ3万したやぞ
[01:59:17.840] これハッピーハッピーハッピー
[01:59:22.200] [音楽]
[01:59:29.560] まあ行ったなどうすっかなこれ今65のを
[01:59:34.040] 損ねるなよ本当だよ俺はあまり怒らせる
[01:59:37.400] ないやちょっと変えようガブレベル上げ
[01:59:40.760] ガブもレベル65まで持っ
[01:59:43.100] [音楽]
[01:59:46.880] てこう今日マジでこれで終わりそうだな
[01:59:55.560] いやなげえよこのゲーム
[01:59:59.840] な今頃あいつがあの今頃メタグロスが生き
[02:00:04.079] てればなそれでもいいよそれでもいいか
[02:00:07.599] それでもいいって言ってくれるんだったら
[02:00:09.159] いいやただ俺そろそろなんかレトロゲーム
[02:00:11.840] やりたいレトロゲームなんだけどさこれ
[02:00:13.719] もも10年以上前のゲームなんだけど
[02:00:16.360] ファミコンのゲームがこしいぜあいつ死ん
[02:00:18.560] だんだ
[02:00:19.920] よ未だに思い出すもん
[02:00:22.800] 忘れらんねえよやっぱあいつのこと好き
[02:00:25.920] だったんだなっ
[02:00:28.500] [音楽]
[02:00:34.440] てあいつ強かったもんな
[02:00:37.480] カウントダウンバレンタイン
[02:00:41.280] まで何何がRPG何がレトロゲーム思いの
[02:00:46.960] ならどうだかね何やるかわかんない
[02:00:50.840] アクションゲームやりたい悪魔ドラキュラ
[02:00:53.239] やりたい久々になんか普通にドラキュラの
[02:00:57.040] なんかまだやってないやつやろっかなと
[02:00:58.320] 思っ
[02:00:59.199] てるバレンタインもうそんな近本当だ
[02:01:03.280] ねバレンタインもうけだ
[02:01:06.119] なこないだ豆投げたばっかなの
[02:01:09.440] にさんのジングル完したっぽいねわし用の
[02:01:13.599] やつあそうなのあ知ら
[02:01:16.380] [音楽]
[02:01:18.239] ねマジで
[02:01:24.560] まだ送られてないんかうんうんまだ来て
[02:01:26.719] ない
[02:01:27.520] ねそ地蔵浮さんねあの俺専用のなんかその
[02:01:32.079] ジングル曲をさ作曲してくれたみたい
[02:01:37.000] でなんかそういうのやってるんだよね配信
[02:01:39.599] でなんか
[02:01:40.679] そのだよな
[02:01:44.480] 羨ましい
[02:01:47.800] あの配信でなんかガチャみたいなやつで
[02:01:51.880] ちゃんあるさんお疲れ
[02:01:54.079] あのガチャ当たった人になんか曲1局
[02:01:57.119] プレゼントするみたいな女性の方男性の方
[02:02:00.360] え男性男性男性男性の方あのたまに配信に
[02:02:02.800] 来て
[02:02:04.719] くれるでなんかみーちゃんだったかなみみ
[02:02:08.639] ちゃんがなんか当たったかなんかででも
[02:02:10.480] 自分配信者じゃないんでちゃまさんにあげ
[02:02:13.679] あのちゃまさんに譲そのなんかなんうの
[02:02:16.760] その作曲券みたいなをお名前走って
[02:02:21.960] かみたいなでうん俺のやつやってくれたん
[02:02:24.560] だ
[02:02:25.400] よそれをあれなんだあれしてくれたんだ
[02:02:29.320] 出来上がったん
[02:02:33.719] だまさか当たるとは嬉しいねねでもなんか
[02:02:37.239] 本人嬉しい嬉しい本人はでもなんかうわ
[02:02:40.400] これ確率上げすぎたなつってめちゃめちゃ
[02:02:43.239] タスクいっぱいになって大変だったガ
[02:02:45.079] チャってそうなんだよな俺もガチャやって
[02:02:47.520] た時あるけどさ当たんのよめちゃめちゃ
[02:02:49.920] なんでこんな当たんのいう当たんのよで
[02:02:53.119] 結局テーマあんなくな
[02:02:54.639] るっていうねねちゃま君が当てたわけじゃ
[02:02:57.920] ないの俺が当てたわけじゃ
[02:02:59.760] ない当たるんだよあい
[02:03:08.360] の50ポイント集め切った
[02:03:14.280] もんすいません結局ステッカー当てたかっ
[02:03:18.079] た
[02:03:19.360] なステッカーあるもんまだ
[02:03:23.599] よいしょほらセカまだあるんです実
[02:03:27.840] は今度なんかイベントだあれがあったら
[02:03:30.520] なんか
[02:03:32.320] ろっ
[02:03:35.239] てれだってさ送んのめっちゃ大変じゃん
[02:03:39.119] そのシールくれししにあげたべえぐちゃん
[02:03:44.159] にあげなかったっけ俺しちゃんお疲れ
[02:03:45.800] ちゃん
[02:03:49.470] [音楽]
[02:03:53.880] まあ今年はちょっとグッズめちゃめちゃ
[02:03:56.079] 作る予定だ
[02:03:59.360] からまそれを待ってくれな送んのが大変だ
[02:04:02.840] よないやだからどっかのネット販売で
[02:04:05.520] やっぱ買ってもらうのが一番いいだすりと
[02:04:07.280] かで買ってもらうのがいいんだすりたけん
[02:04:09.280] だよすりで同じぐらいのステッカー売ろう
[02:04:11.559] とすんじゃん最低価格だよ俺に利益ゼね
[02:04:15.159] ためとこっとお金お利益ゼロであのに
[02:04:19.520] 可愛いんだよなそのキラキラしキラキラ
[02:04:22.079] シールを売るとするじゃこの同じサイズで
[02:04:24.320] 840だよ1枚高すぎるよねそすずりは
[02:04:28.599] ちょっと申し訳なくてねすりでグッズ売る
[02:04:30.840] 気になれない高すぎて笑すり高あ高だ俺に
[02:04:35.000] それ1円も入んねんだよそこに利益を求め
[02:04:38.119] たいんだったらプラス何百とか自分で設定
[02:04:40.920] できんだよだから1000円にしたらま
[02:04:42.400] 200円ぐらい俺に入るみたいなさ最低
[02:04:45.840] そうなんだよそうそうそう在庫抱えない
[02:04:47.719] からねやっぱこういうの作んのに最初に
[02:04:49.400] 1万とかかかっちゃうからそう在庫背負わ
[02:04:52.400] ないからそれ強えんだよ正直ね売側は
[02:04:56.320] めちゃくちゃいいだってお金0円で作れん
[02:04:58.559] だからやっぱTシャツとかもさ在庫抱える
[02:05:01.400] のがマジで在庫抱えるとやっぱ抱えるため
[02:05:04.840] にはさ各サイズ10枚ずつ作っただけでも
[02:05:07.199] 5万6万とか平気で行くわけよど売れない
[02:05:09.280] もんどうせ売れないそう作れ作れって言っ
[02:05:11.119] てどうせ買わないもんなみんなな知ってん
[02:05:12.719] だよ俺イントリックス
[02:05:14.160] [音楽]
[02:05:23.559] うだからねちょっとねグッズをすりで出す
[02:05:26.239] のどうなのかなと思っ
[02:05:28.559] てめちゃめちゃレアなやつねめちゃめちゃ
[02:05:30.920] 一番最初に俺が作ったやつでしょどうっっ
[02:05:34.599] てるんだろね業者でしょ業者俺はね
[02:05:38.280] ステッカーアップってとこ使ったんだけど
[02:05:40.360] これはねステッカーアップはめちゃめちゃ
[02:05:42.119] いいよステッカーAppっていうサイトが
[02:05:44.639] あるんだけど
[02:05:48.100] [音楽]
[02:05:51.880] 買ったらな通知来たんだよそうなんか誰か
[02:05:54.960] が1枚買っていきましたうわ珍しいやつ
[02:05:57.320] いるなと思ったらチソピカ
[02:06:00.360] [音楽]
[02:06:01.800] あれすりな高すぎてちょっとなTシャツと
[02:06:06.840] か普通にさあそうなの白いやつそうそう
[02:06:11.440] そう俺がデザインしたやつね買えるん
[02:06:16.119] だれえるまだ届いてないんだ買えるんだ
[02:06:19.320] けど高いんだよ高くてしかもあれ別俺に
[02:06:22.239] 1円も入ってないからね
[02:06:23.719] あれだから俺も別になんかやるやる意味お
[02:06:26.719] 金儲けじゃないけどさそんな高い金で買わ
[02:06:29.880] せて動いてるよあそうなんだ1円も入んな
[02:06:33.559] いってなんか損しかしてねえなと思ってま
[02:06:37.000] グッズを作れるっていうのはいいんだけど
[02:06:41.239] 高いんだよ申し訳ねえだTシャツとか平気
[02:06:44.840] で3000と越しちゃう
[02:06:49.480] もんせめてや届けそうだ
[02:06:54.000] ねまあね在庫持てばね自分に利益も入って
[02:06:58.760] 入れて入れてないごめん俺は全然入れて
[02:07:01.480] ないよ俺は入れてないだってスりで作って
[02:07:04.800] も自分で買わなきゃいけないんだもん自分
[02:07:06.360] で欲しくてもだ買ってない
[02:07:09.490] [音楽]
[02:07:10.960] よ俺はKSの裏はでも在庫はなそう在庫は
[02:07:16.199] ちょっとねしかも在庫って売る場所がない
[02:07:18.559] とねーどんなかなって
[02:07:21.840] 裏にゲームボーイのなんかカード入れ
[02:07:25.440] てる俺もでもこれもケース変えてんだよ
[02:07:31.000] [音楽]
[02:07:32.159] なケース変えてんだよなもうなだいぶ使っ
[02:07:35.280] てる携帯変えたいわ可愛いしょこれあの俺
[02:07:38.639] のさグッズ買ってるとこあるじゃグッズっ
[02:07:40.559] ていうかあの改造のアイテム買ってる
[02:07:42.800] サイトがあるんだけどそれが買うとなんか
[02:07:44.320] こういうなんかカードみたいなくれるんだ
[02:07:46.599] せっかくだから入れ
[02:07:48.040] てるンホールレジェンドさんのねこ
[02:07:52.239] の私ちゃまくといったうんちのシール入れ
[02:07:54.920] てあ入れてんのあれうんちミュージアム
[02:08:00.360] なこれのあのこいつのさあの部品買った時
[02:08:05.559] のやつ
[02:08:06.210] [音楽]
[02:08:12.840] がグッズってどうすんのがいいんだろうな
[02:08:17.050] [音楽]
[02:08:39.639] ちゃまのフィギュアでないか
[02:08:41.760] なマジで作って欲しいんだ
[02:08:45.079] けど立体物って嬉しいよねにるのいよね
[02:08:50.199] うんだから12月の
[02:08:52.320] 分だけ庫抱えるとかそうそうそうそう
[02:08:57.040] 抱えるね結局買うって言って作っても買わ
[02:08:59.840] ねえからみんなグッズ買う時ってめっちゃ
[02:09:02.000] 現実的に考えちゃうよ
[02:09:04.280] ねしかも配信者のグッズって
[02:09:08.440] さ自分でいうのもなんだけどで願します
[02:09:13.760] 1また止まったくそこれなんなんだよ
[02:09:17.360] めんどくせえな
[02:09:21.370] [音楽]
[02:09:24.239] まイベントリアルイベントの時はグッズ
[02:09:27.000] 出すけど
[02:09:28.730] [音楽]
[02:09:33.159] ね身パネルか立体嬉いも
[02:09:39.199] い作ってもいいよ勝手に作っていいよ
[02:09:43.639] ちょっとどころじゃめちゃめちゃかる
[02:09:47.000] よやっぱねフィギュアとかあこないののさ
[02:09:50.800] 俺のさ
[02:09:52.719] リナルアドバンス作ろうなそういうのも
[02:09:55.599] できる
[02:09:56.200] [音楽]
[02:09:57.440] よああぐみとかあ立体物ってやっぱいいよ
[02:10:01.159] ねこのこれとか
[02:10:03.199] ねこれとかあれすごかったそうこうやっぱ
[02:10:07.599] 立体物作ってくれんのはめちゃめちゃ
[02:10:10.079] いいこれ売れそうやもんね普通にただま
[02:10:13.520] そのポケモンっていうキャラクターだから
[02:10:14.920] ダメだけど天才だと思うあれすごいももう
[02:10:19.840] やめたいもうこれく
[02:10:21.880] なもうこれめどいよて嬉しかったあれ
[02:10:26.639] すごいよ
[02:10:27.920] ねやめないよちゃんと俺だもんやめない
[02:10:31.670] [音楽]
[02:10:34.280] よ立体つまりアカップアイカップのグッズ
[02:10:39.040] 欲しいドラマ君マジで嬉しいこういうの
[02:10:44.800] やっぱりラコマ君にはいろんなもんもらっ
[02:10:47.679] てるからな俺な
[02:10:51.590] [音楽]
[02:10:54.559] カップの
[02:10:56.119] グッズアイカップ
[02:10:59.760] グッズフレスタ
[02:11:02.440] だ顔がになっっ
[02:11:06.840] たそうなん
[02:11:09.720] [音楽]
[02:11:13.800] だたやってねいやいやすい
[02:11:17.560] [音楽]
[02:11:19.360] よ男
[02:11:22.199] 涙ガンバさん涙ガンバさん涙そろそろまた
[02:11:26.840] プラモデルなんか送ろデラコマ君にまた
[02:11:29.559] 塗装してもらおうそれまた組む配信したい
[02:11:32.800] 目をまん丸にしたらバルちゃんになったよ
[02:11:39.480] 笑まあいらない
[02:11:51.360] お料理もまたしてねお料理もしないとね月
[02:11:55.159] 1でねぜひぜひ俺も見たいわうんおいね俺
[02:12:01.920] あの次メタルギアのやつやりたいんだよな
[02:12:04.639] あのさデラコ君さメタルギアのコブ屋のさ
[02:12:09.079] メタルギアのキット送ったら塗装っって
[02:12:12.079] できる家族に見せてるから料理はつあそう
[02:12:15.719] なん
[02:12:17.320] だ何やるかだようんのでかいやつまた
[02:12:22.199] みんなが作れるやつも頼みたいチキン南蛮
[02:12:24.920] みたい確かに確か
[02:12:27.720] [音楽]
[02:12:31.960] に次何やろっかな料理オッケーマジで
[02:12:36.760] たこ焼きなんすぐ終わるとたこ焼きなんて
[02:12:40.760] ジャマクッキング男の黄金カレー無水
[02:12:44.760] カレーしたいんだけど無カレするのすぐ
[02:12:47.040] チキン何番のこって言われるそうあれどん
[02:12:50.000] だけでけんだろ結構でかいみたいだよ
[02:12:52.920] あれ結構でかい
[02:12:55.800] みたいわかんないけど無カレーな無水
[02:12:58.719] カレー配信したいんだけど無水カレー
[02:13:01.760] 配信本当にできん
[02:13:05.119] のスペースとかいっぱい入た
[02:13:11.880] スペース不粋な
[02:13:14.440] カ
[02:13:16.410] [音楽]
[02:13:17.960] おおおおランディ
[02:13:26.300] [音楽]
[02:13:34.760] おもろいそこはロってるだろう
[02:13:37.719] がお
[02:13:40.079] 疲れ
[02:13:42.159] やワくお疲れ様ですどうすか調子
[02:13:46.840] は調子はどうですかい感
[02:13:51.360] めっさ眠いですあお疲れ様僕も眠いです僕
[02:13:54.760] も眠い
[02:13:55.880] です昨日熟睡するぞってツイートしたのに
[02:13:59.040] さじんちゃんから電話かかってきて3時だ
[02:14:01.079] よあいつマジでさお疲れ様ねみんなあいつ
[02:14:05.119] マジで笑笑で俺の寝るっていうあの
[02:14:08.239] ツイートを見てちゃまのあのちゃまのあの
[02:14:11.960] ツイートめちゃめちゃ笑ったわ寝る言っ
[02:14:14.960] とるやんけまあでもしょうがないけどね
[02:14:18.159] あの色々打ち合わせがありましてね色々ね
[02:14:21.480] [音楽]
[02:14:25.239] あいつ喋んの好きなんちゃんの笑い方
[02:14:29.119] ふふ確かにどんどん声出てないの笑うほと
[02:14:33.159] まあもうねえもうなんだよこれ
[02:14:38.000] もうたも裏方くそえうそれはわかんない
[02:14:43.440] いやもイベントのことはまだ分かりません
[02:14:45.360] やるよとしか言いませんそれはまだわかん
[02:14:48.239] ない発表を待て怒らないよ発表を
[02:14:52.480] 待て発表したい早く発表したくてうずうず
[02:14:55.199] してるんだけどねはさきまで裏してますあ
[02:14:59.000] ささんのね30万か30万ぐらい
[02:15:02.620] [笑い]
[02:15:05.239] かかる
[02:15:07.040] 30万かかる
[02:15:10.719] ねどうにかするよどうにかするしかないよ
[02:15:13.559] ねどうにかするしかないよ
[02:15:17.740] [音楽]
[02:15:21.800] ちびまるこちゃん買えなくなっちゃう買わ
[02:15:24.320] ねえよ元からあれ460万だル公開して
[02:15:27.320] 30万かかるねみお
[02:15:31.440] 願い何がよ何も言ってねえだろまあでも
[02:15:35.719] わかんないそのとこドネル公開するだろう
[02:15:39.280] しねそれイベント前のあったらよろしくお
[02:15:41.599] 願いしますそしたら1円でもいいマジで禁
[02:15:44.199] してほしいいやそれこそいや今からやって
[02:15:48.440] もしょうがないから今しときましょ今は
[02:15:51.320] やってましょう
[02:15:52.679] かとりあえずどういうイベントかっていう
[02:15:55.320] のと誰が出るのかみたいなそういうのを
[02:15:57.880] 発表しきった後じゃないと多分それは無理
[02:16:00.040] だと
[02:16:00.920] 思ううん今からやってもしょうがない
[02:16:05.040] なますごい今準備してるんすよ色々色々
[02:16:09.280] 準備してんだ半年後くらい
[02:16:12.360] いやあ
[02:16:14.280] うんどうなんだろうな配信つけるんだよね
[02:16:17.599] 確か配信もつつけるよもちろんその
[02:16:19.400] イベントはねうんい来て欲しいけどねてか
[02:16:23.159] 来た方がいいと思うごめんななんか匂わせ
[02:16:25.960] みたいな言葉言えなくてごめんでも絶対
[02:16:27.880] 現地来た方がいいと思うよ俺はそのなんか
[02:16:30.199] 来て欲しいってのもちろんあるんだけど来
[02:16:31.800] た方が絶対に
[02:16:33.040] 楽しいと思い
[02:16:37.280] ますいやまちょっとまあんまり匂わせ
[02:16:39.960] みたいなことばっかり言ってもしょうが
[02:16:41.120] ないからねあんまり言わないけどま忘れた
[02:16:44.679] 頃にまた告知するよでも詳細言いません
[02:16:47.439] 言えないっすねまだ言いたいのも山だけど
[02:16:50.280] まだ言えない
[02:16:51.439] あおみごめんなありがと
[02:16:54.639] なおやすみお
[02:16:57.679] やすみワ
[02:17:00.639] マッほ何ほらてなんだほら
[02:17:04.880] て俺らと扱い
[02:17:07.260] [笑い]
[02:17:09.760] う何があ近くねえだろ何違った今ごめん
[02:17:16.559] なっててね
[02:17:21.519] ごめんなわわかんないわわかんない話して
[02:17:24.880] ごめんなっていう
[02:17:26.160] 話なんでふて
[02:17:28.399] ねなんでふてねあ来ててねってだけで
[02:17:33.200] 可愛いのいいな俺もてお前はいいもやるま
[02:17:37.519] チャピはまギリギリか
[02:17:40.439] なんなことないいっすすいませんなことな
[02:17:42.920] いっすそんなことないうるせえ
[02:17:46.290] [音楽]
[02:17:51.760] 冗談冗談冗談冗談冗談あごめんてごめん
[02:17:57.240] ごめんてびごめんてごめんな嘘だ冗談んだ
[02:18:02.639] よ死んだからと人間関係人間関係だってさ
[02:18:07.719] ああ俺俺も俺もレミ俺も今俺も今あれだわ
[02:18:13.000] 人間関係がダメになりそうだ
[02:18:16.639] わあレミポケモンが死んだからねごめんな
[02:18:21.040] まランディはまいいけどチソ
[02:18:24.240] ちゃんチステッカーあげるから許し
[02:18:28.080] てじゃ冗談やん
[02:18:31.240] け嘘つけ絶対来るよあ嘘そういう心はよく
[02:18:34.639] ないいつでも人は離れていくものと考え
[02:18:37.319] ていかなきゃいけないですね本当にそう
[02:18:39.000] 思いますよありがとうかし死んだ
[02:18:43.059] [笑い]
[02:18:44.519] よ今日は今日もだろがああ傷つけた
[02:18:53.800] 人間ちょっとレミちょっと寝る前に何の何
[02:18:57.479] 人間関係って学校高校高校の人間関係まも
[02:19:03.160] 女の子ま活問題かそうだよなさん
[02:19:07.680] [笑い]
[02:19:09.240] とお母さんか仲悪いのお母さんとお母さん
[02:19:15.040] とDMなのにおさんかれん
[02:19:20.880] お母さんわけなお母さんとDMなんだ
[02:19:24.439] LINEとかじゃないん
[02:19:28.000] だお母さんとドムの人お母さんとDMの人
[02:19:32.599] バカやろお前DMの人ってなんだよDMの
[02:19:36.120] 人ってよDMの人ってなんだよのママは
[02:19:39.639] リネも危ういよあうちのママもリネやっと
[02:19:41.840] 覚えた
[02:19:42.760] よ邪魔じゃないよな俺じゃねえよふざけん
[02:19:46.399] なあ俺あ俺のDMがもしかして圧だった
[02:19:50.240] ごめん
[02:19:51.680] 俺のDMが良くなかったのかなターのう
[02:19:54.720] 来るの変だなおらおランディだってお前
[02:19:58.960] なんかおかしいお前なんかほらランディ
[02:20:01.280] だって俺も心配してますぶりしてんじゃ
[02:20:03.240] ねえかよお前人にだけ言いやがって
[02:20:06.520] よお前だってなんかだろそうやって言うの
[02:20:10.880] 俺だっていつもそうだと思ってるもん俺
[02:20:13.680] だっていつもそうだって思ってる
[02:20:15.690] [音楽]
[02:20:17.399] けどどんなDM来んのどんなDM来んの
[02:20:21.040] [音楽]
[02:20:23.560] みちゃん遊び行こうよみたい
[02:20:27.680] [音楽]
[02:20:38.439] なそうだねちょっと待
[02:20:43.600] てんのるかご
[02:20:47.760] [音楽]
[02:20:52.040] ナチュラルにチには来ないだろみたいな
[02:20:54.080] やめな来るからチャピにもなあ来るよな
[02:20:58.640] やめな
[02:20:59.700] [音楽]
[02:21:01.160] ランディも来るんだみたい
[02:21:03.540] [音楽]
[02:21:04.830] [笑い]
[02:21:14.319] なん
[02:21:17.319] 出えお女の子今ここにいる全員で聞きたい
[02:21:22.280] やっぱ来るんかDMってどういうDMが
[02:21:26.359] 来ん
[02:21:27.439] のそれセクハじゃねえべさすがにしたない
[02:21:32.560] 謝罪ちなみランディは何の謝罪をDMした
[02:21:35.800] の何謝罪のDMってガチやんそれも男だ
[02:21:40.840] けど私見てっ
[02:21:43.800] の
[02:21:46.000] 笑笑え待ってZそ本当なんで俺には来ない
[02:21:49.520] の
[02:21:51.490] [音楽]
[02:21:53.240] 快なコメントだったら申し訳ござい
[02:22:04.920] まんでそれなんて
[02:22:09.040] コメンそうなんだえじゃ来た
[02:22:13.880] のえはからんてたの
[02:22:20.880] ランおじはいい人だから好き俺も太郎から
[02:22:23.800] 来たことあるよ一番最初にバルちゃんと
[02:22:26.600] 仲良くなってレイドもらってさニナと
[02:22:30.760] かにんなとか
[02:22:33.680] あのうんちゃんとかがお前種してんじゃ
[02:22:37.840] ねえお前らおいあの俺俺俺のコメント欄で
[02:22:41.240] めちゃめちゃ暴れたのねその後にわざわざ
[02:22:44.120] DM来てうちのリスナーがすいませんて
[02:22:48.080] イチャイチするな私も横になるリスナが
[02:22:51.080] ごめんなさてDMたでそれ俺はうんちゃん
[02:22:54.399] にちったそうやろあのツトの
[02:22:59.000] 止まるの
[02:23:01.200] 草か配信お疲れ様たえでそんなんは別にさ
[02:23:07.200] あれなんじゃないのうぜえかうぜえけどな
[02:23:10.439] 返さなくていいじゃんだそんな
[02:23:12.520] のもう来るのすらうんかるのすうん
[02:23:21.760] ワンチャンそから膨らんでみたいな
[02:23:26.560] けあもうDM公開しなきゃいいんじゃ
[02:23:30.359] ないけんね
[02:23:32.440] [音楽]
[02:23:36.640] それちんちんでフリック入力ちんちんで
[02:23:39.960] フリック
[02:23:41.920] 入力そうめどくせえなら閉じるのもそうだ
[02:23:48.760] ねだねバカ
[02:23:54.640] 野郎器用だな汚ねえ
[02:23:59.880] しえでもやっぱ来るんかそういうのなたも
[02:24:05.960] 来るん
[02:24:06.440] [音楽]
[02:24:08.720] でしょドム閉じるの調べたんだけどでき
[02:24:12.080] なかったフリックできる
[02:24:14.680] くられちゃうよドム閉じると閉じるでさま
[02:24:18.680] 色々不便だよななの来るの聞きたい
[02:24:23.880] ね前にあの金子さんがさリメカさんがさ
[02:24:28.800] 配信やってたさキDM選手権見てる俺も
[02:24:32.560] やりてんだけどあれ集めかな俺もリスナー
[02:24:35.640] からリスナー企画呼ばれなくなっそうだね
[02:24:38.720] だから色々あるもんね連絡事項がねやって
[02:24:42.000] やり
[02:24:43.399] てえキDMO選手権やりてえなあと
[02:24:47.080] お母さん無理なんでお母さん無理なんだよ
[02:24:49.640] お母さん仲邪魔にドし
[02:24:52.359] たいに細かいルー確認をと
[02:24:56.399] かうリスナーさん
[02:24:58.180] [音楽]
[02:25:00.240] からそくらいしてほしいよ俺のリスナーに
[02:25:05.520] [音楽]
[02:25:07.920] もていられんだよふざけんないるだろう
[02:25:12.000] が色々来るん
[02:25:14.640] ださんのれに入りますかね
[02:25:20.560] ダルドム
[02:25:22.040] 草ダルドムだってさガチやん
[02:25:27.960] 笑笑ダルドムだってな悪気ないんだけどな
[02:25:33.560] びっくりしたもん
[02:25:38.040] 笑そうやそう今あるんだねやっぱねそう
[02:25:41.279] いうのがねカロ泣かない
[02:25:45.040] でじゃ俺も霊話分とかにすがりたくなる
[02:25:48.920] くらいには仲悪い
[02:25:50.760] さあそこでねすがっちゃったら負けよそこ
[02:25:54.560] ですがるといい気になるからねそういつら
[02:25:56.439] は絶対あなんかこっからワンチャンあるか
[02:25:59.000] もみたいなていうかさ高校生にそんなん
[02:26:02.200] ちゃダメでしょいい大人がさたどうしよう
[02:26:06.399] もねえな本当にでもレ良かったら俺話聞く
[02:26:10.160] よ
[02:26:11.479] うん俺でよければ話聞くけどねうんキモい
[02:26:15.240] よねまそんなやつら話ダメダメダメダメ俺
[02:26:18.880] 俺が俺は話聞く
[02:26:20.980] [笑い]
[02:26:23.600] あにんだにんだにんお疲れもうレベル上げ
[02:26:28.600] したくねえんだけどマジで飽きたよもう
[02:26:30.720] これ
[02:26:32.359] 俺全然出てこねえ
[02:26:35.680] しお母さんと仲悪いのはなでもいある
[02:26:40.120] なんかあるよなでもそうもなうちは
[02:26:42.359] めちゃめちゃ仲いいけどお父さんがいない
[02:26:43.880] 代わりになけどちゃんとてくれないよ
[02:26:53.520] も多そうだねマジでそうだ
[02:26:56.359] ね聞く時は聞くさ俺もうなんでもDMして
[02:27:01.240] こいよえんなおいわけねえだろうかそうな
[02:27:05.120] んだよねそうなんだよねじゃないよ絶対
[02:27:07.760] 聞かない
[02:27:09.279] で待って待って待
[02:27:11.840] て相談役のちゃまゲて言われ男だよ俺が
[02:27:16.040] 困ったらもう俺高校生もうて寝で終わり
[02:27:21.720] でょそんなことないよそんなことねえ
[02:27:26.040] よはあなんだがパチこいてねえっておめえ
[02:27:33.240] 俺引っ切り出しだったんだよ当時は女の子
[02:27:37.640] からのLINEが切りながらしか聞いて
[02:27:39.760] くれないでしょ聞くって俺はチマッシュ
[02:27:42.319] アップのイベントのバロでさんいつもと
[02:27:44.920] 違うってコメントが滑ったからました
[02:27:50.399] 相乗らないよ笑なん
[02:27:55.000] だっあそんなコメントしてたんだあとで
[02:27:58.399] アーカイブ
[02:27:59.640] 見そんな気にしすぎだよおめえもおもろ
[02:28:03.240] すぎる気にしすぎだよあまちゃん
[02:28:05.359] こんばんはまちゃんこんばんはじゃなんか
[02:28:07.640] 俺がなんか女の子のそういう話なんか聞か
[02:28:10.560] ないみたいないや俺女の子お前さ俺俺
[02:28:14.800] めちゃ聞くでどうした話聞こうか聞くよ
[02:28:20.120] ああなんかおかしいいやめっちゃ聞くし
[02:28:22.680] こんばんはどうもこんばんはほっちも
[02:28:24.279] こんばんは聞くから今話したら聞いて
[02:28:27.680] くれるよ今話したでいつもいつもないよ
[02:28:30.560] 聞く聞く聞く裏でも聞くよああだるそんな
[02:28:34.560] こと思ってないですああだ真剣に相談され
[02:28:40.080] たらめちゃめちゃ効くけどね裏では
[02:28:42.160] めっちゃテンション低いもんちゃ落ち着い
[02:28:44.880] たテンションで行くこんな感じではいか
[02:28:46.840] ないよらないもんね笑ネタにならないとか
[02:28:49.479] じゃね言ってないやろはい何でしょう
[02:28:52.760] かえ俺めっちゃ聞くやろちゃくは笑いいよ
[02:28:57.359] でしょなんだちゃまくんてそういうのは
[02:29:00.960] 好きな女にだけする方がいい
[02:29:05.080] よなんかなんか怒られ
[02:29:08.479] たなんか怒られたんだけどそれはそうそっ
[02:29:12.240] かうんじゃあそうしよっか笑笑じゃあそう
[02:29:16.279] しようそうだねそうかもね笑えちゃった
[02:29:21.399] 笑笑いやで
[02:29:23.359] もでも俺話聞くであほらほらほら
[02:29:29.279] ほら聞くやろ
[02:29:35.479] 普通この前茶げに今日の夜飯どしたら
[02:29:39.120] いいって相談のドムしたらなかったいや
[02:29:42.359] 絶対してねえだろお前えしてないよね本当
[02:29:45.000] に聞いてくれるもんね人の話聞くの楽しい
[02:29:48.399] してないじゃねざだ笑笑してねえじゃねえ
[02:29:52.359] かよおお前から来てるDMはお前から
[02:29:58.080] おめえから来てるDMお前あれだろよこの
[02:30:01.640] AV女優wiikのお前URLしか来て
[02:30:04.040] ねえよ人からはおいみんなかかのDM
[02:30:07.279] さらすわAV女優Wのあれしか来てねえよ
[02:30:10.520] げにほぼ送ったことない笑笑AV女優
