[00:00:00.120] はい
[03:17:26.399] すげえここにリンクされてん
[03:17:29.399] だすごいわこれはブラさんのブラさんの
[03:17:33.560] ことね知る人と知る伝説の配信者ブライト
[03:17:35.960] リシのこと現在は配信していない
[03:17:37.960] Twitchでの交流もえ他現実でも交流
[03:17:41.199] がありその際のやり取りはファンにとって
[03:17:42.920] 微笑ましい普段着が遊戯王に登場する買と
[03:17:46.160] 似てることに話題になったすごいなこれで
[03:17:49.239] 俺の
[03:17:50.319] このこのこれ会場
[03:17:55.319] じゃん買い場せとみてだなつってここに
[03:17:58.439] リンクされてのすごいねゲーが細かいです
[03:18:02.319] ねこういうのいいですよもっとどんどん
[03:18:04.800] やってくださいねこういうチゲウキなチゲ
[03:18:08.760] ウキどんどんやってくれな最近俺あんま見
[03:18:11.800] てなかったけどあんま見てなかった
[03:18:15.760] けどあすげえ
[03:18:18.319] えあこれ前もあったっ
[03:18:21.199] けハード別キプレイゲーム一覧おおうわ
[03:18:27.359] すご
[03:18:31.760] はあうわしかも見てこのさこのさそこに
[03:18:36.720] ラスハゲがこれすごくない色見て色色が
[03:18:40.560] ちゃんとさそのゲームの色になっ
[03:18:44.319] てるうわゲープ出た
[03:18:49.319] だけどもすごいでももっとあるなあメガ
[03:18:53.479] ドライブとか
[03:18:54.800] すごいあでも俺もっとあるなもっとあるよ
[03:19:00.160] これ自分でやのめどくせえなてやったん
[03:19:02.800] ちゃう
[03:19:03.720] のこれめんどくせえなでももっとあるんだ
[03:19:06.479] けどなもっとめちゃくちゃあるよ書いて
[03:19:08.920] ないやつめっちゃ手がこんでるやんめちゃ
[03:19:11.479] 手こんでるねえごめんこのくそビビット
[03:19:15.199] アーミーのクソエロいあれが出ちゃっ私は
[03:19:17.399] 編集したことないですこれすごいねえこれ
[03:19:22.880] さええこれちょっと更新したいな贅沢行っ
[03:19:27.520] たら
[03:19:28.600] バチじゃあ有能秘書かなこれすごい
[03:19:34.520] ねNEC
[03:19:38.279] NECラストアルメのプリンセスメーカー
[03:19:41.080] なあ上から言ってくね誰かこれ聞いてたら
[03:19:43.960] 直しといてこれあのファミコンさ
[03:19:47.800] ファミコンで言ってもまだいっぱいあるよ
[03:19:50.800] コントラもやったじゃんコントラでしょ
[03:19:53.720] クリアじゃないもんねプレプレイでしょえ
[03:19:56.560] めちゃくちゃあるぜそし
[03:19:59.279] たらえていうかさまずさここにあれ入って
[03:20:03.560] ねえのおかしいだろボコスカボーズ入って
[03:20:05.960] ねえじゃねえ
[03:20:07.279] かボコスカボーズ入ってねえじゃんでなん
[03:20:11.840] だえっとえっとあと何やったっけ
[03:20:17.080] 悪魔城伝説は入ってないじゃんほら悪魔城
[03:20:21.040] 伝説も入って
[03:20:22.239] ないしょ悪魔城伝説とやでもこれ言って
[03:20:27.680] たら
[03:20:28.680] 年以って指定してなかっ
[03:20:31.680] た歴史判定されましたそうだっけえでもで
[03:20:37.080] もで
[03:20:41.439] も逆にこは
[03:20:44.520] スーパーマリオったっ
[03:20:47.560] ね逆にこれはやってねえなロックマン2
[03:20:51.760] やったねバトルトーやった忍者殿マザー
[03:20:54.560] マザやったグラディウス2えドラキュラ君
[03:20:57.720] やった忍者龍剣やっ
[03:21:00.120] たねこれ最近だよねドラゴンクエスト1
[03:21:02.640] やった作り9やったマインドシーカやった
[03:21:05.840] これはやってねえんじゃねえかなマリオ
[03:21:08.279] ブラザーズ3じゃないやってたのは3は
[03:21:10.920] やってた
[03:21:12.359] よやったラパートやった
[03:21:16.840] ね
[03:21:17.920] えっとYYワールドで言っただから
[03:21:20.760] コントラもやったでしょコントラもやった
[03:21:24.160] し悪魔城伝説もやった
[03:21:27.080] しあとなんだろう
[03:21:30.279] なまあでも切りねえかでもこれ言って
[03:21:35.399] たら配信としてやったのそんなもんかでも
[03:21:39.439] えもっとやってると思うけどねファミコン
[03:21:41.960] なんてねあとなんかやってたっけこれ以外
[03:21:44.359] になんか分かる覚えてる
[03:21:46.400] [音楽]
[03:21:48.760] 出てこねえなそれよりも俺このあれだわ
[03:21:51.520] このビビットアビのくそくそエロいこの
[03:21:54.359] 広告がごめんあの目に入っちゃたれてた気
[03:21:57.600] がするカービーいやカービーあれ
[03:21:59.800] アドバンス版だなあれはアドバンス版あ
[03:22:02.479] ファミコンもちょっと触ってたけどあ
[03:22:05.479] コントラと悪魔伝説追加しましあ
[03:22:07.920] ありがとうありがとう助かるあと何があっ
[03:22:10.640] たかなえなんか覚えてないこれあのま
[03:22:15.080] なんか配信で触るのよくあるじゃんなんか
[03:22:17.760] ちょこっとだけやってみようよみたいな
[03:22:19.120] それはなしでその第1夜みたいな感じで
[03:22:22.399] あのいつもその配信のタイトルとしてやっ
[03:22:24.560] たのはえこんな
[03:22:27.560] もあ殺戮点殺戮点まままそれPCかなPC
[03:22:32.080] 系かなそうだねPCゲあ入ってる入ってる
[03:22:36.560] ほら入ってる入っ
[03:22:39.439] てるファミコンで俺のファミコンでなんか
[03:22:42.600] まだやってるよねちょっとさレト振り見て
[03:22:45.880] いい
[03:22:47.080] 1回レトフり見て確認しようとまだやっ
[03:22:49.840] てるよ色々色々やってるはずだ
[03:22:55.319] よこれはブルートレイン殺人事件はあやっ
[03:22:59.239] てねえやってねえてか書いてねこれこれ
[03:23:01.239] やった西村筐体をミスてブルトリン殺人
[03:23:03.479] 事件はやったこれめちゃくちゃ面白かった
[03:23:05.359] ですこれめっちゃおすすめね超面白いよ
[03:23:08.160] このゲームマジ
[03:23:09.180] [音楽]
[03:23:10.640] でちょっとこれ見えねえ
[03:23:13.439] からちょっと待って
[03:23:19.600] 了解ごめんねみんなにやらせちゃってあれ
[03:23:22.520] 編集それ持ってたちゃまさんあボテお疲れ
[03:23:26.680] お疲れっていうかまだ寝ねえのかお前曲
[03:23:28.800] まだ寝ねえの曲めちゃくちゃいいよねこれ
[03:23:32.760] おやすみなさい明日も楽しめよ2日
[03:23:37.120] 目ちょっとこれ全画面にさせ
[03:23:41.479] てちょっとちっちゃくなっちゃご無もう
[03:23:46.080] もういいってもうやめてそれ俺が俺が
[03:23:50.479] なんかあれだわ俺がなんか申し訳ねえわ
[03:23:53.199] なんかごめんないいんだよいすんだ
[03:23:58.399] よプスあってサマーレッスンとホーム
[03:24:01.800] スイートホームもやってたよね
[03:24:04.160] なれなれしくしてったなんでね別
[03:24:07.359] 馴れ馴れしくしたことにしも言ってねえお
[03:24:10.479] お前マジやめろよそれ悪いぞそれそれ
[03:24:13.439] なんか俺が悪くなるだろお前あさこれも
[03:24:16.680] やったことにしようよドラゴンクエスト2
[03:24:18.680] もさ俺さもハリボテさんのねイベントで
[03:24:22.640] やらせてもらったじゃないですかこれも
[03:24:23.840] やったことにしようよドラゴンクエスト2
[03:24:26.520] これやったことにしよう
[03:24:28.160] ぜドラゴンクエスト2やってないねあこれ
[03:24:32.160] もかじったけどこれはいつか普通に配信で
[03:24:34.479] やりたいからなしまでやってないカ村も
[03:24:36.560] やってないねマルサの女これ最近買ったん
[03:24:38.840] だ
[03:24:39.640] よやったやっ
[03:24:42.399] たガも実はこれやったことあるんだけど
[03:24:45.880] あまりにも古いからこれなしでいいわ
[03:24:47.399] みんな知らないと
[03:24:50.760] 思う
[03:24:53.319] あーやってないねやってないねこう見ると
[03:24:56.640] 全然やってない
[03:25:00.199] ねこう見るとやってねえな全然ランパード
[03:25:03.399] 入ってるもん
[03:25:04.560] ね1期もやってないあやってないなこう
[03:25:09.880] 見るとね忍者ねうん
[03:25:15.319] シャーロックホームズ東方とかもかじった
[03:25:17.520] けどやっては一応まだやってないあこれも
[03:25:21.439] やったわスプラッターハウスワンパック
[03:25:23.520] ラフティこれもやっ
[03:25:25.520] たスプラッターハウスワンパグラフティ
[03:25:28.800] やってる時にあのワルが初めて俺の配信に
[03:25:32.640] 来たんだよだからこれは覚えてるやったわ
[03:25:35.239] これはクリアした暑いなこれもおもろかっ
[03:25:38.319] た
[03:25:41.600] なマインドシーカー入ってるあ
[03:25:44.520] マッピーキッズ
[03:25:46.279] キズクリアした配信でマッピーキッズも
[03:25:49.800] おもろかったあマッピーランド俺どっちで
[03:25:52.040] やったの
[03:25:53.120] マッピーマッピキッズだよな俺やったの
[03:25:55.920] 多分知らねえと思うけどマッピキッズだな
[03:25:57.800] 俺がやったのマピキッズめっちゃ
[03:25:59.199] おもろかったこれも可愛いんだよ
[03:26:00.800] [音楽]
[03:26:03.199] なスターソルジャーやってないね冒険島
[03:26:07.279] これ最近買ったわこいつかやる
[03:26:12.560] わスーパこれも配信でア久とかやってみ
[03:26:17.239] たいけどね
[03:26:19.239] 地獄星を見る人もやり
[03:26:22.439] てえあ銀河の3人もやりました銀河の3人
[03:26:26.840] 途中でやめた
[03:26:29.000] けど銀河の3人ねあごめんこれあの別に
[03:26:32.319] あのごめん俺が勝手に言ってるだけであの
[03:26:34.199] 追加しなくてもいい
[03:26:36.239] よ結局俺勝手にあのちょっと確かめてる
[03:26:42.439] だけもし余裕あったらやってくれたら
[03:26:44.840] ありがたいけど
[03:26:48.960] マリオUSAはやってないかマザーやって
[03:26:53.680] でしょでこれバトルトドねあでもこんな
[03:26:56.600] もんかえもっとやファミコンもっと色々
[03:26:59.840] やってると思ったけどねそんなもんだね
[03:27:02.520] 意外とあんまりやってねえんだで
[03:27:04.800] ファミコンディスクシステムかドラキュラ
[03:27:07.359] 2と
[03:27:08.990] [音楽]
[03:27:16.520] 悪魔城ドラキュラまずあウパだそうだウパ
[03:27:19.960] そうだわウパもそうだわまずまず1番最初
[03:27:22.600] にあれ入れてほしいわドあの悪魔城
[03:27:25.520] ドラキュラ1番最初にやったゲームだから
[03:27:28.640] 悪魔城ドラキュラはディスクシステムだ
[03:27:31.040] からねでドラキュラ2もやったで
[03:27:36.880] [音楽]
[03:27:43.359] メトロイドアザーファミコンすか
[03:27:48.160] スーパーファミコンねま超魔村そうだね
[03:27:52.040] コスモギャングザビデオで悪魔城とラ
[03:27:54.319] スーファミ版ねえ頑張るごももやった
[03:27:56.760] ロマサガ2もやったグレイトバトルやった
[03:27:59.239] 俺ねあんまりスーファミやってないよね俺
[03:28:02.080] は俺もそれは思うスファミってあんまやっ
[03:28:04.080] てないと思うなんかあのコレクションでも
[03:28:08.439] さいろんなゲームの買ってるじゃん俺
[03:28:10.520] ファミコンも買ってるしアドバンスとかも
[03:28:13.160] 買ってるしまめちゃくちゃいろんなの買っ
[03:28:14.640] てけどファミファミ買わないわなんか
[03:28:17.439] スーパミのゲーム俺あんまり引かれねえん
[03:28:19.319] だよなうわこれいいなっていうのがなんか
[03:28:22.040] あんまりないスーパミってだから悪魔城
[03:28:25.000] ドラキュラとかこういう欲しいところは
[03:28:26.920] 集めてるけどなんかねスーファミて
[03:28:29.600] あんまりなのよ
[03:28:31.439] ねえ結構マイティはスーファミ来る
[03:28:35.479] 刺さるなんかね私スーパーファミコン引か
[03:28:38.960] れるクリースカンク
[03:28:41.479] 買うクリスあれだろよクリーあれあれだろ
[03:28:45.319] あのだろスーファミ版のクーリーてあの
[03:28:49.960] プレステ版のやつあなんかなんだけあの
[03:28:52.439] あのさファ刺さる人にはしっかり刺さる
[03:28:55.040] からなんか俺スじゃねんだよなの
[03:28:59.160] のん
[03:29:01.560] にん終わったハゲ半端なかったよ
[03:29:06.760] 最後評版ねあないないないでもなんか今4
[03:29:10.439] スタがさ4スタがさなんか今もらってさ
[03:29:14.239] なんか作ろうしてるよね
[03:29:17.760] クリサクそんな面しんかなと思っちゃ
[03:29:20.600] けど黒のトリガーもあれ
[03:29:23.880] かあコントラスピリッツ買ったわ半端
[03:29:27.720] なかったよ最後めっちゃ面白かっ
[03:29:30.040] たコントラスピリッツも買ったこれは後で
[03:29:32.520] じちゃっとやるわまたバームトラだからさ
[03:29:35.199] 見てもさあんまりいいゲームないしょいい
[03:29:37.000] ゲームいいゲームはめちゃくちゃあるけど
[03:29:38.960] 高いゲーム全然入ってないしょそんなに
[03:29:41.239] 引かれないんだよあノスフェラトゥはね
[03:29:43.840] 高いけどこれはあのさんのちゃんと買い
[03:29:46.239] ましたから箱付き1万2000円
[03:29:48.800] ストーリー入り込めないのが多いイメージ
[03:29:51.000] でああまあねストーリーはあの解説書まで
[03:29:55.359] あのあの説明書あ最後までできてよかった
[03:29:58.359] じゃんいやほんと考え深かった感動し
[03:30:00.520] ちゃったよなんかそのいろんな意味で
[03:30:01.920] みんなでやったゲームだった
[03:30:04.319] からこれトルネもやった俺配信でトルネ
[03:30:08.600] トルネの不思議のダンジョンやったこれ
[03:30:10.080] めっちゃおもろかったわ
[03:30:14.600] ああれもったよなどっちもやったわトネも
[03:30:19.040] やったしシレもやったうんああ不思議の
[03:30:22.239] ダンジョンやりてえな不思議のダンジョン
[03:30:24.880] やりたい久しぶりになんか普通
[03:30:28.040] になんかおすめの不思議のダンジョンない
[03:30:31.000] あの俺の好きな不思議のダンジョンはあの
[03:30:33.680] ねトルネコの大冒険2と3持ってんだけど
[03:30:36.560] 俺ね不思議のダンジョンにあのストーリー
[03:30:40.160] て必要ないと思うんすよアカとかあのさ
[03:30:43.199] なんかこのこのスーファミ自体みたいな
[03:30:45.040] 感じでさなんか1つのダンジョンにさ何度
[03:30:47.600] も何度もこう挑む系がいいのよなんかさ
[03:30:51.319] それでこ2も3もなんかストーリーがあっ
[03:30:53.479] てさなんか違うダンジョンに入るじゃん
[03:30:55.960] それが嫌なんだよねなんか1個の
[03:30:57.880] ダンジョンがずっとあってさそこに行く
[03:31:00.000] みたいな感じがいい繰り返し行くみたいな
[03:31:02.160] だどっちかっていうと試練が近いのかなっ
[03:31:03.840] て思う試練ってさ1個のダンジョンしか
[03:31:06.359] ないじゃんそこでずっとやってくみたいな
[03:31:09.359] それってなんかないおすすめのやつなんか
[03:31:12.600] ねトルネ2も3も持ってんだけどねなんか
[03:31:14.880] ストーリーがあるとなんかがぶれるんだよ
[03:31:16.520] ねだからポケモン不思議のダンジョンも
[03:31:18.239] なんか俺にとって違うんだよなんか不思議
[03:31:21.040] のダンジョンでストーリーっていらなく
[03:31:23.439] もちろんストーリーあるけどさなんかその
[03:31:25.000] 言いたいこと分かるかな俺が言いたいこと
[03:31:28.080] 伝わるなんか
[03:31:30.239] そのなんか違うんだよね最近のやつって
[03:31:33.199] この昔のた1個のダンジョンに何度も挑む
[03:31:36.000] 系がいいんだ
[03:31:38.040] よオメガラビリンス知ら何それ知らね知ら
[03:31:42.680] んのかなんやねフの試やりたいね
[03:31:46.720] ギャングザビデやりましたウルトラやって
[03:31:48.439] ないグレートバトルやってこれも
[03:31:49.479] おもろかった
[03:31:50.090] [音楽]
[03:31:52.279] ねスーパーゲームボーイ入っての受けない
[03:31:55.399] レトロフリークに入れれるんだと思っ
[03:31:59.760] てあんまりね高いゲーム入ってない
[03:32:03.560] よあマザー2もやったわはわな女の子の
[03:32:07.800] 不思議
[03:32:09.319] のがやってたやつでレベルアップすると
[03:32:12.279] クイックするやつえおっぱいでかくなんの
[03:32:14.560] え何のゲームそれハードはマザー2もやっ
[03:32:18.279] たわマザー2
[03:32:20.760] もわかんないこれなんだこれアノン
[03:32:25.319] ゲームまスーファミでもそんなもんか
[03:32:28.439] 不思議のダンジョンと4とかかなあそんな
[03:32:31.040] 新しいやつなん
[03:32:33.040] だで任天64
[03:32:37.479] は任天64は悪魔城ドラキュラ目力しか
[03:32:41.720] やってない確かにああこれな目力伝もやり
[03:32:45.359] てんだよな目アテムあるんだけどさこれ
[03:32:48.160] おもろかったもんねなんだかんだやった
[03:32:49.920] けどこれおもろかったねでゲームキューブ
[03:32:53.880] はやったないいやゲームキューブWi
[03:32:56.279] wiuって俺やってないんだ配信でね持っ
[03:33:00.199] てるんだけどねでカセットもそこそこ持っ
[03:33:02.000] てんだけど何やっていいかわかんねえんだ
[03:33:04.399] よなこの辺はだそんなにやりてえってのが
[03:33:07.720] 正直ねWiだったらま若干
[03:33:10.760] メトロイドアザーmぐらいかなやりたいの
[03:33:12.800] はであれほぼほぼムービーゲーだかんな
[03:33:15.840] おもしれえんだけどね
[03:33:19.640] メトロイドプライムとかもねうやりたいっ
[03:33:22.720] ちゃやりたいんだけどリ入ったらやるんだ
[03:33:24.479] けどなカービー本体ごと転がすああまそう
[03:33:28.920] までもそれってあれ結局ゲームボーイの
[03:33:31.000] カセットだからねゲームキューブのゲーム
[03:33:33.800] かって言われたらそうじゃないから
[03:33:36.680] ねスイッチは
[03:33:38.920] リングフィットアドベンチャー
[03:33:39.920] ゼノブレイドライフイズストレンジあ
[03:33:42.239] ライフストレンジやったねトルズねこれわ
[03:33:46.760] あとスイッチって何やったっ
[03:33:49.600] けあオララやんオラなやオララほオラ入れ
[03:33:54.720] てくれよ赤字で入れてくれ赤字
[03:33:57.720] で赤字太文字で入れてくれいや冗談だけど
[03:34:02.000] オラナもやったねでそんくらいかスイッっ
[03:34:04.479] て
[03:34:05.800] 笑笑オラナもやったなでもそんくらいだね
[03:34:09.760] リングフィットゼノブレイドオラナライフ
[03:34:13.359] ストレンジあとなんかやったかなスイッ
[03:34:15.439] チってってやってねえよなやってないね
[03:34:18.359] やってないと思うゲームボーイドラキュラ
[03:34:21.399] 伝説ドラキュラ伝説ドラキュラ悪魔
[03:34:23.920] ドラキュラ漆黒の前走局えタゴ
[03:34:27.279] 2あとなんかあったかなゲーム
[03:34:31.279] ボーイゲームボーイて何っポの白
[03:34:35.120] は
[03:34:36.960] 白黒ブラックホワイトやったよブラック
[03:34:39.760] ワイトやったよDSのやつ入ってなかっ
[03:34:42.560] たっけDS
[03:34:44.479] にて入ってる入ってほらDSのとこに入っ
[03:34:46.920] てるよポケモンブラック入ってる入ってる
[03:34:48.399] 入ってるドスかあれスドンキーやってない
[03:34:51.880] のあれDやってない配信ではやってないね
[03:34:55.319] あゲームボーイこれあゲームボーイと
[03:34:59.560] ゲームボーイカラー分けてんのかまでも
[03:35:02.000] いいやゲームボーイ
[03:35:03.520] にテリーのワンダーランド
[03:35:06.239] とマルダの不思議な
[03:35:08.960] 鍵だねマルダの不思議な鍵ドラゴン
[03:35:12.239] クエストモンスこれはやった配信で人生
[03:35:14.920] プレーでやったわ
[03:35:16.439] だいぶ前だけどなめっちゃ前だけど覚えて
[03:35:19.439] ねえだろみんな多分あの頃の人いねえ
[03:35:21.199] だろうな
[03:35:22.479] 多分やったのよこれも人生プレイでやった
[03:35:26.400] [音楽]
[03:35:28.040] わうんあとなんだろう
[03:35:31.239] なやったうわこの辺とかめちゃくちゃおれ
[03:35:35.239] かったよな俺1200あの先言っとくわ
[03:35:37.800] あのフォロワー1200人記念であの悪魔
[03:35:40.920] 城ドラキュラシリーズあの1人でリする
[03:35:43.920] から
[03:35:45.800] ドラキュラを1作目から何ぐらい8作品
[03:35:49.239] ぐらいクリアしようかなと思って今まで
[03:35:51.160] やってきたやつこれ絶対入ってくるわやり
[03:35:53.920] てえもん普通
[03:35:55.800] に1200人記念でやろうと思って
[03:35:59.120] [音楽]
[03:36:00.479] てぷよぷよこれゲームボーイのプぷよぷよ
[03:36:04.640] やばくないぷよぷよて色揃えるゲームなの
[03:36:07.160] に白黒で出すのやばくない尖りすぎでしょ
[03:36:10.199] 全然わかんねんだよぷよぷよて色で揃え
[03:36:13.640] てくのに
[03:36:14.560] さ出すんか尖りすぎだよ笑笑
[03:36:19.800] ぷよぷよぷやったのかいややってはない
[03:36:22.920] 持ってるだけで持ってるだけでやっては
[03:36:25.120] ないおおリッチさんフォローざす
[03:36:27.439] ありがとうございます今日はね僕が今まで
[03:36:30.600] やってきたゲームをちょっと振り返ってる
[03:36:32.960] りさんこんばんは初ちゃったありがとう
[03:36:35.279] 嬉しいなレトロゲーマーのちゃまて言い
[03:36:37.199] ますたお何何何あ俺のこと知っててくれた
[03:36:40.840] のありがとうしかも初チャットでなんか
[03:36:43.199] ロっててくれたんかなありがとう嬉しい
[03:36:46.120] ルブでもドクターマリオは普通に遊べたな
[03:36:49.040] あれは3色だああれはうまいことできてる
[03:36:51.359] よねあの塗りつぶしとあの塗りつぶさない
[03:36:55.319] 白とでその種類だけ出してけどこうププ1
[03:36:57.960] 回やってみるか1回やって
[03:37:00.870] [音楽]
[03:37:07.920] みる島村さんからレイドでたまに見てあ
[03:37:11.239] そうなんだありがとう
[03:37:13.760] ありがとう最近あのあれになっちまって
[03:37:17.000] あのあれになっちまって大変だよ
[03:37:20.100] [音楽]
[03:37:21.439] なおい見てくれこれこれぷよぷよて言うの
[03:37:26.800] かわかんねえぞこれじゃ
[03:37:29.199] よ何色なんだよこれじゃないマジでなマジ
[03:37:33.680] でな俺も気をつけないと
[03:37:36.680] 笑色同じじゃねえ
[03:37:40.040] かこの形で判断するしかね
[03:37:44.240] [音楽]
[03:37:47.359] 結構うまいすよ村さん何かあったのですか
[03:37:50.439] え知らねえの島村さん尿血石でぶっ倒れた
[03:37:54.000] よ配信中
[03:37:55.880] にしさん尿血石でぶっ倒れました配信中に
[03:37:59.600] ねえマジマジまじいてえつってでも本人
[03:38:04.680] 笑ってたからまあまあまあでもまま
[03:38:06.760] ちょっとおいしいおいしいだろうなと思っ
[03:38:08.239] たけどま今は元気でねあのもう家帰ってき
[03:38:10.720] て早く配信したいなんて言ってたけど
[03:38:12.640] 良かったね
[03:38:14.590] [音楽]
[03:38:16.000] それやっぱやばいよ
[03:38:18.840] ねちょっと待ってちょっと待って
[03:38:21.520] ねちょっと待ってね怖いわちょっと待って
[03:38:24.520] ねちょっと待ってえちょっと待ってねえ
[03:38:27.319] あれめっちゃ痛いからねえそりゃ痛てえ
[03:38:31.640] だろあ違う間違え
[03:38:34.680] たなんかわかなんかわかんねえやなんか
[03:38:39.279] 出しねえで連鎖連鎖しようと思ってんだ
[03:38:41.239] けどできねえな難しい
[03:38:43.520] なあこれんじゃないファイアーアイス
[03:38:48.680] ストームダコだもうこれで定もこれった
[03:38:51.960] けど痛いって言ってた中学の時になった
[03:38:55.399] やついんのやべえ
[03:38:57.359] じゃん中学の時になったやついんの
[03:39:02.000] 早まこんな感じかなあゲームボーイカラー
[03:39:08.960] にゲームボーイカラーにあれ追加
[03:39:14.359] でうわ俺ポケモンもやってないねそう見る
[03:39:17.600] とねだから年って関係ないんですよあそう
[03:39:21.160] なんだ怖いねあポケモンカードジビもやっ
[03:39:24.279] た
[03:39:25.520] なうわメトロイドリターンズ
[03:39:31.300] [笑い]
[03:39:45.399] ビワとかねこの辺いいよね味があっていい
[03:39:49.399] よ
[03:39:51.080] ねゲームボーイも俺そんなに持ってないね
[03:39:55.600] あんまりねあのゲームボーイゲームボー
[03:39:58.960] イって今箱説付きで見んのがね
[03:40:00.800] めちゃくちゃ
[03:40:01.640] ね減ってると思うゲームボーイ今マジで
[03:40:04.640] ねえわが好きかな俺ワリオランド3これは
[03:40:08.439] マジで名作これ本当面白いと思ったこれ
[03:40:10.880] 配信でやったけどめっちゃれったこれ
[03:40:13.520] すげえ面白いよこれ暑いなこれ配信でやっ
[03:40:17.000] たよ
[03:40:19.560] これ
[03:40:22.960] ド1も2も面白かったあ1も白いね2
[03:40:27.160] やばいよね外国人が入国できるようになっ
[03:40:30.080] てレトロゲーかて帰ってるらしいねまあね
[03:40:33.120] そうだねそれはあるかもね今レトロゲー
[03:40:36.000] めちゃくちゃもう爆されてる
[03:40:38.800] からま円安だし
[03:40:42.880] ねちょっと待ってね
[03:40:47.680] この前ドンキでファミコンミに売ってた
[03:40:49.920] から買おうか迷ったこれきよこれキヨじゃ
[03:40:54.120] ないこれキヨじゃないキヨはアドバンスの
[03:40:57.199] やつあファミコンミニま俺も持ってはいる
[03:41:01.640] けど使ってねえなあれファミコンミニはさ
[03:41:05.199] あれなんだよ
[03:41:07.120] あの実機中の俺からするとさ実機中の俺
[03:41:11.319] からすると
[03:41:13.160] あのいらねってなっちゃう実でやりゃえや
[03:41:16.040] んけてなかなか今ねえけど実機でやるやつ
[03:41:18.880] なんて俺はでも実機中だからさこれおれん
[03:41:22.439] だよなでみやめた今やんのやめ
[03:41:26.680] たこれは面白いあこれちょっと俺さこれ
[03:41:29.880] あれなんだよちょ気持ち悪いかもしんね
[03:41:31.960] けどさ俺これ気に食わねんだこれあのここ
[03:41:34.040] でこういう風にあのこ戻ってこのここの
[03:41:37.520] 画面をこの個人でただ昔のゲーム楽しむの
[03:41:41.520] は欲しいそうだね確かにあれだけで30本
[03:41:43.479] ぐらい入ってるからね
[03:41:46.159] これをサムネをこしとかないと気が済まね
[03:41:48.680] んで気持ち悪いべだからほら見て全部他の
[03:41:51.439] も
[03:41:52.800] ほら他のもほら全部こうなってんの
[03:41:56.520] よあゴーストバベルもやりたいなこれも
[03:42:00.080] 面白い
[03:42:01.760] ねゲームキューブてゲームボーイ
[03:42:04.080] アドバンスゲームボーイアドバンスだて
[03:42:05.880] もっとやってるよこれ今ねあの俺が今まで
[03:42:08.720] やってきたゲームをちょっと振り返って今
[03:42:10.920] 俺があるんすよチマゲームあのペディアが
[03:42:14.439] あるんけどいうかウキがあるんすけどこれ
[03:42:17.120] に元々タイトル画面が出てるあ違う違う
[03:42:20.800] 違う最後にやったところが出るんだよだ
[03:42:22.920] ロックできるからURLこれチバゲーム
[03:42:25.399] WKなんだけどこれの俺の今までやった
[03:42:27.279] ソフト一覧を更新してるわ今えゲーム
[03:42:30.159] ボードバスなんか持ってやってるからね僕
[03:42:32.319] らの太陽ぞ僕らの太陽悪魔城キラサークル
[03:42:35.399] オブザムーンロックマエグゼあ更新して
[03:42:39.040] ありがとう
[03:42:40.680] あありがてえ入ってるありがてえ
[03:42:45.159] あ勝ち入ってるオ
[03:42:46.960] 夏ありがとうありがとう助かるわありがと
[03:42:50.239] ねあいいねあごめんこれこれは違うわこれ
[03:42:55.159] ねディスクじゃない普通のカセット
[03:42:56.720] ボコスカこっちだなこっちこっちこれは
[03:42:59.319] ディスクじゃねえん
[03:43:01.040] よおいいねいいねいいねコントラやったわ
[03:43:05.439] こんなやってきました今までいろんなの
[03:43:08.040] アドバンスはスパロボをやり尽くしてまし
[03:43:10.399] たああ俺スパロボわかんねんだよな
[03:43:12.760] ロボットあんまわかんねえんだよ
[03:43:18.040] うんいいねいいねアドバンスはもっとやっ
[03:43:20.359] てるって
[03:43:22.560] 絶対もっやってる
[03:43:26.560] ねやってねえなこの辺はやってねえロック
[03:43:29.199] マンエグゼはやったるねロックマンエグゼ
[03:43:31.000] 2とかやりてんだよなからロックマン
[03:43:33.080] エグゼのさサントラの時授業中や電車の中
[03:43:37.640] でやってました
[03:43:39.560] ロックマンエグゼのサントラがさレコード
[03:43:42.760] で出んのよ1から3までやばくね予約し
[03:43:45.439] ちゃった
[03:43:46.600] 全部めっちゃテシ上がったわまさかロック
[03:43:50.199] マエグゼのサントラレコードになると思わ
[03:43:52.520] ねえべ11から3までくそ楽しみだ
[03:43:56.319] わこれもれったかんなこれなめっちゃやっ
[03:43:59.880] たよなこれ配信でやってたんだよこれ
[03:44:02.080] めっちゃもったよこれけろ音楽聞きたい
[03:44:05.359] 音楽聞かせてレクション出たからその流れ
[03:44:07.479] でまそれはそうだろうねそれはそうだね
[03:44:13.170] [拍手]
[03:44:16.040] [音楽]
[03:44:21.080] 100万ポ塗れ
[03:44:22.399] てる
[03:44:24.479] ねいやこれはねめちゃくちゃいい
[03:44:30.359] よクリアしたんだよこれ
[03:44:33.840] なやべえ
[03:44:36.640] なでもエグゼ隠しボスやってないよねま
[03:44:41.040] いいじゃんまいいじゃんそれはいいじゃん
[03:44:43.239] 別にそれはいいじゃん
[03:44:46.760] わ
[03:44:51.080] な敵出てこないのこた見えね
[03:45:00.860] [音楽]
[03:45:02.520] プメだってっ
[03:45:04.640] てるがいよ
[03:45:13.960] ねあチップコンプすんのや
[03:45:20.000] ばうわやべえ
[03:45:22.359] ロックマエグで2やりてえわえ配信で
