[00:00:08.960] うんどうもこんばん
[01:07:05.680] からこれタ
[01:07:08.920] ちゃんちゃんちゃんちゃんちゃガリンちゃ
[01:07:12.319] ちゃんちゃんちゃんちゃん
[01:07:15.760] ちゃんうなばかと思っ
[01:07:23.599] たらしただの誇りでし
[01:07:28.760] た
[01:07:31.279] ちくしこれマジでやってたかなこのネタ
[01:07:34.359] 意味がわかんねえだろ何大原影から電話
[01:07:36.920] かかってちゃ何大原かと思ったら誇りでし
[01:07:39.599] たこれ本当にやってたかんねこの
[01:07:42.520] ネタ
[01:07:44.359] 怖いいわけねえだろシリーズ
[01:07:48.279] 好き明らかに違うシリーズやで金になり
[01:07:52.799] ました畜声すげえよな全然畜じゃ
[01:07:58.319] ない全然畜と思ったイベント楽しみにやに
[01:08:02.520] 行ったらやか本当ももう怒られるからやめ
[01:08:06.200] て怒られるから怒られるからやめて
[01:08:10.160] こんばんはあ沢ほさんこんばんはどうも
[01:08:13.480] こんばんは公優
[01:08:19.000] です怒られるからやめて本当に
[01:08:22.199] バチ書いてるのも好きりばっこデブだです
[01:08:29.880] ばっこここもう1匹ボスいるんだ今日それ
[01:08:32.679] までやって終わりにしようぜすぐ寝る今日
[01:08:34.839] は2時間やって終わり今日2時間配信配信
[01:08:38.000] 時間2時間今日
[01:08:40.100] [音楽]
[01:08:42.839] はあとこんなことよるもんだけど俺
[01:08:45.719] そろそろ別のゲームやりたくなってきた僕
[01:08:48.239] がいないダンジョンだと思ったらお疲れ様
[01:08:51.359] でしたまだ1時間
[01:08:54.000] やるなんか別のゲームマリカじゃねえ別の
[01:08:58.080] ゲーム挟みてえな何やりたいって別の
[01:09:01.000] ゲームなんかま決まってないけど陸してる
[01:09:04.359] とドラクエしたくなるのにねそう陸の
[01:09:07.239] リクエストゲームやってるとあドラクエ
[01:09:09.279] やりてなと思ったけどドラクエな別の
[01:09:11.080] ゲームやりたい当ってくん
[01:09:12.930] [音楽]
[01:09:15.199] だあまりにも順調すぎんだもんだってこれ
[01:09:18.120] 普通のドラコンクエスト配信じゃねえかよ
[01:09:20.839] 俺をもっと苦しませてくれもあるんですえ
[01:09:24.719] めちゃくちゃあるやりたいゲームなんて
[01:09:27.080] めちゃくちゃ罪ゲばっかでアしない何デキ
[01:09:30.359] アてどこのだよや俺一発でできるよ石とか
[01:09:36.679] ね赤あ赤はちょっと
[01:09:40.120] な関ロはちょっと
[01:09:49.759] な薬草でちまちま
[01:09:57.480] 薬草でちまちま回復入れ
[01:10:00.840] てよし行くぞこれ何どこに行くのこれあ竜
[01:10:07.960] の右目左目をここにここにはめんのかあ
[01:10:12.199] そういう
[01:10:15.080] こと言本当に苦しいのはやらないげでした
[01:10:19.560] やらないよ苦しいの嫌いだ
[01:10:22.199] もん楽しくやんのが1番ね
[01:10:26.280] [音楽]
[01:10:31.800] あれもあれだよリクエスト枠ちょっとやっ
[01:10:35.360] ていくからこれ終わっ
[01:10:37.239] たらま敵強すぎるよこれ普通の戦闘で
[01:10:41.520] こんな
[01:10:44.199] ダメージなんだもう朝とそうだった
[01:10:48.800] リクエスト何しよう1人
[01:10:56.239] なんでもいい
[01:10:59.880] よ面白くなかったら面白くないって言っ
[01:11:02.480] ちゃうけど許して
[01:11:06.199] ねリクエストはそこが難しいんだよも高く
[01:11:10.800] て物によります
[01:11:13.800] カマカマカマカマあカマカねマカの
[01:11:17.760] バス釣りナンバーワン絶対面白くねえだろ
[01:11:20.199] んなの絶対に面白くねえだろそれバス
[01:11:24.080] ナンバーワンてスーパーファミコンが
[01:11:26.120] なんか
[01:11:26.880] だ1人ジェンガとかもありですかある意
[01:11:30.679] ゲームだけど
[01:11:32.000] な鈴爆発ああ鈴木爆発いい
[01:11:36.480] ねあの持ってるよその辺はもうすでにあの
[01:11:40.679] ママとか鈴木爆発あたりはもう持ってるん
[01:11:44.440] でやるっつたらすぐできるセガレいじりあ
[01:11:47.960] 持ってる持ってる続セガレジ持ってる
[01:11:55.360] は持ってない絶対面白くないから買わねえ
[01:11:58.520] よ面白くねえだバス3ナンバー
[01:12:03.840] ワンただでさえ買わねえや絶
[01:12:08.239] てただでさえ釣りゲーム興味ねえのにそこ
[01:12:12.199] に糸石しげと加わったらもう余計
[01:12:15.040] なんかガッシュにも買えガッシュには買わ
[01:12:17.840] ない終わるまで買わない卵プチのお店の
[01:12:20.360] やつはあプチプチお店
[01:12:22.960] ちプチプチお店ていいんじゃないやろう
[01:12:26.840] よあれなんか誰かにもそれやれって言われ
[01:12:29.920] てたななんか誰かにもやれって言われてた
[01:12:33.440] デジモンはあ俺デジモン通ってねえんだよ
[01:12:37.600] まリクエストされたらや
[01:12:40.639] 冗談冗談かいたちのお店のやつはさたちと
[01:12:44.800] 違ってちゃんとゲームだから
[01:12:47.520] ねプチプチお見せ5ひになべ持ってたよ
[01:12:52.080] 持ってたてか姉ちゃんが持ってテティ
[01:12:55.880] 12称
[01:12:59.159] アティどこ
[01:13:00.870] [音楽]
[01:13:06.120] 行くどこ行くねん
[01:13:10.679] これ
[01:13:12.560] アティまなんかどなんか今週末あたりは
[01:13:16.520] なんか違うゲームやりたいていうか1回
[01:13:18.360] 配信でパーティーアニマルやろっかな
[01:13:25.239] くなるのやめてね
[01:13:27.639] アティアティアティシっていうのがいこれ
[01:13:31.639] ワトじゃねえんだなんかなっちゃうんだよ
[01:13:34.320] アティ言えね真顔でアティあ言えた
[01:13:37.810] [音楽]
[01:13:45.719] わひルッシュって知ってるハフラッシュ
[01:13:49.880] 知らねえ何それ
[01:13:52.000] 何のゲーム
[01:13:57.400] もう敵が強い
[01:13:59.880] よやばい死ぬか
[01:14:02.400] もプレイング雑じゃないええ知らねえ
[01:14:06.880] ハードはハード
[01:14:08.060] [音楽]
[01:14:23.040] ハードステア
[01:14:25.100] [音楽]
[01:14:27.719] まぶさんがやってたねえーああそうなんだ
[01:14:31.199] マブやってたん
[01:14:33.220] [音楽]
[01:14:34.719] だそうそうふんあ全然いい
[01:14:40.360] よリズムゲーはさあのコンシューマーの
[01:14:43.719] リズムゲーは配信者ほぼほぼできないから
[01:14:45.760] ね遅延がある
[01:14:47.679] からリズム天国とかできねえんだよほぼ
[01:14:50.639] 配信じゃまやろうと思えばなんとか遅延
[01:14:52.760] なくせけど
[01:14:55.639] すごく好きだったから
[01:14:58.750] [音楽]
[01:15:01.320] ゲームパスに入ってたり
[01:15:04.960] する絶対知らない
[01:15:08.600] でしょうんちゃんがそれで知ってた試しが
[01:15:13.000] ない絶対知ら
[01:15:17.560] ないおもろい
[01:15:20.239] のれあでもあれもやりたいなし
[01:15:26.080] ドラゴンクエストとかFFのさリズムある
[01:15:28.719] じゃんなんかDSのやつ結構人気あります
[01:15:31.960] よね
[01:15:33.000] 詳しわからないからリクエストとして
[01:15:35.800] サイドどっかに送っオオ
[01:15:40.040] 白
[01:15:42.440] 面白いダークシールドなんそれなんそれ
[01:15:48.560] ダークシールドってなんだ
[01:15:55.719] 上がるやんしかもあ
[01:15:58.400] えダークシールド何それ
[01:16:06.280] あ装備
[01:16:14.120] しるやなんか今日マジ眠くて全然喋れねえ
[01:16:17.639] わ
[01:16:18.550] [音楽]
[01:16:20.400] ごめん眠くて今日全然喋れ
[01:16:23.920] ない今日マジ1時で終わり今日はもう本当
[01:16:27.120] に早く
[01:16:29.239] やめようその十字かなんて売ったら出て
[01:16:32.159] くるのダガーだよダガーそれダガーって
[01:16:34.800] いうんだ
[01:16:35.600] よ昔小学生の時にさあのダガーあの昔ね
[01:16:42.800] 小学生の時
[01:16:44.239] にモンスターハンターオンライン
[01:16:47.560] フロンティアかモンスターハンター
[01:16:49.719] フロンティアっていうのが通ったのよでさ
[01:16:53.520] 俺たみでやっだけど俺はまパソコンなかっ
[01:16:56.239] たからあの見てるだけだっただ悲しいね
[01:16:58.920] クソ貧乏だったからうちにパソコンなんて
[01:17:00.600] なかっただ友達の見てるだけだったんだ
[01:17:02.120] けどだがって言うんだお友達がなんか
[01:17:05.639] お父さんが最近はまってたあんまりでき
[01:17:07.600] ないみたいな言っててで友達にそ行ってさ
[01:17:13.239] ちょっとモンハンフロンティアやろうぜ
[01:17:15.280] みたいなオンラインゲームなんだけど当時
[01:17:18.360] の子供俺ら子供の時はさ1人用のゲームを
[01:17:21.639] さラウなんかこうみんなで見ててもさすご
[01:17:25.320] 面白かったんだよみんでそれ見ながらやっ
[01:17:27.880] お父さんのデータ間違って開いちゃってさ
[01:17:30.719] それのハンターの名前
[01:17:33.800] が打使翼だっ
[01:17:37.000] たダガーでダガーで挟まれた打使翼だった
[01:17:42.159] お父さんの名前
[01:17:43.639] ねそのお父さんめちゃくちゃね
[01:17:47.400] めちゃくちゃ
[01:17:49.120] 笑笑めちゃくちゃ怖いよ俺そのめっちゃ
[01:17:53.120] 嫌いだったう
[01:17:55.040] めっちゃ怒る
[01:17:56.239] しお父さんいねえ時にそうい言ってたんだ
[01:17:58.960] けど打出翼だった
[01:18:01.840] ねでなんか
[01:18:03.920] あの当時その士セフィロスくなんて言うん
[01:18:07.639] だっけクランみたいななんだっけなんか
[01:18:11.400] なんだっけななんかあの仲間のクランって
[01:18:14.520] いうのなんかあの組めるのよなんかあの
[01:18:17.960] 仲間同士のなんていうのなんていうの
[01:18:20.920] チームみたいなハンター同士で組めるんだ
[01:18:23.320] けど
[01:18:25.560] ギルドギルギルドギルドギルドそうそう
[01:18:27.880] そうみたいなやつそうそう
[01:18:30.159] そうでくれないっていう女ハンターに
[01:18:33.880] めちゃくちゃストーカーして
[01:18:38.239] たくれないっていう女ハンターに
[01:18:41.320] めちゃくちゃ粘着してた笑笑俺のお父さん
[01:18:44.520] ねえや友達の
[01:18:47.000] お父さんダガー見るとそれ思い出すんだよ
[01:18:51.239] なダガーを見るとそれを思い出す打室まさ
[01:18:55.530] [音楽]
[01:19:05.760] そり打点するわ
[01:19:08.050] [音楽]
[01:19:11.440] なあなんいる
[01:19:14.639] じゃんあ
[01:19:17.600] なんあなん
[01:19:19.880] ねメガザルはてねえだろあいつには
[01:19:27.560] ね梅星もいじゃんあ
[01:19:31.560] [音楽]
[01:19:35.280] 男ねここどボスどこにいんのもう今日もう
[01:19:39.440] 1時1時までにここクリアしたいんだけど
[01:19:42.719] 1時までにここクリアする予定なんです
[01:19:46.679] けど気が
[01:19:51.679] 多い敵が多いよ
[01:19:55.080] [音楽]
[01:20:09.320] やばい死ぬ死ぬ
[01:20:11.320] 死ぬもパーティーアニマルが盛り上がり
[01:20:14.679] すぎてだめだ使えちゃっ
[01:20:16.850] [笑い]
[01:20:18.719] たほんの練習のはずが3時間やっったかん
[01:20:23.639] なっち体力使っちゃったごめんな
[01:20:27.310] [音楽]
[01:20:31.840] 今日でもドラクエとかこういうゲームは
[01:20:35.159] さなるべく毎日やらねえといつまでだって
[01:20:38.320] も終わんないから
[01:20:40.120] さドラクエの時はできるだけあの配信の
[01:20:44.679] 頻度を上げたい終わんないんだ長くて
[01:20:49.740] [音楽]
[01:20:56.159] よし1回出る1回出て回復してくるか
[01:20:59.840] どうせここ1回だしね1回出よっかここお
[01:21:03.440] しおはようしさっきあれだよあのチームで
[01:21:07.199] 練習してきたよ日曜のあのイベント
[01:21:10.960] のタブちんさんとあのチャミねーとあの見
[01:21:15.840] てたよえ見てた何見てたって見れねえだろ
[01:21:19.679] 裏でやってんどうだったえめちゃくちゃ
[01:21:21.760] 面白い超楽しみだわめちゃめい
[01:21:26.320] わめちゃくちゃ
[01:21:31.840] 面白い
[01:21:33.440] ねえ今日配信あるんだ
[01:21:36.440] けどまあ1時間ぐらい12時間ぐらいやり
[01:21:39.600] ましょっかつって8り始めて3時間やっ
[01:21:41.800] ちゃっ
[01:21:42.600] たでもそこでそこでめちゃくちゃ楽しくて
[01:21:46.080] なんかワイワイやりすぎてもう今すげえ
[01:21:47.880] 体力なくなっても自分の配信がおろそか
[01:21:49.800] リスコサバは私がサバ主だからやって笑笑
[01:21:54.639] それは見れるわねもうそっちそっちで使っ
[01:21:58.560] ちゃったわねなんで今日はもうすご終わる
[01:22:01.080] それはかったいやマジでちょっと日曜
[01:22:03.239] よろしくマジで楽しむわあれどこ行ここと
[01:22:06.760] したんだっけ1回寝に帰ろっか1回寝て
[01:22:09.360] 体力満たで行く
[01:22:10.540] [音楽]
[01:22:15.120] わ体力バタにしてやばいなんかこの今なか
[01:22:20.360] 今日俺すごいプレイングが雑になってる
[01:22:22.880] なんかもう
[01:22:26.080] もうどうせレベル上げもしなくても勝てる
[01:22:28.239] だろうしなんかあれだよなみたいななんか
[01:22:31.520] もう余裕だよなみたいな感じで結構
[01:22:33.320] プレイング雑だよねさっき
[01:22:35.120] からこれ全滅したらやだなやる気あるんか
[01:22:39.440] おななお慢心もいいとこだ
[01:22:42.600] よ満身もいいとこだと思う自分でも思う
[01:22:47.040] やる気あるんかこれ何をしてんの何をし
[01:22:51.239] てんのしてんのマギ持っていってほしい
[01:22:56.120] うんあそうだよみんなあのえちちゃんあれ
[01:22:59.840] のあのURL貼りねよあのなんだっけあの
[01:23:04.159] GoogleフームのURL貼りなよあの
[01:23:08.159] 照射チーム予想で当たったらアマギフ
[01:23:10.120] もらえるからよかったらみんなあのあれし
[01:23:11.880] ないよあのあのピン止めするからURL
[01:23:15.320] 貼っていい
[01:23:17.000] よ何をしてんのうんあアマギフもらえる
[01:23:21.920] から日曜ので応募済みあ
[01:23:27.280] さすが日曜日にあのパーティーアニメのア
[01:23:31.840] よしよしよしこれここGoogleフーム
[01:23:33.639] でちゃまくからポケットマネーで商品派や
[01:23:37.120] だよなんで俺がポケットマネーるんだ
[01:23:41.600] よ
[01:23:44.080] え
[01:23:46.440] はいアギもらえるから
[01:23:50.040] なやっとくだけ別に全然損はしないだろう
[01:23:53.280] から
[01:23:55.120] 3人3000円ずつあげちゃうよ
[01:23:58.840] すげえ結構金金出してないいや俺も
[01:24:03.639] イベントの時アギったけど結構渋った
[01:24:07.480] よ結構渋ったぜ結構渋った
[01:24:16.260] [音楽]
[01:24:25.080] ぜひみんなちょっとた笑笑俺結構
[01:24:28.650] [音楽]
[01:24:30.239] しるあまあでもあれかシグマだそうシグ
[01:24:34.920] ママのイベントに出るんだよ今日今日じゃ
[01:24:36.960] ねえや今週末それのGoogleフーム今
[01:24:40.400] ピン止めしてるでしょ今あのコメントそっ
[01:24:43.159] から勝者チーム予想とりあえず俺らにし
[01:24:45.719] とけ俺らのチーム入れとけそそれが当たっ
[01:24:48.480] たら点でアギが当たるん
[01:24:52.080] でもいはしといて3000円って結構
[01:24:56.800] でけえからな
[01:24:59.400] そうそう3000円あったら何今自由に
[01:25:02.400] 使える3000円があったら何するも何
[01:25:04.960] しよっかな3000円あったら
[01:25:07.239] Amazonで3000円使っていいよっ
[01:25:08.880] て言われたらみんな何
[01:25:12.480] 買う競馬本当お前本当お前グソ
[01:25:18.159] つけ絶対うわ最高でもアギアマギフじゃ
[01:25:22.800] 買えねんだ
[01:25:25.040] 3000円分マックとか最高だな化粧品
[01:25:28.440] 買うあいいね女の子らしい
[01:25:31.960] な絶対うんちゃん募金とかしねえ
[01:25:36.199] だろ勝手に決めつけ
[01:25:39.639] てあラデ
[01:25:44.400] アンペで買えばけるAmazonPayか
[01:25:47.880] パーティ
[01:25:49.119] アニマも女らしいが女の子らしいんだよ
[01:25:52.960] おっさんだろ
[01:25:56.119] キカ賞やったしキカ賞やった
[01:26:01.000] のキカはどったてませんけど嘘だろマジで
[01:26:06.280] やったよ勝った勝て
[01:26:10.320] たおおいつも負けてんなやめたら勝ってる
[01:26:15.440] とこ見たことねえよ
[01:26:18.860] [音楽]
[01:26:24.840] 実際しちゃん勝ったことあんのでも楽しい
[01:26:27.840] 競馬で勝ったことあんの陣中の女神来た夢
[01:26:31.520] はてられないの神
[01:26:35.840] て夢は諦めらん
[01:26:38.520] ね憧れは止められないんだにあるあるん
[01:26:43.250] [音楽]
[01:26:48.440] だあれ優勝者にもロマンかね優勝者にもさ
[01:26:55.920] なんかあるんでしたっ
[01:26:57.630] [音楽]
[01:27:02.080] け優勝チームにもお金もらえるんでしたっ
[01:27:05.800] [音楽]
[01:27:09.360] け優勝者にも
[01:27:12.480] とばめちゃくちゃオーバブルマ
[01:27:15.520] じゃんいくらもらえんだっ
[01:27:18.320] けそれ何に使うか決めようぜ今配信
[01:27:23.119] で優勝して優勝賞金もらっ
[01:27:27.080] たら何に使おっかな何に使おう
[01:27:32.520] それも上行こうねやか
[01:27:37.080] 旅行もう行かねえもういかね募金やだや
[01:27:42.199] いややだやだとかあんま言っちゃいけねえ
[01:27:45.119] けど全額募金する
[01:27:48.239] じゃんなんか配信で今募金5000円と
[01:27:51.480] 多分
[01:27:53.119] 食い物5000円ももらえるんです
[01:27:56.520] かすげえな何万出してんだ
[01:28:01.119] よえアマギフ5000円くれる
[01:28:03.980] [音楽]
[01:28:05.600] のゲーム買えん
[01:28:08.400] じゃんパーティーアニマル台何
[01:28:10.950] [音楽]
[01:28:15.239] 使う性もくれん
[01:28:18.600] のめっちゃ練習しようじゃあ出してくれる
[01:28:22.159] さパパがいるあやば
[01:28:25.600] 一気になんか気臭くなってきた
[01:28:28.679] ななんか大丈夫そのパパ見返り求められて
[01:28:33.080] ないよね大丈夫
[01:28:36.360] パパがいるん
[01:28:39.360] だでもやっぱイベントの時ってやっぱさ
[01:28:42.679] ドネルとかやった方がいいよな視聴者だよ
[01:28:45.840] 大丈夫笑笑あなるほど
[01:28:50.239] ね5000円はすごいね
[01:28:55.340] [音楽]
[01:29:06.760] 敵つええマジここ投げ
[01:29:10.500] [音楽]
[01:29:13.480] しぼちぼち景品出るじゃんてなってどの
[01:29:17.239] チームもやる気出してちゃまくもま探す
[01:29:20.480] ママカしようかなママカ
[01:29:25.920] [音楽]
[01:29:32.080] あれこれここで合ってんのかなわかんねえ
[01:29:36.159] なえこれここで合ってる
[01:29:39.900] [音楽]
[01:29:58.480] いや道中でMPでぶちん初めて喋ったん
[01:30:02.159] じゃないそうそうタブチさん初めて喋った
[01:30:06.159] めちゃくちゃ仲良くなりた1回の練習
[01:30:11.719] でもうタブちゃんって呼んでるから
[01:30:15.760] もうもうタブちゃんて呼んでるからぶ
[01:30:19.440] ちゃんたぶちゃんはかったよぶちゃん後ろ
[01:30:26.020] [音楽]
[01:30:28.360] タブちゃん笑笑タブちゃんて呼んだマブだ
[01:30:32.320] よでもいいねやっぱいろんな配信者と
[01:30:35.880] 仲良くなれるのはいいことだよあれここ
[01:30:39.239] じゃねえのえ俺なんかバカみたいに上登っ
[01:30:41.960] てきたけどこれ違うもしかして
[01:30:44.199] もう反対から呼んだら自分のことじゃん
[01:30:49.600] 何何何豚ちゃん
[01:30:54.639] 豚って思ってるより太デブじゃねえから言
[01:30:56.960] とくなんか太ってるやつのことを豚って
[01:30:59.320] いうなんか文化がねいてますけど豚ってね
[01:31:03.280] 大して太ってねえんだ
[01:31:07.239] よもうこれしんどいここ長いもうやだもう
[01:31:13.920] どこにボスいるんだよ
[01:31:16.840] もおしいしね
[01:31:20.119] おいしい豚肉好きそうはげのがうい死亡
[01:31:25.920] [音楽]
[01:31:28.080] なれ私たち
[01:31:31.199] はでもいいよな別にな好きなように生き
[01:31:35.440] てるだけだもん
[01:31:38.000] な死亡まみれで何が悪いんだよランディ
[01:31:41.320] 笑ってるけどてめえもだろう
[01:31:43.719] がそうだよランディてめえ笑って何笑笑
[01:31:48.199] じゃねえんだよお前も同盟だろうがギク
[01:31:52.600] ギク
[01:31:55.920] 死まみれなの
[01:31:57.840] ギちげえよ勝手に勝手に勝手にこいつが
[01:32:03.040] 乗ってきた勝手にが乗ってきたんだろうか
[01:32:06.199] よ私たちはとかつて俺俺別にそんなこと
[01:32:10.159] 言うつもりなかったのに女の子だからさ
[01:32:13.400] そんなこと言わねえようにするみさんも
[01:32:15.600] 出るんだそうだよチミねも出るチミねも
[01:32:18.679] もうなれなれしく俺はチミねて呼んでます
[01:32:21.600] みね
[01:32:24.199] 嘘今配信で言ってるだけにだけはつつける
[01:32:27.320] んだよみんなね命は命大事だよなマジで
[01:32:31.360] な命
[01:32:33.950] [音楽]
[01:32:42.920] 大事命大事にガンガン行こうぜ眠い俺だ
[01:32:48.360] から俺俺と俺とあれだしちゃんとランディ
[01:32:52.400] はガンガン行こうぜなんだよ作戦がこの
[01:32:54.600] ドラクエのなドラクエの
[01:32:58.159] 眠い眠いなんかすいません今日こんな感じ
[01:33:02.080] でちゃんと寝てまたしっかりそうそうだ
[01:33:05.560] この作戦で言ったらなこのとにかく
[01:33:08.800] ガンガンガンガン行こうぜなわけな
[01:33:12.239] ガンガン行こうぜなんだよ俺たちはこ命
[01:33:14.920] 大事になんかやってらんない終わったら
[01:33:17.440] 寝ろカロリーが足りないんじゃない3人
[01:33:20.960] チソに指導してもらった方がいいも稽古
[01:33:24.320] つけてくれよ
[01:33:27.239] じゃやでイベントまず楽しみだわイベント
[01:33:32.530] [音楽]
[01:33:34.400] 楽しみあ1回マジで配信のパーティー
[01:33:37.560] アニマルやっとこっかな一緒に走り込み
[01:33:40.199] からしようねうわ絶対無理やだ嫌
[01:33:44.600] ですウォーキングからでいいか
[01:33:47.920] ウォーキングから
[01:33:49.560] で絶対無理や走り込み走り込みもうそうな
[01:33:54.119] んだよそうあのね違うあのチャビね違うん
[01:33:56.600] だよ俺たって嫌とかじゃないのできないの
[01:33:59.840] もう体が壊れちゃうからまずはウォキング
[01:34:01.560] からでいいよ笑あの走りたくない疲れる
[01:34:05.639] からやだとかじゃなくて走れないの
[01:34:09.199] いきなり走ると体壊すん
[01:34:11.520] ねそういうラ体操から始めよ
[01:34:16.600] そうそうどうしようもねえデブが3人走れ
[01:34:22.000] ない
[01:34:24.000] ええしよおるじゃん息切れで死にそうに
[01:34:28.520] なるあれるちゃんああバンちゃん
[01:34:32.840] ありがとうバンちゃん
[01:34:35.159] ありがとうえしだってお前あの運動会怖く
[01:34:40.119] ねハリボテの運動会怖いよね今から
[01:34:44.199] めちゃくちゃサブスクでスクワットやり
[01:34:47.080] まくって壊した配信者さんもいましたね
[01:34:50.480] ナスレドレドありがとね邪魔します
[01:34:55.040] ナポンさあざありござれ無理だいやあれ
[01:34:59.360] マジでマジで本当に無理だよねだでも今
[01:35:02.159] からしといてマジで本当にあの体壊すよね
[01:35:05.840] 必要な筋肉をバランスよくせるので運動
[01:35:08.920] 初心者に運動初心
[01:35:12.639] 者27年生きてきて運動初心者なことある
[01:35:17.159] 運動初心者って初めて聞いたんだけどそっ
[01:35:20.040] か俺運動初心者なのかパワーワー
[01:35:24.080] 運動初心者毎配信始めたらラジオ体操
[01:35:27.040] しよう運動ラオ運動初心者運動初心者なの
[01:35:31.119] か俺たってストレッチは日常生活のために
[01:35:35.199] もした方が良いよ
[01:35:37.440] ね運動怠慢
[01:35:41.320] 者運動してない
[01:35:44.880] ね仕事行ってゲームや配信やって寝る生活
[01:35:49.199] だもんここ2年ぐらいこんばんはこん
[01:35:53.760] 疲れ様疲れ
[01:35:56.330] [音楽]
[01:35:58.880] 様怪我はマジでね俺1回本当にやってる
[01:36:02.159] からね1回本当にあのいきなりジャンプし
[01:36:05.239] て腰痛持ちだから寝る前の腰痛体操だけは
[01:36:08.639] 頑張ってるあ腰痛もきつい腰痛とかはない
[01:36:11.119] けどさ腰痛きついだろう
[01:36:12.910] [音楽]
[01:36:16.560] なぎっくりとかやばいらしいよねやった
[01:36:19.400] ことねえけど初レドすみませんいやいや
[01:36:21.760] いやいやありがとうありがとう全然超
[01:36:23.199] 嬉しい
[01:36:25.040] あしのDみで準備運動からしようあ
[01:36:29.000] ちょっと近々DJやろうと思うわなんか
[01:36:31.760] 突発的にやるわ日曜の昼間とかにぎっくり
[01:36:34.360] はやばいぞどのぐらいやばいかっていうと
[01:36:37.320] やばい私は歩いてるだけでこけるから
[01:36:40.239] ほんまほんま死歩いてるだけでるなら許す
[01:36:45.000] 歩いてるだけでこけるん
[01:36:48.000] だ日曜日曜の昼とかにポツンとやるわ急に
[01:36:53.880] 最近なんかやりてえなと思ってき
[01:36:55.770] [音楽]
[01:37:06.560] たん私ちょっと運動しないとまずいかも
[01:37:09.670] [音楽]
[01:37:12.679] ないやさ仕事とか終わって帰ってきてさ
[01:37:17.639] 運動なんですそういえばさスーファミ
[01:37:19.280] 見つけんだよ家
[01:37:21.040] で足から金
[01:37:23.960] よあの線とかあったの線とかあって動くん
[01:37:27.280] だったら色々ソフトあげるけどこれダブっ
[01:37:29.560] てるやつと
[01:37:32.000] か結構あるから俺ドラあのファわかない
[01:37:36.679] もしあって動くようで配信でやりたければ
[01:37:38.639] 俺ソフト上げるよ色々ダブってるやつあの
[01:37:41.960] 箱説なしだけどねあのソフトだけのやつ
[01:37:44.320] めっちゃあるんだよめちゃくちゃ
[01:37:49.320] あるう
[01:37:54.520] しがレトロゲー配信はちょっと不からない
[01:37:58.199] よ箱も説明も怖いこと言うけど足から筋肉
[01:38:01.920] 通しへえあそうなん
[01:38:04.440] [音楽]
[01:38:18.560] だあーなんかやべえ長いなここありがと
[01:38:24.920] こんばんはこのダンジョンわけわかんない
[01:38:27.840] うこのダンジョンわけわから
[01:38:31.510] [音楽]
[01:38:34.800] んねえマジだるいこいつ作戦変えてくん
[01:38:39.560] の金毛なんだけど
[01:38:42.440] こいつ金毛だよ屈伸だけでもいいから
[01:38:46.599] しようね屈金とかのって昨日あ何正金とか
[01:38:50.880] のって何金あああうんうんああの動画ね
[01:38:55.639] そうそうそうあれは昨日だよあれは昨日え
[01:38:59.840] 作戦えでばっちり
[01:39:04.520] 頑張れ分かったここの竜の頭に目をはめる
[01:39:09.599] んだ
[01:39:11.679] よがし
[01:39:13.840] て笑笑
[01:39:20.530] [音楽]
[01:39:23.480] どうも皆さんこんばんはセキTVのセキ
[01:39:28.920] です今日はHIKAKINにラデやっと
[01:39:33.920] 気づいたか
[01:39:37.920] うくちゃま笑笑似てる笑セキ好きだもん
[01:39:44.040] ヒカキンにデイン俺好きなんだよ
[01:39:47.639] セキ関面白く
[01:39:50.320] ない顔がなんか
[01:39:54.040] 金好き金わかる
[01:39:56.150] [音楽]
[01:40:01.480] 好きなんか
[01:40:03.800] あの食べる時に睨みつける
[01:40:08.360] フあるあるその動画もあるよねキがなんか
[01:40:13.599] 食べる時に絶対こうやってなんか睨むんだ
[01:40:15.960] よねなんか食べるもの
[01:40:18.000] をなんだろねあれれをまとめた動画もある
[01:40:21.960] よな笑笑笑こスプーンとかでなんかプリン
[01:40:26.480] とか救うじゃんいただきますつってで
[01:40:28.920] なんかすげえ睨むのこサムの顔大体同じな
[01:40:32.840] の好きサーティ1の動画好き何サティ1の
[01:40:36.080] 動画って入ってるか見てるんだよサーテ1
[01:40:38.800] の動画って
[01:40:40.010] [音楽]
[01:40:41.159] 何サティ1の動画って
[01:40:43.220] [音楽]
[01:40:46.639] 何ダイナゴンあきとかのやつですそれ
[01:40:49.679] ダイナゴンきてん昨からってけどててませ
[01:40:52.520] んかあなんかあったわそんな動画もやべえ
[01:40:56.000] 久々に金見る枠していいかな金見る金の
[01:41:00.760] 動画勝手に流したら怒られんのtwi
[01:41:05.320] ってtwitって正金の動画勝手に流し
[01:41:08.080] たら怒られ金賞枠レコード枠と金
[01:41:11.960] 枠金枠やろうよ金
[01:41:15.239] 枠みんなで金イントネーション笑う金え金
[01:41:20.280] でしょあれ自分でも金って言ってるからが
[01:41:22.520] ないから例がないから大丈夫あいつああ
[01:41:26.960] キって自分でも言うじゃんセキ笑笑聖
[01:41:32.239] です
[01:41:34.480] 正金金
[01:41:37.239] 金あれドラゴンの目ってどこにあったっ
[01:41:43.960] けほらこうでしょカキンと同じ
[01:41:47.840] イントネーションじゃないんだhikあ
[01:41:50.119] 確かに違うなあ俺が間違ってんのかえでも
[01:41:54.159] って言わないキキ
