[00:00:03.000] よしナイスエに隠しコマンドあるんだって
[01:29:56.880] で間違していいよ
[01:30:02.159] いい足がい
[01:30:05.040] て
[01:30:07.040] あ星だ
[01:30:11.760] ね
[01:30:17.450] [音楽]
[01:30:18.800] あれ行け早く出て
[01:30:21.880] けんとしろ
[01:30:37.679] 笑笑あれスパイアスパイ消えたんだけどお
[01:30:41.800] 見送りとかないのじちゃん何落とした釈
[01:30:45.560] すんの草
[01:30:47.920] みかん
[01:30:51.280] みかをくんの
[01:30:55.360] じゃないみかじゃねえよこれな落ちてる
[01:31:00.159] これ
[01:31:01.080] ね
[01:31:03.280] みかみか落ちたらクソ笑う笑笑笑笑落ち
[01:31:07.800] たらクソ
[01:31:09.000] 笑ベスベスですみかじゃなかったかはさす
[01:31:13.920] に
[01:31:15.560] なよいしょとケットからみか出てきたのか
[01:31:19.520] と思っ
[01:31:22.920] た持ち歩かねえだろまあみかんみたいな
[01:31:26.239] もんや
[01:31:27.440] んスパイアンスパイやっていいすかじゃあ
[01:31:30.840] このスパイアスパイケムコのねケムコだよ
[01:31:35.960] ケムコ色はきよく見えたね
[01:31:40.639] 笑これも2Pプレイのゲームなんすけど
[01:31:44.800] いいですよなんかどういうゲームかって
[01:31:47.199] 言うとまいいやちょっとやってみる名探偵
[01:31:50.440] だから
[01:31:51.520] ね見逃さないね今何か落としましたね
[01:31:55.719] キャラ可愛いよねキャラ可愛いよ
[01:32:01.880] ね元々なんか海外のアニメかなんかの
[01:32:04.840] キャラでしょこれ懐懐かしい
[01:32:16.170] [音楽]
[01:32:25.520] スパイブススパイと聞いて飛んできました
[01:32:28.600] おはようございますおはようもうちょっと
[01:32:31.400] 本当に10分ぐらいしかやらないけどね
[01:32:33.199] 疲れたのねもう疲れたのちょっとじん
[01:32:36.480] ちゃんと1回やって俺の方が頭脳が優れて
[01:32:39.119] るってことを証明して終わりたいと思い
[01:32:43.080] ます
[01:32:45.480] よいしょ飛ばし
[01:32:47.520] よいいね飛ばするか飛ばするかえっと待っ
[01:32:52.800] て
[01:32:54.840] どっち勝つ
[01:32:57.239] か
[01:32:59.639] バイ
[01:33:06.560] バーサススパイVスパイと言てスパイ
[01:33:09.600] アンドスパイって読むから
[01:33:14.920] なルール説明をしてやんねえといけねえ
[01:33:17.560] からなあいつにまずなでも俺も俺も言うて
[01:33:19.679] ルールそんなに覚えてないんだけどルール
[01:33:21.960] そんな覚えてないんだ実は
[01:33:28.239] 立てるかじゃあネイドでましした
[01:33:33.119] え飛ば飛ば
[01:33:35.440] 飛ばBGMねえの寂しいなこのゲームは
[01:33:38.719] 武器を見つけてその武器を仕掛けていくら
[01:33:41.199] ゲームだねこれ同じ画面上で罠がけまくる
[01:33:44.480] のが面白いんだよなへ
[01:33:49.510] [音楽]
[01:33:54.560] へおもろ
[01:33:55.840] そうそうこ2Pプレイ専用ゲームなんだよ
[01:33:59.600] 1人じゃ遊べねえんだよ遊べるのかもしん
[01:34:01.960] ねけど知らないけど
[01:34:06.480] えっとなんていう書にしようか
[01:34:12.840] [音楽]
[01:34:14.320] なでも相手画面も一応見れるっちゃ見れる
[01:34:17.840] ねそうそう相手画面も見えちゃうんだよ
[01:34:19.760] あの画面それはねあの同じ画面共有だから
[01:34:23.000] なんだけ
[01:34:24.719] それで相手がどこに仕掛けたってのをこう
[01:34:27.480] 見て覚えておくっていう覚えておくって
[01:34:30.840] いう
[01:34:52.639] ねくん
[01:34:55.080] で相手の罠覚えて自分の罠忘れるまでが
[01:34:58.880] テプレそうなんだ結局自分の罠にもはまっ
[01:35:01.080] ちゃうから
[01:35:01.470] [音楽]
[01:35:19.920] ね飛ばしてますよ飛ばよかったらちょっと
[01:35:24.560] あれして
[01:35:27.740] [音楽]
[01:35:29.639] なかけたよ
[01:35:34.560] よしままずは1回ちょっと
[01:35:39.440] 短
[01:35:40.570] [音楽]
[01:35:42.840] ああやべもう時間なくなっちゃうね1分
[01:35:47.560] じゃ短かった1分じゃ短かったか
[01:35:51.560] [音楽]
[01:35:54.280] 1分じゃ短かったかけたつもり
[01:35:59.080] が1分じゃ短かったか
[01:36:03.440] なかびれた人
[01:36:05.550] [音楽]
[01:36:07.080] いるかけそびれた人
[01:36:10.080] いるランディさんやば笑後半一気に2が
[01:36:14.480] 増えましたね一部短いねごめ
[01:36:18.520] もうられなかったかったごもうけてもて
[01:36:22.560] いいけてもらっていいごめんさ1回
[01:36:25.560] ポイント返すわごめんもう1回かけて2分
[01:36:28.040] にするわ3分にしるわ3分にるるいや5分
[01:36:31.639] にするわあいあれ終わってるにがかりで
[01:36:35.679] その間にじちゃんにルール説明する
[01:36:38.550] [音楽]
[01:36:40.880] わごめん
[01:36:49.239] ねこれ勝った方昼飯おりで
[01:36:54.960] これ食べ
[01:36:57.000] え頼む
[01:37:01.560] の行くとこまで行くの意味
[01:37:05.880] 眠くなったらもう終わりいやもう帰った
[01:37:11.800] ちん
[01:37:13.400] だちんだとおを返して俺寝たいんだよねん
[01:37:24.000] うるせえ
[01:37:26.520] からせ本音が笑笑本音笑笑本音笑ほんねや
[01:37:33.440] もう帰ってくんねえか
[01:37:37.480] な呼んどい
[01:37:40.080] て眠気ざましのシャワー浴びてくるあいよ
[01:37:44.760] けけだけしてけばけだけ5分間かけし
[01:37:48.760] ますどっちが勝つ
[01:37:51.440] かばこの野といていやちげえよこいつが
[01:37:57.960] さ楽しみだね早く一緒にれたて言うからま
[01:38:03.960] それはなうん言ってよねまそれは言いたね
[01:38:07.000] それは言いましたほな言いまし
[01:38:10.520] たいい
[01:38:14.599] ね
[01:38:16.119] よしやろうかちょっと飛ばしてる間1回
[01:38:20.280] ちょっとあのルール説明とか軽くはい俺も
[01:38:23.679] そんなやったことねえからさ俺
[01:38:25.920] 通行どっちこれ
[01:38:29.639] トレバ
[01:38:32.000] プレこっち見るんだ
[01:38:34.679] ねえっとね画面出す
[01:38:39.260] [音楽]
[01:38:42.000] かはいこれがうん画面なんすけど夏いはい
[01:38:47.760] うんあちゃルール説明を理解するかどうか
[01:38:52.239] で書ければよかった
[01:38:53.960] いや大丈夫2人とも全然できないから要は
[01:38:56.840] なんかこれBGM懐かしいとあるフロアの
[01:39:02.040] 同じとこにいるんすよあほら見て今これ
[01:39:05.360] それがマップでどうやって出したマップB
[01:39:09.560] いっぱい押したほだこれがマップで黒いの
[01:39:12.960] がうんじちゃんがブラック俺がホワイト
[01:39:16.800] うんねうんで白いとこに俺がいるのうんで
[01:39:20.760] 黒いとこにじちゃんがいる今ちょっとじ
[01:39:22.520] ちゃんのとこ行くわ待ってそこにい
[01:39:25.200] [音楽]
[01:39:27.920] てほらでほらでおお来んな本当はこれだっ
[01:39:32.320] たらこうやって殴り合いのバトルになる
[01:39:34.599] わけようんガガガ
[01:39:37.260] [音楽]
[01:39:43.320] はいまそれはいいよそれでもいいし
[01:39:49.840] ねこれがこれHPねあオオで俺が買っち
[01:39:54.400] ましたそうするとあのじちゃんは一定時が
[01:39:57.520] 動けなくなっちゃうああなるほど目的は
[01:40:00.560] なんだっけなこの目的は先に脱出した方が
[01:40:04.760] 勝ちなのよこのこのなんかこの館という
[01:40:07.960] かこ6個の部屋なんだけどでどっかに鍵が
[01:40:11.400] あってあここれが脱出の部屋
[01:40:15.210] [音楽]
[01:40:16.679] ねえ俺なんか笑ってるけど俺が死んだから
[01:40:20.199] あの本当なんか鍵がなきゃダメなんだよな
[01:40:22.280] 確かな俺もま詳しくルール覚えてねえんだ
[01:40:24.679] よなバネとか色あんじゃん爆弾とかこれは
[01:40:28.360] 例えばこれ例えばさじゃここここのタンス
[01:40:32.159] に爆弾持たないで飛行機に乗ると死にます
[01:40:36.080] あなるほどね鍵持たないとダメなんだねだ
[01:40:39.360] これえっとじゃあね爆弾をこの棚にはい
[01:40:45.440] 仕掛けますAで仕掛けたAで仕掛けたB
[01:40:48.360] ボタンでアイテムをこう選んでAで
[01:40:50.360] 仕掛けるうんでこ穴とかタスとかこういう
[01:40:54.400] とに鍵とかがあるんだけどもし俺が仕掛け
[01:40:57.119] たところ探すちゃんが探すとあなるほどね
[01:41:01.199] そうだから罠を仕掛けて殺して時間動け
[01:41:05.400] なくして鍵を見つけるでも鍵を見つけるに
[01:41:09.800] はやっぱこうタスとか調べなきゃいけない
[01:41:12.280] からこういう風に傘とかねなるねけどお
[01:41:15.800] 互い画面見えちゃってんそうだからそっち
[01:41:18.239] を見て覚えてもいいんだよあいつそこに
[01:41:20.960] 仕掛たもいいんだけどそれしてると自分が
[01:41:25.000] 結局どこにいるかとかわからなしなるほど
[01:41:27.080] ねそうそのさ加減んだよね待ってこれ
[01:41:30.040] 仕掛け方だけでA
[01:41:34.480] ボタン
[01:41:37.199] ああで俺はだからそれでこうやってやれば
[01:41:39.960] ああの部屋のあ2つ仕掛けたなってのが
[01:41:42.719] 分かるわけはいはいはいはいこれまだね
[01:41:45.599] 部屋が2つしかないから部が2つしかない
[01:41:48.639] からねあのすげえ簡単なんだけどこれがさ
[01:41:50.960] 2階建てとかにもなるのよちのちあそうす
[01:41:54.000] とめっちゃ難しいでこれで合わせしたら
[01:41:57.080] ぶん殴ってもいいし逃げてもいいしみたい
[01:41:59.400] なでどっかに鍵があるんだ
[01:42:02.840] あれ俺が仕掛けたんだっけ爆
[01:42:06.199] なわかん
[01:42:08.639] ねえであんま自分で仕掛けてるとあれだ
[01:42:11.679] からね分かんなくなるから
[01:42:14.840] ねあのさどんな技があんのえっとね爆弾
[01:42:20.920] バネこれ多分これでこれなんだこれ流さ
[01:42:25.400] 確かにこれ
[01:42:26.520] 流さバツってこれ何わかんないなんだろう
[01:42:29.599] 仕掛けられんのかなあおお来んじゃねえ
[01:42:36.400] よ追っかけてくんだよよし大夫例バネだっ
[01:42:41.960] たらさはで防げたりしますねそうそうそう
[01:42:45.199] そうそうあなるほどねバネだったらこの
[01:42:47.800] ドアとかにこうやってあれどうやってバネ
[01:42:50.199] に仕掛けんだっけドアにあれどにバネてど
[01:42:54.360] って仕掛ける
[01:42:56.159] の終わった
[01:42:58.950] [音楽]
[01:43:00.520] よこれバネ仕掛ける
[01:43:06.719] じゃんあれ分かん
[01:43:09.410] [音楽]
[01:43:14.639] ねあれ
[01:43:18.000] リーベリ
[01:43:20.920] あれれれ違うの俺もルールわかんねえ
[01:43:25.560] ああ俺もルールよく分かってねばとば開い
[01:43:28.520] てもいいんだけど勝ちゃいだ勝ちゃ勝つ
[01:43:32.520] ためには脱出しなきゃいけないんだよなか
[01:43:34.560] 脱出のあれをちょっとさそこ中ではやろう
[01:43:37.679] そこまでは
[01:43:39.840] やろういよねええ2人とも自爆エンド
[01:43:43.560] じゃん
[01:43:45.800] [音楽]
[01:43:48.199] ね強力プレにしよっか
[01:43:53.800] えおやて4個集めるんじゃありませんでし
[01:43:58.199] たけあ4つ集めなきゃだめなの4
[01:44:02.159] つあなんか4つっぽいねこの
[01:44:07.480] 感じ
[01:44:11.360] いやなんでそっちなか投げの持ってんだよ
[01:44:15.320] もらったからな何
[01:44:18.840] がちょ脱出見てみたくない脱出見てみよう
[01:44:24.440] あれでもじちゃん道具なくなってんじゃん
[01:44:27.020] [音楽]
[01:44:30.199] あれ
[01:44:34.119] は道具なくなってんじゃんなんであ鍵で
[01:44:38.840] 殴れてたかなじんちゃん鍵なくし
[01:44:41.500] [音楽]
[01:44:42.880] たなんで鍵なくしたのわかんないない
[01:44:46.159] じゃんしかもえ全然ルールわかんないんだ
[01:44:50.159] けどバネて下と上のドアだっけあまずは
[01:44:53.920] 協力して脱出ですねもうすぐなくす飛行の
[01:44:58.000] チケット見つけたよ
[01:45:00.320] あこれアイテム持ってる時って変えちゃ
[01:45:04.360] いけないのアイテム消えちゃうわあ本当だ
[01:45:09.040] えでもそしたらさ4つ見つけるなんて無理
[01:45:13.440] じゃんうわしかも
[01:45:17.930] [音楽]
[01:45:21.280] ええ
[01:45:26.880] バック持ってる
[01:45:30.000] しあ
[01:45:31.770] [音楽]
[01:45:33.440] あどういう
[01:45:35.920] ことあ隠しておけるんだアイテム
[01:45:42.199] あやああなるほど分かったわこれ4つ集め
[01:45:48.040] なきゃいけないんだけどアイテム持って
[01:45:49.679] もう1回開けると隠になるんですねテを4
[01:45:54.280] つ一気に集めなきゃいけなくてアイテム1
[01:45:56.840] 個でも持ってるとマナを仕掛けらんなくて
[01:45:59.199] 罠仕掛けるためにはどっかに隠しとかいけ
[01:46:01.280] ない
[01:46:02.400] アイテムほらほらあそれ今隠隠してでこう
[01:46:08.159] いうとこに爆弾とか仕掛けて俺は移動する
[01:46:12.880] 時は絶対これ
[01:46:14.560] 持っここにしてら3つ目
[01:46:18.280] ほらど隠す
[01:46:25.679] なるほどねそうやってあやだや
[01:46:29.920] だねこれガ待ちするしかねえそれはそれは
[01:46:33.480] ダメでしょガ待ちはだめでしょガ待ちは
[01:46:37.080] だめでしょいや
[01:46:40.480] やあともう1個だよね1回脱出エンド相手
[01:46:45.080] を倒したらアイテム奪えんのはい
[01:46:48.280] さよならなるほどね
[01:46:53.080] なるほど
[01:46:54.719] ねちなみに当番見てみよっ
[01:46:58.800] かいや多分ななんとなく
[01:47:03.679] 分かるこういう感じかこういう感じだ
[01:47:11.480] ねそうそうアイテムを詰め込むカを入手し
[01:47:15.320] たちゃまさんが有利ですねああれカって何
[01:47:18.199] アイテムだったんだやり方分かる人が有利
[01:47:20.599] に決まってんじゃんか
[01:47:24.280] かけない
[01:47:25.360] と場どうなったんだ
[01:47:27.840] よ弾65%ですまそりそうだよなはあカは
[01:47:33.719] デフで持ってるわけじゃないのかカデフ
[01:47:36.119] じゃないんだこれカアイテムなんだ1個1
[01:47:39.560] 個じゃ4つちゃん見せて4つ理解力がある
[01:47:43.599] 方が有利です笑理解力がある方が有利だっ
[01:47:48.400] てこれじゃちょっとレベルあげよっか
[01:47:51.280] レベルあのつの部屋だとちょっと簡単
[01:47:53.840] すぎるからじんちゃん頑張って頑張ります
[01:47:56.920] ありがとうなんでおら俺で脱出してなかっ
[01:48:00.280] た4つ4つ4つだよ4つ手に入れたよ行く
[01:48:04.560] もう1回やるもう1回やるもう1回練習
[01:48:07.199] しようか分かったもう1回
[01:48:09.440] やるそかそかじちゃんが待ちしよガ待ちは
[01:48:13.520] ちょっとだせえよもうルール分かった
[01:48:16.000] でしょでもなんとなくこれでこれどうすれ
[01:48:20.119] やね
[01:48:23.040] それもってそうそう隠して自分で覚えとか
[01:48:24.880] なきゃけけないレベル上げれなかったっけ
[01:48:26.880] 覚えてあレベル上げれるよ覚えておか
[01:48:29.679] なきゃいけ
[01:48:30.140] [音楽]
[01:48:35.400] ないないないも
[01:48:40.639] なこれバックデフォルトじゃねえん
[01:48:45.440] だうおマジかよやべえあいつ2個持ってん
[01:48:49.480] な殴って奪うしかねえなめおら来んだ組ん
[01:48:54.760] だ来んだくんだああれこれさアイテムさ1
[01:48:59.119] 個さ持ったまんまといやあ別にいいよ別に
[01:49:02.599] いいよ俺俺何も怖いもんで
[01:49:04.070] [音楽]
[01:49:05.400] もこれお前どっか炭水に爆弾仕掛けたべ
[01:49:10.040] 知ってんだよどこだか分かってないっしょ
[01:49:13.040] 分かってるあれアイテムさ持ったまま
[01:49:17.360] なんかあれしちゃうあアイテムなくなっ
[01:49:18.800] ちゃったよあ
[01:49:21.820] [音楽]
[01:49:23.119] グバあのさアイテムは持ったまんま
[01:49:26.599] 切り替えると笑笑なくなっちゃうのそれが
[01:49:30.320] わかんないんだよねアイテムなくなったよ
[01:49:36.360] ね笑笑
[01:49:39.480] ナフナフはダでしょおもナイフ持ってる
[01:49:44.880] よこれこれは勝ちですあ取られた
[01:49:53.840] よしよしよしよしよしもこれ勝ったしょ
[01:49:57.080] 早く勝った勝って勝って勝っ勝ってないよ
[01:49:59.440] どこやったんだよ鍵教えないよどうやった
[01:50:02.159] ん
[01:50:03.239] だ違う鍵
[01:50:06.159] どこ
[01:50:08.599] あ
[01:50:10.480] ああああどこよっしゃおい逃げよ逃げよで
[01:50:16.119] ガンマチなし
[01:50:18.560] でしょバカらやっちゃあそういうことか
[01:50:24.080] ルールで分かったでしょ分かったルール
[01:50:25.520] 分かったねオこれ部屋増やしてやるべえよ
[01:50:28.159] 笑笑いやこれでさ部屋見てる暇ない
[01:50:33.560] ない勘だよねないどこに何仕掛けたから
[01:50:37.920] ずっともわかんねベリーベリークゆける
[01:50:43.000] やり方は覚えてきたかなうんやり方分かる
[01:50:45.960] よやり方分かって
[01:50:47.520] わしかもこのこの時間でそうなんだよもう
[01:50:53.679] 14時間ぐらい配信してる体力脳みそで
[01:50:57.079] やるゲームじゃないねない最後の部屋に
[01:51:00.560] 自分で話しかけて自分で食らうじちゃん笑
[01:51:04.159] 操作方法次第笑おいじ明日の食費もかけて
[01:51:08.639] 頼むぞ確か部屋に居ると死ぬんだよねあ
[01:51:12.320] 部屋に居ると死ぬんだへ
[01:51:15.920] さガ待ちはできねえんだうわ2階も
[01:51:19.960] あるあこれあの本番です
[01:51:25.560] はいあおお次四にじゃん殺せとりあえず1
[01:51:30.560] 回
[01:51:31.060] [音楽]
[01:51:32.599] 殺そう横方向にしか攻撃できるん
[01:51:35.490] [音楽]
[01:51:38.000] だあこ出口ねマプ見こ番端っこ
[01:51:44.679] かでやってんのも純ちゃんにも見られ
[01:51:47.159] ちゃってるわけだから
[01:51:48.400] ねうわなんだここえ何ここグバイ何これ
[01:51:54.320] [音楽]
[01:51:55.520] 毒なんだろう
[01:51:58.560] [音楽]
[01:52:01.560] ね
[01:52:04.239] うぜえ
[01:52:08.079] あ2回盾になるとはしごある部屋の攻防線
[01:52:12.000] が熱いなるほどね
[01:52:16.270] [音楽]
[01:52:30.960] 笑笑べおおめおめだけ
[01:52:37.440] らんで意味わからん
[01:52:41.560] さあ
[01:52:44.020] [音楽]
[01:52:47.560] ちあそっかこのしっかり見られてんだ笑に
[01:52:52.719] 隠した
[01:52:56.159] よしゃいやでもさ待って
[01:52:59.560] あれあああかやっべえ自分で仕たやつ
[01:53:06.239] は
[01:53:08.840] あれ
[01:53:10.880] これ何これ
[01:53:14.040] おいだろあ
[01:53:17.560] あー迷ってる迷ってる迷ったろちょっと
[01:53:21.199] 待って待てない
[01:53:23.280] あれこれ
[01:53:26.040] さくやないこれはしごの折り
[01:53:32.190] [音楽]
[01:53:34.320] 方アイテムなく
[01:53:38.000] ないマナ仕掛けるのはいいんだけど
[01:53:41.159] さアイテムないよねアイテムない
[01:53:45.920] ねさっきから自爆多く見るな
[01:53:52.639] どうやって
[01:53:55.530] [音楽]
[01:53:56.679] 仕掛まアイテムはな集めさせて後で俺が奪
[01:54:00.679] ばいいんだけど
[01:54:02.560] しあれ待て待て待良くないね良くない
[01:54:07.840] [音楽]
[01:54:13.920] ねこれこうやっちゃうとアイテムなくなっ
[01:54:16.800] ちゃうんだよそアイテムなくなんのそう
[01:54:19.079] アイテムなくなるのがわけわかんねえよな
[01:54:21.239] どこになくなんのこれだっこれバックじゃ
[01:54:23.639] ねえのバック取ったもんがちなんじゃない
[01:54:25.639] バックって取るとかない
[01:54:30.520] でしょあちなみにあの死ぬと1分タイムが
[01:54:34.000] 減るんすけどそれがなくなっても終了
[01:54:37.400] [音楽]
[01:54:38.760] ですむずくねえ
[01:54:41.840] か頭賢いが勝つんだ
[01:54:46.560] よいやでもこれこれ殺しちゃっても何も
[01:54:48.960] 意味ないよ何も持ってないもんだから
[01:54:53.880] うぜえアイテム笑カがなかなか見つからん
[01:54:58.000] ねえカってアイテムなのカやカなのか
[01:55:02.840] やっぱりカないと正直どうしようもないよ
[01:55:06.199] ねどうしようもない
[01:55:07.560] ね何これ
[01:55:11.320] [音楽]
[01:55:13.719] 確かバケツの罠はで避できたはずあ
[01:55:18.079] そうそうそう
[01:55:21.320] そうそうこのハサミみたいのんだろうね
[01:55:24.800] 殴りよじゃない
[01:55:26.520] のなんかちゃんとルールを覚えてからやっ
[01:55:30.880] [音楽]
[01:55:33.880] たそういうゲームだ
[01:55:37.480] もんペンチはバネ回避あバネ回避なんだ
[01:55:41.199] なるほどねカ持ってるじゃんえカ持ってん
[01:55:46.639] の持ってないよこれバテってこれ何仕掛
[01:55:50.920] られんの仕かけらんない何これバッテ
[01:55:54.520] てなんだろう
[01:55:57.350] [音楽]
[01:55:59.760] ああバッテンてこれなん
[01:56:02.360] だ
[01:56:04.920] あなるほど
[01:56:07.280] バッテはあれだ毒
[01:56:13.079] ガスほら毒ガだバテはああそうださあむい
[01:56:20.480] これさ
[01:56:22.880] 全然グダグダじゃこれめっちゃ頭使わない
[01:56:27.320] めっちゃ頭
[01:56:28.340] [音楽]
[01:56:30.040] 使う殺して
[01:56:31.590] [音楽]
[01:56:35.079] もらしたくねレベル3はむずかったかもね
[01:56:39.000] 笑そうだねレベル3やばいやばいなんで
[01:56:44.840] はいレベル3でこんなずくなんのまだ2階
[01:56:48.520] 建ては早かったか
[01:56:51.890] [音楽]
[01:56:54.560] 全然見つかんねえよ
[01:56:57.040] な罠かけた場所覚えて相手の罠も覚えて
[01:57:00.800] 捜索しないとね無理だやんだよそれはない
[01:57:10.520] わこれタイムで勝てるので
[01:57:15.199] はいやじちゃんが自滅すの待だよ俺は
[01:57:23.159] どっかにやっぱ置いとかねえと
[01:57:27.159] じいあいつ絶対覚えてねえもん自分が
[01:57:30.079] しかけたところ
[01:57:32.350] [音楽]
[01:57:37.480] かないよアイテム全然
[01:57:44.239] もう勝てる
[01:57:46.060] [音楽]
[01:57:48.880] よでもなタイムで勝ちたくなるねいい勝負
[01:57:53.440] 勝ちは
[01:58:00.719] 勝ちよ
[01:58:04.199] ね2回だと思うんだよ
[01:58:09.460] [音楽]
[01:58:17.199] なもう
[01:58:19.670] [音楽]
[01:58:24.079] ないんだよ笑笑アイテム文字ないよない
[01:58:27.440] はいかなんで毒戻ってきたらじちゃん
[01:58:30.760] ゲーム廃人の顔し
[01:58:35.760] てるああれ毒がなんだバッテドガスだね
[01:58:40.880] なるほど
[01:58:42.480] いや
[01:58:45.199] なバカだ
[01:58:49.480] ああなんだよ毒が強え
[01:58:53.880] な絶対バレない
[01:58:56.070] [音楽]
[01:59:00.159] じゃん
[01:59:02.719] あれえアイテム1個ずつ持ってた俺しょう
[01:59:06.480] がなくないああ
[01:59:09.719] もう
[01:59:12.280] べカないねカがないないよ
[01:59:16.400] ね1個ずつ持ち歩いててもしょうがないよ
[01:59:19.280] ね
[01:59:23.440] ジやべえ
[01:59:26.480] ぞ
[01:59:29.960] あむかつく顔してん
[01:59:34.090] [音楽]
[01:59:39.119] なっあ俺タイムやべえ
[01:59:41.560] [音楽]
[01:59:46.480] じゃんちゃん行け時間ならんだ
[01:59:53.760] 罠しかけてないぞじちゃんなんでじちゃん
[01:59:57.480] を応援すんのお前
[01:59:58.920] [笑い]
[02:00:00.400] らと思ったらちゃやばい俺も
[02:00:07.599] やばいこれ
[02:00:09.719] さ倍率おいしかったのでやめやめやめ
[02:00:14.790] [笑い]
[02:00:19.550] [音楽]
[02:00:22.960] いやいやいやそんなのそんなの俺引っかか
[02:00:26.599] んないっすよ僕帰れなくなっちゃったん
[02:00:28.599] です
[02:00:31.199] けど俺帰れないですにアイテムあるのかな
[02:00:36.320] 帰れないなこれな自分で自分で毒ガス
[02:00:41.000] 仕掛けてなんでやねんマップ覚えないと笑
[02:00:44.960] 自分で毒ガス仕掛けておおいでおいで笑笑
[02:00:48.280] あでもこれそれずるそれずるくない笑笑
[02:00:51.440] 行くよ
[02:00:52.800] 危ない抜けた
[02:00:56.639] 抜けるああくそ
[02:00:59.960] よしええあタイムオーバーあ負けじゃない
[02:01:04.320] わこれでじんちゃんもあれだったらドロー
[02:01:07.239] ドロー20秒に脱出とドローだだえだって
[02:01:13.400] ば何無理じゃねバッグないってかないよね
[02:01:18.679] アイテム隠れちゃうよそうアイテムがどっ
[02:01:20.880] か行っちゃうんだよすぐはい疲れですはい
[02:01:25.320] ドローいやこれはねザエンドってねザエド
[02:01:32.360] これドローお流れですもう1回やり
[02:01:33.920] ましょうこれで飛ばなんないんでちょっと
[02:01:36.000] ダメだねレベル2笑笑レベル
[02:01:39.199] 2お互いいい頭してんなあああこんな
[02:01:42.480] マップですいいねメーカーケコだったか
[02:01:47.679] まずは疑いの位置を把しようお前そっちに
[02:01:50.719] いいんだな分かった
[02:01:55.450] [音楽]
[02:02:05.159] アイテムない
[02:02:07.970] [音楽]
[02:02:14.520] よ手当たり次第にあれしていいってもん
[02:02:17.760] じゃないぜちゃん
[02:02:19.610] [音楽]
[02:02:22.119] 俺だっ
[02:02:24.280] てって扉に仕掛けれたと
[02:02:27.360] 思う扉に仕掛けるのあれがわかんないんだ
[02:02:30.400] やり方が
[02:02:33.040] あなるほどね
[02:02:38.639] 笑笑ああ
[02:02:43.719] ナ
[02:02:46.040] えそう
[02:02:48.840] か待って待って待って笑笑
[02:02:52.780] [音楽]
[02:02:58.159] 笑笑えなんでマジ
[02:03:00.599] か
[02:03:02.360] グバなので傘で回避これこれ
[02:03:08.880] 傘決着つく
[02:03:11.639] のどっちかが脱出するまであし
[02:03:16.590] [音楽]
[02:03:23.719] また12かから
[02:03:26.079] ない
[02:03:28.760] もうアイテム全然ねえしさな死んだらまた
[02:03:33.520] どっか行っちゃうのが辛いよ
[02:03:36.320] ねあバック持ってるあいつ
[02:03:40.560] これそこにそこですね分かりましたいだき
[02:03:43.559] に参りますいだきに参り
[02:03:48.119] ますちゃんゲット
[02:03:53.440] 殺しに行けばいい殺し
[02:03:55.220] [音楽]
[02:04:01.480] 奪おおそれでつまんねアイテムはなくなる
[02:04:06.280] 時元に
[02:04:08.760] 戻るあれ
[02:04:11.850] [音楽]
[02:04:13.840] ホゲでもアイテムはねあの探さないとなん
[02:04:16.840] ないからねね
[02:04:19.110] [音楽]
[02:04:23.760] こっち見んな
[02:04:25.000] よいや死んでる時は見るしかねえだろ
[02:04:27.599] そっちしか見るとこないん
[02:04:32.620] [音楽]
[02:04:35.239] じゃ
[02:04:36.880] やばばやばいやばいやばいういあれどこに
[02:04:41.960] しかあれだったっけどこにしまってたっ
[02:04:43.490] [音楽]
[02:04:48.400] け行けない
[02:04:52.800] 調べねん
[02:04:56.599] ですはいあざます
[02:05:00.220] [拍手]
[02:05:02.960] おいやんべあいつやん
[02:05:09.719] べ違うんだよ
[02:05:14.360] な違うんだよ
[02:05:17.040] [音楽]
[02:05:18.520] なはいはいはい
[02:05:21.760] はい
[02:05:23.719] はいもう1個もう1個ですだガ待ちなしだ
[02:05:28.320] ガ待ちなし罠仕かけ
[02:05:30.320] ぺやんべあ分かった
[02:05:34.130] [音楽]
[02:05:36.960] なんはい
[02:05:43.199] 帰ろうあああ待てこら待て
[02:05:49.199] こらどこ行った
[02:05:52.199] 回ってる回ってる待ってるあいつ回ってる
[02:05:55.280] 知ってるようざいうざいうざいうざいいい
[02:05:57.760] いいそういうのそういうのいいはいらはい
[02:06:02.800] はい僕の勝ち
[02:06:05.360] で6月仕掛けてあったんだちょ時間が
[02:06:08.880] かかるんですよ月っていうの
[02:06:11.520] はごめんなさいありがとうござナイス
[02:06:16.040] ちゃまさん笑よしえよしよしよしよしよし
[02:06:21.199] はいということでえごめんということで
[02:06:25.000] ですね
[02:06:27.920] 結果うどん04ラキラおいおいおいおい
[02:06:31.559] おいお惜しかったねじちゃん色々忘れてる
[02:06:34.800] こと多いな
[02:06:36.679] あざおめでとうみんな俺を信じたみんなお
[02:06:39.760] めでとう
[02:06:40.679] いやいやいやいやいやったこれバック
[02:06:44.719] 見つけねえと話になないバックが多分出る
[02:06:48.360] 条件がアイテムを持ったでもう1個
[02:06:52.599] アイテムを持あでバックになるとそうそう
[02:06:55.920] いうことそういうことそういうことじゃ
[02:06:56.920] ないと多分1個だけ持ってると死んだら
