[00:00:28.760] はいお疲れ様です
[02:53:50.880] もってあげ
[02:53:55.880] たれてますおおおう
[02:53:59.840] なおうなて言った
[02:54:02.680] だろ
[02:54:08.080] かぼちゃでもねそんなパ出ねえよなパ出ね
[02:54:17.319] よ見わせしちゃまずいっすよないでない
[02:54:25.279] 笑昨日のマは忘れた
[02:54:28.080] ね忘れた
[02:54:31.720] ねもうこいつねめんどくせえ
[02:54:36.800] よ今日の夕飯は山かけ定食うわ山かけ
[02:54:41.239] うまい俺トロロ大好きやえ山かけって
[02:54:44.200] トロロだろお前何枚持ってんだよ世界中の
[02:54:47.880] は
[02:54:52.120] だ
[02:55:00.840] な
[02:55:02.359] たかっ何それそんなめちゃくちゃうまい人
[02:55:06.359] でスのツイートかっちゃったて話題になっ
[02:55:08.479] たんですか
[02:55:10.520] ことん
[02:55:14.279] だけは
[02:55:18.840] 色ちゃんとの俺はだからそうだたら女を
[02:55:22.319] はらせて今日は遊びに行ったって言ってん
[02:55:24.160] じゃん何かっこいい攻撃女らせそうはべら
[02:55:28.640] せてはらせてね同じこと言うのやめろ
[02:55:33.279] 笑笑女2人はらせて遊び行ったけどなんか
[02:55:36.600] 文句あるなんか文句ある羨ましい
[02:55:41.840] だろ女と遊ぶから今日ここってきたんだ
[02:55:44.439] からってきたんだからそう朝剃ったんだ
[02:55:46.760] から急いであ今日女と遊ぶから
[02:55:49.040] そう女と遊ぶからここ剃ってくべったんだ
[02:55:52.000] から急いで草いや尻に敷かれてるが正しい
[02:55:56.600] のでは急いで剃ったんだけど30分遅刻し
[02:55:59.600] た配信まで気づかなかったけどな笑これ
[02:56:03.800] なんづ何回も言うよ何回も言うまにはらせ
[02:56:08.399] やがってだ上がりすぎてて笑ったわ笑おい
[02:56:13.800] 遅刻すんな女って何歳何何何違うよ違う
[02:56:19.800] めいちゃんが本当に信じちゃったじゃん俺
[02:56:21.680] が俺が女違う違う今日ちゃうね今日ちゃう
[02:56:24.760] いはちゃんとニコとあのうんちミュージア
[02:56:27.800] ムってとこ言ってきたのようんちミュージ
[02:56:30.279] アムってやめろやめろ本当に信じてる俺が
[02:56:32.880] マジで女の女よマジで俺が女そんなん
[02:56:36.600] ちゃうちゃう
[02:56:37.680] ちゃうちゃうわもう俺逃げたメ
[02:56:43.120] たき色のニコと行ってきたんだよ
[02:56:51.319] おもろかったよなうんこミュージアムな
[02:56:53.920] あれ今日
[02:57:07.560] 夜てた臭くて逃げた
[02:57:11.279] か全然出てこねえじゃね
[02:57:14.960] かか奈川じゃない奈川じゃないおおお台場
[02:57:18.720] だやめっちゃ面白かったよめちゃくちゃ
[02:57:21.120] 面白かったぜひ行ってくれうんこシャウト
[02:57:23.800] やってほしい俺は恥ずかしくてやんなかっ
[02:57:26.239] たうんこシャウトっていうマイクに向かっ
[02:57:29.680] てうんこてでっかい棒で叫ぶとなんか画面
[02:57:32.720] の中のうんこがでっかくなって誰が一番
[02:57:34.479] でっかいうんこになるかっていうのがある
[02:57:35.720] だ
[02:57:36.399] よ子供たちがめちゃくちゃやってんの
[02:57:39.359] すげえ声がさ
[02:57:41.359] うんこていうのがすごいの帽被る
[02:57:46.600] のないだよな声3人で入ってちょちょうど
[02:57:53.560] 3つそのマイクがあっ
[02:57:55.560] てニコはめっちゃうんこうんこ言ってんの
[02:57:58.680] に俺といいはちゃんいや恥ずかしくてでき
[02:58:02.160] ない
[02:58:03.560] ダイバシティに前そうそうそうゼ
[02:58:05.720] ダイバシティだねそうそうそうそうそう
[02:58:07.600] ニコ笑笑ニコめちゃくちゃやってたのにえ
[02:58:10.520] なんで2人やらないのちょっと切れたニコ
[02:58:13.120] かえ2人恥ずかしかったら私できない
[02:58:16.239] じゃん可愛かった
[02:58:18.640] ちょっと切れ俺ら
[02:58:20.960] にさすが言ってるだけあるね人だ俺はその
[02:58:25.760] 時思ったなっんだね俺た大人になっちまっ
[02:58:28.479] たんだなもううんこて公共の場で叫べねん
[02:58:31.439] だねいや大人になっちまったなと思った俺
[02:58:35.720] うんこて公共ので叫べなくなっちまったん
[02:58:39.239] だニコはめっちゃ叫んでたよ
[02:58:49.439] 配信は全世界だよ確かに
[02:58:52.319] うわ
[02:58:54.760] 笑笑でもすぐ逃げるな奴ら3人組あんのか
[02:58:59.640] 3人組あんのか叫てんじゃんおめでとう
[02:59:04.439] さんはやべえ笑笑うっ
[02:59:09.200] ねえしいらねえ
[02:59:11.880] なつでも子供にれるん
[02:59:14.880] だては子供にるんっ
[02:59:18.760] は子供にもれるん
[02:59:21.279] だこれが外じゃそうはかねえ
[02:59:24.680] よせなマジで
[02:59:27.279] そうなんだよやっぱり子供そうだ配信し
[02:59:31.080] てる時はガキに戻んねえと唯一ガキに
[02:59:33.600] 戻れるんだこれがせれ世の中で働いてよな
[02:59:38.520] スズメの涙みてな給料もらってしっぺ
[02:59:43.120] あの食ってし
[02:59:47.040] てる戻れる場所なんですよここが分かるか
[02:59:50.200] い分かる
[02:59:53.040] かここがねとやってらんねエケチェン
[02:59:56.200] タイムだ
[02:59:57.680] よ3匹で出るのあいつら何見こんばんは
[03:00:02.359] ですあどうもこんばんはフラさん順調だ
[03:00:04.520] 今日はもうレベル上げ今日はレベルを上げ
[03:00:06.760] まくっ
[03:00:07.600] て今日はレベルを上げまくるのと
[03:00:11.960] えっとあのなんだっけえ移民の街をせあの
[03:00:15.880] 作り上げようかなというところでござい
[03:00:17.680] ます
[03:00:18.479] ねうんこ花火大会って楽しそうべたうんに
[03:00:24.319] 合せてくれるえどうなんだろうそうだから
[03:00:27.160] ちょっと考えたんよピサロが仲間になるん
[03:00:29.040] だとし
[03:00:30.439] たらピサロが仲間になるんだとしたらね
[03:00:34.120] ピサロの仲間になるの俺覚えてたからいい
[03:00:35.880] けどあえて言わないようにしたんです
[03:00:38.600] けど知らねえやつもいるかなと思って
[03:00:41.239] あえて言わないようにしてたんですけどま
[03:00:43.279] ピロ仲間になるんすけどピロ仲間になって
[03:00:46.359] からレベル上げた方がいいのかなてってだ
[03:00:48.520] そうすると多分エクラとチキーラ倒して
[03:00:51.000] からだべピタの仲間になのってエクラと
[03:00:54.080] チキーラで負けたら終わりだからそれは
[03:00:57.120] それまたそしたらレベル上げすればいいん
[03:00:59.040] だ
[03:01:03.800] よ口てどうか
[03:01:07.160] なエッグチキンバーガーみたい言うエ口
[03:01:11.200] 毎回これも言ってけど俺あの江口だのあー
[03:01:14.600] だのカーだの変な風に呼ばせるのやめて
[03:01:16.359] ほしくないチキチーだの
[03:01:18.479] 恥ずかしくて言しねあれあの
[03:01:25.920] マックパバカなのかお前クリフトおいえく
[03:01:32.680] のメタにとりあえず突撃
[03:01:36.880] エグチキじゃ
[03:01:38.760] なくえもうクリフトカじゃんお前何てえ
[03:01:43.600] FC版かお前はえクリフトバカだもよバカ
[03:01:48.279] お前下がれお前変われ我が家だったら変
[03:01:51.960] れって言われ並びかバカだからめだ
[03:01:56.880] こいつクリップ見てきたけどめちゃおもろ
[03:02:00.319] じゃんてクリトに剣持たせてる意味ねえ名
[03:02:05.239] しないの
[03:02:06.439] 笑な
[03:02:08.880] 我がえークリフトはもうお前はメタル狩り
[03:02:13.600] には時してないお前は下がれおこいつ
[03:02:17.200] すげえじゃんはぐれメタルの剣とはぐれ
[03:02:19.399] メタルの鎧装備してんだ
[03:02:21.680] ぞ誰か装備できんでその結果はどうでした
[03:02:26.399] 3匹
[03:02:27.520] とげうんうんこうんこあ1匹倒した1匹
[03:02:31.239] 倒し
[03:02:32.640] たミネアも行けんのあそうじゃミネに
[03:02:36.479] しよっ
[03:02:39.399] かミネアさんにやっぱミネアつけれたねね
[03:02:43.840] ミネアつけれるんだ
[03:02:50.720] まずこうでしょこう
[03:02:54.200] でしょでこうでしょえ江口ってどんだけ
[03:02:59.359] 強いのめっちゃ強いっていう記憶はある
[03:03:02.600] めちゃくちゃ強かったっていう記憶がある
[03:03:04.800] んだよなガキの時やった時もすげえ戦し
[03:03:12.279] ていやもう早いって逃げん
[03:03:15.720] の逃げんの早い
[03:03:24.680] どうなんだろうちょっと答えは言わなくて
[03:03:26.640] いいんだけどさ答えは言わなくていいのに
[03:03:29.439] 聞くのもどうなんだけどあのここ以上に
[03:03:32.479] 効率のいいところてあるの実際ここ以外に
[03:03:35.920] メタルキング出る場所ってあんのぼかし
[03:03:39.239] じゃぼかして答えてほしいあるのえとここ
[03:03:42.399] 以外にもメタルキングが出るのか出ないの
[03:03:44.880] かてメタルキングってここだけなんど出る
[03:03:47.960] とわなく匂わせ
[03:03:50.840] てジメタルキッグって出るのこれ以外に
[03:03:54.720] 出るあ出るんだ探すか私には分かりませあ
[03:03:59.880] あなた方は多分わかんないですよ
[03:04:02.120] ね探すかああでもでもでもいいでもでも
[03:04:06.040] いい
[03:04:08.600] なあでもいいな
[03:04:12.120] 笑笑出るるし出ないっちゃ出ないプランが
[03:04:16.120] いる場所があればそっちのが単発経験ある
[03:04:19.120] かもだけどえプラチナキングなんか出るの
[03:04:22.560] 知らんかったてくれ
[03:04:25.439] ちゃっ
[03:04:26.960] 倒せ何やってんだよ
[03:04:31.000] モバブ何やってんだ
[03:04:33.880] よおめえらやる気ねだったら変わるかああ
[03:04:38.080] 変わりはいくらでもいいんだぞ
[03:04:41.600] ああメタルキング倒せねえのお前のやる気
[03:04:44.359] がねえだけであ代わりはいくらでもいいん
[03:04:47.160] だぞ
[03:04:49.520] 以上
[03:04:52.000] のねそそう
[03:04:58.359] だえなきゃだだね使え
[03:05:05.359] なそう俺たのじゃねえもんな向こうが逃げ
[03:05:09.560] てるだからさ験値
[03:05:12.279] 起こす屈
[03:05:16.640] だれ番本日本人の日本人の1番嫌いなとこ
[03:05:21.359] なんか精神精神論でどうにかなると思っ
[03:05:24.560] てるやつでもいいからさでもなら
[03:05:27.720] 追いつけるだろ囲め追い込み料みてにこう
[03:05:31.239] なんかやれなんか罠はれなんかふあの藤岡
[03:05:36.640] ひ探検台みたいに罠張って捕まえようぜ
[03:05:40.200] ナトゥみたいな感じでで捕まえて一晩待と
[03:05:44.720] 危険だから明日るぞやっぱり
[03:05:51.439] だろお前さそんなやつに回心出してないで
[03:05:54.880] 本当に回心出すとこ間違ってるからねねえ
[03:05:58.319] 魔人の金ずってどんくらいの確率で回心
[03:06:00.520] 出んの1/10ぐらいどんくらい外すの
[03:06:04.160] 期待値どんくらいあんの魔人の片
[03:06:07.080] って50えそんなに2回に1回わんの
[03:06:13.000] めちゃ強え
[03:06:16.560] じゃん半ぐでない
[03:06:22.120] そんなじゃなかった
[03:06:27.800] 13いや大体がる確その8割もそんなもん
[03:06:34.520] 8割強よそれもほぼほぼ当たるよ
[03:06:37.359] ぞ魔人切りはどんぐらいなの魔人切りと
[03:06:40.359] 一緒な
[03:06:41.520] の魔人切りと一緒なの
[03:06:47.920] 結果を出してない敵を倒してないのに増
[03:06:51.239] かされない経験値が入らないて当たり社会
[03:06:54.960] の評価でも出射はしてるんだから基本級は
[03:06:57.359] 出せ
[03:06:58.479] よ結果動向のその不合は分かるけど基本級
[03:07:02.640] は出せよ出射してんだ
[03:07:05.000] から給料0はおかしいよ
[03:07:10.640] なろあ来た
[03:07:13.359] よし早やえすごい
[03:07:18.120] チャンスすらもらえないん
[03:07:22.120] だ経験値はだぞ経験は
[03:07:28.160] 験値はだっ
[03:07:30.520] ただよ
[03:07:32.680] な評価されねえだ今の会社
[03:07:36.640] なする
[03:07:40.279] にげままだからそのライアンまで攻撃回っ
[03:07:43.880] てこねえことあるから
[03:07:50.080] 職かうんもうちょっとなんかちょっと上司
[03:07:54.720] とうまくいってないねこの
[03:07:56.600] 会社上司とうまくいって
[03:08:00.120] ね違
[03:08:06.000] たトルネ口笛くそうまくなって
[03:08:13.120] ぞミネアが普通に強いやっぱぐれメタルの
[03:08:16.920] 剣持ってる
[03:08:23.720] てかはぐれメタルの剣の効果でさメタル系
[03:08:26.800] にいっぱいダメージを与えるって書いてあ
[03:08:28.399] けどそんななんか与えてる感じしないだ
[03:08:30.359] よく見てない
[03:08:32.239] けどメタルスライムのはぐれメタルの剣
[03:08:36.239] って何そういうてうってそうの筋肉がに
[03:08:41.600] なってますずっと口笛吹いてるからな
[03:08:44.920] メタルの効果だと思ったダメが2になっ
[03:08:48.200] てるよあダメが2になるだけな固定で2
[03:08:51.000] ダメあれ固定で2
[03:08:53.880] ダメ微妙じゃない5とか入るんだったらさ
[03:08:57.000] いいけどさ2なのあんま恩恵ねえなだ普通
[03:09:01.720] に攻撃力が高えからいいけどバキとすると
[03:09:04.439] 4ねあそうまそんなことやってる暇ない
[03:09:08.520] けどねメタルが出
[03:09:10.520] たどうなんだろうブラ入れてじゃあ何
[03:09:13.399] メタル出たらバイキルト入れた方がいいの
[03:09:15.239] か
[03:09:15.840] なれメタル
[03:09:18.600] ハグレメタルの剣で確実あなるほど
[03:09:22.000] ねまもハグレメタルならだろうんメタル
[03:09:26.319] キングに対してさ2ダ目とか4ダ目入れた
[03:09:28.840] ところでなんだよなもう結局回心任せで
[03:09:31.880] しかないんだよね正直だったらもうミネア
[03:09:35.239] じゃなくてさやっぱマーニャにするべきな
[03:09:37.560] んじゃないチャマライアンアリーナ
[03:09:40.359] マーニャだこれあれだからあの毒持ってる
[03:09:42.960] から毒全然発動しねえ
[03:09:45.720] けどのを待つより毒の方が早えよなって
[03:09:50.439] 思うんだけど1番効率のいいさまチャマも
[03:09:55.920] チャマ入れるけどライアン回心待ちで
[03:09:58.359] アリーナも開心待ちミネアは確定で2入る
[03:10:01.800] けどだったらマーニャの方がいいんじゃ
[03:10:04.319] ねえのマーニャの毒待った方がまだ期待値
[03:10:06.920] たけえ
[03:10:08.120] だろそうは思いませんそうは思わ
[03:10:13.359] ないもちょっとそうするわ
[03:10:17.680] で作ったぐれメタルのハ130くらいあっ
[03:10:20.600] たの思い出したままそうなるよなテリワン
[03:10:24.120] で作るとおおいおいおいこれであ違う
[03:10:28.840] 間違ったえあいいん
[03:10:31.399] かこっちのが期待値高そうじゃ
[03:10:37.160] ね毎回口笛がで猫入れてたかなあ戦闘に
[03:10:42.800] 入れたが確
[03:10:44.439] そうて
[03:10:47.479] ねあの夜中の配信なんてねりせ
[03:10:51.279] メルキだっなえ10以上はあるでしょ絶対
[03:10:54.880] だから普通にダメージ与えることを考える
[03:10:57.040] よりたりしたワンンある何それ
[03:11:01.439] 何ずっこけ
[03:11:03.600] てそんなあん
[03:11:06.040] のねああれってどうなマーニのドラゴラ
[03:11:10.720] ムってダメージ
[03:11:12.640] 入んラゴラムってなんか
[03:11:16.239] さなんかダメージ入るみたいなそんなん
[03:11:18.720] じゃなかったっけ火吹いたらやってみよ
[03:11:20.600] やってみるかマーニ入れてるしなあマーニ
[03:11:23.920] 入れてるからじゃちょっと次出たらやって
[03:11:25.439] みる
[03:11:27.279] か口笛がめんど
[03:11:30.680] くせえねいやさっきの3匹に開い
[03:11:35.560] て3匹に開い
[03:11:40.880] て3かなんかの時はメタルにめっちゃ
[03:11:44.439] なんか俺そんな記憶あるんだよななんか
[03:11:47.520] あのドラゴラムで火とメタルにも入る
[03:11:49.720] みたいなそんな記憶があるんだけど4入ん
[03:11:52.120] ねんか
[03:11:54.439] なちょやってみようぜまず出てきてくんね
[03:11:58.160] と話になんねんだ
[03:12:00.920] けど
[03:12:02.479] マジこの馬車のマいいわなもうええねんな
[03:12:07.000] やんこいつらドラエさんは確かに瞬あそう
[03:12:11.560] なん
[03:12:12.640] だはじゃ4はそんなないのかな
[03:12:20.359] これだるいこいつらマジでこマジだるい
[03:12:24.800] こいつ
[03:12:28.399] らギガで打つ
[03:12:31.560] かギガデイン打とガコスパいいしたった
[03:12:36.160] 15だからチバなんかMP使うことねえん
[03:12:39.319] だから
[03:12:43.560] さ強いマニさん強い最初からそれやって
[03:12:55.399] くれメタキン来て
[03:12:59.520] くれ全然
[03:13:04.080] これこれもいつまででも確かにしこしこ
[03:13:07.560] レベル上げるするかだよなマジで
[03:13:15.840] つつまでやるかだよなこのレベルで本当に
[03:13:19.479] いやもいつまででもできちゃうからね
[03:13:21.080] こんなこと言った全員レベル50にしろっ
[03:13:22.640] て言われたら全然できるよこれ全然やって
[03:13:24.680] もいい
[03:13:26.720] けど確かにこんなこと言うのもなんだけど
[03:13:30.720] こんだけレベル上げやりながら言うのもな
[03:13:32.560] んだけどちゃ多少のひりつきは欲しいよね
[03:13:35.680] 適正レベルがわかんないからこれ
[03:13:40.840] であドラゴ忘れたけどまあいいや倒した
[03:13:44.479] から
[03:13:55.680] え誰もレベル上がんないじゃん昨会社から
[03:13:59.600] 不正利用し
[03:14:01.920] たって俺も先月先々月に中国人にさPS
[03:14:06.239] アカウントあの乗っ取られてPSストアで
[03:14:10.760] なんだっけあのコールオブデューティ
[03:14:12.399] アードコーダセット900円買われたから
[03:14:15.200] ね気をつけろよ毒バマニアメタル以外だと
[03:14:18.319] 呪文使ってくれるのがめああそうそう
[03:14:19.720] そうそう呪文使ってくるのが早いマジ
[03:14:27.840] でもうメタルキング1匹倒すだけじゃもう
[03:14:31.160] レベル上がんねえのかよお前
[03:14:33.479] ら幸せの尺度ってもん考えた方がいいよ
[03:14:37.399] なんかこ慣れてるこいつらなんかもうあり
[03:14:39.880] が感じてないもっと考えな俺5万以上使
[03:14:44.600] マジ
[03:14:45.600] でで
[03:14:48.319] ションまだそんだけで住んでいこうま俺
[03:14:51.279] 乗っ取られたのクレジットカードじゃなく
[03:14:53.160] てあれだからなあのクレジットカードじゃ
[03:14:56.239] PSアカウントだったまだいいわそれで
[03:14:58.560] プレあのカードが使えたってだけでなクレ
[03:15:02.319] か追っとられたらえぐいだろえでもそれは
[03:15:04.560] 帰ってくるでしょ俺帰ってきたよ9000
[03:15:10.000] くらそれはちゃんとあの処理すれば帰って
[03:15:12.760] くるよリオな私もさんカード使いたい
[03:15:17.920] ふざけん
[03:15:19.160] なふざけん
[03:15:26.040] な何カード俺のカード何が欲しいの今
[03:15:29.960] じゃあ人のカード何でも好きに使えるさ何
[03:15:32.319] か何が欲しい俺何かおっかななそ
[03:15:37.239] マンションとかそくだらないのはなしね
[03:15:39.199] 現実的ななんか欲しいもの何今みんな
[03:15:43.520] 欲しいものって何から変て言われでもそ
[03:15:47.319] 審査通るから大丈夫だ俺も車から金審査
[03:15:50.120] 23かかるけどでも帰ってくるそういうの
[03:15:52.040] 明らかにおかしい
[03:15:55.359] やつネスギフトカード5万もそうのない
[03:15:59.720] そんな
[03:16:02.720] パソコン5円チョコ特大
[03:16:05.640] パックそれ俺が買ってあげるよその程度
[03:16:09.439] だったらその程度だったら正直に言って
[03:16:11.600] くれれば俺のカードを不正利用しなくても
[03:16:13.720] 俺が買ってあげるそ
[03:16:15.920] くら美味しいものああなんかお取り寄せ
[03:16:20.800] ぐるめやりてえお取り寄せぐるめ会やり
[03:16:23.680] たいねお取り寄せ
[03:16:26.239] グルメお取り寄せグルメ配信したいんだ
[03:16:30.560] けどお取り寄せキャシグローン喧嘩
[03:16:34.120] ちょっと今黙ってもらっていい
[03:16:36.479] みんなめっちゃいいやんフ税するかいいよ
[03:16:40.560] ねふさふさ納税するよりその納税したお金
[03:16:44.680] でなんかいいもん買った方が早いと思っ
[03:16:46.239] ちゃうも
[03:16:47.880] ペーパークラフト配信早くしてペパクラ
[03:16:50.439] 配信やりて茨のタのつまみおいしい
[03:16:54.000] から何それうま
[03:16:57.399] そうれも結局逃げられてる
[03:17:03.359] から地獄だねリボ
[03:17:10.080] メタルが出るおら
[03:17:12.640] 黙れんじゃねドラクやってんだ
[03:17:20.199] リボ払ってあんなのがこの世にまかり通っ
[03:17:22.920] てるのが本当にすごいと思わないヤザと
[03:17:25.359] 一緒だぜあれマジで本当に債務者を地獄に
[03:17:28.800] 落とす仕組みだかられるメタキン好き
[03:17:32.040] メタキン2だったられてもい出たに挨拶し
[03:17:34.840] ないから逃げられるんじゃそうな結構めど
[03:17:38.880] くさい人ですね
[03:17:42.040] なんか忘れたんだ
[03:17:46.960] なんか食いたいなお取り寄せぐるめやり
[03:17:49.040] たいなこのゲームメタルクエストに解明せ
[03:17:52.199] 本当だよ結局メタルガリなんだから
[03:17:56.720] 一番もっといいとこあんのかな唇の皮むけ
[03:18:01.160] むけ唇の皮むけむけ今唇の皮むけ
[03:18:08.439] むけ唇の皮むけ向けでんのこれここ以外に
[03:18:13.680] なんかもっと出るとこあんのかな
[03:18:17.000] 血出ないように向くから大丈夫分かる
[03:18:21.760] からもう唇の顔がむける
[03:18:25.960] んガンガンギガデインやろう
[03:18:33.000] えなんかここ効率いいよで悪でまここん
[03:18:37.040] だけやってら嫌でもレベル上がるよって
[03:18:38.920] ラスボス全部ドラゴン系なのかねいや
[03:18:41.920] おんなことないでしょまずこれが近くない
[03:18:45.120] これが近くねですれば合がある全然歯磨き
[03:18:49.239] すれば治る何がえ唇なわけねえだろそんな
[03:18:54.279] そんなで直ってたらリップクリーム使っ
[03:18:56.120] てるやつなんかこのよいなく
[03:18:59.279] ね歯磨きした唇はもう
[03:19:07.160] 割れるドラクエのラスボスはこれドラゴン
[03:19:11.040] じゃなくないスちびたこっていうちょっと
[03:19:14.520] 辛いおつまみでしたちょっとこれりますり
[03:19:18.960] ます深田エのツイートのなんか俺別に深田
[03:19:21.960] エのことフォローしてねのになんかさ深田
[03:19:24.239] のさなんかさあのツイートの告知が来るん
[03:19:28.319] だけど何フォローしてねえんだけどのこと
[03:19:32.680] ちゃまくそれあフォローしてた
[03:19:36.160] わあフォローしてたごめんフォローしてた
[03:19:38.840] わエなこと考えると
[03:19:41.080] 来るの最終感ある
[03:19:45.120] けどないの
[03:19:48.120] てローしてるやないかしてたわうんしてた
[03:19:51.840] ごめんえ唇はなんとかなへえ何俺金が
[03:19:56.680] いっぱいいるってことショックなんだ
[03:19:59.520] けども昔からやっぱね冬とかはねあのね
[03:20:04.160] リップクリームがないと生きていけない
[03:20:10.920] のロしてたねえするでしょ深大は
[03:20:27.279] もっと効率のいいレベル上げないのか
[03:20:30.720] あ
[03:20:40.640] あ夜勤中にりおもちお
[03:20:45.120] 疲れ使
[03:20:48.160] どうももちもちもちもちお疲れ今日
[03:20:51.880] は
[03:20:53.560] スーパー作業会レベル上げマスターとダな
[03:20:58.000] らいけてたよけるんよそんなにバリバリ
[03:21:01.720] 向けるわけじゃねえけどさ気になったら
[03:21:04.399] めっちゃ
[03:21:08.920] けるもち何時まで仕事なの夜勤ね土曜の勤
[03:21:14.920] って何してるどういう仕事な
[03:21:18.600] の土曜夜勤やるってすごくない工場なんか
[03:21:22.239] なわかんねえけど俺も昔工場団当れた時は
[03:21:26.680] 夜勤あったけど時しま8時までやんのつら
[03:21:31.880] えよ眠くなんねえなな誰
[03:21:35.840] か変うわライアン死ぬや
[03:21:38.720] んライアン死ぬや俺のうちなるジョイマン
[03:21:43.439] が出た今うちなるジョイマン体性かな
[03:21:47.199] 辛いわ
[03:21:51.000] 笑笑ね今思ったけどベホマズンて何これ
[03:21:55.199] 使えないのフィールドでフィールド
[03:21:58.960] でフィールドで使えないんないけどなきゃ
[03:22:02.920] いけないお仕事なの
[03:22:05.760] であまでもそれだったらいいなそれだっ
[03:22:09.479] たらいいな俺も昔工場だった場でねあの
[03:22:11.960] 夜勤やってた時夜って上司いねえから
[03:22:14.399] カップ麺食いながらやってたもんあこれ
[03:22:17.120] どこで働いてるとか言ったらこれ俺もう
[03:22:18.640] 問題になりそうだね嘘です冗談ですやって
[03:22:21.880] 体も最高られました交代勤務マジつれえよ
[03:22:26.120] な俺1週間交代で
[03:22:29.120] さ夜勤から昼勤に戻すのってめっちゃ大変
[03:22:33.120] なんだ1週間に1回やんなきゃいけないん
[03:22:34.600] だよそれをヒールドだとコスパ悪すぎる
[03:22:36.760] から使う理由ないかな何が何が何がなん
[03:22:40.319] だっけ何の話だっ
[03:22:42.279] け何を
[03:22:44.279] 使う結構レベル上がるの
[03:22:49.319] そう夜勤1週間交代あままずかごめん
[03:22:52.800] ごめんごめだよねああま自動車工場は多い
[03:22:58.080] だろうね交代性やっぱ常に生産するみたい
[03:23:01.680] な辛いんだよ本当に1週間交代ってのは1
[03:23:06.279] 週間だ1ヶ月だったらまだなそれも変か1
[03:23:09.680] 週間で夜勤から昼に戻すのって地獄なんだ
[03:23:13.520] よ夜勤朝まで
[03:23:17.680] サイクルでもちもちしてます代わりで
[03:23:20.479] あんな昼
[03:23:22.680] 日だっ
[03:23:24.520] たしんどいなうわあ夜勤やったらでもお金
[03:23:28.680] かかなりもらえてたけどなだからやるんだ
[03:23:31.520] よ辛いけど金めっちゃもらえる
[03:23:34.319] から辛いけどねかなり今もうそういう触手
[03:23:38.160] じゃなくなっちゃったから夜勤なんかない
[03:23:41.040] けどに来るやつ来る来る夜勤は
[03:23:43.880] めちゃくちゃ体にガくる全然もらえなかっ
[03:23:45.840] たぞそれはブラックスブラックだね
[03:23:48.199] ブラックスブラックだ
[03:23:50.399] ねだ夜勤手当てとか出るべ夜勤
[03:23:54.279] の1.2倍とかじゃないのその時さわかん
[03:23:58.479] ねけど1.2倍分かん分かん
[03:24:03.399] じゃなかったらやんねえよ勤
[03:24:07.520] なん
[03:24:09.359] とそう俺マジで金なくなったらあの
[03:24:11.880] ベーリング界の料行くわ料
[03:24:16.560] それ半年ぐらい海の上で帰ってこれたら
[03:24:18.880] 千万だよビッグドリームじゃねえ
[03:24:21.880] かロキ炙りだなそれな
[03:24:25.000] 手当て手当て深夜手当てあっても手20
[03:24:28.680] 超えいやそれはマジかやめた方がいい
[03:24:33.640] よ急に
[03:24:35.479] ディスカバリーディスカバリーチャンネル
[03:24:37.399] 見るやっぱり見るよ
[03:24:39.520] なベーリング会の
[03:24:42.520] ベリング街のは休憩なんてないから常に船
[03:24:47.680] のカパに出てあのつらら落としつって船に
[03:24:52.479] 寒すぎてベーリングか寒すぎてあの水がザ
[03:24:56.720] パーンってかかるじゃんそれが固まって
[03:25:00.239] あのめっちゃ重たくなって船が傾くから船
[03:25:03.160] についたその波の固まってやつを常にこう
[03:25:06.199] やって落とさなきゃいけないのじゃないと
[03:25:07.680] 転覆すんだよだずっともう寝ないでずっと
[03:25:12.040] 1日あの作業カルやってない時もそのつ落
[03:25:15.720] をしなきゃいけない
[03:25:16.960] で気が来るらしい
[03:25:19.279] みでめっちゃやばいから波も波ももう
[03:25:22.880] こんなんだからこんなとこであのポーンて
[03:25:25.520] 飛ばされて海に投げられて誰も助けてくれ
[03:25:27.840] ない行不明で終わり死んだことにもされ
[03:25:30.720] ない行不明でも半年間それを耐えたら
[03:25:35.520] だつそうそうそうだからずっとその寝ない
[03:25:38.800] でま交代で寝たりしてんだけど3時間睡眠
[03:25:41.680] とかでずっとつらら落とし
[03:25:46.760] でなんかの波とかであの高波が襲われて
[03:25:49.600] それで今カ取れないん
[03:25:53.319] だそれで半年間行っ
[03:25:58.920] てメタルキングリオってないの半年間半年
[03:26:03.840] 間この荒野で半年間この荒野でメタル
[03:26:07.479] キングを借り続けたら
[03:26:09.920] 1000万あ待ってあフロざすフロ
[03:26:14.920] ピクセルさん読め読めね読めねよかったら
[03:26:18.960] 名前なんでんていいか教えてとかやべえの
[03:26:21.520] かねやべえよあそこの流はマジでやばい
[03:26:24.880] じゃないもそういうとこじゃないとカって
[03:26:26.720] いないらしい
[03:26:27.960] からありピクルスって読めばいいだねオ
[03:26:31.279] ピクルスありがとうハットもありがとうね
[03:26:33.479] フォローもありがとう今日はドラゴン
[03:26:35.319] クエスト4の人生縛りってのやっててもう
[03:26:38.000] ラスボス倒してこれから裏ボス行こうぜ
[03:26:40.840] 死んだら1なるから40時間パなるだから
[03:26:44.479] 必要以上にレベル上げしてるちょっと作戦
[03:26:48.000] マーニをマーニャをえドラゴラム使って
[03:26:51.960] みようぜドラグラム使ってみよう
