[00:00:10.280] ういお疲れ
[02:13:28.880] アゴお尻の洗礼受けたのにやってますね
[02:13:32.199] やってますがうなんだ
[02:13:34.430] [笑い]
[02:13:37.960] こら
[02:13:39.800] おい麻雀ドリームクラブXbox3おい
[02:13:43.559] おいジャン玉やめてこれやんべえよみんな
[02:13:46.440] おおいま俺麻雀のルール知りこれでやるお
[02:13:50.360] これでやろかね俺これ買うわ麻雀ドリーム
[02:13:53.400] クラブ神だわこのゲームやんべやんべよ
[02:13:56.480] これでこれであれだわあのあれしよう
[02:13:58.280] ルール覚えよう麻雀の正直残り
[02:14:03.360] 5300ダメ人間じゃねえかよお前ダメ
[02:14:07.719] 人間じゃねえかよよしバイトするぞこれ
[02:14:10.800] なら覚えられるぞいこれなら覚えられるな
[02:14:13.840] これなら覚えられる
[02:14:17.480] ぞい待えどうするおどうするお行くかおい
[02:14:22.159] 5万買ったらよ次お前ここでお前ここで
[02:14:25.520] 5万買ったらよガチャ何回引けんだよあ
[02:14:29.719] バカだから教えてやろうかみんなどうせ
[02:14:31.440] わかんねえだろ計算できねえから5回
[02:14:32.960] 引けるんだよここで5万買ったらおい
[02:14:35.159] ガチャ引きてえよ
[02:14:36.559] なこんばんはアカですお店では私を選んで
[02:14:40.440] くれてありがとう嬉しかったら早速だけ
[02:14:41.960] メールしちゃっ
[02:14:44.159] ちゃまたお店でね眩しすぎて辛いこれは本
[02:14:47.719] なんで負けること想定しねえんだよバカが
[02:14:51.440] 1番のバカは僕でしたいやでも勝てる気が
[02:14:54.360] する俺今乗ってる
[02:14:56.320] から今日勝てると思馬鹿だからだよ勝てる
[02:15:00.599] と思うんだけど
[02:15:02.040] な返信メール読んだよ次も選んでくれ
[02:15:05.000] るってことだねちょっとま死んでこいこの
[02:15:08.199] 時はこの前よりも楽しく過ごせるように
[02:15:10.000] 頑張るから楽しみしたオオオお店の噂待っ
[02:15:13.239] て待ってまだメール見て
[02:15:16.400] ないこんな噂をご存知ですか会員危険が
[02:15:19.400] 切れたお客様が再びいらっしゃい
[02:15:21.719] というお話ですしかしなぜかお客様は以前
[02:15:23.480] の記憶をなくしてるようですしかも記憶が
[02:15:25.320] ないのはお客様だけでその方にご指名され
[02:15:27.159] ていた女の子も同様さらに不思議なことに
[02:15:29.079] そのお金はと金色のどういうこと何何これ
[02:15:35.239] 言ってんのわかんない怖いん
[02:15:37.719] だええどああでもこれでもこれさ最初の方
[02:15:44.000] にさこれ低い低いリスタートっってことあ
[02:15:47.840] 周回制度のことかもしかしてわかんない
[02:15:50.599] けどえこれさこの低いさ熟連動を高めない
[02:15:55.480] とこれなってなんでなんで俺今日2択の
[02:15:58.320] ゲームやったじゃん魔界に行くかあのドリ
[02:16:00.760] くらやるかなんでどっちのゲームでも熟
[02:16:03.040] レド高めなきゃいけないのなラスト
[02:16:06.119] ハルマゲドンでも熟レド熟連ドって言って
[02:16:08.199] このゲームでも俺熟レド高めなきゃいけ
[02:16:10.320] ないのもう熟レドはええよもうえこれどう
[02:16:14.199] するバイトするかいやでもまバイトしねえ
[02:16:18.559] とこれ進まあれだよな近角とか取れない
[02:16:21.960] もんね
[02:16:24.370] [音楽]
[02:16:26.920] な働けよえまか分かった分かった分かった
[02:16:33.240] 働きますようるせえ
[02:16:36.040] うるせえクククリクリあのね四角っていう
[02:16:39.920] のこれなんかこれあるとなんか新しい
[02:16:41.599] バイトが多分出るんだよねおつ4種しろ
[02:16:46.880] よ
[02:16:48.920] あ俺はダにだみんな俺はダに行けんだう9
[02:16:55.679] せだ俺は
[02:16:57.439] もおいガチャ5回引こうなおいガチャ10
[02:17:01.080] 回引いてもいいぞおあおい俺だた笑バカ
[02:17:05.040] ですあの真面目に働いてるやつてバカマジ
[02:17:07.200] で笑笑真面目に当てられてるやつ頭おかし
[02:17:09.880] いっすギャンブルすればいいじゃんどうせ
[02:17:11.519] 勝てんだ
[02:17:12.599] からどうせ勝てんだから10万買ったって
[02:17:16.960] からて借金すんな10万買ってんだからあ
[02:17:20.280] だるお前大丈夫だよだってギャンブルすれ
[02:17:22.679] ば10万勝てんだもんこれは魔法魔魔法
[02:17:25.399] じゃんこんな魔法魔法です汗汗冷や汗ルイ
[02:17:29.679] ののアカがいませんと分かりました
[02:17:32.880] なるほど明日仕事やめますあそう仕事やめ
[02:17:35.519] てだってギャンブルすば10万勝んだもん
[02:17:37.080] 1週間で1週間で10万だよそれでよく
[02:17:40.519] ない行くわ余裕だわ勝ったドリガチャ
[02:17:45.120] 引こうぜおいすげ喉いくなってきちゃった
[02:17:51.200] いらっしゃいませようこそドリームクラブ
[02:17:54.040] ちやめるパチプロで食ってくわパチプロで
[02:17:58.200] ドリガチャコインを入れるドリガチャを選
[02:18:00.519] おいおいおいおいガチャ引いてみようぜ何
[02:18:02.800] が当たるんだよパンティーとか当たんの
[02:18:04.840] かパンティ
[02:18:08.719] あこれがガチャです
[02:18:24.840] ちょ一瞬でわかパンティ当てたがるの何
[02:18:28.000] はい思ったよりひどかったティッシュ何今
[02:18:31.840] の
[02:18:32.960] えドリームクラブ本当に怒るのやめてええ
[02:18:37.719] ええええドリームクラブポケット
[02:18:41.319] ティッシュガブルでもらった金をガブルで
[02:18:44.439] 失うってなもっ回引いとくもう1回引こっ
[02:18:47.519] か10万あるしええええドリーマクラブ
[02:18:52.519] ポケットティッシュ
[02:18:54.559] 1万円
[02:19:01.639] えカの
[02:19:04.280] グズわかんないなんだったんだじゃさっき
[02:19:08.200] の
[02:19:10.280] ティッシュアカ
[02:19:12.599] かおいのの欲しくおいのののグッズ
[02:19:16.840] 詰め合わせ欲しくないですか
[02:19:22.160] 草グッズ
[02:19:24.160] 詰やめよやめめめこのこの8万大事に
[02:19:30.160] しようここはいやここでもう楽したいん
[02:19:33.760] ですよ俺もうやなの毎回ギャンブルとか
[02:19:37.000] ここで楽したいからここでお金ある間に
[02:19:39.519] 低いもう1回だけ楽したいコインを入れる
[02:19:43.280] ガチャを男見せろ増えるの
[02:19:48.399] にそうだよな
[02:19:51.479] おいパチンコまだ10万もらえんだろな
[02:19:55.479] パチンコそうだよパチンンコそうだあれだ
[02:19:58.560] パチンコ行きまだ金おらんだどうせあそこ
[02:20:00.520] 金もらう場所だ
[02:20:02.840] [音楽]
[02:20:06.399] から何これ待ってこれえこれまさかあれ夜
[02:20:09.960] のお薬ですかお夜のおい夜の薬って
[02:20:15.359] こと何これ夜のお薬が出ちゃいました皆
[02:20:19.520] さん薬薬が出ちゃいました皆さんそういう
[02:20:24.479] やつやろ
[02:20:26.160] なん誰かにプレゼントするのかな女の子に
[02:20:29.800] 最低だ
[02:20:30.710] [笑い]
[02:20:33.600] 笑何
[02:20:36.200] 何何何DCCポイントチケット待て待て
[02:20:39.680] 待てもう1回ちょっと待ってもう1回ちゃ
[02:20:42.720] 5万円だ5万円だ今日ここで5万円です
[02:20:46.760] 5万円を使う男むしろこのラインナップで
[02:20:49.560] よティッシュ当てたゆきちゃんかゆき
[02:20:52.439] ちゃんじゃねえなゆきちゃんじゃねえんだ
[02:20:55.359] よ
[02:20:57.000] なゆきちゃんじゃねえんだよなのののの
[02:21:01.120] グッズくれよののののグッズよ出たなもっ
[02:21:04.840] 回ね受けつけさやもう5万は取っとこう
[02:21:08.160] 5万は元で今日遊べなくなっちまうグッズ
[02:21:10.720] 私犬が好きですあ俺も犬派だよけちゃん
[02:21:15.439] 実家で飼っている犬は私の大切な家族の
[02:21:19.000] 一員なんです犬が可愛いよねえ終わり今日
[02:21:22.840] はもう話あんまり話かけて邪魔していけ
[02:21:24.560] ないまあんまり仕事ねえだろこれ一緒に
[02:21:27.040] 過ごす女の子を指してください派だねうん
[02:21:30.960] 待て次誰行くわんこいいな次誰行く次誰
[02:21:34.640] 行く猫なんだよな次誰行くアにきつそうだ
[02:21:40.240] なこれなんか絶対なんかロボットロボッコ
[02:21:43.359] だロボッコレイカもいいねレイカかレイカ
[02:21:48.240] かカイやんかレカおり
[02:21:51.840] さんご指名はレカさんですねなんかこの子
[02:21:55.600] めちゃくちゃ大人っぽそうじゃないなんか
[02:21:58.160] すごくしっかりしてそうなお姉さんて感じ
[02:22:01.680] かしこまりましたそれではこちらへどうぞ
[02:22:04.760] これしっかりしてそうなお姉さんじゃない
[02:22:06.120] これ
[02:22:08.160] 絶対しっかり系のさん長系かなあいや長委
[02:22:13.439] 長系はちょっとな長系ちょっと話げな風気
[02:22:18.319] かなああそういう感じあ結構厳しい感じ
[02:22:22.600] 風気員がこんなとこ働くだ空気の風もねえ
[02:22:26.280] だろあま
[02:22:32.080] もエロい
[02:22:34.600] もんレイカさんねよろしくお願いし
[02:22:37.750] [音楽]
[02:22:39.280] ます初めましてレカですあ今日はよろしく
[02:22:44.479] お願いしますあなるほど関西弁ですか
[02:22:47.439] なるほどいいすねなるほど関西弁の
[02:22:50.600] お姉さんということねあ待ってめんど
[02:22:52.840] くさいあ関西弁警察湧きそう関西弁警察
[02:22:57.560] いやそれ言わないからみたいな関西弁
[02:23:00.040] 可愛い関西弁初めましてご指名ありがとう
[02:23:04.920] ございますいやよろしくお願いしますうち
[02:23:06.840] はれっていあうちはれですあ橋本連と申し
[02:23:11.319] ます俺は橋本いやよくない関西弁の女の子
[02:23:15.439] あれ待って広島弁の女の子とかいないのか
[02:23:17.720] な娘ああありそうからもよろしくねあ3
[02:23:22.080] 漬けねあるかちゃん見られないままだけど
[02:23:24.399] 仕事なんで寝ますマイニーマイニー何え
[02:23:28.720] ひなさんの推しははるかちゃんなのうわ
[02:23:31.080] はるかちゃんも行きてこって行こうこちら
[02:23:33.720] こそよろしくねえレイカちゃんって
[02:23:36.200] ちょっとなってるけどもしかして関西出身
[02:23:38.120] そうやねうちは関西出身やマイニーが
[02:23:41.840] 寝付いてのなんか気持ち悪いなあやっぱ
[02:23:44.000] そうなんだちなみにレイカちゃんって普段
[02:23:46.040] は何してるのプロボーラー目指して日々
[02:23:48.640] ボーリングの練習してるんよ
[02:23:51.080] あそう今時珍しいよねプロボーラーってえ
[02:23:54.840] プロボーラって稼げんの今時ねえよなプロ
[02:23:59.000] ボーラープロボーラープロボーラーって
[02:24:01.560] 稼げるん今ままだまだやけどねなるほど
[02:24:05.560] ボーリングデートあるなこれうちに質問も
[02:24:08.479] いいけどお客さんのことも色々教えてよん
[02:24:11.800] でも教えちゃうよなんでも教えちゃうよ
[02:24:14.399] 体重は96kmで会やっとるわあそうなん
[02:24:18.279] だ
[02:24:20.479] 稼げない
[02:24:21.600] からもい教稼げないからうちのも教える
[02:24:25.760] からそうだろなそうだよなこっちの方が
[02:24:28.040] 稼ぎいいも
[02:24:30.420] [音楽]
[02:24:32.760] 長長だごめあのもっともっと俺とげてから
[02:24:36.840] もらっ
[02:24:39.080] て目教えてくれんのやったぜじゃ交換
[02:24:43.479] ねうちのアドレス行く
[02:24:46.640] でおさんのも送って
[02:24:53.359] お来た来たありがとうメールするから
[02:24:57.840] 楽しみにしててやあでもこの子明るくて
[02:25:00.279] 良さそうちちちだれさん可愛いね明るくて
[02:25:05.200] いい子だね本当ほら明るくて囲いよりこの
[02:25:08.240] ねねね
[02:25:11.840] ね好感度あげれんの換とこのだから今
[02:25:15.760] コメント欄のとこにあるこのハートでしょ
[02:25:17.319] 多分で好きなお酒とかなんか
[02:25:24.279] なんか音がすんポてでダメだとてボトル
[02:25:29.880] いやもうああいいねもちいいじボトルあ
[02:25:34.760] 待てでも僕ボリングめっちゃ苦手なんです
[02:25:37.920] よこの10万あったらドリペ入れられたら
[02:25:41.760] ねでもこの女にはまだ入れないまだ死ダだ
[02:25:45.240] 気をつけろよまだなさ待っでもさこの子と
[02:25:49.040] 一にたをさの女飲むでしょ
[02:25:52.560] さどれも一緒一緒は決めよこの子と一緒に
[02:25:57.479] 開けたボトルを俺は来週他の女と飲ま
[02:26:00.120] なきゃいけないんだよ最低じゃん
[02:26:03.600] 笑ね最低だよなボトルはまだいいわボトル
[02:26:08.279] は女決めてから女って言い方が悪いね
[02:26:10.920] ごめん好きな子決めてからし待ってコメ
[02:26:13.880] 可愛くないんだってごめんて言ったごめん
[02:26:17.120] もう回聞きたいこ
[02:26:20.560] 待ってるとなんか喋んんだ
[02:26:22.279] よなんだっ
[02:26:28.720] て全然喋んねああれだ聞いて体をなくした
[02:26:33.680] てなかった
[02:26:35.250] [音楽]
[02:26:36.880] わキャンセルしますあどれ決めても悩ん
[02:26:41.760] でるんやね可愛い悩んでるんやねやめやね
[02:26:46.640] じゃあどうするん
[02:26:50.359] さん可愛いよねお金は大丈夫ですかどお金
[02:26:53.680] ないんだキャンセルします可愛い
[02:26:57.720] な悩んでるんやねこのこの悩んでるんやね
[02:27:02.479] これチャンネルポイントにしたいな俺今日
[02:27:05.439] お任せでいいよお任せ何でも好きな飲んで
[02:27:07.680] いいよ今日金しこなうちのおすめこれ
[02:27:10.560] 何何何お任せも一緒一緒がない何これ何あ
[02:27:15.760] まだまだまだごめんまだあったごめん
[02:27:18.479] 可愛いありがとう
[02:27:21.319] じゃ遠慮なくいただき
[02:27:24.000] ます一緒の飲もうかじゃあ俺も焼酎一緒に
[02:27:27.160] 飲もうか一緒に焼酎飲もかでも酔わせたい
[02:27:30.680] この子酔わせたいけど焼酎もいや金やっ
[02:27:33.800] からおあれだいいよ金からウォッカせんで
[02:27:37.200] おいドリームカてるヘルでもいいぞ5万
[02:27:39.359] あっかんなどうせここで金使っても来週
[02:27:41.840] またギャンブルすればいいんだギャンブル
[02:27:44.000] どうせ10万増えんだからどうせあそこ
[02:27:46.240] ギャンブルじゃないしょお金くれる場所
[02:27:48.120] です行ったら5万くれなやなうん同じの
[02:27:51.880] 飲みたいよ同じのにしよっかじゃ
[02:27:55.520] まだまだ1個上のこだわりの承知だあ違っ
[02:28:00.240] たおお酒好きこの子何が好きなんだろう
[02:28:03.080] じゃあ飲もかおい乾杯スプバちょっとだけ
[02:28:07.319] やってれかおりさん指名してましたつまみ
[02:28:10.479] 作ってたら金持ちになってるわんあの
[02:28:14.240] ギャンブルで10万勝ったよギャンブルで
[02:28:16.399] 10万勝った頭おかしくなった何何何
[02:28:20.240] PSPにもあんのこれじゃないのかこれ
[02:28:22.479] PSPにもあんのエ笑そうもうだから働い
[02:28:26.319] てるやつバカだよただ
[02:28:31.040] のデートしようよねえカちゃん今度デート
[02:28:35.040] し
[02:28:35.720] ないデート10万誰と誰が俺とお前だ
[02:28:43.319] よそうだよえなんでなんでんでんでんで
[02:28:48.720] なんでんであるでしょ家と全ていい冗談に
[02:28:52.680] してはなかなか面白かったでちょっと違う
[02:28:55.960] よね
[02:28:57.319] ちゃん密度低いから初めて出ない
[02:29:01.800] きつだめだ
[02:29:04.680] こりゃ本当
[02:29:07.520] にて
[02:29:09.279] くれち待ってくれあ本
[02:29:12.760] じゃす本当の本当のキツやめて
[02:29:18.640] よいきなりやおカラオケはああごめん昨日
[02:29:24.240] 練習で叫びすぎてケいつカラオケできん
[02:29:27.279] ねん喉ちょっと痛めてるんよほっちんに
[02:29:30.160] 言われるのちすぎてストお願いなきつじゃ
[02:29:33.319] なくて
[02:29:35.319] きつ本当のやつじゃん俺先に酔っちゃおっ
[02:29:38.720] かな俺先酔っちゃうわあ焼酎あんま酔わ
[02:29:41.439] ないおいかっこいいとこ見せよう飲み干し
[02:29:43.760] てやるよおほらグラス上がった上がった
[02:29:47.200] 上がっ
[02:29:48.359] たシングルで次
[02:29:51.479] は今日は金やっからよあれだよいいの守る
[02:29:55.760] ぜあらブランで引っかけてみよっかな
[02:29:58.840] かっこよくないブランでちょうだいはい
[02:30:02.200] かしこまりましたどうもどうも
[02:30:05.439] どうぞ待て
[02:30:07.730] [音楽]
[02:30:11.120] とりあえずなあなああうちを動物に例える
[02:30:15.600] となやと思
[02:30:22.279] だだレカちゃんていう動物が完璧すぎて他
[02:30:24.960] にたえるなんてない
[02:30:26.600] よ
[02:30:28.319] キネきつねわんこ
[02:30:32.240] きつね
[02:30:33.760] たぬき天ぷらそれ天ぷらかなお前を動物出
[02:30:38.200] と天ぷらはえなタイガー猫あでも猫猫じゃ
[02:30:42.479] ないいちゃタイガーハエはないハはないお
[02:30:47.200] さゆちゃん笑笑
[02:30:50.319] はえな猫っぽいねま猫っぽいかなでも確か
[02:30:53.680] にえでも猫はもっとなんかつんでれな子だ
[02:30:57.680] と思うんだよこの子まっすぐじゃんで結構
[02:31:01.200] 関西ってやっぱタイガーだろ阪神タイガー
[02:31:03.920] 阪神タイガー上がったじゃんほら見て見て
[02:31:07.120] 見てうタイガてトラなんで英語や阪神
[02:31:11.920] タイガースやろが33対4イメージだから
[02:31:16.160] 虎よりタイガーイガイじゃうちてあかっこ
[02:31:21.000] いいあ待て待て待て待て俺この子が
[02:31:23.200] グラマラススカイ歌ったら好き
[02:31:25.560] ですねこの子があの日を渡り始めたら俺は
[02:31:29.319] 好き33マイナ4俺はカラオケで
[02:31:34.240] グラマラススカイとかを笑笑かっこよく
[02:31:36.880] 歌い上げる女が好きなんだ
[02:31:40.279] ようまみたいかっこよみたいな
[02:31:44.800] えちょっとグラマラススカイ行けないこの
[02:31:47.600] 子あの虹を渡らない好きすぎるだろなんで
[02:31:52.479] そんなグラ好きなの笑笑
[02:31:56.960] あのそうこの子俺の中だねおはようちゃ
[02:32:00.680] レカちゃんはかっこいいおいおいたまん
[02:32:02.960] ねえぞエジソンこのゲームえそうなんか
[02:32:06.960] じゃ憧れ憧れたはだろ歌える女じゃなくて
[02:32:12.640] 歌が好きなんじゃん歌好きちょっとある
[02:32:17.000] うんうんそうなんや揺れる神様重力という
[02:32:23.000] ものをくれて
[02:32:24.160] ありがとうそしたらせいぜい宇宙を見習っ
[02:32:27.920] てかっこいい男になれるよ努力せなね乾
[02:32:33.490] [音楽]
[02:32:34.880] K重力に感謝重力に乾杯なおっぱいが
[02:32:40.399] 揺れるのは重力のおかげです皆さん米印
[02:32:43.760] お母様も見られておるのを忘れてますやめ
[02:32:46.960] お母さん今日見てないこと願うわマジでカ
[02:32:49.520] ちゃんレカちゃん可愛いねまっすぐで
[02:32:51.399] 可愛いエディションこれそうこなんかね
[02:32:54.080] 可愛いんだよタイトルもこのゲーム
[02:32:55.920] ドリームクラブゼロスペシャルエディン
[02:32:58.520] エディピオンですエディピオンお酒なんか
[02:33:01.479] めったに飲まねえけどな家で飲んだの
[02:33:03.520] なんかこれ今年初めてかもしない見てて
[02:33:05.200] ほしいなニコニコにんまりマジで見てない
[02:33:07.240] で欲しいでも喜んでくれたみたいでよかっ
[02:33:10.800] たんあこれ強やべ女の子の
[02:33:18.760] でグイグイグイグイ
[02:33:21.600] 早く酔っ払ってくれよさっきのカット
[02:33:24.279] パンツ見えてなかった酔っパンツ見えてた
[02:33:27.160] 嘘待ってどしたえこいつまさか酒強あ酒強
[02:33:32.040] ぞ酒なこの前駅前でナパされてんはマジで
[02:33:38.720] 誰家で飲むの一番いいのにゆっっくり
[02:33:41.200] 飲めるし俺まずそそそもそもお酒飲まない
[02:33:44.200] んだあんまりレさパされたのそれでつい
[02:33:47.520] てったのちょっとしつこかったけど
[02:33:49.800] 蹴っ飛ばして追い返したっったなるほどね
[02:33:51.800] いやそんくらいそうこの子はまあねあ
[02:33:55.279] ちなみにナパとかせえへん
[02:33:59.040] のナパナイス蹴っ飛ばしナパしないかな
[02:34:04.680] なんか友達のね友達のナンパ俺ちょっとな
[02:34:09.359] ひか女引っかけからみたいな感じでそバカ
[02:34:11.920] いそれに付き添いで行ったことあるけど
[02:34:15.960] 地獄すぎてできると思ってんのか地獄すぎ
[02:34:18.880] てやめたわ逆なお俺は逆な専門だ
[02:34:23.840] よ俺はナパなする必要ないもん逆にナパさ
[02:34:27.160] れちゃうからねはお客さんがそうやなや
[02:34:31.319] ねんないないありえへんてあるよあるんだ
[02:34:36.240] よ可愛いんだからチマゲームはみんな笑笑
[02:34:39.920] 可愛いんだからチマゲームはこの子笑笑
[02:34:43.279] この子可愛いね何言っても笑ってくれる
[02:34:45.720] よく笑う女の子は素敵ですねがるのに
[02:34:50.960] 見抜かれとるないないありえへんでもこの
[02:34:53.960] 子いいかもねこの子もなかなかレベル高い
[02:34:56.319] わなんか何言ってもこう笑ってくれんのが
[02:34:58.840] いいね可愛い可愛い今日も駅前でナパされ
[02:35:02.399] たんだからほんまか可愛いね可愛いね
[02:35:05.240] なんか信じられへんな声かけてきるの
[02:35:08.560] ちゃまくおや普通に普通に女の子に声かけ
[02:35:11.560] たらも無理よりも近いしね確かにちゃま
[02:35:14.520] ちょろいねヤホで結構この子スポーツ会系
[02:35:18.240] だよね10月大
[02:35:20.800] 心いだ酔ったとこみたい布おお神のゲーム
[02:35:28.520] をやってみます今日はあさありがとう
[02:35:31.080] ありがとうナイスクリップあじゃあナパさ
[02:35:34.479] れたらどうしてるんバカはいはいついてく
[02:35:37.319] んかあ死なさだめだよお前馬鹿野郎あれ
[02:35:40.880] もしかして焼きもち焼いてこの子簡単に誰
[02:35:43.680] が気持ちの
[02:35:47.600] 神です
[02:35:49.850] [拍手]
[02:35:51.520] げは今どんどん気持ちなってます笑わ
[02:35:55.680] ほいほいついていきますこの右下のやつ
[02:35:59.520] ナイス
[02:36:01.090] [音楽]
[02:36:03.200] ああホや笑笑うわきつ惜しいやめてチして
[02:36:10.040] た今俺チしてた今おっぱいおっぱいにま
[02:36:15.000] 結果として
[02:36:16.920] オッ結果としてめっちゃいく
[02:36:20.800] ないめちゃくちゃ可愛いないこの子
[02:36:24.720] めっちゃ可愛くない大丈夫これ見て苦しく
[02:36:27.800] ならない右下
[02:36:30.800] 可愛い右下が1番可愛い攻略対象いつでも
[02:36:34.439] いい
[02:36:35.399] よめっちゃ
[02:36:37.640] 可愛いそこまできっぱりされ否定されると
[02:36:40.279] 傷つく
[02:36:41.520] な
[02:36:43.200] なあもうこんな時間よねこの子髪の毛今
[02:36:47.960] 笑ったね
[02:36:50.240] なんですか異性のよろしく願しますあの
[02:36:53.840] この子髪の毛サラサラだねこの子めっちゃ
[02:36:56.040] 髪の毛サラサじゃないです
[02:36:58.520] ね恋してえよなどうしますえこの子延長し
[02:37:03.479] たいごめんねこの子延長してこの子延長し
[02:37:07.279] たくない酔っ払ったとこ見たくない結婚
[02:37:11.200] しで断してくるこの子
[02:37:14.319] はこの子はこの子はちょっと延長
[02:37:20.720] これ酔っせたいほんまありがとうなじゃ
[02:37:25.399] ゆっくりしやばいこの子結構可愛いかも
[02:37:27.800] この子可愛いかもしれね俺も飲めねえんだ
[02:37:30.200] ごめんギリギリまで危ねえ危な白パンツ
[02:37:33.399] 見えてねえ白パンツ見えあれあれ
[02:37:43.279] あ
[02:37:46.520] みんなあら本当だあら
[02:37:52.420] [音楽]
[02:37:57.640] きゃあ
[02:38:00.319] く野郎ちゃまは割れ目まで出したのに
[02:38:03.720] こいつはパンツだけかよやめなトイレ行く
[02:38:07.880] 行くこの子が酔っ払うよれ前に茶が潰れる
[02:38:11.600] だろうな笑笑てみちてみちてみちトイレ
[02:38:18.960] 怖い音でけ音でけ音でっか音
[02:38:24.560] でっか音でっか
[02:38:28.080] ボテロ流れでガチャ引くのはろお
[02:38:31.930] [音楽]
[02:38:35.359] でっか残念でしたこの流れで引いても
[02:38:40.359] 残念イルミナティおこの子のイルミナティ
[02:38:43.560] が見えてるイルミナティおいあそこ
[02:38:45.399] イルミナティだあれなあれよくあ三角地帯
[02:38:48.840] 見てあの三角地よく確認するとあの目つい
[02:38:52.240] てるからフリーメンのあれイルミナティ
[02:38:54.399] です黙ってあれ
[02:38:56.399] イルミナティあれあそこよく拡してみ目
[02:38:59.040] ついてるからうどん
[02:39:04.800] 044いうのやめろほら言ったでしょ
[02:39:08.319] 始まっちゃってるんだよねの
[02:39:10.960] デタ始まっちゃってるんだよ
[02:39:15.600] ねだから始まっちゃってるんだよねこの
[02:39:18.920] ゲームはパンドラの箱開始まっちゃって
[02:39:22.760] パンドラの箱が開いちゃってるんだよ
[02:39:25.800] ね未来人の登場だよね
[02:39:29.960] これ目が輝い
[02:39:32.640] てるじゃあ遠慮なく飲んでよにパンドラの
[02:39:36.560] 開けねえよ魔やってるより楽しそうやばい
[02:39:41.240] よね話お待て完全やばいよねって話待て
[02:39:46.160] 完全に弱せに行っていい弱せにってい
[02:39:48.000] ドリームカテいいよ俺
[02:39:49.960] どうギャンブル行けばまた10万増から
[02:39:52.600] とりあえず乾杯調子の腹立つ行こう飲め
[02:39:58.040] 飲め飲め飲めよえよえよえはいきました1
[02:40:02.080] 発はいはい1発はい1発この時のあのこれ
[02:40:07.600] がマジであれだあのウナちゃんだったら
[02:40:09.520] マジでかっこいいぜ女弱った時にはい女
[02:40:13.120] くそ世界一かっこいいウちゃんマ女を
[02:40:15.120] 落とした時にはい発はい発はい1発怖いウ
[02:40:20.439] やめウのくそかっこいいウはい一発ここら
[02:40:24.960] で乾杯しよう
[02:40:27.760] か引っかかったな何何何血闘開引っかかり
[02:40:32.680] たい俺も引っかかりたいレカちゃんに
[02:40:35.319] 引っかかりたい
[02:40:36.880] 先何何何何何すんの何すんのこれ
[02:40:41.279] ね
[02:40:44.120] よいこの子が一番いいな
[02:40:50.439] 酔った顔可愛いTの役に引っかかったくせ
[02:40:54.720] に来た来
[02:40:57.439] たお前が飲むな笑笑これマジむずいって
[02:41:02.120] ゲームしろ
[02:41:04.680] 笑笑あなるほどこの傾き傾き勝った勝った
[02:41:10.439] 勝った勝った勝ったどっちあげあげ
[02:41:14.200] ビギナーでございます私は私はあげあげ
[02:41:17.960] ビギナーでございます
[02:41:22.040] 絶対
[02:41:23.760] 今日ビギナー
[02:41:26.800] ナイスあれ世界が回ってるぞるるちょっと
[02:41:33.880] しっかりしやここで出したらあてあおい
[02:41:39.680] 新たなっ見つけたみんねねねねねねねまた
[02:41:43.439] 新たなイルミナティだよここでこの三角形
[02:41:46.080] のあれだからったでしょ始まっちゃってる
[02:41:50.319] んだよねあの三角形見てこらんあの三角形
[02:41:53.880] の隙は見てこらん始まっちゃってるんだよ
[02:41:56.800] ね未来人による未来人による地球侵略計画
[02:42:01.600] は始まっちゃってるんだよね言った
[02:42:04.960] でしょイルミナティなんだよねミナこれが
[02:42:08.800] イルミナティなんだよ
[02:42:10.720] ねやばいよねって話
[02:42:14.120] おっおっ
[02:42:22.760] にっ最高のゲームですこれ
[02:42:27.800] はもう1本酒持ってきていいかあすごい
[02:42:35.080] だお最高まっ
[02:42:39.800] たとの関係もない
[02:42:45.359] けどしくもい
[02:42:49.439] でもいいけどなそんくらい金あるわただ
[02:42:51.680] ただただただただおいおみんなどうする
[02:42:54.600] バイト待お金あるとたくさんめねバイトに
[02:42:58.359] 行くかギャンブルに行くかあ分かったじゃ
[02:43:00.560] 俺先持ってくからさあの決めといてみんな
[02:43:02.960] で決めといてくださいバイトに行くか
[02:43:05.880] ギャンブルに行くかみんなでちょっと決め
[02:43:07.520] といてくお酒るわバイト最高のゲームか
[02:43:10.720] これギャンブル行かずにバイト行こうべ
[02:43:14.880] 制服のサイズが変えれるらしいぞバイト
[02:43:20.880] ギャンブルに飲まれるなピュアじゃないの
[02:43:24.640] に
[02:43:26.780] [音楽]
[02:43:29.920] バイト入する
[02:43:37.120] なこんなにテンションの高い連見たこと
[02:43:40.359] ねえよてかそんな酒飲んでて大丈夫なんか
[02:43:44.479] 笑
[02:43:52.680] こんばんはジーム
[02:43:55.399] ですよい
[02:43:59.160] ちょっとよいしょよいしょ本くらいなら
[02:44:02.000] 大丈夫そう調子はどう調子はどうったえ
[02:44:07.520] そんなに飲んで大丈夫助けてあげないから
[02:44:10.080] 気をけてあの僕もうあのあれですよ僕が
[02:44:12.840] 飲んでるお酒なんていうのはねほろ酔い
[02:44:14.600] ですから全然あれですあの全然平です
[02:44:19.720] よし今そのついでに止め取ればよかったの
[02:44:24.120] にジュース
