[00:00:00.000] OG
[02:04:46.440] 塔あるじゃんあれ
[02:04:48.280] 何上には上があるのさえまだまだ
[02:04:53.280] これ学校ない
[02:04:58.920] じゃん敵が多い
[02:05:01.760] よ敵が
[02:05:05.940] [音楽]
[02:05:13.599] 多いパーティー終えんな
[02:05:16.719] もうもういいよだいぶやってんもんこれれ
[02:05:21.920] はそこそこ時間かかりますあそうなんだな
[02:05:24.599] ねあのね場所がわかんねえどこに何がある
[02:05:26.559] かがわかんねえんだようんちかぶってるの
[02:05:28.960] か重た
[02:05:30.920] わうささお疲れそう今し体うんち頭に
[02:05:34.520] かぶってきたわどうもこんばんはクソ
[02:05:37.360] なげえよこの
[02:05:40.960] ゲーム地上マップ出します地上マップある
[02:05:45.239] ある一応マップねこのゲーム内のマップ見
[02:05:48.199] ながらやってんだけどちっちゃすぎて何が
[02:05:50.880] なんだか何何何漢字読めないなんて読むの
[02:05:55.800] それ邪ゲームってこんな人2023年は
[02:06:00.400] やめろおい
[02:06:01.960] それ半数って
[02:06:05.130] [音楽]
[02:06:07.079] 何
[02:06:08.599] こと爆
[02:06:11.050] [音楽]
[02:06:14.840] 男橋爆
[02:06:16.840] 男をするために今俺はお尻に帰ってきたよ
[02:06:21.559] みの元に早く帰ってきたからみんなの元に
[02:06:24.079] 早く帰ってきた甘だし甘だし帰ってくれ
[02:06:28.599] じゃ
[02:06:32.199] じゃそうだよ俺お尻吹かないて帰ってくる
[02:06:34.880] 配信中はいつもは吹くけどね配信中は
[02:06:37.599] みんなに会いたくてさもったいないじゃん
[02:06:39.520] みんなとこの時間がお尻吹いてる時間
[02:06:42.330] [音楽]
[02:06:47.000] がねこれ学校ってどこにあんの学校
[02:06:51.020] [音楽]
[02:06:52.239] なそうだよ
[02:06:55.040] ね学校ってどこにあるんですか学校わかる
[02:06:59.880] 時間もったいないよねもったいないんだよ
[02:07:03.199] うんち
[02:07:05.920] だくれないだみたいな感じでさ言わない
[02:07:10.760] でなんかXジャパンみたいなくれないだ
[02:07:15.320] みたいな感
[02:07:16.920] でーありがとうございますて言ってくれ
[02:07:20.000] 言わねだにねえよグラビアアイドルから親
[02:07:24.239] ポンは眼中にねえだ
[02:07:26.360] 笑笑ジャマ
[02:07:28.639] ジャパンうんちだつっ
[02:07:32.199] てもうファン枠だろうなおいどこ行きゃ
[02:07:36.159] いいんだこれてんのちょっといいですか
[02:07:38.800] なんす
[02:07:41.000] か待てこれやばいのいるやばいのいる
[02:07:44.079] やばいのいるあの左上
[02:07:46.360] 左上
[02:07:47.960] マップあマップこれだよあマップこれえ
[02:07:51.639] これどこから持ってきたのこれあすげえ
[02:07:54.559] マップあるさすがMDXさんこれっす
[02:07:59.360] よあこんなバラバラにあるんだオッケー
[02:08:03.239] 助かったああこれ
[02:08:06.639] かどっから持ってきた待てちゃうねんそれ
[02:08:10.280] もそうなんだけどこの変なさあのさ左上に
[02:08:14.599] いるじゃないやばい緑色のやつあいつ
[02:08:16.559] あいつ何なのめっちゃ強くないれたら
[02:08:18.400] 良かったのにいやお前知らねえだろ
[02:08:21.960] あいつやばすぎんの
[02:08:27.760] よやべえのやばいぶん殴られたら全員一発
[02:08:32.559] で沈むやばいんだあいつマジ
[02:08:37.960] で絶対1ぱ死ぬぞ
[02:08:43.159] ほらもうだからもうピドが入れるポイント
[02:08:46.920] ゲームのマップ機能の表示と同じなので場
[02:08:50.320] リンクしやすいです助かるわありがとう
[02:08:53.199] うんうんうんうんうんオッケーオッケー
[02:08:57.920] オッケーじゃあ結構これバラバラにあるん
[02:09:01.440] だね本当に
[02:09:07.000] [音楽]
[02:09:13.079] ね結構バラバラですね分入るよはいよはい
[02:09:18.880] よちゃまく何
[02:09:21.730] [音楽]
[02:09:27.719] んどうし
[02:09:36.360] たその水色の点いたの私だ
[02:09:40.960] よ手柄を手柄を少しでも自分のものにし
[02:09:44.719] たいや分かってるちゃんが頑張ってくれ
[02:09:47.840] てんのも分かってるよありがとねいつも
[02:09:50.440] マップ出してくれちゃんだからマップの
[02:09:52.679] 赤いポイントが第2うん分かるわかる
[02:09:54.880] わかるわかるわかる
[02:09:58.440] 笑笑張り合ったわけじゃないよ笑笑あ
[02:10:01.760] 張り合ったわけじゃない
[02:10:04.960] かボケ
[02:10:07.639] ですえっと
[02:10:10.719] じゃあどこ行ったんだっけ俺マップのえっ
[02:10:13.800] てことだよマップのイです
[02:10:18.520] かほいじゃあえっとねえっと俺今ここに
[02:10:25.199] いるんでしょ分かってあげなよわかごめん
[02:10:28.719] なさい分かりまし
[02:10:29.760] た
[02:10:33.159] えっととりあえず水色の場所を回っていき
[02:10:36.760] ましょうはいいちごいちご
[02:10:41.160] [音楽]
[02:10:42.559] いちごホグワーツみたいな名前してんな
[02:10:44.880] お前な
[02:10:47.360] [音楽]
[02:10:52.400] いいねいいねいいねいいねいねいいね皆
[02:10:54.000] さんレベルアップしていいです
[02:11:01.840] よああなんかあるや
[02:11:05.199] んどうやっていくの
[02:11:08.800] あそこえどうやって行くの
[02:11:11.639] あれえどうやって行くんのあれえええ東が
[02:11:15.320] どんどん遠ざかっちゃうんだ
[02:11:17.239] けど今なか教会みたいのあったな
[02:11:23.079] こっちかもう敵出てくんだもうあこっち
[02:11:28.280] だや変な出てこないでいないオそのための
[02:11:33.920] マップなのではちゃうんだよちゃうんだ
[02:11:36.480] マップが中的すぎて大体の場所は分かるん
[02:11:39.719] だけどマジでこれ分かりづれえんだって
[02:11:43.630] [音楽]
[02:11:51.599] やべえこれ朝までやりてえなも足仕事休み
[02:11:54.079] てえ
[02:11:58.199] な新しい魔法明日仕事な
[02:12:03.000] もんいいよな明日仕事なもん基本的に
[02:12:07.719] 通れる道筋は本空な場所がほとんどなでを
[02:12:12.159] 決めてひたすらそちらに
[02:12:14.159] 近づけるでしえもうみ休みな
[02:12:19.239] のるので
[02:12:21.880] やり気持ち悪いな
[02:12:24.239] お前気持ち悪いなお前休むからええ休もう
[02:12:29.520] もち笑いいなみんな休み
[02:12:32.920] か
[02:12:34.840] 休も連ニコニコにんまり
[02:12:38.599] 仕事に決まってる仕事だよななめんなお前
[02:12:43.280] らマジで俺たちがいるからおめえら
[02:12:45.719] ゴールデンウィーク楽しめんだろうが
[02:12:47.400] ちなみに僕は仕事ですあ俺も仕事頑張ろう
[02:12:50.840] な休みだの調てる限では
[02:12:54.960] なまそうだよ
[02:12:58.320] ねえーここは何ですかあれこれ学校あれ
[02:13:03.280] 学校
[02:13:04.880] じゃん学校あるやんちなみに2日行ったら
[02:13:08.320] 3連休ですセーブするセーブするセーブ
[02:13:10.599] いや俺もそうもちろんね仕事の人もいる
[02:13:13.360] から休める人もいるわけでそうですよね
[02:13:17.480] [音楽]
[02:13:23.760] オありがとねちやありがと
[02:13:27.159] ならせてないところあるから仕事あり
[02:13:32.079] ますリアルだな請求所出さなきゃいけない
[02:13:36.159] んだ大変だねそんの大変だよな分かるよ俺
[02:13:38.520] も営業だからさ請求所のあたのカードに
[02:13:40.800] やんなきゃいけねんだ
[02:13:42.360] よ連休なんてねえよえないのてく大変だな
[02:13:47.679] やめてしまおう笑笑ねこれ学校のマップ
[02:13:50.159] 出せる人
[02:13:52.119] 学校のマップ出せる
[02:13:55.030] [音楽]
[02:14:00.000] 人URL省略
[02:14:03.079] ふイハ
[02:14:06.159] さすが
[02:14:08.239] さすがおおめえのお前の手がしてんじゃん
[02:14:11.440] ねえ
[02:14:13.000] よララララララ
[02:14:16.640] [音楽]
[02:14:21.400] 最近のAIビジョってのはすごいねすごい
[02:14:24.960] 今みんなには見えてねえけどめっちゃ
[02:14:26.760] エッチなあのあれが出てるわ広告があここ
[02:14:30.679] も何回もあるのかめんどくせえ
[02:14:33.840] なオッケーじゃ行きますかえーここの
[02:14:37.440] マップを別ウィンドウで開きます別タブで
[02:14:40.000] 開かないとAの色ハス
[02:14:42.400] ですAIだったん
[02:14:47.400] だご質問は何ですか
[02:14:53.500] [音楽]
[02:14:54.840] こいつらは殴って倒す時間かかるけどここ
[02:14:58.119] 殴ってレベル上げてく魔法ばっか使ってた
[02:15:01.119] 魔法しか上がんねえからやぱめどくせえ
[02:15:02.719] けどここ殴るわあでも自信来そうこれ自信
[02:15:04.920] 引くなよ自信引くなよめんどくせえから
[02:15:07.480] マジ
[02:15:08.960] であもう面白くない
[02:15:13.760] なドラゴンが毎回これで死ぬからドラゴン
[02:15:16.480] のレベル全然上がんねえんだよ
[02:15:18.810] [音楽]
[02:15:23.679] 色あほらほら戦って勝殴りで勝つとこん
[02:15:28.520] だけ上がるのよドラゴンマジ
[02:15:31.760] 弱え毎回ドラゴンのためにこれもうやんの
[02:15:34.679] めんどい
[02:15:36.130] [音楽]
[02:15:43.239] なこのゲームの1番聞きたいBGMがけ
[02:15:46.960] ない回にもう行ってるはいで
[02:15:51.159] ちんお疲れほん何何が聞きたいの戦い戦い
[02:15:54.679] のBGも変わっちゃってんだよもなのに
[02:15:56.520] なけない本当だよなドラゴンて一番強く
[02:15:59.599] あるべきだよ
[02:16:06.040] などのパーテにも荷物がいるのが辛いに
[02:16:11.000] 概念はりません学校のマップディスコの
[02:16:14.079] ドムに送っておいたよ仕事あありがとう
[02:16:17.079] いや学校のマップはごめ今見れてるんだよ
[02:16:18.760] ねありがとうでもありがとう代わりに
[02:16:21.280] ちゃまく歌って何よ何よ何よ何よ何が
[02:16:28.520] 何あのちゃまラララちゃま
[02:16:33.359] ゲーム明日と明日まで仕事がルルンきつい
[02:16:41.519] なんだ歌言うたよけ
[02:16:43.280] 今お前ら歌言うたやんけ
[02:16:53.170] [音楽]
[02:16:58.000] うるさ敵が弱いから助かるわここなんか
[02:17:01.479] ありますねここなんかあります
[02:17:05.040] よあ間違えましたあこいかはい来たあ
[02:17:10.399] 助かるパーティー変わるんだここで
[02:17:15.840] ラッキーあいい
[02:17:18.359] サイクロプスは
[02:17:21.280] に
[02:17:25.359] のそれは何かの写真集らしいもので
[02:17:29.439] あぶすでに表紙もなくなりかなりボロボロ
[02:17:32.760] になっていた中はそれほど痛んで
[02:17:36.000] ないサイクロプスはその写真を見るなり
[02:17:38.880] 驚い
[02:17:39.920] た人間がモンスターに変していく連続みい
[02:17:44.240] なのでも右下私っぽいの写真こんならもい
[02:17:49.559] たのかサイクロプスは次々とページを
[02:17:52.920] めくった驚きは止むことがなかっ
[02:17:56.479] た次第にサイクロプスは人間に対する疑問
[02:18:00.359] を深めていっ
[02:18:02.040] た人間の世界になぜ我々のようなものが
[02:18:06.359] 存在するの
[02:18:08.160] だその疑問はサイクロプス自身の意識に
[02:18:12.080] 眠っていたものを呼び覚まし
[02:18:14.479] たさらにサイクロプスはその目覚めたもの
[02:18:18.399] に全てを支配されていた
[02:18:22.160] 人間は互いに殺し合うしかし平和を願う
[02:18:26.519] この愛反する要素に人間は
[02:18:29.599] 苦しむそれを他にすり替えることにより彼
[02:18:32.559] らは心してき
[02:18:34.479] たサイクロプスは自分がその
[02:18:41.920] ある1つの全く質なものが出現し
[02:18:45.880] たそれはでサイクロプス
[02:18:49.719] がいさやアイデア出
[02:18:53.160] たいつからとったよ完全ではなかったの
[02:18:58.330] [音楽]
[02:19:00.840] だなるほどな優しさと愛なんすよこの解説
[02:19:04.840] ある人の声誰だろうねなんかスタッフなん
[02:19:07.000] じゃないのあんま有名な人じゃないでしょ
[02:19:08.479] 多分が分かって
[02:19:10.639] いく要はだから何サイクロップスも元は
[02:19:14.960] 人間だったってことでしょ社員さんです
[02:19:17.920] すごいね社員なんだ
[02:19:22.920] こういう風にちょっとモンスターたちの
[02:19:24.359] 秘密がどんどんどんどん暴かれていくん
[02:19:27.000] ですよムービー中はちょっとごめん黙っ
[02:19:29.160] ちゃったこれね1回聞き逃すともう見れ
[02:19:31.719] ねえからしっかり聞きてん
[02:19:39.240] だどこで積んだんだっけあもうね積んだ
[02:19:42.519] とこ超えた超えたもう初めてだよこの辺
[02:19:45.559] [音楽]
[02:19:49.640] はこのゲームの最初ら辺のBGM聞きたい
[02:19:54.040] そう字幕ないからね最初らのBGMね
[02:19:56.280] 聞こうと思えば聞けるいやわかんないんだ
[02:19:58.640] よまだそれが罪ポイントあるかもわかん
[02:20:00.240] ないしないかもわかんないそれがわかん
[02:20:02.120] ないねだセーブ多めにやってくこれ終わっ
[02:20:05.640] たらセーブ
[02:20:09.840] しよう1回セーブしようこのゲームでもね
[02:20:13.520] このゲームね後半もBGMめちゃくちゃ
[02:20:15.359] いいよBGMめっちゃいいよね本当に特に
[02:20:19.520] 今お気に入りなのこの中のしBMかわから
[02:20:23.359] なくなってるさちょ後で聞くからちょ待っ
[02:20:26.359] てや今戻れないんだ今そこまでお何お人形
[02:20:30.640] なんか落ちてる
[02:20:31.760] よあえあパーティー変わんのねうわあここ
[02:20:35.960] サルバだうわあめどもうまたサバンだ
[02:20:39.680] めんどくさい
[02:20:42.040] これこれバグじゃないんすよこれあの
[02:20:44.880] イベントに必要なモンスターを呼び出すの
[02:20:46.720] にわざわざこれ変わるんだよこうやって
[02:20:48.720] パーティーがだサルバのハ月に1回だから
[02:20:51.399] さこれ8月1日まで待たなきゃいけねんだ
[02:20:53.319] よこれまめんどくせえなこれもうサルバの
[02:20:55.800] イベントさっさと終わしてくれよ
[02:20:58.000] なめんどくさいねこれねいちいち
[02:21:03.560] ね俺さ8月1日までこれ早一気に変われば
[02:21:07.680] ええやん順番順番やんなくて
[02:21:11.640] も次誰だろうねこれね誰のあれ
[02:21:17.439] だろう長もう長い
[02:21:21.520] 最初これバグかと思ってビビったよ
[02:21:24.720] なバグかと思ったけどバグじゃないよこれ
[02:21:27.240] は使用
[02:21:30.160] です8月1日はせつまり1ヶ月ここで
[02:21:34.600] みんな待機
[02:21:37.280] て地獄じゃねえかバグだと思うじゃん思う
[02:21:41.080] よなビビるよな誰
[02:21:43.120] だろうこれしよなの笑う
[02:21:46.120] そうBGMめっちゃいいよこれゴーレムは
[02:21:48.640] そこにやってを手にしだからお人形ね
[02:21:51.359] ゴーレムだからそれを手にしていると
[02:21:54.399] ゴーレムの意識に何か温かいものが
[02:21:57.160] 湧き上がってみんながねちょっとずつね
[02:21:59.120] なんか愛とかを思い出してくのよ失われた
[02:22:02.000] ものが帰ってき
[02:22:03.840] た人間が神へ挑戦し当たり前のごとく敗北
[02:22:08.319] した結果残された
[02:22:10.399] ものそれが自分自身なのだ
[02:22:14.280] う人間は自分たちの手で人間を作ろうとし
[02:22:17.640] たなるほどそれが叶わぬことをたの絶望が
[02:22:21.920] 自分を生み出したなるほど
[02:22:25.280] ゴーレムの意識に人間を哀れむ気持ちが
[02:22:28.640] 生じたうんそれこそ優しさと愛なの出た
[02:22:37.800] よなんかぜ優さもだった絶対絶対にこの
[02:22:42.760] ムービーさっきから何個か見てんじゃん
[02:22:44.680] 絶対締めが優しさと
[02:22:47.319] 愛そネタに見えてきたネタに覚えてきた
[02:22:50.920] 絶対このなんかモンスターのムービーが
[02:22:52.760] さっきからさ何個見てんだけど絶対締めが
[02:22:55.800] 優しさと愛の話か感知らんとか錬金術初心
[02:23:00.439] 者いやいや人体連っていうはだからゴーレ
[02:23:03.280] ムっていうだから人間を人間をこう人間だ
[02:23:07.800] から自分たちがゴーレムっていうもを作っ
[02:23:10.840] て人間を生み出そうとしたっていうこと
[02:23:12.520] でしょ優しさと愛クさんこんばんは結局愛
[02:23:16.200] なんだよね結局愛大事なのって教えといて
[02:23:20.160] あげる結局愛が大事
[02:23:23.399] ですん何何何逆だった逆だっ
[02:23:32.760] [音楽]
[02:23:34.680] た人間生み出せなかったからゴーレム作っ
[02:23:38.200] たって言ってなかったあだから人間がね
[02:23:40.960] 人間がだから人間を法して作ってだから
[02:23:44.439] 自分たちも人間のようななんかその生物を
[02:23:47.040] 作ろうとしたけど人間みたいなものは
[02:23:49.279] 生まれられなかったからゴーレム
[02:23:51.120] マゲームも優しさと愛を思い出すの
[02:23:54.399] か俺は忘れてねえよ俺は優しさとや忘れて
[02:23:59.200] ねえだろ俺ほど優しさと愛しかない人間い
[02:24:02.920] ないから
[02:24:04.040] なみんなに対してもそうでしょみんなに
[02:24:07.680] 対してもそうじゃない俺優しさと愛しか
[02:24:09.359] ないだろうむにはい来た来た来たぞ行くぞ
[02:24:12.800] もう1匹行くぞ優しさとアイ
[02:24:15.560] ムービーちゃまさんはゴーレムってこと
[02:24:18.399] ちゃうわその時スフィンクスの目に1枚が
[02:24:22.760] 映ったスンスだけじゃないよ三角形の巨大
[02:24:26.319] なものの横にそびえ立つスフィンクス自分
[02:24:29.040] の姿を見た
[02:24:30.359] 時スフィンクスの記憶の中に来光が走った
[02:24:34.680] うん失われていた過去が一瞬のうち闇の彼
[02:24:39.200] より舞い戻ってきたなるほど
[02:24:41.240] ね人間が作り出した王の象徴うんそれが
[02:24:47.240] 自分自身なのであるそうだねピラミッドの
[02:24:49.279] ね人間は自らの能力を持するために自分
[02:24:54.800] 自身以外のものを作らねばなら
[02:24:58.000] ないその時スフィンクスの意識に人間に
[02:25:02.439] 対する哀れみの気持ちが生じたみんな
[02:25:04.960] 優しくなってくんな人間にそれこそか優し
[02:25:07.520] さそれが優しさと愛だったそうだ同じこと
[02:25:10.240] 言うだよそれこそが優しさと愛だった
[02:25:14.359] なるほどな優しさと愛がみんなには目覚め
[02:25:16.680] ていくわけ愛だった優しさと愛である優し
[02:25:20.600] さと愛だなやっぱり優しさと愛なんすよね
[02:25:24.160] 大事なのってみんなみんなもだから忘れ
[02:25:26.800] ないで欲しい優しさと愛優しさってなんだ
[02:25:30.960] 哀れみを持つと優しさと愛がめるくまーる
[02:25:40.290] [音楽]
[02:25:54.960] あてなんだためらわないことさ何それ
[02:25:58.000] 何それ名言みたいなそうなのげ両方持っ
[02:26:02.479] てるんよねそうだよ優しさと愛だよ哀れん
[02:26:05.279] でるからみんなのこと俺視聴者のこと
[02:26:08.240] 哀れんでるから優しさとが目覚めてるよを
[02:26:10.479] 恨んでた持ってるよねの後にはがある
[02:26:15.439] だすぎ発や
[02:26:20.760] そうだねそうみんなのこと哀れに思ってる
[02:26:22.760] から俺かわいそうな奴らと思ってる
[02:26:27.720] からだから俺はみんなに優しさと愛が優し
[02:26:31.520] さと愛がある俺みんなに対し
[02:26:33.370] [音楽]
[02:26:35.960] てこのパーティー弱えからやらんだよので
[02:26:40.439] もいいじゃないそうだな偽善でもいいよ
[02:26:43.120] やらない前よりやる前てか
[02:26:47.600] う2回行きますよじゃあ
[02:26:50.800] も敵が多いんだ
[02:26:52.960] なこれ殴るわここは
[02:26:57.560] ごめん戦闘のテポいいねやっぱこの
[02:27:01.640] ウィンドが早いから何何書いてあるか全然
[02:27:04.560] 読めねえと思うけど大したこと書いてねか
[02:27:07.240] もう耐えた耐えたナイスドラゴンよく耐え
[02:27:11.920] た耐えてくれればまだいいよの閉じてき
[02:27:16.319] たら変わら
[02:27:19.160] ね原寝てくれおやすみマロタスありがとう
[02:27:22.520] な優しさと愛だよマロタスマロタス優しさ
[02:27:28.080] と愛忘れないでねおやすみ
[02:27:34.440] [音楽]
[02:27:37.200] なさいドラピッピ耐えたねみ
[02:27:42.120] おわすぐちゃぐちゃぐちゃぐちゃです皆
[02:27:45.439] さん
[02:27:46.710] [音楽]
[02:27:50.880] [笑い]
[02:27:53.520] 河原
[02:27:57.870] [音楽]
[02:27:59.840] おわすマニマイニーののだよやべえののに
[02:28:05.200] も空いてえなまた来週末
[02:28:07.680] [音楽]
[02:28:10.120] なオオオ回復回復行き
[02:28:16.600] ましょうパーティー早く変わんねえかな
[02:28:22.590] [音楽]
[02:28:28.960] やっぱBGMいいよ
[02:28:37.760] ねいいねめっちゃいいいいよねこのこの
[02:28:42.160] あの第これ第2部なのね第1部のBGMが
[02:28:45.560] いつものさててててててってのよあれより
[02:28:48.600] もでもこっちもいいなと思って
[02:28:50.640] 悪くない第2部のBGM
[02:28:53.439] も本当よくできたゲームだよ
[02:28:56.279] これ地震システムもうだって1歩も動いて
[02:28:59.160] ないじゃ
[02:29:00.240] ないまとめて出てこい1匹だっ
[02:29:08.080] [音楽]
[02:29:12.359] たらさあ2階でございます
[02:29:16.880] よ
[02:29:18.479] あて感じ
[02:29:20.760] GMあれこれ2階だよねえ2階もしかして
[02:29:25.240] 何もないの
[02:29:27.479] これ今マップ見てるんです
[02:29:33.090] [音楽]
[02:29:39.600] けどえこれ2階って何もない
[02:29:42.920] [音楽]
[02:29:44.560] のちょっと待ってね
[02:29:51.200] もこのサイト長いんだよ表示されるまでか
[02:29:55.479] 2階に何もマップ見てるんだけど2階何も
[02:29:57.680] なげなんだけど何のなんのこれ2階
[02:30:01.600] ってえこの回はえ2回は何もない行く必要
[02:30:07.560] が全くない行きません帰りましょう何も
[02:30:09.800] ないんかいなんやねんそれじゃ魔法使っ
[02:30:12.640] ちゃおうピンウッド使うべえよ
[02:30:20.439] はい帰ってきましたあの教会はなんか教会
[02:30:25.080] はあったよな教会
[02:30:29.650] [音楽]
[02:30:41.960] ねまてだ悪でしょいやめちゃくちゃこれで
[02:30:46.840] も悪のレベルの上げ方知ってる敵から
[02:30:49.279] 逃げること上がるんだよ何やねんその上げ
[02:30:51.680] 方そんな上げ方ある戦わないとレベル
[02:30:55.520] 上がんねえから戦うじゃん
[02:30:57.680] そりゃアのレベルまだ3とかなんだよ俺
[02:31:00.520] 34と
[02:31:07.200] かアクはでももうあげらんねえよな意識的
[02:31:11.319] に上げようと思っても
[02:31:17.860] [音楽]
[02:31:31.680] あれなんていらねもう30分逃げぎてる
[02:31:35.279] 時間と
[02:31:36.560] かそうだねで
[02:31:39.439] も
[02:31:42.080] はあの
[02:31:44.359] ねここら辺に教会なかったあっ
[02:31:48.439] たのマは大丈夫出てるからあるからさっき
[02:31:52.160] あったよねこれだ
[02:31:54.240] ね教会のマップはこれかえー新しいタプで
[02:32:00.120] 開くはあまた複雑なマップだな
[02:32:04.439] これ複雑なマップだなこれみんな見てみて
[02:32:08.040] URL
[02:32:09.520] 省略また複雑なマップだよ
[02:32:14.120] これあそうでもねえや複雑だと思ったら
[02:32:17.439] そうでもないかも
[02:32:20.190] [音楽]
[02:32:46.880] ナイス早く合体したいな
[02:32:57.359] 来たオオこれパーティー変るんだこれで
[02:32:59.920] オッケーねナイスナイスナイスナイスいい
[02:33:02.080] よ誰誰誰
[02:33:07.080] 誰ハーピーの目にハーピーね瓦礫の中の1
[02:33:10.600] つの像が映っ
[02:33:12.960] たそれは全てのものが崩れ去った廃墟の中
[02:33:16.760] にあってまさに奇跡としか言えない傷っ
[02:33:22.080] だまるで何者かに守られていたかのように
[02:33:25.240] 美しいその肖像はあ母であっ
[02:33:29.560] た周囲の荒れた光とそのは異様なを見せ
[02:33:34.960] それが優しさと愛だったこれは優しさがの
[02:33:38.359] 存を目立つもにして
[02:33:40.040] [音楽]
[02:33:41.560] いるハピそれに注目したのなんだ不自然な
[02:33:45.080] ことでないポロ本来ハーピーは卑劣なもの
[02:33:48.640] である
[02:33:50.240] この母像はなぜか意識の奥底に訴えるもの
[02:33:53.520] がこれは優しさと愛目覚めるねそれは今
[02:33:56.120] までとは全く違った感覚これは目覚めるわ
[02:33:59.279] しかしなぜか懐かしいああ
[02:34:02.560] そう私は確かに覚えていたおおそれこそが
[02:34:06.720] 優しさと相ハの意識は今その信淵から
[02:34:09.800] 湧き上がる光に満ちていた
[02:34:11.800] ああ魔物としてのハーピー本来の意識は
[02:34:15.680] 当初この突然変異の新しい感覚を拒否
[02:34:18.319] しようとしたうん
[02:34:20.279] しかし本能は拒否できようはずがない
[02:34:23.080] うんそれは理解するしないではなく本来
[02:34:27.520] ハーピーが持っていた意識なん
[02:34:29.960] だ魔物としての存在事態により徐々に抑制
[02:34:33.600] され姿を消していただけなのだ
[02:34:37.760] うん今ハーピーの意識に優しさと愛が戻っ
[02:34:43.120] てきた出まし
[02:34:44.880] た優しさと愛です今回も
[02:34:49.920] なるほどなみんながこれで優しさと愛を
[02:34:51.880] 目覚めさせていくことによって人間たちと
[02:34:53.920] 協力するという形になるんじゃない
[02:34:55.520] でしょうかいやでもいいね俺結構好きこの
[02:34:59.319] ベタベタな
[02:35:00.439] ストーリー結構いいと思いますよ良くない
[02:35:03.319] なんかみんなが優しさと愛覚えていくの
[02:35:05.680] ほほほほ結構良くないこのストーリー
[02:35:08.800] なんか本わかしていい俺も優しさと愛が
[02:35:11.080] 目覚めそういいいいよ
[02:35:13.840] ねさあもう1回です皆さんうんうんうん
[02:35:17.560] うんいいよねあ来た
[02:35:20.840] ガーゴイルはそこに倒れた像を見つけた
[02:35:23.920] ガーゴイルじゃんこれそれは紛れもない
[02:35:27.960] 自分と全く同じ姿をしたものであに愛ある
[02:35:31.880] んか人間がなぜ魔物の像を作ったのあ確か
[02:35:36.680] に我々は憎まれる対象ではなかった
[02:35:41.680] うんお前は以前人間にとって大切な存在だ
[02:35:46.160] と思われていた時がある
[02:35:51.080] ガーゴイルの意識が語りかけ
[02:35:53.319] たそれは1つのキーワードとなりうん
[02:35:56.960] ガーゴイルの失われた記憶を瞬時にして
[02:35:59.319] 再生したうん人間の価値観の変化が今の
[02:36:05.040] 自分を魔物にしたの
[02:36:07.600] かあまりにももろいその姿はガーゴイルの
[02:36:12.000] 意識に変化を与え
[02:36:13.840] た人間とはなんと悲しいものかなんかのさ
[02:36:20.680] 合せすごい優しさ愛に目された確かにあ肉
[02:36:27.120] さん
[02:36:28.560] こんばんは優しさめ目覚めた本当だ
[02:36:33.200] ねなんか右手めっちゃ長いな手首ぐらいの
[02:36:38.120] ところで折れてるはずなんだ
[02:36:40.359] けどなるほどね優しさがガーゴイルに
[02:36:44.640] も
[02:36:48.520] 村さんにも優しさと愛が目覚めましたよと
[02:36:53.399] なあゲーム音かなりでかめだけど大丈夫だ
[02:36:56.080] よねオッケーだよねいいよ
[02:36:59.480] [音楽]
[02:37:01.960] ねこの曲かっこいいんだけど戦闘のテーマ
[02:37:06.439] 2
[02:37:11.160] 部ていあいいよ大丈夫ありがとう
[02:37:20.240] 優と愛がら
[02:37:22.720] れったそうなだマイティのマイティのあれ
[02:37:27.040] なんだよな優しさと愛はなんかもうあの
[02:37:30.640] なんて言うのかな優しさと愛の押し売り
[02:37:34.880] 優しさとあの押し売りなんだよ
[02:37:38.680] なえっと今俺どこにいるんだふふふこの下
[02:37:44.840] は下は何もないんだ上だね
[02:37:49.730] [音楽]
[02:38:07.040] かてえな
[02:38:12.399] こいつうわあ忘れた忘れてたそうだった
[02:38:18.380] [音楽]
[02:38:19.880] ぺったり何クソまみ知識なんだ
[02:38:23.240] [音楽]
[02:38:30.560] よガーゴイルは水が出ないとガーゴイル
[02:38:33.720] じゃない水出ないガーゴイルはグロテスク
[02:38:36.200] なんだ今入れてるところちょっとよく
[02:38:39.200] わかん
[02:38:40.920] ねちょ今仕入れてるとこだっ
[02:38:44.120] た何どういうことそれ
[02:38:51.760] ルルルン
[02:38:53.439] あんまよくわからないくそまめ
[02:38:58.479] しけるあんまよくわから
[02:39:03.010] [音楽]
[02:39:05.399] ないアイテム何もねえじゃねえかおめえ
[02:39:08.670] [音楽]
[02:39:12.200] ら待って魔法さ
[02:39:19.520] ああ間違えた
[02:39:22.250] [笑い]
[02:39:29.420] [音楽]
[02:39:31.439] ちくし
[02:39:36.000] 笑笑あららえなんで笑我が魔族の代表者
[02:39:42.640] たちをやっちまったよくぞ戻ってき
[02:39:46.800] たしかしまだ道のりわはしぞやらかしたな
[02:39:54.560] 笑笑じゃあ1回だけ聞いてこうぜせっかく
[02:39:57.200] だから聞いてこう
[02:39:59.730] [音楽]
[02:40:03.560] ぜ親に怒られた時の顔し
[02:40:06.600] [音楽]
[02:40:12.120] てるちんまだいるのかな寝たややつは
[02:40:16.040] きっとおおあおお来たいるよ
