[00:00:26.240] はいどう
[01:45:02.360] けどこれ
[01:45:04.199] さ浮くんだここあの完全に下にピタって
[01:45:08.040] つくんじゃなくてこうやって浮くのね
[01:45:11.280] ここ何このクソリアルクソリアルガンプラ
[01:45:16.920] のは
[01:45:21.210] [音楽]
[01:45:23.080] ただこれ本当に落っことしたりしたら一瞬
[01:45:25.000] でパーツを取れるだろう
[01:45:26.719] ね
[01:45:28.960] うわあえぐみサバエグなんだ
[01:45:32.450] [音楽]
[01:45:43.400] がしこやば
[01:45:47.760] じゃんはいパーツ1個ない
[01:45:58.040] クリアルガンプラーの
[01:46:05.000] 1842あるよもうもう
[01:46:08.679] あるあるよ
[01:46:13.580] [音楽]
[01:46:27.320] パーツあって怒るのやめ
[01:46:36.400] なもうなんかこのぐらいのパーツなんか
[01:46:39.280] でかく感じてきたよな
[01:46:41.599] いや羽だけでもこんなにかっこいいん
[01:46:46.719] だ羽だけでもこんなにかっこいいんだ
[01:46:51.320] しかもこの羽が全部浮いてるよわかる
[01:46:54.599] わかんこのカメラほんまカスやなだめなで
[01:46:57.960] もちっちゃすぎてどっちで打つんねん細か
[01:47:00.159] すぎて細かすぎて通じないうわわかるほら
[01:47:02.920] この羽のこのビヨなんこのピよっつうのが
[01:47:05.960] さこう浮いてるん
[01:47:09.239] よ何このいくそかっこ侍くそかっこいい侍
[01:47:15.199] なんちょっと浮いてるそうなんよクソ
[01:47:18.520] かっこいい侍なんよね
[01:47:23.840] これ1個1個マジ
[01:47:25.520] でちゃんとあれしたあれした方がいいかも
[01:47:29.360] ね侍いじゃん
[01:47:32.920] 何何を言ってるん
[01:47:39.400] だもうなんかあのクリアパーツを
[01:47:42.480] さクリアパーツと遊んできたからさおが
[01:47:46.280] 言ったんだよ言ってたこれには思わず
[01:47:49.639] 切り捨て
[01:47:51.840] ごめんこれはキリスてごめんだ
[01:47:56.679] ねわしの剣の錆にしてくれる
[01:48:01.040] わもうこんなパーツでかく見えるよね
[01:48:04.920] さっきのさあのクリアパーツを制した俺
[01:48:07.480] たちにしたらこんなでかく見えるわこんな
[01:48:09.920] お前なでかこんなでかいパーツつけんのか
[01:48:14.080] よなくす心配ねえわマジ
[01:48:16.940] [音楽]
[01:48:20.960] でふう
[01:48:24.599] ふ何所は超えたかなふーいやまだまだです
[01:48:30.520] まだまだ何緒
[01:48:33.800] でしょ
[01:48:35.920] うわ
[01:48:37.480] うー見ろよこれもうめちゃくちゃかっこ
[01:48:40.960] よくない
[01:48:42.360] かめまだ跳ねつけてないんだぜこれみんな
[01:48:45.679] 知らないと思う
[01:48:46.880] けど実はえなんか舐めてたわかっこいいわ
[01:48:50.480] めっちゃかっこいいよね形になってきたな
[01:48:53.199] めっちゃかっこいい
[01:48:55.000] でしょ超かっこよくないえぐミサはエグな
[01:48:59.880] んだがごめんでもうさ俺ここさボンドで
[01:49:02.880] つけて
[01:49:03.760] いいうぜえここなんかむかつくからボンド
[01:49:07.440] で
[01:49:08.679] つけよいやこれ要所よしボンドでつけ
[01:49:11.639] ちゃっていいと思う
[01:49:17.040] なボンドつつける
[01:49:20.280] わただもう刻との感じもいいね
[01:49:24.480] めちゃくちゃいい
[01:49:25.920] でしょそりゃいいでしょデラコマンがやっ
[01:49:29.560] てくれたんだ
[01:49:30.270] [音楽]
[01:49:39.239] よビッグバイパーに思い入れなくても普通
[01:49:42.639] にかっこいいんだがそうなんだ
[01:49:45.880] よ思い入れないのか
[01:49:48.440] よ思い入れない
[01:49:50.679] のあってくれそこは
[01:49:52.690] [音楽]
[01:49:57.119] はいはいはいうこのボンドが後々大変な
[01:50:00.280] ことになるのだがこの時の茶走るよしも
[01:50:03.760] なかった何言ってんだよこんなとこもう
[01:50:06.560] 外さねんだからいいんだつけちゃえ
[01:50:08.560] ばう
[01:50:10.800] ひょだこれグラグラしてうぜえんだもん
[01:50:13.960] ここグラグラしないで欲しいじゃんはい
[01:50:18.400] よいしょはいよいしょ意に想像できるはい
[01:50:24.040] よいしょ
[01:50:26.599] くさ次行きます
[01:50:30.280] えはいはいけましたけましたえ24は
[01:50:35.119] えっとだからえっと20Aの1617これ
[01:50:39.840] か
[01:50:41.760] な
[01:50:43.599] ついに羽に手を出す時が来たんですね俺
[01:50:48.400] たちも
[01:50:50.470] [音楽]
[01:50:53.400] これは何あこれはてっぺんにつつける人
[01:50:58.159] だかっこいいん
[01:51:04.960] だ
[01:51:08.520] どこ
[01:51:12.850] [音楽]
[01:51:15.320] どこんあ下
[01:51:20.679] かあ
[01:51:23.560] ここ
[01:51:30.960] はあラララララもうもうもうもうもうよ
[01:51:35.679] もうもうもうよもうもファーム
[01:51:42.360] ペペペペペペ
[01:51:57.560] えモモファームのBGM急に歌い出して
[01:52:00.560] 笑うのバンさんだけなのこんな面白いのに
[01:52:03.520] なんでお前らわかんねんだよ壊れたそんな
[01:52:06.920] んだっけ笑笑モモフームのBGMこれだめ
[01:52:16.199] よるからやめ
[01:52:19.920] て俺の声ですらダメなの
[01:52:23.560] 俺の声ですらだめ元から壊れてるめっちゃ
[01:52:26.960] こぼすじゃんもういい
[01:52:30.280] や
[01:52:32.320] でちょっと待ってまた難しいまた難しく
[01:52:36.880] なってきたるでまた難しくなってきたなん
[01:52:41.920] だっ
[01:52:45.400] てCの8と7むずくねえとこねえのよ
[01:52:50.440] ちょっとボリューム下げた
[01:52:56.210] [音楽]
[01:52:58.119] 全部
[01:53:04.040] むい次これです次次これみたいす
[01:53:12.239] あ
[01:53:15.480] あこうじゃねえのまさに同心だ
[01:53:18.840] ねこうじゃねえの違う
[01:53:24.639] これだこれも左右であるんだ
[01:53:30.360] [音楽]
[01:53:39.239] よこうだ
[01:53:41.520] べ違うは何これ合わねえじゃん
[01:53:46.840] 嘘つき嘘つかれたんだがこう
[01:53:51.440] で合ってる
[01:53:54.079] はず合ってるはず家庭だけだ
[01:53:58.599] これめっちゃ硬いけど本当に合ってる
[01:54:06.240] [音楽]
[01:54:11.040] これいや合ってる
[01:54:14.679] ね合ってるあってるねこうだ
[01:54:22.960] でもなんかあれじゃねチソピとか最初多分
[01:54:25.560] えプラモとか興味なっと思っただろうけど
[01:54:27.760] 想悪くねえなちょっと思ってたけど
[01:54:30.119] ちょっと楽しみ完成みたいでしょちょっと
[01:54:32.440] どんななんのか塗装マジいいよ
[01:54:35.560] めちゃくちゃ最高
[01:54:40.560] ですたまにはやりてえよなこういうあの
[01:54:44.400] 男の子配信男の子配信してえよなやっぱり
[01:54:48.159] たまにはな
[01:54:52.560] でなんだってCの19と11次は自分で
[01:54:56.320] 塗装かないやそれはない
[01:54:59.159] わそれは
[01:55:01.360] ないそんなことする必要ない俺にはデラコ
[01:55:05.360] マンがいるんだ
[01:55:08.599] からいったたにはべたまにはいいね次は
[01:55:13.440] メタルあのメタルギアだから次はメタル
[01:55:16.199] ギアメタル
[01:55:20.280] ギーメタルギー
[01:55:22.450] [音楽]
[01:55:26.159] いいですねまったり
[01:55:28.880] と戦艦
[01:55:32.199] ヤチゴスティにやろうぜ
[01:55:36.639] 週刊チマゲームを作る相関総号は
[01:55:44.079] 108円
[01:55:46.520] マスティこれ完成品メルカリで5万ぐれ
[01:55:50.079] だったぞ嘘
[01:55:53.679] マジマジや
[01:55:56.880] ばや
[01:55:59.320] ばうろ嘘です嘘です
[01:56:05.119] 5万嘘です売るわけない
[01:56:08.320] だろ太きな太き
[01:56:13.159] 先番クオリティやべえやつだったけどいや
[01:56:16.520] これもこれも5万行く
[01:56:18.679] だろこのサイズで5万は大きく出たな
[01:56:23.040] 何これ
[01:56:23.870] [音楽]
[01:56:28.800] え
[01:56:30.920] え何これどうちゃまびっくりちゃま
[01:56:35.199] びっくりちゃま
[01:56:37.320] [音楽]
[01:56:41.599] びっくりえごめんこのパーツア塗装いくら
[01:56:45.119] になるか
[01:56:46.119] なこのパーツ意味がわかんない何
[01:56:50.850] [音楽]
[01:56:54.960] えねこのパーツ意味がわかんないんだけど
[01:56:57.800] どういうことはるさん今あれ見てる説明書
[01:57:01.079] 見てるこれ21番どういう
[01:57:04.880] こと意味がわかんねえんだ
[01:57:15.290] [音楽]
[01:57:17.360] けど26あごめん分かったごめん分かった
[01:57:23.599] あごめん分かったわこう
[01:57:29.200] [音楽]
[01:57:33.040] だこう分かったけど合ってるこれ
[01:57:35.980] [音楽]
[01:57:37.840] でいや合ってるねこうだねこのパーツいる
[01:57:41.760] のか正味このパーツがなくても俺は何も
[01:57:44.639] 気づかないと思うぞ
[01:57:48.390] [音楽]
[01:58:06.040] やべえ
[01:58:07.599] 無限にできるこんな
[01:58:09.960] 配信毎日これでいいんだ
[01:58:12.120] [音楽]
[01:58:15.440] けど毎日この配信し
[01:58:18.719] たいであこれ下につくんだおもろいよもう
[01:58:23.320] すぐ完成無限にやってくれおい無限に
[01:58:27.000] できるいやまだめっちゃパーツ残ってんよ
[01:58:29.280] ねまだパーツめっちゃ残ってんだよまだ
[01:58:32.520] 終わんねえ
[01:58:39.790] [音楽]
[01:58:41.159] よ
[01:58:42.760] はプラモくむとか塗装とか見るの好き
[01:58:46.599] 楽しんでくれて嬉しいなめちゃくちゃ
[01:58:49.159] 楽しい
[01:58:53.690] [音楽]
[01:59:01.560] えこのパツってはまった瞬間俺はもうね
[01:59:06.400] 模型配信早いもの
[01:59:09.119] だここパツってはまった瞬間俺は
[01:59:12.900] [音楽]
[01:59:15.800] もうめっちゃっこええ
[01:59:18.719] やいなってるめっちゃやん
[01:59:23.750] [音楽]
[01:59:25.679] 自分めちゃくちゃ
[01:59:30.040] ルルル月曜日も火曜日
[01:59:38.599] も
[01:59:41.199] 笑笑
[01:59:42.840] 笑笑ほぼ生きかけるほぼ生きかけまし
[01:59:50.159] ためちゃくちゃ好きやっちゅ
[01:59:53.159] ねんノシ出てん
[01:59:56.960] な
[01:59:59.239] え
[02:00:02.000] あーすいませんすませあの普通に気持ち良
[02:00:06.440] すぎて声出ちゃった今あのパーツがはまっ
[02:00:08.199] た瞬間気持ち良すぎてただただ声だ出し
[02:00:10.920] だけ
[02:00:12.880] あ
[02:00:15.119] いやいや
[02:00:19.320] いやああ
[02:00:22.120] [音楽]
[02:00:27.480] めちゃくちゃ好きうだけでドキドキに勝て
[02:00:32.239] ないあんま詳しく知らないその歌やめてあ
[02:00:37.239] そっかお好きなんか1個だけ言わせて
[02:00:42.080] [音楽]
[02:00:43.400] はいキモ
[02:00:46.480] すぎるいいもん別に別におらキモいて思わ
[02:00:50.880] れてもも
[02:00:52.800] 何にもいたか
[02:00:54.719] ね俺が気持ちいいから理由は理由は俺が
[02:00:58.400] 気持ちいい
[02:01:00.000] からめちゃ
[02:01:02.679] うほおなるほど
[02:01:06.920] みんなさっきあのさこの羽の後ろにつけた
[02:01:10.199] ピヨピオこれ何やねんこのピヨピよって
[02:01:12.679] 思ったら見てて思ったら見
[02:01:15.960] てて思ったら見てごらん
[02:01:22.239] んすよ
[02:01:26.320] ね
[02:01:28.239] やば見てこれ
[02:01:33.119] ねえねえなんやこのぴよぴよて思ってたの
[02:01:37.320] 茶まげだけだ
[02:01:38.800] よのとあるのじゃ全然違うねすげえやいい
[02:01:43.040] キットやなこれはやばく
[02:01:46.900] [音楽]
[02:01:49.800] ないえ
[02:01:55.030] [音楽]
[02:01:58.000] Dの3
[02:01:59.060] [音楽]
[02:02:02.400] 取れよいい仕事してます
[02:02:05.599] ね赤の点がいい味出してるわテンション
[02:02:09.360] 上がりすぎて息かけてるごめんわかんない
[02:02:12.400] これ
[02:02:13.360] 何Dの3とDの5どれそれ
[02:02:22.090] [音楽]
[02:02:25.199] おそらくこれだ
[02:02:27.119] な赤い点がアクセントになってる
[02:02:32.040] ねこれだと思うんだよねえわかんないどれ
[02:02:38.480] がDの3なの
[02:02:42.040] よDってこの青パーツ初めて青パーツなん
[02:02:45.639] だ
[02:02:49.199] けどこれかなあ4つあるんだよねどれがD
[02:02:54.440] だかわかんねえんだ
[02:02:57.119] けどおそらく
[02:03:01.639] おそらく
[02:03:05.199] こう爪が短いのがどこに入れんのこれあ
[02:03:10.800] ごめん違ったまだけるパーツあるんだ
[02:03:14.190] [音楽]
[02:03:18.079] こここれがつくらしい
[02:03:23.760] 青パーツがここに来るらしいよあ終わるわ
[02:03:27.920] これ
[02:03:29.480] あダメダメだめこんなのダメこんなかっこ
[02:03:34.520] いいプラモデルダメだ
[02:03:38.040] よ
[02:03:40.530] [音楽]
[02:03:42.440] これあらこれ
[02:03:45.639] まずいさああ
[02:03:54.130] [音楽]
[02:04:00.960] ああ終わりだみんなこれこれは終わるね
[02:04:06.800] めっちゃあんこブーかっこ
[02:04:09.440] いい半端ねえ何これこれ青いパーツ忘れて
[02:04:15.079] たんだ
[02:04:17.719] けど
[02:04:19.360] え青パーツはハとインテークなのねすげえ
[02:04:23.520] わこれやばく
[02:04:25.400] ないマジ
[02:04:29.880] で
[02:04:32.320] かけやばいこのね正面から見たエンジンの
[02:04:36.880] さかっこよすぎんごや番子
[02:04:41.199] これねや
[02:04:45.000] 番子ごかきよちと青いとこ暗めにしといた
[02:04:49.960] よいや最高最高
[02:04:54.760] ご最高
[02:04:57.360] ごデラコマく最高
[02:05:00.159] ごごよろしく2期よろしく2ごさすがあれ
[02:05:06.760] だな塗装に自身
[02:05:09.880] にさすが塗装に自身にちげえ
[02:05:13.360] わ馬のサ染め馬の染め馬の染
[02:05:22.239] あんまりなんかあんまりいまいち5の使い
[02:05:24.599] 方分かってなさそうな感じしてていい
[02:05:26.980] [音楽]
[02:05:29.320] ねあここめっちゃむずいんだけど31番
[02:05:33.639] めっちゃむず
[02:05:34.880] いなんだっ
[02:05:38.159] てえ31番これなんだっ
[02:05:42.370] [音楽]
[02:05:43.599] て31番になっていきなりバカむいんだ
[02:05:48.679] けど何時今まだ12時半かまだいけるまだ
[02:05:54.880] 舞えるごめん31番この難しさ
[02:05:58.620] [音楽]
[02:06:00.880] 何31番めっちゃむずい1を穴に通して
[02:06:06.199] から2に差し込みますわけの分からんこと
[02:06:08.559] 言うな
[02:06:10.360] あ1を穴に通して
[02:06:13.400] から本当にね言うのは簡単なんだよ
[02:06:20.040] なマジで
[02:06:25.440] これを穴にここ通してから
[02:06:28.800] 差し込むあーはいここにねああなるほど
[02:06:34.119] こういうことねはいはいはいなら分かるよ
[02:06:36.440] なら分かるんだ
[02:06:40.000] けどこれはどうすんのよあさきできるよう
[02:06:43.840] な形か
[02:06:45.440] ななんかねどそうなのか
[02:06:49.440] なここここ
[02:06:54.800] け
[02:07:06.880] [音楽]
[02:07:08.559] ああ先日の企画お疲れ様でしたあ
[02:07:13.199] Twitch山本さんお疲れそう
[02:07:16.079] ありがとうそう企画やったんす
[02:07:19.320] よありがとうございます
[02:07:22.440] 今日はプラモデルを作ってるんだけど見
[02:07:26.760] てちょっとことんでもなくかっこいいプラ
[02:07:29.719] モデル作ってると思ないやばくないこれ
[02:07:31.760] ビッグ
[02:07:32.639] バイパービッグバイパーを作ってます今俺
[02:07:35.239] 相関ビッグバイパーを作る
[02:07:41.480] 相関待って待って待ってこれ
[02:07:44.650] [音楽]
[02:07:48.239] はくっそかけやばい
[02:07:53.430] [音楽]
[02:07:58.840] しょんこれはどうやってけるん
[02:08:03.360] だろう難し
[02:08:06.119] すぎるこう
[02:08:10.239] でん
[02:08:12.440] で要はこっちか俺が欲しいのはこれ
[02:08:20.119] かこれ
[02:08:27.880] これこっちこういう
[02:08:32.440] ことえ何この超ちっちゃい
[02:08:37.760] パーツここにつけなきゃいけねんだこれ
[02:08:41.000] これこそボンド必要だろ絶対こボンド必要
[02:08:44.960] だよ
[02:08:47.040] 絶対分かるなんかここのパーツのあパ穴
[02:08:51.800] 開いてんじゃんこっからなんかこいつが出
[02:08:53.760] てくんのよニョキって足みてなやつが
[02:08:56.920] ビックバイパーって聞いたら遊戯王の方が
[02:08:59.440] 浮かんだあでも遊戯王のやつと一緒だよ
[02:09:01.559] あのこれあのコナミのビッグバイパーって
[02:09:04.480] いうあのグラディウスってゲームに出て
[02:09:06.599] くるあの戦闘機なんだけどそれおあのあれ
[02:09:10.800] 一緒だからねあの遊戯王と遊戯王のやつは
[02:09:13.199] それを元ネタにしてる
[02:09:15.599] からこれこういう風につけなきゃいけない
[02:09:18.159] んだけどこれさこれ絶対あれだよねのは
[02:09:21.679] これがモデルですねそうそうそうこれさ
[02:09:25.000] もうボンドでつけるしかないやんそうなん
[02:09:26.960] だそうそうそうあのビッグコアとか巨大
[02:09:30.559] 戦艦ビッグコアとかもこれこれのボス的な
[02:09:32.840] んだよこのゲーム
[02:09:35.000] のもうグラディウスっていう
[02:09:37.880] シューティングゲームコナミのねあの遊戯
[02:09:40.159] 王もコナミ
[02:09:42.990] [音楽]
[02:09:44.599] じゃんこれさめっちゃけんのむずいぞあ
[02:09:47.719] あれボスなのかそう
[02:09:51.800] オプションとか
[02:09:55.400] ねなんとかなんとかなんとかサイクロン
[02:09:59.360] レーザーとか
[02:10:02.320] ね
[02:10:15.320] オプション
[02:10:17.000] え本くまたシューティングやっていっデキ
[02:10:22.520] があるくらいだしねグラディオスデッキ
[02:10:25.639] やっぱあるんだこれやったらもうやるしか
[02:10:28.719] ねえ
[02:10:30.320] だろうこれ今んとこパーツ全部あるよね
[02:10:33.559] あるあるあるこの見てこのハッチ開閉する
[02:10:37.760] ハッチまで超リアルだよこれマジで
[02:10:41.800] ちょっとこれ川の街だ
[02:10:44.719] なとんでもねえリアルだよ
[02:10:49.180] [音楽]
[02:10:53.040] 細かベイベベイベ
[02:10:55.800] ベイベベイベベイベベイベ
[02:10:57.880] あこれスリルだごめん間違えたリアルじゃ
[02:11:00.639] ねえやこれスリルでしたその
[02:11:07.500] [音楽]
[02:11:08.920] ませ
[02:11:10.679] おわ黙れなん
[02:11:14.719] でなんで
[02:11:18.679] やば
[02:11:20.239] やば侍親ポンとエジソンお疲れ
[02:11:24.679] ねえやばくないね普通に男の子これ見て
[02:11:30.079] かっこいいと思わないやつマジでインポ
[02:11:31.760] テツだよなこれで興奮できねえ女男マジで
[02:11:34.679] インポだわ日の機行った方がいいよ
[02:11:37.320] めちゃくちゃかっこよくねこれ2人してろ
[02:11:41.040] なコメントしねえな本当だな本当に来る
[02:11:43.320] タイミングも一緒だしやばくねデマ君が
[02:11:46.960] 塗装してくれたやつを俺が組んでるんだ
[02:11:48.679] けどいや
[02:11:52.559] 何れこれ俺がこないだ配信でやった俺が
[02:11:57.239] こないだ配信でやったこれグラディウス
[02:12:00.679] ジェネレーション違うよグラディウス
[02:12:03.079] コナミのシューティンググラディウスの
[02:12:04.719] このビッグバイパーよビッグバイパーの
[02:12:08.199] プラモなんすけどこれなこのグラディウス
[02:12:12.880] のねボコスカウーズかと思ったこんな格出
[02:12:16.920] てこ
[02:12:18.119] ねやべえかけんだよなんでニッパー使わん
[02:12:22.760] のいやもうもうちゃうのよもうニッパーも
[02:12:26.400] もちろんあるよニッパーももちろんあるし
[02:12:28.920] 違うんだよこれ元の色見て欲しいの元の色
[02:12:32.280] 元の
[02:12:33.880] 色元色これなのよこれがすみした色これね
[02:12:38.320] デラコマ君にパーツ送って塗装してもらっ
[02:12:41.800] たんだ
[02:12:43.239] けどやばく
[02:12:45.520] ない墨入れしてもらって
[02:12:49.280] さそれをもうパーツ全部分けてあの分けて
[02:12:55.760] あの組んでるんだけどの期待これやばい
[02:13:00.199] でしょ超かっこいいんだけどマジ
[02:13:03.840] でこれやばい
[02:13:07.480] わエグミ沢なんだけど
[02:13:10.360] これこれはベテランP乗ってるもう
[02:13:13.599] ベテランP見て中で中で横向いちゃってる
[02:13:18.480] わもここれでもうこれこれれこれボンドで
[02:13:22.400] くっつけよう最後これ開けて今やんねえ
[02:13:24.159] けど最後これパカっと開けてボンドで
[02:13:25.840] くっつけようこのこいつもカチャカチャ
[02:13:27.559] カチャカチャあれしちゃってる
[02:13:30.159] からもったいねいやくっつけるだろだって
[02:13:34.159] カチャカチャカチャカチャこれしちゃうん
[02:13:36.000] だ
[02:13:37.400] もん飛ばさないようにねもうね何回か
[02:13:41.199] 飛ばしてるからね本当にわしの人生も綺麗
[02:13:43.679] に塗装して欲しいってか
[02:13:46.520] がははいいよ
[02:13:51.239] なんグル
[02:13:54.280] グルグルな
[02:13:58.440] グルグル大丈夫
[02:14:00.719] かグル
[02:14:04.440] はグル大丈夫かグル良いコメントさねよ
[02:14:09.599] ねよグル大丈夫
[02:14:18.239] ふーふ
[02:14:21.920] ハゲームボーイのクたらしてダメにした
[02:14:25.239] ちゃまさんがボンド使うの確か
[02:14:27.830] [音楽]
[02:14:30.119] にエグ
[02:14:34.079] かきやばく
[02:14:37.079] ねこれボつけるわここマジざってえから
[02:14:40.719] ここ外れるのマジ1番腹んだよ
[02:14:42.560] [音楽]
[02:14:47.760] ねパワーボンドするわパワーボンド
[02:14:51.020] [音楽]
[02:14:54.400] えパワーボンドだよパワー
[02:14:57.639] ボンドレイザーラモンハグおるかと思っ
[02:15:03.400] たもうへへへだ
[02:15:06.599] へへへそっか
[02:15:09.000] へへへや
[02:15:10.880] ばやばみさはやばなんだ
[02:15:15.000] がやばみさはやばをう
[02:15:21.360] 何それウディそのののこれが俺の切り札だ
[02:15:25.400] 魔法カードパワーボンド
[02:15:30.920] 発動
[02:15:32.520] よいしょそろそろののののちゃんもやり
[02:15:34.960] たいけどねののちゃんともやりたいけど
[02:15:37.360] ねらしい意味じゃないですよあーら地獄
[02:15:41.440] です皆
[02:15:44.440] さんパワー
[02:15:48.599] ボンデあららららここ
[02:15:51.559] 嘘やるこれブレイル1
[02:15:54.800] なんど授さんこんばんは見
[02:15:57.920] て見てよ来る人全員に自慢してる
[02:16:02.800] ばーバカかっこよく
[02:16:07.070] [音楽]
[02:16:11.360] ないああ終わった終わり終わりこんな
[02:16:17.159] かっこいいもん作っちゃっていいんだろう
[02:16:18.520] かただここからまだ地獄が始まるみんな
[02:16:21.360] みんなみんな大好きクリアパーツの時間
[02:16:24.119] ですよ皆
[02:16:26.239] さんみんな大好きクリアパーツのお時間
[02:16:30.119] ですさあやってまいりましたクリアパーツ
[02:16:33.840] 大前週見てください皆さんこれ使い終わっ
[02:16:38.120] たランナーだと思いでしょねあの最近プラ
[02:16:43.280] も簡単だよな使いいやこれバカむずいよ
[02:16:46.040] これあの使い切ったランナーだと思うじゃ
[02:16:48.479] ないですか見てくださいこれこれは習慣な
[02:16:51.800] のなのの細かいのがまだったのねバチこれ
[02:16:57.639] がパーツですよ皆さん分かりますこれ
[02:16:59.880] パーツですからねこれこれを今から
[02:17:02.639] くっつけていきますなくします
[02:17:05.960] くそメヤにやんこんなのメヤ
[02:17:09.679] にバチくそかっこいいでしょこれこの
[02:17:13.000] またまたご冗談をこのこのこのね頭の上と
[02:17:17.479] かこのこことかねにクリアパーツをつけて
[02:17:21.080] だ実際見て実際ちゃまさんの目により
[02:17:24.960] 小さいほらほらこのここのこのこのこの
[02:17:27.200] このこのクリアパーツとかめっちゃ
[02:17:29.280] ちっちゃいの頑張ってつけたんだよほら
[02:17:31.760] こことかこれこれなんかもう毛の脳みそ
[02:17:35.760] よりも小さいでしょやばいでしょこれ
[02:17:39.760] エグミはエグだと思わないさあつけて
[02:17:43.519] まいりましょうこれ外せるもん外してこう
[02:17:45.439] まずここからこの垂直美力っていうのかな
[02:17:48.679] からつけていきましょうかね
[02:17:51.479] えぐは何gの7Gの7ボンドでつけて
[02:17:56.479] くださいちょもみんな聞こえないもう俺は
[02:17:59.240] 今みんなの声は聞こえてないんだうるさい
[02:18:02.359] 集中してる
[02:18:04.960] からねこんなもんさけれるわけでもクリア
[02:18:10.040] あるといいねこんなもんけれるわけある
[02:18:14.399] かいや怖えこれちょっと待ってこれさ1
[02:18:18.599] さめ
[02:18:20.920] もらうここ切らせもらう1回1回ここを
[02:18:23.880] 切らせてもらってこれよこれここでかい
[02:18:27.519] これじゃこの先っぽだよこの
[02:18:31.960] 先っぽいやこれ絶対
[02:18:36.479] 飛ぶえこんなちっちゃいの
[02:18:41.080] これモザイクなしで大丈夫
[02:18:44.359] えこんなちっちゃい
[02:18:47.280] [音楽]
[02:18:49.719] のセロテープでくっつけてから切り離し
[02:18:53.120] たら吹き飛ばないんじゃない
[02:18:56.479] ちっちゃ
[02:18:59.240] 分かるの切った衝撃で吹き飛びそうえっら
[02:19:03.399] これこれこれ本当翼につつけるパーツ
[02:19:06.880] 小せえよなこれだ
[02:19:09.719] よこれを今からつけていきますその切り方
[02:19:12.639] が正しい切り方だ
[02:19:16.519] よただここになんかさそし
[02:19:19.719] たこれは塗装してないけどこんなも見失う
[02:19:24.800] ぞちょっとここになんかさランナーのさ
[02:19:27.920] カスみたいのが残ってんだよ
[02:19:30.439] ねこれちょっと削っちゃっていいんだよね
[02:19:33.599] これってここにつけんでしょだっ
[02:19:44.000] てえ
[02:19:53.399] そうだよねやっぱりねこにつけんだよ
[02:19:56.120] ね
[02:19:58.240] うわあこのパーツちゃんと穴開いてる
[02:20:01.640] 気持ち悪い何この変態仕様え
[02:20:05.000] すげえこんなちっちゃいのがはまるんだ
[02:20:07.760] けどここにちゃんとなんかランナーのカス
[02:20:11.120] かなと思ったら穴開いててしっかり
[02:20:15.000] はまるキモこの
[02:20:17.720] 技術何これ
[02:20:21.840] すごいすげえただボンドけつけてやれば
[02:20:25.359] よかったちくしもう1回やり直しだよこれ
[02:20:31.200] あ苦労した
[02:20:33.600] よおめえがおめえが作ったみたいになっ
[02:20:36.479] てん
[02:20:39.760] ねいや大丈夫大丈夫あのもうあの声で飛び
[02:20:44.040] そうちゃうねんちゃうねん1回もうクソ
[02:20:46.280] ちっちゃいの1回追っこしてんのよ俺
[02:20:48.280] ミスったかと
[02:20:51.040] もうこしてるからもこのこの上でやろうっ
[02:20:53.720] て
[02:20:54.760] いうどこが穴だかわかんね童貞だからさ
[02:20:59.680] どこにどこに入れればいいかわかん
[02:21:03.319] ね同じ目線に立って見つけるというこれ
[02:21:07.160] くらいのミスかまへんかまへんごま粒
[02:21:10.040] みたいなライトが固定されてる
[02:21:15.479] すごいオオオオオオ
[02:21:19.560] オオオオオこれボントつけました
[02:21:24.760] ふ
[02:21:26.560] ふカーペットとかに落としたら終わりだい
[02:21:29.840] さっきおこしたのよさっきおこしたのこの
[02:21:32.439] ちっちゃいのめっちゃちっちゃいここの
[02:21:36.160] 抜けようとしておるおいこれ今からボンド
[02:21:38.760] つつけるわだめだやっぱクリアパーツこれ
[02:21:40.319] 全ボンドひつだわ俺たもう最初これで
[02:21:43.720] ビビってたもんちっちゃとか言ってたけど
[02:21:45.720] こんなんクソでけえから何このパーツ
[02:21:48.600] でっか
[02:21:50.030] [音楽]
[02:21:51.880] パーツでっかあまちゃんじゃん
[02:21:55.790] [音楽]
[02:21:56.900] [拍手]
[02:22:00.190] [笑い]
[02:22:04.439] じじモモファーム歌ったごめん急に
[02:22:07.040] テンション上がってモモンファーム歌い
[02:22:08.560] たかっ
[02:22:08.930] [音楽]
[02:22:14.040] たモテてボンドだらけ
[02:22:17.210] [音楽]
[02:22:33.040] あれ
[02:22:39.800] あれあれ
[02:22:43.120] あれれれやべえどっか行っ
[02:22:46.479] たえ
[02:22:50.720] 落ちてないよ絶対ここ
[02:22:52.680] にえどっか挟まっ
[02:22:55.030] [音楽]
[02:23:03.399] てる
[02:23:06.200] あれえないど
[02:23:10.330] [音楽]
[02:23:11.600] えいや落ちてない落ちてない絶対落ちて
[02:23:14.990] [音楽]
[02:23:17.920] ないいや絶対落ちてない落ちてない落ちて
[02:23:20.760] ない
[02:23:22.040] そんなえ
[02:23:24.359] もうなんでだよ
[02:23:27.530] [音楽]
[02:23:29.359] ああまたノリでもなくしたの
[02:23:32.600] かこここの落ちてない
[02:23:36.279] よ落ちてないよね絶対ねこ落ちてない探し
