[00:00:09.639] H
[01:54:26.560] と
[01:54:27.070] [音楽]
[01:54:32.800] ねもう時間さんの技術で
[01:54:39.719] 技術
[01:54:42.040] ラクエまねどうしてもやっぱRPGはそう
[01:54:44.960] いうとこは入るからねサムネ
[01:54:48.320] がで白いてるたん
[01:54:51.600] [音楽]
[01:54:52.920] ガーゴイル接攻撃防御接接
[01:54:58.860] [音楽]
[01:55:02.360] といいですよいいですよいいですよなって
[01:55:07.119] 進まないと思えばそうそうそうそうそれが
[01:55:10.360] マジで地獄だったからあスライム進化した
[01:55:13.480] ねマジでそれが地獄だったからそれだけ
[01:55:16.159] ないようにし
[01:55:21.320] たセンキュープリーズ
[01:55:27.679] フォローミー
[01:55:31.199] あーっと防御ガーゴイルもだいぶでも強く
[01:55:34.639] なってきたねこいつねバはたまピフリフリ
[01:55:37.199] たまピこんばんは地獄へようこそく回出た
[01:55:41.159] 今日は本当にでかいですくしゃみ2回出た
[01:55:43.920] やったじゃんはいピンクはい
[01:55:46.560] アルレよブオフてエッグプラントストレ
[01:55:51.159] メアあ
[01:55:53.800] べすごいね地獄エッグプラントストリー
[01:55:58.639] マーって言われるだけでもう頭の中に島村
[01:56:00.719] エルフさんが一瞬で浮かぶのすごくない
[01:56:03.800] エッグプラント
[01:56:05.200] [笑い]
[01:56:07.760] ストリーマーあ島村さんって海外だと
[01:56:10.840] エッグプラントストリーマーって言われて
[01:56:12.440] んだおもろ一瞬で分かるや
[01:56:17.000] んエッグプラント
[01:56:20.830] [音楽]
[01:56:30.480] 彼しか俺は俺はごめんね彼しかフォロー
[01:56:34.360] できない
[01:56:37.520] よんだ面白い
[01:56:40.960] ようてて
[01:56:45.380] [音楽]
[01:56:57.679] かいいですよどんどんレベル上がりますね
[01:57:00.679] レベル上げんのはいいんだけどさレベル
[01:57:03.639] 上げるのはいいんだけど画面的に面白みが
[01:57:06.520] 一切ありませんさございません今日は画面
[01:57:11.239] が一切変わらないずっとこの変なボス倒し
[01:57:14.760] てるだけずっと
[01:57:23.040] 早くポリメガアプリ欲しいんだ
[01:57:24.610] [音楽]
[01:57:25.920] けど島村さんから来た時にフローしたよっ
[01:57:29.480] てことなき
[01:57:30.679] 英語はわからんなるほどなるほど
[01:57:34.870] [音楽]
[01:57:40.599] ねもう気づいたらさフォロワーが1152
[01:57:44.679] 人なんすよありがとうはい1152人だっ
[01:57:49.280] てね早くないやかまし色はロルイエスてあ
[01:57:55.480] はあはあはあははセンキューセンキュー
[01:57:57.679] スーパーゲームステーションスーパー
[01:57:59.840] ゲームステーションいい名前じゃねえ
[01:58:02.160] [音楽]
[01:58:08.880] けカシエ76ゴルデーアートカシエ76
[01:58:13.239] ゴルデーアートカシエ76ゴルデア
[01:58:16.360] 1200人記念何やろっかなっていう話を
[01:58:18.760] しててさなんか
[01:58:22.440] なんか1200人はなんか珍しく記念配信
[01:58:25.199] でもしよっか俺あんまりさ切で記念配信
[01:58:27.400] ってやらないんだけど1234はどこ行っ
[01:58:29.920] たんだえ
[01:58:37.920] [音楽]
[01:58:41.480] 1234もうのれたうはんだっけ
[01:58:48.880] のあえっと
[01:58:51.850] [音楽]
[01:58:53.159] 何だっけ1111だっけ1111でそうや
[01:58:59.159] るって言ってただけどもう
[01:59:01.440] なんか通りすぎちゃったから1200に
[01:59:04.560] しようとってうの配信するか
[01:59:09.360] 7676すげえなんかだからなんかさも
[01:59:15.280] 料理配信とかキャンプ配信とかdj配信と
[01:59:17.719] か結構普通にやるじゃない特殊な配信
[01:59:22.599] へえあゲームショップなのあジャパニーズ
[01:59:26.000] ゲームリメインズオブビギンヤング
[01:59:30.639] チャイルドプレイングインわからないです
[01:59:33.639] えゲームショップの人なん
[01:59:35.840] [音楽]
[01:59:46.199] だビデオゲームバージニアでやってえ
[01:59:50.800] すげえ
[01:59:52.810] [音楽]
[01:59:59.079] へえどんなゲーム置いてあるの
[02:00:03.599] よすごい
[02:00:07.840] ねネスとか置いたんのかなネス
[02:00:16.320] と私はバージニアでゲームショップをして
[02:00:20.239] ます
[02:00:21.630] [音楽]
[02:00:22.760] 入ゲームを遊んで頃を思い出し
[02:00:27.199] ますへでも海外じゃ手に入んない
[02:00:34.840] でしょ海外じゃラストハルマゲドンなんて
[02:00:37.960] 手に入んない
[02:00:46.280] 笑ここはリスナーがすシステムです
[02:00:53.170] [笑い]
[02:00:55.000] は入れた方がいいんでしょうね入れた方が
[02:00:58.440] いいんでしょうね多分ねい分かる
[02:01:00.940] [音楽]
[02:01:06.280] よ分かるんだけど俺たがいるよそうなんだ
[02:01:10.159] よリスナー
[02:01:15.420] [音楽]
[02:01:16.560] 任せなんか
[02:01:18.639] さまほあった方がいいんだろうな
[02:01:27.079] でもなくても
[02:01:28.360] さのらへえそうなんだお勉強になった
[02:01:34.280] じゃんお勉強なったじゃん1
[02:01:37.119] 個私もブラウザの翻訳機を使用しています
[02:01:41.360] へブラウザの翻訳を利用してるみたい
[02:01:45.280] よ俺が言ったことはでもわかんねえね
[02:01:52.040] これ下に出てるよなでもな俺なんかそう
[02:01:55.040] いうのなんか邪魔臭くなっちまったよ
[02:01:57.679] なんかちなみに僕はデカの役らしいよ
[02:02:02.239] へえそんなスラング的なのがあるんだ
[02:02:06.119] ね多分日本も少し分かる方じゃないかな
[02:02:10.199] それを翻訳機能でしてるのではなるほど
[02:02:12.280] なるほどねなるほど
[02:02:14.040] ねユアフェバリット
[02:02:17.760] あとジャパニーズ初めコンソル
[02:02:22.880] 333フリットジャパニーズゲーム
[02:02:25.560] コンソールは
[02:02:27.320] フリットジャパニーズコンソールis
[02:02:30.800] ディニテ
[02:02:33.280] パソゲームボーイ
[02:02:36.920] アドバンスあPCエンジンCDじゃあもう
[02:02:39.520] これやんPCエンジン
[02:02:41.920] CD見せてあげ
[02:02:46.639] たいリアル
[02:02:48.599] マシン実ってんていうのPCPCエンジン
[02:02:53.239] CDロムロRRイエさすが詳しい
[02:02:58.880] なPCエンジンに中し
[02:03:01.840] て
[02:03:05.040] Aよは
[02:03:11.159] シック笑笑びっくりしたびっくりしたも曲
[02:03:14.800] 止まったから死んだかと思った怖い
[02:03:23.000] [音楽]
[02:03:26.079] 怖い怖いお前持ってるなんてやべえだろ
[02:03:29.840] だっ
[02:03:31.199] てチューしたらチューしたら嫌すぎて
[02:03:34.360] 止まっちゃったんですけどゲームがこ
[02:03:36.639] びっっくりした焦っ
[02:03:38.840] た焦った
[02:03:41.559] フリーズしたかと思った
[02:03:53.559] びっくりしたもう中しないゲーム機にはだ
[02:03:57.280] なので止まっても戦闘が終われば再開し
[02:04:00.320] ますわ急に止まったから
[02:04:08.320] さ獲物がいた
[02:04:11.639] ぜ海外の方達てでも本当になかなか手に
[02:04:15.880] 入れるの難しいよなこういう
[02:04:20.559] ゲがあれ見てじゃねえか悪魔のキッスし
[02:04:24.520] ちゃったか今悪魔の
[02:04:27.119] キッス悪魔のキッスしちゃっ
[02:04:30.639] た
[02:04:33.040] 全魔法がこれあれだね刺激的すぎたんだよ
[02:04:37.239] 多分なこいつ童貞だ
[02:04:40.400] からこいつ童貞だよチェリーボーイで味
[02:04:43.480] 整えてねチェリーボーイ早くあなたの
[02:04:45.920] コレクションは病気だろ矢印日本語や
[02:04:48.800] ショッてねあの生かしてるとか意
[02:04:52.199] それは
[02:04:52.960] テシていうあのブランドてるからっての
[02:04:57.159] 褒めなんだおかしてんなおいみたいな感じ
[02:05:01.599] の
[02:05:02.719] スラングおジャラスになっとるや
[02:05:08.719] んまMP
[02:05:10.650] [音楽]
[02:05:13.800] をべコレクション自慢し
[02:05:17.400] たい手が震えてきた自慢したい
[02:05:21.880] し
[02:05:22.600] [音楽]
[02:05:24.679] たいわもう今日なんかえ何えなんなの今日
[02:05:30.280] 今日っていうかなんか外さんめっちゃ外
[02:05:33.800] さんめっちゃドくれない昨日も昨日も
[02:05:37.880] もらったんですけど昨日ももらったんです
[02:05:40.559] けどテパ可愛いよ
[02:05:44.040] ねどうもどうもお疲れ様
[02:05:47.040] ですなるほどねなるほどね今日は地獄の
[02:05:50.559] レベルでございますありがとうございます
[02:05:52.159] 連日ビッグレイドありがとうございます
[02:05:54.040] フォローもありがとうございます
[02:05:56.040] ありがとうありがとう嬉しいですね今日も
[02:05:59.960] このゲームをやってるんですよえ地獄の
[02:06:02.559] ようなレベル上げですもう2時間ずっと
[02:06:04.719] これ2時間ずっとこのボスをずっと戦っ
[02:06:06.760] てるだけしかも高速戦闘オンにしてるから
[02:06:09.239] 画面変わらんなんもなんも変わらんもう
[02:06:13.440] これやこの味気のない味気のない戦闘を
[02:06:16.800] 繰り返してるだけですでもしょうがない
[02:06:19.360] これやんねえとすき進めねえもんな
[02:06:22.239] ちょっとこれ1段階ずつ合体したら
[02:06:24.559] パーティー変えようちょっとさすがに夜
[02:06:26.920] 夜勤育てない
[02:06:29.239] とはいさんお疲れ様です今日もナイス
[02:06:32.079] レイド茶顔ナイスレイド嬉しいですね
[02:06:38.320] たナイスナイスナイスさっきさ様です
[02:06:42.559] さっきにさリスナーにね
[02:06:45.880] あのちゃんに
[02:06:50.520] セガチューしてって言われてチューしたら
[02:06:53.000] さフリーズ仕掛けてクソ焦った俺のキスは
[02:06:56.400] どうやら悪魔のキスらしいゲームも嫌がっ
[02:06:59.320] てます笑笑ほほほほほほひはさん
[02:07:04.880] こんばんはハガさんですよハガさん
[02:07:07.760] ありがたいねメイドしていただいて
[02:07:12.639] えっとガミガゴどもガーゴイル
[02:07:18.679] はハガさんとバンさんはあれかなに時間
[02:07:22.920] 停止になる可能性が犬には効かないやつ
[02:07:25.760] じゃん犬には効かない
[02:07:28.639] やつこれは防御でおついでランランラン
[02:07:32.880] おいでフォロさせていいております
[02:07:36.400] なるほどえ外さん外さんてゲーム買う時
[02:07:40.079] ってさレトロゲームとか買うじゃないあで
[02:07:42.599] もあんまり買ってるイメージないな箱
[02:07:45.559] なんかさこわあんまりこだわってないのか
[02:07:47.559] なお会いしましたねあそうなんだあ
[02:07:51.679] だ
[02:07:52.840] すげえ僕もあのあのバンさんのさ商品は
[02:07:56.079] よくあの使わせてもらってるんだけど本当
[02:07:58.880] にいいよね本当に
[02:08:01.639] 素晴らしい痒いとこに手がですねエボ
[02:08:04.639] ジャパン
[02:08:06.159] でそうなんだあすごいねすごいねそうなん
[02:08:12.400] だお私のチッを手伝ってくれて
[02:08:17.639] ありがとうルデアートカエ76ゴルデアカ
[02:08:22.320] 76ゴルデア福岡の笑エボそうそう
[02:08:27.760] ええていうかさあのハガさんがなんかMC
[02:08:31.880] やってるあの変態ゲームエキスポみたいな
[02:08:34.360] 俺も行きたいんだけどあれめっちゃ面白
[02:08:36.960] そうなんだけど
[02:08:38.760] あれハガさんがメインMCやってる
[02:08:42.320] イベントがあるのよ変態ゲームエキスポっ
[02:08:44.800] ていう
[02:08:46.440] エロゲーあれ
[02:08:48.440] めちゃ高いですよね来年もしかしたら
[02:08:52.159] リアルイベントするかもしれないって言っ
[02:08:54.400] てましたへああれてリアルイベントじゃ
[02:08:57.280] ないんだ変態ゲームゲームエキスポそう
[02:09:00.480] そうそんなような名前のなんかあるのよ
[02:09:03.159] エロゲーエッチなゲームをなんか
[02:09:05.920] フューチャーしたイベントみたいな
[02:09:07.639] めっちゃ面白そう
[02:09:10.719] あれエロゲE
[02:09:13.079] さんエロゲE
[02:09:15.960] 3関係のあるイベントだな笑そうだね
[02:09:19.360] MDXはそうだよね僕て
[02:09:23.880] エドいやいやいやちょっといいなあE18
[02:09:28.239] は笑う
[02:09:30.199] 笑あれはE
[02:09:34.079] 18いいよなああいうのに呼ばれるって
[02:09:37.159] 本当すごいんだなハガさんってと思う
[02:09:39.210] [音楽]
[02:09:40.960] わいや面白そうだよ
[02:09:44.480] あれね本当すごいよ
[02:09:47.719] ね防御え特殊接近攻撃防御接近攻撃接近
[02:09:53.719] 攻撃エロに成通してるって思われたして
[02:09:57.360] ですからね笑エロエロの方で呼ばれてんの
[02:10:01.360] 約されてあれこれってのもなんか変な感じ
[02:10:04.320] だなすごいかどうかは笑あえエロの方で
[02:10:08.520] 呼ばれてんのゲームの方じゃなくてあエロ
[02:10:11.920] の方で呼ばれてるんだ変態ガコンベン
[02:10:15.960] セムスゴ変態ゲームコンベンション笑笑
[02:10:19.639] ジャパニーズ変態つったらちゃまさんも
[02:10:22.360] エロ出してくで出しましたまとなゲームと
[02:10:26.679] エロ両方です
[02:10:30.520] ねエロかそっかいいな俺もエロエロで呼ば
[02:10:35.119] れようか
[02:10:36.480] な1回お尻出してバンされてるし
[02:10:39.880] なアニメキスポっていうアメリカの
[02:10:42.719] イベントでロ漫画さんのゲストよく呼ばれ
[02:10:45.239] ておりげ翻めちゃくちゃ
[02:10:49.320] うまいく無理か
[02:10:51.800] んですよなるほど
[02:10:54.440] ね接攻撃違う成こ防
[02:11:01.639] ロジパン
[02:11:03.840] 英語で語
[02:11:07.280] でんから
[02:11:09.400] エボジャパンじゃなくてエロ
[02:11:13.000] ジャパンエボエロエロ
[02:11:18.880] やろに日本語のそのさゲームやってるの
[02:11:24.400] 多いだろうからさ一番気持ちわかるよねお
[02:11:27.639] 馬鹿にしてんのかよお馬鹿にしんの初
[02:11:30.719] キッスがPCエンジンだ
[02:11:32.960] けど馬鹿にすんな
[02:11:35.800] よそ英語分かった上でしかも日本語の
[02:11:39.679] なんていうか難しい表現とかもこうあ
[02:11:44.040] 変わった
[02:11:47.880] うわったん
[02:11:51.719] やかましはお話かいてる自分は結構壊滅的
[02:11:56.000] 笑
[02:11:57.800] 弱いめちゃくちゃ
[02:12:00.320] 弱いレベル5だ
[02:12:02.920] よこれがしんどいよ
[02:12:07.280] ねこれきつい
[02:12:14.840] どじこれはヒキのパーティーなの
[02:12:18.159] かそうだ
[02:12:24.840] 勝てんのかな
[02:12:26.930] [音楽]
[02:12:42.320] これあー弱いなやっぱこのパーティー弱い
[02:12:48.880] な弱えな
[02:12:53.239] このゲームやっぱそこがねあの難しいよね
[02:12:56.840] 本当にパーティー切り替わった後
[02:13:01.710] [音楽]
[02:13:04.840] がちょっとこれであかでレベル上げちゃう
[02:13:07.239] ごめんちょっとここもうこっからもう
[02:13:08.679] ちょっとあのがっつりレベル上げるあああ
[02:13:12.000] スケルトン死ぬなスケルトン死ぬそう
[02:13:21.480] 確かに日本語のさ表現をさエロ漫画でこう
[02:13:25.800] 海外でこう訳すって難しいよ
[02:13:31.079] なエロ漫画でよく
[02:13:33.559] さダメのことラメて言うじゃんあれなんて
[02:13:36.800] 略すか知ってるあっち
[02:13:39.079] であっちでそのラメをどういう風に表す
[02:13:42.760] 知ってるか難しいよねそうかなり難しいと
[02:13:46.639] 思う我あっちのあっちのラメ
[02:13:54.679] ロントてんだっ天才だよなこれ考え
[02:13:58.370] [音楽]
[02:14:04.040] たァァなんだってビンテージライカ
[02:14:07.520] ファミコンあ全部あるよ後ろ
[02:14:12.280] にマイコレクション見るマイコレクション
[02:14:16.199] 見してあげよう
[02:14:23.119] マイ
[02:14:26.679] コレクションそれ
[02:14:29.320] だけ
[02:14:30.880] ファミコンアイライファミコンイエ
[02:14:34.520] センキュー
[02:14:36.520] センキューえっとどれだっ
[02:14:42.679] け
[02:14:44.460] [音楽]
[02:14:46.800] ロマンあロクマアフルいいゲームだ
[02:14:50.040] ねナイス
[02:14:52.480] ゲーム高いよなあれも
[02:14:55.760] な
[02:14:57.840] テク
[02:15:00.159] アトランテスミスタキング
[02:15:03.000] ディストリア
[02:15:04.760] キング
[02:15:06.480] エテ無
[02:15:08.679] レスペクトヘルプ
[02:15:11.520] みんなみんなヘルプだわから
[02:15:14.490] [音楽]
[02:15:19.159] んおはようおはよう
[02:15:23.880] おはよう今日もやまだまだやってますよ
[02:15:26.840] レベル上げをずっと今ひきやっとヒキに
[02:15:29.239] なったやっとヒキになったんだけど
[02:15:31.800] スケルトン弱我が魔族の代動翻が
[02:15:35.920] ディストリビューターとコレクターを
[02:15:37.760] 間違えているのではどういうこと
[02:15:40.199] ディストリビューターって
[02:15:42.199] 何何ディストリビューターってなんか弱い
[02:15:45.679] よな笑ばか弱えマジでまあ弱え
[02:15:51.040] 鬼レベル上げだよここでもでもう今日
[02:15:52.960] ずっとここにここにいるからもう
[02:15:55.679] しんどいゲーム販売会社なんですか日本の
[02:15:59.880] ゲームソフトを大量に買っています
[02:16:02.639] クドあ俺のこと言ってんのそうやっ
[02:16:06.119] てあなた本当にあれですかニニにまり
[02:16:09.639] ニコニコにんまり
[02:16:11.480] デストリビューターまたはコレクターああ
[02:16:14.800] ははアイムコレクターよアイムコレクター
[02:16:17.960] マニアえギークレトロゲームギーク
[02:16:22.470] [音楽]
[02:16:25.840] 魔法ピドしか持ってねんじゃよ魔法もこれ
[02:16:30.520] そ言いたいだけあってるやろってる
[02:16:34.010] [音楽]
[02:16:36.319] だろなん販売
[02:16:39.439] のる
[02:16:42.320] [音楽]
[02:16:49.840] コインわかんない
[02:16:52.870] [音楽]
[02:16:59.960] けどいやもうレベル上がんね出資者私は
[02:17:04.599] 元々コレクターから投資家になった人です
[02:17:07.359] 投資
[02:17:08.840] か何投資家
[02:17:11.439] ってもうレトロゲームー投資の対象です
[02:17:14.800] かまあもそうだよなそうだよな
[02:17:22.270] [音楽]
[02:17:25.840] いや
[02:17:26.880] まじで弱いマジであのスケルトンが弱
[02:17:31.439] すぎるコレクターからお見始めたってこと
[02:17:34.399] じゃそうこと
[02:17:37.040] パァ日本のゲームボーイの180ゲームの
[02:17:40.399] 箱を待っています
[02:17:44.800] へすごい
[02:17:47.240] ね我が魔族
[02:17:51.160] のゲームも欲しいんだよねなんか手に入ん
[02:17:54.639] ねえかな日本じゃなネスのさゲームとか
[02:17:57.760] 欲しいんだけど
[02:17:59.319] ねシルバーサーファーとかは欲しいんだ
[02:18:02.359] けど手に入んねえんだ日本じゃ
[02:18:05.399] なアメリカ行ってみたい
[02:18:09.519] な
[02:18:11.679] エスターテBインベスティング5ハフオフ
[02:18:17.240] ペソナル
[02:18:19.309] [音楽]
[02:18:21.080] マジアウスカルインベストメント海外なら
[02:18:24.319] 売ってるの海外なら売ってんじゃない海外
[02:18:26.719] のソフトだからねただ
[02:18:30.559] あのスーパーゲームステーションな何言っ
[02:18:33.280] てかわかんねけどめちゃくちゃ今俺自慢さ
[02:18:35.519] れてることはすごくわかっ
[02:18:37.240] た詳しくは何言ってかわかんないけど
[02:18:39.800] なんか今すんげえ自慢されてるな俺
[02:18:43.960] 笑笑海外になら売ってんじゃないかな間違
[02:18:47.479] そうだよな500ゲーム
[02:18:49.969] [音楽]
[02:18:52.040] コレクション分かったオタク特有の早口だ
[02:18:55.399] よ
[02:18:56.800] 笑ハローミなめ
[02:19:00.920] いイベリーモースコメディアン何言っとん
[02:19:05.359] ねんランディこんばんはランディさん
[02:19:08.800] こんばんは今日は地獄のレベル上げです
[02:19:13.920] えアアロンドアストアストオフうアア
[02:19:23.559] スオミもう読むの疲れたランディです
[02:19:28.760] ランディスえ
[02:19:31.599] 特をに販売しオンライ販売もっていますが
[02:19:36.599] 聴者のですああなるほど
[02:19:39.880] ねえっとさスーパーゲームステーション
[02:19:44.319] ショップに
[02:19:46.319] ショップ
[02:19:48.840] ストックのにシルバー
[02:19:51.840] サーファーあるシルバーサーファーって
[02:19:54.479] いう
[02:19:55.439] ゲームアイボンとシルバー
[02:19:58.680] サーファーめちゃくちゃ欲しいあとバトル
[02:20:02.240] トード海外版めっちゃ欲しいんだよ
[02:20:06.080] ね売ってくれネアって何だっ
[02:20:10.470] [音楽]
[02:20:12.800] け76デアートカエ76ボルデアートカエ
[02:20:18.319] 76ボルデアート
[02:20:20.360] [音楽]
[02:20:25.520] 入ってなかっためじゃなくて
[02:20:35.900] [音楽]
[02:20:38.040] レヘルン
[02:20:39.880] もうのれたあ敵ねありがとう
[02:20:46.160] 早いスケルトンがレベル上がんねやべえ
[02:20:50.600] お
[02:20:51.960] たけ違う
[02:20:54.120] よ元発狂敵発狂
[02:21:00.319] か
[02:21:02.800] 勃発
[02:21:05.640] 勃発戦争が勃発するさあどっち
[02:21:09.280] だ敵発狂かチャンネルは歓迎しています私
[02:21:14.920] が話歓迎はしてるけどお前が言うなよ
[02:21:21.920] ま歓迎はしてるけどお前が言うことじゃ
[02:21:24.319] ねえな
[02:21:27.920] 笑笑うんいやいやいやこちらこそ
[02:21:30.680] ありがとうセンキューセンキュー
[02:21:32.880] センキュー
[02:21:36.520] えっと魔法
[02:21:39.080] でこれさどうしてもさスケルトン殺され
[02:21:42.840] ちゃうんだよ
[02:21:44.560] ねよえよけると暖かい配信だっって皆が
[02:21:48.880] コミケく
[02:21:51.359] あいいぞいいことだ
[02:21:54.280] ねやねね何ぬねねやね
[02:21:59.040] あめあだ
[02:22:01.880] ねメイヤはそっかメイヤそれだなんか違う
[02:22:05.160] もんなりっちゃんお疲れりっちゃんお疲れ
[02:22:08.410] [音楽]
[02:22:12.560] ちゃんえっと地獄のレベル上げ配信へよう
[02:22:16.160] こそ
[02:22:17.840] こんばんは登録してたっけ
[02:22:21.600] どうかなハリボテライトハリボテゴッド
[02:22:25.600] 発狂し
[02:22:27.479] たナイスレイドちゃまチャピがなチャピが
[02:22:31.960] 発狂しましたわけわかんなく
[02:22:36.800] て発狂不よ発狂不よ
[02:22:42.720] ねああやっぱダメだなスケルトンどうやっ
[02:22:48.720] てレベル上げしよう
[02:22:53.399] スケルトンだけ育てねえとやべえわ必ず
[02:22:56.520] 殺され
[02:22:59.120] ちゃう我が魔族の代だりしないで絶対殺さ
[02:23:05.359] れちゃうんだよごめん
[02:23:07.960] なさいあののなのやっぱいいめちゃくちゃ
[02:23:12.399] いいよねいやこれフィールド局も
[02:23:14.600] めちゃくちゃいいんだ
[02:23:16.110] [音楽]
[02:23:19.439] よ
[02:23:21.240] さあスケルトンだけレベル上げしたいんだ
[02:23:23.840] けどこ
[02:23:25.800] 多分防御の接近攻撃の防御の防御で防御で
[02:23:32.399] 耐えるくらいしかねえのかなもうだから
[02:23:35.000] これでスケルトンにだけこういう風に
[02:23:37.680] スケルトンだけちょっと雑魚的でレベル
[02:23:39.240] 上げねえとあのボス100%スケルトン
[02:23:41.960] やられちゃうからちょっとこれでけこれ
[02:23:46.000] でレベル上げ頑張ろう8匹とこ出あいいね
[02:23:49.040] いいねこういうのを他は防御して接近攻撃
[02:23:53.040] してあああなんでああ自動やっちゃったで
[02:23:58.120] もスケルトンいいねこれでレベル上げよう
[02:24:01.319] まだボスボスにも勝てねえんだ
[02:24:03.640] [音楽]
[02:24:10.600] これ今日は地獄のレベル上げですよっ
[02:24:14.880] ちゃんもうあの戦闘も最高速にし
[02:24:19.359] てなんでスキルとのレベル上がんねんだよ
[02:24:21.760] これで弱えからうわすごいな演歌
[02:24:27.110] [音楽]
[02:24:38.279] がいやスケルトンの満タンの体力45だ
[02:24:42.319] もんそり弱えわそりちょっとお話になん
[02:24:46.120] ないですね正直
[02:24:48.240] ねもうちょっと敵強い行ってもいいか
[02:24:53.340] [音楽]
[02:24:58.080] なああ読んでなかった
[02:25:02.840] これ多くの知恵と多くの欲望が手をす誰か
[02:25:07.160] 止めることができるならなんやね
[02:25:15.439] それすさんあいいこの辺でレベルあげよっ
[02:25:18.399] かちょっとこの敵が
[02:25:21.399] 149ダスペア149画スペア
[02:25:27.560] スタチンキングドアAシルベアア
[02:25:32.520] バージョンバレットもう読むのれ
[02:25:37.160] たそうそうそう
[02:25:40.000] ionethisゲームアイントゲーム
[02:25:45.880] それめちゃくちゃ
[02:25:48.560] 欲しいナイス
[02:25:53.640] シルバー
[02:25:58.160] サーファー
[02:26:00.399] バレバトルはっ何この敵初めて見
[02:26:04.100] [音楽]
[02:26:05.960] たお前
[02:26:08.060] [音楽]
[02:26:08.990] [笑い]
[02:26:13.279] にげ敵やばくないこんな初めて見たよ
[02:26:17.040] インター
[02:26:18.520] あれるああれ
[02:26:21.279] あれできるよってあげる
[02:26:23.160] よ
[02:26:27.560] ウッよ
[02:26:32.150] [音楽]
[02:26:35.960] やばなんて言ってんのジュストレアネド
[02:26:39.720] シルベスペアワス
[02:26:43.000] レベロオプレデベロペ7もう読むの疲れた
[02:26:48.359] 何を言われてるのかが分かりませ
[02:26:52.720] ん何を申されてるの
[02:26:56.640] か海外にもれるのためにシルバーサフに
[02:27:01.319] 入れて
[02:27:02.760] ある
[02:27:05.200] レアリ
[02:27:09.000] オマイ笑笑オー
[02:27:15.760] マイシアやば確かにががやばいんだうな種
[02:27:22.080] という言葉を忘れこがついた種じゃねえご
[02:27:25.479] 主だなこれ主という言葉を忘れしがみつい
[02:27:28.520] た払100ルバサー送り
[02:27:35.240] バトルバトル引き
[02:27:38.000] な笑笑バトル
[02:27:43.359] 引きインターン笑笑
[02:27:46.880] おもろインターンて何
[02:27:51.240] 彼はじゃないとだめです
[02:27:57.399] ランスマになりそうよ
[02:28:00.319] これ
[02:28:01.840] ての
[02:28:03.780] [音楽]
[02:28:14.120] てるなんだろうな才
[02:28:19.140] [音楽]
[02:28:22.840] 本気で買う気あるのあるよあるよあるよ
[02:28:26.040] 1万じゃ買えねえな
[02:28:30.040] タルえ待ってちょっと待ってちょ話が急
[02:28:33.160] すぎるなでも話が急すぎるなマジで言っ
[02:28:37.279] てんの
[02:28:39.399] うわうわこれどう
[02:28:41.960] [音楽]
[02:28:44.160] しよう全くわからん
[02:28:50.279] 相場
[02:28:53.780] [音楽]
[02:28:57.080] ね魔界に変るってだけうわ魔界に帰るない
[02:29:00.640] のこれ率622がガチャきた結果はこれ
[02:29:08.000] 見えねこゆっくりドムとかで翻訳使い
[02:29:10.600] ながら話してみたらなあね確かにねそっち
[02:29:13.800] の方がいいかも
[02:29:16.600] しれこれ帰れるかおおば在
[02:29:20.910] [音楽]
[02:29:22.640] 券
[02:29:24.390] [音楽]
[02:29:30.319] ああナイス
[02:29:32.359] とばちょっと待て
[02:29:35.120] よエンカウントしないで
[02:29:38.000] くださいエンカああ先手必勝
[02:29:45.359] 行けマクス服は私のお気に入りのいつです
[02:29:51.800] 獲物がいたぜちょっと待て
[02:29:56.000] マジへ
[02:29:57.960] オンリーソフトアットコメAボックス
[02:30:06.000] ア
[02:30:07.560] コンプリートやかましはヤンク
[02:30:12.080] よ1万2000円だけど
[02:30:17.160] 高いえ何の
[02:30:20.680] バトル堂
[02:30:22.520] 安いバトルドのネス版の鉄付1万2000
[02:30:26.720] めちゃくちゃ安いよ
[02:30:30.010] [音楽]
[02:30:35.240] パパー入った
[02:30:39.960] じゃんしかもごめんこどこだかわかんない
[02:30:43.359] おがから
[02:30:45.120] ないどこどこ
[02:30:49.030] [音楽]
[02:31:01.200] あお
[02:31:04.600] のそくれんのじゃ俺も代わりになんか送っ
[02:31:08.319] てあげようかなあ交換は交換笑笑なんか
[02:31:12.160] 送ってあげよっか
[02:31:16.800] なかえ笑笑
[02:31:23.319] カールチーズ味
[02:31:25.120] でお店の方やぞ笑笑確か
[02:31:29.660] [音楽]
[02:31:31.080] に彼は悪魔白のスペシャリスト
[02:31:35.120] です
[02:31:39.800] うと全然スペシャリストじゃねえけどくそ
[02:31:42.640] 下手くそだ
[02:31:43.360] [音楽]
[02:31:46.840] けどよしよしよしよしちょっとずつレベル
[02:31:50.399] 上がってきた
[02:31:56.480] [音楽]
[02:31:57.840] ね
[02:31:59.439] ム
[02:32:01.920] ハマチ何ドルよそれにえる
[02:32:06.820] [音楽]
[02:32:09.479] なおいい
[02:32:13.520] じゃんオッケー
[02:32:18.840] オッケー戦えるようになってきた
[02:32:21.970] [音楽]
[02:32:33.160] ね
[02:32:35.080] あ
[02:32:38.200] 進化あらららら進化進撃の巨人見てくなっ
[02:32:41.800] た
[02:32:45.970] [音楽]
[02:32:56.800] 我が魔族の
