[00:00:00.240] お肉はね鶏肉の形なんだ
[03:02:27.560] 良くねえかこれ
[03:02:34.160] 何に
[03:02:35.840] いいえこのオートンみたいの自分でやっ
[03:02:38.840] てんのケロケロ
[03:02:40.680] [音楽]
[03:02:46.840] ボイス
[03:02:50.000] メモと
[03:02:54.880] をなるアプリでできんのこんなんすごいね
[03:02:58.439] 今ねオートンつってあのケロケロボイスっ
[03:03:03.520] てよ言われる
[03:03:05.950] [音楽]
[03:03:10.800] やねうまいね
[03:03:14.160] お上手お上手じゃないですか
[03:03:18.080] いい曲だ
[03:03:19.440] [音楽]
[03:03:22.200] ねいいな俺も久々になんか歌おうか
[03:03:25.700] [音楽]
[03:03:29.399] なしょっちゅうてるけどな配信
[03:03:36.600] で何
[03:03:38.840] 歌うその昔あったんですよ僕も
[03:03:43.160] あのうせはのデスボイスバージョンみたい
[03:03:47.279] なやつ
[03:03:48.680] YouTubeには残ってるからわか覚え
[03:03:50.439] てねえ
[03:03:52.720] けどより前からそのアプリ使っ
[03:03:55.470] [音楽]
[03:04:07.399] てつには残ってんだなだ
[03:04:11.960] なうっせえわかこ物理だもん
[03:04:15.290] [音楽]
[03:04:29.200] いやむいむい来週気が済むまで
[03:04:33.479] サガミオリジナル
[03:04:37.439] ミミらなんだっけどういう曲だっけ忘れち
[03:04:43.040] たさオリジナルでわの友達
[03:04:48.040] てお願いマッスルでデスボ共演してもらっ
[03:04:50.399] たことあるわ
[03:04:55.640] へえ俺も元々さバンドでさそういうのやっ
[03:04:59.359] てたから
[03:05:01.800] さデスボイスだけは自信あるんだよね
[03:05:05.520] ガテラルっていう
[03:05:07.560] か水ガテラルだけど
[03:05:14.399] さ覚えてねえわどういうだっけ
[03:05:20.040] [音楽]
[03:05:36.000] クリップも買ったっけ覚えてねえ
[03:05:40.479] わさすがに文字で表せねえよ笑
[03:05:48.359] わあれ取り
[03:05:55.780] [音楽]
[03:06:03.880] てるクリップいいよ別に探さないで変
[03:06:08.050] [音楽]
[03:06:13.640] だ違う違ったっけ
[03:06:17.970] [音楽]
[03:06:45.000] もおほぼ正解と言ったら
[03:06:48.319] 過言なのか
[03:06:51.319] よ真っ赤な
[03:06:54.880] 近何真っ赤な
[03:06:59.430] [音楽]
[03:07:07.399] 近やべちょっと疲れた
[03:07:12.120] [音楽]
[03:07:14.120] なああ
[03:07:19.200] もう疲れたよ俺はおじさん疲れましたもう
[03:07:24.080] 難しすぎです
[03:07:26.040] これ出ないっすね使えちゃっ
[03:07:30.040] たどうするこれクリアしたいんだけどな
[03:07:34.359] もうこんな早いなんかこのゲームやって
[03:07:36.760] 時間経つの早くねえか
[03:07:39.760] なあもうもう夜中の3時になろうとしてん
[03:07:42.960] のさっきピザ頼んだと思ったのに7時
[03:07:45.439] ぐらいにそっから8時
[03:07:48.239] 休んでくちょっと休んでこうかな休いや
[03:07:51.720] 休ん休む休んでも
[03:07:54.960] なちょっと休むのありか
[03:08:01.160] なする
[03:08:04.760] よ何がよ何するってちゃまゲー何
[03:08:11.080] がおクリアする
[03:08:14.880] よあるやるあるよクリアするよばあちゃん
[03:08:17.960] でも口ずさむぜこれこんなキャッチーなも
[03:08:20.399] 抜けれ
[03:08:21.359] ないおばあちゃんも口ずさんじゃんよ
[03:08:23.720] こんなのそんなこと言うんだっけおにぎり
[03:08:25.720] 作だからあ俺に
[03:08:28.239] ねじ
[03:08:31.439] な分かりづれえ覚えちゃった覚えちゃいけ
[03:08:35.600] ないの覚えちゃ人ホームでも歌ってる絶対
[03:08:38.640] 職場で
[03:08:40.640] 歌はいはいはいこれねオリジナル
[03:08:47.880] だそうだそうだ思い出したそうだわ
[03:08:57.239] ジナルこれな
[03:09:00.479] オリジナル思い出し
[03:09:03.560] [音楽]
[03:09:05.359] たまイベントでやるからみんなも覚えて
[03:09:08.439] おくよう
[03:09:09.960] にバレルの店員さんドン引きさせんで
[03:09:13.560] みんなで何こいつら気持ち悪いって
[03:09:22.239] く向けてな笑なんとなく作っモンスター
[03:09:26.160] 思い出したわスクットモンスターは何
[03:09:30.690] [音楽]
[03:09:57.920] 出てもオリジナルさんやったらリスナー
[03:10:01.479] 確定や
[03:10:05.080] ん踏みと一緒だから踏みと
[03:10:08.880] 一緒踏みと一緒だ
[03:10:11.239] よ何何このURこれ
[03:10:15.800] 何何これ
[03:10:19.399] 画面でけえしなんかめちゃくちゃ
[03:10:24.399] 何これ
[03:10:31.479] うるさうるさうるさなんやねん
[03:10:36.920] これ何これ
[03:10:39.359] うるさびっくりした画面なんでこんな
[03:10:43.000] でかいのこれど画面ちっちゃくしてんだ
[03:10:45.880] けどできねえの
[03:10:48.359] 視聴が強えめちゃくちゃ
[03:10:52.040] くっそふざけた動画あそう
[03:10:55.920] な
[03:11:00.920] あ
[03:11:03.160] 眠
[03:11:04.760] ニコニコたき
[03:11:09.439] オリジナル
[03:11:11.359] ニコ高オリジナル
[03:11:15.230] [音楽]
[03:11:22.359] おはよう疲れちったよもうこれ15時間も
[03:11:25.120] やってっとよニコニコ高き
[03:11:29.840] ねこのゲーム15時間やってと頭おかし
[03:11:33.040] なる眠くなってきちゃったもう
[03:11:35.250] [音楽]
[03:11:49.720] 中2000だったポイントが6000近く
[03:11:52.720] 溜まってるのすごい長時間やっちゃだめよ
[03:11:56.040] なん
[03:11:57.600] でわがコメントえないとずっとクリアでき
[03:12:01.239] ない気が
[03:12:01.810] [音楽]
[03:12:04.040] する大丈夫だ
[03:12:06.670] [音楽]
[03:12:30.040] え
[03:12:32.040] もうもうストリーム高もうこちとら配信2
[03:12:37.120] ねやってんだよおい配信歴2年じゃボケ
[03:12:42.720] たらになんてもらないのにね確かに
[03:12:48.840] 配信歴2年じゃんなめるなよ
[03:12:51.660] [音楽]
[03:12:53.200] チゲYouTubeの頃から合わせたら2
[03:12:55.640] 年なんじゃん配信であも1回死
[03:12:59.840] の1回死にます俺
[03:13:02.960] は2年間続けられたらすげえわ2年やっ
[03:13:07.720] てんのよなんだかんだ2年ぐらいやってん
[03:13:10.720] じゃないもうYouTube始めた
[03:13:12.600] YouTubeの誰もいないあの誰もい
[03:13:16.120] ねえ配信半年間を含めたらなtはtchは
[03:13:22.319] こないで1年ちゃうもんttchは今年の
[03:13:26.760] 5月で2年ですもうもうちょっとでもね
[03:13:29.960] もうちょっとTも2年だの大事まそうだね
[03:13:33.840] やめないやめないけり別にいつまででも
[03:13:36.399] でき
[03:13:42.830] [音楽]
[03:13:46.040] るっていうかやめる必要ねえしなマジで楽
[03:13:48.840] だもんだってただ自分がやりたいことやっ
[03:13:51.399] てるだけだからねゲームやりたくねえ時は
[03:13:54.399] さ雑談多くなるし天生2人間開いたりし
[03:13:57.680] たら人てこなくなるからねああまあねまあ
[03:14:01.800] ねまだ人を目的でやってたら確かに続か
[03:14:04.640] ねえかもな人ってマジで入れ替わる
[03:14:07.399] からめちゃくちゃ俺のことがもう毎晩俺の
[03:14:12.560] 配信見てくれてめちゃくちゃ俺のなんつう
[03:14:16.080] のことをさあのあれやなんだろうななん
[03:14:18.960] つうのかなあのどんだけはまってくれてて
[03:14:21.880] もパッと来なくなるからそういう人間も
[03:14:25.080] そういうもんなんだよそこ期待してたら
[03:14:27.600] マジ続かねえよ誰が来ても誰がいなくなっ
[03:14:30.479] てもスタンス変えねえようにやってれば
[03:14:34.279] 続くんじゃないわ気にしたらマジ無理マジ
[03:14:37.760] そんなもん気にしたら何にもなんねえから
[03:14:40.120] 言っちゃうなこのこの言い方するとなんか
[03:14:42.680] 冷たいよかもしれねえけどなんやそれア
[03:14:47.520] てたらこれれと同じ土立てたのかなどうか
[03:14:51.279] なにしたらいやマジ無理だよいなくなった
[03:14:54.200] 人のこと考えるほどあの甘くないっていう
[03:14:57.080] かしない人そんなもんよ本当にマジでそう
[03:15:00.640] どん
[03:15:01.479] だけ俺のファンとかね色々なんかこう
[03:15:05.680] ストーカーするぐらいまであの俺のファン
[03:15:09.120] だった人もいるけどパタッと来なくなっ
[03:15:11.439] たりもするからねYouTubeの
[03:15:14.120] とそこでしてたら
[03:15:17.640] から考えてられないマジで
[03:15:20.720] そうえそれは来なくなったら悲しいよ悲し
[03:15:24.680] いってか寂しいっていうかでももうしょう
[03:15:27.640] がねえよファンチとかもできるよねファン
[03:15:30.880] チって何ファンチ何ファンチって何ファン
[03:15:34.800] チって知らん
[03:15:39.920] 単語寂しがってくれるんだね笑寂しい
[03:15:44.359] でしょそりゃ半分アンチよ反転アンチ
[03:15:48.000] なるほどファンから反転したアンチって
[03:15:49.800] こと
[03:15:51.399] ね
[03:15:53.439] 人あそういうことあーどうだろうなそんな
[03:15:58.080] のいるかなたよジェットストリーム高
[03:16:00.640] パンチじゃねえだろ別に
[03:16:05.240] [音楽]
[03:16:06.479] 高なからこんなこと言っちゃ本当になんか
[03:16:09.800] あれかもしんないけどさこの
[03:16:12.720] 配信
[03:16:14.279] でまみんな来てくれてるけどさその
[03:16:17.040] あんまりそのなんつうのやっぱね人に期待
[03:16:19.160] しないことが1番だと思うこういうので
[03:16:21.920] 頑張る秘訣って自分で全部どうにかしない
[03:16:25.000] といけないと
[03:16:25.570] [音楽]
[03:16:27.160] ううちはンチなくていいかなンてんだど
[03:16:31.000] いうのみたいなね
[03:16:34.399] 用が小が関係ねえってとこだよマジ
[03:16:38.319] でいい意味でねいい意味でそういうこと
[03:16:41.439] いい
[03:16:42.479] そうそうマジでせねえよ
[03:16:47.560] 許せねえのあれファンかおDIY俺の
[03:16:50.520] ファン
[03:16:51.560] あれいるんだ俺にも嬉しいわえDIYは俺
[03:16:55.720] のフンでいいのあれいるんだよ
[03:16:58.160] 1人いるんだよ1人俺にもなんかしんねえ
[03:17:00.840] けど俺の配信で来てちゃまゲーム許せねえ
[03:17:03.840] よて言って消えてくやつがいるんだよお前
[03:17:08.040] 何なんだよ毎回って何が許せねえのか言え
[03:17:11.199] よつって言ってくんねんだよなあれファン
[03:17:13.720] か俺の
[03:17:18.760] 笑笑チマゲーム許せねえ
[03:17:22.239] よチマゲーム許せねえ毎回それだけ言って
[03:17:25.880] くんだなんなんだお前は最近でも仲良く
[03:17:29.880] なっちゃったからなあいつも
[03:17:32.520] な最近普通にコメントするしね今日なんか
[03:17:37.239] 話してなんかなんかなんだっけなんか
[03:17:40.120] DIY来てああこいつバカだって1回押し
[03:17:43.680] てどっかったなくなったら自分のって
[03:17:48.000] くさいなんだよ
[03:17:52.880] それいやでもな確かにでもネット上でさ
[03:17:56.479] 知り合った人間って
[03:17:58.239] ささからコメントしてあなるほど
[03:18:02.760] ね
[03:18:05.640] へえそんなのあるん
[03:18:12.000] だま人に期待しねえことだよなマジで
[03:18:18.439] スタンドアローンじゃなきゃだめよ配信者
[03:18:20.960] はどれだけ仲いい配信者がいようとどれ
[03:18:25.239] だけ仲じゃいいよ俺にも友達の配信者
[03:18:27.160] いっぱいいるしただそのそれとそれそれと
[03:18:29.560] これとはまた別というか俺は俺でやんない
[03:18:31.920] とダメだと
[03:18:33.279] 思う俺は俺あいつはあいつただ仲良くする
[03:18:36.479] 時は仲良くするけど
[03:18:38.160] ねだボテとかまえっとチャラとか
[03:18:44.560] さえマーブルもそうだし
[03:18:47.600] なかいいしさね僕がりとこなくなったら
[03:18:50.319] じュちゃんに寝取られたと思ってください
[03:18:53.680] ジュのチャンネルいたらいるみたいな別に
[03:18:56.120] いいけど
[03:18:57.239] さマジでスタンドアロンジだきゃいけねえ
[03:18:59.920] よ配信者同士のカラフルの方がえいこと
[03:19:03.160] あるからもいや配信者と視聴者とあの
[03:19:05.720] トラブルのがめど
[03:19:06.660] [音楽]
[03:19:12.040] くせ良くない良くないあくまで配信者と
[03:19:16.920] 視聴者っていうスタンスは変えちゃいけ
[03:19:18.600] ねえや
[03:19:19.050] [音楽]
[03:19:31.120] なまだからなんかそのなんつのか
[03:19:35.800] なある程度本当ラフに考えないと人間関係
[03:19:40.239] うんラフに考えないときついよあの人
[03:19:44.399] あんなこと言ってたけど私のこと嫌なのな
[03:19:46.960] とか考えてたらマジきりねえから俺のこと
[03:19:49.760] 嫌いなやつだんて500万人ぐらいいる
[03:19:52.520] だろ知らねえけど500万人もいるか
[03:19:55.080] わかんねえよでも普通になんかこのレトロ
[03:19:58.359] ゲー界隈でもやっぱ俺のこと嫌ないや
[03:20:00.239] いっぱいいるだろうしそんな気にしてたら
[03:20:02.279] しょうがねえやマジ
[03:20:05.680] でだって俺配信つけたら別にそんなやつ来
[03:20:08.399] ねえじゃん有名なったや500万には盛り
[03:20:11.880] すぎだ怖いと思う人が50%超えるだけだ
[03:20:15.439] よ
[03:20:18.359] そうなんよな怖いと思われてるんですよね
[03:20:21.080] チャバゲームはかあガチ恋いなんが
[03:20:28.720] いい笑笑怖いと思われるんですよねこう
[03:20:33.199] いうことばっか言ってっからか
[03:20:34.920] なこういうことばっか言ってっから怖がら
[03:20:37.359] れんのか
[03:20:39.680] なニコニコりすごい怖がられてるんですよ
[03:20:43.800] チマゲーム今Twitch界隈で
[03:20:47.010] [音楽]
[03:20:53.319] 若い子には向いてないかもね
[03:20:56.279] 俺逆に若い子に向いてんじゃないのこう
[03:20:59.520] いうのどうだろうけやいねえんだよ分けや
[03:21:03.520] がいないのも
[03:21:12.680] 事実
[03:21:14.840] がやだ
[03:21:16.780] [笑い]
[03:21:18.479] 答え出てんじゃん
[03:21:21.600] 笑笑若い
[03:21:23.880] もん俺より地下がいないんだよこの
[03:21:26.760] チャンネルマジで
[03:21:29.720] なあお前らは何なんだみんなして俺より
[03:21:34.439] 年下は誰もいないのか
[03:21:36.640] なあ平成8年平成8年以降生まれはいない
[03:21:41.520] のやアラスまわ3歳だけ心は17
[03:21:47.160] 心は
[03:21:50.399] なうるせえうるせえ若いんじゃ
[03:21:58.000] わススフンクおはよう10年月1
[03:22:05.560] 平成10年ええ嘘でしょ
[03:22:11.090] [音楽]
[03:22:15.520] え平成10年え24ってことじゃ今24歳
[03:22:21.439] だあマジかチソ俺より年下なんだ
[03:22:25.880] 若チソ
[03:22:28.120] 若若いじゃんお母さんと誕生日一緒しかも
[03:22:31.760] 待て誕生日近俺6月11日だよ俺誕生日近
[03:22:38.040] なんやねん
[03:22:40.120] それたじゃん良かったねねいるんだねわか
[03:22:44.120] 24って笑笑おるんや幻かと思ったけどい
[03:22:50.239] た
[03:22:51.319] なおめでとうなおめでとうおめでとういる
[03:22:55.560] ん
[03:22:56.720] だ変わりもんだな24歳なんつったらよ
[03:23:01.319] あれだ普通あれだろ
[03:23:03.840] なんかtiktokとかでなんかえへて
[03:23:07.120] やってんじゃねえの知らねえけど私21だ
[03:23:10.160] から
[03:23:11.520] ね言
[03:23:14.920] わいねえよ
[03:23:18.239] tiktokとかやってんじゃの周りの
[03:23:20.040] 友達とか
[03:23:21.840] はえみたいなんかtiktok
[03:23:26.310] [音楽]
[03:23:39.760] でtiktokやってるよなみなな
[03:23:44.280] [音楽]
[03:23:47.239] ちゅ可愛くてごめん生まれできちゃて
[03:23:54.000] ごめんみんなお兄ちゃんお姉ちゃんだね
[03:23:57.880] 可愛くてごめん
[03:23:59.960] て可愛くてごめん生まれてきちゃって
[03:24:03.199] ごめん
[03:24:07.370] [音楽]
[03:24:10.439] あざそれ全力でやってほしいやだやるわけ
[03:24:18.750] [音楽]
[03:24:21.720] にゃにゃにゃにゃ
[03:24:32.000] にゃん一緒にtiktok
[03:24:36.840] [音楽]
[03:24:38.480] [笑い]
[03:24:40.399] べったtik
[03:24:45.200] [音楽]
[03:24:46.560] と一緒だったらやるわ俺おお楽しみ
[03:24:51.040] ねしちゃ共同アカウント作るべ
[03:24:55.279] よtiktok
[03:24:57.320] [音楽]
[03:24:59.600] やろうデブ2人で可愛くとるべユニット
[03:25:03.640] じゃんバったな勝ったなこれかもこれこの
[03:25:08.800] ゲームは全然クリアできないかこれゲーム
[03:25:12.040] はだめ橋元連と山本本でやるんだ
[03:25:18.120] 本名でやるん
[03:25:23.080] 強し笑笑
[03:25:27.040] 本笑売れた
[03:25:33.160] な
[03:25:36.199] ださ
[03:25:44.160] 笑笑アカトよ
[03:25:48.220] [音楽]
[03:25:52.399] ああtiktokってで俺わか俺わかん
[03:25:55.920] ねえけどtiktokって何やるの他はゆ
[03:25:58.120] たどんなの踊るのゆいたん担当決めんなよ
[03:26:03.319] 威力ながら拡散を撤退しますやめてくれ
[03:26:07.199] 拡散しないでくれ隠してくれ世間から
[03:26:10.399] こんな
[03:26:12.439] もん初めてカップルになって盛り上がり
[03:26:15.279] すぎちゃった動画みたいになりそう数しれ
[03:26:18.960] ですめっちゃチキ頼むあチェキが取りてえ
[03:26:23.040] マジでチェキ頼むチキ取ろうよ
[03:26:28.850] [音楽]
[03:26:30.560] みんなあチェキ買わなきゃチェキいいよ
[03:26:37.439] なみんなの分のフィルムも持っているから
[03:26:41.199] 見た人がこの2人付き合ってるんですかて
[03:26:44.439] コメするは払いて質問おいおい質問箱お
[03:26:49.160] 質問箱によあれだ質問箱設置してなんか
[03:26:52.920] その絶対その質問あれ2人付き合ってるん
[03:26:56.160] ですかてまだ付き合ってないですみたいな
[03:26:58.960] 匂わせすんべよクソみてえ
[03:27:01.080] なソにクソみてな匂わせしよう笑笑
[03:27:06.319] 笑笑まだそういう関係ではないですみたい
[03:27:09.319] な
[03:27:11.279] まだ間違間違ってないだろよなやって
[03:27:15.080] ほしい笑
[03:27:18.560] 俺一ちゃん嫌いなんだあいうの
[03:27:21.359] がバカ
[03:27:24.520] 野郎馬鹿野郎何を言ってるんだ何を言っ
[03:27:28.760] てるんだここの配信どうしようもねどうし
[03:27:32.520] もね配信してんなまた今日
[03:27:37.920] もせ破壊が負けだからそう
[03:27:43.279] だは買いだ方が負けだから
[03:27:47.640] [音楽]
[03:27:51.160] 名見せは嗅いだ方が
[03:27:54.950] [音楽]
[03:27:59.279] ガチがどれくらいかわかるでガチからの
[03:28:03.160] ドム
[03:28:05.040] 怖い鼻つまん
[03:28:07.319] どこそれがいいいやマジでそいそれマジで
[03:28:11.080] そうなんだ匂わせうぜえなと思ったら反応
[03:28:14.120] する前にもブロックとかミュートとかして
[03:28:17.080] 花をつまむこれが1番の対策なんですよ
[03:28:19.920] 匂いを嗅がないことそれが大事なんですよ
[03:28:23.359] ねも買いだ後にアーダコーダ言ってももう
[03:28:26.319] 負けなんだからも
[03:28:29.160] くいくい買いだ後にアーダコーダ言ってる
[03:28:31.800] 時点でも負けなのよそれ大事よ自己防衛
[03:28:37.279] まじそれ大事だからめちゃくちゃもって
[03:28:39.800] くるよそれは強すぎそれはちょっと匂い強
[03:28:43.680] すぎだな
[03:28:49.580] [音楽]
[03:29:02.160] 疲れた俺もうもこのゲームもう無理
[03:29:05.479] やクリアできねえよ元を閉めるかお怖そこ
[03:29:11.359] までのものだと突っ込みたくなるゲームの
[03:29:13.880] 魂との戦いよなそうだ
[03:29:16.780] [音楽]
[03:29:17.960] なていうかビセコ結構結構お噛みつくもん
[03:29:22.640] ないろんなことになおめえの
[03:29:24.520] Twitterなんか黙って見てるけど
[03:29:27.080] 結構結構なんかいろんなことに噛みついて
[03:29:30.239] 結構ブロックとかされてるよねお前ねあれ
[03:29:33.359] 笑っちゃうんだよなあ結構言うタイプだと
[03:29:36.880] 思ってろうなこ結構言うタイプなんだなっ
[03:29:41.239] て結構いろんなもんに噛みついたブロック
[03:29:44.199] されてます彼女はそう
[03:29:46.880] 笑いいことだと思うよで
[03:29:49.220] [音楽]
[03:29:50.560] も意見があってさちゃんと考えがあってな
[03:29:54.080] それをこう言うのはいいことだと思います
[03:29:56.800] ちゃ一緒にハート使ってちょっとあれ
[03:29:59.319] やろうよこれやろうよこれこれこれこれ
[03:30:02.439] やろう
[03:30:04.470] [音楽]
[03:30:09.359] ぜジゲがハートな俺がハートだろのやつな
[03:30:14.000] 笑それもやってほしい
[03:30:16.560] 俺
[03:30:18.750] [音楽]
[03:30:23.080] がちゃんマジでありがとうごめん
[03:30:27.570] [音楽]
[03:30:46.279] ななんかグッズまたグッズ作んねえと
[03:30:50.840] なもそういうのやってくれる人にはネバー
[03:30:56.160] マインドニルバーナ
[03:30:59.040] や好でやってんだからいるよいやいや
[03:31:02.279] いやいやとはいえ
[03:31:06.000] なここ全然こせないんだ
[03:31:09.479] けどめなよめっちゃむずいんだよこの
[03:31:12.920] ゲーム俺が簡単そうにやってると思う
[03:31:15.359] じゃん
[03:31:17.040] バカ無人だ
[03:31:19.580] [音楽]
[03:31:22.680] ぞ可愛くて
[03:31:27.000] ごめんと画面変わってないもん
[03:31:32.080] ね
[03:31:33.720] 認認めるえいえい
[03:31:37.479] えいええねんそれで火を認めるって大事だ
[03:31:41.520] よな
[03:31:46.560] ノーダメ
[03:31:47.780] [音楽]
[03:32:01.880] 宣言うま
[03:32:03.880] してうま
[03:32:06.439] してコメント控え
[03:32:10.080] とこちょっとお本気でやっていいじゃ
[03:32:12.359] ちょっとこれこのプレイ本気でやらせて
[03:32:14.199] くれ
[03:32:18.160] 絶対ノダで
[03:32:22.840] 行く変わってごめん操作うまくて
[03:32:25.890] [音楽]
[03:32:36.520] ごめんよしよしいい
[03:32:41.640] ぞこのプレイ超ど神拳ど神拳でいきます
[03:32:46.960] このプレーど
[03:32:53.399] 神剣
[03:32:54.920] うまいうまいよいいよらの距離感だった
[03:32:59.680] な
[03:33:01.450] [音楽]
[03:33:03.640] 何びを1回出してから行きますはい真剣な
[03:33:08.680] んで
[03:33:10.210] [音楽]
[03:33:18.840] よしはいノー
[03:33:21.279] ダメここもこすぞもうここもこす
[03:33:29.700] [音楽]
[03:33:38.359] ぞモてないのそうだね行きたいね
[03:33:46.350] [音楽]
[03:33:55.479] っ
[03:33:56.560] た行った行った行っ
[03:33:58.770] [音楽]
[03:34:03.080] た
[03:34:05.080] 邪魔
[03:34:10.279] 何当たりすぎではあるよいやいや大丈夫で
[03:34:14.000] もでも大丈夫ここにっちゃえ
[03:34:16.319] だめ
[03:34:20.310] [音楽]
[03:34:28.160] 笑笑ここんこんよこいつが悪いと思う俺は
[03:34:33.680] 全部こバカ
[03:34:37.479] がよな笑までも大丈夫大丈夫だよ大丈夫だ
[03:34:44.680] から信じろ俺を
[03:34:46.580] [音楽]
[03:35:00.040] 不安な大丈夫やめて
[03:35:02.640] もうもうやんなっちゃうんですよこんなに
[03:35:06.880] やってたら俺
[03:35:08.960] もこんなにやったら嫌になっちゃうんだよ
[03:35:12.160] 俺もこのゲーム
[03:35:14.060] [音楽]
[03:35:18.640] 茶確定茶確定ゴムつけさせてくれない彼氏
[03:35:23.120] のゴリ押し大丈夫と同じ
[03:35:26.279] あす何を言ってるんだよ君は
[03:35:29.680] 一体
[03:35:31.399] あね今可愛くてごめんした
[03:35:34.650] [音楽]
[03:35:36.880] あね行っ
[03:35:38.760] たよしよしよしよし
[03:35:44.640] よしえ
[03:35:47.440] [音楽]
[03:35:50.479] ごめんおし
[03:35:52.760] おし
[03:35:59.850] [音楽]
[03:36:06.080] ぶねいやもう犬猫去る生地わかんない
[03:36:16.250] [音楽]
[03:36:18.960] 殺のメイドやばかっこよくない
[03:36:22.110] [音楽]
[03:36:30.120] こいつ何あいつマジ
[03:36:33.720] でいやこのさ黒いひ
[03:36:37.479] がみメがバ今鬼ヶ島行こうとしてた鬼
[03:36:45.880] から攻撃してきてえい
[03:36:47.560] ねえい
[03:36:49.270] [音楽]
[03:36:55.080] ね
[03:37:00.000] うまるあれプーマだ
[03:37:02.479] の
[03:37:04.319] よし
[03:37:09.279] よし何何今度はそれもうええ
[03:37:14.520] てここからにしようぜゲームオーバーに
[03:37:17.600] なったらもうあそこからやんの
[03:37:20.370] [音楽]
[03:37:24.319] 笑草もうこっからにしよう
[03:37:33.160] よすい見たい
[03:37:37.040] の見えねえこいつがマジで
[03:37:40.970] [音楽]
[03:37:52.800] 危ねえちっと
[03:37:55.660] [音楽]
[03:38:19.880] あっべなやべえなむずいな
[03:38:24.040] これいや難しいゲームだことこのゲーム
[03:38:30.479] マジでめちゃくちゃ難しくないす
[03:38:35.560] かめちゃくちゃに難しいです
[03:38:39.760] ね
[03:38:41.319] うんきついのこれのどうすっかの
[03:38:46.680] どうすもクソもねえんだけどよやるしか
[03:38:50.359] ねえんだけどよついこないだで指示になっ
[03:38:53.479] たピザでも食べるいやあ今俺今炭水化物
[03:38:57.800] 食ったら寝るぞ体が眠りを求めてるもん
[03:39:01.120] だって
[03:39:02.550] [音楽]
[03:39:32.600] う邪になってもええんや
[03:39:36.399] でちょっと
[03:39:40.970] [音楽]
[03:39:44.319] だけ
[03:39:51.830] [音楽]
[03:40:01.080] ああ先っちょ
[03:40:03.600] だけ睡眠先っちょ
[03:40:06.239] だけ先っちょ睡眠していいのもう髭そった
[03:40:09.680] んにもうジョリジョリしてきた
[03:40:13.270] [音楽]
[03:40:42.160] やべえ疲れたどうしようこれ
[03:40:45.560] 回んねえ頭がもう目もなんか何見てくか
[03:40:48.800] わかんねえしちょっと寝るか
[03:40:52.720] なちょっと寝ようかな眠てえわ朝まこの
[03:40:58.319] 配信でね配信つけたまんまさまたここ寝て
[03:41:01.520] こうやってグイつってうわーつって寝て
[03:41:05.279] 起きてそのまま再開どうしようかなさすが
[03:41:09.640] に10そんな寝ろ寝ようかなおランディ
[03:41:12.279] ランディおもなね確かにそりゃ疲れるよ
[03:41:15.479] 疲れるよなあ16時間やってんだぞこの
[03:41:18.399] ゲームアホちゃうの
[03:41:23.520] ほんまどうすっかなちょっと寝れない
[03:41:29.120] たき疲れるよな3kgぐらい減りました減
[03:41:35.199] またケ出してさなぎたっちアゲインえでえ
[03:41:38.720] で字隊長大丈夫かちゃま君がリスナーの
[03:41:42.760] 言うこと聞くの珍しい
[03:41:46.760] でちゃうんだっけみんながちこれがみんな
[03:41:48.760] 始まりでこれがねみんな始まりでねえよう
[03:41:51.800] 高明あのみんな始まりでこれがちゃまく
[03:41:55.120] もう寝なもう疲れたんだからやめなつっ
[03:41:57.439] たらうるせえつってやるけど俺があもう
[03:41:59.520] 寝よっかなって言ってどうすっかなつって
[03:42:02.439] 言ってるだけだからこれまた違いますよね
[03:42:05.640] まなリスナーにね声がスピードワゴン見
[03:42:08.760] たくなってきたよ天のじだものねスピード
[03:42:12.279] 俺スピードワゴンみたいなこしてるねえ
[03:42:15.159] どっちスピードワゴンの俺だよ
[03:42:25.720] ハンバーグ出て
[03:42:28.560] ねカサカサの方
[03:42:32.000] カサカサおいおいカサカサっていうなよ
[03:42:36.439] あのスピードワゴンのなんだっけおじゃ
[03:42:40.159] なくてなんだっ
[03:42:41.680] けんだっけ
[03:42:44.050] [音楽]
[03:42:47.080] スピードワゴンの小沢だ小澤のことカスカ
[03:42:51.000] スっていうの
[03:42:54.319] よおウザーボイスになってきった
[03:43:04.320] [音楽]
[03:43:20.080] るおがコーラスに負けてる動画好き何それ
[03:43:25.880] そんなあん
[03:43:29.159] のコラよりこちっちゃいんだ
[03:43:38.020] [音楽]
[03:43:52.199] まああも笑っちゃってるやつ
[03:43:55.210] [音楽]
[03:43:57.640] 笑文字だけでおもろいのずるい
[03:44:03.300] [音楽]
[03:44:21.359] めちゃ行でしたっけええ
[03:44:27.700] [音楽]
[03:44:48.399] 多分そうか
[03:44:49.920] なせみたいなやつ
[03:44:53.040] [音楽]
[03:44:53.900] [拍手]
[03:44:56.439] ですあどうもどう
[03:44:59.600] も
[03:45:01.920] まわかんなんて読むんだろ
[03:45:05.000] こんばんはグッドイブニングクソネミ
[03:45:09.040] アキスベースン
[03:45:11.870] [音楽]
[03:45:16.760] オーマイ
[03:45:23.850] [音楽]
[03:45:36.080] ガッキンスリーピーな
[03:45:38.840] 笑バネミス
[03:45:46.239] これこれはどうしようか
[03:45:50.080] なクリアしてえなっねクリアしたい7さん
[03:45:56.520] このゲームクリアしたいんだけど眠気が
