[00:00:24.880] はいはいはいはいはいはいはいはいどうも
[01:52:44.840] からマヨさんになったお世話になったんだ
[01:52:47.719] よな笑ここはお世話になったね食べるって
[01:52:56.320] 俺が今どこにいるかかわかん
[01:53:00.840] ねえやつまりデブってことだよおい
[01:53:05.760] おいおったは短にえ食うでしょ別なん
[01:53:11.679] でぶち切れクスを食うやろ普通
[01:53:18.360] にはなんだおめえら食うよな普通に
[01:53:23.520] こ食うわ普通
[01:53:29.639] にやべえヒールアップしか
[01:53:33.719] ねえこれは帰れるかなじさんおいしいよね
[01:53:38.520] 唐揚げにマヨネーズかけるけどご飯は
[01:53:44.000] あ
[01:53:46.800] ご飯に迷
[01:53:50.130] [音楽]
[01:53:51.440] ですさご飯に
[01:53:55.280] マヨネーズご飯にマヨネーズかけるの俺は
[01:54:00.079] おいでマヨタコとロタスさんが変人扱いさ
[01:54:03.960] れてたかいそうに変人はお前らだろう
[01:54:08.320] がお前らだ変人
[01:54:11.840] は食うよな普通になご飯にマヨネーズに
[01:54:15.360] 焼きのり
[01:54:16.639] だろうてね今がそれをとしたら俺らご飯と
[01:54:22.440] 教えだからね教えだからありがたい教えだ
[01:54:26.159] かける人が変扱されないのおかしい
[01:54:31.840] ねやかましは
[01:54:34.800] 最高ずこの不健康談やめるわカツと
[01:54:40.040] マヨネーズと醤油かけるのおいしい
[01:54:43.150] [音楽]
[01:54:45.760] です部やめんな
[01:54:49.360] 笑マヨネーズは
[01:54:54.199] ス部が逃げられると思うなよ
[01:55:00.320] 邪魔変わっちまったな変わってねえんだ昔
[01:55:05.920] からやってんだこあこれもう無理だよ完全
[01:55:11.040] 積みましたこの
[01:55:12.400] ゲームなんでだ
[01:55:14.800] よくせに
[01:55:17.320] なんねもうこのゲームもん
[01:55:21.320] だけれねえよこのパーティーじゃ雑魚ヒキ
[01:55:26.960] もやめろ全員首だ
[01:55:32.639] よ弱いやらねすいません弱くておいこれ
[01:55:38.400] 抜けれねえ
[01:55:42.079] よまた戻されたもんこれどうするあここで
[01:55:46.599] ここでマジでパーティー切り替わるの待っ
[01:55:48.239] ていいかマジで無理だろこれ抜けれねえ
[01:55:51.320] だろ
[01:55:52.960] もう1回行くぜに弱いって言った待って今
[01:55:56.679] どこにどか頑張って育成してGにイレ覚え
[01:56:00.679] させるいや育成が無理だよねまず抜けねえ
[01:56:05.239] と
[01:56:06.840] ここ今どこにいんだ俺モンスターに成分が
[01:56:10.679] 足りて
[01:56:11.760] ないそれこれさ見えてる範囲が少なすぎて
[01:56:15.639] これマップ見ててもわかんねえだこ
[01:56:19.639] だを与えましょう
[01:56:23.880] おはでまよちちしんごまは今日も元気なん
[01:56:29.639] とかなんとか
[01:56:32.679] ルおで
[01:56:35.000] まちお前らおはでマヨちちってならわ
[01:56:37.800] なかったんか
[01:56:41.840] やり直せレト
[01:56:43.840] やなんでですかなぜです
[01:56:48.460] [笑い]
[01:56:49.800] [音楽]
[01:56:51.239] かさ疲れ様ですボテお疲れ様ですレドざす
[01:56:56.079] えっとPCエンジンはえリスト
[01:56:58.920] ハルマゲドンというゲームをやっています
[01:57:01.320] ハガさんも入団しませんかはあのラスト春
[01:57:04.480] まげ今
[01:57:06.119] にめちゃくちゃむずくて今積んでるんすよ
[01:57:10.800] ねジコの者様だ団によう
[01:57:16.920] こそっとねちょっと待ってな特殊能力
[01:57:24.679] ラストはげハゲまげ
[01:57:28.040] のなんでそんな自虐するんすか自虐とか
[01:57:31.400] 言っちゃっ
[01:57:33.199] た自虐とか言っちゃハゲじゃないじゃない
[01:57:36.480] すか海外さん
[01:57:39.199] はこのゲームマジでむ今どこにいんだ俺
[01:57:42.960] これどこよこれがどこだかマップ見てんだ
[01:57:46.320] けどさこの見えてる範囲が少なすぎてどこ
[01:57:49.239] だかわかんねえのよどここれ
[01:57:53.320] あ分かったここだここでもう獲物がいたぜ
[01:57:57.000] ちゃうねあもうデボクリカだこいつ絶対
[01:58:02.000] マットにしてくっからマジでうざったいん
[01:58:03.880] だよね画面の無駄遣いがすいゲームあり
[01:58:07.360] ますよそうだよねこのゲームマジで
[01:58:10.159] 無駄遣いが
[01:58:11.679] すごいマップ見てほしいわこのゲームの
[01:58:14.280] マップマップ見れるんですよこのゲームね
[01:58:17.320] モンスターの特殊能力で
[01:58:22.320] 使うとあごめん戦利ガいないわを見れる
[01:58:26.800] タイミングも悪いタイミングも悪いいや
[01:58:29.599] 見れませんでした見れるやつがいなかった
[01:58:31.440] いないんかい笑笑タイミングも悪かった
[01:58:34.920] そうするとこ今配信画面16対916対9
[01:58:41.320] のあの配信画面の中に4対3の画面があっ
[01:58:46.199] てそん中に3対4の画面があってその中に
[01:58:49.560] 4対3のちっちゃいマップが出てくるん
[01:58:51.400] ですよ
[01:58:52.719] 何も見えんちっちゃくてちっちゃくて何も
[01:58:55.719] 見えない
[01:58:56.920] 笑昔のゲームだから
[01:59:00.000] ね昔のゲームだからねあハガさんあれ見た
[01:59:05.159] ポリメガのさポリメガアプリ出るらしいよ
[01:59:08.360] ねメガアプリの情報見ましたやばくないす
[01:59:12.560] かあれ無料でさパソコンにさ要は俺今これ
[01:59:16.400] 実でやってんすよあのPCエンジンCD
[01:59:18.719] ロムロパソコンでできちゃうわけでしょ
[01:59:20.960] やばくない
[01:59:23.880] やべえ
[01:59:24.719] 死んじゃいけねえやつ死んじった
[01:59:28.320] もうもう強いんだってこうわやばいって
[01:59:32.360] 本当にこれはもう罪です
[01:59:36.000] ねてこれめっちゃ強くない
[01:59:39.639] ピアリスそうすごいっすねやばいよねだ
[01:59:42.960] 無料でしょあれないろんな機能がなんか
[01:59:45.760] 通信機能とかはなんかサブスクみたいだ
[01:59:49.199] けどちょっとピンチじゃありませんいや
[01:59:52.480] もうもう無理もうねあの終わりですあの
[01:59:55.719] ハーピー殺された時点で勝てないんすよ
[01:59:58.960] これ笑笑れてますマム2がパソコンで
[02:00:04.760] できるそうCDロムロとプレステ1と
[02:00:09.079] えっとセガCDあのセガのえっとなんだっ
[02:00:14.560] けCD俺もあれさめっちゃ先月めっちゃ金
[02:00:17.679] かけて揃えたのにあれセガのさあのメガ
[02:00:20.560] ドライブCDメガCDさ揃えたのにさあ
[02:00:25.040] もういいよ
[02:00:26.599] おもうこのゲームもプレステ1メガクド
[02:00:33.119] クやばいよねネオジオCDもかえ絶対中古
[02:00:38.159] の値段上がるっすよねまたみんな買うもん
[02:00:40.760] ねできるってなったらだ今のうち買っとか
[02:00:42.719] ねえとマジで本当にプレステ1とか今安く
[02:00:46.000] 買えるけどさうプリベが買ったんだ
[02:00:49.960] すげでもあれあれはあったらあったでいい
[02:00:53.000] んでしょベース
[02:00:54.719] ユニットあでもそっか関係ねえのかいら
[02:00:58.040] なくなっちゃうのかベテスターなんですよ
[02:01:01.000] お
[02:01:02.000] すごいすごい
[02:01:03.780] [音楽]
[02:01:05.360] ねさすがだわ俺買え欲しくても買えな
[02:01:09.119] いっすよあんな高くて8万とかするじゃん
[02:01:11.800] 8万払って2年とか待つんでしょちょっと
[02:01:15.599] ねて悩んでたんだよねそしたらまさか
[02:01:17.760] アプリ来るっていうから嬉しいでも俺もで
[02:01:20.199] もとかさ俺だってそれの5万ぐらいかかっ
[02:01:23.239] てんすよであのね200ドルに購入しまし
[02:01:28.719] た安マジっすか2年待ちって車かよマジ
[02:01:33.360] マジマジねあのメガCDだってな4万
[02:01:36.360] ぐらいかかったんだぞ
[02:01:38.000] あれなのにもう今じゃ初期に予約した人は
[02:01:41.480] 安いんですよあそうなんだ予約しとけば
[02:01:44.760] よかったなそん時まだ俺やん配信者でも
[02:01:48.239] なかったし
[02:01:49.199] なえ
[02:01:52.000] でちゃんと届いたんだ
[02:01:53.719] それ特殊能力特殊能力特殊
[02:01:58.920] 能力使う届きましたね笑あすごいね今今頼
[02:02:04.360] だしても2年待ちとか余裕って言ってる
[02:02:06.079] もん
[02:02:08.000] ねましいた
[02:02:11.280] な
[02:02:12.800] オケちょ丁寧に行こうマジここ抜けねえと
[02:02:15.520] 話になんねえわ全然進まねえよここ抜け
[02:02:18.639] ないと本当にもうちょっともう演歌が多い
[02:02:21.360] な
[02:02:22.360] 問題とああまそうだねそれは絶対コロナも
[02:02:25.280] そうですよね多分
[02:02:27.720] [音楽]
[02:02:34.840] ね多分作るよりみパソコンあるからまねで
[02:02:40.000] もそれ無にするてすく
[02:02:42.679] ないサブスあるんだま安あるだろね高いの
[02:02:45.719] は
[02:02:46.760] ねそれすごいっすよねすごいよ無料だもん
[02:02:52.040] 確かにちょっと買った人かわいそうだよね
[02:02:54.400] 確かにちょっとだけねでもなんか1年間
[02:02:57.840] なんかクラウうんとねクラドゾンは多分誰
[02:03:01.800] でもできるんだ
[02:03:02.880] 多分
[02:03:04.480] あの通信プレイとかそういうことだと思う
[02:03:08.280] よ多分わかんないけど分かんないけどね
[02:03:10.599] もしかしたらクラドできないのかもね
[02:03:12.239] サブスクしないと分かんないその辺詳しく
[02:03:15.040] 読んでねえ
[02:03:20.760] わ違うのかちょっとわかんない
[02:03:25.920] けどえそのて全然サブスクするよねままあ
[02:03:30.000] ねどしたお疲れどしたいや前こうだって
[02:03:33.320] 懐かしくない懐かしくないお疲れちゃん
[02:03:35.199] でこく
[02:03:40.040] えー安心か
[02:03:43.400] なそんなの提供してくれるんだったら支援
[02:03:46.840] しますまあね
[02:03:48.679] うんだって通信プレイできるってやばく
[02:03:51.400] ない
[02:03:53.079] プレステ1とかのさ2Pプレイのゲームと
[02:03:55.320] かかネットでできんだよ配信でやるっつ
[02:03:57.040] たらコラボできんだぜやばくない普通に今
[02:03:59.599] どここれこれはここ
[02:04:03.360] かやばいしょやばい
[02:04:11.679] しょ
[02:04:15.239] えとモンスターファーム通信プレイできる
[02:04:18.639] やば
[02:04:20.719] すぎガでモンスターフムやるポメの中にさ
[02:04:24.480] ディスク入れる
[02:04:26.400] のあのねポリメガアプリっていうのが出る
[02:04:29.440] のよ無料でしかもパソコンさえあれば
[02:04:33.040] パソコンさえあればディスクのゲームが何
[02:04:35.280] でもできちゃうっていうのが無料で
[02:04:36.840] リリースされるんだよマジでやばい実は
[02:04:39.800] やったことない
[02:04:41.400] からわからんすねねそれちゃんとどこまで
[02:04:45.520] ポメがれ対応してるかやばいよでだからは
[02:04:52.040] だからこれオートにしちゃってやばいって
[02:04:53.760] やばいやばいやばいやばい喋りに夢中に
[02:04:55.679] なるとやばいちょ止まれ止まれ止まれ
[02:04:57.920] 止まってくれよオートにしちゃうこれ
[02:05:00.119] 止まってくれ止まってくれよわ
[02:05:04.880] わあ
[02:05:06.719] わあ倒せ
[02:05:10.010] [笑い]
[02:05:13.690] [音楽]
[02:05:17.239] 倒せ
[02:05:19.159] 笑笑あまあまあいいや
[02:05:22.440] オートってなんかねABボタン連打すると
[02:05:24.840] たまに止まってくれるんだよ
[02:05:26.480] ねたまに止まってくれる止まんない時は
[02:05:29.679] 止まん
[02:05:30.679] ない
[02:05:33.159] えっとたまになん
[02:05:36.119] だかね体感なんかどういう理由で止まっ
[02:05:39.920] てんのかよくわかってないよくわかって
[02:05:41.440] ないんだよどうなんか止まる時が
[02:05:44.199] あるまいいやこのねアイテム作れる
[02:05:47.159] スケルトンさんがいれば
[02:05:50.639] ねってやつでねはい蘇らせられますから
[02:05:54.440] 2500円もする
[02:06:01.199] けど
[02:06:06.159] ラ何してないのにパソコン壊れました
[02:06:09.679] みたいな言い方や
[02:06:12.000] なそうそうそうあるある
[02:06:15.470] [音楽]
[02:06:17.280] あるまこのシステムめんどくさいけどねで
[02:06:20.840] も癖になるねこれわざわざアイテム作ん
[02:06:23.880] なきゃいけないんだわざわざ回復するの
[02:06:27.159] にアイテム作っちゃおっかあこれやってっ
[02:06:30.760] からいつまでもねあのあれが作れない装備
[02:06:34.320] 品がアイテムめっちゃ作るから
[02:06:36.840] [音楽]
[02:06:38.920] ほらのBGMってなんかとあってなくて
[02:06:42.760] 笑えるよねま確かにねチありがとうござい
[02:06:45.159] ますさん
[02:06:46.880] あざでもさすごくない俺が生まれるより前
[02:06:50.800] にさ
[02:06:52.040] とかもさあんなユロビート調の曲でさ
[02:06:55.000] ゲームで使われてたって考えるとなんか
[02:06:56.679] すげえよな本当時代先取りしてたんだなと
[02:06:59.639] 思うわどこにいんの俺今ごめんね俺もうね
[02:07:03.840] マップ見ながらやってんだけどどこ
[02:07:15.090] [音楽]
[02:07:17.880] これどここれここか早くこのダンジョン
[02:07:21.639] から抜けねえとさああざすフロー
[02:07:28.320] ありがとうどこやねん
[02:07:30.639] これわからんマップ見てもわかんねえよ
[02:07:34.040] この広大なあオオオはいはいはいもう物
[02:07:37.400] がいた
[02:07:38.440] ぜこのこのねこのこのデボクリカみたいな
[02:07:41.559] 名前のこの赤い変なぐちゃぐちゃのやつ
[02:07:43.199] いるじゃん上から3番目のこれがカスなん
[02:07:45.199] すよほら毎回マットにしてくるからお前
[02:07:48.639] はてか待ってくれよこハピこんなすぐに
[02:07:52.440] 倒そうとしてくん
[02:07:57.800] のちゃ
[02:07:59.660] [音楽]
[02:08:03.599] ちゃすぐマットにするすぐマットにして
[02:08:07.719] くるしポイズン直すの忘れ
[02:08:11.960] たこれ先手入んねえと死ぬぞ頼むあ終わっ
[02:08:18.079] たもうこれ抜けれねえじゃん
[02:08:22.360] [音楽]
[02:08:48.679] よこれやべえぞ
[02:08:53.840] あ良かったよかったよかったよかった
[02:08:55.800] よかったよかっよかった抜けた抜けた
[02:08:58.400] えっとスケルトンさえ生きてればなんとか
[02:09:01.520] なるスケルトンの能力で回復アイテム
[02:09:04.239] 作れるからこいつが死んだら正直
[02:09:08.000] 終わりあでもこれでもう終わりだ枯れなく
[02:09:10.840] なるわ生き返らせるの2500円するから
[02:09:13.719] 2個しか作れねえわこし
[02:09:17.820] [音楽]
[02:09:23.040] なんでこんなむずいねん
[02:09:24.570] [音楽]
[02:09:43.159] これわこれやばいねアイテム作れねえな
[02:09:48.559] もううわもうむいてなんでこんなむずい
[02:09:53.360] ねん
[02:09:56.800] これアイテムねえよ
[02:09:59.800] な行くしかねえ
[02:10:02.599] ないやもうエカ多い
[02:10:06.440] なも先手取られるし
[02:10:11.620] [音楽]
[02:10:14.599] 絶対うん
[02:10:20.510] [音楽]
[02:10:25.360] 終わったもうこれな積んだんだが
[02:10:29.960] もうこ罪じゃねえかよこんな
[02:10:37.120] [音楽]
[02:10:46.360] の今日この状態から復帰できんのかねいや
[02:10:50.400] やばいね
[02:10:52.280] 夜の出勤なるまで待待かもうこれじゃ
[02:10:56.239] ちょっと弱すぎて無理だなこいつらじゃ
[02:10:58.719] 抜けれねえ
[02:11:01.000] よああこれ無理だ
[02:11:05.000] ね逃げるってやっても全然逃げれねえ
[02:11:10.840] もんしかもこれ戦闘が長引くと敵の攻撃力
[02:11:14.760] どんどん上がってくんだよ意味わかんねえ
[02:11:18.280] だろはあこれはまずい
[02:11:23.360] ぜ弱いやつだ前回も確か同じ展開なってた
[02:11:27.440] 気がするここまでは積んでなかったと思う
[02:11:29.719] けど
[02:11:33.040] ねこれまずいなごめんちょっとさじゃさ
[02:11:37.960] いやちょ12分待つわおしっこしてきて
[02:11:40.400] いいとりあえずおしっこしてくんねこの
[02:11:42.599] 状態でマジ時間もったいね全然進まねえ
[02:11:47.239] じゃん今日
[02:11:57.760] [音楽]
[02:12:21.400] T
[02:12:23.770] [音楽]
[02:13:08.199] お水追加で
[02:13:10.460] [音楽]
[02:13:25.400] あ何分よ全然じゃんあだ2分しかなって
[02:13:29.440] ない
[02:13:37.000] [音楽]
[02:13:56.239] どうしたもんかねこれ洗ったわ何
[02:14:03.079] やどうしたもんかな
[02:14:07.880] これこれどうする
[02:14:11.719] よめちゃくちゃ奥地まで来ちゃってんだよ
[02:14:14.840] ねこれ
[02:14:16.040] [音楽]
[02:14:28.639] 抜けれないよ
[02:14:31.719] ね雑談で潰そう待った方がいいと思うまも
[02:14:37.239] こんなもん無理だよなこんばんはだってさ
[02:14:39.960] あハチャットあざゲーミングマグロさん
[02:14:42.000] あざハッこんばんはいや大変ですよこの
[02:14:46.770] [音楽]
[02:14:48.360] ゲームPCエンジンのねアルマゲドンちゅ
[02:14:51.760] ゲームやってんだけどめちゃくちゃむずい
[02:14:55.159] なんやねんこれもうね先手食らったらお
[02:14:59.280] しまいなんだよなマグロさんだなんか見た
[02:15:04.079] ことあるなゲーミングマグロさんどうも
[02:15:06.000] こんばんはあざす初ちゃっとおうレトロ
[02:15:09.559] ゲーマーのチマと申しますよろしくお願い
[02:15:11.599] し
[02:15:12.360] ますめちゃくちゃむずいんだよね
[02:15:15.559] これマジで難しい
[02:15:18.670] [音楽]
[02:15:30.639] いやもう絶対倒される
[02:15:36.239] もうこりまずいっす
[02:15:40.760] ねやっ
[02:15:43.040] てるもルポンこれだめだよPCエン版じゃ
[02:15:47.719] ないやつをやったあ何何番やったこで突に
[02:15:52.040] 頑張れイハこれ無理だよ積んだ
[02:15:56.719] よ地道に頑張ろう
[02:16:00.170] [音楽]
[02:16:03.679] ね98番すねうわすげえやすげえやガチの
[02:16:08.840] やつ
[02:16:10.800] や一番最初のやつじゃ
[02:16:14.119] ないめっちゃ難しいマジで
[02:16:23.079] パーティ交代まで待ったら勝てる
[02:16:25.760] かま待ったら勝てるけど
[02:16:29.480] さあの
[02:16:32.319] ね遠い簡単にクリアできちゃってもなんか
[02:16:36.200] もったいないじゃん待ってもいいぞいや
[02:16:41.280] 待つ待てないよこれあと10分ぐらいあん
[02:16:45.599] だ
[02:16:48.049] [音楽]
[02:16:49.359] よのなのでシステムとかバランスにクソな
[02:16:53.160] といやマジでそう本当いいゲームなんだ
[02:16:55.639] けどなり怖いよこんばんははてないよな
[02:17:00.080] すぐやりたいよなそうなんだ
[02:17:03.809] [音楽]
[02:17:05.160] よマジでそいいゲームなんだよ確かに本当
[02:17:08.439] にいいゲームだし曲もいいしシステムも
[02:17:11.280] 面白いと思うんだけど荒いめちゃくちゃ
[02:17:14.719] 作りが
[02:17:22.450] [音楽]
[02:17:32.479] ハーピーさえ死ななけりゃいいんだけど
[02:17:34.559] 全員戦必勝でハーピーぶっ殺しにくんだよ
[02:17:37.439] ねAIもなんか頭いいんだか悪いんだか
[02:17:39.800] わかんないけど敵のね一番走行が弱いとこ
[02:17:42.639] 狙ってくんだ
[02:17:44.200] よゆっくりちでもしてなゆっくりちして
[02:17:47.880] こようかな
[02:17:51.200] くそでけえ
[02:17:52.459] [音楽]
[02:18:00.639] のくはアゾット剣持ってるからもう最強だ
[02:18:08.399] から
[02:18:10.240] なおパ
[02:18:13.000] こんばんはめちゃくちゃむいわこのゲーム
[02:18:16.040] マジで
[02:18:18.559] やっぱりにんマジでこれ夜のパーティー
[02:18:23.559] だったらマジ勝てんだけど
[02:18:27.840] なうわあこれはもうこれのしもうこれ先手
[02:18:32.000] やられたら無理だ
[02:18:34.290] [音楽]
[02:18:38.719] よ絶対死ぬやんけこんな
[02:18:42.000] [音楽]
[02:18:55.439] ああ
[02:19:02.200] えや頼む先生入って頼むああ終わった
[02:19:07.860] [音楽]
[02:19:15.960] うおせえよ逃げんのが
[02:19:19.830] [音楽]
[02:19:27.120] あと1回しか回らせてやれ
[02:19:32.309] [音楽]
[02:19:41.399] ねあポイズン持ってんのか
[02:19:46.090] [音楽]
[02:19:52.439] 演歌しねえ時マジ演歌しねえんだけど
[02:19:56.200] さ前どこにいん
[02:19:59.280] のあこっち
[02:20:01.960] かああなんか今回演歌めっちゃするんだよ
[02:20:05.560] ねうわあ多いまたまた多い
[02:20:11.620] [音楽]
[02:20:17.560] のこっちが先手だったらマジでいいんだよ
[02:20:21.680] バシーボイス入る
[02:20:23.760] から全然これでいいんだけど先手食らうと
[02:20:28.120] ね8匹に殴られるから
[02:20:30.120] ねやもう1点
[02:20:33.160] かわ終わっ
[02:20:35.640] たもう待つ12分もう待つわ無理だ
[02:20:40.439] わもうこれは無理
[02:20:45.280] よマジで
[02:20:48.319] 使えやめろお前で
[02:20:51.280] もう使えねえ
[02:20:54.720] なお12分待つわだと思うトイレいるよ
[02:20:59.479] うんこしてきていいマジで出ねえけど
[02:21:02.240] うんこ切り出すわだってもうやることねえ
[02:21:04.399] もん12分
[02:21:07.680] もいねもう2時までしかできねえけど2時
[02:21:10.560] 半までロがつく
[02:21:12.359] からじゃあねドラゴンちょっと強いんだよ
[02:21:15.640] ドラゴンちょっと強えからなかなか死な
[02:21:17.560] ねえんだよなんで繰り返すんだよそこだけ
[02:21:21.040] なんでそこだけ繰り返す出すわ
[02:21:24.080] か出し
[02:21:26.840] ます汚ねえが
[02:21:29.479] たんか初めて聞い
[02:21:31.760] た言われうんこり出すなんだなんだんや
[02:21:38.840] やざん
[02:21:41.080] な
[02:21:43.080] 重い重いよなえみんなさこのさの王ある
[02:21:47.280] じゃんの下に何々のこの重いよいいよ
[02:21:52.000] な思いおっていいよねていうのをニコに
[02:21:55.040] 話したらなんかニコがは出すやない難しい
[02:21:58.120] 方の思いよだろだから思いよは知らないは
[02:22:03.560] お前らマジかよ初めて聞きました嘘だろ
[02:22:07.080] なんそれほら初めて聞いたいやいやいや待
[02:22:10.880] て待待ては軽いのか軽いそれは軽いおだは
[02:22:15.800] お前ら小学生通お前らあれか卒か最終学歴
[02:22:20.200] は
[02:22:21.399] 履歴にんて書くの最終学歴幼稚園って
[02:22:24.720] 終わってん
[02:22:26.080] じゃんだから栃だけだって何をって
[02:22:30.840] 文章卒かお前
[02:22:34.240] 卒そりしねえよな卒だもんな幼稚園中
[02:22:40.080] 大丈夫か思いだろうが小学1年でうだろう
[02:22:43.840] が重い
[02:22:45.800] よんで重いかていうとあのいうのはず
[02:22:51.160] 出てくるんよおだあいつは重いんすよが上
[02:22:55.160] に乗ってるからが重い軽いなんかンだから
[02:22:59.359] がの下にが来て重いでしょ彼はいつ
[02:23:03.880] もうんこしてくるわ皆さんであの討論して
[02:23:08.120] てくださいになんねか俺しかいね
[02:23:11.479] からにならかお仲士でこ
[02:23:22.950] [音楽]
[02:23:34.600] みんな行ってやって
[02:23:40.230] [音楽]
[02:23:47.200] くれオタクは1番上に来るから重くない
[02:23:56.210] [音楽]
[02:24:12.560] ぞ重い女
[02:24:18.410] [音楽]
[02:24:52.160] 考え出したら眠くなってきたわ
[02:24:56.540] [音楽]
[02:26:01.680] H
[02:26:04.870] [音楽]
[02:26:44.520] よほホイ卒ども元気かよいしょ
[02:26:51.120] [音楽]
[02:26:54.120] どこ行ってたんえ便所うんこ出ない
[02:26:59.479] わこれ下のさ今151時15分16分これ
[02:27:05.560] が22時になるまでやることねえやどう
[02:27:08.680] すん
[02:27:10.439] のどうすんのこれマジ
[02:27:14.120] でもうしょうがねえよないいよしょうが
[02:27:17.479] ねえよな調子悪いんかうんあの普通にお
[02:27:22.080] しりでつださもったいねえよな今日2時
[02:27:25.960] までしかマジこの
[02:27:28.080] ゲームちょっと説明書読も暇だからうんち
[02:27:31.960] してた暇だ
[02:27:33.920] から暇だからうんちするやついる配信者力
[02:27:38.560] 思いよどうなのみんな思いよはどうなって
[02:27:41.120] の思いよは言わねえ思いよって栃木だけな
[02:27:45.600] んかなんか聞いたら栃木君は暇だから
[02:27:47.720] うんちしてた俺暇だとうんちするんですよ
[02:27:49.840] ね
[02:27:50.880] あ暇だないやでもデブってでもデブって
[02:27:55.640] これデブは共感してくれるんじゃないから
[02:27:57.399] 暇だから飯食うとかあるよあ暇だななんか
[02:28:00.520] 食う
[02:28:02.920] かお腹空いたとかじゃないね食べることは
[02:28:05.760] アクティビティだから食事は
[02:28:07.640] アクティビティなんであるなあるよね暇だ
[02:28:10.439] からなんか食くないからみんなからも何も
[02:28:12.760] 出てこなかったよ寂しいから食べるわかる
[02:28:16.840] それはわかる重いだろあみデブばっかだ
[02:28:19.600] あらうちのチャンネルデブばっかです平均
[02:28:22.560] 平均脂肪率50%難しいが番上に
[02:28:29.279] るおいたてなっあるあるあるある別にお腹
[02:28:35.720] 空いてないけど12時か飯に
[02:28:39.640] しよう俺アとガムあんま好きじゃないんだ
[02:28:43.160] よねお腹いっぱいなんないからあ
[02:28:50.160] おめえら噛む俺ガム嫌いなんだよ
[02:28:52.560] な存在意義がわからんなら
[02:28:59.760] あれ食べれた方が良くない今グミがマイ
[02:29:03.120] ブームあグはういグはチョがあります仕事
[02:29:06.560] 中ガルボはうまいねあ眠気ざまし的なね俺
[02:29:11.479] さあのさミンティアの知てる最近
[02:29:13.520] ミンティアのめちゃくちゃうめえの売って
[02:29:15.479] のしるねミンティアのあのさミティアで
[02:29:19.640] ちっちゃじゃんなんでっかい三角形の
[02:29:22.319] おにぎり型のミンティアのなんかめっちゃ
[02:29:24.319] うまいの知ってるあれのグレープ味バカ
[02:29:27.200] うまいバカうめあれかあれ大好き最初あの
[02:29:31.560] 仕事で運転中とか眠くなんねえようにそれ
[02:29:34.200] にしガムじゃなくてそっちにしようと思っ
[02:29:35.640] たんだけどあれうますぎてなんか眠気運転
[02:29:39.600] 中の眠気覚ますためだったのにじゃあれ
[02:29:42.640] 食うために運転してるわ
[02:29:44.840] 最近目的があれを画した家庭を
[02:29:50.279] んだよなあれ超ジューシーだ
[02:29:54.240] よラムネは好きなんだよ
[02:29:57.880] ラムネ前もよこれ配信中に夜中眠くなった
[02:30:02.120] 時になんかあのラムネとか食ってたんだ
[02:30:04.760] けど未だにあれ買うもんねあのスーパーで
[02:30:08.800] さあれなんて言うだっけラムネわかる
[02:30:12.840] うまいよなあの薬みてのに入ってる6個
[02:30:17.479] ぐらいのレモンとさグルトの味があるやん
[02:30:20.880] うんだっけあれヨーグレットとハイレモン
[02:30:24.240] あれめちゃくちゃうまくじゃジューシーも
[02:30:27.120] うまいよジューシーもうまいでジューシー
[02:30:29.080] はそうのあれじゃないハイレモンハイ
[02:30:31.880] レモンとヨーグレット未だに食うね
[02:30:34.760] めちゃくちゃあれのみやサイダージャのし
[02:30:38.120] てるシュワシュワするやつめちゃくちゃ
[02:30:39.680] うまい
[02:30:41.080] からあれだけでいいもん俺なんか無人島に
[02:30:44.680] 持っていやそれは嘘それは嘘だ
[02:30:46.640] けどそれは嘘だけど
[02:30:50.200] めっちゃうまいあのねなんかさっぱりする
[02:30:53.520] よ
[02:30:55.120] ねなそういうくだらねえお菓子未だに買う
[02:30:58.399] よなカリポリとかカリポリって今なく
[02:31:01.840] ねカリポリってまだあんのカリポリって
[02:31:04.800] 知ってるカリポリっていうナッツ笑あった
[02:31:09.720] よなそうだとあないのあれ嘘
[02:31:14.720] 寂しいそうそう手べったべた
[02:31:18.160] です手べた
[02:31:21.040] わんわんレイドが来た園かしね笑笑レイド
[02:31:26.600] が来
[02:31:27.359] たにゃんちゅ出ちゃったにゃんちゅタロス
[02:31:31.319] タロスこんばんは
[02:31:34.080] タロス今日は今何やってるかって言うと暇
[02:31:38.000] ゲームやってるのにも関わらず暇なのでわ
[02:31:41.319] ひ
[02:31:42.560] わーんミの画面が動かない時にレです
[02:31:47.200] こんばん今何やってるかって言うとね時間
[02:31:49.160] 潰してます
[02:31:51.479] エターグルエターグル時間を潰している今
[02:31:54.960] 俺
[02:31:56.080] はこのゲーム難すぎてちょっと昼金の
[02:31:59.520] パーティーじゃ無理なんで夜夜勤のやつが
[02:32:01.800] 来るまで何言ってかわかんねと思うけどな
[02:32:03.880] 画面の再読み込み推進ライ笑笑ゲームし
[02:32:07.680] てるが足っっもう少しやなもう少しだね
[02:32:12.160] このゲーム違う今今日やってるゲームはね
[02:32:14.279] PCエンジンのえラストハルマゲドンて
[02:32:17.960] いうねRPGのゲームやってるんですけど
[02:32:20.279] このゲームですねRPGなんかこの
[02:32:21.960] モンスターたが主人公のRPGなんです
[02:32:24.120] けどえ今ねこれね右下にね20時37分8
