[00:00:19.880] ジマゲームさんコメントお待ちしてま邪魔
[01:57:47.000] の最低すぎる
[01:57:49.880] ね最低すぎるけどえこれ本命臭くない
[01:57:53.920] なんかねこんなことあん
[01:57:55.920] の好きなん俺のこと
[01:58:00.199] おめえ嘘そんなことあん
[01:58:03.719] のえちょっと待ってちょ女の子のあれ
[01:58:07.119] 聞こう
[01:58:08.119] か強化ルツさん乗り換えてみよういやあで
[01:58:12.440] もできねえでもできねえおんなこと俺
[01:58:15.280] ちょっと評価聞いてみようさんそんなこと
[01:58:17.560] したら光首吊りない大丈夫昔そんなゲーム
[01:58:21.199] があったね配信でそんなゲームやったね
[01:58:24.040] あの女の子がね首吊っちゃうやつあったね
[01:58:27.280] そんなゲームやりましたね昔ねであの教室
[01:58:30.360] の裏にその写真が貼られるっていうそんな
[01:58:32.079] クソみたいなゲームやったね懐かしいわだ
[01:58:35.639] お前か
[01:58:37.280] 懐かしいあれも面白かったけどね当たり前
[01:58:39.880] だよで今日はどうした
[01:58:43.320] の女の子の評価教えてみ評価ねちょっと
[01:58:47.360] 待って
[01:58:49.800] えっと女の子のお前に対する評価はねはい
[01:58:54.960] うんだあいやあれちょっと忘れてたね忘れ
[01:58:59.079] てたねあ白雪みほ俺のこと好き
[01:59:02.400] じゃん俺のこと好き
[01:59:04.760] じゃんやべえ
[01:59:07.679] み月さんやばい笑そうここどうにかしない
[01:59:12.159] とやばいねこれねあのここ光のこと好きだ
[01:59:15.199] から光と仲いいからえなんかみほ
[01:59:18.920] めちゃくちゃ俺のこと好きになってるなん
[01:59:20.440] で
[01:59:22.110] [音楽]
[01:59:23.679] やばいここやばいわ電話しないとやばい
[01:59:27.000] ありがとうありがとうなよしじゃここ電話
[01:59:33.360] しよう文系文系しとこ落ちそうだからまだ
[01:59:37.639] 1週間待つよ
[01:59:39.560] なえあ何あ大学試験受けに行こっか受けて
[01:59:45.159] みよっかま3まま3流ぐらいでいいんじゃ
[01:59:48.679] ない
[01:59:57.280] 頑張ろうよしよし
[02:00:02.360] よしギリギリ行けんじゃねえ
[02:00:09.679] かよしよしよしちょっとここ連絡しないと
[02:00:12.800] やばい
[02:00:15.119] な待って帰ろうお何匠どしたんお前なんだ
[02:00:22.280] よひかりちゃんのことあ本気なのか本気だ
[02:00:26.119] よ何言ってんの
[02:00:27.719] お前本気に決まってじゃん何言ってんだ
[02:00:30.800] フェイトさんマジかえ何が何が何何が
[02:00:34.639] めっちゃ本気だよやはりお前とは本気で
[02:00:37.360] やり合うことになった
[02:00:39.280] か来いえ決着をつけてやるよ何が何の話
[02:00:47.159] これ宗ちゃんさんえ笑えちょっと待って
[02:00:50.840] こいつもしかして光のこと好きな
[02:00:55.639] んえ何それそんなのあんのこれ2
[02:00:59.920] って
[02:01:02.239] なバリバリドラあれFF7え何これこう
[02:01:06.199] いうことあんのこうなるの必ずさんこれ闇
[02:01:09.159] が深い笑えこれ何必ずこうなるのさん
[02:01:12.159] ラコマさんラスボスラスボスラスボスいる
[02:01:15.760] んだ
[02:01:23.320] えんなのこれえこれって何確定が光狙っ
[02:01:28.000] てると思ってなかった笑ちゃんさん完全に
[02:01:32.679] これ完全にFだよねえこれ何えこれ確実に
[02:01:36.400] あるイベントなの必ずこいつは俺の好きな
[02:01:39.119] やつをさん声出して笑った笑笑さんかって
[02:01:44.520] ってたてことたまたま
[02:01:47.860] [音楽]
[02:01:49.320] たまたま被ってたってこと
[02:01:53.960] さんかってたらええそれ確率的にかなり
[02:01:57.960] 低いよね彼女は俺のもだせカてめえ
[02:02:02.000] よおあいつの顔見たことあんの
[02:02:05.880] かん
[02:02:07.480] だけえこえ本当にどんの確率なの突然の
[02:02:12.159] トルモ笑笑何これお願いします何先生って
[02:02:24.440] うわうわハリボテJPが来
[02:02:29.079] た何こ誰だよ
[02:02:35.480] こいつ爆さボさんレ
[02:02:39.679] ありがとうさん何ゲームこれ笑笑さん笑笑
[02:02:45.320] こりさんボテありがとうボちゃんレ
[02:02:48.920] ありがとうやばい危なよかったうお
[02:02:53.159] 疲れお疲れ
[02:02:55.040] ちゃんさんテレやべえ危ねえトレーラーは
[02:02:59.320] よちょっと待っ疲れちょっと今今女の子を
[02:03:04.040] かけて女の子を女の子をかけて血闘中なん
[02:03:07.880] だ今ちょっと待ってくれ622ナイス
[02:03:10.800] ナイスレトありがとうちょっと待っ
[02:03:13.920] て初見で見た人このゲームなんやねんとり
[02:03:22.119] 様
[02:03:23.119] チャンネルて
[02:03:24.940] [音楽]
[02:03:27.520] 省略もうのれた必殺た必
[02:03:33.360] 44000も食らったら無理
[02:03:37.000] じゃん4000も食らったら無理じゃね
[02:03:40.360] どうやって勝つのこれもう殴って勝つしか
[02:03:42.119] ねえかだめだこいつ回復やばいでもだっ
[02:03:46.400] たらもこいつ復するんだったら
[02:03:52.199] かけて戦った1回1回回復する1回回復
[02:04:00.599] 入れる4000食らってたもんねや来んな
[02:04:03.840] よ来んなよちょっと待っああ終わった
[02:04:06.040] 何これ負けたらどうなんの負けたらどう
[02:04:08.040] なんのこれ負けたらどうなんの負けたら
[02:04:10.760] どうなんだ
[02:04:13.760] よ先生お願いしますこれ負けたらどうなん
[02:04:16.760] のこれまさかお前やだ
[02:04:19.960] よベイトさん
[02:04:25.400] さんうるさ笑笑でてが出てくんだ長先生が
[02:04:32.679] 関係ねえだろ
[02:04:38.190] [音楽]
[02:04:39.880] かん
[02:04:43.199] こんばんは
[02:04:45.000] たしております負けたらどうなんだよ
[02:04:48.079] これ
[02:04:50.079] はまさん
[02:04:52.320] 4220フェイトさんあさんで負たうゲー
[02:04:57.740] [音楽]
[02:04:59.679] 笑笑負けたらどうなんだよこれさん多分
[02:05:02.599] バッドエンドはバッドエンドあん
[02:05:10.239] の
[02:05:11.920] ういじゃあ俺告白に行ってくるね殺すぞ
[02:05:16.000] お前マジ
[02:05:18.079] でさんからグレもらったくて
[02:05:24.639] けど殺しますよトさんこれはあかんえええ
[02:05:29.480] どうなのて
[02:05:31.840] 結局はまさん
[02:05:34.159] ああ僕さんこれは
[02:05:38.280] ゼ教えておきたはちょっと来てくれよ嘘
[02:05:46.800] でしょぐまさんえ今だよさんバッマジで
[02:05:52.760] やべえゲロ吐そうマジで俺本当にじゃ俺
[02:05:56.599] 本当に声ダメなんだって俺違う俺さ違う
[02:06:00.199] あのね俺高校生の時にさ高校の先生に彼女
[02:06:04.199] 寝取られてんのガチでトラマジで吐きそう
[02:06:07.639] さん笑笑今だよさんごめんちょっと俺無理
[02:06:11.119] だわごめん俺ちょはまさん嘘でしょあ俺
[02:06:14.920] ちょっとごめんあのさんじゃ冗談あごめん
[02:06:17.440] これ冗談じゃなく
[02:06:20.559] てやっぱワルツさんポキごめん俺ちょっと
[02:06:25.719] もちょ無理かもしれ
[02:06:34.920] んボテさんこれはあかん笑笑ほたりんさん
[02:06:39.920] まめさんそだね本当にあった話だね今日だ
[02:06:44.199] よさんどこかでセーブしてないフェイト
[02:06:47.040] さん超展開
[02:06:49.559] すぎるあいちゃいさん来た
[02:06:59.119] 瞬間ボテさんしかも光に行くんか率622
[02:07:04.159] さんそんなことあるはまさんあれ負けた
[02:07:07.719] だけでこんななるの今日だよさんただ
[02:07:10.599] セーブしてても匠とのボトル避けられない
[02:07:13.960] あちゃさん
[02:07:15.679] レゲームさ100エブリンギベ染ペアロベ
[02:07:21.920] フアあいちゃいトタル800あいちゃい
[02:07:25.040] さんよちよちまめさんみんな今は彼に
[02:07:28.800] 優しくしてあげ
[02:07:30.040] [音楽]
[02:07:43.639] ましょうと本命かるとマジの地獄豆さん
[02:07:47.960] よしよし
[02:07:52.639] マジでこのゲーム
[02:07:55.119] 度やんねこのゲームやん
[02:08:00.880] ねね
[02:08:07.440] でいうわでこれからもよろしく
[02:08:13.199] ねが女
[02:08:17.159] ゴミだからセックて子供作ってよ
[02:08:25.880] ねっあれ格してあのおあのゴンぶっってさ
[02:08:32.199] あのきね格好してあのあれドンキホーテと
[02:08:35.840] かいうバカなカップルなれ
[02:08:38.920] そしてあ天国に行けいや地獄に行け
[02:08:42.800] かすゴミがやんねこのゲームもうやめた
[02:08:47.079] バカだもうやめよさよならもう今日もうる
[02:08:50.000] さよなら
[02:08:51.920] もカゴミ2度とやんね
[02:08:55.320] ぜマジざんな本当に本当にマジでああ
[02:09:05.599] もう今だよさんなので匠の本命とかぶっ
[02:09:10.000] たらターゲット変えるのも
[02:09:14.840] 作戦わるさんこれはガチのやつ
[02:09:18.760] ですはまさんボテさんもすごいタイミング
[02:09:22.360] でレドしました
[02:09:32.599] ねボテさんある意味持ってる
[02:09:36.400] なわるさん見に来て以来ここまでのは
[02:09:40.480] 初めてだな今日だよさんそして誰もいなく
[02:09:43.960] なっ
[02:09:45.520] たあいちゃいさん豆さんこれはガチのやつ
[02:09:50.719] 大丈夫
[02:09:51.559] か
[02:09:57.280] なムドクスプスさんまあトメもって本当に
[02:10:01.679] えぐい展開を用意してるから
[02:10:06.199] なムドクスプスさんあ顔が死ん
[02:10:16.480] でるあいちゃいさんちゃま
[02:10:19.679] くさんみんなはちゃまの味方だから
[02:10:22.960] 美味しくアイス食べて今日だよ
[02:10:28.960] さんわたるんさんいいぞあいちゃいさん
[02:10:33.480] 美味しいわたるんさん
[02:10:37.760] 食べろムドクスプスさんまあこればかりは
[02:10:41.559] ちゃまさんに道場しかない
[02:10:56.639] あいちゃいさんちゃま
[02:11:00.320] く今だよさん大真面目な話数ヶ月前の点の
[02:11:05.400] セーブデータないまめさんよしよしたき
[02:11:09.159] さんアイスで癒されてさんビチビチ
[02:11:14.400] いやあ
[02:11:17.440] ねださあればワンチャンある
[02:11:21.639] さんそうなっちゃうよじゃあのねじゃあの
[02:11:24.320] ねあのねたかだかゲームでこんな大声出し
[02:11:28.400] てねゲームの女の子にフラだけでくだらな
[02:11:33.079] アホやこいつって思うじゃんこれねあのね
[02:11:36.360] いや俺もびっくりしたあの
[02:11:38.440] ねボテさん本当に違うあの本当にいや俺
[02:11:43.000] マジでとさん思わんよトラウマがあってわ
[02:11:46.440] さんポテトフライ送っマジで何ポテト
[02:11:48.719] フライてマジでトラウマがあって俺高校生
[02:11:51.599] の時初めてできた彼女にね高校の先生に
[02:11:55.040] 寝られてんのよこれガチで
[02:11:57.239] これネタじゃないだけどこれはガチでガチ
[02:12:00.599] であったことででその後できた彼女にもさ
[02:12:03.360] れて
[02:12:04.800] てでその後できた彼女にもされてて
[02:12:10.079] あの完全に俺そんなこと落ち込んだこと
[02:12:13.800] なかったのに完全に掘り起こされたマジで
[02:12:17.800] なんかこのぎっ
[02:12:24.079] あもうなんだったんだよ今までの俺の努力
[02:12:28.800] バカ
[02:12:30.079] じゃんまめさんそうねちゃんと覚えてるよ
[02:12:34.199] 今日だよさん急所に刺さったのねこんなん
[02:12:37.320] 勝てさん実態験があるのはなこんなこんな
[02:12:41.280] ん勝て
[02:12:43.840] さんいやもうごめんさっきもくれてたよ
[02:12:46.719] ごめんね反応できなくてごめん反応できな
[02:12:49.440] て
[02:12:50.119] ごめフアあいちゃいトタル
[02:12:55.079] 900あいちゃいさんええよまめさんよし
[02:13:10.199] よし
[02:13:12.760] しんどいやまね別に今日だよさんしかし光
[02:13:18.280] が狙われる可能性そこまで高くないはずだ
[02:13:21.400] から持ってるとしかあいちゃいさんそんな
[02:13:24.000] ん気にしやんでなんも言葉かけれへんくて
[02:13:26.440] お金投げてみたクプスさんいやもうこれ
[02:13:30.000] ばかりは誰もちゃまさんを攻められません
[02:13:32.239] わクプスさんごめごめんごめんなんかガチ
[02:13:35.880] になっちゃったあの重んない感じになっ
[02:13:37.199] ちゃったいやこんな面白いことない
[02:13:39.239] よこんな面白いこんな面白い展開引くの
[02:13:44.159] さすが俺なんだけどささすが俺なのは
[02:13:46.920] 分かるんだけどさん配信者としては本当に
[02:13:49.920] 持ってるよねあのうんでもさん順とはまず
[02:13:53.559] かぶることはあそうなんだいやあのでも
[02:13:56.239] レイトさん本当持ってると思うでもあい
[02:13:59.360] ちゃいさんよちよちでもでも
[02:14:03.400] さこみさん間違ってるよそれこみさんこれ
[02:14:07.119] 間違ってるあの本当にトラウマ持ってる人
[02:14:10.119] も
[02:14:12.520] いる俺これ多分この記憶がなければ
[02:14:16.320] うわうわこんなでかうわみたいな感じに
[02:14:20.639] なったけどこれガチあのごめん本当に
[02:14:25.280] マジ高高ゲームのキャラクターなんだけど
[02:14:29.599] 持ってても自分もちょっと
[02:14:32.159] 自分は経験
[02:14:34.719] あり割とだろあのねさんあのなんかあの
[02:14:41.880] さんなら面白くねえよなんかねあの今まで
[02:14:45.840] あんな
[02:14:47.079] 俺
[02:14:48.679] ああれだわ冗談で言ってたんだよ俺ね今日
[02:14:51.800] だよさんわりやっぱつれわあのあさっき
[02:14:54.599] 冗談って言ってたんだけどこれマジで
[02:14:56.040] やろうかなあのねあの冗談ですさあの俺
[02:14:59.440] そのリアルのね彼女彼女が出た時にあの
[02:15:03.880] プリクラとか昔取ったやつを燃やしたこと
[02:15:06.520] があったあのネタで言ってたネタでその
[02:15:09.000] 普通になんかあのねあの配信中のトークと
[02:15:11.599] して言ったんだけど庭で制圧スプレーと
[02:15:14.719] ライターでバつって燃やしたことがあるん
[02:15:17.159] だよははつってああこれで光に振られたら
[02:15:19.520] 俺もそれやっちゃおうかなとか今まで撮っ
[02:15:21.719] たスクショ全部印刷してそれやる配信やる
[02:15:24.199] わとか冗談で言ったらマジじゃんもうやる
[02:15:26.520] わ
[02:15:27.159] 来週お外配信決定ですおめでとうござい
[02:15:29.880] ますお外配信あの今まで超スクショ取って
[02:15:32.400] きたんですけどこのゲームやりながら全部
[02:15:34.400] 印刷して燃やし
[02:15:37.400] ますだよさんメラゾーマ
[02:15:40.800] まめさんやろう
[02:15:48.400] ぜどうするもう今日配ちだよさんガチの
[02:15:52.639] もやしはやばくない冗談だ冗談冗談だ
[02:15:57.400] よまめさんやってやろうあんな
[02:16:01.050] [笑い]
[02:16:06.840] 女今日だよさん一瞬マジかと思ったよボテ
[02:16:11.320] さんすごいタイミングでレドしてしまっ
[02:16:14.559] たボテさんの配信あのボテさんレ
[02:16:17.559] ありがとうねごめん
[02:16:19.280] あんまりそしてさんの視聴者の皆さん
[02:16:22.280] ごめんなさいもういなくなっちゃったかも
[02:16:23.480] しんないけどびっくりしたよね多分ね
[02:16:36.000] あんなかった
[02:16:40.120] のれあのさんから来た視聴者さすいません
[02:16:44.000] あの取り乱しまし
[02:16:46.639] てんねこんうるせえ
[02:16:49.840] 配さもうねすいません本当にいやまさか
[02:16:53.000] こんなことにささんリングルス消えてた
[02:16:55.719] から大送っておい
[02:16:59.280] たすぐ送るじゃん囚人さんはありがとう
[02:17:03.479] マジで焼きやっ
[02:17:06.679] た
[02:17:08.200] プスさんだから自分もいたたまれない
[02:17:13.439] なんかすごいねもってねわんさん人さん
[02:17:18.120] から焼きポ
[02:17:20.440] [笑い]
[02:17:23.319] ええおさん血生臭い配信を見てもらったの
[02:17:27.120] でトメもで癒されましょうと言ってレイド
[02:17:30.439] しましたらその先にもドロドロでしたうん
[02:17:33.200] なんならなんならなんならあの他のゲーム
[02:17:35.719] のちぐさの方がまだいいまだあるよねなん
[02:17:39.200] かお届けされましたさんねさんビチビチ
[02:17:42.880] ああもう俺もうちょっと本当に無理ださん
[02:17:45.519] もう一度確認するけど数ヶ月前のセーブ
[02:17:48.719] データないのまめさんじゃあ私は11日に
[02:17:52.200] けあげポテトあげに行くねりんさんゲーム
[02:17:55.200] でもトラウマ系はきついもんです私も
[02:17:57.479] ストーカーの描写なるほどねなるほどね
[02:18:01.280] それホさ無理だよ
[02:18:05.319] ねそりそうそれ無理だわいやいや俺もさ今
[02:18:09.559] までそんなネタとし話してたし別に全然
[02:18:12.040] そんなんトラウマでもなんともないないと
[02:18:13.719] 思ってたんだけど実際やられると私も
[02:18:17.479] トラウマあるからそれ実際やられると
[02:18:19.880] ちょっとやばいわ
[02:18:24.679] えどうする
[02:18:26.319] 今日俺ちょっと悪いけどもう俺タの顔も
[02:18:29.359] 見れないしクプスさん自分も若干昔の
[02:18:33.160] トラウマえぐられたのの顔見たくないし
[02:18:36.679] あの女の顔も見たくないんだよねマジ
[02:18:40.679] で俺自分でもビビるわ高かゲームにこんな
[02:18:44.599] 怖く怖くなってきた俺マジ
[02:18:47.000] であの時思い出したわん
[02:18:52.080] いマジでなるんだて掘り起こされたさん
[02:18:55.399] 戻ってきたら顔死ん
[02:18:57.439] で完に
[02:18:59.479] トラウマ笑ちゃんあのもごめんあのごめん
[02:19:06.399] これ2度とやんない本当にごめんもう2度
[02:19:09.760] とやんないこのゲームゴミだわ
[02:19:12.559] すあの本当にボテ
[02:19:15.479] さんマジで
[02:19:18.800] あのでじゃなくてPTSD発症した発狂し
[02:19:23.280] たマジであのガチ目に発狂しちゃいました
[02:19:26.679] リアルにあの自分でもびっくりしたあの
[02:19:29.439] やっぱりさん光がクソびだったやっぱり
[02:19:33.679] あの人間ってあのトラウマて隠してて生き
[02:19:39.319] ててきてもああいうことされると本当に
[02:19:41.439] 発症するんだと思ったマジであのネタじゃ
[02:19:44.160] なくねのにしたのは失敗だと思うさん察し
[02:19:50.960] 本当
[02:19:52.319] に終わったもう俺
[02:19:55.359] あのごめんあのゲーム高々ゲームでこんな
[02:19:58.920] こと言ってバカだろと思うかもしんない
[02:20:00.399] けどあのできないっす
[02:20:03.560] もうさん戦闘中防御選択できてれ
[02:20:09.290] [音楽]
[02:20:19.640] ばんさん0703ラコマさんそんだけ
[02:20:23.399] のめり込むゲームなんだなしムドクプス
[02:20:26.080] さんいやあれで続けられるわけない笑もぎ
[02:20:30.160] さんいいもの送ったから元気出して豆
[02:20:34.840] さん今日だよさんまあ今日跳ね
[02:20:39.680] ようで
[02:20:42.399] もあのなんでチマがさトメもやると
[02:20:47.319] こんなこんな面何何何いいのに
[02:20:51.200] いいのにいいのこのギガファイル瓶なんだ
[02:20:55.240] よこのギガファイルなんださんこれは数
[02:20:58.359] ヶ月前のセーブデータどころの話そうなん
[02:21:01.080] だあの数ヶ月前のセーブデータあるから
[02:21:03.319] じゃあそっからやり直そうかっていうい
[02:21:06.160] やめてやめてやめてそんな別にそんなのが
[02:21:08.200] 欲しくて俺俺そんなのが欲しくてこんな
[02:21:10.479] なってんじゃねマジなんだって違う違う
[02:21:13.280] ガチガチガチガチ622トタル301ボテ
[02:21:17.640] さんまさんがもやるとミラクルがる
[02:21:27.240] 全部思い出したわ全部思い出したあの時の
[02:21:30.080] 気持ちマのミラクルだもんねどすんの
[02:21:34.359] スタンプか新しいスタン
[02:21:44.880] ゲスさん作ではじてフォローで助かった
[02:21:48.920] けど今回カウンターですしねフェイトさん
[02:21:53.680] 笑笑さん笑笑焼きさん笑笑どうすんのどう
[02:21:59.479] すんのこの空気コナミどうしてくれんだ
[02:22:06.080] よこりんさん笑笑もぎさん笑笑あのリアル
[02:22:11.720] でさおたるさんこれはどうすんの笑笑これ
[02:22:15.240] はマジで同のスタンプだよ
[02:22:17.240] ねこれはマジの洞のスタンプだわどうすん
[02:22:21.280] の本当にだってさどうすんのだってさ
[02:22:26.200] あんなに俺今週ずっと光のこと考えて
[02:22:29.319] ずっと光とデート重ねてずっと光のために
[02:22:33.160] めちゃくちゃ面白い風に配信してわこの子
[02:22:35.600] とあ今日であれだなう今日行けるな言って
[02:22:39.840] さなんであんなたたか1回喧嘩に負けた
[02:22:42.280] だけで俺が寝取られなきゃいけねんだん
[02:22:43.880] クソみたいな男に勝あいつ死ねえよ本当に
[02:22:46.319] 匠とかバカゴミだあいつ本当さんちなみに
[02:22:50.600] 光役の声優さんもこのゲームの初回プレイ
[02:22:53.600] はこの結末になったらしい2度とやれねえ
[02:22:56.399] よマジで
[02:22:58.720] 笑笑
[02:23:00.240] いやフェイトさん笑だよだめだよ人の
[02:23:05.120] トラウマをつくようなことし
[02:23:07.960] ちゃあの
[02:23:11.319] ねあのうんだめだと思う思い出したわ
[02:23:16.720] なんかりんさん逆に人間がすくわかってよ
[02:23:20.960] やめてやめてやめてやめてありがとういや
[02:23:24.120] やめてありがとう
[02:23:25.680] あのペアロほたりタル300これ設定する
[02:23:31.800] ねでありに書いてあったのでガチだと思い
[02:23:34.520] ます
[02:23:36.240] ありがとうあそうなんだどうしよっか
[02:23:41.960] 今日だって俺もうまぶっちゃけもう前の
[02:23:44.720] データあったとしても俺もうやだもんあの
[02:23:46.760] 女もうそういう女のしか見えないもんよ
[02:23:49.200] さん今日はねよ
[02:23:52.560] わんさんエペする無理無理無理もそういう
[02:23:56.720] んじゃない
[02:23:57.340] [笑い]
[02:23:59.279] わわんさん笑笑今日だよさんもう寝ようあ
[02:24:05.359] かんちょ1回見てみそれも今ではもう遠い
[02:24:10.279] 昔思い出になってしまったさんゆっくり
[02:24:16.359] しようだ
[02:24:22.240] だっ思い出はあなたの心にあるから殺すぞ
[02:24:26.479] てめえおい何が思い出はてめえの心にある
[02:24:29.319] だ忘れないで忘れてよバカがあなたの思い
[02:24:33.560] が伝説の金をこっちて
[02:24:38.000] ねクソビッチがよわんさん恋愛はくそ
[02:24:53.000] ノイズうるせえ
[02:24:59.439] し
[02:25:01.960] あ何ディスク1ってデータまで消えた
[02:25:05.279] 何これディスク1をセットて今だよさん
[02:25:07.880] ちなみにナレーションはか先生
[02:25:18.280] [音楽]
[02:25:22.560] えどうしようマジ
[02:25:27.520] でボテさんレやってる動画と差し替えて
[02:25:32.040] もここ
[02:25:35.200] なこに勝てないのか
[02:25:37.760] なさん直し
[02:25:40.640] てやばいやばいよねあれね俺さ自分でも
[02:25:44.640] びっくりしたわあいうことされるとマジ
[02:25:47.319] フラッシュバックするんだよ
[02:25:50.600] すぎでしょこのデブ覚えてますかだてさ
[02:25:54.000] いやほもちゃんとかフェイトさんとかねあ
[02:25:56.880] 渡とかさま今さん
[02:25:59.560] もパート1からずっと見てきてくれてる
[02:26:03.240] じゃん
[02:26:04.560] これどう
[02:26:07.359] 思うどう思うなもう俺ちょっと悪いけど
[02:26:12.120] データが残ってたとしてもデータが残って
[02:26:15.680] たとしても俺できねえよ俺もうできねえよ
[02:26:20.600] ちゃんに殺枠でしょ笑んさん今回はマジで
[02:26:24.920] ずっと光だけだったもんねフトさんとかっ
[02:26:28.960] てるの把握してなかったすまぬよくこんな
[02:26:32.720] ん引くよねなんで俺が俺が時めき
[02:26:36.359] メモリアルやるとこうなるんですか
[02:26:49.240] 毎回なるのもさたまたまでしょあ10何人
[02:26:53.120] も女の子いるうちの僕の配信では怒ら
[02:26:55.479] なかったこんなことないよ
[02:26:58.720] ね今日だよさんちょっと待って体調232
[02:27:03.520] で負けたのあいやこれはだいぶ体調いい
[02:27:06.439] 感じあ体調が高いと何あれが喧嘩強くなる
[02:27:09.479] んだポンさんやっほーどしたん
[02:27:12.760] あのぐるポンちゃんこれ僕がずっとやって
[02:27:16.080] きた時めきメモリアルっていうゲーム
[02:27:18.640] とんでもねえごめんなあの本当にみんな
[02:27:21.479] このゲーム好きな人もいると思うし今日だ
[02:27:33.080] [音楽]
[02:27:35.279] 日いやもう
[02:27:37.920] 本俺悪いけどもうこっからまたやり直そう
[02:27:41.520] て今ね多分ね今日1日も
[02:27:45.399] 回もて
[02:27:51.359] さんで知らんとくっついてメモ2で寝取ら
[02:27:55.279] れてストレンジでクライマックスエラ落ち
[02:27:58.560] 男いやもうなんか今だよさんトさんも同じ
[02:28:02.359] 経験してそうさんすごいよすごいよ
[02:28:09.640] ねぐるポンさん寝取られたんかたった1回
[02:28:14.279] のイベント負けただけでねマジでさあ俺
[02:28:17.399] もう匠見たくねえマジでムドクスプスさん
[02:28:21.640] いや俺クラスの男にも取られたことあのよ
[02:28:24.000] が本当にできないクラスの男にもね
[02:28:29.479] あのしかも
[02:28:32.120] その
[02:28:33.720] あのうんなんか色々思い出しちゃった
[02:28:40.720] なま高なんかこね高校の頃の話だから
[02:28:45.680] そんなの話だけどにどんだけ取られている
[02:28:48.479] んだよ僕さん無理せんでいいん
[02:28:51.880] ちゃう今日だよさん風呂入っ
[02:28:57.680] てわたるさん
[02:29:02.160] 怖怖いよわたるんさんしんどそうなん派誰
[02:29:07.200] も見たくないでグルポンさんああ壊れ
[02:29:10.240] ちゃっ
[02:29:17.720] たムドクスプスさんいやもう本当にやめ
[02:29:22.880] ましょう0703ラコマさん無理すんな
[02:29:27.040] ボテさん笑い話にできるくらい時間を置い
[02:29:30.200] てやろうこんなゲームにこんなやられ
[02:29:33.520] ちゃってどうすんのこのデーロしてものに
[02:29:37.080] なってる事実はがないのよ
[02:29:42.760] さんさん無理しないでくださいな
[02:29:46.000] ちょっといや今日エンディング行けると
[02:29:48.439] 思っ
[02:29:50.399] もぎさん
[02:29:51.410] [音楽]
[02:29:52.320] [笑い]
[02:29:54.840] [音楽]
[02:29:55.260] [笑い]
[02:30:01.000] 可愛いちょっとさあのシーン見たいんだ
[02:30:03.640] けど見返していいこ自分で見返せないん
[02:30:06.359] だっけラ
[02:30:08.000] 112無理しないで休みましょうちょっと
[02:30:10.960] ま配信は続けるけどゲームはちょっと無理
[02:30:13.479] だわあれ見返すのってどうやって見だけ
[02:30:15.680] 自分の見せるよ自分の空気読んで俺が本当
[02:30:19.520] に発狂してぶっ壊れちゃったもんだから
[02:30:21.439] 空気で誰もあのクリップしてねえの笑うわ
[02:30:24.800] 残せないこれはてさんマかお前えちょっと
[02:30:29.399] どうなってんのかなと思っ
[02:30:31.680] て本当にみんなが優しいじゃん
[02:30:37.040] URL
[02:30:39.200] 11億35万
[02:30:42.240] 76さんこれ笑これ何俺のチャンネル行け
[02:30:46.720] ばいいの0703ラコマさんやめとけ
[02:30:50.600] いや別に大丈夫だよ大丈夫大丈夫見る
[02:30:52.319] ぐらいだったらただあのその初見でやられ
[02:30:54.840] た時やられたらチャンネル
[02:31:04.640] レンそうね今あのもう今更やっても意味
[02:31:08.040] ないん
[02:31:09.880] けどさんのさんからえ
[02:31:20.600] レあのボテさんあの今更なんすけどあの
[02:31:24.200] レド
[02:31:26.520] ざすそしてもうほぼいないでしょうけども
[02:31:29.520] ほぼいないでしょうけどもボさんからお越
[02:31:31.920] の名
[02:31:33.520] のさんえどうもあのと申しますえっとあの
[02:31:38.720] あのねあの仲良くしてね
[02:31:45.880] しさん今
[02:31:56.319] 絶対パチモンさん元気だった頃の橋こんな
[02:32:01.279] 笑笑俺をもう笑えない僕はもう笑え
[02:32:05.000] ませ僕はもう笑えませ
[02:32:10.359] んおやった行った行ったいた
[02:32:15.920] あした
[02:32:21.080] ああこっちねちょこれ見て
[02:32:24.960] いいていい今日だよさん今日はねよ今だよ
[02:32:28.840] さん今日いやちょっと見たいえこれどう
[02:32:31.640] やってでもささん
[02:32:33.760] はははははははこれどうやって見るのこれ
[02:32:37.880] 自分のあの
[02:32:39.720] アーカイブ今配信中のやつをさシークバー
[02:32:42.880] が出ないんだけど見れないのか
[02:32:47.120] ないやちょっとでもマジちょっとね
[02:32:50.439] いつもさギャギャ言ってんのはさま言っ
[02:32:53.160] ちゃえば言っちゃえば言い方悪くいえば
[02:32:55.319] わざとやってるわけじゃんま配信
[02:32:56.880] 盛り上げようとか配信者あ俺は見れねんか
[02:33:00.120] あじゃあいいや後で見ようあでも俺やめよ
[02:33:03.479] 後で見のやめようこ配信外でだめだダメだ
[02:33:06.520] そんなだ自分のチャンネル行ってビデオの
[02:33:09.680] 1選ぶのだよ自自分のチャンネル行って
[02:33:14.080] 携帯からなら見れるかもあそうだ天才そう
[02:33:18.399] だわ携帯からなら見れる
[02:33:20.359] あのさいつもはまそれ配信盛り上げるため
[02:33:24.200] にギャが言ってるとこあるよそりわざとっ
[02:33:27.120] て言ったらすごい聞こえが悪いけどあの
[02:33:29.880] ねガチの発狂だったわこんなことあんだ
