[00:00:10.480] D
[01:54:50.800] なんかしんねえけど裏白ドンドンドンなん
[01:54:54.239] だよ
[01:54:59.360] ああ6月20日から6月20日
[01:55:03.719] から美術美術美術館でガラス在店ガラス
[01:55:09.199] 工芸点があるんでレ君もう予約入れ
[01:55:12.480] ちゃおうかなだよさんあれこの時代に
[01:55:15.520] ブルマてあったのあんじゃないのブルマ
[01:55:17.719] ブルマーブルマーぐらいあんじゃない
[01:55:20.320] ブルマーこれはね術さんはよ6月27日に
[01:55:25.800] 美術館に行かないお前の好きなガラス在工
[01:55:28.560] 店やってるんだよごめんねその日は約束が
[01:55:32.000] あっちゃダメなのまたこもうこれ絶対彼氏
[01:55:34.920] いるこいつさんそそうなん
[01:55:37.410] [音楽]
[01:55:40.079] だ絶彼氏いんじゃん絶対彼氏と行くじゃん
[01:55:47.760] はあ終わったわなんか
[01:55:50.480] もうもぎさんお前って呼ぶデブ気持ち悪い
[01:55:55.199] なんでだよいいだろ幼馴染みなんだ
[01:55:58.760] からじおぽんさんわかるおめえらあ俺
[01:56:02.880] 誕生日誕生日
[01:56:05.400] 誕生日あ
[01:56:08.639] おはようとかだけど俺のとった
[01:56:12.360] よお前て呼ぶ気持ち悪いうるせえなおさん
[01:56:17.079] すごくわかる私幼馴染みのよ何何何覚え
[01:56:23.800] ていてくれて嬉しいなありがとうどう
[01:56:25.960] いたしまして何くれたのジーンと来ちゃう
[01:56:30.280] な何くれたかわかんねえん
[01:56:33.520] だ何くれたかはわから
[01:56:36.119] んええあれ行けないのぽんさんわるん君も
[01:56:41.560] お前っていうよ
[01:56:43.960] ね渡る
[01:56:46.660] [音楽]
[01:56:52.880] てこいつ好きか俺の本に2さんたまに出る
[01:56:58.800] さんカプセルに詰めた麗な
[01:57:02.400] 砂いら
[01:57:07.320] ねえねえもうなんでこんなにこいつ予定
[01:57:11.920] 入ってんだ
[01:57:15.840] よは
[01:57:22.400] のか
[01:57:23.880] なフェイトさん雑誌見た私見てないえでも
[01:57:29.239] あれじゃ美術感はさあのなんかガラス工店
[01:57:32.639] があだこだやってんでしょもぎさんゲーム
[01:57:35.840] の中ですら嫌われていて草ゲームの中で
[01:57:38.960] スラってなんだよスラってゲームの中だけ
[01:57:41.719] だろ嫌われてん
[01:57:43.560] のあ俺のせいなのかもしかしてわいたたた
[01:57:48.320] たごめん
[01:57:50.639] なさいおっと
[01:57:53.440] ニュー
[01:57:56.040] キャラクターそっちこそ大丈夫ははい私は
[01:58:00.599] へっちゃら
[01:58:01.639] ですさじおぽんさん笑笑
[01:58:07.040] かっぱいつそうかもねすぐに冷やさなきゃ
[01:58:12.119] 私感覚らしてきますイトさんかっぱヘア
[01:58:16.400] かっぱって言われてんだこれあいいよいい
[01:58:18.000] よ我慢できないじゃないしほっとおいても
[01:58:19.520] 大丈夫さどうですか
[01:58:23.560] でも本当にごめんなさいお詫びに俺と
[01:58:27.760] デート1回それで許す
[01:58:30.520] よ私なら行け
[01:58:33.920] ない何これごめんなさ活され
[01:58:39.719] たなかなか可愛い子だったなあしまった
[01:58:42.440] 名前聞くのすっかり忘れて
[01:58:45.119] たどうした
[01:58:47.119] のさん嫌かもしれ
[01:58:50.530] [音楽]
[01:58:52.440] てもらえませんか好きじゃん俺のこと橋本
[01:58:56.159] レデス私はさ替えでこっていますさ替え
[01:59:00.400] でこ変えじゃダメだったのかもちもちじゃ
[01:59:04.199] もちもち野球に興味ありませんあないです
[01:59:07.119] ねすいません寺おやポンさんもちもち
[01:59:09.520] じゃんもぎさん替えでこ替えでこどですか
[01:59:14.560] 何こいつなんで野球こいつ何さん野球これ
[01:59:17.119] 焼のお姉ちゃん焼きのおお姉ちゃん
[01:59:20.239] 野球に興味あるかって橋本
[01:59:25.119] 連何がおれんだよ本
[01:59:28.280] だ何がおれだけたけど
[01:59:32.880] お本病だ
[01:59:35.800] よなんで笑ってんだよお母さんからもらっ
[01:59:39.560] た名前だろうが
[01:59:41.239] さん橋ガチ本名です
[01:59:44.280] え野球部のマネージャー橋本笑笑れん笑笑
[01:59:49.480] たげさん本名ですか
[01:59:52.719] さん本
[01:59:58.280] 笑ノになっちゃっ
[02:00:03.679] たん
[02:00:05.920] ポさん
[02:00:11.599] 笑笑断られすぎたかあしちゃんこんばんは
[02:00:15.400] え今ね時めき
[02:00:18.800] メモリアルあ2をやってたんですが笑笑
[02:00:23.239] なんと主人公がになりまし
[02:00:28.360] た自殺コマンドあるもしかしてこれさん
[02:00:33.320] 笑笑俺なんかもあのこの部活道のさ
[02:00:36.599] シューズ2つのさアイコンがさ飛び
[02:00:40.280] 飛び降りるの靴のマークに見えてきただ
[02:00:42.119] けど
[02:00:43.239] ねぐん
[02:00:45.119] たんむむむ見る見る
[02:00:50.920] るるあしぶしぶしぶサオ寺おやぽんさん
[02:00:55.199] 手紙入ってない何手紙ってえなんでノイロ
[02:00:59.639] になってんの怖い怖い何ノイロゼっていう
[02:01:03.079] 状態以上重サオおやぽんさん普にいしテト
[02:01:09.040] さんストレスたまりすぎぐぐさんメンヘラ
[02:01:13.119] かなメンヘラになっちゃっ
[02:01:18.560] たこれ次デートられたらマジで
[02:01:22.599] マジで病むぞこれ
[02:01:25.960] 多分く電話来そうな気がしてたんだうん
[02:01:30.119] それで今日はどうしたのちょデートのよて
[02:01:32.440] 次マジ頼む
[02:01:34.119] よには2727は断られてる
[02:01:38.960] から17とか言ってぐしぐしさん
[02:01:42.620] [音楽]
[02:01:44.679] くになってそう7月17日に月の頃のさん
[02:01:52.000] デートの約束が取り付けられなかっただけ
[02:01:54.560] で発狂しノイローゼに陥る豆腐メンタル
[02:01:57.320] よりさらにもろいメンタル連えやったやっ
[02:02:02.400] たよしよしよしよしよしよし久しぶりの
[02:02:06.320] デート1ヶ月後ほぼ移住院大橋前よし住
[02:02:11.719] 忘れちゃだめだよ忘れるわけねえ
[02:02:14.440] よ良かっ
[02:02:16.679] たあ留守が入ってるさじおポンさんモ
[02:02:22.719] 忘さん住気をつけようよ
[02:02:26.560] ね私も声かけるようにするしさフェイト
[02:02:31.159] さんあえなんかめっちゃ怒られたんだ
[02:02:34.560] けどランディさんえなんかめちゃくちゃ
[02:02:37.400] 怒られた部活サボったらめちゃくちゃ怒ら
[02:02:40.560] れたね気をつけようよさん何の話今日は
[02:02:44.400] 部活だったんだよね気をつけようよねえて
[02:02:47.880] ガチガチのトンで怒られちゃっ
[02:02:50.840] たてすにガチのトンで怒られたねうわ俺
[02:02:55.880] これ一番ねメンタルに来るわだ終わったあ
[02:02:58.320] 俺もうちょっとごめんあちょごめんダだ俺
[02:03:01.450] [音楽]
[02:03:04.639] もう屋上行こっかななんかさんこんばんは
[02:03:09.040] ノゼになったしまった終わった笑笑
[02:03:17.760] 終わり
[02:03:20.760] たゲトゼロップさんお久しぶりあゲト
[02:03:23.920] ロップさんお久しぶですこんばんは
[02:03:25.960] こんばんは爆弾あるぞ今日からねとめ全然
[02:03:31.040] 口回ん
[02:03:33.360] ね全然言えなかった今ときめきメモリアル
[02:03:37.159] 2やってますあのはいノイローゼになり
[02:03:40.480] ました主人公がトさんかか主人公が
[02:03:43.840] ノイローゼになったのでさん笑笑寺さん
[02:03:49.119] ドメぎめブ
[02:03:52.079] さんくさせっかくちゃまくの応援したくて
[02:03:55.840] に来てくれている人たがいるのにさとかに
[02:03:59.480] して人ね本俺おい俺がノーになっちまうよ
[02:04:03.960] な俺がノになっちまうよ笑笑ね俺がになる
[02:04:09.920] そういうこと言われと分の思に
[02:04:13.639] ならおおらうるせえどしたおんでそういう
[02:04:18.079] 言んだよ
[02:04:21.880] だって頑張ってん
[02:04:24.580] [笑い]
[02:04:27.000] だろレ
[02:04:30.400] だろ今日はの誕生日でございましたねげる
[02:04:35.440] に決まってるだろう
[02:04:37.239] が水
[02:04:39.480] [音楽]
[02:04:43.239] のいやいやいやもうやめ
[02:04:47.520] て288
[02:04:53.119] ルガ
[02:04:55.440] ドルガ
[02:04:57.040] 光君どうしたのどうもこんばんはこれ
[02:05:01.840] 誕生日プレゼント開けてみてよ最高マから
[02:05:06.320] 欲しかったの俺お前のこと何でも知ってる
[02:05:08.639] からさお前が欲しいもの全部俺が手に入れ
[02:05:12.159] てあげるからじおポンさん目が切れてる
[02:05:15.400] これでトトなったでしょこれでトトでしょ
[02:05:18.320] さんげたの香水の小瓶ガラス好きって言っ
[02:05:22.159] てたからサオ寺おやぽんさん何でも知っ
[02:05:25.280] てるのにガチ切れされて笑うじゃいじゃ1
[02:05:28.320] 回切れさせておくのがお前あれだろうよ
[02:05:30.679] 恋愛の極意だろうがよさんちん毛5本
[02:05:33.480] セットか俺そんなそんなもんもらって喜ぶ
[02:05:37.159] 女やだ
[02:05:38.199] よ前から欲しかったのとか土変態じゃねえ
[02:05:42.639] かよえーデートの約束はもう1回取り付け
[02:05:45.920] てますえっとカレンダーこ今日の予定あ
[02:05:49.880] 今日の予定って上にあんじゃんさん食べて
[02:05:52.520] そう本当に汚いやめて
[02:05:55.239] えストレス緩和ストレス50超えるとダメ
[02:06:01.679] らしいさん振りかけに
[02:06:06.239] そう道場もねあれだ視聴者ばっかだ本当に
[02:06:11.639] な本当にだめだ
[02:06:15.840] よよしよしよしストレス0に
[02:06:19.599] しよう体900からゼロップさんカオスな
[02:06:26.599] 配信さん人のせいにしないで人のせいだろ
[02:06:30.760] 嫌な配だね嫌な配だね誰のせいで俺のせい
[02:06:36.079] かよえ響きのボール9月15日にオープン
[02:06:39.639] え沈没戦恋い物語えこれでテストも
[02:06:43.960] ばっちり睡眠学習装置え四角丸バあこれな
[02:06:48.280] あナイトナイトパレード8月中に
[02:06:52.719] 日8月終日土曜日最終土曜日え海海
[02:06:59.360] だ7月1日から8月まで寺親ぽんさんドラ
[02:07:03.880] ない今何月さん沈没戦恋い物語って絶対
[02:07:08.320] 絶対そうだね絶対そうだわ8月最終土曜日
[02:07:12.920] 花火大会ぽさんうみびらだ笑笑ナイト
[02:07:18.239] パレド8月中映画はたことかなタイト
[02:07:21.800] ニック見に行く映画見に行こっか映画と
[02:07:24.440] ナイトパレードとえ海開きと8もう8月
[02:07:28.159] やることいっぱいあるぞとじゃあ直近は今
[02:07:31.880] 何月6月でしょまだああえもう7月ださん
[02:07:35.679] 縁日も7月だもうはいえ永日どれ7月第4
[02:07:42.159] 日曜日第4日曜日ね7月1日から海もう海
[02:07:46.280] 行けるぞとか最高海行けるぞもう縁日も
[02:07:49.840] 行こう海行けるぞもう
[02:07:52.040] お海行くぞ海おいおいおい
[02:07:56.199] 男性さんまく彼女とかった
[02:08:07.280] あるは待っ
[02:08:10.199] たあのさ海行かない4月中行けるたねあ
[02:08:15.040] いいじゃんなんていじゃ
[02:08:16.580] [音楽]
[02:08:19.599] ないねポさんごめんねいや永日あるよあの
[02:08:26.360] うんいやわかんない
[02:08:28.040] [笑い]
[02:08:30.079] けどはい行き
[02:08:32.320] ますうん大丈夫みたいだよはいもぎさん
[02:08:36.199] 海うニキビだ汚ねえななんかやった海
[02:08:40.159] 行ける了解了解響きの駅ろ1回
[02:08:44.040] ね響きの駅が海えあと1週ポンさん色して
[02:08:50.040] そうたね
[02:08:55.800] えっと予定表開い
[02:09:01.119] て17はもうデート入ってるでしょ
[02:09:04.639] えっと18は部活これ絶対すっぽかしちゃ
[02:09:08.320] だめまた怒られちゃうからえ4日え次11
[02:09:11.559] 日だからもう7月中に予定入れられるのは
[02:09:15.040] 25日だけだね11日に電話して1日潰し
[02:09:18.719] たとして17話デートでしょで20デート
[02:09:21.760] でしょ11日に7月中の予定が取れなも
[02:09:24.400] 25日だけでしょで7月中にやることてな
[02:09:26.760] んだ7月中にやるのは縁日の第4に第4
[02:09:32.239] 日曜日いつ第4日曜日ってえ第4日曜日が
[02:09:36.159] 25日第4時親ポンさん怒られるん
[02:09:38.559] ちょっとトラウマなっててくだって怖かっ
[02:09:42.079] たじゃんマジで切れられたじゃん俺ガチで
[02:09:44.920] そういうこと言われると本当にへこむ
[02:09:49.000] から気をつけようよねもぎさんすんごい
[02:09:52.840] マシンガン独りごとスケジュール管理言葉
[02:09:55.920] にしねえとさあの脳がバカだから覚えた
[02:09:58.040] 覚えない危ねえ11日にじゃ縁日の予定
[02:10:00.800] 入れないとだめだね笑笑日曜日に11日に
[02:10:04.679] 縁日の予定入れないとだめだオッケーじゃ
[02:10:07.760] まずはえ筋トレでも
[02:10:11.280] しようこれで1週間頑張ってしたら縁日の
[02:10:16.119] よて入れるあ屋上うん風ノイズで飛び
[02:10:20.079] 飛び降りようとしてねえか大丈夫か誰だろ
[02:10:22.199] 同じでみたいだけどあ帰るのかなうん気に
[02:10:24.520] なる声
[02:10:26.599] かけようフトさん来た何この子笑笑何この
[02:10:31.920] 子ぽさんどんああのえっと何かよおこれ
[02:10:38.920] あれじゃんなんだっ
[02:10:40.840] け綾波霊枠だなこれないやよってことでも
[02:10:44.320] ないんだけどあの
[02:10:45.900] [音楽]
[02:10:48.280] えっとから
[02:10:51.599] おなみでおなみで待って名前教えてようん
[02:10:58.719] 気まずいや香りやえ香りさんそれじゃ
[02:11:03.520] ありがとうまたねまだ
[02:11:06.840] 何か今度よかったらどっ
[02:11:09.760] か俺お前の行動力見習わなきゃうちの高校
[02:11:14.440] では発検査のほとんどの項目でアウト
[02:11:17.320] 食らう感してますいやどこでもそうだろ
[02:11:21.559] 髪型こんな髪色で言ったらどこでもアウト
[02:11:24.079] だよこんなショッキングピンクだよ私と
[02:11:29.159] お前と都合があえばお割とじゃまんざらで
[02:11:34.760] もなさそう
[02:11:36.320] な名前聞かずに名前聞かずに遊び行くって
[02:11:41.239] すごいね行動力がゲイトゼロップさん
[02:11:44.520] ビジュアル系そうだねわんさん友達おらん
[02:11:48.840] のかななんかぽいねなんか屋上にいる
[02:11:53.920] 感じフェイトさん個人的に番キャラマジで
[02:11:58.079] マジでさて帰ろあ光だあ一緒に帰ろうよ光
[02:12:02.239] えええええ何これ何これなんで名前だっけ
[02:12:06.920] えっとやえ香りえ何この何このこのこの
[02:12:11.679] システム
[02:12:13.599] 何呼び方が選べるすげえわんさんひかり
[02:12:18.760] ちゃん
[02:12:21.840] 呼び方が選べるえ俺どんくらいのでもさ
[02:12:25.880] フトさん呼び方だよねさんだってだっ
[02:12:30.960] て幼馴染みだよ俺ら今更ささんでもちゃま
[02:12:36.440] なんだよ何俺は何わんさんおい女
[02:12:42.800] だろ光でしょだってえてか今まで光って
[02:12:45.960] 呼んでたよ
[02:12:47.079] ねりちゃんも可愛いけどねちゃんも可い
[02:12:50.239] けどね親公認だもんね光りもぎさん
[02:12:56.760] 女はれんく私も帰るところだよいいね
[02:13:02.480] よかったら一緒に帰らない今日は急いでな
[02:13:05.800] わないよよしよしじゃあ
[02:13:08.639] 帰ろう楽しく下行しましたといいねえこれ
[02:13:13.639] でもひかりちゃんとかあえて呼んでみたい
[02:13:15.199] んだけどもぎさんアンダーザサン
[02:13:17.079] ライトニング
[02:13:18.559] ちゃん何何何
[02:13:21.559] トゼロップさん人物全員検査アウやそそう
[02:13:26.239] だなこんな
[02:13:28.159] あここで縁日の予定を入れるよ縁日の予定
[02:13:33.800] 入れるよこれでさに断られないさん全然
[02:13:38.159] 笑わないのイラ
[02:13:42.280] するお疲れお疲れやってるわんてっててい
[02:13:48.520] てん
[02:13:51.400] どうしたのどういうことライトニング
[02:13:53.280] ちゃんてFF13のライトニングに似て
[02:13:55.280] るってこと前だけ見てろえ最高です
[02:13:58.880] ランディさん察し悪いなもぎちゃん怒っ
[02:14:01.760] てるじゃんなんで俺がこれで怒らなきゃ
[02:14:03.800] いけないんだよえ縁日がさんこいつバカだ
[02:14:09.320] あれえあれどこであこいつバカだエって
[02:14:13.360] どこ神社だよねって普通ね日って神社だよ
[02:14:19.679] ね月2じ
[02:14:23.040] さん
[02:14:25.400] さんワルツさんラデさんやる
[02:14:30.580] [笑い]
[02:14:31.980] [拍手]
[02:14:35.000] やんデートだらけデートだらけう何これあ
[02:14:41.079] 末テスト週末は光とデートです部活派あれ
[02:14:44.880] 俺部活行ったあれ部活は部活はお部活行っ
[02:14:49.800] たちゃんと
[02:14:51.639] あ部活来週部活来週さん神社
[02:14:56.599] キ神にも仕され
[02:14:59.320] ます影薄すぎていやいやいけるいける来週
[02:15:03.559] ちゃんと来週は電話かけずに部活行こう
[02:15:07.239] いいこんなもんはちょっとダメだ
[02:15:10.440] なもうだめ
[02:15:13.060] [音楽]
[02:15:13.330] [笑い]
[02:15:15.470] [音楽]
[02:15:15.960] [笑い]
[02:15:17.400] だバカだこいつ俺と一緒だわ
[02:15:21.280] 結果とかねんのかなこれ
[02:15:24.239] 結果はい光とデートですもうだだはい光と
[02:15:28.239] デートどこで待ち合わせだったか
[02:15:30.559] なあれああこいつバカだ赤来る
[02:15:38.960] かこれどっちだおこれどっちだった
[02:15:43.960] おいポさん
[02:15:47.199] 赤さん本じおポンさん移住員あれ響きの駅
[02:15:54.719] は何だっけうわうわあう海だ海は響きそう
[02:15:57.679] だそうそうそう海海はね電車で行くんだよ
[02:16:00.400] ねじじさん待ち合わせ場所に変わったから
[02:16:03.119] むずいんよねそう確かに待ち合わせ場所
[02:16:06.360] なかったもんね昔ねてんてんてん雨だもし
[02:16:10.079] かして場所間違えたかないやあってるはず
[02:16:13.079] もう少し待って
[02:16:14.320] みようこんな雨だけど大丈夫いけんの光が
[02:16:18.079] 遅く来るなんて今日は雪が降るかなごめん
[02:16:21.000] 待ったよねごめんなさいいいよいいよ全然
[02:16:23.840] 待つ
[02:16:24.920] よいい
[02:16:27.159] じゃん寺親ポンさんほらねありがとう
[02:16:31.319] ありがとういいね実は
[02:16:36.479] さ優しいんだねランディさん縁日あめえ
[02:16:40.679] 縁日じゃないこれはえっとなんだっけ美術
[02:16:43.319] 館かなこの子の好きなガラステさんなんな
[02:16:47.120] のこの腹の立つクイズダブおいお前ほんま
[02:16:50.359] にでえんか笑笑みたいな笑もさん腹立つ笑
[02:16:57.280] さじおぽんさんちゃま君て優しいんだねい
[02:17:00.920] ださんオスマン優しさの塊りえーこの美術
[02:17:04.920] 館すごく綺麗なガラス工店やってるらしい
[02:17:06.639] のお前ガラスザイク好きだろそうなの
[02:17:09.639] すっごく
[02:17:11.000] 楽しみ早く入ろうよて知ってる君を落とす
[02:17:14.120] ために生まれてきた俺はあちょっと待って
[02:17:16.160] よさん君はいい人だから
[02:17:21.920] おいこういうガラスへそ宝石よりも麗だと
[02:17:26.800] 思うなへそ
[02:17:29.280] だしへそここにも綺麗
[02:17:33.439] ながここにもある
[02:17:36.359] ねッさん風引くよここにも芸術品があるね
[02:17:40.679] つ
[02:17:43.200] てん
[02:17:45.399] 最高お父さんとお母さんの最高傑作だね
[02:17:49.719] 言っちゃうかもしんないだっ
[02:17:51.679] たらガチで気悪いから本よなこの配信
[02:17:54.840] 者本当に死んだ方がい年なのに2kg
[02:17:57.880] ファッション
[02:18:00.000] じゃん
[02:18:01.679] さん
[02:18:04.200] 術怒られたフトさんに怒られ
[02:18:07.679] たここにも芸術品があるよ
[02:18:12.559] てパパとママの最高決だねさん2000年
[02:18:18.880] ああ2000年のファッションね
[02:18:23.000] おれお疲れちゃんゲやってる本れが
[02:18:27.629] [音楽]
[02:18:32.559] 出る
[02:18:34.319] ポテ
[02:18:44.599] さんはと
[02:18:47.940] [音楽]
[02:18:51.639] ボさんレイドありがとうやってるよこの
[02:18:53.960] 神毛
[02:18:55.439] ね雨お疲れえ白まさんこんばんは
[02:18:58.599] ありがとうちゃまと申します普段はレトロ
[02:19:00.639] ゲームの配信とかね色々やったDJ配信と
[02:19:02.639] かもやったりしてますよかったら仲良くし
[02:19:04.519] てくださいえモテさんからお越しの88名
[02:19:08.000] の方ありがとうございますチと申します
[02:19:09.960] 仲良くしてねよろしくさんそうしないバス
[02:19:14.840] 2万円もやってるの
[02:19:17.399] すごい622さんナイスレド
[02:19:50.000] どうちゃんかわいそうはいどうも
[02:19:51.960] こんばんはちゃまと申します今日はですね
[02:19:54.880] やってます神を何を言ってわか流すよが
[02:19:59.520] 多いから流したんです
[02:20:03.080] よポテさんこれな
[02:20:08.280] 笑笑意味わかんねえなろだってこれ急に
[02:20:10.920] 流してもさん音ちっちゃった
[02:20:16.720] さんポンポコみさん笑笑はぐさんあんだ
[02:20:21.640] これ
[02:20:23.640] 笑めちゃくちゃうるせえじゃんほら
[02:20:26.439] めっちゃうるさなったやんけちっちゃいっ
[02:20:28.240] て言ってやっ
[02:20:29.399] たらめっちゃうるさなったやんけポンポコ
[02:20:33.040] さん賑やかや
[02:20:36.540] [音楽]
[02:20:39.399] 笑ん今のでっ
[02:20:45.880] たいやど
[02:20:50.840] しさんありがとうドありがとういや神ゲー
[02:20:55.479] 神ゲーをやってる時めきメモリアル2早く
[02:20:58.560] チャンネルポイントに追加して親さんなん
[02:21:02.399] で消したいだんですかこのゲーム知らない
[02:21:06.080] んですかこの神ゲーマジの神ゲーはい神
[02:21:10.000] レイマスターチマがですね皆さんにお届け
[02:21:12.640] するえ時めきメモリアル2実況よかったら
[02:21:16.439] ねあのレイドで来て来てくれたさねが受け
[02:21:19.720] よかったンディさん多重スクロール流し
[02:21:22.920] たら画質480にされたんすけどめっちゃ
[02:21:26.560] 処理あのあれ大変なんだろうなあの
[02:21:28.399] ビカビカしてるからメの最そうですこれ
[02:21:32.640] 半端じゃね半端じゃ
[02:21:35.560] ねさんガラスよりきれなおへそパパとママ
[02:21:40.000] の今このとデーしてるんゼロップさん恋愛
[02:21:44.439] マスター笑さんTで1番メモが似合う系
[02:21:48.680] 配信者ポンポさんおしはこ
[02:21:52.120] 子まずこの娘を落とすんですねそうです見
[02:21:56.200] てくださいこの今ね美術館に来てるんです
[02:21:58.359] よこの子ねあのガラス工が好きでそれ
[02:22:01.040] リサーチしてちゃんとねこのガラス工店に
[02:22:04.040] 連れてきたんだけどゼロップさんい見て
[02:22:06.439] くださいまずこのおへそポンさん下の
[02:22:09.560] ポケモン消ないんだまいいやそれはこのお
[02:22:12.680] へそ何よりもゲージ作品だと思いませんか
[02:22:17.120] ね
[02:22:18.880] ポンポンして
[02:22:20.940] [音楽]
[02:22:24.800] そういうのるんじゃいって言ってるよ
[02:22:28.000] ねそういうクリップを貼るんじゃないって
[02:22:31.000] 言ってるよね初見の方がいっぱいいる
[02:22:33.280] ところ
[02:22:34.359] でこのゲームすごく
[02:22:36.880] て音声で名前呼んでくれるんですよ自分の
[02:22:39.960] 名前俺あの橋本て言うんですけどあ
[02:22:42.640] ガチガチ本でやってるんですけど
[02:22:55.800] なるう
[02:22:57.520] なるお疲れちゃんあお疲れさいや
[02:23:00.479] 素晴らしいですよ
[02:23:02.840] ねさんならなるだろうが
[02:23:10.120] よ俺はガラス玉とダイヤの区別がつかない
[02:23:14.279] お前の方がもっと価値があるぜ
[02:23:19.400] [音楽]
[02:23:21.600] パンツ見ようとしたり何それそんなことし
[02:23:24.279] てねえだろ
[02:23:27.720] 俺おるやんお
[02:23:32.680] 疲れ
[02:23:40.600] こつまで送るよお家まで送るなんなら部屋
[02:23:44.960] まで上がっちゃう
[02:23:49.300] [音楽]
[02:23:52.200] デさん家られたくない待っ
[02:23:56.180] [音楽]
[02:23:57.870] [笑い]
[02:24:08.300] [音楽]
[02:24:13.050] [笑い]
[02:24:15.399] てんにられたよう
[02:24:20.520] 危なかったこれまたすっぽかすとこだった
[02:24:23.479] よしよしこれでいいんでしょオオ
[02:24:26.439] オオオさ勉強するちょっとはたまにはの曲
[02:24:30.040] で上がるさん今キャラの立ちが完全に1枚
[02:24:34.680] 絵だから麗なのかそうそうだね前回は
[02:24:37.319] そうそうドだったよねロップさんテストの
[02:24:40.840] 結果はテストの結果何どうやって見る
[02:24:43.680] のあえ
[02:24:50.600] 合計170点1さんうわさんいいとこに
[02:24:55.240] 気づきましたねポさん草
[02:25:02.120] すぎるおバカすぎる
[02:25:05.319] よさんボテちゃんに認められたわいいとこ
[02:25:08.840] にけられ
[02:25:10.040] た勉強しようだめだ勉強しようぽさん
[02:25:14.439] テスト下手くそお兄さんボテさん1なのな
[02:25:18.760] んですよ
[02:25:20.760] さんこれワン自分の名前書き
[02:25:24.760] ロップ
[02:25:26.600] さん天才だ
[02:25:29.920] ねんあいつもバカだわあいつに乗り換える
[02:25:33.880] かもしれ
[02:25:35.000] ない自分より力の
[02:25:39.720] テん爽やか笑顔で
[02:25:44.240] すえちょっと早くついたかなこすごくない
[02:25:48.279] 呼んでくれ俺うんだけど
[02:25:50.880] チゲーム改めいうかまたのを橋本れて言う
[02:25:54.120] んだ
[02:25:55.319] けどガチで名前呼んでくれるからさん才能
[02:25:59.080] なんでだうるさくねえだろあ光お待たせさ
[02:26:03.200] 行こう行こうぜ海です海あでもさえこんな
[02:26:08.359] 天気だと
[02:26:09.210] [拍手]
[02:26:10.399] えあしまっ
[02:26:13.479] たどうしようもないちゃんルート行った
[02:26:17.080] ことなかったので楽しめます甘み1歳さん
[02:26:21.080] はは一発あればいいってリスナーの意見丸
[02:26:24.000] のみにして選択して間違ったらその
[02:26:26.359] リスナーを散々にけなすよ親さんええ海は
[02:26:32.080] フェイトさん笑笑海はどうなったんだよ俺
[02:26:35.520] の夏休あもう1回もうだめあフェイトさん
[02:26:39.319] 天気悪いと流れますあそうなんだあおい
[02:26:43.240] みんなはまさんお預けお預けお見てえだろ
[02:26:47.200] ビキに男諸君感謝しろよ
[02:26:51.120] さちゃん
[02:26:57.600] [音楽]
[02:27:00.760] でん
[02:27:02.319] 素晴らしい1から2への進化だよこれ
[02:27:05.920] がちゃんと袖いう浴衣浴衣をてきています
[02:27:13.070] [音楽]
[02:27:15.110] [笑い]
[02:27:23.359] 橋本橋本21996年6月
[02:27:32.120] 生これマジでこのコメント消すからなこの
[02:27:35.560] コメントマジで俺これマジで消すロッさん
[02:27:41.240] 画像
[02:27:43.279] 笑笑これだからネットって怖えよな
[02:27:46.520] ランディさんこれネットってマジで怖く
[02:27:49.800] ない
[02:27:50.760] マジで俺
[02:27:53.680] [音楽]
[02:27:58.120] すさんこれ全部俺が今まで配信で全部言っ
[02:28:00.920] てきたこと
[02:28:05.359] もうす
[02:28:07.040] あのの王なの俺そこまで知られてるからね
[02:28:10.720] お母さんがでココピペすじゃ
[02:28:14.880] ねのだから俺も一緒だ
[02:28:21.279] えそうだねそれにやっぱさこれが基本だよ
[02:28:25.680] ね親さんですミーなんか誰見てッさん
[02:28:33.800] えやば日には浴衣って入るよね最近そう
[02:28:38.600] うんすっごく似合ってる
[02:28:41.319] よそうよかっ
[02:28:44.359] たていう言葉に登録しましたさんあだった
[02:28:50.160] ごめんねあAOの王だからえーすげえ
[02:28:54.439] 可愛いばっちりポンさんここの配信6月
[02:28:58.520] 生まれが集まるんか何挑戦するのラさん
[02:29:02.840] 修正しないいよしなく
[02:29:05.120] て何挑戦しようかな
[02:29:08.200] いらっしゃいああれ段下ってあのお姉さん
[02:29:11.399] じゃないのあれこの
[02:29:15.680] 声
[02:29:18.240] あらわ
[02:29:21.760] 寺さんお姉さん割りしちゃうかな割さんか
[02:29:27.680] スりしようかなサポさん実質おさらし巻い
[02:29:31.960] てるけどさらしの意味がねえじゃねえかよ
[02:29:33.840] これじゃよおおさらしの意味知ってるさら
[02:29:37.720] しってさおっぱい隠すためにあんだぜお前
[02:29:40.720] こんなおおい一体何の棒でるんですかポン
[02:29:45.520] さんってグ画像にするの何言ってんだ何
[02:29:49.439] 言ってた
[02:29:52.040] マイクさんここでもトさん何持ってんの
[02:29:56.680] だろねこれ
[02:29:58.800] ねたまらん少年こそお似合いの
[02:30:04.279] 彼女最悪だぞ
[02:30:06.399] お前ひよ
[02:30:09.800] かま照れない照れ
[02:30:12.200] ないひよってんだ
[02:30:16.000] あ昔はひよ変えたっていうよね日でねもぎ
