[00:00:18.600] D
[04:21:18.040] ね思い入れがあるゲームは高かろうが
[04:21:20.600] 安かろうが絶対欲しいだから俺
[04:21:23.920] は自分の好きなシリーズとかね劣化も裸だ
[04:21:28.119] ねあやっぱやっぱそっかやっぱそこら辺は
[04:21:30.439] 難しい
[04:21:34.199] か痛いってそそのさその月攻撃マジやめて
[04:21:38.239] くれる避けようがないってこのライアン
[04:21:46.359] もう1匹んだよなうわこれ
[04:21:49.960] きつ違これさなんかもっといいのねえ
[04:21:54.600] の裸でも高がつくのは何かあるんですかあ
[04:21:58.760] ギミックもレッカも10万ぐらいすんじゃ
[04:22:01.000] ない裸で
[04:22:04.760] もえこれ何なんだろうなんか使えんでなの
[04:22:09.040] えんでなんだろう
[04:22:11.520] な魔法もあるの
[04:22:14.960] ねなのよああそうなんだ別に裸でも全然
[04:22:18.359] いいやって感じなん
[04:22:21.640] だえでもでもコレクターなんだしやっぱ裸
[04:22:25.880] もじゃなくて買う
[04:22:28.680] でしょ何何何が裸でもかがつくのうまい
[04:22:33.840] うまい
[04:22:35.920] ね円楽って呼ぼうまい円楽て呼んでいい
[04:22:39.600] 炎楽さんて呼んでいい
[04:22:42.800] 炎楽下ネタ好きなところも炎楽に即だから
[04:22:46.479] コレクターではなくプレイヤーでありたい
[04:22:48.640] おおかっこ
[04:22:49.960] いいあくまで遊ぶためですよとまあでも
[04:22:53.680] それは確かにそれは正解ゲームなんて遊ば
[04:22:55.600] なきゃ意味ないもんねだから俺配信で
[04:22:57.760] レトルゲームやってんのかも集めるのが
[04:22:59.800] 最初好きでかっこ
[04:23:02.000] よい楽ににはかわん
[04:23:05.600] よエラくにって言うなエラくにって
[04:23:10.990] [音楽]
[04:23:16.359] わかさんも配信でずっとやってるもんね
[04:23:18.199] いろんなゲーム
[04:23:20.070] [音楽]
[04:23:34.040] ねいやあもう満タンで来れたんだけど意味
[04:23:37.239] ねえんだよ
[04:23:39.720] なあのコウモリをまずどうにかし
[04:23:42.439] コレクターよりじゃないコレクターよりだ
[04:23:44.279] ねかなりよりだよめちゃくちゃ配信でも
[04:23:47.119] なかったらゲームなんかやんないもん俺
[04:23:49.640] プライベートで遊ぼうなんて思わないから
[04:23:51.319] ね下手くそだしやってもすぐやめるじゃん
[04:23:53.960] ねやめないじゃでもクリアまでやんじゃん
[04:23:56.040] クリアまでやんじゃんマインドシーカーと
[04:23:58.000] かだろそういう例外なゲームあるよでき
[04:24:00.720] ねえのはでもちゃんとなんだかんだクリア
[04:24:02.560] までやる
[04:24:04.300] [音楽]
[04:24:05.399] よやってないのもある
[04:24:07.680] けどやってないのもあるけどま
[04:24:10.800] 俺出すね
[04:24:13.600] マザーでもまだマザーやりたいよ出てきた
[04:24:16.520] んだよ
[04:24:18.359] なやるとしたら初めからかなまた前回の
[04:24:22.239] 決して途中までやったんだよね
[04:24:30.080] さん例外でしょそれはその他大勢のクリア
[04:24:34.159] したゲームがあるじゃないか例外ばっか
[04:24:35.840] 出すんじゃないよ神
[04:24:41.180] [音楽]
[04:24:44.960] あうん
[04:24:55.720] ねもうここほんまきついっ
[04:24:59.650] [音楽]
[04:25:04.439] てもう当たるやんけそんな死んかとして
[04:25:08.159] 知らない嘘あゲームやったことってたもん
[04:25:12.159] な
[04:25:13.560] あれはゲームじゃ
[04:25:20.479] ねえやいやもうこれしかないもん
[04:25:25.119] なうあんチアンチクリアしたわアンチデト
[04:25:30.840] クリアした
[04:25:33.680] わさすがにマリオやドラクエは分かります
[04:25:36.920] よさすがにねマジでえあんちゃクリアした
[04:25:41.640] よ
[04:25:45.840] し面白かったしね普通
[04:25:48.560] に
[04:25:50.520] ししおっっぱい
[04:25:52.600] ボイ知らなけ
[04:25:56.279] たいやしましたかなちゃんとギスギスし
[04:25:59.560] ながらしたれなしギスギスしたっけギスし
[04:26:04.399] たっけ
[04:26:07.410] [音楽]
[04:26:12.720] リスナー
[04:26:14.000] がそうだっけそんなんだったっけ覚えて
[04:26:19.159] ねえして
[04:26:22.520] たなんでギスしたんだっけいやもうむず
[04:26:26.960] むずむずむずく
[04:26:31.520] ないすぐここからえなんでリスナーしてた
[04:26:36.239] 思い出した思い出したあん時地獄だったん
[04:26:39.720] か見ててあんまり
[04:26:42.600] かあ見ててあんまり事件はそこか見てて
[04:26:45.520] あんまり
[04:26:46.800] 事件あれはな部屋さんがぶち切れてだよ
[04:26:51.439] 確か部屋さんがぶち切れたの
[04:26:54.640] とあれなあの親ポンが怒られるっていう
[04:26:58.040] 真面目におポンさん僕に絡んでこないでっ
[04:27:01.920] た笑笑あれ面白かったそりゃ怒るわなあれ
[04:27:06.119] 面白かった
[04:27:09.040] ゼマンさんがぶち切れた
[04:27:12.479] 別に面白くないのはいいんだけど
[04:27:15.399] さ怒られ
[04:27:19.119] てあれはちょっと度がないいたわ怒られて
[04:27:25.199] たさん僕に絡んでこんで
[04:27:28.199] て言われた
[04:27:30.760] なマンさんに失礼だろっ塚のの返しも慣れ
[04:27:37.319] ている感じで面白く収まった
[04:27:43.479] そうねまあもう1件の方はちょっとあれは
[04:27:46.520] 確かに節度がねえ
[04:27:53.199] な彼は結構するとかあるよ
[04:27:56.439] ね彼は
[04:27:58.359] 結構笑えんかったであれはひどかったな
[04:28:01.720] 確かに
[04:28:02.500] [音楽]
[04:28:05.279] な部屋さんかわいそうだった
[04:28:09.040] あああれはもう胸が痛かった
[04:28:21.000] そういう人いるから
[04:28:24.840] ねでも私が一番かわいそうだったなんでだ
[04:28:33.279] よああ来るも
[04:28:37.040] たお金もなくて貧乏でこんな配信見せられ
[04:28:40.880] て
[04:28:42.920] 前2つは俺のせいじゃねえよ前2つは俺の
[04:28:46.520] せいじゃねだ笑笑前2つは俺のせいじゃね
[04:28:52.080] 笑あの
[04:28:54.239] ね視聴者がねすげえ喧嘩したのよ視聴者
[04:28:58.239] 同士でギスギスしちゃったのその時の配信
[04:29:01.520] がそのアンチャーデッドってゲームやっ
[04:29:03.040] てる
[04:29:04.720] 時私の過ですそっちそっちかごめん長いぞ
[04:29:10.840] それちゃんここ来た長い長なる
[04:29:15.439] でゼノブレイドでも話すと長いですよおい
[04:29:25.199] たち半分残していきたい
[04:29:27.830] [音楽]
[04:29:29.880] なそんなことが以下
[04:29:34.239] 略
[04:29:35.710] [音楽]
[04:29:40.520] 危なスパしますねいいよいいよいいよいい
[04:29:45.720] よそこまでしなくていい
[04:29:51.210] [音楽]
[04:29:53.520] よ返事なかったらドムもしとき
[04:29:57.000] ます悪だ悪すぎる笑笑
[04:30:06.560] 悪うわこれ大事にしてここ
[04:30:11.580] [音楽]
[04:30:17.640] ねこれバーニングモードさ取っておくべき
[04:30:21.920] [音楽]
[04:30:31.640] か2戦目まで取っとくべきなんかもしんね
[04:30:34.560] なもしかしたまないでもらえ
[04:30:39.880] ますうわダメージ
[04:30:44.920] えぐダメージ
[04:30:47.199] えぐこれはダメだ
[04:30:49.840] な
[04:30:52.080] えーうわなんだよ今の2戦目まで
[04:30:56.279] バーニングモード取ってこうと思ったんだ
[04:30:57.840] けどダメえぐい
[04:31:00.279] なガリガリ持ってかるお前本当重んない
[04:31:03.840] かんなその変なスライディングケーキキ
[04:31:06.279] 結果ってやっぱ思ないんだよ
[04:31:10.399] な2までにクリアできるもう3やんけ無理
[04:31:13.840] やんけ毎回こうだよなこうドラキュラって
[04:31:16.600] 毎回そうだよなこゲーム特にゲームボーイ
[04:31:18.560] 版なんか最終ステージまですげえ簡単で
[04:31:22.159] みたいなの痛いねくっつきムビムそうそう
[04:31:25.119] くっつきムビム痛いあれしかも避けらん
[04:31:28.439] ないだろう避けらんないことないんだろう
[04:31:32.199] けどドラキュラのゲームボイ1毎回そうだ
[04:31:35.199] よな最終ステージまでサクサク後ぐそう
[04:31:38.880] サクサクサクサクいけんだけど最終
[04:31:40.600] ステージになるとマジ5時間とか積むの
[04:31:43.800] ねもっとバランス
[04:31:46.239] よくしよう
[04:31:48.720] よ毎回そうだよなてかさ
[04:31:56.239] うんちゃまくんて私のこと
[04:31:59.720] 好き何お前マジ
[04:32:02.760] で何お前急
[04:32:07.960] に絶対好きだよセけとうと付き合うの何
[04:32:14.680] とうと
[04:32:15.920] ってバとあれが
[04:32:19.640] え何これ
[04:32:22.279] マジ何言ってんだよ変な変なワクワクプロ
[04:32:27.119] や経線系
[04:32:33.800] [音楽]
[04:32:38.680] 戦好きしつこ
[04:32:44.520] もう俺このこのこのはよこの変な空気
[04:32:47.080] なくなんねえかなと思ってたらがつか
[04:32:49.840] ガツガツだわガツガツだわガツガツね
[04:32:54.040] ガツガツ
[04:32:57.880] ですやめてもうそういうなんかやめやめ
[04:33:01.040] やめやめ
[04:33:02.800] やめなんか俺もなんかおかしいなんか俺も
[04:33:05.400] なんかおかしいじゃねえか
[04:33:07.199] なんかにっこりじゃねえよ
[04:33:12.561] げ
[04:33:17.590] [音楽]
[04:33:21.520] ごちょびたいっ
[04:33:24.600] てちゃまて気になる女いん
[04:33:29.199] のい何マジで何その感じ
[04:33:39.561] なんか嫌いもお
[04:33:43.561] 何なんなの今修学旅行中ふざけんな本当
[04:33:49.439] [音楽]
[04:33:52.879] にもう全然こせんなったわもう教えて全然
[04:33:58.520] こせんくなったやんけうるさい順調だね
[04:34:03.639] いやいやいやいちゃえよいやいやいやどう
[04:34:06.600] 転んだっってそんなことあれだろうよ
[04:34:09.840] なんかいいいいいいはっていっ
[04:34:13.520] て逆にだよ逆にいや超嫌いだわって言うの
[04:34:18.160] も変んじゃん別
[04:34:20.639] にもういいやめてもうやめてもうもうやめ
[04:34:25.359] て
[04:34:26.879] もう超嫌いなの
[04:34:30.959] うんもううるせえゲーム見ろ黙って
[04:34:33.600] うるせえ
[04:34:35.039] なうるせえなゲーム見とけよたとうるせえ
[04:34:39.279] な
[04:34:42.600] ゲーム見とけあほらいいとこだよいいとこ
[04:34:46.920] いいとこまたが赤くなりました
[04:34:50.600] ねもうダメージ食うやん
[04:34:54.270] [音楽]
[04:34:56.080] けまだ夏です
[04:35:01.719] ねもうなんだよこれマジで
[04:35:09.561] きやだやだやだやだ
[04:35:15.400] うさお今当なかった
[04:35:21.669] [音楽]
[04:35:29.279] 危ねえ素直になれよしつもしつけえないつ
[04:35:34.561] までやんねんそれ私のID下ネタじゃない
[04:35:37.799] ですあごめんなさいなんで今なんてそれ
[04:35:41.039] 切れたんだよ
[04:35:42.810] [笑い]
[04:35:47.359] なんでそんなお前どうしたどうしたんだ
[04:35:52.199] よどうしちゃったんだ
[04:35:56.680] よお
[04:35:58.340] [音楽]
[04:36:00.719] 顔どうした答えてないのに質問進ん
[04:36:06.680] だ結局顔と声
[04:36:11.879] うるさい本当
[04:36:13.990] [音楽]
[04:36:17.680] 本当あのさ何もうおかだって反応が大好
[04:36:23.799] きって言ってんじゃん言って
[04:36:27.199] ねえいや
[04:36:29.119] 配信ちょ配信
[04:36:32.200] [音楽]
[04:36:33.799] しもうやめてもう
[04:36:37.509] [音楽]
[04:36:47.359] いい
[04:36:48.879] ねゲーム見とけ
[04:36:51.959] よ何やっねちゃんと言ってあげないと
[04:36:55.240] 伝わらないことってあるよねかわいそうに
[04:36:58.799] 俺だ一番かわいそうなふざけんなおめえら
[04:37:02.000] 一番かわいそうだ俺
[04:37:04.340] [音楽]
[04:37:09.000] がいやちょっとマジやめもうくだ分こき
[04:37:12.879] ばれない
[04:37:14.869] [音楽]
[04:37:19.600] ねあったなんでなんでそれ当たってなかっ
[04:37:26.000] ただろ
[04:37:29.400] [音楽]
[04:37:33.160] 今いた失恋した青山てる聞いてからじこ
[04:37:39.180] [笑い]
[04:37:41.960] [音楽]
[04:37:46.160] もうもう憩回恋愛ソング歌う
[04:37:50.639] 人
[04:37:52.600] 青れほんまに怒られるその後藤だ
[04:38:04.561] ねごめん
[04:38:08.160] なさい大丈夫だってブスだからリアルな
[04:38:11.760] ソング歌えるんだよ加藤ミリア入れれば
[04:38:15.439] よかっ
[04:38:17.760] た
[04:38:22.240] 笑笑
[04:38:33.279] 笑笑ここらこら手塚親ぽん正論すぎて尊敬
[04:38:38.359] しました
[04:38:59.760] プロとして経線経線分析したまでや経線
[04:39:05.680] 経線ららららこらこらららっこ
[04:39:16.520] しめ
[04:39:25.719] らっこちゃまくん
[04:39:33.959] は恥ずかしくなっていっちゃっ
[04:39:38.718] た私のこと嫌いなのか
[04:39:43.240] ないかん眠さが限界に来た
[04:39:46.390] [音楽]
[04:40:02.000] わブレーキランプ5回つけてくれるよ
[04:40:16.560] へこき虫の
[04:40:24.480] サイン足が
[04:40:28.920] 笑笑愛してるのサインさん
[04:40:38.878] 笑笑そ
[04:40:48.970] [笑い]
[04:40:51.540] [音楽]
[04:40:52.718] その後すっと発信できなくてどうしたの
[04:40:56.638] 聞いたらなんか足がそう眠いへこきむし
[04:41:07.240] [笑い]
[04:41:11.360] 何お前らおもしれえな
[04:41:16.878] 笑笑て
[04:41:19.718] なしブレーキブレーキランプ5回
[04:41:24.160] 点滅エコキムのサイン下列滝川
[04:41:29.120] クリステルあどうもあんおやすみMさんお
[04:41:33.240] やすみ
[04:41:36.000] [音楽]
[04:41:42.160] とりあえずりますががっくり寝ちゃうかも
[04:41:45.400] がっくり寝ていい
[04:41:58.440] よもういい加減クリアしように入って
[04:42:02.480] しっかり休んでくださいいいです
[04:42:05.920] ねね明日の夜からさ日曜の夜までさ24
[04:42:10.080] 時間配信するたら何やりたいいやボテ
[04:42:13.798] ちゃんと被るからやめヘロヘロ
[04:42:18.280] ヘロちゃんと被るからやっぱ
[04:42:22.760] なし
[04:42:24.280] スプラン絶対やだわポケモンク24時間
[04:42:28.958] いや厳しい
[04:42:34.920] だろ気にしなくていいじゃんそれはそれ
[04:42:37.920] しくいさんスプラッターハウス3
[04:42:41.878] 持ってねえ持って
[04:42:47.520] ないそれ気にしたらリスナーしんどいかも
[04:42:51.080] ずっと同じマジ
[04:42:53.280] でずっと同じまあずっと同じじゃなくても
[04:42:56.680] いいんだ
[04:42:59.680] けど私はでたいもん
[04:43:04.280] 本当ボちゃん見つつなちゃん見つつな
[04:43:09.160] マったらったら配信しないマインド
[04:43:12.400] シーカーの配信やるんだったら配信しない
[04:43:14.240] 方を選ぶ俺は俺
[04:43:19.680] は俺配信できる時間あったら基本全て配信
[04:43:23.000] に回してるんだけど4時間ずっと一緒に
[04:43:25.080] いいよねおえ吐きそう払い
[04:43:28.040] たいまきそうか辛いなまだここかまだここ
[04:43:33.320] だ
[04:43:34.240] よこここがむすぎる今今いるこの最後の面
[04:43:38.920] 最後っぽいんだけどねんだ
[04:43:41.958] え寝てた
[04:43:45.440] おはようてかフラワーさんあれじゃん
[04:43:48.480] こんばんはじゃんチャット
[04:43:52.320] 今日さんこんばんは事してる仕事
[04:44:03.600] [音楽]
[04:44:08.740] [笑い]
[04:44:11.240] 自分で気づかずっと眠ってたのかみたいな
[04:44:15.040] 感じで言うんだ
[04:44:16.600] ね無意識なん
[04:44:18.740] [音楽]
[04:44:19.958] だコメントしいわ本当だよ本当だわさっき
[04:44:25.000] のんやってたらボテ
[04:44:27.878] スリープや本当だよ
[04:44:33.600] 笑笑俺も普通にボテちゃんのやつ見たいっ
[04:44:36.320] のあるボテちゃんが寝てるとこ見たくない
[04:44:38.600] どう
[04:44:40.040] するる金玉出ちまったらいつ出すか気にな
[04:44:43.638] あ玉ごめ玉ボテちゃに対してちゃごめ
[04:44:46.798] ごめん嘘嘘
[04:44:50.480] 嘘寝てるとこマジ見てみ
[04:44:54.000] たいボテちゃんは所持で私見られ
[04:44:58.920] ないその笑笑出してんだその持はんだかい
[04:45:04.600] よ
[04:45:10.910] [音楽]
[04:45:12.400] 明日さ本当は1日明日も朝からてかなん
[04:45:15.320] なら今日られるけれどコメントできない人
[04:45:18.240] 的な所持でま色々あるかもしれねえよな
[04:45:21.638] さんも配信見てたいな本当俺はマジで知り
[04:45:25.400] 出しちゃうけど
[04:45:27.040] ねなんかちょうどいいゲーム探す
[04:45:30.600] か着
[04:45:33.440] なんかちょうどいいゲーム探すかサクっと
[04:45:37.120] 24時間で終われそう
[04:45:38.920] なつってんだよくらねえななんならこれ
[04:45:43.320] クリアできねえかもしんねえ
[04:45:46.000] けどあもうこのゲームオーバー画面も見
[04:45:49.080] 慣れたなこのの着地球防衛軍しよいやいい
[04:45:53.920] わ地球防衛軍30分で飽きるもん俺色々
[04:45:57.638] 結構やったけど地球防衛軍最初は感動する
[04:46:00.798] んだようわすげえこんなにすごいんだね
[04:46:05.760] わかさんってすごいよなレトロゲも
[04:46:07.920] めちゃくちゃ詳しいけどそういうさ何
[04:46:12.878] 5と6しよ5とかクソやったよ5クソやっ
[04:46:16.520] た4もクソやった6はやってない6って
[04:46:18.680] プレス5でしょえ南さん何あれ好きなの
[04:46:22.600] 地球防衛
[04:46:24.000] 軍割とやったけどね4の4が1番面白い
[04:46:27.760] 4.1がめちゃくちゃ面白かったいや4だ
[04:46:29.680] な4が1番
[04:46:31.560] [音楽]
[04:46:34.080] 面白いなんか5あんま面白くなかったんだ
[04:46:36.520] よな6は4もあるよあそうなん
[04:46:39.360] だめばあウィザードリーはああ
[04:46:44.200] ウィザードリー2時間ありかもしんねえな
[04:46:47.638] いやありかもしれねえないいいね
[04:46:49.958] ベリーハードモードで味方にケラン
[04:46:52.000] ぶちかまして殺して球をための
[04:46:56.920] 球を守るため
[04:47:00.878] フ出だ
[04:47:04.600] べけの
[04:47:06.360] びり
[04:47:08.320] どもやっつけろ
[04:47:11.798] あれ
[04:47:13.920] 好きそれ6で聞けなくてマジで萎えたあ6
[04:47:18.200] ないんだこれやったけど今もオンライン
[04:47:20.440] 埋まってるもんねあやっぱね4が一番
[04:47:22.760] 面白いんだよ
[04:47:24.000] あれ4が一番面白いんだよやこいつマ
[04:47:28.878] カスすいません口が荒くなりましたごめん
[04:47:31.558] なさいすません人気なんだね4はおもろい
[04:47:35.160] よだってあれ何が面白いってさ武器が完全
[04:47:38.440] にランダムなのが面白いんだよね武器がさ
[04:47:41.638] 最初の方の武器なるんだけどな5はねそれ
[04:47:44.680] がなくなっちゃったんだよな武器の稼ぎが
[04:47:47.400] 面白い4はインフェルノでやれば最初の
[04:47:50.920] ミッションでも高いレベルるん
[04:48:00.558] だれは
[04:48:05.958] ジナンで変顔チェンジなのなんで変顔
[04:48:09.638] チェンジなの5からは順番決まってんだ
[04:48:13.160] もう読むの疲れたってさもう読むの疲れた
[04:48:15.680] 高
[04:48:17.638] くださいたも飽きてきたでしょ
[04:48:20.680] みんなたかも飽きてきてこれで笑うの
[04:48:23.280] しぐさのとこにリスナーだけ
[04:48:25.820] [音楽]
[04:48:27.840] だ帽子かぶったらさらにブスだなおたか来
[04:48:32.080] た笑笑もう今日はさね飽きただよ
[04:48:37.760] な今日はさ声出していけよお前ら
[04:48:41.480] 怒られたら後で俺が怒られあの俺が怒ら
[04:48:43.798] れるちゃんと謝るから声出していけよ笑笑
[04:48:47.480] 似てない似てるよめちゃくちゃ
[04:48:50.480] お声出してけお前ら思ったより笑えなかっ
[04:48:54.080] たなんでだよやり損じゃねえかよ笑え
[04:48:59.718] よじゃ俺のテンションがもうねタをやる
[04:49:03.480] テンションじゃないんだ今日はああ面白く
[04:49:06.760] ないんだこのゲームは帽子かぶってんのに
[04:49:09.798] ハゲてできんの
[04:49:10.980] [音楽]
[04:49:14.840] 耳やからぐちゃぐちゃだみんな念体になっ
[04:49:18.000] た俺は
[04:49:19.410] [音楽]
[04:49:21.080] 念なんか
[04:49:24.120] 笑笑ロンディがおもろいこと言うたで今
[04:49:28.440] ふわっとしてる
[04:49:30.520] 笑笑結局文句文句あればあるでが
[04:49:35.958] 今ねいあればあるでが今あこっち向くの
[04:49:42.520] やめて
[04:49:44.360] 笑笑おもろいこと言うたで今変顔してよ
[04:49:48.798] なんしてるだろう
[04:49:50.920] が自我だと思った
[04:49:53.360] これ擬人か
[04:49:56.400] 塗り壁
[04:49:59.520] [音楽]
[04:50:01.240] 塗り壁変わっておにぎりおにぎり煎餅
[04:50:04.600] みたい
[04:50:07.840] あああ本当にこのゲーム嫌いごっぽい嘘
[04:50:12.040] どこがだ
[04:50:14.400] 謝れおはでまよちちおはでまよちちおは
[04:50:21.520] デマよちちたよねあのあのあの深海魚な深
[04:50:26.160] 海魚あの変なブルブルのやつ慎吾の笑顔
[04:50:28.680] こんな感じだ
[04:50:30.718] な謝れカト慎吾に謝れ肉だるだるになっ
[04:50:36.200] てる感じ
[04:50:39.280] があおはでマオ
[04:50:42.320] ちちおはでマチ肉がグっと行く
[04:50:47.520] 笑顔可愛いじゃねえか
[04:50:53.980] [音楽]
[04:50:57.798] よあもうこのステージ飽きたもう違うの
[04:51:02.600] やりたい
[04:51:04.010] [音楽]
[04:51:16.280] URL省略グッドラック笑笑J6L笑笑
[04:51:20.600] アスブレク7URL省略つって誰これこれ
[04:51:26.840] 誰だよなしされた日本の車掌のケツなんだ
[04:51:29.958] これ誰なの
[04:51:32.400] これ誰なんだよこれ一体名前が1個も出て
[04:51:36.040] こねえ誰なんだよこれ
[04:51:41.160] わかん日本の社長ケツ意味
[04:51:45.360] わかん似てるし
[04:51:47.638] ちょっとおはでよ
[04:51:50.840] 中中ケって名前なのる笑笑
[04:51:54.638] 望よぼ
[04:52:01.920] [音楽]
[04:52:18.958] 日本の社長のケツだよおはで
[04:52:23.800] [音楽]
[04:52:26.760] ちち
[04:52:28.010] [音楽]
[04:52:30.638] 笑笑インターホンなって覗き穴覗いてこれ
[04:52:34.080] いたらちびるなこんなので笑笑
[04:52:42.860] [音楽]
[04:52:46.440] ああそインターホンで思い出したわ
[04:52:48.958] インターホンでインターホンで思い出した
[04:52:52.558] なんか今日さ荷物が届いたのね荷物が届
[04:52:56.280] 仕事で遅くなっちゃってでなんかその黒猫
[04:52:59.878] の人から電話が来たのよも分かった分かっ
[04:53:02.798] たっ海の底
[04:53:04.958] な猫から電話かかってきてあの一応お時間
[04:53:09.480] がね19時以降になってるますが今家にい
[04:53:12.520] ますかみたいな感じで言われていやすい
[04:53:14.160] ませんまだちょっと今帰ってるんであと1
[04:53:15.718] 時間ぐらいかかるんですよったって何よ
[04:53:19.000] ごめんごめんごめんごめんてごめんな
[04:53:21.958] 悪かったよ俺
[04:53:24.760] がでなんか荷物が届けたいんですけどて
[04:53:28.440] 先ほど
[04:53:30.280] あのめっちゃすねちゃったごめんってごめ
[04:53:33.718] んって先ほど橋本様とは覚えない方から
[04:53:38.160] 電話がありましてて話し続けて
[04:53:41.360] 橋本さんとは思えない方から連絡があり
[04:53:44.000] まして俺の住所よ知っててその人をで俺の
[04:53:47.000] 住所言ってそこに届くはずのものを代わり
[04:53:51.200] に受け取ってほしいって言われたのでここ
[04:53:53.240] に持ってきて欲しいって言われたんです
[04:53:54.600] けどそういうそういう話しましたって今日
[04:53:56.638] 言われていやしてないしてないみたいな
[04:53:58.400] ええ怖怖怖みたいなええなんなんですか
[04:54:02.360] それって怖怖怖怖やばいっしょやば
[04:54:05.160] いっしょえめちゃくちゃ怖いやばいよねで
[04:54:09.320] えちょっとおいちゃんおいちゃん
[04:54:11.958] こんばんはそうそうそうやば
[04:54:14.400] いっしょえなんえなんすかそれってえ
[04:54:18.400] 心当たりやっぱりないですよねあのなんか
[04:54:21.760] あの伝票番号を教えてくださいって言っ
[04:54:24.240] たら伝票番号答えられなかったんで
[04:54:26.000] ちょっと怪しいと思ってあれしたんです
[04:54:28.400] よってで今本人に電話してそうだ違うって
[04:54:32.160] 言うんであの今日あのなんてかあの在宅の
[04:54:35.480] 時に絶対にあの配達員いつも同じ人なんだ
[04:54:38.920] よ女の人なんだけどあのさんの顔あの
[04:54:42.400] 分かってるって言うんで必ず必ず本人に
[04:54:45.798] 渡すように言うんでいやいや近所の人でも
[04:54:49.120] やばいでしょやばいでしょだとしても
[04:54:52.360] めっちゃ怖かったてか今も怖えよなんなん
[04:54:54.680] これ誰マジ
[04:54:56.600] で俺の明らかに俺じゃない人ま俺そんな
[04:55:00.440] 電話してないしねから私じゃないよ有能や
[04:55:04.200] なその人有能っていうか何怖怖いよね俺そ
[04:55:09.878] その俺の住所のねで部屋番号も言ってに
[04:55:14.320] 届く荷物をあの俺からねあの受け取って
[04:55:18.080] ほしいって言われたんで達の人言のあ配達
[04:55:21.000] の人ねそうそうそうやれてるんいやさ怖え
[04:55:25.520] わかんないでそうなんか橋本れんって言っ
[04:55:28.840] たって言ってたああそれは聞けがなかった
[04:55:31.920] なこちょっとこ聞いてない多分ここの住人
[04:55:34.878] って言ったの
[04:55:35.878] がは番号教えてもらえればいいよね
[04:55:40.798] 配達員から電話番号教えてもらえれば
[04:55:43.280] いいってどいう
[04:55:44.840] ことわかんねえけどだ配達員は怪しいと
[04:55:49.120] 思ったらしくてあのああそのあの相手のね
[04:55:53.798] 相手のねだけなら前の住人とかの可能性は
[04:55:57.040] あり
[04:55:57.760] そうはわからかなとの連絡先なそうことか
[04:56:02.240] そういうことかあそれはあるかもしんない
[04:56:04.718] ねそれはあるかもしんない
[04:56:07.920] ねうんでも配達番号わかんねえのにそれ
[04:56:11.000] 電話するか
[04:56:12.600] などうなんだろうちの方になんか間違って
[04:56:15.280] 送っちゃったとかでもそういうものはない
[04:56:17.558] よ俺んとこに今んところ前の来てるんだっ
[04:56:21.000] たら俺もこれかなって思う思うんだ
[04:56:23.760] けどギクギクギクやだ男の声って言ってた
[04:56:28.000] 男の声って言ってた怖くないえちょっと
[04:56:30.680] 怖いんだけどマジでえちょっとや
[04:56:33.600] だ怖い怖い普通に
[04:56:37.558] 怖い警察に行った方がマジえマジで
[04:56:42.240] いやいやいやまえそれそれはマジで
[04:56:46.360] 怖いえでも何がしたかったんだろうね住所
[04:56:51.000] まで分かってんだったら俺んちまで来れ
[04:56:52.558] ちゃう
[04:56:54.878] じゃん怖ねえ怖い怖い怖いでちょっと怖い
[04:56:59.600] 警察案件やけどな怖とか調べられてるのか
[04:57:04.320] な郵便受けでもないからねうち郵便受けは
[04:57:07.240] あのどあの窓のやつえ窓っていうかドアに
[04:57:11.120] ドアのやつおいおいどうするてあげよっか
[04:57:14.360] 守ってあげるす何回もあるかもせじゃんす
[04:57:18.878] 俺調名前はない
[04:57:22.480] よから電話番号聞き出してもらって操作し
[04:57:26.040] てもらった方がに下にマークついて何表に
[04:57:30.120] 下にマークってえどうするあのうちのさに
[04:57:35.320] 何か取られててこいつの買うやんてなっ
[04:57:37.878] てるからいやそれはすにないでしょそう俺
[04:57:41.120] のもが欲しいんだったらあ騙されやすい
[04:57:44.120] サインそあなんか聞いたことあるなんか
[04:57:47.320] そういう詐欺師の間であの訪問販売の詐欺
[04:57:50.798] 師の間であの表の下になんかシールとか
[04:57:54.240] 貼られてそれがなんかあのらしいねらしい
[04:57:58.000] あるらしいね騙されやすいってかそない
[04:58:01.240] けどな初めてだよこんなん物取られたこと
[04:58:03.920] もないしなんか届かないものとかもない別
[04:58:06.680] にないしね普通に怖いわたらしてねどう
[04:58:11.280] いう
[04:58:12.080] こと家族成とか何時くらいに家にいるかと
[04:58:15.798] か暗号があるね縄張りてねの周辺にがあっ
[04:58:23.480] たしてませんとかもあるらしいよでもやり
[04:58:27.480] 方が怖いちゃまさんは騙されたふりして
[04:58:30.878] 遊んで楽しみそういや怖いよでも普通に
[04:58:35.840] 普通に怖いわなんかその配達の言いねあの
[04:58:41.160] 先ほど明らかに橋本さんではない方からて
[04:58:44.000] そ言い方が怖いっ
[04:58:46.040] ていや言い方が怖いって私じゃないよ今回
[04:58:50.000] は今回はってなんだ前回はあったん
[04:58:52.798] か怖いななんで分かったのかな笑あでも
[04:58:57.440] いつも同じ人だからじゃないたら警察
[04:59:00.160] すごいおじいちゃんとかかなああそういう
[04:59:02.840] あれもどうなん
