[00:00:00.280] 詳しい
[02:24:44.080] 言うじちゃん手伝ってあげて目のまで来て
[02:24:48.319] ないちゃんに伝てもらたらわいい
[02:24:50.970] [音楽]
[02:24:54.359] よ熊できてるかな
[02:24:58.600] クマくまさんみたいで可愛いとはよく言わ
[02:25:01.080] れますけど
[02:25:07.960] ねどこだよ
[02:25:11.520] これ
[02:25:14.160] おはよう
[02:25:17.319] おはようど
[02:25:20.640] く先に言われた
[02:25:29.520] 笑笑どこだこれわかん
[02:25:31.870] [音楽]
[02:25:33.920] ねえいやデスタムーアむずすぎね
[02:26:00.640] ミルドラースと色かぶってるかぶってる
[02:26:03.800] めちゃくちゃ
[02:26:07.120] 右上あたりの紫のボス見たこと
[02:26:10.920] あるうんなくそうん
[02:26:21.240] それ
[02:26:23.479] ですラエだ
[02:26:30.120] ねは全然わかんねえ
[02:26:37.720] これドMのラスボスも
[02:26:42.560] ねん
[02:26:50.760] 鞭ですぐ行っ
[02:26:54.640] ちゃういい
[02:27:00.080] [音楽]
[02:27:04.600] ねやっべ頭回んなくなってきたやばい寝
[02:27:08.600] そう
[02:27:16.439] ちょっとこれとかゾマだと思うんだけどな
[02:27:20.200] よくわかんねえんだよ
[02:27:22.040] なここに来てうんここに来てちょっとね
[02:27:26.240] 眠気がちょっと来てる
[02:27:34.310] [音楽]
[02:27:38.399] ねここのチャット欄でコメントするリス
[02:27:41.560] ナーってさうん反骨精神あるよ
[02:27:46.359] ななんだその厄介なやつしか来ねんだうち
[02:27:49.279] のチャンネル無視されてもめげないもん
[02:27:52.359] ああね俺基本仕しちゃうから反骨
[02:27:55.880] 笑申し訳ねえ
[02:28:00.359] 笑笑申し訳
[02:28:02.880] ねえ集中してとコメントなんか読んでらん
[02:28:05.520] ねえんだ
[02:28:07.399] よめだパンタげる必要ないんよなげる必要
[02:28:13.600] ねえだろ別
[02:28:15.640] に俺別嫌で無視してるわけじゃねじゃんれ
[02:28:19.680] てようなやコメントする格ないよしとして
[02:28:23.520] も何もなかったかのようにネタコメする
[02:28:26.359] あの別に嫌いで無視してるわけじゃない
[02:28:28.680] んす
[02:28:29.880] よみんなのこと好きだし分かってる
[02:28:33.120] しただただただ俺俺今読まないって
[02:28:37.740] [音楽]
[02:28:39.840] ピースなんでなんだそれ
[02:28:52.840] なパン
[02:28:58.080] うまありったけ
[02:29:07.560] の
[02:29:13.640] な
[02:29:14.740] [音楽]
[02:29:16.080] うんめっちゃパンうめえぞおめえら
[02:29:23.690] [音楽]
[02:29:26.279] パンうんおパン
[02:29:29.760] だ何パン何パンですかだ誰が骨精神やねん
[02:29:37.439] 笑笑薄皮クリームパン来年から4つになっ
[02:29:41.000] てしまうという噂さ
[02:29:45.080] のマジでなううパン4つ
[02:29:51.720] うん来年から4つになっちゃうらしい
[02:29:58.040] ね1個減るのよなそう数減るのそう数減る
[02:30:05.070] [音楽]
[02:30:07.080] らしい今の作っとたよフジパン許せねえ
[02:30:15.560] よもう試作品画像上がってるよねあそうな
[02:30:19.479] んだ
[02:30:25.359] 子供たち大好きなのに多分ちゃまリスナー
[02:30:28.800] が拾ってくれるのもあると思うなんか少な
[02:30:32.640] 思う入っ
[02:30:35.080] たど
[02:30:37.600] でしてあげて減らすくらいならそのまま
[02:30:41.120] 値上げしてもらいたいねそうなんだよると
[02:30:45.600] か黙って減らすぐらいだったらすいません
[02:30:49.200] てれたらそうだよそうだそうだなんでそ
[02:30:53.479] こいやり方すんだろう
[02:30:56.180] [音楽]
[02:31:02.080] ね黙ってないからまだいいよまでもうめえ
[02:31:07.080] から買うでしょうん
[02:31:22.280] [音楽]
[02:31:30.439] 限定のやつ好きドロリッツとか把すぎた
[02:31:34.399] あれかす
[02:31:42.260] [音楽]
[02:31:50.319] ジグソーパズルってこの辺りから分かり
[02:31:52.800] にくくなってくるのなんかねわかんない
[02:31:56.080] 全然どここれあと俺が普通に眠い
[02:32:05.080] うん寝ろこれどこ頭働かなくなってるね
[02:32:11.160] うん真ん中上のバラバラピースは後で
[02:32:14.399] 組み立てるのそう真ん中上は竜王なんだよ
[02:32:18.319] ラソに組み立あげるわ
[02:32:21.359] おねんねし
[02:32:23.560] なさいどこや
[02:32:34.319] これ知ら
[02:32:37.920] んま知ら分入れたからから目覚めてくるよ
[02:32:42.240] デターエンディングが見えてくると眠く
[02:32:44.640] なったりやる気なくなる現象知るか
[02:33:00.520] ポンポン行くよポンポンポンポンの
[02:33:05.120] 足
[02:33:07.720] うん一気に完成させたいけど
[02:33:11.760] ね白の足ちげえじゃん
[02:33:30.600] 違う
[02:33:33.760] ねポンポンポンポコミたけのこ
[02:33:37.240] ティンティン心ざし
[02:33:39.800] あほ
[02:33:42.359] ちゃんあっ
[02:33:44.800] たこれ何これデスピサロ
[02:33:49.960] の爪と
[02:33:52.200] かポンポコみはっおさんですあこれさここ
[02:33:57.800] だ
[02:33:59.359] わポンポンポンポコミポンポコミンはおっ
[02:34:03.000] さんですポンポンポンポミポンポコミは
[02:34:06.080] おっさんです
[02:34:11.800] [音楽]
[02:34:22.800] くっそ見つけ
[02:34:25.200] づらミミックミミックちゃんぬまだやって
[02:34:29.040] んかなやってんのかなどうなんだろうね
[02:34:31.240] クリアしたんじゃないあいつうめ
[02:34:34.760] しクソがよ昨日首を100回くらい回して
[02:34:39.240] 多分筋肉痛よ朝0時までだ
[02:34:43.439] よ朝9時9時で終了してたよなんで
[02:34:50.279] ねえなんでなんで終了したの
[02:34:53.680] ありがとうなんで終了したの時間耐久だ
[02:34:56.359] からあめえな
[02:34:58.560] おいあめなクリアまでやんだろ普通なんや
[02:35:02.319] 24時間耐久って
[02:35:22.279] よしあのポコミちゃんが8時間かかった
[02:35:25.120] ステージもあるしな24時間流行
[02:35:28.120] るってことか頭いい
[02:35:32.399] なたけのこキンキン心ざし
[02:35:38.220] [音楽]
[02:35:44.200] 笑笑1枚裏返ってるの気になるどこ
[02:35:50.080] 何が
[02:35:51.040] やランディやったやん帰ってきた魔界ぬは
[02:35:55.120] 鬼畜すぎるよなミミックの
[02:35:58.610] [音楽]
[02:36:00.479] 左たけのこティンティン心さし
[02:36:03.760] やった
[02:36:07.560] ぜこれキラマシンだなこれ多分
[02:36:12.040] ななんで2かいい歌
[02:36:16.520] 笑笑10分後にはもう言わんよ
[02:36:21.479] ちゃまちゃまティンティちゃま
[02:36:23.080] ティンティンちゃまちゃま
[02:36:25.810] [音楽]
[02:36:30.240] ちゃまだろちゃまティンティン
[02:36:34.120] ティンティンティンティンティンん
[02:36:38.650] [音楽]
[02:36:43.720] うなんじゃこりゃ
[02:36:50.800] 大事なこと
[02:36:53.450] [音楽]
[02:36:55.680] 笑笑そういうコメントがニコ生で流行った
[02:36:59.439] あそうなんだしょうも
[02:37:02.940] [音楽]
[02:37:06.680] なあれミミックなんかいったっ
[02:37:10.279] けどこが大事なことのか詳しくちゃま
[02:37:14.040] ちゃまティントン
[02:37:16.040] ティンティンティティンちゃまティントン
[02:37:21.319] なんだ
[02:37:28.800] それむつ笑とんていうな雑魚読みちゃん
[02:37:33.279] 見せ
[02:37:35.600] て見せたっておめえらだってあれじゃん
[02:37:38.600] わかんねえって言うじゃん役に立たない
[02:37:42.680] じゃん見せて役に立たないじゃんライバル
[02:37:46.840] いなくなった今のうち
[02:37:49.840] 役に立たないんだ
[02:37:56.640] もん探せそこにこの世の全てを置いてきた
[02:38:02.040] 殴る
[02:38:04.520] よト名力この全てを手に入れた男ゴールド
[02:38:12.160] ロジャー彼の死際に放っ言葉は男たを海へ
[02:38:16.560] と駆り立てた
[02:38:19.720] はまさに大海賊
[02:38:23.439] 時代ちゃまちゃまティンティンちゃま
[02:38:28.040] ティンティン右下のでかスライム色的に
[02:38:31.600] 真ん中ちょい
[02:38:33.960] 右下右下のデカスライム真ん中ちょいした
[02:38:38.560] どこの話しってんのキャえどこよキラー
[02:38:42.359] マシンキラーマシンこれけねやろキラー
[02:38:46.160] マシンやろ
[02:38:50.530] [音楽]
[02:38:53.640] これ当てた人マジであれだ
[02:38:55.760] なあの好感度上がるわ俺ん中の好感度
[02:39:02.880] だけいっちゃん
[02:39:08.080] 右下いっちゃ
[02:39:10.000] 右下のどこ
[02:39:16.279] よ右下のどこ
[02:39:20.080] そも違う
[02:39:22.439] よスライム違いますモンスターを置いと
[02:39:25.880] 後半で苦労するのかな
[02:39:28.399] これちゃまちゃまティンティンちゃま
[02:39:37.359] ティンティン
[02:39:39.040] ああなるほど
[02:39:41.200] ね翼でした
[02:39:45.279] 翼このなんかメカメカドラゴンの翼
[02:39:51.720] 言ったじゃん俺のが早く見つかる
[02:39:57.439] って天才
[02:40:06.840] だろちゃまちゃまティンティン心さし
[02:40:28.359] 心志しは待っとるな笑ちゃまに心ざしは
[02:40:32.200] ないからその説明はおかしいちゃあるやろ
[02:40:44.680] がわからんディスこれじゃあ行ってみて
[02:40:50.319] おちん
[02:40:51.600] ちんおちん
[02:41:03.060] [音楽]
[02:41:17.120] ちん終わんねえだよ
[02:41:22.320] [音楽]
[02:41:40.479] おプル
[02:41:43.359] プルプこれなんだよどこだよこれ
[02:41:47.279] あどこ完成
[02:41:51.860] [音楽]
[02:41:57.960] マこれ完成マジカってのが一ちゃん
[02:42:01.000] 難しかったりするんすよ
[02:42:08.960] ねなるほど猫魔かここ
[02:42:14.680] だも1個1個適当に拾ったやつ当ててく
[02:42:17.560] しかねえぞこれ永遠に感謝永遠
[02:42:28.920] にハガさんビッグレイド感謝永遠に次言っ
[02:42:36.319] て
[02:42:37.000] やろう次言お海外からレド来
[02:42:44.680] たこれ絶対この辺だと思うんだよな
[02:42:54.680] え何視聴者全員死ん
[02:42:59.359] だ視聴者全員死んだらしいどう
[02:43:06.040] やろ
[02:43:09.760] 笑笑視聴者
[02:43:12.000] 全員死んだらしいなんか隕石落ちたらしい
[02:43:15.399] ない笑笑なんか
[02:43:20.120] 笑笑BGMとあってる笑笑物悲しい
[02:43:26.800] なあ感謝永遠
[02:43:29.520] [音楽]
[02:43:32.720] にいる
[02:43:37.970] [音楽]
[02:43:40.640] よプチアーノンのかけらどこかにありそう
[02:43:43.920] だなって見てたありそうなんだよ
[02:43:52.640] これから探し
[02:43:55.040] てアッテムトでリスナー全員モンスターに
[02:43:58.479] 襲われましたあテムトって何分かるかい
[02:44:20.600] ここは危険だ早く逃げなでももう残り
[02:44:24.160] そんなもんだスマホでは色しかわからん笑
[02:44:27.960] アテムとはドラゴンクエスト4の鉱山で
[02:44:30.680] エスター食いた
[02:44:35.680] ああちゃまちゃまティンティンちゃま
[02:44:38.810] [音楽]
[02:44:46.120] ティンティンパズルが完成したらに入れて
[02:44:49.359] 飾るんですかガスの壺だっけだ
[02:44:52.760] よあった
[02:44:56.080] ねメタルキングじゃねえのから
[02:45:01.660] [音楽]
[02:45:09.439] これツボガスツみみみみはい
[02:45:16.760] これ探して
[02:45:24.630] [音楽]
[02:45:27.120] キラーマシン
[02:45:30.100] [音楽]
[02:46:04.680] ぽい
[02:46:06.160] やろ分かったこれドラゴンだドラゴンの
[02:46:10.600] また羽ですこれねドラゴンの跳でした
[02:46:16.000] 残念残念ビグ
[02:46:27.560] だ
[02:46:37.840] よピースも持ってらんねえじゃねえかよ
[02:46:47.750] [音楽]
[02:46:49.160] だこれ
[02:46:53.880] はおいたけのこティンティン心さし
[02:47:00.640] やべえな進まねえな
[02:47:05.660] [音楽]
[02:47:12.080] おいゴミ拾いに行っちゃったかなうん
[02:47:17.840] [音楽]
[02:47:21.880] テンテンテン
[02:47:23.880] ポテンテ
[02:47:25.479] ポテンテおかちかティンティンたけのこ
[02:47:28.240] ティンティン
[02:47:31.920] 志し何そのコメント
[02:47:37.080] [音楽]
[02:47:38.439] 技術
[02:47:41.900] [音楽]
[02:47:44.880] はいそれ笑笑
[02:47:49.140] [音楽]
[02:47:51.840] BGMとバチクソずれてて
[02:47:54.640] 草この辺じゃ
[02:47:57.120] ね無駄なNG回避よな
[02:48:04.240] 笑
[02:48:05.510] [音楽]
[02:48:09.240] んこれはこれスライムじゃね
[02:48:19.240] 食事ついでに買い物してきます行っ
[02:48:24.399] たらいってらだ
[02:48:28.160] よいっ
[02:48:34.100] [音楽]
[02:48:36.520] てらっしゃい行っ
[02:48:39.200] てらここだ
[02:48:42.180] [音楽]
[02:48:50.000] 犬に挟まれて動け
[02:48:54.040] ない何その幸せな幸せな
[02:49:00.200] 悩み幸せな死に方じゃん犬に挟まれて死亡
[02:49:03.800] 動けなくなって死亡幸せや
[02:49:10.040] ん俺もそんな死に方がしたい写真取って
[02:49:13.120] みる美女に美女に挟まれて死亡動けなく
[02:49:16.800] なって最高か
[02:49:20.239] 足新アラッシュなんだか眠いん
[02:49:23.920] だ
[02:49:27.780] [音楽]
[02:49:32.880] アガンガン行くぜガンガン行く
[02:49:39.090] [音楽]
[02:49:43.319] ぜもうモンスターが理解できるとこから
[02:49:46.439] 行くこいつここだなっていうとこから行く
[02:49:53.080] ちょっと来てんじゃない
[02:50:00.160] のバルだねこれバルザックだねこれ
[02:50:07.279] ねザックの腕んとこだこれ
[02:50:13.840] はいペース上がったと思わない
[02:50:19.470] [音楽]
[02:50:34.359] パララララこれどこにつくねん
[02:50:37.840] こいつ
[02:50:44.040] ここあここか
[02:50:53.880] 若干小さなメダルが見えてますここれは
[02:50:57.279] どこでしょう
[02:51:03.560] か
[02:51:04.610] [音楽]
[02:51:10.120] パラパラこうだね温度
[02:51:15.600] ですいいねマジでパパパ知っ
[02:51:21.720] てるこいつ側はあこれズッキーニャだ
[02:51:25.680] なるほど
[02:51:27.140] [音楽]
[02:51:30.319] じゃこれもそうじゃ
[02:51:32.970] [音楽]
[02:51:35.200] ないねちょっと違うね
[02:51:42.080] [音楽]
[02:51:50.399] 色的にズッキーニャだと思うんだ
[02:51:58.680] けどあ合ってるわ
[02:52:04.190] [音楽]
[02:52:23.640] バ
[02:52:36.279] ラみ
[02:52:55.720] いいねサクサクサクサクさすがに眠たなっ
[02:52:58.840] てきたさすがにちょっと来てるよねさす
[02:53:03.000] 言ったらあげ
[02:53:04.479] たTwitterTwitter見れねえ
[02:53:07.399] んだ今ごめんごめんTwitter見れ
[02:53:10.200] ねえんだ今ごめんパソコンで見るかしょう
[02:53:12.840] がねパソコンで見よう
[02:53:18.560] でもせあれだないい
[02:53:21.239] よパソコンで見ようっ
[02:53:25.200] と見なくてもいい
[02:53:27.600] よなんでそんななんかそんなことなんで
[02:53:30.880] そんなこと言うの見るよ俺
[02:53:37.359] は携帯使えねえの不便だなこういう配信の
[02:53:41.960] 時はやもう1個カメラ買うしかねえなて
[02:53:45.560] あるんですけど
[02:53:47.439] ね9万のカメラあるんすけど
[02:53:55.960] もあります
[02:53:58.040] ねあるんすけど使って使ってないんすよ
[02:54:03.239] ねにゃんこか
[02:54:10.570] [音楽]
[02:54:17.319] よわ
[02:54:21.239] ね猫は何
[02:54:30.000] ですこれキラマだねこれ
[02:54:38.080] ね大丈夫です
[02:54:54.210] [音楽]
[02:55:11.840] いつも賑やかなわんこたちです
[02:55:15.720] ねニコンちでの可愛いよね
[02:55:19.840] そう
[02:55:22.600] です俺がこないだレドしたらクソ吠えてた
[02:55:26.479] わめっちゃ夜中にごめん
[02:55:30.760] なあんまりも嬉しかったのたくそ
[02:55:34.880] 可愛いあんまりにも嬉しかったみたい
[02:55:44.399] ないや本当ごめんあれ笑笑いやいやま
[02:55:48.600] 怪しい人間には吠えるものだよ
[02:55:51.080] ね誰が怪しい
[02:55:55.460] [音楽]
[02:55:59.439] 人間お
[02:56:03.040] 主これなん
[02:56:10.359] だろう片づけ
[02:56:13.439] ないそこか
[02:56:20.160] あと少しでございますねあと少しでござい
[02:56:24.080] マジ
[02:56:28.319] でやこの辺なんだよなここか寝してたら
[02:56:34.560] もう1時間もかからないのでは最後にバー
[02:56:37.760] ンってやりますよねどうだかねやらねえや
[02:56:41.760] やるわけねえだよ何時間かつと思ってんだ
[02:57:00.800] この水色のはもう全部これゾマの手だ
[02:57:07.080] なこれは違う
[02:57:14.880] かのり塗る時を袖で気をつつけるのよあ
[02:57:18.920] 分かった
[02:57:26.520] ありがとう確かに完成まで14時間って
[02:57:30.279] ところかお母さんかお母さん
[02:57:35.080] ありがとうついこないだも新しく買ったT
[02:57:37.600] シャツそのまま来てそのまま来て
[02:57:40.760] あの配信前なんだっけなんでか俺瞬間接着
[02:57:44.359] 剤使ってさラって垂らしてあのカピカピに
[02:57:47.720] 乾いちゃって穴開い
[02:57:50.520] たそこ剥がそうとしたらビリつっ
[02:57:53.640] て買ったその日に新しいTシャツ終わった
[02:58:01.020] [音楽]
[02:58:08.120] うんダメージ加工しよかでも早い方な気が
[02:58:12.640] するけど
[02:58:14.439] ねこれ順調に終わった方かな
[02:58:25.319] えこれなんだろうどこ
[02:58:26.920] [音楽]
[02:58:37.160] だ私も買ったスエット着て椅子で寝してよ
[02:58:41.399] だれたらしたれたやなんか全然いいだろ洗
[02:58:43.920] すのくらい
[02:58:48.439] 7のRと同じ
[02:58:52.239] ぐらい当初は6時間余裕やろだったのにな
[02:58:57.920] 笑それは
[02:59:00.080] それった人がアホなだけなのかちゃまさん
[02:59:03.520] がグパズル天才なのか分からなくなってき
[02:59:07.040] たちなみにリア
[02:59:12.239] でこれ探してくれ
[02:59:16.550] [音楽]
[02:59:34.239] これこの辺でしょど一発や一
[02:59:41.600] 発モンスターの絵を覚えているから組み
[02:59:44.760] やすい方ではあるかまそうだね
[02:59:48.840] ドラクエを知ってるから
[02:59:53.840] さこれすぐありそうああそこだじじ
[03:00:01.800] だなんかこれもすぐ分かりそうなとこにあ
[03:00:05.800] なんだけど
[03:00:10.239] なドラゴンの尻尾だね
[03:00:15.730] [音楽]
[03:00:28.160] えドラゴンのしっぽじゃねえのか
[03:00:30.960] これ盾だここう
[03:00:43.399] だこれはどこですか木だね
[03:00:50.640] 今の見つかったのこういうことですか
[03:00:55.399] おうん見つかったよあ
[03:00:58.439] 何違うこれは見つかってないこれは
[03:01:01.279] 見つかってないこのなんか謎の青と緑の
[03:01:04.439] やつ水ゼルファかなと思うんだ
[03:01:09.620] [音楽]
[03:01:13.960] けどオ見てくら頼むぜ
[03:01:18.140] [音楽]
[03:01:25.000] おやっとこのスライムも完成しそう
[03:01:29.760] [音楽]
[03:01:31.880] じゃんこれなんだピンク
[03:01:36.160] でピンク
[03:01:45.850] [音楽]
[03:01:54.040] わかんないなら
[03:02:06.130] [拍手]
[03:02:11.040] 飛ばす
[03:02:16.840] ル
[03:02:18.870] [音楽]
[03:02:23.560] プルプル
[03:02:25.640] ルルルル
[03:02:27.770] [音楽]
[03:02:35.640] ト
[03:02:39.600] [音楽]
[03:02:46.840] トゥルルルル成してきてる
[03:02:50.010] [音楽]
[03:03:05.720] じゃん
[03:03:08.439] よしいいぞ
[03:03:31.040] ラーメン食べ行こうと思うんだけど寒くて
[03:03:33.640] 出たくない鬼コンボええいいなラーメン
[03:03:37.560] 食いきて俺
[03:03:39.279] も鬼コンボどれだっけ
[03:03:43.239] これバルかバルザックかバルザックの腹と
[03:03:47.439] かか
[03:03:48.640] あそんな感じするねああそうだった最高
[03:03:53.520] ニコ
[03:03:54.760] 最高大当たりバルザックだっ
[03:03:58.840] たラーメン食いいけよいいじゃねえかよ
[03:04:01.680] 寒いけどよ寒いの我慢して行ってさこ
[03:04:05.160] よしゃ寒いの我慢して行ってそこで食うの
[03:04:07.720] がうめえんだ
[03:04:09.960] よ俺ラメ屋とか死ぬほど行くけど知なしな
[03:04:14.399] のよなあそうなのどこ行くの
[03:04:19.000] 俺が2度といかねえと思うラーメン屋さん
[03:04:21.160] は上に乗ってる具が冷たい時冷たかったら
[03:04:24.640] いくら美味しくても2度といか
[03:04:26.760] ないあるじゃんたまに上に乗ってるネギと
[03:04:30.399] かが超冷えてる
[03:04:32.680] やつチャーシューとかまで冷えてるやつ
[03:04:35.000] あるから
[03:04:37.680] ね美味しくないですよそれはあるある
[03:04:41.520] 萎える俺はええっ
[03:04:45.520] てりのとも行けば
[03:04:49.239] オッケーチャーシュはあったかいのがいい
[03:04:51.920] な桜にってところだな
[03:05:10.080] あられどこですかね
[03:05:13.560] これ保留チャーシュ冷えてるのえます
[03:05:17.960] ないるよねーしてから暖かくして食べる
[03:05:21.520] いやでもさそうするとさ冷えてたらさあれ
[03:05:24.359] じゃんぬるくなるじゃんスープ
[03:05:27.760] まで暑くてなんぼなわけですよラーメン
[03:05:31.040] なんて
[03:05:47.280] [音楽]
[03:05:49.000] こんだけやってまだスライムが埋まってね
[03:05:51.600] えってやばく
[03:05:58.000] ないここもバルザックくせえ
[03:06:02.130] [音楽]
[03:06:08.200] な金すら行けそうなのにねうん
[03:06:18.120] これとかバルザックか何なんだろうこれ
[03:06:21.520] 青い爪みてなやつずっと最初の方からある
[03:06:25.120] んだよどこだろうと思い
[03:06:27.760] ながら普通にゾマの爪がってことかどこだ
[03:06:32.359] かわかんない
[03:06:36.760] けどということねデスタムーアもここまで
[03:06:40.040] 残るとは予想外テスタムーは超難しいよ
[03:06:44.319] めちゃくちゃ難しい
[03:06:46.360] [音楽]
[03:07:11.960] これどこだろうこれもバルザックくせんだ
[03:07:14.200] よな
[03:07:15.660] [音楽]
[03:07:29.960] これはどうだちげえな
[03:07:53.880] わかんにゃん
[03:07:56.319] よギガンテスあたりの青金スラじゃない
[03:08:00.359] ジグソパズルってすっと入るのにちゃんと
[03:08:02.960] 隙間なく見えるの
[03:08:08.640] すごい違うんだよ
[03:08:14.520] な違うんだよな
[03:08:21.160] [音楽]
[03:08:22.720] これ何な
[03:08:24.160] のおまたのあたりの
[03:08:29.279] 青
[03:08:33.399] これ
[03:08:37.399] 違う違う
[03:08:41.279] ね違う
[03:08:43.560] な謎
[03:08:55.000] 失礼えんやでええやで
[03:09:02.090] [音楽]
[03:09:24.359] はいこれね紫ってのがマジでのテーマこの
[03:09:28.960] テーマいいよ
[03:09:30.359] ね来
[03:09:41.420] [音楽]
[03:09:43.279] たこれキラーマジだと思ったメタライダー
[03:09:46.800] できた
[03:09:48.439] 違うのか
[03:10:08.400] [音楽]
[03:10:10.200] なないようん
[03:10:20.239] それは右上のスライムのとこじゃないです
[03:10:22.640] かねピロって方どこかにいますかどれどれ
[03:10:26.600] どれどれどれでもさ次郎って豚冷たく
[03:10:31.439] ないえ冷たくない
[03:10:34.920] でしょう1番
[03:10:39.520] 目さっき右下に置いたキラーマシンと思っ
[03:10:43.640] てたやつ
[03:10:49.160] 違う
[03:10:53.760] か常温はセーフな
[03:10:57.000] のうんうんまあったかいに越したことは
[03:11:00.680] ない
[03:11:02.000] ねあったかい方見えだろうだって普通に
[03:11:10.730] [音楽]
[03:11:19.840] キキじゃなければいいよ
[03:11:33.439] 笑うんここ
[03:11:40.080] か油が固まってるとかは
[03:11:44.560] ダメさがにそんなとこねえけどな
[03:11:47.930] [音楽]
[03:12:03.520] ここまできたけどこれしんどい
[03:12:10.390] [音楽]
[03:12:13.000] ろコンビニのチャーシュ乗せたんですか
[03:12:17.520] はあったよ
[03:12:20.680] 笑やだね
[03:12:22.960] それちょさっきあったんだよ
[03:12:26.760] なあれさっきあったんだよ
[03:12:33.200] ねどこ行ちゃったんだっ
[03:12:36.279] けこのシーズンはチャーシュもらったり
[03:12:39.200] すると袋のラーメン作りが
[03:12:42.560] どるいっつもさラーメン屋行ってさあの
[03:12:46.760] 食べる前はお土産チャーシュー買って
[03:12:49.479] 帰ろうてめてスライムやってみませんか
[03:12:52.399] チャーシュお土産チャーシュ買って帰ろ
[03:12:54.560] うって心に決めるんだけど食い終わったら
[03:12:56.239] 腹いっぱいでさいらねえあんな誰が買うん
[03:12:58.160] だつって毎回後悔する買えばよかった食べ
[03:13:05.279] てえ次郎の次郎の豚とかさラーメン次郎の
[03:13:10.399] 豚とかさ買って帰りたいんだけどさチキン
[03:13:12.720] ラーメンとご飯を同時に炊いてそこに
[03:13:15.000] チャーシュ入れれるのおいしいよ
[03:13:26.780] [音楽]
[03:13:28.760] 最高
[03:13:30.060] [音楽]
[03:13:31.880] 気球気球って
[03:13:34.080] 何何気球
[03:13:42.279] って4色
[03:13:44.340] [音楽]
[03:13:45.479] っぽいあこれ4の気球BGM4の気球なの
[03:13:50.040] これよく覚えてんなそんなんな
[03:13:52.560] パパパパパパパパパパパパ
[03:14:17.600] 太陽さんはドラクエ配信はし
[03:14:21.080] てる太陽さんしなよドラクエ
[03:14:25.200] 配信太陽
[03:14:27.200] さんドラクエ配信したこと
[03:14:32.160] ないしなしな
[03:14:41.210] [音楽]
[03:14:47.279] し
[03:14:48.319] そうそんなおれんかあれめちゃくちゃやっ
[03:14:51.840] てんじゃんみんな5分以内にし
[03:14:55.940] [音楽]
[03:15:00.000] てこれキングスライムもなんでこれ
[03:15:10.760] こんなジグパズル見るのに
[03:15:14.960] 忙しいこんなで
[03:15:17.920] だろ半分くらい青いのない
[03:15:23.319] の14時間切りたいねいやあもうそれは
[03:15:29.359] 厳しそうな気がしてくる
[03:15:31.780] [音楽]
[03:15:41.160] なもわかんねえもんだって見ても15切れ
[03:15:45.760] ばおのじちゃう
[03:16:02.479] ちょっとこれもうじゃあさラプソーンとか
[03:16:04.840] ちょっとやってみるかまた合わねえと思う
[03:16:07.199] けどさ
[03:16:23.800] 最初の1時間なんてほぼ選別で終わった
[03:16:26.760] もんね笑笑ほとんど何もせず終わってる
[03:16:48.080] 今はもうパズリストだ
[03:16:50.080] よパズスピースだと選別でそれくらい
[03:16:53.720] かかるのは
[03:16:58.439] 普通これピース結構落としてるからさもし
[03:17:02.600] かしたたんねって可能性がなき西もあら
[03:17:09.080] ずあら
[03:17:16.580] [音楽]
[03:17:22.760] いやあもうわかんねえなこの辺ないつ足り
[03:17:26.560] ねえは期待し
[03:17:28.760] てるしんど
[03:17:31.370] [音楽]
[03:17:58.399] 5
[03:17:59.840] ドラゴン
[03:18:03.230] [音楽]
[03:18:14.520] うん色っぽい
[03:18:18.279] よっぽい
[03:18:20.840] セクシームラムラ
[03:18:30.760] するセクシードラゴン
[03:18:48.160] 合わねえんだよなマジでこれ
[03:18:50.370] [音楽]
[03:18:54.160] なよし
[03:19:24.319] まだ箱の中にあるのけある
[03:19:27.279] よまだ結構ある
[03:19:45.640] よJA
[03:19:52.430] [音楽]
[03:20:36.960] 違うん
[03:20:39.239] だ無
[03:20:56.279] ハボは今どんな
[03:21:04.560] 感じああなるほど
[03:21:07.800] 君だったのか
[03:21:09.960] これ通りで終わんねえわけだよこのこあれ
[03:21:13.600] だから
[03:21:18.320] [音楽]
[03:21:25.479] おすげえ進ん
[03:21:28.680] でる中田ルートクライマックスっぽい
[03:21:33.880] 中田中田って誰すげ住んでるっしょ頑張っ
[03:21:39.279] てんよ
[03:21:42.560] [音楽]
[03:21:50.399] ツインテールの気弱はそうな子
[03:22:01.440] [音楽]
[03:22:11.720] うん忘れられたなか
[03:22:17.270] [音楽]
[03:22:20.239] ルデスタムーアのトゲトゲ分かりやすい
[03:22:24.160] ね
[03:22:25.190] [音楽]
[03:22:26.800] うんわりやすいような分かりにくいような
[03:22:30.399] だな
[03:22:31.680] これ完成が近づいてき
[03:22:34.710] [音楽]
[03:22:41.120] てるこのトケトケさ本当合ってる
[03:22:45.730] [音楽]
[03:22:50.439] 歌ってごまかされたな
[03:22:52.680] 方そういうこと
[03:22:57.080] かこの辺
[03:23:00.580] [音楽]
[03:23:05.399] だこれどこにつくんだ
[03:23:10.850] [音楽]
[03:23:44.239] 覗きに来たよやっぱりもう6時間プラス
[03:23:47.000] コースだった
[03:23:48.359] か終わんねっすわんねっす
[03:23:54.279] よカ気持ちでやったらこれ
[03:23:59.680] だこれ
[03:24:10.040] かゴーストの下ってどうなってるのう
[03:24:13.080] くくく
[03:24:15.090] [音楽]
