[00:00:18.240] 邪魔ゲームさんコメントお待ちして
[02:01:48.480] でめちゃくちゃうめえしなんでこいつ
[02:01:54.599] こんな普通にうまい
[02:01:57.640] [音楽]
[02:02:02.320] しいなけあ7機あるぞ見なけねん
[02:02:09.040] かこクリアできねえ
[02:02:11.070] [音楽]
[02:02:14.880] だろありがとナイスありがとも
[02:02:32.000] 雑魚敵がスーパードンキーコングでワニが
[02:02:35.119] 死んだ時みたいな声してただ
[02:02:38.520] な
[02:02:43.140] [音楽]
[02:02:47.440] 可愛いめちゃくちゃむずく
[02:02:50.199] ねこれ俺何もやってないよこれ本当に何も
[02:02:53.679] やってない今みゆちゃんがプ難しい出
[02:02:59.000] ててる
[02:03:01.050] [音楽]
[02:03:02.560] よ本俺声汚ねえやマジでんもやってない
[02:03:05.840] から俺みゆちゃんが今やってますしかも
[02:03:08.280] クソむずいですこれなんか弾が
[02:03:11.159] くそちゃんとしかも全部7機見させられる
[02:03:14.280] んだなこんな
[02:03:17.360] ダダだよなんでこんな難しいのこいつの運
[02:03:22.280] が悪いから難しいモード入っちゃったて
[02:03:23.880] ことか多分あすげえボスまで行っ
[02:03:28.599] た何こボちさっき
[02:03:35.520] とだよ避けられる
[02:03:38.679] か何これ
[02:03:41.119] 笑笑ボテさん笑笑何これなんなのこれさん
[02:03:45.599] 笑笑何このくそかわいそうじゃんえ何これ
[02:03:48.760] なん
[02:03:50.000] でんでんこいつだけゲやってん
[02:03:57.520] のもぎさん
[02:03:59.870] [音楽]
[02:04:02.199] クリスタ難しくなるような気がいや本当
[02:04:05.079] お前がやるとなんかくそ難しくなってたよ
[02:04:08.040] 確かにすごいダスだた気がなんなのこいつ
[02:04:10.520] なんでうん運悪くってこと運とかじゃない
[02:04:13.520] でしそれ文化性どうだった
[02:04:16.880] 不満だよ
[02:04:19.119] ゆもも
[02:04:22.199] よしわかったよし分かったじゃあこれから
[02:04:25.719] 俺の俺たちで文化さやろっかねこれこれ
[02:04:28.239] から俺たちでこれから俺たちでさ文化祭
[02:04:32.079] しようか文化祭な高野祭しようぜ高野祭
[02:04:36.639] クリスタルウィングそっくりや
[02:04:39.040] ほんまクリアウィングシンクロドラゴン
[02:04:41.320] じゃないどっちかていうとこれどっち
[02:04:43.040] かっていうとクリアウィングシンクロ
[02:04:44.400] ドラゴンでしょ今のクリア出し物何しよう
[02:04:48.440] か何でそ何出そっかな出し物バカ野郎つっ
[02:04:52.520] てバカ野郎出し物だよじゃないだよバカ
[02:04:55.000] 野郎出し物だよボロンじゃないんだよバカ
[02:04:57.040] 野郎バカ
[02:04:58.719] 野郎フランクフランクフルトの屋台だよ
[02:05:01.639] じゃなく
[02:05:07.920] て行こう落ち着いた今ちょっとごめん乱れ
[02:05:12.040] てた心さんはいはいひどいよなお前が乗
[02:05:15.639] お前も乗ってきたのに俺だけか
[02:05:18.920] よ俺だけ切り捨てられた切り捨てられ
[02:05:23.880] たひどいよ
[02:05:26.239] ねああ来たはいにこさん
[02:05:31.639] おーいはいはいてう平気平気今来たとこ
[02:05:37.559] はいじゃあ行こう行こう可愛いなでもこの
[02:05:41.239] いつ
[02:05:44.400] な今日は絶好の遊園よりですな
[02:05:49.679] はいまあまあ
[02:05:51.760] 細かいあさんこんばんはさん
[02:05:55.079] こんばんは今日もやってますそしてこの子
[02:05:57.840] 何からろかポワポワモードですバーチャル
[02:06:00.800] ハザード行きますいいよそれじゃあ早く行
[02:06:03.760] クソ川でしょクソ川モード入ったわ
[02:06:08.679] 確変う結構並んでますねそうですね
[02:06:14.160] [音楽]
[02:06:25.079] これ俺ちなみに俺がやってるからね
[02:06:29.800] これこいつ下手だわ任せろよ俺にかっこ
[02:06:34.040] いいとこ見せてやっか
[02:06:35.639] なせてあげる方がいい
[02:06:39.590] [音楽]
[02:06:41.480] かたせてあげた方がいいかもしんねもしか
[02:06:43.760] したら上
[02:06:45.480] 任せ
[02:06:48.599] ててちょ待
[02:06:50.520] てこれでそんな行けけなんで撃たねんだよ
[02:06:55.159] これ女の子に撃たせあけない女の子にあ待
[02:06:58.320] てけけけよしよよよし
[02:07:02.520] ナイスあ終わりか終わっったゆちゃんで
[02:07:07.320] もうポインターの動きが老人なんだよな
[02:07:10.800] ポインターの動きが老人なんだよ
[02:07:13.559] なくくくくくみたい動でいいねさっきの
[02:07:18.800] ゾンビばっかり狙ってた気がするるんだ
[02:07:22.559] けど本当
[02:07:24.400] だエペやってる時のあの道具捨てる時あの
[02:07:29.119] 道具死者選択してる時の
[02:07:33.679] みゆちゃグラスさんできないでしょさっき
[02:07:36.639] の三ばっかり狙ってた気が
[02:07:40.119] するなんでまたそんなことたみちゃんが
[02:07:42.559] 可いからだよ笑笑それはそれで楽しかった
[02:07:45.480] んじゃ
[02:07:48.320] ないちゃんが可愛いからだよしこっか
[02:07:51.599] ゾンビに疲れてもちっとも嬉しくない
[02:07:55.440] よああむずいこいつあまりなんでそれ言っ
[02:08:00.520] てるんだよ部屋さんついてないうわむこれ
[02:08:05.320] 嫌われちゃうかな
[02:08:07.040] あのそのて家まで送ってほしいっていうか
[02:08:11.199] さあれがないねアフターないねそろそろ
[02:08:14.199] アフター1回あってもいいんだけどね延長
[02:08:16.280] 戦2回戦あってもいいと思うんだ
[02:08:19.639] けど11月でしょ
[02:08:22.800] なんかあったっっけあと紅葉も見に行った
[02:08:24.920] し丸ハゲドンこの子あんま好きじゃなそう
[02:08:27.239] だしなサッカーも興味ないでしょ
[02:08:29.920] コンサート歌舞伎座の怪人歌舞伎座の怪人
[02:08:32.840] は見なくていいなアイドルが好きって言っ
[02:08:34.719] てたもんね響きのスケートスケートとか
[02:08:37.920] 行きたいねりちょっと
[02:08:40.880] こここいつのあれ見る
[02:08:43.360] わさん渡るんて名前長いから全部くっつけ
[02:08:47.880] て笑いルー
[02:08:50.440] ない笑うルーム笑いルーム
[02:08:54.079] ショールームなんだお前
[02:08:57.079] か当たり前だよ部屋
[02:09:00.159] さん女の子の評価教てほしいねどねさどう
[02:09:04.719] でしょうかさあどうでしょううんままだ
[02:09:07.960] 大好きモードではないよねショールーム笑
[02:09:11.760] ショールームでじゃやべえ月こでみこ爆発
[02:09:15.320] しようか別にね光でしょ別にてかホと同じ
[02:09:20.679] だよと同じなんだよ俺ホムとさコブ同じ
[02:09:25.400] 同じ評価なんだよなんでホム俺のこんな
[02:09:27.840] 好きになってんだよ
[02:09:29.000] えっとえこれここさいいよねほっといて
[02:09:32.000] だめかな1回電話しないとうんいいよ電話
[02:09:36.599] しとっか1回爆弾解除だけしとくかえっと
[02:09:39.520] ああったあったこんな感じだ
[02:09:43.480] よいいっていいね1回ちょっとうん電話し
[02:09:48.719] とくか
[02:09:50.020] [音楽]
[02:09:51.599] 93
[02:09:53.840] 111バボでいじれ爆弾持ち怖いんだよ
[02:09:57.840] なさん爆発させて光の評価下げると逆にね
[02:10:01.639] 逆にうわ皆さん見てくださいこれが恋愛
[02:10:05.520] マスターフェイトの女を操るテクですこう
[02:10:09.400] いう風にあえてLINEを既読無視あえて
[02:10:13.719] デートすっぽかしこれがこのフェイトと
[02:10:16.559] いう男怖いですね
[02:10:22.239] なるほど勉強になりますフェイトさんあ
[02:10:24.520] さんパネパネこれが恋愛マスターフェイト
[02:10:28.400] のその名に
[02:10:30.840] は女を落とすてくそうするわえちなみにさ
[02:10:36.480] 光以外は下がらないのさんこれこそ
[02:10:40.880] 人生光のあれはさがんないの光光じゃねえ
[02:10:44.040] やこの子のさん仲子同士は爆弾のダメージ
[02:10:47.679] もすごいでかいうんうんうんそういうこと
[02:10:49.040] ねあのさ
[02:10:51.679] あのこきが大丈夫だったらいいよこきが
[02:10:54.040] 大丈夫なら
[02:10:56.800] いいこきが大丈夫だったらいいんだよ
[02:11:00.320] なまちょっとこれ遊んで容子と雑学上げ
[02:11:04.239] とくかねあ文系も1けそろそろテストが
[02:11:08.119] あるから末テストチャト見て何見てる
[02:11:13.440] よ俺なんか取りこぼしたごめん読んで
[02:11:16.599] なかったら
[02:11:19.199] ごめんあちゃったまいっかまいっ
[02:11:24.159] かっシグやんについている王冠の横の
[02:11:27.639] バッチみ
[02:11:28.760] てこするなもぎさんあれなんだと
[02:11:33.400] 思うなんだろうねそれねなんて言うのそれ
[02:11:37.280] 教えてなんて言うのそれ部活練習日危ねえ
[02:11:39.400] ししさん笑笑危
[02:11:42.960] ね
[02:11:45.199] よし11月19日えー何かあったかなやる
[02:11:50.440] ことねなんだと思うしちゃんどうしたの
[02:11:53.800] そのバッチ誰にもらったの誰にもらったの
[02:11:56.159] それ教えてもぎさんあれね私がサブギフ
[02:12:00.480] あげたからサブスクライバーなんだよし
[02:12:02.960] [笑い]
[02:12:04.840] ちゃんいいなそれ言ってる時だけ本当に5
[02:12:08.000] 歳児みたいな目をキラキラさせて言ってる
[02:12:10.440] んだろうな悪気もなく
[02:12:13.079] えっとぐしぐしさん頑張ります今日だ
[02:12:18.520] よさいいね
[02:12:22.960] はぐれスピンメルじゃなく
[02:12:27.360] てわ出たさん耐えて耐えてあゆさんどうし
[02:12:32.239] たの今日歩いてお姉様がお兄様でお兄様が
[02:12:36.199] お母様でがお姉様でホが女なのだガチで
[02:12:41.520] ちょっとやばいやつねしししさん今あなた
[02:12:46.000] は何も聞かなかったはいさんこれいいすぎ
[02:12:49.559] てサブスクなのに
[02:12:52.400] 強い薬をになったほらもう強いお薬飲ん
[02:12:56.239] だっ
[02:12:57.400] ぐしぐしさんでもあの子はちょっと気に
[02:13:00.079] なるけどねあの子もあの子でなん事情を
[02:13:01.599] 抱えてそうだね厄介な厄介な事情それは
[02:13:05.280] 厄介なさん大丈夫来るよ
[02:13:08.639] 笑笑金狼感謝の日またデートの予定でも
[02:13:13.079] 入れようか
[02:13:14.880] な11月やることねえんだよなでも
[02:13:18.360] なさんくるくるくるよ
[02:13:22.440] くるくるくる
[02:13:24.159] ちゃん12月から
[02:13:26.880] はそうだね12月入れちゃおっかスケート
[02:13:30.800] 場かスキーかどっち見た
[02:13:33.920] いいスキーみたいねスキーウェアみたいね
[02:13:36.960] この子のねはいオッケーはいスキー
[02:13:41.480] いただきなんかスキーでイベントねえか
[02:13:44.480] なでススケートもやるよじゃ大丈夫
[02:13:47.400] スケートもやるスケートもやるうん
[02:13:48.800] ぐしぐしさんスノーマジック
[02:13:51.880] あよは疲れたあみゆちゃん来たしししさん
[02:13:56.440] ひかりちゃんはったよねねこれみゆ行って
[02:14:00.360] いい今みゆちゃんなんだけどみゆるっしょ
[02:14:05.079] みゆこれるかなぐしぐしさん笑笑応呼びし
[02:14:09.440] てみよっかしぐししさんまだダメだよまだ
[02:14:12.360] ダメすかねまだダメ嘘行けないささん知ら
[02:14:15.679] ないよ知らない嘘だめか
[02:14:18.239] なまなしかまだ
[02:14:21.960] しぐさんポワポワ最強モードじゃないそう
[02:14:25.159] なんだよな1段階下なんだよなまだなうん
[02:14:29.040] まみゆちゃんにしとくかなビビってんなま
[02:14:33.280] いいやごめんみゆきちゃんで行くわごめん
[02:14:35.320] みゆき
[02:14:36.280] ちゃんまあまあまあまいいやいいやああ
[02:14:39.679] 偶然だねどうしてるかなってど思ってたん
[02:14:44.400] だよ
[02:14:47.599] みゆきなんなのなんでこんな俺のこと好き
[02:14:50.559] なのス一緒に帰りたいなて思ってたんだよ
[02:14:55.520] 本可いすぎないなんだこいつどういう
[02:14:59.679] つもり
[02:15:01.040] や最近俺が女の子に詰たいというよ女の子
[02:15:04.960] に生まれたかったでもあれだよ1年で4回
[02:15:09.760] 跳ねること
[02:15:10.750] [音楽]
[02:15:11.880] けど私はんで今人なん
[02:15:16.639] だここにいるやらなんかみ1人の集まりな
[02:15:19.559] んだから
[02:15:22.440] あの1人で寂しいやつが28人見てくから
[02:15:24.440] 大丈夫だぐしぐしさん笑笑
[02:15:30.040] さんみんな一緒だよなあみんな
[02:15:34.840] 一緒てんてんてんてえデートどうしよっか
[02:15:40.719] ないやでもな体調悪いんだよまいっか
[02:15:44.159] デート入れちゃおうかスケート入れよ
[02:15:45.960] スケートスケート
[02:15:47.560] [音楽]
[02:15:51.159] えー
[02:15:54.000] すごい日あこれちょっとあれだなあれああ
[02:15:57.719] テストだやばいテストやばい赤点取ったら
[02:16:00.800] まずいなえっともぎさんみんなで仙なイオ
[02:16:05.480] 集まっておしよちゃんと来いよじゃあああ
[02:16:11.159] み
[02:16:12.520] だオフ会0人にしないでね大丈夫大丈夫
[02:16:17.159] あもちろん大オ喜んで行く
[02:16:23.159] し
[02:16:25.400] ウどうもム
[02:16:28.239] です今日は会当日ですけどもこれこれやっ
[02:16:33.120] ても誰もわかんないよねねこれわかんの
[02:16:35.960] ちゃんだけ
[02:16:36.960] だろさん笑笑これで笑うのちゃんだけだ
[02:16:41.599] みんなわかんないからハモシャムなかる
[02:16:45.240] ハモるシャムくそ面白いから最初の5秒
[02:16:49.639] だけすげえ面白い
[02:16:52.599] さん頭おかしなるさんあれ見た後めっちゃ
[02:16:56.760] しつこかったねちゃもう深夜ってことも
[02:16:59.200] ありねあの全然何も
[02:17:01.679] あの何もなかったあやべえ俺さうわもう
[02:17:05.439] くだらねえことももうもうくねシャムの
[02:17:09.280] ものまねしてたら待ち合わせ場所わかん
[02:17:11.160] なくなっちゃったこれどっち
[02:17:12.880] だですよしもセーブしようもうあれだ
[02:17:17.319] 待ち合わせ場所聞き逃した忘れたやべえ
[02:17:21.639] よしセーブしようこれができるからでも
[02:17:24.359] いいよなこのゲームなセーブしたよしよし
[02:17:26.719] よし
[02:17:28.040] よしこんなシャムに邪魔されると思わ
[02:17:31.080] なかっ
[02:17:33.559] た聞いてなかった
[02:17:37.240] ね誘惑やだよやだ
[02:17:41.639] よ今日はオフですけど
[02:17:49.840] もださ何の写真それわ雑学やべえ
[02:17:56.599] 133体調やべえなもしこれ喧嘩イベント
[02:18:00.719] 来てもマジ勝てるようにしとかねえと
[02:18:02.200] まずいぜ月さん誕生日しょうがねえから
[02:18:05.120] あげるよさん芸術低すぎない笑芸術的
[02:18:10.960] センス
[02:18:12.160] ゼロよ
[02:18:14.280] あらどうしたマジでその格好でお前が学校
[02:18:17.519] 来てん
[02:18:18.559] のおばんみたい
[02:18:22.960] てよしこれで爆弾ちょっとな大丈夫ねだめ
[02:18:26.519] か
[02:18:28.719] な芸術14だっ
[02:18:32.120] て終わってやがるこいつ
[02:18:36.319] あ
[02:18:37.920] さん学校でドテどうもしャドテラってん
[02:18:42.840] かれさん現実のちゃは性健康運動かける
[02:18:46.719] 芸術
[02:18:51.160] な割とマジであ俺あれだ駅だからあれだ山
[02:18:56.080] だから駅だわ分かりやすくていい
[02:19:07.920] わクソ
[02:19:10.280] 川バカ川ああ来たおーいお前いつもこの
[02:19:15.280] 髪型にしてこいよお前2つ結び可愛い
[02:19:18.080] じゃんう
[02:19:20.840] 兵器今来た
[02:19:23.359] とこじゃあ行こう行こう可愛いねスキー
[02:19:27.880] ウェアを見れんでしょちなみにちょっと
[02:19:30.800] 心配だったけど見事に晴れたねうん空気は
[02:19:33.840] 綺麗だし紫外線は眩しいさんかいね違線は
[02:19:39.679] 眩しいって言うかこれでまく絶好の後楽
[02:19:42.719] 日和り後楽日りっていう後楽ビとはま違う
[02:19:46.679] 違うと思うんだけどなスキーでしょこれ
[02:19:53.880] おどうなってんのお前そのピエロの帽子
[02:19:56.800] みたいこれもしか半ズボン被ってねえ
[02:19:59.000] こいつマジでどうなってんだお前その髪型
[02:20:01.880] その帽子本当にあんのこういう服こういう
[02:20:05.280] のってこういう帽子ってさん頭に
[02:20:08.840] トランクスかるなこれえ本当にあるの
[02:20:12.160] 女の子のささんないよねオリジナルだよね
[02:20:16.280] 多分
[02:20:17.560] ねどんなひどいにってそれうれいい思いで
[02:20:21.080] 嫌の思いで昔は昔今日は楽しい思い出を
[02:20:23.800] 作ろないかやっぱないかこれちょっとない
[02:20:27.399] 昔は昔今日は楽しい思い出を作ろうそれも
[02:20:30.720] そうだね今日は楽しくやろうあんな目2度
[02:20:35.479] はやないだろなだれとかに巻き込まれたと
[02:20:38.000] かやめてくれよマジでなだれに巻き込ま
[02:20:40.880] れるとかさんよみお姉ちゃんと
[02:20:45.479] 同じ
[02:20:47.640] が感よしよしよしよしそうだなまた出もう
[02:20:52.640] なこの子健康も必要なんだけどな
[02:20:56.280] あの来た
[02:20:58.479] ああアフターないね送ってほしいないや
[02:21:02.280] 全然送るよ全然送るけど全然送るよも
[02:21:05.680] なんか寄ってこうってなんないねなかなか
[02:21:07.319] ねなかなか
[02:21:10.280] 延ルさん地元すぎて懐かしい単語だった何
[02:21:14.800] が何が何が地元
[02:21:16.880] えー容姿た体調上げなきゃだめだな
[02:21:21.080] やべえでもテストあんだよな今週な勉強
[02:21:23.000] 入れとくか1回なあこれ次テストでしょだ
[02:21:25.359] てこれ3で10にデートやってだから今週
[02:21:28.760] ちょっと勉強底上げしよう底上げていうの
[02:21:31.439] はさなんかもうすでにできてる人が使う
[02:21:33.479] 単語なんだけどなすでに全くできてねやつ
[02:21:36.800] が底上げとかいうなんか交渉な単語使わ
[02:21:38.640] ないで欲しい何底上げとか偉そうな
[02:21:46.399] よしもぎさん笑えらそう底上げ
[02:21:51.319] あ光だ無視し
[02:21:56.080] ますまあまあま文系文系も40後半あれば
[02:22:01.439] まあまあいいんじゃないのまあいいでしょ
[02:22:03.560] いこれだったら赤点回避だよこれ赤点回避
[02:22:06.399] そしてデートですよしよしよしどこ行くん
[02:22:08.960] だっけスケートかいい
[02:22:14.479] ねあ来た
[02:22:18.860] [音楽]
[02:22:20.960] デートやっぱ目もさ効率重視でさもうこの
[02:22:25.560] 辺からデートいらないよねってプレイも全
[02:22:27.520] ありなんだけどやっぱ毎週末毎週末あわ
[02:22:30.800] ちゃんこんばんは見てくださいこの子くそ
[02:22:32.720] 痒くなりましたよ俺にポワポワモードです
[02:22:34.840] もう好きです俺のこと勝ちました勝った
[02:22:38.600] 寒い日の空ってでてわいやマジ冬の空好き
[02:22:43.600] や俺本当に冷たい気持ちもんなわかる
[02:22:48.010] [音楽]
[02:22:49.439] わるマスターチャマのねシワってことかな
[02:22:53.960] ねえねえどのスケート借りたらいいのかな
[02:22:56.520] どの
[02:22:57.600] スケートスピードスケート女の子
[02:22:59.920] フィギュアスケート1番詰めやす北形用
[02:23:02.520] ええなんだわかんねえ
[02:23:06.200] な一番滑りやすいのは北形用この子何
[02:23:10.280] だろうねスピードスケートはちょっと
[02:23:12.200] 危ねえ危なかしいしなこれさマジでさ選択
[02:23:15.160] 肢超むずくないこの子わかんないよね
[02:23:17.240] こんなんどれが正解なんて
[02:23:21.640] 女の子はフィギュアけるとかでもこれ
[02:23:23.920] 引っかけくせんだよなかそっかじゃ
[02:23:29.160] フィギアにする行けるかまこままよしよし
[02:23:32.720] よし外れじゃない時よしむは
[02:23:37.399] もがなんか微妙な感じになってんだよな
[02:23:40.710] [音楽]
[02:23:41.920] あのあ家まで送ります
[02:23:45.359] まで
[02:23:47.190] [音楽]
[02:23:49.439] ていねなかなか好感度上がんねえなこれ3
[02:23:52.800] 年生までに行けるかな末テスト来ました
[02:23:56.240] これ赤点取ったらまずいっす頼む
[02:24:00.200] よ国語だめはい数学だめリカ
[02:24:06.520] だめさ
[02:24:08.319] オッケーエゴミ終わっ
[02:24:13.560] てるまままでも赤点ではないんじゃない
[02:24:16.439] 赤点ではないんじゃないのテスト休み電話
[02:24:19.279] して
[02:24:21.640] どうすっか
[02:24:24.560] な好感度上げないとまずいよ
[02:24:29.880] な
[02:24:30.910] [笑い]
[02:24:33.399] あぶねえあ良かったテスト休みでこれ
[02:24:36.880] テスト休みじゃなくて今日日曜日だったら
[02:24:38.479] 俺完全に部活飛んでたわ危な見てなかった
[02:24:42.040] あぶねえうお危ない危ない危部活飛ぶとこ
[02:24:45.960] だったよかった危ねえ16日休みてよかっ
[02:24:49.319] たこれ完全に普通に16までテストでこれ
[02:24:52.600] 言ってたらもう部活飛んでたわ
[02:24:55.600] アビ
[02:24:57.399] アビあタワー
[02:25:00.080] 行こうオオオケもうもう多分どこどこにも
[02:25:05.040] 多分連れていけはするよね多分これねそう
[02:25:07.880] 聞いて聞いて動ねうんああだめそんな
[02:25:14.640] の猫に噛まれた
[02:25:17.040] らしいを
[02:25:19.319] ええすっぽかすとこだったこれだここまで
[02:25:22.880] 来たらさすっぽかしないよねここまで来
[02:25:25.120] たらもう3年生まで頑張りたいよねこれね
[02:25:28.279] はいなくそう可愛いやだめだこんな可愛い
[02:25:32.479] の
[02:25:33.160] だめあミクちゃん返してるよずっと見てる
[02:25:38.240] からね
[02:25:42.180] [音楽]
[02:25:43.840] 任せろ練習所
[02:25:46.479] 開始響きの高校相手は
[02:25:51.319] コムドットみたい第7高校コムドットにい
[02:25:54.600] [音楽]
[02:25:58.520] そう勝てるねやべ負けたああ負けた負ける
[02:26:04.080] ことあんだこれ今に見てろ負けることあん
[02:26:07.680] だねま練習えこれなんで負けたの負ける
[02:26:09.960] 条件って何今までずっと勝ってたんだけど
[02:26:13.479] あちゃんせっかく応援してくれたのにごめ
[02:26:17.479] 活コマン足ない
[02:26:20.359] コマンドをやんなきゃいけないんだそんな
[02:26:23.319] ことないよててじゃねえそんなことねえっ
[02:26:25.479] て言ってやるよバカ野郎え部活コマンドが
[02:26:29.080] あるん
[02:26:29.880] だ部活行っとく波動玉食らわせて
[02:26:34.000] やろ部活コマンドいるか体調少だ部活やっ
[02:26:38.800] てると内部で部活経験値入てそうな
[02:26:43.000] のでも
[02:26:46.439] な部活行っとくで
[02:26:49.240] もえん師とさ雑学もういいかな体調あげ
[02:26:53.720] ときたいんだよね部活やると体調下がる
[02:26:56.439] からなましょうがねえ
[02:27:00.600] かインターハで勝つためにはやっぱ部活な
[02:27:03.359] んだね部活経験値が必要なんだろう
[02:27:06.800] な今まで勝ててたってことはそんな俺やっ
[02:27:09.640] てたってことかなあんまやってないんだ
[02:27:10.960] けどねもうちょっと頑張らないと
[02:27:14.319] 危ねえバカなんだ
[02:27:16.439] な危ない危ない危ないギリセーフでしょイ
[02:27:21.960] 可愛い冬服も可愛いあみゆちゃん
[02:27:26.240] シ何今までなんとかれてフさん買った後の
[02:27:31.319] 主人公のセリフでどれくらい余裕があるけ
[02:27:34.000] わかるよあそうなんだちなみに俺は今どな
[02:27:38.560] んだなんて言っていいかわかんないけど
[02:27:39.760] そんなに気を落とさないでなんて嘘だよみ
[02:27:44.439] 全然落ち込んでなんかないよ今までパスし
[02:27:48.080] たのが不思議なくいだよるわ
[02:27:52.640] こいつご機嫌うとかしなくていいから楽で
[02:27:55.600] いいよ予さん匠と
[02:27:58.200] ブッキングフェイトさんに前回勝ったとん
[02:28:02.520] とか勝たギリギリだったん
[02:28:05.479] だ部活やんなきゃだめ
[02:28:08.359] かでも正直運動上げたくねえんだよな運動
[02:28:13.160] もういいんだよねま雑学もたまに上げる
[02:28:14.920] けどで体力上げたいんだよ
[02:28:18.680] なやなんだお前のそのニコニコちゃん顔
[02:28:21.920] なんだお前それたどうした今年も
[02:28:24.240] クリスマス1人なんだろ今年もってお前な
[02:28:26.600] んだよ悪かった
[02:28:28.040] な怒らない怒らないこれをやるからさなん
[02:28:32.120] だああ住のねで行われるんだってさ女の子
[02:28:37.279] も勢招待さるこれ行く意味あんのか行った
[02:28:40.840] 行けんのかな
[02:28:42.000] 俺あの容子は足りてるでしょ多分これね
[02:28:46.920] 100行ってれば行けんじゃない行けない
[02:28:48.720] どうなんだろうべ部活やんなきゃだめかま
[02:28:53.439] デート
[02:28:54.830] [音楽]
[02:28:59.520] 行こう相変わらず可愛いのお前は
[02:29:03.720] なよしどこ行くんだっ
[02:29:06.960] けあタワーね下から上げると高いよね高い
[02:29:12.680] ねいい景色が見られそうだねじゃ早く
[02:29:16.040] 行こう行こう行こう
[02:29:20.560] 霞がかかったみたいに見えるねこんなに
[02:29:24.319] 高いところから街を見るといいね床抜ける
[02:29:27.840] とかやめろよ
[02:29:29.920] なかって金感が出迫力あるカスミてより
[02:29:33.080] スモックだよこれこれこれは本当にカスミ
[02:29:35.240] がかかってるんだよえこれどれが正解とか
[02:29:37.680] わかんねえ
[02:29:41.000] ぞ帰って金感が出て迫力があるうわこれ
[02:29:45.279] マジでこいつの選択肢わかん
[02:29:48.040] ねえマジでくこんなこんなんどれが正解か
[02:29:52.680] なんてわかんないよ
[02:29:55.479] ね俺は本当に風がかかってるんだよああ
[02:29:59.880] そうなのかじゃあこんな街の中でも生きて
[02:30:04.800] いけるんだ全然かみ食ってっかんなまあ
[02:30:08.640] こんなもん
[02:30:10.760] だろ今度は
[02:30:12.960] もっとねなかちょっと当たんねえんだよな
[02:30:17.080] むずすぎるよねかなえこれさまあこんな
[02:30:22.359] もんだろうって上がってんのかなあれあの
[02:30:24.240] 好感度チケット持これこれもう入れるよね
[02:30:28.200] さすがにさすがに入れるよね行けるメ様の
[02:30:32.840] お友達でいらあそう
[02:30:34.760] です結構ですあやったあやった初め落とし
[02:30:39.439] たけどまだ選択肢はわからないんですね何
[02:30:42.560] 落としたて何が落としてないよこの子は
[02:30:46.000] まだこの子初めてです
[02:30:50.120] ふん移住あれが住さんのお兄さんなんだに
[02:30:54.160] なって恋愛マスター目指すかそうだ
[02:30:58.840] ねああいたいた来てたんだね
[02:31:05.610] [音楽]
[02:31:20.160] うろさん笑笑ランディさんえこれブッキー
[02:31:24.520] の家ベイトさん笑笑豆さん笑笑ボテさん
[02:31:30.319] 真顔でスクわろ
[02:31:32.880] たブッキーじゃないよこれブッキーの家
[02:31:35.319] じゃないこれはあの移住員ヒカルの家院
[02:31:37.920] ヒカルだけ異院なんとかの家あの妹の妹
[02:31:40.880] キャルの
[02:31:41.760] 家めちゃくちゃ
[02:31:44.040] めおいそのリボンおそのリボンほいちゃ
[02:31:47.279] あことにクリスマスプレゼントがある
[02:31:51.880] つってなつってなみんなさん移住光住院光
[02:31:56.080] る話けどなつってなあこのBGMポケモン
[02:32:00.359] 金銀のあれだよポケモン金銀のチャリンコ
[02:32:03.560] と一緒だからなちなみにコドコード進行も
[02:32:07.439] 曲の構成も全部
[02:32:09.080] 一緒この
[02:32:14.780] [音楽]
[02:32:17.359] BGMう楽しい
[02:32:20.399] よ食べ物は
[02:32:22.840] 美味しいだしお金持ちていいね本バカで
[02:32:27.760] 助かるそういえば向こうに美味しそうな
[02:32:30.359] ロースト素早いとそれそろそろプレゼント
[02:32:35.680] 交換あ何これ
[02:32:38.479] え俺が止めんのわかんねルーレめて好きな
[02:32:44.600] え紫でしょ絶対あ止これ
[02:32:50.800] どうやって止めんだよ誰のだいら
[02:32:56.359] ねえ1番ゴミじゃねか捨てて帰れよこんな
[02:32:59.200] んマジでフトさん笑笑何これゆさんの
[02:33:02.359] お兄さんのプレゼントレイいらねえ結構
[02:33:04.920] たくさんあるね引き当てるってラッキーだ
[02:33:06.560] ないやいらねえだわちゃわガさん一番いら
[02:33:09.319] ねえだふざけん
[02:33:10.880] なもうパーティーも終わりみたいだなさて
[02:33:13.600] 帰ろえーでも可愛かったなさっきのさっき
[02:33:17.920] のめちゃくちゃ可愛かったね
[02:33:20.290] [音楽]
[02:33:21.479] これ部活やっといた方がいいのかなまた
[02:33:25.319] セクしてんのちゃんこんばんはちゃ
[02:33:28.560] こんばんはセしてます今日もセクハ
[02:33:31.600] チャンネルですどうもえ体力がない
[02:33:36.260] [音楽]
[02:33:41.720] なえマジでさフトさんから見てさ俺何する
[02:33:45.319] べき
[02:33:46.399] 今何するべき体力必だよでもなあ31日か
[02:33:52.720] 1月ってなんかイベントあったっけ武弘
[02:33:55.439] サーカスメダルゲームペンギン賞あーら
[02:33:59.200] 室内プールいいねスケートもスキーも行っ
[02:34:03.240] たしサーカスメダルゲームペンギン賞行き
[02:34:05.800] ましょうかペンギン賞1月4日から
