[00:00:00.240] もう緊張するでしょすごくない
[01:09:30.600] いきなり笑笑笑笑大丈夫か
[01:09:39.600] 9999やってくれるじゃね
[01:09:42.719] かにしやがってーを与えていくゲーだった
[01:09:46.000] んラゴンクエストて足るのーでリアル
[01:09:49.000] ダメージ
[01:09:50.839] 23逆に足っただけんでよかったが生きて
[01:09:54.400] いるからして直しですね持ってるよ汗で
[01:09:56.920] 不足かな塩かポカ飲みましょう
[01:10:01.280] ハッカ笑笑み何も見なかっ
[01:10:05.960] た何もなった
[01:10:11.280] アティティ2kgハム楽しくなってきたね
[01:10:14.840] わさん
[01:10:16.400] 笑笑笑勇者たちのリアルを実演するから
[01:10:19.960] ちょっと呼吸整えていこうあっちに行こう
[01:10:23.560] ぜここのクリップの生えぐそう何もなかっ
[01:10:26.920] たねうんこうじゃねえとな何もなかった
[01:10:30.360] この呪きよりメンタルがルカされている気
[01:10:33.520] がするなんかあったっけ何もなかったさこ
[01:10:37.679] やばごたおごめんさっきの前と足るのつっ
[01:10:42.360] てる笑笑よし行こうぜフームの締め切り
[01:10:46.520] 終了しましたまだえる空港が大丈夫大丈夫
[01:10:51.000] 上通ったらロス呼吸していこう
[01:11:01.750] [音楽]
[01:11:05.840] ごめん逃げたごめんトロス入んの
[01:11:10.310] [音楽]
[01:11:18.080] これく
[01:11:21.310] [音楽]
[01:11:25.600] しなきゃやいねこれさ対処すべきこれこの
[01:11:29.000] エギガ2体ってこれ対処すべきなのきつい
[01:11:37.639] な逃げでいいんじゃねえかなボテさんおつ
[01:11:42.080] ですえ対処する
[01:11:46.440] これきつい俺さちょっとさMPねMP温存
[01:11:51.159] してきたいんだよ
[01:11:52.600] ね逃げれるうよし逃げかなム消耗したく
[01:11:58.400] ないから逃げかな運悪く必殺食らったら
[01:12:01.480] 死ぬ悪く逃げそても死ぬしもう判断とが
[01:12:08.800] ない
[01:12:10.560] やめろ入りますがロの攻撃力以上の敵ませ
[01:12:15.840] ん笑笑出た知ってたきついな笑殺やっぱで
[01:12:22.400] あれば逃げかなあザード元さんこいつが
[01:12:27.080] 楽くしてるな右は強いよよしよし叫んで
[01:12:31.920] いけアップよちよちよしよし笑よしよし
[01:12:37.199] 怖えブリザード君多すぎる笑笑ひのきった
[01:12:41.960] 笑笑強化バージョン笑追いかけてくる
[01:12:45.560] ブリザードさんストーカー草今日
[01:12:47.600] ブリザードし出演多くないテさん後ろでお
[01:12:50.400] 金積んだつよし逃げれたさっきから怖い
[01:12:53.920] 行けてるよあ
[01:12:57.120] ける俺なら
[01:12:59.719] けるなんでお前追いかけてる
[01:13:02.679] んていよてん
[01:13:06.020] [音楽]
[01:13:22.400] 笑笑笑
[01:13:24.120] て助かる祈れちゃまちゃ嘘でしょゴミか
[01:13:27.679] 笑笑4匹うわ笑笑祈れみんな祈れ祈れ
[01:13:32.880] やめろ願だからやめてくれ願だからそんな
[01:13:36.760] のやなルカしろルカしろ頼むぞよしよ
[01:13:42.360] よよしよしよしよしよ逃げろ逃げ逃げここ
[01:13:47.280] まで来
[01:13:50.510] [音楽]
[01:13:52.760] たらもうやだ
[01:13:56.280] は逃げ逃げのここで逃げてた逃げだ
[01:14:03.159] 頼む笑笑来た来た来たオ全カよし笑笑
[01:14:06.520] ナイスすげえ笑笑ルカ助かるないちゃうよ
[01:14:08.840] よし許されたよしよしナイスよしよしよよ
[01:14:11.199] よしかったよしよしよしよしナイス笑笑か
[01:14:13.480] よっしゃパチパチパチナイス声がっよよし
[01:14:16.480] すごいナイスナイスナイスありがてえ
[01:14:18.639] ナイスナイスセフ888許された笑よし
[01:14:22.639] ちゃった笑笑パチパチパチナイス持ってる
[01:14:25.080] 持ってるナイスじまさん強い心臓が保た
[01:14:27.199] ない笑笑怖いやった休しましょさんが
[01:14:30.600] 引き受けてくれてる悪いのはみんなの
[01:14:32.360] プレイヤーがもらってるから安心してこれ
[01:14:34.120] 白に着くまでにプレイヤーが持たないので
[01:14:35.840] は優しいブリザードさんナイスラン怖いよ
[01:14:38.000] 見てるだけで泣きそう笑笑椅子に座れない
[01:14:40.120] 笑笑行中の幸を実現する男心拍スブ大丈夫
[01:14:43.040] かああブリザードくまかしたナイス泣い
[01:14:45.120] ちゃった150行った160行った休憩
[01:14:47.280] 休憩160オーバーそのまま行けなんでだ
[01:14:50.480] よおいあげてくださいメンタルがもう
[01:14:53.960] まずいですよ休憩してあかん160超え
[01:14:56.280] てる休憩ただ例外がありこのブリザード4
[01:14:59.120] 匹の場合内部エンカウントはブリザード4
[01:15:01.320] 匹サイクロプス0匹という計算で出して
[01:15:03.639] くるのでローレ以下の攻撃力でもあの編成
[01:15:05.920] 抱きもう読むの疲れた今日夢に出そう過去
[01:15:08.639] 1神だわ心拍数がリングフィットより心拍
[01:15:12.320] 数高くて草休憩して休憩休憩しよ俺なら
[01:15:16.480] ベリアルまで行ったら絶対戻らんな配信者
[01:15:19.400] としては戻るの正解だけど笑休憩しましょ
[01:15:23.360] 笑笑やばいぞ
[01:15:25.520] されナイスセーフ呼吸してよしよしよし
[01:15:30.199] ええぞついたここで休憩入れよさはさよし
[01:15:35.120] よしよしよしついたア回復30分くらい
[01:15:39.280] 休憩してきてくださいお願いします発系
[01:15:42.440] 真っで心配すぎますここで1度休憩しよう
[01:15:45.679] ぜ一旦休憩して仕切り直しやで頑張った
[01:15:48.850] [音楽]
[01:15:50.800] スクUR省略テレビレスパラネクぶ
[01:15:56.400] 301mけけよしゾ
[01:16:02.120] 突破ここで休める今も数があかんことに
[01:16:07.760] なってる仕切り直して良いプレイしようぜ
[01:16:10.760] 休んで勝てるぞすまファミチキ買ってきて
[01:16:14.480] 休憩してくれ数がやばいナイス判断それは
[01:16:18.400] そうしっかり休憩してトイレ休憩助かる
[01:16:23.480] 休憩休憩休憩しよ休憩しっかり水飲んでる
[01:16:28.480] よいよ休んでいくよ整えようがっつり休ん
[01:16:31.760] できてくださいまだ配信つけて1時間時間
[01:16:35.199] 余裕あるですごい緊張感心拍数は5090
[01:16:39.360] 未満が正常値です自分の数値をよく見て深
[01:16:43.239] 呼吸を心拍数頭に酸素が行ってないと
[01:16:47.120] ハーゴン指導にはてないまずは頭を
[01:16:49.920] 冷やそう落ち着いていこう
[01:16:52.500] [音楽]
[01:17:04.120] ままずはあとボス2人なんだから時間は
[01:17:07.480] 腐るほどあるでちょっと中しよなんて
[01:17:11.760] 恐ろしいゲームだろう休んで窓開けて酸素
[01:17:15.400] 取り込んでもろてまあゆっくり行こうや
[01:17:18.440] とりあえずハーゴン戦どう
[01:17:20.260] [音楽]
[01:17:21.800] する大丈夫だハーゴンもなんとかあ考えて
[01:17:26.920] はある俺ハーゴン戦さマホト入れる派なん
[01:17:31.440] だよね入れない方がいいって意見もあるか
[01:17:33.600] もしんないけどちょっとそれで練習してき
[01:17:35.000] たからちょっとそれでやらせてくんない
[01:17:36.760] わりちょ練習あの俺魔法ト入れるわああで
[01:17:40.639] も今回ちょっと違うんだよないいようん
[01:17:45.560] いやでも耐える前提で殴りの方がいいかな
[01:17:49.040] でもそれならそれで急ぐ必要がないのが
[01:17:52.560] ラス思うようにやっていいと違う今気づい
[01:17:55.520] た俺がやってた練習だとこのランドに
[01:18:00.120] ランドにね魔法の鎧がついてなく
[01:18:08.360] て
[01:18:10.239] ましイオナズンで半分食らって80とか
[01:18:14.560] 食らってたから魔法入れてたんだけど今
[01:18:17.040] 耐えるんだよ
[01:18:18.400] な難しい
[01:18:31.199] たでになるそうだねそうだ使うの
[01:18:36.670] [音楽]
[01:18:39.960] そうになる倒した
[01:18:42.690] [音楽]
[01:18:47.880] 服ベストだと思うプレでよいよいやでも
[01:18:51.199] ホト入れて火力減らせの導になるしねまあ
[01:18:56.040] ね僕遅延行為するから
[01:19:01.199] ねいつも通りで良さそうそうだ
[01:19:04.639] ねゆっくりでいいよおお三かわしの服の
[01:19:09.159] 回避にかけるのねそうだねま少しでも確率
[01:19:14.639] は低い方がいいよないつも通りだと爆散し
[01:19:17.320] そうですが余計なこと言うんじゃ
[01:19:21.000] ねどうなっていいんだよ楽しもうで
[01:19:25.640] [音楽]
[01:19:27.239] 笑笑
[01:19:28.920] 笑笑まそんくらいのそんくらいでいいよ
[01:19:33.040] 笑笑何もアドバイスできないけど応援
[01:19:35.960] 頑張ろいやいいんだよ応援してくれてる
[01:19:37.719] だけでもマジで力になる
[01:19:39.010] [音楽]
[01:19:42.120] からちより倒れるよりちゃまさん自身が
[01:19:46.639] 一番命大事にることならハーゴンざしたい
[01:19:50.679] なナイスそうだな
[01:19:54.220] [音楽]
[01:19:59.480] だいぶ呼吸落ち着いてきたよ飲み物飲んで
[01:20:02.400] 落ち着こうお
[01:20:05.360] ありがとう私も無だけどめっちゃ応援し
[01:20:08.400] てるでめっちゃ嬉しいマジでありがとうね
[01:20:10.560] も当然のようにホまく敵キャラに感情入
[01:20:14.239] するタイプだからちゃまさんのこと応援
[01:20:18.480] でき結にわらず楽ご勝スして
[01:20:25.520] ひく笑笑切れ
[01:20:28.360] そう120切りましたね少し安心ですけど
[01:20:32.480] やっぱり不安ですよボスはラもない待っ
[01:20:37.040] 呪文じゃないってばもう手のしびれは
[01:20:40.040] だいぶ良くなった手のしびれはねだいぶ
[01:20:42.480] 良くなったよちゃまさんの方も命大事に
[01:20:46.000] コメんだでいいよいつも通りのちゃまくだ
[01:20:50.199] 皆さん応援してます頑おいい感じね
[01:20:55.159] ちょっと落ち着いてよかった軽口いいぞ食
[01:20:58.719] があと1時間半あるからゆっくり頼むよ
[01:21:01.800] 20と上がっちゃうからもうちょっと
[01:21:04.719] 落ち着くといいなけるいける買っても負け
[01:21:08.080] てもおいしいやんけ楽しめまめちゃくちゃ
[01:21:10.560] おいしいよ
[01:21:11.679] ねぶっちゃけ言っていいぶっちゃけ言って
[01:21:14.639] いいめっちゃおいしい
[01:21:18.520] 今そうなん
[01:21:20.679] ですこのタイミングで手うか勢い余って
[01:21:32.480] 無理
[01:21:35.199] でん笑顔ロさなんかあった方がいいがすん
[01:21:39.920] なめ面白いから心して
[01:21:43.520] ねし草笑顔俺さっきあっちの部屋でさ寝て
[01:21:48.159] たんだけどになって寝てたんだ
[01:21:50.679] けどめちゃくちゃおしいっった
[01:21:54.719] レ
[01:22:00.080] [音楽]
[01:22:27.760] 83とりあえず本の方の自己紹介しとく
[01:22:32.080] 大丈夫
[01:22:37.560] 丈つっ
[01:22:39.719] てが特定のいてブリザーをせけないので
[01:22:45.560] 増えキラマシンキラマシン
[01:22:49.000] なん号だけんでこいい調子ってきたが
[01:22:54.480] マシンとまない指導みたいなもんあと公開
[01:22:58.080] してないのはカード番号
[01:23:00.800] だけおしいなまちゃんがりしてきてよかっ
[01:23:04.600] た俺あっちの部屋で休んでる時に俺あっち
[01:23:07.199] の部屋で休んでる時にすげえニヤニヤし
[01:23:09.199] ちゃって
[01:23:12.679] なんかこんなね馬のれの配信者みたいな
[01:23:16.719] やつがカメラの前から消えてね消えて4何
[01:23:22.000] 人が待ってんの
[01:23:24.719] 大物スターがなんか大物スターがなんか
[01:23:26.920] アンコール待ってる時みたい
[01:23:30.280] な何それうま
[01:23:33.960] [音楽]
[01:23:35.000] 笑笑笑大スターだよらニヤニヤしてる草
[01:23:43.560] 笑笑笑1月後くいにこの配信の
[01:23:46.360] チャンネルアナリティクス見せてな
[01:23:50.320] [音楽]
[01:23:54.560] が戻ってきた気持ちいいね笑笑アンコール
[01:23:57.840] アンコール今のあなたはスターですからね
[01:24:00.560] 心に余裕があるのは安心いやいや十分大物
[01:24:04.040] 何言ってんの笑笑とりあえず大丈夫そうや
[01:24:06.920] な笑笑そうじゃねえとなじゃもう次も
[01:24:09.639] アンカーやれ笑心
[01:24:12.400] し40人増えた
[01:24:15.780] [音楽]
[01:24:17.239] レーなかったのはってる
[01:24:20.159] のそこが問題だ
[01:24:22.679] 笑来たわ
[01:24:26.400] 逃げ
[01:24:31.280] どっち逃げる
[01:24:34.480] 逃げれるなめんな
[01:24:36.679] よ1つ注意するのはブリザード4匹という
[01:24:40.760] 編成本来トヘロスが効くんですが内部計算
[01:24:44.320] がミスっていてブリザード4匹
[01:24:46.600] サイクロプス0匹という計算でさもう読む
[01:24:50.000] の疲れたって逃げよナイス
[01:24:54.440] っていたのはちゃまさんじゃなくて
[01:24:56.239] フレームだった最初さきをフレームかな
[01:25:00.000] 持ってる冬チャリングドラゴンは草イミと
[01:25:03.960] 選びかけてわたああ逃げられてよかっ
[01:25:07.600] た私があったはいさん
[01:25:15.719] こばねよはブリザード4からクソトヘロス
[01:25:20.639] おめえらが回り込むことねえだろうがよ
[01:25:24.600] 逃げろやしませんよレベリング
[01:25:29.080] しよう笑笑を想定していました笑笑お前ら
[01:25:34.400] 早く逃げろそんなことあるんですかやる気
[01:25:38.199] 笑落ち着いて終わったら回復を3残り笑
[01:25:42.800] もりもり殴ってきて草終われそう好戦的な
[01:25:46.840] はたさんやなまあまあ大丈夫やこのゲーム
[01:25:50.400] のトヘロスはローレの攻撃力以下の敵を
[01:25:53.880] 寄せないという様なんですのぐれメタル笑
[01:25:58.080] なんでこんな時だけやる気を出すぐれ
[01:26:00.600] メタルも先に逃げられて同し
[01:26:04.040] てあだろあいつらもさ逃げようとしてさ
[01:26:07.440] バーて走り出したら俺たちも逃げるもんだ
[01:26:09.360] からなんかあのなんかあれいにあてなった
[01:26:13.719] んだろう
[01:26:14.190] [笑い]
[01:26:17.719] なになったねなら大丈夫よ自分を信じ
[01:26:22.679] て笑笑気まずい雰囲気笑拶笑笑笑笑ああと
[01:26:30.800] ハーゴンの城もダンジョン扱いなので
[01:26:33.119] トヘロス向こ同じ方向に避けるやつね笑
[01:26:37.639] 隠れんぼで隠れる場所かぶっちゃったまな
[01:26:41.159] ダブル
[01:26:43.480] 自分歩いてくだけせになってよくあるやつ
[01:26:47.159] や笑ええどこみたいなよしさあハーゴン
[01:26:56.480] 脳いい
[01:26:58.560] ぞ腹決めろよハゴてめえもよ
[01:27:05.980] [音楽]
[01:27:11.119] 勝負魔かるよ緊張してきたこっちも腹決め
[01:27:16.880] てんだよね本当だよ
[01:27:20.360] [音楽]
[01:27:24.600] あ緊張する笑笑よっしゃこれでハーンまで
[01:27:28.880] の害はいつもまさんに戻ってき
[01:27:35.480] たてる
[01:27:37.119] すげ
[01:27:38.180] [音楽]
[01:27:41.159] すげた
[01:27:43.880] ぞ
[01:27:46.600] よし
[01:27:49.320] いす
[01:27:51.679] すぎるすいありがと行け行けやっちまえ
[01:27:55.400] ゴールが見えてきた落ち着けやったぜ
[01:27:57.639] ついに来たよしさあ最後の大部隊だ行け
[01:28:00.560] いよいよやねマジですごいよここまで来る
[01:28:02.520] と思ってなかった笑笑一撃スポッドおお来
[01:28:07.040] た行け行け行けここまで来たよしよしよし
[01:28:09.520] よし休憩けて準備していこうぜうお来た来
[01:28:12.239] たほんまにここまで来るなんてここまで来
[01:28:14.280] たらもう全力でバトルを楽しむしかねえ来
[01:28:16.440] たうおけつ来たうおけおサのが気になるな
[01:28:21.880] はけ大夫サは60あ
[01:28:27.000] ザガ10ラマ忘れライブ会場だみの思いが
[01:28:32.450] [音楽]
[01:28:41.440] ラスラてってん
[01:28:44.400] めい
[01:28:47.199] 準備光の剣これ導入るんだよねってこれ光
[01:28:51.880] の剣入るんだよねべスタル200いけ君が
[01:28:57.800] 勇者だ頑張ってハにここまで来ただと
[01:29:00.920] 楽しんでいこう
[01:29:02.159] 光の剣誰持ってるんだっけ大丈夫感動
[01:29:06.239] ありがとの服に
[01:29:08.520] 着替えるの服に着替えても負けても最後の
[01:29:11.800] 戦いか行こう入るぶっ飛ばせ指導に入るよ
[01:29:16.280] 頑張れ頑張れ一緒に行こう
[01:29:19.470] [音楽]
[01:29:27.800] 決誰じゃわしのを邪魔するも
[01:29:32.639] はおの祈りと俺たちの祈りどっちが強いか
[01:29:36.080] 勝負しよう
[01:29:38.080] ぜ私を大官ハーゴンと知ってる行いか知ら
[01:29:42.159] ねえよてのことなんかよおらもおの方が
[01:29:45.679] 覚えとけよななおが覚えとよす
[01:29:50.140] [音楽]
[01:29:58.880] 始まっ
[01:30:00.580] [音楽]
[01:30:18.080] たる何こいつ
[01:30:22.960] よここの呪文ねルカなんとか入んないよね
[01:30:27.040] でも回復用いんだよねここはね入ないも
[01:30:29.679] 防御だよねサンサね弾防御しかないよね
[01:30:35.040] そうバカ野郎に上がった140まで上がっ
[01:30:39.600] た1休憩大丈夫いける
[01:30:43.520] 5533155はい余裕はい封じコメが
[01:30:48.000] たまに入るけど期待しない方がいいオ
[01:30:54.600] そうですね力の立先読みベホマは後でいい
[01:30:58.119] でしょうおこれ
[01:31:00.320] ナイレイドは大丈夫でしょいいねオッケー
[01:31:04.119] よしよしよし勝ったな勝ったねオッケー
[01:31:08.080] これさここさ
[01:31:10.760] 勝力の盾ランドランド力だと思うんだ俺
[01:31:15.600] ランド力だと思うんだよねここね俺ランド
[01:31:17.840] 力と思うんだ
[01:31:18.690] [音楽]
[01:31:20.880] けどは見せません
[01:31:24.159] あと殴りと回復力あんな服てるやつに負け
[01:31:28.719] ないて回復まね俺さに回復入れてやりてん
[01:31:33.239] だけど
[01:31:34.110] [音楽]
[01:31:37.520] 危くなったら入れてあげればえあそういう
[01:31:40.800] こと
[01:31:43.170] [音楽]
[01:31:47.000] やりやれば勝てる
[01:31:49.360] よやりたいこと全部やろう
[01:31:54.199] これ防御してもさ2連撃耐えないよ
[01:31:59.119] ね防御ホマ防御ベホマかな俺もそうしよう
[01:32:03.600] と思った今防御ベホマかなと思ったのだ
[01:32:06.119] 防御でこいつ先手撃ってきたら
[01:32:08.400] さまそれしかないよなイオナズンは耐える
[01:32:11.119] かでもイオナズンもああれしちゃってる
[01:32:12.679] もんあれしちゃってるからホ魔法入れ
[01:32:15.880] ちゃってるからあのファッションに負ける
[01:32:18.119] りない
[01:32:19.639] です
[01:32:21.239] そうだった
[01:32:23.770] [音楽]
[01:32:25.880] 眠んなよ眠んなよ眠んなよ
[01:32:28.159] よしナイス甘いランたわいいやお前寝てろ
[01:32:33.800] いいやお前はもう大丈夫寝とけあパパ
[01:32:44.490] [音楽]
[01:33:20.800] 88
[01:33:26.719] で
[01:33:28.560] たける
[01:33:31.480] パパパ
[01:33:33.760] もる
[01:33:35.790] [音楽]
[01:33:37.040] よー備これいん
[01:33:42.000] [音楽]
[01:33:52.719] だれ次がか頑張ってルなんだ
[01:33:58.560] よドキドキしてたいいよいいよじゃみんな
[01:34:04.159] そろそろ行こっか
[01:34:05.719] ね泣いても笑ってもこれが最後になるけど
[01:34:13.000] されにそろそろ蹴るかあレにナイス
[01:34:22.719] あがらツイテレビタディレアングベロ
[01:34:26.119] シラトアモチセク最高楽しんでこみなの集
[01:34:31.679] レイドのハが最大じゃないラストバトル光
[01:34:34.600] の剣マヌも忘れないであげて終わらせるべ
[01:34:37.520] ここまで来たら世界スが全滅しようが
[01:34:39.600] どっちでもいいとにかく楽しんでください
[01:34:41.840] ぶっ倒してやれラスト頑張れラスト決めて
[01:34:44.600] こいD35時間の積み重ねを食らえ祈る
[01:34:48.000] 負けたら本さらせな後悔のない戦いをいい
[01:34:51.119] よいいよラストバトルだ
[01:34:54.119] 俺はできているよし笑っていこうぜ
[01:34:56.679] ぶっ飛ばせ破壊を破壊するんやろも残ら
[01:34:59.960] ないぐらいに殴ってしまえやった会い
[01:35:02.199] たかったよこの33時間会いたかったよ
[01:35:06.199] お前に笑てこれが
[01:35:08.920] 頑やったろぜラスト頑張ってください決戦
[01:35:13.119] のバトルフィールドへ
[01:35:15.719] た行くぞドキドキやっ
[01:35:20.920] たれ応援に来たよ来た頑張れ頑張れでもさ
[01:35:25.560] でも
[01:35:28.719] さこれスクルト
[01:35:36.240] [音楽]
[01:35:44.080] ス無駄は弱い
[01:35:47.639] ありがと
[01:35:49.640] [音楽]
[01:35:51.840] 弱いやらるかなん
[01:35:57.639] でナイスナイスおいいよやっとけ今のちっ
[01:36:02.440] とけ
[01:36:03.680] [音楽]
[01:36:05.360] よオ
[01:36:08.000] おしナイスベホマ
[01:36:11.199] おしいいぞってんないいぞいいぞ最初の
[01:36:15.960] ベホマはれよしよしよしよしナイスナイス
[01:36:20.199] ぶっ倒せあんまり煽らないで怖いナイス
[01:36:24.520] ナイスえででよしよしよい展開炎行
[01:36:33.679] てルカナン入れたいルカンが入らないの
[01:36:36.560] 痛いルカナン入れたいねここさサマン回復
[01:36:40.639] 回復ルカナン入れ
[01:36:42.880] たいこんな強いの強えんだ
[01:36:45.960] よこれサマ回復
[01:36:49.199] か116ねちなみに難しいとこルカでいい
[01:36:54.600] と思んだ
[01:36:56.560] よそうだ
[01:36:58.440] ねしナイス正解が
[01:37:01.560] ないルカナ入ってねんだったらいいよ回復
[01:37:04.560] しても
[01:37:06.760] ナイス見えのナイスホマよしおいいぞいい
[01:37:12.960] ぞよし入ったナイスナイス
[01:37:17.880] なんはってるのよね
[01:37:24.230] [音楽]
[01:37:27.159] これもうル
[01:37:30.520] 入れあレの方に入れ
[01:37:35.679] とくここ回復たんだな分かった回復あれは
[01:37:39.239] 入れるけどだレ死ぬのはまずいそれは一番
[01:37:43.400] まずいそれは100%まずいからまだ
[01:37:46.119] ルカナン入れないとだでもとりあえずこの
[01:37:48.440] ターンは
[01:37:50.040] ごめこのターンはごめん1回ちょっとベ
[01:37:52.520] 入れるわ
[01:37:53.530] [音楽]
[01:37:55.599] あれなんか間違っちゃったあれ
[01:37:58.119] 入れよごめんなんかごめん危ねえよかっ
[01:38:02.520] たちょっと429人見てる時にごとかやめ
[01:38:08.770] [音楽]
[01:38:10.320] てあ水したのか今何どうなった今あ水し
[01:38:16.840] てる水してるレイドがを攻撃にしてる
[01:38:21.199] ランド殴る1ダメージ意識なくした行ける
[01:38:25.560] のか水レドが殴りで寝ちゃったいいぞいい
[01:38:29.679] ぞ意識を失ってるレイドが眠った意識
[01:38:33.800] なくしたこれ水がマジで怖いしかもここ
[01:38:37.400] ごめんここさここさレイドさ防御できねえ
[01:38:40.239] んだよレイドが寝ちゃってるからランドが
[01:38:42.960] 防御のコマンド消えちゃってんのよおめえ
[01:38:46.000] が回復してやれ失した失したとかあるんや
[01:38:51.400] やばえベホイミベイでいいよな
[01:38:53.860] [音楽]
[01:38:58.719] 優でい数上がってきただでも
[01:39:03.180] [音楽]
[01:39:07.080] 落ちる
[01:39:09.480] ランでサランドで
[01:39:13.719] サでサンでレイ
[01:39:17.159] ホ
[01:39:19.080] ナイスろよ大丈夫大丈夫痛いけど大丈夫
[01:39:23.520] よしよしよし
[01:39:26.440] よしパて1回する余裕あるけ数すご笑
[01:39:33.159] ナイスナイスうわここどうするこれ防御
[01:39:37.760] か防御のベホマか強いないやだってランド
[01:39:42.679] 死ぬ
[01:39:43.480] もん落ち着い
[01:39:45.520] てけやっぱりこいつ強いこれでいいの盾力
[01:39:50.800] の盾もあり
[01:39:53.599] ベホマランドは肉立てです死なせてはか
[01:40:01.159] です入れなあくそやあなん
[01:40:07.760] だ
[01:40:09.400] え
[01:40:11.199] ぬわやばいああああああああああうあああ
[01:40:21.040] やばいああやばいうわあうわあキッズああ
[01:40:26.480] ブレスかやば笑これこれはまずいうわあ
[01:40:30.920] ランドうわあランド落ちてもいけるよあ
[01:40:34.080] つっぴやばいお疲れ様でしたよいぞ動これ
[01:40:37.560] はきついまだまだランドは歯もないから
[01:40:40.280] 死ぬのは規定路線だから大丈夫よここで
[01:40:42.920] ブレスか終わるかランドの役目終わってる
[01:40:46.040] うわあまだまだまあまだ地名称じゃない
[01:40:49.320] 考えてまだだまあまだいけるまだいける
[01:40:53.400] まだ死んでないまだける
[01:40:55.100] [音楽]
[01:40:57.679] きてる
[01:41:01.119] なる
[01:41:07.630] [音楽]
[01:41:15.360] ちか
[01:41:17.239] まだ回復
[01:41:20.500] [音楽]
[01:41:23.480] ベホマかねレイドが生きてっからレドが
[01:41:26.520] 生きてやもケモンナイスナイスナイスよし
[01:41:30.520] よしオケーおいしいよでかいナイス大丈夫
[01:41:35.280] だ問題ないあっね完璧セーフ防御が生きた
[01:41:40.800] よしよしよしグッドワークナイスまだまだ
[01:41:44.960] える
[01:41:46.560] ひえナイス盾レド殴りサマンサ回復にまだ
[01:41:52.480] えるいい
[01:41:53.800] [音楽]
[01:41:56.840] ねしかしムーンのステータス見づらいな
[01:42:01.159] サンさ見えねえあとベホマ使い
[01:42:04.800] ましょうまだだ意識なくすの
[01:42:09.159] つえなんでだよもうなんでやすんだ
[01:42:17.199] よ当て
[01:42:19.639] てめっちゃよける笑
[01:42:23.500] [音楽]
[01:42:26.320] めっちゃ外す笑
[01:42:29.840] くそ
[01:42:33.760] くそこんな当たらんもんなんか行けるぞ
[01:42:38.080] 行けるいける行けるいける全然いけるよ
[01:42:41.920] 大丈夫まだ燃えるぞ今日ピロリ率多いな
[01:42:46.159] 落ち着けサマンサのハ見づらすぎる大丈夫
[01:42:49.560] しどみかわしの服着てませんたてたて
[01:42:52.440] 行けるいける落ち着いて判断しようそんな
[01:42:55.159] とこでいいと見せようとしないでくれよ
[01:42:57.080] 破壊
[01:43:11.990] [音楽]
[01:43:41.520] はいった
[01:43:44.560] [音楽]
[01:43:48.360] よはい神
[01:43:53.199] やった
[01:43:57.020] [音楽]
[01:44:23.320] さんありがとうございますさんありがとう
[01:44:26.119] ですきそうなんやけど笑笑パティパティ
[01:44:28.199] パテパテパパの
[01:44:47.000] 奇ごい
[01:44:50.840] ますアロはまトタル200ちゃさんお
[01:44:53.960] めでとう200ビッエワキベソメヒーアン
[01:44:56.280] ロベア率622トタル成しましたねいや
[01:44:59.840] 本当にすごいになった奇跡起こしたよな
[01:45:03.480] よしよよよよですレフの源気をつけるんだ
[01:45:06.560] よつエベアロ498タルすごいプレの中本
[01:45:13.679] ですタルめでたすぎる感想お疲れ様でした
[01:45:16.360] さ1時間ぐらいかけて帰りましょう見て肌
[01:45:18.599] 立ってます100当
[01:45:22.320] [音楽]
[01:45:51.920] やみエワキベそめペアンロベわおささん
[01:45:55.920] トタル3231001エワキベやば
[01:45:59.800] めっちゃやばい200さ帰って完全クリア
[01:46:02.560] だ500つエワキベヒーアロベ大です
[01:46:06.280] トタル801やるとやるんですよみんなで
[01:46:08.360] この道はおうぜ12人繋がったぞ
[01:46:10.480] ウイニングランダ帰るまでわからんほんま
[01:46:12.440] によく頑張った報告に知らせに行こうさあ
[01:46:14.760] 笑顔で凱旋だみんなニコニコおめでとう
[01:46:17.040] パチパチパチ48さあ帰ろう帰ろうお
[01:46:20.040] めでとうありがとうわかあのさ
[01:46:23.170] [音楽]
[01:46:26.679] このどうれ
[01:46:29.560] いんこの
[01:46:37.540] [笑い]
[01:46:40.840] ファリア
[01:46:44.760] しここまで
[01:46:48.000] しまで
[01:46:54.280] 笑笑笑って
[01:46:56.599] 笑笑笑だっ
[01:47:00.440] 笑笑笑
[01:47:02.020] [音楽]
[01:47:05.840] 笑笑笑この
[01:47:07.480] 笑笑笑ここまで
[01:47:09.599] 笑笑笑に
[01:47:12.360] 笑笑笑に帰る
[01:47:16.020] [音楽]
[01:47:16.190] [笑い]
[01:47:18.920] んここでるかなあ
[01:47:25.390] [音楽]
[01:47:32.440] [笑い]
[01:47:37.119] こり
[01:47:41.310] [音楽]
[01:47:53.040] です今からブジャンプの攻略本買うか笑笑
[01:47:55.520] 笑笑笑笑笑笑このクソみたいなリチ頼むで
[01:47:58.400] 本当どま笑いやもう凱旋に1時間かけても
[01:48:00.760] て脳死んった笑この時間まで
[01:48:04.199] 潰し
[01:48:06.599] あんでよ笑笑amで攻略ポってここどこ
[01:48:09.880] ですか笑一番最初の城だよで移動するんだ
[01:48:12.880] よボさんディス入ってお願いします
[01:48:15.040] まあまあ勝利の余にゆっくり帰って
