[00:00:16.279] ジマゲームさんコメントお待ちしてまジマ
[01:43:51.880] デートのってもあれだけどな
[01:43:55.400] えっとねデート入れてもう1デート
[01:43:58.719] 入れようかもうダブルダブルでもダブル
[01:44:01.199] ヘッターでわんさん気持ち悪い男体をける
[01:44:06.280] 配こちらですひどいな嬉しいなあでどうし
[01:44:11.480] た
[01:44:12.400] のえっと6がデート入ってて1周開けよか
[01:44:17.800] 開けてらせてんと
[01:44:23.199] だよ今回は今回はとかつっ
[01:44:26.920] てちゃんとメインヒロインの女の子ひかり
[01:44:30.119] ちゃんとですねえあれしてますよちゃんと
[01:44:33.080] ねもうデートにデートいやまだブラウザし
[01:44:36.840] ないでブラウザバック
[01:44:39.520] 晶えどうしようかな文句多いぞ文句なんか
[01:44:44.880] 1個も言ってねえだろよ文句なんか1個も
[01:44:46.880] 言ってねえスタジアム遊園地えどこ行こっ
[01:44:50.960] かなもう1回プール行こっか
[01:44:53.719] ぞもう1回プール行こっかな文句多いぞ
[01:44:58.159] 文句なんか言ってねえ
[01:45:00.159] だろだ断られたし断られ
[01:45:04.880] た断られたまいいやデートしよっかそれ
[01:45:10.280] じゃ駅前広場で光を待とうとねフェイト
[01:45:13.320] さんまた部活忘れてるそう第3日曜日は
[01:45:17.320] 部活み見てくださいもう最高じゃないです
[01:45:20.920] かこのさ断られても平気になってんじゃん
[01:45:25.800] もう全然平気慣れてきたわやばくないこの
[01:45:29.360] さ私服超良くない
[01:45:32.679] あの制服をちょっと着崩してねシャツ
[01:45:37.000] なんか出してその上からこの何ベストベス
[01:45:41.760] トっていうかセーターみたいの切るみたい
[01:45:44.040] なもう俺のこと好きだなレ君ちょっと
[01:45:48.960] 早くしてただそれでそれで配信してくれ
[01:45:54.119] じゃイトさんそれで配信してくれよ
[01:45:58.760] それしかもこれすごくないもうレン君てま
[01:46:01.840] ごめガチ本名なんだけど俺レんって言うん
[01:46:03.880] だけどね合成音声で声優が呼んでくれるの
[01:46:07.639] すごく
[01:46:08.599] ない20年近く前のゲームだよ
[01:46:12.080] 笑笑ちょっと早くついちゃってさ退屈して
[01:46:14.840] たんだ同じ服で連ん君言ったらクリップさ
[01:46:18.639] れてダウンロードクリップかされて
[01:46:20.320] ダウンロードしてうちのチャンネル
[01:46:21.599] ポイントにするよ
[01:46:25.040] お
[01:46:27.760] なあそんなことない
[01:46:30.360] さんかったから早く来ただけるさんもう
[01:46:33.800] めちゃくちゃ俺の無許可
[01:46:37.199] でじゃ行こうよ行きましょうもう俺のこと
[01:46:41.480] 好きじゃねえかよこの子ここの映画館昔は
[01:46:45.159] LA何Lコンチネンタルって何今はエルエ
[01:46:49.520] コンチネンタルええそうなんだ楽しみ
[01:46:53.400] 絶対分かってないでしょ絶対分かってない
[01:46:56.280] でしょ何LAコンチネンタルってうさん
[01:47:00.080] ロサンゼルあ何そうなのLA
[01:47:02.199] コンチネンタルは1950年代のロスで
[01:47:04.719] 起きた大量虐殺事件を負う刑事たちを描い
[01:47:08.000] たサスペンス映画が何それわなんかあんま
[01:47:11.719] 好きじゃなさそうこの子ままだったねにし
[01:47:14.280] とこうかままだったなそうだねあま噂通り
[01:47:18.199] だうんよしよしよしよよしよしよしよしよ
[01:47:20.760] 終わり方だっアア嘘だろ分かるだろそれ何
[01:47:24.119] 知らない知らない何それアフター
[01:47:27.080] アフターアフターアフターアフターああ来
[01:47:31.159] たよしよしよしよしよしよしよしもう今の
[01:47:35.199] 露骨なロード時間で分かったの今ね
[01:47:37.320] アフターな今アフターのイベント読み込ん
[01:47:39.599] でるなってエトさんアフターなアフター
[01:47:43.480] じゃないのこれ延長でしょ
[01:47:45.599] 延長やっ
[01:47:48.880] たこの喫茶で少し休んで速攻を
[01:47:56.040] わかんないなんだろう怖いなえこの喫茶で
[01:47:58.880] 少し休んでいきましょやったぜ混んでる
[01:48:01.400] みたいだ
[01:48:02.760] けど隕石がたはいはいはいはいはいはい
[01:48:05.840] はい入り
[01:48:12.679] ましょういいねもう見てくれよさん
[01:48:18.480] バた男がアフターするのがいちゃん怖い
[01:48:22.920] 行ったことないマジでマジで行ったこと
[01:48:25.679] ないんだよ
[01:48:27.080] ねマジで行ったことないわアフターなんか
[01:48:30.719] 本当にするやついんのかえっと甘いものは
[01:48:33.520] 食べたいんだなメニューワっともう見て
[01:48:36.440] これもうメニューじゃなくて俺のこと見て
[01:48:38.880] んじゃねえかよももうまいったねおさん
[01:48:41.599] さんガールドまいったねないないないない
[01:48:44.560] ないそういうお店マジで1回もないなんか
[01:48:46.960] そうなんか別そういう店に行こうともなら
[01:48:50.080] ないからねあいよあいよありがとう待っ
[01:48:52.360] てるぜまた待ってるぜもうメニューじゃ
[01:48:54.599] なくて俺を見ているしかも俺っていうのも
[01:48:57.199] 画面の向こう側の俺を見てるのハタだよ何
[01:49:01.480] て刑が多やつはポートピアそれゲームだね
[01:49:03.840] アフターパナもゲームだ
[01:49:05.599] な
[01:49:07.440] じゃあ私は
[01:49:12.679] 何が言いて何が言て
[01:49:17.119] 遊面白いって言うけどねそういう人たは
[01:49:19.920] ねばみたいねうちの地元にもあるんだけど
[01:49:22.599] ね面白いっていうよねえレアチーズケーキ
[01:49:26.080] と紅茶おしゃれだね噛んだコメントで噛む
[01:49:29.280] てなんだよえよし俺はブラックコーヒー
[01:49:31.560] かっこつけんなよかっこつけんなってね
[01:49:35.119] コーヒー牛にもらっとけおは飲めねんだ
[01:49:37.119] からブラックコーヒー
[01:49:39.360] なんかまし
[01:49:41.800] たなんだよそれちゃこんばんは終わった
[01:49:45.239] 終わったお話終わりです
[01:49:47.080] かんおりなさい
[01:49:52.800] で水買った何わさんもぎちゃんお帰り26
[01:49:57.440] 歳女性がさヨドバドコで水砲買わねえ
[01:50:01.440] だろへえ渋いんだねんさんあケーキ欲しい
[01:50:05.639] あ少しもらおうかなじゃああんて口開けて
[01:50:09.679] くれたらさ買うだろやばもぎさんエアコン
[01:50:15.239] の清掃スプレー使って奥の方のムース流せ
[01:50:19.320] 買ったわ
[01:50:24.760] クそのいその理いいねさんほいい
[01:50:34.480] なあれ奥の方のムース流せなかっちゃった
[01:50:37.719] んだ
[01:50:39.760] 水鉄砲へえ考えたねうみさんこんばんは
[01:50:44.000] ほら口開けろよあーんじゃげないえなんで
[01:50:47.880] 嘘うさん137円の清掃用具さん買う
[01:50:55.079] 子供こんや
[01:50:59.119] んねもうやばいよも相当円満です今超円満
[01:51:05.360] もう俺のこと好きでたまらねえんだろうな
[01:51:07.760] あさんこんばんはもうやばい止まんねもう
[01:51:11.400] ひかりちゃんの俺を見る目がもうなんか
[01:51:14.719] そういう目になって
[01:51:16.880] ますお疲れおれちゃに落ちるやんありがと
[01:51:20.679] ね
[01:51:22.840] も隊どこなん本最悪だ
[01:51:26.320] よりしてましたね最悪だ
[01:51:30.719] よそんなはおやすみありがとうえ桜はもう
[01:51:36.920] 終わっちゃった
[01:51:38.199] からさんお疲れ様疲れちゃんお疲れちゃん
[01:51:44.199] えありがと
[01:51:46.280] [音楽]
[01:51:52.639] 芸術
[01:51:57.780] [音楽]
[01:52:23.320] 将来の僕のお嫁さん
[01:52:26.599] です電話くれて嬉しいな好きだ
[01:52:31.719] よんのクリップチェックお願いし
[01:52:35.119] ますどうしよもねクリップがまたいっぱい
[01:52:37.599] 乱立するな
[01:52:40.960] 部屋にいてあるののぬいぐるみこれなこ
[01:52:45.400] なお
[01:52:47.250] [音楽]
[01:52:52.560] どうしようもねえどうしもねえなもう読む
[01:52:55.880] のれたさんクリップ
[01:53:00.079] たでも紙クリップができるってことはさ紙
[01:53:03.679] クリップができるっていうのは紙素材が
[01:53:06.119] いるからだぞ事1つ言っておきたい俺は
[01:53:10.040] みんなに1つ言っておきたい紙クリップが
[01:53:12.639] できるということはだよ紙素材があるから
[01:53:16.199] でしょ料理も全て素材からね俺が面白いっ
[01:53:20.079] てことなんだよグルンさん早くめてすい
[01:53:23.840] ませんすいませんはいすいませんはい余計
[01:53:27.000] なこと言わずに行きますえ容子は100
[01:53:29.440] あれば十分でしょう理系も80欲しいけど
[01:53:34.719] なワタックスさん素材は命
[01:53:39.360] こんばんはだよねいいスシはいい素材から
[01:53:43.679] ねよく言われてますからそういうことなん
[01:53:46.040] ですよね皆さんも危機として危として
[01:53:51.440] さんダワタックスさん本それですよね
[01:53:56.880] なんかうちのチャンネルはなんかもう
[01:53:58.639] 揚げ足を取るようなあレカさんこんばんは
[01:54:01.360] レカさんこんばんは
[01:54:03.159] 何花火花火女やめてくれあコさんやッ
[01:54:13.000] ヤッホーあ
[01:54:15.360] 可愛いめっちゃ可愛くないこの子
[01:54:19.440] 雪だってつ
[01:54:22.679] いつも事故てたらあさんれんのかちょっと
[01:54:26.840] ちょっと喋り方がちょっと本当にこの子
[01:54:28.920] ちょっとあの前作のよおに似ててさ
[01:54:32.320] ちょっとあのもしかしてシンナーとかやっ
[01:54:35.679] てらっしゃるあの口が回ってない行こさん
[01:54:39.719] ちょっとちょっとちょっと吸ってるよ
[01:54:46.400] ねさんまたってるまさん
[01:54:55.639] はゃ大丈夫めちゃくちゃでもとりあえずっ
[01:55:00.199] さん出たしん枠笑不良不良高校やからさ
[01:55:05.119] 死ぬでしょいやこれ2回目ですこのいやだ
[01:55:07.760] 最初めちゃくちゃビビったんだよこの子が
[01:55:10.000] 事故にあったよのこれドカンつってさ俺さ
[01:55:13.360] パート1でさあのやえさんがさ退学した
[01:55:16.280] でしょパート2であのかっぱかっぱ部屋の
[01:55:19.119] 女の子があの引っ越しちゃったじゃんもう
[01:55:21.800] ついに下手なくなってさキャラクターを殺
[01:55:23.960] すっていうそういう選択肢取ってきたんか
[01:55:25.639] なと思ってびっくりしちゃったおコナミ
[01:55:29.199] すげえなと思ってもう女の子を退場させる
[01:55:32.679] 手段がなくなってもうついに事故で殺すん
[01:55:35.480] だと思ってびっくりしたねそうじゃなかっ
[01:55:38.239] た
[01:55:39.639] らしいネタがねえんだなと思って退学ネタ
[01:55:43.440] もやっちゃったし天候ネタもやっちゃった
[01:55:46.119] しあもう次事故しかねえと思って47に
[01:55:48.280] なってもこんなセリフをとっにでもける
[01:55:51.079] ようにああなるほどねまライターさんは
[01:55:54.440] そうだよねこういうの出てくれだろうね
[01:55:57.960] わるんさん笑笑えっとねまだでもこれがね
[01:56:02.040] もうないんだよねおよみおよみこれないん
[01:56:06.440] だよねこれがねも行ける場所がハマドも
[01:56:09.159] 終わっちゃった
[01:56:10.520] でしょないんだよなもう別に特に目ぼしい
[01:56:13.719] ポイントがないんでちょ好きなとこ
[01:56:18.199] 行こう好きなとこ
[01:56:20.679] 行くは
[01:56:22.800] りん君電話くれて嬉しいなどうすんのこれ
[01:56:27.639] えー3日2日ってあれ何ああれあれ
[01:56:32.199] か3日ちょっと
[01:56:34.880] じゃあどこ行こっかな普通に河川敷公園と
[01:56:38.079] かでいいじゃんもうさもういいなんかそう
[01:56:41.040] いう人気スポット行ってなんだかんだ
[01:56:43.639] Twitterにあげてトレンドだああだ
[01:56:46.040] こうだとかそういうくだらないムーブいら
[01:56:47.760] ないっす河川敷でいい俺たちは愛がある
[01:56:50.440] から愛があるから
[01:56:53.159] 時で大丈夫ですもう愛があるのでなんか
[01:56:57.360] そうなんか人気のディズニーランドデート
[01:57:00.800] だったらディズニーランド行っておいしい
[01:57:04.440] もん食べて夜は豪華なレストラン行って
[01:57:07.599] 彼氏にバックプレゼントしてもらって
[01:57:09.679] みたいそういう愛のないデートいらない布
[01:57:13.440] 置いてってもいぐらいだ俺たちはもう一緒
[01:57:15.199] に入れるだけで
[01:57:18.199] 幸せこれで付き合っていってんだから怖い
[01:57:21.119] よね本当に難しいあまあね俺たちからし
[01:57:25.040] たらそう男からしたら考えるの難しい
[01:57:27.280] だろうねそうだよね付き合ってはないよ
[01:57:30.679] 付き合ってはないけどほっぺたにくっつい
[01:57:33.800] たハンバーガーのソースをえ女の子が
[01:57:37.119] 舐めるぐらいのとこまでは行っ
[01:57:40.000] たん式で子供の名前考えよっか家族計画族
[01:57:46.400] 計画寝るべ
[01:57:47.800] よ家族計画をるわ
[01:57:52.480] についたハンバーガーほっぺたについた
[01:57:54.159] ハンバーガーのソースなおもぎさんひかり
[01:57:57.440] ちゃんがなめてきたのそういうことああ指
[01:58:00.880] で多分取ってたけどねさすがにここペロっ
[01:58:03.320] てやってきたらもうそれはもう
[01:58:06.159] はみそれもう為でしょそれはもう外したら
[01:58:08.840] 目も当てられないのが怖いと1人だけ
[01:58:11.800] 真面目にほなるほどねえ
[01:58:16.210] [音楽]
[01:58:18.520] あれあれみんなさ1つお願いがあるんだ
[01:58:21.719] けど
[01:58:22.960] のっててきて
[01:58:25.760] くんあれこれどっちだっけたにペってきた
[01:58:29.880] のか
[01:58:35.159] 行っていいでしょねこれどっちだっけ覚え
[01:58:39.119] てねやっちっ
[01:58:41.800] たやっちまったよどっちだっけこれ
[01:58:47.920] りじからねさんまた
[01:58:52.440] だよ前回もやっちゃってさめちゃくちゃ
[01:58:55.239] 嫌われたのね
[01:58:57.760] さんそうしかも特にさ本当いやもうも別れ
[01:59:02.840] てんじゃんあれがさん視聴者
[01:59:07.079] のれ大丈夫ですあのあれわさんあれですわ
[01:59:10.280] さんあれですあのうちほらほらうちの
[01:59:12.560] チャンネルはもうボロボロで誰も別に俺の
[01:59:14.800] こと助けようなんて思ってないん
[01:59:17.440] でどっちだよこれもう覚えてねえ
[01:59:23.760] 覚えてねえやこれどっちだったっ
[01:59:27.840] けうわこれ
[01:59:30.360] はだったはずんさんちゃんと橋だけ見てた
[01:59:35.400] さんだから上飛べ
[01:59:38.679] けディスク4だけ
[01:59:41.679] しろなんでそんななんでそディスク4行っ
[01:59:44.920] たからねメカさん上だなじゃアケとるわ
[01:59:48.599] しょうがねえからわかんねえもんな
[01:59:52.599] アンケート取るよブルポンさんしたちょ
[01:59:56.159] いいやアンケート取るから待って
[01:59:59.719] えっといやこれ間違えたくないよ間違え
[02:00:04.159] たくない
[02:00:05.840] よ
[02:00:07.030] [音楽]
[02:00:09.719] えっと
[02:00:11.639] はい投票時間1分なとか意ないよ
[02:00:19.239] ほらはい1分間だけ取りますいやもうこれ
[02:00:22.840] 本当ここで間違えたくないあのまた悲しい
[02:00:24.800] 電話聞きたくねえんだよこれ間違えると
[02:00:26.960] 電話なんかあのなんつうの電話かかってき
[02:00:30.119] て電話っていうか留守が入ってきて
[02:00:32.520] ジョットさんめちゃあジョさん違違あの
[02:00:35.760] ごめんアンケートどっちでもいいからあの
[02:00:37.760] 投票してみてさんアンケートがひどい嘘
[02:00:40.239] だろなん
[02:00:42.239] でえ何ひどいってなんでこれ俺どっちが
[02:00:46.040] 正解だか分かってないからえ下が本当なん
[02:00:48.679] じゃないのじゃ俺信じるからな俺マジで
[02:00:51.159] これで裏切られたジさんゲしてるそう神
[02:00:54.960] ゲーしてます今デートの待ち合わせ見逃し
[02:00:58.000] ちゃってどっちだっけと思っ
[02:01:00.920] てちょっと今ねやばいんだよね俺カメラ
[02:01:04.760] カクカクじゃない今日なんかカクカクじゃ
[02:01:09.800] ないえこれ下なのえ信じるからねお前ら
[02:01:13.560] 裏切ったらマジで俺本当にさん
[02:01:16.599] ック
[02:01:18.119] ですさんしてるの光本ひかりさん超可愛い
[02:01:24.920] もう今3年生ぐらいにな3年生でいい感じ
[02:01:27.239] だよ下ですね本当に下だなこれまこれもう
[02:01:32.920] あれだよこれはも下がいますよ俺ははい6
[02:01:38.000] 入りましたね下ですかジョッさんは下です
[02:01:42.079] 下ですオ行き
[02:01:44.920] ますえいいんだよなお前らなまさかな
[02:01:48.400] まさかいいんだよな俺たおた仲間だよない
[02:01:53.320] ちんさんまあ確かに捉え方1つだ仲間だよ
[02:01:56.520] な俺たなさんどうもこんばんはあけさん
[02:01:59.000] こんばんはさんこんばんは神ゲーをして
[02:02:01.199] ますもしかして場所間違えたか
[02:02:04.520] ないや行くよグルポンさんああえなんで
[02:02:09.440] なんでなんでなんでもう少し待って
[02:02:12.000] ワタックスさんあいやまだわかんないこ
[02:02:14.360] これここでこれで来るから光だおおい
[02:02:18.400] 奪い合いになるな
[02:02:24.560] 嘘つき
[02:02:26.119] 嘘つきこの嘘つき
[02:02:28.150] [音楽]
[02:02:30.360] の嘘つきど
[02:02:34.440] もめもうやってんださんあわんさん俺登っ
[02:02:41.440] てったよわんさんあこの伝聞けよごめん
[02:02:46.679] なさい間違まし
[02:02:50.840] たん
[02:02:54.199] 笑える
[02:02:58.130] [笑い]
[02:03:01.440] かえる
[02:03:03.760] ず誰が悪い悪
[02:03:14.480] [笑い]
[02:03:22.000] わんさんフェイトさんお帰りフェイトさん
[02:03:25.400] デートすうんデートの今ねデートのあの
[02:03:28.159] 集合場所があのわかんなくなっちゃって
[02:03:30.440] あのアンケート取ったのマンマどダメでし
[02:03:33.360] たワタックスさんみんなでスきましょう
[02:03:37.599] コンジョットさん来たら急にけしろって
[02:03:41.119] いうぶりフトさん
[02:03:45.480] 笑笑だから一度連絡くれないかなじゃ待っ
[02:03:50.280] てるね
[02:03:52.400] あごめん
[02:03:55.159] よ光ごめんよ本当にいやもう本いやいや
[02:04:00.079] いや大丈夫さんマジで大丈夫大丈夫大丈夫
[02:04:02.920] 大丈夫ポンさん反省しいやマジ坊主にして
[02:04:06.679] くるわ明日渡るさんほんまに
[02:04:10.320] 光
[02:04:12.159] 光り俺が配信なんかやってるばっかりに
[02:04:15.679] どうかしましたか
[02:04:26.360] ゲームの交換を落としてしまったのです
[02:04:29.920] がフトさんをって反省して
[02:04:34.800] [音楽]
[02:04:36.440] ワイプ久入っ
[02:04:38.679] たなんだこれ何が意味わかんないことなっ
[02:04:41.880] てちょ待って画面わけわかんないことなっ
[02:04:43.840] てるわどんどんうくなっているの笑顔
[02:04:48.190] [音楽]
[02:04:51.760] さんごめんマジで言ったんだけどムドクス
[02:04:54.760] プスさんフェイトさっきひげ剃りました笑
[02:04:58.760] はまさん何これグドンさんいや無毒プス
[02:05:02.719] さんは何も悪くないが何も悪くないまマジ
[02:05:06.800] でいやあのこのアンケート間違ったことに
[02:05:08.960] 関しては何にも悪くないよネタだよネタ
[02:05:12.239] 間違ってもおいしい
[02:05:13.920] でしょ間違ってもおいしいからいい反省し
[02:05:17.159] ます出血しますすいません5分間だけ出血
[02:05:20.280] させてください
[02:05:22.420] [音楽]
[02:05:23.840] ねさ俺さ髭もそっちまったからさ髭もそっ
[02:05:28.119] ちまったからただのただのツツになちゃっ
[02:05:30.960] たんだ
[02:05:35.800] けどっがあったからまだいスキンヘッドの
[02:05:38.760] おじさんみたいな感じだったんだけど髭も
[02:05:40.679] なくなっった俺ただのただのチョコボール
[02:05:43.040] じゃんさんドックス省
[02:05:50.340] [音楽]
[02:05:53.400] も
[02:05:54.920] クスさんアイディティがくりまし
[02:06:02.740] [音楽]
[02:06:08.320] たん残ってるちょっとも土産残ってる
[02:06:12.680] [音楽]
[02:06:15.719] し行きますグッズしようかこれえねばい
[02:06:21.880] まっ
[02:06:23.079] たすっぽかしちゃったすっぽかしちゃった
[02:06:27.040] よ電話1本入れてやんねとまじい
[02:06:31.559] な待て帰ろう
[02:06:35.920] さん
[02:06:37.920] 笑笑プロレスラにさん小学生男にいたずら
[02:06:43.239] してそうなんだそれなんだそれ小学生男
[02:06:45.599] にっ
[02:06:47.040] て待ってたんだねね一に痛いわなんか
[02:06:52.520] あんなひどいことしたのにさもう次の日に
[02:06:55.000] はこういう風に笑顔を振りまいてさ逆に心
[02:06:58.079] が痛いわうんいいよいちんさん邪た調でマ
[02:07:02.639] やってますそれなんだそれえもうさん2で
[02:07:07.880] 1番怖い子むしろののしってくれた方が俺
[02:07:11.000] の心も良かったんだけどなんでそんな
[02:07:13.719] 優しいんだ
[02:07:18.520] よもう6月になっちまったはええこれが
[02:07:22.000] 赤い悪魔か何も悪いことしてないけどね俺
[02:07:26.280] ひたすらに俺が悪いわあ出たタくいやもう
[02:07:30.239] このイベントデブ1番嫌いやんあお昼の
[02:07:34.079] 時間
[02:07:35.599] はーいはいはいはい来ましたはいどうも
[02:07:40.079] ありがとうござますいさスクショってなる
[02:07:43.639] と俺これ画面全体スクショになっちゃう
[02:07:45.320] からさばん
[02:07:46.240] [音楽]
[02:07:48.079] は
[02:07:49.639] はどないしたさこんばんはちんさんそうだ
[02:07:53.440] ね今日から6月6月あ本当だ今ちょうど
[02:07:56.280] あれじゃ
[02:07:57.800] ん何この絵ジさんこれスクショしなくても
[02:08:03.199] いけるんだよフェイトさん出した状態で
[02:08:06.559] このイベントはきい女の子の体育姿を丸
[02:08:10.440] 坊主のツルツルが見てるって相当怖いぜ
[02:08:14.119] 地獄みたいな絵じゃねえか今さんこの頃の
[02:08:17.320] 絵柄を感じますいい絵だねこれ本に
[02:08:21.559] こんばんは文句多いぞと文句ばっか言って
[02:08:24.199] たから反省して今出血してますいや
[02:08:27.000] めちゃくちゃ可愛いで
[02:08:28.880] もねあっちで一緒にお弁当食よさん笑笑
[02:08:33.800] 素晴らしいさん配信の構図的にはマジで
[02:08:36.960] この世の終わりみたいに
[02:08:39.559] ひどいお弁当いいんですかお弁当お弁当お
[02:08:44.040] 弁当食べさせて今日スタミナたっぷりの祭
[02:08:48.400] 仕様特別弁当
[02:08:50.440] ですおやすみなさいこんにちですおやすみ
[02:08:53.719] まひは俺のもんなった
[02:08:56.000] なめっちゃいいおこれうそうだないただき
[02:08:59.520] はひどいじゃあ私も食べ何この何この
[02:09:05.000] やり取り
[02:09:07.520] ジョッさんおやすみコンジョッさんどうぞ
[02:09:12.440] どうぞさんこれおしてます2人ってお
[02:09:16.280] 付き合いとかされてないんです
[02:09:18.280] かねさん女の周りに見せつけてるなんて
[02:09:24.199] 本当だよなしまった俺の1番の好物がへだ
[02:09:28.840] 油断する方が悪いんだよバカ可愛いこりん
[02:09:31.719] ジョットさんこんなのよくあることどうし
[02:09:35.040] たどうしたなさくれてんだよそっちこそ
[02:09:40.040] 空腹で競技することになっても知らない
[02:09:42.159] からね
[02:09:45.520] 何なんだかわかんないけど結構お腹
[02:09:47.719] いっぱいになったな人生疲れたさん
[02:09:50.159] しばらく見ない
[02:09:51.880] たんですねししさん私こんな感じで食われ
[02:09:55.840] たらぶち切れ
[02:09:58.520] する俺光だって俺ののを結構食べてたじゃ
[02:10:01.520] ないかそういえばそっかな何このわ
[02:10:04.599] あいあい様だねこれが平和っていうんだ
[02:10:07.320] みんなこれが平和って言うんだよ教えて
[02:10:09.760] あげるこれが平和ですこれが愛ですこれが
[02:10:14.800] この世の一番綺麗な
[02:10:18.079] 愛ししさんこれがこれが人生疲れたさんわ
[02:10:24.440] わいフェイトさん眩しすぎる光景そう眩し
[02:10:28.040] すぎてょ見えてない俺今画面真っ白俺
[02:10:30.880] みたいな心の汚れた男にはこんな綺麗な
[02:10:33.840] イベントあこの後に競技があるんだ
[02:10:38.360] ええ223局頑張っていいもう1回いや
[02:10:41.760] キバ行こうかわんさんサボろチーてもう
[02:10:47.440] 決まっちゃった決まってないよいやまだだ
[02:10:50.599] けど本当じゃあ私入れてくれ
[02:10:55.679] ないグッドです喜んでやっ
[02:11:01.360] たになってるもうず
[02:11:05.079] 女俺俺らだけあれだからあの小型小型のキ
[02:11:09.159] だから
[02:11:11.639] あの俺があの片するだけ
[02:11:15.850] [音楽]
[02:11:16.030] [笑い]
[02:11:18.280] でかおまたて
[02:11:21.599] 何を言ってるんだ
[02:11:24.639] 全く汚れた視聴者がいっぱいいるんだな
[02:11:27.719] ししさんおまたおっちゃうですか次は
[02:11:32.960] クラはいはいはいはい準備え3編成の
[02:11:38.000] チームでの戦いでチームの対象を倒した方
[02:11:41.000] が勝ちですあなたは牙の対象ですえ相手の
[02:11:44.079] 攻撃を避けつつ味方の動きを見ながら敵の
[02:11:47.000] 対処を打ちましょう
[02:11:51.360] ベイトさん本気のミニゲーム操作説明見
[02:11:54.199] ましょうえキバは何もしなくても前に歩い
[02:11:56.559] ていきます丸ボタンを連打すると走ります
[02:11:58.719] バスボタンを失敗すると交代しますと方向
[02:12:01.159] 機左右で牙の向きを変えることができます
[02:12:04.599] 視の中の敵が近から丸ボタンを連打して
[02:12:06.920] 攻撃なるほど
[02:12:09.800] え俺がか俺が担がれるの違うでしょ勢い
[02:12:14.639] よくぶつかれぶつかることああはいはい
[02:12:16.719] はいはいはいはいしししさんおわに守り方
[02:12:21.400] あい何これ攻撃7人形を
[02:12:25.440] 選ぶ攻撃型味方が一眼となって敵の対象に
[02:12:28.679] 突っ込む分散攻撃型あい
[02:12:35.639] よも攻撃型一択だろこんなもん攻撃型一択
[02:12:39.920] だよ味方は白組敵は
[02:12:43.520] 赤組レンダでいいんだっけ行くよ
[02:12:51.320] 行けえあ何これ主観し点なの主観し点んだ
[02:12:55.360] これ
[02:12:58.760] 行け行けわかんねえ何かなんだかわかん
[02:13:01.960] ねえむずなんでこんな急に主観してんの
[02:13:04.880] ゲーム始なんだこれ急にわかん
[02:13:09.400] ねえ行けあれ俺何組って言ってた俺何組俺
[02:13:16.320] って行けグルポンさん実質アックス
[02:13:22.079] さん白白だよねさん相変わらずミニゲーム
[02:13:26.079] 難しい急に急にこんな主観してんのいてて
[02:13:32.800] 普通に死にそうだし俺どれ
[02:13:36.520] がこれが対処なしさん赤
[02:13:40.320] [音楽]
[02:13:42.000] のいやでも全然入ん
[02:13:47.000] ねえ
[02:13:49.440] けスこれよしよしよしとりあえず
[02:13:55.760] えなんだ
[02:14:00.280] それ何このしししさん笑笑もうどうしょう
[02:14:04.920] もねえ
[02:14:08.040] 展開終わり終わっちゃったあと少しだった
[02:14:11.520] ね
[02:14:13.559] ねめっちゃ固かった
[02:14:16.559] ね光のやつ憎い褒め方をしてくれるな
[02:14:25.639] そしてデートでございます
[02:14:27.860] [音楽]
[02:14:29.559] よあれとか勝つと交感度上がったりすんの
[02:14:32.440] か
[02:14:33.119] な正直これ
[02:14:36.079] 以上さっの場所イブ見たら間違ってなかっ
[02:14:40.320] たんですけどちゃんがることもある
[02:14:45.559] んこんばんはこんばんはあう
[02:14:50.040] 分回目のデートでしょ俺多分デート重ねて
[02:14:53.400] てどっちかどっちだっけってことその前に
[02:14:56.079] も取ってるからってことだと思う多分い
[02:14:58.800] こんばんねみんな見てえ天使っていたんだ
[02:15:02.960] この世に天使っていたんだ
[02:15:07.079] な何
[02:15:08.920] この神が与え与えたもう
[02:15:12.320] 産物奇跡じゃん
[02:15:17.119] 奇跡くそ可愛い君ちょっと早くちゃってさ
[02:15:22.040] 退屈してたんだ半端じゃねえしししさんさ
[02:15:26.000] 子供の名前考えよっかりそろそろ子供の
[02:15:30.159] 名前考えよっ
[02:15:31.920] かなないガチで気持ち悪い
[02:15:35.800] からガチで気持ち悪いからねフト
[02:15:39.880] さん
[02:15:41.440] さんマジで気持ち悪いと思う本当に
[02:15:46.440] さん全女性の敵ですと
[02:15:51.040] 可愛いでもでも可愛い
[02:15:55.800] ねこんな雨の日に河川敷でデートっ
[02:16:00.639] てあれじゃねえか嵐の日にちょっと川の
[02:16:03.760] 様子見にて飲み込まれて死ぬやつじゃねか
[02:16:06.000] 的に右手でスシ行くのキモい
[02:16:09.599] よ俺あれだおめえらに決めだろなんだろ
[02:16:13.760] 言われても別に絶痛くも痒くもねックス
[02:16:16.159] さんちょっと川の様子ちょっと川の子見
[02:16:19.559] にく案件だよなおじいちゃんおばあちゃん
[02:16:22.000] と一緒なのよまさん台風に式はやばい笑笑
[02:16:26.559] 本だ雑炊してるぞあ何聞こうかな進路聞い
[02:16:29.920] とこっか進路そういえばさ光は進路もう
[02:16:33.519] 決め
[02:16:36.639] た
[02:16:39.760] う君はどうするの何この
[02:16:44.559] もうもう好きじゃん俺のことどうすんの
[02:16:48.479] これ
