[00:06:08.160] あはあヘイヘイ入ったあもうふざけんなよ
[01:13:09.159] いい払いマジ気もいこれキモいじゃねえ
[01:13:12.880] 気持ちいいキモいってなん
[01:13:16.480] だもこうなっちゃったらもうもうもう
[01:13:19.840] ごめんよもうこれもうこうなっちゃったら
[01:13:21.719] もうボスまで行っちゃうな3人人状態
[01:13:25.440] なんかキモい
[01:13:26.800] なキモいこのゲームすごく気持ち
[01:13:32.719] いいえしかも入なげさんどうもこあさん
[01:13:36.639] こんばんはなさんやべえわなんかすげえ
[01:13:38.840] 難しいって言われてたこのゲームすっげえ
[01:13:40.320] 簡単にクリアできちゃい
[01:13:43.199] そう爆弾え爆弾だなこれやば
[01:13:49.710] [音楽]
[01:13:58.620] [笑い]
[01:14:03.320] でも爆弾だなだ爆弾じゃないだあそこだ
[01:14:05.960] から爆弾1回強化したいな連射できねんだ
[01:14:09.080] よな強化しないと爆弾ってでも強化しない
[01:14:12.400] とこれで行くのすげえむずいしなみたいな
[01:14:16.080] 難しいとこだねこれねちゃんさんボス
[01:14:19.600] 結い
[01:14:21.320] ね爆弾
[01:14:25.320] てきたいだけどそうするとさこれこいつを
[01:14:28.360] 強化できないから道中きつくなるんだよな
[01:14:30.679] うわまあまあいいでしょまいいまいいや
[01:14:36.639] やいおもろいぜこれみんなもぜひやって
[01:14:39.520] くれPCエンジンとさPCエンジンとさ
[01:14:42.360] このソフト揃え
[01:14:44.320] ていやまさレトロゲってめちゃくちゃ
[01:14:47.080] 面白いゲームあんのにさプレイ関を整えの
[01:14:49.880] めちゃくちゃ大変なんだよね
[01:14:53.120] うわいくらかかんだろうなこれ今普通に
[01:14:55.960] やろうとし
[01:14:57.120] たら23万勝っちゃうんじゃねえかな
[01:14:59.320] そんなかかんねえかPCエンジンってどん
[01:15:00.920] くらいすんだろ
[01:15:02.360] 中俺はレトロフリークで今やっちゃってる
[01:15:05.270] [音楽]
[01:15:19.159] けどにゃっ
[01:15:23.070] [音楽]
[01:15:26.760] よしよし
[01:15:28.280] よしよしよしよし
[01:15:30.370] [音楽]
[01:15:36.159] よし嘘
[01:15:38.440] でしょ嘘やむずい
[01:15:42.800] な
[01:15:46.760] 行こうでもどのステージもなんかむずいの
[01:15:50.800] はむずいんだけどさクリアできねえ難易度
[01:15:53.840] じゃねえな
[01:15:55.170] [音楽]
[01:15:58.360] 今危なかった一瞬な今一瞬危なかったな今
[01:16:05.080] 一撃めちゃくちゃ多い敵めっちゃ多いんだ
[01:16:08.440] けどでもね俺もうまくないこれぶっちゃけ
[01:16:12.719] 俺うく
[01:16:15.810] [笑い]
[01:16:17.480] ないまだそこ
[01:16:23.920] までってないね次のテージで最後らしいぜ
[01:16:29.320] はおいおいおいそんなんでいいのかよ俺が
[01:16:34.199] うくなっちまったんかもしんねえなレトロ
[01:16:35.960] ゲームごめんな下手さが売りだったのに
[01:16:38.639] どうしよう来年にはRTAジャパン出てる
[01:16:40.520] かもしんないごめん
[01:16:42.560] なごめんうちの視聴者そうんじゃそういう
[01:16:44.920] の求めてな
[01:16:46.840] いっさんまあなん
[01:16:49.560] でん何がだよ何がだよ何謝ってんだよ
[01:16:56.880] よし満タンできたハスちゃんさんこの
[01:17:00.560] ゲームはちゃを止められるのか止めらん
[01:17:03.120] ねえだろうな俺の勢い
[01:17:08.480] はで分かったこれタイミングでさ上下
[01:17:11.520] ジャンプでいいかもタイミング上下
[01:17:13.760] ジャンプで下下にずっと攻撃よしもうかっ
[01:17:16.120] た余裕です任せてください
[01:17:20.040] よ危ない危いお前危ねえんだ
[01:17:24.210] [音楽]
[01:17:28.920] 死にたいハスちゃんさん刀ちょんで死ぬの
[01:17:31.760] おもろい本当だよなあだ一発なんだ
[01:17:35.440] よあもう1回死にてえなどうしようかな
[01:17:38.280] これいや諦めないそういう風に残機を無駄
[01:17:41.360] にしないんで俺
[01:17:44.600] はもうもう負けねえこのこれ入っ
[01:17:47.719] ちゃちゃったらもうさん人は刀で切られる
[01:17:51.199] と
[01:17:52.239] 死ぬ豆情報
[01:17:56.280] 知らなかったそれそうなんだそのその情報
[01:17:58.760] 知らなかった人って刀でぽんさん
[01:18:05.480] まいろちゃんさん知らなかっ
[01:18:14.520] たちょっと待てってちょっと指たくなって
[01:18:17.360] きた早く
[01:18:20.920] もおれよでもこのゲーム
[01:18:30.199] よしよよし
[01:18:33.560] よしやめ
[01:18:37.000] てジョックスさんこんばんはこんばんは
[01:18:42.280] おら
[01:18:43.159] おらセンキューフォカミング
[01:18:46.159] です今日は
[01:18:48.280] ね最後の人っていうゲームやってるよあ
[01:18:52.679] ちょっと分身取りたやばい
[01:18:55.510] [音楽]
[01:19:00.280] くそ分身取れた回1回死のう1回死ぬ1回
[01:19:03.280] 死ぬ1回死ぬ
[01:19:04.760] ぞ画面から消しちゃうと消えちゃうんだ
[01:19:08.960] よ行き
[01:19:13.380] [音楽]
[01:19:20.280] ますや
[01:19:22.760] やばいよしちょっとや
[01:19:26.440] あねこの棒持ってるからかさ小僧どうにか
[01:19:30.040] してくれ
[01:19:38.600] よあしよしよしもういいよこれでこれは
[01:19:42.719] もうこれで
[01:19:45.210] [音楽]
[01:19:47.360] よしたね危なかった危ないもうもう負けね
[01:19:51.639] もうこの状態入ったら勝ちはいはいはい
[01:19:55.159] はい何も怖くないはい何も怖くないはい何
[01:19:57.360] も怖くないですはい最強
[01:20:01.920] でほらなもう怖くっとでもこれ
[01:20:08.040] 敵敵が多いんじゃほんま
[01:20:12.520] にこれもう1個赤出たら嬉しいんだけどな
[01:20:15.440] 出ないだね出るのってこれ決まってんだね
[01:20:17.440] ランダムじゃないんだあアイテム置で
[01:20:20.080] 決まってるんだなここでさ赤が来ればさ
[01:20:23.320] 爆弾強化できるんだけどな爆弾強化でき
[01:20:25.600] たらあのボス超簡単なんだ
[01:20:29.620] [音楽]
[01:20:39.719] けどいや絶対こうじゃん絶対こうじゃんあ
[01:20:43.679] くそ簡単だこのゲームおい終わったこの
[01:20:45.719] ゲーム簡単ですこのゲームバカですこの
[01:20:47.840] ゲームバカ簡単マジでうま俺RTA出んだ
[01:20:54.120] よ今日
[01:20:55.760] 滑り込みでまだやってんだろあれも終わっ
[01:20:57.520] た
[01:20:58.639] あれめちゃくちゃ簡単じゃ
[01:21:02.960] ねやちょっとやばいレギュレーションが
[01:21:06.199] レギュレーションが違うレギュレーション
[01:21:07.679] が違いますこれやばい
[01:21:09.070] [笑い]
[01:21:13.600] やレギュレーションが違った今なんか
[01:21:16.480] ちゃんさん
[01:21:23.560] あしいえの
[01:21:26.110] [音楽]
[01:21:28.080] 嘘嘘みたいに下手くそなっちゃっ
[01:21:31.280] た正直レさん30分経ちそうですけど
[01:21:36.440] 大丈夫です
[01:21:39.960] か嘘このステージ来てから30分経ってる
[01:21:46.880] 嘘ちょっとでもずれちゃだめだなすぐ石の
[01:21:49.960] 上取ないと石の上取らないと
[01:21:54.650] [音楽]
[01:21:56.360] よしよし落ち着こう行くぜでももう次は
[01:21:58.639] 勝つわなかさっき左右ちょっと押しちゃっ
[01:22:00.920] たんだよ石の上に立ちたいと思っちゃって
[01:22:04.120] 最初からちゃんと石の上に立たなきゃだめ
[01:22:05.840] だ
[01:22:06.230] [音楽]
[01:22:08.480] ないやもうそれきつい
[01:22:12.140] [音楽]
[01:22:17.639] なあの棒一体何なんだよで一発なんだ
[01:22:27.250] [音楽]
[01:22:31.840] よし早く強化飛んね
[01:22:35.760] とはい勝もうここまでれもうこれボスまで
[01:22:39.880] けるここまで来たらはい身も取ります
[01:22:47.460] [音楽]
[01:22:49.840] ともうこれだよ
[01:22:54.560] も怖く
[01:22:55.830] [音楽]
[01:22:57.080] ねよしよしこの辺で取ってピンク出る
[01:23:00.679] でしょどうせ次のオレンジのやピンクが出
[01:23:03.040] はいはいピンク出ますはいこれで距離稼ぐ
[01:23:08.199] でこはいでこここ絶ここここここここ爆弾
[01:23:12.040] してオ勝った29さん何も怖くないは死亡
[01:23:18.199] フラグなんだよなあ勝った勝った勝った
[01:23:20.600] もうこれは勝っ
[01:23:22.320] た超余裕じゃんこれRTAジャパンじゃん
[01:23:27.570] [音楽]
[01:23:30.800] これいやいやいやうますぎでしょ
[01:23:34.890] [音楽]
[01:23:37.520] 俺いやいやこんなの負けるわけねえ
[01:23:40.960] じゃんごめんなうまくなっちゃって
[01:23:44.080] ゲームみんなが求めてる俺とは違うかも
[01:23:46.679] しれねえ
[01:23:47.200] [音楽]
[01:23:49.159] けどちゃんでんだよこれ必じゃこれみな
[01:23:53.760] 使っていいぜ
[01:23:56.480] ごめんもうクリアするわマジ
[01:23:59.719] で第7章決ちゃんさん本当に勝てたマジで
[01:24:05.080] 勝てちったやば
[01:24:06.800] さん攻略本当だよな攻略出せんだろ
[01:24:11.080] これこれで行こうわそういう
[01:24:15.040] 感じえこれ最終勝マジでえマジでクリア
[01:24:21.000] できちゃうじゃん何この
[01:24:25.400] [音楽]
[01:24:26.719] 敵強え
[01:24:28.639] 待てえちょっと待って敵強いななんだこの
[01:24:32.280] 侍いこちょ武器見つけよう最適会
[01:24:36.719] をてか死んじゃったあこれ終わっ
[01:24:40.320] たこれやばそうだな心細くなっちゃっ
[01:24:46.080] たいやちょ強いって
[01:24:49.119] ガスあ上上行けるパターンかうわこれが逆
[01:24:52.480] にな逆にむいまだあるから嘘お前何
[01:24:56.000] しつこいんだ開だ
[01:24:58.719] で
[01:25:09.600] お
[01:25:10.910] [笑い]
[01:25:13.639] あて大して難しくなさそうなんだけどな
[01:25:17.080] それでやられるの腹えこれマジで最終勝
[01:25:19.360] これ
[01:25:24.440] グなあれ危なっ
[01:25:34.920] たいやもうすごいいいタイミング出る
[01:25:38.080] いろはちゃんさんガスがうざいガス
[01:25:41.199] うざい侍もうざいけどねすっげえあの幅
[01:25:52.840] がや
[01:26:03.400] なあありがたいこれは
[01:26:11.800] ありがたいあでもいいよだいぶいいよ
[01:26:14.159] だいぶいいよいやもうそ当たるんか
[01:26:19.000] それちょガスやめ何これえ何これ
[01:26:25.320] え何これ何ここあ落ちていいの
[01:26:30.159] これ落ちていいのこれあこっからたんだ
[01:26:34.280] BG
[01:26:36.239] 笑笑えここ落ちん
[01:26:39.170] [音楽]
[01:26:42.320] のよわかん
[01:26:45.159] ねここいいんだよね落ちて
[01:26:49.520] ねなBGM変わったの
[01:26:54.440] あれこれ何なんかそういうことこ避けて
[01:26:57.320] 落ちればいいんかなそういうことだよなこ
[01:26:59.040] 道ないしこっちあ違うこうなんだよこう
[01:27:01.719] じゃんあちげえ
[01:27:03.560] あれこうじゃないのあ違うんだ
[01:27:08.760] あ分かんないこれ落ちていいんだよ
[01:27:12.520] ねえ待ってこれ嘘でしょこれ全部嘘でしょ
[01:27:16.920] これ全部よけんのさん敵が総がかりで昇龍
[01:27:20.760] 拳してきてると思うと面白いえこれ何ここ
[01:27:24.480] これ正規ルート
[01:27:28.000] でしょえ嘘これ全部よけんのあで
[01:27:31.520] もそんな
[01:27:34.280] 難しくそんな難しくねえじゃんなんだなん
[01:27:36.600] だこあ見つけたわなんかここだ何もしなく
[01:27:38.520] ていじゃこれ何これクソ簡単だわ
[01:27:42.880] あこえ何これ
[01:27:45.639] 29さんアンチ見つけたなちゃんさん入っ
[01:27:51.639] たえ何これラスボスもしかして
[01:27:54.460] [音楽]
[01:27:56.639] よわかんないんだけどえこれ何あってんの
[01:27:59.400] え
[01:28:00.140] [音楽]
[01:28:01.679] なえもしかしてさえごめん1個聞いていい
[01:28:05.199] みんな1個1個聞いていいみんなもしかし
[01:28:08.000] てさっきのがこのゲームで災難感で俺
[01:28:11.320] なんかアンチ見つけちゃっ
[01:28:15.000] たちょっと俺嘘でしょえ今のあこれもむず
[01:28:20.600] いんだよな多分なこれもむずいっていう俺
[01:28:22.679] は信じたいけど俺なんかもしかして見つけ
[01:28:25.159] ちゃいけないとこ見つけちゃった
[01:28:29.119] なんかあの強え
[01:28:34.920] ないや当たるよねこれ
[01:28:38.520] ねああむいむい
[01:28:42.520] ないろちゃんさんもうクリアしてもろて
[01:28:46.520] あれ本当にクリアできちゃいそうななんか
[01:28:48.679] 空気なだ
[01:28:49.840] けどえ何これさっきのさ落ちるともしかし
[01:28:53.480] てこ最大の何めっちゃ一発でクリアし
[01:28:57.960] ちゃったんだけど嘘だろマジかよアンチ
[01:29:01.880] 見つけちまったよふざけんな俺あそこで7
[01:29:04.679] 時間踏むと思ったのにこのゲームどうせ
[01:29:07.600] 最後そういうのあんだろうなと思っていや
[01:29:09.280] そこでまあまあままままそうなるのわかっ
[01:29:11.639] て今簡単簡単あれね運が良くないとダなん
[01:29:14.760] だよあでもゲームオーバーになったらあれ
[01:29:17.360] かちゃんさんあれがステーキだそうです
[01:29:20.280] あれがステーキメインディシだったゲーム
[01:29:22.239] オーバーゲームオーバーだったらどうなの
[01:29:24.880] どっからだどっからゲームオーバーだとあ
[01:29:29.000] だめだみんな勝った終わりこのゲーム2
[01:29:32.280] 時間で終わりです返せ俺の8000円
[01:29:35.639] 終わったわ手塚おやポンさん勝った
[01:29:39.119] なあでもこれむい
[01:29:42.360] なお744さんちょっと今の無しでって
[01:29:47.480] 言ってもう1回やり直していいよでももう
[01:29:50.119] 俺アンチ見つけちったからなアンチ見つけ
[01:29:53.360] ちったよ
[01:29:55.000] うまくないか俺うわどうしたよチマゲーム
[01:29:57.639] こんなお前2時間でクリアできちゃうじゃ
[01:29:59.719] ねえかえ変わっちまったな邪魔ゲームな
[01:30:03.800] 島村エルフさんでも作だろうめちゃくちゃ
[01:30:06.560] 面白いすげえ面白い
[01:30:08.720] [音楽]
[01:30:10.239] これすげえ面白いすげえ面白かった過去系
[01:30:15.480] もうもう勝ちを確信したからすげえ
[01:30:18.000] 面白かったこのゲームポンさんなんかこの
[01:30:20.600] チャンネル魅力なくなったな
[01:30:24.719] そんなこと言わないでくれ
[01:30:28.600] ようまくなっちゃったなさん旦那がすげし
[01:30:34.920] てるクソ可愛いじゃねえかうわもっと
[01:30:38.520] 苦しんでくれると思ったのに
[01:30:42.119] 可愛いえ旦那さん可愛いんだけどごめんな
[01:30:46.400] うまくなっちまってハスちゃんさん昇
[01:30:50.239] ステージすごいワクワクしてたあそこが見
[01:30:53.080] たかったのにな
[01:30:57.639] スーマーし知らねだ俺だって俺だっ
[01:31:02.800] てっ
[01:31:07.760] 嘘これやったらアードべ分かったアー野
[01:31:12.239] あまりにもちょっと簡単すぎたこのゲーム
[01:31:13.840] 俺にとっ
[01:31:14.730] [音楽]
[01:31:19.520] てごめんなうくなっちまったゲーム
[01:31:24.350] [音楽]
[01:31:26.600] あこれむずいないやでもむずいようん
[01:31:30.520] 大丈夫大丈夫むい
[01:31:34.020] [音楽]
[01:31:35.360] からうーんでもこれやっぱむずいなここ
[01:31:40.080] なうわなんだよそんななんか俺見つけちゃ
[01:31:43.560] いけねとこ見つけちまったじゃけなんだよ
[01:31:45.639] アンチ見つけてなんで俺がしぼりしなきゃ
[01:31:47.520] いけないふも喜んでくれよちゃんさん
[01:31:51.760] 難かったことにしようとするのめてもろ
[01:31:55.480] ポンさんもうここの魅力間に合えことしか
[01:31:59.320] ねえ
[01:32:01.239] よ旦那がしょんぼりしてるってのが一番
[01:32:04.080] なんか悪いことしまった
[01:32:06.360] な悪いことしまったなごめんなうまくなっ
[01:32:10.760] ちゃったよおちゃまゲーム
[01:32:13.119] がハちゃんさん気にしないで
[01:32:20.520] 笑笑よ
[01:32:24.100] [音楽]
[01:32:26.679] でもねでもむずいでもむず安心して
[01:32:32.260] [笑い]
[01:32:34.600] くれ簡単だったごめんごめんこのゲーム
[01:32:39.440] 簡単だなんだこのゲームあえ終わり嘘
[01:32:44.080] でしょ第2形態とかあるよなバカあお
[01:32:47.560] 744さんもう邪魔ゲームでさえもない
[01:32:51.080] 島村エルフさん企画だ俺何クリアできんの
[01:32:54.880] これ嘘でしょこれ8800だぞ
[01:32:58.679] これ手塚おぽんさん
[01:33:05.040] かんえアーシューラーじゃなくて
[01:33:11.239] さ島村エルフさん実は昔俺も全く同じ経験
[01:33:16.199] してるんよやさん何アンチ見つけてんだよ
[01:33:20.800] そうちゃんさんあじゃないこのゲーム
[01:33:25.199] びっくりしまったよ企画だ俺だ
[01:33:27.679] よ魔界
[01:33:30.040] 半蔵なんだめっちゃ簡単嘘俺今日今日もう
[01:33:35.360] 夜中夜通しこれやるつもりだったのに今日
[01:33:37.440] 地獄見るわつって終わったクリアしました
[01:33:40.760] 簡単ですこの
[01:33:43.239] ゲーム是非ねこれねレトロゲーマーには
[01:33:47.000] もう入門せかぽんさんまあこれ難易度の
[01:33:50.719] 調整が下手すぎてクソゲー扱そう塚さんね
[01:33:57.080] 744さ大進物2本目行こうか
[01:34:03.840] なんかこれのアーケード版でもいい
[01:34:09.520] よめちゃくちゃ面白かっ
[01:34:12.280] たいいななんか隙間時間にできますねこの
[01:34:15.560] ゲームねちょっとした隙間時間にぜひカ
[01:34:20.239] 終わったわえ俺これすげえ難しいって聞た
[01:34:23.400] んだけど
[01:34:24.130] [音楽]
[01:34:24.990] [笑い]
[01:34:27.000] 最後の人すげえ難しいって聞ただけどな
[01:34:30.440] さん隙間時間はお744さん番いるいや
[01:34:35.719] 一瞬明け番やらせてじゃ一瞬明け番やらせ
[01:34:38.520] てよこでしょこれ明け番でしょあ
[01:34:42.600] グラフィックが変わるとかじゃねえん
[01:34:46.440] だ手塚ぽんさんうん回行ってみっかいやま
[01:34:51.040] 言うてね
[01:34:53.760] まか2周目
[01:34:54.790] [笑い]
[01:34:57.400] 突入
[01:34:59.159] あ見てくれ命がない
[01:35:06.040] 嘘ああいいじゃねえかよヒリヒリすんじゃ
[01:35:09.159] ねえかよ
[01:35:10.610] [音楽]
[01:35:15.480] おいろはちゃんさんなるほど
[01:35:20.280] 29ウレさんこれはせちゃうな
[01:35:23.850] [音楽]
[01:35:40.239] 言うてね一瞬してます
[01:35:42.870] [音楽]
[01:35:47.639] からうんでもうでもうまくない
[01:35:55.119] 立ち止まったら負けだと思うわもう進み
[01:35:57.719] 続ける俺は29さんはい30秒無でし
[01:36:02.679] たさんうまいいやうまあこいついるん
[01:36:09.080] だでもちょっと待って
[01:36:12.840] くれ
[01:36:14.400] あうまいじゃんうまくねごめんなみごめん
[01:36:19.560] ねうまくて
[01:36:23.550] [音楽]
[01:36:27.360] ああこれ赤取ってねえか29さん道筋
[01:36:33.840] 仕上がっ
[01:36:35.239] てるすごく
[01:36:37.800] ねはいこ配置し
[01:36:41.920] て
[01:36:46.800] うま行く
[01:36:48.560] ぜあ
[01:36:56.159] かもういいかなうますぎないでも
[01:36:59.080] 俺1時間半で1周して
[01:37:01.690] [音楽]
[01:37:03.199] そうなんかでもなんかもう俺俺をなんかち
[01:37:07.360] に肉踊らせてくれねえなこのゲームはなお
[01:37:09.679] 何やるよ次なんか何かアクションやろう
[01:37:12.040] なんか俺の俺
[01:37:15.170] [笑い]
[01:37:16.800] のなんかこのゲームに対してちょっと
[01:37:18.960] なんか上から目になってきてるポンさん星
[01:37:21.600] のカービしよ俺俺それちに行踊るか
[01:37:26.730] [音楽]
[01:37:28.119] なねえなんかもうちょっと俺これお前なら
[01:37:31.520] もうちょっと俺を楽しませてくれると思っ
[01:37:32.920] たんだけど
[01:37:37.480] な明け番クリアまでやるってのもいいけど
[01:37:40.719] あもむずいだろなでもむずいわよくよく
[01:37:43.960] 考え
[01:37:50.920] たら2人しかいね分身
[01:37:55.480] イロハスちゃんさんもうこのゲーム味し
[01:37:58.000] ないぽんさんまだ1面だからな味しないね
[01:38:03.760] 味しなくなってきてるこの
[01:38:06.480] ゲームしゃぶり尽くしちまったから
[01:38:09.330] [音楽]
[01:38:11.199] さっきお744さん味しないなんかな
[01:38:15.599] なんか味しなくなってるよなこのゲームな
[01:38:18.440] どうしまったんだよチマゲームさんたけが
[01:38:22.239] 無たのにな8700円もしたのに8800
[01:38:25.360] 円もしたのにこのゲーム2時間で終わっ
[01:38:28.040] ちまった1時間半で終わっちまっ
[01:38:30.560] たしかもうまいっし
[01:38:38.760] ほらめちゃくちゃ
[01:38:42.639] いやもうほらもうごめんごめんなさい
[01:38:45.440] ゲームうまく
[01:38:46.800] てゲームうまくて
[01:38:49.360] ごめんイハちゃんさんうまいめちゃくちゃ
[01:38:52.560] うまくないじさんうわ懐かしいジジさん
[01:38:55.920] ジジさん俺さどうしようゲームうまくなっ
[01:38:57.920] ったこれクリアししまったたって1時間半
[01:39:00.360] で俺今日これさ明日の朝までさ地獄ヘド
[01:39:04.159] 吐きながらやろうって気合入れてきたのに
[01:39:06.080] 1時間半でクリアして今アーケードモード
[01:39:07.920] やってるわじじさんすごいやんうまくなっ
[01:39:10.760] ちゃったゲームチマゲームの魅力が半減し
[01:39:13.480] たわ俺は下手で売ってたのになごめんな
[01:39:16.880] うまくなっちゃって今一撃モードみたいの
[01:39:20.199] やってるわあ
[01:39:23.760] するは武器変えた方がいいんだそういう
[01:39:26.800] ことだよね赤赤の巻物の時はねさんあの
[01:39:29.480] 落下面行けたんかや一発で行けちゃった
[01:39:32.599] なんかアンチ見つけちゃったの急に馬
[01:39:34.560] ゲームになっちまったアンチ見つけちゃっ
[01:39:37.080] たんだよねなんか死んねえけどあなんかこ
[01:39:38.599] 当たんだくねつっ
[01:39:40.880] てもう一撃しモードですよもうチマゲーム
[01:39:44.199] はうくなっちまったな魅力半減したとか
[01:39:48.239] 思われそうだなごめんなあねあであ間違し
[01:39:53.239] た間違ちゃったまいっかまいい
[01:39:56.170] [音楽]
[01:39:59.719] やの守りもけ危ない危なかっ
[01:40:03.440] [音楽]
[01:40:06.880] た分身欲しいな身2人なの
[01:40:14.480] しんどい身あしよしよしよしん
[01:40:20.320] [笑い]
[01:40:25.920] 全然ゲームに対する悪も使わなくなっ
[01:40:28.560] ちゃったあなんかこれ面白いゲームだねて
[01:40:30.800] あこのゲームよくできてるねつクソゲ単語
[01:40:34.679] 1度も発しないどうしまったんだゲーム
[01:40:37.679] さんさん
[01:40:42.679] とりあえずね
[01:40:45.520] か乗り換えようとしうい
[01:40:53.960] もうアードはクリアできちゃうかもしん
[01:40:57.199] ないどうしたんだろうチゲームどうした
[01:41:00.320] 本当に自分でもやばくないやばく
[01:41:04.840] ないこのステージもうこのステージももう
[01:41:08.760] なごめん
[01:41:11.400] なあはいはいはいんあさん
[01:41:16.679] てるなんでだよゲームゲーム見とけ
[01:41:21.199] よんもしかして
[01:41:24.360] あたまになたまにこうも見ポンさん何何
[01:41:29.199] イロハスちゃんさんもしかしてなんだけど
[01:41:32.719] ちゃんさん今日違う人入ってばれたチマて
[01:41:35.920] ね実はね3人いて
[01:41:37.679] さ3人いてシフト性なんだよね手塚さんじ
[01:41:42.440] ちゃんがじちゃんよりういに決まってそれ
[01:41:45.400] 俺さあこのステージなんだろうな爆弾だよ
[01:41:49.560] なでも
[01:41:53.480] ああなるほど
[01:41:55.159] ねなるほどなるほどうんいいんじゃない
[01:41:58.599] そんくらいしてくんねと
[01:42:03.800] [音楽]
[01:42:07.040] なあこれわあむずいなでもでもちょっと
[01:42:11.159] ハスちゃんさんなるほどは新しいチバ
[01:42:14.679] ゲームなるほどとか言わ言うキャラじゃ
[01:42:17.320] なかったんだ
[01:42:18.850] [音楽]
[01:42:22.159] けどポンさんこのじちゃんからリプてまた
[01:42:26.119] 薬付けて気分になっ
[01:42:28.480] たやべえあでもちょっとここ難しい
[01:42:32.320] なちょっとここ難しいなじじさん結局爆弾
[01:42:37.119] 連打楽よねそうなんだよね結局爆弾連打な
[01:42:39.880] んだよな強化来たら爆弾強化して連打して
[01:42:42.760] 済むのが一番早いんだよ
[01:42:47.719] な単だと弱いんだけどねだとどうもね
[01:42:53.440] 難しいなんか弾も早いねアーケードモード
[01:42:57.000] だからかな弾めちゃくちゃ早いわ敵
[01:43:02.300] [音楽]
[01:43:09.360] のどあ早いちょっと難しいけおいやるじゃ
[01:43:14.280] ねえかここちょっとちょっとここ俺の俺の
[01:43:18.440] に火をつけた
[01:43:20.719] 今してきたこのだけどさっしぶり尽く
[01:43:25.040] しまったからハスちゃんさん味してきた
[01:43:27.480] ちょっと味
[01:43:28.679] が間違ったちゃんさん
[01:43:33.960] 笑笑ちょびっと味してき
[01:43:36.230] [音楽]
[01:43:42.880] た分身とかないのきついなここ
[01:43:46.400] なよしよし
[01:43:52.040] よしね
[01:43:54.639] ヤホーちょっと待て爆弾連打したい爆弾
[01:43:58.440] 連打したい
[01:44:01.159] な
[01:44:03.719] ちょいやこいつはでも強くなってる
[01:44:07.199] ちょっとちょっと違武器変
[01:44:12.760] てうおちょっと強いちょっと難しいここ
[01:44:16.480] ちょっとここここ一撃死モードちょっと
[01:44:18.440] ここ辛い
[01:44:22.040] なこねいろはちゃんさんちょっとちょっと
[01:44:26.159] やばいねここ
[01:44:27.130] [音楽]
[01:44:30.239] ね手塚ぽんさんまあアイレの移植だし
[01:44:34.480] イロハスちゃんさん
[01:44:39.760] 笑足元狙ってくんのうぜえ
[01:44:43.440] な足元狙ってくるのうざく
[01:44:49.119] ないうわうちょっとこかもしれ
[01:44:55.639] ないちょっと来た
[01:45:01.800] ちょっといや爆弾
[01:45:05.520] ああーなんか難しいやめようかな違う
[01:45:10.280] ゲーム行く違うゲーム行こうかな別も
[01:45:13.800] アーケードはクリアしなくていいし
[01:45:15.080] エンディング見たしポンさん
[01:45:19.000] ええどっちでもいいよあ明け番クリアまで
[01:45:22.199] やるかさんエンディング違うよ
[01:45:24.560] エンディング違うの開けでクリアス
[01:45:26.920] エンディング違うの嘘マジちゃんさん
[01:45:32.360] ちなみに違うゲームの候補は何
[01:45:36.440] だちゃんさんそうなんだ何とも言えない何
[01:45:41.000] が入ってたっけなと思っ
[01:45:43.520] て来たこれはぶ強ぞ何が入ってたかな
[01:45:48.159] え嘘やんなんやねん今のなんでやそれは待
[01:45:52.960] 他のゲーム見てみるリセットじゃなく
[01:45:58.400] てなんだろうね難しいアクションゲームっ
[01:46:01.599] つったらんだろう
[01:46:03.520] な魔界村ま魔界村とかちょっとあれだけど
[01:46:07.599] さコナミYYワールドとかい絶対1期とか
[01:46:12.800] やんね
[01:46:14.639] けど忍者龍権殿2忍者龍権殿2あるよ3も
[01:46:19.000] あるけど1はもうね俺正直それこそ1時間
[01:46:21.760] ぐらいでクリアできちゃうと思うけど
[01:46:26.320] アクションじゃねえけどなんだろうね
[01:46:28.159] フラッターハこれもやったしなもう配信で
[01:46:33.800] な手塚さんクインティティ
[01:46:38.080] よ運動会優勝むい
[01:46:42.040] の君やったことねえんだよ
[01:46:46.159] な地獄があるここにもっと星を見る人
[01:46:49.880] クリアまでむ
[01:46:53.320] あくにお
[01:46:57.280] 君ファミコンでもこんなもんだねまだ
[01:46:59.880] インストールしないのいっぱいあんだけど
[01:47:01.280] これ何あこれあれだあの大半版のなんだっ
[01:47:04.800] けバトルトジャジさん単純にマリオみたい
[01:47:08.599] マリオえ俺マリオ3とか速攻行っちゃうぜ
[01:47:11.560] 手塚ぽんさんわかる
[01:47:14.360] え
[01:47:16.560] 見ハはあんまあ超魔村ねミッキーの間これ
[01:47:21.800] もむいよな
[01:47:24.440] あスーファミ版悪魔城ドラキュラあやり
[01:47:27.239] てえ悪魔城ドラキュラスーファミ版のやつ
[01:47:30.239] やってないんだよなこれお744さん何
[01:47:34.000] そうねなんか何アクションがいいよねポン
[01:47:36.639] さんそれやろ744さんいいじゃんえこれ
[01:47:41.000] むずいのドラキュラのあれてむずずいの
[01:47:43.719] これあまあと全部行てみ
[01:47:47.360] かかか手塚親ぽんさん知らん744
[01:47:52.960] 服の悪魔白いいねやりたいね猫の不思議の
[01:47:56.440] うわやり
[01:47:58.599] てえ1番やりてえのやりたく出る出た俺
[01:48:02.440] これだけはもう勘弁してくれモギャング
