[00:01:15.960] ああああああああ映ってますか映ってる
[02:46:50.479] 見たい
[02:46:52.359] みたいなんかでもとんじるかって言われ
[02:46:55.040] たらとんじるかって言われたらとんじる
[02:46:57.319] じゃなんかカレーみたいになっちゃっ
[02:46:59.200] たこれカレーえなんかカレー作ったのチマ
[02:47:02.359] ゲームなんかカレーじゃ
[02:47:05.120] んカレーみたいっちゃったカレーぽいカレ
[02:47:09.479] 笑笑おいしそう見た目はカレーだねでも味
[02:47:13.680] めちゃくちゃとんじるよ笑スープカレーに
[02:47:19.399] 見えトン汁ってこんな色だったマジで
[02:47:24.359] 笑笑カレー入れたらカレになるもう味噌
[02:47:27.680] ええ
[02:47:28.560] なそう味噌椎茸もうい味噌ってるっぽいか
[02:47:35.560] な笑た
[02:47:37.920] カレええやんええやんで
[02:47:41.560] も
[02:47:44.640] がちょっとじゃこれ鍋火かけとこう弱火で
[02:47:49.080] はこれでよこれ鍋の蓋どこやったっけ
[02:47:51.479] 俺この鍋蓋あるよ
[02:47:54.240] ねこれねえじゃあハンバーガーもう
[02:47:59.359] 焼くバーガーもう焼くこれでだってもう
[02:48:02.800] 茹でたら完成だろバに細ねぎを加えて火を
[02:48:06.560] 止めてください
[02:48:08.200] えご飯
[02:48:10.920] ええすると沸騰しやすい衝撃の事実細ねぎ
[02:48:16.479] は鍋に入れないらしい
[02:48:19.399] じゃねにけて粉をれば出来上がりですえ鍋
[02:48:24.520] に入れちゃったよ
[02:48:26.439] 俺にしなくていいなんやねんそれもうええ
[02:48:30.760] わええわえん
[02:48:34.080] じゃの
[02:48:37.000] のネギクソ入れちゃったけど中に中にクソ
[02:48:41.399] 入れちゃった
[02:48:43.080] けどえほいじゃ
[02:48:46.880] さじゃちょっとさ
[02:48:50.279] バーグハンバーグバーグ
[02:48:52.950] [音楽]
[02:49:12.080] 行くちょ鍋の位置変えたい鍋の位置
[02:49:14.840] 変えようちょ奥にしよう
[02:49:20.560] ちょっと
[02:49:23.399] 右よいしょこっちに
[02:49:28.279] しよう弱火でな弱火で
[02:49:36.840] な汁とバーグだけな
[02:49:39.560] のそうだけスイッチ入れよ今だら何ばらし
[02:49:43.239] てもバレなそう何を何をばらすんだよいや
[02:49:46.880] 本当はもう1個あるんだけどやるのが
[02:49:49.279] もう1個あるんだけどちょっともそれはも
[02:49:51.359] 大変なんでやめ
[02:49:54.840] ますね米あ米炊かなきゃなんねんだそうだ
[02:49:59.479] 米炊かなきゃなんねん
[02:50:01.680] かそよねお米高さんなきゃいけないのね
[02:50:17.730] [音楽]
[02:50:20.600] 早にしたらワン
[02:50:22.560] ン何言ってんだ
[02:50:26.640] お前お前何言ってん
[02:50:44.439] ねん待ってくれもうこれさ
[02:50:48.800] か1回スポンジ
[02:50:51.840] であバターの香りまだ
[02:51:07.920] するええね豚汁ってスか合わせミだよ
[02:51:11.760] ちゃまこじるって普通は合わせみそだよ
[02:51:15.160] いいんじゃ普通とか普通とかええんじゃ
[02:51:18.840] わしがルール
[02:51:20.120] やわしがルール
[02:51:23.920] うわ見なかったことに
[02:51:26.960] しようおおいい感じに鍋が今沸騰している
[02:51:34.680] ぞい
[02:51:38.200] のナビが赤みそって言ってんだ
[02:51:41.960] よお料理ナビが赤みそって言ってんだもん
[02:51:45.120] えやん
[02:51:46.940] [音楽]
[02:51:49.439] よしじゃ焼くぞおめえら
[02:51:53.319] ついについにからくない
[02:52:00.120] よとんでもねえ量
[02:52:04.640] だ冷えてあ冷えてちょっとかあの形形に
[02:52:09.600] なっ
[02:52:10.680] てる
[02:52:12.600] でっかでかよくよく見
[02:52:16.640] たらマウスやん
[02:52:19.359] マウスマウスじゃんゲーミングマウス
[02:52:21.600] みたいな形し
[02:52:24.200] てる何これメーカーあれレーザーレーザー
[02:52:28.000] のなんかあれに見えてきたわなんかこれ
[02:52:37.000] ハンバほん
[02:52:42.359] でほん
[02:52:45.200] でほんでどうすん
[02:52:47.439] の焼くんだけど
[02:52:50.319] さよう
[02:52:52.319] しレーザーし
[02:52:54.640] たレーザー
[02:52:59.040] や止でいいよハンバーグも1出し
[02:53:03.120] [音楽]
[02:53:10.399] てまたコボ出ちまうよが
[02:53:15.460] [音楽]
[02:53:29.439] 残りのチーズ寄せ
[02:53:31.439] ていこうありそうなフライパンだけどどう
[02:53:34.200] だろ
[02:53:38.840] かハンバーグの種見
[02:53:41.600] ておいしいハンバーグ
[02:53:47.439] はょ米米炊かなきゃあかんねえちょっと1
[02:53:50.200] 回違う1回そうだ米炊かなきゃいけ洗うわ
[02:53:53.319] ここちょっともう1回もう1回洗うわもう
[02:53:56.160] 1回忘れ
[02:54:03.160] て米炊かなきゃあかん
[02:54:09.680] のレチのやつがねえもんまず
[02:54:19.550] [音楽]
[02:54:20.720] まずレチの米がねえようちにはこんな
[02:54:43.000] もん何ついてん
[02:54:46.680] のこの厚み火を通すの大変そうちょっと
[02:54:49.840] 潰した方がいいかじゃあちょっと潰した方
[02:54:52.239] がいいって
[02:54:53.430] [音楽]
[02:55:04.120] こと流しの三角コーナーがマンパすぎて
[02:55:08.399] ちょっと水が流れねえ水が流れなくなっ
[02:55:11.840] ちゃったちょっと待ってちょっと待っこれ
[02:55:14.680] 捨てるか1回なよ
[02:55:19.399] いや料理って大変だ
[02:55:21.760] ね料理って大変だねおわすご音
[02:55:27.840] だ
[02:55:29.710] [音楽]
[02:55:38.520] ねめっちゃ失礼なこと何最悪めっちゃ失礼
[02:55:42.800] なこんだ俺俺のに失礼な
[02:55:46.790] [音楽]
[02:55:48.359] さんてノりするん
[02:55:56.160] だ笑笑大将さんて料理するん
[02:56:02.359] だ意外と料理するするやつ多いよなおめえ
[02:56:06.359] らコメント欄ガチャガチャガチャガチャ
[02:56:08.439] 言ってくけど意外と多いんだなコメント欄
[02:56:12.279] あの料理するやつ
[02:56:14.310] [音楽]
[02:56:19.439] ま料理する人間からしたら
[02:56:22.239] さ料理する人間からしたらちょっと
[02:56:24.680] イライラすかもしんないけどま黙って見せ
[02:56:26.319] てくれ黙ってっていうかとりあえず見守っ
[02:56:28.880] てくれよ今日
[02:56:30.560] は料理する人間からしたらなイライラすっ
[02:56:33.880] かもしんねえ
[02:56:35.439] けどハンバーガーへえ全然イライラし
[02:56:40.160] ないしない料理できる人間からしたら
[02:56:43.160] やっぱな何やってんだよと思うかもしん
[02:56:45.800] ないけど
[02:56:47.140] [音楽]
[02:56:48.600] イライラしないから平気よ料理しなくても
[02:56:51.359] できるくらいのレベルかなニコニコしてて
[02:56:54.520] 嬉しいよかったニコニコしてちょっと待っ
[02:56:57.479] てくれよ豚汁がいい具合だ
[02:57:00.520] ぜ1回火止めとこうかなえこれ火止めても
[02:57:04.040] 熱でさ余熱でさあれだよね余熱で
[02:57:10.200] さ悪くないよ悪くないよちょっとチーズ
[02:57:14.720] 食べよう食べるにまためな
[02:57:19.520] ちょこの辺生肉で触っちゃったからちょ
[02:57:21.120] 違うとこで触ろうり程通る
[02:57:24.200] よ今回柔らかいならめ
[02:57:27.439] て溶けてる
[02:57:30.960] ちょっと
[02:57:34.800] うまザがれで出ないだけでちょっと沸えし
[02:57:39.960] ても落ちないし豚汁はもうそれで良いと
[02:57:43.279] 思う
[02:57:48.319] カラメルみたいに食べるね
[02:57:51.600] 笑沸騰さえしてなければ風味も落ちないし
[02:57:55.040] とじするはそれでいいなるほど
[02:57:56.800] ねちょっとさ野菜が野菜があれですか
[02:58:02.840] ねちょっと待っ
[02:58:06.399] てあ
[02:58:08.760] うま豚汁じゃんは仕事やめようその豚汁屋
[02:58:14.680] さんになろう明日から想像してみて最高よ
[02:58:20.000] あデコン見てデコン今これデコン
[02:58:29.439] ちょっとうまいうまいけどもうちょっと
[02:58:32.359] もうちょっとか
[02:58:41.399] なうまいけどもうちょっと柔らかくし
[02:58:45.840] たいまる
[02:58:48.840] よこいつ何何何何何大丈夫チームメイトの
[02:58:52.279] DJさんと話しんだけどDJさんって料理
[02:58:54.200] 上手よねああどうなんだ
[02:58:56.760] やっぱてあれなんじゃないわかんないけど
[02:59:01.680] あ余熱で火通るオッケーDJは下手すよ
[02:59:05.600] うるせええんじゃ楽しけりゃえん
[02:59:08.920] やちょ待スープ飲む60°くらいが一番味
[02:59:13.520] が
[02:59:14.840] しみるまた食べる時温めればいいよ
[02:59:19.160] あ
[02:59:21.880] うめえすげえわ喋るおりおり
[02:59:25.880] ナビちゃんとできんじゃん見た目カレーだ
[02:59:31.120] けど見た目ものすごい
[02:59:34.800] カレー味噌汁みたい
[02:59:37.960] なこれから別作用ものすげえカレーなんだ
[02:59:41.239] けどめてきのが
[02:59:43.960] 腹なんでこんななんでこんなカレーみたい
[02:59:46.840] な色してんのこれなんで大所の奥にたぶん
[02:59:49.760] でを弾で味する可愛いいばっか言うけど
[02:59:54.200] 馬鹿にできんな邪魔ですね笑いい
[02:59:59.960] ねいいですね笑笑見た目は多分いや味濃く
[03:00:05.040] ないいい感じだよえじゃもう焼くよマ
[03:00:08.600] ちゃん熱はない
[03:00:11.239] の耐熱ミトンもんないよもうちにはない
[03:00:16.439] よでは玉ねぎの皮を向いて
[03:00:29.680] くださいあ米だよ
[03:00:33.680] 米米たかねえ
[03:00:36.160] と米たかるんだ米たかねえとな1回
[03:00:41.560] ちょっとこれ洗わなきゃだめだ1回洗わ
[03:00:44.279] なきゃだ前にいてから洗ってないから
[03:00:48.840] これ洗ってないん
[03:00:50.880] よ回洗おう1回
[03:00:53.610] [音楽]
[03:00:57.680] な1回この炊飯器を洗うところ
[03:01:01.239] からそっから始めようまずは
[03:01:09.279] な米はこんなにえてるのになてんのになお
[03:01:14.399] 米をくのは下手くそなよですね配信のはの
[03:01:18.040] コメを読むのはになあれなんですけど
[03:01:21.120] ね残り10分表示になったら焼けばいい
[03:01:23.960] なるほどねどんくらいかかっだっけ30分
[03:01:25.600] ぐらいかかるよなさ米って
[03:01:28.920] なういうい30分米って30分ぐらい
[03:01:32.800] かかるよ
[03:01:34.430] [音楽]
[03:01:44.439] ねさ米量でさ
[03:01:48.319] できる米量でこいつデブだなって思われる
[03:01:50.560] と思うけど俺1人暮らしなのに炊く時2号
[03:01:52.479] 炊くんだけど2号ぐらい炊くんだけどだ
[03:01:55.399] 結局夜も食うし明日も食うし
[03:01:57.960] さ2号別に普通だよな2号って
[03:02:02.160] な2号って普通だろ別
[03:02:04.920] に普通だよな1人で号ぐらい食うよならし
[03:02:08.880] でてまし
[03:02:13.800] た米なんて毎日くのめどくせえもんな3
[03:02:18.080] ぐら入ても全然炊くよね普通にねそうだよ
[03:02:21.200] ねや友達とかがさ保存用っていうかうん
[03:02:24.479] 普通にだから夜食べ
[03:02:26.760] てねあのま明日の夜も食べるしだ今日この
[03:02:30.960] 後食って夜も食う
[03:02:33.359] しえ冷凍保存なんかしないそのまま食うよ
[03:02:37.479] 冷凍も何もしないでそのままずっとここに
[03:02:39.760] 俺23日置いておくけどえそれっおかしい
[03:02:42.279] の毎日てた本のしかおらんなえ
[03:02:48.160] おかしいのそれって普通じゃない別に冷凍
[03:02:51.319] した方がおいしいらしい普通だよねなんか
[03:02:54.439] こういうのってなんか自分ちのルールが
[03:02:56.279] あるからやっぱわかんねえよなおかしいっ
[03:02:59.200] と思われてないかな怖い
[03:03:05.479] なそのまま開くのかデブが長いとそういう
[03:03:09.439] の気になっちゃう
[03:03:12.160] よ夜ご飯になっちまうなこれじゃ
[03:03:15.920] ななんてたらええ夜ご飯になっちゃうよ
[03:03:20.040] これじゃ何もおかしくないけれど顔は好み
[03:03:23.399] じゃない何もおかしくないけど顔は好み
[03:03:25.560] じゃ
[03:03:26.880] ない料理なんておかしな話だよ
[03:03:30.960] なお米炊く
[03:03:34.760] どお米炊く
[03:03:42.239] どし俺米炊く時さ米炊く時さ
[03:03:49.239] 米炊く時ねザ使うんだよねそういうに習っ
[03:03:53.760] たから
[03:03:55.279] さざざにコメ入れてここで洗うんだよね
[03:03:59.279] ゲームのこと1つ聞て何いい
[03:04:08.800] よ鋼タイプって
[03:04:14.560] 点あお米がないあんまり
[03:04:20.520] こ買わねえとなもうな
[03:04:22.479] ありがと
[03:04:31.520] え
[03:04:37.319] 何何何鋼タイムの弱点格闘も弱点だよ格闘
[03:04:41.880] も弱点だよ格闘
[03:04:45.640] もタイであのあれなんすよ効果抜群か効果
[03:04:53.279] 今1つしかねえんだよ効果普通っていうの
[03:04:55.720] がないの唯一だからねすごい強いんですよ
[03:04:59.680] すごい強いんです鋼タイプっていうの
[03:05:03.760] は効果抜群しかない抜群かあれしか
[03:05:09.479] ないあ地面もか地面もそうかもね
[03:05:18.200] 今米を炊い
[03:05:19.800] とる米を研いとる米
[03:05:26.560] を米はいいよ
[03:05:30.359] な米はいいよ
[03:05:33.279] なお米好きや俺パンとさ米どっちがいいっ
[03:05:37.720] て言われたら絶対米なんだけど120%
[03:05:43.040] 米日本の米ミワと米てありがとうにゃにゃ
[03:05:49.840] にゃあ
[03:05:54.239] あい打ち首ごもアーダコだ
[03:05:57.640] な打首ごもアーダコだ
[03:06:05.450] [音楽]
[03:06:12.319] ねいきなり有名になったよねあの人たちね
[03:06:16.010] [音楽]
[03:06:24.080] 公園寺ルーツっていうさ公園寺ルーツって
[03:06:27.359] いうああいうなんて言うんだろうなああ
[03:06:30.160] いうちょっと変わったバンドが入り浸っ
[03:06:32.560] てるところがあるんだけどそこであの人
[03:06:35.560] たち全然客ライブやってたのにいきなり
[03:06:38.439] 売れたよね本当にしかも10年目とか
[03:06:41.279] でしょ売れたのすごいよね諦めないことだ
[03:06:43.920] よね魔もいきなり有邪魔もいきなりなって
[03:06:46.800] ねえよ全然なってねえわまだこれからなる
[03:06:50.160] ん
[03:06:51.040] じゃい
[03:06:53.120] えっと軽量カップやなさすがに米の炊き方
[03:06:57.680] ぐらい分かるわさすがにな米の炊き方
[03:07:01.040] ぐらい分かるわ
[03:07:06.000] [音楽]
[03:07:10.600] な日本の米は世界
[03:07:14.720] 一わからないかと思ってた俺お米固めが
[03:07:18.439] 好きなんすよ俺お米固めが好きなんすよお
[03:07:22.000] 米は固めが好きねお米は固めが好きなんだ
[03:07:26.640] よ分かる俺お米は固めが好きな
[03:07:30.840] のめっちゃわかる固め今回はうん俺お米は
[03:07:35.840] 固め好きなんだよ125万
[03:07:43.520] ゲ固めうまいよねいや固めすぎ
[03:07:48.520] なんならもう冷ご飯が好き片目のめ
[03:08:01.160] 大好きだったら今の時は心持ち水を少なく
[03:08:05.359] した方がいいかもあのさまいっ
[03:08:11.720] かおいスピードってどうやってやんだっけ
[03:08:14.680] おいねスピードってどうやってやんだっけ
[03:08:16.840] スピード俺いつもさポチっと押すだけだ
[03:08:19.640] から
[03:08:20.439] さいや固めすぎじゃなくて
[03:08:25.600] さスピードってどうやってやんだっけいつ
[03:08:29.279] もポチっと押してくからすげえ時間かかっ
[03:08:30.880] ちゃうんだ
[03:08:33.239] けど2回押し
[03:08:36.880] かだめだどうやってやってたっけなこんな
[03:08:41.439] のやらねえからわかんねえ
[03:08:43.520] よこんなのやんないもんだってきない
[03:08:49.040] 自分の家の炊飯機の使い方分かっていない
[03:08:52.040] の笑う炊飯機によって違うからなメニ選択
[03:08:56.279] 的な
[03:08:57.279] のお米もたにしか炊か
[03:09:02.560] ないメニューボタン押すと
[03:09:07.720] かメニーか何かからお急ぎとか何回顔して
[03:09:12.040] 合わせるか信じらねおい46分かかる
[03:09:15.040] らしいお米もたましか
[03:09:19.520] お米もたにしか高かねえ
[03:09:21.680] よ全然高かないよ米なんてだって食ってき
[03:09:25.040] ちゃうもんただく時は洗ってポンてだ
[03:09:28.390] [音楽]
[03:09:39.479] よ46分かるってよ
[03:09:44.720] [音楽]
[03:09:50.239] 何何何1255枚5枚ごめ5万まわかん
[03:09:57.960] ねえ36分後ぐらいえじゃちょっと雑談あ
[03:10:01.479] これやりながらなんか作っとくべきだった
[03:10:03.520] えじゃあさサラダ作るかサラダ作るかだっ
[03:10:07.160] たらねえサラダ作るかなん
[03:10:13.080] ならこれもうちょっと冷やしていて
[03:10:16.319] さ完全夜ご飯じゃ
[03:10:18.680] ねり悪いにもていいです
[03:10:23.560] よ品目サラダ通
[03:10:28.399] オーダーなんでそんなやる気なっ
[03:10:35.040] てん
[03:10:36.560] なるこにマック行くかハンバーグ4から
[03:10:41.960] サラダ追加オーダー行くかあああ
[03:10:48.680] だだからさもうだからさ出るってこお前ら
[03:10:53.720] 絶対画面アップしたりして見んじゃねえぞ
[03:10:55.680] 俺の住所俺の住所じゃねえけどサダ作る
[03:10:58.640] 買ってってまず出してくるのも面白すぎ
[03:11:02.600] なんでこれうちのスーパーここ住所書いて
[03:11:04.920] あんの
[03:11:06.810] [音楽]
[03:11:08.359] さハサミを使うんですよん
[03:11:15.070] [音楽]
[03:11:19.040] サラダ作るかっつってささりこボンっ
[03:11:22.239] てサラダ作ろうごぼサラダ作ろうかじゃあ
[03:11:29.120] めごぼサラダ作ろうかじゃあ30分
[03:11:32.960] でなあごぼサラダ
[03:11:47.560] か鶏とミと使ってんじゃんってサラダでも
[03:11:53.160] るの
[03:11:59.600] かああめんどくさいの
[03:12:04.860] [音楽]
[03:12:06.640] これチマクッキングしてるのかチマ
[03:12:10.720] クッキングしてるよキツネさんこんばんは
[03:12:13.760] のだ腕ゲそって
[03:12:17.800] 腕るとチクチクになるからやなんだよ
[03:12:20.680] チクチクになるからやな
[03:12:21.920] [音楽]
[03:12:29.160] のいのりましょう
[03:12:35.239] はいざる
[03:12:47.760] ではぼのもうぼだ
[03:12:51.880] [音楽]
[03:13:01.600] また
[03:13:04.880] はいぼはめだろこれぼはめどんだけぼ食わ
[03:13:10.160] せんだ俺にじゃねえよはい洗いましたもう
[03:13:13.920] これ洗ってあります
[03:13:17.960] では次に川をこげたぼを3から4の長の
[03:13:23.439] 高きにして
[03:13:26.520] くださいますかあの皮をこげたって
[03:13:31.520] 何ねこげたって何こげるって何皮をこげ
[03:13:36.279] るって何川をむくってここれは今回は皮を
[03:13:39.880] むくって
[03:13:42.800] ことゴリゴリしてをあ川をくのねこれさ
[03:13:47.319] どんくらい使うんだろ半分ぐらいでいい
[03:13:48.880] だろ半分もあら十分だよな半分もいらねえ
[03:13:52.760] んじゃねえい半分でいっか硬きじゃんもう
[03:14:00.399] これ京の背中でゴリゴリ切る包丁の背中で
[03:14:04.920] ごはゴリゴリこするんです半分投げよ笑
[03:14:09.000] 最初に切るん印ここから大変なことになり
[03:14:12.800] ます根っこだからね完全使うわかここで何
[03:14:18.000] 皮剥けばいいの皮剥けばえんかここ
[03:14:37.000] でピーラーピーラーピーラーでしょ
[03:14:49.520] あラー
[03:14:52.920] でも洗い部がから黒いこだけでいいと思う
[03:14:57.560] 東京なけで
[03:15:04.239] 笑くなってき
[03:15:09.790] [音楽]
[03:15:12.560] た
[03:15:14.760] 笑笑長モドや
[03:15:19.840] こんな
[03:15:21.960] もんこんな
[03:15:32.810] [音楽]
[03:15:42.479] もんピーラー使わないのどういうこと
[03:15:47.720] 暴走モドこれどういうことどういうこと
[03:15:50.680] ですかえなんか間違えました
[03:15:54.640] 僕なんか間違ええねええねもうえや
[03:16:00.319] なさきねはいはいはい分かってる
[03:16:04.040] よあれさきこれでやってたっ
[03:16:07.800] けささきてこれでやってたっけからピラー
[03:16:12.199] もしろここからピーラー
[03:16:15.920] ねえでもさサラダにするこんなにこんなに
[03:16:20.399] 情でてたよではぼの皮を洗って
[03:16:27.000] ください
[03:16:30.560] ね
[03:16:32.840] ねすげえ細かくなるぜ
[03:16:38.560] これすげえ細かくなるぜ
[03:16:42.520] これそれこそ好みでいいんじゃない細かく
[03:16:46.120] しよっかじゃあサラダ
[03:16:48.100] [音楽]
[03:16:50.000] らしこれさ一生かかる
[03:16:53.040] ぞこれ一生かかるよこれはいではぼのを
[03:16:59.399] 洗ってくださいくいで
[03:17:19.160] あれ細かい方が美味しそうだよはいでは皮
[03:17:25.160] を洗って
[03:17:27.600] ください細かすぎ細かすぎないこれこれ
[03:17:33.040] 細かえ
[03:17:34.880] はい次に川をこげたからののきにて
[03:17:42.560] これこれ
[03:17:45.439] はいではぼの皮を洗ってください場にすれ
[03:17:49.720] ばぼサラダになれるけどねえどういうこと
[03:17:54.279] はいぼは川の角に旨みがあるのでなるべく
[03:17:58.479] 川は向かないですえーもっと早く言えよせ
[03:18:02.600] ばオですもっと早く全部向いちまったじゃ
[03:18:05.720] ねえかよで今更言うんだよこいつであげ
[03:18:09.800] たい笑笑うんじゃねえよんじゃねえよはい
[03:18:15.040] はいじゃねえよではぼの皮を洗って
[03:18:18.640] くださいもっと早くいえや全部向いたわ
[03:18:21.800] 旨味
[03:18:22.720] 成分旨味成分全部向い
[03:18:26.439] た旨味成分全部向いたえバカが基本的に
[03:18:31.720] 野菜は皮の食べれる全部向いちまったよ
[03:18:37.800] 笑笑だから旨味成分全部向いた
[03:18:43.239] え信じられないらしいシェフもえ
[03:18:47.640] どうやらこのシェフも信じられないらしい
[03:18:49.680] あ何を言ってるん
[03:18:52.160] だ全部向い
[03:18:55.080] た信じられないもう一度言ってみろみたい
[03:18:59.120] なお前もう1度言ってみろみたい
[03:19:02.600] な信じられないらしいこいつももう笑笑嘘
[03:19:11.800] だろまこんなもんなんじゃ
[03:19:15.720] ね
[03:19:20.920] んちょこっからもう
[03:19:23.270] [音楽]
[03:19:24.640] 怖いうまみ成分を向い
[03:19:28.720] た嘘だうまみ成分を向いた何を言ってるん
[03:19:35.439] だからこんにちは作っ
[03:19:38.960] て
[03:19:41.520] ちゃ
[03:19:43.120] 作ってる
[03:19:57.900] [音楽]
[03:20:02.359] ちゃんこんなもんねんちゃんまずをにし
[03:20:13.960] ますてい
[03:20:16.880] 逆巻きにした棒を入れてますえすわねえか
[03:20:21.840] もしんないうち使わない
[03:20:26.439] もんオス
[03:20:28.640] は
[03:20:30.600] あるそうだ買ったんだ昨日昨日買ったんだ
[03:20:34.120] わこの日のためにすなんか使わねえからす
[03:20:37.479] なんか使わねえからこの日のためにこんな
[03:20:38.920] 買っちまっ
[03:20:41.239] たこんなに買っちまっ
[03:20:44.520] たスを作るどういう
[03:20:56.080] ことそん
[03:20:58.560] 笑たえレド来てないでしょこりんちゃん
[03:21:01.880] こんばんはこりちゃんこんばんは棒読み
[03:21:03.640] 聞こえてる
[03:21:05.160] の棒読み聞こえてないよ聞こえてない
[03:21:07.640] 聞こえてないただ見ながらやってるよ見
[03:21:09.680] ながらやってるコメント
[03:21:11.680] はれたりするから便です
[03:21:15.560] よ
[03:21:24.290] [音楽]
[03:21:26.680] れんあとありがとうごめんなかったなん
[03:21:48.720] これだけでもおごめだよ俺も実持ってこう
[03:21:51.479] あげよお母さんにあげよおさん
[03:21:54.530] [音楽]
[03:21:57.359] あげオスの匂いする俺きく
[03:22:01.880] ねおきく
[03:22:05.720] ね定期的に料理配信するよ今度からね
[03:22:10.760] うん半年に1回ぐらいだけど
[03:22:16.880] あ味付けじゃねえんだ別
[03:22:19.560] に配信みたいです味付けじゃなくても味
[03:22:22.640] ついちゃいそうだよね酸っぱい味が
[03:22:26.279] ねた料理配見たいビタミン系のジュース
[03:22:29.520] 飲んでから正面行ったらこんな色だよ
[03:22:31.560] ねビタミン系のジュース飲んだ後の
[03:22:38.080] おしっこ色が悪くなんないへえ別色とか
[03:22:41.319] ええんだけどな料理上級車みたいな考え
[03:22:44.319] やめてほしいわねこのDS色歩くなんない
[03:22:48.000] ためにみたい
[03:22:51.920] な初心者はそんなこと考えとらんねん
[03:22:55.000] わからん
[03:22:57.960] わあああシンプルにデブだからシンプルに
[03:23:03.520] もう座りたいわごめんも立ち仕事疲れた
[03:23:07.640] シンプルに足が疲れてきたもう料理云々
[03:23:10.680] じゃなくて
[03:23:12.080] さ料理云々じゃなくて
[03:23:16.600] ではこぼをざにあげて食べのボルにではぼ
[03:23:21.640] をざにあげて水抜けを切ってくださいえ
[03:23:24.560] これもう水気を切るってさもういい
[03:23:27.399] の水気もう切っちゃっていいのまだ入れた
[03:23:29.960] ばっかだ
[03:23:31.800] けど入れたばっかだけどもう水気切っ
[03:23:34.279] ちゃっていいの
[03:23:36.319] ん笑やカス5
[03:23:42.040] 分笑笑メンタルがすごいよお前な笑笑
[03:23:47.600] 笑笑メンタルがすげえよ
[03:23:51.279] 俺すげえ
[03:23:56.840] よんで
[03:23:58.920] 村村の似したらていうのん
[03:24:02.880] でんでのだけはていうのびっくりしちゃっ
[03:24:06.720] た
[03:24:07.150] [音楽]
[03:24:08.479] 俺びっくりした今
[03:24:11.630] [音楽]
[03:24:17.960] ではぼをざにげてをてくだももういいの
[03:24:21.720] そんなに何分つけるとかねえの何分けると
[03:24:24.600] かねえ
[03:24:25.520] のルに水と少々入れて水を作ってくだ
[03:24:32.359] そこ入れてき
[03:24:36.260] [音楽]
[03:24:40.040] ますはい
[03:24:48.960] オねねではぼをにあげて水を切ってはい水
[03:24:55.040] 切ってますはい
[03:25:00.080] オオ
[03:25:03.840] にもう鍋ねえて鍋何個使うねんもうない
[03:25:08.760] ようち
[03:25:09.920] 鍋
[03:25:12.160] にげあった鍋あった
[03:25:24.439] ぼ茹でる
[03:25:26.680] らしい次にぼを茹でますちょ待っててとを
[03:25:30.880] 用意してください今やってる今やっ
[03:25:35.520] てる今やってるっつ
[03:25:39.399] の
[03:25:42.800] かすった
[03:25:47.439] たではぼをざにあげて水を切って
[03:25:52.560] ください
[03:25:57.130] [音楽]
[03:26:00.479] 笑笑何も言って
[03:26:03.279] ねえこれ茹でればいいの
[03:26:06.080] ね茹でればいいのねこれね
[03:26:09.479] はいお前に言ってないにとを少々入れてシ
[03:26:14.160] を作ってくださいそこへ高にではぼをざに
[03:26:19.319] あげて見抜けを切って
[03:26:21.439] ください次にぼを出ます鍋とざを用意して
[03:26:26.199] ください鍋とざある
[03:26:28.760] よ3時間半料理し
[03:26:32.560] てるどんだけどんだけだよ何時間やってん
[03:26:37.920] の本当に今日はさの時間過ぎてる笑大変な
[03:26:42.239] 仕事だ本当にやってなしかできてない大変
[03:26:45.520] な仕事がねえワじゃねえかいや豚汁美味し
[03:26:49.279] そうだよちょっとちょっと待ってもう15
[03:26:51.760] 時になるよ
[03:26:58.479] 笑ハンバーグ作るのに昼からしてにし
[03:27:02.399] うまいはいでは汁うまいじゃんを切って
[03:27:09.399] ください店で注文した客ならもう帰ってる
[03:27:14.120] うまくてよかった茹でてるよ今
[03:27:17.520] 次
[03:27:18.279] にまず鍋にを入れて火にかけおを沸かして
[03:27:22.640] ください熱にを入れて歯応えが残る程度に
[03:27:26.720] 茹でて歯応えが残る程度に茹でるって
[03:27:29.439] わから
[03:27:30.840] んわから
[03:27:33.040] ん歯応えが残る程度っってわから
[03:27:38.040] ん歯応えが残る程度ってどんくらいです
[03:27:43.239] か歯応えが残る程度
[03:27:47.640] 笑一生うんしか言わんこいつん
[03:27:54.000] んん
[03:27:56.880] ん
[03:28:12.359] んではでたごをにげてけ切てくさい茹でた
[03:28:17.439] ぼってどんくらい茹でんだよ
[03:28:18.960] [音楽]
[03:28:23.840] これどんくらい茹でんだよこれはいはい
[03:28:27.760] じゃねえ適に号を入れてえが残る程度に
[03:28:30.920] 茹でてくださいじゃもっとなんか詳しく
[03:28:32.880] 言えよおめもっと
[03:28:36.880] よ1本かじってかじるってなんか美味しく
[03:28:41.080] なさそうだあんまり
[03:28:48.199] さ細かくしすぎてさ細かくしすぎてなんか
[03:28:52.120] もうペロンペロンチーノ
[03:28:55.340] [音楽]
[03:28:56.800] [拍手]
[03:29:06.520] [音楽]
[03:29:16.080] 当に
[03:29:17.080] 桃が残る程度にてくださいこれ木だわ
[03:29:22.680] これ木でした
[03:29:26.920] まだ疲れた
[03:29:29.560] もう座りてえ
[03:29:34.040] ん
