[00:00:44.559] おはようおはようはいさ
[02:16:44.280] にあんのDiscord開いとくか大人
[02:16:47.880] っぽくなってもリボンは標準装備なんすね
[02:16:50.880] いやまあでもさそこがやぱでも可愛いとこ
[02:16:53.399] じゃない大人になってもいくつになっても
[02:16:56.000] さいくつになってもそこは忘れないで
[02:16:58.240] ほしい娘なんだから俺のがだくてえっと
[02:17:03.880] なんだっけDiscord開いとこ一応
[02:17:06.639] 忘れねえうちにやべえラジオ忘れたらクソ
[02:17:09.920] 笑う
[02:17:13.040] わあなたはもう立派な女ですおおすげえ
[02:17:17.240] 認められたはい
[02:17:21.040] が病気にえええになったら直接けばええ
[02:17:25.599] 何何何病気
[02:17:29.160] え病気とはえ何病気
[02:17:34.160] って着替えあえーこんなのあんの12歳で
[02:17:40.960] 病気早ねちょ冬服とか衣が衣
[02:17:46.160] がえ衣がえしてないからじゃん絶対今更ズ
[02:17:51.679] かバカ
[02:17:53.800] 野郎ああ6月でしょちゃまくこんちはあも
[02:17:59.359] さんこんちはこんちは今日は娘を今育てて
[02:18:02.719] います今日は理想
[02:18:03.960] のえ6月ってもう夏服
[02:18:07.599] でしょ夏服なんで衣が自動じゃねえんだよ
[02:18:12.000] 着替え中
[02:18:17.200] えあるなって思たけどと思ったんだけどさ
[02:18:22.319] まさかあの衣がえだと思わなかったねどえ
[02:18:25.719] 病気って何プリメ初めてです初めて娘さん
[02:18:30.120] 可愛いですね顔色悪い笑笑娘に興奮すな
[02:18:35.240] ちょこれどうすんのこれうすぎにするの
[02:18:38.240] やめて笑いやでも熱い
[02:18:41.120] からちょっとどうやって直すのこれえ病
[02:18:44.960] って何ショッピングで行くの高すぎなん
[02:18:47.760] じゃえそれで治るのせる
[02:18:51.000] 休ませれば治んのえんか道具で治ん
[02:18:54.280] ない薬草とかぶっ込んだらあ薬草買ってよ
[02:18:57.439] HPねえもん
[02:18:59.479] な薬草買ってあげようHP10だもんだっ
[02:19:03.840] てえっとじゃ待って薬草を食わせて疲労も
[02:19:08.519] 回復させよう任せろ大丈夫娘大丈夫じゃ次
[02:19:12.200] 分かったじゃここはちょっと休むか
[02:19:14.920] ちょっと次はあいお前はとても上品な子だ
[02:19:18.160] なお父さんは嬉しいよ
[02:19:20.840] ありがとうお父様おめっちゃ私のこと
[02:19:23.719] 気遣ってくださいめちゃくちゃいい女に
[02:19:26.160] なってん
[02:19:27.160] じゃん声がすごい大人っぽくなった12歳
[02:19:31.519] たら小6だから
[02:19:33.120] な病気の時にいる
[02:19:35.960] なよしよしよしよしどうよこれでちゃこれ
[02:19:39.599] でどうよえHP増えへんやなんでいつも
[02:19:44.040] 同じことで褒めるな上品だねしか言わね
[02:19:48.399] おいどうすりゃいいんだ
[02:19:51.040] は休ませれ休ませればいいの弱ってる時に
[02:19:54.359] しよらしくなる最大ハが10だからじゃ最
[02:19:57.520] H10じゃないよ笑気だから旅のおにこれ
[02:20:01.720] 最大HPなんの体力って体力が今10って
[02:20:04.800] パラメーターじゃんこれってもしかしてさ
[02:20:08.600] そういうことHPの
[02:20:11.280] 上限しょうがない休ませてやる
[02:20:14.200] かしょうがねなじゃあ休んだら
[02:20:20.960] おいとりあえおいおいおおメイド
[02:20:25.240] おおい人足何これ
[02:20:29.880] クソ稼ぎいいじゃんメイド最低だ
[02:20:34.220] [音楽]
[02:20:35.680] ないやでも金がないねんだって休んで
[02:20:39.640] るって上旬休んでるって上旬は休んでるよ
[02:20:44.080] 金がないからもうも休ませらんないも仕事
[02:20:46.399] こなさないとハがどんどん低くなるのかえ
[02:20:49.240] やっぱりじゃさやるしかねえんじゃね体力
[02:20:52.040] 上げるしかねえだろや宿屋だなあんまり
[02:20:55.240] ハードな仕事やめよっかじゃあハードな
[02:20:57.560] 仕事
[02:21:00.120] やめようヤヤにするじゃあ休んでヤヤで
[02:21:04.080] HPあげよっかねあいやちょっと待って
[02:21:08.960] パパは家で寝てる
[02:21:10.640] だけ
[02:21:12.880] なんていやだ体力あげないとでもだって
[02:21:15.800] HP10しかないものにメイやったらぽえ
[02:21:19.160] メイドて品じゃないのよやっぱ必要なのは
[02:21:22.160] えメイドって気品じゃないのメイドやって
[02:21:25.200] みようよいいでしょいやいろんなこと体験
[02:21:28.479] しほしいこの子にはおやみか癒暇になっ
[02:21:32.319] ちゃう暇になっちゃうとかじゃなくて休ん
[02:21:34.280] で
[02:21:35.160] などんなメイドか
[02:21:38.399] ねメイド喫茶なんてこのねHP
[02:21:42.399] めちゃくちゃ減ってんだけどこれ大丈夫
[02:21:44.720] 死ぬやん遊び行くなあやべ死んだ休んだら
[02:21:49.520] 疲れが取れたにHP0になった
[02:21:53.040] けどやばいね病気おい病気ってどう直すん
[02:21:57.280] だこれおい病気ってどう直すのよちょっと
[02:22:01.040] 待っ
[02:22:01.920] て病気の直し方が分から
[02:22:04.760] ねえ病気ってどうなん
[02:22:08.000] すハプレ
[02:22:10.680] 笑笑え大丈夫かえ病気って待ってそういう
[02:22:15.840] 情報がない病気ってどう直すんだよしかも
[02:22:19.359] 働かせるなんか目のしくまで来てるあのね
[02:22:22.520] 病気になりましたこの
[02:22:24.200] 子はい
[02:22:26.720] 頑張れでも現代社会人ちょっと寝出た
[02:22:29.520] ぐらいで休めると思うなよ
[02:22:31.090] [音楽]
[02:22:33.200] お前あ病気病気ってどうやって直すん
[02:22:39.080] だあセーブしといてよかった
[02:22:45.320] [音楽]
[02:22:48.080] ね病気ってどう直すのよ
[02:22:50.960] セーブしとてよかったね宿ちもらい忘れた
[02:22:56.080] 体力が上がらないやっての仕事
[02:23:00.640] よえっとスケジュールの立て方今更その
[02:23:04.800] スケジュールの立て方っていうところ読む
[02:23:07.240] のもおかしいんだけどちょっと読んでいい
[02:23:08.600] スケジュールは1ヶ月ごとに立てますえ1
[02:23:10.840] ヶ月は上旬中旬下旬の3つに分けられて
[02:23:13.280] それぞれの予定を決めますただし19月は
[02:23:15.279] 収穫祭なのでスケジュールは立てられませ
[02:23:16.960] ん立派な女性になるために習い事させない
[02:23:18.920] としかし習い事させるにはお金が必要です
[02:23:20.680] そのお金はというと娘にアルバイトをさせ
[02:23:22.359] て稼がせないといけません最低だなえ
[02:23:24.240] アルバイトも勉強の1つですえいろんな
[02:23:26.120] アルバイトをさせることで娘の能力を育っ
[02:23:27.960] ていきますえいわゆる社会勉強というと
[02:23:30.200] でしょうかえ娘の年齢によってできる
[02:23:31.920] アルバイトも増えていきます娘のことを
[02:23:33.600] 考えて色々試してみてくださいでもあまり
[02:23:35.520] 無理をさせると娘が飛行に走ったり病気に
[02:23:38.160] なってしまったりするかもしれませんので
[02:23:40.240] ご注意よそんなことになる前に休ませて
[02:23:42.359] あげるとかバカンスに出かけるうバカンス
[02:23:45.479] かバカンス行く金を稼げじゃあバカンスに
[02:23:49.200] 行きてんだったら100ドルやぞ
[02:23:54.160] 稼げ
[02:23:56.040] えごでは隠しある名門で当らせられる
[02:23:59.840] メイドのアルバイトといいいな態度は許さ
[02:24:01.720] れませんよしっかりおやんなさいはいいや
[02:24:05.040] この子気品めっちゃあるから絶対大丈夫
[02:24:07.319] でしょめだちょっとあれ行こっかバカンス
[02:24:11.160] 行こっかいいねこれやがんじゃんおいこれ
[02:24:15.479] やがんじゃねえかよ
[02:24:17.880] [音楽]
[02:24:20.600] あるああ下がっちゃったあほら気品上が
[02:24:23.479] るって
[02:24:24.880] これれ上がんねえななかなか気品上がん
[02:24:27.319] ねえなや気あるから大成功多いって
[02:24:31.800] ほら疲労もあんま上がんなくないバケツの
[02:24:34.760] 水をひっくり返してんでが水浸し水ネタは
[02:24:38.720] もう
[02:24:40.560] やめろ
[02:24:42.520] オッケー病気じゃなければステータス
[02:24:45.279] 上がってるあそういう
[02:24:47.720] ことはい7分給料5056え失敗したの分
[02:24:54.279] は引いたよ近頃の娘は簡単な仕事も満足
[02:24:56.840] できないんだからねうぜえこのメイド長う
[02:25:00.560] ちょ待ってえっともうバカンス行くよあ
[02:25:04.920] 病気治ったよしじゃあ
[02:25:08.760] 働こうじゃあ働こう治ったもん治ったもん
[02:25:12.040] ねもう働いていいよねなんで元気になった
[02:25:14.319] のえわかんねけど治ったし直ったしうん
[02:25:19.420] [音楽]
[02:25:23.880] 体力優しいのね根性減っちったえ畜体力0
[02:25:29.399] って体力ってどうやってあげんの
[02:25:32.120] じゃあ体力0HP0ってこれどうやって
[02:25:35.240] あげんのじゃ
[02:25:37.560] え謎大きゲームだなこれおわかんねえぞ
[02:25:42.399] ちょっと待って4ヒットポイント0なんで
[02:25:47.840] やヒットポイントスじゃないのバカンスか
[02:25:55.680] なえヒットポイント回復のさせ方がわかん
[02:26:02.960] ねバカンスまとりあえずバカンス行くか
[02:26:05.479] じゃあしょうがねえなバカンス行くか
[02:26:08.120] ちょっとバカンス行ってみよっかじゃあ
[02:26:10.600] いいよ100ドルかかんなもうもうふから
[02:26:13.800] 鬼のように
[02:26:15.040] 働け宿のバイトで上がる上がる体力が上
[02:26:19.479] るっていうのはも回復する
[02:26:22.490] [音楽]
[02:26:24.160] てこよしバカンス行こう海いい
[02:26:30.279] じゃんはい最わヒローゼロのモラルがくそ
[02:26:35.240] 上がったあれだわこのゲーム神ですも
[02:26:37.880] 下がった今分かんない上がったすっごく
[02:26:40.640] 楽しかったよし疲労全回復いいねでもHP
[02:26:45.720] 上がんないよやっぱり
[02:26:49.440] [音楽]
[02:26:52.479] はい金は
[02:26:54.560] ね別にさ頑張ればさいくらだって稼げるん
[02:26:58.600] だけどHP全然上がんないねこれ何なん
[02:27:04.240] だろうキこれ上がんなくない上がってる
[02:27:07.120] 上がってる上がってるあ病気だと気品
[02:27:09.279] 上がんねんだいい仕事見つけたこれ気品だ
[02:27:12.160] わこれちょっと待って王様に会いに行こう
[02:27:14.680] 王様に会い
[02:27:17.680] たいスープを火にかけっぱしで黒焦げにし
[02:27:21.240] ちゃった可愛い許すよ黒焦げのスープ
[02:27:25.240] お父さん飲む
[02:27:26.640] よいいね気品も上がんのはいいよね
[02:27:29.720] やっぱりね56$でかいいいよいいよいい
[02:27:32.479] よ56$あったらでかいよ
[02:27:36.720] えこれ体力上がるん
[02:27:39.680] でしょ
[02:27:43.800] はいわ体力
[02:27:48.200] 全然ぐらいのだったら全然ねあの疲労もね
[02:27:53.120] やもらい忘れた何年働いてんだお前そこで
[02:27:58.399] はあシースに花瓶の水が疲れてるのかな
[02:28:03.160] ピザ食うところちょっと準備し始めてやち
[02:28:05.560] もらいはすれたピザ置く場所がねえからさ
[02:28:08.000] ちょっと今ちょっと片付ける俺もピザを
[02:28:11.200] 迎え入れる準備してるから今ごめんなパパ
[02:28:13.240] は部水びたし
[02:28:17.120] [音楽]
[02:28:18.399] ピザ置けねえ金だろこれ宿泊名簿書き
[02:28:23.680] 間違えちゃったおいいよいい
[02:28:27.399] よしまった宿ちもらい忘れた
[02:28:31.530] [音楽]
[02:28:33.240] わしまった宿そかもうボテラジ始まってん
[02:28:36.840] の
[02:28:37.750] [音楽]
[02:28:39.640] か3日分じゃ全然稼げねタエした体力3だ
[02:28:45.479] ぞあ体力イHPなんだこれなるほどね
[02:28:51.600] なるほどな体力かHPって必要なのか
[02:28:59.479] ぶっちゃけこれはおいしっかり努せんと
[02:29:02.200] いかん
[02:29:04.399] ぞ私こんなに疲れてるの
[02:29:08.000] にお父さんは私を嫌ってるんだわ違う
[02:29:12.120] でしょうが愛だろうが愛があるからしって
[02:29:16.200] んだろ疲労が増した最悪間違った
[02:29:22.479] どんくらい拾してんの
[02:29:27.319] お前
[02:29:28.960] 24
[02:29:30.640] くそ
[02:29:34.760] すれ違いちょっと王様行ってみる王様
[02:29:38.720] チャレンジしてみようじゃあ王様
[02:29:40.960] チャレンジちょっと行ってみようよきあ
[02:29:43.840] 行ってみて会えるんじゃねもう気品170
[02:29:46.800] だぞ
[02:29:54.359] 頑張れ頑張れ頑張る
[02:29:57.840] 頑張るおやおやこの次なここ超えれたら王
[02:30:01.279] 様だよ多分
[02:30:03.350] [音楽]
[02:30:05.640] 行けるか
[02:30:08.439] えーまだ無理なの
[02:30:11.760] これマジか
[02:30:15.680] よあれなんこれなだこれ何か見てんのか
[02:30:19.040] 間違したこれ間違した
[02:30:21.720] [音楽]
[02:30:23.920] いやもう意味ないって
[02:30:30.359] これえでもこれむずくねどう育てて行けば
[02:30:36.479] いいのかがわかんないねえどう育てて行け
[02:30:41.080] ばいいのかがごめんわかんない
[02:30:44.020] [音楽]
[02:30:47.120] よこれどう無理でしょ
[02:30:50.760] だってこれじゃただお金稼いでさお金稼い
[02:30:53.960] で回復してお金稼いで回復しての繰り返し
[02:30:56.720] だよ
[02:30:58.600] ねえ俺お前とどう接していいかがわかん
[02:31:01.680] ねえよまでのゲームにもよくないこれ18
[02:31:04.319] だと思うよ
[02:31:05.840] 18ま12歳だからねあと5年あるからね
[02:31:08.720] じゃ7年6年あるから
[02:31:12.479] ね18だと思うよなんかさ18って書いて
[02:31:15.359] あったななんか18って書いてあった気が
[02:31:17.920] するよ
[02:31:20.100] [音楽]
[02:31:26.399] わかんねえなあほらあなたの元に娘が預け
[02:31:30.600] られて早8年が経ちました預けられた当
[02:31:32.840] 小さかった娘もあなんかねやっぱだそこ
[02:31:37.359] ちょっと目標にしよっかちょっとそこ当面
[02:31:39.560] のそのなんだろ直近の目標は王様に会う
[02:31:42.399] ことお金稼いで育ててだな
[02:31:50.040] で終わり
[02:31:54.520] みたい武者修行とかだってこれできねえ
[02:31:57.640] だろこれ年払い来年度分もしてき
[02:32:01.240] たいいねママだねちょっと最近娘の評判も
[02:32:06.399] 聞くか最近
[02:32:08.520] の可愛気がねえとか言われてた
[02:32:11.560] けどえ蒼いちゃんあんまり聞いたことない
[02:32:14.399] えなんで上品な感じがするよ女の子だから
[02:32:18.760] 力は強くないんだぜうんなんかあんまり
[02:32:20.880] 聞いたことないになっちゃった
[02:32:22.520] ね俺が俺があんまり聞いてなかったからか
[02:32:26.880] 最近えなんか地味な女の子になっちゃうド
[02:32:29.680] が下がった知名ドっていうパラメーター
[02:32:31.479] あん
[02:32:32.399] のや疲労がさまちょっとね20なあるから
[02:32:37.880] ねちょっと回復したいけど旅に出てるから
[02:32:42.080] えそういう
[02:32:43.840] ことまちょお金稼げよっか1回えーっと
[02:32:51.160] 大うんまでメイドだなメイドやって
[02:32:55.680] ちょっと休ませてあげてメイドやろでま
[02:33:00.040] あのちょっと気品を上げて200になっ
[02:33:03.160] たら次また王様行くわ200になっ
[02:33:07.120] たらこれ気品上がるからいいよ
[02:33:11.800] ねいやもう腹減っためちゃくちゃはい
[02:33:18.220] [音楽]
[02:33:20.040] いや疲労がなごめんなあ大きなお皿を5枚
[02:33:25.240] も割っちゃったしょうが
[02:33:29.080] ねえ今日はコを7つもやっちゃっ
[02:33:33.800] たもう帰っておいでお前はもうもう帰って
[02:33:37.560] おいでうわ全然ダメだこいつたごわごわ
[02:33:41.359] 全然ダメじゃねえか
[02:33:43.760] ようわやば
[02:33:46.279] はあ大きなお皿を5枚もわっちゃ
[02:33:50.240] のすごい悪やんいやいやいやいやいやいや
[02:33:53.160] バケツの水をひっくり返してえ1回も成功
[02:33:56.279] してない1回も成功してないよえ待って
[02:34:00.279] 何これはコップを7つも割っちゃった
[02:34:03.439] コップなくなるでもこの家
[02:34:05.600] のやっばシルクのドレスを選択し
[02:34:13.479] たらいやいやいやいやいやいや
[02:34:16.439] ったねいやいやいやいやいや1日分の給料
[02:34:20.720] しか出なかったふざけんなよえ教会の方が
[02:34:25.120] 稼げるまである
[02:34:26.399] ぞてたいい
[02:34:28.650] [音楽]
[02:34:29.960] ねいいね32で全回復1回全回復やっぱ
[02:34:34.920] これ回復しねいやモラルが下がるモラルが
[02:34:38.399] 下がるんだ遊ぶと
[02:34:40.520] な続な汚ねえ街なんだろう
[02:34:44.200] な休んだらがれたわよしよしよしよしよし
[02:34:49.040] でもかとここはちょっと成功してくれ
[02:34:54.880] ようんうんうんうんうんうん
[02:34:58.960] うん見た目変わってる嘘変わっ
[02:35:04.720] てるああひじさんあれか見てねんかあの
[02:35:08.520] 衣替えしたんだよ衣替え
[02:35:11.160] 衣替えしましたあと大人1歳年取ったな
[02:35:16.000] 12歳になったなはあ
[02:35:20.080] 大きなお皿を5枚も割っちゃっ
[02:35:23.000] たこれ
[02:35:25.240] さあ今日はコップを7ちょっと12歳で
[02:35:29.640] ございますちょっと声もちょっと大人
[02:35:31.040] っぽくなったしょ
[02:35:33.399] はあ大きなお皿を5枚も割っちゃっ
[02:35:38.560] たいやちょっとシルクのドレスをミスが
[02:35:42.560] 多いななんでおかしく
[02:35:45.040] ない何何くれちゃあ首首ね
[02:35:52.680] 首なんか稼げねえ
[02:35:56.720] なあ修学祭
[02:35:59.950] [音楽]
[02:36:01.920] ねもうミス王国コンテ今年ももらうでしょ
[02:36:05.479] けどのストライクゾーンて何歳から何歳
[02:36:08.680] なんストライクゾーン別ないよ何歳で
[02:36:14.760] も年下はちょっとあれかもな
[02:36:19.880] 年上のがいいんだよ
[02:36:22.279] ね可愛がられたいから
[02:36:24.730] [笑い]
[02:36:26.840] 俺年下だと俺がさリードしてやんねえと
[02:36:30.560] いけねえ
[02:36:33.000] じゃんもうそうよこんなんな俺太陽の太陽
[02:36:38.319] の神は俺でしょうよ
[02:36:40.680] [音楽]
[02:36:43.560] 笑笑俺はもうね何もわかんないこと言い
[02:36:47.080] たいのえわかんないえてよっていう感じで
[02:36:52.279] 痛たい
[02:36:54.560] の叩かれてるが良さそうあまそれもある
[02:36:59.240] ね手取り足取りさこう
[02:37:01.560] [音楽]
[02:37:02.060] [笑い]
[02:37:03.840] 笑笑わ青い可愛いじゃん青いめっちゃ
[02:37:07.160] 可愛くねま多分俺あの太陽の神は俺だろう
[02:37:12.560] な俺でしょほらな青いううすげえ可愛いい
[02:37:16.160] じゃんれてちょうどいい方がいいあ尻に
[02:37:19.920] 敷かれたねこのさのれ屋ちゃん可愛くない
[02:37:24.120] ああ食いよろしく
[02:37:26.760] ないマジか
[02:37:31.000] よマジかよリベステータスやべえ
[02:37:35.920] なうわマジだリベ気品100気品147
[02:37:41.680] 色気
[02:37:43.000] 147色気0やもんなあの青いはな色ケっ
[02:37:48.000] てどうあげんだよ化されるんじゃ色ケれだ
[02:37:51.439] からえ色ケってどうやってあげんのだって
[02:37:53.560] あげ方がないじゃない興味ねえ俺こんな
[02:37:56.200] 野郎どもの戦い
[02:38:00.810] [音楽]
[02:38:10.399] なんて色気頑張ろ
[02:38:14.230] [音楽]
[02:38:17.080] ええ色系ってどうあげんのよ
[02:38:19.520] [音楽]
[02:38:22.080] 少し太らさなきゃならんのじゃないえ太ら
[02:38:25.520] せ
[02:38:26.960] るってどうで筋肉つけてああそういう
[02:38:35.479] ことなんか
[02:38:39.080] さ思う通りにやっぱ行かないけどままだよ
[02:38:43.600] ねま知らんわ
[02:38:45.319] なこんなゲームやったことねえだろ
[02:38:48.439] なえーミスコン取れなかっ
[02:38:52.080] た誰やねんどうでもええってこんな野郎
[02:38:57.120] どもの戦いに興味は
[02:39:00.319] ねえちょっと待ってじゃあ1回11月ねあ
[02:39:05.359] 間違っちゃった押しちゃったはいきます
[02:39:08.960] これまだ行けないでしょ
[02:39:13.160] 多分1回さあの
[02:39:20.080] 14歳あでも評価104だよめちゃくちゃ
[02:39:22.319] 評価高い
[02:39:24.490] [音楽]
[02:39:26.040] じゃんうんうんあって
[02:39:28.250] [音楽]
[02:39:30.240] みよお前の礼儀作法気品では
[02:39:34.720] や難しい
[02:39:37.280] [音楽]
[02:39:38.760] な金がねえんだよ
[02:39:41.170] [音楽]
[02:39:42.960] な金がねえんだよ
[02:39:47.399] なお父さん私あちげえ根性ああれだ根性が
[02:39:53.920] 低いからだよ根性が低いから失敗すんの
[02:39:57.960] 根性の8だもんえ根性ってどうあげんの
[02:40:03.399] よ何月10月だ冬服に着替えようめんど
[02:40:07.240] くせえこの衣がシステムめんどくせえ
[02:40:10.560] な着替えよう冬服秋服だな秋服10月だ
[02:40:15.319] もんなあいいじゃないですか
[02:40:19.640] [音楽]
[02:40:24.319] 根性がねえな根性が
[02:40:27.380] [音楽]
[02:40:29.120] な根性上げるアイテムねえ
[02:40:32.600] のドレス
[02:40:36.720] かああこれだ180根性25根性がないと
[02:40:41.840] 多分マジであのアイテムアイテムっていう
[02:40:44.040] かあれが失敗するから
[02:40:46.399] ねえごめんちょっとこれさもうさメイスと
[02:40:49.120] か売るわ売るうるうん全然売るうんいら
[02:40:52.000] ないこの子にも戦いは無理いらんいらん
[02:40:54.520] いらんこんなもんいらんわこんなもんそん
[02:40:57.680] で鉄の下駄を買って根性をあげる根性を
[02:41:01.279] あげ
[02:41:02.710] [音楽]
[02:41:04.840] ます180
[02:41:07.279] だけやもう根性根性
[02:41:10.160] 根性なんなら重ね根性でいいぞ根性がねえ
[02:41:14.279] からさあれがアップしないんだ
[02:41:18.240] よああま何も買えねえかま根性でちょ使っ
[02:41:23.000] て使ってバイトでガンガン金
[02:41:28.560] 稼ごうで気品上げて王様に会いに
[02:41:36.399] 行く
[02:41:38.240] オこれで根性上がったしょ結構25上がっ
[02:41:41.200] た8だったから
[02:41:42.560] 33根性3333あったらいいんじゃない
[02:41:46.160] の33いいねわかんねいいんだかんだ
[02:41:49.319] わかんない
[02:41:50.200] けどこれ娘と話す時
[02:41:53.560] さ優しく話すと根性下がる時あるんだよね
[02:41:57.640] 厳しくいくと根性が上がる時もある難しい
[02:42:00.840] よ
[02:42:03.840] な根性が上がってるから今はお金稼がせて
[02:42:08.479] いやこの金いっぱい稼げんのはいいんだ
[02:42:11.240] けどこれ気品下がるんだよ
[02:42:14.040] ねで体力とされる小学1年生いやそんな
[02:42:18.600] もんだよなそんなもんだと思うよごめん
[02:42:21.399] ここがっつり稼ごうここがっつりごっ
[02:42:24.960] かメイドはいいよな気品が上がる
[02:42:30.760] からマジ腹減っ
[02:42:34.300] [音楽]
[02:42:40.680] たああ無理ミスるな大きなお皿を5枚も
[02:42:46.240] 割っちゃったやっぱりミスるね
[02:42:49.640] ああオオああいい180いいじゃん180
[02:42:53.359] 行ったら
[02:42:54.479] さもう良く
[02:42:57.000] ないごめんちょっとボテ開いちゃって
[02:42:59.439] 間違っ
[02:42:59.810] [音楽]
[02:43:05.560] たいいですよちょっときつい割りすぎな
[02:43:10.040] 今日はコップを7つわっちゃったこの部屋
[02:43:13.399] この家からサラとコップ消えるぞあ7日分
[02:43:16.680] のお給料あいよ頑張ったええやんけ
[02:43:19.399] いやいやいやいいよいいよいいよこ頑張っ
[02:43:21.040] たらも頑張ったらいい
[02:43:23.479] でしょ診療所ちょっとねここきついけど
[02:43:26.800] ちょっと働いてもらおう金がねえとなはい
[02:43:29.439] さらにコップ7
[02:43:32.760] 怖力も上がってていいよあ医者やると体力
[02:43:37.880] 減るのなんなんだ医者だって体力必要
[02:43:43.120] だろう難しいななんかってむいんだな
[02:43:46.840] やっぱな何事もなするすげえむいんだ
[02:43:50.930] [音楽]
[02:43:54.240] な赤ちゃんをお風呂で溺れさせるところ
[02:43:57.359] だったのバカ
[02:44:02.840] 野郎うん結構金は溜まってきたかなあああ
[02:44:07.600] いいんじゃないいやいやいやいいんじゃ
[02:44:09.560] ない
[02:44:10.520] [音楽]
[02:44:12.720] ええ溺れさせるところだったのじゃの笑笑
[02:44:16.640] 本だあまだげるいいぞ
[02:44:19.479] 200品200行ったら王様
[02:44:26.080] ないいですねいい結構ミス疲労もあんのか
[02:44:32.680] な皿を5枚もっちゃったもあるんだろうな
[02:44:36.359] お金とパラメーター考えてて時間が過ぎ
[02:44:39.160] てくいやマジでそうこれだってなんかで
[02:44:42.359] もえて使っちゃ進してる気がしねえんだよ
[02:44:45.840] ななんかな大丈夫かな
[02:44:49.399] を7つも割っちゃっ
[02:44:51.800] たこれでお皿が消えるまでの
[02:44:54.439] カウントダウンが皿が全部なくなりました
[02:44:57.960] かけっぱしで黒焦げにしちゃったど
[02:45:01.120] じっこんだよいやミス多いのをくり返して
[02:45:05.880] 廊下が水浸しミスが多い
[02:45:08.760] ねやっぱ一月働きっぱなしはやべえかトプ
[02:45:12.319] を7つも終わっちゃっ
[02:45:14.399] たやばいねちょっとねどんだけ火力強くし
[02:45:18.479] た
[02:45:20.160] 3日分しか10日はてて3日分しか出
[02:45:22.359] なかったもんえこれまずいよあ季節が
[02:45:27.160] 変わり
[02:45:28.160] ます冬だね冬だねじゃあ衣しようこのこの
[02:45:33.600] システムいるか衣替えシステム
[02:45:37.920] めちゃこの衣替えシステムいる可愛いけど
[02:45:42.240] さ
[02:45:44.640] おお
[02:45:46.960] 可愛いいいじゃない
[02:45:51.000] え
[02:45:52.960] 金疲労回復させて
[02:45:56.240] やる疲労回復させてあげよっかえシステム
[02:46:01.120] 自動的なのそうこれなんか意味があるのか
[02:46:03.479] ないのかわかんないあるのかなちょわかん
[02:46:06.279] ないね意味があるのかないの
[02:46:08.319] かぬいぐるみだよねやっぱでもこれ買っ
[02:46:12.040] ちゃえば品品15上がんねんなは15
[02:46:15.920] しかんないけどいやごめんここTカップ
[02:46:18.240] 買うわでかつうとTカップあごめん買う
[02:46:21.479] 買う買買買うTカップ買Tカップは疲労
[02:46:24.560] マイナス15なんだけど逆に言ったらね
[02:46:28.080] あのね30も回復させる必要ねえんだよ
[02:46:30.880] 会話して体力半分にあのか疲労半分にし
[02:46:39.359] てありがとうお父様はい私のこと気遣って
[02:46:43.920] くださいはい疲労半分になりました疲労
[02:46:47.000] 半分になった状態でTカップを使えば疲労
[02:46:50.319] は0になるでしょ15もないしょ多分疲労
[02:46:53.240] 10疲労21あった0なったままええわえ
[02:46:57.840] わええわほぼ0やほぼ0ほぼゼうんで気品
[02:47:02.200] が15上がったんだよねこれでねヒ6の
[02:47:05.359] 気品203はい王様行きますこれ王様
[02:47:08.160] 会えるでしょそろそろ
[02:47:10.680] もう気品上げなくてもいいなここまで来
[02:47:13.800] たらここまで来たらもう気品気品あげなく
[02:47:17.560] ていいでしょ
[02:47:20.240] 多分200あったらもう合ってくれんじゃ
[02:47:22.319] ねえのこんな気品のある娘いねえだろクソ
[02:47:24.279] 可愛い
[02:47:25.320] [音楽]
[02:47:28.760] わ次だなこの次なこの次
[02:47:33.840] なうんうんうんうんはいはいはいよっしゃ
[02:47:38.720] 行く
[02:47:39.479] ぜまた来たのかお前の礼儀金では遠
[02:47:44.319] え
[02:47:46.359] え嘘やろ
[02:47:49.840] マジ
[02:47:54.000] [音楽]
[02:47:58.520] でほんま
[02:48:01.080] に年齢と共に必要な気品も上がっていくの
[02:48:05.040] ねそういう
[02:48:09.800] ことそういう
[02:48:11.800] ことアイアンマンなんやアイアンマンここ
[02:48:16.040] に来
[02:48:17.720] て品たっぷりの顔になっちゃったみんな
[02:48:20.640] 気品たっぷりの顔になっ
[02:48:25.640] たなん度でも
[02:48:28.399] 高え行き
[02:48:31.560] ます行きますさあ続き行きます
[02:48:37.840] よスケジュール組もうかスケジュールな
[02:48:41.200] ぶりに見たスケジュール雲
[02:48:43.640] かお腹痛なってきたもんもう
[02:48:48.880] れやすいでしょ体力ってどうやってあげん
[02:48:51.080] の体力ってどうやってあげん
[02:48:54.810] [音楽]
[02:49:03.080] の体力ってどうやってあげんのパクパク
[02:49:05.840] やめて笑笑体力宿屋笑笑宿屋
[02:49:11.760] か宿屋笑笑宿屋だね宿屋行こうかじゃあ
[02:49:19.720] もうここからも気品はいいや気品はいい
[02:49:22.399] もう気品いらね気品いらねえやもう見て
[02:49:25.520] られないなんでやねんちょっと怖いです
[02:49:30.399] ね体力例はすごいこと
[02:49:34.279] にはい品なんてそんな顔で言わないでれる
[02:49:39.239] 顔だろ体力上がるけど
[02:49:42.200] テあなるほどね
[02:49:47.160] 笑笑えでもこれ体力
