[00:00:18.800] ジマゲームさんコメントお待ちしてま邪魔
[02:21:44.399] はこれ本当プレゼント何くれたの
[02:21:47.640] ありがとう本当何この可愛い顔中身見て
[02:21:51.479] ないのに中身なんか見なくなってもくれ
[02:21:54.120] たっていう事実が僕は好きなんです
[02:21:57.560] よ身からもれるだけで嬉しいよ
[02:22:00.479] ありがとうラッピアックさんちゃまく飯
[02:22:03.760] 誘って変な身連れてってこういうの好きな
[02:22:06.560] ん
[02:22:07.640] だてきたみたいどういうことどういうこと
[02:22:11.760] あ変な変な飯食ってあでも確かに俺どんな
[02:22:15.560] のでもうまいうまいって食うから
[02:22:18.439] な何くれたんだろ結局
[02:22:21.359] 笑笑ちょ寝なきゃやばくないこれ寝なきゃ
[02:22:24.359] やばない34だよ
[02:22:27.790] [音楽]
[02:22:30.280] 体力寝る
[02:22:32.240] ああデートは行く平日は寝よぬい悪くさん
[02:22:36.479] 事実が好きなんです心にもないこと言う
[02:22:40.120] から日本語おかしいですよ
[02:22:43.479] 何何何その日本語おかしくない
[02:22:46.760] かどこ行こっかなどこ行こうか雨か
[02:22:51.720] 雨か雨だけどま美術館ぐらいだったらいけ
[02:22:55.960] んじゃないどうよはいいやもう好きだから
[02:22:58.840] どこにでもついてくんだこいつ
[02:23:00.560] なオじゃ寝ますちょ体力上げようやばい
[02:23:05.000] これでだってヤンキーと喧嘩イベあったら
[02:23:07.200] さすがに負けるでしょ32
[02:23:09.280] じゃ運動高えけど攻撃力めちゃくちゃある
[02:23:13.040] [音楽]
[02:23:14.680] けどまたこれでまたさこれでまたさ
[02:23:21.000] とかぶったら俺
[02:23:22.439] ほんまも今度は本当にもう俺ま負けない
[02:23:26.319] けどねもう分かって
[02:23:28.240] うふ傘もいいね可愛い
[02:23:31.720] ねあ来たああガしようなイガ
[02:23:37.680] なボテさんこれ今何年生これ3年生やっと
[02:23:41.520] 3年生なっ
[02:23:43.520] た行こう行こうよしよしやっと3年生なっ
[02:23:48.359] 今日は何やってるのかな通常展示みたいだ
[02:23:51.359] ねまでもこの子あんまり美術感とか興味
[02:23:54.279] なさそう武器センスやばいよねセンス
[02:23:58.359] やばいよ
[02:24:00.000] ね世の中には不幸ってものがあ
[02:24:02.319] るってことかな意味はともかく悲しい感じ
[02:24:04.319] がするよね意味じゃなくどう感じるかが
[02:24:06.200] 重要なんだよ
[02:24:07.800] ふやっぱそういうもんなのかなんか
[02:24:11.359] あんまりまあまあ普通でした
[02:24:14.279] ね今度はもっと盛り上がろうねまたね
[02:24:21.040] あの
[02:24:22.240] [音楽]
[02:24:23.359] その家まであ蓋来なくなっちゃったな
[02:24:26.439] なかなかねまそんなすぐ来るあれでもねえ
[02:24:29.920] のか光の誕生日ま寝る
[02:24:32.680] かノタイムさん媚びに好きなもの見そうな
[02:24:36.359] だいるのそう流行とか関係なし自分がいい
[02:24:40.160] と思ったものを着るそれはね分かるもう
[02:24:42.720] とても俺もそうなんであのとてもいいと
[02:24:44.920] 思い
[02:24:45.640] ますしょうがないからこれあげようガラス
[02:24:48.319] のペンダントあげようあの爆弾えないよう
[02:24:51.680] に爆弾
[02:24:53.399] 管理しょうがねからあげるよ嬉しい私の
[02:24:57.399] こと考えてくれてる
[02:24:59.560] ねでやっぱ可愛いよなやっぱ可愛いよな光
[02:25:05.680] ってなんで横にてがいるんだなんだお前誰
[02:25:10.520] だなんかホムに使われんの何なんだろうね
[02:25:13.920] 何もしてないんだよ俺こいつ
[02:25:17.720] とさんさん
[02:25:20.560] いるんだろうね本になんか死んだけどれて
[02:25:22.439] んだよ
[02:25:23.920] なあ7月になっ
[02:25:26.439] たなんだあの雑誌見てみよっかな当たり前
[02:25:31.439] だよ強化見してみちょ爆弾誰か持ってるか
[02:25:34.439] なまだあなしこんな感じだよよしよしよし
[02:25:38.240] よしよしまずはよしまずは
[02:25:41.760] よしあと誰のなんか情報持ってねえ女い
[02:25:44.840] たっけうんいいよあすぐ来るんだよなああ
[02:25:50.560] あったあった間違ちゃったこんな感じだよ
[02:25:52.800] はいオッケていいじゃ
[02:25:55.860] [音楽]
[02:25:58.520] ね
[02:26:00.880] えー雑誌見よう7月はなんかあったっけ
[02:26:03.960] 海開きかあ7月はやることいっぱいあり
[02:26:07.000] ますよ海開きナイトパレットああ縁日だ俺
[02:26:10.880] 前回行けてるんだよ縁日全然行けなかった
[02:26:14.479] こ今日はいけるでしょ今回は縁日第4土曜
[02:26:17.479] 日曜日ね第4日曜日絶対入れる絶対入れる
[02:26:19.399] 絶対入れる絶対これ絶対今もう今もう電話
[02:26:22.319] しようあ電話できないまいいや日行きたい
[02:26:25.800] よね行ってないんだ1回
[02:26:28.840] も来た絶対行くわ
[02:26:33.800] 日お調子いいんじゃ
[02:26:39.920] ない
[02:26:44.960] おお
[02:26:46.920] 芸術
[02:26:49.240] ねこキってどう俺もうも行くわユッキーあ
[02:26:52.399] ユッキーうんといいよやったね寄り道うよ
[02:26:58.240] 笑笑ユッキー来たユッキー行けた
[02:27:03.040] よフェイトさん許されたさテスト始まっ
[02:27:07.880] ちゃうねやだな俺たちバカだもんなやだな
[02:27:12.200] キマテ始まっちゃうねその言い方ただは
[02:27:14.640] 自信ないんだねユッキーおめっちゃいい
[02:27:16.359] じゃんやだでもてめえ絶対俺とチって読む
[02:27:19.520] んじゃねえぞ
[02:27:21.279] のこと知らないな盾
[02:27:24.439] は知ってるよ俺バカだもんな俺らなああ
[02:27:29.439] 平気
[02:27:30.520] 平気の頑張ったそ俺自分の彼女に持つって
[02:27:36.520] 言われたら本当にやだわマジでやだガチの
[02:27:40.880] 俺のあだなえあ平場頑張った時必ず熱する
[02:27:45.880] から運を天に
[02:27:47.359] 任せる天堂じゃん
[02:27:51.240] えーその運がないから大変なんじゃないの
[02:27:56.120] ともっさんだもっ
[02:27:59.520] さいやもうこれ多分また補修だから末
[02:28:03.840] テストの前後にあのデートは入れちゃだめ
[02:28:07.200] 前は入れてもいいけどあと1週間は入れる
[02:28:09.120] とすっぽかすことになっちゃう
[02:28:11.200] からもうそういうもうあの補修ありで考え
[02:28:15.240] なきゃだめだねよしえちょっと待って日
[02:28:19.279] 行くためにはまさかちょっと待いつ末
[02:28:21.000] テストなのあえこれさ末テストさん術例
[02:28:27.080] 縁日ってさ123第4日曜だよねえ第4
[02:28:32.240] 日曜だよね1周目の日曜2周目3週目4周
[02:28:36.680] 目えこれ
[02:28:39.130] [音楽]
[02:28:40.880] さ日じさん
[02:28:44.920] 潰れるさん22
[02:28:48.000] 日えももうやだこのゲームなんでこんなな
[02:28:53.720] よ恋愛ゲームやるやバカなんだからさ恋愛
[02:28:57.640] ゲームやる全員バカなんだからんなこの
[02:29:01.200] なんでテストの後にそれ重要なやつ入れん
[02:29:03.439] だよ縁日けねえじゃんかよ
[02:29:08.880] もうああしょもないさんしょうもねえまえ
[02:29:16.040] これエ無理ねさん普通は赤点取らないんや
[02:29:19.840] で
[02:29:20.720] [音楽]
[02:29:22.920] えもうこいつ
[02:29:27.319] と
[02:29:29.680] 縁日
[02:29:33.640] こんなフェイトさんちなみに22日
[02:29:37.120] イベントありますさん下手じじさんグっ
[02:29:41.760] 浴衣いやもうでもリセットしないよ俺めど
[02:29:44.880] くせえ
[02:29:45.750] [音楽]
[02:29:49.040] もベントあん
[02:29:54.600] [音楽]
[02:30:01.640] のYouTubeで見るわじゃクリアし
[02:30:04.760] たらクソ腹立つからそれでいいやもう
[02:30:09.240] え
[02:30:10.800] ざから芸術あげいやあげたって絶対無理
[02:30:13.880] でしょさん笑笑絶対無理でしょ今からあげ
[02:30:17.399] たって血抜きで
[02:30:22.120] いや絶対無理だよ投げたところ
[02:30:26.450] [音楽]
[02:30:33.680] でゲジ3だっ
[02:30:37.880] て
[02:30:41.479] くだらでしょうねフェイトさん
[02:30:46.040] 笑笑あ
[02:30:48.700] [音楽]
[02:30:50.279] だった
[02:30:51.210] [音楽]
[02:30:54.960] よじじさんおおワンチャンあるのではも
[02:31:00.840] さん今こそちゃまく女子中に望歌うんなん
[02:31:04.840] でだ
[02:31:05.650] [音楽]
[02:31:05.900] [笑い]
[02:31:10.200] よ歌わせないでもらっていいすか俺に女子
[02:31:13.680] 12
[02:31:16.240] 学法女子12学法のデータをさ完璧データ
[02:31:20.240] を頭の奥から引っ張り出してくの大変なん
[02:31:22.680] だから10年ぶりぐらい
[02:31:25.399] に女子12学法なんかよく覚えてたマジで
[02:31:29.000] ねえこれ縁日行きたいんだよ
[02:31:33.439] ねねでもこれさんだよ女子12学うまい
[02:31:37.760] 16歳ってねこれ赤えこれさでも
[02:31:42.520] すっぽかすことになっちゃうんじゃ結局も
[02:31:45.240] しょうもなマジ
[02:31:47.800] でうわもうすっぽかすことになっちゃう
[02:31:50.920] じゃんどうせ
[02:31:57.279] さすことになるなんねで嫌われて
[02:32:03.120] さしょうもなこのゲームマジ
[02:32:07.840] で頼む赤展開だダだったって入ったからあ
[02:32:13.240] 赤来た赤来た赤した良かったよかった
[02:32:17.120] よかったお母さんお母さん
[02:32:20.439] お母さん良かったじじさんよっしゃイト
[02:32:24.880] さんよしよし危ねええだったらなんで
[02:32:28.439] さっきダメだったのなんでさっきあんな
[02:32:31.840] さっきなんであんなにダメだったのすげえ
[02:32:34.520] さっきの2年の末めちゃくちゃ難しく
[02:32:37.080] なかっ
[02:32:39.040] た私好みだぜいいな
[02:32:46.040] これ危ねえよかった縁日行ける
[02:32:50.479] あ良かっ
[02:32:53.800] た縁日が全てなんだよねこの
[02:32:58.040] ゲームこのゲーム縁日が全てえナイト
[02:33:01.920] パレード8月中ストレスあストレスゼは
[02:33:05.319] でかいの
[02:33:06.560] かえ縁日は予約しました花火大会は8月
[02:33:11.840] 中日土曜日あ最終土曜日かえ海開き海行っ
[02:33:16.760] とくかもう1回な海行っとこう海海
[02:33:22.840] 海今年の海はどんな海かなつっ
[02:33:26.220] [音楽]
[02:33:29.080] て29開けてあえてなあえて29開けんだ
[02:33:39.640] よオよし縁日や楽しみ
[02:33:43.370] [音楽]
[02:33:45.359] だッキーとデート
[02:33:49.840] そっかななんユッキーってやだな
[02:33:54.560] なんかユッキーまだかなめっちゃいてえお
[02:33:58.200] めっちゃいてえカップルみたいになっ
[02:33:59.520] ちゃったじゃん急にお待た
[02:34:02.840] せ何
[02:34:04.960] この何
[02:34:07.920] この何このなんか野生人み野生人なんてト
[02:34:12.560] わかんない可愛いでもあユッキーあったか
[02:34:17.160] いい
[02:34:19.880] の女の子と初デート行く時コスとれてくっ
[02:34:22.920] てなんでもう同棲してるレベルで買い物
[02:34:25.960] するんだ
[02:34:27.240] よなんでもう同棲してる気になってんだ
[02:34:30.160] それ
[02:34:31.920] は同棲5年目だろコストコ行くの一緒
[02:34:36.960] にでも俺コストコのカード持ってるから
[02:34:39.640] 可能なんだよねあの前友達とバーベキュー
[02:34:43.040] やった時に1回だけ入んのに作ってまだ
[02:34:45.760] 持ってんだよなあ年間5000円かかる
[02:34:49.000] からねラビアさんゴキリってスイカ好き
[02:34:52.880] そう
[02:34:53.800] ゴキそゴキ
[02:34:57.240] リよかったじゃこ
[02:35:03.000] 行こどうかしたのこっ見ちゃって
[02:35:09.600] キえどれもすごく可愛い浴衣だなと思って
[02:35:13.920] 浴衣姿のッすごいなと思ってった浴衣姿
[02:35:17.840] のーす
[02:35:20.359] こんな風に言われるとみゆもすごく嬉しい
[02:35:23.840] 俺これ名前やっぱ生呼びに戻すわユッ
[02:35:26.000] キーってなんかねえねねえ行って遊ぶ違う
[02:35:30.080] なんか違う傾きやってみよっか前金魚作り
[02:35:33.680] だったもんねうん行こう行こうあの女出て
[02:35:36.640] こねえよな会ってねえもんなこの世界線で
[02:35:38.359] は
[02:35:39.300] [音楽]
[02:35:40.640] なもぎさんゆユッキーマジバカっぽいんだ
[02:35:45.120] よねユッキーバカプルっぽくてさちょっと
[02:35:48.160] しんどいまずは針を向で削り始めたいとに
[02:35:52.800] 合わせなうんうんで丸ボタンで決定だ
[02:35:57.680] はい次にパワーゲージを見ながら力加減を
[02:36:02.279] 決めてボタンを押すと針が水を削り始める
[02:36:06.560] きだっ
[02:36:07.840] てボタンを押し続ければ針はを削り続ける
[02:36:12.720] ぜボタンを押し続けばあはいはいはいはい
[02:36:16.359] はい丸ボタンをせばは肩からああ早く肩を
[02:36:21.240] きたいはをけてっても構わないぜおっても
[02:36:24.720] 構わないおるにはるボタンを押せばいあ
[02:36:28.880] 削り続けるなら続けるを押すんだんで
[02:36:35.720] こんなんなんでこんな年に1回しか遊べ
[02:36:38.960] ないイベントのポッポットでのミニゲーム
[02:36:43.200] がこんな凝ってるんだよ難しすぎるだろ
[02:36:46.000] なんだ
[02:36:47.399] それるだぞこのゲームどんだけここ力入れ
[02:36:51.880] てんだ懐かしい何が懐かしいな型きって
[02:36:54.000] 本当んでしょうな今もあるよねなんかさ今
[02:36:55.800] もさ型抜きて何かなと思ったらさ
[02:36:58.640] キャラパキだねキャラパキ知てる
[02:37:00.319] キャラパキめっちゃむずそうこれ
[02:37:02.479] めちゃくちゃむずな絶対なキャラパキって
[02:37:05.240] 今さチョコレートでさなんかポケモンの形
[02:37:07.560] だとかに割って食べるみたいなあるよ
[02:37:11.479] ねただ気をつけろようまく折れねえ時は肩
[02:37:15.920] が壊れちまうからなさんああだからうまい
[02:37:20.319] こときんなきゃいけないでょめっちゃ真剣
[02:37:22.640] にやってる人た
[02:37:25.240] いる
[02:37:29.520] シーティングゲームができるとあこれも
[02:37:32.399] シーティング入ってるよすげえ本格的な
[02:37:34.600] やつ言うてもコだからねシューティング
[02:37:37.359] なんか大意だよね
[02:37:40.480] [音楽]
[02:37:49.680] ね要はキャラパキのあもう1度説明しも
[02:37:53.319] いいよもうまずは分かった次にボタンを丸
[02:37:58.439] ボタンおる
[02:38:01.240] に叩き分かった分かった分かった分かっ
[02:38:07.000] たあそうだそうはいよもぎさん星の
[02:38:12.600] カービーやってん神のあのてくれよコピー
[02:38:16.160] 能力の説明なあれ言えってやっても説明
[02:38:18.479] 入るの何なんだあれなスーパーデラックス
[02:38:21.600] のなコピー能力のラコピー能力の説明いり
[02:38:26.000] ますかノにして
[02:38:27.880] も
[02:38:29.920] 0703少しでも汚いとダて言われんだ
[02:38:33.200] そうお金がだからもうあっちのさ加減
[02:38:36.600] でしょ何これペギ君立派な戦闘機中堅八光
[02:38:41.319] 解散物レプリカ大いなる遺産明るい
[02:38:43.930] [音楽]
[02:38:47.200] 猫極にはいないらしい
[02:38:52.080] 猫にするかあの子猫好きって言ってたしな
[02:38:55.000] 猫にしよっ
[02:38:57.399] かなんだっ
[02:39:00.680] け中間ぐらいの力
[02:39:03.920] で続ける
[02:39:06.680] よあ押し続けんのかはいはいはいはい
[02:39:12.399] はいはいこんなもんねでおるおっちゃう
[02:39:15.840] よいしょはいいいね
[02:39:20.040] あ力強いやっちまった
[02:39:23.560] よ
[02:39:25.200] はフトさんあ
[02:39:29.800] がも売だからな
[02:39:33.680] 難さんんやねんこれまた来てくれよもう1
[02:39:37.040] 回やりてもう1回やりてもう1回やりてよ
[02:39:38.840] もう1回やろこれもう1回できないのこれ
[02:39:40.960] 力入れすぎもう1回できないのこれもう1
[02:39:43.600] 回え本当にこれ1回しかできないのそんな
[02:39:48.399] 落ち込むいんでこん増えてとか時の音さん
[02:39:54.520] ゴルフゲームもだねあそうゴルフゲーム
[02:39:57.640] みたいだねそうそうそうあのワリオランド
[02:39:59.880] 1のさもぎさんゴルフゲームみたいだね
[02:40:02.960] あの力入れてねあのピッてやってピピッて
[02:40:04.960] やってピッってやるやつ
[02:40:06.840] ね楽しい時間でいやでさんこの子が運を
[02:40:11.720] 語ると重みが違うねさ
[02:40:16.200] さんそうだ鍵
[02:40:20.000] んなんでわかんないんだそういうことじゃ
[02:40:22.000] ねえのゴルフゲームみたいだよねって
[02:40:24.279] すごい乗ったけどな俺今可愛いランディ
[02:40:28.000] さん笑笑はい
[02:40:36.359] ゆ
[02:40:40.760] 犬さんそもそもゴルフゲームみたいなの
[02:40:44.240] かからん何ったん
[02:40:48.240] だの氷半分こあこれ子供の頃あったない時
[02:40:52.760] あるねちゃまくたまにおめえだよおこれ
[02:40:57.000] 子供の時あったよこのイベントえ
[02:40:59.720] チョコレートのりいい
[02:41:01.760] の思い出すんじゃねえの
[02:41:05.319] えそういえばみゆ昔も学校の下の駄菓子屋
[02:41:10.800] さんで犬にお返し取られたことあったあっ
[02:41:14.479] たねランディさん脇で溶けたり全然えよ
[02:41:19.319] 全然
[02:41:21.920] 違えどうしたのえこれってさあん時のやつ
[02:41:25.880] が俺っていう認識はないのえあの時の
[02:41:28.880] 男の子って君だったんだっていうねえそれ
[02:41:31.920] 認識はないのか
[02:41:33.880] なすげえここで来るんだ宇宙アイドル
[02:41:37.560] ラブラブスターチョコだったりしないえ
[02:41:40.680] どうしてしてる
[02:41:42.279] のうエモしてくない口寄せエモエモ天生
[02:41:48.560] エモて
[02:41:50.760] おエモてエモエモ天生
[02:41:54.520] うお挑戦士ドラゴンチョコ半分庫したよね
[02:41:58.840] あの時の
[02:42:00.439] 男の子そう俺だと思うよ
[02:42:06.520] 神そうだったんだ気分かっちゃったうろ
[02:42:11.880] さんえいエピソード1のエンドロールと
[02:42:14.760] 切ない曲竜し
[02:42:17.120] たい勝ちました皆さん
[02:42:20.560] 勝ちまし
[02:42:24.040] た俺で間違ってないイトさんてない間違っ
[02:42:28.279] て
[02:42:29.319] ないがかったの
[02:42:34.279] はけちゃうよ何が分かったのね何が分かっ
[02:42:37.279] た
[02:42:40.070] [音楽]
[02:42:42.319] のさいゲームだ
[02:42:52.399] 反応しね俺がボタン押しすぎてだめだ反応
[02:42:54.800] しねスクショがスクショが反応し
[02:42:59.430] [音楽]
[02:43:05.160] 橋もうこれクリアでよくないここで終わり
[02:43:09.520] でよくないここで終わりでいいよなもう
[02:43:13.399] なんだこれおいで何が分かったの
[02:43:23.319] バ
[02:43:26.000] バカスクーン
[02:43:29.330] [音楽]
[02:43:40.359] ショットいやこれは良かったわこれ
[02:43:43.479] イベント抜かしてたら当しんどいねこの
[02:43:45.600] イベント抜かしてたらねかし
[02:43:50.279] ランディさん無とでも言いましょうかね出
[02:43:53.319] たよすぐ無とでも言いましょうか
[02:43:59.399] ねトメも2のオタクなメモ2のオタクの
[02:44:03.359] インタビューな見れていや良かった本当に
[02:44:06.319] これさ勉強大事スタイルもしかして
[02:44:10.319] 無料無料
[02:44:15.200] にこのような感じでつってこうやって
[02:44:19.240] もらってもよろしいですかこのような感じ
[02:44:21.840] です勘無料とでも言いましょうかね言って
[02:44:24.800] たわ言って
[02:44:26.680] [笑い]
[02:44:29.080] たみんな見てなあのトメモ2の発売当時の
[02:44:34.399] 映像っっていうYouTubeのクソ
[02:44:36.240] 面白え
[02:44:37.880] から群がるオタたちがむに元気かなむに今
[02:44:42.640] 生きてたら何歳よもう60歳ぐらいなって
[02:44:44.960] んじゃないあん時だって40超えてんだろ
[02:44:46.439] あれ知らねえけど
[02:44:49.319] 60ぐらいって50は行ってるだろうな
[02:44:51.200] 多分な無料に
[02:44:52.359] きえっとじゃ学力えこれさ勉強必要かな
[02:44:57.160] もういいや就職
[02:45:05.800] で体力ねえなおお体力あげよっか雑額
[02:45:10.920] 237やば
[02:45:12.720] え海海の予定は入っとうからえあとはね
[02:45:17.840] ナイトパレド中ナイトパレードえ花火大会
[02:45:20.960] もこれは自動的に行くからラッピエオ
[02:45:23.399] アックさん今これ見てる
[02:45:26.279] よそだとしたらやべえじゃんめっちゃ馬鹿
[02:45:29.160] してんじゃんめっちゃドキっとしてん
[02:45:30.880] だろうな俺
[02:45:33.960] じゃんでああいうインタビュー受けた人と
[02:45:37.000] かってやっぱりさまネットのおもちゃに
[02:45:40.040] なるわけじゃんまあれはそんなほ別馬鹿に
[02:45:42.880] 俺らが勝手に馬鹿に馬鹿してるかネタにし
[02:45:45.040] てるだけだけどさあの例えばさあのなん
[02:45:48.520] だろう
[02:45:49.680] ぱ世は許してくれませんよのさあいつとか
[02:45:53.200] さ
[02:45:55.479] あのねそれこそ街なんか歩いてたらさ
[02:45:59.040] なんか言われるあそんなそんなそんなねえ
[02:46:02.200] かそんなねえのかなわかんないけど大変だ
[02:46:05.600] よなああいうの乗っちゃったら
[02:46:07.439] な
[02:46:09.840] 遊園まなで言ったらな顔出しして毎日
[02:46:12.600] こんな馬鹿みたな顔て配信してたらいつか
[02:46:14.319] なネタにされてあれになっちゃうかもしん
[02:46:16.640] ねけどな
[02:46:20.050] [音楽]
[02:46:22.120] やべ水なくなっちゃった水取ってこようか
[02:46:26.439] なあまだ12時回ってねえの9時からやっ
[02:46:29.800] てっかなそう9時からやってっかな今日な
[02:46:32.000] 今日9時からやってんのにさ10時半まで
[02:46:34.960] リセット4回してるから
[02:46:36.280] [笑い]
[02:46:38.439] ねとんでもねえぐらいリセットしたんだ
[02:46:42.240] よどうしてもあの部活が超えらんなくて
[02:46:47.150] [音楽]
[02:46:51.200] たやっとこうかなビちょっと待って
[02:46:54.600] あれ俺さ今
[02:46:57.319] さナイトパレードでしょ海開きは駅駅だよ
[02:47:01.080] なよしあこれちょっとそうあの忘れてた今
[02:47:07.640] 一瞬や寝たいなあ寝なきゃやばい
[02:47:13.640] なあケ体調が
[02:47:16.560] やばいリッキーとデートえーまずは響きの
[02:47:21.000] 駅これ分かりやすくていいね海とか山は駅
[02:47:24.319] っていうのは分かりやすくていい
[02:47:26.439] わ可愛いねお前は
[02:47:29.640] ねさ今年も行きましょう海に
[02:47:35.120] ね
[02:47:37.439] っとうん
[02:47:41.399] よしね本なんだけど海のお水ってなんで
[02:47:48.160] しよっか
[02:47:49.359] のかなそことも知らねん
[02:47:52.680] か岩の中の
[02:47:55.399] セブが鮮のでいられるようにさランディ
[02:47:58.680] さんなんで確か
[02:48:00.800] に保存に聞くしねりあるかも
[02:48:07.240] ね変わらんね今度はあれアフターなしです
[02:48:12.720] かあのああ蓋ないなこれちょっと評価
[02:48:16.439] 下がってる下がってないよね大丈夫だよね
[02:48:21.359] えー寝ますかちょっとちょっと体力やば
[02:48:25.080] ラッピエアックさんなん何がなんてなんで
[02:48:27.920] 何がでも寝るとさなんか下がるのがやなん
[02:48:32.000] だね容姿と雑学が交互に下がってくなん
[02:48:35.000] なんなんで陽子雑学が減るんだよ寝ると
[02:48:37.600] 意味がわから
[02:48:39.160] んどういうあれ
[02:48:49.960] で教えてあそういうことそういうことそう
[02:48:53.399] いう
[02:48:54.880] ことよなよなよなよ
[02:48:58.680] な流した涙がたま
[02:49:03.960] あなしなし今のなしで今のなしでお願いし
[02:49:08.960] ます今のなし
[02:49:12.240] でこんな天気だからやってない
[02:49:14.200] アトラクションもあるみたいああ雨の日来
[02:49:16.040] ちゃったんだでも結構楽しめるよ楽しめる
[02:49:19.319] ねそうだよねおこのこのめちゃくちゃ
[02:49:21.359] ポジティブでいいわ頑張れ
[02:49:25.880] 頑張れバチはやろうぜや観覧者乗らない
[02:49:29.399] 一緒にいいよそれ観覧者乗ろう
[02:49:33.439] よ者かランさん今のさちゃんにダメしさ
[02:49:38.920] れる
[02:49:40.800] ぞゴミって言われるだろうな喋るなって
[02:49:44.000] 言われるだろな配信やめろって言われそう
[02:49:58.720] これさこういうのって特にイベントないの
[02:50:01.040] かねこういうあの観覧者とかさジェット
[02:50:04.960] コースターとか
[02:50:08.880] さね雨の日の雨の日の観覧者もま味があっ
[02:50:14.080] ていいんじゃ
[02:50:16.319] ねフトさん月に乗ってたったえそうなの
[02:50:22.080] すっごくいい眺めだったねそうなん
[02:50:28.800] だ実は所恐怖症でそれどころじゃなかった
[02:50:32.319] んだ所恐怖症ってわけじゃないけど
[02:50:35.680] ゆっくりギシギシ動くのって実は美も苦手
[02:50:39.800] なのあってさ
[02:50:42.600] みんならしいす
[02:50:45.319] よらしいです彼女
[02:50:48.840] またあの
[02:50:51.960] そのフトさんあっ
[02:50:58.279] はいキ肝メーターがちょっと上がってき
[02:51:01.120] てるね俺
[02:51:04.080] [音楽]
[02:51:08.600] のいやもうこれ勉強無理だろ今から頑張っ
[02:51:11.760] て
[02:51:13.359] も勉強無理やろ
[02:51:17.050] [音楽]
[02:51:19.720] 8月はナイトパあれナイトパレードあれ
[02:51:23.239] ナイトパレード
[02:51:25.120] はナイトパレード
[02:51:27.479] は
[02:51:29.200] あれ今8月でしょえナイトパレードなんで
[02:51:32.279] なかったの雨だから
[02:51:35.640] か雨は雨はナイトパレドそういうこと
[02:51:41.560] かもう1回行こっかじゃあまた雨じゃねえ
[02:51:45.200] か
[02:51:49.399] 8月の見て8月の予定見てくんない
[02:51:52.000] 121926って全部雨だよマジでこいつ
[02:51:54.680] 運んねえなマジでこいつ行くと運んねえわ
[02:51:58.600] こんなもうナイトパルト見れへんやん
[02:52:01.359] けゲームがおかしいよ
[02:52:05.000] なこんなもんどうしても俺がどうこうとか
[02:52:08.279] じゃねえじゃんこんなゲーム側がもう
[02:52:10.399] 見せる気ない
[02:52:12.479] じゃん121926雨に降られたらナイト
[02:52:16.239] パレードいつ見るんだよ無理だろそんな
[02:52:20.680] もんえナイトパルト見れ
[02:52:23.680] えちょもう1回あ遊園地連続で行くと怒ら
[02:52:27.160] れるし
[02:52:28.399] な同じとこ行かせたつってボーリング場
[02:52:33.340] [音楽]
[02:52:40.000] 行こうで花火大会と
[02:52:43.580] [音楽]
[02:52:59.000] お花火大会のお誘いです
[02:53:03.560] かあれゆきどうしたのこんな時間に
[02:53:07.279] こんばんはねえ一緒に花火大会に行こうよ
[02:53:11.560] たりねえだろうが行きましょうわいわい
[02:53:15.359] ノりがいいから大好き大好きだっって
[02:53:18.720] 行こう
[02:53:21.000] 行こうたまんねえな
[02:53:25.120] 可愛いでしょめちゃくちゃ可愛い
[02:53:29.520] ですユッキーが来てるからいいんだよあ
[02:53:34.600] ありがとうそんな風に言われるとさここ
[02:53:37.920] までくると楽でいい
[02:53:40.040] よばっちりい印象です
[02:53:52.960] いい
[02:53:54.180] [拍手]
[02:53:55.260] [音楽]
[02:54:00.330] [拍手]
[02:54:08.760] ね
[02:54:10.520] ふーなんだ見てもいい
[02:54:13.350] [音楽]
[02:54:15.120] なあこれまた選択肢あるんだ2個あるんだ
[02:54:18.239] ね
[02:54:20.439] 他に何か言い方ってものがないのんでこ最
[02:54:22.960] なこと言うんだよ言葉にならない激だよ
[02:54:25.880] ね俺はゆの
[02:54:29.479] やにならない激だよ
[02:54:33.439] ねで
[02:54:35.080] もの知らないからんでもそうなんけどさん
[02:54:39.720] こんな
[02:54:40.520] 虐でこんな虐
[02:54:47.319] なつだっていい
[02:54:52.840] しょあのこれさ浴衣とかさ私服じゃない時
[02:54:57.680] はアフター発生しないん
[02:54:59.720] か多分わかんない
[02:55:02.479] けどまたデートだよどんだけデート行く
[02:55:06.399] ちょっと待ってデートいいやなここまで来
[02:55:08.080] たらもうもう好感度上がらんでしょこれ
[02:55:10.840] 以上また雨だし本当にこれ雨女だな
[02:55:18.439] なかったんだけどナイトパレード
[02:55:20.239] ボーリングとビリヤードビリヤード行こう
[02:55:23.319] うーんあんまり得意じゃないけどいいいい
[02:55:27.359] よ得意じゃなくて
[02:55:30.160] もあたワルさんメモにをこれだけこすって
[02:55:35.520] た配信者俺は他に知らない言うてまだ2周
[02:55:39.000] 目だけだけど
[02:55:46.080] ねそそ
[02:55:48.370] [音楽]
[02:55:49.520] でもだめやっぱり痛い
[02:55:55.040] えじよついてないって感じだな今日はこの
[02:56:01.279] 次に期待しよあのたないねやこれ下がっ
[02:56:06.479] てるもしかして合
[02:56:08.840] 感動次ちょっとたに電話だ
[02:56:15.120] なこれもう勉強は無理だよな
[02:56:19.040] [音楽]
[02:56:20.920] 芸術ゼ
[02:56:24.310] [音楽]
