[00:00:12.799] ひい
[01:23:32.239] どうやってこのぴょンぴょンぴょンって上
[01:23:34.239] 行くの?それこれでも上行けないんだ。何
[01:23:37.199] もできないんだよ。こっからなんかできん
[01:23:39.360] のか?あの、あの状態から
[01:23:42.920] できないの?降りるしかないのか。
[01:23:51.960] だ、やばい、や。
[01:24:15.239] うスもう1
[01:24:15.960] 周する方が簡単だろうな。あの衝撃的なラスト。
[01:24:24.120] それはやめて。
[01:24:25.400] なんでだよ。
[01:24:28.560] 海原かわせとどっちがむずいの?
[01:24:30.639] やったことない。海原かわせアホなだよ、これ。いや。いや、もう何もできない。これはいいな。
[01:24:58.040] このゲーム雑にやろうとしてもできませんよ。
[01:25:01.853] [笑い]
[01:25:02.560] すいません。別に雑にやろうとしてるつもりないんですけどね。
[01:25:07.748] [笑い]
[01:25:08.320] ダブル
[01:25:09.119] これでも精一杯やってるつもりなんです。全然喋らないでやってるんですけど。
[01:25:13.400] こんな敵がうじゃうじゃいるところに単心送り込んだ式揮感が悪い。
[01:25:17.920] 全然できねえな。あんまりにも俺がワイヤーアクションが下手すぎるね。
[01:25:27.639] 下手なだけなんですけど。ムプまあやってることフロントラインと一緒なんで。
[01:25:33.480] フロントライン手分野だったか。
[01:25:37.320] これさ、バーチャルコンソールとか出てないの?これなんかさ、みんなもやってほしいわ。めちゃくちゃ無じよ。だってさ、あ、これ目の前にあるやつある。これ素直に取れないんだぜ。
[01:25:55.440] ジャンプでやんのきついね。
[01:25:57.040] そう、ジャンプができないのがどうも気持ち悪い。たった
[01:26:01.080] 1
[01:26:01.239] マのこのドラム感もさ、自分で乗り越えらんないんだよ。
[01:26:17.080] 関節がダメなんやな。
[01:26:19.600] 相当あれなんだろうな。
[01:26:23.679] バネがも登れないのが本当脳みそが発しますね。
[01:26:30.040] ワイヤー短くなった時の振られるドットの作り込みはす。
[01:26:33.800] あ、ま、そのワイヤーのドットはすごい。
[01:26:39.400] そう、どうもやっぱ他のアクションになれてるとね、この
[01:26:42.000] 1マスでこの1
[01:26:43.560] マスの上にアイテムとかがあるとさ、うわ、それ拾えないんかいみたいな。
[01:26:55.199] よしよしよしよしよし。
[01:27:03.520] オッケオッケー。なんかちょっとずつでも
[01:27:05.280] 慣れ慣れてき始めてる気はするんだよ。
[01:27:17.960] これ楽。うん。これはすごく楽。
[01:27:26.360] いや、やなとこにいるな、あいつ。
[01:27:29.800] いや、下行くんかい。
[01:27:33.920] この緑の弾集めまくろ。
[01:27:36.040] マジで本当にこいつが鍵本当にオッケー。
[01:27:51.239] 邪魔君だって膝より高いもの乗り越えられないでしょ。
[01:27:55.440] の弾は何になるの?
[01:27:57.000] 緑の弾肉さんこんばんは。緑の玉を集めると画面左上になんか今さあの丸が
[01:28:02.480] 2つ出てるじゃん。丸が2
[01:28:03.840] つ出てるじゃん。それがなんかHP敵に
[01:28:06.639] 当たってもいい、いい回数というかだ、
[01:28:09.679] この緑の、この緑のアイテムをたくさん
[01:28:12.920] 集めて
[01:28:16.000] 行けば
[01:28:19.760] 体力が増えていって大丈夫になるはずなん
[01:28:22.800] だ。ただめちゃくちゃ頑張って多分10個
[01:28:26.840] とか10
[01:28:28.360] どうなんだろうね。何個まで貯めれるん
[01:28:30.639] だろう。
[01:28:41.560] あ、もうなんだよそれ。何それ?
[01:28:43.246] [叫び声]
[01:28:50.520] システム的な意味か?茶まげの腕的な意味か?
[01:28:55.600] え?そ、お前やめて。
[01:29:03.400] これ
[01:29:04.920] どうすらええねん?これ
[01:29:08.159] こういうことね。まずい。もう
[01:29:12.560] こっちなんかないの?あ、なんかあるやん
[01:29:14.679] 。
[01:29:16.960] なんかあったやん。
[01:29:22.679] エリア4にはいい武器があるっていう話だ
[01:29:24.440] ぜ。
[01:29:26.440] ありがとうございます。ありざす。いい
[01:29:29.080] 武器ね。うん。いい武器欲しいね。確かに
[01:29:31.280] ね。
[01:29:34.080] 第2第2部隊はエリア4
[01:29:35.719] へ向かいます。ああ。おい、エリア
[01:29:38.360] 4
[01:29:38.520] へ行くなら照明を忘れるな。暗いんや。やっぱ暗いってことなんだよ。
[01:29:45.280] 優しい。
[01:29:47.239] 確かに優しいね。
[01:29:49.679] すごい教えてくれる
[01:29:50.920] ね。ま、盗調だからね。盗調だから。ここからま、むずいんです。ございますよ。
[01:30:04.400] こうで危ね。ここも気をつけないと当たるからね。
[01:30:13.320] この武器って何なんすか?
[01:30:15.560] バズーかわかんないけど。体力貯めてけよ。体力貯めてけよ。当たるなよ。当たんなよ。
[01:30:31.119] めっちゃ連車効く。
[01:30:34.159] めっちゃ連車効く。めっちゃ連車効く。あれだよ。バズーカだ。あのスマブラに出てくるさ。あのスマブラに出てくるあのスーパースコープみたいなやつ。ないじゃん。
[01:30:52.960] いや、体力もう1個増やしたいな。
[01:30:57.960] よし。
[01:31:00.880] スーパースコープ持ってる?
[01:31:03.719] 持ってない。
[01:31:04.520] ため打ち3発。
[01:31:06.360] 持ってない。ため打ち
[01:31:08.000] 3
[01:31:08.199] 発。スーパースコープのゲーム別になんかそんな面白そうじゃないんだもん。いや、もうそれねえ、そんなのずるいよ。
[01:31:13.242] [笑い]
[01:31:21.679] 特攻やろ。
[01:31:23.880] あれ?ブラウンカいるんだっけ?爆
[01:31:26.560] ブラカいる?そう、ブラウンカがいる。うん。ブランカンがいるね、あれは。いや、だめだ。もう
[01:31:36.400] HP
[01:31:36.639] 不え。もう行こう。もうダめだ。もう無理や。クリアしちゃおう。クリアしちゃう。
[01:31:54.320] いやあ、もうむずいわ。
[01:32:11.400] よしよしよしよしよしよしよしよしよしよしよしよしよしよしよし。ステージ
[01:32:16.080] 1
[01:32:16.360] はなんとかクリアできるようになっていきましたけどもパチパチパチ。
[01:32:21.000] このドットへちゃんかっこいいのよ。薬を入手した。なんなん薬。このドットかっこいいのよ。
[01:32:30.280] シュワちゃんみたい。
[01:32:32.239] 確かにこれで行ってみる。エリア
[01:32:36.639] 4
[01:32:38.394] [音楽]
[01:32:39.560] で。これトラックですよ。
[01:32:41.320] なんでまずいのよ。
[01:32:48.760] これがさあ、
[01:32:53.280] なんつうかクリアできる気がしないんだよ
[01:32:55.440] ね、この。あ、BGMかっこいいな。でも
[01:33:04.594] [笑い]
[01:33:05.480] あ、今のでいいんだ。あ、ゴールすれば
[01:33:07.719] いいんや。
[01:33:09.679] 笑笑。
[01:33:11.239] ゴールすればいいらしい。よし。や、ここがむずいよ。ここがむずいよ。
[01:33:26.000] 最後のしの道みたいな戦場の狼っすね。
[01:33:29.679] 最後の最後の人度
[01:33:31.560] PCエンジンのやつね。
[01:33:37.679] これ照明弾なんて持ってないじゃん俺。
[01:33:42.239] マジでこのえ、何これ?え、あ、これトゲわかんないよ。見えない。もう
[01:33:49.135] [笑い]
[01:33:53.239] なくてもそう。
[01:33:55.600] トが見えないよ。
[01:34:16.480] え、何?どれ?どれ?敵いる?これかれるね。
[01:34:21.400] いたんかい?
[01:34:23.850] [音楽]
[01:34:34.040] いやあ、こんなダメージ食らっちゃうよね
[01:34:36.119] 。
[01:34:46.199] あとこれがわけわからん。パウ
[01:34:49.000] なんだこれ。別に守ってくれるわけでも
[01:34:51.239] ねえし、
[01:34:53.159] 守ってくれるわけでもなんでもない。この
[01:34:54.880] 謎の何だったんだ?ああ。ほう。
[01:34:58.520] ポーデレル
[01:35:01.280] 。
[01:35:10.920] ここもさ派で素敵。
[01:35:14.800] 何派手で素敵?ここもどうやって行っていいのかわかんねえし。これどうやって行くんすか?こういう時だってこれだってこれ壁に当たって帰ってきちゃうんだよ。た
[01:35:27.320] ドラえもンがりってて面白いよ。
[01:35:30.480] 何それ?なん、何それ?
[01:35:37.040] え、これどうやって上に来てきたんだろう
[01:35:38.639] ?
[01:35:43.000] いや、ま、
[01:35:45.040] これどうやって上行くの?これ
[01:35:48.560] 動かないもんな。
[01:35:53.159] 邪魔。どうすんの?
[01:35:59.360] あ、ここに、ここに降りて。一旦、一旦降りてゴーね。一旦降りてこう。ここ敵いるんかい?見えねえよ。や、もうなんこんな見えないって。
[01:36:20.920] 笑笑。
[01:36:28.400] うわ、コンティニューねえし。なんでコンティニューない?ないんかな?
[01:36:36.000] これはちょっと僕にはクリアできそうになん
[01:36:43.880] クリアまでやるの?照明か。
[01:36:47.800] 始めちゃったからね。[笑い]
[01:36:50.719] だって始めちゃったからね。これあえてさ、こっちに移動とかしとこう。
[01:37:05.360] 始めたらクリアしたようなもん。
[01:37:09.567] [音楽]
[01:37:11.400] あ、ここさっき見たな。あれ?これ誰なん?こいつは。
[01:37:16.239] こいつは何なんだ?こいつは何?
[01:37:21.800] え?何?何?何?何?何?何?何?何?何
[01:37:23.400] ?
[01:37:25.080] いや、もうはあ
[01:37:32.280] わからん。タフなのでは?
[01:37:38.880] 何?何?何?何?
[01:37:48.400] ボーナスっぽい。
[01:37:51.440] ええ?何これ?いつまでやんの?あ、進むんかい?これで。
[01:38:03.320] ええ。ああ、確かに病院だ。
[01:38:15.800] このゲーム敵倒すことに重きを置いてないよね。
[01:38:19.840] うん。多分ね。
[01:38:20.800] このだとしたらボーナスがねえな。衛兵の殺高すぎやろ。
[01:38:26.080] 3体までっぽいのにすごいに見える。
[01:38:35.560] お、なんだあれ?
[01:38:38.599] 何なんだ?[笑い]
[01:38:40.480] 何なのか教えてくんねえのか?
[01:38:47.880] え?何だったの?[笑い]
[01:38:51.599] 何だったんだよ。
[01:38:59.119] 武器か。オーバイオニックコマンドは部屋明るくして離れてみなく大丈夫
[01:39:06.813] [音楽]
[01:39:08.159] ねえ。我が輩さんこんばんは。ちょっとさ、我が輩さんこれやべえよ。難しすぎてさ、ま、もう
[01:39:13.679] 2時間近くやってるのにまだステージ1
[01:39:15.320] なんだけど全然できねえわ、俺。これむずすぎるよ。そのは配慮したしか配慮したタイトルの言い方。
[01:39:26.400] バイオニックマンドな。またのなおね。あのさっきの爆弾みたいのなんだ?難しいだろうなと思ってました。
[01:39:37.760] 我がある。て見る時はねねにゃににゃにゃにゃににゃにゃにゃにゃにゃにゃにゃ
[01:39:52.840] ひき僕ら装備したら使えるんじゃないの?
[01:39:58.159] 装備ってどうやってやんのよ。危ね。ああ。
[01:40:07.400] も
[01:40:10.520] これはきついよ。
[01:40:15.560] さっき拾ったやつアイコンになって表示さ
[01:40:18.159] れたよ。
[01:40:23.040] でも
[01:40:24.280] 何もできないんだよ。説明書説明書読もう
[01:40:27.480] 。せっかく今しまったんだけど。
[01:40:28.800] キットラー見る時は教科
[01:40:30.639] 書もやって離れてみてね。あんまりあの気
[01:40:33.760] をつけてね。コメントbanされても知ら
[01:40:35.239] ないからね。俺のせいって言うなよ。
[01:40:37.800] ステージ選択する時にエンドって押すとこ。
[01:40:41.280] じゃあもうもう一旦ダめやん。じゃあちょっとそう。まずあれがそれが何なのかが知りたい。なんなんそれなんな?何なのこれな?何これ?爆弾なんだろうね。
[01:41:05.760] ああ、みんな照明団だって。これ照明団来たよ。あるじゃん。照明や。
[01:41:07.334] [笑い]
[01:41:17.840] あれが。おほ。
[01:41:20.280] こんなんさ、説明がなかったら無理よな。説明がなかったら無理。
[01:41:26.480] 1回さ、ごめん。1
[01:41:27.520] 回リセットしてやっていい?リセットしてやっていい?最初から最初からだったら最初からやらせて。
[01:41:32.880] 補助アイテムスタートボタンで使用。暗い場所を照らすことができる。エリア
[01:41:38.880] 4で使う。
[01:41:39.599] エリア4で使うとか言われてる。エリア
[01:41:41.395] [笑い]
[01:41:43.159] 4
[01:41:43.400] で使うって言われてんじゃん。わかにもある。他にも使うかもしんねえだろ。なんでそんな限定的限定的な
[01:41:49.840] CO用途。エリア
[01:41:53.199] 4
[01:41:53.400] で使うって言われてんだ。ここ頑張ってさ、脳密スでクリアしよう。ここ頑張って脳密スでクリアしようぜ。
[01:42:02.520] 使うかもしれんのに
[01:42:03.960] なあ。ああぶね。
[01:42:13.239] これアーケード版なら現行機でもいけるのかな?
[01:42:16.719] 多分これあるよ。そのダウンロード版。このパソコン版はパソコンっていうかそのさすがにこのヒットラーの逆あれはないわ。ない。このタイトルではないだろうけどバイオニックコマンドはできるよ。
[01:42:26.760] 多分ぜ非やってみて欲しいわ。バカムジいからマジで
[01:42:30.520] [音楽]
[01:42:38.599] この操作感が難しく。
[01:42:40.280] いや、めっちゃむずい。だから慣れたらめっちゃあれなんだろうね。慣れたらめっちゃ楽しいってみんな言って、そのやったことある人言ってんだけど
[01:42:47.080] 1時間42
[01:42:48.080] 分やってもまだ慣れないから。まだなれないんですけど。
[01:42:50.171] [笑い]
[01:42:57.480] これになれたら逆にうスできなくなりそう。ミッキーのあれよりはいや難しい。
[01:43:03.440] ミッキーのあれがわかんない。ごめん。ミッキーのやつやっ。
[01:43:05.520] バイオニックマンダーって名前に変わったん?
[01:43:08.000] バイオニックコマンドね。そう。あの倫理的にアウトだから危ないよ。今死ぬとこだったよ。バイオニックコマンドって海外の名前ではなってる。
[01:43:21.239] マジカルアドベンチャーであるのよ。
[01:43:26.920] 1番。
[01:43:27.679] あ、そうなんだ。ワイヤーのやつ省略。
[01:43:31.760] あ、攻略はさすがにまあ見ないけど。ありがとうございます。マジで困ったら見るわ。ま、マジで困ってるけども。マジでおつやモードだからさ。おつやモードだから。このさ、どうもこのジャンプができないのか。俺がおつやでたよ、本当に。
[01:43:32.746] [音楽]
[01:43:53.719] いや、もうそんなんされたら、そんなんされたらあかん。
[01:43:59.239] アイテムの場所とか目的とかもあったね。
[01:44:02.760] 目的?
[01:44:04.400] そんな綺麗に落ちることある?
[01:44:06.320] いや、もうここすげえ落ちるんだって。
[01:44:30.719] あれもあれもだから取り行けないのよ。
[01:44:32.440] ここで乗り乗り越えらんないから。これを
[01:44:35.560] で下の段に落ちるってのもないし。
[01:44:54.639] そらんかい。それ
[01:45:02.800] よっぽど装備が重いのかな。
[01:45:04.679] なあ。
[01:45:12.480] 立体起動みたいなもんだろ、これ。
[01:45:13.960] 一体起動装置。
[01:45:24.800] 体重要立体起動。
[01:45:28.960] あのケニーが使ってたやつな。ケニーが使ってたやつ。
[01:45:43.760] 普通の方が好き。
[01:45:45.080] 分かる。普通の方がいいよね。あの銃のやつダサいよ。
[01:45:46.367] [音楽]
[01:45:54.360] 左上の絶対当る。えた。
[01:45:57.440] ああ、そうだからね。あのこれ貯めてけばね。あ、どんどん溜まってくんだよ。
[01:46:34.560] まあ、多分これこんななんか敵と
[01:46:36.560] かさ倒さないんだろうな。本当は倒さないでバンバカバンバカ進んでけっていうことなんだろうけど、それできないよ。それお疲れできないっすよ。さすねこつきこんばんは。お疲れちゃん。めちゃめちゃやばいタイトルのゲームやってるぜ。
[01:46:54.280] banされないように祈っててくれ。
[01:47:01.159] 懐かしいな。懐かしいんかい?[笑い]
[01:47:04.719] 懐かしいんかい?だあ、もうくそ。
[01:47:20.159] むずい。
[01:47:37.080] ジャンプできないで有名なゲームですよね。
[01:47:39.599] あ、そうそうそうそうそう。有名なんだ。ジャンプできないで。ジャンプできないといえばみたいなとこあるんだ、このゲーム。ま、まさにそれで苦労してるんだ、今俺。
[01:48:13.280] いや、それもいや、もう重なっ、重なったら重なっちゃったらだ重なっちゃったよ、今重なっちゃった。
[01:48:24.960] 操作が難しいゲームといえばって言われたらこれに投票であ、そうだよね。これめちゃくちゃむずいよ。マジで俺が下手だって思ってんだよ。レトロゲームやってないやつは戦闘中に出れない星を見る人。
[01:48:40.159] 星を見る人もいいね。俺が多分下手くそとか思ってんだろうな。ほならねって話ですよ。ほならね。よし。ここ、ここ、ここ。
[01:48:52.840] こアンチ、ここアンチ、ここアンチ、ここアンチだから。ほならね論
[01:48:56.800] ほならね。理論ほならね。
[01:48:59.119] ごめんね。
[01:49:00.239] ほならね。ほならね
[01:49:04.199] でも私もMODできないよ。
[01:49:06.040] うん。多分ね、8
[01:49:06.960] はね、多分ね、もうあのほと
[01:49:08.960] 頑張ってるよ。ちゃまゲ
[01:49:10.239] でしょ。もっと褒めてよ。もっと褒めてよ。みんなもっともっと褒めてよ。
[01:49:17.400] パチパチパチパチ。えいよ。ちゃゲーム
[01:49:21.480] でしょ。
[01:49:23.159] よしよし。
[01:49:25.080] ありがと。
[01:49:25.440] 強いぞ。チまゲーム。
[01:49:26.560] もうちょっと頑張れ。
[01:49:27.440] 頑張れ頑張れ。
[01:49:28.360] じゃあもうちょっと頑張ってみようかな。じゃ、もうちょっと頑張ってみよっかな。
[01:49:35.040] 笑笑。
[01:49:37.960] ポンポンポンポン。
[01:49:54.360] いた。
[01:49:57.320] これ、これ、これ、これ、これ、これ。
[01:49:58.480] これちょうだい。これちょうだい。これ。
[01:50:07.679] オッ。これを取れ。取らなあかんね。やな
[01:50:09.920] 。ほんだら。あ、いいぞ。でも今までで1
[01:50:13.840] 番いいんじゃない?ひ末ひ末ね。
[01:50:19.400] 何?ぽ何?何?ポリポリショって何?ごめんごめん。ポリショって何?わかんない。ポリ
[01:50:28.021] [笑い]
[01:50:31.239] ポリゴンショック。
[01:50:32.400] あ、ポリポリゴンショックね。ポリゴンショックね。ポリね。ポリショ。あ、なるほど。こういうことね。
[01:50:46.560] ポリエステルショップ。
[01:50:48.679] ポリゴンショックな。おお、こういうことな。こういうことな。めっちゃ明るいやん。当たるんかいそんな。
[01:51:07.322] [音楽]
[01:51:08.760] 照明団ってこういう使い方笑いわかんねえけどそうなんじゃねえのでもさっきさ明団なくてもここのボス行けたんだよな。
[01:51:11.906] [笑い]
[01:51:26.000] 洞窟ないなのに。
[01:51:29.119] さっきさっき俺これあれだよな。ボスまで行けたけど。
[01:51:32.800] さすが高橋で慣れた腕だ。
[01:51:35.800] いやいやいや、全然いや、これ
[01:51:39.040] HPがないとしんどいよ。
[01:51:42.360] HP
[01:51:42.760] がないとこれだいぶしんどいんちゃ?またこいつ嫌なとこにおるねんな。
[01:51:50.400] ここに用武器あるとか言ってなかった?
[01:51:53.320] なんか言ってたね。なんか言ってたけど。言ってたけどさ、取れない。今の危ねえ。
[01:52:07.679] な、何なんこれ?こい何をしてくれるのこいつは?あ、一応ダメージ食らってる。あれ欲しいな。
[01:52:19.239] マのことか。あ
[01:52:20.800] れ短すぎ
[01:52:24.280] ねえ。変なとこ入っちゃった。短すぎだよね。
[01:52:24.612] [叫び声]
[01:52:30.560] ハプってもしかしてひ
[01:52:34.639] 何何何何何ここがさあねえこれひどいよだってそこ降りなきゃいけない
[01:52:45.573] [叫び声]
[01:52:49.760] 笑笑笑笑うまく配置してあるもんだ
[01:52:55.560] な。
[01:52:59.040] ああ、ぴったりはまるんですな。ぴったりはまるんです。くるわ。一旦休憩。くそ、このゲームちょっとこれ
[01:53:09.280] 久々にちょっと久々にちょっとさ、ちょっと久々にえぐいくない?
[01:53:17.800] なんてなかった。
[01:53:19.159] なんかレトロゲームって楽しいだけじゃないねっていうのを思い出しましたね。
[01:53:24.719] こういうのもあったね。なんかうス楽しすぎたからさ。
[01:53:28.360] T
[01:53:28.480] シャツかっこいいでしょ。うスかっこ楽しすぎたから。厳しい時に厳しいよね。時に厳しいよね。時に厳しい。ということでじゃあタバコ吸ってくるわ。タバコ。今日ちょっとでも今日
[01:53:45.178] [笑い]
[01:53:47.239] 1
[01:53:47.360] 時までね、全然できねえじゃねえかよ。ステージ
[01:53:50.418] [笑い]
[01:53:52.159] 1しかできてないよ。ま、いいや。
[01:56:50.800] ちなみにこれアーケードゲームあるんです
[01:56:52.920] よね。そこからの移植らしいですね。
[01:56:56.639] トップシークレットてゲーム。
[01:57:33.360] はい。
[01:57:38.239] うあ。
[01:57:43.960] うえー。
[01:57:46.520] やるよ。諦めへん。
[01:57:50.000] でもわし諦めへん。諦めへんよ。やるよ。ああ、うるさ。
[01:58:07.520] やめへんで。
[01:58:13.280] ちゃまちゃん配信やめへんで。
[01:58:19.520] 山崎法制のな。
[01:58:21.599] 笑笑。
[01:58:24.866] [笑い]
[01:58:26.400] あれガキ塚のね、あの年
[01:58:28.760] 1
[01:58:28.920] 回ぐらいやるあの山まちゃんのあの卒業卒業イベントみたいなやつね。でもやめへんで。
[01:58:34.036] [笑い]
[01:58:39.760] 戦争とあなたが嫌いです。
[01:58:42.552] [笑い]
[01:58:43.320] あのここにこの田中とかがいいやつね。
[01:58:45.840] あのこさん
[01:58:49.520] をやず嫌いでした。ずっとあなたが嫌いでした。笑笑
[01:58:56.599] もう本当に
[01:58:57.239] 本家最近歌ってたけどまだうまかったわ。
[01:59:01.440] あ、そうなんだ。まだうまかった。てかまだやってんの?そのネタ何年こするの?何年やってんの?このネタ。
[01:59:05.477] [笑い]
[01:59:10.880] 花束もらう時の農場。
[01:59:13.159] この曲を若い世代に浸透させた鉱石はです。
[01:59:16.612] [笑い]
[01:59:18.599] なんとかフライデーね。サタデーフライデーみたいなやつでしょ?サタデーフライデーみたいなやつ。ちゃまちゃん配信やめ。あ、本家の方か。あ、本家の方の話ね。そりうまいだろ。そうまいだろ。本家は
[01:59:33.320] 笑笑チャイナタウン。
[01:59:37.000] あ、チャイナタウンか。フライデーチャイナタウンね。そフライデー。
[01:59:42.760] フライデー
[01:59:43.199] チャイナもうフライデーチャイナタウンだよ。ほら来い。こっち来い。よし。
[01:59:45.432] [笑い]
[01:59:59.320] 高音が気持ちいい。
[02:00:02.880] フライデー。フライデーチャイナン。そこしかわかんないけど。
[02:00:13.880] ちゃまちゃん配信やめへんで。より絶の方が声出てるの草。やり慣れてる。
[02:00:22.113] [笑い]
[02:00:23.520] やり慣れてます。
[02:00:26.040] まさにフり。
[02:00:27.480] まさにフライデー。今日フライデだもんな。
[02:00:30.679] さすが絶叫配信者。
[02:00:33.159] ま、絶叫配信者ってほどじゃないでしょ。チマゲームなんて。チマゲームなんてさ。
[02:00:40.079] 可愛いもんだろ。
[02:00:49.480] このさ、お前だよ、お前。あ、間違えた。
[02:00:57.599] よしよしよしよし。ここで体力を2ぐらい
[02:01:00.119] にしたいな。ここで体力を2ぐらいにし
[02:01:02.480] たいよ。
[02:01:06.880] くなわれのバリバリ直したがらないのは絶叫配信者。
[02:01:11.119] え、おれしてる?われしてんの?俺の配信ってよくわかってないんだけど自分じゃ自分で配信見ないから。
[02:01:24.159] 音割りの邪魔。
[02:01:25.760] 音割れてんの?俺の配信って
[02:01:33.239] 最近はあんまないか。
[02:01:35.440] 体が割れてそう。な
[02:01:36.560] んできなんで地声で割れてんの?俺がないな。
[02:01:42.920] でもね、一時期より声ちっちゃなったよ。一時期より声ちっちゃなったと思うわ。もっと叫んでたよ。前は
[02:01:55.760] カプールのせい。それはそう。
[02:01:58.280] カプールのせいだな。
[02:01:59.679] 下の丸くなっちまったな。チまゲームな。
[02:02:11.679] 全盛期は割われた。なんで隣から来ないか不思議だったもん
[02:02:14.119] [笑い]
[02:02:16.639] ねえ。え、もう、え、もう腹立つ。
[02:02:23.289] [叫び声]
[02:02:36.880] 隣にリスナー住んでるとしか思えなかった。
[02:02:41.400] 許してもらえてた。だからま、隣、隣とかないんだけどね。俺の家隣とかないんだけど。あんまり言うとでも俺、俺が住んでる場所割れるから。ヒト来た。
[02:02:58.005] [笑い]
[02:03:00.520] 隣ま隣でもあるか。
[02:03:02.760] 助かる
[02:03:05.520] なら上かにゃ。
[02:03:07.440] 上かにゃ。下かにゃ。
[02:03:21.599] トップシークレットだよ、お前。俺、俺の住んでる場所はそれこそ、それこそトップシークレットだよ、お前。
[02:03:26.400] バカ野郎。ああ、もう重なっちゃったから。
[02:03:27.480] [叫び声]
[02:03:35.920] そうなのかにゃ
[02:03:38.800] な。どうなのかにゃ。
[02:03:56.880] 可愛いにゃ。
[02:03:59.760] 可愛くねえよ。もうにゃ。
[02:04:03.400] 可愛くねえよ。
[02:04:17.360] なんでそれ取れないの?
[02:04:19.960] 千田1マんでるんだよね。
[02:04:23.280] 何それ?千田
[02:04:25.199] 11の1
[02:04:26.000] なんそれ?どこ?なんなんそれ?それ何の住所なの?これ。
[02:04:35.079] あ、へえ。そうなんだ。へえ。
[02:04:43.119] 公挙の住所ってそうなんよ。[音楽]
[02:04:46.400] ええ、知らなんだ。
[02:05:03.280] これさ、コンティニューってないの?コンティニューない感じですか?これだいぶしんどいよ、これ。ゲームワンゲームオーバーでクリアすんの無理じゃね?にな
[02:05:16.040] んで1回あったの?それは言えない。
[02:05:19.199] 言えよ。なんか1
[02:05:20.760] 回でもあったよな。なんか1
[02:05:22.239] 回あった時あったよね。なんか
[02:05:25.159] 1回あった時あったよな。
[02:05:27.719] こんちぬえ。
[02:05:31.119] コンティニューへテ
[02:05:48.639] 数字の順番気になるな。
[02:05:50.800] 確かにな。何なんだろうね。この順番ね。
[02:05:56.719] 14とかなんか
[02:05:58.159] マップでう王してるやつはなん?
[02:06:00.159] あれに触るとあのなんか横盾スクロールのが始まるんだよ。あれにあれあれあれに触るとなんか縦スクロールのステージが始まるんだよな。操作マニュアル。これ取っとかないかな。
[02:06:26.320] オでなんかこないださ、さっきさ、こいつと戦ったじゃん。戦った時になんか敵がなんかね、変ななんかエンブレムみたいな落としたんだよ。それ拾ったらなんかコンティニューできたんだよね。コンティニューできたんだよね。変わらなさそう。
[02:06:42.840] あ、そうなん。
[02:06:44.440] それ、それをに触ったらコンティニューできたんだよ。
[02:06:47.840] だけどなんかこういう時に限ってこういう時に限ってお前おいおい待てよあえてあえて行ってみるか全然
[02:06:49.222] [笑い]
[02:07:03.880] 全然当たれないんですけど
[02:07:06.920] 1回のコンティニューができます
[02:07:09.520] あそうなんだやっぱりだからそれ必要なんだここでさ死んじゃったら意味ない意味ないんだよ
[02:07:23.000] あ、たたた
[02:07:25.280] 。なるほど。あいつだ。あいつを倒せば
[02:07:27.040] いいんだ。こいつ、こいつ、こいつ、
[02:07:27.760] こいつ、こいつ、こいつ、こいつ、こいつ
[02:07:28.800] 、こいつを。
[02:07:35.079] え、取った?今取った。
[02:07:41.719] あ、なん、なんか勝手にゴールしたな、今
[02:07:43.199] 。[笑い]なんか今勝手にゴールされたな
[02:07:45.559] 。
[02:07:46.639] 勝手にゴールしたな。今なんかツーって。あ、
[02:07:50.840] 吸い込まれた。
[02:07:54.119] え、これさ、ただよ。もう
[02:07:56.960] 1回、もう1
[02:07:57.520] 回行くとする?あ、あ、あ、あ、違うやつ来たな。なんでなんでそんななんか、なんでこんなシビアなん?なんでこんなシビアなの?これ。よしよし。もう
[02:08:01.273] [笑い]
[02:08:12.920] 1回やらせて。もう1回やらせて。もう1
[02:08:14.840] 回やらせて。
[02:08:16.000] また下落とすのかな?
[02:08:29.960] BGMいいな、ここ。このステージの
[02:08:32.000] BGM。
[02:08:37.880] あ、待って。
[02:08:38.599] こんな無限に下が無限に拾えんの?これ無限に拾えんすか?え、これ
[02:08:48.920] やっとなんかやっとなんかさ、やっと公明この唾ではじゃあそんなんそんなのじゃあ、そんなんじゃあな。そんなのいいよね。
[02:08:55.638] [音楽]
[02:09:03.679] じゃあやらせてもらってもじゃ。
[02:09:07.719] これもうすやん。なら、
[02:09:10.049] [笑い]
[02:09:10.920] これもうシス。もうこれほぼうすだろ。
[02:09:13.840] だからね、遅え遅え。
[02:09:15.920] これもうほぼうすだろ。え、これちょコなミの
[02:09:20.320] 10
[02:09:20.559] 倍カートリッチ使える?これコナミのあ、変わった。変わった。あれ?あれ?なんか違うな。様子が。様子がおかしい。なんか違う。
[02:09:29.800] カプコンだし。
[02:09:30.760] あ、なんか違うぞ。
[02:09:35.679] BGMめっちゃいいな、ここ。
[02:09:38.400] え、いないじゃん。しかも
[02:09:42.559] 全然倒し[笑い]。
[02:09:46.079] なんやねん。いない。いないとかもあるん
[02:09:47.880] かい。いなかったわ。
[02:09:59.840] よいしょ
[02:10:01.480] 。もあるんかい
[02:10:11.520] ね。あいつ足早え。
[02:10:14.960] 唯一ちょっと救いなのはステージが始まっ
[02:10:18.239] た時は必ずHP満タからなんだ。で、この
