[00:00:50.559] うしゃっす。
[01:37:54.920] たらそん中でめっちゃすごいもんつくんだ
[01:37:56.560] よ。な、それ国民性というか要はなんか
[01:38:00.719] もう何でもできます。
[01:38:01.679] もう何してもいいですっていうさ、容量も気にしないでオッケーですっつたらめっちゃすごいの作ってくれじゃん。外人の外人って言い方悪いけど外国のゲームって日本のゲームはやっぱこの制限がある中で貧乏症まそうだな。言ったら貧乏症なんだよ。
[01:38:17.400] の単価文化で生きてきただけある。
[01:38:19.520] そうなんだよ。そう。最近そのさ、見たわ。あの
[01:38:22.400] X
[01:38:22.639] でさ、なんで日本人のトってこんなおもろいんだったらこっちはもうね、何千年も前から単価っていう言葉を制限して遊んでるんだよっていうね。
[01:38:31.480] 制限する遊びをするんだよな、日本人って。それがやっぱね、人
[01:38:36.119] の中で生み出すのはさすがジャパン。
[01:38:38.840] それを参考にアジアは量産してまう苦しさ。
[01:38:42.199] うん。これ倒せるかな?あ、じゃきついな、これ。
[01:39:00.679] え、そこにも、あ、そこにも当たり判定あんの?そこにも当たり判定あるんだ。ヤ作ったしな。
[01:39:06.880] 鉄のに大和全にすごいよね。よう作ったよな。おい、何やってんだよこいつと。仕事に乗る間があるのか。
[01:39:20.360] あ、こっち、こっち来。ねえ、こいつ、
[01:39:23.280] こいつよ。
[01:39:25.040] だる
[01:39:26.119] だるいって。
[01:39:29.760] スタックしてる。
[01:39:31.000] スタックしてない。あたやじゃきつい。アイじゃきつい。アじゃきついよ。お前そっち行くない。そっち行くない?こっち行け。い勝て全然。しよしよしよしよし。ふう。もうあんま簡単に手に入んくなったね。
[01:39:56.880] 強すぎるから回復しよう。ちょっとお前も回復しとくわ。もうちょお金使うわ、ここは。はい。神
[01:40:12.159] いいぜ。なかなか順調だぜ。骨は拾ってくれ。早く行けよ。ひど、ひどいな。こっちめっちゃ落ち込んでんのに。
[01:40:25.639] ここ木あるといいなあ。ここ楽だっけ?楽のダンジョンだね、ここは。
[01:40:30.840] 笑笑。パワハ、
[01:40:32.199] パワハだよ。いや、ここマジで死なないように頑張ろう。お前何やねん。いや、だる。なんやねんお前。
[01:40:50.440] トゲ見たら手汗出てきた。
[01:40:52.639] 怖ええよな、あれ。1発アウトだからね。
[01:40:55.320] ちょっとちょ
[01:41:01.320] わわ。ちょちょちょ。ああ、怖い。やめて
[01:41:05.599] ほんまに。おい、俺ここ行ける気がしねえ
[01:41:07.800] んだけど。
[01:41:14.280] これちょっとこっちまで届かないの?
[01:41:16.480] ちょっと
[01:41:18.760] 。いや、マジ怖ええ。マジ怖ええ。マジ
[01:41:21.560] 怖ええ。
[01:41:23.280] マジ怖えって。ここ
[01:41:28.000] ひ、
[01:41:29.000] ここめっちゃ怖いな。早くクリアしちゃおうぜ。なんなんだよ。
[01:41:45.960] ちょっとちょ何してんのこ
[01:41:50.400] え何してんの
[01:42:20.880] あ、ここ前回、ここ前回、ここで終わった
[01:42:23.960] んだ。ここ物理的になんかジャンプ力足ん
[01:42:27.320] なかったもんな。
[01:42:34.320] ジャンプ力があってもむずいのにここ
[01:42:36.880] ジャンプ力ありがてえ。
[01:42:38.760] でもむずい。このああ、むずい。かあ、うざい。確か上でスイッチ踏んでこなきゃいけないんだ。そうなんだ。これ踏まなきゃいけないんだよな。むずい。むずいな。
[01:43:03.480] ビビってる。
[01:43:05.719] やだ。
[01:43:16.920] なんかこう行けないな。なんだ?はい。
[01:43:24.320] 急いでそっち側に行かなきゃいけない。
[01:43:32.040] オッケー。楽。うわ、めっちゃ楽だな。
[01:43:34.960] ああ、下手くそ。
[01:43:39.360] やべえ。しまっちゃう早くしないと。あ、
[01:43:42.320] 焦るな。焦るな。まだ大丈夫。まだ大丈夫
[01:43:44.639] 。
[01:43:51.520] 料理チャレンジ1日上限いくつやっ
[01:43:55.360] か
[01:43:56.960] 1回上行くか。これダめだ。むずいな、
[01:44:00.000] ここ。
[01:44:02.280] これ超むずいぞ。これ雲がマジで邪魔だよ
[01:44:06.000] 。
[01:44:17.480] あとこの愛状態で来てんのもまあ悪いよね
[01:44:19.800] 。
[01:44:22.960] いや、ここあえてどうにしてくれもよかっ
[01:44:24.520] たかな。
[01:44:27.520] あれさ、飛距離がめっちゃ投げえからさ、攻撃力弱いけど。あ、やっぱ閉まっちゃってる。
[01:44:39.960] 愛が最弱。
[01:44:41.719] うーん、どっちなんだろうね。てかこれでよくねえ。これでいいじゃん。あ、
[01:44:53.000] 笑笑。
[01:44:54.639] これでえやんけ。何やったんや。
[01:45:02.159] どうせここ穴開くぞ。下下どっか穴だろ?
[01:45:05.159] これどうせ
[01:45:07.040] 開かない。ああ、でもなんか下何なん
[01:45:09.599] だろうな。なんでここ2つに分かれてあ、
[01:45:12.320] 楽だ。あ、なるほど。これ結局ここで楽
[01:45:15.400] 取ってかなきゃいけないんだよ。結局
[01:45:18.800] で結局下行かなきゃいけねえんだ。
[01:45:26.880] あ、なるほどね。
[01:45:31.719] 1回来。いや、やべえ。やっちった。
[01:45:43.440] あ、あ、あ。
[01:45:47.480] やっべえ。
[01:45:48.320] うわ。
[01:45:57.040] やってもた。
[01:46:03.159] 大やらかし。
[01:46:05.000] デだ。これやばい。まジか。うわ、これ無理だよ。邪
[01:46:14.159] まだりえん。
[01:46:18.760] ま、まだ助かる。
[01:46:26.599] いや、これ無理だろ。
[01:46:39.560] いや、
[01:46:44.119] うや、や、やったな、これは。
[01:46:49.599] うう。やっちまったぜ。
[01:46:56.040] ここなんだよ、
[01:47:06.199] これ。こいつ上行けるかな?あれ?ここ。
[01:47:09.800] ああ、でも行けそうだな。
[01:47:25.320] これってちなみにさ、そっちって行けんの
[01:47:27.119] ?あ、行けんじゃん。なんだ?あ、行ける
[01:47:28.960] んだったら簡単だよ。ここのリフトに潰さ
[01:47:33.119] れないようにだけすれば。ああ、ここでも
[01:47:36.360] ボス倒せるかな?
[01:47:39.520] ここ楽のボスだよね。楽のボスってあれだ
[01:47:41.599] よね。変なブロックだよね。あれ銃じゃ
[01:47:43.360] なきゃきついよ、多分。あのブロック倒す
[01:47:46.560] やつだよね。ブロック投げてくるやつ。
[01:47:50.560] あれ、あれ、あれはさ、ウィット君んじゃないだいぶしんどいんちゃう?
[01:47:58.920] 相性悪いね。
[01:47:59.719] 相性悪いよね、あれね。まジか。気をつけろよ、これ。ここ
[01:48:10.159] なるほどね。そう来るのね。ダブルシス。オフ。うす。
[01:48:19.719] え、なんやねん。なんやねん。それ開くんかいそこ。どうすんねん。ほら、
[01:48:30.199] いいぞ、いいぞ。
[01:48:31.159] ほら、どうすんねんって話なんですよ。
[01:48:37.599] ロンハースタッフがいるぞ。笑。
[01:48:42.960] どう倒す?どう倒すねん、こいつ。
[01:48:47.040] もうむかつく。な、何なんだよ、このモアは。どう避けるかもわかんねえ、あんな。
[01:48:58.679] 笑笑。もい、きっし。
[01:49:03.599] あ、こいつ、これどう倒すん?おい、来い。早くど、どっか行けよ、お前。
[01:49:10.159] 今、今、今ー途中で頑張って捕まってくれよ。
[01:49:20.280] 笑笑。
[01:49:21.920] ちょっとちょっとどいてよ。どけよ。お前何やってんだよ。は、よし。もうこんな無理やで。もうこれクレスじゃ無理だよ。早くどけ。
[01:49:38.840] もうちょっとちょっともう当たり判定
[01:49:40.880] でかいなあ。
[01:49:43.920] どうすりゃええねんこれ。
[01:49:51.719] 今今今危ねえ。
[01:49:56.920] 絶対開くと思った。うん。絶対開くと思っ
[01:49:58.440] た。分かってるようなこと。
[01:50:01.080] 何出てくん
[01:50:04.679] だよね。だと思ったよ。
[01:50:06.280] オケー。きついわ。いや、きついよ。いや、これ
[01:50:15.159] みたい。
[01:50:16.239] これ行ける?これま、でも攻撃力高いからな。攻撃力高いから下に出てこい。下に。いや、そんな上に出てくんのやめて。上に出てくるのやめて。
[01:50:35.199] 行けるかじゃないよ。行けるんだよ。
[01:50:37.639] 行けるかじゃない。いる。行くしかない。下に出てこいや。あいつなんやねん。あいつ何にやねん。ほらどこや?やって待って待って。危ねえ。びっくりした。これ行けないんや。危ね。そんなあぶね。
[01:51:00.360] あ、
[01:51:01.199] 危ねえ。
[01:51:02.719] サンキュー。
[01:51:04.639] こっぱ
[01:51:05.159] で、またガリガリになって戻ってくるという。で、アメリカ留学してガリガリになって戻ってくるというね。金肉君と同じ警を辿っている。またお前に金使わなきゃいけねえじゃねえかよ。またこいつ金使わなきゃいけねえじゃん。もったいねえな。
[01:51:25.760] うわ、金めっちゃ使う。帰国市場や。
[01:51:38.159] いやあ、どうすっかな。でもこれ行けそうじゃない?行けそうじゃない?ちょっと待ってね。ちょっと携帯。オ、
[01:51:54.520] これラスト。
[01:51:55.520] いや、ラストじゃないよ。全然。全然ラストじゃないよ。パンダさん、こんばんは。全然ラストじゃないよ。
[01:52:01.960] これもまたクレス君頼むよ、
[01:52:06.320] これ。ちょっとまたちょっと次のステージ
[01:52:07.880] どっかで稼ぎたいな。稼ぎたいな。金が
[01:52:11.000] なくなくなってきた。さて、どんなボス?
[01:52:14.159] あ、何
[01:52:17.800] だ?誰だ今?
[01:52:18.800] これ買ったら6割。3-51
[01:52:22.520] 日でクリアできるって言ってなかった?
[01:52:27.880] あ、簡単簡単。なん、なんでここに来てめっちゃ簡単?ここに来てめっちゃ簡単。ただめっちゃ見ずれえ。めっちゃ見ずれえよ。おお。めっちゃ簡単なんだけど。なんでここんな簡単なんやねん。めっちゃ簡単だよ、ここ。さっきの炎道の方がずっとむずいわ。
[01:52:51.560] 鬼見づらいけど画面がブー目に悪い。
[01:52:57.000] いいよ。
[01:52:58.960] いいよ、いいよ。え、なんかクリア見えてきてない?あと
[01:53:01.239] 2つ。あと2つですよ、皆さん。
[01:53:03.800] 誰?誰?
[01:53:05.760] B
[01:53:06.560] 助けてくださってありがとう。俺にお金を差し上げます。いいんだ。あの、うス様の神殿ならもうすぐです。頑張ってください。頑張ってくださいね。
[01:53:19.480] あ、ウインクした。可愛い。
[01:53:22.360] B。え?あ、美人。
[01:53:25.320] 200円くれた。え、ツ筒だ。
[01:53:28.040] B
[01:53:28.560] ベーかな?雨降ってきたよ。あ、甘いしてる。このこのちょっとしたムービーシーンいいよね。このちょっとしたムービーシーン微笑ましい。
[01:53:45.480] 200
[01:53:45.880] だけか
[01:53:46.719] なあ。2000ぐらい食えよな。
[01:53:51.239] あ、これ一応メモっとくわ。一応メモっ
[01:53:53.320] とくわ。しめっとくわ。
[01:53:58.119] ガンダ、ガンダーラルインズじゃん。
[01:54:00.159] ガンダーラ、ガンダーラ。行きましょう。
[01:54:06.880] さあどうでしょうか。もう嫌だ。こんな
[01:54:09.040] 探検やめよう。あと2個だぜ。そんなこと
[01:54:12.239] を言うなよ。行くぞ。分かったよ。
[01:54:16.760] やっと。いや、そう。行きゃいいんだろ。
[01:54:21.560] 早く帰ってこいよ。
[01:54:24.599] 行ってくるぜ。
[01:54:28.880] おお
[01:54:30.480] 。新曲倒せ
[01:54:39.280] ないんだよな。
[01:54:42.280] 炎ステージか。
[01:54:46.079] 倒せないじゃん。
[01:54:47.560] 積んでるじゃねえかよ。倒せねえじゃねえかよ。たまにはあいつで行くか。
[01:54:56.079] 終わった。
[01:54:57.119] たまにはあいつで行こう。たまにはクレスさんで行きますか。じゃあな
[01:55:06.760] 2
[01:55:06.920] 段ジャンプできないからな。怖いなあ。はよかんかい。なんでなんで関西弁なんだよ。お前アメリカ人だろ。
[01:55:25.280] 強い。強い。やっぱり攻撃力がバカ強えわ
[01:55:28.679] 。だる
[01:55:30.880] だる。お前いや、3匹は3匹はだるいよ。
[01:55:37.760] あ、怒りいらない。怒りいらない。
[01:55:46.440] ここ稼げたりしないよねえ。
[01:55:49.360] 何もないな。あ、こっちか。
[01:55:55.400] いや、むずいね、これ。
[01:55:59.679] いや、むずいよ、倒すの。めっちゃ
[01:56:02.480] ダメージ食らっちゃったな。
[01:56:10.840] いや、これ全命中。これちょっと待って。
[01:56:15.159] これ無理だよ。クレスじゃ。
[01:56:18.719] これクレスじゃちょっときついよ。
[01:56:24.280] しかもこっち行けないんでしょ。
[01:56:27.440] いや、待ってって。なんでこれ当たんねえ
[01:56:29.280] の?
[01:56:33.599] いや、当たんないよ、これ。
[01:56:38.159] ちょっと待って。
[01:56:43.320] いや、これ無理だろ。
[01:56:48.040] 罪
[01:56:53.199] ちょっと待て。もう体力が全然やべえ。
[01:56:57.560] 4000
[01:56:58.000] あったのに。いや、これさ、クレスじゃきついって。おい、おい、おい。
[01:57:18.840] いや、稼げない。
[01:57:22.400] ここ稼げたりしない?
[01:57:25.599] 稼げないか。
[01:57:38.880] むずいぜ。
[01:57:44.480] うー、そんなの無理だよ。
[01:57:50.400] ブグムかっけえけど。それどころか?
[01:57:52.239] それどころちゃう?あのバカ野郎。何してんだそこで。おい。あれ犯罪だろこれ。おい。あれ?どうにかしろよ。あいつく。おい。
[01:58:09.079] あの、タコ、どうにかしてくれよ。
[01:58:15.000] 早く来い。早く来い。早く来い。う。おい
[01:58:18.639] 、おい、おい、おい。
[01:58:23.400] ちょ待って。よき当たり判定でかすぎて。
[01:58:47.360] あ、怖。なんか背景顔になってる。
[01:59:00.639] 楽取っちゃうからね。
[01:59:09.719] むずいな。
[01:59:14.760] あ、ここ乗っちゃおうか。乗れないんだ。
[01:59:17.360] え、これ乗れない。
[01:59:20.520] 乗れねえ。乗れそうなのに。
[01:59:24.480] ここがむずいな。
[01:59:28.360] アップ。
[01:59:32.360] よしよし。はあ。
[01:59:36.520] 緊張感出てきたな。なんかな。
[01:59:43.079] うわ、バカ何やってんだよ。
[01:59:46.320] 過ろじて。
[01:59:47.880] これさ、これ乗れねえか、これ。うまいこと。あ、乗れねえ。あ、危ね、危。ああ。あ、だー。
[02:00:08.159] ああ、
[02:00:14.760] ビグサッド。ビグサッド。
[02:00:20.840] 終わった。
[02:00:28.360] 厳しい。
[02:00:34.880] 頑張れ、頑張れ。
[02:00:38.960] なんかどっから簡単に感情変えれねえから
[02:00:41.000] 。どじゃ無理。どじゃ無理。弱すぎて。ど
[02:00:43.960] じゃ無理だよ。どっかで木取れない。
[02:00:50.800] BGMクソかっけえけど。
[02:00:57.599] BGブグムいいな。おい。
[02:01:00.639] ブグムいいけど。
[02:01:04.360] いや、ここはちょっと攻略しない。
[02:01:05.520] ちょっとあの感情をなんか変えたい。ドア
[02:01:07.880] もう無理だな。弱すぎる。
[02:01:18.560] なんかないかな。なんでどうなんだよ。
[02:01:22.960] どうしかない。
[02:01:28.560] あとこの辺稼げたりしないすか?この辺。
[02:01:31.800] この辺この辺稼げたりしないか。おい。
[02:01:36.159] あ、稼げる
[02:01:38.840] か。稼げる。稼げるけど稼げないじゃん。
[02:01:42.079] これじゃ取れないもんだって。あれ、
[02:01:45.159] うわあ。なんだよ。取れないよ。あれ
[02:01:49.920] 稼げるけど稼げねえよ。
[02:01:54.360] あれどう稼ぐんだ?あれだから上からでも
[02:01:56.599] ま、それじゃちょっと時間かかりすぎるよ
[02:01:58.119] な。こうぐるっとしなきゃいけないん
[02:02:00.520] でしょ。
[02:02:03.079] ドラクエ4の土しに似てるな、こいつ。
[02:02:05.360] スモールグールに
[02:02:09.560] 2段ジャンプできればな、無限にあそこで
[02:02:11.760] 取れるんだけど。
[02:02:17.920] ま、そう簡単にはいかないよね。
[02:02:24.920] 危ね。愛か。愛じゃな。
[02:02:39.000] ああ、危ねえ。もうやめてよ。
[02:02:45.400] コインゲームみたくメダル落としになる
[02:02:47.280] とこだった今。
[02:02:50.400] おいおい。むずいって。
[02:02:53.280] ちょっとほんまほんまにそのノックバック
[02:02:54.719] で死ぬとかやめてね。
[02:03:21.520] あ
[02:03:42.800] うわ、むずい。ああ、
[02:03:57.199] 怖い。心臓に悪い。
[02:04:02.440] ああ、やだ。もうやだよ、俺。これ
[02:04:05.480] やり直すのやだ。
[02:04:14.079] あか、あか、あか、あか、あか、赤。
[02:04:28.800] もうむずいよ、このジャンプの制御が。
[02:04:31.760] マジでアブビアブビアブビジャンプがマジで癖ある本当にこのゲームもう途中で空中制御効かないのよ。
[02:04:42.639] の男こんばんは。
[02:04:43.639] ポリメが買った男です。どうも。8
[02:04:45.159] 割のお猫お猫こんばんは。アブビポリメが買っちゃ買っちゃあった。ポリメが買っちゃあった。ポリメが買ったから当分新しいゲーム買えないからポリメが買ったのにインストールするゲームおまへんねん。
[02:05:00.840] ポリメガ買ったのにインストールゲームストールするゲームおまへんねん。
[02:05:13.440] おまがな。
[02:05:14.520] おまへインストールする。
[02:05:16.199] お持ちでない。
[02:05:18.239] 何が皆さんお持ちでない?弱ええなこれ。
[02:05:28.520] الله
[02:05:47.199] 嬉しい。ここで木が来るのはでかい
[02:05:49.880] の。バス釣り。
[02:05:52.920] バスり持ってんの?しげ座と糸いの。
[02:05:58.000] きちゃ
[02:05:59.280] 来た。木が来ると嬉しい。でもここどうなんだ?結局ここ必要なのどなんだな。やぱここで木になれんの?マジでかいぞ。だからどうでもここ渡れるようにしなきゃいけないってことだよね。これ木だと押せねえんだ。
[02:06:19.840] 星コイン初めて見た。
[02:06:21.520] え、星コインなんかあった。星コインなんかあった。
[02:06:30.040] 火だと石押せないんですよ。もうこのアメバーもう強いな。下から弾撃ってくんのやめてね。
[02:06:38.320] す扉のとこ。
[02:06:40.679] それあった。ごめん。ちょあ、ちょっと待って。次見るわ。
[02:07:09.760] あ、本当だ。なんだあれ?なんだあれ?星
[02:07:13.000] 、星の何あれ?星のあるね。星のコインが
[02:07:16.840] 。
[02:07:36.239] これでどうすりゃいいの?
[02:07:42.239] 俺がこの真ん中の列に行ければいいんだよ
[02:07:44.079] ね。てことはだよ。これ落としちゃまずい
[02:07:46.320] な。まだこっちをやんないと。
[02:07:50.679] 危ねえ。これ先に落としちゃうとこれ2段
[02:07:53.159] 重ねなきゃいけないってことだよね。これ
[02:07:54.520] まずね、最初に危ない危ない。ここだよな
[02:07:56.400] 。オッケオ
[02:08:09.199] ね。落とら積んでたね。
[02:08:17.520] オッケー。んで、こうと。おしよしよし。
[02:08:23.239] え、でもさ、なんかあの星のコイン気に
[02:08:25.199] なるけどさ、星のコイン気になるけどさ、
[02:08:28.559] あれ取ってさ、針に落ちて死ぬってさこも
[02:08:31.239] 全然ありますよね。
[02:08:34.079] 全然ありますよね。それ気になるけど。
[02:08:36.960] 確かに。いや、気になるけど。気になる
[02:08:41.159] けどさ、釣り餌やな。
[02:08:44.599] あ。え、ちょっと待って。ちょっと説明書んでいい?何?あれ気になる。なんなあの星のコイン初めて見たけど。ステージ
[02:08:55.000] 4
[02:08:55.440] どうせ落ちるんかい?
[02:08:57.639] いや、あの針に落ちたらさ、やじゃん。何?あれ?あれ?何?説明書あった?あんなのあったかな?書いてないねん。
[02:09:13.199] 書いてないや。
[02:09:14.119] でもそこは配信者として。
[02:09:16.639] いや、もうちょっと本当にね、もうね、あのね、お猫君ね、お猫君は多分途中から来たからわかんないと思うけどね、もうそういう息を超えた。そういうターンは終わった。もうここで失敗できない。ここで失敗できないんだよ。これ死んだら
[02:09:32.719] 1からだからね。そう。ここ死んだら
[02:09:34.840] 1からやね。
[02:09:36.559] つ構前が違う。
[02:09:37.800] そうなんだよ。もうそこそこのそのターンは終わったんだよ。
[02:09:41.159] えー、星のコインコイン
[02:09:43.199] 100枚相当。え、
[02:09:46.679] 100枚コイン
[02:09:51.920] 100枚だってさ。コイン
[02:09:55.360] 100枚だけど
[02:09:58.400] 100
[02:09:58.679] か。
[02:09:59.199] あ、なんだ。あ、フォローあざす。こぶきさん、どうもありがとう。フォローありがとう。ま、
[02:10:04.800] 100だったらリスク取らないでいい。
[02:10:07.280] 100
[02:10:07.599] ぐらいだったらリスク取らない方が良くない?いける。
[02:10:13.040] 怖。
[02:10:14.119] いや、怖い怖い怖い。俺こんなとこで死んで終わりたくないから。
[02:10:20.800] 1000なら行った。
[02:10:22.480] 1000なら行ってたな。確かに1000
[02:10:24.320] なら行ってた。100じゃ。100
[02:10:27.239] じゃよ。そんなうまくないしね。
[02:10:29.040] 100だって。
[02:10:32.400] さすがに1コイン100往復を選ぶか。
[02:10:35.920] そうだね。
[02:10:37.719] はちょっと
[02:10:39.639] だってあれ針で押したらもうゲーム
[02:10:40.920] オーバーで1からだぞ。
[02:10:44.599] 危ない。今もなかったぞ。
[02:10:51.119] ちょっと回復させて。
[02:10:58.599] ここんだっけ。うい。お疲れ。おっちゃ。
[02:11:02.520] エアムお疲れ。あ、どうだ?これは強いぞ
[02:11:06.760] 。このボスは。
[02:11:09.639] このボスは俺一番苦手や。梅干の種飛ばし
[02:11:13.199] てくる。
[02:11:27.599] 金ならある。金ならあるから。おし。
[02:11:31.480] オケ。ああ、怖。ああ、怖。怖いなあ。
[02:11:42.639] ス。よっしゃ。よし。
[02:11:45.559] よし。助けに行くぞ。クレスを。クレスを助けに行くぞ。
[02:11:48.920] ぐーぐ。
[02:11:49.719] クレス助けに行く。あ、ここか。なんとかなるさ。ポジティブシンキング。いや、怖ええ。
[02:12:00.800] クレス松村
[02:12:05.239] みーちゃんおはよう。みーちゃんおはよう。ステージ
[02:12:07.079] 4まで来たぜ。ステージ
[02:12:08.840] 4まで来た。だけど開幕仲間が1人やられ
[02:12:13.079] ちゃって大ピンチ
[02:12:33.079] 結構進んだね。
[02:12:34.199] 進んだ。だって今日配信外で配信始まる前に金
[02:12:37.880] 5000円食べてきたから。
[02:12:39.840] 配信外で金5000
[02:12:40.960] 円貯めてきたから。だる。ここ
[02:12:49.119] 月量ぐい。
[02:12:50.199] もうこのさ、白いやつがほんまゴミなんだって。おい、もうこれもう敵がゴミすぎる。マジでノックバックがでかすぎてエリア移動しちゃうんだよ。
[02:13:10.199] だるいわ。もうて
[02:13:12.079] 5000枚から今2600枚なの?
[02:13:15.000] そう、ちょっとまたやべ。もうここえぐいんだよ。敵の配置が
[02:13:27.199] 喜びウィットですら楽せ。
[02:13:29.840] そうなんだよ。あのタコも意地悪だね。
[02:13:43.679] 緑タコほんま
[02:13:47.360] ゴリゴリ減ってくねコインが
[02:13:49.400] 本当だよが世ならもうあれ本当に法律で禁止されてもおかしくないだろあ。
[02:14:04.000] さっきここに挟まれて死んだんだよ。
[02:14:07.719] ここに挟まれて死んじゃったの。そういう
[02:14:10.119] のがあるから。危なルンルン。今も
[02:14:12.239] 危なるんだよ。
[02:14:16.360] 石も気をつけろよ。これ死ぬからね。下手
[02:14:18.280] したら
[02:14:23.400] 司法に連絡入れて国会で提示しないと。本
[02:14:26.520] だよ。
[02:14:33.400] 稼げないなあ。
[02:14:37.639] ここ稼げたりしないか、ここ。
[02:14:41.119] あ、あ、あ、あ、来た。ここだ。みんな
[02:14:43.559] ここ。ここ。はい。ここで1時間です。
[02:14:45.320] はい。ただこいつを毎回毎回処理
[02:14:49.159] するのか
[02:14:51.599] 。いや、でも毎回ここで
[02:14:54.679] こいつを毎回処理すんの無理じゃね?ちょっと時間かかりすぎるよ、これ。
[02:15:05.480] ここ1時間耐久は笑う。の邪魔。
[02:15:09.239] これ、これはさあ、こいつを毎回処理しなきゃいけないってのだいぶしんどいんだけど。
[02:15:15.400] 様よ鎧い目。
[02:15:17.119] こいつだるいなあ。
[02:15:19.800] え、どうする?ここ稼ぐか?
[02:15:27.079] 3000まで行こう。
[02:15:28.639] ああ、ま、そうだね。あ、シャト、こんばんは。
[02:15:33.199] 3000くらいは3000
[02:15:35.280] ぐらいは行った方がいいか。だ、結局こダメージ
[02:15:38.880] 枚くらい欲しいね、ここ。
[02:15:41.280] そうだね。あれもしかして上のやつもちょっとさ、待って。
[02:15:44.400] 上のやつも回復するんだらあっちの方が楽じゃね?お元気。お元気。硬やろ。こいつ
[02:15:53.719] 勝てんね。ああ、こっちは回復しねえんだ。バる。
[02:16:12.880] いや、行った先。
[02:16:14.760] いや、行った先はね、多分戻れないもん。あれ行ったら崖になってたから行っちゃったら戻れない。や、これはちょっとなあ。
[02:16:27.639] マジか。
[02:16:38.639] これしんどい。ああ、俺ダメージ食らっちゃ意味ないんだよ。
[02:16:45.559] 10円減るんだから。それで左右1
[02:16:47.359] 枚ずつ配置してもええやろ。
[02:16:49.000] だね。あいつも
[02:16:53.240] 10
[02:16:53.479] 円ぐらい落としてくれんだったらいいんだけどさ。
[02:17:04.439] ちょっとこれは
[02:17:06.840] このファームはあんまり
[02:17:09.880] あんまり良くないな、これ。
[02:17:12.880] これダメージ食らっちゃってんだもん結局
[02:17:14.519] 。
[02:17:36.359] これファーム無理じゃね?
[02:17:54.679] 全然死なねえ。
[02:18:01.639] 最後の稼ぎポイントかもしれんぞ。
[02:18:04.479] ええ、あるでしょ、他にも。もうこれさ、連ン打がさ、追いつかねえんだ。ま、
[02:18:22.280] 3000までやるか。3000までは
[02:18:44.719] お疲れちゃん赤いスタゲになってる。
[02:18:47.280] お疲れちゃんお疲れ。
[02:18:49.880] 結構すんだよ。結構んだけどさ。
[02:18:53.880] もう今ここでさ、もう稼ぎ、
[02:18:57.719] もう稼ぎ。稼ぎ。シャスってるよ。みんながもう疲れてん。
[02:19:02.880] 稼ぎだよ。稼ぎ。ドバイ案件。ドバイ案件ですわ。ドバイでヤギの相手してますわ。
[02:19:22.639] え、
[02:19:24.160] え、何?
[02:19:26.519] ヤギとちょめちょめ。
[02:19:27.679] ヤギとちょめちょめよ。
[02:19:36.760] 4000まで貯めるの?
[02:19:38.559] いやあ、3000だね。ここは無理だわ。
[02:19:42.399] 山城信吾の
[02:19:44.040] ここは無理だよ。
[02:19:46.040] 今のガバ。
[02:19:47.719] え、今ガバだった。
[02:19:54.359] 3000
[02:19:54.800] で終わりにしよう。無理、無理、無理。時間がかかりすぎる。これ、この、こいつがマジでゴミだから。この鎧いが。あたあ、もう降りれねえな。今のも腹立つねんな。なんかこの、このさ、ここ降りろよっていう。
[02:20:13.640] 階段うまく降りれないの?マジでクソいよ。こいつ何なんだよ。全然知らねえ。
[02:20:49.920] 地獄だ。
[02:20:52.680] 文句多いぞ。なった。
[02:20:54.160] なんかったね。なんかたまになんなんねえ時あんだよね。ちょっと待って。うんとね。
[02:21:19.439] ごめん。どっち集中して。唯一の救い派置いてるコイン
[02:21:23.399] 10枚入るとこなんかな。
[02:21:25.399] もう1回や。もう1
[02:21:26.560] 回やってみてくんない。もう1回。
[02:21:30.640] ま、置いてるコインが10
[02:21:32.040] 枚入るとこまあまあまあまあ、これが
[02:21:33.840] 1
[02:21:34.000] 円だったらやってないね。俺何のあ、なったなったなった。
[02:21:45.080] なんかたまに最読み込みしなきゃダメなんだよね。何もしてないのに壊れるんすよ。
[02:21:57.319] やじるん。
[02:21:59.359] いや、多分これで全部なるようになったよ。
[02:22:03.640] ちょっと待て。
[02:22:07.840] なんでしぐちゃんのちょっと待て。なんかちょっとちょっとエロく言ってくれたんだろうね。
[02:22:12.359] 触ってないのに壊れた。何もしてないのに壊れた。
[02:22:19.600] 江戸。
[02:22:23.560] そんなん聞きたない。はい。3000
[02:22:25.120] 円行きましたけど。3000
[02:22:26.280] 円行きましたけどこれで終わったと思う。思うか。はい。残念。満タにしてからもう
[02:22:30.200] 1回やります。
[02:22:32.000] なんかやったから壊れる。笑。マジのデブバイバ。
[02:22:38.479] あ、何ならない?
[02:22:41.840] 文句文句オイズだけならない。なんだろう。
[02:22:50.439] 本当だ。ならない。なんでだろうね。わからん。
[02:23:01.120] ファイアートリガーはマジでバグある。
[02:23:03.240] なんかあるよね。
[02:23:07.319] 急にならんくなる。他離る支援でない。フね。
[02:23:17.640] これでなんない。
[02:23:19.880] よし、進むぞ。稼ぎは終わった。
[02:23:38.560] 時はそれだけだ。
[02:23:44.800] 火は熟した。
[02:23:49.520] ならん。
[02:23:51.240] あ、ま、いいよ。なんなくて
[02:23:53.560] 橋本深夜もいますと。
[02:23:56.439] ま、いいよ。なんなって。いい。やめてよ。やめてよ。しんちゃんやめて。
