[00:00:36.879] バンはどうした
[03:52:02.239] 栄養パンパン。すごいパンパンパン。
[03:52:05.319] 仕事でパンパンなあなたに。
[03:52:07.239] 完全飯パンパン。でパンパンなも。完全飯パンパン。完全。
[03:52:12.600] 33種類の栄養の。
[03:52:16.359] いや、もう、あ、だめ。だめ。もうあの津の使い方が分かってない。
[03:52:19.800] パン。あの津の使い方が分かってない。
[03:52:22.600] 探偵のこや。
[03:52:23.760] 津田の使い方がなってないわ。ああて言わせなきゃ。ああって言わせないと。
[03:52:31.760] 美いしく食べてセルフメ。このパンすごいんです。
[03:52:35.319] し完全で下手くてこっちかよ。
[03:52:40.159] 全然下手くそだわ。全然下手くそ。だめだめだめ。ということで言ってる間にと言ってる間にえできましたよと。
[03:52:50.760] トムヤムヌードル行ってみますか?トムヤムヌードル
[03:52:54.040] 1
[03:52:54.120] 回くらいリテイクしないと良さでない。
[03:52:58.279] もう伸びてるだろ。笑。
[03:52:59.560] もう、もう、もうなんかシル全然なくなっちゃった。もうシルが全然なくなったよ。
[03:53:08.319] 笑笑。伸びまくってる。
[03:53:10.080] 伸びまくってた。
[03:53:13.680] トムヤムペーストにお、これ直接買いちゃダメなやつだよ、これ。あのリカの授業だったらリカの授業だったらこうやってやんなきゃダメなやつだ。
[03:53:28.439] うわ、すごいよ。うん。ああ、
[03:53:35.199] 確かに。でも全部行く。じゃねえか。
[03:53:39.120] でも全部出す。
[03:53:40.520] 香ばしい。
[03:53:41.199] 香ばしいというかうん。鯛イの匂いするわ。
[03:53:43.640] ハンモニアみたいな
[03:53:44.840] 鯛イの匂いする。あの空港と同じ匂いするわ。よいしょ。意外とでも量少ない。トムアムペーストの黒。行ってみましょう。ああでも混ざったらそんな悪くないか。
[03:54:03.279] 金の玉全部出す。今日の配信やばいね。
[03:54:06.840] 全部やばいね。全部ね。
[03:54:15.239] よし、じゃ、ちょっと行ってみますか。わあ、匂うね。だきます。ちょっとスープから
[03:54:23.239] でも見た目うまそうやな。
[03:54:27.920] うーん。うー。結構辛いね。結構辛いね。
[03:54:36.040] 笑笑。
[03:54:37.080] うわあ、パクチーすごいわ。
[03:54:40.279] パクチーすごいだ。ダメな人だったか。無理か?
[03:54:44.080] いや、いや、全然食える。絶対食えるけど。食えるけどね。全然これ全然食えるけど。まあ
[03:54:50.920] 1
[03:54:51.159] 回でいいね。そうか。普通のやつのがやっぱうめえよな。いただきます。うん。なんかやっぱあのみもあるじゃん。
[03:55:08.199] なんか大料理って酸っぱいやん。酸っぱみもある。酸っぱ辛い。辛す酸っぱ。うん。ま、まずくはないよ。でも全然まずくはない。
[03:55:22.199] ナほねって感じが伝わって。
[03:55:24.080] うん。あのね、好きな人はまあこれリピートするだろうね。なんかあのセブンスターみたいな感じでもセッターするやつって死ぬまでセッターするじゃん。なんかセッターセッターだろうな、これ。
[03:55:36.359] これ好きなやつは死ぬまでこれ食うだろうね。うん。酸味がすごいわ。賛
[03:55:49.239] ピあるよな。
[03:55:50.080] うん。これ賛否あるね。絶対ね。でもまずくないよ。食える。全然食えるけど。
[03:55:55.439] メビウスじゃなくてマ線って言い続ける。キャビンみたいなもんか。
[03:56:01.359] キャビンみたいなもんかも。マ線じな。
[03:56:06.040] じじな。マ線結構辛いし結構酸っぱい。酸味が強いわ。うん。
[03:56:15.520] 結構ちゃんとやむしてるんだ。
[03:56:17.560] うん。うん。でも多分俺はパクチーがあんま得意じゃないからこれでもすげえなって思うけどパクチー好きな人からしたらまだまだパクチーんねえよって感じかな。
[03:56:29.600] ライラあ、ラゆ今ないわ。
[03:56:32.680] うちにごま油ならごま油でもごま油太る
[03:56:35.560] からダメ。
[03:56:39.760] うん。
[03:56:43.359] まあでもう
[03:56:46.479] うまいよ。うまい。うん。なんかでもう
[03:56:47.920] うまいわ。腹減し。
[03:56:56.600] うん。
[03:56:59.720] 結構辛いな。
[03:57:00.960] カップ麺食って太るからダメは矛盾すぎ。
[03:57:04.479] まあな、確かにな。カロリーはカロリー
[03:57:13.640] 354KC
[03:57:14.920] カリ結構あるね。ま、でもそんなもんだよな。タンパ質
[03:57:19.439] 7g。うーん。ちょっとPFC
[03:57:21.359] がちょっと脂質が16。
[03:57:24.680] うん。2
[03:57:25.159] 個目は何食べる?2
[03:57:26.399] 個目いらん。さすがに食べすぎ。
[03:57:30.159] ま、全盛期チマゲームは言ってたな。全盛期チマゲームだったら言ってたけど。
[03:57:35.120] えら、
[03:57:36.840] 確かにこれ1
[03:57:37.560] 個で腹いっぱいになるからなんねえよな。
[03:57:40.359] 男は男はなん行かねえよ。
[03:57:43.040] カップヌードルだけで腹持つ。
[03:57:45.120] いや、もうとりあえず今日はいいの?今日はいいの?もう昼、昼間にラーメン食ってんだから。普通のだめだよ。み夜もラーメンだけど。さ、行きたい。
[03:57:55.000] ビッグは行きたいな。ビッグのセットだったら嬉しかったな。カップヌードルビッグ。
[03:58:00.760] 白米ぶち込んで増しないと。
[03:58:02.760] いや、でもさ、これには白米合わないと思うで。これに白、白米は合わないと思うな。うん。ま、しゃあな。いや、俺だって行きたいよ。俺だっておにぎり行きたいよ。これに、これにおにぎり行きたいよ。
[03:58:23.399] 麺に合うやつは米入れてもうまい。カップ漫画になるかも。
[03:58:27.439] カップ漫画になるかな、これ。うん。うん。しょ、辛さってかサ、パクチー、酸っぱさの
[03:58:41.960] 3、3
[03:58:42.479] 連なんだけど酸っぱが強い。結構酸っぱい。あ、うん。全部書いてあったわ。
[03:58:58.359] 独自の酸っぱ辛い味がって。なんか俺、俺今日なんかあの食レポうまいやんと思ったから全部書いてあった。すっぱ辛い。すっぱ辛いねん、これ。本当あかあ。卵入れて連チしてな。あるあるある。
[03:59:18.479] 読んでた説ある。
[03:59:20.080] 読んでたまだあるな。
[03:59:30.239] てかとやむ君。
[03:59:34.720] とやむ君だって食ったことないもん、俺。
[03:59:44.520] 茶げ配信見ながら配合しまくってたらだいぶ進んだよ。
[03:59:48.359] どこまで行った?今のパーティー教えて。今のパーティー教えて。
[03:59:55.680] 本場食べたくなる。
[03:59:58.040] 本場多分もっとパクシーやばいと思うよ。もう空港がパクチーの匂いしたもん。うん。汁は飲みませんよ、私。もう食べ終っちゃった。こんなおやつだよな。こんなおやつだよな。食べ終わっちゃいました。
[04:00:16.479] ごちさでした。キメイラと彷徨う鎧いとドラゴンコープス
[04:00:20.319] ウルトラキメイラ知らねえな。あ、
[04:00:24.560] に白ご飯ぶっ込む。
[04:00:25.720] いやいや、ぶっ込まないって。もうこれで十分。今日はあた後口めっちゃ汚れる。ティッシュ真っ赤。キスする前はみんな気をつけた方がいいよ。おめらがすることねえか。ま、僕もないんですけど。ま、僕もないですけど。
[04:00:48.760] おめえもな。
[04:00:50.720] 俺もねえんだけどさ。俺もねえんだけど。ちょ待ってね。なんか今日めっちゃ連絡来るな。
[04:01:04.319] 飯ない汁ヘルシーなしめ。海分
[04:01:08.040] 飯ない汁ヘルシーなしめ。すごいね。
[04:01:11.840] なんかそのためのなんか
[04:01:14.040] おお
[04:01:15.199] すごああ、ゲップがくせえ。すごい
[04:01:20.080] ゲップがすげえくせえわ。
[04:01:22.560] おお、
[04:01:23.080] 口なるわ、これ。ハーミこよう。ちょっと待って。
[04:01:27.880] タのハーフのことき合ってた時口の中からパクチーがチラチラ出てきてた。
[04:01:33.840] おならもすご。
[04:01:35.359] はい。はえ。対人と付き合ってたんだ。対人ってでもなんかエロそうよな。わかんねえけど。
[04:01:40.840] ちょっとこれ片付けて歯磨いてくる。なんかめっちゃゲップくせえわ。なんかの食べてる時よりこう腹から上がってきた時の方がパクチーぐい。
[04:01:55.040] タイハーフの人大体美人なんよ。
[04:02:21.040] ハーフって大体美形のイメージある。
[04:03:16.800] あとなんか食べてそう。
[04:03:31.479] 今これ食ってる。
[04:03:41.080] おにぎり行ったか?なきゃ政府の精神だよ。
[04:04:59.040] オった。
[04:05:01.880] おまった。よいしょ。今これバカ食って
[04:05:05.359] ねえや。食ってねえ。おまた。よいしょ。
[04:05:12.640] よし。
[04:05:14.760] あ、でも結構満足感あるな。結構満足感
[04:05:17.279] ある。
[04:05:20.920] おり
[04:05:21.720] ただいま。よし、じゃあやるぞ、続き。
[04:05:24.399] やるぞ、続き。
[04:05:27.000] よろしす。
[04:05:30.359] おかうまいよな。
[04:05:32.880] 何?おか?おかうまいよね。おか好き。最近さ、あのコンビニのおにぎりさ、たけえでよ。鮭おにぎりさ、食おうかなと思ったらさ、もう
[04:05:44.800] 220
[04:05:45.479] 円とかすんのな。アホ。あホちゃう。マジで高すぎるよね。
[04:05:54.040] やっぱさ、コンビニでおにぎりさ、あの、食べんのもさ、やっぱさ、あの、できるだけやっぱ鮭ってめっちゃいいのよ。鮭ってめっちゃ
[04:06:02.600] もたけ、
[04:06:04.840] あの、そう、低球、定級の具食べれる。
[04:06:11.000] 低久の具。お前鮭に失礼だろ。お前バカ。定球じゃねえや。なんだ定の具って。
[04:06:17.319] 笑笑。
[04:06:19.399] なんだよ。それ
[04:06:19.880] のドンキで150円で買って食べます。
[04:06:22.640] ああ。
[04:06:23.040] あ、確かにあの半額とかになるしな。え、
[04:06:26.479] 10円とかになんの?
[04:06:28.520] 10円
[04:06:29.239] の昆部だの?
[04:06:30.880] おい、お前それ分かってねえの?結局結局そういうのなるねんて。もう最近俺昔は俺もね、ま、綱を
[04:06:41.159] 10
[04:06:41.279] 円ってシールがあるんです。
[04:06:42.840] え、10円?えぐ。
[04:06:44.920] 梅はどうですか?
[04:06:45.960] あ、ごめん。梅食えない。ごめ、
[04:06:47.680] ごめん。梅食えない。ごめん。俺梅食えねんだよ。
[04:06:52.199] 低久のね。ひどいね。
[04:06:55.880] ひどいね。結局そっちに行きつくんだって
[04:06:59.080] 。もう俺あのあれとか行かなくなったもん
[04:07:03.159] 。前は言ってたけどなんだっけ?あの
[04:07:06.760] ソーセージマヨみたいなさ。おにぎりと
[04:07:10.520] 同じサイズのソーセージがベタってつって
[04:07:12.720] あののリがの帯で巻いてあるやつ。あれ
[04:07:16.359] 大好きだったんだけどね。最近行かないな
[04:07:18.680] 。
[04:07:20.439] もう鮭とかね、結局そういうのが一番
[04:07:23.319] うまいんだよ。
[04:07:27.760] あとセブンのあのチャーハンおにぎりあれ
[04:07:29.720] うまいよな。最近食ってないけど。やっぱ
[04:07:33.760] 鮭ケとかやっぱPFCがいいですから鮭ケ
[04:07:36.000] はな。さあ行きますよ
[04:07:40.520] 。梅かつよチャーハぎり食
[04:07:44.040] な。うまいよね。梅食えねえんだよな。
[04:07:46.760] これつまさ、和風行きたいっすよね。和風やっぱ和風。ここちょっと全然わかんねえんだけど全然検討がついてない。
[04:08:04.439] ツは外れなし。
[04:08:05.760] うん。外れない。ちょっと検討がついてないっすよ、俺。ここ
[04:08:11.960] 和風ツはファミマ。
[04:08:14.279] ファミマがいいの。やっぱ和風はてか
[04:08:16.640] コンビニはやっぱはまよな。やっぱりはま
[04:08:20.199] よね。1番うまい。やっぱファミチキ
[04:08:22.680] うまいし。
[04:08:26.520] ファミキチファミキチ。ファミキチだって
[04:08:29.279] ファミチキも高けえけどな。ファミチキも
[04:08:32.279] 高いよね。
[04:08:37.479] 270円ぐらいするもんな。今な。昔俺ら
[04:08:40.159] がガキの頃なんかさ、160円ぐらいで
[04:08:42.439] 食えたよね。
[04:08:43.560] ファミチキとかのコンビニのチキン
[04:08:45.720] に消アレルギーだからファミマには入れない。
[04:08:49.159] 何それ?あ、なんか確かにあの僕の言動力は日本のおにぎりって言ってるもんね。絶対嘘だよ。絶対嘘なん。
[04:08:58.520] 今はマおにぎり100円引き空ポン太る。
[04:09:01.439] へえ。それでも
[04:09:03.880] 150円ぐらい取られるからな。
[04:09:21.880] ちょっとこのステージ全然検討がついて
[04:09:24.040] ないよ。これ未だに手探り。
[04:09:31.880] うーん。
[04:09:42.600] 例えばこれさ、
[04:09:51.520] ああ、やっぱ拾っちゃうよね。
[04:09:54.439] そうだよね。拾っちゃうよね。
[04:09:59.080] ま、わかんねえからとりあえずやってみる
[04:10:00.840] か。
[04:10:04.960] わ、だるいの来た。
[04:10:06.680] わ、だるいの。来たな。4
[04:10:07.920] で穴開けてドリル持って侵入する感じか。
[04:10:13.159] ただね、違うんだよ。スコスコ
[04:10:14.680] 4
[04:10:15.000] なのはい。おわあ、そこに行くんのか。間違えた。スコ
[04:10:18.479] 4
[04:10:19.080] はね、あの、スコップ持ったらジャンプできないんすよ。スコップ持ってるとジャンプできないんで、同じとこにスコップ持ってこれないんだよね。ま、でもドリル持って侵入するんのは絶対だと思うんだ。
[04:10:35.600] ドレル持って侵入するのは絶対合ってる
[04:10:39.680] そうだ。出れねえもんな。ま、ドリルか。
[04:10:42.159] ま、つる橋か
[04:10:49.640] 。まだ口の中に若干。うおい。この
[04:10:52.319] 出会い頭がなわかんねえからな。
[04:11:16.840] い
[04:11:24.319] うーん。
[04:11:49.520] やっぱダめだ。このここからジャンプは
[04:11:51.640] できねえんだよな。
[04:11:54.800] なんか間違ってる気がするな、これ。
[04:12:15.000] まあ、ここは多分合ってると思うんだよね
[04:12:17.239] 。
[04:12:21.159] で、多分ここもこのハンマーで壊しちゃっ
[04:12:24.000] ていいと思うんだよな。ここ壁になるから
[04:12:25.720] さ。
[04:12:28.760] 口ん中にまだいるんだよね。まだなんか
[04:12:33.119] いるな、対人が。
[04:12:39.920] あれ?ここあれされないんだっけ?あれ?
[04:12:44.159] 蓋されないんだっけ?ここ。
[04:12:50.359] あ、か
[04:12:52.680] 多分多分またここ通ることになるから。
[04:13:02.680] うん。罪帽子優しさ。
[04:13:05.880] うーん。なのか罪帽子に見せかけて別のとこで使わなきゃいけないのか。
[04:13:37.040] ここ岩のやつが出てきてくんねえと取れ
[04:13:38.920] ないんだけど。ま、いっか後でしとくか。
[04:13:41.840] ここじゃないな、まだな。多分このドリル
[04:13:45.080] を持ってこの中に侵入したいんですよ、私
[04:13:48.199] 。
[04:13:56.000] いや、でもなあ、これじゃ無理だもんな。
[04:13:59.080] こっからジャンプできねえんだよ。この
[04:14:01.040] はしごからはジャンプできねえんだよな。
[04:14:17.239] しかもなんかこいつループしてない?この
[04:14:20.680] 下の岩のやつさ、リスポーンいつまでもし
[04:14:22.760] ねえなと思ったらさ、多分これループし
[04:14:24.399] てるね。そこそいつらがそこまで行く前に
[04:14:27.960] なんかしなきゃいけないのかな?
[04:14:33.520] あ、
[04:14:36.040] いや、もうこれ無理よ。
[04:14:39.159] むずいよ、ここ。おムズだよ、ここ。
[04:14:50.600] いや、もうさ、でもでああ、邪魔くせえな。
[04:15:07.239] だってこれどうやって拾うのって話じゃ
[04:15:08.800] ない?
[04:15:17.159] これだ。あのスコップ拾えなくねえか
[04:15:48.800] ສ
[04:15:52.720] うーん。
[04:16:06.880] いや、これも取れねえしな。どうやって
[04:16:08.680] 取るねん、これ。
[04:16:55.119] うーん。なんか全然ひらめいても何にもし
[04:16:59.159] てないな。
[04:17:46.000] ああ、でもこれじゃだめか。
[04:17:52.119] ああ、ちょっともう1回やらせて。
[04:17:55.080] そっか。あれだとハンマスができない。
[04:18:00.880] むずいね。
[04:18:11.800] これはハンマーカンマーですね。これは
[04:18:14.359] ハンマーカンマーやな。
[04:18:26.680] うーん。
[04:18:36.880] だからお前マジ邪魔なんだよな。
[04:18:41.920] 嫌なとこに湧くよな。
[04:18:45.680] まずこっちか。や、
[04:18:49.040] 拾っちゃって。
[04:19:04.119] ああ、最初からこうか。はいはいはいはい
[04:19:06.479] 。オッケーオッケーオッケ。んでツルハ
[04:19:09.000] もう1個持ってきて。
[04:19:21.159] うわあ、もうそ、もう事故やん。それは
[04:19:27.760] このれそ笑。
[04:19:30.600] そんなんされたらもうどうしようもないですやん。マップ見づらい。これどうなんだろう。
[04:19:39.040] 最新なんかさ、これ多分結構なんかね、
[04:19:43.600] ドットが荒くてあのね、エンコード
[04:19:47.199] めっちゃ負荷かかってるみたいなんだよね
[04:19:48.520] 。だからさ、なんかあの画面変わるたびに
[04:19:52.119] なんかさ、変な風になるっしょ。配信画面
[04:19:54.439] 。
[04:19:56.119] それね、あの
[04:19:58.040] 、画質のあれをね上げればね、治るんだよ
[04:20:00.439] 。9の部分の足場がガチで見えない。笑。
[04:20:04.359] 柱の部分の足場でやが来そうだからちょっとこれ。あ、来てるわ。え、どうしたらいいんだろうね。ちょっと待ってね。ちょっとさ、シャープとか上げてみるか。ちょっと待って。ちょっとあれしてみるわ。
[04:20:25.840] えっとね、
[04:20:29.040] 実機でやって、実でやってるもんで、
[04:20:32.479] これじゃない。
[04:20:35.319] 結構シャープ上げてるんすよ、これ。
[04:20:39.439] 結構バキバキにあげてる。
[04:20:43.479] ま、色味だろうな。多分
[04:20:47.920] あげないでもいいよ。
[04:20:50.040] せっかくだからさ、見やすくしたいじゃん。いや、わかんね。
[04:20:59.520] ああ、見えやすくなった。
[04:21:00.560] え、嘘。見えやすくなった。ど、どれ、どれ、どれ、どれ、どれ、こっち?こんな感じ。これ見やすい?これ。
[04:21:14.439] たださ、こ、あのね、
[04:21:16.479] ちょこっと暗く
[04:21:23.720] 腕立て伏の速度早くなった。
[04:21:27.800] 長い間あれして見やすくなったんじゃない?これでどう?どう?これどう?これ
[04:21:33.000] いい感じ?
[04:21:33.479] いい感じ。みんなはどう?みんなもこんな感じ?どう?
[04:21:36.680] ええやん。
[04:21:37.560] ええ、さっきより良くなった。
[04:21:39.239] いいね。
[04:21:42.080] じゃ、これで行こうか。
[04:21:49.560] これもこれで見ずれえ気もするけどな。
[04:21:51.199] なんか
[04:22:05.319] ま、画面で見たら見やすいか。配信画面で
[04:22:07.800] 見たら。
[04:22:11.520] なんかさ、MSXさ、めっちゃ鮮やか
[04:22:13.880] すぎるんだよな。なんかあのビ、原色がさ
[04:22:17.479] 、鮮やかすぎて目に悪い
[04:22:30.720] これはテレビ1m離れないと。いや、マジ
[04:22:33.279] でね、目悪くなるよね、これね。
[04:22:36.920] ブイブイド
[04:22:38.640] ビビットすぎるんだ。ビビットすぎる。
[04:22:40.880] ビビって。ブビブっとすぎる。なんか下唇
[04:22:44.640] かんでブビブって。
[04:22:57.840] だ、このさ、石コ君たちがさ、下にいて
[04:23:00.720] ループしちゃってるからさ、これさ、取れ
[04:23:02.359] ないんじゃないの?上のやつ取れんのかな
[04:23:35.359] あいつらもしかしてあの岩たちをさ、
[04:23:37.439] ループに入れちゃダメなんじゃない?1番
[04:23:39.359] 下の
[04:23:43.319] 危ねえバカ野郎。あ、でもお前こっち来
[04:23:45.319] ちゃだめだよ。ああ、もうこれは
[04:23:51.000] う、むずいよ。ここ何これ?
[04:23:56.600] むず。オムズだよ、ここ。オムズだよ。
[04:24:01.080] 無じっすね。
[04:24:07.880] あ、間違えた。
[04:24:11.359] おむずやな。MSX。
[04:24:40.119] うーん。ちょっと皆さんの意見を聞きたい
[04:24:43.119] 。
[04:24:45.159] 皆さんの意見を聞きたい。
[04:24:49.199] どうなんだよ。
[04:25:00.800] オーディエンス発動。
[04:25:06.920] どう思いますか?
[04:25:09.880] もう
[04:25:11.479] 困難されたらあかん。
[04:25:23.840] 頑張れ頑張れ。死んだらあかん。
[04:25:27.880] 死んだらあかん。
[04:25:30.800] 人生はボケや。死んだらあかん。あれ?あれ?消えてる。あれ?なんで消えた?なんか消えたんだけど。
[04:25:47.600] だけで丸儲け
[04:25:50.080] 死ぬこと言いたい。傷。
[04:25:59.680] いや、なんやねん。消えてまうんやけど。乗りたいんだけど俺。君に乗らな。ここ取れないんだけど。ジャンプで
[04:26:17.720] 死んだらどんな感じなんだろうね。
[04:26:19.920] ええ、それ眠れなくなるやつねえ。
[04:26:25.119] 何これ?どうやってここじゃあここどう
[04:26:26.840] やって取んねんって話なんですけど。
[04:26:37.640] え、なんでいなくなっちゃうの?
[04:26:42.199] ここどうやって飛んですか?
[04:26:46.960] 謎だ。謎だね。
[04:26:49.239] から行けということですね。
[04:26:52.119] 右側いや、右から側からいや、右側から行くためにはドリルをね、避けなきゃいけないんですよ。あのドリル取りたくないんですよ。後で絶対使うことになるから。だから僕はあえて今アイテムを持ってきた。取らないようになるためにね。天才かな。
[04:27:16.279] 賢い。
[04:27:17.479] 賢き物
[04:27:19.880] 知恵ありしも
[04:27:22.479] 夢叶えし多分
[04:27:27.479] ねここやんなきゃいけないと思うんだよ。
[04:27:34.800] 寝取られし物け
[04:27:39.880] 女取られしも笑どうやって取んの?ここをどうやって取るんですか?全
[04:28:04.399] 検闘つかないけど
[04:28:33.880] 。
[04:28:34.680] もう危ねえ。
[04:29:11.040] いや、お前そっち行っちゃったらループ
[04:29:12.640] 入っちゃうんだよな。
[04:29:16.399] おい、
[04:29:24.640] おいおいおいおいおいおい。じゃああっち
[04:29:27.600] 行こう。
[04:29:44.159] ほんねえ。
[04:30:01.080] うん。
[04:30:11.560] 間違えた。拾っちゃった。わ、ドリル拾っ
[04:30:13.880] ちゃった。これ拾いたくなかったな。あ、
[04:30:15.640] いいや。いっか。1個使うんだ。ここで。
[04:30:21.080] ここは使わなきゃいけないからな。
[04:30:43.640] ここどうやって取るの?
[04:30:48.319] 全然検討がつかん。
[04:31:11.359] いやあ、しかも間違ってるな、これ。
[04:31:14.439] 間違ってますね。スコップじゃねえな。
[04:31:16.439] ここ
[04:31:18.199] 抜けらんなくなっちゃうんだな。
[04:31:21.960] 間違ったくせえ。
[04:32:42.479] え。
[04:32:43.760] やべえ
[04:33:11.480] 。
[04:33:11.600] 全然わかんない。どうするのが正解なんだろう。
[04:33:21.320] いや、ごめん。全然検討もつかないね。なんか引っかかりもないわ。何もなんかなんつうか惜しくもない。なんつうか、そのここだけできればいいんだけどなっていうのもないな。何全然わかんねえわ。
[04:33:46.240] ああ、死んだ。えー、ごめん。全然わかん
[04:33:49.680] ねえわ。これ何これ?
[04:34:19.799] ヘド
[04:35:20.160] ここも気になるんだよね。こここんな長い
[04:35:23.719] 階段ある意味ないもんね。
[04:35:35.000] いや、やべ、こいつ登ってきたら終わりやん。
[04:35:41.879] それはただの飾りかなと意味心やな。
[04:35:45.400] 飾りかな。なんか意味しだよな。うん。ごめん。全然何の検討も浮かないな。なんだこれ。
[04:36:16.080] うん。
[04:36:30.039] いや、わかんねえ。
[04:36:34.799] お、やっとるやんけ。
[04:36:36.520] やってる。今日6
[04:36:37.119] 時からやってるよ、今日。みんながお疲れだけど、もうなんかめっちゃもう難しすぎてもう難しすぎてもうチマゲーム静かになっちゃった。
[04:36:46.600] チャバゲームだんまり難しすぎて
[04:36:56.480] ちんまり
[04:36:57.600] ちんまりしちゃったの絵が
[04:37:00.840] ちょ脳みそをフル回転させて
[04:37:11.920] 橋もレンモード
[04:37:13.320] ううん。
[04:37:17.039] たでも別にね、あの、テンションが低いわけじゃなくてマジで難しすぎてちょっともうどえおこは行けるわ。
[04:37:44.639] ここはいける。これは分かった。これは
[04:37:46.240] 分かったけどよ。これは分かったけどよ。
[04:37:52.039] なんかでもそれなんかああ大喜び。たださ、それもどう、
[04:38:03.080] 笑笑
[04:38:03.959] それもどう行くねんていう話なんだよね。
[04:38:10.561] 津田ファン換。
[04:38:14.520] ああ。ああ。ジャンプだ。
[04:38:19.600] つだ曲げ。
[04:38:20.920] これもダメなできないでしょ、これ。
[04:38:27.600] あ、
[04:38:34.000] このドリルもどこで使うねんって話なんだ
[04:38:35.920] よね。
[04:38:58.439] ごめん。全然わかんない。ここ
[04:39:11.359] そうなくなっててわろた。
[04:39:13.840] いや。あ、もうビップもうさらちにしたよ。うん。
[04:39:16.119] VIップなどいらん。意味ないから。
[04:39:18.119] あれ意味ないからあんなんでなんかあんなんある意味ないんでさらちに戻して貴様らは全員チーは一緒
[04:39:30.639] 意味ないもん
[04:39:31.600] 意味ないもん意味ないもんと同じくらい意味ない
[04:39:35.959] まおい思し思想強め
[04:39:39.878] ようこそこちら側へ
[04:39:41.638] 意味ないよ
[04:39:43.000] まずいまずい
[04:39:44.200] まずいよ今
[04:39:48.840] ねえ、これちょっとみんな考えてよ。わけわかんないことばっか言ってねえで。おい、どうすりゃいいんだよ、これ。もう全然検討もつかないんだけど。
[04:40:03.320] わかんないか。笑笑動きました。
[04:40:06.000] 動け、動け。
[04:40:07.280] 戦卒なので分かりません。
[04:40:10.120] 高卒なので分かりません。
[04:40:13.560] 見ててもわからねえんだよ。
[04:40:15.200] 全然わかんねえよな。マジで
[04:40:19.760] いな得もない海分
[04:40:22.760] 何なるのはダめですか?はっきうお
[04:40:29.958] なんて。いや、わかおね。ちょっとマジでさ、声優さんさ、ヒントくんね。
[04:40:42.840] ここマジでわかんねえわ。
[04:41:15.240] なんかこのハンマー別にここ開けなくてもいいよね。上からジャンプすればいいだけ話だから。これどっから使うんだろうな。このハンマー多分どっかで使うわ。
[04:41:28.560] 1
[04:41:28.760] 番悩んでるのは右上のボールです。
[04:41:32.520] 右上のボール。あぶねえ。ちょっと待って。
[04:41:41.760] うとああ、違うか。これだって
[04:41:59.878] でも少しずつ心理にたどり着けそうな感じしてます。
[04:42:03.440] ええ、右上のボール。右上のボールなんだっけ?右上のボール。
[04:42:07.560] ちょ、もうちょっとわかんない。大しろ。
[04:42:09.040] やだ。間違えた。いや、これむずすぎんよ
[04:42:12.480] 。ほんまにむずすぎんよ。
[04:42:22.560] ああ、確かに右上のボールね。確かに右上
[04:42:25.480] のボールどうのか全くわかんねえわ。
[04:42:28.920] ないく
[04:42:30.878] どう当て取るんこれ?ああ、かんねえ。なんか考えてる暇もないんだよね。敵めっちゃ来るからだってこれむずすぎるからこれ。ああ、どうやって飛んだろうな。できんのよね。できない。
[04:42:53.360] これわかんねえな。
[04:42:54.280] これわかんねえよな。
[04:42:57.440] 長候タイム来ます。
[04:42:59.000] これもわかんねえな。この辺がにゃな。も久しぶりに歌った。これ
[04:43:07.400] ちゃー。
[04:43:08.320] 久しぶりに歌った。これ
[04:43:09.600] これもうわかんねえな。
[04:43:14.840] Yuやち先輩なにゃにゃににゃにゃいいよ。
[04:43:25.878] マイナーな炎。マイナーな炎な。ねえ、ちょっとマジでわかんねえ。これ何なんだよ。
[04:43:32.840] 日本人の恥がすこい歌やめてね。
[04:43:36.638] すごこいい歌マジでわかんねえよ。
[04:43:50.080] すこい。矢印。すコ
[04:43:52.798] すこい。
[04:43:53.920] 極味わかんねえよ。
[04:43:57.680] ああ、もう
[04:44:10.200] ま、多分これは確実なんだよ。これは確定
[04:44:12.638] なんだよ、多分。
[04:44:36.320] で、この上から大ジャンプしてあっち届く
[04:44:40.360] のもこれも確定だと思う。わざわざ石使わ
[04:44:43.840] なくていいと思う。
[04:44:49.760] なんかこれ使いそうな感じするけどな。他
[04:44:52.520] んとこでも。で、あっちはどうしようも
[04:44:55.280] ないもんな。
[04:45:20.958] よつべの攻略動画見ます。
[04:45:24.958] ま、みんなはな、見てもいいよ。
[04:45:28.360] なんかうまい、うまい感じでヒント
[04:45:48.520] あ、違うわ。こいつあれか、穴落ちちゃう
[04:45:50.520] んか。こっち来てくんねえのか。いや、
[04:45:52.280] この石頃、ここまで呼ぼうかなと思った
[04:45:54.120] けど、穴に落ちちゃうのか、こいつはだめ
[04:45:56.040] だ。
[04:46:04.280] いや、わかんねえ。
[04:46:06.600] マジで何?腹立ってきた。
[04:46:21.280] 頭に来ますよ。
[04:46:25.600] でも俺の配信もうイン夢中しかいないからやだ。イン中しかいないじゃん。頭に行きますよ。
[04:46:47.320] 配信主がね。
[04:46:51.040] はあ。俺別にインムチューじゃねえし。知ってるだけだし。
[04:46:54.638] 知ってるまが悪い。
[04:46:56.000] いや、知らない。俺、俺好きじゃないよ。知ってるだけだから。やめてください。嫌いなんで俺。
[04:47:12.120] でもわろてますやん。
[04:47:15.080] 笑うだろ、それ。笑うだろ、それ。ああ、もう。ああ、もうまたピネだね。ピネってやつうざい。ガチごら。
