[00:01:26.840] エた。
[03:33:07.199] だわこ。
[03:33:17.880] 黙れ小僧。お前さを救えるのか。もうほぼ帝やん。ほぼ妖定やん。助けに来てくれるんだろうな。俺が死にそうになったら。ガブが仲間に加わり、ち口笛と宝の匂い。やげ。あ、こんばんは。
[03:33:26.707] [笑い]
[03:33:41.560] どうもこんばんは。お疲れちゃん。今日もやってますよ。今日もやってますよ。
[03:33:44.880] よ定もうせえへんの?
[03:33:46.279] 予定もねんでんルクルんルクルン簡単もしやルクル。
[03:33:57.720] 髪の量が増えたね。
[03:34:00.199] 髪の量。あ、俺の。あ、増えた。増えた。口笛え。
[03:34:06.720] 上下はないの?上下はないの?口笛か宝の
[03:34:10.520] 匂い?いや、宝の匂いだな。宝の匂い。
[03:34:14.439] うわ、しかもあれ、ドラクエドラクエっ
[03:34:17.520] てドラクエってさ、あれだよな。
[03:34:23.920] あ、道の剣の方が上がるな。
[03:34:31.640] あ、ごめん。
[03:34:32.600] あり合わせで[笑い]
[03:34:35.760] ドラクエってあれだよな、
[03:34:42.720] あれだよな。で、止めないで。[笑い]
[03:34:47.800] え、ドラクエってさ、
[03:34:49.319] だろ?
[03:34:50.640] え、ドラクエって何人パーティーまで行けましたっけ?え、
[03:34:54.080] 3人じゃなかった?え、4
[03:34:55.080] 人だったっけ?元々仲間旅の仲間旅の仲間が
[03:35:00.399] 1
[03:35:00.520] 人増えたからこれからちょっと楽チかもねえ。どうに行ってまず新しくできた島に行くに決まってるでしょ。あ、故郷に帰ろう。
[03:35:13.800] まあ、1人増えたって言ってもこの後1
[03:35:15.800] 人抜けるんですけどね。初見さん、新しくできたし。
[03:35:27.560] 誰が抜けるんですか?ジャムやめてね。
[03:35:32.359] おい、それってよ。
[03:35:34.840] こんばんは。
[03:35:36.239] 伸びハザのネタじゃんか。
[03:35:40.560] あ、まちゃん、こんばんは。まちゃん、
[03:35:41.760] こんばんは。えー、めちゃめちゃでかい島
[03:35:44.760] できてる。
[03:35:48.319] なんで船がここにあんだ?
[03:35:52.560] え、これここ行っていいのかな?ここ行っ
[03:35:54.479] ていいのかな?まさんこんばんは。今日も
[03:35:57.120] ドラゴンクエスト今日もドラゴンクエスト
[03:36:00.239] やいいね。いやおもろい。行くべ
[03:36:03.760] おもろいおもろい。アンド可愛い。行くべ
[03:36:06.399] 。行くべ。行こべ。
[03:36:14.600] あ、う、突撃がいる。
[03:36:23.840] 突撃うお。笑。
[03:36:27.040] 突撃。うお。
[03:36:28.680] かいた来た。
[03:36:30.600] ハな。わお。
[03:36:38.479] え、もうほぼゴーストオブ妖じゃん。狼だよ。ゴーストオブ妖やの花さん。
[03:36:49.439] 俺の
[03:36:50.399] 俺たちの勝ちだ。
[03:36:51.640] 俺の頭に神が語りかけてる。お前は定から行から逃げるな。
[03:36:55.654] [音楽]
[03:37:06.120] てそうなの?浜えってそうなの?
[03:37:10.720] そんな難かったの?
[03:37:14.120] なんかそのゲームが難しい。
[03:37:17.520] ゲームが難しい。あの、いろんな意味でね、ゲームが難しかったね。難しかったな。俺には。俺にはまだ早かった。
[03:37:25.130] [笑い]
[03:37:36.080] お化け海牛ラ
[03:37:43.640] 意外となんか俺もう体力ないんだけど
[03:37:51.080] 俺たちの勝ちだ。
[03:37:53.479] 割とむずすぎってレビュー多かったぜ。
[03:37:55.800] いや、むずいよね、あれ。
[03:37:58.359] めっちゃ敵出るね。敵多いね。海ね。
[03:38:06.359] でも最後までやったし。よっほどだったのか。
[03:38:10.239] ラスアスや。ラスアス
[03:38:12.800] 3ってないの?
[03:38:15.199] ラスアス3って出ないの?ラスアス
[03:38:17.160] 3。ああいうゲームやりたいな。またラスアスみたいなゲーム。
[03:38:22.319] はラグ環境でやってるんです。
[03:38:24.439] OBS
[03:38:24.840] みたいやってるから。もうほんまにね、これからね、配信者になろうっていう人がもしたらね、もう本当に教えてあげたい。あのね、ワ極ウルトラワイドワ曲モニターなんて買うな。本当にこんなもんかっこつけてマジで使いづらいから。ラスアスさは属性の話。あんどうなんだろうね。この奥にはあれがありそうな気がするな。
[03:38:26.046] [笑い]
[03:38:51.080] なんか石板がありそうな気がする。
[03:38:55.680] 楽しいけどね。
[03:38:57.239] いや、でも配信には不気だよ、マジで。な
[03:38:59.960] んでそんなモニターたくさんあるのに表示しない?
[03:39:00.761] [音楽]
[03:39:02.960] 違うんだよ。表示するとこうなるやんけ。カメラがこうなって。これこれじゃあさね。これじゃあさしょわ。
[03:39:16.399] このね、
[03:39:17.840] ウルトラワイドの曲のモニター
[03:39:19.960] 1枚じゃなくてここに2
[03:39:21.760] 個欲しかった。ここに
[03:39:23.479] 2
[03:39:23.680] 個モニターが欲しい人生だった。そしたらカメラのホーム入でできんのよ。こうなってしまうねん。分かるか?あ、このこのこのカメラ見てな。このカメラ、この背中のカメラ見て。これ
[03:39:35.239] 1
[03:39:35.479] 枚じゃこれしか表示。もうこれこの辺に置きたいね。もう
[03:39:39.640] 2枚買おうかな。
[03:39:43.000] 小さいモニター買うか。
[03:39:45.000] 小さなモニターをしかもこのモニターに被らないように置かなきゃいけないんだよ。
[03:39:49.439] 湾曲って使いにくいの?
[03:39:51.199] いや、普通にゲームする分にはめっちゃいいと思うんだよ。配信にはマジで不気。配信にはマジで不気。
[03:40:00.760] ワン曲はシングル想定なのかなって思って。
[03:40:03.520] そう、シングル想定だと思うよ。こんなにバカみたいにかっこつけて買うんじゃなかったな。別にこれで俺
[03:40:10.191] [笑い]
[03:40:11.560] FPSとかやらないもん
[03:40:13.520] よ。このワ曲した画面でならフラット。
[03:40:17.319] このワ曲した画面おいほらあるじゃん。なんかモバイルモニターみたいなタブレットぽいやつ最
[03:40:23.359] あ、モバイルモニター持ってるけどね。俺使ってないぞ。
[03:40:26.080] はラウンド角度のモニターを重ねてく。
[03:40:29.359] ああ、そうだね。これでやるゲームファミコンとかやってんだから。ワン曲モニターで
[03:40:38.720] 宝の持ち草です。それを使ってここに置いてね。
[03:40:42.600] ま、確かOBS
[03:40:43.279] に被ぶってもいいもんな。確かに。確かに。うん。確かに。それもあり。ありっちゃあり。なんで使わないんだろう。
[03:40:52.112] [笑い]
[03:40:53.439] はあ。
[03:40:54.560] ダブル
[03:40:57.800] 使わない。めんどくさくて。わ、
[03:41:00.520] もうでもこれ慣れちゃったんだよな、これにな。炎よ。
[03:41:06.279] 360
[03:41:07.199] 度カメラで好きな角度で見れるとかも楽しそうなのにな。
[03:41:11.359] ラグきついゲームの時だけ肌してきてもと違うか。笑。
[03:41:16.000] なんか妖定とかさ、例えばなんかその死にゲーあるじゃん。なんだっけ俺が前赤郎とかああいうのはマジできよ。
[03:41:25.880] そうだよね。弾きゲはもうラグあったら無理だよね。ぶっちゃけようやってたと思わん。あれ俺土場クリアしてるからね。
[03:41:33.960] よ、
[03:41:37.439] フロム系は無理だね。
[03:41:43.080] でも俺このモニターで
[03:41:45.720] このこのモニターでさ、高橋名人クリアしてるからね。ラグアでゲームやってる。
[03:41:51.063] [笑い]
[03:41:54.800] あ、そうだよ。
[03:41:55.840] あ、でもそんなに気にならないよ。そんなに別に体感気になんないけど。
[03:42:02.319] でもやっぱそういうあの、ま、バッチバチに決めてくるゲームは無理だろうね。
[03:42:06.920] こんなドラクエなんかさ、全然ラグ気にならんないじゃん。
[03:42:10.880] た、
[03:42:15.120] かなりシビ谷なゲームは難しいんだよね。
[03:42:17.680] 無理だね。でも俺やってねんでゴーストオブ津島とかクリアしたんだから。
[03:42:24.520] 音ゲとかそういう
[03:42:25.680] 音ゲは無理だな。音ゲは多分ね、ラグなしのモニターでやっても多分ね、無理だと思う。あの、ま、
[03:42:30.920] PC
[03:42:31.279] の音ゲがあんだらわかんないけどリズム天国とか多分ね、無理だね、あれは。
[03:42:35.399] ラグがなかったとしてもモニターに
[03:42:38.359] は
[03:42:38.880] モニターにラグがなかったとしてもとかしんどくせ
[03:42:42.120] かやんないもんな。
[03:42:49.439] この俺の使ってるキャプチャーボード、
[03:42:51.920] キャプボもあのパスルー4系パスルーつい
[03:42:55.239] てるからモニターにそのまんまリラグなし
[03:42:57.359] であの出力はそれをここにあるあの
[03:43:01.720] アナログテレビに映してるからね。
[03:43:04.424] [笑い]
[03:43:05.960] 何がしたいんだ本に
[03:43:08.399] パス
[03:43:08.840] 格ゲなんて遅延なくてもむずいから一緒一し
[03:43:11.880] ねえ。
[03:43:15.680] 俺ここに石板がある気がする。
[03:43:17.520] に落ちたのね。
[03:43:19.439] いや、それは関係ない。それはマジでただ単に俺が下手くそのだ。メラ
[03:43:31.640] なんかやっちゃったんだよな、あれな。
[03:43:36.560] いや、マジでこのモニター環境どうにかしなきゃだめかな。
[03:43:49.880] せア
[03:43:51.479] お、レベル上がった。
[03:43:55.640] 四島しまクリアしたな。
[03:43:57.319] な、自分でもびっくりだよ。[笑い]
[03:44:07.000] あ、え、なんかイベントあるよ、これ。モニター変えますか?カメラの画角変えますか?
[03:44:16.239] あ、カメラの画角をここにするってこと?
[03:44:18.199] 何者だ?この私を眠りから覚そうというのか?
[03:44:24.800] なんか待て。[音楽]
[03:44:28.720] では再びるとし
[03:44:31.399] も覚めてますやん目が一旦セーブしよう。なんか戦うことになりそう。やば。こんなさ、でけえモニター買ってさ、ちっちゃいモバイルモニター見ながらゲームするんのもなんか尺じゃない?なんか
[03:44:52.500] [笑い]
[03:44:53.080] 尺じゃん。できれば使いたいじゃん、これも。
[03:45:03.000] 悔しい。[笑い]
[03:45:05.479] 買わなきゃよかった。
[03:45:06.399] 何者だ?
[03:45:08.760] 本当にこの私
[03:45:10.520] 悔しい。悔しい
[03:45:14.920] だが。
[03:45:16.640] それでいい。悔しい。悔しい。
[03:45:22.880] 私を起こそうとはいい度胸だ。
[03:45:26.159] どうやってそんな
[03:45:27.239] だが今は在した方が
[03:45:32.455] [音楽]
[03:45:33.600] いやいやあ、
[03:45:35.359] あなたはあの時の
[03:45:37.680] 何こいつさっきのやつの?
[03:45:38.760] 私ですよ。私
[03:45:42.159] 人間になってますよ。
[03:45:43.760] ほら
[03:45:44.399] 人間になってるよ。
[03:45:45.399] やだな。昔こで皆さんと戦ったデスアミーゴですよ。
[03:45:50.760] 辞任アミーゴキつ。あん時魔力を
[03:45:53.359] 使い果たして長いことで寝てたらこんな姿
[03:45:57.600] になっちゃったんですよ。バチが当たった
[03:46:00.800] んですかね。もうすっかり普通の人間に
[03:46:04.640] なっちゃいました。とほとほ
[03:46:08.159] 誰にいじめられるとこうやって隠れ
[03:46:11.560] てくる人を脅かいたんです。ほ、い
[03:46:16.319] や、ほ、
[03:46:17.640] そこの坊っちゃんは伝説の白い狼さんでしょう。
[03:46:23.199] ああ、やっぱりそうだ。あの時は私のせいでそんなに見にくい姿にしちゃって人間を見にくいって言うなよ。
[03:46:34.840] そうだ。今からでも遅くない。
[03:46:38.040] もう元の姿に戻して差し上げましょう。
[03:46:43.359] ガボ
[03:46:45.600] あんた余計なことしなくていいんだって
[03:46:48.080] ばいなんか
[03:46:52.520] よかっ
[03:46:54.199] たんですからね。
[03:46:56.840] それじゃあ行きますよ。
[03:46:58.120] ええ、戻っちゃの?
[03:46:59.600] 戻れ、戻れ。元の姿にやー。
[03:47:04.156] [叫び声][うめき声]
[03:47:07.000] え、えー。
[03:47:09.640] あ、
[03:47:10.159] 行き帰れ、行き帰れ。
[03:47:11.439] あれ?
[03:47:12.239] 変だな。
[03:47:12.760] 行き帰れ、行き帰れ。
[03:47:13.640] 元の姿に戻りませんね。
[03:47:17.279] こら、おいら、このままの格好でいいんだってば。
[03:47:20.880] え、これで喋れるようになるんか?
[03:47:22.399] 余計なことするとまた閉じ込めるぞ。
[03:47:25.560] 可愛いガ。
[03:47:27.479] ほ、おいらどうしたんだ?かい、
[03:47:31.399] 急に喋れるようになった。いいかも。
[03:47:35.399] くあ、なんてことだ。長い時間経つうちに私の魔法まで錆びついてしまったのか。元の姿に戻すどころかますますけましたと。
[03:47:50.720] ほほ。私ってもう何の役にも立ちませんね。
[03:47:57.520] おいら、これがいいぞ。すっごく嬉しいぞ。
[03:48:01.760] 可愛くねえ、ガボ。
[03:48:02.840] それでみんなとちゃんと話ができるようになったんだもんな。
[03:48:06.960] 可愛い。
[03:48:08.000] わーい。喋れる、喋れる。ヤッホー。
[03:48:11.622] [泣き声]
[03:48:13.120] ガボ、あんたって実はおしべりだったの?
[03:48:17.239] 前向き。
[03:48:18.827] [笑い]
[03:48:19.600] いいことだよな。前向き
[03:48:21.439] なんか喜んでもらえましたよ。よかった。じゃあこれも開けちゃいます。特別プレゼントです。
[03:48:32.399] こいつ悪いやつじゃないんじゃん。持ってるのかい?めっちゃ石板落ちてるんだけど。こんなに落ちてるもん怖いんだけど。
[03:48:43.920] 怖いよ。
[03:48:45.720] ですけど、多分それって皆さんが必要なものだったんでしょ。
[03:48:48.303] [音楽]
[03:48:50.439] めっちゃポンポン手に入るじゃん。
[03:48:51.680] 私が魔物だった時にこの棺の中に隠したようなんです。
[03:48:56.279] 棺浅すぎない?
[03:48:57.560] どうぞお持ちください。
[03:48:59.439] 何かの役に立つといいですね。
[03:49:02.058] [笑い]
[03:49:04.600] なんかすげえ石板あるらしいじゃん。
[03:49:06.319] だ、
[03:49:09.720] 笑笑。
[03:49:12.080] 俺初めからずっとこうしてレんたたちに話しかけてたんだぞ。可愛いね。ガボ可愛いかも。マリベルも可愛いけど。
[03:49:21.479] レとけん。
[03:49:23.680] 何何何連剣?何それ?この奥はなんかあるかな?ほれやるんだよ。
[03:49:38.840] 俺1回もまだメタルおい連ト君ていた。
[03:50:01.040] もう新しいとこ行っちゃっていいんかな?
[03:50:03.629] [音楽]
[03:50:07.399] 町にも行ってみるか。町にも行ってみるか
[03:50:09.439] 。ここだけじゃなくて[音楽]
[03:50:13.279] もうこういう時リレミト必要じゃねえか。
[03:50:16.760] これマップがちっちゃすぎるんよな。
[03:50:19.479] さっきからずっと思ってるけど、マップが
[03:50:22.399] ちっちゃすぎ。
[03:50:26.960] これリレミトあった方が良かったと思う
[03:50:28.720] けどな。
[03:50:33.000] ああ、なんかいっぱいある。あ、いっぱい
[03:50:34.359] ある。
[03:50:40.600] らま、現代にモンスターはいないんだ。ここなプつ場。お
[03:50:41.619] [音楽]
[03:50:56.640] ここは湖の向こうの屋敷に住んでるおられ、おられる猿お方のふつき場だ。何言った?
[03:51:04.239] え?
[03:51:05.159] まさか自分の家の食べだけにこの札つき場を使ってるの?なんかむかつくれ。
[03:51:08.920] 私の家でお金もしそうじゃん。お
[03:51:14.399] お。湖の向こうに誰が住んでるのか知りたいのかね。残念ながら警備場の理由で名前を明かすわけにはいかないか。これくらいは言ってもいいかな。あの親敷に住んでる人は台の旅行好きで収集。はい。チーメだ。はい。チーメだ。妖定とクエ比べたらどう?え?比べたらどう?比べる。
[03:51:35.680] うーん。
[03:51:41.000] いや、ま、どっちもいいゲームだと思い
[03:51:42.640] ますけどもね。どちらも素晴らしいゲーム
[03:51:45.720] だと思います。
[03:51:47.920] うい。これ絶対チーメおじさんやろ、ここ
[03:51:52.439] 。そんな気がするった。何がよ言って
[03:51:56.800] んだろう。チーメだ、チーメだ。
[03:52:02.120] これどうやって行くの?これどうやって行くの?あっちに行けないやん。ふ
[03:52:11.479] ねえ。
[03:52:14.399] 船
[03:52:15.159] ねえ
[03:52:15.960] ん。どうやって行くんだろうね。ここまだ行けないのかは。多分まあでも多分あれだよな。
[03:52:19.215] [鼻息]
[03:52:22.720] なんか小さくて目だし棒かぶってるやつ。
[03:52:26.420] [音楽]
[03:52:26.640] なんか小さくて目脂肪かぶってるやつ。
[03:52:28.640] 何が何がん。
[03:52:31.680] あ、チーメだね。あ、そういうことね。チ
[03:52:33.680] みたいなね。チみたいな。小さくて目指し
[03:52:38.479] ぼかぶってるやつ。
[03:52:47.520] つき場。あれなんか俺さ、
[03:52:52.199] あれここ俺さっきさ、猫魔堂と戦ったのっ
[03:52:54.520] てあれ過去か。あれは過去の方か。
[03:52:57.720] 猫窓をつと戦ったこと。ここはまだ来てないよね。え、待って。なんか豚になってるよ。おい。は
[03:53:09.159] にゃ。
[03:53:10.159] うわ、動物だらけだ。でもどういうことだ?あいつはマリがなくなったって言ってたぞ。動物だらけや。本当に何これ?怖。ひヒのヒのって言ってます。
[03:53:26.681] [音楽]
[03:53:28.439] え、どうしたのこれ?
[03:53:33.199] ヒ懐かしい。なんかなんか懐かしいわ。ヒうんこちゃんの配信見てた頃よく流れたらヒ誰もいないよ。
[03:53:47.642] [音楽]
[03:53:49.840] やあ、
[03:53:55.600] くんくんはまずい。勇者へっぽ君第
[03:54:00.086] [音楽]
[03:54:01.840] 2
[03:54:02.000] 章。縄文の罠という楽しげな本がある。お城に向かったへっぽこ君。入り口の兵士さんにご挨拶します。ちます。勇者です。兵士さんはいました。うちでは勇者は間に合ってます。続く。
[03:54:23.479] 何これ?なんでなんで人間なくなっちゃってんの?まだ
[03:54:27.800] 勇者間に合うことあるんだ。
[03:54:31.479] 辞任勇者なんじゃない?自任勇者。
[03:54:36.767] [音楽]
[03:54:58.399] え、どこ行きゃいいんですか?いの?どこ
[03:55:01.239] に行きゃいいんですか?いの
[03:55:12.720] え、マジで?なんであれなの?あ、こっち行ってみるか。お前の生まれた小屋で何もないにゃ。
[03:55:21.920] おお、動物らけだ。お前も動物やろが。
[03:55:32.600] なんだよ。
[03:55:35.159] 早くしないと祭りが終わっちゃうな。長老収様ったら本当にせっかちなんだから。今ストッキングを履いてるところ。何何何何何何。おおみみちゃんまだちょっと早かったかな?いい。
[03:55:53.399] あわわわ。これはお客様とは。おい、何してんだてめえら。おい、エッチなことしようとしたよな、今。
[03:56:03.159] 嘘でしょ?その年でまだ現役なの?今の町は動物たちへの感謝祭の最中。その昔この町の危機が動物たちの働きによって解決したことがありましてな。その動物たちを称え着ぐるみを着てその気持ちを知り感謝するのがこの祭り。そうじゃせっかくなそすっとまだ参加してかれればいい。
[03:56:29.000] さあさみちゃんその酸素開けなさるがええ
[03:56:33.000] えな何なのお前らじゃおいお前らのお前ら
[03:56:37.319] あえあほらもう平気であるじゃんこういう
[03:56:40.479] ところに
[03:56:43.279] あるじゃんほらやっぱり
[03:56:46.279] これ見逃すてう
[03:56:55.600] ねえ
[03:56:57.880] がばには、厳しいコンテンツ。
[03:57:06.108] [笑い]
[03:57:06.720] おほ、すごいね、これ。
[03:57:16.239] 私たちもすぐに行きますじゃってさ。お前らほんまに
[03:57:18.554] [音楽]
[03:57:20.840] お前今エッチなことしようとしてたろ、絶対。今入ってみよ。もう
[03:57:25.920] 1回。
[03:57:28.600] あれ?あれ?みちゃん違うよ。私は猫じゃなくてうさちゃんが好きなんだって。え、どうやって?え、こん中に入って、こん中に入ってるのか?え、長老様たらまだ気づかないみたい。あっちは本当のにゃんこちゃんなのにね。うふふ。お前どうやってこん中に入ってんねん。無理があろう。無理があろうと思います。無理があるだろ。
[03:57:38.859] [音楽]
[03:57:59.640] ねえ。
[03:58:05.159] おお。あ、
[03:58:08.000] さあ、いらっしゃい。どなたも楽しく遊んできてちょうだいよ。おっと、こいつは驚きのも驚き桃のき旅の方だってお兄ちゃん。そんなそんならこのイベントは旅の記念にぴったしだ。一発チャレンジしていきなよ。何しろ参加するのは立てで当たれば素敵な景品までもらえちゃうってのは潰れもんだ。
[03:58:18.159] [音楽]
[03:58:25.199] 驚き、桃の木、酸素の木
[03:58:28.640] 本当やらなきゃんだよ。さあ、どうだ?
[03:58:30.080] チャレンジするだろ?何を?何すんの?
[03:58:33.199] コインはきか。コインはきこ
[03:58:38.439] に動物の格好した6人のパーティーピーポ
[03:58:41.479] がいるだろう。久々に聞いたわ。
[03:58:43.880] パーティーピーだな、それ。
[03:58:46.159] パーティーピー聞いたね。パリーピや。
[03:58:48.880] パリーピ[音楽]。
[03:58:53.960] え、じゃあ始めちゃおう。マッチョだと
[03:58:55.359] 思う人のところに行って話しかけて
[03:58:56.920] ちょうだいね。何?
[03:58:59.560] 誰がマッチョか。この中の誰かがマッチっ
[03:59:01.680] てことか。これ戦と千ひのパターンないか
[03:59:05.120] ?線と千ひのパターンだめ。おばあちゃん
[03:59:08.359] 。こん中にマッチョの人はいない。おお。
[03:59:19.080] お前だろ。
[03:59:20.199] リノダ。ノリノ男。笑笑。笑笑。ブーブブー。
[03:59:24.315] [音楽]
[03:59:26.760] おい、当たった。ほら、当たったよ。当たったよ。よかった。正解がいて。え、何?もう
[03:59:36.239] 1回やれって?
[03:59:37.600] え、もう1回やれって。お前か?
[03:59:41.680] おお。出るもんで。大隊将。あ、
[03:59:43.319] 2人分かればあと1
[03:59:44.319] 人。え、てかすごない?適当にやったら当たるんだけど。
[03:59:47.319] 適当にやっても当たるんだけど、これやっぱり豚にはならない。
[03:59:53.880] はい。
[03:59:57.000] えー、犬、犬馬かな?
[04:00:00.640] あいた。残念。見事に外しちゃってね。バイリーバットだね、こりゃ。え、なんなの?これ。
[04:00:06.279] 心が食ってる飯普通にうまそうよね。
[04:00:07.546] [音楽]
[04:00:08.800] あの、あれ、あれな。あの、お父さんが食べる。
[04:00:11.520] お父さんがあの、食べるやつ。
[04:00:14.751] [笑い]
[04:00:20.159] これ何なの?当たったらどうなるの?これ豚かな?じゃあ
[04:00:33.239] え、もうわかんないよ。どれなのよ?これか?
[04:00:38.080] うん。
[04:00:40.720] これ犬かな?犬。犬。
[04:00:43.040] あ、犬だ。当たった。
[04:00:46.080] あ、これもマッチョな人っていう女、女戦士もマッチョな人っていう数え方な。ブり本飯がうまそうですよね。
[04:00:55.159] ジブリの飯はあの、あのさ、あのラピュタ。ラピタじゃないな。何だっけ?あれ?ナウシか?違う。ラピュタか。
[04:01:03.199] ラピュタのさ、ラピュタのさ、あの、あの
[04:01:08.239] ペーターパズーパズーとペーター
[04:01:10.640] だなんだっけ?あの、あのお、あれがあの
[04:01:14.760] 目玉って食べる
[04:01:16.600] やつね。あれうまそうだよな。あれ
[04:01:19.279] うまそうだよな。ペター誰
[04:01:21.000] ペーターじゃなくて何だっけ?パズーと何
[04:01:23.239] だっけ?ペーターなんだっけ?誰もう1人
[04:01:25.560] わかんない
[04:01:27.920] んだっけ?ペーターじゃなくてシータは
[04:01:29.960] 事やん。
[04:01:30.640] え、シー、シー、シーね。シー。うん。あとあのカリオストロの白のあのやってこうやって取り分けるあのミートボールパスタ。
[04:01:44.479] はい。
[04:01:49.960] 帰ったわ。なんかなんかくれた。何くれるの?守りのルビー。
[04:02:01.560] 何?守りのルビーってね。もうさ、ないんだって。そう、あのさ、装備する場所がないんだよ。守りのレビーくれた強。
[04:02:10.800] ルビーちゃん。
[04:02:12.279] ルビーちゃん。はい。何が好き?じゃこいた。あの、あれな、あのダイアンツがやるこの曲。あいったや。あね。全然家言ってないやつ。
[04:02:27.600] あ、なんかホスライムの心持ってるよ。いつでも回復していたい剣身の
[04:02:32.880] めちゃくちゃノブのやつな。のブのやつ。ノブのやつは何だっけ?なんかなんだっけ?忘れちゃった。抹っちゃアイスが大好きなのみたいなやつでしょ。金とが大好き。
[04:02:44.560] うじ金とか
[04:02:46.120] うじ金と大好きなんの。めっちゃ流れてくるよね。
[04:02:53.359] あの、これさ、モンスターの心、これ装備してるとさ、どこに装備していいかわかんねえよ。
[04:03:03.399] どこに装備していいかわかんね。
[04:03:05.040] 言われてクソ笑った。言われたね。ババー降りろ。バ自分の行動が来るために
[04:03:15.479] HPが10
[04:03:16.239] 回復する。えー、めちゃ強いやん。めちゃめちゃ強いよ。
[04:03:24.600] えー、これ困ったね。困ったちゃんだよ、
[04:03:28.319] これ。困ったちゃんですよ、これ。
[04:03:33.000] これ2つしか装備できねえってのがまたね
[04:03:35.319] 、悩ましいわけですわ。
[04:03:46.239] 戦闘中1度だけ[音楽]力に1度で封印
[04:03:48.080] とどこれもま、まあどうなるつけてばいい
[04:03:51.920] よな。
[04:03:52.840] ガモズれの時はね、遅かったな。マッチをバンバン当ててあるでマッチのソムエリアだったぞ。えー、どこ行けばいいのかな?どこ行けばいいのかな?も、とりあえず石板オッケー。もう、もう石板オッケーってことでオッケーってことでオッケー。
[04:04:04.003] [音楽]
[04:04:17.800] え、ルーラってどうやってやるんだっけ?
[04:04:19.239] ルーラ?ルーラ
[04:04:32.199] なんか矢印。矢印てかびっくりマーク出
[04:04:34.359] てんな。1回出ます。
[04:04:44.199] もう11時だ。早いね。
[04:04:48.960] 謎の神殿。やっぱもうあれだな。もう
[04:04:51.319] やっぱあれやるしかねえんだな。あの石板
[04:04:53.840] 揃えちゃっていいんだね。
[04:05:05.279] 2つ行けるね。あ、違うよ。違うよ。ここ
[04:05:08.120] も行けるんだよ。ここも行けんねん。
[04:05:14.800] ここはまだまだね、まだまだまだ。ここはまだまだ。いや、ここも行けそうな気がするよ。ああ、行けちゃうんだ。う、どうしよう。
[04:05:23.760] 何時くらいまでやってくれるの、
[04:05:26.159] 今日は。えー、今日は今日はね、どうしようかな。今日は
[04:05:33.760] 1時かな?1時?1
[04:05:35.199] 時ぐらいまでやろっかな。今日は
[04:05:37.840] 1
[04:05:37.960] 時までやろうかな。もうちょいやりたい。
[04:05:47.560] どっち行く?これ赤とこの灰色どっち行こうかな?灰色の世界ってどうなんだろう?まだ
[04:05:54.080] 1回も言ってないけど。
[04:05:56.040] 明日の昼の1時
[04:05:57.960] ちゃうわ。ま、明日の昼まだ午後からやろっかなと思ってるけど。
[04:06:02.880] 青行こう。
[04:06:04.479] 青行くじゃ。あ、ま、順番的にね、こっちの方が先に揃ってたしな。
[04:06:08.600] しかもなんかこっちなんかかあの石板が
[04:06:11.840] なんか簡単に揃ったからすぐ終わりそうな
[04:06:13.600] 感じするわ。ここ行こう。
[04:06:28.359] めっちゃっちゃ。ダイヤラック。ダイヤラックって聞いたことあるな。何だっけ?
[04:06:35.279] はあ。
[04:06:36.239] ダイヤラックって聞いたことあるよ。
[04:06:40.880] 石板光った瞬間に広告してダ。
[04:06:43.825] [笑い]
[04:06:47.040] よし、終わししまおう。終わししまおう。
[04:06:48.840] このあいつがあれを見てる間に
[04:06:55.040] ダイヤッグって聞いたことある?ああ、
[04:06:57.399] これは覚えてるわ。なんか変なさ。
[04:07:01.159] おかしいな。どうしてこんなところに何で
[04:07:03.080] もないとこに石像なんか立ってるんだ。
[04:07:04.720] もしかして本物の人じゃないか。そんな
[04:07:07.920] まさかな。
[04:07:11.399] 何がすごいの?何がすごいの?若い女性が
[04:07:14.640] 意とかしている。[音楽]長い間外に置か
[04:07:16.279] れていた。1口ている。ああ、
[04:07:23.439] 若い女性
[04:07:25.680] 何?何?何?何?何に反応してんだよ。台座にはみ人の女神と書かれている。ダイヤラックへようこそ。
[04:07:42.720] やすごいシーン終わっちゃったね。
[04:07:48.600] そういうことか。あ、そのすごだったのね。なるほど。あ、そういうのがあるんだ。ああ、俺
[04:07:49.980] [笑い]
[04:07:56.880] 1
[04:07:57.040] つ覚えたわ。そういうのがあるのね。広告行ってる、広告入ったって言ってるやつに。
[04:08:05.119] ふざけんか。若い女性の像。とりあえず胸触らない。
[04:08:10.199] 胸でもない。柔らかくないおっぱいなんて。おっぱいじゃない。
[04:08:16.239] 柔らかくないおっぱいなんておっぱいじゃない。俺はそう思ってる。今ストロクの
[04:08:24.960] 1
[04:08:25.119] 番くじくやってるけれど最近のフィギュアって本当
[04:08:28.399] ストロクの1
[04:08:29.199] 番くじあのさ、このちゃうねんて。このドラクエ
[04:08:32.520] 67のさ1
[04:08:34.000] 番くじさ俺これやったんすよ。あのねったことない。
[04:08:40.560] あのなんだっけ?あのドラクエの
[04:08:43.840] 1
[04:08:44.040] 番くじあってさ、前やったんだ。そしたらさ、これ当たったね。これだけだった。俺が今回当たったのはアクリル、アクリルスタンドジオラマ。しょぼい。
[04:09:01.000] 何欲しかったの?
[04:09:02.520] いや、それA賞が欲しいでしょ。そりは
