[00:00:15.759] うお。
[01:06:55.599] これクレスいらないぞ。
[01:07:01.839] なんかちょっと怖いよ、これ。はい。
[01:07:06.279] オ、これお金は何?何もないのかな?能力
[01:07:11.000] 者上げるとこないのかな?そんなねえか。
[01:07:13.000] さすがにこの頃のゲームに。
[01:07:20.079] クレスは置いてきた。
[01:07:21.400] クレス置いてきたよ。あいつには耐えられないだろ。こら、ちょっとそれやめてよ。あ、どうしようかな。怒りになっちゃうかな?どになっちゃうかな?どうもいた。え、取ったよ。もうあんま強ないねんだ。ちょっと待ってこれ。あ、待ってね。ちょっと、ちょっと。これ積んでない。ちょっと待って。これちょっと待って。これさ、お、こいつ足が遅くて通り抜けられないって。おい、おい、これはひどいよ。
[01:07:46.279] これはひどいよ。
[01:07:51.960] 当たんだ。や、やばい、やばい、やばい、
[01:07:53.520] やばい、やばい。待って、待って。やだ、
[01:07:54.680] やだ、やだね。やだ、やめて。
[01:07:59.599] 危ねえ。いや、もう、ちょっとこれゲーム
[01:08:01.880] オーバーになりたくないよ、
[01:08:07.160] これ回復とかねえの?背高から全部当たる
[01:08:10.839] 。そうやね。しかも足遅いからさ、下
[01:08:12.880] 通り抜けられねえんだよ。
[01:08:16.120] ルルルンルルルンドンドンドしかもなんで
[01:08:19.120] これさ、
[01:08:21.159] なんでこれ下段なんだよ、この炎。これ
[01:08:24.400] 下段しか打てないんだよ。こジャンプし
[01:08:26.440] て撃たねえと。
[01:08:31.359] あ、楽だ。楽も落ちてんだな。
[01:08:37.440] いや、木が欲しい。木。
[01:08:40.120] うわ、だ。誰?こいつだるいねんな、
[01:08:41.560] こいつ。
[01:08:44.159] ちょっと待て。
[01:08:53.440] よし。
[01:08:58.120] いや、あの、楽取った方がいいんかな?
[01:09:00.679] あう、間違えた。いや、待って。間違えた
[01:09:02.640] 。最悪や。
[01:09:09.679] 足が遅くてな、こいつ。
[01:09:22.560] いいぜ。ここ行けないの?ここ行けないの
[01:09:26.120] かよ。なんだよそれ。
[01:09:27.560] ここ行けないんかい?え、これ何?なんか壊せたりすんのかな?壊せたりすんのかな?これ
[01:09:35.400] 本当いい曲
[01:09:38.759] デレてレルレル。めっちゃいい曲だよね。めっちゃいい曲だと思うわ。テレりレててレ。あれどこ行きゃいいんだよ。じゃあルルルじゃ楽か。やっぱ楽とくか。
[01:10:01.440] こいつがだるいんだよな。
[01:10:05.280] 楽の下の銀色怪しくね。
[01:10:07.760] あ、やべ。あ、ゲボだ。もう最悪や。うせえやん。こ、コンティニューなし。コンティニューなしね。
[01:10:27.199] うスだね。
[01:10:28.679] 最初から。笑。
[01:10:30.199] マジか。マジですか?これ。たださ、全
[01:10:38.880] 5なしでクリアできるの?これ。
[01:10:40.800] え、でもさ、全5ステージ中3
[01:10:42.920] ステージまで行ったんだよ。全
[01:10:45.000] 5ステージ中3
[01:10:46.040] ステージまで行ったんだね。
[01:10:55.000] ほできたらかっこいいか。もう満足しようとしてない。何がいいやいやいやいやがな。しかもちょっと
[01:11:02.600] 1
[01:11:02.760] つ目の遺跡をクリアした木の状態でクリアして
[01:11:05.440] 2
[01:11:05.600] 個目の遺跡あのジャンプで超えらんなかったとこ。そこ行ってみようよ。
[01:11:09.199] ステートセーブしようぜ。
[01:11:10.640] ステートセーブとかないねん。実気やからわし実気やから。
[01:11:17.600] 笑笑。
[01:11:19.239] 割ちょっとさ、ちょっと待って。トイレ行ってくるわ。ちょっと待って。トイレ行ってくる。あの
[01:11:26.800] 尿を匂いを模様したままこのゲームに挑みたくない。割れじゃねえよ。割れじゃねえ。あるやろこ。あるやろ。
[01:11:35.120] しかも、しかも今日ね、今日ね、あの、ま
[01:11:39.199] 、なんだろこれって思うかもしんないけど
[01:11:41.040] 、もう今日からあの、なんかMSXゲーム
[01:11:44.280] やると思って、これ買いましたから、これ
[01:11:45.960] 分かる人には分かりますよね。これコナミ
[01:11:48.400] の新10倍カート、これもありますから、
[01:11:50.760] 最悪の場合は。最悪の場合はこれもあり
[01:11:53.880] ますから。これ、これが何なのかわかん
[01:11:56.280] ないかもしれませんが、これがあるとです
[01:11:57.719] ね、これはもう公式くなるやつだっチート
[01:12:00.800] コード公式チートツール
[01:12:03.000] 公式チートツールね。
[01:12:04.719] あの、これがあるとステートセーブとかできるようになんだよ。
[01:12:07.920] はい。神、これを使うのマジでマジで。あの、最終手段、これを使うと
[01:12:14.040] コなミのゲームだけコなミのゲームだけ
[01:12:17.080] 本当にできちゃうんだ。
[01:12:18.280] 本当にできちゃうんだよね。あの、ステートセーブが。ただこれはもうマジであのさ、こないだをさ、俺ちょっとやったやん。多事をしれとか言われた。はあ。ニこ田さんこんばんは。
[01:12:29.239] 奥の手。
[01:12:30.000] 声優さんもこんばんは。これ奥の手。
[01:12:31.960] 奥の手。あのさ、こないださ、あの、
[01:12:33.679] グラディウス2やったやん。グラディウス
[01:12:35.400] 2。これやった時に俺3時間ぐらい無言に
[01:12:38.960] なったのね。難しすぎて。さすがにそう
[01:12:40.600] いう時は使おうかなと思って。ちょ、これ
[01:12:42.560] からちょっとMSXやってきたいんで買い
[01:12:44.960] ましたよね。ということで一旦ちょっと
[01:12:47.159] トイレ行ってくる。ちょ待っとけよ。よし
[01:12:49.120] 。ちょっともう、あの、このゲーム
[01:12:50.840] ちょっと本気で取り込むからもうおしっこ
[01:12:53.280] したいなって思いながらやりたくない。
[01:12:55.920] 待け。
[01:12:58.600] スパスパ。
[01:13:06.760] お守りは最後まで使わないこともあるから
[01:13:09.520] 。
[01:13:31.520] こなみさんも反省して出したんやろか。
[01:14:10.840] 当時のコみ裏技を使いたい。仕方ないです
[01:14:15.040] ね。ケ売りのこのカセットを使えば状態
[01:14:35.040] わけ。
[01:15:40.920] ああ、
[01:15:43.840] します。
[01:15:45.120] しすっす。やってきます。ええ、でもなんかこれいいな。
[01:15:55.760] センシャル
[01:15:56.480] いいね。おします。センセンシャル。お願いします。先ありがとうます。いいね、このなんかこの感じ良くない?このボリューム感というかなんかサクっと行けそうじゃないか。
[01:16:10.520] ちょっと今手こずってますがちょっと今手こずってますが行けそうじゃないですか?チャムゲーム言ったってクリアする男なんで
[01:16:17.760] 程よい
[01:16:18.480] ほどよいよな。
[01:16:19.560] ちょっとね、
[01:16:20.440] ちょっと行けそうじゃない?ちょっと行けそうか。さあ、始ま、もう始まってる。もう始まってる。はい、行きます。どっちで行こっかな?いや、ウッドが木の状態で行けばいいんだよな。
[01:16:34.360] ホガき、
[01:16:37.440] もう始まってる。
[01:16:38.880] ホガき。
[01:16:42.960] なんだよ。ホガきっては知らん。
[01:16:46.120] ドゥレルドゥ
[01:16:47.960] 頑張れよ。
[01:16:50.199] これゲーコマだよな、このゲーム。わ、う
[01:16:52.159] 、お金リセットされてるけどお金の意味が
[01:16:54.560] 全くわからないから別にいらないんだけど
[01:16:56.080] 。いるんだかいらないんだかわかんないん
[01:16:58.040] だけど。お金ってこれいるの?
[01:17:00.880] お金っているのかな?
[01:17:06.239] 今んとこ何のためにお金があんのかわから
[01:17:08.400] ん。
[01:17:15.400] その説明書は飾りか。
[01:17:19.280] 説明書は困ったら見るものだから。説明書に書いてあんのかい?あんの?ちょっと待って。説明書に書いてあんの?説明書に書いてあんのかな?お金のこと。
[01:17:29.600] カラーコピー。
[01:17:31.080] カラーコピーじゃねえよ。じ本物だよ。本物。本物だよ。
[01:17:37.400] めっちゃ良くない?この中のイラストね。めっちゃ良くない?このアジあるわ。この
[01:17:42.679] 80
[01:17:43.080] 年代のイラスト。あたびこんばんは。料理配信やるが着々と溜まってってるな。めっちゃ
[01:17:49.560] しかし思えば新バイカートリッジ単体で
[01:17:52.600] 5800
[01:17:53.520] 円税別だからな。いい商売してるの。昔懐かし攻略ブック今廃れたって聞いてないけど。
[01:18:03.400] もう攻略本ってないもんね。
[01:18:05.040] 今ね、ちょっと待って。お金のこと書いてないよ。お金のこと書いてない。
[01:18:11.719] 当時なら高く感じたかな?
[01:18:14.560] どうなんだろう?5800
[01:18:15.760] 円ってどうだった?チャスビ。あ、ワイプ大きく。ワイプ大きくさ。えっと、ちょっと今呼んでん。このじーって言ともちょっと味があってでしょ。
[01:18:29.280] じーって言うともなてかこれ見て書いてあるよ。
[01:18:33.719] 初見
[01:18:35.800] 書いてあるよ。みんな
[01:18:37.159] 守りたい。この笑顔見ての方が高かったっけ?
[01:18:42.880] 書いてあるわ。
[01:18:43.600] まあまあ普通に新作ゲーム
[01:18:45.320] 1本変える価格ですからね。
[01:18:47.360] テクニック。え、もし君が
[01:18:49.719] 2スロットのMSX2
[01:18:51.760] パソコンを使ってゲームをプレイしてるなればいいことを教えてあげよう。スロット
[01:18:56.080] 1にシャス。スロット2にコナミのMSX
[01:18:58.800] カートリッチガリウスの迷宮メタルギアグラデウス
[01:19:03.400] 2F1ストップスピリット別売4980円
[01:19:06.639] 5800円5800円5800
[01:19:08.480] 円おさしてごらんきっと損はしないよ
[01:19:12.080] これはひどいグに
[01:19:13.360] 俺グラに持ってるやんグラに持ってるやん
[01:19:15.679] メタルギア今高いの
[01:19:17.639] メタルギアは中古で
[01:19:19.600] 10万ぐらいする
[01:19:21.199] こりゃひどいけるやん
[01:19:23.679] ギリ違法やろ
[01:19:24.679] 書いてあるやん
[01:19:25.840] 書いてあるやんだ
[01:19:26.480] って。えへへ。よろしく。なんか速な肝。なんか速な肝って書いてあるよ。うん。速だよな、これ。これひどいね。
[01:19:34.840] で、持ってるよ、俺。グラ
[01:19:36.480] 2
[01:19:37.000] グラニ持ってますよ。グラニも持ってますよ。グラニ。え、これ刺したら何だったのか。
[01:19:45.040] これ刺したらいけるんすか?え、これさしたら
[01:19:47.920] の手使うやん。
[01:19:48.800] うん。そうだよね。まだだよね。ごめん。まだだよね、これ。いや、まだまだまだまだまだまだまだまだまだまだ。
[01:19:53.480] そんなそそんなには屈しないよ。そんなに
[01:19:57.639] は屈しない。まだまだまだまだまだ。ただ
[01:19:59.639] お金のことが知りてんだ。お金がだって
[01:20:02.159] もうさ、だってさ、だってさ、説明書の裏
[01:20:04.400] にさ、こ、説明書の裏にさ、こんなんだよ
[01:20:07.199] 。人気の、え、コナビの人気MXソフト
[01:20:10.800] データ。いやもうそんなんさ、もう
[01:20:12.960] なんやろ、これ何をスロット
[01:20:14.280] にさしたらいいことがあるよ。分かった
[01:20:17.560] キャラがグラディウスになるんだ。そんな
[01:20:20.120] ものにはしないふ。
[01:20:21.440] こんなもんには屈しないふす。屈しないふす。え、お金のこと何も書いてない。
[01:20:27.600] 説明書ちゃんと見るとこは評価してます。茶まげが恥を知るのはいつだ?
[01:20:33.400] ダブルの新獣バイカードリッジムスックスガメマステア
[01:20:39.000] 2アロベっ
[01:20:43.159] え待って待って待って待て待アップアイテムかっこいい。
[01:20:48.880] え、プレイヤーはバイタリティ、スピード、ジャンプの各レベルを自由にパワーアップできる。はどうやってやんだよ。まずパワーアップアイテムを取ると取ったアイテムの種類に言ってプレイヤーのにコインが与えられ、このコインを各要素に投資するだけでパワーアップが完了する。どういうこと?それぞれの要素にはレート振りだったか。
[01:21:07.159] レートが決められているのでコインの枚数をよく確かめて。
[01:21:10.199] え、どうやってやるのよ、レートは。それパワーアップアイテムん。どうやって投資するの?
[01:21:17.920] 説明書でかいっすね。
[01:21:20.080] でかいよ、それだって箱がでかいもん。だって箱がこれで初チャットありがとう。アイラブコナミ
[01:21:24.760] Meイラブコナミアチマゲーム。はい、やってきます。
[01:21:27.960] キーボード使いそうだな。
[01:21:29.560] え、キーボード使、あ、あるよ。
[01:21:30.800] でももちろん実機だからここにあるけどキーボードもできるけどなんかそういうのやり方が書いてへんねんでやり方が書いてないね。これ敵キャラ
[01:21:40.440] なわけではない。
[01:21:41.880] この敵キャラの絵見て。え、何?何なわけ?小顔?小顔なわけではない。何が?俺が。いや、小顔、小顔、小顔、小顔だけど。小顔だけど俺あのマスクで全部隠れるもんね。小顔すぎて。どうやってやんのかがわかんねんだよね。
[01:22:00.159] バイタリティ、スピード、ジャンプの各
[01:22:01.719] レベルを自由にパワーアップできる。まず
[01:22:03.320] パワーアップアイテムを取ると取った
[01:22:04.639] アイテムに応じたプレイヤーにコインが
[01:22:06.080] 与えられる。それは分かるんだよ。コイン
[01:22:07.679] は分かる。そのコインは分かるんだよ。
[01:22:10.080] そのコインがあります。で、それをコイン
[01:22:12.480] を各要素に投資するだけでど、どっから
[01:22:15.199] 投資すんねん。
[01:22:18.120] どっからま、いいかやろ。ま、いっか
[01:22:23.000] まいっかやろ。
[01:22:25.639] 多分F1キーかも。
[01:22:28.080] こが当時オプション画面に配置してたから説明書で書くのいいてたいです。
[01:22:34.120] 投資にご興味が。
[01:22:40.239] あ、マジじゃん。マジじゃん。あ、レート
[01:22:46.600] 70。あ、レート70とか10
[01:22:48.840] とか。あ、なるほ、なるほ、なほ。え、じゃあなんだよこれ。
[01:22:53.960] やっぱり笑。説明書で省かれることあるんだ。
[01:22:57.679] しかもこの音。しかもこの音なんよ。コなミのコなミのポーズかけた時のこの音。いいね。あ、本当に
[01:23:08.520] 本当に省かれてる。
[01:23:10.000] いや、嘘。わかんない。俺が、俺が俺が読み読み、読み逃してるかもしれない。読み逃してんのかもしれない。まあ、いいよ。まあいいよ。まあいい。まあいい。
[01:23:22.679] あ、書いてあるわ。パワーアップ画面。持ってるコインを投入してパワーアップさせるモードの画面です。
[01:23:29.000] F1
[01:23:29.320] キーでゲーム画面、またターミナル画面と切り替えます。書いてあった。ごめん。
[01:23:33.639] 2ページ目に書いてあった。
[01:23:35.960] 2
[01:23:36.159] ページ目に書いてあった。ごめん、ごめん、ごめ、ごめんね。
[01:23:39.080] 2
[01:23:39.239] ページ目にあったわ。すまんすまんね。よし、じゃあやっていきますか。やっていきますか。続きすません。
[01:23:47.880] あの、
[01:23:48.360] 説明書がバターンのオプション画面
[01:23:51.320] F1
[01:23:51.800] ってデフォルトだったんで、みんなもうどうせ
[01:23:54.840] F1でしょ。
[01:23:55.719] あれだ。
[01:23:56.080] ていう感じではあったんですよね。
[01:23:58.520] あの、せっかくワイプ大きくしてもらったけど、あの、ゲームやらずに普通に終わっちゃった。よし。なるほどな。これが分かればもっと行けるぜ。これが分かればん。
[01:24:16.000] ファミコンだとどうせスターとかセレクトだろみたいなもんすか。
[01:24:19.960] ま、そうなんかもね。
[01:24:22.800] ジャンプ上げれるのでな。
[01:24:24.800] ほう。
[01:24:25.320] ジャンプのレベル上げれんのだったらそしたらさ、あれだよね。そしたらあれだよね。あのあのあっちの男の子のさ、こいつの足を上げてもいいわけだ。足あのスピードをだ。お互いだ最強になれるやんだ。金いっぱあぶねえ。金いっぱい集めようぜ。金いっぱい集めようぜ。さっき
[01:24:43.159] 200ぐらいあったよね。
[01:24:50.639] できれば愛とかは取りたくないんだよな。弱くなるからな。弱くなるんだけどでもそれでしかできないこともある。あ、これ取ろ。ちょっと待って。いくらだっけ?
[01:25:03.239] 当時は確かに取説見ないでも
[01:25:05.840] F1をしたらなんか
[01:25:07.239] いやどうしよっかな。スピード上げたいよね。ウィットはね。ウィットはスピード上げたいよね。あ、でもジャンプまでもスピードだろうな。
[01:25:14.159] スピード上げたいわ。だから70ちょっと
[01:25:16.520] 待って。頑張って貯めよう。
[01:25:22.800] だって絶対このさ、遠距離攻撃のが強い
[01:25:25.239] もん。なんかその危険じゃないじゃん。
[01:25:27.480] やっぱ
[01:25:29.239] 背が高いからな。背が高いからさ、
[01:25:31.639] すぐ挟まれてんだよね。ジャンプと積むと
[01:25:35.080] かなきゃいいけど。ああ。いや、さっきの
[01:25:38.480] とかだ結局半分積んでたも。
[01:25:40.920] さっきのやつ半分積んでたもんね、さっきの状況。あん、あ、あい。ルルル。あ、しかもお金いっぱいある。あっち。
[01:25:54.600] 暑い。おはちゃま。
[01:25:56.199] あいめちゃんこんばんは。やってるよ。ウシス。やってるよ。ウシス。同じだ。
[01:26:03.320] 真剣伝承者おるやん。
[01:26:05.280] 待て待てよ。待て。危ね。うまかったな。
[01:26:08.920] まあ、今俺挟まれるかと思ったぞ。
[01:26:11.679] ゲームの予想当たった。
[01:26:14.080] 当った。うスでしょ。やっぱりやっぱう、やっとうシャスのやり方が分かってきた。今分かってきたところわ。金ある。金ある。これ取っとこ。取っとこ。取っとこ。
[01:26:28.119] Xが10
[01:26:28.840] ね。だからアラビア数字ね、あのドラクエ
[01:26:30.760] 10とかと一緒のXが10
[01:26:34.320] でVが5。
[01:26:35.400] まさに気状態。
[01:26:37.000] まさに気状態やな。アクション。
[01:26:39.679] アクション。アクションなんだけど結構頭使うね。
[01:26:43.280] 喜ぶトリガー。遺跡適正上がり飛ぶ頃よ。海分
[01:26:48.159] なんだってなんだって
[01:26:52.239] なんだって喜ぶ鳥が遺跡適正上がり飛ぶ頃よ。嘘でしょ?嘘って言ってくれよ。嘘って言ってくれよ。じゃスピード上げようかな。
[01:27:04.880] ちゃんと説にオプション画面の出した。自分の記憶も随分いい加減だな。ごめんなさい感。
[01:27:12.560] いえいえ。あ、ちょっと早なったか。ちょっと早くなったか。ちょっと早くなったかな?あ、早いわ。だいぶ早い。だいぶ早い。だいぶ足早なった。
[01:27:23.360] くっそ上がるやん。
[01:27:24.320] くっそ早くなってんじゃん。いや、今値段も
[01:27:27.320] 2倍になってたな。
[01:27:28.840] デホでこうあれ。
[01:27:31.159] あ、違う。これ2
[01:27:32.040] 段ジャンプできんだ。忘れてた。
[01:27:33.920] 2段ジャンプができるんだ。木の状態だっ
[01:27:35.880] たらな。何も怖くねえ。ルルルルルルル
[01:27:40.960] 。よし、来た。
[01:27:43.320] ここで行ければ無傷で行きたいね。
[01:27:47.760] できりゃ無傷で生きてよ。
[01:27:53.400] こけ
[01:27:56.560] 。
[01:28:00.560] いや、あんま近いた。あんま近いと。
[01:28:01.600] あんま近い。あんま近いと。
[01:28:02.440] ちょ、すごいからね、これ炎が。
[01:28:03.800] よくわかんないですね
[01:28:05.600] え。ちょっと世界観よくわかんない。やべ、やべ、やべ。ちょっと待って、ちょっと待って、ちょっと待って。ちょ、ちょっと、ちょ、ちょ、やめて。で、意外と強。これ意外とこれ強いんだよね。いや、待って待って待って。なんかアンチないの?これ。アンチあんま追っかけないで。追っかけないで。アンチからやった方がいい。
[01:28:37.880] おっかけのアンチだ。
[01:28:39.199] あ、おっかけアンチのチマです。どうも。よしよしよしよしよしよしよし。行ったったったった。
[01:28:48.480] はい、1発。
[01:28:49.320] はい、1
[01:28:49.800] 発わろてる。いや、ここちょっと頑張りたい。ここちょっと頑張りたい。
[01:29:00.760] ここちょっと頑張りたいな。でも木の状態でいいよね。ここも
[01:29:04.800] アンチナのルの埃りに持ってそうなんだそれ。アンチな俺かっけ。これ意外とでもお金
[01:29:17.040] もしかして金で回復もできるんか?
[01:29:19.159] え、嘘?お金で回復もあんのかな?これ回復あんのかな?これ待って。
[01:29:31.560] うわ。え、え、え、これか。そうか。最大値増え。最大値増えないもんね。
[01:29:38.800] ボタンが遠い。笑。
[01:29:40.600] ボタン、ボタンが横だから回復するのに
[01:29:44.800] 10
[01:29:45.000] 円使うんだけど。嘘、これ回復する。これ最大値上げるとかじゃねえんか。そ
[01:29:51.480] が全てを解決する。
[01:29:53.400] 1ライフ。
[01:29:53.920] いや、1ライフ10円高ない。
[01:29:56.840] 勝ち。1
[01:29:58.119] ライフ10円は高いよ。
[01:30:03.080] 1ライフ10
[01:30:04.400] 円かよ。でも上げとかねえとだよな。
[01:30:10.000] うわ、10円減った。今ので、今ので10
[01:30:11.679] 円減ったで。今、今ので10
[01:30:13.040] 円減ったで。いや、ここ死にたくないよな。うわあ、どうしよう。
[01:30:20.639] 金は命より重い。
[01:30:22.159] いや、マジか。
[01:30:23.119] これどうする?ただ他の能力も開けたくない?上げたくない。メトロイドみていこいつこうやってさ、
[01:30:32.840] 1
[01:30:33.040] 円こうやってこさになってしまった。笑。まあでも
[01:30:37.199] 1日10走り回って死にかけてる状態でも
[01:30:40.239] 10円払えば1回回復できるって考えた。
[01:30:43.400] あ、これ初めていける。あ、行けた、行けたね。これ愛取った方がいい。取らない、取らない、取らない、取らない。愛は取らない。愛などいらぬ。
[01:30:53.280] アイラのあ、お願いやめて。ルルルル危ねえ。
[01:31:08.280] 笑笑
[01:31:10.719] いや、しょうがなかった。今のは、今のしょうがなくないか。今のしょうがなくねえか。
[01:31:16.040] 南と清拳なのか、北斗神剣なのか。金はいいぞ、
[01:31:21.239] 今の。
[01:31:21.520] しょうがなくねえか。今のやるしかねえだろ。
[01:31:25.719] これずるしたな。
[01:31:26.760] じゃ、ずるしてない。ずるしてない。お金を払ってちゃんとお金を払ってちゃんと全倒なサービスを受けただけだよ。
[01:31:35.040] やるんだな。
[01:31:37.639] やる。ほら、お金いっぱいあるから。お金いっぱいあるから。
[01:31:39.520] 稼ぎし出すな。
[01:31:41.400] ルルルル。これこれ
[01:31:43.760] しい。
[01:31:46.400] ほ。ああ、これダめだ。だめだ。
[01:31:49.760] ああ、無理、危、さすがにこれ。あ、あ、あ、よかった、よかった、よかった。あ、死ぬんじゃないんだ。死ぬんじゃないんだ。よかった、よかった、よかった。ちょっとあの、あの金絶対取っとこう。あれ、あれ絶対取る。あれ、あれ絶対取っと方がいい。
[01:32:06.600] 落下しあるの?
[01:32:07.760] いや、ない。多分下が多分部屋があればなければ死ぬんじゃないかな。どうだろう?わかんない。うまい。
[01:32:18.840] おい、待って。
[01:32:21.679] パップできんじゃない?うわ、どうしよう
[01:32:22.639] ?ジャンプ上げる。どうしよう?ジャンプ
[01:32:24.920] 上げようかな?どうしようかな?え、でも
[01:32:26.480] ああ、どうする?
[01:32:29.480] いや、
[01:32:31.840] いや、まだいい、まだいい、まだいい。
[01:32:33.239] まだいい
[01:32:35.960] 。まだいい。まだいい。まだいい。
[01:32:45.920] ライフに残しておく。
[01:32:47.600] いやあ、どうしようか。いてえ。今ので
[01:32:50.400] 10円減ってるからね。
[01:32:52.440] 避弾して生きても金かもて聞いて死んだ日分
[01:32:56.600] 何?何?何?ちょっとみんな
[01:32:59.520] 援
[01:33:00.199] みんなみんなちょっと審議審議読めない。今何?避弾して生きても金なびっくり
[01:33:07.639] なんて避弾して生きても監禁かも敵いて死んだ日。
[01:33:13.239] だって。あ、木やるやん。
[01:33:19.000] 長軍禁止。
[01:33:22.080] あ、ここどじゃなきゃダめなんだ。ここどでこなきゃだめだよ。みんな
[01:33:25.760] 短すぎた。
[01:33:27.639] どじゃなきゃダめだよ。
[01:33:29.199] 海軍できて草。
[01:33:37.280] うわあ。どうしよう、これ。体力回復しようかな。どうしようかな。
[01:33:42.760] いやあ、でもな、ジャ、ジャンプ力ぶっちゃけ上げて上げなくていいんだよね。今だったらなな。クソゲルルル下がれない。ルルル冗談、冗談。クソゲーは冗談ね。
[01:34:00.719] ゴルゴ。
[01:34:03.840] ゴミ分もいますと。
[01:34:06.000] ゴミ回分クリエイター
[01:34:10.719] 危ない危ない。これじゃなきゃ。あ、待っ
[01:34:12.840] て。じゃあ、じゃあ回復するわ。ごめん
[01:34:14.960] ごめん、ごめん。あ、怒ってる、怒ってる
[01:34:15.800] 、怒ってる、怒ってる、怒ってる。
[01:34:17.000] ちょっとごめん。これは回復させて。いや
[01:34:19.520] 、これパワーアップできねえよ、こんなん
[01:34:20.840] じゃ。いつまでもでもドじゃないと開か
[01:34:22.480] ないんだよ。あそこレレレんレんレんレん
[01:34:25.840] 。マジで神局。ぬぬぬ。
[01:34:31.239] もうしゃあない。しゃあない。ここはもう
[01:34:32.560] 割り切っていかないと。オッケー。ふう。
[01:34:36.719] いいじゃん。いいぜ、いいぜ。あ、しかもボスだ、ここ。うわあ、この状態で戦うんか。これ弱いんだよね、これ。
[01:34:47.239] 行き、どさあ、どんなボス?うわ、またまた。うわ、またそんなまたそんな、またそんな
[01:34:56.280] 喜ぶ頃よりか
[01:34:58.719] なんて。
[01:35:05.840] 何?これむずつでか。いや、むずいよ。それは
[01:35:22.360] なんかずるくない?
[01:35:23.719] なんかずるくない?それや。むずいな。
[01:35:32.480] こいつの状態じゃちょっとむずいな。
[01:35:35.840] こいつの土状態じゃむずいな。
[01:35:39.560] うわ、しかもこれじゃさ、
[01:35:43.639] あそこ超えらんないぜ。超えらんないよな
[01:35:46.920] 。
[01:35:51.600] 違うとこ行くか。
[01:35:54.320] さっき行ったのどこだっけ?ここだっけ?
[01:35:56.280] いや、罪じゃないな。
[01:35:57.239] ここクリアしてこいつのジャンプ力を強化できれば
[01:36:01.440] こパワーアップ
[01:36:03.040] しかないよね。しかないよね。稼えでパパワーアップするしかないよな。いや、これだって
[01:36:14.480] 近年だわ。
[01:36:15.600] 金ねえんだわだよ、これ。本当にもう全部使っちゃったよ。なんなら回復なしでよくさっき
[01:36:22.280] 3つも行けたよな。さっき200
[01:36:24.800] ぐらい溜まってたもんね。
[01:36:26.440] 200ぐらい溜まってんだったら俺絶対
[01:36:28.320] もっといけたぞ。パワーアップのこと知っ
[01:36:30.400] てたら。
[01:36:35.360] ただこいつは攻撃力がマジ高いから。
[01:36:48.840] あ、みんなここで2時間稼いでいいか?
[01:36:52.639] え?え?なんだ?あ、初めて見る。
[01:36:55.360] え、嘘。これ行けんの?え、めっちゃ良くない?え、めっちゃ良くない?これめ、これめっちゃ強くない?これ
[01:37:08.960] 2
[01:37:09.119] 時まで配信。
[01:37:10.239] あ、これ2
[01:37:10.639] 時まで。これだわ。ここで。ここで金稼ぐわ。
[01:37:14.920] 2時まで金稼ぐわ。ここで
[01:37:20.119] サムスのまるま攻撃。
[01:37:22.440] ああ、本当だ。あれみたいだね。
[01:37:24.960] 毛布ボールみたい。あ、ま、なんかあんまり攻撃力高くないかもな。
[01:37:38.480] 怒りまるかい分。
[01:37:42.239] 今日はすごいよ。みんな声優さんの肩があったまりまくってるわ。笑。
[01:37:49.440] 肩あったまりまくりじゃねえかよ。今日ものすごいっすよ、今日。
[01:37:57.320] ノりノり
[01:37:58.239] ノりノりだよ、今日。どうしよう。スピード。いや、ジャンプ上げて
[01:38:04.480] 80
[01:38:07.040] 円もすんの?ジャンプ上げんのに
[01:38:11.480] 80
[01:38:12.119] はでかいなあ。ただこれじゃきついんだよね。
[01:38:21.360] 声さん血のお肉くらい油が乗ってる。
[01:38:24.000] お、いい。うまいこと言うね。うまいこと言うね。うまいこと言うね。
[01:38:28.000] 不得意なところは金かかるのか。
[01:38:30.800] そ、ああ、なるほど。そういうことか。
[01:38:35.199] いや、これでも使いづらいなあ。前に出せないからな、これ。自分が行かないと。ジャンプ上げないと、これ。これジャンプ上げるぞ、俺。
[01:38:45.560] やっぱチまの隣にはレトロゲームがいてほしいわ。
[01:38:50.679] やっぱこういうゲームかもな。やっぱこういうゲームなんだよな。デレレんレんてんてんレルレルレルレん。
[01:39:04.639] 確かここだよね。ここ取らなきゃいけないんだよねえ。どうする?ここさ行く。ジャンプ力上げてみる。
[01:39:14.880] ジャンプ上げてみようかな。
[01:39:17.599] 80。いや、いや、あげてみよう。
[01:39:21.440] 上げてみようぜ。そこにいはどんくらい上がったんかわからん。どんくらい上がった?ああ、上がってもこの程度だよね。もう
[01:39:32.760] 1回行かねえと。めっちゃむずい。
[01:39:41.880] いや、またそっち行かなきゃいけないんか
[01:39:43.239] い、これ。
[01:39:49.199] あ、で、ここで1回キー取るのもありだね
[01:39:51.199] 。
[01:39:56.800] これま、バカ強えからな、これは。ただ
[01:39:59.920] ここは木の状態だとボスまで行けないんだ
[01:40:02.599] よ。
[01:40:05.800] ただ木の状態だと空中歩行ができるから
[01:40:08.560] こいつは。
[01:40:11.760] そ、ほんま、それやめて。マジでやめて。それねえ、それさ、ちょっと待ってよ。ちょっとこれどうしろっつんだよ。これひどいね。これ
[01:40:23.320] 強すぎ。
[01:40:24.239] これひどくない?これ
[01:40:27.159] 空中不要。
