[00:02:02.680] 4日目だし、そろそろすごい飲みたいね。
[03:41:45.880] チョコマミレスコ
[03:41:47.788] [笑い]
[03:41:47.840] いいね。いいね。チョコまみれもうまいよね。カオキャット何それ?何それ?なんか知らねえ。知らねえお菓子がいっぱいあるな。なんだかカオキャットって。
[03:41:59.880] 剣上げポテト買お。
[03:42:01.279] ああ、いい。剣上げポテトも好き。
[03:42:05.479] いい。
[03:42:12.359] え、ちょっとお菓子買ってきていい?
[03:42:16.680] いや、本当は配信行く前にさ、配信やる前
[03:42:19.680] に買ってこっかなって迷ったんだけど
[03:42:23.120] なんかそのまま配信つけちゃったんだよね
[03:42:24.760] 。
[03:42:31.199] なんか今日は今日はもう考えるよりも先に配信をつけないとまた夜
[03:42:39.720] 7
[03:42:39.920] 時ぐらいまでダラダラしちゃうなと思って本当は買い出しとか行こうと思ったんだけども行かずに配信つけた。いや、もうつける。もう今日は行く。今日はやるって決めて。
[03:42:49.720] もう読むの疲れた。
[03:42:51.040] 何それ?
[03:42:53.319] おいしい。
[03:42:55.600] 何これ?猫の餌じゃなくて何これ?カオキャットブラウン切れ端。
[03:43:01.040] うまそう。[笑い]
[03:43:03.159] うまそう。何これ?どこに売ってんの?
[03:43:05.760] これ
[03:43:07.560] どこに売ってんの?これ見たことないけど
[03:43:09.600] 。こんなのオリジナルのダンボールで
[03:43:13.594] [笑い]何なこれ?ダだダか何?
[03:43:16.720] うまそう。
[03:43:19.399] これ買ってくれ、俺に。うまそう。猫の餌
[03:43:22.359] はまずい
[03:43:24.199] 。いや、パっとみ猫の餌に見えたんだよ。
[03:43:30.159] 割とスーパーで安売りしてる。
[03:43:32.239] マジで見たことないけど。めっちゃうまそうじゃない?これめっちゃうまそう。これ
[03:43:40.720] 高級な猫の餌。
[03:43:42.760] めっちゃうまそう。これなんなのこのリしい猫はうまそう。これ。うわ、なんかもうお菓子、もうお菓子食いたってきたわ。
[03:43:48.310] [笑い]
[03:43:58.960] もあかんわ、これ。お菓子食いたくなってきた。だめだ。もうちょっと、もうちょっと、ちょ、もうちょ行くわ。さすがにお菓子行くわ。
[03:44:07.880] 消えてきた。
[03:44:09.925] [笑い]
[03:44:11.680] 若干俺も、俺も言うか迷ったのに。
[03:44:15.600] ウェルシア行くわ。ウェルシア、ウェルシア行くわだわ。さすがに。
[03:44:29.960] 家から10分のうん。言うなて
[03:44:33.159] 10分。いや、わかんない。車で車で5分
[03:44:35.800] 15
[03:44:36.040] 分。いや、ま、ウェルシアなんかどこにでもあるからな。別にウェルシアなんか別にどこにでもあるから。よし、じゃあ戻ろう。戻って配合しよう。
[03:44:51.560] どんどん絞られる家。
[03:44:52.760] いや、もうやめよって。そういうのは
[03:44:56.159] 会員。
[03:44:57.399] やめよって、そういうの。何会員って何かい。お菓子買ってきたい。お菓子を食べながらやりたい。
[03:45:22.399] ちょ、配合がっつりやって誕生日はおかし届かなかった。
[03:45:25.880] 今年の誕生日はおかしい。今年の誕生日はおかしとお菓子届いたんだっけ?あれ誕生日って俺犯かしてもらった?覚えてない。他の誕生日もらったからさ。
[03:45:37.041] [笑い]
[03:45:43.399] お菓子ってもらったっけ俺?え、待って。
[03:45:54.760] 毎年コーラとか食品もらってたじゃん。
[03:45:57.279] ああ、今年はね、あのリーさんからあのコーラ、コーラじゃないや。あのコーヒーはもらった。コーヒーはもう飲んでるから。ほら、今これリーさんがもらったコーヒー。コーヒーめえよな。
[03:46:12.279] コーヒーうまく感じれるようになったや。俺も
[03:46:20.880] なんかとんでもねえのできねえかと
[03:46:23.960] 美いしくないよ。
[03:46:25.239] うめえよ。わ、グレンデルや。アバです。えっとね、ちょっと待ってね。
[03:46:44.680] 矢に吸ってる特うまいんよな。
[03:46:47.840] そうなんだよな。それもあんのかもな。それもあんのかもな。あ、シルバーデビル行くぞ。シルバーデビル行くぞ。シルバーデビル欲しい。こいつはありがてえ。
[03:47:17.359] おお、来たぜ。シルバーデビル
[03:47:24.080] メスだ。お前名前何にするかな?シルバー
[03:47:26.880] デビル。
[03:47:29.159] えー、シルバーデビルでしょ。
[03:47:34.600] えー。
[03:47:41.479] もう名前もうこれが1番時間食うねんな。
[03:47:45.399] ぶち名前なんかどうでも白がけてはい。
[03:47:49.000] 白がいき
[03:47:53.080] あじゃネギ
[03:47:54.760] にしよう。[笑い]
[03:47:57.080] 白髪ネギ好きだから。白髪ネギ大きネギ
[03:48:01.279] 白ネギ。うん。
[03:48:02.159] 白ガネギ大好き可愛いじゃん
[03:48:05.040] 。減りすぎやろ。おい、腹減りすぎだろ。
[03:48:07.037] [笑い]
[03:48:07.520] 年タが来そうだった。
[03:48:09.479] え、どネタ?こっから年下ネタに行くルートあった。普通に分からないんだけど。普通に分からない。あった。あとはなんかないかな?なんかいいのできないかな?なんかいいのできない。
[03:48:36.399] なんかとんでもねえのでいいね。
[03:48:46.239] ベビーサタン。あの、さっきさっきやって
[03:48:49.000] たさ。
[03:48:51.880] あいつどこ行った?
[03:48:56.319] 1つ目ピエロなんかさ、いいのできねえか
[03:48:58.560] な?メドボールダークアイ。うーん。
[03:49:03.439] グレムニンとかになっちゃうんだよね。
[03:49:14.000] メ動さボールじゃな。
[03:49:19.520] もう1匹なんか作りたいよね。もう1匹
[03:49:22.319] なんか作りたいんだよ。
[03:49:27.399] てかマジであれなんだな。
[03:49:37.319] うーん。
[03:49:44.359] なんかいいのできないな。いいのできない
[03:49:46.720] な。
[03:49:53.279] プテラノドン。うーん。なんかな、なんか
[03:49:58.720] なあ。
[03:50:07.000] うわ、ガップか。
[03:50:10.179] [笑い]
[03:50:10.800] ガップできるやん。
[03:50:16.199] あ、アクスでもガップ行ける。
[03:50:20.159] え、これガップリン作んのありでは?
[03:50:24.439] ガップ作って
[03:50:27.840] なあ。[笑い]
[03:50:30.199] そういうルートよな。
[03:50:33.880] ガっ行とくか。
[03:50:38.239] ガっ作。
[03:50:41.560] 選みはありぞ。ガッチュリン
[03:50:43.800] ガッチいいね。もっちりん来た。もっちゅりん来た。多分こいつ魔法系でしょ。
[03:50:44.895] [笑い]
[03:51:05.439] あ、いいんじゃない?いいんじゃない?
[03:51:06.399] いいんじゃない?いいんじゃない?
[03:51:14.560] ガッチュリー。ガッチリ
[03:51:17.840] 入んないか?入んないかな?
[03:51:25.199] 入んない。ガっちりながまいっか。
[03:51:30.840] がっちりがっちりがっちり[笑い]
[03:51:37.640] ダブル
[03:51:39.520] まあでも悪くないよ、これ。多分MP
[03:51:41.359] めっちゃあれでしょ、多分。え、なんかどんどん作っとこうぜ。なんかどんどん作っとこうよ。作っときゃいいのよ。なんかもっとできそうだよ。なんかいいのが。
[03:52:01.479] アバなんかさ、もっといいのできそうだ
[03:52:03.680] けどな。
[03:52:06.040] アバデドラでモザだね。アバデドラで
[03:52:08.560] モーザだな。
[03:52:11.880] モーザも行っとく。
[03:52:24.640] いいじゃん。でもやっぱこういう風にこれ
[03:52:27.239] 回ってきたよ。回ってきたよ。俺、俺の
[03:52:30.880] ドラゴンクエストモンスターズが。
[03:52:34.960] うお。
[03:52:46.159] えっともうもんぼもも[音楽]
[03:53:06.199] ノームス
[03:53:06.920] もモムスはい
[03:53:10.680] もう無理
[03:53:12.040] ああ[叫び声]
[03:53:16.439] もうザ
[03:53:20.840] メスだしな。
[03:53:27.279] お、神聖パーティー来たよ。申請[音楽]
[03:53:29.760] パーティー来た。全員レベル1。
[03:53:34.439] 悪くねえんじゃねえかなと思いますけどね
[03:53:36.640] 。ちょっとこいつらレベル上げてきて。
[03:53:39.680] こいつらレベル上げてみて。
[03:53:43.359] こいつらレベル上げてみて。え、シルバーデビルって
[03:53:48.399] 4速歩行なんや。シルバーデビルって
[03:53:51.840] 4速歩行な。のパーティー
[03:53:54.520] 悪くないよ。でもまだまだまだ全然こっからでしょ。
[03:53:59.760] 初戦。
[03:54:03.319] 初戦なのか。
[03:54:07.680] 4速歩行だ。
[03:54:10.080] えー、作戦
[03:54:12.760] 並び替え。ま、モーム
[03:54:17.359] がっちり白ねぎ
[03:54:21.439] いいね。これいいんじゃないか。
[03:54:27.640] シルバーデビルがあれだよ。しかもあの
[03:54:30.120] ホイ味覚えてますから。ちょっとベホイミ
[03:54:32.720] 覚えるまではちょっと修行やな。修行やな
[03:54:36.359] 。ほんでさ、ここでレベル上げっていけん
[03:54:39.960] のかな?さすがに怖い。
[03:54:48.120] さすがにいきなりここでレベル上げは
[03:54:50.439] ちょっと死者が出る可能性あるか。
[03:54:58.382] [音楽]
[03:54:59.080] こっちにしとくか。いやあ、行けんちゃう
[03:55:01.840] かな。どうかな。
[03:55:06.239] ああ、やめとくか。怖いな。こっちで
[03:55:08.399] レベル上げしよう。大人なしく。怖いから
[03:55:10.080] 。
[03:55:29.239] ままままま
[03:55:31.319] 毒
[03:55:32.120] まあまあまあまあ間違逃げちゃったよ。
[03:55:34.720] 何やってんだよ。
[03:55:36.600] 毒
[03:55:53.439] ま、さすがに勝てるでしょう。ま、白ねぎ
[03:55:56.760] 色々。うん。こんな感じかな。
[03:56:02.319] ああ、でも1発で倒せ。うーん。やっぱり
[03:56:05.239] ちょっとダメージがすごいね。
[03:56:16.560] やばいな。
[03:56:24.880] うん。
[03:56:27.479] うーん。いいよ、いいよ、いいよ。いいよ
[03:56:29.520] 、いいよ。
[03:56:33.880] うん。うん。うん。悪くない。悪くない。
[03:56:35.680] 悪くないよ。
[03:56:40.640] うん。うん。うん。うん。うん。うん。
[03:56:42.760] うん。
[03:56:47.800] あ、ホイミ来た。いいね。いきなり1レベ
[03:56:51.319] 上がってホイミ覚えんのはマジでいい。
[03:56:53.600] 自分の役割をちゃんと分かってる。
[03:57:07.279] ちょ、がっちり危ないな。ま、でも回復し
[03:57:10.120] てくれるでしょ。
[03:57:13.319] ナイス。
[03:57:36.520] いいね。いいね。
[03:57:47.560] お疲れ様です。昨日からぶ、
[03:57:49.760] あ、のんびるさん、こんばんは。ぶ年じゃないよ。ぶ年じゃない。普通に昨日は
[03:57:53.680] 2
[03:57:53.880] 時ぐらいまでで終わったかな。だ、今日昼間からやってる。あの、うん。
[03:57:59.560] 昨日ね、あの、全滅しまして、あの、最初からやってるから。最初からやってるから。うん。今日最初からやってんだよ。もう今日はほぼほぼ戻し作業みたいなもんだな。
[03:58:03.749] [笑い]
[03:58:14.640] あ、
[03:58:16.279] あ、あ。察し。やっと配合できた。
[03:58:35.560] 魔物の餌勝備もいらねえんだけど。
[03:58:41.085] [音楽]
[03:58:57.560] これちょっともう違うとこ行った方がいい
[03:58:59.680] か。
[03:59:02.520] ここじゃちょっともうレベル上がになん
[03:59:03.640] ねえわ。ちょっと戻ります。戻ります。
[03:59:06.680] ちょっと1個上のところ行くわ。1個上の
[03:59:09.120] とこ行こう。
[03:59:18.399] 1つ上の男。1
[03:59:19.840] つの男。
[03:59:32.399] ま、これでちょっと強くなったら、
[03:59:37.560] これでちょっと強くなったらまあ
[03:59:41.319] 闘技場行ってもいいかな。
[03:59:44.600] 闘技場行ってもまあいいかなって感じだね
[03:59:46.920] 。
[04:00:14.920] アイテムあれするべきだったな。ちょっと
[04:00:17.640] 整理してくるべきだったね。
[04:00:24.920] うわ、がっちりのMPの多さえぐいな。
[04:00:35.439] それな、
[04:00:38.080] それな。そう思うっしょ。なんかもっとがっつりさ、レベル上げさせてくんねえか。
[04:00:56.120] 魔物のいらん。
[04:01:30.840] ちょっとこいつがベホイ覚えるまでは
[04:01:32.680] ちょっと進めねえな。ベホイミだから結構
[04:01:35.920] 時間かかりそうだけどね。
[04:01:41.159] ま、今日は
[04:01:44.439] 今日はやっても8時までですかね。8時
[04:01:50.760] までかなと。いうとこですかね。明日で
[04:01:53.920] 仕事なんでね。あと夜ご飯普通に食べたい
[04:01:57.080] んで。
[04:01:59.000] 普通に夜ご飯食べたいんで。
[04:02:03.840] 8時まででどこまで戻せるかだな。どこ
[04:02:07.479] まで戻せるかだな。
[04:02:16.720] もう魔物の餌ほんま勘弁して。せめて
[04:02:20.040] 燻製肉ぐらいくれよ。
[04:02:23.319] チーメダ全然チーメダも来ないし。
[04:02:25.720] 村か8うゆ
[04:02:27.000] うゆうゆ
[04:02:29.920] 1人で食べるの?
[04:02:32.303] [笑い]
[04:02:34.199] いや、そうだよ。なて何か文句あんのがやなんだよ。
[04:02:37.319] 1人で食べるよ。だって大体そうだろうが
[04:02:41.399] 1人で食べんだろうが。
[04:02:42.439] 草。
[04:02:46.319] 1人で食べるよ。
[04:02:52.560] 1人でなんかYouTube見ながら
[04:02:55.228] [笑い]
[04:02:55.920] YouTube
[04:02:56.359] 見ながら食べるて言うから。
[04:02:59.560] え、そう。うん。
[04:03:01.840] 1人で食べるよ。1
[04:03:03.359] 人で食べる。配信切って。なんか配信配信でしながら飯食うのってあんまなんかさ、あの飯食った気しねえんだよ。あんま飯
[04:03:13.567] [笑い]
[04:03:14.920] 食った気しないんだよね。それただお腹の
[04:03:18.159] 上を上をなんかしいでるだけというか
[04:03:22.479] ちゃんとあ、ご飯食べようっていうさ、
[04:03:25.040] やっぱ違うじゃん。
[04:03:43.920] チュリが結構さ、魔法系だからいいね。
[04:03:49.439] 大丈夫
[04:03:51.560] 。
[04:03:55.199] ま、もうちょっとメとかやっばメラミとか
[04:03:58.840] ちょっともうちょっと覚えてくれれば
[04:04:06.520] ああ、いいね、いいね、いいね、いいね、
[04:04:09.040] いいよ。こいつ上がり良くなってきた。
[04:04:15.139] [音楽]
[04:04:19.479] うん。悪くないね。
[04:04:32.600] 思ったよりシルバーデビルってMP伸び
[04:04:36.120] ないね。
[04:04:40.319] もっとなんかがっつりMP系なのかなって
[04:04:42.319] 思ったけど。全然そんなことねえな。
[04:04:50.960] ま、この辺がベギラマとかメラミぐらいに
[04:04:52.840] なってくれるととても良いんだが。
[04:05:08.194] [音楽]
[04:05:09.040] 賢さは高いな。
[04:05:18.319] でももう5時早いな。
[04:05:46.880] まあ、この辺でレベル10ぐらいにしとく
[04:05:48.640] か。
[04:06:06.880] うん。
[04:06:15.120] お、火炎の息、氷の息になった。いい
[04:06:17.479] じゃん。
[04:06:45.960] う、
[04:06:49.040] コーヒーがうまい。
[04:06:56.199] 前まで全然飲めなかったのに。最近
[04:06:59.000] めっちゃコーヒーうまいわ。
[04:07:08.199] あの、定期的にブラック、
[04:07:09.760] ブラック、ブラック、ブラック、ブラック。
[04:07:12.279] あの、定期的に送ってください。
[04:07:13.960] 苦いはうまくないよ。
[04:07:16.000] 定期的に送ってください。うん。よかった。よかった。
[04:07:18.040] コーヒーに合うお菓子が欲しい。
[04:07:19.640] いやあ、甘いクッキーなんか合うんだよね。甘いビスケットなんかがさ、コーヒーに合うんだよね。苦いは美味しいよ。苦い。美味しい。美味しい。
[04:07:35.239] あの車のさ、ディーラーとかにさ、あのオイル交換で行くとさ、待ってる間にさ、あの自分で
[04:07:44.800] ビスコフるんよ。
[04:07:46.760] 2枚。2
[04:07:47.920] 枚のビスコフをブラックのホットで飲み込んでる時クソうめえから。マジで。ビスコフコーヒーに合うね。あれもないぜ。マジで。自分でコーヒー入れるのって。だからこういうのから始まるんだろうね。
[04:08:01.760] 多分誰も最初はブラックコーヒー好きな
[04:08:04.439] 人間なんかいねんだよ。なんとなくなんか
[04:08:06.479] 美味しく感じていって
[04:08:09.359] 、あのマジで味の違いが分かるようになっ
[04:08:12.000] てくんだよね。自分に合うさ、コーヒーと
[04:08:14.399] 合わないコーヒーがあるんだよ。俺はもう
[04:08:17.119] クラフトボスが1番合ってるからね。なん
[04:08:20.279] かいろんなブラックコヒー飲んだけど、
[04:08:22.040] 1番これが美味しい。
[04:08:28.600] あっさりがいいのだ。あっさりがいい。
[04:08:31.246] [笑い]
[04:08:31.880] 俺ブラック無理やわ。ほぼ水じゃ。
[04:08:34.560] ハム、ハム太郎がいるのだ。
[04:08:37.960] ハム太郎もいますと。ハム太郎います。いや、俺酸っぱいの好きじゃないんだよね。ね、だ、
[04:08:45.600] UCCとかはめ、UCC
[04:08:48.159] はめっちゃ酸っぱい。びっくりするぐらい酸っぱい。あれ、
[04:08:51.720] UCC
[04:08:52.199] のブラック。あれめっちゃ酸っぱいよ。俺はね、酸っぱくない方が好きなんだよね。ク、
[04:08:59.000] クラフトボスは酸っぱくない。全然あの
[04:09:04.880] UCC
[04:09:05.520] のブラックのあの紙ブリックっていうの紙パックのやつ。あれめっちゃ酸っぱかったわ。こないだ飲んだら俺は
[04:09:16.680] 3味ない方が好き。
[04:09:18.399] うん。ブラック
[04:09:19.119] ドリップ
[04:09:20.080] ドリップじゃない。ドリップじゃない。
[04:09:20.920] UCC
[04:09:21.319] のあのブリックのあの紙パックのやつあるやん。ストローさして飲むやつ。あれすっぺよ。
[04:09:26.880] めっちゃ樽のやつ好きだわ。
[04:09:33.119] 全入りだと酸味良くて不可入りだと苦い。
[04:09:36.040] なるほど。そういうことなんだ。そういうことなんや。
[04:09:41.760] 朝からドリップして飲もうよ。ほえ。
[04:09:44.479] へえ。いや、ま、相当だからそういう風になんかコーヒーのさ、あのコーヒー入れるやつサイフォンだっけ?ああいうのとか多分そういうところから行くんだろうな。
[04:09:54.840] 自分の好きなブレンドをさ、
[04:09:58.279] 確かにこれはね、たくさん飲まないと
[04:10:00.000] わかんないんだろうな。俺も全然ま、
[04:10:01.840] たくさん飲んでないんだろうけど。そんな
[04:10:03.920] たくさん飲んでない俺ですらなんとなく味
[04:10:06.279] の違いやっぱあるからね。
[04:10:08.479] 味の違いというかなんか飲めるなんか好きか嫌いか程度のあれだけど
[04:10:15.239] マーブルコーヒーメーカー買って
[04:10:18.159] あそうまあいいつなんかそういうのも飲むけど豆の方がうまいよ
[04:10:25.159] ああそうなんだもねあんまりカフェイン取りすぎるとさ、俺逆に体だるくなるから
[04:10:39.080] あんま飲みすぎるとね、良くねえんだけど。
[04:10:42.359] エスプレッソを水に入れてるのが水割りコーヒー。
[04:10:45.600] デカフェとかあるよね。
[04:10:46.960] デカフェ。うん。デカフェ。猫のコーヒー豆なんだっけ?
[04:10:49.800] ああ、なんかうんち、うんち使うやつだっけ?コ猫のうんちだっけ?おしっこだっけ?なんかあるよな。豆、うんこから取り出した豆で作るみたいな。
[04:10:59.319] あれ密?
[04:11:00.560] あ、そうなんだ。
[04:11:01.760] コピル枠。
[04:11:02.800] コピル枠っていうの詳しいね。
[04:11:05.800] そうそう。それ
[04:11:09.560] 作ろうか。来たね。
[04:11:11.068] [笑い]
[04:11:17.000] 臭いねん。
[04:11:17.800] 臭いねん。臭いねんだよ、それは。本当に
[04:11:23.319] 邪コ猫。
[04:11:24.359] 一種のセクハだろ。笑。
[04:11:26.134] [笑い]
[04:11:26.640] 邪コ猫。猫おつ。
[04:11:30.119] 一瞬でそれ出てくるのすごいよ。笑。
[04:11:33.159] 自やめて。
[04:11:36.239] 自雑魚猫おつ。
[04:11:38.520] えへへ。
[04:11:39.359] えへじゃねえよ。
[04:11:45.199] 普段から言ってるんじゃないよね。
[04:11:48.080] マジで気持ち悪くなってきたわ。やめてくれよ。
[04:11:56.720] うんコーヒー。
[04:11:59.359] うんコーヒーじゃねえかけ。
[04:12:02.119] ランディのクラフトボス猫も自任猫であいついちとか天とかの仲間。
[04:12:04.124] [笑い]
[04:12:07.880] あ、そうなんだ。
[04:12:09.439] 猫じゃないんだ。ま、辞任っていうか、ま、人間が勝手に言ってるだけんだけど、あの辞任じゃないんですけどね。あ、そうなんだ。邪コ猫って猫じゃないんだ。
[04:12:25.720] 笑笑。
[04:12:28.159] 他人ん猫
[04:12:29.399] 他人猫なんだ。
[04:12:32.960] よしゃ、ちょっと新しいとか全然違うから飲み比べてみると楽しいよ。
[04:12:40.159] ええ、コーヒーいいな。コーヒー割とよ好きになってきたな、最近。マジで俺も嫌いだったんだよ、コーヒー。全然飲めなかったんだけど飲んでくるとマジでいい。
[04:13:00.359] ビールとかもそうなんだろうな。俺ビール飲めないんだけどさ。ビール未だに飲めないんだけど。これも続けてたら飲めるんだろうな。一旦これ預けるわ。邪魔すぎる。
[04:13:14.080] ビールも美味しくないよ。
[04:13:15.560] 美味しくないね。ビールは美味しくないと思うわ。俺もビールは俺も美味しくないと思う。
[04:13:19.640] キも美味しくない。
[04:13:21.415] [笑い]
[04:13:22.640] コピ歩く
[04:13:23.640] 全部美味しくない。
[04:13:24.520] これブラジルさんの豆いい感じの味で好き。
[04:13:27.479] へえ。コピルアク。そうそうそう。し
[04:13:32.359] ピーマン美味しいだろ。考えて
[04:13:37.199] ゴやも美味しくない。
[04:13:39.755] [笑い]
[04:13:40.600] ガキ。えっと
[04:13:46.399] 可愛いガキした。
[04:13:49.119] こんなこと言われるのもここだけだからな。
[04:13:51.760] うお。
[04:13:53.159] 全部苦いじゃん。ビールもウイスキーも好きだけど、焼酎はただの消毒液。食べなれるとか飲みなれ酒が好きくねえからな。まず俺は酒が好きじゃないからな。うん。あと酒飲んで酔っ払って、あのなんか電話してくるやつめっちゃ嫌いやねんな。
[04:14:14.920] タバコもそうじゃん。[笑い]
[04:14:17.960] 酒も嫌いだけど。酒に酔っ払ってなんか電話してくるやつめっちゃ嫌いやわ。
[04:14:22.880] 今度電話するね。
[04:14:24.159] マジで切れるからやめた方がいいよ。マジで。
[04:14:26.920] マジで俺それやってきた。それやってきたやつにはマジで冷たくしてもいいって思ってるから本当に。お前なんな
[04:14:34.775] [笑い]
[04:14:35.520] お前なんなんでおもろいと思ってやってんの?それえのり悪か言われるとすっげえ腹立つんだよね。悪いとか知らないね。
[04:14:40.671] [叫び声]
[04:14:50.399] 酒に酔っ払ってコメントならセーフ。
[04:14:52.640] それはセーフ。それはいいよ。別にそれはいい。なんかその場の多分乗り飲み会のノりでさ、飲み会えのノりでさ、え、あいつに電話してみようぜとかななななったんだろうなっていうのが想像つくじゃん。腹立ねんな。お前らの暇末つしに使うんじゃねえよ、俺を。
[04:15:15.000] オフ会のみが長引いて絡んでくるのはあり。
[04:15:18.199] それ[笑い]わかんない。オフ会したこと
[04:15:20.279] ないから。オフ会霊人だから。
[04:15:31.479] 今度声優さ地でオフ会しようよ。
[04:15:36.040] 声優さ地でオフ会しようぜ。屋で。
[04:15:41.040] え、来るの?え、何が何のは行くだろ。
[04:15:46.439] リスナーだけじゃないの?
[04:15:48.840] 女性行けるの?
[04:15:50.040] 俺がよ。俺がいなかったらオフ会じゃねえだろうが、それ。
[04:15:55.080] 女性行ける。女性、女性の参加費、女性参加費
[04:15:59.880] 2000円、男性参加費7000円です。
[04:16:05.399] こっちで配信するからちアげ見てね。
[04:16:08.000] なんでだよ。マチコンみてな価格設定で行くべ。
[04:16:14.640] マちコンと同じ価格設定で行こう。女性
[04:16:17.239] 2000円、男性7000
[04:16:18.520] 円です。うん。で、声優さんのおみ、声優さんちの焼肉屋とけ、あの、女性問題ない。
[04:16:28.800] あの、あの、ちゃんとあの、何相談してそっから麻人取るから俺
[04:16:33.840] 10%のマージを取る。
[04:16:35.479] 7000
[04:16:35.880] 円があるならドラクエのソフト買うよ。作のとこのお肉の質すごく良さそう。
[04:16:37.917] [笑い]
[04:16:42.640] なんで声優が英語になっていやだって絶対いい店だよ。
[04:16:47.960] 絶対いい店だからね。
[04:16:50.159] 絶対いい店だよ。だってどこつってたっけな。普通に店のとこだから言っても別にいいんだろうけど。あの浅草って言ってたかな?浅草の焼肉なんて絶対高いでしょ。浅草だよ。
[04:17:07.040] 浅草なの?マジか。
[04:17:08.800] うん。絶対いい店に決まってんじゃん。
[04:17:17.239] マジでだからちょっと個人的に
[04:17:18.920] マジで行きたいよね。普通に
[04:17:20.159] 人のサインだらけだっけ?
[04:17:21.960] ええ、すごいな。マジで行きたいな。
[04:17:26.960] 俺は多分知ってます。
[04:17:28.439] あ、行ったことありそう。そんないいミスばっか行ってんの?そんないいミスばっか言ってんの?よ
[04:17:36.359] ちアマギのサイン書いても飾ってもらおう
[04:17:38.640] よ。こう俺の飾ってもらう。
[04:17:42.439] あれは誰ですかって
[04:17:50.600] パっと見わかんないべ
[04:17:52.000] わかんないと思う。手の野郎。
[04:17:55.600] 両国の両国のあれ飯屋じゃねえんだから。それ
[04:17:59.680] インターネットコメディアン。
[04:18:01.560] インターネットコメディアン。茶まげちやげ。腹減ってきた。マジで
[04:18:13.548] [音楽]
[04:18:14.399] 誰もが知る芸能人に囲まれて飾ってもらおう。
[04:18:18.399] 一番いいとこに飾ってもらおうぜ。
[04:18:32.920] ていうかパーティーなかなかいいな。
[04:18:34.880] なかなかいいね。なんかさ、前回の範囲は
[04:18:38.680] 1匹のモンスターだけが強くなりすぎて
[04:18:41.040] しまったのが悪かった。なんかこれ全体
[04:18:42.560] バランス的に良くない?バランスがいい。
[04:18:45.800] みんなが強い。
[04:19:04.920] おお、ヒャルコいいね。
[04:19:10.159] ベギおい、どんどん強くなっ。おい、おい
[04:19:12.479] 、おい。いいよ、これよ。
[04:19:16.600] これ、これが見たかった。
[04:19:21.279] これなんよな。
[04:19:22.279] そうだね。
[04:19:23.239] これなんよ。うん。これなんよ。うん。
[04:19:27.563] [音楽]
[04:19:31.080] なんよ
[04:19:32.080] これ。なんよ。これがドラクエモンスターズなんよ。
[04:19:40.080] ゲームの話振られた瞬間コメント欄くないね。
[04:19:43.800] 本当にマジでな。マジでな。マジでな。
[04:19:51.199] 誰もゲームなんか見てないんだろうな。そんなことないだろうけど。
[04:19:54.419] [笑い]
[04:20:02.239] 闇バレた。
[04:20:08.640] ゲーム見立ってや。ゲームも見たってや。
[04:20:15.319] ガツガツレベルが上がって最高。稲妻りゲームにあだこうだ言うとネタバレだのなんだのってなることあるしさ。全滅するところが見たい。
[04:20:25.800] それもう見たやん。全滅するところ見た?見ましたやん。昨日そのせいでこうなってるんだから。そのせいでこうなってんだね。だから白ガネぎがね。
[04:20:42.319] 白ねぎがね、あのね、
[04:20:45.680] MPがあんま伸びないってのがちょっと
[04:20:47.319] 誤参というか、MPが少ねえ。まあ、
[04:20:50.720] 不思議な種あげてもいっかな。こいつに
[04:20:52.680] 食わせちゃおっか。種も戻ったら食わせ
[04:20:55.080] ますわ。種
[04:20:57.479] MP欲しい。
[04:21:07.840] あと普通に強いからさ、火炎の息とかやっ
[04:21:10.359] ちゃうから。やってくれるのはいいんだ
[04:21:11.600] けどさ、MPがだからなくなっちゃうんだ
[04:21:13.720] よね。
[04:21:19.880] めっちゃ雑魚敵のあれが楽だわ。倒すのが
[04:21:22.520] 。
[04:21:36.680] うわ、強いね。甘い息とかもありますと。
[04:21:51.960] これ割と強いぞ。このパーティーはなんか力だけじゃない。こないだのあの物はいいみたいなさ、力だけじゃない。
[04:22:03.720] なんてどんなでも嫌だな。ラリフって殴っても起きないことあるのいいよね。
[04:22:06.076] [笑い]
[04:22:08.920] 村か
[04:22:09.520] 朝の光の中で村か朝の光の中もう読むの疲れた。
[04:22:13.281] [音楽]
[04:22:14.159] 朝の光の中って結局何なんだ。よし。いやあ、大事にしていこう。マジでこいつら大事にしよう。
[04:22:38.600] いやあ、ベギラがま、あんまやんなくていいな。強いけど。強いんだけど。お前
[04:22:43.920] MPがさ、
[04:22:50.720] 大鳥とドラゴンキッズがいないだけで平和。
[04:22:53.960] マジで。それ受け流しがマジ地獄だから。ただ受け流し。今回は受け流しされても大丈夫。
[04:23:05.720] そんなに攻撃力がバカ強いやついないから
[04:23:07.600] さ。あれもう[音楽]ギガンテスだったの
[04:23:10.040] も良くなかったよね。
[04:23:14.000] 今もうほとんど魔法で攻撃するから
[04:23:15.640] 受け流しないしされないし。
[04:23:21.399] タコマスはまだいけないけど怖くて理由は
[04:23:24.439] 怖いから[音楽]
[04:23:37.920] ちょっとMPがさ、足りねえんだよな。
[04:23:41.199] 白ねぎがな。
[04:23:48.319] どこのスタンプ?そのおいって何の
[04:23:51.080] スタンプ?それちっちゃいな。[笑い]
