[00:00:50.800] ひ茶まどびっくり。[音楽]
[05:35:22.958] オ
[05:35:29.320] イエス。
[05:35:30.360] 栄養所に素直は無理っぽいから明日受け取って。笑。
[05:35:34.932] [笑い]
[05:35:35.360] はい。はい。明日受け取ります。すいません。ごめんなさい。ありがとうございます。
[05:35:41.320] 笑笑。
[05:35:42.160] ま、配信で開けるようにしますわ。
[05:35:43.480] 配信で開けるようにするレッツゴー。
[05:35:46.120] これがもしクリアして終わっちゃってたとしても次の配信で開けるようにするね。ありがとう。ありがとう。ヤッホー。
[05:35:57.920] ほら、ボサっとしないで。他のみんなも送って早。早くぼさっとしないで。ほら、他のみんなも早く
[05:36:05.000] 早くプレゼント用意して。早く。
[05:36:06.718] 不材表にドライバーとか書いてないの?こ
[05:36:10.200] ドライバー番号わかんない。
[05:36:14.360] 不表捨ちゃった不俺
[05:36:16.198] [笑い]
[05:36:17.600] 1回1回さ1回さあの1回あの不材表さ
[05:36:23.480] 1
[05:36:23.638] 回あのなんだっけ?あれ再配達お願いして捨てちゃった。うん。
[05:36:30.760] え、絶賛準備中
[05:36:32.480] 拾ってきなさい。[笑い]
[05:36:35.760] 一旦準備中。絶賛準備中なの?ありがてえ。
[05:36:40.920] 何くれるんだろう?年に
[05:36:43.052] [叫び声]
[05:36:45.920] 1
[05:36:46.120] 回の今日はもう年具年具宮具の回収日なんだから言うけど遠慮なく言うけど。あ、そうなのじゃなかったらこれ誕生日配信で
[05:36:58.840] 30歳でなんて言わに困るものです。
[05:37:02.040] やめてよ。何それ?処分に困る。
[05:37:05.320] 入ってんじゃないの?今日の分
[05:37:07.000] も今日の分入ってるかな?ちょっと見てくる。しぶしぶ。ちょ、一瞬見てくるね。一瞬からもらうもんで面がるなよ。
[05:37:34.200] 笑。
[05:37:38.080] これ
[05:38:08.760] に毛さんの代わりに荷物を受け取りたいと
[05:38:11.520] 連絡があったのですが
[05:39:02.520] あ、不材表入ってないね。入ってないんだ
[05:39:05.520] けどさ。
[05:39:09.400] 入ってないんだけど。昨日のはあるのよ。
[05:39:12.120] 伏捨てちゃったって言ったけど、これ同じ同じ人かな?同じ番号かな?昨日のだるよ。昨日の
[05:39:21.558] 電話してみれば。笑
[05:39:23.080] 電話してみる。電話してみようか。同じだっといいけど。
[05:39:35.318] [鼻息]
[05:39:41.000] 今日は違いますとか言われねえかな。
[05:39:45.160] ちょっと待ってね。ちょっと待ってねって
[05:39:47.240] いうか、ちょっとや、一応ここで電話すん
[05:39:48.798] だよ。なんか住所バレしそうだから。
[05:39:56.600] めっちゃ怒られそう。
[05:43:04.718] あ。
[05:43:11.760] ミュートなんですけどね。
[05:43:14.520] さい、すいません。
[05:43:16.710] [笑い]
[05:43:17.120] どうだったの?
[05:43:18.478] めっちゃ全部喋ったのに今ミュートだった。あの、今日ダめだって。ダメだってさ。ダめだった。あの、今日、今日自分じゃないですねって書いちゃった。でさ、今日の不在表が入ってないのよ。
[05:43:23.916] [音楽]
[05:43:32.200] もう1
[05:43:32.400] 回玄関見てきたんだけど、今日の不材表が入ってないんだよね。
[05:43:40.040] だから今日の人電話かけらんないんだよな。
[05:43:54.320] じゃあ今日のやつ閉めよう。
[05:43:56.668] [笑い]
[05:43:57.798] いや、まあ再配達以来受け取れてない俺が悪いんですけどね。
[05:44:02.798] 俺が1
[05:44:03.280] 番のゴミなんですけど、それは本当に申し訳ないっす。
[05:44:06.840] でもそいつが悪い。
[05:44:08.440] うん。俺が1
[05:44:09.000] 番悪い。再配達以来て受け取ってねえんだから。本当に申し訳ない。
[05:44:17.400] 笑笑。
[05:44:21.400] え、今日の持ち戻り分ってさ、再配達以来するか。いや、なんで入ってないんだろう。不財表。
[05:44:43.840] あれ?真ん中の島向いて欲しいんですけど
[05:44:45.958] 、これ
[05:44:48.360] 真ん中の島さ、
[05:44:52.558] もう何?
[05:44:58.718] カスタマーサービスみたみたいなのって
[05:45:00.680] 18時までなんよね。本日。
[05:45:03.240] ああ、そうなんだ。じゃあ無理かな。ごめんなさい。でも必ず受け取ってあの配信で開けますもんで。
[05:45:18.878] ちょ、何なのこいつ?何?ちょっと
[05:45:22.040] ちょっとちょっとちょっとぐるちょっと何
[05:45:23.320] してんだこいつ?
[05:45:26.878] バグってないか?なんかバグってないか?
[05:45:30.840] こんなとこぐるぐるして。
[05:45:36.680] 何してんのよ、これ。真ん中の島の方向い
[05:45:39.000] てくんだけど俺登れないでしょ。
[05:45:52.520] ほんでさ、そっち、そっち行ってよ。ちゃうって。そっち、その島の方行ってくんな。今、今。
[05:46:00.160] よし、よし、よし。
[05:46:03.760] ルビゴなんか今自分の自分のシャフシャフさんにちょっと今ちょっとへこんでるね。自分のシャフさに今へこんでる。
[05:46:20.114] [笑い]
[05:46:25.000] レッツへゴー。
[05:46:26.160] プレゼントの受け取りもできないなんて。
[05:46:31.320] ヤッホー。
[05:46:36.040] へこんでるの伝わるよ。笑。
[05:46:38.456] [笑い]
[05:46:41.074] [叫び声]
[05:46:42.040] せっかく送ってくれたプレゼントも受け取ることができないなんて。
[05:46:47.120] そんなに難しくらいに届くの?
[05:46:49.958] 色はハきウき。
[05:46:51.040] そんなに難しいことじゃないですよね。多分それって。あ、やべ。
[05:46:56.878] え、明日何時ぐらいに届くの?ごめん。まだ明日の依頼してない。
[05:47:02.036] [笑い]
[05:47:03.680] まんまみや
[05:47:05.558] だって不材表なかったからだってできないじゃん。再配達以来は。
[05:47:26.878] 朝一でいいならやっとくけど。
[05:47:29.320] ま、やる。
[05:47:32.520] え、持ち戻りってマジで
[05:47:36.878] 来てないだろう。ピンポンなんだお風呂
[05:47:39.600] 入ってたかな?[笑い]
[05:47:42.040] あ、違うよ。配信始まってた1時だから
[05:47:45.718] イヤホンしてたらさ、気づかねえよな。
[05:47:55.840] 不材入れてよ。
[05:48:04.798] あと再配達以来まですっごい長いのよね、
[05:48:07.958] これ。パスワード入れたり、メール
[05:48:10.840] アドレス入れたり。午前中。明日の午前中
[05:48:14.080] 。
[05:48:24.920] オケ。オ
[05:48:29.040] 不材表入ってないのは不思議だよな。
[05:48:31.520] ていうかさ、これって配ボックスには入れてくれないの?ダメなのかな?やっぱこれあの人が送ってきてるやつだから反抗もらわなきゃダメとかなのかな?ヤッホー。
[05:48:54.280] 星リス。
[05:48:55.920] うん。マジ、マジとか
[05:48:58.638] マジのマジに送ってきてくれてるやつ。
[05:49:02.440] 俺の住所当てに
[05:49:04.080] 事前確認ができてないとできないんじゃない?
[05:49:07.080] あ、そうなのか。あ、あ、あ、あ、あ、危ね。ヤッホー。
[05:49:23.040] Amazonは指定してるからね。
[05:49:25.040] ああ、こっちが指定しなきゃダメなのか。
[05:49:29.160] え、じゃあ俺指定できんのかな、これ?俺今指定できる?箱に入れといて。パックとかも郵便局側に事前申請しないとお気配できないんよな。
[05:49:41.638] お気配じゃない?
[05:49:42.400] これはちゃま君が設定できるのかな?
[05:49:46.798] 私の方では対面になってる。
[05:49:49.840] 本当だ。対面になってるね。
[05:49:55.200] 大和ならめしてれば配達前に連絡来て玄関できるよ。
[05:50:00.600] あれが選べなかった。あの選べないようになってたわ。ボックス対面じゃなきゃダめだって。
[05:50:06.240] 手渡し限定だ。
[05:50:07.600] 手渡し限定です。
[05:50:14.440] まあ指定した時間にちょっと出れなかった僕が悪いです。本当に申し訳ない。
[05:50:30.200] 残念ながら現金入ってないのにね。アメリカの配闘率
[05:50:35.080] 60%超えてるんじゃなかったっけ?
[05:50:37.638] あ、そうなんだ。
[05:50:41.080] まあ本だけだよな。あんなの盗まれねえのよく盗まれねえよな。
[05:50:51.360] 俺なんかS2
[05:50:52.400] 置きされたんだかな。信じられねえだろ。しかもお気配すんなって設定にしたのに。マジで最近の
[05:50:53.906] [笑い]
[05:51:00.600] Amazon終わってるからね。
[05:51:01.760] えぐい。
[05:51:02.478] マジで。マジで最近のね、
[05:51:04.400] 日本でもお気配はかなり盗まれてるらしいよ。
[05:51:07.240] あ、そうなんだ。よく俺大丈夫だったな。
[05:51:09.200] マジで大丈夫だったんでなんとかもう仕事
[05:51:13.558] さ、あの何、もうSwitch2
[05:51:16.040] Amazonからさ、配達完了しました
[05:51:18.160] つさ、俺の玄関の外にこうやってS2ポン
[05:51:20.920] と置いてある写真が送られてきてさ、
[05:51:23.360] もう仕事なかったよな、マジで。
[05:51:25.520] 半日ぐらいドキドキしすぎ
[05:51:27.638] て。ちょっと待ってよ。
[05:51:31.878] Amazonに文句言いたくなさ。いや、
[05:51:33.878] あんだけ
[05:51:34.520] 個人
[05:51:34.840] の牌なんかチェイン切ってでも持っていかれそう。
[05:51:38.280] その話大好き。いや、めっちゃ怖します。ヒやひ、ヒヤヒヤしたんじゃないのだよ。本当に
[05:51:46.080] くそヒやヒヤして。
[05:51:48.680] 私はコンビニで受け取りにしてる。
[05:51:50.840] まあ、その方がいいよね。でもさ、あれだけは絶対そのお気配すんなって。
[05:51:56.638] に高額商品がやめて。
[05:51:58.280] お、いいや、俺がそれでね、設定水ってお会えにしてたら俺がバカじゃん。だったらいいんだけど、お機会すんなってやったのにお会いして帰ったん。
[05:52:05.718] 最近のAmazon
[05:52:06.478] はマジでゴミ。正直言っちゃ悪いけど。あの
[05:52:10.040] Amazon
[05:52:10.600] パートナーみたいなさ、どこのあれかもわかんね。なんかタイミーみたいなのがさ、配達してっからさ、本当に質が悪いんだよね。
[05:52:14.472] [笑い]
[05:52:21.160] Amazon
[05:52:21.558] で配達場所間違えられたことありますか?
[05:52:24.600] 配達場所間違えられたことも部屋間違えられたこともあるし。
[05:52:27.440] の奥さん見つけよ。
[05:52:29.200] あの、間違えられたこともあるし、あの、なんつうの、あの、宅配ボックスの番号間違えられたこともあんの。あの、不財表に書いてさ、宅配ボックス何番に
[05:52:40.440] 番号何々で入れましたって書いたんじゃん。で、俺らそれを見てさ、あの、番号入れてさ、
[05:52:45.840] 情報が、
[05:52:46.958] あの、撮るわけじゃん。それ番号が間違えてつた。開かねえんだよ。ほんま。
[05:52:51.154] [笑い]
[05:52:53.920] Amazon、そのやめなよ。
[05:52:55.798] お金られた場合お金戻ってきますよ。
[05:52:59.360] ああ、でもなんかちょっと待って。なんかモ立ってきた。え、これ何の?ちょっとごめんね。
[05:53:16.080] 目が回る。目が回る。
[05:53:23.520] 荷物来たかようよ。おろろらろろろろろ。
[05:53:56.120] み3エシロン3333
[05:54:03.400] エプシロン333
[05:54:07.200] 夜もう1回来るの疲れた。
[05:54:10.718] 今日夜もう1
[05:54:11.400] 回来るってさ。あ、ごめん、ごめん。あ、よ、ごめん、ごめん、ごめん、ごめん、ごめん。ここ、この状態であれしちゃった。ごめん、ごめん。なんか今日夜もう
[05:54:16.304] [笑い]
[05:54:23.840] 1
[05:54:23.958] 回来るから不在表入れませんでしただって。いや、それはどうなの?それはどうなの?今日夜もう
[05:54:28.094] [笑い]
[05:54:30.840] 1
[05:54:30.920] 回不在表入れませんでした。いや、あ、まあいいか。
[05:54:38.160] それはどうなの?
[05:54:41.440] やった、
[05:54:42.320] やったぜ。お、けんけんてんてんててんてんてんてんてんてんてんてんてんてんてんてんてんて。この曲好き。
[05:54:52.000] どっちもどっちだけどやちゃまり。まあ、攻められない。
[05:54:56.160] え、64
[05:54:57.958] 番のメタルマリオってこんな警戒に動けるんだ。
[05:55:02.958] 5G。5G。5G。5G。
[05:55:06.200] あ、終わっちゃった。やべ、終わっちゃう。終わっちゃった。終わっちゃったよ。終わっちゃったよ。
[05:55:14.958] 見た目はそのままで重量増加した感じ。
[05:55:17.798] うん。なんかDS
[05:55:18.840] 版のやつはなんか動きもすごい重たかったイメージも
[05:55:21.360] 指定時間よりかなり早くて不材表を置いていったのでぶち切れました。
[05:55:27.478] まあそういうこともあるよね。
[05:55:30.958] Amazonで間違えられた場合、
[05:55:32.920] Amazonに電話すると配達員に
[05:55:35.000] Amazon
[05:55:35.400] 側が電話して出なかった上もう読むの疲れた。
[05:55:39.000] 64の画面結構ような。
[05:55:41.120] そうだ。ごめん。俺のあの操作がゴミすぎるっていうのもある。待って。なんかここもなんか赤いおい。ここも赤コインあるんかい?じゃやるけども。じゃやるけども。あ、なるほど。分かった。メタルになって。ちょっとこれちょっと酔う。
[05:55:57.760] マジでこのゴミちょっとゴミゴミヤッホー。
[05:56:09.478] あ、メタルの状態になって
[05:56:12.360] ファイブミー
[05:56:17.600] 良い飲むわ。
[05:56:18.600] やべ、そんなにごめん。てレビを見る時はだよ。
[05:56:21.410] [笑い]
[05:56:28.798] なんとかかんとか明るく見てね。スイッチ果てで押すは
[05:56:35.920] なんかさっきからガチャンって押してるよね、俺。
[05:56:38.718] 見たいもん。
[05:56:39.840] 見たいもん。嬉しいね。
[05:56:41.920] 誰がカプチか
[05:56:43.240] 嬉しいね。ア
[05:56:44.000] チャットしてる時が1番寄った。
[05:56:46.320] ウアルチャット。
[05:56:48.360] ウルチャットなんかエロいんでしょ。エロいことできるでしょ。適当なこと言ってる。
[05:56:51.542] [笑い]
[05:56:55.080] VR
[05:56:55.478] チャットってなんかエロいことできるらしいじゃん。聞いた話によるとエッチなことができるらしいじゃないですか。最近の
[05:57:03.160] VRチャットはゴー
[05:57:07.320] すぐそういうことに興味も
[05:57:09.040] でもね、コンテンツがあのね、コンテンツが成長するところには絶対エロがあるんだよ。分かるかい?
[05:57:14.478] DVD
[05:57:14.958] が普及したのはなんでエロ、エロビデオがあるからなんですよ。
[05:57:18.320] 便利そうだなと。
[05:57:19.280] VR
[05:57:19.718] が流行ったのはなんでエロビデオがあるからなんですよ。
[05:57:22.520] やはりエロがあるとこに繁栄あり。ヒールゴー。
[05:57:37.000] 麻雀そうだって言うんですか?
[05:57:39.240] いや、麻雀脱い麻雀があるからね。
[05:57:42.040] あがあるとでかいモニターなくても済むし電車とかでも
[05:57:45.440] 1人映画館だよ。
[05:57:46.840] へえ。ARグラスってあるよな。
[05:57:52.400] VR男優は映らない。ああ、確かにVRは
[05:57:56.320] 顔映っちゃいけないもんね。男優の顔が。
[05:57:59.680] ヤッホー。
[05:58:03.360] ヤッホー。は、ブルブ。
[05:58:19.320] AVは半分男流の尻りだからね。
[05:58:22.320] 何?オ
[05:58:31.320] んで?これだ。
[05:58:33.600] エビゴ。
[05:58:34.440] エビゴー。
[05:58:46.360] あのスイッチを押せばいいんでしょ、俺は。
[05:58:51.920] オ、どうやねん。あ、ほんでここが開きますと。なるほどね。
[05:59:05.162] [笑い]
[05:59:07.478] ちょっと勢いつけすぎちゃったかな。
[05:59:11.040] 笑笑。
[05:59:12.558] ちょっと勢いつけすぎちゃいました。
[05:59:17.520] や、[叫び声]
[05:59:19.478] 今何時だ?
[05:59:21.400] ヤッホー。
[05:59:23.240] 今19時でしょ?
[05:59:27.160] 19
[05:59:27.840] 時でしょ。
[05:59:30.280] 20
[05:59:30.558] 時20うんと21時までにあまでに
[05:59:37.080] 60枚や。えあ、いや、
[05:59:40.080] 60枚行きたいっすね。60枚。21
[05:59:43.160] 時までに60枚行きたいっす。けする。
[05:59:48.400] 余裕だろ。
[05:59:49.440] いいね。いいね。かけしようか。じゃあ飛ばしようか。飛葉。え、ちょっと待って。
[05:59:59.840] 21時まで。2時間後で2時間でいやでも
[06:00:04.120] 2時間か。だか
[06:00:06.160] 40過ぎてからだいぶちょっとあのすよ。
[06:00:09.600] 40過ぎてからだいぶスピード落ちてるわ
[06:00:13.000] 。ここまでガンガン来たけど。えー
[06:00:15.260] [鼻息]、うんと21時までに、え、
[06:00:19.920] ステージ、ステージじゃない。ええ、
[06:00:22.000] スター、スター60。まあいいけんじゃ
[06:00:26.240] ねえかなと思うけどね。
[06:00:29.440] スター60枚。
[06:00:34.638] じゃ、投票期間10分にしとこうか。
[06:00:37.520] まだまだあれだから投票期間
[06:00:39.120] 10分。はい。とば
[06:00:40.680] 行けるのか?
[06:00:41.400] トばそ飛ば、飛葉、飛葉、飛葉、飛葉。とば一郎、と一郎さ、やってきます。行けんじゃない?行けそう感ある。だ、こういうね、めんどくさいコースばっかやってたらいけないから。
[06:01:03.558] どっかでなんかがっつりがっつりどっかであの簡単なところを行く。ヤッホー。
[06:01:19.280] オールインしました。
[06:01:20.520] オールイン。
[06:01:22.058] [笑い]
[06:01:22.120] 60行けるっしょ。60
[06:01:23.878] いけるよね。行ける気がする。俺も行ける気がするけど。
[06:01:33.478] ね。よしよしよしよしよし。絶対あそこ幅飛びで行く。
[06:01:34.504] [笑い]
[06:01:38.400] 行ける。
[06:01:39.240] え、行けるよね。
[06:01:39.878] 行ける
[06:01:41.000] 行けるや。おいおいおい。できないにかけすぎやろ。お前ら行けるて。大丈夫だよ。
[06:01:51.080] 9時でしょだって。で、
[06:01:53.360] 9時で1
[06:01:54.240] 回昼、あ、昼飯じゃない。夜ご飯。
[06:01:56.478] 夜ご飯休憩かな?
[06:02:00.718] 1
[06:02:00.878] 回夜ご飯休憩入りたいすね。それでね、ヤッホー
[06:02:10.400] 3600倍で戻してもらう。
[06:02:12.638] 3600倍。今が[笑い]
[06:02:15.000] がいいことになってる。
[06:02:16.840] いけるが3600倍嘘。チネポ
[06:02:19.700] [笑い]
[06:02:23.558] 3600倍。
[06:02:26.798] リーさん壊れちゃうよ。そんなの
[06:02:28.280] 戦闘にするならホットMOD
[06:02:29.920] がおすめですよ。
[06:02:31.320] いや、もうなんか家にあるもん。適当に食うよ。
[06:02:34.400] 闇の上闇の大穴作業リフト煙目右煙メール行きましょう。ヤッホーヤッホーヤッホ
[06:02:47.958] 60だよ。だってあと16
[06:02:49.638] 枚だよ。行けるでしょ。
[06:02:54.520] ひってんの?何これ?え、こっからは入れない。
[06:03:07.520] なんであいつは行けんだよ。お前。あ、ダメなんか行けないんかな、これ。本当に。ああ、行けねえよう。なってるわ。あ、だめだ。
[06:03:23.320] 行けない。こっからじゃないんだ。どっ
[06:03:24.520] から入ればいいの?煙迷路でどうやって
[06:03:27.520] 入んのよ。
[06:03:36.638] どうやるねん、それ。
[06:03:46.840] こいつ使うのかな?え、どうやって入るんだろう?ヤッホー。
[06:03:59.916] [叫び声]
[06:04:06.478] この上は関係ないと思うんだよな。あ、なんか扉あるな。
[06:04:16.120] なんか扉あるよ。何あれ?そういえば何あれ?
[06:04:24.798] あ、違う。1
[06:04:25.280] 番最初来たとこか。いや、これ関係ないな。多分これ何もないはず。
[06:04:35.760] ん、じゃあ、あっち側かな?反対側かな?
[06:04:42.760] 何これ?ここは何?この作怪しい煙に注意息ができません。苦しくなったら高いところへ。なるほど。
[06:04:51.440] ここだ。
[06:04:56.920] あ、なるほど。こういうことね。
[06:04:59.718] ちょっとやめて。
[06:05:02.120] 誕生日おめでとう。
[06:05:03.478] なちゃん、こんばんは。ありがとう。
[06:05:06.600] ちょっと待って。やめてくださいよ。あ、ちょろプーや。好きなちゃん、こんばんは。え、マリオ
[06:05:15.680] 64
[06:05:17.400] 耐久120
[06:05:18.958] 個やっています。ちょうど今飛ばやっててさ、今あのスターさ、今ねスターが
[06:05:26.240] 44枚なんですよ。9時までに
[06:05:30.200] 9時までに60
[06:05:31.160] 行けるか飛ばやってるからよかったらかけてみ。
[06:05:40.040] この頃にはもうステージの制限時間ってないの?だね。
[06:05:48.360] でも今
[06:05:50.040] 6時間ぐらいやってますけど
[06:05:51.840] 6時間でもう44枚来てるんすよ。6
[06:05:54.878] 時間で44枚だよ。
[06:05:56.718] 結構すごくない?結構いいペースでしょ?このね、あれだよ。ステージのタイムリミットってのは多分ね、あれだからね。あのお、マーブル、
[06:06:10.400] マーブルじゃん。レイドありがとう。レイドありがとうね。配信お疲れちゃん。おい、マーブル、俺も
[06:06:20.320] 30歳になっちまったよ。
[06:06:24.080] 30
[06:06:24.558] 歳になっちったよ。
[06:06:27.760] お誕生日おめでとう。レイドハゲからだよ。かけてくれる人増えるかな?笑生日おめでとう。
[06:06:35.320] 30
[06:06:35.798] 歳になっちったよ。おい、マーブルのことじとか言ってよ。バカにしてたのによ。
[06:06:45.958] まだなってない。定期ハゲから
[06:06:49.440] ありがとう。みんなこんばんは。アルさんこんばんは。抱っこしまさんもこんばんは。
[06:06:54.080] えっと、スーパーマリオ64、え、
[06:06:56.840] 30周年、6月24日で30周年、僕は6
[06:06:59.718] 月11日で30周年ということでダブル
[06:07:02.958] 30周年お祝い企画
[06:07:06.594] [叫び声]
[06:07:07.478] もうマーブルのせいで落ちたやんけ。お前のせいや。
[06:07:13.142] [笑い]
[06:07:14.520] 詐か
[06:07:16.520] 何?何?何?何?チャラまる。あ、やべ、チャラまる。もっと
[06:07:19.878] GGが出てきたわ。もっと
[06:07:22.000] Gじ来ちまった。じのせいや、
[06:07:24.600] もっとGGが来た。
[06:07:26.200] 笑い男さんこんばんは。ハッピーバありがとう。
[06:07:27.798] 30歳なっちゃっ
[06:07:28.680] ちゃんに飛びしていき笑。
[06:07:30.558] もっとじが出てきた。
[06:07:33.120] こんばんは。誕生日
[06:07:34.718] さんありがとう。ハチャットありがとうございます。
[06:07:36.400] みんなじになるんやで。
[06:07:38.120] もうみんなじになるんだな。いや、だからさ、俺はね、あ、さっきも言ったけどちゃまくんて
[06:07:47.080] ありがとう。
[06:07:48.600] さん誕生日
[06:07:53.520] 星リストにもたんまり追加したんでねよかったら皆さんね、あのどんどん送ってください。言っとかねえとな。言っとかねえとな。誕生日配信なんだから言っとかねえとな。
[06:07:57.684] [笑い]
[06:08:03.798] じじでごめんなさい。
[06:08:04.958] いやいや大丈夫。俺もじじになっちゃったからね。俺もじじになっちまったから。俺はねチま君んてなん若いのになんでそんなにレトロゲーム詳しいのって言われる。
[06:08:16.040] 言われることに快楽を得ていたのに、もう、もう、もうただの、ただのレトロゲーム好きのおじさんになっちゃったんだよ。若いのにレトロゲーム好きっていうブランディングができなくなってしまった。それ相応になっちゃった。
[06:08:32.638] 笑笑。
[06:08:33.958] それ相応になっちゃったんだよ。まあ
[06:08:36.360] 30
[06:08:36.760] 代だし、レトロゲームまそっかっていう。
[06:08:39.604] [笑い]
[06:08:41.080] 笑笑。
[06:08:42.360] 俺のブランディングができなくなっちまったんだ。
[06:08:46.000] 若いのにチま君ってレトロゲーム詳しいよねって言われたいのに。さんこんばんは。え、シさんもこんばんは。さんこんばんは。
[06:08:55.600] チさんこんばんて言わなかったけど。まだまだ赤ちゃんみたいなもんかね。
[06:09:00.680] レトロゲーしてる人たちからしたら
[06:09:02.680] 30
[06:09:03.080] でも若者だよ。上の人たちの方が死に近いんだから。チャ
[06:09:05.804] [笑い]
[06:09:07.760] ラ丸るの前で言うなよ。そういうこと。チャ
[06:09:10.400] ら丸の前で言う。
[06:09:11.440] レイドからこんばんは。おめでとうございます。
[06:09:14.478] あさん、ありがとう。
[06:09:15.400] 笑笑。
[06:09:16.040] ありがとうね。
[06:09:17.600] 俺なんてもう死んでるからね。
[06:09:19.560] [笑い]
[06:09:21.526] [鼻息]
[06:09:22.320] 何言ってんだよ、チラマロおめ。これからもトロゲームやってくんだろうか。
[06:09:26.958] 笑笑。
[06:09:32.040] ま、でもチャラマるの場合はあれだからな。あのレトロゲームが好き。レトロゲームが好きなのは。そう。ああ、もういい。もう、もういい。
[06:09:39.210] [叫び声]
[06:09:41.478] の中から意で配信してるのかも。
[06:09:44.280] そのうち介護施設でみんなゲームしてそうやな。かあと
[06:09:48.120] 1分
[06:09:48.718] かけあと1分あと1
[06:09:49.878] 分であの今かけ賭やってんだけどよかったら参加してくれ。
[06:09:53.680] 21時までにスター60
[06:09:55.120] 枚行けるか。ちなみに今
[06:09:56.840] 44枚
[06:09:59.280] 120枚耐久してるから
[06:10:01.760] 30
[06:10:02.240] からほんま早いで。
[06:10:03.878] みんな言うんだよ。それみんな言うんだよ。
[06:10:05.410] [笑い]
[06:10:07.080] 20代もだいぶ早かったで。
[06:10:09.400] 笑笑20
[06:10:11.320] 代もだいぶ早かったけどな。
[06:10:13.040] これがち。
[06:10:14.360] いや、怖いな。あんなこと言ったらもうチャラ丸なんかもう俺ら、俺らの
[06:10:18.680] 1年がチャラ丸にはもう5
[06:10:19.840] 分ぐらいになってんじゃない?
[06:10:21.786] [叫び声]
[06:10:25.040] ほんま30からは早い。
[06:10:26.760] やだなあ。もう今ま今今でも十分早かったって。
[06:10:30.878] 5
[06:10:31.040] 分。笑笑
[06:10:32.878] 十分早かったって。
[06:10:33.920] 俺昨日まで23
[06:10:35.120] やったもん。もうそれは多分チャラ丸がボケてるんじゃないのか。
[06:10:36.852] [笑い]
[06:10:42.000] 笑。[笑い]
[06:10:43.878] 呼吸したら1日終わってる。
[06:10:50.120] マジでさ、20
[06:10:51.240] 後半になってからさ、あれ、もうこんな時間かっていうこと増えたもんな。仕事はそのぐらいで終わってくれ。
[06:10:59.160] マジで20
[06:11:00.478] 後半からあれ、もうこんな時間っていうことがマジで増えた。
[06:11:05.958] おじいちゃんご飯はもう食べたでしょ?仕事の日早くない?
[06:11:09.798] 早い。
[06:11:10.600] 笑。前まではなんか若い頃は
[06:11:13.120] ガチで1
[06:11:13.718] 年が半年くらいにはで家帰っ本当に仕事が長くてうわ、まだこんな時間かよとか言ったのにもう最近なんか仕事してて、あ、やべえ、もうこんな時間じゃん。やべえつって時間足んねえみたいな。
[06:11:27.942] [笑い]
[06:11:30.440] やだね。
[06:11:41.040] こ慎重にな、もう落ちんなよ、ここ。慎重にね。あ、飛ば終わったね。飛ば終わっなあ。もうしてても気がついたら
[06:11:47.592] [叫び声]
[06:11:48.902] [うめき声]
[06:11:50.520] 20分経ってる。
[06:11:52.840] あそこどんだけシビアやねん。あれ
[06:11:54.796] [笑い]
[06:11:55.840] もう6月やで。信じられんわ。
[06:11:58.680] 本当だよな。本当だよね。もう
[06:12:01.320] 6月だよ。半年終わったんだぜ。
[06:12:03.360] 今年
[06:12:04.558] 何もしてないよ、俺。今年まだ
[06:12:07.242] [笑い]
[06:12:07.520] 今年まだ俺何もしてないんだけど。ヤッホー。
[06:12:10.920] 気づいたらお正月やで。
[06:12:12.600] 本当だよな。ヤッホー。
[06:12:16.920] 夏やだ。
[06:12:18.718] やだね。夏もやだね。暑いしね。まだ
[06:12:24.478] 6
[06:12:24.718] 月なのにもう30°平気で超えてるもんね。
[06:12:26.638] 最近の夏は暑すぎて破感じるけど
[06:12:29.320] 本当に10
[06:12:30.000] 月後半まで暑いでしょ。それは思ったかもしんないけど。
[06:12:33.680] 10
[06:12:33.920] 月後半、10月上旬まで全然暑いもんね。
[06:12:53.638] どけ。
[06:12:54.040] そのうち泣くとふしかなくなる。
[06:12:56.558] 確かにもう秋とかさ、春とかもないよね。
[06:13:00.958] いやあ、もう頼む。ここも行かせて。もう、もうここちょっと
[06:13:09.558] 9時までに俺行かなあかんねん。
[06:13:19.240] 瞬の美味しいもの消えそう。
[06:13:22.240] 確かになんかそういう
[06:13:23.718] どこに
[06:13:24.638] え、ちょいやい行かな。あかんない。
[06:13:26.320] どこにじゃなくて、そのそういうことじゃなくて、あの
[06:13:27.808] [笑い]
[06:13:29.718] 9時までに60
[06:13:31.280] 枚集めなきゃいけない。飛ばやってんね。今ば言ったやろ、さっき。どこにってなんだよ。行かねえよ。耐久配信してんだから。笑。
[06:13:38.944] [笑い]
[06:13:42.760] どっかに行くと思った俺が気つけて。ここ。よっしゃ。たしあ。
[06:13:52.798] どの辛さが
[06:13:54.320] どこに向かうの?モルハもいますと。
[06:13:58.440] 45
[06:13:59.000] 枚目。えんちゃん、えんちゃ。ちょっと味でちょっと違うコース行くかなあ。え、煙の迷路あれ煙の迷路を抜けてやったつもりだったんですけど俺。
[06:14:13.658] [笑い]
[06:14:13.878] あ、耐久か。笑。
[06:14:15.760] 煙の迷路を抜けてやったんじゃないの?俺今違うの?何をやってたの俺は?煙の迷路を抜けてをやったつもりだったんだけど。煙の迷路の非常口なんで
[06:14:20.864] [笑い]
[06:14:26.478] 2個あるねん、これ。
