[00:00:15.960] こんぽ
[02:30:00.200] とか
[02:30:00.880] みんなのわかんない。恵何のキャラ?
[02:30:05.560] あ、そう。いや、石板ね、集めなきゃいけないんだよね、俺ね。
[02:30:06.354] [音楽]
[02:30:12.319] じゃ、そういうわけで、みんなこれからはダーマの水晶でいつでも私を呼び出してね。
[02:30:17.488] [音楽]
[02:30:18.960] 列魔法の人
[02:30:20.680] わかんねえ。
[02:30:22.680] そしたら気合いを込めてイけにしてあげて。
[02:30:25.960] アニメ気にできんの?本当に俺のこと?あ、ごめん。何?あ、これで呼び出せるんだ。
[02:30:34.240] はい。
[02:30:37.720] バレマの申しらないと
[02:30:40.520] 知らねえ。俺アニメとかあんま見てねえんだよな。
[02:30:43.120] このスば、
[02:30:44.760] このスば何このスば?わからん。
[02:30:55.800] この素晴らしい世界にいや知らねてアニメ
[02:31:00.640] 知らねえ。おもろいのそれおもろいの?見ようかな。最近なんかアニメちょっと見てんだよな。おすすめのアニメキボヌすのアニメ鬼希ボヌ。
[02:31:15.640] 推しの子はね、たまにたまにってか見てるよ。の子は今んとこ見てるわ。もろいから。
[02:31:23.720] あと週末の悪キューレもこないだ見たね。全部は見てねえけど。あ、主題家がさ、あのマキシマムザホルモンで俺好きだからそのために見たわ。
[02:31:32.800] れたと思って死んで異世界転生するやつ。メガゾーン
[02:31:36.560] 23
[02:31:37.560] トラクターに引かれたと思って異世界転生するやつ何それ?何それ?メガゾーン
[02:31:43.960] 23
[02:31:45.399] 知らねえ。どんなアニメかもわかんねえ。剥がれんは一番おもれえから。
[02:31:51.640] しかもあのどっちかっていうとフルメタル
[02:31:53.600] アルキビストの前の方ね、あの前のやつね
[02:31:56.880] 、あのエンビーとの決戦であの打ち切り
[02:31:59.760] エンドみたいになって終わったやつあっち
[02:32:01.279] の方が面白い
[02:32:03.279] 昔の方がえぐいんだよ表現がな。
[02:32:06.875] [音楽]
[02:32:09.640] あのメリッサとかが主代だったやつね。
[02:32:14.920] 今広角起動体天マプラで見て。
[02:32:17.120] あ、広角起動体見たいね。面白いんでしょ、あれ。面白いんでしょ、あれ。あれもなんか結構さ、カルト的人気じゃん。手出すのがちょっと怖いわ。なんか今更手出していいのかなみたいな。ちょっと小難しいしさ。
[02:32:38.971] [音楽]
[02:32:42.160] ねえ、これ転職戻そっかな。
[02:32:44.120] どうしようかな。
[02:32:48.640] はい。
[02:32:50.120] あ、だからあれか。要はさ、これさ、つでもどこでも転職できるってことはさ、
[02:32:55.720] 今作品好きな人は好きだと思う。
[02:32:57.680] だよね。だと思う。そんなに雰囲気するもんね。
[02:33:01.439] 第1
[02:33:01.880] 話で出てきた女キャラがレイプされて出産してる方の鋼がれん。
[02:33:07.791] [笑い]
[02:33:08.600] え、そうなんだっけ?そんな重いんだっけ話。
[02:33:12.680] そんな重い話なんだっけ?
[02:33:18.926] [音楽]
[02:33:21.359] え、あのさ、
[02:33:26.120] 要はこれでいつでもどこでもいつでもどこ
[02:33:31.319] でも転職ができるということだよ。道中は
[02:33:34.960] これでレベルを上げていきながら行って
[02:33:36.880] ボスの時だけちょっとこの転職戻そっかが
[02:33:40.439] できるってことだよね。
[02:33:41.720] の映画とかもう装備品みたいな感じなんだろうなとかなんかすげえてなった。
[02:33:45.126] [音楽]
[02:33:46.840] 装備品みたいな感じで気分でできちゃうということだよな。お、
[02:33:58.600] ありがとうございます。
[02:34:01.279] 100
[02:34:01.600] ベットありがとうございます。昨日競馬当たったんだな。いくら買ったの?ゲマさんこんばんは。
[02:34:04.776] [笑い]
[02:34:07.760] いくら買ったの?え、
[02:34:10.080] すりより金
[02:34:12.640] ありがとうございます。ないついくら勝ったの?ゲマさん
[02:34:17.222] [音楽]
[02:34:21.240] 18
[02:34:21.800] 万。
[02:34:22.359] ええ、
[02:34:24.399] 18
[02:34:25.040] 万勝つってすごくない?わかんないんだけど。わかんないんだけど俺あんまりあのよく分かってないんだけど。
[02:34:30.520] 18万勝ってすごいよな。なんだこいつ。
[02:34:37.120] 何回も
[02:34:39.920] あ、ちょせ、回復してから来ればよかった。
[02:34:44.319] 18万も買ったんだったらさ、100
[02:34:46.680] 円じゃ足んなくない?
[02:34:48.720] 100
[02:34:49.000] 円じゃ足んなくない?もっと分けたくない。ちなみにほらドネルもあるからドネルもあれ?これ回復ってどこでやんの?
[02:35:00.840] しょうがないな。
[02:35:02.000] おお、いいね。
[02:35:05.560] いいね。やっぱ
[02:35:08.000] 18万も買ってたら18
[02:35:09.399] 万買ったら働かなくていいね。
[02:35:11.880] ね。毎月18万
[02:35:13.880] バナナチア100
[02:35:15.359] ありがとうございます。それは俺も持って俺ブラックジャックと一緒だからブラックジャックと一緒で金持ってない人からはあのそんなビツ投げろとか言わないけど持ってる人からもらうよ。ブラックジャックと一緒だからさ。
[02:35:18.137] [音楽]
[02:35:33.560] 持ってる人からはお前法害な値段もらってくる。足りないぐらいだよ。
[02:35:38.080] 18万金の買ってる人から
[02:35:40.439] 200
[02:35:40.840] ビッもらってぐらいじゃん。いや、でもありがとうございます。いや、でもありがとうございます。ちょび、こんばんは。俺のドネルな。のドネル投げろよ。お金あげた。
[02:35:43.027] [笑い]
[02:35:54.120] 持ってないのに要求されたので。
[02:35:56.782] [音楽]
[02:35:58.399] すごいね。
[02:36:00.840] 言ってみるもんだね。
[02:36:03.333] [笑い]
[02:36:04.160] 1000
[02:36:04.560] 円もくれたの。ありがとうございます。いや、言ってみるもんやね。
[02:36:10.279] 集金チャンネル。
[02:36:11.240] 集金チャンネルです。のんびさんが
[02:36:14.720] 1000円くださいました。は、
[02:36:16.880] 1000
[02:36:17.319] 円ってのがいいよね。まだね、そのドネルのいいところはそのなんかビッツとかそういうなんかごまかしじゃないから円だから円やっぱ円よ。
[02:36:25.439] 1番嬉しいのはもらったらやっぱ円が1番
[02:36:28.640] うまいから1000円1000
[02:36:31.479] 円ありがとうございますみるもんやね。
[02:36:37.359] 言ってみるもんやね。
[02:36:40.680] 1000円もいいんですか
[02:36:46.200] 000円あったらうまいもん食えるからな
[02:36:48.399] 。ビッツもちろん嬉しいけど
[02:36:51.148] [笑い]
[02:36:51.399] いやもちろん嬉しいよ。
[02:36:52.720] もちろんゲマグさんから200
[02:36:54.399] ビもらえましたけど。
[02:36:56.120] と男しかもしかもせ、[笑い]
[02:37:01.080] 1000円女の人に
[02:37:04.000] 1000
[02:37:04.319] 円多分課金したらなんか可愛い踊りとかやってくれたりさ名前呼んでくれたりとかなんかすんのに俺別にこもらえてへえって言うだけだからね。特になんかその見返りないっていう。
[02:37:14.729] [笑い]
[02:37:18.279] 笑笑。
[02:37:20.120] 多分VTuberとかにね、
[02:37:22.920] VTuberとかに1000
[02:37:24.880] 円投げたら多分こういう風にカメラ、カメラこうやって切り替えてこうやって切り替えて、え、のみさん
[02:37:31.600] 1000
[02:37:31.880] ビッツありがとうございますか言ってアホな顔してやってくれるんだけどないうちはそうそういうのないっす。え、なんか言ったらくれたんだけど言ってみるもんだな。
[02:37:38.309] [笑い]
[02:37:41.720] アホな顔してな。
[02:37:42.880] アホな顔して。うん。バーみたいな顔して。
[02:37:45.279] おお。
[02:37:46.600] は顔で
[02:37:47.840] て言わないであげな。笑笑。
[02:37:49.443] [笑い]
[02:37:51.200] え、アホな、アホな顔してやってるじゃん、みんな。
[02:37:55.520] 笑笑。余敗批判チャンネル
[02:37:57.959] [笑い]
[02:38:00.160] 冗談冗談ね。冗談だから。え、何?ダーマの方角。そんなもん知るか。
[02:38:07.960] 思想出たわね。
[02:38:09.749] [笑い]
[02:38:11.040] しじゃない。
[02:38:12.120] 女大好き。
[02:38:13.720] 女。うん。女。女ね。
[02:38:15.600] あ、何?え、何?
[02:38:18.680] ああ、
[02:38:19.760] 何?何?何?何?心配すんな。殺しねえ。でも悪く思うな。これが俺たちのやり方なんだ。え、こええ。殺すよりひどくない?これ。どうなってんの?これ。これ死ぬやん。あ、終わったわ。
[02:38:26.779] [咳払い]
[02:38:28.089] [笑い]
[02:38:44.080] 何な?何やってんだ?
[02:38:48.200] ガボの狼死んだやん。あ、相言葉間違えた。
[02:38:50.359] [笑い]
[02:38:51.840] え?相言葉間違えたらどうなんの?相言葉なんか知らないんだけど。何?相言葉って?相言葉って何?何?相言葉
[02:39:00.185] [音楽]
[02:39:03.120] ねえ。
[02:39:06.000] 相言葉って何?
[02:39:08.760] のばら。
[02:39:10.640] FF2な。これ
[02:39:12.960] ん
[02:39:14.399] フリオニールな
[02:39:15.640] は
[02:39:19.279] おいきやがれよしよしよしなんかわかんないけどなんかわかんねえけど言ったわ
[02:39:24.399] やるやん
[02:39:24.840] よしよし
[02:39:27.880] 何
[02:39:30.920] うが俺はもうダめだよ早く新鮮な空気が吸いたくてたまんねえどうにも思い出すねえお前たちの顔にがあるような内容
[02:39:40.640] 認めたくないが、いよいよ俺もエテボンゲ並みにバカになってきたってことかい。
[02:39:46.680] カジラは変わったよ。あのおかしな石板を手に入れちまったからな。明日は何人地面に埋めてやろうかな。最近金を奪うことよりも人を生きめにすることに俺は夢中なんだよ。何?
[02:40:03.880] あ、ダメなんだ。
[02:40:12.720] お、エテポンゲや。
[02:40:16.359] あら、
[02:40:17.399] あら、新入りハンデッカうち食事場やっております。えてボンゲ言いますねん。お腹かして帰ってくるみんなのために料理頑張ってますの。
[02:40:33.600] これ以上派手にやらかすとダーマの新援体に目をつけられるってのによ。頭らはもっと強いやつがアジに殴り込んでくるまで暴れろって言うんだぜ。
[02:40:40.279] で握ってそう
[02:40:42.366] [笑い]
[02:40:43.880] ごめん。無理やなあ。
[02:40:46.040] 無理やな。おにぎり。おにぎり素で握ったらちょっとごめんな。何?
[02:40:52.960] ちょっとラップで握ってね。ラップで。
[02:40:56.720] 人は何べ注意してもあの野郎同じ間違いを何度も繰り返しやがる。え、テポンゲのバカさけには俺もうんざりだぜ。あ、こいつがボスなのか。こいつ汚ねえ。気持ち悪いな。なんだよそれ。脇で握るって。お、三賊の鍵。
[02:41:19.279] 山族の鍵ってこれあれなの?消費アイテムなの?え、これさ、山賊の鍵?え、盗賊の鍵?山賊の鍵なんだ?
[02:41:29.359] 握ってねえじゃん、それ。
[02:41:31.200] 握ってねえな、それ。ちょ待って。盗賊の鍵。あ、違うんだ。山賊の鍵って。あ、はあん。じゃあこっちだろ。
[02:41:50.960] おい、おい、おい。こんな簡単でいいのかよ。
[02:41:59.800] 親父は気でおにぎり握ってるよ。
[02:42:02.120] 汚ねえな。なんだよ来た来た親父って。あれじゃねえかな。何だっけ?魔法陣ぐるぐるな。えっと、山賊の心。
[02:42:17.720] 条約草層があればつでも元気なお山のお山の雑草魂し
[02:42:22.680] ですね。
[02:42:23.600] うん。なんか昔あの栃木テレビでさやってたんだ夕方。全然覚えてねえけど。ガキの頃すぎて。でもなんかそれだけ覚えてるわ。え、どうしよう。これ転職しとく。これボスでしょ、どうせ。これボスだよな。ご
[02:42:36.640] 1回戻るわ。
[02:42:40.080] ひらりひらりひヒらりラ。
[02:42:41.960] 全然覚えてない。ごめん。
[02:42:43.542] [笑い]
[02:42:44.560] 知ってる風だったけど全然覚えてないんだ。ごめんな。あ、でもあれかな?羊使盗賊。いや、ま、これちょっとこれで行くわ。ごめん。
[02:42:54.160] 知ってる口ですね。
[02:42:59.160] ちょっと一旦戻すわ。あ、でもいいやごめん。踊り子。いや、俺、俺だけ、俺だけちょっと踊り子さ、踊り子だけちょっとあれさせてくんね。やっぱり踊り子だけちょっと
[02:43:09.760] はい。
[02:43:14.720] 踊り子だけちょっとマスターしたい。早く
[02:43:16.319] 。こいつだけ上級色に関係ねえのやってる
[02:43:18.560] からさ。
[02:43:20.720] え、あれだよな。直歴あるんだよね、これ
[02:43:24.120] 。直歴あるんだよな。
[02:43:32.600] てめえら山族のカジを探してんのか。そう
[02:43:34.920] だよ。
[02:43:37.279] ちっこ異性でかなり貫力も不足かもしれ
[02:43:39.760] ねえが。ここのカジは俺だ。
[02:43:42.680] 山族を採したんだろう。退治しに来たんだろう。だったら俺様は倒してみやがれ。可愛すぎるだろ。ポコアポケモンのなんか世界観だな。こいつだけ。えっと、まあまあジバリーラだよね。まずは鳥マジバリーラ。
[02:44:09.479] これが一番強いんだから。ま、そう。MP
[02:44:14.040] が足りない。
[02:44:20.120] 毒とかになんないのかな?毒なんのかな?
[02:44:22.160] これキス。
[02:44:25.560] あ、覚えないや。ならないや。あれに毒に
[02:44:28.560] ならないや。[音楽]
[02:44:32.560] が1番効くんだ。
[02:44:37.160] いいね。入るね。あ、もしかしてこいつ、こいつもしかしてめっちゃ弱い?ひ
[02:44:43.408] [音楽]
[02:44:44.479] え、ひえ。
[02:44:45.319] こいつもしかしてめっちゃ弱いか?え、ひえひえ。にお。毒とか入んないのかな?あ、入んないのかな?
[02:44:58.920] そりゃ。
[02:44:59.840] それ。あ、毒になんねえな。なかなか毒にならないね、こいつ。
[02:45:07.600] 行け。
[02:45:09.479] ああ、なんないな。
[02:45:15.160] 普通にこのまま勝ちそう。
[02:45:22.720] あ、なった、なった、なったな。よしよしよし。
[02:45:31.840] こいつもしかしてめっちゃ弱いんちゃん?うん。はい。
[02:45:39.920] そりゃ
[02:45:42.160] ん。意外と意外と強い。それ
[02:45:47.760] よし。オッケー。
[02:45:51.399] ふん。えへん。
[02:45:56.960] よしよし。
[02:46:02.040] パチパチ
[02:46:03.279] 待ってくれ。お前らの強さよくわかった。とにかく話を聞いてくれ。なんだよ。
[02:46:08.680] あんなにレベル上げたからね。
[02:46:10.399] じゃあ上がっちゃったんだって。まずはお前にこの石板をたくそう。話の分かるやつじゃねえかよ。悪いやつじゃねえのかもしれない。意外と声低かった。
[02:46:25.240] 石板をくん託に値士に会うのを俺は心待ち
[02:46:29.399] したんだ。この石板は今みたいに強いもの
[02:46:32.520] から強いものの手を渡されていった。いつ
[02:46:34.920] 誰かそんなことを始めたのかわかんねえ
[02:46:36.720] けど俺はこう考えてる。魔王はまだ完全に
[02:46:39.120] は滅んじゃいないんだ。それで誰かがこの
[02:46:41.319] 石板で世界に忍びよる危機を知らせめよう
[02:46:43.319] としてるってな。立ちの悪い妄想にしか
[02:46:45.600] 聞こえないだろうが心に止めといてくれ。
[02:46:47.520] 石眼は好きにしてもいいぜ。他の強いやつ
[02:46:49.800] に渡すのも誰何かの役に立てるのも自由だ
[02:46:51.880] 。
[02:46:54.279] そうそう。魔王といえばここから海を東に渡ったところにメザレという村があるらしい。なんでもそこは魔王と戦った神の戦士の松裔が住んでるそうだ。もしあんたらが魔王について知りてんだったら行ってみるのもありかもな。ほお
[02:47:10.760] ガモ。
[02:47:11.479] あの山賊のやつら結構面白いやつばっかりだったな。レモのレ石板もらったことしそろそろ新しい場所に行こうぜと行くか。
[02:47:19.301] [叫び声]
[02:47:20.610] [音楽]
[02:47:28.080] じゃあルーラしちゃおっかな。
[02:47:31.720] なんかここにもびっくりマーク出てるし。
[02:47:33.680] ここにもびっくりマークあんのよね。ここ
[02:47:35.920] にもあるんだよね。ここも行ってみようよ
[02:47:39.200] 。
[02:47:43.319] あ、て、ここがあれか、さっき言ってた
[02:47:44.680] その東に行ったところか。
[02:47:47.319] メザレだっけ?メザレ
[02:47:50.640] ねえ。
[02:47:53.520] それはそうとさっき気づいたんだけど、東のあ、ほら、小さい島が増えてないか。ほうね。ほうね。それな。あ、ちょっと道中はここちょっとレベル上げてこう。ちゃんと
[02:48:08.760] 腰の合いすぎるな、声が。これしとこう。これで行こう。これで行こう。
[02:48:22.880] オ、ここね。ブチンパ
[02:48:34.720] たあ。
[02:48:41.359] 前の職業の技使えなくなんのが若干あれやっぱしんどいね。
[02:48:47.800] 来たよ。メザレ全然覚えてない。
[02:48:52.359] はい。
[02:48:53.120] え、飛空席と呼ばれるものを守るのが我らの先祖である神の兵の使命だったのです。魔王に狙われた神の兵は神の意思を埋め込んだ神殿で大空へ飛び上がったのですが、魔王の夫に神殿を落とされ、神の兵の一部は大地を放浪するためになったと聞きます。はあ。
[02:49:11.479] 何を言うてんの?
[02:49:13.800] ああ。
[02:49:25.439] いこらよ。未だに英雄が目覚めないのはこの世が平和だからじゃねえのか。違う。そうじゃない。
[02:49:38.162] [音楽]
[02:49:38.319] 神が英雄を封印したのは魔王に支配されるかもしれない後の世を暗じてのこと。神が後の世に生きる僕らのために英雄という希望を残してくださったんだ。
[02:49:53.800] ならば本当の平和は英雄を復活させて初めて訪れるとは
[02:50:00.760] あちゃった。
[02:50:01.840] 俺はそうは思わないぜ。何
[02:50:05.040] 1つ争いなどない。
[02:50:07.399] 世界は平和そのものだろう。お前の言葉を信じる奴はこの村には
[02:50:14.160] 1
[02:50:14.279] 人もねえよ。もう今更言うことじゃないんだけどさ。
[02:50:17.239] BGMでかくない?
[02:50:19.720] BGM
[02:50:20.239] の音ちょっとでかいよな。この声に対して魔法の絨毯をもらえたって俺は英雄探しなんてごめんだ。
[02:50:27.479] 魔法の絨毯なんだ。セブンって。
[02:50:37.800] おお、
[02:50:38.520] 魔法だ。マハロだ。
[02:50:39.960] 魔法だ。マハロだ。魔法だ。マハロ。ヨガフライム。
[02:50:47.040] こんなにもない
[02:50:56.720] 。
[02:50:59.840] なほ
[02:51:02.800] な。
[02:51:07.898] [鼻息]
[02:51:09.160] 決戦総加学会ね。[笑い]
[02:51:12.200] 動画タイトル決戦総加学会。
[02:51:17.600] しばたったしばタバタしバタバタバったふあた
[02:51:21.960] みさがやれやだからもう探シリーズは俺無理やってバカすぎてできって探シリーズはただ曲はめっちゃかっこいいと思うんこんばんはこんばんはわあディストーション石川ギターねやそれこもしあな方冒険者
[02:51:23.618] [笑い]
[02:51:46.120] では見た目で判断乙
[02:51:48.680] ああ
[02:51:50.399] 皆さんを経験豊富防険者と見込んで
[02:51:52.359] 1
[02:51:52.479] つ頼みがあります。まずはこの僕にの後についてきてください。
[02:51:56.000] くれる魔法の絨毯が欲しい。
[02:51:58.840] 空を勝手に綺麗になってくれる魔法の絨毯。絨毯ってだんだん汚くなってくるからね。だんだん汚くなってくるからね。
[02:52:07.960] あ、
[02:52:13.720] ドラクエってあれなんだ?
[02:52:15.399] はい。魔法の絨毯なんだな。結構
[02:52:17.160] ドラクエってさ、やっぱどの作品もさ、空
[02:52:19.600] を飛ぶ手段ってあるじゃん。空を飛ぶ手段
[02:52:22.239] ってあるけど
[02:52:25.840] 絨毯なんだな。これはドラケ4は気球
[02:52:29.080] でしょ。で5がベッドだっけ?5って
[02:52:33.720] ドラ飛ぶベッドだよな、確か。違ったっけ
[02:52:35.800] ?6だっけ?
[02:52:41.279] 6やね。6がベッド6ベッド6か。
[02:52:44.479] は夢。あ、そっか。夢の中の世界だからか。あ、で
[02:52:47.279] 5もタじゃあ5
[02:52:48.920] もタだっけ?何これくれんの?
[02:52:56.479] 来てもらったのは他でもありません。
[02:52:58.399] タとマスドラ
[02:52:59.359] 封印された。
[02:53:00.239] あ、マスドラも飛ぶんか?
[02:53:02.040] 5
[02:53:02.319] で。あと天空場か。天空場か。あれ天空場も飛ぶんか?
[02:53:07.560] 皆さんも冒険者ならあ、そうだ。
[02:53:09.600] 神に封印された英雄の話ぐらい耳にしたことがありますよね。
[02:53:14.279] 知らん。
[02:53:15.520] 神は
[02:53:16.120] 空と
[02:53:16.800] 魔王に敗北する直前に自らの手で最強の英雄を封印のみたいなどこでも行ける。
[02:53:16.935] [音楽]
[02:53:24.279] ああ、天マのタ。それ
[02:53:26.800] 6はあれか。ファルシオンが飛ぶんか。
[02:53:29.279] 自分が敗北した後魔王に対抗できるのはその英雄ただ
[02:53:35.160] 1人になるからです。
[02:53:36.585] [笑い]
[02:53:36.880] な、こんな宝あんの?
[02:53:39.439] 滅びゆく神によって未来を託されたその英雄は
[02:53:44.960] 復活の時を待ってるはずです。こんな平和な時代に英雄なんて必要ないだろうとそのように言う人もいます。だけど僕は神の兵の子孫としてどうしても英雄を復活させたいんです。そこでお願いです。
[02:54:00.820] [音楽]
[02:54:06.640] これに乗って英雄を探し出し
[02:54:09.640] そして復活させてください。
[02:54:12.640] この魔法の絨毯があれば
[02:54:14.040] マジか。
[02:54:15.000] どんなところへっていけるはずです。どうか魔法の絨毯を役立てて封印された英雄を復活させてください。
[02:54:24.920] いいんすか?
[02:54:27.439] ありがとうございます。では魔法の絨毯を差し上げます。
[02:54:32.600] おやめくださいまし。
[02:54:34.399] なんだよ。
[02:54:36.190] [音楽]
[02:54:38.880] ご先祖様の大切な遺産をどうしてた絶やすく他人に譲ってしまれるのですか?
[02:54:44.680] 縁出しないでくれ。彼らは勇敢な冒険者だ。きっと英雄を復活させてくれる?
[02:54:52.565] [音楽]
[02:54:52.640] いけません。ニコラ様。どうせまた同じ結果になるのは目に見えています。
[02:54:59.319] お前は黙っててくれ。
[02:55:02.319] 僕は彼らにかけてみたい。皆さん、これが魔法の絨毯です。
[02:55:10.880] いや、受け取れづらいわ、そんなお前目の前でそんなんやられて受け取れるか。受け取りづらいわ。なんか気まずいっちゅうの。あ、くれるんかい?もらうんだ。ちゃんと絶対このメイドにさ。
[02:55:24.960] では
[02:55:25.800] よく思われてないやん、俺ら。
[02:55:29.000] 必ずや封印された英雄を復活させてください。気まずいって。あ、いい。なんか気まず。それがただ手に入っちゃうなってすごい得したって感じよね。ほら、こういうやつに
[02:55:34.486] [音楽]
[02:55:38.416] [笑い]
[02:55:47.600] 1番あげたくなかったんだって。あの
[02:55:49.080] メイドさんはこういうやつに1番あげたく
[02:55:52.080] なかったんじゃないの?
[02:55:55.200] 湧くのか?あ、いや、宝箱からなんかい。
[02:55:58.960] ええ、
[02:56:00.687] [笑い]
[02:56:02.319] ドラゴンシールドやん。なんならこっちの
[02:56:06.120] が嬉しい。おいおいおいおい。これ大丈夫
[02:56:10.399] か?開けた後に怒られるとかねえよな。
[02:56:13.399] メイドにさ、ほら、やっぱり宝箱目当ての宝目当てので近づいたんでしょうとか言われない?大丈夫?これもうだって鍵まで開けて盗んでるもん。
[02:56:28.600] 試されてる。
[02:56:29.560] これ試されてない?これ全部開けたけど大丈夫?全部行ったよ。全部行った。
[02:56:39.120] 全部出す。
[02:56:40.160] 全部出す。全部出す。
[02:56:42.840] てかさ、さっき手に入れた変な盾みたいな
[02:56:44.840] アイテムは何だったの?なんか手に入れて
[02:56:47.760] たよね、俺。
[02:56:50.960] 手に入れてないんだっけ?あ、ごめん。
[02:56:53.040] なんでもないか。
[02:56:56.760] いや、熟レの種結構あるんだけど。これ5
[02:56:58.960] 個もあるんだけどダメかな?使っちゃ
[02:57:00.560] もったいないかな。
[02:57:07.497] [音楽]
[02:57:12.120] え、あれ?何これ?どこ?これ何これ?おい、
[02:57:16.667] [笑い]
[02:57:19.080] なんかあったぞ、今。ちらっと。おい、ちらっとあったな、今。ここか。よいしょ。あざんざす。ざす。
[02:57:39.960] ザスザスザスザスザス
[02:57:42.080] ザスザスザスザスザスザス
[02:57:44.200] ざすザスザスザス
[02:57:46.640] ざスざす
[02:57:53.000] 久々に黒ノトトリガーとか
[02:57:54.279] やりなんか俺今年
[02:58:02.840] クロやったのつだ?
[02:58:04.399] もう3年ぐらい前だよ。3年ぐらい前、
[02:58:06.920] もう黒ノのリメイクきそうじゃない?でも
[02:58:10.200] HD2とか来そうじゃない?だって今年
[02:58:14.560] クロノトリガー30周年だっけ?来ても
[02:58:17.279] いいと思うんだよな。HD2Dとかあり
[02:58:20.200] そうだよね。どうやって行くの?これ何?
[02:58:27.439] 結構石板溜まったねえ
[02:58:32.560] 。きむかつくわね。
[02:58:35.080] 私たち騙されたのよ。ニコラに誤解されたのよ。一言ニコラに文句言っていく気が済まないわ。なんだよ。飛べないじゃん。嘘疲れたんだが。
[02:58:46.319] ニコラってどこにいるの?ニコラテスライストユニコいだ。
[02:58:55.200] はい。[音楽]
[02:58:56.600] 飛ぶことができませんでした。飛びませんでしたか。ならあなた方はこれを持っていても無駄ですね。魔法の絨毯は返してもらえますよ。なんだこいつ。キモ。
[02:59:06.359] 何こいつ?最初に言われておきますがね。偽物を渡して皆さんを騙そうとしたんじゃありません。あなた方がこれに乗って飛べなかったとしても断じてこの絨毯は本物なんだ。
[02:59:14.479] 爆な
[02:59:15.080] んだこいつ。黒のプレイ配信見たけど、もう多分
[02:59:19.600] 3年ぐらい前だろ。2年前か。いや、多分
[02:59:22.319] 3年前だな。ん、
[02:59:27.000] 2年前。うん。
[02:59:29.120] 3年弱ぐらい前。
[02:59:32.040] あの方は騙そうとしたあの魔法のを渡した
[02:59:34.200] んではないのです。実はニコラ様が
[02:59:36.184] [音楽]持ってる魔法の時段は偽物で本物
[02:59:38.439] は私が隠していたのです。ニコラ様は幼少
[02:59:40.760] の頃から体が弱くて病気がちでした。だ
[02:59:43.279] けど旅の冒険の旅を弓向いていてニコラ様
[02:59:45.920] のお父様はこんなご主則の身を暗じて私に
[02:59:48.600] 絨毯を知り返るを命じたのです。よかれと
[02:59:51.239] 思ってやったことが帰ってニコラ様を
[02:59:52.720] 苦しめる結果になってしまったですから
[02:59:54.640] この際真実を話してニコラル様に英雄探し
[02:59:56.560] を諦めてもらおう[音楽]と思うんです。
[02:59:57.920] だけど魔法の絨毯が手元にあったらニコルさんもケチンがつかないでしょう。そこで皆さんに本物の絨毯を追い譲りしたいと思います。ただしに人魚の月という宝を持ってこられたの話です。子供の頃ニコル様と本読んだんです。
[03:00:11.399] 通りで最近関節が痛かったり足が釣ったりする。
[03:00:12.864] [音楽]
[03:00:14.960] もう3
[03:00:15.319] 年経ってるからな。皆様が人形の月を手に入れるほどと優れた冒険者であると分かればその時は私が隠したに本物の魔法の絨毯をお譲りいたします。無理には言いません。でも悪い話はないはずです。はい。
[03:00:29.279] どこにあんねんじゃあそれ
[03:00:32.515] [音楽]
[03:00:33.120] 人魚の月ってどこにあんだよじゃあやっぱでもそこ
[03:00:48.720] 怪しいよねって行ってみるか思ったんだけどこれ
[03:00:56.760] 現代のこの町、現代の町にはさ、
[03:01:02.479] 武器屋がない。ないよね。これ武器はない
[03:01:05.359] よね。
[03:01:08.120] これモンスターが出ないからって。
[03:01:12.880] え、ちゃそなんかちゃんとしてるね。そう
[03:01:16.000] いうとこちゃんとしてんだ。武器やない
[03:01:17.439] ねん、現代の街にはた
[03:01:20.200] 深いね。
[03:01:24.040] 現代の街には武器はない。
[03:01:29.399] は、行かれへんやん。これ行けないんだけど。
[03:01:34.040] ガモ。
[03:01:36.399] え、人魚の月ってどこにあんの?人魚の月って何?どこにあんの?
[03:01:38.016] [音楽]
[03:01:46.560] かっした。[叫び声]
[03:01:49.080] 多分ないよな。現代には。わかんないけど。
[03:01:52.160] これたまたまここがないだけかもしんない。ごめん。バックダンス。たまたまないだけか。
[03:02:07.439] はい。
[03:02:12.399] どこにあるって言ってた?
[03:02:15.680] はい。
[03:02:17.239] 海に沈んだ年。じゃあもう多分これ多分あれだな。
[03:02:21.880] あ、何?あ、持ってないよ。
[03:02:23.279] うん。ねえ。
[03:02:27.040] あ、じゃ、これあと後かな?これは多分後だな。多分な。多分後だな。集めた石板をはめに行きます。分かりました。結構集まったで。結構集まったよ。
[03:02:48.120] プクプグプンプ
[03:02:50.960] 。ほらね、この辺全部行けんでしょ、多分
[03:02:52.640] 。うわ、行ける。うー、行かない。まだ
[03:02:57.279] 行かない。ただこれどこに行けばいいか
[03:02:59.479] わかんなくなるな。
[03:03:03.800] あ、これ新たなあれって言われるからいい
[03:03:05.880] か。全部はめちゃおう。
[03:03:09.239] あ、まだだ。ここは、ここはまだなんだ。
[03:03:13.439] あ、ここもまだねえ。こんなもん。こんな
[03:03:16.399] もんか。
[03:03:18.600] え、こんなもん。
[03:03:21.640] もっと持ってなかった。あ、俺あるやん。
[03:03:24.840] これ何これ?不思議な石場。銀どこ?銀っ
[03:03:29.560] て
[03:03:31.439] 銀これか?灰色違うなんだ?銀って
