[00:00:01.280] つけましたよ、もう。
[04:07:30.760] そうなんです。
[04:07:31.640] 面白いからとかっていう理由がちゃんとあって
[04:07:35.840] あの見に来るっていうのはあるよね。
[04:07:38.920] そうそうそう。
[04:07:39.600] 見に来てくれるっていうのは
[04:07:41.399] でも数字をなぜか追い求めていくとそのなんつうの来るか来ないかの薄いリスナーのことばっか考えていやでもこのゲームはとかって考えるようになんねんな。
[04:07:53.880] これよくこれがちょっと食い違いだよね。そこじゃないんだ。
[04:07:57.040] ま、まあそうだね。
[04:07:58.560] そこじゃない。
[04:08:00.159] それはあるな。うん。俺はないけど。うん。
[04:08:03.680] 僕はありました。僕はありましたと。はい。てことで、え、頑張ってください。
[04:08:10.439] ま、続ける。あと、あとは続けることっすね。
[04:08:12.800] そうだね。
[04:08:13.359] 面白いと思ったら
[04:08:14.880] ない。あの、どれぐらいつくかとか頑張れ。雑になってきたで。
[04:08:22.439] はい、次行きますよ。
[04:08:24.800] じさんの好きなアーティスト気になるだって。
[04:08:30.040] アーティスト。
[04:08:32.920] ま、アーティストって別に俺だと言ったらバンドとかになっちゃうけど
[04:08:38.199] あ、何でもいいと思うけどね。アーティストって。
[04:08:41.040] ただこんな好きなアーティスト好きなバンドの話だ。これで
[04:08:43.920] 2時間行っちゃうよ。
[04:08:45.600] まそうね。
[04:08:48.239] 好きなバンドの話始まったらもうこれで行くので朝まで
[04:08:53.760] そしたらやっぱアーティストまリンキンパークとか好きだ
[04:08:57.920] 好きよなお前リンキ
[04:09:00.600] デスクトップリキだもんなリだね
[04:09:03.279] かっこいいもんね
[04:09:04.880] うん
[04:09:05.080] てかミクスチャーえぐいよな
[04:09:07.840] ええぐいね
[04:09:08.600] あごめんねこっからあの本当にあの全然もうついてこれない人すいません
[04:09:13.199] ミクスちゃ金何て思うかもしれけどちょバンドの話あ
[04:09:16.680] ミクスチャーロック好きなんだよね、俺らね。
[04:09:20.479] 好きだね。
[04:09:21.159] 好きだね。だからリンキンパークとかあ、ま、でもあなたメロコアも好きだよね。
[04:09:27.080] メロコアも好きだね。
[04:09:28.040] ね。スカパンクみたいなのをね。
[04:09:30.319] そうだね。ハイスタンダードとか
[04:09:31.479] ハイスタとかま、グリーンデーとかもそうだし。
[04:09:33.560] グリーンデーもそうだね。うん。
[04:09:35.960] 俺もま、俺でもあんまりそっち通ってないんだよな。
[04:09:39.800] そうだね。多分通ってないんだろうね。
[04:09:41.199] うん。
[04:09:41.479] 俺はやっぱミクスチャーロック、えー、リンキンパークとか、
[04:09:46.359] えー、あとなんだろうな。レイジャーゲンスマシーン。
[04:09:50.880] はいはいはい。レ
[04:09:51.720] レイジはもうレイジとかあとカしとかな。
[04:09:55.720] はいはいはい。ああ、カし懐かしい。
[04:09:58.119] 俺だってこれじんちゃんから教わったんだも、俺から悲しって。
[04:10:00.960] あ、そうだ。バンドル出会ってこれいいよって。
[04:10:04.040] そう。唯一、
[04:10:05.000] そう、そうだ。
[04:10:06.239] 唯一じんちゃんから教わってえ、これいいと思った。しかっこいい。
[04:10:10.920] 辛しはやばいよね。結構マイナーだけどね。あんま有名じゃないけどね。
[04:10:14.439] マイナー有名な。有名じゃないね。
[04:10:16.359] 辛しとか。あとんだろうな。あとミクスチャーロックってなんだ?ミクスチャーロックラップ好きだよな。あのノーバディノーズとかな。あ
[04:10:28.319] あ。はいはいはいはい。
[04:10:29.119] ノーバディノーズ。
[04:10:30.720] ドラゴンアッシュはずっと通ってる。
[04:10:32.920] ドラゴン通ってる。初期の方が好きかな俺は。
[04:10:36.760] ああ、メロコア取って。
[04:10:37.880] メロコア感があるから。
[04:10:39.960] で、一好きなバンド一
[04:10:43.920] 番好きなバンド。
[04:10:46.720] ま、バンドじゃなくてもいいわ。なんかま、じんちゃんへの質問だからな、これ。じんちゃんの好きなアーティスト。
[04:10:51.080] あ、アーティストでしょ。
[04:10:56.159] ま、けど、リ金って言うけど、臨金って言うけど言うて金聞いてますか?さ、そうじゃないんだよね。
[04:11:06.359] いや、そ、そんなもんよ。
[04:11:08.399] 俺もじゃあ今好きなバンドつって聞いてるかさ。そんな聞かないよな。
[04:11:11.840] え、でしょ?だからそういう側面はあるから
[04:11:16.600] 1
[04:11:16.800] 番何ですかったら結構難しいよな。あ、それ言ったら俺ハイスターになるちゃう。
[04:11:23.479] ハイスタ好きやな。
[04:11:25.279] うん。あの、音楽ってあの、その頃の思い出一緒に蘇える?
[04:11:32.479] いや、そう、そうだと思う。そうだと思う。
[04:11:34.080] 今聞いてなくてもその高校の時になんか熱くった。
[04:11:38.439] そうそうそうそう。
[04:11:39.159] そういうのはあるよね。
[04:11:40.520] いやじゃんもうもろだって剣山スタイルだもんな。ギ
[04:11:44.880] ターがダルンって下の方にさ、ダルダルの感じでさ、
[04:11:49.800] こうやって引くタイプだもんな。もうネックのネックのとこでもう引いてますみたいな感じだもんな。あんな引けねえわ。今
[04:11:58.199] もろ横山もね。
[04:12:00.119] そうそうそうそうそう。
[04:12:02.040] ま、確かにな。
[04:12:04.439] そういうもんだとは思うから難しいよね。ってな。
[04:12:11.560] うん。食ってる。
[04:12:14.399] うん。
[04:12:15.239] そうね。なんかなんかこやっぱそういうの話すとやっぱやりたくなるよね。バンドね。やっぱ
[04:12:23.439] やりてえな。
[04:12:24.439] 版。
[04:12:24.960] 版なんかそのなんかイベントとかじゃなくて普通になんか
[04:12:28.479] スタジオ入って
[04:12:31.760] え、じゃあ
[04:12:33.119] あの入ってよ。何が
[04:12:38.000] どに
[04:12:40.159] 何に入ってよ。
[04:12:43.479] なんかさ、声が途切れんだよね。
[04:12:46.760] あ、マジで?俺があ、あ、こっちに入ったよ。
[04:12:54.960] ト入れてんだよ。あ、骨ね。
[04:12:57.720] あ、ち、
[04:12:58.760] 地骨ね。骨。はいはいはいはい。あの地骨っていうのは、ま、じんちゃんのバンドですわな。ま、昔足のな。
[04:13:05.359] うん。
[04:13:05.680] それ今なんかいや、またやろうってなってんでしょ?
[04:13:09.080] そうなってる。前飲み会行ったっていう
[04:13:11.279] Xであげたんだけど、そこの万能です。
[04:13:16.199] いいよ。ま、入ってよって言て何やんの俺?
[04:13:20.199] うーん。
[04:13:20.760] なんかやればいいんじゃない?それ
[04:13:24.040] いやあ、どうなんだろうね。
[04:13:28.040] どうなんだろうね。
[04:13:29.319] みんなだっておっさんじゃん。
[04:13:33.840] 言うてあなたもおっさんやん。
[04:13:35.319] 何がよ。お前らのお前らの年寄りあれやわ。
[04:13:41.319] まあ10代だ。若いも必要なんだって。
[04:13:44.479] 地骨って言った。そうそう。地骨本当にそれバンド名なんな。
[04:13:48.359] うん。な
[04:13:48.800] んなの骨って。
[04:13:51.319] 地骨っていう
[04:13:52.920] あのさ、当時のさ
[04:13:54.920] うん。
[04:13:55.479] なんか音源残ってないの?なんか前聞かせてもらったよな。
[04:13:59.319] 多分あの雑な音源が残ってる。
[04:14:01.840] 雑な音聞こう。
[04:14:03.560] いや、聞かない。聞かない。あの、多分ある。
[04:14:05.479] なんで聞こうよ。作ったんだよ。あの、
[04:14:09.000] どうしな。
[04:14:10.359] うん。けど多分多分今ないんじゃないかな。どうなんだろう。あっても奥の方にあるね。
[04:14:18.479] いや、なんか音源残ってなかったっけ?マイスペースかなんか
[04:14:26.279] 出した記憶がない俺は。
[04:14:28.640] あの、
[04:14:29.000] 自分が出した記憶はない。
[04:14:30.279] あ、そう。前なんか聞いたと思うんだよな。くっそ横山みたいな。
[04:14:37.080] いやいやいや。じゃ、ちょっとあれミクスチャーか。
[04:14:39.960] そうそうそうそう。それはある。
[04:14:41.239] あ、骨はミクスチャーだ。
[04:14:43.479] ミクスチャー。
[04:14:44.359] ああ、
[04:14:45.359] チンポからだもん。
[04:14:46.760] ああ。はいはいはいはい。あ、
[04:14:48.680] その前のやつかあれは。
[04:14:50.000] うん。あ、そうそうそうそうそうそう。
[04:14:51.840] 意外といろんなやってんだよな。
[04:14:54.960] そう。だからそっちで友達が広がってってるともある。
[04:14:57.960] ああ。
[04:14:59.279] うん。
[04:14:59.760] そっちの音源は上がってるよね。
[04:15:01.960] そっちは上がってるね。
[04:15:03.159] 聞こえる?
[04:15:04.720] え、
[04:15:10.439] だめ。
[04:15:12.920] 別にいいけど。音外してるぞ。
[04:15:16.040] いや、だから荒削りのやつな。
[04:15:19.040] あ、そうそうそうそう。ちゃんとレコーディングもしてないし。そしたらじゃあ俺も俺も高校生の時に出た
[04:15:30.199] あのバンド大会ホットラインっていう島村楽器が取材してるホットラインっていうバンド大会のあの動画見るわ。じゃあロ
[04:15:38.119] ロックダJでしょ。
[04:15:39.520] ロックダJじゃない。ロックダJ
[04:15:40.800] は中学生だけどね。
[04:15:42.319] あ、なるほどね。
[04:15:45.000] あ、URLあれか。また音乗るんか。
[04:15:48.000] 音乗る。大丈夫。
[04:15:50.720] アウディオレアフ
[04:15:53.239] んでね、これ。
[04:15:56.840] ちょっとすいません。皆さんごめんなさい。あの、え、邪魔に送ればいいの?
[04:16:04.760] ここに貼って。
[04:16:06.840] オッケー。どこだ?ああ、ま、ハルトが分かるんだけど。
[04:16:11.199] 一旦ちょっと俺があの映してもいいかちょっとあれするから名前とかなんか出そうだから
[04:16:17.319] 名前は出るよ。ああ、そういうこと。メンバーの人。
[04:16:19.720] そうそうそうそうそうそうそう。
[04:16:22.040] 俺だね。
[04:16:23.399] 一旦一旦一旦ちょっと一旦一旦消すね。騎士消えてねえやー。名前は出てないね。名前は出てないわ。名前は出てない。
[04:16:40.399] 名前バンド名だけかな?
[04:16:41.720] バンド名だけだな、
[04:16:44.040] 本当に。
[04:16:45.319] え、バンド名だけやん。
[04:16:47.319] バンド目だけ。
[04:16:47.960] あ、そうだね。
[04:16:48.640] 誰でしょ?じゃ、ちょっとじゅんちゃんの当時の、じんちゃんの当時の音源ちょっと聞こうぜ。じんちゃんの当時の音源。
[04:16:58.840] あ、名前出てるっちゃ出てるな。
[04:17:02.399] なん?何?
[04:17:04.359] メンバーのカ名じゃないけど
[04:17:07.000] どこにメンバーなんか出てんだよ。
[04:17:08.720] 出てねえじゃねえか。
[04:17:09.720] あのプロフィールで出るわ。
[04:17:12.119] あ、プロフィール出さないんだろ。ここで流すだけだから。
[04:17:17.279] ああ、そういうこと流すだけね。あ、
[04:17:18.520] 流すだけ流すだけ流すだけ。流すだけ。流す。あの流すだけだったら聞けばいいか。
[04:17:22.640] あ、でもいいや。一応行こうか。
[04:17:26.000] え、何?バンド名は何ですか?バンド名?これなんて読むの?これ
[04:17:29.960] チックネス634な。どういう意味?
[04:17:33.199] え、みんな病気だったしドラムがあの無当時の
[04:17:40.040] K1の無写真に似てたから
[04:17:43.199] みんな病気だったの始まりあるか?
[04:17:47.439] バンド名の由来聞いてみんな病気だったしあな一丁前はなでもジャケットとかかっこいいよ。
[04:18:00.399] なんか
[04:18:00.680] じゃけはそうね、ボーカルのやつが決めたね。
[04:18:03.199] なんかええやん。ええやん。ええやん。ええやん。じゃ、
[04:18:07.479] 1
[04:18:07.600] 局目オールウェイズ行きますよ。音でかいんかな?
[04:18:15.680] 剣山や。
[04:18:18.800] ああ、ま、そうだね。そっちはそうだね。俺は音聞こえてないから大丈夫。ああ、いいね。でもオリジナル曲でしょ。
[04:18:29.080] オリジナルだね。ハイスターっぽいね。わちゃらの
[04:18:56.880] え。このハモ織り順
[04:18:59.040] そうだね。
[04:18:59.640] うえー女の人かと思ったわ。結構幸運出てたんだよ。たまに外したり。
[04:19:15.560] 今のちゃん
[04:19:17.960] わかんねえけど。そこ
[04:19:20.479] いいね。あ、ハワイアンシックスとかっぽいかも。
[04:19:27.080] ああ。はいはい。
[04:19:28.640] あとヘイスミもあるからね。
[04:19:31.040] ああ、かっこいいじゃん。
[04:19:41.760] 次のいいすか?
[04:19:43.239] いいよ、いいよ、いいよ。好きか。荒削りな音源ていいね。
[04:19:53.680] 荒いよ。荒いぞ。
[04:19:55.840] かっこいい。かっこいい。この曲。え、めっちゃいい。めっちゃいい。
[04:20:43.080] あ、これハり好きだったな。
[04:20:47.000] またこの1
[04:20:47.920] 分半しかないのがまたメロコア。メロコア。メロコアは曲の長さも大事よな。
[04:20:54.439] そうね。1
[04:20:54.960] 分半しかない。
[04:20:56.479] そうそうそうそう。
[04:21:02.040] ええ、かっこいいじゃん。
[04:21:04.359] すげえハモりやすかったし、ハモりもすげえ気持ちよかったんだよね。
[04:21:07.560] しかも1分半しかないのに4
[04:21:09.359] 秒余るっていう。
[04:21:13.239] 4秒余ったで。
[04:21:17.960] はあ、いいね。いいね。ま、もう
[04:21:20.279] 1局ありますけど、もう1
[04:21:21.239] 局は皆さんの手であの探し当てて探して聞いてください。
[04:21:25.920] へえ、いいじゃん。めちゃめちゃいいわ。かっこいい。
[04:21:30.960] そんなのやってましたよ。
[04:21:32.479] へえ。まあ、剣山好きやな、これ。
[04:21:37.640] ま、そうだね。みんなそっち側だったね。
[04:21:41.680] はあ。
[04:21:45.000] 何だっけ?何の話だったっけ?ちょっと俺のバンドって出てくんのかな?まだ。
[04:21:50.359] あいジャマのジャマのも
[04:21:53.080] いや、多分もうね、残ってないんじゃねえのかな?残ってんのかな?ちなみ俺らは俺らはガンガン
[04:22:06.279] ワロック世代なんで
[04:22:08.520] ああ、なるほど。
[04:22:09.159] 万国とかま僕知らないと思うけど海外のスリーピング
[04:22:14.000] withサイレンスっていう、ま、海外版ワンオみたいなとかそういうなんて言うのかな。ああいうのも
[04:22:22.159] 2000
[04:22:22.479] 代のめっちゃバリバリ受けてたんだけど
[04:22:26.680] はいはいはいはいはい
[04:22:28.119] 出るかな?こういうやつ。
[04:22:32.800] あ、マジでそんな感じだよ。
[04:22:38.520] え、どこ持ってるかな?ちょっと待ってね
[04:22:42.119] 。
[04:22:43.880] え、な、何てやったらできるんだろう?え
[04:22:45.600] 、バンド出るかな?
[04:22:51.800] あ、出ないな。もう消えたいのかな?え、
[04:22:57.040] 島村楽器のあれなんだよな。ホットライン
[04:23:00.840] ンってさ、間違ってあ、あったね。あった
[04:23:03.399] ね。懐かしい。
[04:23:04.399] ラインに出た時のやつあんだよな。俺
[04:23:10.720] 1
[04:23:10.880] 回見たことあるかもな。ダめだ。ダめだ。出てこねえ。出てこねえな。なんか喋っとけ。
[04:23:30.880] イかってる。あれよ。
[04:23:34.960] マがベースやってた時だよね。
[04:23:38.920] そう。俺がベースやってた時。
[04:23:42.840] あっちゃ出ないですか?な
[04:23:48.960] んで出ないんだ?
[04:23:50.000] いや、もう昔すぎて動画残ってないんじゃないかな。
[04:23:55.199] セ備された
[04:23:57.520] あった。
[04:24:00.840] これ動画だからさ。
[04:24:03.760] そ、メンバーまあいっか別にメンバーの買おうつって。
[04:24:06.880] え、音だけ流せないの?別映さなきゃ音だけいいでしょ。いいでしょ。
[04:24:13.560] あなたがいってんならいいんだけど。え、こちらでございますと。
[04:24:21.800] じゃ、ま、左側かな?向かって
[04:24:24.159] 痩せてますわな。
[04:24:25.920] うん。
[04:24:26.119] 痩せてますわな。
[04:24:30.760] これ、このベースが俺ね、前髪だけ金髪っていう痛いなあ、
[04:24:39.239] この時。
[04:24:40.520] あ、何歳ぐらいだろう?何歳ぐらいかな、これ。
[04:24:47.760] 音でかいかな?
[04:24:50.920] 2015年って何歳?今から11年前
[04:24:55.439] だから俺が19とかか
[04:24:59.720] 19とか
[04:25:02.119] いやくなでもなんかこんなやってましたわ
[04:25:05.560] 。これねこれ俺これ俺
[04:25:10.040] ベースだね。
[04:25:12.920] めっちゃワン遠くない?なんかワンオだよ、これ。ワンオフすぎる。
[04:25:32.119] 学校つけてる感じいいね。
[04:25:33.720] 学校つけてるね。
[04:25:36.080] だってさ、パフォーマンスもこれ審査基準だからね。
[04:25:40.520] あ、そっかそっかそっか。
[04:25:41.520] だから動画なんだよ。
[04:25:54.439] はずみんなで合わせようなっつって。ここはこういう風に頭振ろうなって。
[04:26:23.239] もういっか。もういっか。はずいわ。なんか自分のやつは
[04:26:32.640] もう1局あんじゃねえかな。
[04:26:34.880] もう1
[04:26:35.199] 局あんじゃないかな。ある、あると思うんだよな。
[04:26:37.880] 2
[04:26:38.040] 局ぐらいあった気すんだよな。ずっと頭食ってかっこつけてんな。懐かしい。懐かしいな。おい。
[04:27:17.720] 言うて茶ま君のベースもしそうだね。だいぶ下だね。若いな。
[04:27:26.080] 若いな。
[04:27:30.680] 走ってんだよ、ドラムが。ここ
[04:27:36.520] めっちゃポカル見てたよ、今。な
[04:27:44.399] んでジャンプするん、ここ?
[04:27:48.040] いや、みんなで、みんなで決めたからね。
[04:27:49.760] みんなで決めたねん。みで決めたんだよ。
[04:27:58.840] まで遠くまでいるからデ
[04:28:27.319] 覚えてるわ、未だに。はい。はい。ね、こんな時代もありましたねと。
[04:28:41.640] いいじゃない。
[04:28:42.640] こんな時代もありましたねと。懐かしいっすな。若いな。
[04:28:51.239] 懐かしい。
[04:28:53.199] 結構いい別使ってる。うん。あれ、30万
[04:28:55.239] ぐらいする。作動スーっていうメーカーの
[04:28:58.080] ベース使ってたね。もう売っちゃったけど
[04:28:59.359] 、
[04:29:01.800] 1人暮らしする時に金なくて売っちゃった
[04:29:03.520] けどね。あん時まだ実家暮らしだから。
[04:29:07.000] あの後にだから、あの、あのバンド抜けた
[04:29:09.119] 後に来たねん、おめが家に。うーん。
[04:29:13.520] そうそうそう
[04:29:16.439] そうなんだ。そう。
[04:29:20.680] シャドスキーっていうま、あの、
[04:29:26.560] マキシマムホルモンの上ちゃんめっちゃ好きだったから。
[04:29:29.239] そうだね。
[04:29:29.760] ウちゃんと同じメーカーのサドスキー。こんな感じですかな。でもこんなさ、あれだよね。バンドの話なんかしてたら永遠に語れるけど前。
[04:29:46.000] うん。
[04:29:46.239] うん。だからなんか聞いてる人がさ、追いてけ堀りになっちゃうかもしんないけどさ、なんかあのなんつうの呼びたいよね。当時のバンドマン。
[04:30:00.319] ああ。え、呼びたいってのはどう?何?
[04:30:04.319] ここに?
[04:30:05.640] ここにここに。
[04:30:07.000] あさんしかり。
[04:30:08.960] ああ。え?あなたあの
[04:30:12.640] 1回切ってますよ。
[04:30:13.600] そうなんだよ。
[04:30:17.520] そうなんだよね。そうなんだよね。ま、でも
[04:30:20.680] うん。
[04:30:21.119] ま、でもさ、こな間だ飲み行った時結構みんなウェルカムな感じだったし。怖、
[04:30:26.319] 怖かったんだからあん時。
[04:30:28.920] あ、そうだったんだ。
[04:30:30.479] 怖いわ。でも
[04:30:32.000] 確かにいつもの感じなかったわ。
[04:30:34.319] でも誘ってくれたからさ。
[04:30:35.680] はい。
[04:30:36.920] うん。
[04:30:38.199] 行きましたわ。
[04:30:40.319] いつもの感じなかったわ
[04:30:41.640] ね。
[04:30:43.000] うん。
[04:30:45.359] 俺どこに行ってもなんかいじられてたよね。なんか
[04:30:48.319] ま、あなたそういう星の元に生まれてますから。頭にいじられない代わりに他のやつにいじられてた気がする。
[04:30:57.000] 俺端っこで大しくしてたもん。
[04:30:59.119] してたね。
[04:31:00.199] 俺が出しばっちゃいけない。
[04:31:03.239] すっごい疲れた。
[04:31:07.800] 冗談ですけど。冗談ですけど。はい、次行きます。
[04:31:10.680] 次行きます。
[04:31:11.640] にこぞっと行ってたやん。
[04:31:13.520] え、年が離れてるけど、え、ジェネギャとかありますか?ないね。
[04:31:18.040] ないですね。そ、
[04:31:19.199] そのなんでかって言うと、これ俺もう分かるんだけど、
[04:31:23.199] なんで
[04:31:23.760] じ俺って俺って年上に気に入られるのめっちゃ得意なんだよ。自分で言うのも変なんだけど。
[04:31:32.040] いやあ、その傾向はあるかもね。
[04:31:33.560] 俺年下全然無理なの。あの、なんつうか、その年後輩とか可愛がとかができないのよ。
[04:31:41.399] ああ。だから友達全員年上。
[04:31:46.800] ああ、なるほどね。
[04:31:47.800] だからそれもあって俺が年上となんか長くなる。じんちゃんは、え、精神年齢が低いので
[04:31:58.239] こうなるってことでここで合致してるんですわな。こう俺がこう、じんちゃんがこうこうってことですよ。あ、ジェネギアとかないっす。
[04:32:07.800] ないよな。
[04:32:08.439] なるほど。なる。
[04:32:09.399] ちゃんと話しててもそうなんかえ、それ何っていうのないもん?
[04:32:14.159] ま、そうだね。
[04:32:16.560] だ、逆に俺同年代とジェネ感じるのよ。
[04:32:21.199] 同年代の人らがなんか好きなアーティストなんかわかエグザイルとかわかんない。わかんないけど全然
[04:32:26.479] 1mmも知らないし。
[04:32:29.479] 怖い怖いねん。同年代の人と絡むのま、興味がないとも言えるけどね。そこに関しては。
[04:32:38.399] うん。
[04:32:38.800] 俺、俺じじやねんな。まずメトロゲームとかレコード
[04:32:42.279] 多分そうなんだろうね。
[04:32:43.560] じじなんだろうな。
[04:32:45.640] 対戦ではない。大前端ではないってことだ。
[04:32:49.279] ないね。
[04:32:51.199] あと後輩から慕われない。
[04:32:57.520] わしはそういう星の元に生まれてる。
[04:33:00.960] なんでつってもおかしいか難しいか。
[04:33:05.359] ま、俺も別にどうでもいいしね。
[04:33:08.400] あ、もう、あ、もうそういうとこだ。
[04:33:11.400] お猫、お猫ぐらいじゃない?お猫。あ、でもリスナーは別にさ、そのさ、後輩とかそうでもないじゃん。
[04:33:19.160] あ、なるほど。
[04:33:20.320] 仕事とか、ま、部活とかもそうだったけど下
[04:33:25.439] はいはいはいはい。
[04:33:26.359] なんかね、恥ずかしいしなんか
[04:33:31.199] 何が
[04:33:32.160] なんか下になんつうんだろうな。
[04:33:37.119] あの、上に対しては
[04:33:41.119] なんかこうかっこ悪いところもさ、見せれるというか甘えれるやん。
[04:33:51.600] うん。うん。
[04:33:51.959] ちょっとけてさ、
[04:33:53.680] 変なこと言ってもいいし。
[04:33:55.520] なんか下にはこう完璧でなきゃいけないっていうなんかあって俺それできんから。
[04:34:01.480] へえ。
[04:34:04.240] 上は楽だ。上楽やねんな。
[04:34:06.600] おっさん相手にしてといっちゃ楽。おっさん相手にしてといっちゃ楽なんだから。全然ないな。そういうのは
[04:34:17.240] あなたはないだろ。
[04:34:18.879] ないね。別に上でも下でも。
[04:34:24.080] 末っこの悪いとこ。確かにそうかも。ス末えっこだから俺。
[04:34:29.199] 末えっこなんだ。俺も末えっこだな。
[04:34:31.320] あ、そうなん。兄鬼じゃないんだ。鬼じゃない。
[04:34:34.240] そう。兄貴だね。
[04:34:37.480] いや、そうだよね。やっぱ上なんかそうとか経験がやっぱないからどう接していいかわかんない。その年下とだお猫とかはこう結構こうさ、ちゃまけちゃまけって来てくれるけどお猫は割といや、これ別してないけど、そんなことしてないけど、割と冷たくっても負けちとついてくるから冷たくなっちゃってないけどね。
[04:35:02.320] だなんとなくそうなっちゃう時ってあるやんな。なんかそ、
[04:35:05.119] LINE
[04:35:05.359] の返し方も、あ、今そっけなかったかな。でもま、お猫だし大丈夫かっていうのができるやん。
[04:35:10.520] お猫じゃなかったら俺多分気にしちゃってああ、
[04:35:13.400] しんどいなってなっちゃう。
[04:35:16.840] そもそもだったら俺に返さないもんね。
[04:35:18.520] うん。には返さない。別にLINEは
[04:35:20.240] うん。
[04:35:24.520] 既読だけつけて。うん。
[04:35:26.160] うん。
[04:35:28.600] まあまあいい。いいんだけどね。
[04:35:29.760] まあいいんだね。
[04:35:31.719] うん。いいんだけどね。
[04:35:32.639] あ、ジェネギャはないっすね。別にね。
[04:35:34.760] ジェネギャ、ジェネギャに関してはないね。
[04:35:37.359] ないね。ジんちゃんもだから若いからさ、その趣味とかもね、ゲームだなんだろう。別に上を得てるとかじゃなくてやっぱが多いんだよね。多分俺も多分きっと
[04:35:52.240] そうだろうな。
[04:35:53.480] うん。
[04:35:54.160] 同年代か下。
[04:35:56.400] そうそうそうそう。そういうそうそういう感じ。
[04:35:59.080] 段固離れて13ぐらい離れてんか。
[04:36:02.600] ま、42でしょ。
[04:36:04.600] 42
[04:36:05.520] で32なんだもんな。
[04:36:07.320] そう
[04:36:07.520] で俺が30。あ、13
[04:36:08.840] 離れてんだ。一回りと1個離れてる。
[04:36:10.959] おお。13
[04:36:12.320] 離れてんだよ。ここ
[04:36:15.359] 回りってすごいな
[04:36:17.080] ね。13
[04:36:17.920] ってすごない?俺普通普通に考えて、ま、いくら年上がとな、あの、年上が仲良くなるのがあれだとしても普通だったら
[04:36:29.959] 13離れたやつラジオとかやらんで。
[04:36:34.080] やばいよね。どう
[04:36:36.520] じだろう?思、思ったよりじだよな。何?何?
[04:36:41.000] じんちゃんで
[04:36:43.240] 思ったより。
[04:36:44.160] いや、そりはね。
[04:36:46.760] 星は早
[04:36:47.959] でも見た目は軽いかんな。金髪だし。
[04:36:51.799] それは金のおかげかもしれないし。
[04:36:53.920] 確かにそれでなんかその髪でなんかあの白が混じりだったらマジじだろうな。
[04:37:00.920] あ、けどこれであれだよ。白が入ってるよ。もちろん。
[04:37:04.719] いや、見えわかんないじゃん。金パが。あ
[04:37:07.240] あ、まあまあまあね。まあね。うん。
[04:37:09.119] 今度クロックしてきてよ。
[04:37:15.400] ブリーチすんのが逆に無理なんだよ。
[04:37:18.920] なんだよ。
[04:37:19.320] カラーで入っちゃうから。
[04:37:20.480] あ、
[04:37:21.920] カラーで黒が入っちゃうと
[04:37:24.240] ああ、次抜く時が大変ね。
[04:37:25.879] そう、そう、そう、そう、そう。大変。そうだね。ちゃうね。
[04:37:33.080] いや、豚ラジオだ。全
[04:37:36.439] もうだってお前4時半やぞ。もう4時40
[04:37:38.561] 分やぞ。
[04:37:40.199] タラジオやろ。
[04:37:42.561] すごいなあ。はい。
[04:37:44.039] ということで、はい、そんな感じです。はい、次行きます。
[04:37:48.199] はい。
[04:37:49.039] 今までプレイしたゲームの中でベスト
[04:37:51.279] 3
[04:37:51.600] が知りたい。また難しい。こんな時間にこれまた時間かかるぞ。
[04:37:58.359] ベスト3。
[04:38:00.039] ベスト3やで。
[04:38:03.879] え、やったゲームなんか覚えてないよ。
[04:38:06.760] なんか好きなゲームあるや。モンハン以外だ。
[04:38:09.600] え、なんでもう安定だってそんなベストには入らないじゃん。入ったとしてもモンハンは一作よ。そのセカンド
[04:38:18.639] G
[04:38:18.879] とワイルズとアーダはダメ。それはだってもうモンハンはモンハンっていうくりや。あれはもう
[04:38:23.879] ああ、じゃあじゃあモンハンの
[04:38:25.400] 1よ。1
[04:38:25.879] 個
[04:38:27.039] うん。今までにでしょ覚えてる範囲の話になっちゃうよね。あ、あれだね。
[04:38:37.680] カエルのために金はなる。
[04:38:39.480] うわ、渋。そんなんじんちゃんの口から出ると思わなかったわ。知ってんの?そんなの?
[04:38:46.359] 知ってる。知ってる。あれは昔超なんか超でもないけどやって面白かった記憶すげえある。
[04:38:53.561] しぶいね。分かってんね。あれは名作よな。
[04:38:59.680] あ、名作なんでしょ。そう。
[04:39:00.799] 名作だし俺もやりたくて欲しいんだけどプレミアツイートて買えないんですよ。
[04:39:06.639] それ、それ箱つきだから。ま、そうなんだけど。
[04:39:10.400] 渋いね。あともう1個は
[04:39:13.000] え、あとなんだろう。欲にある範囲。ああ。え、ファイナルファイト
[04:39:26.359] 意外だな。そんなんやるんだ。
[04:39:29.240] やってた。あれも面白いね。
[04:39:34.199] 誰使う?
[04:39:35.879] え、俺はテリーかな?
[04:39:39.040] そうなんだ。ハガーじゃないんだ。
[04:39:40.798] ハガーじゃない。
[04:39:42.120] アガーは強すぎんねん。
[04:39:45.080] あ、じゃあ、あの、じゃあテリーがゲームボ、ゲームオーバーになった時のあの、ま、物まして、あの、コンティニューのあの、
[04:39:58.360] どこだよ、それ。
[04:39:59.280] 違う。俺が言ってんのはそこじゃなくて、
[04:40:02.240] あの水が、水がこうやってなってなるやん。
[04:40:06.920] そんなあったっけ?
[04:40:07.878] あるやろがいい。はあ。
[04:40:10.320] あれじゃあれあれワンワン言ってんの?ワン
[04:40:14.040] ワンワンで
