[00:00:29.560] ああ
[03:35:28.680] ないね。
[03:35:32.040] 壁のイヤンクックより攻撃力低くそう。
[03:35:37.040] あ、
[03:35:41.239] あ、ま、あ、ごめん。あ、終わった。
[03:35:42.560] え、
[03:35:43.760] 笑。なんかお、本当だ。
[03:35:46.199] 奇跡、奇跡、奇跡、
[03:35:48.760] 奇跡よ。
[03:35:49.560] 危ねえ。
[03:35:49.880] 本当だ。
[03:35:50.640] 落ちろよ。なんで落ちろ?
[03:35:57.319] 笑笑。落ちろよ。
[03:36:03.399] 許された。危なかったね。
[03:36:06.000] 逆にね。笑。
[03:36:07.760] 危なかったね。あ、
[03:36:11.120] あ、まずいよ。まずいよ。言ってもまずいよ。言ってもまずいよ。
[03:36:16.120] 落ちた方が配信映した。
[03:36:18.080] モンハンはあれだから。い
[03:36:29.680] やあ、圧だるいな。もだるいじゃん。
[03:36:33.160] 武器がさ、やっぱひレがおいおい。そんなところで来い。結局武器を作るとなんだね。そう。
[03:36:55.479] あいつまだエイドしない。強えんだな。ねえな。
[03:37:11.399] あ、いな。あ、行け、行けない。これ。あ、強いや。
[03:37:20.600] 全然エり壊れないな
[03:37:22.160] ね。強い。
[03:37:23.960] 何番だ?下かそ?
[03:37:26.680] 454
[03:37:32.680] だ。
[03:37:33.720] うわあ、逆か。逆疲れだね。あ、ペインドボール。ああ、もう外もすんな。
[03:37:46.680] なんでどんだけまれて許。
[03:37:51.800] あ、待って。あ、盗むね、こいつ。
[03:38:12.760] あ、耳縮まった。ここ弱ってんじゃ。
[03:38:16.760] 早くね。しよっか。捕獲できる。マーク出てない。違う。捕獲。
[03:38:23.760] あ、これだ。
[03:38:28.920] 出に行くぞ。
[03:38:32.160] 寝たところを叩いちゃう。
[03:38:34.080] うん。
[03:38:34.680] てかするわ。
[03:38:36.399] 早いね。こんな弱いんだっけ?
[03:38:40.800] 違。俺らが強すぎるんで。
[03:38:52.880] 笑笑ここなします。はい。おいでおいでおいで。えて青いの強すぎるんだよ。無視しないであげて。
[03:39:11.800] なんだよ。これな。
[03:39:15.040] あいつ頭いいや。頭いいクックだな。
[03:39:20.720] 何してんのこいつ?なんではじゃない。
[03:39:32.840] 来ない。何してこいつ?え?あ、嘘。待って。マジか。
[03:39:43.479] 危ねえ。
[03:39:44.239] ナイス。
[03:39:45.720] よし。オッケー。
[03:39:47.560] 行けるやん。
[03:39:48.520] お、
[03:39:48.840] 全然全然行けるね。
[03:39:51.239] 全然なくない。
[03:39:52.720] 一発
[03:39:56.160] 1回死んだけど震えゴだったな。
[03:39:59.479] 今声
[03:40:01.560] 声余裕余裕なかっこないんだ。暗く見える。
[03:40:16.479] 謎の謎の骨があいつないんだ。
[03:40:21.319] ああないかもね。
[03:40:28.199] あ、待って。卵持っちゃった。これどうせ
[03:40:34.199] ない?これ武器だな。
[03:40:45.040] 武器だね。
[03:40:46.120] 8カレンのすごいストレスだよね。ね。
[03:40:50.000] あった。ああ、行っちゃった。
[03:40:54.399] 見えづらいよね。あ、しかも取れなかった。うわ、少な。う、なんでさ、死んだ人がいっぱいもらえてるわけ。なんで死んだ人がそんなもないんだ。
[03:41:16.920] ダブル
[03:41:17.960] 見て。うん。
[03:41:21.239] 2個しかないね。2
[03:41:22.720] 個しかないね、これ。こ、全部ゴミよ。俺
[03:41:28.000] 1235
[03:41:34.080] ゲームによくある地雷ポイントが溜まると素材が増えるとか言ってないか。
[03:41:41.159] してないよ。ほぼ俺じゃん。戦った。え、最初にいたのは俺だから分からへん。
[03:41:48.920] 分からへん。
[03:41:50.760] 分からへんな。
[03:41:51.960] そこがわからん。わからないな。ダメージ出るわけじゃないす。
[03:41:57.600] いやもけるな。
[03:41:59.399] 行ける。
[03:42:00.520] こんくらいだったら全然必要ないやん。次。フルフル行く。
[03:42:15.600] え、この装備で行くってこと?
[03:42:17.040] 行けるんじゃない?だってそんな変わんないでしょ。
[03:42:22.800] 電気吐くだけ。
[03:42:27.159] フック行けたら行けるでしょ。
[03:42:29.680] はーい。
[03:42:30.880] じゃあ行くしかないな。農場は生かしてくる。うーん。ただいクエないんだよね。
[03:42:51.239] クエじゃないんだよ。
[03:42:53.239] あ、そうなんだ。
[03:42:54.439] キクエがわからん。
[03:42:57.880] フックって
[03:42:58.359] プスプのオンライン通信ってまだ使えるの?
[03:43:01.359] うん。あのローカルだよね。ローカル通信。ローカルはできるよ。そもそも
[03:43:08.000] PSPってWi-Fi
[03:43:08.840] に対応してないから。
[03:43:09.800] おお。
[03:43:15.800] 家に集まってやって。そう。
[03:43:18.680] じゃないとできないも。
[03:43:19.520] じゃないとできない。なんでこう深夜になるお腹くんだろうか。深夜のが好きよね。分かる。ゲームやって特になる。
[03:43:38.000] うん。
[03:43:39.800] 確かにこれ絶妙に同じ空間に見えなくもないな。空間同じ空間
[03:43:47.760] あれ。あ、別々の空間にいると思われたか。ああ、そういうことなんだ。ま、見えなくもない。
[03:44:02.800] 次回たっつん参戦む。
[03:44:05.520] 3
[03:44:05.720] 人くれるな。
[03:44:10.680] ダ持ってよな。
[03:44:12.239] 持ってるね。ね。
[03:44:13.680] てか持ってるんだったらタッツに借りればね。
[03:44:16.000] そうだな。
[03:44:17.279] それはそう。
[03:44:19.720] つも寝てない。
[03:44:20.720] 笑笑。
[03:44:22.080] わざわざ蜂に送ってもらってよ。確かにね。
[03:44:28.920] そうだよ。
[03:44:30.239] ごめんね。
[03:44:32.439] マジか。
[03:44:34.920] ありがとうね。
[03:44:36.600] ありがとね。
[03:44:37.800] いいよ。
[03:44:40.760] お金いくらある?
[03:44:42.159] 送るものあったし。
[03:44:43.600] お金いくら?何が?
[03:44:49.159] ゲームだから。
[03:44:50.040] うん。た、俺今全聞かれてんけど。
[03:44:53.040] 違うな。違うわ。
[03:45:00.760] なん?あ、え、なんでそんなもあ、俺死んでったのか。
[03:45:05.239] もう関係ない。
[03:45:07.800] びっくりした。8
[03:45:08.760] にたり出したのかと思った。
[03:45:12.199] 8
[03:45:12.600] 点。お金いくらねえ?お金いくらあるもん?くらまで出せる?え?みんないくらまで出せる?今日
[03:45:24.680] 私もそついた。
[03:45:29.120] みんないくらまで出せる?
[03:45:30.359] 3000ぐらい。
[03:45:32.120] 少な
[03:45:34.239] 3000円ぐらい。
[03:45:35.080] 今のところ1万まで。
[03:45:37.080] 今日は一旦
[03:45:37.560] 3000だって全部一旦。
[03:45:39.520] あ、今のところ1万よ。
[03:45:48.439] 俺オンラインや。円盤石足んねえよな。
[03:45:56.239] 今日は1円戻してあげない。
[03:46:03.080] ええ、なんで回復薬そんな?あ、買って。あ、俺けどお金ないや。お金んないね。だめだ。
[03:46:14.319] いや、だからあれなんだ。最初分けしてないから、あのポイントが溜まってない。ポイントあるお金になるからね。うーん。
[03:46:25.800] はーい。
[03:46:27.560] 今日は1出したあげる。
[03:46:32.159] もなんだかんだ出してくい。ありがたい。スバン。うー。
[03:46:48.199] あれゴ1回買ったんだっけ?
[03:46:49.960] 買った。ドンゴ買ってる。
[03:46:54.640] 全部で21クあ。
[03:46:58.920] あの、だからさっきやったこなんだ。
[03:47:01.560] あ、そこ全部行かなきゃいけないのか。
[03:47:03.479] いや、だから本当にここハンターランク
[03:47:05.760] 2
[03:47:05.880] になりたいんだったらここだけやん。本当はここを進めるべきな。だから多分やるとしたら
[03:47:16.720] 行くとこまで行く。
[03:47:17.760] 今ゴスケネポスガレオス大名とかこの辺なんだよ。
[03:47:25.439] ガレオス。
[03:47:26.399] 今無理じゃねっていう。あ、こっちやば。クが分からんからな。
[03:47:34.640] あ、ババコンガとか
[03:47:38.199] 4200
[03:47:41.199] 多分今無理だ。もうちょっと武器どうにかし。そか。武器更新人ないのか。武器だよね。
[03:47:54.439] 育育てないと多分これしんどいよ。
[03:47:57.920] 弾かれてるから
[03:48:00.239] ヤンコックには弾かれんだからどうすっかな。バコが行く。の武器じゃねえ。
[03:48:19.239] バコンきつそう。
[03:48:20.920] きついよね。そうか。
[03:48:28.920] やっぱさ、じゃ、俺を見、
[03:48:31.720] 武器どうにかしないといけないんだって。
[03:48:36.800] お互いの武器何をして?
[03:48:40.279] これ意外と骨なったりするんだよ。謎の骨とか。あ、これだな。
[03:48:50.960] ちょっと現場20個必要なん
[03:48:55.640] やるしかない。
[03:48:58.560] 結構しんどいで。
[03:49:03.399] また素材ツアーやん。
[03:49:10.239] だから目の前に現れたやつ全員やるしか
[03:49:12.800] ないんだ。
[03:49:23.239] てことでね、もう案だよね。
[03:49:29.040] うん。どうする?どうします?終わればいいんだよね。
[03:49:39.840] もう終わすわす方法で行こうよ。もう終わす方だったらどんどん
[03:49:44.279] もう行くしかねえ。
[03:49:45.159] ランク上げるしかないね。
[03:49:47.720] でも武器とか強くしないと原料きついな。現状はきつい。だけエリア移動めっちゃするよ。俺エ
[03:50:04.600] 多分死ぬよな。でも迷ってもしゃあないな。
[03:50:12.920] うん。
[03:50:19.040] 勝っちゃい。勝っちゃった。お前落ちなきゃいいだけの話だからな。そう。石とか制限あるからね。
[03:50:33.720] ちゃんはいい。
[03:50:53.720] ああ、座みね。
[03:50:58.840] なんかこの辺もキクだと思うんだよ。
[03:51:00.520] ああ、多分ね。多分ね。
[03:51:03.640] ボスゲレポス行ってみようか。あ、それ余裕だわ。うん。こ、
[03:51:08.920] これも多分い。
[03:51:09.840] そっか。潰さないとダメなのか結局。あ、
[03:51:14.040] ちく見る。く見るか。
[03:51:20.600] 見たら早い。
[03:51:24.600] 見たら早いよな。間違いない
[03:51:26.359] なあ。1
[03:51:27.720] 回ちょっとあれか、1回見るか。
[03:51:30.880] 見ちゃ、見ちゃいけないわけ。
[03:51:32.920] そんなん、そんなの書いてない。
[03:51:34.359] うん。そんなてない。
[03:51:35.920] そんなの書いてない。よ
[03:51:50.359] 勝てる。
[03:51:51.239] よ行ってこい。
[03:51:54.080] 何にずっと言い訳してんの?笑。なんか言い訳してんすよ。はよ。
[03:52:08.640] あ、そんなねえんだな。
[03:52:19.199] え、ならんちゃんついにベラント出たけどあ、
[03:52:29.520] なんかね、これどうどう思いますかね?これ本当にこれ回できるかな?なんか
[03:52:44.760] 結構結構だ。結構だと思うんだけど。あ、
[03:52:57.560] 結構あえ。
[03:52:59.920] おやつ台。
[03:53:00.680] ありがとうございます。
[03:53:02.239] あ、
[03:53:03.040] あざいます。おや台。1001
[03:53:04.680] 土年。ありがとうございます。もさん、ありがとうございます。
[03:53:06.720] あ日お拝むかも。
[03:53:07.920] あみ小拝むよ。朝日ありがとう。
[03:53:11.279] 1001ビッツ100100ドネ100
[03:53:13.680] 円ありがとうございます。あれね結構ね結構疲れてきた。早い早いけど。
[03:53:26.840] ア100
[03:53:28.040] いやいやいや何そんなにいもっとだいもっといみんなもい
[03:53:32.960] ありがとうさも
[03:53:34.520] 100
[03:53:34.720] ビットありがとうもあるよどネもあるからねちょっとごめんごめんごめん俺もタバコ切っていい?ちょっとちょっとごめんね。ごめん。マジごめん。
[03:53:50.279] ちょっとあのうん。ちょっと切り替えるか。
[03:54:00.800] ソファ配信始また。放課後
[03:54:11.720] Tタイム。
[03:54:38.439] あ
[03:55:06.080] うやろ
[03:55:16.800] 。
[03:55:29.760] あ
[03:56:01.239] あ、え、ういや。
[03:56:37.840] あ
[03:58:02.640] どこまでやるか会議してんな。
[03:58:19.760] あ
[03:59:01.880] うわあ。
[03:59:19.239] あん
[03:59:34.199] バイク入ってるっ
[03:59:36.960] はい、どうも。
[03:59:44.399] あ、
[03:59:44.680] はい。ね、
[03:59:46.159] お帰り。
[03:59:47.600] あの、これそうですよね。ね、やるよ。やるけどね。どこまでやるか会議してる。そんなことないよ。そんなことないよ。ただマイク入ってる。
[04:00:04.600] のりあいつさっき言ったな。した方がもう嫌がりついてトイレ行ったわ。
[04:00:14.479] いつまでできるの?
[04:00:16.439] いつまででもできるよ。別に時間はない。明日の夜まではだできるけど。そんなにはでしょ。こだね。
[04:00:36.479] あん、
[04:00:37.080] いいね。いいね。いいかい?あ、疲れてくるやん。
[04:00:53.960] 飲んの?
[04:00:54.720] え?
[04:00:55.120] 飲んの?
[04:00:56.720] 飲む。もう1杯。
[04:01:07.120] え、
[04:01:08.159] 明日あれ何?
[04:01:13.319] 明日明日あり
[04:01:15.319] 絵お酒飲んでるの?飲んでる。私飲んでるけど。
[04:01:21.479] あれどこにあんの?
[04:01:22.840] あるやん。
[04:01:24.439] ちょっとさ、休憩しようと。うん。
[04:01:28.960] これしかない。ちょっと雑談しか。
[04:01:36.279] ちょっと雑談しようかね。ちょっとちょっと雑談しよう。ちょっとみんなみんなちょっとちょっとみんな雑談しようね。いやあ、やってますけどもね。モンスターハンターやってますけども。やあ。
[04:01:57.399] 大丈夫かな?どうどう?です。はい。せーの。はい。え、お疲れ。何時できるの?別ないです。
[04:02:14.040] ない。時間は正直無限に作ってきて。
[04:02:17.439] パチパチ
[04:02:21.399] だちゃう。俺
[04:02:22.080] ほ酔い。
[04:02:22.920] ほよい。ほい。ほ酔いで十分で俺は。
[04:02:25.319] いや、あのさ、
[04:02:26.159] ブロードトライル、
[04:02:28.640] あれ何も謝罪しちゃうやつ。
[04:02:30.359] 謝罪。謝謝罪って何が謝罪って?何が
[04:02:33.359] 謝罪ってなんだよ。モンハンに差し替えさん。いつもハ
[04:02:37.199] 謝罪って何?いや、いつもハンじゃない。これわざわざやったんだ。
[04:02:43.359] 謝罪。
[04:02:44.239] いや、謝罪とかないけど。え、謝罪とかよくわかんない。どうしたの?急にびっくりした。
[04:02:51.359] え、どうですか皆さん?どう思う?これぶっちゃけすごいよ。ぶっちゃけ時間かかるよ。
[04:03:08.080] ぶっちゃけ時間かかる。
[04:03:11.960] ぶっちゃけね。
[04:03:12.800] 笑笑。
[04:03:14.199] すごいよね。
[04:03:14.920] すごい
[04:03:16.199] ぶっちゃけね。
[04:03:16.880] 笑笑。
[04:03:17.399] え、さっききで調べた。
[04:03:19.040] 大丈夫。やめたい。
[04:03:21.040] の側は楽しくないか配信だけをやってくんだったら大したことないんだよ。ただそれに勝てるように防具を作る
[04:03:33.880] そう防具武器ね
[04:03:35.199] を作るのをは最初クエスト
[04:03:38.760] うん
[04:03:40.319] そうなんですよ
[04:03:40.920] で終わったら納場
[04:03:42.920] そう
[04:03:44.560] すごいね。そう、
[04:03:48.080] これだ。レベル上げてるようなもんということはない。
[04:03:51.680] レベル上げを見てるようなもんだよ。
[04:03:53.720] だ、1時間レベル上げしてやっと
[04:03:55.880] 1個敵
[04:04:01.760] 当たらなければね。
[04:04:03.439] すごいよね、これ。なんか武器も作らなきゃ。
[04:04:07.800] イアング。クックも倒した。
[04:04:10.120] クックは
[04:04:11.880] ま、すぐ倒せたけど。
[04:04:12.880] 倒せた。倒した。倒しましたね。
[04:04:15.680] じゃあクック倒したからあと
[04:04:17.359] 5
[04:04:17.560] 回やるかつったらすごいで。まあね。じゃあ次クックの装備揃えようやって。あと
[04:04:24.960] 56回
[04:04:26.760] プラスあの石もいいな。石
[04:04:28.800] 石だの虫だの
[04:04:31.640] だもんね。
[04:04:43.439] ま、懐かしさで先行したところはあるよ。それはある。
[04:04:48.319] 懐かしい1本で行ったね。
[04:04:51.159] 行こうとしたよね。
[04:04:52.920] やば、勢いすごいね。
[04:04:54.800] じんちゃんが隣にいるとチマゲームでっかく感じるね。
[04:04:58.600] うスクリアでもいいぞ。うくりや、俺1
[04:05:00.960] 人です。うーん、どうしよう。バコが行くか。
[04:05:17.040] もう反省か。
[04:05:20.399] ま、バコンが
[04:05:22.520] アップ椅スフレッティ。
[04:05:25.120] あれでプリティオールイズプリティ
[04:05:30.520] 配ソ
[04:05:31.960] オールウイズプリティなのかこれえって
[04:05:40.520] 朝まで助かる
[04:05:48.640] で誰かあのそこら辺に来てもらってさあのローカル入
[04:05:53.640] てもらって動画入ってもらって起こしてもらった。
[04:05:59.040] うん。うん。
[04:06:01.080] あれだって4時ぐらいに起きる。どうせ
[04:06:05.359] 確かにあいつ4時ぐらいに起きるから。
[04:06:07.040] あと3時間ぐらいで起きるから。
[04:06:08.760] うん。
[04:06:09.279] ほんでってあの
[04:06:12.880] チマゲームがやめたそうにこマラソンガラに来てもらって。やめた。装なんかしてないよ。
[04:06:21.600] 別にただやめたとかじゃなくて
[04:06:25.800] いや結構あるなっていうのをちょったね。
[04:06:28.640] すごいなっていうのはあるね。やめたいとは言ってない。すごいって言ってんの。すごいなって
[04:06:34.600] つまんないと言ってない
[04:06:35.640] ねえ。
[04:06:36.520] すごいよね。うん。
[04:06:37.359] すごい。笑
[04:06:38.640] 結構あるよ。
[04:06:39.560] 時間かかると言いつつ雑談。
[04:06:42.199] 本当だよ。こんなことしてないでさとやりゃいひじゃ。あとあとね痛い。
[04:06:48.960] もう手むちょ手むんできてんね。本当にあ酒飲むなって話もあるけど酒関係ないんだよね。
[04:06:57.080] PSだなが。
[04:06:58.800] そうそう
[04:07:01.040] な君できてんの?
[04:07:03.239] あ、あの俺うん。ちょ、自分で分かるぐらいちょっとだけねけど、ま、大丈夫です。お兄ちゃんも飲んでるんで。
[04:07:13.920] ま、お兄ちゃんは飲んでるしな。
[04:07:15.359] お兄ちゃんも飲んでるから。
[04:07:16.600] お兄ちゃなんだよ。やっぱ
[04:07:19.000] お兄ちゃん。
[04:07:19.479] お兄ちゃんだ。たまさんや。
[04:07:22.199] 確かにちゃまくんの手はむくんでるかも。おにちゃってうまい。おにちゃ飲んでるならまあちゃだった。
[04:07:30.520] ただの麦茶。
[04:07:33.520] 邪魔。
[04:07:37.600] 鬼にちゃうまい。うまいですね。
[04:07:40.359] うん。麦茶。
[04:07:41.119] 鶴べの麦茶と同じ。
[04:07:42.920] 鶴べの麦茶のと同じ。
[04:07:45.040] うん。同じ。
[04:07:45.800] 明確した。同じ
[04:07:49.560] あのケップ青いの画面感をあげてる。
[04:07:53.239] Hikakinに金落とすな。
[04:07:55.239] みくじ派は
[04:07:56.560] あ、みくじみくじ見てない。
[04:07:58.560] おみくじ引いてないじゃん。
[04:07:59.720] 確かに飛
[04:08:06.239] こじ引いてさ、モンハンやめろって書いてあったらやめるよな。
[04:08:09.600] やめる。
[04:08:10.000] そう俺Kキが言ってんだもんな。
[04:08:12.080] うん。うん。
[04:08:16.040] 書いてあるかな?どこにある?
[04:08:17.720] 笑笑。
[04:08:21.359] Hikakin
[04:08:21.840] が言うならやめるな。よいしょ。どこに?ちょうどちぎれてるやん、お前。え、ちょうどミクジんとこちぎれてるやん。
[04:08:36.439] あ、ね、これ。え、
[04:08:38.040] ここ、ここ、ここに書いてあったんだよ。
[04:08:39.880] 笑笑。下手くそ。
[04:08:43.840] ちなみに僕大吉大吉出ました。大吉
[04:08:46.680] 笑鬼大吉
[04:08:53.479] 鬼大吉やん。鬼大吉地や。これやめろってことじゃないこれ。もう手疲れたが鬼大吉だよ。終
[04:09:02.720] 鬼大吉なんてあるん?
[04:09:04.199] 鬼大吉地だよ。鬼大吉地。え、これめっちゃなんじゃない?半分マップスになってるけど。探すな。ちょ
[04:09:12.040] 雑に扱すぎた。
[04:09:13.119] 笑笑。続けろってことだな。
[04:09:15.279] お吉だ。鬼吉。じゃあボンが行こうか。
[04:09:25.119] 鬼退治しなきゃ。
[04:09:26.479] 行くか。じゃあも僕でじゃ。あれなんだよ。あの画面に集中するから。
[04:09:33.279] シャワー浴びてくるわ。
[04:09:34.479] 一旦シャワー。いい。シャワー見てきて。
[04:09:36.640] か幸先の良い展開だね。
[04:09:39.119] 画面に集中するからさ。
[04:09:42.000] 使われる
[04:09:42.399] てのあるよね。
[04:09:43.319] じゃ、じゃ、じんちゃんのにする。じんちゃん目線にする。次。
[04:09:47.920] いや、俺全くコメント拾えない。
[04:09:49.760] 何?
[04:09:50.159] ちょ、俺、俺が、俺がこっちにして今度あんたこっちにけばいい。
[04:09:54.680] じゃ、こっち乗るんだ。これ自分のやつ。
[04:09:57.199] ああ、そういうパターンね。は、死に、死になる。勝つ。え、うん。え。
[04:10:11.159] じんちゃん、この家ってトイレしていいよ。
[04:10:13.680] だめだよ。
[04:10:14.600] なんだ。
[04:10:17.000] 電気も消せよ。やね。
[04:10:18.479] いい。消した消さ。
[04:10:20.880] お疲れんく。1
[04:10:22.159] 回行こう。うま。結構
[04:10:28.000] もう元気以外にマッチだ。
[04:10:33.560] 座ってしろ。
[04:10:37.840] 油し
[04:10:42.960] ゲーム終わったん?
[04:10:44.640] こ川は?あ、これ鳥なの?めっちゃ渋い顔してるな。なんかあ、シザさんこんばんは。うん。終わってないよ。
[04:10:54.720] 全然終わってないよ。今からだよ。
[04:10:56.600] うん。今からか、もうほとんど終わった。今もほとんど勝ったから。
[04:11:03.840] うん。もうね、気持ちよかった。
[04:11:05.920] 笑笑。
[04:11:06.720] ほとんど終わったようなもん。笑笑
[04:11:09.520] やけど勝てるよ。
[04:11:11.840] 行くじゃう。
[04:11:14.279] うん。
[04:11:15.080] おいじやってるか?
[04:11:20.520] コメントがね、どうしてもあー、ちょっと待って。
[04:11:36.159] 何
[04:11:36.520] すっげえ今更なこと言っていい?い
[04:11:38.520] よ。
[04:11:48.359] 2
[04:11:48.520] 人ちょっと声かも。エアコン
[04:11:53.760] 何?エアコン。
[04:11:55.199] これでこの2人の声ちっちゃい。
[04:11:59.000] ちっちゃい。マイクの距離がやっぱね。
[04:12:01.720] そうね。ちょっと反響もあるかもしれないね。
[04:12:05.960] もうちょっと上げるわ。じゃあ左からえっと
[04:12:13.720] AirPodsで携帯繋いで。
[04:12:16.159] 違うんだ。お前言ったやんだから。それは
[04:12:18.760] 俺のPSPの音も全部入っちゃうよって。
[04:12:21.159] わからん。俺だけ。
[04:12:22.119] 左は気にしない。
[04:12:24.359] マジでそんなことできんの?消徳大使みたいな。
[04:12:29.560] モならってコメント拾っても大丈夫。
[04:12:32.279] 俺のモンハの音も書いんだよ。
[04:12:33.640] 書いてるね。こっちごちゃごちゃ。今うるさいも
[04:12:37.479] で俺の声聞くのに両方して。
[04:12:41.840] あ、距離聞こえる。全然
[04:12:48.720] 今めっちゃ怒られた。嫌いに耳る
[04:12:54.239] 気にならない男茶どベリーベリーくてファせ笑れん君が全部読み上げよ笑っすかみたいな顔やめ
[04:13:06.159] 大丈夫まやるかどういい
[04:13:10.159] しのゴの言わずになんよなんいいねん
[04:13:14.680] 俺こっちから音声行こう
[04:13:18.040] これは何の何のクエースだこ
[04:13:20.720] あ、ゲネポスはね、キクエじゃないっす。
[04:13:22.720] あ、じゃやめよう。
[04:13:23.319] やらないと終わらないよ。そんな宿題みたいな。
[04:13:28.279] やらないと終わらない。
[04:13:31.040] 何時頃までやる予定なん?笑笑。
[04:13:34.880] 何時頃までやると決まってないよ。
[04:13:36.439] 決まってない。
[04:13:39.800] 意味ある?これ。
[04:13:40.720] ん?
[04:13:42.640] 俺の配信の音も聞いてんでしょうか?
[04:13:44.760] 意味ないよね。じゃ、
[04:13:46.319] うーん。じゃい。ここまで棒読みいる。
[04:13:49.239] じゃあいっか。今すんごい遅延してきてるとだよね。だって配信の音聞いてんだもんね。こっちじゃなくて。
[04:13:56.720] うん。意味や。
[04:13:58.840] すんごいやん。
[04:14:00.239] すんごい。
[04:14:03.640] はい。
[04:14:04.439] オ、
[04:14:05.279] もう行ったらええねん。文句言わずに行ったらええねん。
[04:14:09.239] そうそうそうそう。
[04:14:09.960] 行こう。あん。
[04:14:13.800] すんごい
[04:14:16.920] 勝ちます。
[04:14:17.439] お読みのイヤホン半分個庫できないの?
[04:14:20.080] 出た。
[04:14:20.479] お読みのイヤホン半分個庫すると俺の
[04:14:24.520] PSP
[04:14:25.000] のこのモンハンの音と俺の声まで入っちゃうのみ。いや、あの要は俺はこの
[04:14:29.880] PSP
[04:14:30.279] の音聞いていくけど、じんちゃんはじんちゃんでじんちゃんの
[04:14:32.560] PSP聞かなきゃいけない。
[04:14:33.720] こっちでね、こっちで聞いてるから
[04:14:36.439] うまいことできねえんだよ。コメント棒読みの音だけ抜けないからさ。
[04:14:41.199] じゅん眠たくない。どっか我慢して。
[04:14:44.040] どっか我慢して。
[04:14:45.040] うん。だからいいんだよ。棒読みは。
[04:14:47.920] 笑笑。
[04:14:48.520] 眠くないよ。大体だってこれからだもん。
[04:14:53.880] 大体これからだよ。
[04:14:55.080] そう。俺の時間はこれからだから
[04:14:59.760] 大体ね。笑笑順タイム来る。い
[04:15:06.239] いだ。こいつ今日4時間遅刻してんだ。
[04:15:09.479] よし。仕事するぞ。
[04:15:16.000] なあ、
[04:15:17.279] ダブル
[04:15:17.680] ん。4
[04:15:18.399] 時間ぐらいし。4
[04:15:19.600] 時間ぐらい。
[04:15:21.880] あ、
[04:15:22.199] 働け。
[04:15:22.880] じんちゃん。ファンゴだ。
[04:15:23.560] あ、ファンゴいるやん。ほんまや。あいた。
[04:15:36.680] もちコバをやるわ。
[04:15:40.199] まあ、別にも防具とか。え、これ声大きくなった?俺げて。
[04:15:47.920] 俺らの声大きくなった。大きくしたんだけど。なった。
[04:15:52.080] 4
[04:15:52.319] 時間遅刻。ハにマしも買ってあげてな。なった。俺はちょうど良くなった。
[04:16:03.520] おい、ここクーラードリンクやん。
[04:16:08.760] 持ってないの?持ってない。クラホット体持ってくるもんでしょ。
[04:16:15.000] と殴られるから言えなかった。
[04:16:17.000] 上中だよ。上駐。
[04:16:21.640] 何年前のゲームなのこれ?
[04:16:24.479] これ何年前のゲーム?あれ?さっき誰?誰か言ってなかったっけ?
[04:16:28.479] 2000あるある。やるじゃん。
[04:16:32.040] 2000なんぼじゃなかったっけ?
[04:16:34.080] 2000
[04:16:34.479] なんぼっつの値段みたいに俺初めて聞いたわね。年聞かれてんのになんぼでご値段じゃねえだ。
[04:16:44.520] 8
[04:16:44.720] 年平成20年3月27日今も2000
[04:16:49.279] なんぼだよ。
[04:16:50.119] 本当だ。今も2000なんぼだよ。
[04:16:55.239] 2008年のゲームです。
[04:16:56.520] 2008年歳。
[04:17:01.279] 俺2026年で今42だから
[04:17:06.080] わかんね。なんかおいたね。
[04:17:12.000] 計算発。
[04:17:16.479] これが小6の時のゲームだっ。小
[04:17:19.159] 6。うわ、もう全然弾かれるもん。
[04:17:22.600] 6
[04:17:29.399] 10ぐらい
[04:17:32.080] 17
[04:17:32.600] 年前くらいにか
[04:17:40.080] 今何歳だっけ?今
[04:17:44.439] コメント欄にあった
[04:17:47.920] 投げナイフあったよ。何?何?
[04:17:50.840] 投げナイフ。
[04:17:53.239] 投げるぜ。
[04:17:56.359] もう全然弾かれてるもん。死ぬ、死ぬ。死んでた。時間切れが怖いの。
[04:18:10.680] 終わり違うの?
[04:18:14.159] 頭だって。
[04:18:21.800] ちゃんと認識してなかったわ。
[04:18:26.439] 人回り人回り違う。見た目ほぼ同年代なのに。
[04:18:43.159] 見た目ほぼ同年代って。それ俺にも失礼だ。
[04:18:46.960] ちゃんが若く見えるみたいな言い回しで言ってるけど、
[04:18:50.840] 俺が年取って見えるとも言える。
[04:18:54.279] 幼馴染みっぽい。
[04:18:57.800] 7
[04:19:00.720] そうだね。17
[04:19:01.960] だ。うーわ、ダメージえぐ。ちょっと爪でコツンってされただけでこれ。
[04:19:14.359] あ、そんな食らうの。
[04:19:17.199] も若いよ。ま、でもやるしかねえ。
[04:19:26.640] 馬でも256に見えるけどね。
[04:19:33.080] つげも20見える。マジかよ。
[04:19:38.359] 俺わかんない。
[04:19:42.600] も全員敵も含めてがわかしてすぎ。
[04:19:50.439] あれくらいだけねえな。回復できなくなんだよね。お、待って。えぐ。
[04:20:05.680] お尻可愛い。あばまばま。
[04:20:11.000] 回復中やね。う
[04:20:12.439] わ、もう何この豚?おめえがなんでこれにハムかってきてんだよ、この野郎。なんでこっちにハムかての。い、
[04:20:29.319] と食いだ。食いと食いだってあれじゃねえか。
