[00:00:17.800] 来た。
[02:02:27.280] お前何してんねん。小島ひ。そう、そう、
[02:02:29.760] そう。
[02:02:32.360] なんでインストール止まってんの?
[02:02:33.440] 66%。お前
[02:02:36.400] 絶対サボってたやろ。
[02:02:37.840] 笑笑。
[02:02:40.960] うわ、これインストール中にゲームできねえのがちょっとしんどいね。ちょっとしんどいね、これね。だってメタルギアソリッドってさ、ま、
[02:02:51.159] 2枚組だからさ、もう1枚、もう1
[02:02:53.560] 枚ディスクあるんですよ。もう
[02:02:56.079] 1
[02:02:56.280] 枚ディスクあるのに。これ、これあれだな。
[02:03:00.480] 多分さ、
[02:03:03.040] ダンパー機能とエミ機能が同じなのが致名的。
[02:03:06.440] あのさ、あれだよね。俺これ多分さ、
[02:03:09.440] USB刺す場所。USB
[02:03:12.000] 不明インストール完了ってなんだよ。何不明管?
[02:03:19.679] 不明?笑
[02:03:20.920] 何?不明管理って?え?何?何?不明る感じだって。
[02:03:30.520] え、
[02:03:37.400] え、インストールされてるよね。
[02:03:41.440] え、インストールされたやんな。
[02:03:49.920] え、
[02:03:54.079] どういうこと?なんかしった俺。
[02:03:58.000] これさ、ちょっとさ、USB刺すとこ
[02:04:00.199] 変えるわ。このさ、ハブに刺さない方が
[02:04:03.679] いいね。これハブにさしてんのが間違っ
[02:04:06.159] てるわ。
[02:04:09.920] 間違ってるけどハブに刺さねえと刺す場所
[02:04:12.360] ねえんだよ。刺す場所がねえんでござるよ
[02:04:16.079] 。
[02:04:27.440] 神BGM
[02:04:30.559] ちょっと待ってね。これ
[02:04:33.920] USB
[02:04:34.480] 刺す場所ないなあ。まあ、ここは直しするしかないね。
[02:04:50.040] 直し。
[02:04:52.360] これま、
[02:05:06.599] あれ
[02:05:08.239] 何?
[02:05:12.040] あ、あ、あ、あれ
[02:05:15.040] なんかまた
[02:05:19.920] あれ?もしもし。これどうなってます?今
[02:05:29.920] ワンワン。もしもし。声は聞こえる。
[02:05:34.079] もうめあ、そういうことかね。これさかあめんどくせえ。
[02:05:42.411] [笑い]
[02:05:43.040] 毎回これ
[02:05:45.679] オーディオの設定がさ、毎回勝手にさ、
[02:05:48.760] あれになっちゃうんだけどなんデュアル
[02:05:51.280] センスコントローラーは。
[02:05:53.599] デュアルセンスコントローラー
[02:05:55.199] すなや。勝手に
[02:05:59.400] 毎回
[02:06:00.800] だるいどうどうしよう
[02:06:02.719] もないの?
[02:06:05.760] めちゃめちゃだりいな。
[02:06:09.000] あれ?さっきどうやってやったんだっけ?どうやってやったんでしたっけ?スピーカーに砂や。オッケー。オケオッケー。
[02:06:18.719] デュアルスな。
[02:06:27.400] デュアル線のかい箱コン買おう。
[02:06:30.960] 箱コンの方がいいんだ。あれ俺だ。あれだよな。なんかあれだよ。
[02:06:37.880] え、え、え、え、え[笑い]、え、え、え
[02:06:40.000] 、え、何これ?
[02:06:43.079] え、あ、え、ああ、びっくりした。電源
[02:06:46.679] 入ってなかった。いや、なんかさ、あの
[02:06:48.920] ポリメガのさ、あの口にさ、ディスク入れ
[02:06:51.360] てたんだけど、全然あのオートで吸い込ま
[02:06:53.360] れないで、そのまま奥に手でグって入っ
[02:06:55.840] ちゃって電源入ってなかった。びっくりし
[02:06:58.079] た。
[02:07:04.199] なんか俺、あの、
[02:07:08.280] モコラにさ、モコラにもらった気がする。
[02:07:11.440] もらったよね、俺。モコラにもらに箱
[02:07:15.000] もらったんだよな。え、箱でも行けんの?
[02:07:19.119] 箱ってマイクないよねえ
[02:07:22.000] 。箱にしよっかな。
[02:07:26.119] さすがに箱だったら互感性あるもんね。
[02:07:31.800] ちょっと待って。持ってくる。持って
[02:07:33.360] くるってかすぐとこになる。
[02:07:49.599] 箱あるで。
[02:07:55.559] ま、箱だったらさすがに互
[02:07:59.320] さすがに。
[02:08:01.400] でもあれだな。ちょっとさ、
[02:08:05.040] これ今ね、あの、初めてのポリメガ配信だ
[02:08:07.840] から。初めてのポリメガ配信だから、こう
[02:08:10.639] やって配信でやってるけど、俺もう
[02:08:13.400] ポリメガのはもう使うけどあんまり
[02:08:17.280] インストールはこれ配信じゃねえな。なん
[02:08:19.679] か[音楽]これ結局待ってなきゃいけない
[02:08:21.960] もんね。だからやるゲーム決めて
[02:08:25.679] 取り込み時間かかるけどメディアドラクエ
[02:08:29.360] さん[音楽]の276倍だからやを得ない
[02:08:32.079] 。
[02:08:33.239] まあね、
[02:08:43.000] これが時間かかるよね。
[02:08:46.320] だからやりたいゲームを決めてあらかじめ
[02:08:49.000] インストールしてやろう。だから次の
[02:08:51.360] ゲーム何やるか決めようね。何やろっかな
[02:08:54.639] 。次
[02:08:57.400] なんかここでリバイバル配信やっちゃおう
[02:08:59.639] かな。やっちゃおっかな。
[02:09:04.599] なんかあの
[02:09:07.239] メタルギアソリッドがスナッチャーやっ
[02:09:09.119] ちゃおっかなと思ってんだよね。でさ、
[02:09:11.639] スナッチャーさっきやったじゃん。スナッ
[02:09:13.960] チーって
[02:09:15.880] あのPCエンジン版がま、完全版じゃない
[02:09:19.400] ですけど、ま、よく言われてるんだけど
[02:09:22.079] ちょっとね本当にこれ何回もあれたんだ
[02:09:24.159] けどこのねMSXのSDスナッチーっての
[02:09:28.199] があるんだよ。これが何なのかって言うと
[02:09:30.040] 、スナッチャーで唯一出たなんかその番外
[02:09:34.440] 編というか、外伝というか、ま、本編と
[02:09:37.079] 一緒なんだけどスナッチやったら
[02:09:38.719] アドベンチャーゲームやん。
[02:09:40.199] アドベンチャーゲームなんだけどこれ
[02:09:41.480] なんかRPGになってんの。SDキャラに
[02:09:43.760] なってて。で、これがMSXでしか遊べ
[02:09:47.559] なくて、で、あの、なんていうの、結末も
[02:09:52.320] 全然そのあれと違うのよ。その
[02:09:54.800] アドベンチャーゲームの方と違くて。そう
[02:09:57.960] 。これがだからね、すごい面白そうなのよ
[02:10:00.880] ね。面白そうでこれやるために1回1回
[02:10:05.440] 普通のスナッチをやるってのをまありかな
[02:10:07.679] と思ってる。
[02:10:09.760] まありかなとは思ってる[鼻息]
[02:10:12.440] しメタルギアは
[02:10:15.400] あのプラモが今絶賛あのデラコマ君に送っ
[02:10:19.000] てプラも塗装中なんで塗装中なんで
[02:10:23.719] ちょっとあのなんだそれまで気分高める
[02:10:28.440] ためにやりてえなと思ってもいるし全然
[02:10:33.719] ポリメが関係ないなくポリメが関係なく
[02:10:38.199] ガリウスの迷宮ってっていうMSX
[02:10:40.159] のゲームも手に入れたんで、ま、それもやりたいなと思いつつ、それもやりたいなと思いつ、この面白そうな、またアクションゲーム手に入れたんで、またそれもやりたいなと思いながら、えー、もう
[02:10:54.000] ムスックスちゃ、
[02:10:55.719] もうあの、あれですね。ドリルレロはいいんじゃない?もうドリルレロはいいんじゃない?にソフトも集まってき、
[02:11:02.055] [笑い]
[02:11:06.640] [音楽]
[02:11:06.800] 集まってきましたね。集まってきましたね。
[02:11:08.920] 笑。
[02:11:09.920] オリルレロはなんか
[02:11:12.000] そうと
[02:11:13.320] なんかいや、おもろいんだけどあれ。めっちゃおもろいんだけどさ、なんかねおもろいんよ。他にやりたいゲームがな、ちょっとありすぎんだよ。他にやりたいゲームがありすぎてな。いや、これ待ち時間投げえな。
[02:11:21.051] [笑い]
[02:11:35.679] これ月できないのかな?
[02:11:37.679] エンディングが気にならない。
[02:11:39.239] そうなんだよね。
[02:11:40.599] 感開きすぎちゃったのがね。
[02:11:42.480] それもある。ちょっと色々重なってね。これなんで起動できねんかな?やっぱインストールがあれだったかな。なんかさっきインストールちゃんとできてなさげだったもんな。なんかインストールが不完全だった気がすんだよね。
[02:12:01.199] なんかよくわかんねえけど自慢して。
[02:12:04.936] [笑い]
[02:12:05.480] くさん、こんばんは。今ね、
[02:12:07.960] インストール失敗してる可能性
[02:12:09.880] なんかあるね。なんかあるよね。なんかある気がするわ。
[02:12:15.000] ちゃまゲームお疲れ様。
[02:12:16.599] お疲れちゃん。くらさんこんばんは。メタルギ今ね、あのポリメガ、あ、ポリメガリミックスっていうやつをね、開封してやってんだけど、これすごくない?メタルギアとか、あの、このゲーム今パソコンの中だけで動いてんだよ、これ。
[02:12:33.559] ディスクをパソコンに取り込んで、あの、普通に遊べるようにしちゃうという素晴らしいゲームです。素晴らしいゲーム。すナっちゃ
[02:12:48.199] それってすごいんや。
[02:12:49.440] すごいでしょうよ。だって実機必要なくなっちゃうんだよ。実必要ないんだぜ。すごない?すごない?なんか待ってる間にサクっとできるゲーム入れればよかったな。
[02:13:00.159] なんか、あの、どれもなんか、あの、しっかりがっつりなゲームなんだよな。
[02:13:00.612] [笑い]
[02:13:06.800] PCエンジンシいや、ていうか
[02:13:10.159] ポリメガっていうのがゲーム機なの?
[02:13:12.239] そう、ゲーム機というか、ま、ゲーム機だね。ポリメガっていうのがゲーム機なのよ。これがすごいんだよね。いや、これちょっと失敗したな。インストールする順番なんかアクションゲーム
[02:13:23.239] 1個インストールしてき
[02:13:24.559] みたいなこと。
[02:13:25.480] ま、そんな感じだね。言ったら言ったらそんな感じだね。
[02:13:30.000] わ、これ時間かかんな。月果ができればちょうど良かったんだけど。
[02:13:36.199] おつちゃまなんで。お疲れ。おい、ポリメがすげえぞ。ポリメがすげえんだけどよ。すげえんだけど意外とインストールめっちゃ時間かかるわ。
[02:13:46.800] あげない、
[02:13:47.920] あげない。今メタルギアのね、メタルギアソリッドのね、ディスク
[02:13:51.880] 2
[02:13:52.079] をね、あの、インストールしてるんだけど。
[02:13:55.040] 手もいねから割ったらいいじゃん。
[02:13:57.079] もまほんまほんまゴミみたいなこと言ってるな。
[02:13:58.252] [笑い]
[02:14:02.880] ダブル
[02:14:04.480] ウニーってやってるやついねえだろ。
[02:14:06.679] 草。
[02:14:07.360] 誰がやってんねん、ウィニーって。
[02:14:09.960] え、なんかやりたいのにさ、このインストール中なんかやりたいのにインストール中は起動できないんですよね。
[02:14:28.679] 似てる。
[02:14:29.760] 今日似てる。
[02:14:32.760] 今日似てる。今日似てる。
[02:14:37.639] なんかあ、いるんかい?[叫び声]
[02:14:41.280] そろそろ開始され。
[02:14:42.480] いや、いるんかい?本物。本物いるのかよ。
[02:14:47.378] [笑い]
[02:14:48.040] 草。[咳払い]
[02:14:49.559] 本物いた。
[02:14:51.639] なんか
[02:14:53.960] ポリメガは
[02:14:56.360] ベリリなんだけど
[02:14:59.360] インストールに意外と時間かかるから
[02:15:04.280] 待ってる間にモノマネするしかないんだよ
[02:15:08.639] ね。
[02:15:10.958] [笑い]
[02:15:12.719] なんかさ、これさ、インストール中ゲーム
[02:15:14.920] やるとなんかバグるんだよな。これ
[02:15:17.159] ちょっとしんどいよね。これちょっと
[02:15:20.320] しんどない?これされたら。
[02:15:25.920] ま、とりあえずちょっとメタルギア入れ
[02:15:27.599] たら
[02:15:29.199] どうすっかな?え、まジ?ちょっと次回何
[02:15:31.760] やろうかな?それだけ決めたいね。それ
[02:15:34.000] だけ決めたいよね。
[02:15:38.040] スナっちゃう。
[02:15:41.119] もう1回スナッチャーやっちゃうのもあり
[02:15:42.760] なんだけどな。
[02:15:47.000] 何あるか教えて。ええ。
[02:15:49.760] いや、いっぱいあるよ。いっぱいあるよ。いっぱいある。砂ナっちゃ。いやあ、迷うよ。メタルギアもやりてえしな。
[02:15:54.844] [音楽]
[02:15:59.040] トリムドリルレロ。
[02:16:00.639] ドリルレロ。え、ドリルレロ最後までやるべき?ドリルレロ最後までやるべき。やっぱり
[02:16:01.393] [笑い]
[02:16:07.880] ここはポケモンま、あるけど。ま、あるけど。確かにやろうと思えばできるけど。
[02:16:25.000] このさ、これがいいのよ。このこのひ、
[02:16:28.000] 一言コメントみたいな。
[02:16:30.920] テロリストによってか核核核核核兵器保存
[02:16:34.359] が選拠された。プレイヤーは任務を受けた
[02:16:36.599] 伝説の傭兵ソリッドスネークになり敵から
[02:16:38.479] 隠れ特攻撃しながら単独戦理していく。
[02:16:40.800] パソコン版メトメタルギアの続編に渡る。
[02:16:44.120] メタルギアソリッドはいいぞ。たださ、
[02:16:46.120] うー、まあね、メタルギアやるんだったら
[02:16:48.760] メタルギア2とかやってからどうか10倍
[02:16:51.040] ぐらいおもなんねんな。メタルギア
[02:16:53.359] ソリッドやるんだったらメタルギア2やっ
[02:16:55.679] てから動画10枚ぐらいおもろなんねんな
[02:16:58.160] 。終わった。
[02:17:15.559] じゃあメタルギアにエナジー行け。
[02:17:18.960] エナジーはもういいて。エナジーしない。エナジー禁止。え、どうする?こんなにインストール時間かんのか?ちょっとマジで大変。マジでこれちょっと俺インストールマジあ
[02:17:37.679] [叫び声]
[02:17:38.160] エナジー売っててちょっと買うか迷った。
[02:17:40.840] エナキ[笑い]
[02:17:41.800] 売ってるんかい?くらで売ったろ?エナキ。今エナキ中だから俺エナキ中。やっぱエナキした後のエナジーがやっぱ
[02:17:53.399] 1番いいからな。うん。エナキ
[02:17:56.920] 1週間2
[02:17:57.719] 週間エナキした後の昔のゲームなんだから容量少ない。
[02:18:01.639] いや、多いの。やっぱディスクゲームになると結構多いんだよね。
[02:18:05.519] ディスクゲームになってくると結構多くて、どうしよう。何インストールしよっかな。インストールするのにもなんか悩むね。
[02:18:15.960] BGMとかも吸い出してるからかな?
[02:18:18.160] そうなんだよ。BGM
[02:18:19.200] も全部これね、す、あの、聞けるんだよ、個別で。これすごいよな。ああ、でもないやつもあるんだね。ないやつもある。
[02:18:32.800] え、じゃ何?スナっちゃんも行けるってこと?スナっちゃんもう嘘じゃん。
[02:18:39.240] ギリアンギリアン
[02:18:40.880] なんだよ。メタル人がせっかく音楽と思ってるのに。
[02:18:44.319] 何言ってんですか?いいですか?これは
[02:18:47.399] HシステムのCデスクなんです。
[02:18:50.280] 新しい。ああ、そうだが。
[02:18:51.920] このディスクの2
[02:18:52.800] 局目にはコンピューター用のデータが入ってるんです。
[02:18:56.439] だから普通のオーディオ器では再生してはいけないんです。
[02:18:59.840] これはね、メタルギアマーク2
[02:19:01.319] っていうと、そうだったのか。
[02:19:04.040] ああ、もしかしてそんなことも知らなかったんですか?いや、ほんのジョークさ。ジョークだよ。
[02:19:11.345] [笑い]
[02:19:11.760] じゃあ早く停止してください。局調には黙っておきますから。みたいなやつ。
[02:19:15.719] お前本の性格悪いな。
[02:19:17.840] そう、そうですか。私の性格付けはディリアンのデータから作られてるんですけどね。
[02:19:23.519] 分かってないな。そういう
[02:19:25.160] いいね。こういうの聞けるのいいな。
[02:19:27.319] このままだと2
[02:19:28.240] 局目に入りますよ。イギイリアンストップしてください。
[02:19:32.920] 危ないところだったな。
[02:19:37.240] これも元々入ってるってことです。
[02:19:40.080] そうね。
[02:19:42.200] ギリアン私。
[02:19:43.080] あ、でもこれなんか聞かない方がいいな。曲だけじゃなくてなんかあのセリフまで全部入ってるわ、これ。だめだ。これネタバレになるんで聞かない方がいいわ。これネタバレになるんで聞かない方がいいです。曲だけ聞けたら神なんだけどな。
[02:19:45.406] [笑い]
[02:19:55.760] スナッチャーの曲めっちゃいいから。
[02:20:02.040] うーん。これさ、メタルギアってさ、マイ
[02:20:05.640] プレイ、えっと、マイゲームの
[02:20:08.160] PlayStationに行ったら、ああ
[02:20:10.319] 、でもちゃんとあれなんだ。ちゃんと。あ
[02:20:12.720] 、12で分けられてるのね。なるほどねえ
[02:20:19.120] 。ちょっと待って。どうしよう。もう12
[02:20:21.399] 時16
[02:20:21.920] 分なんだけど、なんかさ、次ちょっと何やろっかな。わ、迷うな。
[02:20:28.637] [笑い]
[02:20:29.600] 2
[02:20:29.920] コース
[02:20:31.399] 何やろっかな。次マジでスナッチャーやろっかな。もう
[02:20:35.080] 1回スナッチャーもう1回やってSD
[02:20:37.640] スナッチャーに行く流れでもいいな。うーん。迷いますよね。
[02:20:51.840] うわあ。リンダキューブとかも
[02:20:54.520] インストールしてえけど。リンダキューブ
[02:20:57.439] もインストールしたいんだけどな。
[02:21:01.200] グラディウスガイデンもあるしな。
[02:21:03.760] こちょっとこれあれやね。マジで
[02:21:06.040] めちゃめちゃ大変だな。
[02:21:10.040] インストールするゲームが多すぎる。
[02:21:11.600] インストールするのに上限とかあるん?
[02:21:14.319] あ、それはもうパソコンのあれだよ。
[02:21:16.160] 容量によるよ。パソコンの容量の分だけあのインストールできるから別にそんな関係ないね。
[02:21:22.640] カも入れたい。
[02:21:24.880] あ、それプレステ2
[02:21:25.680] なんだよね。川プレステ
[02:21:27.319] 2
[02:21:27.479] なんだよね。よし。ええ、ま、ちょっと次やるゲーム。うーん。うん。
[02:21:45.680] ラミ入れて。
[02:21:46.760] じゃ、うんじゃラミもあるけどね。じゃあちょっとじゃあちょっと出すだけの機械っていくら?
[02:21:53.120] 4
[02:21:53.399] 万じゃ次ちょっとこれインストールするか。わかんねえから間取って間取ってはいちゃんインストールします。えっとパニックちゃんとりあえずインしよう。なんか悩むし。
[02:22:06.040] むく
[02:22:06.960] なんかパニックちゃん
[02:22:08.800] 何それ?
[02:22:09.600] え?パニックちゃんだけど。え、パニックちゃんだけど。
[02:22:13.840] 何か
[02:22:14.319] なんだ。
[02:22:16.240] インストールしたくない。パニックちゃんインストールするわ。
[02:22:18.023] [音楽]
[02:22:19.080] なんかエロそう。
[02:22:23.080] うん。なんかエロそうだよね。
[02:22:25.479] 巨匠村高弘
[02:22:29.813] [笑い]
[02:22:30.359] 全然知らないけど。巨匠村高弘の最新作あの
[02:22:35.960] 笑笑
[02:22:36.880] あの木村高弘のえ、本当に知らない。本当に知らない。ごめん。
[02:22:43.880] あの木村高弘。
[02:22:48.120] あ、あの、[笑い]
[02:22:50.640] ちょっと見せてみろよ。パニックちゃんよ。パニちゃんちょっと見してみんや。ちょっとやってみようぜ。パニックちゃんどういうこなんだろこれ?俺も全然これジャケットしちゃった。
[02:23:02.040] ジャけ買いしたから。
[02:23:03.960] あのジャけ買がいしちゃったんだよね、これ。これジャしちゃったから。か、
[02:23:08.439] え、ルルーシュ。
[02:23:11.560] いや、この何このいや、サムネよ。サムネよ。何このサムネは?これでもさ、ジャけ
[02:23:15.009] [笑い]
[02:23:22.479] ジけ買いしたんだけどさ。
[02:23:25.000] え、これ普通にエロアニメじゃないよね。エロアニメじゃないよね、これ。ジャケットに惚れて買そう。
[02:23:32.560] ジャケットに惚れて買っちゃったんだよ。なんか可愛くない?この子逆この子めっちゃ可愛くない?この子めっちゃ可愛くない?おっぱい大きいし。
[02:23:40.279] 可愛いと思って買っちゃった。わかんない
[02:23:42.640] けど、どういうゲームなのか。で、しかも
[02:23:44.319] なんか
[02:23:45.920] なんかあのなんか
[02:23:49.279] なんかねCDとかピンズとかついてんだよ
[02:23:51.800] ね。[笑い]
[02:23:52.960] ピンンズとCDがついてんだよね。これ
[02:23:54.760] すごい
[02:23:57.399] しかもこれがさ、無駄に豪華
[02:24:00.399] 時代感じるぜ、これ時代感じる。この
[02:24:07.399] 8inの8inって言うんだっけ?この
[02:24:10.640] シングルCD。笑
[02:24:12.840] 古いこれゲームキューブみたいなサイズの
[02:24:17.840] ちょっと今日はパニックちゃんでもやって
[02:24:19.160] 終わりにしよっかな。
[02:24:21.880] 今日はパニックちゃんでもやって終わりに
[02:24:23.600] しよっかな。
[02:24:25.920] 結構うちはね、こういうね、変なゲーム
[02:24:28.319] いっぱいあるからね。変なゲームが
[02:24:30.479] いっぱいあるからね。たまにはなんか配信
[02:24:35.439] になるか分からないぐらいのゲームをこう
[02:24:38.319] やってインストールして遊ぶのもまま悪く
[02:24:39.800] はない。
[02:24:49.160] ちょっと、え、エッチっぽいからな、これ。
[02:24:54.520] ドキ魔女にパニックに
[02:24:57.399] ドキ魔女もやばいけど。え、何これ?あ、オーディオプレイヤーあるやん。え、行けんの?これ行ける?サターンってさ、これセカサターンなんだけどサターンっよね。
[02:25:17.600] 行けんのかな?
[02:25:23.439] なんか下に出たよ。
[02:25:26.640] おお。
[02:25:31.479] ブンシャム
[02:25:35.160] のなんかシャムのさ、あのSE見たくない
[02:25:37.520] ?ブーン[咳払い]
[02:25:39.760] ドピン
[02:25:42.080] ドゥピンみたいな。
[02:25:45.720] なのこれな?何なのよこれ?
[02:25:49.560] ゲコそれもう買えないんだっけ?い
[02:25:52.800] や、変えるよ。いう感じてる目に見えない。
[02:25:59.920] これ大丈夫?これ下ネタじゃない?
[02:26:02.479] あらわすごい。ほっぱいが終る。
[02:26:08.600] 何これ?[笑い]
[02:26:10.960] このゲーム何なんだよ。
[02:26:16.279] いかいいよね。ハーツの人なんだ。
[02:26:32.760] おでっかいな。おいわ。なんかこの
[02:26:38.319] 90年代の
[02:26:40.760] 90年代すぎるパニックちゃん。
[02:26:45.040] さすがに男キャラ手抜きすぎやろ。
[02:26:47.886] [笑い]
[02:26:52.600] どんなゲームなんこれ?アニメーションすごいで。ハング音ンレンタルビデオ。
[02:27:14.080] いや、フルボイスちゃうんかい。や、ま、求めすぎなのかもしれないな、俺がな。いや、ま、フルボイ、この、この感じでフルボイスじゃないんか。はあ。今日もバリバリ超暇みたいな。
[02:27:17.361] [笑い]
[02:27:28.760] なんか背景切り抜きました感。すごい男だけかもしれ。
[02:27:31.117] [笑い]
[02:27:32.840] あ、男にはもう金かけてらんねえと。店長、似合わないみたいな言葉はやめてください。
[02:27:38.880] この時代で女以外の声のだ。
[02:27:41.359] あ、なるほどね。うーん。それにしても客が良くないなあ。月曜の昼間からレンタルビデオもないでしょう。毎週のことですよ。エッジなんやねん。このこいつの立ちへ見る機能いらねえだろ。
[02:27:52.077] [笑い]
[02:27:56.720] いや、それだけではない。やはり先月オープンした駅前の店が原因だ。
[02:28:01.600] のエッチ。
[02:28:03.600] そううっすか。あそこは店員にハイレグの女の子を使ってる。
[02:28:07.720] なんだそれ?
[02:28:08.359] 服いいな。
[02:28:09.760] HT
[02:28:11.200] へえ。店長やっぱり研究してるんだ。いや、ふかけてね、釣られて入ってってこれ借りちゃったの。おお。
[02:28:22.200] ね。
[02:28:25.160] だだだダミだっこりゃ。[音楽]
[02:28:27.520] 橋元の
[02:28:28.479] なんかのが、ノりが絶妙にきついな。ノリが絶妙にきついですね。
[02:28:28.758] [笑い][息をのむ音]
[02:28:35.479] きつい
[02:28:37.200] チマ一切。これ俺が出た時生きた時生まれた時全員宗教となると会議室を借りなければ店長その
[02:28:41.857] [鼻息]
[02:28:49.560] 5000
[02:28:50.160] 年前から繰り返してるギャグな何とかなりませんか?つまらないから今日限りでやめます。
[02:28:59.920] しかしなんだな、こうしてずっと
[02:29:01.479] 2人でやってると確かに刺激ないっすね。
[02:29:08.640] なんでここは声ね。なんでこんな意味わかんない猫はフールボイスなんだよ。
[02:29:13.298] [笑い]
[02:29:14.200] ダブル
[02:29:15.000] いや、店長に声やってくれよ。じゃあ
[02:29:17.640] 笑笑
[02:29:18.200] あいつの声はあるんかい?
[02:29:21.279] なんだよ。別にギャグなんてどうだっていいんだですけど。
[02:29:27.600] この日常の大いなる検体、この世の中も
[02:29:31.439] 新しい刺激というのはなくなってしまった
[02:29:32.960] のか。そんな刺激なんてありませんよ。
[02:29:36.359] あるとしたらピリカラピリカラあ、
[02:29:39.160] ピリカラべとか
[02:29:41.680] な。なんと貧困な精神なんだ君は。すい
[02:29:45.720] ません。つまらなかった。でちゅ、もう
[02:29:48.560] きつい。[笑い]
[02:29:50.640] ちょっとごめん。
[02:29:51.120] ちょっとこれちょっと知料の平成初期がちょっと平成初期が知量すぎるな、これ。ちょっときついわ。ノリがきついって。
[02:29:59.804] [笑い]
[02:30:02.200] 笑。きち
[02:30:04.399] つまらなかった。でちゅ。やっぱり女の子だ。何か刺激。へえ。女の子なの?
[02:30:12.560] のぶ
[02:30:12.920] 当たり前じゃないか。この世の中に女の子刺激を与えてくれるものがある。そうですか。
[02:30:20.240] 女の子なんてほらいっぱい歩いてるじゃ
[02:30:21.880] ないですか。信太をプロデュースのあの
[02:30:26.399] 修時ぐらいあぐらいちょっと寒いとこある
[02:30:29.240] な。なんとかなんだっちゃ[笑い]
[02:30:33.520] あれもう久しぶりにNetflixで庭2
[02:30:36.640] 話ぐらいまで見たけどもあ、リャマピーの
[02:30:39.960] 秋がきついきついずっとなんとかなんだっ
[02:30:45.640] ちゃって言ってて[笑い]いやこれは
[02:30:47.760] きついわ。見られへん。令和のノりじゃ
[02:30:50.560] ない。
[02:30:55.680] 仮に200人としてこれはクラスの同級生
[02:30:58.319] とか回してたかそのうちそう
[02:31:01.800] か親密な関係になれると言ったら
[02:31:05.720] だろう10人いたらそいつは世界一の
[02:31:08.200] 幸福者だ。本当に可愛いで可愛い子で
[02:31:12.920] このはよ女の子を出せや。もうつまで喋ってんねん。この適当なこの導入るいる?
[02:31:13.819] [笑い]
[02:31:24.840] 笑笑
[02:31:26.319] あとこの文字送りが口のあれと合ってて、あの早くならないのがだいぶしんどいね。
[02:31:37.600] 何をずっと言ってんの?こいつは意外に
[02:31:40.359] ロマンチストなんだな、店長は。ああ、
[02:31:43.680] ぼヤぼヤしてるうちに私ももう35歳に
[02:31:46.399] なってしまった。俺と5歳なんだ。やだな
[02:31:48.680] 。こな間だなんとたったの1人も私をん、
[02:31:52.560] この間なんとたったの1人も私を真剣に愛
[02:31:55.319] してくれるハイレグギャルが現れなかった
[02:31:57.920] のだ。
[02:32:00.920] なんだかあんまり真剣には聞こえませんが
[02:32:02.520] 。
[02:32:04.040] 走行してるうちにこんなにお腹も出て
[02:32:06.120] しまって
[02:32:08.040] 頭も寂しくなってああ、
[02:32:12.800] 落ち込まないでくださいよ店長。毎日毎日
[02:32:16.359] そこそこの売上を確保して月末の支払いを
[02:32:18.880] なんとか繰りし、また仕入れを考えて
[02:32:22.680] 暗いな。このような日常のあき悪なき
[02:32:27.080] 繰り返しで一生が過ぎていく。ああ、何も
[02:32:29.319] 怒らない。
[02:32:31.399] ドひゃくら。はい。もうやめるわ。
[02:32:33.730] [笑い]
[02:32:34.080] はい。お疲れ様でした。もうこれはもういいや。長い。
[02:32:38.080] 笑笑。
[02:32:39.479] 長いよ。
[02:32:40.359] はい。
[02:32:41.479] この導入で何分使うねん?これもう投げえって。だからちょっとあの女の子、あの女の子出てくるまで見たいよな。あお。急に来た。あ、来たよ。
[02:32:44.865] [笑い]
[02:32:56.399] だろう。我慢できへん。
[02:32:57.960] 来たよ。何?
[02:33:00.000] お
[02:33:01.080] お。こ、これだ。これ。これ。
[02:33:04.760] な、何ですか?これ、これこそ私の理想の
[02:33:08.399] 少女。
[02:33:10.279] だめですよ、店長。これは僕の理想の子な
[02:33:12.359] んだから。
[02:33:14.279] うーむ。いいな。こんな子いないかな。
[02:33:18.319] そうですよね。しかし世の中
[02:33:21.880] そうに甘くない。
[02:33:24.880] ま、満たれない現実が技術のケーキとなる
[02:33:28.000] わけで、なんかちょっとクレオンしん
[02:33:30.960] ちゃんに出てきそうじゃない?このなんか
[02:33:33.640] なんかクレオンしんちゃんにいるよね。
[02:33:35.680] こういうやつ。モブ。クレオンしんちゃん
[02:33:39.160] のモブなんだよな、顔が。
[02:33:44.240] あ、原
[02:33:46.319] 早くなった。早くなる。早くなった。
[02:33:49.479] あ、Lボタン押す。早なる。
[02:33:52.080] もうちょの子早く女の子見して。ていうかマジでここの会話どんだけ投げんだよ。さすがにやりすぎだろ。
[02:34:02.156] [笑い]
[02:34:04.880] もう辛抱て
[02:34:06.319] さすがに。あ、何?
[02:34:07.640] あんなわけのわかんない文句じゃ誰も来ないしな。何?
[02:34:10.880] うん。なんて書こうかな。
[02:34:12.600] ええ、あなたの才能で銭の花を咲かせませんか?高級
[02:34:17.560] U豪華室完備。
[02:34:20.120] 世紀最高の職場。
[02:34:21.920] 就職
[02:34:22.399] 最高級面使用ビッグ銀ちゃラーメン制服
[02:34:26.479] 規制なしで
[02:34:28.240] OKとええだけ書いとけば引かかるかな
[02:34:32.520] 世界的一流役者と関係のある触手集ですじゃないぞかないとまずいかな
