[00:00:05.879] ちゃまぷんちゃめちゃまんちゃめちゃまんちゃ
[03:42:42.680] マジでどんだけ今回強いんだよ。
[03:42:47.080] おわ、クッキーの
[03:42:48.704] [笑い]
[03:42:50.640] BGM
[03:42:51.319] ほんまに怖かった。うん。怖いよな。このデ
[03:42:57.600] 勝なさい。
[03:43:00.040] 気がイン
[03:43:06.279] 決める。
[03:43:16.199] ああ、だからなんかやたらと呪い装備落ちてたんだ。呪い装備しか落ちてない時期あったよね。どういうことなんだ?
[03:43:31.120] なるほどね。
[03:43:47.600] 強いな。
[03:43:50.600] 逃がさない。
[03:43:59.239] 行け。
[03:44:00.560] もうない。装備してもやることはやめて。
[03:44:03.520] まあね。まあね。
[03:44:07.439] まあでもギガスラッシュの威力が上がると思えば。よしよしよし。待って。マジで
[03:44:13.479] 4
[03:44:13.640] 時間近くこのダンジョンやってんだけど。気になる。あの弾みたいなやつ。
[03:44:33.120] あれ?光の玉じゃねえの?遠いよ。遠いって
[03:44:42.199] 生切った。さんの金の玉
[03:44:55.239] 大切にしてくれよな。なんてったっておじさんの金の玉だからねえ。どうなんですかね。
[03:45:03.560] 恐りあんの?これわかんない。このこのダンジョンが本当どこまで続くのって思ってますよ。
[03:45:09.530] [音楽]
[03:45:12.199] 4時間やって。
[03:45:14.800] でかい金の弾何気にポケモンも下ネタ入れてくるからな。見
[03:45:22.359] 切った。
[03:45:38.359] もう67なんですけど。マジで
[03:45:42.199] 70
[03:45:42.640] ぐらいまで来ちゃったじゃん。いやあ、もう強い。これわけ。
[03:46:00.960] 逃がさない。
[03:46:09.199] 強いね。あ、
[03:46:23.760] 大丈夫。
[03:46:27.120] せい。
[03:46:28.880] さすがにさ、その裏ボスは今日倒せなかったとしてもさ、このダンジョンは今日超えたいんだけど。
[03:46:34.520] でも今のうちレベル上げておくと後でのレベル上げない。
[03:46:38.000] まあまあね。うん。あんまりでもラスボスさっくり倒せちゃいました。もうちょっとやなんだよ。例えば今日さ、このダンジョン
[03:46:50.000] 1時までかかったとしてさ、
[03:46:53.199] 決めるわ。
[03:46:54.479] 明日じゃ明日ちょっとラスボスだけやろうぜつって
[03:46:57.520] 10
[03:46:57.720] 分とかで終わっちゃってもさ、えってなってんだよね。逃がさない。
[03:47:02.840] ま、そしたら違うゲームやるけど。いや、サークリー行かれてもな。てかマジでこれ終わったら何しようゲーム?
[03:47:17.239] 尾エちゲエちゲやりてえけど
[03:47:19.319] ban食らうってもあとないねんわし。
[03:47:26.239] キャンですか?
[03:47:27.680] いや、キャンバにやりてえけど絶対
[03:47:29.800] banるんだろ、あれ。なにいや、なんでもないんかい。そんなのないわ。
[03:47:41.199] 100%版ですね。あ、破のなんななん。
[03:47:48.600] あ、ルル
[03:47:53.159] 充電もなくなるほどのあれだよ。
[03:47:58.600] どれだ?充電
[03:48:01.800] これか。
[03:48:05.279] よいしょ。
[03:48:08.199] まあでもさすがに今日1
[03:48:09.199] 時までにはつもない。
[03:48:12.520] さすがに1
[03:48:13.040] 時まではクリアできんだろう。よし。ほんでまたあそこまで戻るんかい。しんどいって。
[03:48:24.920] 破点のなんちゃらって何?破点のなんちゃらって何?あれ何?帽子?
[03:48:33.760] 武器?
[03:48:34.800] 武器?え?武器な?あ、これか。はよ。全ての敵に人しく攻撃する。
[03:48:44.080] 何それ?天もく刃がなんだそれ?全体攻撃ってこと?
[03:48:55.359] ここでしょ。
[03:48:55.960] ああ、ブーメランなんだ。なるほど。がない。ブーメラン。
[03:49:06.199] はあ。へえ。めっちゃ強いじゃん。
[03:49:15.319] 見切った。
[03:49:16.800] ま、ま、ちょっと使ってくれませんでしたけど。使ってくれませんでしたけど。また戻るんかい。あそこまで
[03:49:31.120] 帰ってくる。ブーメラン取るの痛そう。
[03:49:31.533] [音楽]
[03:49:33.498] [笑い]
[03:49:34.760] 本当だよ。どこ?どこ持ってんの?いやどいやて。ハー持ってますやん。
[03:49:40.640] もうそれどこ持ってんのよ。それ
[03:49:43.359] 行け。
[03:49:52.760] 吹っ飛び。
[03:50:00.319] 強いのよ。
[03:50:03.920] イオラはなめプ
[03:50:05.080] 決めるわ。
[03:50:06.880] たまになめプするよな、こいつら。
[03:50:17.159] お、
[03:50:19.760] 1匹しかいなかったからな。
[03:50:22.800] え、遠いづら、
[03:50:26.239] 遠いづら。
[03:50:36.000] ここでしょう。
[03:50:41.840] 強いな。食
[03:50:42.359] いても遅い。
[03:50:52.479] 遊戯王は全作品見てたんですか?
[03:50:55.279] いや、GXまでだね。その後の
[03:50:57.520] 5D
[03:50:58.040] ズから見なくなっちゃったな。シンクロとかわかんないんだよね。あの、無印から見てるよ。無印ってあのあれね、デュエルモンスターズからね。
[03:51:07.680] その前のあのこのままもう少しの時は見てない。歩こだき
[03:51:19.840] そこまでは見てない。そこそこはまだ見てない。あのまだ会場の髪の毛が緑色だった。初
[03:51:27.560] の
[03:51:29.000] いや見てないわ。初代初代ってあのあっちは見てるよ。
[03:51:31.560] そのデュエルモンスターズの方はあの
[03:51:35.359] カードやってない頃
[03:51:38.279] あ、でもねカードはやあ、やってない。カプモンとかやってた頃じゃない。カプセルモンスターとかやってた頃じゃない。
[03:51:44.500] [笑い]
[03:51:46.040] 熱くみなる合図ね。新宿。
[03:51:48.399] 熱くみなるね。
[03:51:52.080] 歩いても遅い。
[03:51:53.120] つか。そっちの曲もいいのよ。そっちの曲もいいんだよね。
[03:52:03.399] 満タなは雪場をなくし困ってるぜ。誰かが蝶を揺らすだけで退屈は破裂するぜ。アライワラインの上を
[03:52:19.080] このは絶対
[03:52:22.199] あれもいいんだよね。
[03:52:24.640] 迷ってる間に受けるぜ。
[03:52:27.720] 1人に1
[03:52:29.040] つずつもらえる理由と情熱を手に輝くめに生まれてきた僕らの旅は続く。いいよね。あれも好きなんだよ。あれも好きよ。でも俺が見てたのってリアルタイムでは見てないの?やっぱリアルタイム
[03:52:50.680] GXだから。
[03:52:51.399] あれなんか土曜日の朝に再放送やってたよな。それで見てたからなんかね、ぬけたんだよね。全部しっかり毎週見てないんだよ。土曜日の朝の
[03:53:01.159] 10時半の枠で見てるから見てましたね。
[03:53:03.680] そう。見れる時と見れない時があるのよ。だからね、毎日は見てなかったからね。あんまりね、しっかりはね、分かってない。ただある程度見てたよ。うん。ある程度は見てた。
[03:53:15.920] 気がでいい。
[03:53:22.680] 見切った。
[03:53:23.479] 思うに僕らは夢だきかけ抜けてくそか。あのびいのびいオープニングな。誰が歌ってんだか知んねえけど。
[03:53:45.040] インセクターがも言いたくなる。
[03:53:46.800] インセクター派がゴーストコ塚はゴーストコ塚エスパーロバ
[03:53:51.571] [笑い]
[03:53:56.199] 笑笑[笑い]
[03:54:00.040] 地味なやつね。ちみなさい。
[03:54:02.159] パンプキング使うやつね。
[03:54:04.040] 恐竜使いもしたよね。
[03:54:05.680] え、ダイナソ竜崎。ダイナソ龍崎ね。あの苦雀前にあのあれされたやつね。
[03:54:07.291] [笑い]
[03:54:09.911] [音楽]
[03:54:12.159] あの
[03:54:13.880] ピ、あのなんだっけ?
[03:54:17.399] ツもたせみたいなことされたやつ。
[03:54:25.720] 危ねえバカ野郎。
[03:54:31.359] てかまないの?ここ俺もうさっきんとこで
[03:54:34.359] 終わりかと思ったんだけど。
[03:54:37.159] 引きんで
[03:54:39.680] 見ててよ。
[03:54:44.640] ペガサスもう王全部じゃん。ペガサス
[03:54:47.902] [笑い]
[03:54:51.560] Jクロフォード
[03:54:53.439] ホムの勝ちだ。
[03:54:55.920] ホイミこでしょう。
[03:55:02.120] 王国編ね。懐かしい。
[03:55:10.840] 鋼の挙像強すぎ。マジで。ホマラ
[03:55:16.199] トゥーンワールドだっけ?トゥーンなんかそんな感じある。トゥーンブルーアイズとかな。ミレニアムアイ。懐かしい。ミレニアムアイね。
[03:55:35.760] サクリファイス好き。[音楽]
[03:55:37.080] いやあ、強すぎ。サクリファイス。マジで洗顔の邪強心と融合するやつな。うわ、そこなんか。あ、あれは意外で。
[03:55:54.040] いや、ラめっちゃ好き。俺もバラめっちゃ好き。
[03:56:00.439] こんばんは。
[03:56:01.439] あ、にさんこんばんは。
[03:56:04.040] 今日ドラクエ2のさ、エンディング後のさ
[03:56:06.239] 、エンドコンテンツ無限の回廊ってやつ
[03:56:09.800] やってんだけど、これマジで無限なんだ
[03:56:11.640] けど。いつ終わんの?もう4時間やってん
[03:56:13.279] だけど。なん裏あるらしいんだよね。
[03:56:20.279] あ、あった。
[03:56:22.680] う
[03:56:24.520] 、不思議な帽子かびっくりした。不思議な
[03:56:26.680] 帽子かびっくりした。山び帽子かと思った
[03:56:29.040] 。あ、不思議な帽子か。じゃあ、あの、
[03:56:31.640] 終わりがないのが終わり説。
[03:56:33.479] え、でもなんか裏ボスあるらしいよ。一応なんか光の玉を取りに来ているというなんかそういうせ、なんかあれがあるから目的がいつ終わんねん。追加の話ですよね。
[03:56:49.319] 追加の話。それ遊戯王の話。
[03:56:54.479] それともこのドラクエの話わかんねえ。
[03:56:58.760] いや、もう敵がですね。
[03:57:02.399] 待って待って待って待って待って待って。何?急に急に何?急に何?急に何?もう
[03:57:09.359] 道中に急にボスてくるとかないですよね。
[03:57:12.640] 待って。
[03:57:13.680] あ、あ、あ、あ、あ、あ、あ。やだ、やだ、やだ、やだ、やだ、やだ、やだ、やだ、やだ、やだ、やだ。ね、本当お願い。やめて。かっこいいかいった時の頃。
[03:57:22.239] やめ。あ、あ、あ。だんだんだんぐんぐんぐわ。
[03:57:28.239] ああ、ちょっと待ってくよ。ちょっと待って。え、
[03:57:34.929] [笑い]
[03:57:39.239] ぐわは笑。
[03:57:40.600] え、え、ちょ、ちょ、ちょ、ちょ、ちょっと待って。え、え、え、え、え、嘘でしょ?え、これまず最初から無理、無理、無理、無理、無理。え、無理よ。
[03:57:54.560] ちょっと待て、ちょっと待て。
[03:57:56.159] こ、これは
[03:57:59.199] え、ちょっと待って。5なんだけどマジで
[03:58:00.840] 雷
[03:58:02.159] ラクスンゴ霊なんですけど
[03:58:05.439] 4
[03:58:05.680] 時間がXのドム見てみて。
[03:58:08.319] ちょ、ちょ、ちょ待て。ワニさん何?
[03:58:12.479] DM見てって何?何?何?
[03:58:15.720] DM。DMは何?DM。俺女の子からしか
[03:58:18.760] DM
[03:58:19.359] 受け付けてねえから。いや、来てねえし。
[03:58:23.920] 何も何も来てねえよ。
[03:58:30.640] ちょ待て。なんだけどマジかよ。これ何?
[03:58:35.720] え、さすがに無理だよ。
[03:58:39.880] いや、ちょっと待って。さすがに無理。
[03:58:43.600] さすがに無理だ。でもこの戦闘から
[03:58:45.680] やり直せない。やり直せません。心が
[03:58:49.880] ポキり。ああ、あ、よかった。
[03:58:51.800] オートセーブからある。
[03:58:53.199] よかった。良かった。裕。これも本当に良かった。ああ、ゆとり。ゆとり最高。演習率は
[03:59:02.520] 3。
[03:59:04.199] 演習率は3です。
[03:59:06.680] セーブあってよかった。い
[03:59:09.319] や、よかった。マジでこれ無理やで。最初からやれなんて言われたら。てかなんか敵めちゃ強なかった。何?
[03:59:16.600] まだガスカル。
[03:59:19.279] あぶな。
[03:59:20.560] ナイス。
[03:59:21.600] オートセーブ。ナイスすぎる。マジで。
[03:59:25.159] いや、これ最初からもうちょっと本当
[03:59:27.159] ごめんなさいだよ。ごめんけど。
[03:59:34.439] いやあ、よかったよかったよかった。なん
[03:59:36.000] ででもなんかさっきなんか負けるような
[03:59:38.279] 敵じゃなかったよな
[03:59:41.080] 。あれさっき負けたのと同じ甘いわね。
[03:59:44.840] なんかいて間違えると負けるね。
[03:59:47.520] で、間違えるとよしよしよしよしよし。お前ほんま勘弁して。本当にそういうことすんのは。お前言ってんの?こいつお前のせいやね。
[04:00:04.319] こいつ手出るぜ。
[04:00:08.920] 手出るよ。本当に手出る。殴るぞ。ほんまに。
[04:00:16.061] [音楽]
[04:00:17.800] 2回攻撃で2回ざオリって何?[音楽]
[04:00:24.920] やっていいこととやっちゃダメなことあり
[04:00:26.600] ますよね。さすがに。いくらクリア後の
[04:00:29.880] ダンジョンだからとはいえ
[04:00:32.680] やっていいこととやっちゃいけないことは
[04:00:34.080] あるよ。
[04:00:41.000] その優秀な愛を味方に搭載できなかっ
[04:00:43.571] [音楽]たんですかね。
[04:00:45.120] やっていいことは何ですか?恐ろしいゲーム
[04:00:48.840] 恐ろしいですなあ。やっていいことは俺が怒らないこと。待ってよ。ほんまにこれつ終わんの?このダンジョン
[04:01:05.159] 甘いわね。
[04:01:15.399] もうレベルも結構来てるよ。もうなかなかレベルアップで回復できないんだから
[04:01:19.960] 階段あった。
[04:01:20.960] いや、うん、見た、見た、見たんだけどなんか宝箱っていうか、なんかアイテムありそうだなと思っていか拾わないでもう行っちゃおっか。いや、なんかさ、ベホマズンの巻き物とかあったらやだなと思って。ま、そんなないと思うけど。ま、さすがにそんなの宝箱に入ってるわな、多分。
[04:01:47.080] 逃がさない。完成もですよ。かいやめっかな。もう
[04:01:55.800] 69
[04:01:56.560] になっちゃいました。いか、もういいや。行こ、行こ、行こう。
[04:02:03.640] 69。
[04:02:05.600] 69。燃えて、これ。
[04:02:11.080] あれ?なんか終わり臭くね?なんか終わりじゃね?これ
[04:02:23.720] ついても遅い。
[04:02:26.880] 左下のがボス。
[04:02:27.920] 見ててよ。
[04:02:30.239] いや、多分ボスじゃないな。いや、ここじゃないんだよ。ここはなんか光の玉っていうのを取りに来ただけなんだよ。
[04:02:41.439] さ、ここは多分ね、光の弾取って終わりなんだと思う。ケチラス。
[04:02:54.600] なるほど。
[04:03:00.840] なんか終わり臭いよね、ここね。もうね、でも光の弾なくね
[04:03:07.800] え。
[04:03:10.000] 来る。
[04:03:15.520] 総点の塔何それ?そんなゲームなかった?
[04:03:18.520] なんか総点のなんちゃらみたいな。
[04:03:22.120] 何?蒼点の塔ガって。蒼点の塔ガって何?
[04:03:34.920] 最強防具
[04:03:36.760] 嘘
[04:03:38.040] 防具塔が椅子なん?
[04:03:42.760] 塔がってな。なんだかわかんねえから。帽子なのか何なのか何もわかんないんだけど。
[04:03:51.199] え、何?東め
[04:04:02.960] なんだかわかんない。
[04:04:07.279] あった。
[04:04:09.680] ほーん。
[04:04:11.560] あらゆる属性攻撃を軽減し眠り毒巻から
[04:04:14.920] 逃れやすくなる。究極の衣。へえ。
[04:04:22.680] ふふん。
[04:04:24.560] 逃がさないよ。
[04:04:30.720] いいよ。
[04:04:36.000] この鋼の挙像どんだけ強いのよ。
[04:04:42.720] 問題ないわ。
[04:04:45.319] 逃がさないよ。
[04:04:48.359] 決める。せ、
[04:04:56.080] やばい。
[04:04:57.680] 生きった。
[04:05:03.399] そうか。クッキーがベホマ使わねえからプリンが死んじゃうんだな。
[04:05:11.199] ベホマよ。どっちでもいいからさ。
[04:05:17.640] クイテは遅いのか知らないけどのでアメギまでしか覚えんのか。
[04:05:25.680] そうなんだよ。
[04:05:28.439] 逃がさない。
[04:05:30.439] 総点の剣知らないけどなんか多分なんか古なんか古だわ。
[04:05:34.395] [笑い]
[04:05:37.000] なんか
[04:05:40.520] 食卓のソマ
[04:05:42.720] ああん撃の相マじゃなかったっけ?あのエロいやつね。あのうまい料理食べると服が脱げるやつでしょ。バシャンつって。
[04:05:51.880] の昔の話。
[04:05:53.080] え、何それ?そんなのあるの?ちょっと興味たわ。
[04:05:57.159] おもろそう。北の剣の昔の話があるんだ。へえ。笑。
[04:06:05.800] そ、そんな俺に聞かないでくれよ。そういう漫画なんだから脱げんねん。なんか美味しいもん食べるとあとかつって
[04:06:14.560] だ。元々エロ漫画返した人なんだよね。その直撃の相マのあのあれね。確か
[04:06:22.600] 今日はらんやろ。
[04:06:24.080] なっるやろかい。なっとん。え、分かんない。違ったかな?違う漫画かな?
[04:06:28.720] 焼きたてジャパン主たてジャパン太陽の手ね。
[04:06:33.120] 北斗の何代目の話の手。
[04:06:36.120] あ、え、
[04:06:37.000] ナッつこれいいの?これ。お
[04:06:45.279] え、いいのかな?これ最初に戻られる?
[04:06:48.040] いいよ。
[04:06:48.920] ガ。もう最終わりでしょ、さすがに。え、終わりでしょ、これ。ちょ、待って。また反応。
[04:07:00.855] [笑い]
[04:07:03.040] いや、まだあんのかよ。もういいって。
[04:07:08.600] 何個やったんだよ、これ見てくれよ、これ
[04:07:10.760] 。おい、こっから
[04:07:17.359] もういいよ。
[04:07:21.960] メラゾーマ
[04:07:26.560] もうね。
[04:07:29.199] らんね。こんばんは。あれ?ドラクエに終わったの?
[04:07:34.040] のびさんこんばんは。違う。これあのドラクエ
[04:07:36.680] 2のエンディング後の
[04:07:40.399] 裏ボスがいるっぽいのよ。
[04:07:42.880] エンドコンテンツ無限の回廊ってやつやってる。
[04:07:46.040] でもなんか裏ボスがいるらしいからさ。
[04:07:49.840] 決める
[04:07:50.600] 敵がね変わらんねん。どういう計算方法でそうなっとんねん。
[04:08:00.560] 待てと。
[04:08:05.319] 結構宝あるな。
[04:08:10.359] お、
[04:08:13.119] うわ、こんな感じで、こんな感じで置かれ
[04:08:17.600] たらあかんで。
[04:08:21.319] え、回心の巻き物?何?回心の巻き物って
[04:08:27.840] 少しアドバイス。[音楽]
[04:08:29.399] ここの宝箱は取った方がいいよ。
[04:08:31.680] あ、そう、そうなんだ。神必中ですと。怪神必中なんです。わ、誰でも覚えれるんじゃん。いや、さすがに俺でしょ。さすがに俺でしょ。
[04:08:49.000] これはさすがに俺でしょ。
[04:08:53.960] 俺だな。
[04:08:57.800] アイデンティがなくなっちゃうもん。
[04:09:11.840] マジでこのダンジョン挑め始めて4時間が
[04:09:14.000] 経過しました。
[04:09:17.279] マジでノンストップでやって4
[04:09:18.800] 時間かかんだけど。ここ
[04:09:24.800] 決める。
[04:09:31.880] せい切った。
[04:09:36.239] いっぱい楽しめるね。
[04:09:38.359] もうさすがにクリアしたいぞ。
[04:09:44.080] まあでもこのゲーム終わったら何するか全然強くなったね。
[04:09:48.279] いや、めちゃめちゃ強くなった。だって今日だけで、今日だけでだってレベルどんだけ上がってんのよ。
[04:09:54.040] 10
[04:09:54.800] 近く上がってんだってさすがに。まあでもさ、このゲームクリアしたら何するか全然決めてねえんだよな。レトロゲーやりてえな。なんかトロゲーやりてえ。
[04:10:14.080] 燃えよ。
[04:10:15.239] 行け。ゴーストバスター。
[04:10:21.680] ゴーストバスターズ持っててない。ゴーストバスターズ
[04:10:23.800] 2だな。持ってる。
[04:10:26.920] しかもゲーム版な。
[04:10:36.800] ギガデイン
[04:10:44.359] 勝てそう。じゃんけんちゃんとじんけんちゃん持ってる。勝てそってない。こいつにこいつには勝てるよ。別に
[04:10:56.840] いやあもう長い。マジで
[04:10:58.880] 問題ないわ。
[04:11:01.199] 逃がさない。
[04:11:04.600] 硬いな。
[04:11:10.640] いやあ、プリンがね、プリンがね、結構プリン死ぬ率高いね、マジで。
[04:11:26.960] あ、宝どこにあんだ?あと
[04:11:30.719] [音楽]
[04:11:49.399] 見ててよ。
[04:11:51.960] 見切ったわ。
[04:11:55.560] 右側おすめ。
[04:11:59.680] 右側。あプばバもあ、
[04:12:17.159] ここほんま長いなあ。
[04:12:20.560] せい
[04:12:26.720] 問題ないわ。もうバ
[04:12:37.960] もう今日遊戯王の話終わったところでもうエンジン切れてんね。もう出し切ったんだ。あそこで俺もう満足したんだから。
[04:12:54.560] でもあと2個あるつんだよね。
[04:12:56.279] 全部出しちゃった。早いよ。
[04:12:58.840] お、
[04:13:02.080] 1号全部出す。
[04:13:11.000] もういいよ。もういい。
[04:13:21.479] ベホマラあれた時間だよ。もうやめて。
[04:13:27.239] もうやめてよ。
[04:13:31.000] 大丈夫。
[04:13:40.399] もう強いって。
[04:13:48.359] ベホマラーってグループだったんだ。全体じゃないんだ。ああ、
[04:14:03.399] 見切った。
[04:14:07.119] いやあ、さすがにここをちょっと長くし
[04:14:10.080] すぎじゃない?
[04:14:13.479] 70レベなっちゃったじゃん。70ぐらい
[04:14:16.319] まで行ったらやばいって言ってたのに70
[04:14:18.840] レベなっちゃったよ。
[04:14:27.680] え、これ右が正解。レベラーいらんね。
[04:14:30.600] レベル上げいらんよ、これ。上がりすぎる
[04:14:32.279] 。
[04:14:41.199] あ、なんかパリクリアの予感。はやびこやてきた。
[04:14:52.461] [笑い]
[04:14:52.640] はい。神。
[04:14:54.119] ええ、
[04:14:58.080] いいんですか?こんなの。
[04:15:04.279] マジで
[04:15:06.359] 左行くんだよ。
[04:15:08.600] マジで
[04:15:10.239] いいんです。セームスゴースト
[04:15:12.319] いいんですか?いいんですか?こんなに人を好きになっていいんですか?
[04:15:17.800] え、誰にしよう?マカロン
[04:15:20.479] おすめでしょ。
[04:15:21.720] え、誰にしよっかな?誰にしよう?ありがとう。教えてくれて。こめちゃん、こんばんは。え、ドラクエ
[04:15:28.560] 2のエンドコンテンツをやってます。
[04:15:30.520] え、無限の回廊というダンジョンにを挑んでますが、え、
[04:15:34.000] 4
[04:15:34.159] 時間開始してまだクリアできません。プン
[04:15:37.199] 4
[04:15:37.359] 時間。4
[04:15:38.840] 時間やってまだクリアできません。この番死んでもないのにずっと進み続けてます。どんだけ長いねん。ここディングか。ま、でもそうだよな。あ、上がるし。
[04:15:52.920] ダジョン
[04:15:54.520] 巨大ダンジョン。
[04:15:55.159] 多分最終だから裏ボスまで行くダンジョンじゃない?見切った。
[04:16:11.319] 行ってけ。
[04:16:15.640] おお、強い。山びこ
[04:16:21.920] 2人はやばいね。
[04:16:25.119] 山びの帽子2個。2系勝利の女神
[04:16:29.600] 2
[04:16:36.279] あで右ちが正解。もう聞いちゃってるわ。ごめん。
[04:16:39.920] 1
[04:16:40.119] 番左がおすすめでしょ。
[04:16:41.760] 分かりました。この回だけ、この回だけ教えてくれた。もう次は効かない。もう次は効かない。ここだ。ここだけ。ここだけね。
[04:16:55.080] 引き飛んで。
[04:16:59.119] もうこんなんもう価ち確。
[04:17:01.040] たまには甘えてもいいじゃない。
[04:17:02.600] たまには甘えてもいいじゃない。あん。ここなんだ。
[04:17:17.920] ここだけがあと何回?会お。これあれやん。
[04:17:24.760] 3の3
[04:17:26.359] のとこやん。あなたは少し臆病物ですねって言われたやつ。
[04:17:31.800] やっと終わったんか。しかもここか。あ、
[04:17:35.840] 3のやつやん、これ。
[04:17:38.040] 3の1番最初のところやん。
[04:17:40.359] Mデクさん、こんばんは。
[04:17:44.760] いや、つ、これエモやん。うわ、熱。一番最初のところやん、これ。あ、あれ何だっけ?なんか最初のさ、このなんかクエ
[04:18:05.119] 3
[04:18:05.359] のさ、最初のあの性格決めるとこの声ってなんか竜の女王の声なんだっけ?
[04:18:09.560] あれって。
[04:18:11.560] だからここってこと[音楽]
[04:18:14.760] エモやん。
[04:18:17.640] いや、長かった。
[04:18:20.119] 元々は竜王の暇さんの一分って言ってたよ
[04:18:22.520] ね。先祖様が手[音楽]にしたものを今僕
[04:18:25.720] たちが
[04:18:33.920] こんな都合よく落ちてくるもんかね。都合
[04:18:37.080] よく落ちてくるもんなんですな。
[04:18:39.840] 光の玉ありがとうございます。ありがとうなす。ありないつの日かあいつの日か竜の女王の地と意思をつの豆
[04:18:55.439] いや、今のは平ずみせ。あ、頭に声が竜の女王と千と意思を作る。
[04:19:08.040] きっとひまさんのことだよね。返して
[04:19:09.720] あげよう。え、暑くね。ひ、ひゴ覚醒イベ
[04:19:13.479] あんの?熱。
[04:19:16.319] ひの
[04:19:18.920] ひゴにストーリーでハフカりされるのは
[04:19:21.720] 暑い?え、でもここせっかく来たのに
[04:19:24.399] なんか
[04:19:28.040] なかないんだ。[音楽]
[04:19:30.800] あつ、ここ。
[04:19:33.319] え、何これ?ルーラで出る。出ろってこと?ルーラで出ればいいんか?あ、いいんだ。ルーラ出。うわあ、やっと終わった。長かった。
[04:19:44.880] 最高やな。
[04:19:45.960] う、最高やな。た
[04:19:47.080] ですね。
[04:19:48.800] いや、長かった。マジで4
[04:19:50.119] 時間半かかったわ。マジで
[04:19:52.040] パチパチパチ。
[04:19:53.880] 長かった。だけで熱い。
[04:19:56.000] ここ歩けるだけで熱いよ、マジで。
[04:20:01.359] えー、どうなるのよ。
[04:20:04.319] 今日クリあるな。
[04:20:05.960] ある。熱くね。
[04:20:10.840] セーブしますか?
[04:20:12.680] ああ、一旦セーブしてくるか。ああ、いいね。一旦教会でセーブしてこよ。で、回復もして。
[04:20:19.640] 人魚の町の道具屋行った?
[04:20:23.040] 人魚の町の道具屋行ってない。
[04:20:26.720] 人魚の町の道具屋。じゃ、せっかくな人魚
[04:20:28.800] の街行くか。どこだっけ?人魚の街って。
[04:20:32.520] え、あれどこだっけ?アルメハ
[04:20:38.680] 何?人魚の街の道具なんかあんの?
[04:20:49.920] あ、道具がなんかいっぱいあるね。
[04:20:56.279] あ、え。
[04:20:58.880] たくさん
[04:20:59.319] 福引きができるに福引き福引きやさん福引きやさんえいの?
[04:21:12.365] [笑い]
[04:21:17.760] 笑笑の売ってるんや。ここで福引き変えるのよね?
[04:21:25.520] いいんすか?そんなん。
[04:21:28.040] え、不思議なボレロ取ろうぜ。じゃあ不思議なボレロ取ろうよ。今もう、もうでも、もうでもいいかな。
[04:21:42.920] ああ、かえ。
[04:21:50.159] 毒ガス訓練始まりそう。
[04:21:51.760] YouTubeVログがった?
[04:21:53.560] YouTubeVロogグ
[04:21:54.239] 上がってないって。
[04:21:56.439] あ、違う違う違う。
[04:21:58.319] お代わりもあるぞ。お前らなんかほとことニと芋と俺は同じもん見て育ってんのか。
[04:21:59.525] [笑い]
[04:22:07.640] 笑笑
[04:22:09.840] あのう梅うめのやつな。
[04:22:11.600] ミングレ
[04:22:13.359] うめうめ
[04:22:14.159] う
[04:22:15.000] うめ。
[04:22:16.556] [笑い]
[04:22:17.960] それ業炎上したじゃん。
[04:22:19.640] あ、あのそうだ。最近話題になったんだよな。最近話題になったんだよね。あれね。
[04:22:25.720] あのホットMODだかなんだかがさ、引用
[04:22:28.600] リツイートしちゃってやつでしょ。元ネタ
[04:22:31.040] 知らないで。でもあれ炎上する意味わかん
[04:22:34.000] ないよな。ホットあれ無実の罪だろ。
[04:22:39.000] うわ、なんかしかもここ宿やねえし。
[04:22:44.239] あれなんどこだっけ?あれあるって言った
[04:22:46.000] の?
[04:22:51.271] [音楽]
[04:22:53.319] デルコンダルか。出るこんだよね。確か
[04:22:55.319] あのあれあるやつね。
[04:22:59.199] 不思議なボレロ取れるのって。
[04:23:03.279] YouTubeのV6じゃなくてあれ、
[04:23:05.760] あのこれドラクエ2のあのアーカイブを
[04:23:08.359] そっちに映しただけなんか消えちゃうの
[04:23:10.279] もったいないなと思ってドラクエ2
[04:23:18.600] 宿や
[04:23:36.800] ああ、なんかやっとこなんかエンディング
[04:23:38.640] 見れそうだね。
[04:23:44.720] ちらっと見えたけど、なんか俺鍵閉まっ
[04:23:46.399] てんな。ここ開けてねえじゃん、俺。
[04:23:53.319] え、何これ?おお、開けてくれるとは何と
[04:23:56.399] しな。では例にいいこと教えてやろう。
[04:23:58.479] この世界の海には主と知ってるわ。もう
[04:24:00.680] 全部倒したよ。ああ、教えてくれるんだ。
[04:24:04.960] へえ[音楽]。
[04:24:07.279] 普通に脱獄してったけどいいのか?
[04:24:11.560] あ、種食おうぜ[音楽]。じゃあ種食おう
[04:24:13.640] 。種も結構溜まったぞ。
[04:24:18.159] バシら覚えるか。
[04:24:27.558] [音楽]
[04:24:30.760] そのさ、毒ガス訓練のうめの漫画ある
[04:24:33.319] じゃん。なんていうき教師郎200021
[04:24:37.479] みたいななんかそんな感じの名前の漫画だ
[04:24:39.520] よな。あれ何巻か読んだけどめっちゃ
[04:24:42.640] おもろいぜ。
[04:24:43.439] あの漫画なんか電子書籍で何巻か読んだ。もう何年か前に読んだからあんま覚えてないけど全部は読んでないんだけどあれめっちゃおもろかったわ。多分元ネタの漫画読んでる人あんまいないと思うけどあれ
