[00:00:32.680] わこつ
[01:29:12.520] クソ、クソガキどものたまり番だったからな。それから俺はスプラトゥーンの参加配信はしないと心に決めたのであった。
[01:29:31.159] なんかやっとってから参加し
[01:29:33.159] や。えら、えらい書き。やっと渡り合えるようになってきた。あ、渡り合えるようになってきたな。やっとな。
[01:29:33.681] [笑い]
[01:29:43.199] やっと渡り合えるようになってきたよ。同じ目線になってきた。
[01:29:46.080] それはそれで偉い。笑。
[01:29:48.040] えいけど確かに。ま、配信も見てんじゃねえよならて思うけどな。
[01:29:53.280] 宿題やってんだったら次行くか。いや、これちょっとボス行くのちょっと怖いから一旦帰ろっかな。一旦帰るか。
[01:30:04.639] 宿題絶対出してた。
[01:30:06.280] 俺宿題やったことないから。やったことない。やったことない。まだではないけど全然やってないよ。やんない。やんない。
[01:30:08.397] [笑い]
[01:30:15.440] このゲームの主人公可愛いね。
[01:30:17.520] これテリーだよ。テリー。ドラクエ
[01:30:19.119] 6に出るあのあのテリーの子供時代だよ。
[01:30:25.520] いり組です。ブロ組。残り組。うん。
[01:30:28.400] 初めて見るかも。あ、そうなん。元々ゲームボーイのゲームなんだけどね。これね、なんかちょっとなんかちょっと危なくない?
[01:30:39.040] なんかちょっと危なくない?
[01:30:41.199] 宿題やらない。理解できない。ま、優等生にはそうだろうな。
[01:30:43.767] [笑い]
[01:30:46.920] でもさ、宿題ってさ、
[01:30:50.480] 宿題ってあれなんよ。やるのに1時間
[01:30:54.239] ぐらいかかるじゃない。やるのに1時間2
[01:30:56.000] 時間かかるじゃないですか。でも宿題やん
[01:30:58.280] なかったらさ、10分怒られり済むんだよ
[01:31:00.040] ね。どっちの方がコスパいよ。[笑い]
[01:31:03.639] どっちの方がタパいいと思う?
[01:31:07.239] 笑笑
[01:31:08.960] 10分怒られんだぜ。
[01:31:14.040] 怒られるのやだ。
[01:31:16.679] ま、最初はそう思うよね。うん。
[01:31:19.119] その結果がこれです。先生たちから褒めてもらえるしドヤ顔できるんだよ。を諦めさせたら勝ち。
[01:31:21.103] [笑い]
[01:31:27.360] うん。そうでそうです。
[01:31:28.880] 宿題1時間もかからないもん。
[01:31:32.238] [笑い]
[01:31:33.880] そうですか。ならやって出したらいいと思います。ま、本当はやるべきだけどね。やるべ、やる、やるの当たり前なんですけどね。
[01:31:38.788] [笑い]
[01:31:49.040] もう夏休みの宿題なんて俺もう夏休みの宿題なんてもうやばいわ。焦りもしなかった。
[01:32:02.159] 台くらいしかやったことない。中にその日の分終わらせよう。あ
[01:32:03.023] [音楽]
[01:32:06.600] あ、それもある。それもある。だ、そう。
[01:32:08.600] だからお、今行けちゃいそうなのはなんか事業中にやるとかなんかあるね。
[01:32:13.503] [笑い]
[01:32:18.320] 家でやりたくないん。無理、無理、無理。もう家帰ったらもう仕事と一緒だから。
[01:32:23.280] やらなかったりした。
[01:32:24.760] やら、やったりやらなかったりしろ。ちょっとこれピッキー仲間にしてえな。
[01:32:33.520] まるで私が悪い言われだったな、今。
[01:32:40.840] 仲間なんねえな。全然仲間増えなくない?もうこの程度じゃやめんか。やっぱな。なんかもっと
[01:32:55.080] リルとか答え書き移すけど全部正解だとバレるからと。
[01:32:58.920] あるあるあるあるあるあるあるある
[01:32:59.354] [笑い]
[01:33:01.639] あるあるあるある。
[01:33:04.400] わざと間違えんのな。ちょっとな。
[01:33:07.159] まあ、俺の頭じゃこんくらいかつって。
[01:33:09.834] [笑い]
[01:33:11.440] 俺の頭じゃこんくらいかつってな。
[01:33:22.760] でもやっぱね、そんなんでも勉強全あの
[01:33:25.800] 小学生の時は100点以外取ったこと
[01:33:27.400] なかったからさ。
[01:33:37.800] 小学生からそれ
[01:33:40.520] 何が解散で
[01:33:42.199] 小学生からそれって何?何が何?小学生の時はテスト
[01:33:50.040] 100
[01:33:50.239] 点だったね、ずっと。中学も割と暗らいついてたね。高校だね、俺が終わったのは。俺が終わり申し上げたのは高校。
[01:34:00.679] 答え移し。
[01:34:02.040] そうだよ。答え
[01:34:02.920] の時は宿題移させてあげてたな。
[01:34:05.600] 1課題にき。
[01:34:06.840] ええ、もうそれビジネスやないすか?それ
[01:34:10.360] 終わり申し上げ
[01:34:11.560] 終わり申し上げてた。
[01:34:13.960] 振動と呼ばれるやつどっかで落ちぶれるよな。
[01:34:17.300] [笑い]
[01:34:17.400] だからあの、だからやっぱ調子乗るんやろな。どっかで
[01:34:21.199] ぐらいになってた
[01:34:22.239] は高校生の時に俺のバイトぐらい稼いでんじゃねえか。
[01:34:26.520] 振動あるある。
[01:34:27.719] 振動あるある。いや、余裕じゃん。こんなのであ描いてると一瞬一瞬だから。
[01:34:33.020] [笑い]
[01:34:36.320] 大半は高校
[01:34:37.639] 高校で終わるんだよ。あルルルなの
[01:34:39.570] [笑い]
[01:34:52.480] なんであの今?
[01:34:54.635] [笑い]
[01:34:56.920] 神局流れてきたからな。神局が流れてきたからね。
[01:35:01.480] この鳥仲間にしてマジでめっちゃ強でもけ。
[01:35:08.440] え、あ、高校でもついて焼けるやつは本当にガチね。本当のガチ?リアルガチ。これワンだね。もうちょっとレベル上げさせてください。すいません。ちょっとも、もうちょっと、もうちょ、もうちょいレベル上げさせて。
[01:35:30.159] の殺させろって脅してきたから嫌って終わったら俺の親戚ザだぞって言った男しもな。しょうもな。理由は怖いから
[01:35:42.159] しょうもな。こいつ
[01:35:53.600] そんなこと言ってでもちゃんとあのノート
[01:35:55.719] ノートは映さないとノートは書いとかない
[01:35:57.960] と先生に怒られちゃうって思っての可愛い
[01:35:59.520] ね。そんななんか俺のし親ヤザだぞって
[01:36:04.199] 言うんだったらノートなんかもう勉強
[01:36:06.080] なんかどうでもいいぐらいのスタンスでい
[01:36:07.520] てほしいよな。ちゃんと先生には怒られ
[01:36:10.159] たくないんだ。
[01:36:11.920] 可愛いとこあるな。わ、どうし。
[01:36:19.679] 1回帰ろうかな。
[01:36:21.520] エリートじゃん。
[01:36:23.280] 1
[01:36:23.480] 回帰ろうかな。なあ、全然仲間増えねえしよ。全然仲間増えねえしよ。
[01:36:32.920] 予想外に断られたからプライドが傷ついたんじゃない?笑
[01:36:41.920] 1
[01:36:42.040] 匹なんか欲しいぜ。ちょ控えに欲しいよな。そろそろ
[01:36:46.159] 1匹ぐらい窓ハンド
[01:36:55.199] 1
[01:36:55.360] 匹ぐらい仲間なってほしいね。ああ、全然仲間になんない。もうあれだな。
[01:37:01.320] あの魔餌ぐらいじゃちょっともう全然ときめがないね。こいつらちょっと声やがる。魔物の餌ぐらいじゃ仲間にならねえわ。
[01:37:11.400] に窓ハンドは汚いからいらないかも。
[01:37:13.760] なんでだよ。いいだろ。ゴールフィンガー。ゴールデンフィンガー。高
[01:37:27.320] 絶対排水みたいな匂いする。
[01:37:30.527] [笑い]
[01:37:31.600] お疲れ。
[01:37:33.040] MDXさん、こんばんは。
[01:37:35.280] マモさの次が燻製だった。
[01:37:37.080] そう、燻製。燻製。お来た。よし。テロテロレベル
[01:37:41.880] 7。
[01:37:43.880] いいぜ。どんどん強くなっていく。どんどん強くなっていく。いや、もうちょっとごめん。
[01:37:47.557] [音楽]
[01:37:52.400] 1回さ、
[01:37:54.280] 1
[01:37:54.520] 回ごめん。これさ、ごめん。ここさ、鬼滅使って帰るわ。
[01:37:57.639] で、結局ここでうろうろしてレベル上げてるぐらいだったらもう
[01:38:00.360] 1回降りう1
[01:38:01.719] 回降りて降りてきながらアイテム拾いながら来よう。
[01:38:05.599] 一緒だから。結局のところ一緒だからそれ。よし。で、そのままボス行こうぜ。そのままボス行くわ。いや、今日
[01:38:20.199] 1回配信して終わりてえけどな。今日
[01:38:23.520] 1回ぐらい配信したいよね。
[01:38:24.920] でもさ、レベル10
[01:38:26.080] になんねと配信で配信じゃない。配合だ。ごめん。配信なんだ
[01:38:30.119] 1
[01:38:30.280] 回ぐらい配信してえな。してんだろうな。
[01:38:32.679] 1回しかやんねえや。1日あのレベル
[01:38:35.719] 10
[01:38:35.920] になんねえと配信配合できねえからよ。
[01:38:39.320] ダブル
[01:38:41.268] [音楽]
[01:38:42.760] 配合ね。配合
[01:38:44.360] セルフツっコミ。[笑い]
[01:38:47.280] いや、なんかうん。そういうのも大事かな。セルフう、
[01:38:50.320] マグ、マグわいて。
[01:38:51.360] 配信今日だけなのかと思った。
[01:38:53.440] 2
[01:38:53.639] 時まで配信マジか。名前覚えてないんだけど。まで顔出した配信昔見てめっちゃ面。そんなのあるんだ。そんなのあったんだ。いやあ、いやあ。アントアとかな死んだのいてえな。だるようになってきたね。
[01:39:15.960] 20ダメ入ればまあまあまあまあまあ
[01:39:21.880] だいぶ渡り合えるようになってきた。うん
[01:39:23.560] 。
[01:39:25.280] だいぶ渡り渡り合えるようになってきた。
[01:39:37.239] オ
[01:39:41.679] レベル10ぐらいにはしたい。
[01:39:43.679] 全員。あ、いいね。あ、う、これは
[01:39:52.320] マは人生で初めて配合したモンスター派なんかね。
[01:39:56.480] うわ、俺覚えてるよ。俺覚えてんの?俺覚えてる。ドラゴンクエストモンスターズ化買ってもらった日にやって俺
[01:40:07.440] 1番最初にいたずらモぐら選ぶ選んだ。
[01:40:09.800] いもぐあの
[01:40:12.320] ドラゴンクエストモサカで最初スライムか
[01:40:15.440] えーなんだっけ?え、ドラキーかいたずら
[01:40:18.280] モぐらをあの選ぶのよ。5機みたいな感じ
[01:40:21.480] で。で、いたずらモぐ選んで友達に聞いた
[01:40:25.480] 。いたずらモぐ貯めるが使えるから強いぞ
[01:40:27.679] つって。で選んで、ま、12時間やってさ
[01:40:31.000] 、最初の島クリアしてあの砂漠みたいな島
[01:40:33.440] 行くじゃん。ごめん。知らない人分かん
[01:40:34.440] ない人。ごめんね。そこでレベルがやっと
[01:40:36.400] 10ぐらいになって、で、なんか配合って
[01:40:39.119] のがあるぞつって。で、全然そん時配合の
[01:40:41.119] ルールとか知らねえから配合したら子供
[01:40:43.440] 生まれて親いなくなんねえと思ってたの。
[01:40:45.040] だからなんかも結局に、あ、じゃあこいつ
[01:40:47.199] 合体させようと思ってなんかやったらさ、
[01:40:50.159] なんか豚が生まれ、プークプックとかいう
[01:40:52.480] 豚が生まれて、[笑い]
[01:40:55.719] プークプックとかいう豚が生まれて、で、
[01:40:58.000] 俺のあのお気に入りだったもぐいなくなっ
[01:41:01.040] たんだよね。
[01:41:02.800] 見なくなってくそ悲しい思いした。でが
[01:41:05.199] 1
[01:41:05.400] に戻って積むっていうパーティーの主力メンバーをどっちも配合しちゃったから
[01:41:16.840] 笛え吹きの羊男。
[01:41:18.360] そうそう。プークプック。そうそう。あ、あれ豚じゃねえんか。あれ羊か。
[01:41:22.080] プークプック。ドラクエ
[01:41:23.639] 8
[01:41:23.800] とかに出るやつかな。ちなみにそん時あのいたずらもぐいたずらモぐら最初仲間したんだけど名前あのちゃいね。
[01:41:32.840] 覚えてるかな?あの、そん時、そん時当時
[01:41:37.000] 流行ってたハネルの扉のあのなんかハネル
[01:41:41.080] の扉のあのなんかあのお箸でなんかあの箸
[01:41:45.080] であの
[01:41:46.400] 箸でなんかあの寿司食うやつわかる?
[01:41:49.320] ミスると椅子回されるやつの名前ちゃい
[01:41:55.760] にしてた名前[音楽]
[01:42:00.440] ダブル
[01:42:00.960] もう飛
[01:42:02.599] を知ってる世代がどんだけいるのかだよな。羽飛びって見てなかった?羽飛び。
[01:42:09.199] 笑笑。
[01:42:10.080] 羽飛びのあのあったよね。なんかさ、あの自分の前のレーンのこっからここまで寿司が流れる前にこうお箸で食べるっていうギリギリまったけど
[01:42:24.080] もうおさしか知らん。
[01:42:27.080] ほぼ100円ショット。ほぼ100
[01:42:29.119] 大体操ね。大体操、大体操ね。
[01:42:33.560] 100
[01:42:33.800] 均のやつな。あった、あった。
[01:42:37.480] 大体操なち、
[01:42:38.560] 大体層やりてえ。俺らでもやろうぜ。
[01:42:41.840] 大体そう
[01:42:55.400] なんか仲間のなる確率めっちゃ低ない?
[01:42:58.440] こんな。おは[叫び声]。
[01:43:00.960] いいよ。
[01:43:04.599] いいよ。ガブリ名前わざわざ考えのめんど
[01:43:09.360] くせえな。
[01:43:12.199] なんだこいつ?軍タやり。軍タイヤ。
[01:43:16.760] 軍たやりはぐ軍ぐ。
[01:43:18.991] [音楽]
[01:43:22.320] 僕ガーちょムプ。僕ガーちょムプ。僕ガーちょムプ。
[01:43:25.599] 僕ガーちょムプ。ぐんぐんぐん軍ロズにしよう。
[01:43:34.056] [音楽]
[01:43:40.880] もこのあのハムスの名前ね。もこ戦のハムスの名前でしょ。
[01:43:46.159] 軍ロズ
[01:43:47.440] ダブル
[01:43:51.480] なんな。軍ロズってロズ
[01:43:54.320] 軍ロズって意味なの?そういう意味なの?いいね。種うまい。種こうやって落ちてんのうまい。うますぎでしょ。
[01:44:05.320] 変換ミス。
[01:44:06.599] あ、変換。ただの変換ミス。
[01:44:10.560] ま、仲間はいればいるほどいいわけよ。だ
[01:44:12.199] からさっきも言ったけど、その配信、配信
[01:44:14.400] じゃない配合っていうシステムは仲間を
[01:44:17.560] あの合体させてあれ仲間いなくなっちゃう
[01:44:20.159] から仲間がいっぱいいるほどいいわけだな
[01:44:22.400] 。
[01:44:27.040] ま、ギラ覚えてるからだいぶいいと思う
[01:44:29.440] けどな。
[01:44:32.520] なんで配信もうね、癖で癖で言っちゃうん
[01:44:36.159] だよ。配合じゃない。
[01:44:37.800] ね、配信じゃなくて、あ、レベル
[01:44:43.320] 10
[01:44:43.560] 来た。これでも配合できますよ。配合が
[01:44:46.520] 配信好きやん。
[01:44:48.280] うん。そうでもないかな。嘘、嘘、嘘、嘘。好き、好き、好き、好きです。好きだよ。好き、好き。あ、こぶりん、こんばんは。
[01:44:50.692] [笑い]
[01:44:56.960] またまた、
[01:44:57.679] またまた。ま、やりすぎるとあんまりくなくなる。これあるあるですね。
[01:45:04.447] [笑い]
[01:45:06.080] 配信あのやっぱあの距離感大事。うん。
[01:45:08.480] とても嬉しい。
[01:45:09.280] うん。嘘だ。本当で好きじゃなかったら続けてねえだろ。あ、く全来た。よし。ただやりすぎるともういいやつな。人
[01:45:10.342] [笑い]
[01:45:20.520] の配信に人のクリップ載せるの申し訳ないから。クプス
[01:45:24.040] 5
[01:45:24.159] の燻製配信のクリップディスコに載せたわ。読むの疲れた。
[01:45:28.679] あ、本当。ありがとう。ありがとう。ま、俺は見ないかな。
[01:45:35.233] [笑い]
[01:45:37.560] 鳥マ俺はいいかな。
[01:45:41.199] ありがとうな。乗せてくれて
[01:45:48.920] 部屋で燻製なんかったら絶対放置機よな。
[01:45:52.360] 絶対放置るよな。危ねいや、これ見るか
[01:45:57.159] ワールドカップ見るかで
[01:45:59.000] 何ワールドカップやんの?今ワールド
[01:46:02.080] カップやってんだ。
[01:46:05.280] だからランディ5
[01:46:06.280] 年だな。あいつ逆だからあいつは。そういうことか。
[01:46:14.280] そういうこと。そういうこと。
[01:46:15.119] さっきゴール決めてきた。
[01:46:16.560] へえ。
[01:46:18.239] ワールドカップ見れば解決よ。ワールドカップより分かりやすいからこっちの方
[01:46:23.199] 全然興味ないな。やっぱ男っこはな、やっぱ好きだよな、みんなな。好きだよな。ワールドカップとか。
[01:46:34.760] 俺もドラクエよ。
[01:46:36.000] 決勝はミラーしてアンカラ飯。アンカラ飯。
[01:46:39.280] アンカラメッシ決勝だめでしょ。ミラーってできんの?できないでしょ。同時視聴配信とかはできんのかな?いや、ちょっとは
[01:46:47.560] 野球とかバスケとかアの方が見てておもろいんよな。
[01:46:51.880] スポーツ感染な。俺よくわかんねえんだよな。
[01:46:55.000] 配信のオフサイドワールドカップ大体海外だとしてるサポーター映った。
[01:47:00.679] へえ。
[01:47:03.599] な、海外フェスとかでもおっぱい出すもんね。女の人ね。テンション上がりすぎて。どういうこと?テンションもいいんだけど。
[01:47:11.679] テンション上がりすぎておっぱい出す。
[01:47:17.239] もっと出すべき
[01:47:18.239] なあ。日本の皆さんも是非どうですか?是非日本の皆さんもどうですか?
[01:47:23.520] バカ殿の時普通に出てたの。
[01:47:25.880] 昔のバカ殿は出てたよね。おっぱい。あれぎ物いたよな。
[01:47:30.320] ありがとね。
[01:47:31.199] 俺がマジで子供の頃の正月の正月の特板とか普通におっぱい出てたよな。出す人いない。いい本当だよ。俺のこと見ておっぱい見せる人いねえかな。
[01:47:40.719] 大丈夫か?いい時代じゃったの?え、だって普通に俺がガキの頃俺もう必死にあの夜中
[01:47:51.199] 2時半ぐらいにやってた
[01:47:53.199] 2
[01:47:53.400] 時半ぐらいにやってた女王っていうなんかドラマを姉ちゃんに隠れてこと見てたもんな。
[01:48:02.000] おっぱいめっちゃ出んねん。あれ
[01:48:04.480] おっぱいめっちゃ出んのよ。
[01:48:06.320] シーンで父と出てるね。
[01:48:08.360] おっぱいめっちゃ出てもう
[01:48:11.520] 鼻息き荒くして見てたね。女王なんかエヴァンゲリオンの当時なんかエヴァンゲリオンを夜中なんか再放送しててその裏番組で女王やってたのよ。だ俺と姉ちゃんはエヴァンゲリオンを見るんだっていう考で夜中まで起きてたんだけど姉ちゃんがトイレ行った瞬間にてすぐすぐ下変えてうブラウン感じこんななって見てたで俺。
[01:48:36.014] [笑い]
[01:48:36.119] 笑笑。
[01:48:37.320] ブラウン感じ。こんななってきた。おっぱい。え霊で。あれ?あれえ霊でな。
[01:48:47.000] 1回これセーブしよう。
[01:48:48.040] エブアは建前
[01:48:49.360] 前。
[01:48:49.719] 画面に吸いつくま?
[01:48:50.920] 画面に一緒に見ればいいのに部屋にどうせ
[01:48:51.735] [笑い]
[01:48:54.320] ダメだよ。もうお前見れるか?
[01:48:58.239] うちの中学女王のドブド屋聞いたやついてクラス全員に回して全なせの音楽早。オ
[01:49:03.525] [笑い]
[01:49:12.000] 反すぎる。
[01:49:14.239] え、なんで間違っちゃった?間違っ間違った。間違った。乙つじゃない。乙つじゃない。
[01:49:14.660] [叫び声]
[01:49:24.239] やるよ、今日はまだ。
[01:49:25.000] お疲れ様で。まだやるよ。今日はね、やる。
[01:49:27.400] 学校の近くに内緒で色売ってくれる本屋さんあって、あだ名が神様だった。ちょうど
[01:49:32.345] [笑い]
[01:49:33.360] 12時やね。
[01:49:34.320] やるよ。まだやるよ。るん。今日はもう少しやるよ。ルんルんルん。今日はるんやってる。
[01:49:43.159] もう少し
[01:49:44.960] やるよ。ルんルんルんルんルん。タバコ吸ってきていい。
[01:49:51.920] タバコ吸ってきていいかな?タコすぎて
[01:49:55.280] やるよ。こんばんは。やるよ。全然やるよ。まだ
[01:49:59.239] 12時になったから
[01:50:01.280] ワンタバやだよ。
[01:50:03.131] [笑い]
[01:50:03.719] やだよ。やべなかったらなくて入れるんだけどさ。なかったらなくてもいいんだけど。あると吸すっちゃやな。あると吸すっちゃやな。
[01:50:15.080] え、何?みんな吸ってないの?タバコ?
[01:50:20.119] 今度一緒にタバコ吸。な
[01:50:21.960] んだそれ?なんだその誘い?どうやって?まあなんかイベントとかあってね、一緒になったらタバコ吸えるよ。俺と俺とタバコ吸いてえだろ。
[01:50:22.126] [笑い]
[01:50:32.960] 今黙々ですわ。
[01:50:34.440] なあ、いいね。
[01:50:35.719] タバコオフ会いいね。喫煙所料かね。
[01:50:38.960] 吸わなくなった。吸なくなったんだ。タコなかった。吸わない方がいいよ。
[01:50:43.679] そりゃそうだよ。え、それは分かってるよ。んなも今まで
[01:50:47.000] 5000回ぐらい言われてきてるよ。
[01:50:49.040] わこつみんなでたに
[01:50:51.880] あれなんで来た?あれどうした?日本あれにあれ終わった?試合終わった?ワールドカップ終わったの?もうワールドカップ終わった。ワールドカップだから絶対来ねえと思ったけどワールドカップだから絶対来ねえと思ったけど。
[01:51:09.079] 彼女できたらタバコやめる言うて
[01:51:11.119] 8年中[笑い]
[01:51:15.760] あ、一服中いいね。
[01:51:18.040] ワールドカは夜中だからね。
[01:51:20.159] あ、いや、まだやってないんだ。まだやってないんだ。ドラゴンクエストモンスターズやってますよ。人生プレイ。もう
[01:51:25.320] 2匹死にました。もう2匹死んだ。
[01:51:27.599] スタートよ。
[01:51:28.400] あ、1時スタートなんだ。じゃ、
[01:51:30.760] 1
[01:51:30.880] 時まで配信しようぜ。切りよく切りよくな。
[01:51:37.920] 彼女できたらタバコやめる。あ、偉いね。えらいね。
[01:51:44.320] コメント欄も分して。
[01:51:49.440] あの、
[01:51:51.280] メンソウル、
[01:51:53.480] メンソウル吸うとさ、ちんちんが立たなくなるみたいなあるやん。
[01:51:58.480] マジでタバコ俺も
[01:52:00.239] 23年2年ぐらい吸ってなくて
[01:52:05.119] でなんか久しぶりに吸い出して吸い出しテらなんかあのマジでマジでなんかごめんなの子いない女の子いないものとって話すけどちんちんのに蜂がめちゃめちゃ悪くなった時があってそん時はもうビビり散らしてビビり散らして
[01:52:20.320] 2
[01:52:20.520] ヶ月ぐらいタバコやめてた別に使う相手いないのに
[01:52:21.992] [笑い]
[01:52:25.679] なるからマジでらしい
[01:52:27.880] まあまあまあまあだからさどうなんだろうね。フりフり
[01:52:28.542] [音楽]
[01:52:32.000] どうなんだろう。
[01:52:32.880] 面そ7
[01:52:33.520] 年くらい数吸うてたけど普通にバやったで。
[01:52:35.747] [笑い]
[01:52:38.560] 若いね。若いね。
[01:52:42.840] 男ならいつでも使えるよ。
[01:52:44.520] そうなんよ。抜刀状態にな。わかんねえからな。使うかなんかいついついつその来るべき日が来るべき日が来るかわかんねえからな。
[01:52:55.639] 年齢と共に男性ホルモン落ちてくるから
[01:52:58.520] 35
[01:52:59.079] 超えたらまだ朝解してるのきついけどな。来るべきこ
[01:53:07.188] [笑い]
[01:53:08.520] 来るべき日来ないし。来るべき日来ても俺はビビって帰ったことあるから。
[01:53:13.083] [笑い]
[01:53:16.760] DJDJ
[01:53:17.760] のイベントの後に後輩が用意してくれた女の子を前にして俺はビビって帰った。
[01:53:22.253] [笑い]
[01:53:24.119] さん女の子用意したっすよ。行きましょうよて言ってそいつを置いて帰った言たされただろ。
[01:53:34.840] ビビり散らして普通に帰りました。電
[01:53:37.119] 筋トレして今はバキバキやけどな。
[01:53:39.400] ま、いいですな。やっぱ筋トレはなれたのに
[01:53:43.320] 食わぬはまさにまさに末前食わぬは男の恥。
[01:53:50.480] 恥ずかしくそれからその後輩と連絡取ってないもん。逃げ返った俺は。
[01:53:53.038] [笑い]
[01:53:56.480] そいつがアシじゃなかった。じゃない。
[01:53:59.280] 消えました。どうしますか?
[01:54:01.440] いや、なんかね、あのね、いや、全然もういついつもつも通りだろ、これ。あ、これちょっと骨つき肉あげちゃおっかな。骨つき肉あげちゃおっかな。
[01:54:13.520] いや、後輩はさ、よかれと思ってさ、なんか女の子に声かけてさ、なんかあれしたんだろうけどさ、その女の子だってさ、全く知らないよ顔も見てないし。俺が出てきたら嫌やろ。
[01:54:27.099] [笑い]
[01:54:28.480] その子にも悪いわと思って帰った。
[01:54:30.520] ネタと取る方がおかしいって。
[01:54:32.760] 大事な話ですよね、これはね。
[01:54:40.854] [音楽]
[01:54:41.800] お、テロテロ来た。
[01:54:45.480] ドラえもんみたいで可愛いかもよ。
[01:54:47.599] なあ、ドラえもんみたいで可愛いからエッチはいかんやろだって。それは
[01:54:54.679] え、そう、ドラえもん、ドラえもんで可愛いから抜刀までは行かれへんやろ。それはもうそれは
[01:55:05.159] ドラみちゃんタイプのやつといたやん。
[01:55:08.079] ドラみちゃんタイプのやつ。あ、女の子がってこと。
[01:55:12.880] 女の可愛いと恋愛対象につがるのはまれなん
[01:55:16.360] そうなん。俺もよく言われんねん。ちゃまくか。ちゃまく可愛いなんてもう俺今まで
[01:55:22.239] 5
[01:55:22.400] 億回ぐらい言われてきてるからね。全く信用してません。
[01:55:26.320] 全く信用していない。適当なこと言いやがって思ってる。それ言われるたびに。
[01:55:34.564] [笑い]
[01:55:36.079] この女適当なこと言いやがって。信じてみたらくダブル
[01:55:43.735] [笑い]
[01:55:46.440] まあ冗談ですけどちょっと言い加減仲間になってくる
[01:55:55.119] 1匹ぐらい。うお。
[01:56:01.480] お前の名前はコ塚チ
[01:56:06.005] [笑い]
[01:56:06.760] ゴーストコツ塚ね。
[01:56:09.800] 何か来た。
[01:56:11.360] あのパンプキング使うやつね。パンプキング使うやつ。コツ塚。コ塚連れてかない。
[01:56:16.485] [音楽]
[01:56:18.440] ゴースト王キング。犬見ても花見てもエけチェン見ても挙げ国には洋がしみても言うんだから恋愛対象につがるわけない
[01:56:26.880] と。いもこがもう読むの疲れた。
[01:56:29.480] まだ死んでない。ドラゴンゾンビ。
[01:56:31.400] え、も、もう2匹死んだよ。2
[01:56:33.040] 匹死んだよ。もう2匹死んだ。
[01:56:34.639] マーダーサーカスゾンビリビングデッドの
[01:56:37.440] お、いいよ。もう、いいよ。塚の、塚のあの切り札言ってくなよ。どんどん。分かって。
[01:56:44.400] 笑笑。な
[01:56:44.880] んでそのコツ塚のあのなんかあのあれドラゴンゾンビってな、なんでドラゴンゾンビになったんだっけ?なんかあるよな。
[01:56:55.960] なななんだっけ?なんか誰かの千をハうドラゴン女常のうちの千はハウドラゴンをなんか
[01:57:04.040] 骨塚なんて必殺し
[01:57:05.639] なんかやっお来た。えー、どうしようかな。
[01:57:08.231] [音楽]
[01:57:14.760] 千歳龍じゃないっけ?そのための
[01:57:17.679] あ、青年龍か。千年龍か。
[01:57:22.320] 骨塚がちでかみそうになる。
[01:57:24.199] コ塚別に別にその
[01:57:25.440] アンデッドかな?
[01:57:27.239] アンデッドかだっけ?なんだっけ?名前どうしようかな?ええ、ちょっともうな、もう思いつかん。もう思いつかん。ジャス。
[01:57:42.946] [うめき声]
[01:57:47.159] 小塚。
[01:57:48.560] コ塚も使ったからドロドロにけてアーダコダだった記憶ある。
[01:57:54.520] ゴールドフィンガーガと加藤たか加藤たって反対からあ、違うとかで惜しいねんな。惜しいねんな。惜しい。洗年龍がドロドロに溶けた。あ、そうだっけ?サウザントドラゴン
[01:58:15.360] 声優さんに頼もう。
[01:58:17.679] 何を?海分加藤たの海分。
[01:58:23.119] これさ、ドラゴン行けるかな?多分この次ドラゴンなんだよな。このボス行けると思う。もう
[01:58:29.560] 1
[01:58:29.760] レベぐらい上げたいよな。ちょっと怖いよね、ドラゴン行くのね。
[01:58:34.480] ぶっちゃけあんなギャンブルデッキに負けると確かにイらつくよね。
[01:58:38.480] あ、闇、闇倉の白って誰が使ってやつ?
[01:58:41.119] 乗ってきたな。
[01:58:41.960] もうだいぶ渡り合えるようになってきたよ。ただドラゴンだからな。次怖いよな。闇クましの城って誰が使うの?あの
[01:58:49.119] 闇使い。
[01:58:50.920] 闇使いなんかあの攻撃力攻撃力
[01:58:55.440] 1300
[01:58:56.440] キラーみたいな
[01:58:57.360] 1330
[01:58:58.520] とかなんかわけわかんねえなかあるよな。なんかクソ中途半端なクソ中途半端なやつ。
[01:59:06.520] かじめただきました。ありがとうございます。
[01:59:09.079] みかじめ料すいざす。あざす。闇魔の覇王
[01:59:16.880] 闇のプレイヤークだ。
[01:59:18.560] 闇のプレイヤーキラなんだよそのキャラクター名ちょ誰かもう
[01:59:27.520] 1レベ上がったら行くわ。デ
[01:59:28.599] の方がよっぽどギャンブルデッキだけだな。核
[01:59:31.880] 1枚しか入れてないし。
[01:59:33.639] うん。
[01:59:35.320] カタパルトタートルで倒すんだっけか。
[01:59:37.679] カタパルトタートルでなんだっけ?砦を守る欲を射出するんだっけ?違ったっけ?なんかそんなったよな。
[01:59:45.199] モンスターをなんか射出して倒すなんか
[01:59:47.880] あったよな。もう言ったもんがちみてえな
[01:59:49.880] 。言ったもんがちのやつ。
[02:00:03.119] 白の冬を全員潰すん。[笑い]
[02:00:07.440] なんかあとなんか月を壊してそのかけで
[02:00:12.159] 倒すとかもあったよね。
[02:00:13.119] かね。月を破壊してそのかけで倒すみたいな。なんか
[02:00:13.597] [笑い]
