[00:00:34.360] ひ
[01:45:08.400] 。うわあ。勇者様と握手しちゃった。
[01:45:13.159] 僕の話聞いてないよね。
[01:45:17.679] 僕本当に弱くて何やってもダメで才能なく
[01:45:19.880] て家族からも馬鹿にされててそんな自分と
[01:45:22.880] さよならして勇者様みたいになるために
[01:45:24.599] この旅を出たんです。勇者様が持ってた
[01:45:27.440] 妖精の不を持って勇子様が旅した場所に
[01:45:29.480] 行って勇子様みたいに戦えば強くなれると
[01:45:32.000] 思ってでも
[01:45:34.159] 全然ダめだったんですけどね。ここまで
[01:45:35.960] 頑張って1人で旅してきましたけど結局何
[01:45:37.840] も変わりませんでした。相変わらず才能
[01:45:40.199] なくて呪文の1つも使えないんです。これ
[01:45:42.760] じゃあメルキドの守護者はちょっと止まら
[01:45:44.400] ない。そんなことない。お俺、俺だって
[01:45:46.360] 呪文何も使えねえんだからよ。
[01:45:50.480] うんうん。だって君も呪文おちょお前おい
[01:45:53.119] てめえこらクッキーボケ。おいお前後で
[01:45:55.520] 来いよ。
[01:45:56.159] 馬鹿にしたろ、今。おい、マウント取ってきたな、こいつな。
[01:45:58.920] ガチキ
[01:45:59.920] ガチキこなんだけど、これガチおい、クッキー、お前後で覚悟しとけよ。え、
[01:46:08.520] 殴ろうか。
[01:46:09.719] 殴るべ、こいつ。彼も呪文は使えませんし、私たちも旅に出る前は全然強くなかったんですよ。そうですね。スライム相手にドキドキしてましたねえ。勇者の血を継ぐあなたたちがそうだよ。
[01:46:24.360] だから才能だろんだろって後ろ向きに立つ
[01:46:26.239] だめだよ。僕勝手に勇者の血を過ぐ方は
[01:46:29.000] 生まれながらにして強くて何をしても1番
[01:46:30.760] なんだと思ってました。バカ言わないでよ
[01:46:33.520] 。そんなわけないじゃん。何事も決意と
[01:46:35.800] 覚悟と努力よ。あとそもそもなのですが
[01:46:38.920] メルキドからお1人で無事に旅をされてる
[01:46:41.159] という時点で強いと思います。
[01:46:44.080] それこそ旅を始めたばかりの私たちよりも
[01:46:47.080] そうなんですか。僕が人並に強いなんて
[01:46:49.400] 思ったことありませんでした。いつも
[01:46:51.880] 落ちこぼれだと言われてきたので、
[01:46:54.719] そんな風に思わせちゃう心ないこと周りの
[01:46:56.800] 人たちの方に多い問題があるわね。今日
[01:46:59.440] から自信持ってよね。なんたってあなたは
[01:47:01.199] 勇者のお住みつきよ。
[01:47:04.040] はい、ありがとうございます。僕は僕の
[01:47:05.960] ままでいいんですね。だから頑張れるかも
[01:47:08.719] 。だってあなたも呪文が使えなくても勇者
[01:47:10.840] と使命を果たそうとしているんですから。
[01:47:12.840] 僕だって1年前のメルキドの守護者に
[01:47:14.480] なれるはずですよね。
[01:47:16.880] あんまり調子に乗るとこういうやつはね、
[01:47:19.360] あの人にあまりよく思われてないって
[01:47:23.719] 気づかずにコメント欄にいわる厄介な
[01:47:27.199] リスナーになるからね、こういうのは。
[01:47:31.520] あ、僕の僕の視聴者にはいませんけどね。
[01:47:34.000] 僕の視聴者にはいませんけど。
[01:47:40.440] いや、僕の視聴者にはいませんけどね。
[01:47:42.639] 僕の視聴者にはいませんけど、あんまり調子に乗らせるとね。た、
[01:47:46.880] うん。あんまり調子に乗らせると、ほら、
[01:47:49.920] もういなくなった。
[01:47:51.199] もういなくなった。ま、もうなくなったというか、もういなくさせたというか、まあ、ゲフン、ゲフン。はい、やってきます。
[01:47:58.159] いや、お、いい、いい、いい。別に冗談、冗談ね。僕はただ勇者様と同じものを持って力を分けてもらったような気持ちになっていたんです。ですが、皆さんと話して勇者の本当の強さが理解できたような気がします。
[01:48:13.440] 元気出してもらえたみたいでよかったです
[01:48:14.880] 。僕も皆さんの旅がうまくいくよう応援し
[01:48:17.199] てますね。
[01:48:20.360] いや、ほんまにちょっと今の言わなきゃ
[01:48:22.199] よかったかな。
[01:48:29.400] 歌ってごまかす。
[01:48:32.880] 僕ロトの勇者のキロをたどる冒険をは
[01:48:36.239] 続けようと思うんです。今度は勇者になる
[01:48:38.119] ためじゃなくて自分に自信をつけるための
[01:48:40.119] 修行としてです。いいじゃん。自信を
[01:48:42.880] つけるためには行動が必要だもん。ええ、
[01:48:45.400] そしてそしたら家族に今まで言えなかった
[01:48:47.719] ことを伝えられると思うんです。まだ妖請
[01:48:49.679] の不を持って家を出たこと謝らなくては
[01:48:51.599] ないいけませんね。他に思ってることを
[01:48:54.520] 全部話せたらいいですね。そのためには
[01:48:56.440] まずはロトの破壊へ行こうと思います。
[01:48:58.159] そこで自分の旅の誓いを立てるところから
[01:49:00.360] 始めようと思いまして。では行ってきます
[01:49:02.719] 。お頑張れよ。
[01:49:08.719] ネルキ堂の守護者の一家みんなでお互いを
[01:49:11.639] 信じ合って仲良くなれたらいいのにね。
[01:49:13.440] それはうちのお兄ちゃんだって話すと記憶
[01:49:15.159] あるし喧嘩することもあるけど傷つけたい
[01:49:17.239] とは思わないよ。僕は呑気者だし君は呪文
[01:49:20.599] が使えないじゃん。お前なんかお前ちょく
[01:49:23.639] 俺が呪文使えないことバ鹿にしてくるよな
[01:49:25.760] 。なんかその会話の流れで自然と言って別
[01:49:29.159] にバカにしてる意図はありませんけどねの
[01:49:31.080] 感じで言ってくるよね。
[01:49:33.719] ね結構結構ねこいつそういうとこあるよな
[01:49:37.520] 。
[01:49:39.040] でも僕たちが本当に自分がダメなやつなんて思ってこなかったよね。それってきっと僕たちの家族がいつも優しい言葉をかけてくれたおかげなのかなと思ったんだ。分からせパンチするしかねえな。
[01:49:50.520] そうだよ。こういうの蓄してくねばにする
[01:49:54.199] たくもえ私が連打できないことしてないよ。してない。してない。ただ
[01:49:58.520] 8
[01:49:58.880] がなんかゲームとかで連打とかしてる時はなんか連ン打っていうよりなんか定期的にボタン押してるだけかなって思う時はある。たまにね。
[01:50:06.800] 別バ鹿にしてくれとかじゃなくて、なんか定期的にボタン押すのうまいなっていうか。
[01:50:10.880] 笑笑
[01:50:11.480] うん
[01:50:12.119] ね。一定感覚でボタン押してるかな。え、ですが、それもあなたはいつでも前向きに腐らずここまで頑張ってきたんだから。え、私に勇気を与えることができたのだと思います。あなたの強さのおかげですね。ま、こういうのが
[01:50:27.520] 1番ね。だ、やだ、やだ、やだ、やだ。
[01:50:30.320] 何か嫌なことを大きな嫌なことを1個
[01:50:32.800] ガツンとされるよりも無意識になんか
[01:50:36.800] なんかなっていうのを積み重ねて崩壊した
[01:50:39.520] 時の方があれよ
[01:50:43.679] 深くなるからなね
[01:50:46.920] 。そうですよ。そうなんですよね。うん。
[01:50:50.199] 心当たり
[01:50:51.440] うん。ある。うん。うん。これだから結局
[01:50:56.079] 嫁と問題
[01:50:57.679] 結局あのそれやねんな。だから綾たいるやん。綾た
[01:51:03.360] と綾たともうギスっておいこらてめボケのクソガキみたいななってもう別になんともないやん別に今別あいつがなんかごちゃごちゃ言っててもガキがと思ってるからそうじゃないでん。そうじゃないのよ。そうじゃないのよ。無理になるのってそうじゃないんだよね。
[01:51:22.239] なんでザオらこれ消してんの?
[01:51:29.719] えと
[01:51:32.000] 妖精の笛は手に入ったから
[01:51:35.639] 次あれかあのデルコンの王様かオ
[01:51:43.280] 何されたかって言われたら何か具体例
[01:51:46.239] を上げることはできないけど細かく
[01:51:48.719] 発散する方がいいなんかなん
[01:51:51.280] がいやもうや、もう無理っすわってなるねんな。なるねん。そういうもんやねんな。
[01:52:08.040] マジ無理。
[01:52:09.320] マジ無理になるのよ。
[01:52:11.679] おお、よく来たな。
[01:52:14.480] どうだ?旅は順調か?いや、順調でないからここへ行。
[01:52:21.199] そんなことねえよ、別に。
[01:52:22.679] そうでやろ。
[01:52:23.320] そんなことねえよ、別に。
[01:52:24.440] おっしゃる通りです。
[01:52:25.520] そんなことないしょ。
[01:52:27.040] 私たちはロルキア王国があった地恵の生き方を探っています。
[01:52:31.400] もうでも終盤だぜ。ロンダルキアなんて。アへの洞窟の近くに人が生きできる旅の扉があるという情報を掴みました。
[01:52:39.360] てかここじゃなかった。
[01:52:40.440] 飽きるんだろ。で、
[01:52:41.480] 飽きるんだろうね。あ、逆から読んだやつね。
[01:52:43.480] 旅の扉を見つけることができず困っております。ロンダルキアの旅の扉に関してもし何かご存知でしたら教えていただけないでしょうか?
[01:52:53.800] ま、飽きる暖炉だけどな。
[01:52:57.400] そうか。そこまで掴んだのか。
[01:53:00.560] いや、知ってたんかよ、お前。
[01:53:01.679] よくたどり着いたな。
[01:53:02.840] いや、知ってるんだったら教えてけろ最初から。
[01:53:06.239] その口ぶり。
[01:53:07.760] 陛下は知ってるんですね。
[01:53:08.679] いや、そうだよね。
[01:53:10.920] 今はなき私の父仙代のデルコン王には親友がいた。
[01:53:17.440] え、仙代のデルコン王ていうのはこの王であった
[01:53:22.440] の父は死の間に私にあることを託した。その親友を支え彼が守る秘密を共に守り抜くようにと。
[01:53:34.400] 共にロンダルキアの王子様ダルパ
[01:53:38.480] 今もご存命なのですか?
[01:53:41.000] それてなんだっけ?サッカー選手
[01:53:42.800] より先の話が聞きた
[01:53:45.760] して見せてくれお前の願を叶えるだけの力があると
[01:53:52.079] 私に信じさせてくれ。
[01:53:54.920] ウポ。ウポに出てきた。
[01:54:00.599] 何?また戦うの?え?
[01:54:03.760] 陛下ご自身が私たちと手合わせを
[01:54:06.639] やっちゃうよ。
[01:54:07.360] 私が物を集め権力で従えさせるだけの王だと思うか。
[01:54:12.360] え、本当に戦うの?こいつと
[01:54:13.679] 違うぞ。
[01:54:14.199] いやいやいやいや。
[01:54:14.960] ツ物を引き入いるのは
[01:54:16.639] いや、マジで戦うの?
[01:54:17.880] を持つ物だ。
[01:54:18.960] いや、ま、さすがにそれは
[01:54:20.199] さあ、
[01:54:21.360] 私を納得させてみよう。
[01:54:23.639] お前たちがハーゴンを打ち取る英雄になると
[01:54:27.480] 私に信じさせてくれ。
[01:54:29.719] さすがに
[01:54:30.440] そんな国家錬金術師の試験みたいな。
[01:54:34.719] あのエド、江戸がな、あの、あのピッつって、あの、あのなんだっけ?あのブラッドレーにさ、こんなこんな試験内容じゃつかお前の首が飛ぶぜ。見直した方がいいぜ。この試験みたいな感じで、あの、クソ生切ってたやつね。クソ生切ってた頃の江戸ね。
[01:54:52.800] で、あの、目に見えない速さで槍おられて
[01:54:55.320] 、いつの間にやられたんだみたいな感じに
[01:54:58.159] なったやつね。うん。初期のな。
[01:55:02.239] え、本当に?
[01:55:05.000] 本当に戦うの?
[01:55:07.920] さすがに負けないでしょ、こんなやつには
[01:55:09.960] 。人間じゃんだって。
[01:55:13.599] 大相当かっこいとこね。そう。あの時は
[01:55:17.040] まだな、大統の正体がな、あんまり言うと
[01:55:21.719] ネタバレになっちゃうわ。
[01:55:36.360] あのブラッドレーがさ、
[01:55:39.639] これもうネタバレこもうでも好きな番が
[01:55:42.599] 語る時ってやっぱネタバレしなきゃ語れ
[01:55:44.440] ないからもうごめん許して。あのさ、
[01:55:46.920] ブラッドレイがま、ちょすけど覚醒してさ
[01:55:49.599] 、白に戻ってきた時、あれめっちゃかっこ
[01:55:52.119] よくない?あのブラッドレイが来ました
[01:55:55.320] つって。う、どこから来た?どこから来た
[01:55:57.199] つってなんか城のさ、裏口かとかって言っ
[01:55:59.800] たんだけどさ、もう土面から帰ってきてさ
[01:56:02.199] 、私の家に帰ってくるのになぜ裏口から
[01:56:05.679] 入らねばならぬかなつって真正面からさ、
[01:56:08.599] もう真正面のあの戦車軍隊ぶぶち殺して
[01:56:12.480] 1人で帰ってきた時めっちゃかっけえと
[01:56:14.800] 思った。
[01:56:17.239] あれすっごいかっこいい。しびれるよな。なんで
[01:56:21.400] 8
[01:56:21.639] しか反応しないわけ?お前らまさかまさか剥がれ読んできてないの?必収科目だろうが。嘘だろ?え、本当に?
[01:56:32.199] 久しぶりに漫画読みな?
[01:56:33.679] いや、読んだ方がいいよ。
[01:56:35.040] 運転中です。
[01:56:36.040] あ、すいません。ごめんなさい。
[01:56:38.880] ごめん、
[01:56:39.480] ごめん、ごめん。え、本当に鋼れ見たことない。めっちゃおもろいぜ。
[01:56:48.599] ね、あの隙間スイッチのあのゴールデンタイムラバーね。
[01:57:00.119] では始めよう。私がこの目でこの目でこの体で心でお前たちの力と覚悟を確かめる。
[01:57:08.560] 嘘でしょ?嘘でしょ?は
[01:57:14.079] 弟の方に見ている
[01:57:15.760] アルコンスでもアルホンス好き
[01:57:18.800] 人じゃ。
[01:57:20.760] ええ、死んでも文句言わないでね。さすがにこれ命令しなくてもいけんだろ。
[01:57:31.840] 1
[01:57:31.960] 人じゃないわ。
[01:57:33.639] え、いや、死ぬって
[01:57:36.880] 受けてみろ。これで負けたらも
[01:57:40.000] これで負けたらお前が世界救えばいいよ。
[01:57:43.079] 声出してこう。
[01:57:46.040] バイキル行け。
[01:57:48.800] さすがにね。あんなお前果物みたいな。お前受けてみろ。
[01:57:54.960] 待って待って。強くない?
[01:57:57.119] あ、くそ。強えや。もうお前が世界救えばいいよ。
[01:58:02.520] お前が世界救えよ。もう危ないよ。ナマの使えて。
[01:58:09.320] お前が世界をさ、もうなんかこれ命令しないとさ、プリンがさ、
[01:58:15.719] あれなんだよね。
[01:58:17.560] プリンがさ、応援しかしなくなるんだよな。お前はちょっとガンガンでいいや。
[01:58:25.960] おいで
[01:58:30.360] 行け。
[01:58:32.520] やんマカロン。
[01:58:33.760] ああ、待て、待て。
[01:58:37.079] やべ、なんだ。
[01:58:38.280] こんにちは。で、ここまで戦う勇者だよ。ち
[01:58:46.440] ロマ、こんばんは。ロマさん、こんばんは。
[01:58:49.119] このおっさんぐよな。お前も俺と共に来い。
[01:58:53.679] た、私の負けだ。
[01:58:56.719] 消えた。
[01:58:57.480] お手合わせありがとうございました。
[01:58:59.880] 消えたか。
[01:59:02.400] デルコンだろをやっつけた。
[01:59:04.760] お前が殺した。お前が殺した。魔物か。死んでしまった。
[01:59:10.520] 死んだやん。
[01:59:11.199] 笑笑。
[01:59:12.960] おメガンて。RP。
[01:59:14.800] 安らかに眠れ。レストインピース。王家のナイフ。本当にナイフだったんだ。
[01:59:33.239] この私を超えるものが現れようとは。
[01:59:38.440] そんな面白い。
[01:59:40.719] あ、晴れだ。んだ、こ
[01:59:43.079] お前たちの勝ちだ。
[01:59:44.480] こんなに面白い出会いも含め。
[01:59:47.840] ここまでの長い度が私たちの力と結束力。
[01:59:53.119] そしてハーゴンを打ち、世界に平和を取り戻すという決意を強くしてくれました。
[01:59:59.880] 4
[02:00:00.119] 対1なのか。
[02:00:00.960] 教えてください。陛下の守るもしもハーゴンを打つのに大切なことだとしたら
[02:00:07.960] 私たちは2
[02:00:09.119] 度とハーゴンのせいで苦しむ人が出ないようにしたい。それだけなんです。
[02:00:14.679] 卒業式みたい。小学校のなんか
[02:00:16.400] 1人1
[02:00:16.760] 人が滅び家のもは皆死んだと思われていた。
[02:00:22.679] しかし王子だけは生き延びていたのだ。
[02:00:26.320] 王子は自分のを隠しそりと生きた。
[02:00:30.320] いつか自分に変わってもが現れるまで
[02:00:35.000] ロンダルキアへと続く扉を守りながらな。
[02:00:38.040] 動物1人1人の
[02:00:39.679] ロンダルキアの王子様
[02:00:41.159] 匂いが臭かったです。
[02:00:43.840] そして2年生。
[02:00:45.880] お前たちが知るものだ。思い出すがいい。
[02:00:51.079] 臭いで。
[02:00:52.159] 誰がお前たちを私の元へよしたの?
[02:00:55.880] なぜ彼がお前たちをここに来るように誰なんって
[02:01:01.199] 不思議に思わなかったか?
[02:01:03.639] ロンダルキアの王子って誰なん?
[02:01:05.239] お前たちが本当にハーゴンを打てるだけの力があるか私に見極めさせるためだ。
[02:01:11.719] いくら勇者の血を継ぐとはいえ、経験も足りなければまだ裏若いお前たちに本当に成し遂げられるか。以前は信じきれなかったのだろう。
[02:01:22.760] 成し遂げたぜ。
[02:01:23.960] だが私はもうお前たちを信じている。きっとやってくれるであろうと。だから全てを話したのだ。分かったな。次に向かうべき場所が
[02:01:38.719] 全然わかんない。わかんない。わかえ。わかんない。わかんない。わかんない。
[02:01:40.960] え、分かる流れ?これ。え、わかんないけど。え、分かる流れあった?今。何を言ってんのこ?え、わかんない。え、ごめん。分からんか?
[02:01:50.159] え、俺が、俺が高卒だからか、これわかんないの?俺の、え、ちょっともうわあ、もう
[02:01:55.760] 1回頼む。もう1回行ってくれ。
[02:01:57.880] 思い出せ。お前たちを私の元に来るよう導いたものを。
[02:02:04.239] 陛下教えてくれてありがとうございました。
[02:02:08.520] え、
[02:02:09.719] 私はデルコンダルを守るためにここをれることができ
[02:02:14.000] え、誰?いや、覚えてないって誰に言われたんだっけ?これデルコンダルに行けって
[02:02:18.159] 許してくれ。
[02:02:19.679] 覚えてないけど誰かに言われたな。として当然のことです。
[02:02:23.920] 行きましょう。ベラヌールのシ様のところに
[02:02:27.880] 答え言ってくれた。
[02:02:32.159] 笑笑。
[02:02:35.719] ゆとりやな。
[02:02:40.199] ベラヌールのあ、なるほど。ベラヌールの神父のために教えてくれたか。
[02:02:46.480] ベラヌールの神父ってあいつか。あのなんかものすごい確かによくよく考えたらそんな感じしてた。今思い出したらそうだわ。なんかやけにやけになんか自分のこと髭してるやつね。
[02:03:04.639] あのなんか私に
[02:03:06.760] 世界世界のあれなんかふさわしくないとか言ってるやつね。ああ、なるほど。あいつか。確かに確かに確かに確かに思い出せば確かにそうだわ。ああ。なんかでもそんなに感じしたんだよな。
[02:03:27.880] 初めて出てきた時もなんかさ、やけにロンダルキアのこと話すしね、こいつ。もう
[02:03:43.639] そんな感じしたんだよな。聞いてから
[02:03:46.360] 晩年万年やん、これ。いや、でもマジでそんな感じしたねん。
[02:03:52.360] もう死ぬ手前やんけ
[02:03:56.280] 病読み
[02:03:57.239] ねえ。あ、立てるんだ。
[02:04:01.719] 正な顔つきになりましたね。
[02:04:04.679] 久しぶり。
[02:04:07.719] デルコンダル王に聞きました。神父様のこと。それからハーゴンの神殿に続く道のこと。あんなにピンピンしてたのに。
[02:04:17.199] では彼はあなた方がやり遂げてくれると確信したわけですね。そうですか。
[02:04:27.000] 私たちは妖精たちと協力していてハーゴンを倒すための準備が整うまであともう少しなんです。ですから信じて託していただけないでしょうか?神父様。いえ、
[02:04:43.800] 元々ろなんてついてた?
[02:04:45.400] ロンダルついた。ついてた。
[02:04:46.920] 王子様、
[02:04:50.480] そのように呼ばれるのは久しぶりですね。あの夜来です。
[02:05:01.159] おお、語りが入る。これロンダルキアが転びたのなんて多分初めて語られるよねえ。なんか
[02:05:09.159] 3の勇者みたいね。
[02:05:10.880] あの夜ハーゴンの軍勢によってロンダルキアが襲われ
[02:05:16.559] なんか1
[02:05:16.840] 人かっこいいやついるな。主人公みてな
[02:05:18.960] 多くの命がわれた夜。
[02:05:22.360] それがこいつのかの隊は
[02:05:25.760] 民が逃げる時間を稼ぐため狩りを務め必死に戦いました。
[02:05:54.960] ですが、敵のお手がどんどん迫り、体力の
[02:06:00.599] 限界が近づいてきているという武器
[02:06:07.480] ん?何?
[02:06:09.480] 共に戦ってきた。
[02:06:11.159] え、
[02:06:11.760] 3人の親衛隊のうちの
[02:06:13.960] 1
[02:06:14.079] 人が突然私に掴みかかったのです。彼は本当は信頼なんて勤めたくなかった。
[02:06:24.599] 重
[02:06:25.239] 自分を生き延びたかったと泣きながら叫びました。
[02:06:31.280] こんな状況になったのは王族の力物
[02:06:36.040] 物資が出てますね。し
[02:06:38.000] ました。
[02:06:38.520] お、これは期待できるぞ。盲の裏切りも裕ぶ出てるわ。
[02:06:43.679] そして私を言きつけました。
[02:06:48.199] あるぞ。このえぐさ。
[02:06:49.559] 私は気を失い目が覚めると。
[02:06:54.679] うわ。
[02:07:02.280] うわ、うわ、うわ、うわ、うわ。
[02:07:15.040] 親衛隊は
[02:07:16.400] うわ、
[02:07:17.840] 皆殺されていました。
[02:07:21.480] 魔物は私も死んでいると勘違いしたらしく
[02:07:26.280] 、見過ごされたようです。
[02:07:38.040] その時
[02:07:39.960] 私は全てを憎みました。
[02:07:45.119] を滅ぼしたハーゴンも
[02:07:49.320] 私を置いて先に行った父も母
[02:07:53.559] を責めた新衛隊も
[02:07:56.920] 生き延びたロンダルキアの民までも
[02:08:01.040] 何もかもが憎くなったのです。
[02:08:05.360] この世界が今にして思えば私を責めた衛隊もしてまた私自身も恐怖と悲しみで心が闇に飲まれてまたでし
[02:08:40.920] それ以降
[02:08:43.480] 私はハーゴンを倒しに行く勇気もなくかと
[02:08:48.040] 言って
[02:08:49.920] あの夜の恐怖と憎を乗り越え
[02:08:54.880] 前向きに生きることもできませんでした。
[02:09:01.559] ただそれでもいつの日かハーゴンを倒し
[02:09:06.920] 私の恨みを晴らしてくれるであろうものが
[02:09:10.840] 現れないかと
[02:09:13.679] 扉だけは守り続けたのです。しかし私の
[02:09:19.440] 寿命が先に尽きるであろうと諦めかけてい
[02:09:23.360] ましたが
[02:09:26.559] あなたたちは最後の希望です。
[02:09:33.000] さ、皆さん、私のそばへ
[02:09:42.840] 。
[02:09:53.199] 何?
[02:09:54.639] 今のは
[02:09:57.400] 私に宿るロンダルキア王家の守護の力を
[02:10:02.880] あなた方に授けました。これで扉が開きます。ここベラヌール協会の奥にある扉です。
[02:10:17.599] そこにハーゴンの神殿ロンダルキアへと続く道があります。
[02:10:23.880] 11
[02:10:24.199] の勇者の
[02:10:25.119] 今授けた力がなければなるほどね。
[02:10:28.559] こちら側からは決して開かず。
[02:10:31.719] 王子
[02:10:32.400] あちら側から来れば行き止まりに見えるようにしてだろうね。死ぬかな?ブ
[02:10:37.960] サット
[02:10:39.920] 通れるのは皆さんだけです。
[02:10:43.400] 私にできるのはここまでです。悔しいですが、ハーゴンを見届けるだけの時間はもう残ってはいないようなので。
[02:10:58.800] 何言ってるの?そんな弱気なこと言わないでちゃんと生きて見届けてよ。
[02:11:05.440] そうですよ。ハーゴンを倒したら必ず僕たち報告に来ますから。
[02:11:10.679] 合っていてください。
[02:11:12.400] 私たちが戻るの。
[02:11:17.840] 確かにそうですね。ここまで生きたのですから見届けないとですね。
[02:11:27.559] え、
[02:11:29.880] ではまた少し休ませてもらいます。あなたたちが戻るのを待っていますよ。
[02:11:46.880] お
[02:11:49.000] いや、
[02:11:52.800] これすごいな。
[02:11:56.239] これ完全に追加されたシナリオなんだけど
[02:12:00.679] いいね。
[02:12:01.840] なんかその全然なんつうか違和感がないっていうかちゃんとなんか後付けな感じがしない
[02:12:10.239] ねえ。うまい。これすごいわ。
[02:12:12.840] 青そう
[02:12:15.520] ねえ。ただなんこのさ、ロンダルキア王子の力がもうめちゃめちゃ闇の力みたいになってるの。なんで?
[02:12:30.599] ジャークすぎる。なんかなんか赤黒い
[02:12:33.800] なんか
[02:12:39.360] さが回復してこよ。やべえ。てかもう
[02:12:42.119] なんかあれ待ん
[02:12:44.520] もうなんか行く行く感じになってない?
[02:12:47.599] なんか行く感じになってない?これ
[02:12:50.360] ラスダウンやんだってもうロンダルキア。
[02:12:54.000] 強いよ。ロンダルか。ポエルプア
[02:12:57.119] 早い。早ないだってなんかまだロトの
[02:13:01.040] する感じになってない
[02:13:02.559] だって。ロトの
[02:13:05.880] いやだってさ、まだロトの装備何も持ってないよ、俺。ロトの盾しか持ってないよ。たまたま拾っただし。なんか最後の鍵とかも持ってねえし。え、え、
[02:13:20.360] いよいよか。え、いよいよなの?これ。
[02:13:23.760] 歯ごもも。
[02:13:25.360] 歯ごももね。
[02:13:26.599] 節穴だもんな。
[02:13:30.400] やばい。ちょっと朝チャップ。朝チャップしようぜ。朝チャップ見るだけならただ触ったらだめよ。お触り元気。カンクか。
[02:13:44.920] ここがダルキア。
[02:13:47.079] すぐ帰りそう。も
[02:13:48.119] うくんが待っていてくれてるはず。
[02:13:49.639] あ、もうくんだよ。
[02:13:50.520] もうくん。あ、やべ、もう。え、何?何?何?もうくん。もうくん。今の悲鳴は
[02:13:57.159] もうくん。
[02:14:01.000] もうくん。もうく
[02:14:02.480] も。お、もう
[02:14:06.599] お前のようなやつ。
[02:14:09.880] いや、これ死ぬわ。え、待って。何?何?何?く
[02:14:15.480] やった。
[02:14:16.320] え?や、もう早いって。早いよ。
[02:14:19.800] もう死ぬやん。もう死ぬやん。早いよ。ちょっと見に来ただけなのに。
[02:14:29.639] 何があったの?
[02:14:31.000] ちょっと見に来ただけなのに。
[02:14:32.840] あっさり。
[02:14:35.719] ひどい怪我だわ。こんな
[02:14:42.440] 皆さん
[02:14:44.119] 思い鼻話けないで。たのですね。
[02:14:48.199] 嬉しかったもんで死ぬじゃん。絶対もう
[02:14:52.760] 皆さんと友達になれて
[02:14:55.800] 嬉しかったもんで死ぬやん。絶対ゴンの手下にここ見つかっちゃって。
[02:15:13.599] でも僕は
[02:15:16.159] やってた
[02:15:18.840] 。
[02:15:22.079] すごい
[02:15:23.719] 強いやつだったんですよ。
[02:15:28.719] 僕は
[02:15:30.760] すごくないですか?
[02:15:35.040] ちゃんと
[02:15:36.880] ここ守れもこいつら1歩遅いな。せやね。
[02:15:41.639] 笑いそうで草。
[02:15:44.199] だってもうだってもう
[02:15:48.880] 回復が追いついてないよ。
[02:15:51.960] 1
[02:15:52.119] 回し1
[02:15:52.920] 回殺してからざ陸やろ。そのが早いから。
[02:15:59.280] あんま役に立たなかったな。
[02:16:01.280] 傷が大きすぎてしっかりして。
[02:16:07.599] 俺何もできず見てるだけ。
[02:16:12.800] いや、もう
[02:16:13.760] ごめんなさい。
[02:16:16.199] もうコテコテやって。これはい。
[02:16:20.679] それがいい。
[02:16:22.400] 思った通り。
[02:16:23.639] ここを守らないとって思ったら
[02:16:28.440] ええ。
[02:16:29.679] まだわからん。
[02:16:30.360] すごい力が。
[02:16:32.639] まだ参える。まだ参える。
[02:16:34.319] え、これまださ、あの、
[02:16:37.040] ラスボス後に拍手登場ルート行ける?
[02:16:40.679] もっとみんな
[02:16:43.559] 魔法使えないことをずっと噛しめてるのいいじゃん。
[02:16:47.040] 確かに
[02:16:49.200] ここまだ
[02:16:49.760] まだで。
[02:16:51.120] まだある。まだある。
[02:16:52.319] 行けなく。
[02:16:53.280] ま、死んだと見せかけてもあるからな。
[02:16:55.719] ごめんさい。
[02:17:02.280] あ、
[02:17:03.240] そんなこと私こそごめんなさい。あなたにこんなことを頼んだから。僕のために泣いてくれてありがとう。
[02:17:22.760] でもそんなにこの島ない僕がしたくて
[02:17:38.359] おめでとうございますとか言って拍手して出てきてほしいな。
[02:17:42.359] よう喋るな。
[02:17:45.719] す、
[02:17:46.479] 夏油みたいな展開もワンチャンパ
[02:17:51.519] バカつって
[02:17:53.840] 志村県かな?
[02:17:59.319] もちろんよ。ありがとう。
[02:18:06.399] じゃあ僕たちダブル
[02:18:17.519] 俺が言ってたセリフそのまんまやん。
[02:18:22.280] 笑うな。
[02:18:23.399] あ、ごめん。笑うな。
[02:18:25.439] 笑笑。
[02:18:27.280] お前ら笑うな。見ておけ。焼きつけとけ。
[02:18:30.960] 了解。
[02:18:36.080] ドン
[02:18:39.319] ダブル
[02:18:41.519] 笑笑
[02:18:43.479] そっちこじゃねえぞ。
[02:18:45.519] 笑笑。
[02:18:47.679] そっちだったか。もうく。ああ、泣ける。泣いた。
[02:19:03.960] ありがとう。知ってたけど。
[02:19:21.160] いやあ、もう来るとは思わなかったら早かった。そうか。真の裏ボスルートはなくなったか。
[02:19:32.960] 行ってすぐ。
[02:19:37.679] あんまりだよ。
[02:19:39.479] ムーンブルクにおうくんにどれだけ失えばいいの?
[02:19:49.160] こんな悲しいこと?
[02:19:50.160] うんこみたいか?
[02:19:51.640] もう2度と
[02:19:52.520] 言わなかったのに。
[02:19:53.560] 絶対にダめだ。
[02:19:54.960] 俺も俺それめっちゃ我慢したのに。確かにうんこみたいだよ。
[02:20:01.240] 笑笑
[02:20:03.720] もうちょっと
[02:20:04.479] 急げるわ。彼の
[02:20:06.680] もうちょっとできたよな。
