[00:00:45.399] 今日は茶色やな。
[01:05:29.160] クリーパーに追いかけられて死ぬ未来。
[01:05:31.640] いや、大丈夫。一
[01:05:33.240] 式揃えるには全然足りないやろな。
[01:05:35.520] そうだよね。そうだよね。ちょっともう、ちょ、もうちょっと粘らすて。あの、なんか、あのし、
[01:05:40.799] 多分イニシエのチマクラフトのワールドデータまだ探したらあるな。こ茶ソす
[01:05:46.400] 嘘。あんまりあの受け狙って死としてるわけじゃないからさ。死としてるわけじゃないんだけど、ちょっとせっかくここまで来たからちょっともうちょっと取らせてあの辺も取って帰ろうぜ。
[01:06:01.079] あ、いい。こ、これとか、これとか
[01:06:04.319] 今はまず何でも欲しいから
[01:06:10.920] とりあえず鉄一式だよな。
[01:06:21.960] この木炭石炭掘ってる時が一番楽しいや。
[01:06:41.359] よし。
[01:06:42.520] これジャバ版だっけ?
[01:06:44.440] これジャバ版。そう、ジャバ版だよ。買い直したよ。じんちゃんともやりてえな。じんちゃんともやりてえな。心地よい。
[01:06:55.359] そう、これ気持ち。音気持ちいいよね。
[01:06:57.480] 音気持ちいいよね。グタラじサーバー作るべよ。グタラジワールド。グタラジワールドやんべえよ。視聴者参加型で
[01:07:08.440] マイクラ本当寝ちゃう?
[01:07:10.240] いや、分かる。
[01:07:10.920] なんぼした?
[01:07:12.000] いや、4400円。
[01:07:13.640] 4400円。
[01:07:15.240] 4400円。あの、買い直した。
[01:07:18.160] 4400円。俺買い直したからね、これ。
[01:07:20.200] 姫2人。
[01:07:22.160] ああ、なんでこんなね、ちょっと
[01:07:23.760] ADHD
[01:07:24.559] だからもうポケットの中いっぱいだよねえ。
[01:07:27.760] ADHD
[01:07:28.480] だからポケットがもういっぱい。もうリアルの俺と一緒だよ、これ。頼
[01:07:33.799] む。コンサータ。
[01:07:36.839] バンドルに入れべ。
[01:07:40.000] バンドル何?バンドルって。よしよしよしよしよしよし。いや、マジで
[01:07:52.920] BGブグムが良すぎる。
[01:07:55.200] お受験近くなると売り切れるお薬ポケットにレシートなんとかせコンサータ夏場に周りが溶けてめっちゃ苦いよ。アドハドの抑制剤。
[01:08:05.599] へえ。何それ?そういうのがあるんだ。
[01:08:08.480] ADHD
[01:08:09.039] の抑制剤があるんだ。コンサータっていうもうちょっと行けるんちゃうか。だってまだまだ鉄。
[01:08:22.640] あ、でも一旦
[01:08:23.400] さんから高まで飲んでた。
[01:08:25.359] あ、そうなんだ。あ、鉄ある。あ、鉄、これ鉄やんな。もういっぱいなんだけど。ポケットの中が。これ鉄やんな。
[01:08:42.199] 今じんちゃん。じちゃん。
[01:08:47.920] よしよし。少ねえな。もうちょっとくれよ。もうちょっとくれよ。
[01:08:52.400] コンサータのデメリットで体重現象ってあるぞ。
[01:08:55.839] は、クソメリットじゃねえか。
[01:08:58.679] ADHD
[01:08:59.400] も治ってさらに体重も減るのかよ。飲あ、てるよ。
[01:09:10.359] あれこか。よしよし。
[01:09:13.560] 食欲減水だよ。笑。
[01:09:18.040] え、食欲減帥するんだ。いいじゃん。
[01:09:22.199] 暗い暗い暗い暗い暗い暗い明るいちょも止まんのやめろって。
[01:09:30.359] 明るい。
[01:09:31.480] BGMも止まるのや。
[01:09:32.880] 食でご飯1
[01:09:33.799] 杯も食べれなかったよ。それ嫌い。ハげなきゃなんでもいい。笑笑
[01:09:40.319] 暗い。あの、あのあれだよ。あのピコ太郎があのサングラスこうやってやって暗い暗い暗い明るいってやつ知らない。
[01:09:57.960] おもろ。うお受ける。
[01:10:03.199] ありがとう。
[01:10:04.520] ありがとうね、みんな。
[01:10:05.320] ピこ太郎第2勝受けピ。
[01:10:07.840] うん。受けピ。受けピ。ありがとう。ありがとう。
[01:10:09.640] これはちょっとね、世間は許してくれませんよ。あ、びっくりした。一旦帰ろう。一旦帰ってポケットすっきりさせてこよ。
[01:10:22.480] このさ、ダッシュがさ、あの星のカービーみたいな感じでさ、カチャカチャって
[01:10:26.360] 2
[01:10:26.520] 回押すやつなんだ。やだな。やだな。これ昔からこうだっけ?なんでここ階段になってねえんだよ。
[01:10:37.800] スパデラ方式。
[01:10:39.400] そう、これがさ、あ、
[01:10:42.239] 押し失できなかったっけ?設定で変わらなかったっけ?
[01:10:46.679] そう、変える?違う。
[01:10:50.360] えー、操作設定やっぱ自動ジャンプオンでもいいや。あ、ダッシュ固定切り替え。あ、切り替えってどうや
[01:11:02.080] 階段にしたいわね。
[01:11:05.120] あれ、ちょっと待ってん。待って。切り替え自動ジャンプを完了。完了。
[01:11:19.120] 確かに階段にしたいね。あ、よしよし。あい、なんでどろ階段になってねえんだよ。こういうとこだよな。邪魔ゲームちゃんと階段にしといて。
[01:11:31.840] 笑笑。
[01:11:33.000] あ、ほら。あれなってますやん。朝なってますやん。
[01:11:38.440] 世界起動時に設定リセットされてて絶望しろ。
[01:11:42.360] なんでそんなさ、冷たいこと言うの?俺のこと好きじゃないの?え、とりあえず鉄を焼くと。はい。はい。あ、チェスト作ろうぜ。チェストボックス。チェスト作りたいすね。まずは。あ、ちげ。いいや。奪ってこよ。奪ってこよ。
[01:12:01.040] 好きだから殴っちゃうんだよ。
[01:12:02.760] 奪ってこよ。あれどこだ?あ、た、奴らのところから。奴らのところから奪ってくるで。
[01:12:12.199] どっか触る時に石置くのおもろい。盗賊。
[01:12:17.440] よしよしよし。いや、ここには豚もいっぱいいっかな。豚も。あったた。き。よし。オ。もう、もう何個か。めっちゃでも運いよな。
[01:12:33.679] どうもどうもこんばんは。土曜日。
[01:12:36.000] あさん、こんばんは。こんばんは。こんばんは。
[01:12:40.120] 僕はね、なんて言ったって、あの、なんだこの野郎は、あの、経験者枠なんでカ麗に見せてみますよ、皆さんに。皆さんにカ麗に僕のマイクラさきを
[01:12:53.440] 練習にならんけど今はね、さすがに今回は妖感は探さない?
[01:12:58.320] え、探しに行くよ。当たり前じゃん。探してく。
[01:12:59.840] 小麦のブロックも持ってかないか。
[01:13:02.120] 俺あの果間にあの森の予感探しに行くから。え、これ何使うの?これ。
[01:13:06.880] これ何使うの?これ。
[01:13:07.800] これ持ってった方がいいの?これ持ってった方がいい。これ
[01:13:11.679] あの地獄みたいな時間。笑笑
[01:13:14.000] でもさ、節のトーテムあったらでかくない?
[01:13:16.719] それだけは言えない。
[01:13:18.000] 節のトーテムをさ、持って帰ってきたらヒーローじゃね?人生プレイでやりにくわ。
[01:13:23.679] 笑笑。
[01:13:24.639] やりにくいに決まってんだろ。これじゃ取ってこう。なんかこれ持ってた方がいい。
[01:13:31.120] と小麦になってパン作れる。セムスゴあでも強力か。
[01:13:37.600] バラスと小麦になってなんだ?
[01:13:44.679] なんか俺んちがもっと遠くから分かるようにしねえとな、毎回わかんなくなんね。あ、あった、あったったった。
[01:13:50.560] トーテムって何個手に入るんだっけ?
[01:13:53.040] あれ?いや、何個とか決まってないんじゃなかった?運次第だね。俺こな間だは
[01:13:56.520] 3個持ってたね。3個持ってた。
[01:14:06.120] 確かあの、あれだよな。あの
[01:14:09.840] フのトーテム、あの森の溶感探すのに前回
[01:14:12.800] 多分23時間走ってたよね。23時間
[01:14:16.800] ずっと走ってたよな。
[01:14:19.679] あ、できてる、できてる、できてる。あ、
[01:14:20.880] もう置く場所がね。お、置く場所がえ、
[01:14:23.480] っと走ってたよ。笑。場所
[01:14:26.040] 妖感、置く場所ない。置くば、一旦ここだな。一旦ここだな。え、
[01:14:33.280] あ、美味しそう。笑。
[01:14:36.080] ここかな?
[01:14:37.880] 奥場。
[01:14:39.639] よしよしよしよしよしよし。
[01:14:41.920] 走って見つからないからネザー行って短縮してた
[01:14:45.920] ね。これさ、パッてさ、パッてさ、パッてさ、あの、入れるのどうやってやの?わざわざこうやって移動するのやなんだけど。
[01:14:51.719] こってこっちに移動するのどんだっけ?
[01:14:53.719] 長押し違うな。
[01:14:56.400] ここか違うな。ここ違うな。シフトシフト
[01:15:01.440] しながら違うな。え、できないんだっけ、
[01:15:03.920] そんなの。あ、できえ。そんなない。ここ
[01:15:07.639] にさ、こうやってもうパパちゃん一撃で
[01:15:09.719] 移動してくれそうだけど
[01:15:14.440] できないんだけど。
[01:15:16.360] あ、あ、え、あ、え、違う。これどうやってやん。ちょっとど、どうやってやんだ?これどうやって?
[01:15:29.639] シフトとか
[01:15:31.360] シフトや違うな。
[01:15:36.199] クトアルトか
[01:15:37.760] コントロール違うね。違いますな。ないですな。
[01:15:44.440] アルトとか
[01:15:48.120] いや、違うな。
[01:15:48.760] テレテとか
[01:15:50.159] エリートは絶対違うだろう。え、何これ?バンドルって。え、何?
[01:15:56.320] トF4
[01:16:02.280] F
[01:16:04.719] ん。
[01:16:08.320] 笑笑。
[01:16:11.760] やったな。綾た。
[01:16:13.960] ガキてめ
[01:16:14.840] ああ、
[01:16:16.239] おい、ガキこらやったな。やったな。ガキこら
[01:16:21.199] だ。保存されてるじゃん。あ、
[01:16:24.679] クソガきが。
[01:16:25.280] 笑笑。
[01:16:27.159] クソガきがよ。
[01:16:28.040] わあ。
[01:16:30.360] クソガきが。ま、保存されたからいいけど。
[01:16:34.199] 性騙す上等裏技コマンド知ってると思いますがな。
[01:16:38.520] いや、知らんがな。普段ファミコンしかやってへんねん。
[01:16:48.120] またこれまたえ、またこれ画面打つの大変
[01:16:52.639] なのに。
[01:16:56.120] オルトFって何消えるんだ?
[01:17:03.120] 知りませんや。
[01:17:03.760] でも練習になったよ。知りません。そんな
[01:17:08.320] ん
[01:17:09.920] やん。
[01:17:10.719] 楽しそうで何よりということでね、アルトプラス
[01:17:14.800] F4は強制終了コマンド
[01:17:17.480] そんなん知らんな。で、結局ここ
[01:17:22.159] あれだよちゃ。
[01:17:23.080] じゃあじゃあよじゃ
[01:17:24.400] 設定生き残ってる。
[01:17:26.800] お、どうだろう。
[01:17:28.080] じゃあ結局ここをポンってここに移動するコマンドはないの?ポンってここに移動するコマンドはないの?
[01:17:34.040] キーを押しながら左ダブルクリックすると同じ種類のアイテムが一括でチェストに移動します。
[01:17:40.800] 死にかけたら押せば強制脱出装置だよ。
[01:17:46.639] 文明や、みんな文明。これが
[01:17:51.679] 有能リスナーとあとね、
[01:17:53.560] ダブルクリックだったか。文明会か。
[01:17:56.840] 文明開花すぎるな。
[01:18:00.239] ザギり頭。
[01:18:03.400] ザギり頭やな。
[01:18:04.560] やっぱもこらなんだよな。
[01:18:06.239] 複数種類のアイテムを
[01:18:08.320] 1
[01:18:08.520] スタック分まで一緒にしまうことができる。複数種類の。あ、へえ。これめっちゃ良くない?めっちゃ良くない?これスタック。これめっちゃ良くない?こん中に入れとけんだ。アイテムが色々。ま、とりあえずいか。とりあえずいか。
[01:18:24.719] え、また木が必要なんじゃないの?そしたらまた木が必要なんじゃないの?一旦寝ようか。わざこれシフトなんだ。オッケー。一旦寝るぜ。暗なってきたからな。
[01:18:40.040] きっこりしなきゃ。
[01:18:41.320] まだきっこりしないと。きっこり。よし。気持ち悪い。気持ち悪い場所にあんな。気持ち悪いとこにベッドあるわ。
[01:18:52.719] ここにベッド置く。センスなさすぎだろ。せめてちょっとあれだな。
[01:19:00.719] 悪夢確定。
[01:19:01.840] ちょっと待って。ちょっとよいしょ。ちょっとさ、もうちょ見栄え悪いけど、ちょっと屋根作りて。
[01:19:07.560] 音が地獄。
[01:19:08.360] ちょっと屋根作りて。とりあえずな
[01:19:11.360] 寝蔵悪ければし
[01:19:13.040] ちょっとちょっとちょっと屋根作ろうぜ。
[01:19:21.080] 本当に本当に経験者なんかこれ。あのさ、
[01:19:24.520] しゃがみながらしゃがみながらこうあ
[01:19:34.440] いやま、あのね豆腐でもいいんだよ。まず
[01:19:36.040] はな。
[01:19:39.480] よしよしよし
[01:19:43.000] よしよしよしよしよしよしよし
[01:19:52.520] あ
[01:19:54.560] よしよしよしよし
[01:19:56.400] そろりそろり
[01:19:57.360] よしよしよしよしよしあ気持ち悪来た難しい
[01:20:06.199] よしよしよしよしよしよしよし。
[01:20:11.800] とりあえずさ、やっぱあん、あん、暗足の
[01:20:14.880] 地を作らないと。
[01:20:18.639] なんで?あ、なくなってる。
[01:20:25.600] よしよしよしよしよし
[01:20:29.080] 。の無駄遣い
[01:20:30.120] よしよしよしよしよし。
[01:20:33.000] 天井。え、なんか天井低いな。思ったより。え、天井低くない。
[01:20:40.920] 笑笑。ダブル。笑笑。笑笑。引く。笑笑。圧迫感えぐ。笑笑。絶対病気になる。
[01:20:51.159] これ。しかもこれさ一化炭素中毒になれない。これ大丈夫?窓
[01:20:56.120] 1
[01:20:56.280] 個もないしさ。か焼いてるけど。ここで一産加炭素中毒になんないか。たい。
[01:21:01.880] これ一産加炭素だよね。ちょっと
[01:21:03.679] 小人専用の家壁書きで天井が石で天井が低い。笑。死ぬじゃん。
[01:21:10.360] ちょっとこんくらいちょっと作っとかねえとな。ちょっとな。ちょっとな。さすがにさすがにな。ちょっと天窓開けとくか。ちょっとこれ圧迫感が。圧迫感がありすぎる。あたちょっと開けようぜ。この辺いやけ。
[01:21:31.639] 全然こ、え、何これ?え、何これ?家、これ本当に何これ?家かな?本当に
[01:21:40.360] 笑笑
[01:21:41.639] 本当に家かな?よしよしよしよしよ。ちょ、木、木、木、木が必要。木、
[01:21:47.400] はい、
[01:21:48.320] 木が必要っすわ。木がとりあえず必要よ。夜になる前にな、夜前にな、夜になる前にな。
[01:22:03.520] なんか近くにあってもいいよな。キーな何
[01:22:06.760] もねえとこに来ちゃったから。
[01:22:14.040] 泳ぎ方分かってんのよ。
[01:22:17.080] 泳ぎ方は分かってます。よしよしよしよし
[01:22:21.080] よし。
[01:22:26.600] あ、木さあれ俺作んなかったんだっけ?石の石の斧のんびりやんで。
[01:22:36.400] ちんまげは泳げるの?
[01:22:37.600] ん?ちんマげ。ちんまげはあの背泳ぎはできます。背泳ぎはできる。あの太りすぎて死亡がありすぎて浮くから。背泳ぎっていうより浮いてるだけかもな。
[01:22:54.080] いいね。セームスゴッド。
[01:22:57.000] 本当にいいねって思ってる。
[01:22:58.199] ダブル
[01:23:01.719] 全然沈まないよ。
[01:23:03.280] 吸いしたい。
[01:23:04.199] うん。マジマジマジ。
[01:23:11.560] ガリガリは背泳ぎできないので羨ましいです。
[01:23:15.719] 言うて背泳ぎする。もう、もうぜ、もうなんか全部壊れちゃうんだけど。どこだ俺んちは?俺どっから来た?あちか。
[01:23:26.920] あ、これいい飯になんじゃないの?こいつら
[01:23:31.960] 壊れちゃう。
[01:23:33.760] 壊れちゃう。こいつはいい飯になんねんな。こいつらし。ああ、ああ。危ない危ない危ない危ねえ。酒ゲット。
[01:23:57.800] オレンチどこ?
[01:24:08.040] あれ?
[01:24:10.400] あれ?え、オレンチなくなったんだけど。あれ?あれ?
[01:24:19.800] 飯食っときましょう。
[01:24:21.199] あ、コールストリーボブ家の天井に塔みたいな目印作ろ。え、でもここの近くだよな、絶対な。
[01:24:34.040] 家消えた。
[01:24:35.199] 家なくなった。あ、
[01:24:40.800] 座標は?
[01:24:42.239] 何?座標?知らん。そんなね、家ねえんだわ。
[01:24:47.920] 家ねえんだわ。家消えた。
[01:24:50.920] ちょっと待って。これ危ねえ。この辺ったあったあったった。ちょっと自然ちょっとあの自然と同化しすぎるわ。この家
[01:25:02.800] ヒ
[01:25:03.719] ちょっと自然と同化しすぎるんで。た、待って。これどうやって降りんの?これ
[01:25:17.760] スーのストロングだ。
[01:25:19.679] おい、これどうやって降りんだよ。
[01:25:21.800] どうやって降りるの?
[01:25:22.880] どうやって降りんの?これ。
[01:25:23.760] それ死なねえか?笑笑。
[01:25:27.520] くそ。
[01:25:27.920] おい。しかもピッケルねえじゃんかよ。どうすんだよこ。
[01:25:32.320] あ、こいつバカだ。
[01:25:33.560] おい、手で行くしかねえよ。手で主頭で
[01:25:38.159] 罪。
[01:25:39.320] あ、みんな今日これで終わりだ。みんな
[01:25:41.280] 今日みんなこれで終わり。みんな今日、今日これで終わるわ。
[01:25:46.600] 一旦行ってみよう。
[01:25:48.480] え、行く。
[01:25:49.880] おつね。
[01:25:51.880] 今日これで終わるわ、みんな。
[01:25:52.760] 笑笑。
[01:25:59.880] ハート満タでその距離でどんだけなくなるかしなん。しなん。
[01:26:04.080] あ、ハート満タでね。
[01:26:07.760] ダ
[01:26:08.960] 全然やべ。お、しかも食いもんもなくなった。食いもんもなくなって。食いもんもなくなってあのあれだわ。回復もしねえわ。
[01:26:19.719] しかね。
[01:26:21.360] 死んどけ。笑。
[01:26:22.400] あ、せめてせめてここに行こう。ここに。そい。あ、あんま高かないし。
[01:26:31.199] 下げたし。
[01:26:32.440] あんまりなんだよ。
[01:26:36.040] 全然余裕じゃん。
[01:26:37.480] 全然余裕だった。危ねえ。
[01:26:38.960] 生存よし。
[01:26:40.440] 全然危ない。ちょっとこれ食べて。これも食べて。
[01:26:46.360] トレコポイント。
[01:26:48.600] これってほんで、えー、棒を作らなあかんねんな。だからまずは全部全部全部全部全部全部全部全部全部やでもさ、結構大変だね。
[01:27:08.679] 1人でやんの初めてだけどさ。
[01:27:15.159] どこにやる?で、この棒、あれ、棒ってどうやって使、ここか。何回同じことやってんだ?こうで。違う。こうね。これ半分置くってどうやってやんの?
[01:27:32.480] リスナーの苦労を知れてよかったね。
[01:27:34.880] うん。俺が寝てる間にみんなこういうことやってくれたんだろうな。
[01:27:43.159] 右クりじゃないっけ?右クリック。右クリック。いや、ちゃうな。あの、右クリックだといつの鎧をもらえていた。
[01:27:59.760] 右、右クリックだとそこにポンって置く。半分置く。
[01:28:04.760] 半分は半分て
[01:28:10.199] カチカチしよ。
[01:28:11.440] カチカチカチカチするしかないのか。ええ、こんなことしなきゃいけないのか。
[01:28:20.280] それが幸せだったなんて知らなかったんだよ。
[01:28:24.920] 王兵だったからな。王平だったから俺寝るからお前らダイヤほっとけよつって寝てたもんね。
[01:28:31.199] で、起きて5
[01:28:31.920] 分で死んでたから。それはみんな怒りますわ。すいませんでした。その説は。
[01:28:38.719] その列は本当に申し訳ありませんでした。
[01:28:42.520] 天狗生主
[01:28:47.840] ほんで
[01:28:49.280] 反省みんな怒らずに聞こってたじゃん。
[01:28:53.000] よいしょ。ほんで待って。こうでまず
[01:28:59.760] 1個な。うー。
[01:29:04.840] あ、半分置くんじゃなくて半分取るんだな
[01:29:09.080] 。半分置くんじゃなくて半分
[01:29:13.560] 取るんや。こうや
[01:29:17.679] でこういうでこうよね。ああ、なるほど。
[01:29:19.960] なるほど。なるほど。なほ
[01:29:25.400] で2本ぐらい作って。2本ぐらい作って。
[01:29:29.080] あ、いいじゃん。
[01:29:30.880] いいじゃん。だ、剣も作ろ。あ、剣
[01:29:32.440] ラックしたまま右クリックで
[01:29:34.199] 1個ずつ置く。
[01:29:36.480] こういうことね。こういうことね。もう
[01:29:38.480] 1
[01:29:38.560] 個は作っちゃおっかね。あってもあっていい。あ、いくらあってもいい。だから
[01:29:43.719] アイテムを右クリックすると半分取る。
[01:29:46.360] オオオッケー。あと松明がないな。松明石炭石炭
[01:29:53.880] 鉄インゴットないなった。
[01:29:56.360] いい。今からなんてなんぼあってもいいですからね。
[01:29:59.040] 今から取り行くね。これさ、本当に原木
[01:30:01.600] しか焼けないの?原木しか焼けないの
[01:30:03.880] しんどくない?原木しか焼けないのしんど
[01:30:07.080] ない?ちょ
[01:30:16.880] よしよしよしよしよしよしよしよしよし
[01:30:20.400] よしよし。こんだけこんだけあらええやろ
[01:30:22.639] 。こんだけあらええわ。よし、もう1回。
[01:30:26.960] もう1回行くぞ。
[01:30:27.960] え、どうやってシフトこうかこうかこうかこうかこうだこうだな。ここのままちょっと丸石も一応持ってこう。なんかあっても足らへん。
[01:30:37.199] 何ぼあっても足らへんねんからな。
[01:30:39.760] リベンジ来る。
[01:30:41.159] よし。まずは石のシ
[01:30:42.960] ドラゴン討伐あり。
[01:30:44.600] あえ。あ、雨盛りしてるわ。雨盛りしてるわ。
[01:30:54.199] うちギリギリ回避してる。ここあね。今日ドラゴン
[01:31:00.639] 辛い。笑。あるよ。今日
[01:31:02.080] バケツ置を置いてえ。ドラゴと思った。
[01:31:04.760] ドラゴンとかってありますけど。
[01:31:07.960] よし。ほんじゃあまた
[01:31:10.480] さんかやねか。
[01:31:11.679] ほんじゃまた行ってきますか。ほんまか石塚行ってきます。よし。こんだけありだよ。こんだけやったらもうもうはい。あの
[01:31:22.040] ダイヤダイヤ1個。あ、ダイヤ
[01:31:25.800] 1個取るまであれ。
[01:31:27.440] ホケ最強コンビ。
[01:31:29.719] あれ?あれ?俺さっき作ったあれは?さっき作った松明は?え?あれ?さっき松明作ないなった。
[01:31:41.440] あったった。びっくりす。びっくりす。びっくりさせんな。
[01:31:46.239] 解説本魔かとほんじゃまたをかけています。
[01:31:50.320] 何何何何何本邪魔か行きます。ダイヤ
[01:31:56.480] 1個
[01:31:56.920] 解説助かる。
[01:31:57.960] ダイヤ1個取るまで帰れません。
[01:31:59.960] ああ、こいつバ鹿だ。
[01:32:00.880] ダイヤ1
[01:32:01.280] 個取るまで帰れませんからわしは。でも、でもね、ここじゃねえんだよ。ここの空洞はもうね、飽きたね。俺に言わせてみれば、俺に言わせてみればもう俺はもうここからまたこっちに行く。こっからまた下に行く。
[01:32:21.960] もっと下にあるからな。ダイヤはな。なんだこれ?砂か。
[01:32:26.000] 開拓。
[01:32:30.560] よしよし。違う。砂。砂危険だぞ。砂危険だぞ。注意しろ。砂は危険。落ちてくる可能性があるからな。知ってんねん。俺
[01:32:45.280] 1回埋めになって死んでるからな、前回。
[01:32:51.320] おっと、やな音がしますなあ。
[01:32:54.679] 経験者は語る。
[01:32:56.719] 1
[01:32:56.920] 回死んでんねん、俺。それで
[01:32:58.679] 経験者は語る。
[01:33:00.199] よし。あつ。
[01:33:05.920] 経験者は語る。
[01:33:08.679] そう。こ
[01:33:11.880] 経験者は語る。
[01:33:13.000] うるせえなあ。分かったよ、もう。
[01:33:17.880] ここ危ねえぜ。ここは危ねえ。
[01:33:23.960] 笑笑。
[01:33:26.239] 待って。
[01:33:26.760] 笑いの部屋は渡るん?
[01:33:29.639] あ、これだめだ。砂だ。砂でした。これな。いや、ここ危ないなあ。
[01:33:37.679] うん。
[01:33:38.400] もっと下行きたいんだけどな。でも下行きたいけどこれ危ないよね。多分ね。こっち横掘っても多分アウトだろうな。ここ埋め立てちゃおうかな。
[01:33:46.440] ここ危ないわ。ここいやこの空洞
[01:33:51.480] 戻れなくなりそう。
[01:33:52.679] この空洞なのかな?やっぱでも探索するならな。こっち行った方がいいかな。まだあったんだよね、あっちね。うわあ。行きたくないような。行きたいような。あらららららら。いや、でもなん、ここが危ないね。まず、
[01:34:13.639] まずまずここが危ないのよね。
[01:34:16.679] なら、ま、ちょっと待てよ。まあ、
[01:34:19.520] ちょっと待って。まあ、ちょっと待って。
[01:34:20.600] えっとね、ああ、投げちゃったよ。
[01:34:25.199] 投げちゃった。俺の
[01:34:27.960] ちょっと待って。あれ取いと。あれ取ら
[01:34:30.239] ないとな。
[01:34:33.159] あれは取らないと。
[01:34:37.040] 行こう。よしよし。ちょっと帰りのことも
[01:34:40.280] 考えてね。まずいまずいまずい人いるな。
[01:34:42.800] まずい人いるな、あれ。あれまずい人いる
[01:34:44.239] な。あれまずい人いるぞ。
[01:34:45.320] あれ?あら、あ、やばい、やばい、やばい、やばい。いい。え、やな人いたな、今。あ、今やな人いたね、あれね。くっそ、これ。いやあ、
[01:35:02.199] チまど。パニパニ。
[01:35:06.840] パニパニ。あ、もう狙って。痛い。くそが。ちょっと待って。
[01:35:14.880] いって待って。ちょっとお前ほんまちょっとほんまやめて。あ、
[01:35:21.760] ああ。
[01:35:25.800] 笑笑。パチパチパチパチパチパチ。これね。笑笑。あ、本番で絶対これあるよな。レコゼロ残念。残念。
[01:35:44.320] 残念。
[01:35:57.360] 画面に出てないな。なんかそれが
[01:36:00.199] これで出るはずか。
[01:36:01.159] これで出るんじゃない?ええ、ちょっと、ちょっと、ちょっと
[01:36:13.520] 楽しかった。マイクラ終わり。
[01:36:15.159] いや、こんな死に方はあかん。こんな死に方はあかんよ。あかん。こんな死に方だけはほんまあかんで。頼むで。あ、もうごめん。ちょっと待って。ちょっと待ってね。なんかしかもこのさ、うまいこと映んないのよね。
[01:36:30.159] なん、俺が下手くそすぎる。ちょっと待ってね。
[01:36:36.960] みんなスケルトンにやられてるもんな。
[01:36:39.400] やっぱそうなんだ。やっぱやっぱ防具が
[01:36:43.520] 1番大事かね。防具が
[01:36:45.440] 1番大事なんかね。
[01:36:48.080] 盾なんよ。あかん、あかん。あかんくない。あかん。すけ書き
[01:36:52.760] 4
[01:36:54.159] 透け書きなんだ。やっぱり
[01:36:59.320] これやったらまた最初からなんのかな?あ
[01:37:01.719] 、ダメなんだ。え、そして何これ?この
[01:37:04.560] 場合ってこれもうこれ消すしかないの。
[01:37:06.119] このワールド削除するしかないってこと。
[01:37:07.840] 再生があるんだ。あ、再生でいいんだ。
[01:37:12.119] いやあ、なるほどね。こりゃ大変そうです
[01:37:16.600] な。
[01:37:18.520] こりゃ大変そうだね。
[01:37:21.679] まだ操作覚えた。もう操作だいぶ覚えた
[01:37:23.920] から。
[01:37:28.920] そうなんだな。なんかさ、あの、さっきスケルトンさ、
[01:37:34.679] 1発2発ぐらい食らってもなんか全然
[01:37:36.480] 見た瞬間ぶっちぎりで逃げないと配信終了なんよ。
[01:37:40.400] これで経験者名な名乗れるね。びっくりした。
[01:37:44.159] ただなんかあの、あんまりダメージ食らってなかったよね。あんまりダメージ食らってなかったよね。
[01:37:50.440] でもなんか1
[01:37:51.119] 発、あ、ヘッドショットでも食らったんかな?
[01:37:52.719] 今日の装備かなんかつけてたんじゃなかった?
[01:37:54.960] つけてた。つけてた。あの、
[01:38:11.599] 丸裸なら即死なのかな。
[01:38:14.560] だいぶダメージセーブできてたよね。半分以上残ってたんだけど、最後の
[01:38:17.880] 1発で全部持ってかれたね。
[01:38:35.199] なんで死んでるの?
[01:38:40.560] え、なんか、なんか死んじゃった。スケルトンにやられて死んじゃったね。
[01:38:51.239] そうか。でもこれ多分ね、みんなでやれば大丈夫だと。
[01:38:53.840] BGMシャドウゲート64
[01:38:56.119] とよ。レルレルレル
[01:39:01.800] ててレルレン
[01:39:03.880] テルレルレンテレんてレルんレんレルレンててレルレン
[01:39:17.679] マイクラやりたくなるね。頭おかしなるで。
[01:39:22.599] みんなもぜ非マイクラやろうぜ。てレん
[01:39:26.920] てレんレルんレルレン
[01:39:30.440] てルん
[01:39:32.560] てレルレルんテルレルレルンレルんルんよく覚え
[01:39:40.360] てると思わない?俺よくBGM覚えてるよ
[01:39:43.239] な。
[01:39:47.719] 配信でやったゲーム
[01:39:49.679] 本当かよ。貸してやろうか。貸してやろうか。あのレアゲー
[01:39:55.000] あれ2
[01:39:55.400] 日くらい仕事中も頭にほびりついてちょっと困りました。それはちょっと
[01:40:01.599] 俺は未だに俺は未だにこびりついてるけどな。配信でやったゲームはね、
[01:40:06.400] BGM
[01:40:06.920] 大体覚えてるよ。何でも。多分何でも覚えてると思う。やっぱ配信でやったのが覚えるんだよね。自分でやる時より覚えると思うわ。
[01:40:19.480] これあれだよね。つまでも手で掘ってるようにさっさと作っちゃった。は、
[01:40:22.960] 当時覚えてねえや。あれはやったうちに入て
[01:40:26.040] 5分間触っただけなのか。
[01:40:28.080] 5分間触っただけだし、もう2
[01:40:29.719] 度とやらねえ。もう
[01:40:31.880] 2
[01:40:32.040] 度とやらねえ。あれ、これどうやって作んだっけ?あ、置くだけでいいのか?原木はでこうとりあえずさっさとこういうの作っちゃっていいんだよ。
[01:40:45.440] さっさと作ってしまってさっさと間違え
[01:40:48.400] エナジー楽しみ。こんばんは。
[01:40:50.400] エナジーはさんこんばんは。今日は土曜日のね、
[01:40:54.840] K
