[00:00:43.559] 向き合うき
[01:11:45.120] ね。やるんだったら実気でやるわ。エデクさんこんばんは。あ、取れた。
[01:11:57.159] スターフォックスなあ、
[01:12:00.400] あんまり触れてこなかったから。で
[01:12:02.080] もあいなんか[音楽]
[01:12:03.159] もう終わったと思われたIPが復活するの
[01:12:05.480] は嬉しいことですわな。嬉しいことですわ
[01:12:07.920] な。お前うぜえな。さっきからこれ
[01:12:10.440] ドローン[音楽]ドローン兵いやんけ。
[01:12:13.960] ワイヤーさきが様になった。いや、そう。
[01:12:16.040] ちょっとね、慣れてきたの慣れ
[01:12:19.800] てきました。
[01:12:30.600] あいつうざい。
[01:12:33.800] BGMかっこいい。3D
[01:12:35.199] シューティングはようぞ。
[01:12:37.280] 酔うよね。あんまり酔いって。ああ、うぜ。あんまり関係ないんだけど俺は。うや、うぜえ。
[01:12:52.760] ローリングできるからやべえぞ。[音楽]
[01:12:55.320] うーん。
[01:12:56.480] ジャンプできないのにジャンプ以上の爽感が決まるのがいいですよな。
[01:13:00.035] [音楽]
[01:13:01.080] ま、そうなんだね。結構気持ち。確かに気持ちいいんだよね。決まると。いや、どうか。おめら買うの?みんな買うの?
[01:13:06.585] [音楽]
[01:13:09.520] 64の64
[01:13:10.520] じゃねえや。え、なんだっけ?あれはスターボックス買う。
[01:13:31.239] 買わねんかい?誰もあんなにお前、お前あんなに
[01:13:32.785] [笑い]
[01:13:36.360] 64
[01:13:36.760] はいいぞ。面白いぞとか言ったのに買わないんか?シリーズ天使しようか。
[01:13:43.440] 6月は金がない。ああ、
[01:13:47.360] 買わないんかい。あんなに[音楽]言っ
[01:13:50.080] てんのに。
[01:13:54.440] 6月は金がない。なんで?
[01:13:57.600] え、こいつは万年金がないけど[音楽]。
[01:13:59.600] 6月とかじゃなく
[01:14:10.120] 税金もそろそろくしな。まだ来てないんだ
[01:14:11.920] けど。え、車の税金の払い込み。
[01:14:13.880] 来た。みんなまだ来てないよね。なんここの方がでもクリアできそうな感じする。ここの方がクリアできそうな感じするな。
[01:14:23.960] 8
[01:14:24.199] 月に車検あるし。
[01:14:25.639] 最悪。マジか。
[01:14:27.080] 雑末で払うつってんだろうが。なんで来たかどうか聞いただけでなんで脱税扱いされなきゃいけ。もうちょっと待って。これもうナップ取らない方がいいな。
[01:14:27.806] [笑い]
[01:14:48.111] [音楽]
[01:15:13.239] 邪魔臭いなあ、もう。
[01:15:26.757] [音楽]
[01:15:29.199] よしよし。ふう。
[01:15:35.040] このさ、ここめっちゃむずくないか?ここ
[01:15:39.440] 弾弾ぶら下がり。弾もえ、
[01:15:44.600] ここむずいぞ。
[01:16:19.080] よしよし。
[01:16:30.040] よし。
[01:16:33.600] 緑だとサボテンダーみたい。
[01:16:35.679] お、
[01:16:40.520] 派遣黒いつ。
[01:16:43.360] あ、そういうことね。派遣。常用は派遣しました。危ね。
[01:16:57.239] ああ、行ったった。
[01:17:00.920] え、まだあんの?
[01:17:08.960] あ、なんかでもね、
[01:17:12.360] だめだ。[笑い]
[01:17:15.880] なんかでもね、コツ掴んできたよって言う
[01:17:18.679] としたの。
[01:17:22.560] むずいって。もう
[01:17:26.719] クソむじいよ、これ。[音楽]
[01:17:29.239] この変なこの弾に引っかけなきゃいけねえ
[01:17:31.040] のがよ。どうしても難しい
[01:17:45.560] た。いやあ、もう、もÅ.
[01:18:11.164] [音楽]
[01:18:23.560] ちょっと、ちょっと、ちょっと。
[01:18:29.504] [音楽]
[01:18:40.480] はい。いやあ、もう難しい。
[01:18:48.679] いや、これむずすぎるよ。[音楽]これむ
[01:18:53.280] ずいなあ。
[01:19:12.719] うーん、難しい。ああ、もっとなんかない
[01:19:15.520] かな。楽にできる方法。
[01:19:18.679] コンティニューがない。
[01:19:21.440] なんかどっかさ、中立地帯でさ、なんか
[01:19:24.960] 行けなかったとこあったんだよな。
[01:19:35.880] なんか13番なんか壁なかったっけ?なん
[01:19:38.400] かロケランで壊せる。[音楽]
[01:20:00.760] オ
[01:20:17.239] ここなかったかな?なんかあったような気
[01:20:19.239] がすんだよな。
[01:20:28.600] なんなかったかな?
[01:20:42.199] あ、ないかも。
[01:20:45.040] なんかあったような気がしたんだけどな。
[01:20:49.440] ないね。
[01:20:51.719] ここじゃないんだっけな。
[01:21:06.920] あ、間違えた。
[01:21:30.120] あ、あるやん。え、今なんやねん。壊せ
[01:21:33.239] ないんかい、それ。え、何これ?壊すいた
[01:21:36.159] 。壊せるんじゃないんかい?
[01:21:40.440] なんだよ。
[01:21:50.600] えー、これどうすっかな?3か6、3か6
[01:21:56.360] なんだろうけど。
[01:21:58.920] うわ、3むずいからな。
[01:22:03.960] ま、6が簡単かって言われたらそういう
[01:22:05.639] わけでもないんだけど。
[01:22:12.000] くそ腹立つ。
[01:22:46.922] [音楽]
[01:22:49.400] マジでこれ上方向攻撃できたらどんだけ楽
[01:22:51.639] か。[音楽]
[01:22:58.400] いや、[叫び声]もうむかつくこれ。
[01:23:04.607] [音楽]
[01:23:55.480] よしよしよし。あしよしよし。
[01:24:07.560] いや、待って。ここだよ、こんな。
[01:24:17.360] ええ、ちょっとむずすぎません?
[01:24:25.760] ちょっとむずすぎませんか、ここ。
[01:24:35.080] Ah.
[01:24:48.098] [音楽]
[01:25:13.080] いや、もうここもむずいもんな。
[01:25:20.194] [音楽]
[01:25:23.920] さて、ここからなんすわ。
[01:25:34.000] ああ、
[01:25:41.199] いや、待ってよ。[音楽]
[01:25:44.679] ああ、無じ。
[01:25:47.760] なんかねえのか他にルート
[01:25:50.159] ハローアイわスポンデリンク
[01:25:53.880] あほありがとうペア
[01:26:04.734] [音楽]
[01:26:04.920] 草何?何て言ってんの?な何て言ってんの?日本語でオケー。
[01:26:11.939] [音楽]
[01:26:16.679] 日本語でオケな何つってんの?
[01:26:25.600] これほんまに生配信って
[01:26:28.969] [笑い]
[01:26:30.400] はあんなこと言ってんのこいつは生マやろ。
[01:26:35.800] 再放送だろって。
[01:26:38.880] 本当に本当にそうやって言ってんの?
[01:26:43.199] しゃら
[01:26:54.880] ひでえこと言われてんな。
[01:27:13.800] え、だるやね、これ。
[01:27:49.760] て食ってきたね。
[01:27:52.719] いや、ちょっと待って。なんとなくちょっとずつでもこのね、トに当たっちゃいけないの怖い。
[01:28:01.840] これどうやって避けんの?
[01:28:11.320] 謎の組織すぎる。いや、だるいってマジで。
[01:28:19.010] [音楽]
[01:28:23.560] あ、どうすんねん。待って。なんかなんか待って。なんかなんかど待ってなんか
[01:28:30.146] [笑い]
[01:28:35.119] なんかどっかで見たことある戦法出たな、今。なんかあれなんかどっかで見たことある戦法出たな、今。なんか今背中なんかあれ者スでもやんなかった?今みたいなこと。背中でダメージ受けて向こう側に行くみたいな。
[01:28:46.521] [笑い]
[01:28:49.360] あれ?うシャスみたいなことやってたんだ。今なんか
[01:28:55.639] 当たって飛ぶやつ。え、なんかなんか
[01:28:59.480] レトロアクションお馴染みの
[01:29:02.560] なんか今うスになってなかった?一瞬。いや、俺またあそこ行ける気がしねえよ。うぜえな。もうマジうざいこいつ。
[01:29:25.239] J、
[01:29:26.840] ありがとう。ありがとう。
[01:29:32.119] 1ビット
[01:29:53.440] だるいな。もう
[01:29:56.719] 、もう[叫び声]
[01:29:59.000] 腹立つ[音楽]。
[01:30:22.807] [音楽]
[01:30:23.679] ちゃまく世代って腹立つりとか言ったりした。
[01:30:27.360] 何?何?何?何?何?
[01:30:30.012] [音楽]
[01:30:32.280] なんで?
[01:30:36.080] ちょっともう[叫び声]
[01:30:43.080] 誰?腹、腹立つのりって誰?
[01:30:56.000] もうむずすぎる。
[01:30:58.119] 巨人の監督とかやってた人だけど。
[01:31:00.679] 知らねえ。知らねえ。コンティニューなくなっちまったじゃねえかよ。またコンティ稼ぎや。なあ。もう
[01:31:02.762] [笑い]
[01:31:20.400] クリアそうですね。
[01:31:36.679] よし。
[01:31:39.080] いや、難しいな。でもやっぱりなあ、
[01:31:42.000] やっぱむずいよ。
[01:31:47.679] こっち来い。[音楽]
[01:31:51.040] いや、指示お願いしますってさ。
[01:31:59.840] また間違った。これできちゃった。これが強いまであるかな。
[01:32:07.560] 指示人間は困るんだよね。
[01:32:10.400] え、本当だよな。指示待ち人間が自分で考えて行動せえ。
[01:32:12.848] [笑い]
[01:32:19.840] でも大抵こ今度自分で考えてやるとなんで
[01:32:23.000] 勝手にやったんだって言われるんだよな。
[01:32:24.719] そういうもんなんだよ。そういうもんなん
[01:32:26.760] だよな。やっちゃよな。
[01:32:35.280] いや、あいつこっち来い。
[01:32:48.239] これ3と6の攻略法教えてくんね?おめら
[01:32:51.400] ちょさ、ちょっと探し。いや、難しくなっ
[01:32:53.760] て。
[01:32:55.400] ちょっとさ、このステージ3とさ、6の
[01:32:57.760] 攻略法をちょっと見つけてきてよ。
[01:33:01.159] むずい。
[01:33:04.040] 攻略法とかないんか、あれ。俺が
[01:33:06.280] ただうくなるだけか。こいつ倒したら
[01:33:09.320] どうなんかああんの?
[01:33:11.800] こいつてなんかあるの?倒しなければいい
[01:33:13.719] んじゃないかな?いや、避弾とかないん
[01:33:17.119] だって。
[01:33:18.840] これ倒せないのこいつ。
[01:33:27.119] ちょっとじゃ、エリア3もう1回やって
[01:33:28.760] みる。
[01:33:31.880] エリア3もう1回やってみるか。
[01:33:39.440] 3もなんかま、行けそうな感じはあるよね
[01:33:42.239] 。
[01:33:47.824] [音楽]
[01:34:00.159] ええ、なんで取れないんだよ、今の。なん
[01:34:03.360] で今の取れねえんだよ。ワンナップ。
[01:34:14.560] いや、マリ判定でできねえな。
[01:34:33.800] せめてどっちかクリアしようよ。まだ
[01:34:36.960] こっちの方が確率高めか。
[01:34:47.719] こっちもこっちでバカむじいとこあんだよ
[01:34:49.719] な。
[01:35:23.239] ここからなんだよね。
[01:35:30.199] いや、もうだからそれ、これ当たり判定。ほんまに行けるか?あれ?
[01:35:42.480] 判定おかしい。
[01:35:44.239] 判定おかしいよなあ。もうこれ無理だよ。これ無理だって。
[01:35:50.966] [笑い]
[01:35:59.520] 終わり
[01:36:03.411] [ため息]
[01:36:06.199] 道の装備が
[01:36:08.040] あんのかな?あんのかな?なんかなんかじゃないと無理じゃない?あそこバカむずくない?じゃな、じゃないとさ、なんかあっていか?うーん。
[01:36:26.000] うん。なかそうだけどな。
[01:36:37.280] いや、な、なさそうだなあ。
[01:36:41.400] いや、あそこむずすぎるよ。てかこの2つ
[01:36:44.400] のステージマジでむずいって。
[01:36:49.280] こっちかな?こまあこっちもこっちも
[01:36:52.480] こっちやで。[笑い]
[01:36:55.360] こっちもこっちなんだよね。
[01:37:17.639] うん。
[01:37:26.597] [音楽]
[01:37:28.040] あ、間違った。これロケランでこきゃダめ
[01:37:29.719] じゃん。
[01:37:32.320] あ、ま、よし。しかもこれさ、1回入っ
[01:37:35.119] ちゃったらゲームオーバー。あ、違う。
[01:37:36.480] なんかあれなんかさ、あ、できた、できた
[01:37:40.000] 、できた。なんかね、そうあるんだよこれ
[01:37:41.719] 。
[01:37:44.400] ん、違う、違う、違う。なんかさ、戻る
[01:37:47.280] 方法なかったっけか。なんかマップに戻る
[01:37:50.560] 方法があるんだよね。間違っちゃった時に
[01:37:53.159] さ、なんか出れるみたいな書いてあったん
[01:37:55.080] だよな。
[01:37:58.239] 書いてない。書いてないかな。なんかあっ
[01:38:00.480] たと思ったんだけど。
[01:38:04.960] いやあ、やっぱりむずいね。
[01:38:16.360] 書いてないかもな。
[01:38:28.560] ありがとう。ワンコンの
[01:38:30.880] ABボタンとスタートの3
[01:38:32.239] つを同時し。なんでそんな複雑な?なんでそんな複雑なんだ?
[01:38:34.718] [笑い]
[01:38:38.639] AB
[01:38:39.080] とスタートであ、なるほど。出れるのね。あ、出れるんやな。
[01:38:49.440] 8はいけないんだよね、これ。やっぱ
[01:38:51.639] どっちかクリアするしかないんだろうけど
[01:38:53.520] 。いや、むずいって。
[01:39:06.880] ま、これコンテニコンテニ増やせるから
[01:39:08.760] いいけど。コンテニ増やせるからいいです
[01:39:11.239] けど。ちょっと
[01:39:17.400] なんかやっぱ3かな。でも移動じゃない。
[01:39:20.400] 間違えた。移動じゃない。間違えたよ。
[01:39:37.320] ここもむずいんだよ。最後のところあそこ
[01:39:39.800] やばいよね。あ、これ行けるんかな?
[01:39:54.440] 危ね。
[01:40:27.040] 邪魔やの。
[01:40:32.679] よしよし。
[01:40:35.880] ここ道中は簡単なんですけどね。
[01:40:59.960] ここからなんだよね。
[01:41:25.639] ここ
[01:41:27.159] ちょっとさ、ごめんなさい。
[01:41:28.159] ここさ、いや、いや、ここさあ、俺、ここじゃ練習だけさせてもらうってどうすかね?ちょっとこれ、あの、ちょ、セーブ一旦さ、
[01:41:32.880] [笑い]
[01:41:45.320] 低ト、
[01:41:46.440] これちょっと練習させいじゃないですか。
[01:41:49.800] 練習はいいんじゃないですかね。
[01:41:57.840] 天使悪魔ダめダメもんな。
[01:41:59.735] [音楽]
[01:42:07.119] 癖になるけど。
[01:42:08.920] いや、ここだけ、ここだけ、ここだけ。もうこのゲームの
[01:42:13.679] ここむすぎやろ。
[01:42:19.599] できた。
[01:42:21.350] [笑い]
[01:42:24.599] 行っちゃおう。行っちゃおう。もうめんどくせえから行っちゃおう。
[01:42:28.555] [笑い]
[01:42:29.599] 君さ。
[01:42:31.880] あ、
[01:42:32.239] めんどくせえから行っちゃおう。もうやりたくねえから行っちゃおう。え、待って。え、ちょ、やめて。
[01:42:50.520] やだ、やだ、やだ、
[01:42:53.639] やだ、やだ、やだ、やだ、やだ、やだ、やだ。ちょ、お前、お前そんなことしてこなかったやん、さっき。お前、そんなことしてこなかった。お前そんなことしてこなかったやんけ。オー。
[01:43:21.400] よしよしよし。いや、もうあれほぼあれもうほぼステート使ってないでしょ。うん。あれ、あれほぼそステート使ってるうちで入らないでしょ。あれ入ってない。入ってない。あれステート使ってない。あれだってどっちしろ行けてたでしょ。あと何回かやればベリーベリー行くてファ。
[01:43:36.920] あと何回か行った。行けてたでしょ。ぶっちゃけ。
[01:43:39.951] [音楽]
[01:43:40.000] 喋れば喋るほどけたでしょ。
[01:43:42.440] やめて笑う。
[01:43:43.239] 行けてたでしょぶっちゃけ。うん。行けてた。行けてた。
[01:43:48.080] 何これ?連車装置ってなんか連車装置手に
[01:43:51.239] 入れたよ。
[01:43:53.239] なんで連車[音楽]装置って?
[01:43:58.440] ちょっと待って。連車装置手に入れたん
[01:44:00.320] ですけど何ですか?連車装置とは?
[01:44:02.560] 連車装置とは何でしょうか?連車装置
[01:44:05.520] そんなん聞き汚い
[01:44:06.880] 連車装置
[01:44:12.719] ボタンを押し
[01:44:13.199] たまで連車できるんだろ?あぽい
[01:44:15.719] ね。
[01:44:20.639] はできないんだけどはできないんだが。もしかしてロケランにはロケランは対象外
[01:44:24.492] [笑い]
[01:44:32.159] 連射できる武器じゃないのでは
[01:44:34.280] そういうことちょっとねくれませんよ。そういうことか。
[01:44:44.080] でもここロケランじゃなきゃ無理だぜ。したらゲーム壊れる。
[01:44:50.119] まあねえ。じゃあこれ装備したらするだけ損んじゃねえか。だったら薬持ってきたかったな、俺。まじ、まじ、まじ。
[01:44:52.657] [音楽]
[01:45:16.239] まあでもな、問題はな、この先だから
[01:45:22.787] [音楽]うまい。うまなったよ。うなった
[01:45:24.159] 。うなったよ。いいよ。いいよ。うなっ
[01:45:25.360] てるよ。うなってるよ。いいよ。
[01:45:31.302] [笑い]
[01:45:34.577] [息をのむ音]
[01:45:35.760] あ
[01:45:40.040] 、コンテ9もある。明日仕事?
[01:45:42.040] 明日仕事だよ。明日全然仕事だよ。
[01:45:45.400] 全然仕事。ナースのお仕事。てててレてレ。パンパンパンパンパンパンパン。あ、朝倉。
[01:45:58.159] あら先輩。デデル。
[01:46:00.123] [叫び声]
[01:46:07.328] [音楽]
[01:46:11.639] んしこさん
[01:46:14.280] しこさんああでしょ。今ダメなんだ。いや、それ僕だってあれ欲しいっすよ。でもあんな取ったら死ぬんだよな。
[01:46:14.533] [音楽]
[01:46:16.498] [叫び声]
[01:46:24.358] [音楽]
[01:46:46.280] う、
[01:46:48.480] 終わった。
[01:46:56.480] ちょっともう
[01:46:58.679] 、もうくそ。
[01:47:01.360] 1回死ぬ。これ1回ゲームオーバーになる
[01:47:03.040] 。
[01:47:06.280] 明日仕事だよ。でも明日だよ。明日また
[01:47:09.080] 土日休みだから。日休みだから。でも
[01:47:11.800] 土曜日は運動会があるから
[01:47:15.440] よろしくね。みんなよろしくね。運動会
[01:47:18.440] よろしく。
[01:47:25.040] ちなみ[音楽]になんか4000円以上
[01:47:27.560] 支援すると現地来れるらしい。
[01:47:30.159] 会場に度あるの?怪我しない。安全。
[01:47:33.320] AD確かにAED
[01:47:34.960] 必要だろ。てかデくあちいよな。怪我しないようにマジアキレス剣やんないように思気をつけねえとな。会場に来てくれた人にはなんとなんとどうしようかな。何もないすぎ。何もないわ。ごめん。俺と握手ができる。
[01:47:54.749] [音楽]
[01:48:04.760] 危ね、危ない、危ない、危ない、危ない、危ない。やまサイン回るよ。
[01:48:10.679] あるよ。いいよ。来てくれた人にはサインするよ。いや、これが無理だよな。これが無理だよな。
[01:48:11.780] [音楽]
[01:48:26.679] アップはちゃんとしないと怪我するから
[01:48:26.844] [音楽]
[01:48:29.000] な。マジで。無慈悲に落ちていくのかわいそう。
[01:48:43.840] これマジむずいって。
[01:48:46.639] 原料は順調。
[01:48:49.520] 原料はね、ゴールデンウィークで絶対太ったと思う。
[01:48:52.040] ゴールデンウィークトり絶対した。ま、ええねん。でも休みの日ぐらい
[01:48:58.440] そろそろ筋肉数遅れてくる際ですか?
[01:49:01.480] あ、も全然遅れてくるね。普通に
[01:49:04.080] 24
[01:49:04.440] 時間後に来るよ。全然その日のうちには来ないな。
[01:49:19.480] わか
[01:49:21.880] え、いや、だからこれ無理やろって。
[01:49:27.719] 2
[01:49:27.880] 日後くらいに、[音楽]
[01:49:28.960] もう2日後、
[01:49:31.840] 2
[01:49:32.000] 日後はもうなんか別が、別の何かが原因なんじゃないかと思うよ。こんなに遅れてきたら
[01:49:37.080] 2日前の筋トレが原因だと思えないだろ。
[01:49:52.651] [音楽]
[01:50:00.960] だるいな、こいつら。
[01:50:12.301] [音楽]
[01:50:17.880] 昨いのサイン会の侵入通がかずは銃やだやだ。
[01:50:20.161] [音楽]
[01:50:22.040] え、サインガ、もうここさ、おか、おかしいやろ、これ。
[01:50:35.840] 鬼畜、
[01:50:37.520] 鬼畜すぎるよね、ここね。
[01:50:56.760] い、この、これが本当にね、あの、見てる
[01:51:00.520] みんなも、みんなにもああ、鬼畜なや、
[01:51:02.920] 鬼畜な難易度やなって伝わってればいいわ
[01:51:06.119] 。で、
[01:51:08.320] なんか俺が下手なだけみたいな感じで思わ
[01:51:10.119] れてたらなんか尺だなと思って。
[01:51:15.480] マジでむずいから言っとくけど。
[01:51:21.199] マジでむずいからな。言っとくけど。
[01:51:34.520] そうやね。[音楽]
[01:51:40.199] 分かってる。本当に
[01:51:44.880] 行った。いやす。
[01:51:57.920] お、お、お、お。
[01:52:05.159] 行った行ったったった行ったけどそんなん無理やん。そんなん無理やんか?ジャンプできないんやで。こっち
[01:52:21.119] ジャンプなしの不便さが
[01:52:23.960] ジャンプないのにそんなんされたらあかん。このトゲトゲには当たったらダメージ受かっちゃうから丸い弾は最悪いい。
[01:52:25.922] [音楽]
[01:52:33.639] なんでこのゲームジャンプないの?
[01:52:36.480] 俺に聞くな。
[01:52:39.677] [音楽]
[01:52:58.520] あいつが投げてんのか?あいつが悪いんか
[01:53:01.480] ?あいつがいなくなればいいんか
[01:53:20.599] よしよしよしよしよしよし。1
[01:53:21.960] 匹倒したぞ。これだってね。
[01:53:31.400] おも
[01:53:32.679] 重たいんだよ。重たいんだったらそんな出さんといてくれる?重たいんやったらこれシャスと全く同じ戦法が使えるんだよね。こうやってこうこれシャスと全く同じ戦法ね。背中でダメージを食らって先に行くっていう。
[01:53:47.143] [笑い]
[01:53:56.360] いや、これ
[01:54:01.840] いや、それう
[01:54:21.960] あぶねえ。
[01:54:24.520] いや、もう死にたくない。頼む。もう
[01:54:25.880] クリアさせて。クリアさせて。え、なんか
[01:54:28.480] 敵めっちゃなんか体力でか?え、よく汚だ
[01:54:33.040] がこれ以上は行かせない。覚悟しな。なん
[01:54:37.199] やねんお前。え、なんやねん。何?
[01:54:43.000] 強。何?どうすんの?どうすんの?これ
[01:54:51.400] わあ、ダメなんだ。
[01:54:55.440] え、何?何?何?どうすればいいの?
[01:54:59.360] どうすればいいんだ?
[01:55:09.880] なん
[01:55:12.294] [音楽]
[01:55:23.429] [笑い]
[01:55:27.040] ま、こういうゲームだからね。こういうゲームやからね。俺何も悪くないよな。俺何も悪くねえよな。こういうゲームだからね。
[01:55:37.440] ダブル。
[01:55:38.480] 俺何も悪くないよね。割となんか、割となんかクリア見えてきてね。割とクリア見えてきてるような気がするの俺だけ。許可書持ってきたよ。はいはいはいはいはいはいはいはい。
[01:56:07.400] はい。俺ガンマ通信ガンマで合ってる。これガンマ通信機を持ってるぞ。欲しい。じゃああげよ。かもしれん。
[01:56:21.599] これ全部でワールド1的なこと。ワールド
[01:56:24.159] 1
[01:56:24.280] 的な。え、何?あの雲。あ、こいつを倒してもいいないってことね。嘘でしょ?やめてよ。そんな怖いこと言わないでよ。
[01:56:37.920] この人話しかけらんないんだ。
[01:56:46.480] あ、なんかいるよ。
[01:56:50.239] 私は帝国軍のマック大佐だ。タラ君に君
[01:56:54.960] にい話がある。聞くかい?あ、はい。いい
[01:56:58.800] とか出るん。はい。敵の玉を防ぐ
[01:57:01.679] ヘルメットが地下に隠してある。かない。
[01:57:06.560] にげよう。頼む。ワイズマンを倒してくれ。え、これ敵なんじゃないの?こいつ敵なんじゃないの?こいつ。地下道ってどこ?地下道ってどこだよ。効かないにしている。効かない。そうか。残念だな。いいやつよ。
[01:57:26.199] 汗臭そう。やだ。こいつの地下堂ってどこよ?何?地下堂って。
[01:57:36.400] あ、当たる
[01:57:41.880] で。8行ってみるか。オ、コンティニュー
[01:57:45.840] 増やしちゃおう。コンティニュー増やし
[01:57:48.560] ちゃおう。
[01:57:59.199] えー、ルルルル。
[01:58:05.800] この首かっこいい。
[01:58:08.520] 行ってみようか。8番ね。なんか割と
[01:58:12.599] なんか割と
[01:58:14.960] 行けんちゃう。え、ヘルメット欲しいんだ
[01:58:18.320] けど。どこにあるの?ヘルメット欲しくね
[01:58:20.960] 。
[01:58:22.880] ヘルメット欲しくない?何この
[01:58:27.800] BGM?うなってきたからやね。うなってきた。なんだこれかっこいい
[01:58:34.199] BGM。
[01:58:40.440] BGMなかなかBGM
[01:58:41.639] なかなかかっこよくない?
[01:58:45.440] ねえ。なんかなんか魔天郎みたいな感じで。あ、まず死た。
[01:58:56.639] お、かっこいい。
[01:59:00.000] かっこいいじゃん。
[01:59:03.159] BGMかっこいいね。ブグムよし。ブグム
[01:59:06.679] よし。
[01:59:10.320] だ。
[01:59:15.480] おし。よしよし。
[01:59:23.079] え、なんかひろ。うわ、[笑い]
[01:59:25.599] これ絶対最後ボスだな。
[01:59:32.239] なんかすっげえあれ思い出すわ。メタル
[01:59:34.440] ギア思い出す。メタルギアもああいう
[01:59:36.639] なんかさ、MSXメタルギアもさ、ああ
[01:59:39.239] いうエレベーターあったよな。
[01:59:43.520] 何?何を?
[01:59:49.679] ま、俺がメタルギア配信でやったの覚え
[01:59:51.440] てるやつなんかいねえと思うけど。
[01:59:53.292] [笑い]
[01:59:54.480] 俺がメタルギアを配信でやったのは4年前
[01:59:56.480] だからな。MSXの
[02:00:03.760] もう1回やりてえんだよな。メタルギアな
[02:00:05.599] 。
[02:00:08.800] 3年
[02:00:11.280] 3
[02:00:11.480] 年ぐらい前か。3年前、
[02:00:15.199] 34、4
[02:00:15.520] 年前だよね。でもね、めっちゃ最初の方だもん。だった。もう
[02:00:19.119] 1回やりたいな。ちゃんと
[02:00:21.679] 見た覚えがある。
[02:00:23.079] おわ、Z
[02:00:23.360] ッたマン。見た覚えあるんだ。すげえな。そんな前から見てくれたっけ?てか敵強。メタルギア
[02:00:41.000] 2やりたいね。
[02:00:41.719] しかも実機でやりたいっすよね。やるんだったら次はこちらスーパー城聞いてるかい?一体ここはどこなんだ?近くに海があるようだが何も見えない。スーパージ
[02:00:52.840] パてるシャツってパンダ
[02:00:54.440] パンダパンダだよ。
[02:00:56.239] パンダパンダってる。
[02:01:14.513] [笑い]
[02:01:15.920] ありがとう。珍しいじゃにうどんさんがそんな肉うどんさんがそんな素直に俺を褒めるなんだ。
[02:01:28.440] いた。だるいな、こいつ。
[02:01:36.199] そりゃ褒めるとこあれば褒めますがな。
[02:01:40.119] あ、そうなんだ。そういうこともあるんだ。いや、もう分からねえ。なんだこれ?どうすらいゃいいんだよ。
[02:01:54.840] 違うな。多分
[02:01:55.880] いかに褒めるところがなかったか。
[02:01:58.399] [笑い]
[02:02:03.840] 違うなあ。いや、多分ここ違うと思うよ。あ、違くないのか。
[02:02:31.880] HP増えねえかな?
[02:02:35.560] だるいな、こいつら。
[02:02:58.639] いやあ。[叫び声]
[02:03:06.520] よし。
[02:03:09.440] なんかちょっとこのBG、
[02:03:12.679] このBGM[音楽]ちょっとロックマンっ
[02:03:13.840] ぽくない?
[02:03:17.800] あ、間違えた。
[02:03:20.280] ルルルルルルルルルルルルル
[02:03:22.400] てなんかあったよな。ロックマンの曲に
[02:03:28.719] 全部ロックマンっぽい。
[02:03:30.400] やっぱりこれロックマンより前かな?これロックマンより前だよね。確かね。
[02:03:34.520] SEはほぼロックマン。
[02:03:37.159] あ、確かにこれロックマンのSEだわ。
[02:03:39.320] 確かにこのガチャとか音あるもんね。確か
[02:03:42.599] にロックマンだ。
[02:03:46.000] 言われて気づいた。確かにSEロックマン
[02:03:47.760] だな。
[02:03:49.679] エリアはゴミ処理上だ。ジはそこにいる
[02:03:51.679] らしい。急いでくれ。知った。あんの
[02:03:56.320] デルル
[02:04:00.719] みたいな。なんかロックマン2にいなかっ
[02:04:01.960] た?こんな曲。えん体調ドアが開かない。
[02:04:05.119] 可愛いな。
[02:04:06.040] 仕方のないやつめ、今ドアを開けてやるな。何なんだよこれ。いや、なんやねんそれ。
[02:04:15.360] フラッシュマンステージだな。ルルルルルルルルルルルってあったよね。あったよね。チパチ
[02:04:15.950] [音楽]
[02:04:18.571] [叫び声]
[02:04:21.719] ロックマに。こんにちは、こんばんは。え、ヒットラーの復活やってます。
[02:04:30.040] ロックマン配信せんの?
[02:04:31.920] ロックマンな。ロックマンな。
[02:04:35.320] いや、全然あるよ。全然あるぜ。全然。で
[02:04:37.719] もね、ロックマンうわ、もう人がもう多
[02:04:39.440] すぎてもうスプライト上限が来てま、来て
[02:04:42.159] もってますやん。
[02:04:45.520] だる
[02:04:48.440] ロックマンは俺さ、あれ持ってないんです
[02:04:50.199] よ。カセット
[02:04:54.760] 実機のカセット持ってないから。
[02:04:58.320] いや、待ってこれちょっと人がね。こいつ
[02:05:00.760] どう倒すねんこいつ。
[02:05:04.199] いや、こいつがいたら倒されへんよ、これ。いや、待て、待て、待て。安いんちゃうの?
[02:05:09.960] バカたけえわ。おい、なめんなよ。イチゴなら持ってる。
[02:05:14.599] コレクションとかじゃないからね。全部だろ。そのカセットファミコンの。
[02:05:18.559] え、
[02:05:19.440] ロックマン1初代のロックマンの箱せ付き
[02:05:22.719] 10何万しますからね。ロックマン
[02:05:25.079] 1箱付きな。10何万しますからね。
[02:05:29.119] ファ。お高級。
[02:05:31.599] お高級もお高級よ。
[02:05:35.920] え、ちょっと待って。あいつさ、どう倒すんだ?ロケランか。ロケランであそこまで行けるのか?あ、ト、お疲れちゃん。
[02:06:00.360] トとおすすめのゲーム。
[02:06:02.679] それとおすすめのゲームあれだろうな。
