[00:00:35.480] うお。
[01:46:51.400] Twitch
[01:46:51.760] リキャップでさ、あの配信カテゴリーでこれ上位
[01:46:55.159] 10%
[01:46:55.760] 以内に絶対入るじゃん。シャドウゲート
[01:46:58.679] 64がやなんだけど。
[01:47:00.760] Twitch
[01:47:01.159] にキャップにこれ入ってくの。
[01:47:02.320] 笑笑シュール。笑。
[01:47:05.360] 上位10%絶対入るじゃん。
[01:47:07.199] この240人ってから怖い。
[01:47:10.760] 嘘だ。やっぱりね。
[01:47:16.400] もう積んだんだが1回戻ってみましょうか
[01:47:19.360] 。
[01:47:22.920] まだなんかあるな。まだなんかまだなんか
[01:47:26.840] あったよ。もう持ち込み禁止。はい。
[01:47:31.480] もうどんだけ文章読めばいいんだよ。
[01:47:41.040] この塔に住む弟子たちの中に、え、
[01:47:43.520] 4
[01:47:43.760] 回奇宿者に、え、無断で基所材をち持ち込んでいるものがいる。こ、心辺りのあるものはすぐに、え、妖務員室まで来なさい。え、ラクミールシには黙っておいてやるから強に名でるように。みんなこの折り方するとするってと。
[01:48:04.880] つおりやろ。
[01:48:06.800] ちょっと縦におるの。するってとするってあれかい。
[01:48:18.520] そろそろ謎と北の前。
[01:48:20.719] 今んとこ文章読んでるだけだからね。
[01:48:28.400] あはなんかあるんかな?
[01:48:35.280] いや、さすがにこんなとこ調べるとかない
[01:48:37.719] んじゃないかな?
[01:48:41.719] ないよね。
[01:48:44.000] ええ、ここ開かないもんな。
[01:48:52.000] ここから来たんだよな、俺は。確かここ
[01:48:54.159] から来てるはず。
[01:49:01.760] いや、あんまり戻ってもあんま意味ない
[01:49:03.760] ような気もするんだけど。
[01:49:08.560] ここって行ってないとこあんのかな?
[01:49:12.800] なんかまっすぐ来ちゃって。ここ開か
[01:49:15.080] なかったんだよな。確かな。そうだよね。
[01:49:19.679] まだ鍵っていうのを1個も手に入れてない
[01:49:21.560] んだけど。
[01:49:32.880] 地図欲しいな。何よ?
[01:49:34.159] いや、マジでそう。え、これ
[01:49:36.920] 1個1
[01:49:37.400] 個調べるとかそういうことはないと。そんなことはないと思うんだよな。ええ、あんなに書物いっぱい置いてやって地
[01:49:49.960] 1個も落ちてねえの。何なんだよ。
[01:49:52.800] あんなに無駄な日記とかいっぱい落ちてん
[01:49:54.599] のに地図落としてねえのかよ。
[01:50:03.719] いや、ここも来たよな。
[01:50:07.560] あ、なんかある。何これ?なんだろう?
[01:50:10.199] これ
[01:50:12.719] なんて小さなベッドなんだ。そ、そこじゃ
[01:50:14.480] ねえだろ。いや、そこじゃないやん。なん
[01:50:16.960] かあるやん。これ何これ?なんて小さな
[01:50:19.440] ベッドなんだ。
[01:50:20.080] 別にそんな、そんなちっちゃくねえし。しかも言うほど言うほどちっちゃくねえし。いや、でもないな。
[01:50:32.960] 小、なんかこの
[01:50:38.239] 64
[01:50:38.560] のゲームってさ、このなんかこう棚とかさ、なんかいろんなアイテムとか机の上のやつはアイテムじゃない?
[01:50:44.520] あれはね、あのさっきの靴みたいなやつでしょ?あれはね、見えない力でね、剥がれないんだよ。
[01:50:50.840] ご都合のごのいい見えない力です、あれは。
[01:50:54.560] あ、靴か。
[01:50:55.520] ああ、そう。あの靴はね。そう。見えない力。え、どこだろう?こっちじゃねえんかな?ん?ここから来た。どっから来た?俺ここから来てここに行くんだよな。どこから来てこへ行くのか。
[01:51:26.679] え、
[01:51:28.800] 命希望
[01:51:31.480] 命希望どこから来てどこへ行くのか。あ、これまさ、え、おい、まさかこれ壁に貼り付けられた本だったらマジで切れるからな。あ、違うか。びっくりした。
[01:51:46.520] これまさかこれも本だったら俺もう
[01:51:49.560] ぶち切れてるとかだって。え、わかんない
[01:51:52.800] よ。もうヒントがない。こんなにいっぱい
[01:51:56.679] こんなにいっぱい書物落ちてるのにどれも
[01:51:58.800] ヒントにならない。
[01:52:03.920] もう全部拾ったよね。
[01:52:07.760] あ、待って。
[01:52:10.199] あれは
[01:52:12.719] これ。
[01:52:13.280] うわあ、これ絶対そうだ。こんなとこに本が置いてある。あるだろ。本棚なんだから。
[01:52:18.960] 笑笑。
[01:52:19.760] 別ところでもねえよ。別に本棚じゃねえか。別に。
[01:52:23.960] 笑笑。
[01:52:25.480] マッピングも絶妙にやりづらそうな。笑笑。
[01:52:28.159] やはりやはりやめておこう。だいぶ傷んでる。崩れてしまいそうだ。なんでだよ。これは取らないんかよ。マッピングはやりたくねえな。これは確かにマッピングもしなんだよ。なんか吸い込まれた。
[01:52:41.400] なんか今移動判定が吸い込まれた。
[01:52:50.280] え、
[01:52:54.320] この猫ちゃんは何もないんだよな。なんか
[01:52:57.719] いるねん、ここに。ほら、猫が。
[01:53:03.599] ちゃまちゃんこんにちは。
[01:53:04.920] なきんちゃん、こんばんは。こんち。
[01:53:06.079] こんちは。
[01:53:08.119] 地獄の地獄のシャドウゲート
[01:53:10.440] 可愛い。
[01:53:12.520] ちょ、ローポりすぎて可愛いんだかよくわかんねけど。あー。お、これは、あ、違うな。ああ、待って。なん、もうまた本だ。もうこの本ってやつマジうざい。
[01:53:36.960] またピだ。
[01:53:38.679] 俺もうね、逃げる。俺もうね、逃げる。この
[01:53:45.280] BGM
[01:53:46.440] 何とも言えない味が味か手紙か。笑笑
[01:53:50.400] もう文章ええって。でも、あ、見て。しかもなんかこれ見て。これ正解来るかも。
[01:53:55.280] の倍くらい本あるじゃねえか。
[01:53:58.119] 何冊あんねん。マジで。小人の笛についてちょっと読んでみます。
[01:54:08.520] 小人の笛手に入れたよ。え、小人の笛の原理が分からない。これを解明したものを光継者に指示名するとラクミー氏はおっしゃったが解明できるものが果たしているのだろうか。もしも来るものができるものがとしたらそれは楽見のみのような気がする。少なくともそのものは光継者どころか死に匹敵する力の持ち主と言っても過言ではあるまい。え、赤い指輪ならば野がつく。
[01:54:32.360] あれは個人の持っていわゆる霊感を高める
[01:54:34.239] ものなのであろうと幽霊が見える人と見え
[01:54:36.920] ない人のに間の壁を取り払ってくれるもの
[01:54:39.280] とでも表現すればいいうだろうか。目が
[01:54:41.079] 悪い人でも拡大鏡を使えば小さな目小さな
[01:54:43.639] 文字が読める。赤い指輪を身につけていれ
[01:54:46.079] ばこれまで見えなかったものが見えるよう
[01:54:47.679] になるのである。
[01:54:49.920] の笛に関して分かっていることを
[01:54:51.480] 上げるならばまず第1にこの効果を発揮さ
[01:54:53.840] せるには太陽の光が重要らしいということ
[01:54:56.079] が挙げられている。だからと言って屋外で
[01:54:57.719] は必ず機能するというものではない。
[01:54:59.199] だいぶ破損させてしまったせいもある
[01:55:00.760] だろうが、むしろ屋外ではまず機能しない
[01:55:02.520] と思っていいだろう。もちろん断言はでき
[01:55:04.440] ていない。
[01:55:07.199] 墓場での笛が使えたというのを聞いた
[01:55:09.560] ことがある。だが墓場ならばどこでも
[01:55:11.079] 使えるというわけでもないような。これが
[01:55:12.679] の笛について分かっている第2の点で
[01:55:14.520] ある。の笛は大地が持っているという
[01:55:16.400] 神秘の力を影響を受ける。特にこの弟子
[01:55:18.800] たちの塔はその道の力が集合しているん
[01:55:21.760] 集結しているのだ。そうだ。えー図書館に
[01:55:24.520] 窓を失られた竜のレリフそれに得意。
[01:55:27.679] おいおいたわかった。もう俺分かったわ。ベイ氏がこの塔を修行の場に選んだらもこの大地の力を利用してるとお考えになっためであるということしやかな話もある。この
[01:55:36.920] 2
[01:55:37.079] つの点を統合して考えれば現在存した小人の笛が機能できる場所はショの窓かも分かったのに答え言うんかい分かったのに答え言ってくれるんかい?チョコの窓か墓場の一部の場所のみということになる。なるほどな。
[01:55:52.280] だがそれを確認しるものはいない。皆が一小人の笛を壊せてしまった時のことを恐れているのだ。
[01:55:57.199] それほど小人の笛はんでしまっているのである。どんだけ傷んでんねん。クソビってますや。
[01:56:02.760] まで先読みされてるやん。
[01:56:05.560] 置きネタバレやめて。沖きネタバレ。沖きネタバレすな。もう絶対ここやん。絶対ここじゃねえかよ。だってここさばだったでしょ。で、しかもこの太陽の光もあって、龍のレリーフもあってもう絶対ここやん。
[01:56:28.800] いいBGMだな。俺の雑談の
[01:56:31.560] BGM
[01:56:31.920] これにしよっかな。これからね、変えていい?俺の雑談の
[01:56:35.119] BGM
[01:56:37.520] どんな配信もまず5
[01:56:38.719] 分間聞いてもらうことになるけど。てル
[01:56:47.119] えよ。
[01:56:47.840] はい、当たりました。はい、当たりました。
[01:56:53.079] え、何?すごい高さだ。落ちたら死んでしまう。何これ?どういうこと?え?あ、小人になった。
[01:57:09.440] 小人になった。
[01:57:10.760] あ、そう。
[01:57:13.280] 小さくなった。おお、なるほど。
[01:57:18.400] え、でもなんか移動できないよ。
[01:57:24.520] あ、いや、えん、
[01:57:32.280] 実質不思議の国のアリス
[01:57:35.159] 初動ゲートの音源サイト作権は知らん。
[01:57:38.760] え、そんなのあんの?
[01:57:42.440] しかもなんかそのURL
[01:57:44.079] にダウンローズって書いてあって俺ちょっと怖いからやめとくわ。ダウンローズはあかん。
[01:57:52.560] それダウンロードしていいのか分からないからな。
[01:57:54.840] 階段すら使えないのか?
[01:57:56.599] なんか使えないよ。
[01:58:05.079] そろそろ4にそう。
[01:58:06.599] そろそろ死にそう。ああ、待って。セーブしよう。セーブしとこう。せちゃ。セーブしよ。
[01:58:13.400] の本がここで
[01:58:14.520] セーブしよう。あ、なるほど。
[01:58:16.960] で、安心して。ここのサイトで最悪る。
[01:58:20.079] へえ。どうする?みんなこれセーブしたけどさ、ここで小人になるの大外れでこれ罪セーブだったらこれ罪セーブの可能性あるからな。シャドウゲートお得意の
[01:58:33.480] 可能性ある。残念。笑笑。
[01:58:36.920] 笑顔になります。
[01:58:38.480] 笑顔に。
[01:58:40.840] え、なんでこれ何どうすりゃいいんだよ。は、なんでこれ何?
[01:58:48.760] 何もできない。
[01:58:52.280] いや、すごい高さだってそんな高くないんやろ、ここ。え、待って。何これ?あ、あ、あ。
[01:59:10.440] あ、ああ、ああ。え、そっちに使うんかい。
[01:59:14.679] とてもクリア。
[01:59:16.880] あ、本当?
[01:59:18.679] そ、
[01:59:19.599] 外に行くんじゃないんだ。外に行くんじゃなくてね。元の大きさに戻ったぞ。なんでやねん。なんでや?え、俺今さ、小人の方使っちゃった。
[01:59:31.400] 笑笑違うの使った。
[01:59:34.400] ああ、マジか。なるほど。
[01:59:39.119] これ紐でさ、
[01:59:41.119] 紐であれすんじゃない?紐で落ちてくんじゃない?紐でこれじゃないなあ。違うのかよ。紐くりつけてよ。下に行くんじゃねえのかよ。
[02:00:02.560] え、違うの?じゃあこっち側で紐を
[02:00:05.360] くり付けて。
[02:00:14.719] ええ
[02:00:17.320] え。なんだ?何?何?なんかある?
[02:00:36.400] え、なんだろう?
[02:00:47.280] ええ、うーん。まあ、
[02:01:00.599] まだ早かったか。え、ここで先にもうこの紐を垂らしておくとか。
[02:01:14.320] おお、天才。
[02:01:17.320] 大卒。これが大卒の力だよ、お前ら。そうだよな。アイテムまではちっちゃくならないのかな?
[02:01:24.880] なに学婚なんだからやめて。学コ。なるほど。
[02:01:33.320] がでかすぎて結べなかったんかもね。
[02:01:35.599] そういうことな。ていうことはでもさ、この状態のさ、お前のポケットに入ってるこの本たちはどうなってるわけ?人間が持つにすら限界があるのに。あ、間違えた。
[02:01:48.960] 行きますよ。じゃあ縄ひがこんなにも大きく見える。
[02:01:53.679] 窓の上部分に結びつけてたかも。
[02:01:56.320] ああ、そうだね。だから結べなかったのか。ほお。だいぶ降りてきたな。え、これ、これはもう大きく戻っちゃっていいんかな?
[02:02:12.400] 出られた。もう
[02:02:14.639] 帰るべ。
[02:02:20.000] 意外と普通に大きくなるんだ、こうやって。ふーんって。元手の大きさに戻れたぞ。チートセーブさせてくれ。もうそろそろ死ぬと思う。
[02:02:34.079] めっちゃ楽しそう。
[02:02:35.920] もうちょっと、もうそろそろ死ぬと思う。え、何このゲーム?このゲームっちゃ楽しいと思う。ま、でも多分あれだろうな。
[02:02:44.040] このゲームおそらく絶対あの任天堂オンラインには来ないだろうね。任天堂オンラインには絶対来ないだろうね。
[02:02:53.639] 笑笑
[02:02:54.280] 残念ながら実機でやるしかない。あ、墓調べていこうや。墓調べてこうや。墓ドッグ
[02:03:07.920] 小さなメダルあるかも。
[02:03:10.320] レミラマすんべ。
[02:03:12.679] 錆びついてるか?頑丈な鉄作。あ、鉄作の
[02:03:20.119] ちゃちゃちゃ。そうじゃない。くそ。もう
[02:03:23.280] いいって。
[02:03:25.679] こうでここ。ここでも調べたい。
[02:03:31.719] ああ、別に特に何もないかな。カラスの声
[02:03:34.840] でか。もうAとBが逆。
[02:03:43.960] このドア怖い。目みたい。
[02:03:50.320] おお。
[02:03:55.520] いや、そろそろ地図くれないの?
[02:03:59.239] そろそろ地図くださいよ。
[02:04:05.000] おお。教会みたいなとこ来たね。
[02:04:13.159] 景色変わって嬉しい。地図くださいよ。
[02:04:18.480] 地図くださいよ。地図くださいよ。ん、なんて今なんつった?なんか今調べられたよな。なんか今知らはしご下ろせば天魔窓はしご下ろしちゃ。これ下ろしてや。
[02:04:44.559] 下ろせないな、これは。これはなんでもないのかな?
[02:04:56.000] 手が届かない。うー、
[02:04:59.760] なんか引っかけるんかな?
[02:05:01.480] そうだよな。多分な。なんか、
[02:05:03.679] ええ。
[02:05:09.119] 笑笑。
[02:05:11.079] いやいや、そのくらい平気やろ。
[02:05:15.440] そのくらい平気やろがいい。
[02:05:18.159] 足物に注意しないと転ぶわよ。果たしてルは幼い頃に耳にした母の言葉を思い出しただろうか。
[02:05:24.840] 答えはイナである。
[02:05:26.800] 礼拝に横であるディルの姿を見つけたものはきっと思うだろ。たいくらい
[02:05:30.639] 聖なる場所に置ける死が安らかで清らかであるとは限らないらしいと。
[02:05:39.440] であ、ボイス笑う。笑笑デンライア
[02:05:46.360] かけ。
[02:05:48.960] これあれかもしんねえな。久々に新しいチャンネルポイント
[02:05:53.960] だ。
[02:05:54.960] 久々に死に続く新しいチャンネルポイント来るかも。デーライアゲ。これあるかもしんねえな。
[02:06:04.840] ガチで作って欲しい。
[02:06:06.280] これちょっとこれ切り抜いといてよ。誰かこれこれトライアゲインの文字。これ切り切り抜いといてよ。
[02:06:11.679] しい。ありすぎる。
[02:06:13.800] これ切り抜いといて。このトライアゲインのこのそれさ作るわ。デー。これでの音がさっきのサイトでダウンロードできるかどうかだな。と死んで録音しとこっかな。わざと死んで。このゲームマジでセーブ忘れてたら言ってね。
[02:06:32.800] これガチで
[02:06:33.360] さすがにできそう。
[02:06:35.920] セー武たらさ、これ終わるから。これでの音だけあんの?さっきのサイトでさっきのサイトちょっと見とこう。俺も見ときたい。
[02:06:48.280] 墓ちでよかった。電あるわ。
[02:06:51.119] え、嘘?電あるな。電ある。
[02:06:54.880] 27点ドーム。
[02:07:04.679] 音質が良すぎる。
[02:07:06.679] 笑笑
[02:07:07.920] 笑笑。
[02:07:08.800] 音質が良すぎる。
[02:07:19.400] いいね。
[02:07:21.639] あと低インがさっきの
[02:07:23.719] BGM。
[02:07:24.400] あ、そうなんだ。
[02:07:27.960] いいね。
[02:07:31.800] で、
[02:07:34.239] これ気になってた。なんか落ちてんねん、
[02:07:35.880] これ。ほら、
[02:07:40.239] 竜の涙。あれ、なんか竜の涙なんかなかっ
[02:07:43.119] たっけ?なんか光がどうのこうのみたいな
[02:07:45.000] 。それ竜の目だっけ?なんかあったよな。
[02:07:49.119] それまた違うか。
[02:07:52.280] 竜の瞳だっけか?それは
[02:07:55.079] 瞳。ここ通れねえのか?
[02:07:58.679] 竜の瞳か、それは。
[02:08:03.400] あ、なんかある。
[02:08:06.400] いや、視点にああ、地下があるな。
[02:08:13.079] あ、なんかあるじゃん。鍵だ。何これ?鍵
[02:08:16.800] か、これ。なんだこれ?
[02:08:19.800] 趣味の悪い鍵?
[02:08:26.159] 金色の鍵ゲットだぜ。
[02:08:31.480] これなんだ?お、これ釘抜き。おお、どう
[02:08:37.440] すか?
[02:08:39.320] あ、分かった。さっきの、さっきのあれだ
[02:08:41.360] 。さっきの壁のチェーンだ。壁のチェーン
[02:08:43.880] が止められてるやつ抜いてはしごが降りて
[02:08:46.199] くるんだ、多分。
[02:08:48.360] バールのようなもの。
[02:08:49.599] バールのようなもの。こういうゲームのお得意のね。決してバールではありません。バールのようなものです。これ棺だよね。多分シャドウゲート
[02:09:02.320] 1だったら死ぬだろうな。開けたらデデ
[02:09:06.520] セーブ。
[02:09:07.119] あ、危ねえ。ちょっと待って。ちょっと待って。危ない危ない危ない。
[02:09:20.040] うわあ、よかった。セーブしといて。お、
[02:09:22.840] びいしょ。もうなんだよ。
[02:09:27.159] なんかびっくりしちゃった。なんか、なん
[02:09:29.840] かびっくりした。虫かと思った。
[02:09:43.559] 熱が多いなね。待って。なんかあるよ、まだ。おいおい。こんなもんはずるいよ。こんなもんはさっきの鍵で満足しちゃダメなんですよ。もう
[02:09:55.040] 1個落ちてました。もう
[02:09:58.559] 1
[02:09:58.719] 個落ちに十字マークのないトライアゲインあったから貼っとくね。
[02:10:02.679] え、何?十字マークダメなんの?十字マークってやっぱ十字マークって
[02:10:08.119] NG。
[02:10:09.400] そ、その辺気をつけなきゃいけない。
[02:10:10.599] もしかしてこれ鍵使えないの?あ、違う。
[02:10:23.040] 茶猫にしたら邪魔かなって。
[02:10:26.360] ああ、十字ってだからあの背景の十字ね。ああ、なるほどね。ああ、あ、うん。うん。そうそうそう。これ、あの、作ろ、自分でグリーンバックにして作ろっかなと思ったけど、もしあるんだったら貼っといて。
[02:10:53.360] ここは
[02:11:01.679] あ、そういうのもありますと。なんで
[02:11:04.639] 不気味な菩石なんだ。怨念が漂ってる。
[02:11:08.360] それだけ。
[02:11:12.400] あ、それだけか。じゃ、こっち行ってみるか。ああ。あ、いや、まだ鍵あるよ。ああ、鍵合わねえ。あ、合わないんかい。ああ、じゃあさっきのあれか。さっきの上の階段を引きのあれか。引き出した。あれか。
[02:11:48.360] この高さから落ちて死なないだろ、普通。
[02:11:53.040] これな、これを抜けばいいんかな?
[02:11:59.719] え?あ、もっと近づかなきゃなかった。
[02:12:05.079] よしよしよしよしよし。はい。
[02:12:18.239] はい、どうも。
[02:12:20.599] ちなみにさっき落ちた、さっき落ちた釘が
[02:12:24.000] 拾えるアイテムになってるとかそういう
[02:12:26.719] そういったこともありそうかなと僕は思い
[02:12:28.880] ますよね。そうでしょ。ほら、絶対そうだ
[02:12:33.320] と思った。
[02:12:38.480] ま、シャドゲってそうだから。
[02:12:45.360] いやでマジでこの真ん中のこの
[02:12:47.320] ポインタープラスのやつ出して出すと
[02:12:49.719] めちゃめちゃまシになるね。
[02:12:53.119] めちゃめちゃマシになった。
[02:13:02.440] はいよの画上げともらった。
[02:13:07.800] ありがてえ。ありがてえ。踏んだら割れてしまいそうだ。あ、屋上に出たのね。おい、これさ、落ちるとかねえよな。
[02:13:18.040] えー、あるんかい、あるんかい。それ
[02:13:25.159] ダブル
[02:13:26.000] ちっちゃかったで、穴。穴ちっちゃかったで、今。いや、死ぬんかい?で
[02:13:35.840] えーん。
[02:13:38.360] 白信すぎる音がデーライアゲ
[02:13:43.119] 楽しくなってきました。
[02:13:46.719] でもな、なんかさ、前の前のさ、あのワンの時よりはの時よりはなんかその理不尽な死なくなったよね。
[02:14:00.199] 穴に落ちたり水に落ちたりで死ぬけどなんかさもうド無用になんかアイテム調べたら死ぬとかあったじゃん前は。
[02:14:10.239] 死神さんも元気にしてます。てし
[02:14:13.360] 君にシャドゲ筋がついて
[02:14:14.840] シャドゲ金ついてきた。シャド金
[02:14:17.480] TV
[02:14:18.880] ここって開いたんだっけ?開かなかったんだっけ?ここって開かないか?
[02:14:27.480] しま君になっちゃっただけかも。
[02:14:31.599] シマゲームになっちゃった俺。えっと、こっちだね。はいはいはいはいはい。
[02:14:49.280] こんにちは。
[02:14:50.320] めちゃん。こんにちは。こんちは。こんちは。
[02:14:53.639] シャドウゲート64という超絶マイナーな
[02:14:58.480] 謎ゲーをやっています。64です。64
[02:15:07.520] ゲームが変わる64が変えるなんつってな
[02:15:09.920] 。そうダンジョンっていうかシャドウ
[02:15:12.480] ゲートお城をお城をあれしてるんで。お城
[02:15:16.119] を冒険するやつ。
[02:15:22.480] ただね、本当64の時代のゲームだからね
[02:15:24.800] 、こ3D冷盟きすぎて、あの、本当にあの
[02:15:30.360] 、カメラアングルとかが本当に悪い
[02:15:34.159] だが、それも味なんだよな。
[02:15:47.000] お城楽しれドラでもね。うん。あのね、
[02:15:51.440] 文句言いながらやってるけどおもろいよ。
[02:15:53.719] 結構
[02:15:56.920] 文句言いながらやってますがおもろいです
[02:15:59.079] 。結構このゲームツッコみどが多くていい
[02:16:02.239] ね。
[02:16:05.239] これ穴落ちたら死ぬからね、これあのあれ
[02:16:08.000] な、あのレックーザのレックーザのあれな
[02:16:10.599] 。
[02:16:11.119] ルルルルルタラタスタラタラタ。これまたこれまた同じ年代の人しか受けないネタ。レックーザのいるところ
[02:16:33.080] ナッつ。
[02:16:34.040] レックーザのいるところなったよな。
[02:16:36.439] あの、マッハ自転車で、マッハ自転車で
[02:16:39.120] 行かないといけないやつ。こういうのやっ
[02:16:40.920] てる時のチャバさんイ生き生きしてる。
[02:16:44.120] やっぱこういうゲームからでしか得られ
[02:16:46.120] ない栄養があるねん。
[02:16:49.880] え、でも何もなくねえ
[02:16:54.160] 、なくね、何も。
[02:16:58.880] え、これとか違うな。
[02:17:03.960] え、何もないよな。
[02:17:12.080] ん?
[02:17:14.200] 踏んだら割れてしまい人だ。逆に割ってみるとか?
[02:17:19.880] 違うかな?うーん。そんなんじゃないか。あ、違う。あ、なんかあるやん。
[02:17:34.280] ちょっと遠回りした方が良さそうだな。あ、危ない。ああ、危ぶねえ。おち死んだかと思った。死んだかと思った。
[02:17:48.240] そう。これブレブレでごめんね。これね、俺の操作が悪いのもあるんだけどマジで。いや、もう、もういいって。
[02:18:00.639] 笑笑。ああ、
[02:18:02.760] もういいぜ。
[02:18:06.479] 来るぞ。
[02:18:08.479] やめちゃみたい。でん
[02:18:12.000] でトライアゲ。もうええて。あ、ニューゲームやっちゃったね。ニューゲームやっちゃったね。ニューゲームど、ニューゲームやっちゃったよ。
[02:18:25.559] これ大丈夫か?これゲーム。
[02:18:33.000] あ、
[02:18:35.000] いや、セーブしてかないだよ。お、
[02:18:36.760] 20回達成。みーちゃん
[02:18:39.040] 20回達成です。
[02:18:40.200] セーブとかないの?
[02:18:41.439] ある、ある、ある。セーブあるよ。で、もうまた名前変えてるやん。戻せって。見えちゃうかと思った。チーズさん、こんばんは。戻して。
[02:18:58.359] えー、やべ、こっからだ。いや、もう屋上出たらセーブさせて。どうせまた死ぬから。屋上出たらセーブしよう。
[02:19:13.559] 4
[02:19:13.760] 月まで待ってくれ。僕も影響されて部屋をお掃除してる。
[02:19:18.880] あ、そっか。あれなんか変えたら戻せねえのかよ、もう。
[02:19:24.120] なんで変えるかな?
[02:19:39.080] よし、ここ出たらちょっとセーブするわ。
[02:19:43.599] これまたこの拾いに行かなきゃいけないの
[02:19:47.559] めんどくさいな。いいか?帰りかけに
[02:19:49.880] 拾おう。多分ま、通るし。
[02:19:54.439] よし。
[02:20:10.479] あそこを調べればいいんだ。
[02:20:11.640] でもこれ絶対穴踏むから穴のないルートで
[02:20:18.800] 耳の人増えてません。
[02:20:22.359] うん。耳の人?あ、耳の人ね。そうなんだよ。なんか知んないけど。
[02:20:27.960] C
[02:20:28.280] さん、それよくやるなよ。それもう俺やめろって何回も言ってんのに。あ、ここ開くんだ。耳の人って。
[02:20:47.520] ここ何もなさそう。
[02:21:00.240] いやあ、また複雑ですね。マップねえのか
[02:21:03.479] な?
[02:21:09.439] うわ。
[02:21:11.760] マップがないとこれ間違え探し方を持ってコメント欄してしまったよ。
[02:21:31.399] あ、なんかあるよ。オイルの入った瓶もらいます。
[02:21:42.840] 鉄鍋。
[02:21:52.880] あ、ああ。待て。一旦セーブしよう。一旦
[02:21:58.399] セーブしよう。死ぬ予感がする。
[02:22:10.040] じゃ、間違えた。はい。
[02:22:13.160] このお城になんかあるの?宝探しとか。
[02:22:16.600] なんかね、この城はになんかね、盗賊の味とらしくなっちゃってるんだけど、ここがになんかなんだろう。主人公はなんか連れ去られてなんか牢獄に押し込まれちゃったんだよ。そっから脱出しようっていうこ、脱出しようっていうあれなんだな。
[02:22:38.359] やべて宝探しとかじゃないんだよ。あ、これさっき打つたやつじゃね?ねえ、これさっき打つやつちゃう?これを消せばいいんでしょ?オイルじゃまずいかな?けれとまった。どう考えてもオイルかけて火は消えないよな。火に油を吸いじゃダめだよな。うわあ。シャドウ。お前の主人公だったら喜んでけてたぞ。
[02:23:07.200] ここに油。お前変わっちまったな。ここで
[02:23:10.920] さ、左間になって死ぬとこまでがセット
[02:23:12.840] だろうが。
[02:23:16.160] ここでマになって死ぬとこまでが
[02:23:19.479] けれどまった。竜の涙をそのまま使って
[02:23:21.920] 果たして効果があるもんだろうか。うわあ
[02:23:23.720] 、
[02:23:25.560] こいつ前作の主人公より全然ダめだわ。
[02:23:29.240] 全然ダめですわ。
[02:23:31.840] よしやんな。
[02:23:34.479] 原作の主人公だったらさ、オイルを投げてみた。えいつって。なんとオイルに火が陰化して僕はる間になってしまった。テレルレみたいなさ。
[02:23:46.399] からね。
[02:23:48.040] そんくらいしてくんないとシャドウゲートじゃねえだろ。
[02:23:50.720] 笑笑
[02:23:52.840] 当たり前なのになんとか言うからね。いや、そりそうですやんっていう
[02:24:02.680] アホになれ。ハーフリン
[02:24:04.279] 本当だよ。こんなんでいいのか。
[02:24:08.520] 学んじゃったか。
[02:24:09.680] 学んじゃったな。昔の進行はさ、もう断ることに死んでたのに。なんなら死ぬ前からもう死の
[02:24:18.319] BGM
[02:24:18.800] 流れてたのにな。なんだこれ?何が出てんのこれ?ま、多分この水をかけるんだろうな。
[02:24:31.359] でもなんかその器みたいのがねえからさ。
[02:24:36.120] 器みたいのがねえからさ。
[02:24:41.200] ないね。
[02:24:43.840] なんかコップかなんかなんかなんかさ、お
[02:24:46.200] 水を映し替える何かを
[02:24:57.319] うまいか。
[02:25:04.920] えっと、こっから来たんだよな、俺はな。
[02:25:08.920] あ、こっちから来たんだっけ?あれ?
[02:25:10.600] どっちから来たんだ?こっちは行ってない
[02:25:12.640] よね、まだね。
[02:25:17.560] あ、出た。何なんだお前。弟たちの塔を
[02:25:21.920] 抜け。ここまで現たちの塔を抜けたんかい
[02:25:24.479] ?わかんねえよ。地図ねんだからね。これ
[02:25:26.479] 地図取り逃してる。俺なんか地図ないの
[02:25:28.520] おかしくない?これアフリングよ。そなた
[02:25:31.600] は見所がある。なかなかの知恵の勇気じゃ
[02:25:33.960] 。しかしこっから時はどうかな。こっから
[02:25:37.200] は我が住まい未楽ミールの塔。この塔より
[02:25:42.319] 2階より上はこのわし以外誰
[02:25:44.680] 1
[02:25:44.800] 人として足を踏み入れたことのない禁断の領域。果たしてそなたは塔の謎を時見事
[02:25:51.279] 3
[02:25:51.520] 階までたどり着くことができるか。わしは楽しみにしておるぞよ。ミラクルって読んじゃうんだ。ミラクルヒカルだから。え、俺なんかさ、俺どっかで地図取り逃しがするんだけど。開始
[02:26:08.080] 2時間半なしって。
[02:26:11.319] 多分なんか壁とかついてたらなんか気づか
[02:26:13.479] ずにスルーしてるような気がする。
[02:26:20.640] うん。
[02:26:37.080] いや、でも地図らしきものはないなあ。
[02:26:47.560] わあ、また地下に行くんか。しかもこれ地図ないともう俺わかんなくなってきたぞ。さすがにもう覚えらんねえ。
[02:26:58.319] まい子。
[02:26:59.160] いや、そろそろあってもいいんじゃない?まいゴになっちま、また本だ。
[02:27:14.960] これマジで罪セーブあんの?マジで罪
[02:27:18.279] セーブってある?これ。
[02:27:21.520] え、一緒による。さ、昨日午後の王の昼会
[02:27:26.439] に参加した後、ラクミ氏は実質に
