[00:00:30.960] う。
[01:07:57.599] みたいな感じじゃなくてもう視天になっ
[01:07:59.279] たってこと
[01:08:01.351] [音楽]
[01:08:07.000] ちなみにこの悪僚の神々っていうタイトル
[01:08:09.440] はその[音楽]ベリアルとバズ
[01:08:12.000] とアトラスのことらしいからな。指導のことじゃないねんて。ネタバレしちゃった。指導って。
[01:08:22.480] そうだね。
[01:08:23.719] そう。それがそっちなんかいっと思ったよな。
[01:08:25.920] あれ
[01:08:27.480] そっちなんかいと思ったよ。
[01:08:30.080] ああ。
[01:08:32.839] あんね。
[01:08:34.757] [笑い]
[01:08:36.319] あ、でもね、俺、俺もね、ネタバレって
[01:08:38.040] 好きじゃないんだけど、ドラゴンクエスト
[01:08:40.359] とドラゴンボールに関してはネタバレ
[01:08:43.279] ネタバれて騒ぐ方が悪だと思ってる。見て
[01:08:46.279] ないやってないお前が悪い。もうそん
[01:08:49.480] くらいのコンテンツだよ。
[01:08:50.560] 申し訳ないけど、ドラゴンクエストとドラゴンボールはどこに行けって?ペルポイ
[01:09:09.080] だから3
[01:09:09.679] 回って言われても困るしかない。エース死にます。
[01:09:12.747] [笑い]
[01:09:16.640] ああ、エースって死ぬんだ。
[01:09:19.279] エースマジか。
[01:09:21.080] だからベリアル3回って言われてもしょう
[01:09:23.159] がない。それは違うじゃん。新しくやっ
[01:09:25.640] てるやつら。だからドラゴンボールの
[01:09:27.560] ネタバれって言ってもドラゴンボールの
[01:09:29.159] 1番最心の新しい映画のネタバレはダメだ
[01:09:31.839] よ。
[01:09:34.279] あいつどこいんだよ。
[01:09:37.640] あ、いなくない。
[01:09:41.239] いなくないすか?
[01:09:45.498] [音楽]
[01:09:52.359] え、いないじゃん。何?ペルポイ。あ、
[01:09:54.600] あいついなくね?
[01:10:00.159] ペルポイの魔物に会いに行こうとで。おら
[01:10:02.840] へ変な。
[01:10:12.280] え、いないじゃない?
[01:10:22.520] いないよ。
[01:10:28.728] [音楽]
[01:10:35.679] いないよね。
[01:10:41.600] え、
[01:10:43.560] あの、あいつだよな。ペルポイの魔物って
[01:10:45.600] 。あの黒いモンだよね。
[01:10:50.320] え、いないやん。
[01:10:54.928] [音楽]
[01:11:01.360] そこペルポイの外ね
[01:11:04.560] 。街ん中にいるの?え、そんな打ち解け
[01:11:07.640] てる?え、そんな打ち解けてんの?もう
[01:11:10.520] あいつ
[01:11:13.239] 街の中にいるの?
[01:11:17.600] え、
[01:11:19.239] そんななかそんな仲間になった描写あった
[01:11:21.800] ?あ、え、なんか印
[01:11:25.280] 印る
[01:11:32.880] お疲れえいるやん、絶対。MDXさん、
[01:11:37.639] こんばんは。
[01:11:41.199] さすがにバトルにはなんねえよな。開かん
[01:11:43.480] か。え、さすがにこれバトルにはなんねえ
[01:11:45.320] よな。
[01:11:49.360] いや、なんでお前普通にいるねん、ここに
[01:11:51.120] 。お前やん。曲がりなりにも。皆さん
[01:11:54.440] こんにちは。来てくれてもう
[01:11:57.760] とっても嬉しいです。もう本当に
[01:12:02.600] 牢屋の扉が開いてるけどいいの?
[01:12:06.239] はい。
[01:12:07.679] 町の人がもう牢屋にいなくていいよって言ってくれたんですけど、僕もうここがとっても気に入ったんですもん。牢屋じゃなくて僕のお家としてもうここで暮らしてるんです。も、
[01:12:24.040] これ何?これ声優誰?こと言うだよ。
[01:12:27.285] [笑い]
[01:12:27.880] なんだか町の人ともない子か。これ声優
[01:12:32.320] 心が疲れました。
[01:12:33.679] 皆さんのおかげ。
[01:12:34.800] 心が疲れました。もう本当に
[01:12:42.400] あのさ、ちょっと相談したいことがあるんだけど、私たちずれはハーゴンを倒すためにあの大きな三脈を超えなきゃならないのに突入して
[01:12:53.600] 芸人であのムーあのモードに入っちゃったらもう消えるしかないよねの神殿に行くてないのかな?
[01:13:01.080] 8.6
[01:13:01.760] 秒バズーカのルートに入っちゃったよ。
[01:13:03.360] も[笑い]
[01:13:04.639] 人間がハーゴンのお家に怖です。
[01:13:09.360] ちょっと前までさ、世の中は全員ヤ子の味方だったのにもう今度はもう考えたこと
[01:13:15.360] 手のひくるっとして安子叩きだよ。かわいそうに。おしいすね。ス号霊雷
[01:13:20.995] [笑い]
[01:13:21.920] ラクス号霊だ。ちょっと待って。こうな。
[01:13:24.639] あれどうしたの?
[01:13:27.120] 色の安子見たか?あ、見てはないけどなんか思んなかったらしいね。
[01:13:32.719] 別にヤこなんて元々そんな面白い人ではないやん。
[01:13:38.040] 私は一度あなたを倒そうとしたわ。そんな私が普通に話しかけたら嫌かとんな。お前関係ねえ。大丈夫だよ。
[01:13:50.159] そんなことないです。僕大切な場所や人をなくすのって
[01:13:55.056] [音楽]
[01:13:56.880] 本当に怖いし悲しいことだって。
[01:14:01.000] クソみたいな言い訳してがなくなったらそうなんだ。
[01:14:04.840] もう生きていけないです。全こで暮らしただけでもそう思うてことは
[01:14:11.560] テレビ見ねえからおかしいんだ。
[01:14:12.760] と襲われたあなたの怒りはもう当然ですもん。
[01:14:14.051] [音楽]
[01:14:19.280] いえ、私はもうあなたを憎んでいませんから。
[01:14:22.566] [音楽]
[01:14:25.199] そんなあの
[01:14:27.880] 私の方こそ
[01:14:34.520] 僕たちが今から友達になるのは
[01:14:40.159] もう難しいのですか?
[01:14:46.800] なんで慣れるって?
[01:14:50.120] でも僕は前に他の魔物たち
[01:14:53.960] が人間にひどいことをしているのを止めませんでした。
[01:14:59.080] こんなこと言ったら俺たち何匹殺してきてんねん。
[01:15:01.320] 私もあなたを傷つけようとしました。ですからお互い様です。この良くないお互い様があるせいで僕たちはちょっとギクシャクしちゃってると思うんです。
[01:15:21.280] どんなお話をする時もお互いにごめんなさいって思ってしまうもん。
[01:15:27.800] いいね。
[01:15:29.239] だから
[01:15:29.760] い声
[01:15:30.480] こういうのは声
[01:15:33.280] 僕と皆さんでお願いの聞き合いこをするんです。
[01:15:37.159] 何ですか?
[01:15:39.400] そしたらどっちもごめんなさいの気持ちがありがとうの気持ちに変わって友達になれます。
[01:15:48.000] そう思いませんか?そうかな。
[01:15:53.840] あの、これを見習ってね、あの、安子とね、あの、ふわちゃんも、あの、お互いにごめんなさいすよね。ていうか、もう今ヤ子めっちゃ叩かれてるから、もうさ、来年のさ、なんか年、
[01:16:11.800] あ、してるんだ。してるんだ。あ、そうなんだ。
[01:16:13.262] [笑い]
[01:16:16.520] なんかコンビ組んでなんかま、あのさ、
[01:16:19.600] M1とかに出てほしいよね。き合い
[01:16:21.480] 1個やな。
[01:16:22.199] ねえ、コンビ組んで
[01:16:24.480] M1
[01:16:24.880] とか出てほしいわ。もうそしたらもうもう無敵やで。ぶっちゃけクソおもろいだろ、絶対。
[01:16:34.280] プロレスでほしい。
[01:16:36.639] じゃあ僕は皆さんえるために大きなお山の向こう側に行ける方法を調べてます。
[01:16:36.843] [笑い]
[01:16:44.600] 無敵。
[01:16:45.800] ありがとう。
[01:16:46.360] 無敵。
[01:16:47.360] 代わりに私たちはあなたのどんな願いを叶えたらいいかしら。
[01:16:49.943] [音楽]
[01:16:53.560] ああ、僕が言い出したことなのに何も考えてなかったです。うん。僕もう幸せだもんな。
[01:17:10.960] は、じゃあじゃあパっていう街を見てきてほしい。パったな。
[01:17:17.520] この牢屋の奥にラゴスって人がいるんですけど。
[01:17:18.763] [音楽]
[01:17:21.159] なんでこの牢屋の奥に人がいるね。
[01:17:23.120] ずっとテパのことを心配してるんですもん。
[01:17:24.658] [音楽]
[01:17:26.120] 自分の心配してる。ここ閉じ込められてんだろ。
[01:17:28.040] ってだから僕のラゴスさんの話を聞いてあげてくれませんか?自分のことじゃなくていいの?
[01:17:40.159] はい。僕今もう欲しいものなんてないですもん。わかりました。ではそのように。
[01:17:50.719] わあ、もうこいつ。あ、え、
[01:17:53.880] はい。
[01:17:54.520] 僕は早速ハーゴンのお家への生き方を調べてきますね。皆さんはラゴスさんのことよろしくお願いします。
[01:18:03.920] こいつ絶対俺たちから攻撃か死ぬもん。もうフラグ立ってるもん。
[01:18:15.040] プレイ[笑い]
[01:18:16.920] 絶対そうだよ。
[01:18:19.120] 絶対このさ、ムーンのさ、ムーンがさ、
[01:18:23.120] なんかビューンってやられた時に危ないっ
[01:18:25.679] てザシュってなって。
[01:18:29.080] で、そこであのドラックエのさ、物語
[01:18:32.400] 流れそう。タラタラ
[01:18:38.880] 流れるんだろうな。
[01:18:42.280] 見つかった。何お前もそういう感じか。
[01:18:44.560] こんにちは。僕がラゴスだよ。さすが
[01:18:46.600] に泣く。
[01:18:47.920] れ君たちは最近テパの町に行った。
[01:18:48.499] [笑い]
[01:18:50.960] テパってまだ行ってないよ。
[01:18:53.440] 僕テパのみんながとっても心配なんだ。テパを見てきてくれないかな?な
[01:18:59.360] んでちょっと片言なの?
[01:19:01.120] ええ、そのつもりですよ。でも心配って何が心配なのかしら?
[01:19:08.960] お月様の塔には怖いやつがいっぱいなんだ。そいつらがみんなの心を閉じ込めたんだよ。
[01:19:17.040] なんなお前その喋り方。
[01:19:18.360] 月様の塔。
[01:19:20.520] それに心を閉じ込めるってどういうこと?僕だってわかんないよ。でも怖いやつが変な玉を使ってみんなおかしくなっちゃったの。
[01:19:32.385] [笑い]
[01:19:33.239] だからあいつらがいなくなった隙にお水を止めてお船の通り道をなくしちゃったんだ。
[01:19:39.360] こいつAIか。
[01:19:40.320] これがあればテパのお水の門が開いてお船が通れるようになるよ。
[01:19:45.000] こいつバレーボール持ってない?大丈夫?これ
[01:19:46.800] お様の通り怖い奴らを追い出して。ボール大丈夫?バスケットボール持って泣いてないから大丈夫か?よし。
[01:20:04.440] 何でもおけやがって。ワンワンに頭現れて。そう。
[01:20:09.720] [笑い]
[01:20:13.480] じゃあ行きます。あれ
[01:20:17.360] ね?今のラゴスって人なんだか変じゃ
[01:20:18.840] なかった?
[01:20:20.920] 変だった。AI見たかった。なんか私たち
[01:20:24.199] に子供みたいな。ほらそうだよね。あ、
[01:20:26.480] わざとなんだ。大人の方らしからの雰囲気
[01:20:29.840] でした。
[01:20:35.280] このローにいる2人ともふんわりしたそう
[01:20:37.320] 話し方で可愛いですね。お前もだよ。
[01:20:42.320] そういう話し方の大人もいるんじゃないか
[01:20:43.880] な。うん。そうだな。そ、それは確かに
[01:20:46.159] そう。そうだからこれちょっとあれですよ
[01:20:49.080] 。あのめんどくさいことになるから
[01:20:51.480] あんまり深掘りしない方がいいぞ、これ。
[01:20:55.639] よしよしよし。じゃ、テパに行こっか。
[01:21:01.280] ま、多様性の時代だからな。
[01:21:06.040] テパってどこやねん。
[01:21:14.000] テパってどこ?
[01:21:16.600] 水門を開けるって言ってたから
[01:21:19.679] 多分内側なんだろうな。
[01:21:23.760] ああの山奥か。
[01:21:28.840] えっと、これだろ。多分ここだべ。多分
[01:21:31.760] なんかどっか水門開けて通らなあかんて
[01:21:36.440] ことだろう。ま、多分ここだよな。違う。
[01:21:39.320] こっちか
[01:21:41.520] 。多分ここだよね。ま、いいや。行こう。
[01:21:46.520] うん。イベントが多い。
[01:21:50.679] おお、君たち元気そうで何よりだ。こっち
[01:21:52.679] もおかけ様で平穏に苦しているよ。それは
[01:21:55.840] 良かったです。もう君もすっかりここに
[01:21:58.239] 溶け込んでいるぞ。
[01:22:00.800] もうくたち
[01:22:04.520] が捉えた魔。あ、捉えてたんだ。あれって
[01:22:06.520] 。今や捕まってるのはではなく自ら転んで
[01:22:09.199] ローで暮らしてるけどね。何かともうと
[01:22:11.800] いうのが串癖みたいだな。それがもう
[01:22:13.480] 可愛いて町のもが[音楽]君て呼ぶように
[01:22:16.320] なったんだもん
[01:22:19.120] は。つい俺までも君みたいな話し方を。
[01:22:25.639] もうペルポイでも君を怖がるやつはいない
[01:22:27.679] ほど街の民と仲良しだ。そのようですね。
[01:22:30.679] ここでの生活がとても幸せだと言ってまし
[01:22:32.679] た。本当に珍しいことなんだろうけど魔物
[01:22:35.080] でも分かり合えるやがいるんだな。
[01:22:46.560] 魔物が魔物みんながそうなら良かったのに
[01:22:48.600] ね。
[01:22:51.560] もうもう
[01:22:54.000] フラグがビンビンや。
[01:22:57.840] 丁寧に。あいつ絶対死ぬやろ。
[01:23:04.880] いや、あいつ絶対死ぬやん。もう
[01:23:09.600] フラグビンビン侍なんだけどさすがに。
[01:23:18.080] どこに行きゃいいんだ、これ?
[01:23:20.982] [音楽]
[01:23:22.400] どっから行けばいいんだ、これ?こっから
[01:23:24.719] 行くのが近いんかな?
[01:23:29.497] [音楽]こっから行くか。
[01:23:40.520] あと1枚足んねえ。
[01:23:48.120] 19枚、20枚になったらモーニング
[01:23:50.120] スター。ええ、てかさ、マジでさ、早くさ
[01:23:54.920] 、あれくれよ。
[01:24:01.000] レミラーマんねえか。レミラーマ。
[01:24:09.920] レミラマく来る。
[01:24:11.639] レミラく来る。そろそろ来る。テパで来る。テパで
[01:24:16.040] 霊ミたの前。
[01:24:19.280] れみ、レミたもえ。ここだろ。
[01:24:25.400] テパってちげんかな?てラっタラ。
[01:24:42.520] 輸血できるね。
[01:24:46.280] 懐かしい。
[01:24:53.880] 何これ?あ、行けないの?これどっから
[01:24:55.679] 行くねん?
[01:24:57.840] あ、ここ通れねえんだ。
[01:25:05.360] え、
[01:25:08.239] どっから行くの?ここ。
[01:25:12.280] こっち側から行かなきゃだめ。
[01:25:15.719] なんだよ。
[01:25:24.880] このこここからいや下から行った方がいい
[01:25:27.800] だろうな。
[01:25:46.360] えっと、海に上がるってこか。
[01:25:54.400] ほんでここな
[01:26:10.920] もう11時半じゃねえかよ。
[01:26:18.320] 現在3連続。まだまだだな。あれか。
[01:26:32.760] 4
[01:26:33.000] 連続目指す。
[01:26:34.864] [笑い]
[01:26:35.920] 引く。ハードで
[01:26:39.000] 連続切れちゃった。
[01:26:42.280] 別にいいだろ、そんなの。別にお前ら別にそんなん気にしてねえだろ。
[01:26:49.199] え、気にしてんの?気にしてた。え、何これは?どうやって行くのこれ?え、何これ?ど、え、これどうやって行くの?これあ、ああ、なんか、なんかこれ回ってくんのか、ここ。
[01:27:19.920] え、じゃ、どうやって行くの?あ、分かっ
[01:27:21.360] た、分かった、分かった。なんだよそれ。
[01:27:26.280] え、こんなんあった?ドラクエ2に。
[01:27:29.960] ドラクエ2のさ、
[01:27:33.080] 原作にこんなこ、こんなのあったっけ?
[01:27:36.679] どれが追加要で、どれが追加要じゃねえん
[01:27:39.000] だかねえんだよな。全然13です。再開し
[01:27:42.880] てから全て見ている人はおそらく13の
[01:27:45.679] はずです。
[01:27:46.915] [笑い]
[01:27:47.800] あ、そうなんだわ。え、でも今日ドラゴンクエスト
[01:27:51.560] 14日目だよ。
[01:27:53.239] 覚えてねえんだわ。
[01:27:54.639] え、違う。絶対13じゃない。14だよ。
[01:27:57.280] 14。
[01:27:57.920] ほらほら。残念。プランさん
[01:27:59.480] 1回見てません。プランさんは
[01:28:01.639] 1
[01:28:01.800] 回見逃してます。ま、だからなんやねんって話な。ま、だからなんやねんって話なんだけど。
[01:28:05.910] [笑い]
[01:28:14.719] この機能って別にいらなくねえか。間違えた。持っちゃった。なんかさ、完璧主義者のやつはさ、こういうの途切れたらもう見に行かなくていいやってなっちゃうやついそうじゃん。逆効果だと思うんだけど。そ関係ねえだろう。
[01:28:32.400] ネポがちょっともらえるぐらい。
[01:28:33.920] なるほど。いらないよな、これ。
[01:28:41.239] 特に俺のチャンネルチャンネルポイントなんか今日な何にもなんねんだから。
[01:28:44.639] 行けなかったの悔しいから見るのやめようかな。
[01:28:46.521] [笑い]
[01:28:47.760] 心志し低すぎるだろ。
[01:28:51.440] ダブル。
[01:28:54.320] いや、もうちょっとやめてってもうないよ。やらねえよ、そんなの。ちょっともそんなないないないないない。もうなくなったシステムだから。
[01:29:03.239] それた
[01:29:05.639] なくなったシステムだからそれ。うわ、ひびだな。それな
[01:29:16.080] んなんだよ。やらねえよ。
[01:29:19.520] ビースかな。
[01:29:20.800] いや、もう本当やめて。じゃ、ちょ、本当やめて。マジで。ちょっとさ、女台に
[01:29:26.840] 時魔女台判にいやだ。ちょやだからさ、やらないって。
[01:29:33.480] ちゃ
[01:29:37.560] ドキ魔女無理だよ。ban
[01:29:38.880] されるから。あれ
[01:29:40.400] banれるよ、あれ。あとドキ魔女
[01:29:44.400] 2中古で2
[01:29:46.199] 万ぐらいするからやだよ。中古で
[01:29:50.080] 2万ぐらいすんねんよ。あれ
[01:29:52.000] でかすぎんだろ。
[01:29:54.480] たか
[01:29:57.320] ね。ちょっと後でそれ返しとくからね。
[01:30:00.560] じゃ、ゲームリクエストさ、全部1回返金
[01:30:03.560] するわ。
[01:30:05.600] やってねえのいっぱいあるから申し訳ねえ
[01:30:07.159] から。ポイントさ、ま、もう多分
[01:30:08.600] リクエストした人ほとんど俺の
[01:30:09.840] リスナーじゃないだろうけど[笑い]
[01:30:12.360] 、ほとんどもうチャーム見てないだろう
[01:30:14.159] けど。返すよ、1回
[01:30:16.440] そこら辺秘密の場所です。昔のやつも返金
[01:30:20.960] できるの?ルギア返る。
[01:30:25.400] だから
[01:30:27.119] ルール、いや、マジでやるんだったら
[01:30:28.679] ルール決めようぜ、本当に。なんか前
[01:30:30.760] みたいにふわっとタイミング見てやるとか
[01:30:32.920] じゃなくて、もうそれが入ったらこ、
[01:30:36.400] 例えばドラクエやっててももう次のパート
[01:30:39.320] は1パート絶対やるとか
[01:30:43.400] で、もう1パートしかやらん。[笑い]
[01:30:48.000] めんどいわ。もう時間決めてやったりする
[01:30:50.400] 。
[01:30:52.159] にゃん。
[01:30:55.400] 昔のも全部返せるよ。本当はね、あの、
[01:30:58.920] このなんて言うの?チャンネルポイントの
[01:31:01.119] こういうリクエストとかって1個1個来
[01:31:04.719] たらその溜まってくんよ。俺の配信者の
[01:31:07.800] なんか通知に誰々さんが何々を聞き換え
[01:31:11.400] ましたみたいな。で、いろんな得典がある
[01:31:13.679] じゃん。で、それを完了ってやらないと
[01:31:16.679] 本当はいけないんだけど、ま、誰もやって
[01:31:18.080] ないと思うんだけど、こんなこと完了って
[01:31:19.840] やらないと返却ってのができるんで。
[01:31:22.360] だな。1
[01:31:23.000] 個も返却とかや、あの完了ってやってないから
[01:31:26.000] 全部返せる。
[01:31:30.800] この村はなんでか知らないけど子供の心に戻っちまった奴らがいて天て前なんだ。とても飛びさんを出す余裕なんかいいんだよ。心が子供に戻る。
[01:31:46.600] ああ、あんな感じでさ、見た目に変化は
[01:31:48.880] ないんだけど中身がね、心がね、子供
[01:31:53.280] みたいなんだよ。で、同じこと、同じこと
[01:31:55.440] 言ってる。[笑い]
[01:32:00.080] 同じことかよ。同じことか今言うな。
[01:32:04.719] 笑笑一郎な
[01:32:06.600] 一郎のな
[01:32:08.239] 草
[01:32:09.040] 一郎のな心がね。いや、同じこと言うな。すごいな。心がね。悪さしたりずらしたりそこで、え、体はそれで体は大人のままだから溜まったもんじゃないよ。満月の塔にいる。
[01:32:12.848] [笑い]
[01:32:27.719] あ、満月の塔か。
[01:32:36.360] その満月のトアには怪しい者たちが住ん
[01:32:39.040] でるんですか?え、さっきも言った通り
[01:32:41.560] 満月の塔は神父さんや木のいい人たちが
[01:32:43.600] 暮らしているよ。旅人と話をするのが好き
[01:32:47.040] だからって手を訪れた人たちに案内する
[01:32:48.719] ように頼まれてるんだ。けど今はそれも
[01:32:50.920] できなくてすまないね。水門が閉じられて
[01:32:52.760] いて船が進めないんだ。
[01:32:55.760] ああ、心が子供になったやつのいたずらだ
[01:32:59.159] と思う。鍵を盗まれてねえ。すぐに来て。
[01:33:03.520] 今度は家の中がジャムまれにされた。
[01:33:05.880] いたずらじゃすまない様だよ。
[01:33:09.719] なんじゃそれ?
[01:33:14.119] ラゴス君が言った。ラゴス君とか呼ばれ
[01:33:16.000] てるし。心が閉じ込められるっていうのは
[01:33:18.719] 心が子供になっちゃうってことだったんだ
[01:33:20.560] 。だから彼も子供のような話し方をしてい
[01:33:23.080] たんですね。でもラゴス君は満月の塔には
[01:33:26.239] 怖いやつがいるって言ったよね。今の人の
[01:33:28.480] 話とは全然違うんだけど。何事も自分の目
[01:33:31.360] で確かめてみましょう。
[01:33:33.800] え、塔に行くには水門を開けないとダめ
[01:33:35.679] だって話ですよね。名さんから頂いた鍵が
[01:33:38.719] 扱いそうです。
[01:33:41.320] なるほ。なるほね。なるほね。
[01:33:47.400] 一旦セーブかましとくか。
[01:34:05.880] そうか。でもリクエストか
[01:34:10.239] やりたい気持ちもあるけどなあ。
[01:34:19.960] なんかさ
[01:34:23.480] ね、いや、そのおめらみたいに俺にその
[01:34:28.760] ゲームをさせて俺がなんだろうな、
[01:34:33.440] やっぱその純粋無垢な気持ちでリクエスト
[01:34:36.679] されちゃうとさ、[笑い]
[01:34:38.920] 俺思んなかったら思んないってなっちゃう
[01:34:41.239] じゃないですか。
[01:34:43.800] おめら別にいいじゃん。
[01:34:44.920] 何リクエストしてもさ、俺がさ、なんだこのクソゲーって言ってもさ、むちろんそれが見たくてやってるみたいなとこあるじゃん。
[01:34:52.320] おんな。
[01:34:53.560] なんかそれでもなんかこう
[01:34:54.880] 山さんのモちベ下がるの怖いです。
[01:34:57.910] [笑い]
[01:34:58.560] もうそういう息まで言ってるんだ。
[01:35:01.960] 俺の今やっと再開した配信を崩さないようにしないとみたいな。もうその、もう、もうその息まで言ってるんだな、俺って。
[01:35:07.735] [笑い]
[01:35:15.560] ま、もう
[01:35:16.199] また配信しなくなっちゃう。
[01:35:18.216] [笑い]
[01:35:22.920] いや、ま、それは大丈夫だけど。
[01:35:25.520] 損ねないよう。
[01:35:26.719] いや、ま、そうよ。機嫌取れよ。チマゲームの大変だからね。チャマゲームの機嫌取んのは。いやいや、旅のお方ですね。話が通じそうでよかった。この町の大人たちにまるで中身や子供のようで明らかにおかしいです。
[01:35:43.159] 荷物にいたずされたり困ったもんで。
[01:35:51.639] まあでもなんかさ、確かにあれだよな。
[01:35:54.400] なんかさ、確かにさ、あの、
[01:35:59.520] チャンネルポイントせっかく貯まるし、
[01:36:02.920] なんかだからリクエストとかはもう俺の
[01:36:05.840] 負担になるけど
[01:36:08.719] なんか連続とか
[01:36:12.920] 大きくなったら武器屋さんになる。もう
[01:36:14.320] 武器屋ねんお前ガチャ戻せ。いや、あんな
[01:36:17.960] もんガリガリ下がるだけだぞ。
[01:36:23.880] さ、そういうチャンネルポイントにも
[01:36:26.600] リスナーとご飯デート
[01:36:31.639] 全然いいけどね。100回、100回
[01:36:34.280] 笑100
[01:36:35.000] 回連続視聴だったら
[01:36:37.400] アイドルかな?
[01:36:39.199] アイドルアイドル。うん。もちろんお前ら全ね。交通費も支宮。
[01:36:47.840] あ、これ水門は
[01:36:50.572] [笑い]
[01:36:51.320] もうま、それさ、マジな、マジのやつやん。マジであの女配信者がやってるやつじゃん。
[01:36:57.679] 20分20
[01:36:59.280] 分一緒にオンラインゲームやるとかあるよな。
[01:37:03.080] なんかおっぱい出してさ、
[01:37:05.159] Apexやってる女がさ、なんか
[01:37:07.840] 5
[01:37:08.000] 分間
[01:37:08.960] なんか20分3000円で一緒に
[01:37:12.560] Apex
[01:37:13.159] ワンマッチするとかなんかなんかでもあるよね。そういうのやってる悪い女
[01:37:18.960] ダブル
[01:37:19.600] おっぱい出してるさの配信者いるよな。
[01:37:25.480] そんなんあんの?
[01:37:26.639] あるやってる。いるいる。マジいるよ。
[01:37:32.639] 弾もあるやん。
[01:37:35.800] 俺もじゃこうやってやるか。こうやってマタニーマターニマ作って。
[01:37:46.000] 笑笑でもでもね、マジで今本当に考えているのは
[01:37:53.520] ベリニアみたいに言うな。
[01:37:55.560] マジで本当に俺が今考えてんのは
[01:37:59.760] 月1でってか考えるとまためんどくせえ
[01:38:02.760] けど
[01:38:04.960] サブライバー限定の18金ゲーム配信とか
[01:38:09.159] やりたいな。単純にそのみんなのためにと
[01:38:11.440] かじゃなくて俺が18金のゲームやりたい
[01:38:13.360] だけなんだよ。だってMSX手に入った
[01:38:16.679] からさ。MSX手に入ったからさ、
[01:38:19.560] エロゲーやりたくね。もうエロゲー
[01:38:21.199] エロゲーめっちゃ出てんねんこれって。
[01:38:24.320] あの、ドラゴン、今までやったドラゴンナイトとかいや、うん、いやた、キックとかじゃなくてキックでも多分絶対
[01:38:30.599] ban
[01:38:30.760] されるからキックって言うてもキックもうダメだからね。エッチの配信しちゃなんかキックならやれるみたくなってるけどキックもダめだよ。
[01:38:41.639] 暑すぎ
[01:38:43.199] だ。Disccordとかでやんの
[01:38:45.800] かな。しかないよね。多分多分倫理的にだって理的でお前らが想像してるエロゲじゃないからな。
[01:38:52.440] ニコニコ、
[01:38:53.639] あの、ま、だからドラゴン、
[01:38:55.719] 例えばだけどドラゴンナイトあるじゃん。ドラゴンナイトの俺
[01:38:59.560] PC
[01:38:59.880] エンジンマやったでしょ?ま、あれもだいぶエロかったけどあれさ、なんか女の子が夜家に来てさ、なんかうおってなったけどエッチしなかったやん。エッチするねん。パソコンは
[01:39:10.840] ずっしするわけじゃないのね。
[01:39:12.520] ずっし、ずっぽしだ。ずっぽしするのよ。するやつをやりたいなっていう。
[01:39:18.159] ああ、あったか。お前は18だから。18
[01:39:20.000] 歳以下だからだめだよ。
[01:39:21.199] お前は、お前は来ちゃだめだよ。
[01:39:23.480] 18歳以下だから俺が怒られるから。
[01:39:30.040] 来月までやらない。
[01:39:31.703] [笑い]
[01:39:31.760] お前18になんのか。
[01:39:32.920] 本当に。
[01:39:36.199] まあ、だからもういやいや、今高想で考えてるだけただやるんだったらでも本当になんかどうにただ単にぽっとてでやってもしゃあねえからさ。
[01:39:45.960] ま、本当にやるんだったらなんかそういう
[01:39:47.960] さなあ、サブスク
[01:39:51.480] 、サブスクね、してくれてる人だけで
[01:39:55.639] やれたらいいなって思うけどね。
[01:40:03.159] いやもレトロなエロゲやりたいん。レトロ
[01:40:05.400] なエロゲー
[01:40:06.440] 集金ですか?
[01:40:09.239] 別に[笑い]
[01:40:10.239] 別に見たくなかったらしなきゃいいんだよ
[01:40:11.960] 。
[01:40:16.599] そ、エロゲつっても最近のエロゲをやるん
[01:40:18.440] じゃなくて本当にレトロなエロゲね。昔の
[01:40:20.560] エロゲ。
[01:40:23.920] このMSXとかの昔のエロゲがやりてえ。
[01:40:27.639] あとPCFXとかのな。キャンバニーとか
[01:40:31.280] やりたくねえか。キャンバニー
[01:40:38.400] セーブしと。1回回復しとくか。
[01:40:54.639] なんかDisccordの設定で確かある
[01:40:57.199] んだよな。なんかサブスクしてるだけ人
[01:40:59.280] しか入れないようにするモードみたいな。
[01:41:01.639] それやんないと誰でも入れちゃうからさ。
[01:41:08.320] ま、クリアまではやんねえけどさ。
[01:41:14.639] なんかやれたらいいなあ。面白いよなってのはもうさすがにさ、
[01:41:21.840] Twitchでやってもうban
[01:41:23.000] されたら俺さ、次ドンモハメなんだろ。
[01:41:27.119] サブスク火災するか。
[01:41:29.400] サブスク火加火してもらえればね、俺は別にそのサブスクがどんな経緯で手に入れたサブスクだろうが俺に別にな収益入ってるから別にいいし。
[01:41:44.080] 応援の巻き物。
[01:41:47.945] [音楽]
[01:41:48.719] 汚い金も大歓迎。
[01:41:55.040] 応援いいね。
[01:41:56.719] 応援ってさ、バイキると?応援でバイキルとか言ったら言ったらバイキるとみたいなもん。いや、なんか
[01:42:08.159] 唐ゲ配信でマネロンも可能と。
[01:42:10.360] そうだよ。マネロン。いや、マネロンンっ
[01:42:12.639] ていうか、ま、俺のところに入っちゃう
[01:42:14.000] けどね。あ、別枠のバフなんだ。え、あれ
[01:42:17.080] でも攻撃力が上がるんじゃないの?応援
[01:42:19.560] って
[01:42:27.400] なんかでもそろそろさ、あれが手に
[01:42:29.080] 入りそうな予感するんだよね。なんだっけ
[01:42:31.520] 倍キルとかける応援で最強。
[01:42:33.719] あ、そうなんだ。
[01:42:37.480] そろそろさ、あの、なんだっけ?
