[00:00:17.840] ケムっす。
[01:22:28.280] 日の金曜日にシャドゲートか。
[01:22:32.639] ある意味1番怖いな。
[01:22:38.679] ローラー勢です。笑。
[01:22:41.080] やっぱこれローラー勢だった。
[01:22:49.400] 違うよね。
[01:22:53.560] いやあ、ローラーすんのもこれ大変なん
[01:22:56.520] ですけど、結構
[01:23:00.480] ローラーすんのもこれ結構大変だよ。
[01:23:11.080] いや、わかんねえよ、これ。
[01:23:14.400] これ結構ローラーもさ、パターン覚えるの
[01:23:17.800] しんどいんだけど。だってどっちの首が上
[01:23:20.920] かでも違うわけだもんね、これ。
[01:23:25.199] あ、結構大変だね、これ。
[01:23:31.719] まあまあべ、これ
[01:23:33.480] まあまあね、これ
[01:23:38.800] うっそ。これね、どこに答えあったんだよ
[01:23:41.679] 、これ。こんな今まで見た記憶ねえけどな
[01:23:45.159] 。
[01:23:47.840] まあまああるよね、これ。これまあまあ
[01:23:51.679] あるぞ。
[01:24:04.080] えー、ちょっと待って。めんどくせえ。
[01:24:06.960] これみんな今日これで終わるかもしれん。ごめん、みんなごめん。今日これで終わるかも。
[01:24:18.719] チまどベリーベリークてさせいよ。もうこれ何どっかに答えあんのかよ。わかんねえって。
[01:24:29.719] 金曜の夜にしみますね。
[01:24:31.760] しみるな。嫌な染み方だな。
[01:24:38.000] どっか答えあった?これ。
[01:24:41.560] いや、ないよな。
[01:24:45.199] いや、ないよね。あったのか。ちょっとさ
[01:24:47.199] 、戻ってみる。
[01:24:54.040] あったわみ。あった、みんな。あった。
[01:24:57.400] あった、あった。みんなあったわ。これだ
[01:24:59.840] 。ちっか。笑笑
[01:25:03.560] あったあった
[01:25:04.480] やった
[01:25:05.280] あったったあったメンべ
[01:25:06.920] あった
[01:25:08.440] えっと待っていいやっとねどっちも口焼きドラゴンの
[01:25:14.280] どっちも口焼きドラゴンの
[01:25:17.040] 知らなかった
[01:25:17.960] でもさ、これ画質があるすけさすがバタンちゃま
[01:25:23.239] 画質が荒すぎてわかんねえよこれ
[01:25:27.800] 1番上の剣の持つとこってさ、あれ穴
[01:25:30.600] 1個だよこ、全部一緒に見えてる。
[01:25:34.239] これさ、荒、画質が荒すぎて見えねえ。ちょ、写めろ。ごめん。写メっていうじじしか使わない単語。写メ。画質。あら、画質が荒すぎてわかんねえよ。写メ。
[01:25:59.360] え、で、ここな
[01:26:00.880] しわしわ。
[01:26:02.080] しわしわ。えー、ほんでもうな、
[01:26:11.199] チまさんの年代でもシメって言うんだって安心したのに。
[01:26:14.719] いや、俺、ま、一応俺ガラ系世代だからな、最初は。えー、多分
[01:26:20.920] 1だろ。1
[01:26:22.159] のほんで、えっと、右の首が下。口開き。
[01:26:26.719] 口焼きの口焼き口焼きのこっち側が上。これ、これなってるはず。うーい。うえ。
[01:26:44.679] パチパチパチパチパチ。
[01:26:48.040] これですわ。これですわ。やっぱりこれ怖。何これ?
[01:26:53.920] ピス。
[01:26:54.880] 絶対迫ってくるやん、これ。
[01:26:57.960] FF4
[01:26:58.520] のさ、パロムとポロムみたいな感じで絶対こいつ
[01:27:01.520] 今日進捗ぐない。
[01:27:02.800] 今日進捗ことならぬ。
[01:27:07.760] 壁が喋った。
[01:27:11.119] もしもお主がどうしてもこの先へ行きたいのであれば我が問いに答えるが良い。我が問えに答えるか。
[01:27:21.480] その心構えができていなければ今控返すが
[01:27:25.560] 良い。心構えがありません。一度セーブを
[01:27:28.560] させてください。お前は多分待ちえ。そう
[01:27:33.360] いうちょっとどこまでえ、どこまで戻され
[01:27:36.440] た?これえ?入り口に戻されてしまった?
[01:27:39.000] ま、いいや。別に大した距離じゃねえよ。
[01:27:42.239] 大した距離じゃねえわ。ちっか
[01:27:46.440] びっくりした。この白の最初に持されるか
[01:27:48.239] なったかった。
[01:27:49.239] 笑そんなもうすぐ行けるわ。答え知ってんだから。レ
[01:27:56.560] めっちゃリレミトされた。待ってこれ。あ、ここもちゃんと溶けてるわ。一旦セーブしようぜ。一旦セーブしよう。ここで一旦セーブしなんかあいつはなんかと問いに間違えたら問答無用で殺してきそうだ。
[01:28:12.920] こと
[01:28:18.760] 行くぜ。
[01:28:21.159] あります。王家が修行を金え、そんなん黒
[01:28:26.280] 魔術でしょうが。う、正解じゃん。可愛い
[01:28:31.760] なこいつ。え、それだけ。ああ、第2の壁
[01:28:36.719] か。びっくりした。
[01:28:39.719] それだけかと思ってしましょう。次なると上に答えよう。あ、セーブしてもよかったかな?家の紋章。ドラゴンは口を開けてるよ。だってついさっきやったばっかじゃん。う正解じゃん。可愛い。こいつ悪いやつじゃないのかもしれない。だんだん顔がなんか弱気になってきてる。
[01:29:03.400] いい味がしてきました。
[01:29:04.719] セなかなかいい。
[01:29:09.000] いいおいにが次なるといいに答えよ。アントラルの息子である大富豪の名はアリストーリー。いやいやいや、そんなんも分かってるって。今までやってきたやん。
[01:29:21.320] とマニーファセスジアチングトーメニフェイズ
[01:29:25.320] す。
[01:29:25.760] おビデオゲームスチューピッツンキーフォカミン久しぶり。
[01:29:30.719] ロングタイムの惜しい。
[01:29:35.440] えー、破滅の危機が及ばれてるせ、叫ばれ
[01:29:38.360] てる。ん、絶滅の、あ、ドラゴン、
[01:29:40.840] ドラゴン、ドラゴン。え、めっちゃ簡単な
[01:29:43.119] んですけど。てか俺こんなにこのゲーム頭
[01:29:45.960] に入ってるんだ。なんかちょっとずつか、
[01:29:49.440] ちょっとずつ悲しそうな顔になっててる。
[01:29:55.600] 笑笑。
[01:29:57.119] カルトゥーン運の正当な王はロードジェル。ええ、なんでそこだけダメなんだよ。うわ、
[01:30:06.040] いつかやってきたね。
[01:30:09.119] いや、ここだけはダメだった。あれだ。
[01:30:11.719] 食い気味に拒否ダブルシャドウゲート
[01:30:14.159] 64トライアルズオブザ
[01:30:16.960] 4タワーN6
[01:30:20.520] 最後最後だけはちゃんと嘘つかなきゃいけないんだ。
[01:30:24.679] 周波の違い
[01:30:25.560] 周波の違いをちゃんとそこはダメなんだ。あれしないと尊重しないと。でも別にこれ間違えた時のペナルティが少なすぎるでしょ。また最初からかよ。また最初から。見て。ほら
[01:30:40.320] 1問目。こんな自信満々の顔なのに
[01:30:50.119] 元気になっちゃった。
[01:30:51.840] バシルーラじゃなくてリレミトだからな。可愛い壁。笑。
[01:30:56.800] ちょっとずつんかなかやるなみたいな顔なってきた。あ、あ、あ、え、あれなんか問題変わった。
[01:31:07.719] 宿屋の奥さんでも問題変えてきた。
[01:31:10.239] こいつ変えてきた。変えてきた。
[01:31:11.679] ロードウェイのことをウエストランドだがしかしだがしかしちょっとずつ自信がちょっとずつ顔が悲しくなってきた。
[01:31:22.119] 小ざかしい
[01:31:24.440] 小ざかしい。
[01:31:26.719] え、何?王家の紋章当にえ、重が銃は1つ
[01:31:33.679] う正解じゃ。
[01:31:38.400] 小ざかしいって。そう、なんかちょっと
[01:31:40.760] 問題変えてくるの。
[01:31:44.320] えー、刑罰にも用いられる死の指輪は、
[01:31:48.360] え、警罰にも用いられる死の指輪は、え、
[01:31:51.080] 何これ?え、何これ?
[01:31:55.280] え、何これ?知らない。
[01:32:00.840] あ、違う?何?知らん。はあ。あの指
[01:32:04.199] はめら死ぬって罰
[01:32:06.159] なんだ。笑笑はめたら死ぬやつ。はめたら
[01:32:09.360] 死ぬやつって青じゃなかったっけ?
[01:32:13.239] え、これやん。あ、これや。ごめん。緑
[01:32:15.840] だった。あ、ごめん。普通に俺バカすぎて
[01:32:17.960] 、あの、バカすぎてこれを緑なんかこの、
[01:32:20.400] これ、この色分かってなかった?あの、
[01:32:22.960] ごめん。間違っした。これ普通にバカ、
[01:32:26.280] バカで。うん。高卒だからわかんなかった
[01:32:28.080] 。
[01:32:29.800] 高卒だから、あの、あの、あの文字読め
[01:32:32.360] なかった。ごめん。
[01:32:38.560] じゃげはめ。あ
[01:32:39.280] あ、こいつバカだ。
[01:32:44.080] 日本では青も青だから。
[01:32:46.000] いやね、青信号って言うもんね。緑のままこっから分かった。王家の間を、え、証明するもの。家の指輪。うん。ね。
[01:33:08.320] 結構問題のパターンあるな。
[01:33:16.400] ドラゴンは開いてる。
[01:33:18.920] 相通る。
[01:33:28.600] え、1つ。
[01:33:31.800] ここなんだよ。ここが難しい。次が難しい
[01:33:33.920] んですよ。ここが難しい。
[01:33:38.880] 同じ問題来い。あ、ドラゴンド。ドラゴン。あ、問題もあれなんだ。前後することもあるんだね。もう驚愕してる顔が。
[01:33:50.679] よしよし
[01:33:51.560] よしよしよし。これかな?同じ問題。来い。カルトゥーンリンの正当な王はドレスリンです。うー。正解じゃ。正解じゃないんだけどな、これ。これ正解じゃないんだ。えー、来たよ。
[01:34:07.000] 来たよ。来たよ。ちょっとセーブしよっか。セーブしよう。セーブ。セーブ。セーブ。もう
[01:34:11.520] 1回やんの。やだ。これ
[01:34:15.040] パチパチパチ。
[01:34:16.719] 多分これワープでしょ。わあわあ。そうだ。またこっからワープのなんだ。あ、何これ?うわ、ちょっと待って。何これ?絶対当たる。おい。操作が逆になってる。操作がなんかボタンがめちゃくちゃになってる。ボタンがめちゃくちゃになってる。ほら。
[01:34:36.080] うわ、だる。これ
[01:34:37.280] 恐ろしいのある。笑。
[01:34:38.560] いや、これ多分操作がばラバラになってるから逆転の発想だから逆になってんだよ。なるほどな。はい。はい。こういうことね。逆になってます。これ
[01:34:51.600] 抽出物飲んでみたら草。
[01:34:56.920] そあ、危ない。あ、確かにそれ頭いいね。なんでどれだっけ?逆転になっちゃうやつ。
[01:35:04.119] 逆転になっちゃうのってヨドラの抽出液
[01:35:05.920] だっけ?
[01:35:08.000] これ飲むとなんか操作逆になるんだよね。
[01:35:15.880] あ、だめだ。ああ
[01:35:18.000] か操作逆にぐちゃぐちゃになって、もう
[01:35:21.199] ガチャガチャになっちゃった。あ、もう
[01:35:23.360] わかんねえ。どうもうごちゃごちゃ
[01:35:25.880] ガチャガチャになっちゃった。
[01:35:26.920] 笑笑
[01:35:28.760] ガチャガチャになった。
[01:35:29.600] 笑笑。えらいこっちゃこれも。これどうも。
[01:35:33.159] 笑笑。
[01:35:34.400] よしよしよしよしよし。これこれでオッケー。そしたらあ、逆転になった。
[01:35:38.880] ガチガチ。
[01:35:39.960] これめっちゃむずない?これめっちゃむずない?これ危ねえ。えっと、ほんで、あ、違う、違う、違う、違う、違う。あ、絶対触っちゃだ。
[01:36:00.639] え、
[01:36:03.040] いや、むずいて。
[01:36:05.800] うわ、しかもなんか操作があ、入れ替わっ
[01:36:09.159] て。
[01:36:14.239] あ、来た、来た、こうで、こうで危ないよ
[01:36:19.239] 。危ないよ。え、どうやって行くの、これ
[01:36:22.800] ?
[01:36:24.840] ちょ、待って。
[01:36:27.400] え、ここを、この間を通ってくる。
[01:36:30.360] いや、それはむずいんちゃいますか。ここか。よし。オッケー。オ、オケ。オッケー。これちょっとこれ死んでみたいなってちょっと思ってる。ここで死んだらどんなセリフ言うのかなってちょっと思っちゃってる。
[01:36:47.800] デスポ気になる
[01:36:49.159] なあ。ああ、クリアしちゃった。ごめん。クリアしちゃった。ちょっと見たかった。
[01:37:02.000] あ、戻った、戻った。よしよし。燃え尽きる前に最上会や光を届けよ。何を?
[01:37:09.199] ちょっと、ちょっと。笑。進捗くらいあるのでは?
[01:37:13.360] あ、あれ?えー、何それ?
[01:37:23.600] パチパチ。
[01:37:27.199] 笑笑。ドわあ。
[01:37:30.280] セーブしたし。セーブしたし。
[01:37:34.760] ふふ。笑。
[01:37:36.440] よしよしよしよしよし。こっからで
[01:37:40.360] 1
[01:37:40.520] 回これ死んでみていい?ドーン。思うまに体を動かすことよ叶わぬ恐れき試練の塔の罠。回転する狂心に触れたディルは無惨にも切り裂かれ刃の錆となってしまった。
[01:37:54.599] こうして試練の塔に向かったまま帰らぬものがまた
[01:37:57.960] 1人増えることになった。トライアゲイ
[01:38:07.119] いいっすな。いいっす。やっぱ見とかねえとな。いや、
[01:38:09.639] 1回は見とかねえとな。そエムデー
[01:38:14.760] でん
[01:38:16.520] デスポエム
[01:38:18.560] なんか昔の方が味があったよね。
[01:38:20.800] うん。ちょっとね、昔の方がもっとなんか味があった。
[01:38:23.679] このデスポエムをね、もっと臭いこと言ってほしいな。
[01:38:28.159] 残念。
[01:38:31.440] よしよし。ここ抜けたらセーブしよっか。その操作が逆しちゃってうわあっていう感じなんだろうけど、そこまで難しくないっていうね。そこまで難しくないって。
[01:38:51.639] セーブ大事。セーブ大事な。この次の部屋
[01:38:54.360] 行ったらセーブ行くわ。
[01:38:58.560] そこまで難しくない。
[01:39:03.040] そんなむずくないでこれ
[01:39:11.840] セーブしよう。
[01:39:17.320] ほんで何な?なんて言ってた?
[01:39:21.400] 燃え尽きる前にアーダコだってたね。どの
[01:39:24.639] ような時も諦めてはなら騎士がもたらす
[01:39:27.599] 救いを探すのだ。どういうこと?
[01:39:32.040] え、暗闇みの迷路に挑む勇気があれば火を
[01:39:34.080] 飛ばせ。外れば与え。
[01:39:37.280] えっと、火中かな?
[01:39:41.119] オでこれを持ってく。
[01:39:47.080] ロソを手に入れる。どっから声の手にその手のその手のソを運びしえが風に負ける時全てを振り出し戻る。どこ?何があれ?どっか扉か?あれ扉じゃなこ?あ、これ扉か。
[01:40:07.040] 分かりづら扉。
[01:40:13.000] 何?何?
[01:40:22.760] うん。なんかまたなんかまたこれ
[01:40:28.159] なんか今日すごいここで終わりそうな気が
[01:40:31.360] するよ。
[01:40:39.480] 何?
[01:40:41.960] 突器が出ている。スイッチだろうか。
[01:40:46.199] どっかで壁が動くような音がした
[01:40:53.840] ん。ここ開いてなかったよな。
[01:40:57.280] あ、どんどん溶けてくる。王がどんどん
[01:41:00.880] 溶けてく。鍵がかけられてる。にこっちか
[01:41:03.960] 。
[01:41:08.000] いや、もうなんか壁が近い。壁が近くて
[01:41:10.800] 気持ち悪い。あれ、これ一周周しちゃった
[01:41:13.639] 。
[01:41:15.760] あ、待って。鍵がさ、地面に落とされてる
[01:41:19.840] とこやめてね、そういうのは。オす。
[01:41:22.679] お前さんお得意のそのちゃんこんばんは。
[01:41:26.400] え、なんやんやんないやん。なんないやん
[01:41:29.040] ないやんないやん。何もないやん。
[01:41:35.280] なんだよこれ。ちょっとだるいって。
[01:41:48.560] うーん。
[01:41:50.679] なんだろうなあ。鍵がどっかに
[01:41:52.880] ああんだろうな。
[01:41:56.040] これはこれやばそう。
[01:41:59.320] なさすぎて寝起きてしまう。
[01:42:02.440] 今日はめっちゃあるよ、今日。あ、これ、あ、え、え、え、え、うわ、何それ?また最初からやり直しかい。え、うわか。え、これちょっとだけ声したな。
[01:42:18.440] 笑笑。
[01:42:19.599] ちょっとだけ声した。でんてん。
[01:42:25.320] おい。
[01:42:26.840] うわ、
[01:42:30.159] いや、マジか。この迷路はしんどそうやの
[01:42:34.159] 。
[01:42:37.239] ちょっとあの迷路しんどそうやね。
[01:43:13.320] これ鍵閉まってた扉あったじゃん。あれっ
[01:43:16.400] てさ、
[01:43:18.520] さすがにこの迷路の中で鍵あるんだよな。
[01:43:21.520] 俺今まで拾ってきたやつがそれの鍵だっ
[01:43:24.199] たりすんのかな?
[01:43:28.280] そんなこと言い出したら取り逃してます
[01:43:29.880] なんつったらまた地獄やぞ。
[01:43:34.119] これ押します。
[01:43:37.920] 壁が開く。
[01:43:43.040] この角が開きました。奥がかあえ
[01:43:47.320] 。ここが鍵閉まってんだよな。いや、
[01:43:50.000] さすがにこれ開いたりしないっしょ。ただ
[01:43:52.520] ね、1個使ってねえ鍵があるんだよな。
[01:43:56.800] 赤場の鍵じゃなくて、これ使ってないよな
[01:43:59.080] 。
[01:44:01.320] 鍵穴がない。なんだ?で、この奥何にも
[01:44:05.320] ありません。何にもない。行き止まり。
[01:44:09.599] さっきのスイッチでここ以外の壁もどっか
[01:44:12.119] 開いたのかな?
[01:44:14.480] この回もう何もねえんだよな。
[01:44:28.000] あれ、さっきここ出たらなんかあれし
[01:44:29.719] ちゃったんだっけ?ダメだったんだっけ?
[01:44:31.199] こっから入ってきたんだっけ?
[01:44:36.280] こっから入ってきたんだよな。
[01:44:39.719] ここは出入り口だもんね。
[01:44:48.040] これ触ったらどうなるんだろう?
[01:44:56.320] あ、最初のとこに戻ってきた。うーん。
[01:45:04.040] うん。
[01:45:10.320] いやあ、これはちょっとこれはちょっとね、
[01:45:23.760] やばそう。
[01:45:25.000] これはちょっと嫌な、嫌な追いがしてるよな。嫌な追いが。
[01:45:43.760] これはちょっとね、叫許してくれませんよ。
[01:45:47.080] これはこれはちょっとやばそうですよね。
[01:46:08.880] 鍵が
[01:46:15.040] うわ、なんだこれ?ちょっと待ってくれ。
[01:46:18.440] いや、もうやだって。こういうの本当に
[01:46:21.440] このゲームのこういうのは本当にほんま
[01:46:24.960] あかんねんから。こういうのは。
[01:46:31.320] 完璧してくださいね。マジで。
[01:46:34.920] いや、何もないやないかい。何もないんや
[01:46:37.840] ないかい。
[01:46:40.880] あと壁が開いたところあんのは
[01:46:47.880] ここが出口でしょ。で、こっちは何もない
[01:46:50.599] 。兄弟出きそう。
[01:46:56.639] あの、おで、おでこに、おでご、おでこに
[01:47:00.199] 1と2って書いてあるやつね。おでこに
[01:47:02.960] 1と2
[01:47:03.480] って書いてある兄弟ね。そんなキャラデザあるかよ。おでこの
[01:47:09.480] 1と2
[01:47:09.920] って書いてます。やっぱここに戻されるんだよね。あれでもなんかロソ持ってんね。
[01:47:24.880] あれでもロソ持ったまんまだ。
[01:47:29.760] え、ロソ持ったまんまだよ。なんかあるの
[01:47:32.400] かな?
[01:47:44.320] あ、ロズ消えた。あ、消えるんだ。うーん
[01:47:47.400] 。
[01:47:55.880] こいつにも触ると1番最初のとこ飛ばされ
[01:47:58.520] ちゃうでしょ。
[01:48:06.480] あ、触っちゃった。
[01:48:14.400] 誰?もう1回クイズやり直しな。えー、
[01:48:17.560] これなんだ?わかんない。
[01:48:22.280] わかんねえな、これ。
[01:48:31.280] まだ落ちてない。
[01:48:34.880] 落ちてない。
[01:48:38.080] 違うか。えー、なんでかいね、これ。
[01:48:44.480] 騎士がもたらす救いを探す。どういうこと
[01:48:47.239] ?騎士がもたらす救いって何?
[01:48:52.520] なんだ?騎士がもたらす
[01:48:55.239] 救いって。
[01:49:40.040] ええ、なんだろうね。これはわからん。
[01:49:43.760] なんかその
[01:49:46.360] な、何て言うんだろうな。
[01:49:49.520] なんか引っかかりもないっていうか、その
[01:49:51.920] なんか
[01:49:53.679] これなんだろうなって考えるのはいいんだ
[01:49:55.880] けどさ、なんかこの推理のきっかけもない
[01:49:58.719] というか何もわからない。何ですかこれ?
[01:50:01.960] 開いてないもんね、ここね。で、こっちは
[01:50:06.520] こっちも何もないんだもんな。鍵とかも
[01:50:09.760] 落ちてないしね。
[01:50:13.480] ああ
[01:50:43.199] 。
[01:50:52.920] きちき
[01:50:59.920] きち
[01:51:01.760] バカきちほんでここに戻されんのって何なんだ
[01:51:12.920] 騎士の救いってなんや
[01:51:15.040] なあ。
[01:51:16.480] で、ここに戻されるのってなんか意味あん
[01:51:18.360] のか?
[01:51:33.440] 騎士の救いって何
[01:51:58.000] ここに来ると消えるんだよね。ここに来る
[01:52:00.880] とロソは消えちゃうんだよね。いや、なん
[01:52:03.880] か関係してそうだけどなあ。
[01:52:08.880] なんか関係してそうだけどね。
[01:52:24.599] あ、これこううるせ。
[01:52:32.920] えっと
[01:52:36.000] ね、まずここはあれだろう。何もないくて
[01:52:40.360] でさ、あの上のス、あ、違う。スイッチ
[01:52:42.800] なくてもここ行けるん。ええ、
[01:52:51.599] なんかここなんかありそうだけどな。ここ
[01:52:55.520] に戻れる必要がないもん。
[01:53:04.040] うん。
[01:53:06.320] ああ。
[01:53:30.360] ここでも行くと多分ダめだね。
[01:53:38.239] いや、ちょっとさあ、
[01:53:42.040] ちょっとさあ、
[01:53:50.560] こい、氷は叶わんわ。氷は、
[01:53:56.960] 氷は叶わん。
[01:54:05.840] 弾どうすんの?
[01:54:08.760] いや、これはかわん。いや、もうなんなは全然わかりませんがね。
[01:54:27.480] どうした?ハピコン。
[01:54:32.840] これは分からんぞ。
[01:54:41.000] あ、
[01:54:54.880] はあ。
[01:55:00.000] またここやり直しか。
[01:55:30.360] これ
[01:55:34.320] 詰まってる時は哀愁カメラ見てる。笑笑うてなったわ。これはきついなあ。みんなは分かる。みんなも一緒に考えてね。ごめん。ちょっとあのちょっと一旦休憩しますか。
[01:55:58.800] 全くわからん。
[01:56:01.040] 休憩しません。イターンイターン休憩しようぜ。ちょっとこれはちょっとね、これはね、ありませんのでちょっと待っててください。
[01:56:13.239] タバコで
[01:56:15.239] やべしてくれよ。もう
[01:56:20.639] 今吸たは美味しいでしょうね。
[01:58:25.320] เ
[01:59:20.079] 茶窓会さん、
[01:59:37.880] グコ305グぐこと305グぐこと305
[01:59:44.599] ちゃまブーさん
[02:00:02.360] 気持ちは分かります。1回座って落ち着き
[02:00:05.400] ましょう。ダブルゴッドオブトリロジー
[02:00:09.239] リメイク発表ティーザー視聴中。
[02:01:12.440] いやあ。
[02:01:15.840] ちょっと待って。あの、飲み持て。
[02:02:05.920] さてさてさてと。さてさてですよ。
[02:02:12.800] よいしょと。
[02:02:20.520] 寒バいから外バカみいいからよろしく。ま、外なんか行ってないんだけどね。やっていきますか。
[02:02:32.440] 可愛いタオルですね。吸ったな。
[02:02:35.800] タオル。
[02:02:36.119] 寒い時はシー者に限る。
[02:02:38.520] 膝かけな。
[02:02:40.079] クプクプ。
[02:02:41.599] ケピ、ケ。攻略サイト見たね。
[02:02:45.159] 見てねえよ。見てねえよ。見る時はお前らに任す。よし。あのね、もうちょ多分だけどね。
[02:03:01.239] 見てのわかんないけどね。
[02:03:02.760] 多分だけどね。見てんの?多分だけど。笑。
[02:03:07.520] 多分だけど今日ここで終わるわ。おそらく。
[02:03:12.159] 今日やっても1時までだからおそらくここ
[02:03:14.960] で終わる気がする。やだな、もう。
[02:03:20.960] やじゃ。リップクリーム塗るわ。
[02:03:25.159] リップクリーム塗ろう。
[02:03:28.920] 明日バレンタインだからキスするかもしん
[02:03:30.560] ねえけどな。明日バレンタインだし
[02:03:35.719] かもしんねえから。
[02:03:40.320] 古き個人サイトの攻略って感じで詫びさぎしてます。しい笑がっつりした入れてがっつりした。
[02:03:50.040] キスがっつりがっつりした。キモいってキスとかもうわかんないから漫画みたいなチの仕方しか知らない。これもうマジで女の俺女の子とチューズの時もうこれしかできないから。
[02:04:09.639] マジでこの中、
[02:04:11.280] この中の仕方しか知らない。
[02:04:14.320] この中の仕方しか知らない。えー、ここ押すまではなんかなんかあってそうなんだよな。あってそうな感じ。ベロだ。
[02:04:29.159] 3回
[02:04:34.119] 大人のキスよ。
[02:04:35.719] 帰ったら続きをしましょうつって教えてもらう側。
[02:04:39.159] 教えてもらいてえよな。手足取りね。手と足とりはあなんだけどこのゲームマジでどうすりゃいいんだよ。
[02:04:48.840] みさんエち
[02:04:50.040] みさんエちよな。あ、みさんなんだよな。やっぱな。だらしないところ俺。
[02:04:58.520] あの、あの、エヴァンゲリオンのみさんのせいでな、ちょっと女の人のだらしないところにキュンと来るようになっちまったんね。エヴァのあのみさんのせいなんだよ。だらしないのいいよな。
[02:05:17.520] 壁歪まされた。歪された。
[02:05:20.079] だからか。
[02:05:21.320] だからか思い当たる節あり。
[02:05:24.400] 冷蔵庫の中身全員部カビ
[02:05:31.000] わかんねえよこれでも
[02:05:35.559] 2
[02:05:35.760] 回何もないやんねえ。あ、え、何これは?これ絶対行ってねえよな。うわ、なんだそれ。ごめん。クリアできるかも。
[02:05:53.000] おい、おい、トイレ行った。おい、トイレ行った瞬間にこれじゃ、お前、俺が、俺が攻略サイト見たみたいじゃん。やめてよ。
[02:06:03.920] そんなの俺が、え、そんなの俺が攻略サイト見てちょっと待って。本当に見てない。本当に見てないよ。ですね。
[02:06:12.239] 見てねえって。クソサミーナが卵吸ってきただけだよ。クソサミーナがベランダ行ってタバコ吸っただけだよ。
[02:06:18.400] 知ってたよ。
[02:06:19.480] いや、見てねえって。見てねえよ。
[02:06:22.320] マジで見てない。そんなおい、トイレ行く振りして攻略本見るもこみたいなことしねって。とりあえずこれ押しちゃおう。壁が動く。
[02:06:39.719] サム空のタバコくそうまそう。
[02:06:41.679] あ、これか。あれ?ここなかったよな。
[02:06:44.520] こんばんは。
[02:06:46.079] あ、にありさんこんばんは。地獄をやっています。
[02:06:48.880] あったら押すのが男。
[02:06:51.520] 特があったら押すでしょうが。何回も押しちゃうんだから。ここか。ここかて。で、俺こっから来たの?これ
[02:07:00.159] 楽しい地獄を見に来ました。
[02:07:02.880] プレイする地獄。え?あれ?どうなって俺?どっから来てどこ?俺どっから来てどこに行くの?どこから来てどこへ行くのか。
[02:07:17.360] 優しく触らないかんよ。
[02:07:21.599] 優しく触らないかんよ。自分がスケベなんのせいにしたらあかんよね。えっと、あ、なんかでも進んでるのかこれ突器あるけど。あ、絶対そうだ。あ、あっそ。あ、でもロソが溶ける。ロソが溶けてくなる。
[02:07:46.960] あ、やばい。ロソが溶けて投げる。結構
[02:07:48.920] 時間なくない?これ
[02:07:54.000] ん?どこが開いた?
[02:07:58.079] え、どこが開いたんだ、これ?あ、あ、あ
[02:07:59.800] 、これか。
[02:08:04.840] うわ、なんかもうロソがなくなりそう。
[02:08:06.960] もう終わるか。
[02:08:12.480] え、何これ?同じ部屋がずっとおい、これ
[02:08:17.280] PT
[02:08:17.679] みたくなってるって。同じ部屋がずっと続いてるって。おい、これ
[02:08:23.159] PTだろ?これ
[02:08:29.239] ずっとやってほしい。
[02:08:30.440] PTもうできねえんだよな。もう、もう
[02:08:31.960] PT
[02:08:32.280] ってあれ、もうダウンロードとかできないでしょ、あれ。もうえるとそこには
[02:08:39.800] 怖いって。
[02:08:43.719] ブアワールドでプトあるよ。
[02:08:45.559] え、VR
[02:08:46.639] で怖。やべえ、これロソなくなったら終わりそう。おい、
[02:08:52.440] PTやんけ、これ。マリオ
[02:08:55.280] 64
[02:08:55.760] のあのなんかあの無限に所属す。とった。
[02:09:11.520] ケツワープするしかない。ああ、どうなんのこれ?努力を怠れば決して公明を見出せる。未熟も勇気があれば再び挑むがよ。
[02:09:26.920] ぬわあ。
[02:09:30.119] うわあ。ここに戻されるんだ。まあでもここだからいいか。
[02:09:34.159] え、な、何ですか?なんですか?なんかでもちょっと掴みかけたよ。よ
[02:09:40.719] 立ちされたよね。
[02:09:43.159] あるかされるとかじゃなくてよかった。
[02:09:45.679] まだな。でも初代シャドゲートも確かにロソ消えたら死んだ死ぬあれだったもんね。なん、なんかでも公明見い出した。これ多分時間めっちゃ何回もやって覚えてくやつだね、これ。多分ねえ。
[02:10:03.679] あ、ここ壁縛ってんだ。一応だからここ
[02:10:05.840] さっさと行って、さっさと行ってここの
[02:10:09.159] スイッチ押す。スイッチをもうこの壁にさ
[02:10:13.760] 、体擦すりつけねえとさ、この壁のさ、
[02:10:16.960] 当たり判定が、このスイッチのさ、判定が
[02:10:20.520] さ、壁に体を擦すりつけないとダメなんだ
[02:10:23.000] よ。間違って下行っちゃったよ。
[02:10:27.719] アイテムの判定クソ厳しいのにさ、この
[02:10:30.520] エリア移動の判定はめっちゃ広いんだよね
[02:10:32.760] 。
[02:10:33.520] ちょっと近づくだけで推せられる。
[02:10:35.800] 顔から耳までの長さしか腕ない説。
[02:10:40.760] めっちゃ腕短。ここゴこゴ。で、ここを上がります。
[02:11:06.239] これ押します。
[02:11:10.480] なんかさ、全部スイッチ押して回ってる
[02:11:13.000] けどさ、押さない方がいいとかあんのか。
[02:11:17.040] あそこの下り階段気になるねえ
[02:11:20.360] 。多分これ下りしかねえな。下展
[02:11:27.400] したかと思いきや。
[02:11:29.440] ダブルシャドゲートシャド初代松明の日が消える。
[02:11:34.199] そうそうそうそうそうそうそう。
