[00:00:33.760] 待ってたんだよ。黄色やな。
[01:10:01.920] 錆談しないからね。
[01:10:04.960] 嘘やん。
[01:10:06.480] 嘘やろ。夢やんな。
[01:10:07.960] やだ、やだ。
[01:10:10.080] みんといて。ミんといて。で、
[01:10:12.320] 顔が行かないで。
[01:10:20.960] 地下神殿ってどっから行くの?地下神殿でどっから行くんだ?みんこじゃないの?あ、違う。ここか。はあはあはあ。
[01:10:44.280] ああ。
[01:10:44.960] 階段降りれば砂漠の旅の神殿ですが、今お
[01:10:47.480] 1
[01:10:47.600] 人よ。女王様の命令です。南ピた女王様と
[01:10:53.320] 2
[01:10:53.480] 時までやってたあの頃は良かったなんて言わない。
[01:10:58.000] 2時までやって2
[01:10:59.679] 時までやお。うん。あのね、あれやで。今のがずっといいと思うよ。
[01:11:08.199] なんかその
[01:11:10.360] 2時までやってると俺もうほんまもう喋ら
[01:11:14.320] なくなるよ。
[01:11:16.800] こんなあはだって笑ってなかったやん。
[01:11:19.440] もうもうこうやったやん。
[01:11:26.320] 笑笑
[01:11:29.040] 短く濃い配信が1番いいね。懐かしい。
[01:11:37.520] なんやん、次。ああ、しんど。
[01:11:49.679] ああ。うん。これ、これだよ。お疲れ。
[01:12:04.440] これだからね。
[01:12:06.159] ひどいでしょ。これでもいいのか?これでも長くやってほしいか?その眼鏡レンズ入ってない?
[01:12:16.480] 眼境レンズ入ってない。気分でつけたりつけなかったりしてるのが
[01:12:20.880] でしょ?そうでしょ?
[01:12:22.800] そうでしょ?チャ
[01:12:23.159] ネポで楽しそうにグッズ作ってたあの頃が良かった。
[01:12:27.560] なんて言わで楽しそうにポチネポでチネポで楽しくグッズ作グたことなんかあったっけ?そんなそんなことしたことあった俺。ワイル弾んだけやって見事ザたちより先回りできたな。おいねえもうなんなんこいつら。きしいわ。この弟ども兄貴ども。
[01:12:50.080] そんなまさかな
[01:12:52.199] んだかよくわかんないけど大事なも見つけられたしな。
[01:12:54.480] うははは。桃も俺たちに恐れをなして出てこないし。よかったよかった。わはなんなんこいつら。恥をしれよ。
[01:13:07.239] なかなか面白いことになってく。
[01:13:08.600] 仕事行く前に釣り行こって誘われたんだけどどう思う?
[01:13:14.639] いや、いるよね。釣り行くやつってさ、仕事前に行くよな。な、何なんだろうな、あれな。信じらんねえよな。
[01:13:22.239] おきね。
[01:13:23.000] そう、そう、そう。5時とかから
[01:13:25.719] 8時の
[01:13:26.719] しい。笑笑3
[01:13:28.199] 時間の間に行くね。そうそうそうそう。いや、それいいるんやけどいるよね。そういうやつ
[01:13:36.920] 怖すぎて震えてる。
[01:13:38.120] 俺絶かねえわ。俺絶対行かねえ。
[01:13:43.480] その誘ってきた人が誘ってきた人がエッチカップのバカバカクソエロ女だったら行くけどエッチカップのバカクそエロ女だったら行くけどね。うん。男だったら絶対行かないねん。
[01:14:00.400] おはな金曜でも迷うのにでも
[01:14:03.520] 4時半からそ
[01:14:07.520] 誰もそこまで言ってないじゃないですか。誰もそこまで言ってないじゃないですか。
[01:14:11.639] 笑笑。
[01:14:12.440] 誰もそんなそんなんまあね、あの釣り竿がな、こっちの釣り竿の具合もどうだいっつってな。バカ野郎。バカ野郎。バカ野郎。
[01:14:27.120] ドア。笑。俺の釣り竿はビンビンだよ。
[01:14:32.320] バカ野郎。
[01:14:33.639] 黒い釣り竿。
[01:14:36.159] すごい釣り竿じゃ。釣り竿じゃいいボケ。
[01:14:41.040] 助けてくれね。このさ、こいつらどうにかしてくれ。
[01:14:45.600] 細くて折れちゃうじゃのて。
[01:14:48.120] コキングで頼む。
[01:14:52.080] いやいやいや、これこれ助かない。
[01:14:55.040] 早くしないとみんな魔物に丸りされちゃうわ。いや、助ける必要ないやろ、これ。助ける必要ないやろ、これ。
[01:15:03.679] でか、でか。ボスのBGM
[01:15:04.920] だ。レッドサイクロン。こんな強いの、これ。
[01:15:09.159] ボスのBGM流れてるけど強い。
[01:15:12.800] いやいや41
[01:15:23.800] ゲームなんか勇者に性格が向いてない。
[01:15:26.560] ま、確か俺は勇者だ。
[01:15:27.880] こんばんは。
[01:15:28.600] 勇者ではないか。もやさんこんばんは。もやさんこんばんは。コラボ見てくれてありがな。
[01:15:33.080] 30分で30
[01:15:34.239] 分で死んだけど参加してたとは言えません。
[01:15:46.840] 参加してたやんけ。
[01:15:49.440] 立派な立派な死を解けただろうが。
[01:15:52.840] リベンジお待ちしてます。
[01:15:54.199] リベンジするで。リベンジしたいと思ってます。
[01:15:56.159] ミラクルメ
[01:15:58.719] その後ずっとコメランに張り付いてたの。
[01:16:01.440] ま、そりゃね、そりゃ張りつくよ。亡霊だもん。
[01:16:07.760] 成仏できないでしょ、あれ。序盤、
[01:16:14.520] 俺を1
[01:16:14.800] 番に助けたの番いいだから。序盤で終わってて渡し悲しいよ。
[01:16:22.120] もう分かった。私は悲しいよ。方法気持ち悪こいつ。
[01:16:34.159] 目壊
[01:16:35.199] 目が怖すぎ。
[01:16:37.360] さ、もこをいますと
[01:16:39.840] よ。
[01:16:45.719] あら、かわいそうに。
[01:16:47.600] マリベルたんかわいそう。
[01:16:50.120] 魔力のあれあげたのに魔風食らっちゃった。
[01:16:55.400] ちびまるこちゃん
[01:16:59.400] わかる。
[01:17:01.560] しびまるこちゃんとなんだっけ?あれサザエさん見んくなったね。もうな
[01:17:09.040] んだ
[01:17:09.679] そももう地上派のテレビ見なくなったもんな。実家でと
[01:17:14.679] グなのにコナン見に行きません。
[01:17:17.880] ゴールデンウィークってコナン見に行くもんな。家族できたらまた見たい。
[01:17:24.840] サザはノりがうすぎて自然と
[01:17:27.960] 家族できたらまた見たいな。アです。
[01:17:31.400] いや、のリスはマジで見ててイラするよな。あれな
[01:17:34.080] やっとこんなもんね。
[01:17:35.400] あいつどんだけどんだけあのズ々しいね。私
[01:17:40.520] 鉄ワンダッシュもなんか新しい人ばかりでなくなった。
[01:17:43.880] え、鉄ダッシュって何?まだやってんの?まだやってんの?鉄ダッシュってだってもう時いないやん。
[01:17:53.120] 時が
[01:17:56.000] これで終わりだ。出てなくね。リーダーが最後ので、え、リーダー?
[01:18:06.440] え、リーダーが1人でやってんの?
[01:18:08.440] はどこ行ったんだろう?
[01:18:09.880] 分隊はなんかないなら帰れ。
[01:18:12.679] 国分地はなんかわかんないけどなくなったよな。
[01:18:16.760] 誰も何もわからないのになぜか叩かれていなくなったっていう
[01:18:20.239] やって
[01:18:21.280] かわいそうかわいそうに
[01:18:24.480] なんで叩かれてるのかよくわかってないみんな何したの?黒分隊長
[01:18:32.800] うわあ強えなんでこいつこんな強えんだよそう
[01:18:37.199] 闇深そう
[01:18:39.280] パワハってきるパワハなんだから買ってない
[01:18:43.639] 何したか分かってないよ
[01:18:46.960] 943
[01:18:52.239] 敵強なってきたよ。どんどん
[01:18:56.320] 敵強なってきたよ。身の若手女優はわからん。
[01:19:02.920] 俺も最近の若手女優知らねえな。
[01:19:06.199] どんなもん?
[01:19:09.840] 吉岡リが可愛いなっていうことだけ。
[01:19:12.800] わ、
[01:19:13.199] 俺は今の今のテレビにいたいことは
[01:19:17.080] ジャニーズグループ名変わりすぎてびっくりした。
[01:19:20.520] ダみおでギりな
[01:19:21.440] んだっけ?スマイルなんだっけ?ジャニーズの新しいやつなんだっけ?スマイルカンパニーみたいな感じじゃなったっけ?どうも
[01:19:28.960] 新しい地図とかでしょ?本当は俺たちだけでも
[01:19:32.800] 3便あのあんなやつらの3
[01:19:34.320] 匹くらいやっつきられたんだけどな。まあ昨に花を持たせってわけだ。なら
[01:19:39.480] 渡辺南って誰?タバコを救うために必要なあるものをしたんだ。ふんふん。いいだろ。先に魔物たちに取られちゃいけないと思ってさ。
[01:19:48.760] が俺たちの言うこと聞いてくれたなら譲ってもいいぞ。
[01:19:50.800] 聞くけどマジで顔知らんのよな。
[01:19:52.880] 全然知らない。誰も知らないわ。
[01:19:56.320] 君の水を
[01:19:57.320] お前が俺たちを差しおいて絶対次の族長にはならない。そう約束してくれるんだな。ね、こいつらキモくね。首跳ねようぜ、今。今首跳ねようぜ、こいつら。俺は元から続長になる気はありませんよ。
[01:20:12.159] え
[01:20:12.520] え、
[01:20:12.960] 金毛じゃん。本当本当に金毛なんですけど
[01:20:17.719] こいつ前からずっとそう思っていました
[01:20:20.320] から本当か絶対嘘つ先本飲ますぞ。砂漠の
[01:20:25.760] 民は嘘をつきません。兄上たちも知ってる
[01:20:27.800] でしょ。やった。よし、じゃこいつはお前
[01:20:31.199] たちにやる。持ってけ。
[01:20:34.000] 大きな鍵。
[01:20:38.080] 君の水像を食べたいの人。あ、わかんねえ
[01:20:40.440] 。映画ね。なんかやってたね。新殿中探し
[01:20:43.600] たから他には何も見つかんなかった。魔物
[01:20:45.199] に取られちまったみたいだ。救い様ザイド
[01:20:47.960] じゃああとは頼んだぜ。お城村のことは俺
[01:20:50.760] たちに任せとけって。
[01:20:56.480] こいつらゴミすぎるなあ。
[01:21:07.800] あんなアニメたちだが子供の頃はよく遊んでくれたし、本の虫の俺を外の世界に連れ出してくれたりもした。俺は多分この先何があってもあの人たちを見捨てることはできない。兄弟というのはそういうもの。
[01:21:16.880] それそれは見たよ。実質浜辺南のプロモーション。
[01:21:20.400] あ、そうなんだ。へえ。あれ何もない。まあ売り出したい若手のための映画ってあるよな。え、何もないやん。
[01:21:42.239] 王家の鍵だけもらえばいいんかな?ここは
[01:21:44.000] 。
[01:21:46.239] うん。神殿で見つかったのはこの鍵だけか
[01:21:49.000] 。大地の精霊の手がかりとはどうも思え
[01:21:51.600] ないな。ここは1つ女王様に聞いてみよう
[01:21:53.679] 。聞いてみよう。
[01:22:00.480] 女王様はどこにかっている上か。
[01:22:05.040] ええ。
[01:22:05.520] え、この上か?違う。この下だな。ここか。こちす。
[01:22:17.639] え、スクの様で地下の様子はいかがでしたか?まあ、なんとその鍵よ。その鍵は代々大
[01:22:22.719] OK
[01:22:22.880] に座ってきたものです。ずっとずっと昔からはるかイニシエのハディ塔より伝えられしい救い主様の伝説。ハディ塔から伝えられたもの
[01:22:30.320] 1つがその鍵なのです。
[01:22:33.199] 時が来たらばこの鍵を使いてあいつの精霊
[01:22:35.679] の像の閉たれた扉を開けた。王家の鍵が今
[01:22:39.040] 皆様の手にあるのはきっとハディとを導き
[01:22:41.400] 。今こそがその時です。救いの様さあその
[01:22:44.280] 鍵をお使いください。何百年の間れていた
[01:22:47.199] 扉を開くのです。そうして砂漠をお救い
[01:22:49.400] ください。うん。
[01:22:52.960] あの変な砂漠の像ね。あったね。でっかい
[01:22:55.159] なんか巨人像みたいなやつな。
[01:22:59.920] ねえ、
[01:23:02.400] ハディートって、あの、この昔の石板の世界の王様ね。ちゃんと覚えてるぜ。適当にやってんなこいつと思われ思われるかもしれませんが。ちゃんとドラクエゲームの内容頭入ってますから。うん。ちゃんと頭に入ってますね。で、どれだっけ?あっちか。
[01:23:21.520] レトルトのことは忘れてそう。
[01:23:23.600] 何が忘れてねえよ。忘れてねえよ。レトルトのことだって。
[01:23:27.960] ちゃんとね。
[01:23:29.840] これさ、どうやってどうやって行くの?これあそこに。ここどうやって行くの?これ第
[01:23:34.199] 1
[01:23:34.320] のあ、違う。タバコの村か。ちゃんと頭入ってますよ。全部
[01:23:38.320] ちゃんとマリベルは可愛いよ。
[01:23:39.960] マリベル萌え前え。一緒にずっといるとちょっと慣れてくる。
[01:23:48.040] 前え。
[01:23:50.000] 一緒にずっといるとちょっと慣れてくるね。いや、可愛いねんで。可愛いねんで。
[01:23:55.120] うん。
[01:23:58.800] 俺はいつかサファって世界中を試したいんだ。だから俺は族長にはならない。いいね。
[01:24:02.480] ねえ、
[01:24:03.000] 失ってから分かるとさ。
[01:24:04.840] そうなんよな。多分クリアしたらマリベルロスがマリベルロスがある。
[01:24:09.199] 800
[01:24:09.520] 円払ってしょぼいスマホ画面吹きだったのもわかでもう遅いんだよね。キーホルダー
[01:24:16.280] は慣れの証
[01:24:18.480] レベル45は慣れの証
[01:24:19.920] めたくなりそう。
[01:24:25.600] 結婚したら冷たくならない。ならないよ。なんだよ。
[01:24:33.159] なんなら手もあげます。
[01:24:34.920] あげ。おいおいおい。俺を誰だと思ってんのかな?尽くして尽くして尽くしまくっちゃうんだけどな。申し訳ございませんがこの先を落としることはなんと大きな鍵よ。本当だよ。
[01:24:50.520] うそ。謎なぞ博士や。ガシベルのな。うっそ。
[01:24:59.199] 尽くす。マジか。
[01:25:01.040] 尽くす。つくつく砲士。
[01:25:04.360] えー、あのタイルには文字が刻まれてるようだ。近くに行って調べてみよう。あ、これ
[01:25:09.760] 1個1
[01:25:10.080] 個。その目はいかなる闇を明るく照らして出たす。口は片くされ。
[01:25:17.719] 身を染めるものの静寂のみがそれを開く
[01:25:20.360] ねえ。
[01:25:21.159] こっからが本番ね。なんとしても大地の精霊の手がかりを見つけるわよ。耳は双子に分けたん?耳は双子に分けた心から生まれた。どういうこと?花はこの世の誰よりも高く誰よりも低きどういうこと?どういこと?
[01:25:37.040] 結婚したらないで便器の上で立ってしちゃうだろうな。
[01:25:42.199] 何?何?何?おしっこどういうこと?おしっこは座ってしなきゃだめだ。
[01:25:50.400] これ何を言うてはるの?この人は何を言う
[01:25:53.679] てはるの?
[01:25:58.080] わあ、ダンジョンだね。こっからね。こっ
[01:26:01.280] からダンジョンだね。
[01:26:05.360] あ、やべ、もう、あ、もう、あ、もうやべ
[01:26:06.480] 。深夜の12時だわ。みんな
[01:26:09.280] ごめん。もう、今日、もう、今日、ここ
[01:26:10.840] までか。今日ここまでか。
[01:26:13.600] 深夜の12時になっちゃった。
[01:26:18.639] 1時間半しかやってないけど、
[01:26:20.600] あと14分大丈夫か?まだ助かる。うお。
[01:26:24.719] あとあと14分な。あと14分。あと
[01:26:28.440] 14
[01:26:28.719] 分でここクリアできっかけね。できっけねえ。頑張ろ。頑張ろう。
[01:26:42.840] なんか遊戯王があるよな。やっぱな、この、え、これ何?どうすればいいの?やだ、やだ。
[01:26:54.760] 昭和のウルトラマンタイマー。アムジェフ
[01:26:57.600] 1コ案
[01:26:59.159] 何?ウルトラマンタイマー。
[01:27:00.920] チ、
[01:27:04.400] 今チみたくなってた。
[01:27:06.400] やだ。
[01:27:11.920] やは
[01:27:19.679] 行くわよ。
[01:27:22.719] 可愛い。
[01:27:24.360] は、バージョン。は。
[01:27:29.600] あ、いいね。
[01:27:30.080] 切り裂。
[01:27:34.280] スライムエンペラーさ、強いのにさ、全然美味しくねえんだよな。くらえ。
[01:27:42.199] 大して美味しくないんだよな。
[01:27:44.280] 3000円しかくんねんだ。
[01:27:45.560] 出てきた。マリベルシャン
[01:27:47.880] 出てきましたね。貫禄が
[01:27:50.760] じじずっとおらんし。
[01:27:53.280] 確かにこれ結構レベル差。結構レベル差開いちゃうよね。
[01:27:58.400] かしてきた。
[01:28:00.119] 結構レベル差開いてさ、後から後からさ、もう
[01:28:02.800] 1回一緒にって言われても困るで。
[01:28:04.560] ここのエンペラーの色めっちゃ好き。
[01:28:06.880] え、別にここ、ここじゃなくても一緒じゃないの?ここだけ限定で色違うの?やだよ。やだよ。やだよ。やだよ。ごめん。何しろって言って?その目はいかなる闇をも明るく照らします。口は片んだ。
[01:28:25.239] どういうこと?
[01:28:30.400] え、消し。あ、全部火消せばいいってこと
[01:28:34.920] かな?全部火を消せばいいってこと?
[01:28:42.639] ちょっとよようよ、ようわからんのやけど
[01:28:44.719] 。ようわからんのやけど。えい。
[01:28:59.480] ま、とりあえず全部消してみますかね。何これ?何もないの?いや、なんか下にある階段あるけど。
[01:29:21.040] 12時が近くなると頻繁に時計見ちゃう。
[01:29:26.000] うん。ちらチラ見てるよ。あ、あと
[01:29:27.520] 11分しかない。あと11分しかないな。
[01:29:34.960] おりゃ。うせえ。
[01:29:47.840] よ。
[01:29:50.000] お、真空派。
[01:29:51.679] あ、レフィさん、こんばんは。
[01:29:53.480] 風よ。
[01:29:54.280] 今日もドラクエですと。
[01:29:56.000] さあ、
[01:29:56.800] 今日も京都
[01:30:00.440] シンデレラはカラスのだけど茶ゲは何落としていくの?
[01:30:04.360] うん。
[01:30:04.920] 茶げは、え、茶ゲーはね、えっと、え、えっとね、こういうのダめだな。こういうのをパッと答えないと、パッと答えない。勢いでパッと答えないとなんかおもろいこと言わなあかん流れになるから。
[01:30:29.000] 何が来る?
[01:30:31.080] うんと
[01:30:38.840] 穴の開いた靴下かや。
[01:30:48.639] 妙でどんどん待が上がる。笑笑おめろ。
[01:30:53.760] お、回復ビブレジム
[01:31:07.520] せいわ。
[01:31:10.280] それりア
[01:31:17.119] どうしてくれんねん。どうしてくれんねん。
[01:31:19.760] こんな問題
[01:31:21.280] どうしてくれんねん、この空気。
[01:31:23.360] 責任取ってや。オ、おい、おい。来たね。だよ。
[01:31:33.560] あ、もう強い敵が
[01:31:39.679] すしいまでの思考。
[01:31:42.920] ああ、
[01:31:44.600] 全部貴様らのせじゃいのゴールドマンってなんか質感がすごい。
[01:31:55.480] 最近のドラクエのさ、そのスライムエンペラーもそうだけどさ、
[01:32:00.199] これなんか金カーのモンスターとかの感えぐいよね。
[01:32:06.639] このゴールドもそうだけど
[01:32:10.600] コちゃんね。
[01:32:11.360] ちゃんが今そういうゲームのコメントしてくれたおかげで俺は助さったよ。なんか
[01:32:17.119] 助かった。助かった。もう大喜り大喜りの流れから完全にそっちに今移動した。
[01:32:22.400] バクロッ
[01:32:28.320] よかった。
[01:32:31.719] ごめか事してたから流れ見れて
[01:32:33.920] い。いいええねえ。いやも最高。それもう正解。なんか面白いこと言わなきゃいけない流れになってたんだけど今。
[01:32:43.360] 面白いことに行こう。
[01:32:45.000] いや、行かない、行かない、行かない、行かない、行かない、行かない。じゃ、お前らも、お前らもじゃ、答えろよ。じゃあ、じゃあ、え、
[01:32:53.199] 12
[01:32:53.520] 時になるとシンデレラはガラスの靴を落としますが、え、チマゲームが
[01:32:57.639] 12
[01:32:57.960] 時になると落とすものは一体何系の中で目が輝いてるビジュアルいいよね。
[01:33:03.320] 9
[01:33:03.880] シンデレラはずの靴だけど、まげは何していくの?
[01:33:08.400] A穴の靴した。
[01:33:12.880] ずいやろ、それ。お題がむずいわ。お題がそんなお題があかん。お題があかん。俺のせいちゃう。
[01:33:19.639] 笑。
[01:33:20.760] お題、お題があかん。お題がレベル低いわ。その
[01:33:27.400] もっとマなお題出せ。
[01:33:29.520] 下ネタなるから秘密とかわしの
[01:33:32.880] 何何何
[01:33:34.440] 自分たけど穴の相
[01:33:36.840] うまいことうまいことちょっとうまいこと。
[01:33:39.480] ちょっとうまいこと言ってない?チまゲーが
[01:33:41.920] 12
[01:33:42.199] 時を過ぎると落とすものは貧にですね。
[01:33:45.679] 下ネタが多くなるので。これ俺が言ったことになんねえかな。これ穴の靴開いた靴下たしか思いつか。嘘だろ。これ俺が言ったことにしよう。これチャビのこのコメント削除しよう。このこのコメント削除して俺が言ったことにしよう。
[01:34:06.960] 笑笑。
[01:34:09.040] 12
[01:34:09.480] 畳過ぎると茶まゲーが落とすものやめてください。笑笑
[01:34:13.800] コピペ笑。
[01:34:14.719] これは金です。なぜなら下ネタが多くなってとても意が落ちるか。
[01:34:22.360] 笑笑。
[01:34:24.840] クリップしとくか。
[01:34:26.080] うまいな。ちょっと、ちょっとまない。なんか腹立つな。
[01:34:29.880] 元々ねえだろ。
[01:34:33.360] うん。確かにそれはそう。
[01:34:34.600] 笑笑。の笑で言うのやめて。
[01:34:37.119] そ、そ、確かにそれそう。
[01:34:42.320] 誰もクリップしないカメラ目線奇跡。
[01:34:45.040] 24オリビエアート
[01:34:47.880] クリップしとけや。えー、なんだって間違えた。間違えた。間違えた。何調べろって言ってんだ。
[01:35:04.800] これね、
[01:35:08.280] ハートの形をした美しい宝石。真ん中にヒ
[01:35:10.880] が入っている。このは2つに割れそうだ。
[01:35:13.800] 割っちゃうよ。
[01:35:16.280] あ、
[01:35:18.080] 耳の形になったよ。
[01:35:20.719] ピアスの宝石。
[01:35:23.679] 双子に分けたなんちゃらて言ってたな。
[01:35:29.360] あれ、こいつもしかしてめっちゃ強いんじゃない?こいつもしかしてめっちゃ強いんじゃなくて
[01:35:33.520] ああ、なんでバカ。あ、これ大丈夫かな?
[01:35:37.760] いかついの。
[01:35:38.920] これなんかさ、前回なんかめっちゃ強くなかった?この形のモンスター。や、
[01:35:44.320] 終わった。
[01:35:45.159] 嘘。
[01:35:45.880] 終わり。これ
[01:35:47.080] 終わりってこと?終わりってことだよ。
[01:36:00.400] 強いな。
[01:36:03.080] 魔軍士。あ、いいね。いいじゃん。アイラちゃんベホもベホら覚えれるんだ。
[01:36:17.119] たや。
[01:36:19.239] いいよ。おりゃ。
[01:36:24.800] あ、そんな強くねえわ。
[01:36:26.000] そんな強くなかったね。それ
[01:36:30.480] オケ。なんかボス敵から雑魚キャラになんか攻やつがいたよね。なんかお
[01:36:38.719] おいおいベホマラーです。
[01:36:41.159] いい感じね。
[01:36:41.840] ベホマラー来ましたわ。外国剣士の心。外骨剣士の心。
[01:36:53.960] 攻撃が連続ヒットするほど威力が上が
[01:36:56.480] 攻撃が連続ヒットするほど威力が上がるということはということは君が装備するべきでは違う間違えたこうじゃない
[01:37:19.719] ピロリしなければ強い感
[01:37:23.239] え、連続ってことはなんかさ、多だヒットする技使えばってことじゃないの?そういうことじゃなくて。そういうことじゃなくて
[01:37:30.679] 転下無双とか
[01:37:33.320] そういうことか天下無双とかだそういうことね。だから
[01:37:36.719] ただヒットやね。
[01:37:37.880] だからきあれでしょ。あの
[01:37:40.679] ただか
[01:37:43.679] なんかいいのねえかな。キラージャグリングとかもそうそういうことだよね。
[01:37:47.960] 多分キラージャグリング魅力
[01:37:58.480] がかなり上がるっていいんじゃない?
[01:38:02.280] ああ攻撃力と呪文の威力がかなり下がる。
[01:38:05.840] やだな。
[01:38:08.560] ああ、そっち系ね。多分そういうことな。
[01:38:11.360] そういうことやな。
[01:38:17.560] 女は早いな。ちょっと見せてみ。アイラ、アイラちゃんちょっと見せてみ。
[01:38:29.560] よし、
[01:38:30.480] 見せてみ。
[01:38:30.960] 行くわよ。
[01:38:31.719] 見せてみる。
[01:38:36.840] 効率。
[01:38:40.760] これで終わりだ。
[01:38:45.679] やべ。
[01:38:48.199] いいよ。あ、まずい、まずい、まずい。
[01:38:51.480] あ、優しいから。優しいからね。
[01:38:53.920] いや、弱
[01:38:59.280] 行くぞ。
[01:38:59.880] ちょっと見せてみてよ。見せてみてよ。キラージャグリングとかやってみてよ。りゃ
[01:39:10.880] まあ、何やってんだ、てめえ。
[01:39:13.400] だから終わりだ。
[01:39:17.119] ああ、やっちゃったね。今
[01:39:22.320] 敵強いって。このリピーター。
[01:39:26.080] はい。
[01:39:27.520] もうベホイやんなくていいよ。アイラ
[01:39:30.080] マリベルやね。
[01:39:32.719] やっちゃったね、今ね。
[01:39:37.560] は、
[01:39:40.159] あなたはもうガンガン行こう。
[01:39:42.159] はあ。
[01:39:46.520] 使用禁止とかできるんの?あ
[01:39:48.840] あ、ベホとかそう使用禁止とかできるんだっけ?
[01:39:52.280] やった方がいいね。正味ホイもうべホアイラちゃんのベホイじゃちょっとお腹いっぱいにならないんすわな。ちょっともうアイラちゃんじゃちょっとお腹いっぱいなれないんですわ。ごめんけど。
[01:40:08.360] えっと、どうやってやるんだっけ?バトル設定かな?違う。
[01:40:20.480] タイムアウトだ。
[01:40:23.239] これってさ、使わないとかってできないんだっけ?使わないとかって
[01:40:30.480] 時間切れです。
[01:40:32.800] ああ、12時でございます。
[01:40:36.520] 皆さん残念でございます。皆さんとても残念。とても残念なんだけどセーブができねえんだよな。セーブできへんねんけど。ここ
[01:40:52.000] 神秘の美質。ちょっと待って。
[01:40:53.159] いいぞ。
[01:40:54.080] いやいいぞとかじゃないんだけど。
[01:40:56.480] シンデレラがただのドブに邪魔だりえ。延長はいくらですか?セーブできるまでやな。
[01:41:03.440] いや、セーブできるまでじゃちょっと投げでどうしようかな。別に別に中断してもいいえ。
[01:41:09.239] この先セーブない。
[01:41:11.440] 嘘でしょ?そんなことない。そんなわけあらへんがなあ。この先セーブないね。待って。エッチな服着てんな。こいつ来てんの?今マリベルちゃん。わちょでかでかいな。
[01:41:30.280] もう終わるで。終わるで。
[01:41:35.159] でかいとおじさんどうもこんばんは。延長しないよ。もう寝るよ。だ
[01:41:39.760] 81人のレドとかもらってももう寝るでし
[01:41:47.119] なさいません。
[01:41:49.239] 30
[01:41:49.719] 分の命さんどうこんにこんばんは延さんこんばさんこん
[01:41:58.320] ばの土曜のレド返始で俺レド合戦にまできてなかったちゃんお疲れさちゃんお疲れちゃんお疲れちゃん
[01:42:14.040] レドありがとうねさんこんばんはちゃん
[01:42:16.599] はいたんお疲れたんお疲
[01:42:18.719] けいちゃんからのもうじゃ、もう俺も寝るんだって。もう俺も寝るんだって。こんなでかいレドもらったけどね。どうもこんばんは。チャワゲームと申します。あの
[01:42:29.000] 面白かった。
[01:42:29.760] マイクラ面白かったね。
[01:42:32.440] 初見です。せっかくなら長く見たいです。
[01:42:35.440] 何が初見じゃないだろ。
[01:42:36.920] 早く終わろう。
[01:42:38.800] 早く早く終わろう。レドありがとう。レドありがとうね。レドありがとうね。
[01:42:45.679] マイクラ面白かった。
[01:42:46.960] い、ケちゃんお疲れ。いちゃんもお疲れ。マイおもろかったな。
[01:42:49.520] 30分しかできなかったけどな。
[01:42:51.800] 30
[01:42:52.159] 分ぐらいしかできなかったけど。これどこ行きゃいいんだよ。もうこれ
[01:42:56.520] 食いしてたって聞きました。
[01:42:58.880] うん。あのさくちゃんに連れ違い様に俺が俺があのマイクラで豚買ってたら豚倒してたらすれ違い様にと食いだて言われた。覚えてるからな。忘れねえからな。絶対忘れねえからな。
[01:43:17.159] 笑笑。
[01:43:18.520] と食いじゃん言わ。
[01:43:19.719] こそ許すな。
[01:43:23.119] ちっちゃい声で言われたね。
[01:43:24.560] 笑笑。
[01:43:25.599] と食えじゃん。ちっちゃい声で言われたぜ。
[01:43:32.080] と食いじゃん。クリップもあります。
[01:43:36.119] 本当だよな。ありがとうございます。レードね。デカレード。あざす。
[01:43:42.080] シクシとドラクエをやってました。
[01:43:44.280] ただもう今日12
[01:43:45.440] 時で終わるって話をしてるんですよ。ずっとね。延長しませんよ。もう寝ますからね、私。最高やん。
[01:43:51.639] やったわね。
[01:43:52.679] 現在のマニベル。そうだな。メガルの腕だって。ちょっとここどうやってどうすればいいの?これ
[01:44:05.080] 明日の12
[01:44:05.880] 時か。で、もうもうもうもうもう
[01:44:09.280] 4分
[01:44:09.920] 4。そう、シンデレラなんだよ。シンデレラなんだ。あ、ちょ、シンデレ。
[01:44:13.239] あ、ちょっとシンデレラでなんか謎かけしてえな。シンデレラで謎かけしてなんか問題投げてほしいな。問題問題投げてほしいな。問題投げてほしい。ああ、びっくりした。なんやこれ?
[01:44:28.080] シンデレラはカラスの靴だけど、茶まげは何落としていくの?
[01:44:31.560] え、シンデレラは12
[01:44:32.840] 時になるとガラスの靴を落としますが、え、チマゲームが
[01:44:36.800] 12
[01:44:37.119] 時になると落とすもの。はい、できました。あ、僕いいですか?はい。はい、できました。
[01:44:42.679] え、チまゲームは12
[01:44:44.159] 時になると、え、ひ、貧を落とします。なぜなら下ネタが多くなるからです。
[01:44:54.239] すっぽ、さっきもやってたよ。
[01:44:59.440] さっきもやってたよとか言うのかうめ。
[01:45:02.000] 俺の俺のリスナーしかコメントしてないからやめて。
[01:45:04.599] 面白くない。刺さってない。笑笑。
[01:45:09.920] 俺の俺のリスナーしかコメントしてないから。
[01:45:13.360] 80
[01:45:13.840] 何人もレードしてきて
[01:45:15.639] 80
[01:45:16.119] 何人もレードしてきても誰もコメントしてないから
[01:45:18.599] バッテルっぷ
[01:45:22.280] ひどい話ですね。ひどい話
[01:45:26.040] 統制が取れてる。
