[00:00:11.559] Да
[03:50:17.439] 笑笑。
[03:50:18.600] ま、これが切れるまで痩せるのが俺の
[03:50:21.479] 俺のあれだろうな。俺の目標だろうな。もうこれもう何年か前のやつだから、もう今売ってないだろうけど。
[03:50:27.399] いいんすよ。だからポップアップストアいや、今回の味知らないよ。今回がどんなの売ってんのか知らないけど。テあの
[03:50:33.199] T
[03:50:33.359] シャツもあ、そうそうそうそうそうそうそうそうそう。マーブリにあげたんだよな。誕生日に切れねえからっつって。マザーのあのあれも公式のやつだから。あれめっちゃ高いんだぜ。
[03:50:43.680] Tシャツのくせにクソたけんだよ。
[03:50:45.600] メルカリで売ってたよ。
[03:50:46.880] ふざけんなよ俺。確かに配信で来てんの見てねえな、
[03:50:49.920] 1回も。
[03:50:58.920] なんか知らない人いる。また盾持ってんのかい。これ禁止やろ。だって
[03:51:10.080] シャツとラバキー現金書き止めるからよろしく。
[03:51:13.720] やめてやめて。
[03:51:14.479] では2回は来てるぞ。2
[03:51:16.040] 回かよ。強えな、また。
[03:51:39.720] いや、これ敵しんどすぎる。マジで
[03:51:42.840] のシャツ来てる?
[03:51:45.120] 来てはないけどあるよ。あんま来てないけど確かに。
[03:51:51.920] あれはなんかうん、なんかね、大切に取っ
[03:51:54.199] たんだよ。
[03:52:03.040] なんか黒い方のTシャツは何枚ももうざ
[03:52:06.800] おい、それはだるいよ。だめ、だめ、だめ
[03:52:10.319] 。こんなあかん、こんなあかんわ、この
[03:52:12.439] バカ。お前何考えとねん。
[03:52:15.560] ねえ、逃げらんないし。
[03:52:21.239] ああ、頭悪いな。何考えてんの、この人
[03:52:24.720] たち。マジで
[03:52:28.920] アンテナ
[03:52:33.359] さすがにな。え、死なないの?それで
[03:52:42.199] さすがに。うわ、だるすぎる。
[03:52:46.080] 仲間呼ぶんかい、こんな強えのに。
[03:53:00.920] レベルアップのTシャツはね、黒い方は
[03:53:02.920] めちゃくちゃ在庫があるから、賞味あの
[03:53:05.560] ガシガシに来てダメになっちゃっても、ま
[03:53:07.720] 、別に俺は新しいの開ければいいやと思っ
[03:53:09.560] てるから白いの1着しかねえからさ。
[03:53:12.720] なんかあんまなんか大切に来てちょっとあんまあでも外に外に来てくことねえからあんまり別にね、あれなんだけどさ、いいんだけどさ。あの
[03:53:31.960] Tシャツ
[03:53:32.399] 意外とさ、あのあのイベント出てくれた配信者。
[03:53:35.840] ええ、
[03:53:39.319] さすがにやりすぎでは。
[03:53:44.640] あ、しかも倒したとこまでのくれるんだ。
[03:53:46.439] 逃げて優しい。もうちょっとごめん。もう
[03:53:48.800] 敵無視するわ。ごめん。レベルボスと戦っ
[03:53:50.960] てレベル全然足んねえやと思ったらレベル
[03:53:52.479] 上げするわ。さすがに敵無視するね。もう
[03:53:54.840] だるいわ。岡山のTシャツもあるぞ。何?
[03:53:59.439] 岡山のTシャツツって。
[03:54:02.319] 岡山のTシャッツって何だっけ?え?岡山
[03:54:05.520] のTシャツツってどれ?俺それもらった?
[03:54:08.239] 俺らもらってなくね?
[03:54:12.120] 岡山のTシャツ。
[03:54:14.960] ああ、もらった、もらった。あれか、あの
[03:54:17.399] 、あの、あの袖がエロなるやつね。あれか
[03:54:21.080] よ。俺もあれどっか行ったわ。もらって
[03:54:22.479] ないん。あ、もらったっ
[03:54:25.960] っあれどっか行ったわ。
[03:54:35.800] 誰もだってあれ切れんやん。だってチームのやつはもうあれはもう切れないです。さすがに。
[03:54:46.920] 笑笑なんで
[03:54:48.840] だってあれだ。チームのあれやで。なんちゃら。なんちゃらかんちゃらのほらあれ。
[03:55:03.199] スパスパのやつね。
[03:55:05.399] スパスパ
[03:55:06.359] 何だっけそ?え、
[03:55:08.120] 笑えことスパ。え、じゃ、俺それ、それ北信しよっかな。だめかな?怒られるかな?もう敵多いって。
[03:55:22.399] このさ、ふざ詰りみてにさ、ふズりみてにこの攻めとこによれられる理由ないんちゃう?
[03:55:31.439] え、もうだってメンバーじゃないしね。
[03:55:33.399] ロゴも乗せたい。
[03:55:36.840] やだよ。いや、もうだるいよ。い、
[03:55:50.399] お帰り。
[03:55:53.000] もうほんまにだるい。もうほんまこのゲームしんどすぎる。マジで。
[03:56:04.680] だるさん。
[03:56:05.920] だるさんなんだよ。これ
[03:56:07.920] 本当だよ。
[03:56:09.920] もう言い聞かせてももういきも全然逃げられへん。こんなん倒せないから。
[03:56:26.880] よし。お前マジどけ。お前もうやだ。
[03:56:49.640] すぐ戦闘。笑。もうやめろよ。
[03:57:13.920] マジでもういいかね。いや、もういい。
[03:57:15.760] もういい。マジでもういい。もういい。
[03:57:17.279] もう出てくんな。
[03:57:19.680] もういい。もういい。も
[03:57:24.520] やってられんて。
[03:57:39.319] やべえよ。強えし。
[03:58:05.000] マジでそれやばい。その攻撃やめて。
[03:58:13.720] え、もうこれからずっとこのレベルの敵が
[03:58:16.000] 出てくんのかな?
[03:58:26.800] うわ、ちょっともうこれ戦わなきゃだめか
[03:58:30.359] 。
[03:58:38.880] うざい上に立て。
[03:58:40.239] ああ、
[03:58:41.920] カッティングマットみたいな背景見てたら粘土したくなってきた。あ、笑笑。
[03:58:58.239] よ、ディえ、どこまで戻る?これもんじとにっこり。
[03:59:17.399] おっちゃんの死んだところちゃまだりえんきつこれ。
[03:59:26.520] うわ、きついわ。
[03:59:31.080] でも好きな好きなの?
[03:59:32.800] いや、好き。や
[03:59:40.960] でも好きなの?
[03:59:42.800] あの、まだディスク
[03:59:45.920] 2なんすよ。もディスク
[03:59:49.399] 3でも好きなの?
[03:59:50.680] いや、うん。やったなあ。
[03:59:59.239] これだってさっきレベル
[04:00:02.359] 41まで行ってたんだぜ。
[04:00:03.680] 好きだといえ。
[04:00:10.080] しんどいって。敵強すぎんもん。これ行きたいと言え。行きたい。ドン。クソになりました。なるぞ、これ。本当にクソになりましたなよ。
[04:00:29.439] いや、しんどすぎるよ。うわ、最初からやん。もう最悪や。
[04:00:40.319] うわ、
[04:00:40.760] ガチャガチャディスク入れ替えるんが楽しいんよな。とは。
[04:00:46.279] うわあ、やったなあ、これ。
[04:01:06.279] セブ流し忘れた。
[04:01:08.760] いやいや、まあまあまあ、もう僕が悪いっすよね。僕が悪いと思います。はい、頑張ります。
[04:01:24.159] 強すぎだから。ダメージ食らいすぎだから
[04:01:26.239] 。
[04:01:33.640] なんでこんなに俺ディフェンスレベル低い
[04:01:35.840] んかな?
[04:01:38.319] なんでこんなディフェンスのレベル低いん
[04:01:39.920] だろうね。
[04:01:47.960] あ
[04:02:17.560] 。
[04:02:28.960] システム的に防具装できるのにしてなかったレベルで食らうよな。
[04:02:33.880] めちゃめちゃダメージ食らうよね。
[04:02:50.359] これがもうちょっと楽だったらだいぶ違うんだけどな。
[04:03:05.680] スナッチャーあーダガーや。
[04:03:14.800] そのなんか十字架みたいなその文字
[04:03:21.600] モンハンフロンティア友達がはまってる
[04:03:24.479] つって
[04:03:27.159] お父さんがモンハンフロンティアはまっ
[04:03:29.120] てるんだつって見せてもらデータ見せて
[04:03:30.800] もらったらさ
[04:03:33.159] のハンターの名前が打天使翼だった。その
[04:03:36.120] ダガーで挟まれた。
[04:03:39.000] 打天使翼だったなあ。
[04:03:43.279] そのマインドのまま大人になることあるんだな。
[04:03:45.279] かっけ
[04:03:48.840] 打天使ダガーだったな。
[04:03:52.760] それハイト的な気もするが。笑
[04:03:57.239] いや、そのマインドのまま大人になったってことやろ。多分多分相手だと思う。
[04:04:11.880] いやあ。
[04:04:13.600] ま、確かあえてじゃなかったらきついよな
[04:04:15.199] 。お父さんが。そのお父さん結構怖いのよ
[04:04:17.000] 。そのお父さん結構怖いのよ。人んちの
[04:04:20.159] 子供も普通に怒れるタイプのお父さんなん
[04:04:22.520] だよ。
[04:04:33.520] 打点だったけどな。うるせえから
[04:04:36.479] いやうるせえから。
[04:04:37.319] うるせえからじゃない。うるせえからの場所じゃない。
[04:04:39.680] ネトゲはふざけた名前のえー。そういう文化なのかな。そういう文化の打電室技危ねえなのかな。ちなみに俺のおばさんて知り合いならいたでもいいそう。
[04:05:06.159] そういうの俺のおばさんがさ、俺のおば
[04:05:08.960] さんが寝トけにはまった時にさ、その俺の
[04:05:12.880] おばさんね、俺のお母さんの妹か寝トゲに
[04:05:17.359] はまった時、その
[04:05:20.479] キャラクターのキャラクターの名前でやっ
[04:05:23.720] てたんだけどイオナい女
[04:05:26.600] の略かて笑ったわ。ちなみにおばさん
[04:05:29.720] 100kgぐらいの体重ね。
[04:05:33.279] メデカケツだよ。
[04:05:35.640] でかケツ。
[04:05:41.479] それが現実。カッカ
[04:05:43.520] かっカッカって話たね。
[04:05:45.600] 100km
[04:05:46.040] 近くある。大いい女の略らしいです。いい女。
[04:05:51.720] やはり遺伝子か。
[04:06:00.680] はあ。
[04:06:02.080] もう地道に倒してくしかねえな、これ。
[04:06:03.840] 本当に倒してくしかねえや。
[04:06:08.880] もうこれほぼ死んでるやろ。
[04:06:10.640] もうどっちに行くのが正解。ああ、いや、ある。
[04:06:38.159] このゲームのこと調べてたら大半は雑魚戦が閉めるって感笑。
[04:06:44.120] いや、マジでそうよな。え、なんか攻略情報なくないでもなんかそ、そういうなんか
[04:06:49.279] まグちゃんのIDのアってく
[04:06:52.199] いや、なわけないや。なんやそれ?あのなんかさ、攻略情報はないよね。全然そういうなんかなんて言うの?そういう変ななんかその情報は出てくるけど。
[04:07:04.600] 情報は出てくるけど
[04:07:12.080] 全然ねえんだよ。そのなんかフロー
[04:07:15.080] チャートみたいな。見ないけど。見ない
[04:07:18.399] けどね。別に
[04:07:25.239] TikTokで調べても出てこなんだ。
[04:07:28.359] 大好きなネクロマンサーはもっと戦闘
[04:07:30.760] ばっかりだよ。え、そうなんだ。
[04:07:34.800] 邪性ネクロマンサーナッチャーはあったんよ。あ、あるんだ。まあ、
[04:07:43.080] SDスナッチちゃはないよな。
[04:07:49.000] 素って何の役?
[04:07:50.800] スーパーデフォルメだ。
[04:07:54.800] SDキャラってことでしょ?このSD
[04:07:56.560] ガンダムみたいな。
[04:07:58.119] ああ、なるほど。
[04:07:58.960] うん。
[04:08:00.920] スタートダッシュ。
[04:08:03.000] 絶対ちげえ。
[04:08:15.399] なんかこのゲームが移植とかリメイクとか
[04:08:17.399] されないのはなんかSDっていう単語が
[04:08:20.800] なんかバダのなんか商標この後取られ
[04:08:24.880] ちゃったらしくてなんか俺は復刻できない
[04:08:27.199] らしい。か、
[04:08:30.479] SDガンダムなの?ああ、それで消費取ら
[04:08:33.520] れちゃってSD単語使えないらしいんだよ
[04:08:36.119] 。
[04:08:38.760] ま、リメイクしてやるのかって話だけど。
[04:08:58.119] リメイクしたらもうすと違うんじゃないかな。笑
[04:09:01.800] いや、SD
[04:09:02.640] のこのこの感じでリメイクするんじゃないの?わかんないけど。
[04:09:07.359] HD2D
[04:09:08.359] みたいな。スナッチャーはリメイクされるべきだと思うけどな。もったいないよな、あんないいゲームな。普通になんか裁パンみたいな感じのアニメやったらいいのに。
[04:09:24.600] C3PO、
[04:09:27.040] R2D2、
[04:09:29.840] DTKC
[04:09:31.520] トングリ消しやな。お前仲間呼ぶなやは。なんでどんぐりだけ知らねえんだよ。
[04:09:43.399] 避ける。
[04:09:45.680] そ、そういうのもあるんでしたっけ?ごめんなさい。俺も分かってない。ごめん。
[04:09:50.439] Cスピオ。
[04:09:52.319] R2D2DTKC
[04:09:56.159] ドングリたけしやあ
[04:10:00.800] の後に
[04:10:02.239] 避けるチーズも言うんだ俺もにわかだったわ俺もにわかだったもやめ
[04:10:12.359] でもう
[04:10:25.760] これはさすがに逃げた方がいいかも。これ
[04:10:28.399] 勝たれへんよ。これ
[04:10:31.840] あんまりにも敵が強すぎる。
[04:10:44.040] 全然知らないもん。
[04:10:51.399] レベルどんだけ?
[04:10:53.560] え、わかんない。え、何?俺のレベル?レベル
[04:10:57.439] 40かな?全然死なねえぞ、これマジで。
[04:11:17.600] 全然死ねえじゃん。おし死ね。
[04:11:25.680] 前やってた人のレベルに近くなってるや。
[04:11:28.359] 本当だよ。
[04:11:39.080] てことは終わりに近づいてきてるのか。うまいけど。
[04:12:05.439] こんな戦闘前かやってらんないって。
[04:12:15.680] ロケランさ、ロケラン3発打たないと死な
[04:12:18.720] ないんだよな。ロケラン1発900円も
[04:12:21.239] するんだよ。さすがにちょっと
[04:12:25.359] もう
[04:12:27.080] いいよ。った。
[04:12:30.520] 進ませる気ないんやろ。おい、こっち来ん
[04:12:33.760] なよ。あっち行けよ。
[04:12:42.080] まだこいつ戦ったがマし。
[04:12:52.760] 小島監督のいないんかな。うーん。うん。
[04:12:57.800] どうなんだろうね。
[04:13:01.399] ま、メタルギアをさ、メタルギア今なんだ
[04:13:05.319] 、小島さんじゃないけどやってるやん。ま
[04:13:07.720] 、リメイクとかだけど。リメイクとか移植
[04:13:09.239] ばっかだけど。いや、新作出して欲しい
[04:13:11.319] けどね。
[04:13:15.319] どうなんだろ?他のメタルギアファンは
[04:13:16.840] どう思ってんだろうな。でも結構なんかさ
[04:13:18.640] 、自分で言うのも、自分で言うのもなんだ
[04:13:20.159] もなんだけどってのもあれだけど小島監督
[04:13:23.479] のゲーム好きなやつって厄介なやつ多い
[04:13:25.080] からな。
[04:13:27.439] なんかドラマ出てたみたいね。
[04:13:29.560] あのうん、出てたらしいね。あのちょい役でね、厄介なやつが多いからなんか小島監督が作らないメタルギア、メタルギアじゃねえとかいうやついるけど俺か?俺は小島監督のファンだけど別にメタルギアは小島監督が作んなくても新作出してほしいな。それはそれとして楽しめそうじゃん。俺は新作出して欲しいけどな。
[04:13:55.720] うん。
[04:13:59.000] めっちゃなんか戦れてたけどね。あの最初あの
[04:14:02.040] 3
[04:14:02.279] のリメイク出したじゃん。デトだっけ?プレス
[04:14:04.520] 5
[04:14:04.720] で出したけどなんかお前がお前らが作るのは違うとか言ってたけどそんなことないと思うけどな。あの作ってるの作ってる人さあのなんか小島監督と作ってた人だからね。
[04:14:20.520] あの、なんか
[04:14:23.640] あの作品でなんか監督やってた人、あの、
[04:14:26.920] なんだっけ?あの、ポリスノーツで、あの
[04:14:30.199] 、めっちゃ結構なんか偉い人なんだよね。
[04:14:32.560] ポリスノーツ作ってる時に小島監督の下で
[04:14:35.159] 副監督みたいなやってた人なんだよね。
[04:14:37.800] おい、これ当たってんのかい?え、今
[04:14:40.159] 当たってた?
[04:14:46.279] ポリスノーツの頃からやってる人がさ、
[04:14:48.199] 作ってたら良くねと思うんだけど。
[04:14:55.199] 逃げるわ。さすがにこいつだるすぎるねえ。また逃げらんないの?こいつやなんだけどな。
[04:15:08.720] そう。あ、のじりさん、あの、ちょっと、あの、ぽっちゃりしてる人。
[04:15:12.040] 眼ガネの
[04:15:21.960] これどこ行きゃいいの?これ
[04:15:31.800] またいっぱいいるね。
[04:15:39.760] もうでもなんかもうこいつはいいわ。もう
[04:15:41.159] なんかこいつはなんかそんなでもなくなっ
[04:15:42.840] てきた。なんかもう
[04:15:58.960] それ攻撃力やばすぎだから。マジでやめて
[04:16:02.560] よ。
[04:16:11.640] 事故る。
[04:16:12.920] 事故るよ、マジで。それま、あと
[04:16:14.439] 1発は耐えれるけど。BGM流されても
[04:16:18.720] ほんましんどいだけやって。曲本当にい曲本当にい、もうこの絶対これもうちょっとバランス整えたらめっちゃ神ゲーなんだよな。絶対めっちゃ神ゲーなのにな。
[04:16:35.479] ちょっと戦闘がちょっとね、バランス
[04:16:37.960] やっぱコナミはコなミさんはちょっと
[04:16:40.319] やっぱりRPG下手くそなんすよね。
[04:16:43.920] コナミはRPG下手くそなんすよね。
[04:16:47.000] 幻想電ってやったことないけどどうなん
[04:16:48.840] だろうな。幻想電ておもろいの?俺やった
[04:16:51.760] ことないんだけど。コナミのRPGでしょ
[04:16:53.640] 。あれも
[04:16:58.439] おもろい
[04:16:59.119] あもんや。よかった。
[04:17:01.199] あ、そうなんだ。どんなストーリーなの?
[04:17:05.960] ないけどみんなおろいぞ。
[04:17:07.399] あ、おもろいんや。好みの
[04:17:09.119] RPGだもんな。あれな。
[04:17:29.600] どういうストーリー?どういう世界観なん
[04:17:31.560] だ?あれ
[04:17:35.840] なんか中国とかなんかそういうイメージ
[04:17:37.560] ある?なんか幻想水電ってなんか中国
[04:17:40.560] っぽくない?なんかわかんないけど。
[04:17:44.680] モンゴルなんかモンゴルとか中国とかなんかそっち系の
[04:17:50.040] ング神
[04:17:51.119] 元素水なんか前にあのおしゃぶり昆布ちゃんっていう配信者がいてさ、仲良かったんだけどさ、もう今してねえけどなんか幻想行古行店やりたいつってなんか間違って幻想行古店みんなが楽しって言うから
[04:18:14.359] きましたつって水古っていう全然別のゲーム買ってたな。なんかモンゴルがなんかあのなんかモンゴルのなんかあの信長の野望みたいなやつ。
[04:18:24.760] 笑笑
[04:18:26.640] スコで電買ってきてたな。全然違うよ。それつって敵多すぎやろ。これ頭おかしいわ。
[04:18:31.840] 父親が帰ってこなくなり、息子が勇者として魔王討伐に向けて旅に出るストーリー。お
[04:18:38.560] あ、へえ。え、ど、なんか舞台はなんかやっぱ中国なのか。
[04:18:45.520] おこんちゃんらしいよな。もうこいつさすがに戦うもう元気ない。さすがにすんません。こいつは相手知らんないいっす。
[04:18:56.359] ドラゴンクエスト3です。
[04:18:58.359] あ、よしよしよし。ああ、なんか抜けたっぽい。やったやった。ここもうやんなくていいんだ。しんどい。え、誰や?え?あ、待て。あ、お、待って。
[04:19:11.439] これ
[04:19:14.960] やべえ。回復役ねえ。
[04:19:19.319] お、これ局調ちゃうんか?おい、これ局調
[04:19:23.479] やろ。おい、
[04:19:26.319] 1回セーブさせて。もう無理やで。もう
[04:19:29.319] ここまで来られへんで、俺
[04:19:33.720] 局調いた。やっと見つけた。
[04:19:37.520] バカ強かったらどうすんべ?しんど。
[04:19:43.800] ボス、
[04:19:44.880] ボス局調だよ。局長カニンガムや。
[04:19:49.199] ついに
[04:20:04.760] 遅い遅いぞ。ちやしいぞ。
[04:20:08.159] おかげでいい暇末をさせてもらったからな。には年寄りをからうのもいいかもしれん。貴様ま、貴様まよくもりよ。ふませぜ。その怒り悲しみをじっくりと味わうがいいわ。初詮な感情は我々には無縁のもの。
[04:20:34.640] そして人間のもろくひ的
[04:20:37.359] な部分疑惑もその1つだ。
[04:20:40.840] 我々はお前たちのその疑い方んいのんの疑いの無疑いの無
[04:20:53.560] 心
[04:20:54.560] あ心かこれせさんこんばんは心かこれ疑いの心をほんの少しくつぐるだけでこと足りる我々が植えつけた疑いの年なんやねん疑いの心だ
[04:21:10.439] の疑いの念だの。お前ら愚かな人間の中で
[04:21:14.640] 自ら育ち。そしてあ、さらに新たな種を
[04:21:17.920] ばらまいていく。まるでバクテリアのよう
[04:21:20.239] にな。
[04:21:22.439] そうなるともはや誰も止めることはできん
[04:21:24.439] 。なぜだか分かるか?人間は己の中にある
[04:21:29.439] 疑念を払うことにはできないのだ。永遠に
[04:21:32.439] な。
[04:21:34.600] 疑念は逃争を生み、悲劇を生み。そして
[04:21:37.520] 悲劇は新たな技念を覚醒させる。
[04:21:40.239] 愚かな。ざれごはいい。ジェミーはどこだ?残念だがそれはけ言えんな。ち山。あの女は我々にとってまだ利用価値がある。我々の完全なる人工皮膚の完成のために我々のレベル上げ計画のためにもあの女の知識と実はとことん用させてもらうぞ。そうはさせんぞ。すなっちゃ。もうこれ以上好き勝ってはさせん。ほう。
[04:22:09.199] 取り返せるものなら取り返してみろ。我々
[04:22:12.000] と貴様らどちらが神に選ばれし人類となる
[04:22:15.760] か試してみるがいい。自らの死を持ってな
[04:22:19.199] 。来い。最後のジャンカー。おお、いい
[04:22:23.920] ですね。
[04:22:26.239] おお。なんでスナッチちゃってみんなこう
[04:22:28.720] いうポーズしてんの?なんであのなんか
[04:22:31.960] プロレスラーみたいなポーズしてんだろな
[04:22:33.319] 。みんな全員このポーズしてんねん。
[04:22:39.640] ま、やることは変わんないすよね。やることは変わんないんですけどね。わ、全然入んねえ。スナッチャーはみんなレスラー。
[04:22:52.479] いや、ストーリーとかおもろいからな。なんか結構いいと思うんだけどストーリーおもれえんだけどさ。か戦道中しんどいよね。
[04:23:10.319] ダメージでけえな。相変わらず
[04:23:20.359] と削ってくしかねえよ。
[04:23:27.040] あ、割と殴ってたら結構簡単に倒せそうだ
[04:23:30.000] 。
[04:23:36.720] 結構この武器がやっぱあのブラスターだ
[04:23:38.840] から。おお、いいね、いいね。ブラスター
[04:23:41.279] だから
[04:23:43.319] 割と特攻入ってんだと思うんだよね。
[04:23:54.399] おお、いいね。
[04:24:06.279] よしよしよし。あと頭だけ。あ、終わった
[04:24:08.359] 。
[04:24:10.279] あ、逃げた。なんやねんそれ。え、いいっ
[04:24:14.279] て。もうまたこのダンジョン探すのやだよ
[04:24:17.040] 。
[04:24:18.920] おい。
[04:24:21.119] 地面に極長の血の跡が分かりづら。分かり
[04:24:23.680] づらし。敵多いし。この跡を立てれば極勝
[04:24:27.199] 追い詰められるぞ。行くぞ。いや、そうは
[04:24:29.640] 言ってもよ。そうは言ってもよ。これ1回
[04:24:32.840] セーブしますね。ここで。いや、そうは
[04:24:35.159] 言ってもですよ。それ
[04:24:38.000] このダンジョンの中うろうろするの
[04:24:39.439] めっちゃ大変なんだって。
[04:25:01.279] こいつら。
[04:25:03.479] あー。
[04:25:04.479] あ、ごめん。あ、これだめか。ロード入っちゃうんか。ここ、ごめん。あ、さん、こんばんは。ロブってリオありがとう。しんどい。このゲームしんどいね。
[04:25:20.199] でも好きなの?
[04:25:25.279] ま、そうなんだけどなあ。
[04:25:37.680] 生ネ。うん。普通のラムネ。もコラにもらったやつな。よし、もうごめん。もうほんま、もう戦闘いいや。
[04:25:51.439] いいね。
[04:25:52.159] うまい。よしよしよしよしよし。
[04:26:00.040] うまい、うまい、うまい。いいぞ。
[04:26:04.040] くう。
[04:26:05.880] どこ?
[04:26:08.399] ここだ。ここ。ここ。
[04:26:12.159] こんなとこに通路がもしかしてこの奥に。
[04:26:14.119] あ、よしよしよしよし。
[04:26:16.319] あ、こんな。おお、いいね、いいね、いい
[04:26:19.199] ね、いいね、いいね。いいよ。
[04:26:23.040] あ、1回セーブした方がよかったか。1回
[04:26:26.399] セーブしたがよかったのでは?
[04:26:31.800] お、あれ?ジェミーがいるよ。
[04:26:36.520] やべ、回復ない。
[04:26:41.880] ま、ジェミーが砂ナっちゃうってことは
[04:26:43.479] ないだろうから。
[04:26:47.279] 死んでるな。死んでるくせえな。ごめん、
[04:26:49.960] ごめん。しつこいけどごめん。ここで
[04:26:51.000] セーブさせてごめん。
[04:26:53.159] もうやりた。このダンジョンはマジで。
[04:26:56.319] ここで死んでやり直したらもうやってられ
[04:26:58.439] んから。
[04:27:03.920] どうなんだ?レベル足りねえんかな?これ
[04:27:05.920] あんま敵逃げてきちゃったけど。ま、最悪
[04:27:07.960] 足りないって思ったらレベル上げすれば
[04:27:09.439] いいよな。うん。進めるとこまで進ませて
[04:27:11.560] もらおう。
[04:27:15.640] まだディスク3入んないの?
[04:27:19.600] まだディスク3入んないんですけど。あ、
[04:27:23.279] なんだお前その微妙な顔は。
[04:27:25.159] あ、ちまげ助けに来てくれたのね。きっと助けに来てくれると思ったわ。ジェミありがとう。ちまげ。もっとそばに来
[04:27:32.000] 長いね。
[04:27:33.640] もう話さなんかこいつ怪しいぞ。なんかこいつ怪しくないか?ありがとう。ちゃまけでもっとそばへ来て。もう話さないわ。ジェミー分かった。話してくれ。痛いよ。もう話さないわ。永遠になジャンカ。いや、もうえって。いや、もうええって。なんやねん、それ。お、お前は。
[04:27:54.680] うわ、もう手遅れたじゃんか。お前の愛し
[04:27:58.439] のジェミーは、え、今頃我々の本拠地に
[04:28:01.640] 運ばれているところだ。もはやあ女を救う
[04:28:04.359] 手立てはない。なぜなぜだ
[04:28:08.399] それはなあちげこ
[04:28:10.439] が死ぬからだ。じまげ寂しいでしょ。ここ
[04:28:14.479] でじっくりと可愛がやるわ。ダリン
[04:28:19.800] 悪い顔してるで。え
[04:28:23.560] 、なんや?え、危ない。後ろです。え、
[04:28:28.840] もういい。ないんやねん。もう何よ。もう
[04:28:32.159] いいって。
[04:28:35.479] これで動けまい。ま、先に地獄とあれで
[04:28:39.319] 待ってるぞ。うお、
[04:28:43.040] もうええて。
[04:28:46.800] うわ、ジェニーやん。え、これ人間じゃ
[04:28:49.920] ねえよな。さすがにな。偽物ってことだよ
[04:28:52.640] な。
[04:29:00.040] またこのレスラーのポーズ。またレスラー
[04:29:03.399] のポーズだ。強いな。
[04:29:12.760] 強い。
[04:29:20.119] いや
[04:29:24.359] 、避けるんかい?
[04:29:39.319] ぶっちゃけスナッチャー戦はさ、ま、殴っ
[04:29:43.439] てれば勝てるな。あ、あ、やべえか。回復
[04:29:47.800] 薬ね。これ大丈夫かな?
[04:29:56.439] 1発だけ使うわ。
[04:30:01.920] よしよしよし。
[04:30:06.720] お、パ使っちゃえ。もういいよ。使っ
[04:30:08.159] ちゃえ。使っちゃえ。
[04:30:11.439] おい。うい。
[04:30:21.560] どうや?あ、え、消えたやん。もう待って。また戦もうここなんやねん。これ
[04:30:30.159] 1
[04:30:30.279] 回セーブします。また戦うんかいこれ。処理さん優秀。
[04:30:38.399] またこれ戦わないのもう。あ、チトびこんばんは。
[04:30:54.439] しんどみ。え、
[04:31:04.479] また戦うんかい、これ。
[04:31:07.640] うーん。
[04:31:11.840] しんどいな、このゲーム。敵が強すぎてしんどいなあ。
[04:31:21.600] でも好きなの。好きなの。でも好きなの。
[04:31:26.680] む、貴様すなっちゃ。
[04:31:28.640] でも好きなの。
[04:31:31.680] やるじゃん。
[04:31:33.119] あ、来た。ディスクさん入った。分かった。
[04:31:38.040] あ、
[04:31:39.040] でも好きな
[04:31:39.880] やっとディスク3
[04:31:41.399] 入った。よかった。もうラストやで。ま、こさん
[04:31:49.000] 待って。これも長いど。
[04:31:50.960] これも長いど。これもディスクさん入ります。あざす。やっとラストや。ああ、しんどい。もう敵がしんどすぎる。ま、戦闘が地獄すぎて。
[04:32:07.640] 戦闘が地獄なんよ。おな。なんだここは?待ってください。を確認します。
[04:32:16.880] ありがとう。よか。ここはシドガーデンという遊園地のようです。一体なぜこんなところにまあいい。とにかく行ってみよう。
[04:32:24.279] 何?シドガーデンって
[04:32:27.880] 何それ?え、しかも、え、しかもここでか
[04:32:32.040] え、
[04:32:34.239] なんあいつ?
[04:32:40.720] シドガーデンへようこそ。ここは今シティ
[04:32:42.720] で1番人気ある大レジャーランドです。
[04:32:45.359] 入場は1人500円です。ちょっと待って
[04:32:46.880] 、ちょっと待って。回復薬買ってきていい
[04:32:49.800] か?回復薬買ってきていいか?
[04:33:05.039] はい。ディスクの入れ替えね。あ、
[04:33:07.039] ちゃんとディスク3は履き出していいです
[04:33:09.080] なあ。吐き出していいですね。
[04:33:19.760] お、ちゃんと映ってんじゃ。ここ。これな
[04:33:21.080] 、この、この光、これも、これが頑張っ
[04:33:23.320] てる印ですわ。これが光ってるってことは
[04:33:26.480] 読
[04:33:28.400] かっけえ。
[04:33:30.400] 何これ?なんでいちいちBGM変わるの?
[04:33:33.119] これBGMめっちゃかっこえ。何この
[04:33:39.119] きさんハゲり。きさんハゲり。きさん
[04:33:43.000] ハゲり。かっこよくね、BGM。
[04:33:53.600] いやあ、これどうしようかな。ロケラン
[04:33:57.199] 買っちゃおうかな。
[04:34:06.639] スつっちゃんと戦えるのはもうあなただけ
[04:34:08.279] になってしまった。じゃ、負け。つナっ
[04:34:10.160] ちゃんを倒して。
[04:34:19.279] 薬買ってくわ。
[04:34:28.959] ちょっと多めに買ってく。もう死にたく
[04:34:30.920] ない。
[04:34:39.320] ま、こんだけ28あれば、まあまあ
[04:34:41.240] まあまあまあまあまあ
[04:34:43.240] まあまあまあまあまあ。で、あと残りの金
[04:34:45.039] は全部ロケランと。
