[00:00:06.319] 最終回来ちゃー。ちゃまぷんちゃにめ。
[01:15:06.800] オオオせい。
[01:15:11.080] また力をしているな。
[01:15:14.600] うーん。まジどうすっかな?いや、ルカニとか入れたいけどな。入れておきたい。
[01:15:35.639] マズン入れちゃおうか。マズンね。
[01:15:37.892] [音楽]
[01:15:39.480] ありがとう。声出してこう。ルカに。
[01:15:44.960] ああ、ルカに入んねんだ。
[01:15:48.120] なかなかやるじゃねえか。
[01:15:50.920] ルカにが入らないなんて。
[01:15:53.000] はい。1700。
[01:15:59.120] まあ、どうすっかな。これクッキーにもさ
[01:16:03.560] 、入れてんじゃね、バキ。うん。ちょっと
[01:16:07.080] ね、ちょっとね、レベル上げすぎたのよ。
[01:16:10.642] [笑い]
[01:16:11.360] ちょ、本当に本当にレベル上げすぎたなっ
[01:16:14.280] て思っています。賞味しさん、こんばんは
[01:16:17.480] 。
[01:16:24.159] でも別にしかもさ、レベル上げしてないからね、俺。見
[01:16:26.840] 切った。
[01:16:31.639] レベル上げをしますってしたんじゃなくて寄り道してたらなんか
[01:16:35.280] ありがとう。
[01:16:35.800] 上がっちゃった。寄り道してたら
[01:16:38.480] はめたにもあってない。
[01:16:39.840] そう。1匹も。
[01:16:42.360] う、やばい。
[01:16:43.960] いやうせい。
[01:16:46.159] なんだよ、今の。
[01:16:50.400] おお、なかなか
[01:16:52.840] なかなか強く強いじゃねえかよ。
[01:16:59.113] [音楽]
[01:17:05.800] ま、これで済むんですけど、ま、どんだけどんだけどんだけ傷つけられても
[01:17:07.628] [笑い]
[01:17:12.199] まだまだです。
[01:17:12.920] どんだけ傷つけられてもあの
[01:17:17.199] 星振る腕輪装備のクッキーさんが一瞬で元に戻すんですけど。あの幽霊戦のボスが行けなかった。あいつのせいでめちゃ上げたもんね。
[01:17:41.033] [音楽]
[01:17:46.320] バイキル
[01:17:48.080] 頑張れそう。
[01:17:51.000] 終わりだ。神の力を知れ。
[01:17:55.400] あ、やばい。ああ、またプリン死んじゃった。
[01:17:57.440] せい。
[01:17:58.440] ごめん。またプリン死んじゃった。いや、待て待て待て。こんなに早くクリアするつもりないんだけど。
[01:18:09.120] パチパチパチパチ。
[01:18:13.120] ハードモードにするか。ついに。
[01:18:17.400] いや、今からペさに言うと山の帽子がいけないんだ。
[01:18:24.520] ええ、ですが、それはロンダルキアの洞窟であなたを
[01:18:30.000] 1
[01:18:30.120] 度打ち任した時にです。今はもう私は復讐のために戦ってはいません。
[01:18:37.199] 勇者の血を継ぐものとして世界に平和を取り戻すためあなたを打ったのです。そうか。過去で泣く未来。
[01:18:54.000] あ、かっこいいし。味方なんかでも思ったよりみんなすっと死んでくね。あの弱いって意味じゃなくて、このなんか倒した後もなんか
[01:19:05.280] ふわっと死んでく。
[01:19:07.800] デラくマ君が
[01:19:09.360] いよいよもうすぐですね。
[01:19:12.280] いよいよってこと引っ張ってねえけどな。速攻で来た。ここまで。
[01:19:15.040] それでさあさあ
[01:19:16.520] 手が震えて
[01:19:20.239] ハグしてやれ。ハグ。え、いいですね。それかっこいい。
[01:19:30.760] ミリエラが1番尺期使ってた。
[01:19:33.040] 勝利の近いって感じですね。
[01:19:35.800] じゃあ、えっと、僕たちはハーゴンより強い。うん。うん。
[01:19:48.800] 私たちの方が数も多い。
[01:19:51.280] 全然合ってないけど。剣のあれがなんかこうやってやってほしいよな。剣をな
[01:19:55.760] 前なんだから
[01:19:57.120] なんかもう少しかっこいいことを言ってよ。
[01:20:00.120] 剣の喫先が
[01:20:01.080] そんなの思いつかないよ。
[01:20:03.159] かっこいいは君が言って
[01:20:06.560] ごめんなさい。私も思いつかないわ。
[01:20:10.040] バラバラだ。
[01:20:12.239] だからシンプルに私たちは負けません。
[01:20:25.000] いいね。
[01:20:26.440] じゃあ行きましょう。
[01:20:30.320] その前に回復したいなと思ってるんです。え、
[01:20:36.800] 宿屋呼ぶべ。
[01:20:37.760] 宿、宿屋呼ぼ。宿屋呼びましょうね。宿屋。あ、
[01:20:44.840] MPが足んないっす。ま、
[01:20:48.480] MP
[01:20:48.760] はじゃ、ちょ、回復するとして。回復しても呼べるんかな?ここ
[01:20:54.840] 宿屋も大変だ。
[01:20:56.280] 呼べました。ああ、待って。呼べない。
[01:20:59.960] もうちょい先に進んでおくといいよ。
[01:21:03.080] 呼べない。ここなら呼べる。いや、これだって住んだらなんかずここまで
[01:21:11.480] 1人で来る宿屋の天の強さとは。
[01:21:15.120] これどうしよっかな。
[01:21:20.000] 勢量なんだ。笑笑
[01:21:23.719] ああ、なんかあるな。
[01:21:31.199] いや、多分大丈夫っしょ。多分大丈夫
[01:21:33.040] っしょ。まだまだ多分イベントじゃない
[01:21:34.840] はず
[01:21:36.920] だよな。だよな。ああ、ここだ。ここでね
[01:21:40.120] 。
[01:21:41.679] ここでね。いや、ここはさすがにイベント
[01:21:43.400] だろ、この先行ったら。これ多分入り口に
[01:21:45.840] 戻るやつだよね。多分ね。
[01:21:50.400] 開くのか。開く。正解。
[01:21:58.000] いや、呼べえんやん。いや、もうこうなったら使うよ。賢者の精水使ったるわ。
[01:22:12.320] や、どうや?
[01:22:14.172] [音楽]
[01:22:17.360] ま、こんだけありゃいけんだろ。
[01:22:18.880] 共通費出すから。
[01:22:20.360] こんだけありゃいけんだろなあ。
[01:22:25.962] [笑い]
[01:22:27.040] でき
[01:22:29.040] 今さ、今さ、
[01:22:33.159] 飛ばするんか?
[01:22:34.440] え、飛ばする?いや、まあでもまあでもさ、
[01:22:38.040] 笑笑
[01:22:40.320] でもさ、飛ばす申し訳ないけど多分
[01:22:44.600] で勝てるかどう?
[01:22:45.560] いや、で、いや、多分勝てるで。
[01:22:48.360] 発さんウキウきで草。
[01:22:50.239] 申し訳ないけど多分
[01:22:54.440] 成立しないだろう。
[01:22:55.760] 成立しなそう。強すぎて俺が。ま、いいべ。行こ行こ行こ。ついに来たか?ついに来たのか。そうか。長かったな。ここまで。でもお発にお目にかかります。
[01:23:14.120] だからね、これ何気にハーゴンハーゴンと言ってたけども
[01:23:24.159] 誰じゃ
[01:23:25.400] レイドリレアの私の祈りを
[01:23:28.440] 確かに邪魔以も
[01:23:32.159] あなたの野望も悪業もここまでです。
[01:23:36.960] 終わらせに来たんだ、この戦いを。
[01:23:45.872] [笑い]
[01:23:50.880] 私が終わり。
[01:23:55.043] [笑い]
[01:24:00.080] 愚か者目。私は偉大なる竜の城の使い。
[01:24:06.719] お龍。
[01:24:07.280] 大神ハーゴンだぞ。
[01:24:09.520] 服可愛いよね。
[01:24:11.360] を湧きまえよ。弱くしっぽけな人間どめ。
[01:24:12.073] [笑い]
[01:24:18.239] 何?ボケかもしれません。
[01:24:20.719] 可愛くない
[01:24:21.320] ですがみんなに助けられてこまでたどり着きました。
[01:24:26.120] 私たちこそがこの世界を光で照らす勇者だよ。
[01:24:29.840] から中身見えるの好き。
[01:24:31.480] あのガリガリのやつね。
[01:24:33.840] そうか。そうか。
[01:24:35.880] お前たちがよくぞ来てくれた勇者どもよ。来を歓迎しよう。
[01:24:45.840] 私もこの時を待っていた。
[01:24:49.440] いや、グッズ化したら絶対可愛いと思う。ハーゴンのよただか赤ちゃん用の
[01:24:54.400] 絶対可愛いよね。
[01:24:55.119] これでよだれかけ作ったら
[01:24:59.480] 私の怒りと悲しみを得と味わい消えていくがいい。
[01:25:06.639] 子供もいないのに。
[01:25:08.404] [笑い]
[01:25:09.040] うるせえ。うえ。あ、
[01:25:12.239] やめたれ。
[01:25:13.159] え、今一瞬見えた。
[01:25:15.600] 3の光景は3
[01:25:17.159] のあれが
[01:25:17.760] この世界を葬りさり
[01:25:20.719] え
[01:25:21.119] あの方と私だけの世界を作るのだ。
[01:25:25.600] これだの女王にほじだったってこと?
[01:25:28.040] 邪魔はさせん。
[01:25:29.480] ほ字ってことでオ
[01:25:32.840] 肉き肉気こ。
[01:25:37.199] あ、そうなんだ。やっぱ
[01:25:38.920] 立ち切ってくれるわ。
[01:25:40.679] 笑笑
[01:25:41.600] じゃいつも布団んちゃんと同じだね。
[01:25:43.639] 声がマダエロで調べ、こいつも
[01:25:46.394] [音楽]
[01:25:46.400] 超えてんだよ、こいつ。いや、だからマンダエロで調べるタイプでしょ、こいつも。さあ、やっていきましょう。ま、やることは変わらずよ。
[01:25:56.760] こいろ、レベル高。レベル高すぎる。ウバーハも入れる。
[01:25:58.839] [笑い]
[01:26:07.080] いや、でもこいつ息吐いてくるかな?
[01:26:11.119] スクルド
[01:26:11.760] 大丈夫?
[01:26:15.639] まあ行けるべたいな体系の人入るだろ。
[01:26:20.080] いねえよ。
[01:26:21.360] 何をしようと?
[01:26:22.719] 何それ?何それ?何それ?何それ?何それ?ダメージを受けやすくなる。せい。
[01:26:29.040] うーん。まあままままま。ここからですよ。ここからです。ここからです。ここからですから大丈夫だよ。
[01:26:35.040] こいつはルカに入んのかな?ルカに入ります。入ねえだろうな。さすがに入ねっしょ。
[01:26:46.960] 臭そうだから気持ち悪い位息とか吐きそうじゃない?
[01:26:50.880] ま、こいつ多分何百歳だもん。おハ、お疲れじゃん。もうついにここまで来た。ついにここまで来てしまった。
[01:27:02.239] もうスクルトはもうガ済みで好きにはさせない。
[01:27:08.360] あですよね。残さ
[01:27:10.480] もう勝ったけど。
[01:27:12.840] いや、もう勝ったでだってもうもう
[01:27:17.000] 強くなりすぎてしまったんだ。俺は
[01:27:19.639] 本当に今日終わりか?
[01:27:21.840] いや、マジで終わるでしょ。
[01:27:23.600] 多分これね、
[01:27:28.920] 上げすぎちまったぜ。
[01:27:30.719] 上げすぎちまったんだよな、レベルをな。よ、
[01:27:36.320] 戦いは戦いスキップれ。
[01:27:39.280] あ、間違えた。ごめん、ごめん。間違えた。最悪
[01:27:42.040] 1
[01:27:42.199] 人じゃないわ。
[01:27:44.000] あくがいい。
[01:27:44.960] いや、それはろせきな。
[01:27:49.679] はい、1600。はい、1600。
[01:27:51.719] はい、黄色。
[01:27:53.639] はい、黄色ですと。ちょっとね、強く
[01:27:56.085] [笑い]
[01:27:58.920] 黄色でくか。
[01:28:00.400] 強くなりすぎてしまったね。
[01:28:04.199] さすがに強くなりすぎてしまった。うん。申し訳ない。強くなりすぎてしまった。
[01:28:17.920] ベホズ
[01:28:20.080] ごありがとう。ごめんなさい。
[01:28:21.560] ごめん、ごめん、ごめん。
[01:28:23.159] 強い敵を拾えた。
[01:28:25.159] ダーク。いや、強。何?ダーク
[01:28:27.520] 1
[01:28:27.679] 人じゃないわ。
[01:28:28.639] 分かった。プリンやっぱりあれだから様
[01:28:31.480] は許さ。
[01:28:32.440] あれなんだよ。あのこんな格好で来てっから負けるんだよ。クリンばっか死んでんだよ、さっきから。
[01:28:38.600] こんばんは。強くなりすぎていいと思う。
[01:28:41.600] 強くなりすぎていいよな。エ、お前負け
[01:28:44.880] やっぱエッチな格好してっからさ。
[01:28:46.920] 死んじゃうんだ。エッチな格好させないでよ。
[01:28:53.080] パルプンってやってみる?
[01:28:55.199] やらん。こういう時に俺は多分とんでもないカードを引くから。ドラク
[01:29:00.000] 4
[01:29:00.159] の人生プレイの時それナめプしてあのタロットカード引くべっつったらなんかザラきくって死んだから。
[01:29:07.520] うん。もそういうことがあるからやりません。僕は
[01:29:10.520] こういう時に引きますねん。
[01:29:12.920] そういうの
[01:29:14.679] 邪魔ゲーはそういうの引きますねん。
[01:29:22.159] なんやそ
[01:29:22.840] 何をしようと無駄よしそうのな
[01:29:30.119] バカなこんな
[01:29:32.719] ありがとございます
[01:29:34.991] [笑い]
[01:29:35.119] おっとこはいおゆ
[01:29:38.480] はいおゆ
[01:29:41.080] さりサーク
[01:29:42.560] 弱すぎるじゃねえかサークリ
[01:29:45.320] 弱す
[01:29:47.159] さすがにちょいと弱すんぎではこれ。あ、
[01:29:51.719] 明日から何やるか会議か。
[01:29:54.920] いや、でもここからですよ。知ってんねんわし。
[01:29:58.239] こんなバカ
[01:30:00.719] お前らごに
[01:30:03.639] ドレビパス指導が来るでしょ。中村指導が来るでしょ。中村指導が。
[01:30:07.840] あ、どかを許しよ。女王様。
[01:30:13.159] UGMが楽しみ。女王様
[01:30:16.520] 指導
[01:30:18.400] 中村指導
[01:30:19.400] もう私に微笑みかけてはくれないのですね。
[01:30:28.360] おめえ、まだ上があんのか?女王様。
[01:30:35.907] [笑い]
[01:30:37.880] ハーゴンさ
[01:30:38.520] ならばり
[01:30:39.880] 我が魂を持って全ての命とこの世界に死を与えよう。
[01:30:48.560] 何もかも無に返す。
[01:30:52.480] 破壊の神よ。
[01:30:55.840] 今ここに生贄を捧げよう。
[01:31:03.280] おお。これファミコン版だとマジでポットレだったからな。お、すごいすごいすごい。
[01:31:19.679] みんな気をつけて。
[01:31:21.880] コンピューターウイルス来たら神演出すごい。
[01:31:26.920] すごいね。あ、え、なんかでもさ、今んとこまだ全然普通のドラクエ
[01:31:38.520] 2
[01:31:38.760] だよ。こっからあって驚く展開ってあるか?
[01:31:46.199] 自分を生贄にハーゴン召喚。
[01:31:54.840] ロドマンお疲れ。ロドマンお疲れって言った。俺ハーゴン召喚じゃなくて指導だ。
[01:31:59.280] ハーゴンの追いたちと経緯知りたい。盲が後ろから出てくるんだって。
[01:32:04.679] 拍手しながら
[01:32:05.400] やっと驚く展開がないことに驚く展開。動か
[01:32:09.760] やはり触る王女が刺すんじゃない?
[01:32:12.080] そういうことわでも演出すげえわ。
[01:32:25.040] おお、
[01:32:27.760] こいつがバズの言ってた最も邪悪な破壊心。
[01:32:32.400] でかい。
[01:32:33.520] アーゴンが最後の力で呼び寄せたの。自分の命と引き換えに。
[01:32:41.199] ドのブリンブリン可愛い。
[01:32:45.239] 大丈夫。[笑い]
[01:32:46.520] ここまで一緒に戦ってきた私たちなら
[01:32:49.480] どんな相手でも絶対勝てます。
[01:32:53.239] 結構大人なしい。
[01:32:54.769] [笑い]
[01:32:55.119] 指導すっきねん。服のバックた。懐かしいな、この
[01:33:03.520] BGM。
[01:33:04.360] 会感。ルルやべえ。
[01:33:09.800] いい。
[01:33:10.639] なんか思い出すわ。あの
[01:33:12.600] いいBGMだ。
[01:33:14.280] 思い出すわ、俺。これの肉見えんのよな。
[01:33:19.119] あ、そうそう。MPでかすぎてね。決
[01:33:21.800] あららら。そう。リレ出すわ。なんかリレ思い出すわ、これ。やば、懐かしい。絶対ファる。
[01:33:29.484] [音楽]
[01:33:39.880] 作るぞ。
[01:33:42.639] が壊れかけた理ても笑っても頑張れそう。
[01:33:47.320] そうか。もうこれが最後か。せい。
[01:33:50.719] やべえ。こいつ様子見てるぜ。余裕だな。おい、様子見てら。こいつマジックバリエるいるよ。
[01:33:58.000] なめプ
[01:33:58.800] なめプしてんな。あ、間違。
[01:34:03.800] 様子見るってか。これで負けたらダサい。
[01:34:07.800] 様子見るってか。
[01:34:14.719] いや、負け、ま、ぶっちゃけま、負けないと思うよ。ああ、その焼け息はあかんわな。
[01:34:23.639] はい、1600。
[01:34:25.600] いやあ、これBGM
[01:34:26.840] やっぱかっこいいわ。動
[01:34:28.360] が強いイメージある。
[01:34:32.000] ああ、まあね。こいつはあれやってくんのかな?あれやってくんのかな?
[01:34:36.360] ちゃん、まだ水着。
[01:34:38.040] 水着、水着。うん。
[01:34:40.560] あ、間違えた。
[01:34:41.440] 大丈夫、
[01:34:44.520] こいつまさかベホマやってくる。やっていいこととやっちゃ悪いことあるからな。
[01:34:57.239] え、どうすっかな?
[01:35:01.119] えっと、えー、
[01:35:04.560] ルカなん?ルカにって入るんかこいつ
[01:35:18.840] に
[01:35:19.960] あんだ
[01:35:24.600] うわあ。え、わー。[笑い]
[01:35:30.199] 今なんかルカにしたぞ、こいつ。
[01:35:33.239] 笑笑。
[01:35:35.119] やって。おい、霊になったらそれ犯罪ですからね。
[01:35:39.679] 7500回復してた。え、
[01:35:44.040] 7500回復してた。今7500。
[01:35:48.600] 笑笑。
[01:35:49.159] 7500。
[01:35:54.280] お前それはやったらあかんよ。やっていいこととやっちゃ悪いことあるて
[01:36:00.840] ら許したって
[01:36:02.080] 見ててよな。
[01:36:07.480] いや、あれ、あれ昭和だから許されてんで、あれ。あれ昭和だから許されてたんですけど。うわ、しかもあれじゃねえかよ。
[01:36:20.320] 黒いキでやられてんな。これ呪文使えなくなってる。全くやっていいこととやっちゃ悪いことあるやろが。だめでしょ。これないな。
[01:36:34.880] あれ?黒い霧黒い切り関係ないのかな?いや、まあ、ベホマラ入れとくか。
[01:36:48.607] [音楽]
[01:36:50.639] 黒い霧は呪文だけ封じるよ。
[01:36:53.480] でもベホマラーできるよ。ほら、ベホマラーとかできるよ。ん、これはどうすかな?ちょっと待って待って
[01:37:11.639] 1回ね
[01:37:14.400] え。どういうこと?
[01:37:17.239] これコマンドだけ選んでしかしあれだった
[01:37:20.639] みたいなことないよね
[01:37:24.920] 。
[01:37:27.840] うーん。
[01:37:29.760] さ、自分たちの様子も見たい。まさかだ。
[01:37:32.560] ここだけ怖いやつ。それだけは言えない。
[01:37:36.719] それだけは言えない。
[01:37:39.960] ええ、
[01:37:43.080] の呪文覚えてないだけだった。
[01:37:46.247] [音楽]
[01:37:46.960] え、じゃあちょっとめんどくさそうだから
[01:37:49.080] 賢者の石使っとく。
[01:37:52.400] 賢者の石油についてんだっけ?
[01:37:56.560] あーフハも入れとこうか。ちょっとここ
[01:38:00.080] じゃデバフに回るわ。で魔法の説入れて
[01:38:07.239] 任せてありがとう。
[01:38:10.960] よしよしよし。
[01:38:12.480] 危ね。ああ、ごめん。そっか。素早さが足んないんだ。やばい。意外となんか意外とやばくない?なんかちょっと待って。意外とん。意外と危ないぞ。
[01:38:21.617] [笑い]
[01:38:27.560] まずい。案外面白くなってきた。
[01:38:37.480] そうか。ザオラルは
[01:38:41.923] [音楽]
[01:38:43.400] 何?マカロン何やってんの?これなんも
[01:38:44.840] なんで動けないの?いやー、ちょっと待っ
[01:38:47.599] て。
[01:38:53.320] おたび
[01:38:55.678] [音楽]
[01:38:56.400] あ、たけびか。
[01:38:57.880] もう1度。えー、
[01:39:01.679] これはやばい。こあら、ちょっと待って。
[01:39:05.080] あら、やばい、やばい、やばい。
[01:39:07.960] いや、マジか。笑笑。あ、あらあら。強いじゃん。ここから入れる保険派。
[01:39:09.433] [音楽]
[01:39:25.800] 命をつぐよ。
[01:39:28.800] あう。あう。してもらった。あう。してもらった。
[01:39:29.739] [笑い]
[01:39:35.400] あう。あう。
[01:39:46.114] [音楽]
[01:39:49.480] メガざるならね。い
[01:39:54.320] や、強。
[01:39:58.440] 危ないよ。
[01:40:01.239] ザオリク。
[01:40:02.760] この音は絶対
[01:40:12.560] ずっと黒い切り出せ。
[01:40:24.239] ええ、ボス。
[01:40:27.599] これは破壊心ですわ。
[01:40:34.320] チまさん盛り上げ上手ですね。
[01:40:37.679] いや、MP
[01:40:38.400] ないんか?いや、待て。これ大丈夫?
[01:40:40.479] [音楽]
[01:40:52.920] 最後の手段。パルプンて
[01:40:54.889] [音楽]
[01:40:58.840] 任せて。
[01:41:00.400] ごめる。1
[01:41:01.480] 人じゃないわ。
[01:41:07.840] せい。
[01:41:11.264] [音楽]
[01:41:31.560] 作れぞ。
[01:41:44.119] よしよしよしせい
[01:41:45.400] よしよしよしよし。なんとか持ち直した。
[01:41:47.719] 持ち直した。
[01:42:00.679] うーん。もう1回開けてもいいぐらいだよ
[01:42:02.639] ね、これ。
[01:42:12.280] 大丈夫?
[01:42:13.520] 危ねえ。
[01:42:26.800] 立ち直した。
[01:42:44.880] いやあ、くっ。
[01:43:05.000] 大丈夫。
[01:43:06.400] ありがとう。
[01:43:06.719] 生きる。ここからだよ。
[01:43:09.960] よし。オ。はい。はい。オオオ。やめて。それはやめてくださいよ。
[01:43:24.440] うわ、これは
[01:43:33.760] ずっとね。あかん。聞きネさんをたかつ。きさんをたかつきネさんをたかつ全員に睨み聞かせろ。
[01:43:52.080] エホまらうら。これはまずまずい。
[01:44:04.199] 出たわ。まずいまずい。
[01:44:06.719] おはい。
[01:44:35.599] を回復しろって毎回思ってる。
[01:44:38.800] 本当だよな。
[01:44:47.880] かけしてた。
[01:44:48.599] 逃さないよ。あるな。
[01:44:50.719] 大丈夫。
[01:44:58.639] いやか。
[01:45:03.159] まだ助かる。
[01:45:11.400] ドンピシャでさしてくる。
[01:45:18.239] 逃がさないよ。
[01:45:20.560] 大丈夫。
[01:45:22.159] 行き返る。うわ。
[01:45:38.560] いやあ、しょうがないね。いや、
[01:45:40.472] [音楽]
[01:45:42.280] MPもきつ
[01:45:44.639] でも相手は黄色。ここからや
[01:45:47.840] 君なしじゃ。
[01:45:49.440] ここからは任せ。こ
[01:45:58.320] ああ。うお。
[01:46:00.778] [笑い]
[01:46:05.320] うお。ふ。わ。
[01:46:08.719] ふーん。ふー。自力で食い縛った。
[01:46:28.480] しびれるね。
[01:46:29.840] 元気出た。
[01:46:33.159] 大丈夫。せい。
[01:46:47.283] [音楽]
[01:46:51.679] 良いところだ。
[01:46:54.920] 大丈夫。
[01:47:03.639] せいやば。
[01:47:25.929] [音楽]
[01:47:31.880] ここからは任せて。大丈夫。
[01:47:38.440] ギリギリの戦い。
[01:47:54.080] まだだ。
[01:48:05.884] [音楽]
[01:48:08.599] 大丈夫
[01:48:11.000] 頑張ろう。
[01:48:16.920] ベホマラよしよしよしよし。赤くなったぞ。
[01:48:33.800] あるあるある。来た来た来た。カつ赤くなったぞ。
[01:48:36.014] [音楽]
[01:48:39.719] これバイキルと入れてまずい。
[01:48:42.800] ここかまけでバイキル入れたらまずいか。ぶっちゃけこのターン
[01:48:48.460] [音楽]
[01:48:58.280] いや、このターン別にプリンやることねえだろ。
[01:49:00.360] ここで7500。ここで[笑い]
[01:49:20.080] な。
[01:49:21.920] いや、いける
[01:49:23.719] 。
[01:49:29.679] うん。
[01:49:35.440] う、強い。
[01:49:42.159] エキつ
[01:49:44.135] [音楽]
[01:49:47.679] ベホマズン。
[01:49:56.440] ほんま勘弁してくださいよ。これ強すぎるって。
[01:50:14.960] でも相手も赤頑張れ。やべ、
[01:50:16.886] [音楽]
[01:50:22.239] MPね。
[01:50:25.800] MPがないよ、みんな。
[01:50:31.560] くそ。ちょっと待て。ザオリク。この音は絶対返す。
[01:50:38.360] うあ。
[01:50:43.560] 気合いだ。気合いだ。
[01:50:46.360] 頼むから。いや、頼むから。マジでやめてね。頼むからマジで。
[01:50:50.599] あのベホマとかやったらほんまベホマとかやったら
[01:50:56.639] ロードトライ
[01:50:58.520] あかんで
[01:51:02.440] まさかねフラグですか
[01:51:11.880] や本当やめて
[01:51:15.520] ここからがベホマなんです
[01:51:18.840] 声出してこ
[01:51:26.317] [音楽]
[01:51:26.400] 心配した。
[01:51:28.360] せい
[01:51:41.599] 。
[01:51:44.657] [音楽]
[01:51:55.137] [音楽]頼まい。頼まい。
[01:52:01.687] [音楽]
[01:52:02.320] 見切った。
[01:52:03.079] 頼む、頼む、頼む。もう終わっていい。イエ。
[01:52:09.280] この、この先長く続いていくんです。
[01:52:09.547] [笑い]
[01:52:12.400] パチパチパチパチ。
[01:52:13.920] やっぱりとどは勇者様があれしますわな。
[01:52:18.079] パチパチ。お、
[01:52:19.440] やっぱりとどは勇者様がライデイでギガでいんで行きますわな。
[01:52:24.639] パチパチ。
[01:52:27.480] きはは。グーぐは勇者ってわけ。
[01:52:34.159] 逆ありがとうござパ。すいません。
[01:52:45.800] 100ビそんないだいて
[01:52:49.599] パチパチパチラパチパチラパチパチ。
[01:52:54.679] いやあ、強かった。
[01:52:56.599] クラップのクラップの
[01:52:59.239] 4クラップ
[01:53:00.119] こばいいやあ、強かった。
[01:53:01.948] [笑い]
[01:53:03.920] 合う1
[01:53:04.719] 強かった。いや、いじめかい。ありがとう。びつでもありがとう。いやあ、強かった。こいつほんまポットでやな。よっしゃ。いや、強いね。やっぱね。やっぱ指導きだな。
[01:53:16.358] [笑い]
[01:53:25.360] 一言も喋ってないや、あいつ。よかった。ベホマやられないで。
[01:53:32.920] かわいそう。
[01:53:34.119] 私たち勝ったってことだよね。
[01:53:38.520] やっぱりとどめは
[01:53:40.320] やっぱりとどめ。勇者様とどこからともなく美しい声が聞こえる。え、でもなんか
[01:53:50.239] こんばんは。
[01:53:50.560] これでクリア。めちゃんこんばんは。こめちゃんこんばんは。
[01:53:53.440] クリアしたよ。クリアするよ。
[01:53:55.800] この世界を消し去としたハーゴン。
[01:53:58.639] おいおい。
[01:54:00.560] そしてハーゴンが召喚した
[01:54:03.040] ま。
[01:54:03.639] 破壊心指導は滅びました。
[01:54:05.800] ま、エンディングとシれ込もうじゃねえか。
[01:54:07.840] 世界に再びが戻ったのです。
[01:54:13.040] さて、どんな
[01:54:13.719] あなた方こそロトの意志と栄誉を償ぐも。
[01:54:19.440] どんなあれを見てくれるんだ?
[01:54:21.159] 勝利はロトの勇者の伝説として
[01:54:28.880] MDXさん、こんばんは。
[01:54:31.400] さあ、クリアするぜ。
[01:54:35.480] 世界があなた方の帰りを待ち詫びています。
[01:54:46.199] え、でもさ、
[01:54:48.920] 今んとこ別に従来通りというか
[01:55:05.760] やったよ。
[01:55:09.239] 終わったよ。
[01:55:11.400] パパ、ママ、終わったのですね。
[01:55:24.639] 本当に終わったのか?
[01:55:26.040] よちよち。
[01:55:27.400] 泣いたい。[笑い]
[01:55:28.119] 泣いていいんで。
[01:55:30.360] 泣きたい。気持ちがいい。
[01:55:35.880] 可愛い。可愛い。
[01:55:38.480] なんかほっとしたら勝手に涙が出てきちゃうよ。
[01:55:42.760] え、でもさ、これでいいの?本当にこれで、あ、これでいいんだけどさ、
[01:55:48.239] みんなに報告に行こう。
[01:55:49.760] え、マジで終わりそうじゃね?このまま。
[01:55:51.679] ここで盲登場。ク。
[01:55:54.280] あ、ここで、ここでさ。あ、え、あ、なんかありそうだよ。あ、ないか。びっくりした。今本当にあの、も君が出てくるかと思った。
[01:56:03.520] こ来ない。
[01:56:04.760] 各地を巡りながらローレシアに戻るといいよ。ないか。笑笑
[01:56:09.800] うくんはもうくん。え、もうくん出てこないの?いやあ、お疲れ様でした。邪魔なハーゴンを消してくれて僕とっても嬉しいもんじゃないんだ。
[01:56:24.079] 怖すぎるでしょ。笑
[01:56:25.655] [笑い]
[01:56:26.599] いや、そのパターンかと思ったんだけどね。僕とっても嬉しいもん。
[01:56:34.199] 期待してたのに。
[01:56:36.159] いや、終わるやん。
[01:56:39.410] [音楽]
[01:56:39.560] 長旅お疲れ。
[01:56:40.880] いや、終わったの?終わるん?終わるんよね。終わるんか?え、本当に?これで終わるんか?
[01:56:49.719] え、ザエンドなんこれ?
[01:56:53.119] パラパラ。
[01:56:55.040] 水タバコ吸タバコ
[01:57:01.040] 吸やつは
[01:57:03.679] 水タバコす
[01:57:05.440] やつは
[01:57:07.920] 水タバコ吸やつ
[01:57:10.119] はルんデッド
[01:57:12.199] 水タバコ吸やつ
[01:57:14.440] はルルルルルルル
[01:57:20.021] [笑い]
[01:57:20.520] まだ貯める本
[01:57:22.800] 現れたね。笑笑。
[01:57:27.159] ハッピーエンドってな。
[01:57:28.400] なったから4人でC車でも行く。[笑い]
[01:57:31.199] 打ち上げでC
[01:57:32.159] 者バー行くやつ。どんな頭してんねん。なんか崩れてない?
[01:57:40.320] マジ水タバコ。
[01:57:41.880] あれ?な
[01:57:43.079] ほら
[01:57:44.239] こんなボロボ
[01:57:44.920] あれ?あれ?あれ?あれ?
[01:57:46.960] え?
[01:57:47.480] あ、
[01:57:48.480] 教会があったはずですよね。
[01:57:51.599] そうだね。
[01:57:53.520] うん。
[01:57:54.719] だって中で新父様とお話したよね。やられた。どういうこと?あの時僕たちが見たのは何だったの?
[01:58:17.760] いや、やられたんちゃうんけ?俺らがいない間に。
[01:58:20.840] あれもハーゴンの幻だったとか。
[01:58:26.400] そう思えません。
[01:58:27.440] まさかも君が
