[00:00:15.719] ポコっす。
[01:41:50.159] ではそろそろ退散するとしようか。
[01:41:52.880] しかもお前のそれトゥーラでは
[01:41:54.800] え。
[01:41:55.920] もう行ってしまれるのですか?そんなに急がなくても是非この町でゆっくりしていってくださいよ。
[01:42:04.320] アンコール。アンコール。
[01:42:06.880] このバハがらだな。横文字。
[01:42:10.040] ありがたい話じゃが、わしも急ぐ組でしての。
[01:42:17.480] おや、もうお帰りかい?宿屋の旦那
[01:42:21.320] 元番。
[01:42:24.960] 咲いてそうだね。このじじの前でこうやっ
[01:42:26.800] て
[01:42:28.880] よくわかんねえけどあのバンギャのよく
[01:42:31.800] やるああ謎の動き柵
[01:42:34.920] お立ち台持用の
[01:42:38.520] ああもう終わりからなそれにしてもいい
[01:42:43.119] 演奏だった感動したよ。
[01:42:45.360] 虐大しよう。虐大
[01:42:46.840] 気分がいいから今日うちの宿に来たお客さんには宿台のサービスでもしようかな。
[01:42:52.440] めちゃめちゃ気まえいいやん。ではこれにて失礼。
[01:43:05.719] おいじ。
[01:43:07.599] ねえ、
[01:43:09.040] そういえばさ、宿屋台宿屋で宿泊代をサービスするとか言ってなかった?こいつには特に言及しなくていいのか?
[01:43:18.000] すごかったなね。ほんちょっとしか聞けなかったけど。
[01:43:20.239] おいらでこんなにドキ抱きしたの初めてだ。
[01:43:22.400] うん。
[01:43:23.800] あの音楽室のが引いてたき間違いなくトゥーラだわ。なぜ一族一族以外がちょっとだ。おい、こいつジャンのあれなんじゃねえのかよ。おいジャンのジャンのあれなんじゃねえのこいつ。おい、いいのか?引き止めなくて。ジャンのあれなんじゃねえの?
[01:43:45.080] はい。
[01:43:54.320] 宿屋に行っちゃうと多分こいつらまた全員どっか行っちゃうからその前に一旦この街を探索しとこう。人がいる間に
[01:44:02.040] ジャンのあれ
[01:44:03.320] ジャンの子孫なんちゃうんかい。もう弱年性アルツハイマーかもしれ言葉が出てこん。
[01:44:12.719] 武器屋どこじゃい?
[01:44:14.639] あ、武器は武器屋はさっき行った。武器屋さっき行った。
[01:44:16.920] ここはな。本当に取っていいのか?それは
[01:44:28.639] 30
[01:44:29.080] になったら出てこなくなるからね。
[01:44:31.440] いや、マジでね、本当にね、言葉が出てこ、ずっとあれだよ。あれ、あれ、あれ、あれ、あれ、あれ、あれ、あれ、あれの、あれの、あれ、あれだよ。言ってる。そろちゃん、こんばんは。あれ、あれ、あれ、あれ、あれ、あれ。
[01:44:45.560] もう出てこん言葉が
[01:44:48.760] 廊下
[01:44:49.719] 廊下で廊下だよね。
[01:44:51.360] ゴミゴミ言葉は出ないしゲーム初
[01:44:54.320] 本当にねしょうもないよね。
[01:44:57.560] じババがあれそれで会話するのも頷ける
[01:45:01.000] そうなってくた。そのうちお前らもそうなるんだからな。俺があれだよつったらあれね。笑笑みたいな旗から見た人置いて盛りみたいな。
[01:45:15.840] お力の種しはいん海の魔人グラコスによってそのこのハーミリアボンの村の全てその時の時代の生き残りのシソの町が山地に作られたのもえグラコスの脅威から遠ざかるためなんでしょう。
[01:45:40.719] 最も霊行スが現れたという記録はありませ
[01:45:43.159] ん。ここチャより若いの少ねえんだ。それ
[01:45:46.800] はそう。それはそう。俺よりも早く多分
[01:45:50.560] コメント欄がちゃまああれだよ。ほらあれ
[01:45:53.599] こないだのあれあれ言うな。もうそういう
[01:45:56.960] のもう全部無視するから
[01:45:59.480] 何言ってかわかんねえよ。つって
[01:46:03.360] わしと同じような年寄りがあんなにすごい
[01:46:06.199] 演奏をうむ。わしも負けておれんわ。
[01:46:10.480] インターネット老人会になってるの。
[01:46:15.880] これ地下もあんの?
[01:46:26.840] ちょっとじゃ止まってみます。またどうせ
[01:46:28.880] こいつらなくなっちゃうんだろうけど。
[01:46:37.320] ちょ、ま、ちょ、ま、ま、ちょ待っ。
[01:46:38.320] まあまあまあまあまあ。
[01:46:45.080] 止まりますか?お客様ですか?そう。もし
[01:46:48.760] そうならあなたたちはラッキーだ。今日は
[01:46:50.760] 気分がいいから宿泊大無料。いやいや、
[01:46:53.199] 半額さは
[01:46:55.360] え、半額だから4名様まで28ゴールド。
[01:46:58.840] ま、半額でも得だけど確かに。ま、半額だ
[01:47:01.800] から得だけどな。確かにな。
[01:47:15.400] え、夜明け前レたちは美しい楽器の調べにふと目を覚ました。ベッド
[01:47:20.480] 1個しかないですけど。
[01:47:23.560] え、
[01:47:24.400] おの何なの?このメロディは確かあの学者さんよね。
[01:47:27.880] え、
[01:47:28.560] やっぱりあいつが犯人なんやって。お、ほら。え、バチやん。
[01:47:37.679] 何してんだこいつ?
[01:47:54.560] おお。
[01:47:58.080] どうやらこの町もこれで全員集めることができたようじゃんな。なんで俺たちでは聞かないんやろか。
[01:48:07.760] どうやらボンやフズの人たちを消したのもあの学のおじいさんだったみたいね。綺麗なメロディにママと騙されたわ。あいつを追いかけるわよ。
[01:48:15.440] トゥーラを利用して人をさうなんて絶対に許せないわ。あのおじいさん追いかけましょう。
[01:48:19.800] にゃ
[01:48:20.760] みんなをさってたのはあのじいちゃんだったのか。てことはあのじいちゃんの正体守のかな。そんな嫌な感じ俺はしなかったけどな。ま、ドラックエあるあるですわな。犯人に見せかけて多分おそらくこれは何かから人々を守るためにやってると俺は踏んだ。裕ジホリーはそうするだろう。
[01:48:36.760] 裕ジホリーならそうする。違うからな。マジであいつ悪い人だったりして全然勘違いな。
[01:48:44.960] キプキップ出ました。出ちゃった。
[01:48:47.159] プレイ。
[01:48:48.639] いや、裏、
[01:48:50.040] 大体そう、裏の裏を裏の裏を書いて。あいつマジでただ普通に人殺しだったらあいつだってゆバールの守り手ちゃうんかい?ジャンの子孫なんちゃうんかい?
[01:49:06.840] ねえ、
[01:49:08.040] 随分古臭い塔の中に出たわね。
[01:49:11.800] お、ぐんぐんぐんぐんぐんパラパパ。え、なんか敵弱くない?これだいぶ前のモンスターじゃない?
[01:49:23.159] うわ、とんでもねえって。だからそれ
[01:49:30.840] とんでもねえって。
[01:49:35.440] お、いいね。アイラは一発ギャグを覚えた。
[01:49:40.199] なかなか出ないはずだが。笑。
[01:49:42.159] なんか結構出てるよ、さっきから。
[01:49:52.440] せい。
[01:49:53.239] あ、やべ、ごめん。やっちゃった。あ、え、何これ?小舟が置いてある。なんで?
[01:49:58.080] アイの一発ギャグ見て
[01:50:02.560] できんの?アイラ、アイラの一発ギャグやりたいね。
[01:50:09.679] せ、ちょ、
[01:50:11.280] 見してくんねえかな。一発逆、アイラ、ちょっと一発やってみて。
[01:50:18.320] まだ、まだ。おお。え、これキングスライブかあれしか出てこないのかな?
[01:50:24.119] キングスラ。おい、おい、おい。
[01:50:27.159] いや、強いって。
[01:50:29.520] おい、一発やらせろよ。に回せ。ターンを。
[01:50:33.880] ターンを回してくれ。
[01:50:44.520] なんでこんなとこに船があんの?
[01:50:51.079] はあ。
[01:50:56.079] これあれだな。職業マスターするのもだいぶ早なるよね。キングスライムとあれなんだね。スライムしか出ないんだ。
[01:51:08.480] 楽勝。
[01:51:13.079] めっちゃ上がるで。こんなん。あと食歴ってなくなったんだね。食歴ないんだね。あ、なんだお前?え、僕悪いスライムじゃないようか。
[01:51:32.480] え、どこ行った?
[01:51:39.000] なん
[01:51:43.560] ないでよ。僕悪いことなんてしないよ。塔
[01:51:46.520] の上に人間がたくさん引越してきたから
[01:51:48.639] こっちに逃げてきたぐらいなんだから。え
[01:51:50.679] 、その人間たちはどうしてるかって3階に
[01:51:52.719] いるよ。でも鍵のかかった部屋の向こうに
[01:51:55.119] 閉じ込められてるみたいだったな。最初に
[01:51:57.119] この塔に来たあのおじいさんの仕業かな。
[01:52:03.880] ガモ。
[01:52:04.840] あんな旅の扉作っちゃうなんてやっぱりただのさんじゃないな。
[01:52:07.800] あら、
[01:52:08.639] この場所は今の近くての気配が強いわね。はいはいはい。
[01:52:11.400] ガモや。
[01:52:29.280] 上がってけばいいのかな?宝箱がもう
[01:52:32.360] 1
[01:52:32.480] 個あるからこれだけ取ってく。これだけ取ってく。開かね。
[01:52:39.400] はあ。
[01:52:43.239] 戦い目で行こう。戦い目で
[01:52:46.079] かいい。
[01:52:46.920] お前それしかやんなくなっちゃったよ。
[01:52:51.159] なんかキングライムしか出ないな。やさ、強くなりすぎちゃう。
[01:52:59.000] うん。
[01:53:03.159] ふふふ。
[01:53:05.719] 強くなりすぎなんちゃうか。あ、ダんび。
[01:53:16.320] え、あ、
[01:53:17.920] せい
[01:53:18.760] ダンビラムーチやん。お、懐かしい。あれ?ダンビラムーチってドラクエ
[01:53:23.800] 8の敵だよな。
[01:53:24.760] はい。
[01:53:25.880] 逆輸入されてるやん。え、なんやねん。
[01:53:30.920] 外れや。
[01:53:32.599] あ、7なんだって7からか。8
[01:53:35.560] からじゃねえんか。
[01:53:40.520] ベーキル。ベーキルとしてくるよね。
[01:53:45.880] あ、7か。ブラ系
[01:53:48.400] どんな問題?
[01:53:52.840] 魔物使いゾンビ呼び。あ、いろんな呼があるんだな。バイキングメット。
[01:54:07.920] ダンビムーチョの響きが好きすぎる。
[01:54:11.560] 言いたくなるよな。ダンビラムーチ。
[01:54:16.239] わかる。
[01:54:17.440] ダンビランムーチ
[01:54:20.199] ねえ。
[01:54:21.040] あとなんだろうな。言いたいも言いたい言いたいモンスター名。
[01:54:26.199] バギムーチョは許さない。
[01:54:28.320] なんでだよ。いいじゃないか。バギムーチ。あと投撃の亡霊とかね。言いたくなるような。投撃きの亡霊。キリ
[01:54:42.199] ユランいね。
[01:54:46.679] なんだろうな。
[01:54:47.560] よかった。
[01:54:50.599] 投撃の亡霊といえばね、あれだよな。投げれだよな。ドラクエジョーカーのな。俺そのイメージしかねえわ。ドラクエジョーカーのなんか
[01:55:05.639] あの
[01:55:07.560] モンスタークイズみたいなやつです。
[01:55:09.960] なんか指定されたモンスターを連れてこいみたいなやつがあって
[01:55:16.800] で、なんか長息に登るように命令してるモンスターなんだつって言われてそれの答えが投撃きの亡霊投撃きの亡霊投げ登れてな俺それがわかんなすぎて
[01:55:32.360] 3
[01:55:32.639] ヶ月こで止まったねん攻略が分かるかいんなんでその問題だ
[01:55:39.360] そんななんか意地悪なんだ。
[01:55:43.719] 投げ登れなんて分かるかい?未だに。だからそれが俺の脳りに媚びりついてえ。開かないじゃん。あ、おいな。あ、はい。
[01:56:00.199] ああ、
[01:56:00.679] ありがとう。これで自由出れるようになったぜ。
[01:56:03.920] 扉が開いたと言ってもここがどこになもわかんないし。外には魔物もいるんだろ。
[01:56:07.880] ここは慎重に行かないとな。うん。
[01:56:13.480] 脱ずにしてもここは一体どこなんだ?古い建物なのは確かだか。
[01:56:18.679] いくら私でも売り物がなくて商売はできません。
[01:56:21.800] うん。
[01:56:22.719] 街の宝は大丈夫だろうか?誰かに来られてないだろうか。
[01:56:25.560] はい。
[01:56:27.199] お、ピンクパール何に使うんですか、これ?詳しく見る。これなんですか?ピンクパール
[01:56:41.159] 大丈夫?そ、
[01:56:42.159] 大丈夫ですか?これなんか使い方は無限大な感じがしたな。ピンク。
[01:56:48.960] ああ、
[01:56:49.800] さっきは隣の人が喋り続けて困ってるんですよ。
[01:56:52.280] ああ。
[01:56:53.920] 全くあの時にしてられてね。本当腹立つ。
[01:56:56.840] あら、新人さん分かってるわ。あんたも
[01:56:58.320] 引っかけられたのよ。え、音楽で人を操る
[01:57:00.880] なんてきっとあのじさんの正体魔物よ。
[01:57:02.520] 魔物本当に比裂なやつだわ。今度だったら
[01:57:04.199] ギッタギったにしてるんだから。え、それ
[01:57:05.679] はいいからそこどいてくれって。あら、嫌
[01:57:07.079] だ。そういうことは先に言ってよ。どいて
[01:57:09.199] くれるんかい?そして
[01:57:13.000] うん。まずいな。年寄りたちが気力を失っ
[01:57:15.520] ている。早くな何とかしないと本当に病気
[01:57:17.440] でもなりかねんぞ。
[01:57:20.440] わしはこんなとこで何にもないとこでこの
[01:57:22.920] まま死んでいくんじゃろか。
[01:57:24.920] ああ、思えば虚しい人生じゃ。神美さんには逃げられて息子はいいことなんて何
[01:57:30.639] 1
[01:57:30.719] つなかったわい。ああ、虚しい。このじいさんに関しては何も救ってあげることできないけどね。俺は本当にかわいそうじゃん。
[01:57:44.159] ガモ。
[01:57:49.440] え、あの学者はきっと噂に聞く魔物の手先に聞いない。
[01:57:53.960] あの、このままじゃわしら奴らに殺されちまうぞ。あ、これは壊させてくださいよ。
[01:58:06.000] うん。
[01:58:06.679] 頼ん中水ばっかり。いや、結構アイテム入ってますやん。いっぱいだいていくぜ。
[01:58:19.159] はい。
[01:58:35.159] 11時ね。
[01:58:46.880] 学者のおじいちゃんだったらその階段から
[01:58:48.599] 上に登って行ったみたいだよ。
[01:58:49.880] お兄ちゃん、あの時代に会いに行くのだったらおいらが扉を開けてやるよ。
[01:59:11.040] グロゲーならここで子供読んでる。
[01:59:15.840] そう。あ、うわ、ドラゴンいるじゃん。そうかな。
[01:59:19.159] グロゲーだら。
[01:59:21.480] はあ。あれ?久々に見た。久々に来たわ。久々にでもなんか
[01:59:35.199] 出たわね。でもさ、こんだけもうレベル、
[01:59:38.840] こんだけレベル上がりまくってるともうさ、なんか別になそこまでなんかそのそんな別にレベル上げる必要もないっしなみたいな。
[01:59:50.159] ちょっとレベル上があ、メタルギル動いて。うわ、
[01:59:55.480] 回心のメタルギルはもうそれメタルギルじゃなくていいか。
[02:00:00.760] りゃ。
[02:00:03.679] あ、ドラゴン強いね。
[02:00:05.719] せ、
[02:00:07.599] もうメタル食わ。
[02:00:09.639] 2匹倒せた。えい。
[02:00:12.440] 2
[02:00:12.679] 匹も倒せちゃった。
[02:00:15.920] メタル叩く音好き。
[02:00:17.400] 分かる?金。え、すっげえもらえるじゃん。ガバガバになっちまう。こんなの
[02:00:24.320] わお。
[02:00:24.920] おいおい。こんなにレベル上がっちゃっていいんかいと。
[02:00:28.079] ほら私が。
[02:00:30.239] いや、そうだよ。
[02:00:32.159] そんなことある?別にそんなそんな謙虚やの?この程度じゃ自分はレベル上がらないって思ってんのか?
[02:00:40.239] おい、出すぎちゃうか、これ。メタルスライムの演化率も高くなってそうだ。なんか
[02:00:49.880] 原作より
[02:00:51.159] せ。
[02:00:56.199] お変わりもあるぞ。
[02:00:57.400] お変わりも
[02:00:59.840] 大丈夫なやつ、それ。
[02:01:01.800] うめ、うめ。メタルスライムうめ。うめ。せい。
[02:01:06.719] 毒ガス毒ガスレ始まるた。それ
[02:01:09.760] おーい。
[02:01:12.119] ああ、すげえ。
[02:01:18.880] やったわね。
[02:01:19.719] うめ。うめ。今レベルよりも食べたくなる。
[02:01:25.800] あ、
[02:01:28.159] 頑張る。じゃ、久しぶり。
[02:01:30.440] せい
[02:01:32.480] おもろいでこれやんないの?おい、
[02:01:42.040] うめ、うめ。
[02:01:45.239] それいはお、いいじゃん。
[02:01:58.320] あ、タピじゃん。多分
[02:02:00.119] おもれどこのゲーム回し蹴りドルクマ先生来ましたわ。なんか宝箱空っぽばっかやな。
[02:02:19.920] せい
[02:02:24.199] やべえな。あんまりレベル上がりすぎてもな、ちょっと悩むよな。
[02:02:33.280] う、切り戦。
[02:02:35.320] もうバイクロスとか使えるようになっちゃったんだよな。シンボル円かいね。ち
[02:02:40.159] あね、マジでね、あの、快適に作られすぎてるわ、これ。あの、本当に
[02:02:46.040] ショート動画世代。もう何もかもが簡単だって。この転職業あるじゃん。これ転職あのね、なん、駆け持ちできるんだよ。
[02:02:56.520] あの職業昼は
[02:03:01.639] OL、夜はキャバ嬢みたいなことができ
[02:03:03.880] ちゃう。
[02:03:07.599] 2つを一気にマスターできるんだよね。
[02:03:10.239] だ、上級色とかめっちゃ簡単につけるし。
[02:03:12.880] 笑笑
[02:03:13.440] で、しかも転職がこうダンジョンの中でどこでもできるっていう
[02:03:17.599] かいい。
[02:03:18.800] とんでもないだろ。い、
[02:03:27.000] ダーマイ
[02:03:28.199] ダーマある。ダーマあるんだけど
[02:03:30.199] なんかダーマの水晶みたいなのもらえてここで
[02:03:34.119] あのあのなんてうの転職ができちゃう。
[02:03:38.280] あの職業がなんかもう本当あの装備品みたいな感じでまたもうレベルが上がる上がいらんのね。
[02:03:45.760] ハローワクシンいらん。もうもう今もうデューダとかさ、あのもうやっぱネットであの転職サイトよ。やっぱ転職サイトよ。転覆最者。もう口が回らん。口が回らん。こういう風に。
[02:03:58.040] はい。
[02:03:59.040] こういう風にミレッカたんに電話して転職できんね。すごない?これ。
[02:04:06.000] しかも2個持てるんだ。この職業が。
[02:04:12.840] ハローワーク行かなくていいね。
[02:04:14.559] うん。やめる時ももうすぐよ。体職代行もう無理よな。もう無理。もう無理。
[02:04:26.159] はあ。
[02:04:27.079] ああ、もうしかも弱い敵はマザー
[02:04:29.040] 2
[02:04:29.239] みたいな感じでこういう風に一発で倒せるっていうね。
[02:04:31.719] マザー2
[02:04:32.320] と同じような感じで弱い敵がもう触れた段階で
[02:04:38.880] もうこれのおかげでレベルが上がる上がる。もう霊もうショート動画世代万歳。おいおいおいやた。は
[02:04:55.679] そう。
[02:04:58.119] あ、ま、これめっちゃ快適なんだけど。
[02:05:00.920] う、
[02:05:01.559] ドラクエ12はね、
[02:05:04.119] これから出ると思うんだけど、
[02:05:07.639] ドルクマかっこいいな。ドルマ系の呪文ってかっこいいよな。ドラ系
[02:05:12.880] 12
[02:05:13.159] はこんなサクサクしないと欲しいな。しっかり。あら、もうレベル
[02:05:17.119] 30ですよ。おいたいたいた。
[02:05:27.679] どれ、そろそろ始まる頃じゃな。
[02:05:31.199] え、やっぱりこいつ悪いやつなんか?
[02:05:33.480] やっぱりこのじいさん悪いやつだった。
[02:05:39.639] あ、俺言する。これ壺の悪魔だわ。これ壺
[02:05:42.119] 悪魔。あ、違った。ごめんね。そんなこと
[02:05:43.320] 全然そんなことない。あ、てかさ、さっき
[02:05:47.559] キーファの種ってどれなの?キーファの種
[02:05:49.800] の袋っていうのはさ、
[02:05:52.559] どれのこと言ってんの?これも勝手にここ
[02:05:54.480] に入ってんのか?
[02:05:58.719] 種くお。みんなで種食おうぜ。
[02:06:06.119] おはちゃまひ。
[02:06:07.719] おみちゃんお疲れちゃん。みちゃんお疲れ。やってまんねん。力弱くね?アイラってあんま力強くないんだ。
[02:06:19.480] またオレンジ。
[02:06:20.880] またオレンジ?嘘。前もオレンジだったっけ?
[02:06:26.000] おにゃの子やぞ。
[02:06:29.119] あ、そっか。おにゃ
[02:06:29.840] 魅力系。
[02:06:31.400] 魅力系だからやっぱエロ担当なんでしょ。今作のエロ担当でしょ。パフパフぐらい覚えてくれるんでしょうね。覚えてくれるんでしょうな。パフパフの
[02:06:43.000] 1つや2つビキニアーマー来てんねんか。
[02:06:46.559] エロあるよし。
[02:06:47.920] エロあるよ。
[02:06:51.880] パフパフの1つや2
[02:06:53.079] つ覚えてくれるんでしょうな。
[02:06:59.280] はい。種全部食べちゃった。うん。
[02:07:12.559] うん。
[02:07:13.119] え、これ戦うんか?戦う。
[02:07:17.239] やっぱりこいつ悪も悪人なんちゃうん?や、あんたたちとはどこかであったような気が。ま、この大陸の人間は皆党に集めたのじゃからあったことがあるのも当然か。
[02:07:43.480] こいつジャンの息子とかじゃないのかよ。
[02:07:45.520] 無理やりさらってきてあんなところに閉じ込めたことは悪かったと思っている。
[02:07:51.679] 確かにね。確かに。これ背景、これ外じゃないの?これどうなって背景なんかな?真っ暗。え、これバグ?バグじゃないよねえ。バグ?これ背景って外なんじゃないの?これ塔だから違うんかな?
[02:08:03.639] しかし説明しているだけの時間はなかったんじゃ。
[02:08:08.000] 真夜中ってこと?
[02:08:09.639] 何の時間かじゃと?もう間もなく始まるはずじゃが。
[02:08:22.199] ノ間に合わなかった?
[02:08:25.440] 嘘のみさんこんばんは。こんばんは。そんなことある?
[02:08:30.960] と々来たか。見て俺。
[02:08:34.760] された世界だから。から何が起きるかを
[02:08:38.719] 震え声。
[02:08:39.639] そ、そ、そういうことにしとこうか。
[02:08:47.520] お、
[02:08:48.920] 脆弱なる人間どよ。我が力の前ヒレフスがいい。
[02:08:55.599] ほんまグラコスって俺に似てるよな。
[02:08:58.400] メイストロム
[02:09:00.960] 栃木のグラコス
[02:09:04.920] 誰が栃木のグラコスやねん。誰が栃木のグラコスやさんドラクエ出演おめでとうございます。
[02:09:12.480] 誰がドラ誰がグラコスやねん。
[02:09:14.840] 笑笑海ないのに。
[02:09:18.000] 海ないのに本当だよ。栃木海ねえんだからよ。さ
[02:09:21.920] 陸の陸のグラコスが海に飲み込まれていく。
[02:09:26.480] ここがここがもなかったらもっとクラコすな。
[02:09:29.559] 街が沈んでいく。
[02:09:32.559] え、何?何?メールストロムって何?水の呪文だっけか?
[02:09:38.280] わしはトゥラ引きじゃが占いも得意でな。いくらか先のことは余地できるのか。
[02:09:46.440] こいつマジであれなんじゃないの?ジャンの息子なんじゃないの?息子。そ
[02:09:49.920] 明るかったのに。
[02:09:51.400] 確かちょっと明るかった。
[02:09:53.440] 魔物たちに苦しめられている人々のために使う。
[02:09:58.679] え、そうなん、そうなん。嘘。みんなそんなに俺のこと覚えてくれてたんだ。嬉しい。
[02:10:05.719] おそらくはこの異変も魔物によるものじゃの。じゃからわしは人々をこの塔に避難させることにしたのじゃ。
[02:10:19.599] 一体何なんだこの揺れと音は。なんだこりゃ。海が迫ってくる。
[02:10:30.639] これ
[02:10:31.000] 記録じゃなくて記憶に残る配信者。
[02:10:34.360] 何何何ですか?
[02:10:36.920] もプレイジました。
[02:10:38.480] それ俺の俺のあれにしていいか?じゃあ俺のキャッチコピーにしていいか?嘘?そんなに似てる?そんなに似てる?
[02:10:50.920] あれはまさかこれマジででも背景。これ背景マジでないの?なんでこれ本当に脳期間に合わなかった?シュするよね。なんかなんでここだけ背景何もないの?マックのグラプスはきが言い始めた。
[02:11:04.400] あ、そうなんだ。太郎さんがサしました。
[02:11:07.440] 誰?それグラコスってそのありがとうばれちゃんありがとう。プライムサブあざす。ま、間違いね。ハーメリアの見張り台だ。街がバが水に沈んでる。
[02:11:22.559] めっこれ間に合ってませんやん。え、これバグなんこれ?え、ここって背景あんの本当は。
[02:11:31.000] おい、ち、これもてめの仕かだったら許さねえぞ。
[02:11:35.760] メグラコス助かる。プライムグラコス
[02:11:38.040] 髪型に合うね。
[02:11:40.520] 何がよ、グラコスの髪型。
[02:11:43.679] いや、グラコスだ。これは海の魔人クラコスの仕業ですよ。
[02:11:49.840] なんでここ黒いの?こんな
[02:11:51.360] イニエの年が滅として
[02:11:53.880] この大陸を懐中に沈めるつもりなんだ。
[02:11:56.559] 版も真っ暗でした。
[02:11:58.079] あ、そうなんだ。
[02:11:59.040] まずいな。
[02:11:59.639] てかスチーム版出てんだ。これ以上に水の勢いが強い。な
[02:12:02.880] んでこうやった?間に合わなかったんかな?
[02:12:05.360] このままでは。
[02:12:07.360] この塔でも持たんかもしれん。やはり元を立たねばダめか。じゃが
[02:12:16.159] これやったの力
[02:12:19.199] 2
[02:12:22.480] やっぱ今週までやらないとやっぱなわし。
[02:12:26.639] そうだ。あ、すっかり忘れていた。
[02:12:30.599] 町が沈むちょっと前に男友の何人かが帰ると言って塔を降りていっちまったんだはず。
[02:12:37.000] そうやつおるねんな。どこにでも
[02:12:38.480] 危ないからと止めたんだが。
[02:12:41.480] スチワできるできる。スチワバージョンあるよ。
[02:12:43.920] だろうか。
[02:12:45.480] 何バカな下り階段への扉には鍵がかかっていた。ごめん。俺開けちゃったですか?
[02:12:52.440] 開けた。俺が開けちゃっちゃいました。
[02:12:58.440] 僕それがまだ何かしちゃいましたかいていたんだ。
[02:13:04.040] なんということじゃ。こんな時に下に戻っていったとは。
[02:13:09.719] 本物のグラコスマ選手やってしまった。
[02:13:13.599] 本物のあれだ。陸のグラコスと海のグラコスが
[02:13:16.920] 閉めなさいってあれほど
[02:13:18.280] え、嘘。閉めてたらオッケーだったってこと。
[02:13:20.239] 閉めるっていう選択肢あったの?残
[02:13:21.760] 念じゃが、今は彼らがどうか無事でくれることを祈るしかない。
[02:13:30.320] 分岐しちゃったか。
[02:13:31.639] 嘘。
[02:13:33.559] わしにもう少し力があれば。
[02:13:40.400] ええ、
[02:13:41.760] な、なんてこと?大地が丸ご消えちゃったわ。その大地が丸ご消えたとこを見せなさいよ。
[02:13:46.760] あ、え、これもしかしてあれか?もしかしてあれか?なんかあの東日本大震災とかでやっぱそういうの規制でこの町以外無にしそういうこと?
[02:14:03.000] お、
[02:14:03.880] そういうことなんかこれ?
[02:14:05.719] ああ。
[02:14:06.800] ああ。いや、まあでもまあでもまあいや、そういうことっぽいな。
[02:14:15.559] それを理由に背景つくのサボってそうだな。
[02:14:19.360] 気づきだ。これ気え、そういうことなんかな。こ太ぶりんこんばんは。
[02:14:25.800] なるほね。だからと言ってこれはないんじゃない?だからと言ってこれは違和感あるだろ。これおかしいだろ。これ、これはだっておかしいだろ。どう考えても。
[02:14:39.159] はい。か、
[02:14:41.040] そういうことなんかな。
[02:14:42.760] よっしゃ。ここ黒背景で行けるで。
[02:14:45.239] 地下かと思ってしまう。
[02:14:47.280] ねえ、
[02:14:49.679] 他の背景作ることできるよね。
[02:14:53.119] まだ心したちができるよ。
[02:14:55.280] ある私
[02:14:57.040] もうちょこ
[02:14:59.159] 頑張れ。あ、なんだ?ハイプトリンやってくるって。ハイプトリンが来るってやったぜ。もうちょいなんかあるよね。おかしいもんな。
[02:15:13.719] 顔れる太郎。は
[02:15:16.639] 神を探して旅をする。
[02:15:18.760] あ、電茶
[02:15:19.719] リバール一族のテトラ
[02:15:21.679] パワー系もいます。
[02:15:23.840] ほらやっぱそうやん。ユバール族のアーダコーダだよ。
[02:15:27.760] じゃが己の欲のために一族の起き手を破えるのも規制されるのかな?
[02:15:34.599] え、
[02:15:35.639] 一族を離れたのじゃ。
[02:15:37.119] え、お前マジでジャんじゃね?お前ジャんじゃね?あ、だからあの時さ、グラコスの形になったんだよ。グラコスっていうかなんだっけ?
[02:15:46.480] ジャンジャンジンじゃん。
[02:15:48.599] 依頼罪を償な。
[02:15:50.360] お、マジでジャンじゃん。お前
[02:15:51.960] 魔物に苦しめられている人々を助けると。
[02:15:55.400] え、マジでジャン
[02:15:56.599] をてなじんカンクもいますと
[02:16:04.760] ナルトじゃん。
[02:16:07.480] ちなみにカンクロの好きな食べ物はハンバーグいんだ。あいつらの予想。
[02:16:13.040] あいつ可愛いんだよ。ハンバーグなの好きだった。ガーラは砂ぎもね。
[02:16:19.559] 草。
[02:16:20.679] 俺あのりの賞なんだっけ?地の賞となんだっけ?あのなんかあのあの本持ってたからナルトの単鉱本持ってなかったのにナルトのキャラ紹介の本だけ持ったからナルトナルトのなんか
[02:16:33.719] 設定や
[02:16:34.559] ナルトのあのキャラ紹介の本があんねんの賞だなんか地の賞天の賞みたいなあんだよなんかの書とか色々あった。
[02:16:42.439] そうそうそうそうそうそうそうそう。それだけ持ってたから書いてあってん。それにカンク郎の好きな食べ物はハンバーグ
[02:16:51.399] 説明してるのになるとの好物発表会が始まるの草。
[02:16:56.800] つぎもな。ちなみにあのガーラは
[02:17:00.599] 他はもう覚えてないわ。
[02:17:02.920] 他は覚えてない。
[02:17:03.840] 笑笑は砂めっちゃうまいよね。砂肝の素揚げ最高にうまい。
[02:17:12.359] ごめん。話聞いてなかった。ごめん。じゃとよかった。ほんま
[02:17:19.760] た。
[02:17:20.280] あんたたに
[02:17:21.240] 俺が喋ってるだろ。お前黙れ。1回
[02:17:24.719] お好み焼きに砂肝ももくそうい。
[02:17:26.719] いや、うまいうまいうまいうまい。あのあれよな。ま、向
[02:17:30.240] たとくっつくの?
[02:17:31.359] あ、やべ。大ネタバレ。え、大ネタバレじゃん。
[02:17:35.519] やべ。桜に行かないところ。
[02:17:37.960] そうなんよ。そうなんよ。
[02:17:41.040] 日向たとくっついてボルトっていう名前の息子が生まれます。
[02:17:45.319] 桜に行かないの?
