[00:00:54.960] チまど可愛い。チまど可愛い。チまど
[01:12:43.040] え、まだ無理?恋んじゃないの?あ、全然ダめ。全然ダめ。そんなんじゃ全然ダめだわ。
[01:12:58.000] ありがとう。
[01:13:06.360] 好きって告白してありがとうって帰ってき
[01:13:08.600] たらもうそれ脈無しだろ。
[01:13:11.800] 告った次の第1世ありがとうもうもう
[01:13:14.280] それぞで終わりだよ。ありがとうからには
[01:13:17.280] ないと思うわ。
[01:13:20.280] ちょ僕のあれなんですけど。え、
[01:13:24.520] ありがとうも
[01:13:25.840] 急にあざくなっても進化しすぎ。まあまあ
[01:13:28.520] な。ありがとう。ちょっとな。
[01:13:32.960] リビーさん、こんな時間仕事なの?
[01:13:36.679] 大変だね。どうしたんだろう。あののこと
[01:13:39.440] を思うと胸がドキドキする。ほらもう
[01:13:42.960] あんな髪の毛マニパニでさ、パツパツに
[01:13:47.040] 染めてるやつ。私
[01:13:49.560] まあ変じゃないよ。女の子だからね。
[01:13:52.120] 女の子だもんね。ショタとくっつけ。
[01:13:58.560] おしたし毛したし毛した毛民もいます。ゴミ捨テバあとはどこ行けばいいんだろうな。あと行ってないとこどこだ?居酒屋の選択みはちょっと変かもですが。
[01:14:14.840] いや、可愛いじゃねえかよ。あれが充電器になってんねんで。この姉ちゃんも締め切りを守らんとこうなるな。
[01:14:24.320] 何何何?ああ、なるほどね。
[01:14:26.120] ああ、大変だね。
[01:14:28.560] 便利。
[01:14:31.480] はあ。
[01:14:32.320] ま、でも残業台がっぽりやん。残業台。
[01:14:39.639] ちゃんとセブしてる。
[01:14:41.480] いや、まあまあまあまあまあまあまあまあまあまだ行けるよ。まだ。さっきした。さっきした。さっきした。え、どこ行こっかな?行ってないとこの辺か。あ、まだこれやってんの?満心。
[01:14:52.679] いやいやいやいやいやいやいやいや。
[01:14:54.840] まだ行けるだろう。全然平気だよ。
[01:14:57.520] まだ助かる。
[01:14:58.400] まだ助かる。ここもあるんだよね。なんかさ、力をあのアップしてりちぎりをやるみたいな。
[01:15:07.280] ワード被ることあるんだ。
[01:15:08.719] これもあるんだよな。これもさ、パワーをさ、パワーをちょっとあれすんのもありなんだよね。ちょっと待って。じゃ、一旦一旦ちょっと教育タイム入って久々にイベントを回るのもいいんだけど。
[01:15:22.239] と福引きで公開するからね。
[01:15:25.080] やべえ。ドラクエやりてえ。ドラクエ
[01:15:28.560] 7
[01:15:28.960] めっちゃやりてえ。日曜日売ってたら買っとこうかな。ドラクエ
[01:15:32.639] 7
[01:15:32.880] やりたい。マジで俺クリアしたらドラゴ、ドラクエ
[01:15:36.560] 7やろっかな。迷ってんね。
[01:15:41.120] 嘘。え、もうクリアしたの?もうクリアしたの?早くね?もうクリアした。え、もうみんな何?ドラクセブンってもうクリアした感じ?神様、どうか私をお守りください。
[01:15:55.719] おい、おい、おい、おい、おい。
[01:15:57.199] 裏までずっし。
[01:15:58.639] 裏までずっし。どうした?どうした?どうした?
[01:16:01.000] あぶな。ドラゴンクエスト
[01:16:02.960] 7難易度めっちゃマイルドでストレス
[01:16:05.239] 0や。
[01:16:05.760] へえ。いいな。
[01:16:09.040] してないの?ちゃくらい。
[01:16:10.480] マジかよ。崖でも飛び越せるほどの味の力がついた。ドンチマはオリジナルや。
[01:16:18.520] このタイミングでは
[01:16:19.600] 見てないけれどったね。
[01:16:23.040] じっくりは見てないけどすごい評判良かった。へストーリー進めてない。
[01:16:27.840] いや、そうなん。結局そういうことなんだよね。セブンってね。
[01:16:32.000] 投げるの合ってないだろ。笑。
[01:16:33.960] いや、でもさ、力でもさ、力をさ、いかが力をあの投げる力でこうむもあのさ、ムフシみたいにかムフみたいな感じでパワーつけよう。筋トレ、筋トレ
[01:16:50.120] 硬してる。笑笑。いや、どうなんだろうね。ちゃんと使い方あんのかな?これ分かんのかな?こいつ。
[01:17:03.639] ドラクエセ熟連ドがあるからな。俺もだって前さ、あのや、あの普通に配信者になる前に昔やった時は
[01:17:13.000] あの転職に力を入れすぎてもうそこでもうなんかもうやめちゃったんだよね。転職に時間かけすぎて。
[01:17:22.679] うー。えい。
[01:17:25.320] おあちゃあちゃんとあるんじゃん。ちゃんとごめん。こったわ。
[01:17:30.840] ちゃんと使い方。腕が疲れるからやだな。だめ。疲れてからもう
[01:17:35.760] 1
[01:17:35.920] 回が大事なの。それでもやった方がいいそうだよ。そうそうそう。はい。僕
[01:17:43.880] ドラクエグも売ってないし。田舎ファミマしい。鳥うるさいな。ドラクエグも売ってないんだ。え、俺痛くない。パ
[01:17:53.800] パトレーニーなのやだな。笑。
[01:17:56.880] パパトレーニーだから一瞬ジム行こうか。日曜日は日曜日は一緒にジム行こっか。シ
[01:18:13.400] ーノン。
[01:18:14.639] 俺のさ、地元のファミマ
[01:18:17.560] 3
[01:18:17.760] 件ぐらいしかまだ売ってないけど全部売ってたよ。全部売ってたで。
[01:18:22.239] ドラクエかが?ま、それじゃないんだよね。
[01:18:25.120] こんばんは。チこんばんは。お疲れちゃん。今日もしょ、
[01:18:29.280] 今日本当にそんなに売ってない。うちの地元めっちゃ売ってるけど。どこもいっぱい売ってる。嘘。
[01:18:37.639] マジ?え、栃木めっちゃファミマ、ファミマに売ってるよ。
[01:18:46.840] え、そんなに売れてんだ?
[01:18:49.120] はみまみ。
[01:18:50.840] うん。や、ま、多分どこにでも売ってる。
[01:18:53.320] どこにでも売ってるだろうけどどこにも売ってるだろうけど今んとこファファミ
[01:19:00.159] お前ま田舎田舎だからあるのかな?
[01:19:02.800] あるんじゃないかな。うん。ただ俺はなんかファミマによることが多くて
[01:19:06.800] 2
[01:19:06.920] 年前に売ってたやつかな?
[01:19:08.920] え?違う違う違う違うに入ってくれるまで
[01:19:12.600] 2年かかってる
[01:19:13.960] かってない。
[01:19:15.679] 山崎にはねえよ。え、鎖もちぎれそう行ける。よしよし行こう行こう行こう。よし、じゃちぎり行くぜ。
[01:19:23.239] 全然ダめ。そう。早速メモリーカード。これネックレス。これめっちゃ可愛くない?このメモリーカード。
[01:19:32.000] パワー系になっちまった。
[01:19:33.360] パワー系になっちまった。パワー系になっていいじゃねえかよ。え、売ってるけどね。や、栃木はちょっとやっぱずれてんのかもしれ。
[01:19:45.199] カード欲しいなって思ったけれど見当たらないとどうしようもないね。確
[01:19:50.320] 感。うん。
[01:19:51.360] もポケモン初代地で衣って聞いたき出すのドッグタグみたいね。ファイアレッドリーフグリーン移食でしょ。すごない?あれ?ファイアレッドリーフグリーン衣ってすごいよ。うん。あのゲームボーアドバンスのやつ熱いよね。
[01:20:07.280] え、初代、
[01:20:08.480] 初代じゃない。初代じゃない。えっと、ファレットリーフグリーン。マジマジマジマジマジ。あの、移植移植。
[01:20:15.120] あの、単体でね、あの、アドバンスオンラインとかに入るんじゃなくて、
[01:20:19.440] あの、
[01:20:20.920] きー
[01:20:22.000] で、しかもさ、あれさ、ダウンロードなんだけど
[01:20:24.400] しかやってないからやりたかったから
[01:20:26.639] ダウンロードなんだけど豪華特版みたいのがさ、あるんだよ。そう、
[01:20:33.000] 1個あのファイアレッドが2000
[01:20:34.679] 円、リフグリも2000
[01:20:35.639] 円だったかな。それのなんかめっちゃあのパッケージとかついてるやつもあんだけど欲しいんだけどさ、高すぎて買えない。
[01:20:43.679] さすがにちょあれにそんなお金出せないわ。え、確かになんか
[01:20:50.520] 2万とかしたんだ。大パに送りたい。
[01:20:53.000] そう。あのポケムーブだっけ?ポケなんだっけ?ポケポケホームだっけ?だっけ?企画出てたの?
[01:21:00.719] 出てた。出てた。1万9000
[01:21:02.280] いくらだったかな?
[01:21:02.920] ポケホ
[01:21:03.920] ポケホームと連動してるからあの最新作にポケモン持ってけるらしいぜ。やばくない
[01:21:08.520] さんちょいちょい茶げの財布破壊してくれとする?
[01:21:11.840] 本当だよ。さすがに買わない。
[01:21:15.679] はーい
[01:21:16.719] はい。やりま
[01:21:18.880] 神やん。
[01:21:21.080] 神。マジで。ま、俺アドバンス持ってるから別にそんなに俺は買わないけど別にアドバンスでやればいいし。ただあれポケモン好きからしたらたまんないよな。で、しかもそれがさ、なんかポケモンダイレクトあるじゃん。
[01:21:38.400] 3月何日だな。
[01:21:40.120] あ、2月27
[01:21:40.960] だっけ?ポケモンのポケモンデー、
[01:21:44.000] あ、ポケモンの来週そこで発表しなくてさ、こんな感じでポンって出してさ、え、じゃあその本配信の時は何を発表すんのよっていう。俺結構目玉かと思ったけどね。こんな何の告知もなくさ、ポンと出しちゃってさ。
[01:21:59.600] え、それでもあり余るほどの情報がおやれんの?
[01:22:04.440] 新作来るか?新作ありそう。ありそう。
[01:22:07.560] シリーズ新作とポコア
[01:22:09.920] ポコアポケモンね。ポコアポケモン。
[01:22:18.280] ポコア楽しみ
[01:22:19.800] やるんだ。ポコア
[01:22:21.760] 楽しみ。ポコみ。え、チャべやるの?ポコア
[01:22:25.159] ボスゴドラの目が進化分きます。
[01:22:28.280] ボスゴドラのメガ進化分岐
[01:22:30.400] 好きそうだろやかましコア
[01:22:32.840] まあ確かにいえ決してインチではインチじゃなかったらなんで女の子に腐が切れたんだよテロテロ
[01:22:41.040] テロテロ
[01:22:43.239] 進化セムスゴッド
[01:22:45.400] テロテロ鳴き声ね
[01:22:49.639] 笑笑
[01:22:51.280] 女は喜ぶだろポコア
[01:22:53.440] ボスゴスゴードラの鳴き怖い。
[01:22:56.639] テロテロ。
[01:23:00.360] 懐かしい。
[01:23:05.280] 鎖ちぎったらなんか俺のせいで僕なんか
[01:23:08.400] やっちゃいました。
[01:23:13.480] あ、
[01:23:15.199] ジャイケル、ジャイケルマクソンごめんね
[01:23:17.679] 。ザンパーにはノイローゼの猫めっちゃ重
[01:23:21.440] 。嘘。ごめん。
[01:23:23.520] 今回は僕のダンスだけだよ。構わんない。
[01:23:28.199] もう1個特徴的な。
[01:23:29.719] コルドック。コドッグはカポー。コロドッグね。誰か僕と一緒に踊らないか?
[01:23:38.000] ギレイドル頼みます。
[01:23:38.960] ギライドルンウンボウン。
[01:23:41.120] それ本
[01:23:43.719] ボンウンボウンだよ。ゆレイドルは久々にやってるわ。これ半年ぶり。ジ踊らない。
[01:23:53.239] うん。
[01:23:53.520] デリバードもうそ抜けてそう。い
[01:23:57.199] や、デリバード
[01:23:59.520] パラセクト
[01:24:00.840] みたいな感じ。わかんないけどみたいな。
[01:24:04.080] てるかわからない。
[01:24:05.360] あ、踊ってます。パラセクトはあのミ
[01:24:10.239] 2と一緒だ。ミ2
[01:24:11.440] と一緒。デダス変。うん。素敵だよ。大切なのはうまく踊ることよりも楽しく踊ることなんだよ。ノりノりでね。また踊ろうね。
[01:24:22.639] では
[01:24:23.920] いや、もうダイヤモンドパール以降はやめて。
[01:24:26.400] キャっキャります。何でもいける。
[01:24:29.600] いや、ポケモンの鳴き声全部入ってるから多分ダイヤモンドパールまでなんかノりノりよ。こ踊り覚えたん?大覚えたんか?にゃん。もうびっくりしま。
[01:24:41.320] フーディン。
[01:24:42.880] ちょっと待って。ちょっとちょっと待って。ちょっと待っちょ待って。落とした。あ、
[01:24:48.040] 落とした。
[01:24:49.199] ビーク
[01:24:50.440] 落とした。
[01:24:54.920] まあ、
[01:24:56.840] フーディンは
[01:24:58.440] まあ、
[01:24:58.920] フーディンはいや、フーディンマジこうだから。フーディンはう、
[01:25:10.639] トイレにトレーディング流した人の声出さないで。
[01:25:14.040] ガチ。
[01:25:15.280] クインはビークインはキンキンキンキンキン。マジ、マジ、マジ、マジ。
[01:25:21.440] ビークインの鳴き声はけんけんけんけんけんギ
[01:25:24.400] 笑笑
[01:25:25.000] これマジだからこれマジだから激
[01:25:28.400] これマジだからプラさんこんばんはこれマジだからなとはどこ行こっかな
[01:25:35.119] リンクの冒険もリメイクしないか
[01:25:37.320] リンクの冒険なんかさ、俺ゼルダも攻めたいんだよねもやりたいなのに
[01:25:42.840] あの結局まだあれやってないじゃんだっけあのゼルダのさブレワイの次のやつ
[01:25:49.000] いやあの時岡はやらない
[01:25:51.040] あのブレワイの次のやつやりたいんだよね。忘れちゃった名前。ティアキティアキティアキ
[01:25:56.960] TV。ティアキTVやりたい
[01:25:58.760] みたいなやつ。
[01:26:00.480] 無ジュラティアキンティアキティアキン
[01:26:03.679] TV。ここもなんで進まないんだろうな、これなあ。
[01:26:20.239] さてさて、どこ行きましょうか。
[01:26:24.880] もう1回公園行ってみる。
[01:26:30.679] え、何もない。
[01:26:33.400] あとどこだ?なんかやってないとこあった
[01:26:35.520] かな?ここも何もないよね。多分ね。
[01:26:40.080] ないな。もう1回。あ、いや、でも病院、
[01:26:43.600] 病院かな?病院でも病院も何もないよね、
[01:26:46.600] 多分。
[01:26:49.600] 歌歌ってあげるだけでしょ。うん。病気の原因が分かればって言ってるけど。
[01:27:09.080] 足音可愛い。
[01:27:10.320] 足音可愛いね。ぷニぷニしてて。
[01:27:17.800] いやあ、
[01:27:19.679] 何でしたかな?何でしたかな?あ、これ見
[01:27:23.199] てなかった。じじ、じじ死ぬやつ見て
[01:27:26.119] なかったね、これ。
[01:27:29.560] これがあったわ。でもこれ別に見ても何も
[01:27:32.360] ないんだよな。
[01:27:40.360] じじの途中止まったんやっけ。
[01:27:42.600] ここで止まったんだっけ?ここで止まったんだっけか。クシク。は、腹減った。
[01:27:51.760] はあ。
[01:27:53.440] じじが天才医者なのかもよ、
[01:27:55.760] こいつが。じゃあ、あの黒ひげって何やねん。間に
[01:28:00.920] 1
[01:28:01.080] 回出てきたクッションワンク。クッション。黒ひげ。深く出会った。実は
[01:28:05.560] 10
[01:28:05.679] 日も飯を食えずにいたんだ。しかしお主の施しのおかげですっかりになれた。
[01:28:11.760] スマブ娘を本当に助かった。これはこの例は必ず
[01:28:15.960] 本当だ。こ
[01:28:17.119] 年年取ったガイルだった。
[01:28:21.400] この後まさか己の鳴き声を聞くことになるとは。ダブルワンダープロジェクト
[01:28:26.400] J2
[01:28:27.080] コルロの森のジョゼットオンデアプロジェクトジオフアロストセーブしよ。
[01:28:35.480] 一旦セーブする。
[01:28:39.280] これセーブさ、もっと外でもできるようにんだけど。どんな猛量してたらガイルの髪型にできるんかな?
[01:28:52.040] セット大変だであれこペーってやってな。セーブします。
[01:29:02.480] 猫っけだと無理そう。
[01:29:03.840] うん。俺みたいなのは無理だとね。
[01:29:05.600] 無理だと思う。猫コっケは。いや、マジで髪の毛ゴワゴアのやつ羨ましいんだけど。おめらの髪の毛どんな感じの出してんの?マジで髪の毛硬いやつ羨ましい。
[01:29:19.280] ないよ。
[01:29:20.400] ない。ごめん。ないやつもいたわ。ごめん、ごめん、ごめん。あ、ごめん、ごめん、ごめん、ごめん、ごめん。あ、そっか。ごめん、ごめん、ごめん、ごめん、ごめん。でも、でもそれも、でも、それもさ、
[01:29:31.119] ハゲ散らかしてます。
[01:29:32.360] それもさ、いや、笑っちゃだめ。笑っちゃだめだよな。笑っちゃだめだけど。でもそれも個性じゃん。髪の分けがないという髪型なわけですから。
[01:29:45.400] らかし。笑笑えて。な
[01:29:47.840] んでだよ。いや、いい。
[01:29:49.440] すみません。
[01:29:50.719] 髪の毛のお願いします。何わろてんねん。
[01:29:54.800] やっぱやっぱもやっぱ男って年とったらはげんねんな。
[01:30:00.280] いや、硬い人羨ましいなと思って。お前寝こっけすぎてさ、マジでワックスとか使えないんだよね。
[01:30:11.719] いや、羨ましい。バリバリにアレンジできんじゃなこっから俺
[01:30:22.639] 指に刺さるくらいに分け強い。
[01:30:24.679] いや、すげえな。それマジでわしじゃん。
[01:30:28.679] 俺さ、湿度がちょっと高い日に出かけるだけでもう髪の毛ペターってなるの。吸収しちゃって猫っけが。え、ごめん。ちょ、どこ行きゃいいんだ?これ
[01:30:40.920] 髪が抜ける夢を何回見たか。あ
[01:30:43.159] あ、見るね。見るね。猫ケよね。
[01:30:56.400] 髪の毛抜ける夢と歯が抜ける夢よく見るわ。あとなんか
[01:31:01.159] 髪細くてくせっけとか羨ましいよ。
[01:31:03.880] よくよく見る夢な。なんかなんか真っぱ高で街歩いく夢見ない?なんかえ、なんこれ心のうちの願望なのかな?なんか気づいたら
[01:31:18.760] 真っぱ高で街を見ないよ。
[01:31:21.440] 嘘ないからストレートの人が羨ましい。俺パリっパリにストレートなんだ。
[01:31:27.440] 絶対大きい声出すおじさんになるじゃん。メンタリストの方ませんか?見たことない。
[01:31:34.800] 夢はよく見るけど高はないですね。結構見るんだよな。心理があるんかな?
[01:31:41.119] 結構見るなんかするタイプだ。
[01:31:43.400] もう夢を見始めた瞬間にも真っぱかで街の真ん中にいるのよ。で、
[01:31:48.440] 熱のとじゃなく
[01:31:49.880] でいいや。熱とかじゃない。に見るで。あ
[01:31:51.920] 、やばい。裸だ。あ、裸だ。うわあって
[01:31:56.119] なって目寒覚める。
[01:32:01.480] え、これ
[01:32:03.600] やばいっすか?これ
[01:32:08.639] ダメとこれみたい
[01:32:12.360] な夢やん夢ならセーフ顔とこれってそんな
[01:32:16.440] ゲーム捕まりそう。
[01:32:18.239] そう、別にそんな願望ないんだけどな。そんな願望ないんだけど。て下りでブレーキ効かなくなる夢。
[01:32:25.679] うわるわ。もう
[01:32:27.360] そんな夢
[01:32:28.119] 車のブレーキ効かなくなる夢めっちゃ見るわ。あれ何なんだろうな。車のブレーキ効かなくなる夢あるよね。
[01:32:39.040] 車のブレーキ効かん夢ある?
[01:32:40.880] え?あれ?何なんだろうね。みんなしてみるじゃん。
[01:32:43.600] 心臓バックバックで。
[01:32:45.040] そうそう。
[01:32:47.280] あれ何なんだろうね。なんでみんな見るんだろうね。無条件であるよな。
[01:32:54.760] そうなって欲しくない心理なんでしょう。
[01:32:56.760] やっぱりみそれが心のにあること隠の不安またりのままの自分を見せたいという強い欲見を示す心理の現れです。車の下に張り付いてる夢はよく見る。仕事
[01:33:11.119] 街中で前来なればは隠し事のへの不安。
[01:33:14.960] またありまの自分を見せたいという
[01:33:19.280] 強い欲求を示す心理の現れ。ないないない。別に隠し事とか
[01:33:25.560] 車のブレーキが効かない夢は主に人生や感情のっている焦り、強いストレストラブルの予長をボロボロやんじゃ俺もうボロボロじゃねえかよ。人生のコントロールを失っていては
[01:33:41.480] 自分を理解して欲しいらしいぞ。
[01:33:44.920] ああ。ええ、そういうことなんかな。そういうことなんそういうことなんかな。あれガキね。
[01:33:54.239] の感情のコントロールどうやるの?半年
[01:33:59.320] ほいないね。隠し事ですか?
[01:34:11.639] 女やね。
[01:34:13.719] 何隠してるの?
[01:34:15.000] 何か何?何?
[01:34:16.840] メスマジか?
[01:34:18.239] 言うて本当かわからんけどな。
[01:34:20.159] いや、そんなんそうよな。そんなんそう。
[01:34:24.280] うん。
[01:34:29.679] おお、踊れるようになってるやん。
[01:34:37.360] マンキースなよ。
[01:34:38.960] 一瞬な、マンキー。へえ。
[01:34:41.560] だんだんりになってきていい感じだよ。
[01:34:43.320] 女入る。冷蔵庫にカニカマがあるから。リィノ男。ディノディノ男。
[01:34:49.719] なんで冷蔵庫にカニカマがあって女認定されるんだよ。
[01:34:58.480] あんなん食ってんのじだろ。ま、俺食うんだけどさ。
[01:35:03.719] めっちゃ笑顔可愛い。
[01:35:05.280] 可愛いんですよ。そうなんだよ。
[01:35:07.360] そうなの。になりさんはゲーム見ててくれてありがたいわ。
[01:35:10.840] うん。
[01:35:11.199] ほぼカニカニカマ予想は大体当たん
[01:35:14.600] 当たんねえよ。なぜけてブルーランドダンス。
[01:35:20.080] まるで私たちが見てないみたい。
[01:35:21.880] 見てないやんけ。お、なんかどんどん変わってくぞ。マンキーしてる。マンキーしてる。シャカチカ見てないけど。
[01:35:33.360] シクチクシクチク。
[01:35:35.719] ちゃめちゃまちんちゃめ。
[01:35:39.040] を見さんこんばんはさんこんばんは。人だかりできてますやん。
[01:35:45.840] 1人だかりが
[01:35:47.800] できてますやん。いいぞ、
[01:35:52.480] いいぞ。これ
[01:35:54.440] せ見えた、
[01:35:55.960] 見えた。
[01:35:57.000] あ、
[01:35:57.159] はい。完成。
[01:35:58.840] 見送りありがとう。寂しいわ。なくなっちゃうんだ。寂しがらないで。必ずこの島に戻ってくるから。そうだ。
[01:36:07.320] 今度はもっと頑丈な持ってくるぞ。
[01:36:09.360] 武キどス
[01:36:11.119] あ、聞くの忘れてた。君名前は?ジョゼットと言います。ジョゼットなんだろう。なんか君とはまたどっか別のとこで会えるそうな気がする。
[01:36:20.800] スーファミのワンダープロジェクト狂った。
[01:36:23.080] へえ。ごめん。2からやってんだよ。2
[01:36:26.080] からやってんの。女の子の方がいいから。
[01:36:31.040] なんかでもそのスーファミのワンダープロジェクト
[01:36:33.000] 1
[01:36:33.800] のあの主人公出てくんだよね。それからフェリーニザはまた別の前へと立ちました。あ、大道芸人ね。短いたちがジャイキルと一緒に踊れてよかったと思います。だって思い出が
[01:36:47.280] 1つできたんだもん。
[01:36:49.960] 何?何?何?じゃの道なくなっちゃったんだ。ああ、もう誰もいない。
[01:37:01.440] ペニザー帰っちゃったんだ。寂しいな。うん。
[01:37:05.960] は、そうだ。お前が踊るんか。お、あ、いいんじゃない?それで人集めてさ、お金取ろうよ。おお。めっちゃ来る。めっちゃ来る。おお。いいじゃない。いいじゃない。
[01:37:27.280] 1人500円な。
[01:37:29.639] 1人500円。おいおい、10持ってる
[01:37:31.360] やつ出てきたけど大丈夫?10、10、
[01:37:34.239] 10持ってるやつ。
[01:37:42.520] あ、もう、もう、もう満足したんだ。もう
[01:37:44.000] 、もう満足したらしい。
[01:37:47.000] あとはね、もう1回森行ってみるかな。
[01:37:53.280] 森は変わんないね。
[01:37:57.560] あとどこやろな。どこやろな。役所前ひど
[01:38:01.599] やった。
[01:38:03.920] 映画撮影所まだ濃いよ。まだこいつは覚え
[01:38:06.199] ていない。もうこれプロトン採掘上しか
[01:38:08.719] ないのか。でもあそこやなんだよな。
[01:38:12.440] あそこ事故るからやなんだよな。
[01:38:17.639] あそこ事故るからやなんすわ。で、この
[01:38:20.760] お姉さんも多分無視されちゃうよね。
[01:38:31.360] ダめだな。ダめだな。は、
[01:38:34.880] なんかあるかな?まだやってないこと。怪しい裏通り持ってる。
[01:38:44.040] に囲まれた街か。
[01:38:45.679] そうそう。島やねん。島浜やねん。
[01:38:54.360] ちょ、ちょ、ちょ、待て。ウニさん浜やねんです。どうも。
[01:39:00.719] 8.6秒バカ。ちょっと待て。8.6
[01:39:03.320] 秒バカ浜やねんです。
[01:39:07.080] もう1人の名前忘れた。
[01:39:10.480] もう1
[01:39:10.880] 人の名前なんていうの?俺全く忘れたというか、元から知らない。
[01:39:15.480] はやねんじゃない方知らね。
[01:39:18.280] 方な何て言うの?
[01:39:20.639] 8.6秒バズーカの
[01:39:22.920] ハマやねんじゃない方。
[01:39:29.960] シングル
[01:39:32.000] 田中シングルだった。な
[01:39:34.199] んだっけ?
[01:39:34.960] 田中シングル田中シングルね。
[01:39:40.159] そうだ。笑
[01:39:42.280] 聞いたら思い出したわ。
[01:39:44.040] 田中シングル
[01:39:46.400] そっちの方がおもろいやんけ名前。田中
[01:39:49.760] シングル
[01:39:55.719] ありゃ。またなんかイベント進まなってき
[01:39:58.199] たなあ。またなんかイベント進まなってき
[01:40:01.400] たな。また俺、俺に何かが足りないのか。
[01:40:03.480] また
[01:40:05.280] 俺に何かが足りてないのか。
[01:40:09.360] ほら、どこ行ってもイベント進まなくなっ
[01:40:10.880] たね。多分なんかあるんだろうなあ。もう
[01:40:13.599] 1
[01:40:13.679] 回病院行かせて。病院も進んでなかったら病院も進展なかったらう海に海に戻るわ。海に戻る。
[01:40:22.480] あい夢希望どこから来てどこへ行くのか。だめだ。変わってねえ。やっぱ海やるしかねえかもな。海やるしかないんかもしんね。あれだね。あれし、
[01:40:37.960] あれしんどいんだよな。ケフカっぱラね。
[01:40:43.520] ケフカパラッツ
[01:40:46.440] 血ばしげる
[01:40:48.760] グミ食べよう。
[01:40:51.080] ああ、栃木県にはいっぺ売ってっからよ。
[01:40:54.000] 栃木県にはいっぺ打っからドラクエグ食お
[01:40:56.480] 。栃木県にはいっぱい売ってっから。
[01:41:03.119] ああ、いいな。
[01:41:05.639] カ疎村カ疎村
[01:41:08.760] 。はい。
[01:41:10.280] これ何これ?これ何?なんだこれ?これ何?
[01:41:22.119] スライム?
[01:41:23.159] いや、違うな。
[01:41:24.840] 栃木う人ちゃま君しかいない。
[01:41:27.679] 誰かめっちゃ余ってた。
[01:41:29.719] 精水。
[01:41:30.880] あ、精水なの?これ
[01:41:33.599] ラプソーン。
[01:41:34.800] ラプソン。これ
[01:41:39.719] 素朴な味や。素朴な味がする。
[01:41:50.840] グミ苦手。
[01:41:52.080] 嘘。なんでグミめっちゃうまいやん。え、グミ嫌いなん?
[01:42:02.119] タフとかいんだけど。
[01:42:03.679] タフ組確かに
[01:42:04.719] 柔らかいのだね。
[01:42:06.000] ええ、カ重組とか俺グミ全部好き。どんなグミでも文句食うわ。
[01:42:13.960] 刺激好きだった。
[01:42:16.760] あれはグミじゃなくねえか。ロ
[01:42:18.400] とかポイフルな。
[01:42:19.880] そロはなんかポイフルだよな。やっぱな。しげはグミじゃねえだろ。
[01:42:29.320] ビュレ組な。
[01:42:30.880] ああ、いいね。
[01:42:31.760] 男恵美味しかったです。刺激ちゃうの?
[01:42:37.719] え、グミじゃなくね?あれ?
[01:42:39.000] もしてます。
[01:42:40.960] あ、ペタグーグ組ね。ま、でもやっぱタフ組とか最近はその辺だよな。あの、周りに酸っぱいパウダーがやっぱついてる系はいいよな。やっぱ周りにさ、酸っぱいパウダーがついてるやつはいいよな。
[01:43:00.360] 味最高。
[01:43:03.040] エナドり味
[01:43:04.639] うめえよな。あの粉
[01:43:05.920] あの粉がうめえ。フェットチーネとかね。
[01:43:09.040] ペットチーネ。フィットチーネ。どっち?え?フィットチーネ。ペットチーネ。ほんでよ、このこの海の広大な海のどかに貝殻が
[01:43:20.320] 1
[01:43:20.480] 個だけ落ちてるらしくて。今からそれを探す。
[01:43:22.840] パスタかな?
[01:43:24.920] 今からそれを探す。よろしく。
[01:43:30.320] こればっかりはもう組知ってます。平成ゲルのでこみたいな見た目なんです。
[01:43:35.560] キャラふわ組ない。
[01:43:36.880] ペットチーネや。
[01:43:37.960] ほら、フェットチーネが謝れ、謝れ、俺にペットフィットチーネとか言ってたやつ。ああ、あ、あ、あ、これか。あ、あった。ああ、待って。これか。いや、あったんだけど。こんな簡単なとこにあるんかい。
[01:43:54.040] シキックスの公式サイト言ったらハード食感組って書いてあったぞ。はうるせえ。ファット。
[01:44:01.080] 誰がファ、誰がファットチでしょい。はい。ありございます。ありました。
[01:44:07.840] これ見逃すってま?
[01:44:09.239] うん。これ見逃すってマジ?
[01:44:11.239] え?
[01:44:12.520] これ見逃すってま?なんでやねん。
[01:44:33.520] よつでグミ食べ比べして欲しい。
[01:44:38.800] 別配信でいいだろ。でもやっぱポイフルだよな。ポイフルかつぶ組かなの?矢印ここ好き。
[01:44:52.280] なんだそれ。
[01:44:55.040] わしこれで漁子になれるんちゃう?
[01:44:58.840] ポイフル食べたくなった。
[01:45:00.280] ポイフルまよね。おっさんだむっこか。見つけたよ。
[01:45:11.760] ポイフル高いからつぶ組に逃げがち。
[01:45:15.040] ああ、ポイフル確かに高いよな。あの変な入れ物に入ってんのね。
[01:45:19.000] あの、変な変な入れ物こうカシャってやっ
[01:45:21.480] てカシャってやって出すやつ。
[01:45:31.000] げそ、それは
[01:45:34.040] 漁師の証だよ。
[01:45:36.440] これで敷きたりはオッケーだよねえ
[01:45:39.560] 。ああ、その通りだ。じゃあ私と漁師を
[01:45:42.599] 認めとして認めてくれるんだよねえ
[01:45:46.040] 。ああ、そうだな。これ持ってけ。何?
[01:45:50.080] それはブルーランドの会員症。それを持っ
[01:45:53.639] てれば自分で取った人海が金になる。ええ
[01:45:56.040] 、
[01:45:58.920] 魚は結構高値で売れるから、まあ、気合
