[00:00:52.039] ひ
[02:06:56.119] あれ君
[02:06:57.840] 1人なの?
[02:06:58.520] ああ、奴がない。
[02:07:03.520] 私はここです。
[02:07:05.239] ヨガフレイム。こんなにも長い間歌た。したよ。
[02:07:21.480] ここまでてくるら。こんなにもこんなにもならパエリア
[02:07:34.040] ねえ、登ってきたはしごがなくなってるよ。
[02:07:36.440] こんばんは。こんばんは。
[02:07:37.280] なんでだろう?[笑い]
[02:07:42.679] こんばんは。こんばんは。こんばんは。
[02:07:45.159] いいじゃないですか。しゃバだば。
[02:07:46.840] 先にむのみです。
[02:07:48.840] 待って。本当に熱あんのか?こいつ
[02:07:51.448] [笑い]
[02:07:52.360] 熱あるやつの
[02:07:53.880] 言動じゃねえ。そ
[02:07:54.800] う。
[02:07:57.320] 笑笑。
[02:08:00.880] マットはいつでも僕の心を元気にしてくれる。
[02:08:19.199] マップ開けないのがい、なんかすげえストレスなんだけど。
[02:08:33.360] 迷いの森来た。
[02:08:35.000] また。うわ、マジじゃん。またこういうやつか。
[02:08:41.400] 迷いの森もいいって。苦手やねん。こういう同じとこが何回も続くやつ。
[02:08:53.639] マップ目持ってこう。
[02:08:56.440] え、そこまでしなきゃだめ。
[02:09:01.040] 決める。
[02:09:10.239] ご褒美マッピング
[02:09:13.400] どこがご褒美やねん。あんな見てる方も地獄やろ。
[02:09:17.119] 食らっちゃってバクる。
[02:09:21.440] なんかのマッピングあるゲームもやりたいな。ウィザードリーやりてんだよね。ウィザードリーずっとも何年もやりたいな。やりたいなと思ってやってない。
[02:09:38.599] え、
[02:09:56.559] ドラクエの元になったやつ。
[02:09:58.520] そう。ま、うん。ま、ドラクエの元。そうだね。
[02:10:03.880] ま、元っていうほどでも元でもないんだ
[02:10:06.159] けど、ま、堀字がめっちゃはまったって
[02:10:09.119] いうね。
[02:10:11.040] 本当にあの、マッピングゲーよ。あの、
[02:10:14.719] 月風までのさ、月風までのあれみたいな
[02:10:17.800] 感じ。あの3Dダンジョンみたいな。
[02:10:23.840] お
[02:10:26.480] ね、
[02:10:28.960] 覚えてる?だいぶ前にやったけど。
[02:10:37.400] お、チームだ。
[02:10:43.920] 逃がさないよ。
[02:10:47.000] 凍りけ。
[02:10:50.960] どう?
[02:10:56.000] 強ね。これ道わかんないんだけど。これ合ってる。
[02:11:15.760] 本当に
[02:11:18.599] 決めるわ。決める。
[02:11:24.320] 逃がさないよ。
[02:11:25.960] あ、やっぱいいね。クッキーも不思議な帽子被ぶってたら
[02:11:29.000] MPだいぶ持つわ。
[02:11:33.760] 生き返る。
[02:11:35.719] 逃がさない。イオラ。
[02:11:45.800] 5000とかもらってもあんまレベル
[02:11:47.440] 上がん。あ、なんか正解か。正解引いたか
[02:11:50.800] 。なんだこれ?チャンスか?
[02:11:55.599] えー、これ正解じゃないのかよ。今明らか
[02:12:00.119] になんか違っただろう。
[02:12:19.639] ええ。[音楽]
[02:12:26.040] いや、もう何これ、マジで。
[02:12:36.840] はあ。
[02:12:44.800] ま、まこ、まこ、まこ、まこ、まこ。
[02:13:00.119] 逃がさない。
[02:13:04.880] 強い。
[02:13:15.719] 強いね。やめて。ごめんね。
[02:13:26.480] ホイミギガデインどんだけ強えんだよこいつ。キラーリカント全然レベル上がんない。はい。やすげえ経験値必要だな。いや、ここ外れだな。ここ外れな気がする。こっちだな。あ、絶対こっちだ。
[02:13:54.960] こい。
[02:13:56.320] まだ1
[02:13:56.719] 回も出てきてないんだけど。本当に出るの?これハグ
[02:14:02.639] 確か原作だと原作っていうかビコン版だとここ出たよな。
[02:14:06.679] はぐれすぎやん。
[02:14:09.679] わしがはぐれメタルな。はぐれメタ。あ、わしはぐれメタボじゃってかせ。
[02:14:50.800] あれ?止まった?
[02:14:54.280] 全然止まってない。
[02:14:55.199] 事故配信者とリスナーの勝負。い、ウインク
[02:15:03.280] 眠い。
[02:15:04.520] 今、今もう、今もう勝負だったね。
[02:15:07.400] 決めるわ。面白く決める。
[02:15:09.648] [笑い]
[02:15:12.079] おんなっていえ。
[02:15:13.800] トンニは面白くないです。
[02:15:19.520] ごめんな。びっくりさせて。ごめんな。びっくりさせて。
[02:15:26.440] 逃がさない。
[02:15:30.559] 俺が面白ギャグ言ったのに誰も感しなかったからさ。
[02:15:33.760] 見ててよ。
[02:15:34.599] うん。お前らがその木なら思って黙っちゃった。
[02:15:38.440] 本当に美にしなかった。
[02:15:40.320] うん。お前らがその木なら思ったからね。うん。
[02:15:47.800] さすがにこれも正解でしょ。さすがにこれ正解のルート行ってるよ。多分
[02:15:58.079] すんの
[02:16:00.880] 凍りけ。
[02:16:01.599] ほんまどうすの巻き物拾ったんだ。
[02:16:06.360] 逃さないよ。
[02:16:09.480] いや、これキラーリカ
[02:16:11.760] HP多すぎじゃない?キラーリカ。
[02:16:16.320] はい、プリンちゃんレベル44です。
[02:16:21.559] 魔力。
[02:16:29.040] えっと何だっけ?
[02:16:32.280] ま、あ、あれだ。え、あれな。覚醒はまず
[02:16:36.719] なんでだ。何が何が?あ、何が?うわ、
[02:16:40.599] どうしよう?これマキャド覚えれるんだ
[02:16:43.000] けど。クッキーか?いや、クッキーは
[02:16:44.760] ちょっともう勇者だからいらない。
[02:16:50.559] マヘロはもう中卒のプリンが覚えてくれ。
[02:16:52.639] やばい。マヘロ中卒のね、プリンが覚え。
[02:16:59.120] 覚醒魔こ
[02:17:02.000] 何?何?何?覚醒魔こ全部使っちゃうよ。
[02:17:37.200] うわ、うわ、うわ、うわ。これ絶対当たり。うわ、うわ、何これ?あ、へえ。や、あ、なんかある。なんか来たよ。みんな岩おたん
[02:17:49.599] はい。神、
[02:17:50.160] こんばんは。え、でもなんかあんなんさ、回復してくるってことはもうそういうことやん。
[02:17:59.519] 炎のルビカテと一緒じゃねえかよ。やり方がルビ鑑定じゃねえかよ。唯一ドラあの
[02:18:05.280] FF4
[02:18:05.719] だけは唯一めっちゃやってたから分かる。回復してやろうってやつ。
[02:18:12.359] 待って。
[02:18:13.120] 全力でかかってくるかよ。
[02:18:15.240] まだロンダグリ。ええ
[02:18:22.080] え。ちょっと待って。
[02:18:24.040] え、
[02:18:25.000] どういうこと?
[02:18:27.240] 彼女は偽物よ。
[02:18:28.439] え、ど、
[02:18:29.000] 私が本物です。騙されないで。
[02:18:31.760] え?
[02:18:33.599] 何を言ってるのです?私が本物です。
[02:18:38.439] ちょっと待て、ちょっと待て、
[02:18:39.679] ちょっと待って、ちょっと待って。鬼
[02:18:41.479] ラドームで
[02:18:42.479] お兄さん
[02:18:43.679] 偽物のムーブルなんですの?
[02:18:47.160] ちょ、ちょ、ちょ、ちょ、待て。
[02:18:49.040] ワニさん
[02:18:50.080] 皆さんとずっと一緒にいた私こそ
[02:18:52.800] 本物のムーンブルク王女です。ほ
[02:18:57.080] 違うわって
[02:18:58.359] 途中で入れ替わったのよ。
[02:18:59.760] ちょっと待ってこうね。
[02:19:01.920] どどうしよう。
[02:19:03.319] え、いやでも俺あれだよ。
[02:19:05.880] レス号霊雷
[02:19:07.416] [笑い]
[02:19:08.960] 大丈夫。
[02:19:09.960] 君の
[02:19:10.479] 僕たちを導いてくれるものがあります。
[02:19:12.679] 君の名は
[02:19:13.840] ロトの勇者様を支えた王女様からの贈り物をあれなら
[02:19:21.800] 犬の真似させてうまい方がプリンちゃんだよ。
[02:19:23.791] [笑い]
[02:19:25.080] 四つんバインなんだよ。なんか犬っぽくねえな。
[02:19:29.000] それは
[02:19:30.200] しかもあっちやっぱあっちを疑ってるし。やっぱり。え、待って。俺お前にマヒャドの巻き物使っちゃったんだけど。おい、まさかお前。え、これマヒャ使っちゃったよ、俺。奥の方に。あれ偽物
[02:19:36.236] [笑い]
[02:19:40.960] やられた。
[02:19:45.200] え、マキドの巻き物使っちゃったんだけど。え、返してよ。
[02:19:48.040] 終わった。
[02:19:49.120] 嘘。
[02:19:51.319] あんたが偽物ね。
[02:19:52.960] ねえ、魔法の種も使っちゃったんですけど。
[02:19:57.359] 形成[笑い]
[02:19:59.520] 本当にどこまでも目障わりだな。だ
[02:20:01.720] な。勇者の血は
[02:20:03.920] 誰?誰?
[02:20:07.000] もうこれも不要だな。
[02:20:08.920] 不要だ。
[02:20:11.359] それは我がムーンブルク王家の証
[02:20:15.479] 忘れてたよ。そんなんまそっか。あ、ひどい。
[02:20:21.800] お前ムーンブルク襲撃に加わっていたのか?
[02:20:26.359] 加わった。
[02:20:26.960] おまんら
[02:20:28.160] 違うな。
[02:20:29.720] 加わったので。
[02:20:30.680] わ、超本人や。誰?あお。どうもこんばんは。
[02:20:39.600] どうもこんばんは。無理があるだろ。
[02:20:41.520] いや、無理があるだろ。ペ
[02:20:43.920] リ
[02:20:44.160] サイズ的に
[02:20:45.640] 覚えていてくれて光栄だ。勇者の卵者君にしてもあの時のなガキがここまで来るとはな。
[02:20:56.200] 俺の見るに間違いはなかったようだ。
[02:20:58.920] 別顔真きっきで草。
[02:21:01.359] 本当にハをやれるほど成長したのか。力を見せてもらおう。
[02:21:06.640] 聞いててくか。
[02:21:11.120] 力を見る。何か誤解していますね。これから始まる戦いは私たちへの腕試しなどではありません。ムーンブルクの
[02:21:23.760] お
[02:21:24.319] と村イ合戦だ。
[02:21:25.600] ぶち切れ。
[02:21:26.520] ぶち切れです。
[02:21:27.280] りんちゃん怖いよ。
[02:21:28.880] ぶち切れです。いいね。
[02:21:31.439] うおお。
[02:21:36.160] さあ、やったろうじゃねえか、これ。今や
[02:21:43.000] ディノ男性ル
[02:21:48.439] 攻撃魔法の威力。うわあ。こいつにでもちゃんとうん。プリンちゃんにとどめをさささせてあげたい。
[02:22:01.080] 山に入るすぎ
[02:22:08.198] [笑い]
[02:22:09.479] の始まり
[02:22:13.000] なるほど。炎うわうわうわなあ
[02:22:21.040] 3
[02:22:21.240] 回か。
[02:22:22.680] なるほどね。しかもこいつルカに入らねえ。
[02:22:29.280] うわ、しかもさ。
[02:22:33.359] ああ、じゃあ一旦ちょっと待って。一旦
[02:22:35.720] 8000ダンス。
[02:22:39.639] [音楽]
[02:22:40.920] うわ、どうしよう。ギガデインか。単体を
[02:22:45.000] 攻撃するのってないんだよね。ま、
[02:22:47.359] ぶっちゃけギガスラッシュとかでもいいん
[02:22:49.080] だけど。やみか。大丈夫
[02:22:53.920] 。ああ、こ、あんまりか。
[02:22:56.960] ああ、微妙な。嘘やん。耐えられるか。
[02:23:03.960] 強い。
[02:23:05.280] 強い。強い。それは強いよ。
[02:23:14.040] うわ、どうしようかな。
[02:23:17.040] いいね。
[02:23:20.640] いいね。相手にとってはこの不足のない感じ。
[02:23:28.760] ちょっとクッキーはちょっとごめん。早いけど一旦ちょっと立て直してもらう。まず入れてくれ。
[02:23:33.880] 声出してこう。
[02:23:38.399] 畳みかけましょう。
[02:23:40.920] オ
[02:23:41.520] ごめん。ありがとう。
[02:23:44.120] よしよしよしよしよし。
[02:23:49.920] やべ。バイキ早えな。切れんの。
[02:23:57.584] [音楽]
[02:24:00.120] やっぱ応援強いな。うーん。ギガーデインとかやってみよっか。どっちのが入るかな?
[02:24:12.000] MPまいっか
[02:24:13.319] 頑張れそう。
[02:24:16.200] 力を行け
[02:24:20.160] こっちがいい。こっちが強
[02:24:25.840] 点させるな。
[02:24:27.120] うわあ、強い強い。
[02:24:29.680] [音楽]
[02:24:39.240] 無理しないで。大丈夫。
[02:24:44.800] オオオオオ。いいよ、いいよ、いいよ、いいよ。
[02:24:50.840] いい。
[02:24:51.640] 楽しんでいけ。
[02:24:53.160] お前も魔力覚醒すんのか。
[02:24:55.640] ああ、強い。プリン魔力覚醒やってもゴテごテに回っちゃってだめだ。こいつはもう素直にデバフに回した方がいいな。いや、マジックバリアも貼りてえ。マジックバリアも貼りたいけどね。この今点滅してんのってこれ不バー派だよね。マジックバリア切れてんだよね。さすがに入れる。
[02:25:17.495] [音楽]
[02:25:19.439] さすがに入れる。ここはフマフも入れる。まだベホマズンは早いな。
[02:25:23.391] [音楽]
[02:25:28.520] ここでしょ。
[02:25:33.840] う強。うわあ。どうしよう。
[02:25:50.479] あ、でもルカに入んないんだよな。
[02:26:08.240] え、どうしよう。
[02:26:10.319] 魔力覚醒入れるか?
[02:26:13.760] ま、入れてもな。
[02:26:16.920] ま、素直にここはちょっと
[02:26:22.399] バリア入ってる。倍キルト。ま、倍キルト
[02:26:26.439] もまあ大丈夫だけどね。マフカンタ。
[02:26:30.160] うーん。
[02:26:34.160] ルカにこれ入んねえか。
[02:26:50.760] まズン
[02:26:51.680] 頑張って。
[02:26:52.200] ナイス。ナイス。まず
[02:26:53.960] ありがとったよ。
[02:26:55.200] に
[02:26:55.479] この場合必殺技当てどうなるんだ?
[02:26:58.359] ああ、ダめなんだ。回復しちゃうとダメなんだ。
[02:27:03.279] 楽しんでいけ。
[02:27:09.040] ただ勝てるぞ。
[02:27:29.040] バイキル
[02:27:30.720] 声出してこう見切った。
[02:27:35.560] よしよける。
[02:27:39.680] この程度
[02:27:40.920] うん。3回せ。
[02:27:43.960] よしよし。やっぱ応援めっちゃ強えな。
[02:27:57.479] ベホラー
[02:27:59.160] 応援なん。
[02:28:00.240] 応援やっぱこれなん
[02:28:05.439] 認めよお前たちを。
[02:28:10.359] グぐパチパチパチパチやったぜ
[02:28:19.760] なし遂げたぜ
[02:28:22.240] よっしゃぜ
[02:28:30.479] 笑笑
[02:28:31.560] よっしゃぜお
[02:28:35.439] おお。
[02:28:38.920] ムーンブルクの民の痛みが少しは分かったか。確かに認めようと強さを。
[02:28:54.000] だからこそ交渉したい。
[02:28:56.080] ここから交渉の余地。
[02:28:57.720] 交渉。
[02:28:59.319] お前たちをハーゴンのところまで案内。
[02:29:01.760] え、なんだそれ?
[02:29:03.160] 代わりにハーゴンを打ってもらいたい。
[02:29:06.319] え、なんかおもろいやん、こいつ。わろてる。
[02:29:09.399] 前から仲間同士の信頼関係も何もあったもんじゃないって分かってたけど。
[02:29:13.840] わろてるわ。
[02:29:14.840] ついにそっちの親玉まで裏切るってわけ。
[02:29:18.439] 裏切るも何も俺たちは自ら望んでハーゴンにをさす。やっぱ出役は違いな。やっぱな。
[02:29:24.840] 従わざるを
[02:29:25.840] ホワイトニングしてそう。
[02:29:28.319] コータブりンこんばんは。
[02:29:29.760] 俺とアトラスバドズはハーゴンによって異から呼び出された存在なのさ。
[02:29:35.720] へえ。
[02:29:36.760] 邪悪な、汚れた魂を支配するもの。人間からすればそうだ。
[02:29:44.720] 悪僚の神々ってか。
[02:29:46.120] 悪の神。ま、
[02:29:48.014] [笑い]
[02:29:52.000] このゲーム作ったの俺だから。
[02:29:52.920] この世界に呼び出され刺されている俺たちは
[02:29:56.399] お
[02:29:57.240] 奴の支配から逃れられないのさ。
[02:30:00.040] マジか。
[02:30:00.800] あち。
[02:30:01.279] それで私たちにハーゴンを殺させて
[02:30:04.200] 自由を得ようと。
[02:30:05.399] あち、そういうことだ。
[02:30:08.760] ミリエラは悪の神々ではないの?
[02:30:11.080] あ、違うよね、あいつはね。
[02:30:12.080] うん。
[02:30:12.960] そうだよね。
[02:30:14.200] 最初からハーゴンに使いていたらしい。
[02:30:18.479] で、どうだ?交渉は成立か?
[02:30:22.120] ええ。
[02:30:23.080] え、何これ?俺が決めるの?いや、や、でもさ、このゲームやるとさ、元からベリアル好きなんだよ、俺。この、このアークデーモンとかこの
[02:30:33.200] まだごねるか。
[02:30:34.160] この見た目のモンスター好きなんだけどさ、ベリアルめっちゃ好きだな、俺。こいつかっこいいな。なんか余裕があってやっぱ余裕がある男はモてるからね。
[02:30:44.840] デラくマ君、デラクマ君もあの好きだから、あの、これアイコンにしてるしね。
[02:30:49.640] めっちゃなんかこいつインテリアザって感じ。
[02:30:53.920] 悪役らしい。悪役って逆に人気出るよね。
[02:30:57.160] 本気なの?
[02:30:58.160] あ、ごめん。ごめん。入ってちゃった。ごめん。
[02:30:59.840] もう一度よく考えて
[02:31:02.029] [笑い]
[02:31:02.080] してほしい。
[02:31:02.520] お、怒られちゃった。
[02:31:03.840] 怒られ怒られ。
[02:31:06.520] 笑笑。
[02:31:07.720] それで交渉は成立でいいのか?
[02:31:14.560] 勇者から怒られた。
[02:31:16.000] ごめんて。冗談じゃん。
[02:31:18.040] でもこいつかっこよいじゃん。ま、ムーンが多分黙っちゃいないだろうから。ちょ、ここはな、ムーンの顔を立てて。そんな約束はできない。
[02:31:26.920] お前たちはハーゴンを倒したい。
[02:31:29.520] 冗談ですね。
[02:31:30.240] 俺た誰かにハーゴンを倒してほしい。
[02:31:32.960] お前が倒しちゃだめなの?
[02:31:34.040] 目的は一致していると思うが。
[02:31:38.240] 違うよ。全然違う。何も分かってないよ、お前。
[02:31:43.279] これ俺に言われてるみたい。何も分かってないよ、お前。
[02:31:44.604] [笑い]
[02:31:46.880] 誰も理不尽に奪われることなく幸せに暮らせる世界を取り戻したいんだ。その世界にムーンブルクを滅ぼしたお前の居場所はない。
[02:32:00.479] 滅びよ。ここは貴様の生きる世界ではない。
[02:32:04.800] バカだな。だったら俺もお前たちもそしてこの世界もハーゴンが生み出す闇に飲まれるだけだ。
[02:32:14.439] 死になさい。
[02:32:18.680] 近いうちに後悔することになるぞ。俺の誘いを拒否したこと。
[02:32:24.520] なるほど。これもう1回戦うな。[笑い]
[02:32:27.560] 裸に手袋とってね。
[02:32:31.040] 土変態。これ会社の後輩が言ってたな。
[02:32:35.840] 3回戦うって言ってたな。
[02:32:37.660] [笑い]
[02:32:38.240] 思ってたんだよ。これでもまだ
[02:32:40.000] 2回目だよな。気持ちになっちゃうよね。
[02:32:43.319] でも大丈夫だからね。
[02:32:45.240] 回戦うな、あいつ。
[02:32:46.479] さあ、行こっか。
[02:32:48.560] 3
[02:32:48.760] 回ぐらい戦うって聞いたんだよな。
[02:32:56.760] 後輩さ。
[02:32:58.560] で、悪気ないや。いいやつやね。あいつバカだけど。
[02:33:12.120] ありがとう、みんな。うん。おお。超絶覚えらんねえんだけど。これ覚えらんだけど。
[02:33:35.279] 毎回来るんだけどさ、
[02:33:40.600] 後輩君見てるかな?
[02:33:42.399] いや、見てねえよ。見てたらやめるよ。特攻戦いの歌。へえ、戦いの歌いいね。応援が戦いの歌だ。二王立ちが精霊の守り。へえ。消費
[02:33:42.506] [笑い]
[02:34:00.319] MP70だって無理やん。
[02:34:05.600] はやぶさ切りが超は早ぶさ切り。ああ、
[02:34:07.240] いいね。これはめちゃ使った。マヘド切れ
[02:34:09.319] からブリザードソード。
[02:34:12.479] メタル切りがアルテマソード。待て。
[02:34:14.000] メタル切りなんか覚えてないぞ。おい、
[02:34:16.680] 待て。メタル切りなんか俺覚えてないぞ。
[02:34:19.200] なんだそれ?メタル切りって。おい、どこ
[02:34:21.680] で覚えんだよ、それ。これ多分巻き物取
[02:34:24.880] ねえな。多分どっかの。笑笑
[02:34:27.279] メタル切り。
[02:34:28.560] そんなのあるの?フバーハ逆風。ネタバレやめて。
[02:34:34.560] うわあ、すげえ。フバーハ逆風。いいね。ブレスケード攻撃を敵に跳ね返す。光の波動。へえ。しばらくの間。
[02:34:48.800] MP消費が0
[02:34:49.840] にえぐ。ムーンサルトミラクルムーン。はいはいはい。
[02:34:57.560] 魔ホン
[02:34:59.439] 何?魔ホ野ズって?自分のHMの半分を
[02:35:03.800] 仲間全員に分け与えへえ。バシルーラ新規
[02:35:07.040] 点自分のMP
[02:35:09.600] HPとMPを入れ替えるわ。飛び道具
[02:35:11.840] ばっかだな。こいつ変わった技ばっかだね
[02:35:14.920] 。
[02:35:18.080] 1にこの一覧に乗ってない技あんのよ。
[02:35:22.479] あ、そうなんだ。この一覧に。なのでワン
[02:35:25.920] のやつも覚えておけば使えるってことね。
[02:35:30.960] あ、来た。
[02:35:33.160] 待って。雷のなんだっけ?イカ槌の剣取
[02:35:36.600] ねえ。これさ、ラスボス行く前にちょかさ
[02:35:40.040] 、最後の鍵も持ってないよね。
[02:35:42.080] これどういうこと?調子の
[02:35:45.120] ねさ最後
[02:35:46.760] の鍵も取よ。ロトの剣も持ってないしロト
[02:35:50.279] の鎧も持ってないもないもないよね。
[02:35:55.120] 何もない。お、うわ、ギガンテスや。こら行ってみたら
[02:36:02.279] ギーガがいる。ギーガ
[02:36:06.240] ブリザードきちゃう
[02:36:08.399] わあ。やばいね。これあれになるかな?ザラキやってくる。
[02:36:12.680] 逃がさない。ザラキ
[02:36:16.319] ざかす。いや、もう出た出た出た出た。いや、でもいいよ。
[02:36:22.520] あのファミコン版に比べたらさ、気がイン
[02:36:26.600] まだ当たんないから弱。ま、とりあえずこら行ってみよっか。こら行ってみよっか。
[02:36:41.323] [音楽]
[02:36:41.960] ザラき仕事して。う
[02:36:44.960] わー。かっけえ。やっぱキラーアーマだよな。かっこいいな。
[02:36:53.520] 決める逃ね。形日だよね。芸術作品ロビン
[02:37:02.283] [笑い]
[02:37:03.520] カちいいよね。強
[02:37:08.040] せい。
[02:37:10.720] やっぱりね、このキラーマシンの形のモンスターさっきもさ、あのメタルハンターとか出たけどやっぱキラーマシンなんだよね。
[02:37:18.279] こいつ行動は許せる。
[02:37:20.479] そう、こいつの2回行動は許せる。逆に
[02:37:23.640] 2回行動じゃなきゃなんで2
[02:37:24.880] 回行動しないんだって思う。う、決める。
[02:37:33.840] キラーマシンかっこいいよな。
[02:37:36.840] ありがとう。
[02:37:37.640] あの淡路島のさ、ドラクエアイランド。あそこに等身台のキラーマシンが置いたんだよ。
[02:37:43.640] めっちゃ興奮するぜ、あれ。あとクソ怖え。
[02:37:47.760] きったり
[02:37:48.520] 等身台のあの
[02:37:51.720] 砕け
[02:37:52.240] キラーマシンが置いてあるんで
[02:37:54.000] 切った。
[02:37:58.800] あとキラーパンサーとかも
[02:38:00.800] あれねドラクエ好きだったらまあね路島ってなまた行くの大変なんだけどね。行ってみた方がいいと思う。すごかったよ。俺ももうもう
[02:38:11.439] 1回ゆっくり行きたいもん。うん。
[02:38:14.000] 1回行ってみた方がいいな。
[02:38:16.359] 焼き尽くせ。
[02:38:20.080] 外せなさい。
[02:38:27.600] 行け。いやあ、やっぱドラクエっていいよな。うわ、ドラクエ
[02:38:39.080] 40
[02:38:39.520] 周年のなんか何が出んだろう。絶対なんか発表あるじゃん。めっちゃ楽しみ。
[02:38:43.200] アシは遠い。
[02:38:44.279] アジ島遠い。遠い。
[02:38:46.840] めっちゃ遠い。遠いし、待って。行くのもめっちゃめんどくさい。空港とかがあれば直で行けんだったらいいけどさ、神戸からさ、渡んなきゃいけねえから橋を。ここは教会。こんな魔物の巣窟に
[02:39:04.120] 40
[02:39:04.560] 周年なんだ。暑すぎ。
[02:39:05.800] そう、今年。そう、ドラクエ40
[02:39:07.000] 周年絶対なんかでかい発表ある。まあドラクエ
[02:39:10.640] 12の続報は絶対出るだろうね。
[02:39:12.840] 淡路なら3時間でいけるかな。
[02:39:14.880] へえ。あ、でもそっか。そうだよね。
[02:39:17.040] シゼロさんはそっちだもんね。3時間でも
[02:39:20.040] 遠いけどな。
[02:39:23.120] 勇子様の血を継ぐ者たち。ここは最後の
[02:39:25.479] 休息の場所になります。もし大切な人とお
[02:39:28.279] 話になりたければどうぞここからお進み
[02:39:30.040] ください。あなた方の勝利を祈っており
[02:39:32.120] ます。
[02:39:34.900] [音楽]
[02:39:41.319] ぞ。ここまで来た。
[02:39:43.600] いい声。
[02:39:44.840] ロンダルキア王子か、もしくは勇者か。必ず来ると。
[02:39:51.600] ああ、ロンダルキアの王子ね。あの新父さんね。
[02:39:54.359] あ、あなたは
[02:39:58.319] 私はただの新父だ。ハーゴンを来るものを長い間。
[02:40:06.720] 何これ?誰?声優しく渋くね。この声。
[02:40:06.995] [音楽]
[02:40:13.439] これを持っていくと良い。お前たちの力に
[02:40:18.600] なろう。[音楽]
[02:40:24.160] おほ。このタイミングで
[02:40:29.319] このタイミングか。
[02:40:34.439] あのぐ
[02:40:35.680] このようと危険
[02:40:37.319] ではないのです。そう。
[02:40:38.359] でさ、昔から思ってたんだけど、なんでここはこんなに
[02:40:42.240] うん。うん。ほ、
[02:40:43.560] 安全なところまで送っていってあげますよ。
[02:40:48.920] 心配は無だ。もはや我らに恐れはない。あるのは長年のや
[02:41:00.399] 何?
[02:41:01.279] それも粗末なこと。
[02:41:03.319] 今はただお前たちの勝利を信じ祈りを捧げよう。
[02:41:09.800] この教会も謎だよね。
[02:41:11.560] 神よ。
[02:41:12.240] 何かあるよね。絶対
[02:41:13.319] 伝説の勇者ロトの子孫たちに光れ。
[02:41:15.771] [音楽]
[02:41:18.880] これで世界中の宝漁されますな。笑笑
[02:41:21.920] やった。やっぱりさ、ここにほら旅の扉もあるしさ。やっぱここで一旦帰って世界回ってこいよっていうあれなんだろうな。
[02:41:35.200] お、ありがとう。
[02:41:49.760] よし、じゃあちょっとあれかな。世界回る
[02:41:52.399] か。最後の鍵来たし。
[02:41:55.840] ちょ、ちょ、1回測っていい?1回測って
[02:41:59.479] いいか?あつないと思うけど。
[02:42:01.319] なんか元気になってきたわ。枠手化してたら。
[02:42:06.680] 確かに敵の本拠地が近いのにここが無事なの不思議ですね。そんな具合は悪
[02:42:12.359] 具合悪い。めっちゃめっちゃ具合悪い。頭痛いさ。さっき測ったら
[02:42:19.359] 37°2部あった。
[02:42:21.800] 37°5
[02:42:22.479] 分を超えたらもう配信終了。確定です。
[02:42:29.200] そう、敵の本拠地近いからさ、なんか設定でもあんのかなと思って。どこ?ここ。
[02:42:38.520] 次は飛葉か。
[02:42:41.840] やだわ、そんな飛ば。37°
[02:42:44.840] 5
[02:42:45.000] 分以上あるか。ここどこ?あの毛なげな魔物はずっとあんたらが来るのを待っああ、あれか。
[02:42:49.438] [音楽]
[02:42:55.960] もうちゃんかもくんか。[音楽]
[02:42:59.760] わしはロンダルギアの生き残りじゃが、
[02:43:02.160] あの頃から世界は変わらんな。優しい
[02:43:04.503] [音楽]ものからこのよいくのじゃ。
[02:43:09.040] キープしてるね。37°
[02:43:12.960] 微妙。こっから上がんなきゃいいけどな。
[02:43:25.479] 熱は確定かな?
[02:43:26.800] うい、お疲れ。
[02:43:28.319] ま、美熱は確定。うん。あ、
[02:43:31.800] MDX
[02:43:32.120] さん、こんばんは。ロンダルキアまで来ましたよ。ロンダルキアまで。あ、いたたたたた。え、ちょっとどっから行く?まだ頭から見ていくか。また大変だけど。
[02:43:34.633] [音楽]
[02:43:54.399] 頭からもうどこにさ、最後の宝があるか覚えてないんだよね。
[02:43:57.840] そこから
[02:43:59.439] こっから行くか。ちょ、みんなも覚えてたら教えてくんね。そこ宝あるぞって。覚えてねえ。あったっけな。なんかいっぱいあったとこあったよな。一応犬の花やって
[02:44:14.439] 1
[02:44:14.640] 個宝の匂いがするってことは多分どっかに取れない宝とか。あ、てかこれ見て鍵まってるとこ行けばいいんじゃね?ねえな。
[02:44:26.640] えー、どこだったかな?
[02:44:31.960] あ、え、何?なんかイベント
[02:44:36.920] 何?
[02:44:39.319] おお、よくぞ。戻った。随分とたましく
[02:44:41.800] なったようだ。
[02:44:46.720] そうか。ついにハーゴンを打ち果たしに
[02:44:48.800] 行くのだな。こんなイベントあるんだ。日
[02:44:52.120] に日に魔物は増えていて民たちは怯え不
[02:44:54.840] 自由な日々を強いられておる。ハーゴンを
[02:44:57.399] 打ちムーンブルクの胸を離らして自由と
[02:45:00.120] 平和を取り戻すのだ。
[02:45:03.760] なんかくれんの?なんかくれんの?パパ。
[02:45:10.560] そしてどうか無事に戻ってきておくれ。
[02:45:14.160] まあパパも人のむ親だからな。
[02:45:21.760] ここは宝ないかな?ラトームにいっぱいあったんだよな。
[02:45:27.840] ここにもあったはずよ。
[02:45:29.520] ある。あ、下だな。多分こっちだ。こういうとこだ。多分だってさ、ガの墓やってなくね?ガの墓。うわ、ここやん。絶対これありがとう。これでもむの赤ちゃんの顔見に行けるぜ。
